Orthogroup	DNOV.longest_only	CPIP.longest_only
OG0006265	LOC115763955|XP_030562609.1|DNOV	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC115765175|XP_030564455.1|DNOV	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC115771344|XP_030572875.1|DNOV	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC115760638|XP_030557954.1|DNOV	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC115764859|XP_030563993.1|DNOV	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC115761957|XP_030559855.1|DNOV	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC115765323|XP_030564683.1|DNOV	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC115760237|XP_030557355.1|DNOV	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC115768785|XP_030569342.1|DNOV	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC115767817|XP_030568014.1|DNOV	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC115762694|XP_030560876.1|DNOV	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC115764526|XP_030563484.1|DNOV	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC115764306|XP_030563104.1|DNOV	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC115767813|XP_030568005.1|DNOV	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC115765225|XP_030564527.1|DNOV	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC115765224|XP_030564526.1|DNOV	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC115767388|XP_030567511.1|DNOV	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC115764614|XP_030563632.1|DNOV	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC115762649|XP_030560814.1|DNOV	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC115761559|XP_030559203.1|DNOV	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC115761584|XP_030559234.1|DNOV	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC115767190|XP_030567241.1|DNOV	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC115771838|XP_030573580.1|DNOV	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC115761768|XP_030559557.1|DNOV	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC115767256|XP_030567327.1|DNOV	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC115758444|XP_030554968.1|DNOV	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC115769088|XP_030569660.1|DNOV	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC115769979|XP_030570900.1|DNOV	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC115767820|XP_030568017.1|DNOV	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC115767324|XP_030567425.1|DNOV	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC115765273|XP_030564623.1|DNOV	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC115768784|XP_030569340.1|DNOV	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC115765165|XP_030564437.1|DNOV	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC115765386|XP_030564771.1|DNOV	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC115767798|XP_030567989.1|DNOV	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC115768220|XP_030568605.1|DNOV	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC115768164|XP_030568520.1|DNOV	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC115761147|XP_030558676.1|DNOV	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC115771614|XP_030573246.1|DNOV	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC115772128|XP_030573966.1|DNOV	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC115760350|XP_030557496.1|DNOV	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC115771609|XP_030573232.1|DNOV	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC115766374|XP_030566133.1|DNOV	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC115766377|XP_030566138.1|DNOV	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC115771957|XP_030573725.1|DNOV	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC115768149|XP_030568503.1|DNOV	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC115768160|XP_030568516.1|DNOV	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC115768891|XP_030569463.1|DNOV	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC115766291|XP_030566018.1|DNOV	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC115764925|XP_030564091.1|DNOV	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC115762466|XP_030560535.1|DNOV	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC115768814|XP_030569371.1|DNOV	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC115766419|XP_030566201.1|DNOV	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC115761482|XP_030559112.1|DNOV	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC115765355|XP_030564728.1|DNOV	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC115767267|XP_030567352.1|DNOV	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC115765284|XP_030564635.1|DNOV	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC115768656|XP_030569192.1|DNOV	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC115768808|XP_030569364.1|DNOV	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC115757771|XP_030554056.1|DNOV	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC115770029|XP_030570955.1|DNOV	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC115771963|XP_030573736.1|DNOV	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC115761200|XP_030558740.1|DNOV	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC115766875|XP_030566797.1|DNOV	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC115772034|XP_030573824.1|DNOV	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC115767312|XP_030567410.1|DNOV	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC115767614|XP_030567771.1|DNOV	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC115771307|XP_030572805.1|DNOV	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC115767380|XP_030567500.1|DNOV	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC115764753|XP_030563838.1|DNOV	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC115768214|XP_030568588.1|DNOV	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC115771321|XP_030572845.1|DNOV	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC115771677|XP_030573352.1|DNOV	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC115768244|XP_030568631.1|DNOV	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC115768216|XP_030568593.1|DNOV	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC115766348|XP_030566104.1|DNOV	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC115766414|XP_030566195.1|DNOV	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC115766363|XP_030566122.1|DNOV	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC115767208|XP_030567261.1|DNOV	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC115771656|XP_030573321.1|DNOV	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC115764224|XP_030562998.1|DNOV	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC115757706|XP_030553918.1|DNOV	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC115767868|XP_030568086.1|DNOV	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC115765088|XP_030564328.1|DNOV	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC115764889|XP_030564031.1|DNOV	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC115768806|XP_030569362.1|DNOV	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC115757813|XP_030554095.1|DNOV	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC115761391|XP_030559006.1|DNOV	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC115771880|XP_030573625.1|DNOV	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC115767857|XP_030568074.1|DNOV	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC115767367|XP_030567485.1|DNOV	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC115768306|XP_030568711.1|DNOV	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC115762796|XP_030561010.1|DNOV	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC115764169|XP_030562913.1|DNOV	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC115768742|XP_030569288.1|DNOV	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC115763762|XP_030562336.1|DNOV	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC115768484|XP_030568925.1|DNOV	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC115766997|XP_030566978.1|DNOV	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC115760088|XP_030557133.1|DNOV	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC115764393|XP_030563231.1|DNOV	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC115764299|XP_030563092.1|DNOV	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC115765422|XP_030564828.1|DNOV	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC115759602|XP_030556433.1|DNOV	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC115759610|XP_030556442.1|DNOV	LOC120414160|XP_039431135.1|CPIP
OG0006372	LOC115771947|XP_030573709.1|DNOV	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC115767233|XP_030567291.1|DNOV	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC115769052|XP_030569622.1|DNOV	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC115768269|XP_030568662.1|DNOV	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC115765226|XP_030564529.1|DNOV	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC115764374|XP_030563196.1|DNOV	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC115764939|XP_030564112.1|DNOV	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC115766901|XP_030566838.1|DNOV	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC115768774|XP_030569325.1|DNOV	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC115767261|XP_030567344.1|DNOV	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC115767381|XP_030567501.1|DNOV	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC115767793|XP_030567984.1|DNOV	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC115766870|XP_030566791.1|DNOV	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC115771829|XP_030573569.1|DNOV	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC115759793|XP_030556732.1|DNOV	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC115759424|XP_030556181.1|DNOV	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC115767344|XP_030567455.1|DNOV	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC115767346|XP_030567456.1|DNOV	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC115764769|XP_030563867.1|DNOV	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC115761368|XP_030558977.1|DNOV	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC115767591|XP_030567744.1|DNOV	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC115758950|XP_030555609.1|DNOV	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC115771732|XP_030573418.1|DNOV	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC115764860|XP_030563994.1|DNOV	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC115769003|XP_030569573.1|DNOV	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC115768460|XP_030568891.1|DNOV	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC115768770|XP_030569320.1|DNOV	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC115767964|XP_030568223.1|DNOV	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC115767963|XP_030568222.1|DNOV	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC115770318|XP_030571414.1|DNOV	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC115770929|XP_030572246.1|DNOV	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC115766232|XP_030565952.1|DNOV	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC115766231|XP_030565949.1|DNOV	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC115769731|XP_030570527.1|DNOV	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC115767303|XP_030567398.1|DNOV	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC115768224|XP_030568610.1|DNOV	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC115766912|XP_030566852.1|DNOV	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC115769044|XP_030569613.1|DNOV	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC115765189|XP_030564477.1|DNOV	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC115764078|XP_030562787.1|DNOV	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC115771987|XP_030573766.1|DNOV	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC115766292|XP_030566020.1|DNOV	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC115767241|XP_030567301.1|DNOV	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC115765243|XP_030564563.1|DNOV	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC115771662|XP_030573333.1|DNOV	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC115764794|XP_030563898.1|DNOV	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC115758881|XP_030555535.1|DNOV	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC115758619|XP_030555212.1|DNOV	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC115772020|XP_030573813.1|DNOV	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC115771768|XP_030573480.1|DNOV	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC115772019|XP_030573812.1|DNOV	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC115772018|XP_030573811.1|DNOV	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC115764886|XP_030564028.1|DNOV	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC115761187|XP_030558710.1|DNOV	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC115764845|XP_030563954.1|DNOV	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC115770227|XP_030571293.1|DNOV	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC115770586|XP_030571771.1|DNOV	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC115768627|XP_030569150.1|DNOV	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC115764632|XP_030563661.1|DNOV	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC115760052|XP_030557084.1|DNOV	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC115765024|XP_030564241.1|DNOV	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC115766211|XP_030565926.1|DNOV	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC115771309|XP_030572811.1|DNOV	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC115765890|XP_030565491.1|DNOV	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC115771959|XP_030573728.1|DNOV	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC115771960|XP_030573729.1|DNOV	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC115764132|XP_030562863.1|DNOV	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC115761920|XP_030559798.1|DNOV	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC115765591|XP_030565100.1|DNOV	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC115761544|XP_030559186.1|DNOV	LOC120420792|XP_039439839.1|CPIP
OG0006448	LOC115764100|XP_030562813.1|DNOV	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC115764045|XP_030562745.1|DNOV	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC115760301|XP_030557448.1|DNOV	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC115767056|XP_030567050.1|DNOV	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC115763372|XP_030561766.1|DNOV	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC115771076|XP_030572488.1|DNOV	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC115767025|XP_030567008.1|DNOV	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC115763980|XP_030562645.1|DNOV	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC115759587|XP_030556416.1|DNOV	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC115761749|XP_030559508.1|DNOV	LOC120416347|XP_039434014.1|CPIP
OG0006459	LOC115764732|XP_030563803.1|DNOV	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC115764082|XP_030562791.1|DNOV	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC115764073|XP_030562781.1|DNOV	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC115771828|XP_030573568.1|DNOV	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC115771958|XP_030573727.1|DNOV	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC115770166|XP_030571184.1|DNOV	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC115767301|XP_030567396.1|DNOV	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC115765376|XP_030564759.1|DNOV	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC115759511|XP_030556314.1|DNOV	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC115764015|XP_030562704.1|DNOV	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC115768764|XP_030569313.1|DNOV	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC115770048|XP_030570991.1|DNOV	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC115764062|XP_030562770.1|DNOV	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC115764133|XP_030562865.1|DNOV	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC115769784|XP_030570611.1|DNOV	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC115764527|XP_030563486.1|DNOV	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC115763991|XP_030562667.1|DNOV	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC115767343|XP_030567454.1|DNOV	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC115768357|XP_030568784.1|DNOV	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC115764723|XP_030563785.1|DNOV	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC115764756|XP_030563843.1|DNOV	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC115761100|XP_030558586.1|DNOV	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC115760201|XP_030557294.1|DNOV	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC115761636|XP_030559327.1|DNOV	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC115761746|XP_030559503.1|DNOV	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC115761454|XP_030559080.1|DNOV	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC115764981|XP_030564169.1|DNOV	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC115765734|XP_030565260.1|DNOV	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC115771766|XP_030573478.1|DNOV	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC115769526|XP_030570228.1|DNOV	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC115757665|XP_030553842.1|DNOV	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC115766171|XP_030565872.1|DNOV	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC115759762|XP_030556677.1|DNOV	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC115771861|XP_030573602.1|DNOV	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC115765128|XP_030564384.1|DNOV	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC115767410|XP_030567545.1|DNOV	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC115764067|XP_030562775.1|DNOV	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC115761600|XP_030559260.1|DNOV	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC115761319|XP_030558911.1|DNOV	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC115771822|XP_030573562.1|DNOV	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC115758510|XP_030555061.1|DNOV	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC115761307|XP_030558896.1|DNOV	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC115761736|XP_030559481.1|DNOV	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC115761572|XP_030559219.1|DNOV	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC115761256|XP_030558830.1|DNOV	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC115764950|XP_030564132.1|DNOV	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC115767884|XP_030568110.1|DNOV	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC115767895|XP_030568125.1|DNOV	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC115768235|XP_030568620.1|DNOV	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC115761835|XP_030559675.1|DNOV	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC115761303|XP_030558890.1|DNOV	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC115771955|XP_030573719.1|DNOV	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC115761536|XP_030559168.1|DNOV	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC115762012|XP_030559941.1|DNOV	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC115761978|XP_030559884.1|DNOV	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC115761831|XP_030559643.1|DNOV	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC115761980|XP_030559887.1|DNOV	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC115759462|XP_030556256.1|DNOV	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC115764647|XP_030563680.1|DNOV	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC115759406|XP_030556157.1|DNOV	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC115765047|XP_030564280.1|DNOV	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC115759869|XP_030556839.1|DNOV	LOC120421187|XP_039440322.1|CPIP
OG0006526	LOC115764186|XP_030562933.1|DNOV	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC115764037|XP_030562733.1|DNOV	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC115764188|XP_030562934.1|DNOV	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC115764189|XP_030562935.1|DNOV	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC115764190|XP_030562936.1|DNOV	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC115764137|XP_030562871.1|DNOV	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC115764148|XP_030562884.1|DNOV	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC115765022|XP_030564237.1|DNOV	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC115764087|XP_030562798.1|DNOV	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC115757727|XP_030553960.1|DNOV	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC115764762|XP_030563858.1|DNOV	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC115763978|XP_030562643.1|DNOV	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC115771751|XP_030573460.1|DNOV	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC115764229|XP_030563006.1|DNOV	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC115764231|XP_030563008.1|DNOV	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC115771913|XP_030573662.1|DNOV	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC115763815|XP_030562427.1|DNOV	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC115766417|XP_030566198.1|DNOV	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC115768649|XP_030569180.1|DNOV	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC115762007|XP_030559934.1|DNOV	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC115770820|XP_030572102.1|DNOV	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC115772091|XP_030573911.1|DNOV	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC115766285|XP_030566013.1|DNOV	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC115766266|XP_030565989.1|DNOV	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC115771864|XP_030573604.1|DNOV	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC115764020|XP_030562709.1|DNOV	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC115764737|XP_030563812.1|DNOV	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC115764097|XP_030562810.1|DNOV	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC115770665|XP_030571892.1|DNOV	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC115761694|XP_030559421.1|DNOV	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC115759536|XP_030556347.1|DNOV	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC115761643|XP_030559336.1|DNOV	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC115761685|XP_030559400.1|DNOV	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC115761626|XP_030559316.1|DNOV	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC115771836|XP_030573577.1|DNOV	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC115771847|XP_030573588.1|DNOV	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC115771704|XP_030573384.1|DNOV	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC115757717|XP_030553939.1|DNOV	LOC120425364|XP_039445802.1|CPIP
