Orthogroup	DANA.longest_only	HILL.longest_only
OG0007017	LOC6497724|XP_014761797.1|DANA	LOC119650880|XP_037909974.1|HILL
OG0007018	LOC6498372|XP_014762104.1|DANA	LOC119651228|XP_037910626.1|HILL
OG0007019	LOC6505403|XP_001966895.3|DANA	LOC119653153|XP_037913621.1|HILL
OG0007020	LOC6506510|XP_001965189.1|DANA	LOC119652169|XP_037912043.1|HILL
OG0007021	LOC6497890|XP_001961655.1|DANA	LOC119653194|XP_037913685.1|HILL
OG0007022	LOC6497851|XP_014761849.1|DANA	LOC119649262|XP_037907281.1|HILL
OG0007023	LOC6496951|XP_032311424.1|DANA	LOC119647322|XP_037904177.1|HILL
OG0007024	LOC6501283|XP_001954916.1|DANA	LOC119646858|XP_037903409.1|HILL
OG0007025	LOC6503777|XP_001963765.1|DANA	LOC119660263|XP_037924652.1|HILL
OG0007026	LOC6503357|XP_001965368.1|DANA	LOC119650478|XP_037909288.1|HILL
OG0007027	LOC6498317|XP_001962527.1|DANA	LOC119658600|XP_037921999.1|HILL
OG0007028	LOC6503337|XP_032311151.1|DANA	LOC119649803|XP_037908044.1|HILL
OG0007030	LOC6501876|XP_032308364.1|DANA	LOC119656817|XP_037919378.1|HILL
OG0007031	LOC6496778|XP_014760194.1|DANA	LOC119650645|XP_037909501.1|HILL
OG0007032	LOC6507797|XP_001956362.1|DANA	LOC119659581|XP_037923669.1|HILL
OG0007033	LOC6497700|XP_001961536.1|DANA	LOC119651750|XP_037911415.1|HILL
OG0007034	LOC6496709|XP_001967338.1|DANA	LOC119653851|XP_037914829.1|HILL
OG0007035	LOC6504481|XP_001966989.1|DANA	LOC119659060|XP_037922899.1|HILL
OG0007036	LOC6507941|XP_001956653.2|DANA	LOC119648391|XP_037906057.1|HILL
OG0007037	LOC6501625|XP_001955632.1|DANA	LOC119657282|XP_037920057.1|HILL
OG0007038	LOC6496390|XP_032306909.1|DANA	LOC119646685|XP_037903211.1|HILL
OG0007039	LOC6494988|XP_001959270.1|DANA	LOC119652643|XP_037912818.1|HILL
OG0007040	LOC6497024|XP_001962908.1|DANA	LOC119646380|XP_037902751.1|HILL
OG0007041	LOC6498294|XP_001962479.1|DANA	LOC119652956|XP_037913280.1|HILL
OG0007042	LOC6504816|XP_014760468.1|DANA	LOC119652901|XP_037913203.1|HILL
OG0007043	LOC6500040|XP_032305402.1|DANA	LOC119660409|XP_037924874.1|HILL
OG0007044	LOC6498657|XP_001963261.2|DANA	LOC119647109|XP_037903815.1|HILL
OG0007045	LOC6500411|XP_001953159.1|DANA	LOC119659218|XP_037923120.1|HILL
OG0007046	LOC6501689|XP_001955768.1|DANA	LOC119655453|XP_037917284.1|HILL
OG0007047	LOC6498331|XP_001962562.1|DANA	LOC119646888|XP_037903452.1|HILL
OG0007048	LOC6497419|XP_032307374.1|DANA	LOC119647417|XP_037904233.1|HILL
OG0007049	LOC6503874|XP_001965232.1|DANA	LOC119660301|XP_037924705.1|HILL
OG0007050	LOC6498660|XP_001963265.1|DANA	LOC119659536|XP_037923610.1|HILL
OG0007051	LOC6498066|XP_001962012.2|DANA	LOC119659515|XP_037923585.1|HILL
OG0007052	LOC6503797|XP_001963728.1|DANA	LOC119650742|XP_037909744.1|HILL
OG0007053	LOC6499945|XP_001953580.1|DANA	LOC119659736|XP_037923923.1|HILL
OG0007054	LOC6496182|XP_001960389.1|DANA	LOC119646884|XP_037903445.1|HILL
OG0007055	LOC6496429|XP_001960897.2|DANA	LOC119646545|XP_037902945.1|HILL
OG0007056	LOC26514061|XP_014765565.1|DANA	LOC119650709|XP_037909646.1|HILL
OG0007057	LOC6503858|XP_001963727.1|DANA	LOC119646153|XP_037902452.1|HILL
OG0007058	LOC6505147|XP_001965438.1|DANA	LOC119657149|XP_037919854.1|HILL
OG0007059	LOC6504458|XP_032310881.1|DANA	LOC119661533|XP_037926841.1|HILL
OG0007060	LOC6497405|XP_001962150.1|DANA	LOC119646459|XP_037902840.1|HILL
OG0007061	LOC6498134|XP_032307651.1|DANA	LOC119646449|XP_037902831.1|HILL
OG0007062	LOC6505515|XP_032311443.1|DANA	LOC119648581|XP_037906281.1|HILL
OG0007063	LOC6497500|XP_001961955.1|DANA	LOC119647326|XP_037904192.1|HILL
OG0007064	LOC6495795|XP_001959602.1|DANA	LOC119647134|XP_037903854.1|HILL
OG0007065	LOC6506255|XP_001958256.1|DANA	LOC119650736|XP_037909721.1|HILL
OG0007066	LOC6493605|XP_001958091.1|DANA	LOC119647304|XP_037904143.1|HILL
OG0007067	LOC6498635|XP_001963210.1|DANA	LOC119646804|XP_037903324.1|HILL
OG0007068	LOC6496976|XP_001963014.1|DANA	LOC119651576|XP_037911145.1|HILL
OG0007069	LOC6505589|XP_001964969.1|DANA	LOC119650694|XP_037909601.1|HILL
OG0007070	LOC6502515|XP_001960522.1|DANA	LOC119654524|XP_037915897.1|HILL
OG0007071	LOC6494386|XP_001960423.1|DANA	LOC119647127|XP_037903842.1|HILL
OG0007072	LOC6502654|XP_001953285.1|DANA	LOC119652593|XP_037912746.1|HILL
OG0007073	LOC6506732|XP_001965238.1|DANA	LOC119646729|XP_037903238.1|HILL
OG0007074	LOC6495357|XP_001958653.1|DANA	LOC119653575|XP_037914243.1|HILL
OG0007075	LOC6498120|XP_001962116.2|DANA	LOC119651923|XP_037911680.1|HILL
OG0007076	LOC6496335|XP_001960719.1|DANA	LOC119656804|XP_037919344.1|HILL
OG0007077	LOC6498631|XP_001963193.1|DANA	LOC119652678|XP_037912877.1|HILL
OG0007078	LOC6498319|XP_001962530.1|DANA	LOC119647286|XP_037904120.1|HILL
OG0007079	LOC6497221|XP_014761563.1|DANA	LOC119659684|XP_037923853.1|HILL
OG0007080	LOC6505373|XP_032311099.1|DANA	LOC119650873|XP_037909963.1|HILL
OG0007081	LOC6506309|XP_001965151.1|DANA	LOC119650825|XP_037909889.1|HILL
OG0007082	LOC6497862|XP_001961588.1|DANA	LOC119651277|XP_037910709.1|HILL
OG0007083	LOC6498485|XP_001962924.1|DANA	LOC119651601|XP_037911178.1|HILL
OG0007084	LOC6503096|XP_001963418.1|DANA	LOC119651391|XP_037910900.1|HILL
OG0007085	LOC6496836|XP_032311247.1|DANA	LOC119660763|XP_037925459.1|HILL
OG0007086	LOC6498136|XP_001962152.1|DANA	LOC119646533|XP_037902927.1|HILL
OG0007087	LOC6493674|XP_001958207.2|DANA	LOC119647629|XP_037904615.1|HILL
OG0007088	LOC6497358|XP_001962253.2|DANA	LOC119647598|XP_037904552.1|HILL
OG0007089	LOC6497643|XP_001961651.1|DANA	LOC119649135|XP_037907071.1|HILL
OG0007090	LOC6498094|XP_032307684.1|DANA	LOC119658579|XP_037921962.1|HILL
OG0007091	LOC6497398|XP_001962165.1|DANA	LOC119655614|XP_037917515.1|HILL
OG0007092	LOC6500606|XP_014766642.1|DANA	LOC119659668|XP_037923821.1|HILL
OG0007093	LOC6505446|XP_001964908.1|DANA	LOC119651042|XP_037910290.1|HILL
OG0007094	LOC6505442|XP_001964907.1|DANA	LOC119650846|XP_037909919.1|HILL
OG0007095	LOC6498647|XP_001963235.1|DANA	LOC119651101|XP_037910384.1|HILL
OG0007096	LOC6498281|XP_014762044.1|DANA	LOC119651102|XP_037910385.1|HILL
OG0007097	LOC6506797|XP_001965253.1|DANA	LOC119646795|XP_037903312.1|HILL
OG0007098	LOC6503741|XP_032310930.1|DANA	LOC119646935|XP_037903554.1|HILL
OG0007099	LOC6499721|XP_001954065.1|DANA	LOC119647205|XP_037903952.1|HILL
OG0007100	LOC6497277|XP_001962405.1|DANA	LOC119647311|XP_037904157.1|HILL
OG0007101	LOC6506984|XP_001965289.1|DANA	LOC119655761|XP_037917748.1|HILL
OG0007102	LOC6497856|XP_001961579.2|DANA	LOC119646189|XP_037902500.1|HILL
OG0007103	LOC6497496|XP_001961963.1|DANA	LOC119657946|XP_037921070.1|HILL
OG0007104	LOC6496873|XP_001963232.1|DANA	LOC119658407|XP_037921731.1|HILL
OG0007105	LOC6496930|XP_001963113.1|DANA	LOC119647193|XP_037903933.1|HILL
OG0007106	LOC6497844|XP_032307786.1|DANA	LOC119647011|XP_037903676.1|HILL
OG0007107	LOC6497418|XP_014761701.1|DANA	LOC119661141|XP_037926271.1|HILL
OG0007108	LOC6506520|XP_001965193.1|DANA	LOC119661750|XP_037927148.1|HILL
OG0007109	LOC6497465|XP_001962024.1|DANA	LOC119659852|XP_037924087.1|HILL
OG0007110	LOC6497955|XP_001961791.1|DANA	LOC119659698|XP_037923882.1|HILL
OG0007111	LOC6496848|XP_014761400.1|DANA	LOC119652409|XP_037912455.1|HILL
OG0007112	LOC6503344|XP_001965377.1|DANA	LOC119661624|XP_037926972.1|HILL
OG0007113	LOC6507960|XP_001955270.1|DANA	LOC119652687|XP_037912889.1|HILL
OG0007114	LOC6498302|XP_001962497.1|DANA	LOC119661454|XP_037926736.1|HILL
OG0007115	LOC6498463|XP_001962878.1|DANA	LOC119647189|XP_037903928.1|HILL
OG0007116	LOC6504272|XP_001965092.2|DANA	LOC119661268|XP_037926454.1|HILL
OG0007117	LOC6497983|XP_001961839.1|DANA	LOC119658792|XP_037922437.1|HILL
OG0007118	LOC6497384|XP_001962193.1|DANA	LOC119647198|XP_037903938.1|HILL
OG0007119	LOC6503781|XP_032308482.1|DANA	LOC119653668|XP_037914430.1|HILL
OG0007120	LOC6503059|XP_032308879.1|DANA	LOC119655695|XP_037917630.1|HILL
OG0007121	LOC6502197|XP_001966052.1|DANA	LOC119653398|XP_037913890.1|HILL
OG0007122	LOC6502908|XP_032311797.1|DANA	LOC119653768|XP_037914687.1|HILL
OG0007123	LOC6503191|XP_032311869.1|DANA	LOC119653769|XP_037914689.1|HILL
OG0007124	LOC6507324|XP_001956244.1|DANA	LOC119648044|XP_037905423.1|HILL
OG0007125	LOC6493821|XP_032310591.1|DANA	LOC119650336|XP_037908919.1|HILL
OG0007126	LOC6493604|XP_001958088.1|DANA	LOC119650019|XP_037908418.1|HILL
OG0007127	LOC6492927|XP_001956665.1|DANA	LOC119647521|XP_037904418.1|HILL
OG0007128	LOC6493822|XP_001958505.1|DANA	LOC119649473|XP_037907559.1|HILL
OG0007129	LOC6506123|XP_001958504.1|DANA	LOC119650428|XP_037909171.1|HILL
OG0007130	LOC6507107|XP_001956659.1|DANA	LOC119647991|XP_037905304.1|HILL
OG0007131	LOC6493806|XP_001958474.1|DANA	LOC119647900|XP_037905134.1|HILL
OG0007132	LOC6493808|XP_001958478.1|DANA	LOC119649949|XP_037908297.1|HILL
OG0007133	LOC6506557|XP_001957653.1|DANA	LOC119649408|XP_037907472.1|HILL
OG0007134	LOC6493528|XP_001957938.2|DANA	LOC119647558|XP_037904479.1|HILL
OG0007135	LOC6493192|XP_001957234.1|DANA	LOC119650055|XP_037908471.1|HILL
OG0007136	LOC6506238|XP_032309770.1|DANA	LOC119648089|XP_037905509.1|HILL
OG0007137	LOC6504725|XP_032309095.1|DANA	LOC119653637|XP_037914347.1|HILL
OG0007138	LOC6502215|XP_001966014.1|DANA	LOC119655752|XP_037917736.1|HILL
OG0007139	LOC6502987|XP_014761276.1|DANA	LOC119655857|XP_037917904.1|HILL
OG0007140	LOC6504870|XP_001966488.1|DANA	LOC119653600|XP_037914279.1|HILL
OG0007141	LOC6504622|XP_001966513.1|DANA	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL
OG0007142	LOC6506355|XP_001958041.1|DANA	LOC119648812|XP_037906592.1|HILL
OG0007143	LOC6505519|XP_014760694.1|DANA	LOC119655625|XP_037917523.1|HILL
OG0007144	LOC6501211|XP_032305511.1|DANA	LOC119660361|XP_037924797.1|HILL
OG0007145	LOC116656594|XP_032312315.1|DANA	LOC119660406|XP_037924870.1|HILL
OG0007146	LOC6499600|XP_001954322.1|DANA	LOC119658698|XP_037922216.1|HILL
OG0007147	LOC6500660|XP_001953667.1|DANA	LOC119653458|XP_037913997.1|HILL
OG0007148	LOC6503839|XP_032308505.1|DANA	LOC119653825|XP_037914792.1|HILL
OG0007149	LOC6495954|XP_001959922.2|DANA	LOC119661147|XP_037926284.1|HILL
OG0007150	LOC6493805|XP_001958473.1|DANA	LOC119649777|XP_037908007.1|HILL
OG0007151	LOC6507290|XP_001956305.1|DANA	LOC119648526|XP_037906222.1|HILL
OG0007152	LOC6502923|XP_001963580.1|DANA	LOC119655799|XP_037917823.1|HILL
OG0007154	LOC6494292|XP_032306340.1|DANA	LOC119654150|XP_037915241.1|HILL
OG0007155	LOC6495472|XP_001958921.1|DANA	LOC119655016|XP_037916616.1|HILL
OG0007156	LOC6500767|XP_001953883.1|DANA	LOC119653657|XP_037914407.1|HILL
OG0007157	LOC6499141|XP_001955220.2|DANA	LOC119659958|XP_037924241.1|HILL
OG0007158	LOC6507016|XP_001956818.2|DANA	LOC119655832|XP_037917868.1|HILL
OG0007159	LOC6503513|XP_032308757.1|DANA	LOC119653497|XP_037914062.1|HILL
OG0007160	LOC6500934|XP_001954200.1|DANA	LOC119658759|XP_037922380.1|HILL
OG0007161	LOC6504847|XP_001966442.1|DANA	LOC119656097|XP_037918335.1|HILL
OG0007162	LOC6502920|XP_032311814.1|DANA	LOC119654635|XP_037916035.1|HILL
OG0007163	LOC6505629|XP_001964573.1|DANA	LOC119660131|XP_037924457.1|HILL
OG0007164	LOC6505899|XP_001964574.1|DANA	LOC119660130|XP_037924456.1|HILL
OG0007165	LOC6503515|XP_032308758.1|DANA	LOC119656302|XP_037918667.1|HILL
OG0007166	LOC6493038|XP_032309511.1|DANA	LOC119656300|XP_037918666.1|HILL
OG0007167	LOC6504906|XP_001966568.1|DANA	LOC119655309|XP_037917065.1|HILL
OG0007168	LOC6503130|XP_032308952.1|DANA	LOC119654534|XP_037915904.1|HILL
OG0007169	LOC6504864|XP_001966476.1|DANA	LOC119655723|XP_037917684.1|HILL
OG0007170	LOC6499610|XP_014766151.1|DANA	LOC119654227|XP_037915373.1|HILL
OG0007171	LOC6504072|XP_001964119.1|DANA	LOC119653827|XP_037914798.1|HILL
OG0007172	LOC6503951|XP_001963903.2|DANA	LOC119654205|XP_037915335.1|HILL
OG0007173	LOC6503699|XP_001963901.1|DANA	LOC119654203|XP_037915334.1|HILL
OG0007174	LOC6499490|XP_001954525.1|DANA	LOC119659781|XP_037923975.1|HILL
OG0007175	LOC6507325|XP_001956243.2|DANA	LOC119651285|XP_037910727.1|HILL
OG0007176	LOC6500343|XP_001953010.2|DANA	LOC119649822|XP_037908085.1|HILL
OG0007177	LOC6500490|XP_001953335.1|DANA	LOC119659986|XP_037924286.1|HILL
OG0007178	LOC6500965|XP_032312358.1|DANA	LOC119660133|XP_037924460.1|HILL
OG0007179	LOC6500439|XP_001953216.1|DANA	LOC119659048|XP_037922884.1|HILL
OG0007180	LOC6500038|XP_001953338.1|DANA	LOC119660437|XP_037924915.1|HILL
OG0007181	LOC6504881|XP_001966523.1|DANA	LOC119655138|XP_037916801.1|HILL
OG0007182	LOC6500397|XP_001953134.2|DANA	LOC119660389|XP_037924840.1|HILL
OG0007183	LOC6500398|XP_032305893.1|DANA	LOC119658719|XP_037922274.1|HILL
OG0007184	LOC6500396|XP_032308233.1|DANA	LOC119660428|XP_037924907.1|HILL
OG0007185	LOC6503928|XP_001965222.1|DANA	LOC119658994|XP_037922804.1|HILL
OG0007186	LOC6499322|XP_032306305.1|DANA	LOC119659248|XP_037923155.1|HILL
OG0007187	LOC6499588|XP_032311645.1|DANA	LOC119659401|XP_037923397.1|HILL
OG0007188	LOC6501452|XP_001955288.2|DANA	LOC119659402|XP_037923400.1|HILL
OG0007189	LOC6501250|XP_001954850.1|DANA	LOC119659406|XP_037923405.1|HILL
OG0007190	LOC6499421|XP_032309919.1|DANA	LOC119660318|XP_037924721.1|HILL
OG0007191	LOC6506543|XP_001957685.1|DANA	LOC119648993|XP_037906851.1|HILL
OG0007192	LOC6504478|XP_001966984.1|DANA	LOC119653724|XP_037914557.1|HILL
OG0007193	LOC6504434|XP_001966985.1|DANA	LOC119655133|XP_037916796.1|HILL
OG0007194	LOC6504020|XP_001964018.1|DANA	LOC119654833|XP_037916333.1|HILL
OG0007195	LOC6501679|XP_001955747.1|DANA	LOC119659610|XP_037923709.1|HILL
OG0007196	LOC6499079|XP_032310759.1|DANA	LOC119659158|XP_037923036.1|HILL
OG0007197	LOC6507821|XP_001956414.1|DANA	LOC119647908|XP_037905146.1|HILL
OG0007198	LOC6500395|XP_014766529.1|DANA	LOC119660453|XP_037924940.1|HILL
OG0007199	LOC6505798|XP_001964395.1|DANA	LOC119659061|XP_037922897.1|HILL
OG0007200	LOC6499411|XP_001954694.1|DANA	LOC119658588|XP_037921973.1|HILL
OG0007201	LOC6507610|XP_001955997.1|DANA	LOC119648847|XP_037906649.1|HILL
OG0007202	LOC6493396|XP_032309668.1|DANA	LOC119648861|XP_037906674.1|HILL
OG0007203	LOC6506549|XP_001957668.1|DANA	LOC119648212|XP_037905747.1|HILL
OG0007204	LOC6493263|XP_001957378.1|DANA	LOC119648837|XP_037906640.1|HILL
OG0007205	LOC6493083|XP_001957010.1|DANA	LOC119649517|XP_037907627.1|HILL
OG0007206	LOC6499423|XP_014766059.1|DANA	LOC119658918|XP_037922667.1|HILL
OG0007207	LOC6500216|XP_001953007.1|DANA	LOC119660159|XP_037924491.1|HILL
OG0007208	LOC6501251|XP_001954852.1|DANA	LOC119659484|XP_037923524.1|HILL
OG0007209	LOC6499331|XP_001954853.1|DANA	LOC119659483|XP_037923523.1|HILL
OG0007210	LOC6500394|XP_001953129.1|DANA	LOC119650812|XP_037909878.1|HILL
OG0007211	LOC6501162|XP_001954670.1|DANA	LOC119659751|XP_037923941.1|HILL
OG0007212	LOC6501587|XP_001955529.1|DANA	LOC119659996|XP_037924299.1|HILL
OG0007213	LOC26514164|XP_032307162.1|DANA	LOC119660893|XP_037925753.1|HILL
OG0007214	LOC6507194|XP_032309614.1|DANA	LOC119647883|XP_037905098.1|HILL
OG0007215	LOC6499658|XP_014766174.1|DANA	LOC119659692|XP_037923874.1|HILL
OG0007216	LOC6505568|XP_001964683.2|DANA	LOC119659934|XP_037924202.1|HILL
OG0007217	LOC26513868|XP_014763947.1|DANA	LOC119659763|XP_037923952.1|HILL
OG0007218	LOC6505890|XP_001964561.3|DANA	LOC119651592|XP_037911166.1|HILL
OG0007219	LOC6499952|XP_001953568.1|DANA	LOC119658985|XP_037922795.1|HILL
OG0007220	LOC6505660|XP_001964510.1|DANA	LOC119657337|XP_037920138.1|HILL
OG0007221	LOC6500999|XP_001954326.2|DANA	LOC119659949|XP_037924224.1|HILL
OG0007222	LOC6499493|XP_001954514.2|DANA	LOC119659507|XP_037923562.1|HILL
OG0007223	LOC6505896|XP_001964568.1|DANA	LOC119660182|XP_037924519.1|HILL
OG0007224	LOC6501248|XP_001954845.2|DANA	LOC119658876|XP_037922576.1|HILL
OG0007225	LOC6494589|XP_001965938.1|DANA	LOC119659642|XP_037923772.1|HILL
OG0007226	LOC6499124|XP_001955252.1|DANA	LOC119659416|XP_037923420.1|HILL
OG0007227	LOC6493316|XP_001957511.1|DANA	LOC119647854|XP_037905050.1|HILL
OG0007228	LOC6507369|XP_032309611.1|DANA	LOC119649649|XP_037907831.1|HILL
OG0007229	LOC6500485|XP_001953323.3|DANA	LOC119651563|XP_037911125.1|HILL
OG0007230	LOC6501023|XP_001954394.2|DANA	LOC119659932|XP_037924200.1|HILL
OG0007231	LOC6500523|XP_001953388.1|DANA	LOC119659030|XP_037922853.1|HILL
OG0007232	LOC6507342|XP_014765170.2|DANA	LOC119648028|XP_037905374.1|HILL
OG0007233	LOC6502810|XP_001956209.1|DANA	LOC119650141|XP_037908601.1|HILL
OG0007234	LOC6507722|XP_001956215.1|DANA	LOC119650138|XP_037908598.1|HILL
OG0007235	LOC6507719|XP_001956212.2|DANA	LOC119650366|XP_037908989.1|HILL
OG0007236	LOC6500592|XP_001953532.1|DANA	LOC119658790|XP_037922432.1|HILL
OG0007237	LOC6501436|XP_032309997.1|DANA	LOC119659339|XP_037923309.1|HILL
OG0007238	LOC6505479|XP_001966245.2|DANA	LOC119660888|XP_037925742.1|HILL
OG0007239	LOC6501673|XP_032312191.1|DANA	LOC119659399|XP_037923392.1|HILL
OG0007240	LOC6505723|XP_001964388.1|DANA	LOC119659733|XP_037923919.1|HILL
OG0007241	LOC6504098|XP_032308770.1|DANA	LOC119654756|XP_037916224.1|HILL
OG0007242	LOC6503552|XP_032308753.1|DANA	LOC119655591|XP_037917462.1|HILL
OG0007243	LOC6503651|XP_014761004.1|DANA	LOC119656105|XP_037918348.1|HILL
OG0007244	LOC6501310|XP_001954969.1|DANA	LOC119659648|XP_037923784.1|HILL
OG0007245	LOC6505565|XP_001964691.2|DANA	LOC119655168|XP_037916844.1|HILL
OG0007246	LOC6500744|XP_001953830.1|DANA	LOC119660258|XP_037924644.1|HILL
OG0007247	LOC6495741|XP_032307081.1|DANA	LOC119656113|XP_037918358.1|HILL
OG0007248	LOC6504669|XP_001966440.1|DANA	LOC119654547|XP_037915920.1|HILL
OG0007249	LOC6502935|XP_032311872.1|DANA	LOC119654322|XP_037915577.1|HILL
OG0007250	LOC6502310|XP_001966215.1|DANA	LOC119655728|XP_037917694.1|HILL
OG0007252	LOC6499933|XP_001953603.3|DANA	LOC119660562|XP_037925130.1|HILL
OG0007253	LOC6493527|XP_001957936.1|DANA	LOC119648700|XP_037906436.1|HILL
OG0007254	LOC6501284|XP_001954919.1|DANA	LOC119659527|XP_037923591.1|HILL
OG0007255	LOC6498744|XP_001967287.1|DANA	LOC119654777|XP_037916247.1|HILL
OG0007256	LOC6500039|XP_001953336.1|DANA	LOC119660435|XP_037924913.1|HILL
OG0007257	LOC6499323|XP_001954868.1|DANA	LOC119659867|XP_037924109.1|HILL
OG0007258	LOC6501259|XP_032306225.1|DANA	LOC119659620|XP_037923725.1|HILL
OG0007259	LOC6504795|XP_001966359.1|DANA	LOC119653656|XP_037914405.1|HILL
OG0007260	LOC6507438|XP_001956021.1|DANA	LOC119655508|XP_037917341.1|HILL
OG0007261	LOC6494644|XP_001959949.1|DANA	LOC119655087|XP_037916714.1|HILL
OG0007262	LOC6504656|XP_001966463.1|DANA	LOC119653831|XP_037914801.1|HILL
OG0007263	LOC6506769|XP_001957273.2|DANA	LOC119660881|XP_037925724.1|HILL
OG0007264	LOC6493841|XP_001958539.1|DANA	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL
OG0007265	LOC6504570|XP_001966612.1|DANA	LOC119654297|XP_037915531.1|HILL
OG0007266	LOC6499477|XP_032305875.1|DANA	LOC119659929|XP_037924193.1|HILL
OG0007267	LOC6499300|XP_001954915.1|DANA	LOC119659046|XP_037922881.1|HILL
OG0007268	LOC6495502|XP_001958988.1|DANA	LOC119659666|XP_037923815.1|HILL
OG0007269	LOC6504808|XP_001966379.1|DANA	LOC119655699|XP_037917641.1|HILL
OG0007270	LOC6505823|XP_001964436.1|DANA	LOC119658569|XP_037921945.1|HILL
OG0007271	LOC6501312|XP_001954971.1|DANA	LOC119659898|XP_037924150.1|HILL
OG0007272	LOC6493317|XP_001957512.1|DANA	LOC119659345|XP_037923317.1|HILL
OG0007273	LOC6501035|XP_001954427.1|DANA	LOC119659343|XP_037923315.1|HILL
OG0007274	LOC6499930|XP_001953611.2|DANA	LOC119658667|XP_037922148.1|HILL
OG0007275	LOC6506857|XP_014764924.1|DANA	LOC119647463|XP_037904323.1|HILL
OG0007276	LOC6506856|XP_001957111.1|DANA	LOC119650178|XP_037908660.1|HILL
OG0007277	LOC6493569|XP_001958016.1|DANA	LOC119649842|XP_037908114.1|HILL
OG0007278	LOC6507001|XP_001956851.1|DANA	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL
OG0007279	LOC6507314|XP_032309775.1|DANA	LOC119647889|XP_037905117.1|HILL
OG0007280	LOC6493061|XP_001956970.3|DANA	LOC119648927|XP_037906761.1|HILL
OG0007281	LOC26513736|XP_014767204.1|DANA	LOC119658758|XP_037922379.1|HILL
OG0007282	LOC6500478|XP_001953303.1|DANA	LOC119658755|XP_037922376.1|HILL
OG0007283	LOC6501280|XP_001954909.1|DANA	LOC119659830|XP_037924051.1|HILL
OG0007284	LOC6499707|XP_001954092.1|DANA	LOC119654568|XP_037915946.1|HILL
OG0007285	LOC6502910|XP_001963608.3|DANA	LOC119655034|XP_037916639.1|HILL
OG0007286	LOC6503187|XP_001963607.1|DANA	LOC119653857|XP_037914836.1|HILL
OG0007287	LOC6506143|XP_001958464.1|DANA	LOC119661404|XP_037926661.1|HILL
OG0007288	LOC6502113|XP_014759939.1|DANA	LOC119653855|XP_037914830.1|HILL
OG0007289	LOC6503012|XP_001963415.1|DANA	LOC119653902|XP_037914966.1|HILL
OG0007290	LOC6505716|XP_001964399.3|DANA	LOC119658803|XP_037922453.1|HILL
OG0007291	LOC6504021|XP_001964021.1|DANA	LOC119646803|XP_037903323.1|HILL
OG0007292	LOC6502715|XP_001963636.1|DANA	LOC119655048|XP_037916663.1|HILL
OG0007293	LOC6501718|XP_001955841.1|DANA	LOC119659282|XP_037923218.1|HILL
OG0007294	LOC26515236|XP_032308811.1|DANA	LOC119660179|XP_037924515.1|HILL
OG0007295	LOC6501308|XP_001954965.1|DANA	LOC119659585|XP_037923672.1|HILL
OG0007296	LOC6499067|XP_032310843.1|DANA	LOC119659172|XP_037923054.1|HILL
OG0007297	LOC6500604|XP_001953546.1|DANA	LOC119660101|XP_037924407.1|HILL
OG0007298	LOC6500492|XP_001953339.3|DANA	LOC119660323|XP_037924729.1|HILL
OG0007299	LOC6500060|XP_001953300.1|DANA	LOC119660509|XP_037925034.1|HILL
OG0007300	LOC6499324|XP_001954866.1|DANA	LOC119659454|XP_037923467.1|HILL
OG0007301	LOC6501426|XP_014767037.1|DANA	LOC119659965|XP_037924250.1|HILL
OG0007302	LOC6500499|XP_032305796.1|DANA	LOC119658848|XP_037922525.1|HILL
OG0007304	LOC6497701|XP_001961535.1|DANA	LOC119646286|XP_037902625.1|HILL
OG0007305	LOC6507212|XP_001956458.1|DANA	LOC119648328|XP_037905948.1|HILL
OG0007306	LOC6493697|XP_001958257.1|DANA	LOC119648771|XP_037906532.1|HILL
OG0007307	LOC6498952|XP_001955616.2|DANA	LOC119659227|XP_037923129.1|HILL
OG0007308	LOC6501479|XP_001955332.1|DANA	LOC119660309|XP_037924712.1|HILL
OG0007309	LOC6503427|XP_001967460.1|DANA	LOC119660294|XP_037924693.1|HILL
OG0007310	LOC6503429|XP_014759146.1|DANA	LOC119658709|XP_037922246.1|HILL
OG0007311	LOC6503431|XP_032312304.1|DANA	LOC119658660|XP_037922141.1|HILL
OG0007312	LOC6492914|XP_001960895.3|DANA	LOC119656156|XP_037918420.1|HILL
OG0007313	LOC6503670|XP_001963960.1|DANA	LOC119653751|XP_037914609.1|HILL
OG0007314	LOC6504144|XP_032308779.1|DANA	LOC119646869|XP_037903422.1|HILL
OG0007315	LOC6503181|XP_032311882.1|DANA	LOC119653699|XP_037914505.1|HILL
OG0007316	LOC6500405|XP_001953147.1|DANA	LOC119658868|XP_037922554.1|HILL
OG0007317	LOC6501417|XP_001955210.1|DANA	LOC119660314|XP_037924717.1|HILL
OG0007318	LOC6499147|XP_014765931.1|DANA	LOC119660492|XP_037925007.1|HILL
OG0007319	LOC6507611|XP_001955998.1|DANA	LOC119649920|XP_037908252.1|HILL
OG0007320	LOC6500315|XP_001952954.1|DANA	LOC119656298|XP_037918665.1|HILL
OG0007321	LOC6504636|XP_032309302.1|DANA	LOC119655136|XP_037916800.1|HILL
OG0007322	LOC6504709|XP_001966353.1|DANA	LOC119654283|XP_037915493.1|HILL
