Orthogroup	DANA.longest_only	BTRY.longest_only
OG0007185	LOC6503928|XP_001965222.1|DANA	LOC120767926|XP_039950221.1|BTRY
OG0007186	LOC6499322|XP_032306305.1|DANA	LOC120769965|XP_039952975.1|BTRY
OG0007187	LOC6499588|XP_032311645.1|DANA	LOC120775465|XP_039961593.1|BTRY
OG0007188	LOC6501452|XP_001955288.2|DANA	LOC120769391|XP_039952296.1|BTRY
OG0007189	LOC6501250|XP_001954850.1|DANA	LOC120766529|XP_039948036.1|BTRY
OG0007190	LOC6499421|XP_032309919.1|DANA	LOC120766227|XP_039947537.1|BTRY
OG0007191	LOC6506543|XP_001957685.1|DANA	LOC120776458|XP_039963057.1|BTRY
OG0007192	LOC6504478|XP_001966984.1|DANA	LOC120773934|XP_039959070.1|BTRY
OG0007193	LOC6504434|XP_001966985.1|DANA	LOC120773933|XP_039959068.1|BTRY
OG0007194	LOC6504020|XP_001964018.1|DANA	LOC120773954|XP_039959116.1|BTRY
OG0007195	LOC6501679|XP_001955747.1|DANA	LOC120766457|XP_039947915.1|BTRY
OG0007196	LOC6499079|XP_032310759.1|DANA	LOC120774760|XP_039960457.1|BTRY
OG0007197	LOC6507821|XP_001956414.1|DANA	LOC120777790|XP_039965251.1|BTRY
OG0007198	LOC6500395|XP_014766529.1|DANA	LOC120766398|XP_039947779.1|BTRY
OG0007199	LOC6505798|XP_001964395.1|DANA	LOC120782598|XP_039970887.1|BTRY
OG0007200	LOC6499411|XP_001954694.1|DANA	LOC120768610|XP_039951315.1|BTRY
OG0007201	LOC6507610|XP_001955997.1|DANA	LOC120777634|XP_039965020.1|BTRY
OG0007202	LOC6493396|XP_032309668.1|DANA	LOC120776409|XP_039962967.1|BTRY
OG0007203	LOC6506549|XP_001957668.1|DANA	LOC120777079|XP_039964142.1|BTRY
OG0007204	LOC6493263|XP_001957378.1|DANA	LOC120775119|XP_039961071.1|BTRY
OG0007205	LOC6493083|XP_001957010.1|DANA	LOC120778315|XP_039966043.1|BTRY
OG0007206	LOC6499423|XP_014766059.1|DANA	LOC120768256|XP_039950787.1|BTRY
OG0007207	LOC6500216|XP_001953007.1|DANA	LOC120779108|XP_039967226.1|BTRY
OG0007208	LOC6501251|XP_001954852.1|DANA	LOC120779098|XP_039967203.1|BTRY
OG0007209	LOC6499331|XP_001954853.1|DANA	LOC120779115|XP_039967240.1|BTRY
OG0007210	LOC6500394|XP_001953129.1|DANA	LOC120779383|XP_039967517.1|BTRY
OG0007211	LOC6501162|XP_001954670.1|DANA	LOC120782757|XP_039971145.1|BTRY
OG0007212	LOC6501587|XP_001955529.1|DANA	LOC120766827|XP_039948473.1|BTRY
OG0007213	LOC26514164|XP_032307162.1|DANA	LOC120772791|XP_039957508.1|BTRY
OG0007214	LOC6507194|XP_032309614.1|DANA	LOC120777204|XP_039964312.1|BTRY
OG0007215	LOC6499658|XP_014766174.1|DANA	LOC120779567|XP_039967845.1|BTRY
OG0007216	LOC6505568|XP_001964683.2|DANA	LOC120782884|XP_039971367.1|BTRY
OG0007217	LOC26513868|XP_014763947.1|DANA	LOC120771083|XP_039954841.1|BTRY
OG0007218	LOC6505890|XP_001964561.3|DANA	LOC120782436|XP_039970657.1|BTRY
OG0007219	LOC6499952|XP_001953568.1|DANA	LOC120775486|XP_039961627.1|BTRY
OG0007220	LOC6505660|XP_001964510.1|DANA	LOC120766527|XP_039948031.1|BTRY
OG0007221	LOC6500999|XP_001954326.2|DANA	LOC120780234|XP_039968422.1|BTRY
OG0007222	LOC6499493|XP_001954514.2|DANA	LOC120782795|XP_039971203.1|BTRY
OG0007223	LOC6505896|XP_001964568.1|DANA	LOC120774939|XP_039960755.1|BTRY
OG0007224	LOC6501248|XP_001954845.2|DANA	LOC120782847|XP_039971308.1|BTRY
OG0007225	LOC6494589|XP_001965938.1|DANA	LOC120782173|XP_039970243.1|BTRY
OG0007226	LOC6499124|XP_001955252.1|DANA	LOC120780061|XP_039968266.1|BTRY
OG0007227	LOC6493316|XP_001957511.1|DANA	LOC120778209|XP_039965899.1|BTRY
OG0007228	LOC6507369|XP_032309611.1|DANA	LOC120778580|XP_039966380.1|BTRY
OG0007229	LOC6500485|XP_001953323.3|DANA	LOC120774807|XP_039960542.1|BTRY
OG0007230	LOC6501023|XP_001954394.2|DANA	LOC120782713|XP_039971068.1|BTRY
OG0007231	LOC6500523|XP_001953388.1|DANA	LOC120776410|XP_039962976.1|BTRY
OG0007232	LOC6507342|XP_014765170.2|DANA	LOC120777201|XP_039964304.1|BTRY
OG0007233	LOC6502810|XP_001956209.1|DANA	LOC120778049|XP_039965659.1|BTRY
OG0007234	LOC6507722|XP_001956215.1|DANA	LOC120778673|XP_039966541.1|BTRY
OG0007235	LOC6507719|XP_001956212.2|DANA	LOC120777998|XP_039965589.1|BTRY
OG0007236	LOC6500592|XP_001953532.1|DANA	LOC120777951|XP_039965501.1|BTRY
OG0007237	LOC6501436|XP_032309997.1|DANA	LOC120769030|XP_039951808.1|BTRY
OG0007238	LOC6505479|XP_001966245.2|DANA	LOC120779566|XP_039967842.1|BTRY
OG0007239	LOC6501673|XP_032312191.1|DANA	LOC120782012|XP_039970107.1|BTRY
OG0007240	LOC6505723|XP_001964388.1|DANA	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY
OG0007241	LOC6504098|XP_032308770.1|DANA	LOC120774466|XP_039960056.1|BTRY
OG0007242	LOC6503552|XP_032308753.1|DANA	LOC120773480|XP_039958340.1|BTRY
OG0007243	LOC6503651|XP_014761004.1|DANA	LOC120775652|XP_039961842.1|BTRY
OG0007244	LOC6501310|XP_001954969.1|DANA	LOC120775909|XP_039962235.1|BTRY
OG0007245	LOC6505565|XP_001964691.2|DANA	LOC120782640|XP_039970946.1|BTRY
OG0007246	LOC6500744|XP_001953830.1|DANA	LOC120782564|XP_039970839.1|BTRY
OG0007247	LOC6495741|XP_032307081.1|DANA	LOC120771613|XP_039955636.1|BTRY
OG0007248	LOC6504669|XP_001966440.1|DANA	LOC120775809|XP_039962091.1|BTRY
OG0007249	LOC6502935|XP_032311872.1|DANA	LOC120773424|XP_039958231.1|BTRY
OG0007250	LOC6502310|XP_001966215.1|DANA	LOC120775317|XP_039961387.1|BTRY
OG0007251	LOC6500961|XP_001954251.1|DANA	LOC120771610|XP_039955633.1|BTRY
OG0007252	LOC6499933|XP_001953603.3|DANA	LOC120782849|XP_039971310.1|BTRY
OG0007253	LOC6493527|XP_001957936.1|DANA	LOC120779143|XP_039967284.1|BTRY
OG0007254	LOC6501284|XP_001954919.1|DANA	LOC120782066|XP_039970155.1|BTRY
OG0007255	LOC6498744|XP_001967287.1|DANA	LOC120775391|XP_039961485.1|BTRY
OG0007256	LOC6500039|XP_001953336.1|DANA	LOC120766174|XP_039947461.1|BTRY
OG0007257	LOC6499323|XP_001954868.1|DANA	LOC120770085|XP_039953170.1|BTRY
OG0007258	LOC6501259|XP_032306225.1|DANA	LOC120782369|XP_039970646.1|BTRY
OG0007259	LOC6504795|XP_001966359.1|DANA	LOC120773456|XP_039958284.1|BTRY
OG0007260	LOC6507438|XP_001956021.1|DANA	LOC120775536|XP_039961692.1|BTRY
OG0007262	LOC6504656|XP_001966463.1|DANA	LOC120774080|XP_039959341.1|BTRY
OG0007264	LOC6493841|XP_001958539.1|DANA	LOC120774161|XP_039959512.1|BTRY
OG0007265	LOC6504570|XP_001966612.1|DANA	LOC120775882|XP_039962192.1|BTRY
OG0007266	LOC6499477|XP_032305875.1|DANA	LOC120774317|XP_039959791.1|BTRY
OG0007267	LOC6499300|XP_001954915.1|DANA	LOC120772473|XP_039957047.1|BTRY
OG0007268	LOC6495502|XP_001958988.1|DANA	LOC120771305|XP_039955173.1|BTRY
OG0007269	LOC6504808|XP_001966379.1|DANA	LOC120774685|XP_039960349.1|BTRY
OG0007270	LOC6505823|XP_001964436.1|DANA	LOC120767050|XP_039948838.1|BTRY
OG0007271	LOC6501312|XP_001954971.1|DANA	LOC120775599|XP_039961775.1|BTRY
OG0007272	LOC6493317|XP_001957512.1|DANA	LOC120776868|XP_039963860.1|BTRY
OG0007273	LOC6501035|XP_001954427.1|DANA	LOC120774820|XP_039960563.1|BTRY
OG0007274	LOC6499930|XP_001953611.2|DANA	LOC120782228|XP_039970328.1|BTRY
OG0007275	LOC6506857|XP_014764924.1|DANA	LOC120778157|XP_039965817.1|BTRY
OG0007276	LOC6506856|XP_001957111.1|DANA	LOC120777919|XP_039965437.1|BTRY
OG0007277	LOC6493569|XP_001958016.1|DANA	LOC120778081|XP_039965712.1|BTRY
OG0007278	LOC6507001|XP_001956851.1|DANA	LOC120776699|XP_039963517.1|BTRY
OG0007279	LOC6507314|XP_032309775.1|DANA	LOC120776988|XP_039964020.1|BTRY
OG0007280	LOC6493061|XP_001956970.3|DANA	LOC120777444|XP_039964690.1|BTRY
OG0007281	LOC26513736|XP_014767204.1|DANA	LOC120775187|XP_039961179.1|BTRY
OG0007282	LOC6500478|XP_001953303.1|DANA	LOC120775149|XP_039961123.1|BTRY
OG0007283	LOC6501280|XP_001954909.1|DANA	LOC120780241|XP_039968433.1|BTRY
OG0007284	LOC6499707|XP_001954092.1|DANA	LOC120782794|XP_039971202.1|BTRY
OG0007285	LOC6502910|XP_001963608.3|DANA	LOC120775343|XP_039961422.1|BTRY
OG0007286	LOC6503187|XP_001963607.1|DANA	LOC120773678|XP_039958638.1|BTRY
OG0007287	LOC6506143|XP_001958464.1|DANA	LOC120768090|XP_039950562.1|BTRY
OG0007288	LOC6502113|XP_014759939.1|DANA	LOC120774200|XP_039959575.1|BTRY
OG0007289	LOC6503012|XP_001963415.1|DANA	LOC120774333|XP_039959821.1|BTRY
OG0007290	LOC6505716|XP_001964399.3|DANA	LOC120775163|XP_039961147.1|BTRY
OG0007291	LOC6504021|XP_001964021.1|DANA	LOC120780322|XP_039968547.1|BTRY
OG0007292	LOC6502715|XP_001963636.1|DANA	LOC120775445|XP_039961565.1|BTRY
OG0007293	LOC6501718|XP_001955841.1|DANA	LOC120782696|XP_039971029.1|BTRY
OG0007294	LOC26515236|XP_032308811.1|DANA	LOC120766315|XP_039947668.1|BTRY
OG0007295	LOC6501308|XP_001954965.1|DANA	LOC120772449|XP_039957007.1|BTRY
OG0007296	LOC6499067|XP_032310843.1|DANA	LOC120766191|XP_039947482.1|BTRY
OG0007297	LOC6500604|XP_001953546.1|DANA	LOC120782465|XP_039970690.1|BTRY
OG0007298	LOC6500492|XP_001953339.3|DANA	LOC120766552|XP_039948070.1|BTRY
OG0007299	LOC6500060|XP_001953300.1|DANA	LOC120766967|XP_039948691.1|BTRY
OG0007300	LOC6499324|XP_001954866.1|DANA	LOC120782435|XP_039970654.1|BTRY
OG0007301	LOC6501426|XP_014767037.1|DANA	LOC120776630|XP_039963385.1|BTRY
OG0007302	LOC6500499|XP_032305796.1|DANA	LOC120773350|XP_039958108.1|BTRY
OG0007303	LOC6504438|XP_001966979.1|DANA	LOC120773761|XP_039958769.1|BTRY
OG0007304	LOC6497701|XP_001961535.1|DANA	LOC120767853|XP_039950091.1|BTRY
OG0007305	LOC6507212|XP_001956458.1|DANA	LOC120777911|XP_039965427.1|BTRY
OG0007306	LOC6493697|XP_001958257.1|DANA	LOC120777910|XP_039965425.1|BTRY
OG0007307	LOC6498952|XP_001955616.2|DANA	LOC120780237|XP_039968426.1|BTRY
OG0007308	LOC6501479|XP_001955332.1|DANA	LOC120774586|XP_039960252.1|BTRY
OG0007309	LOC6503427|XP_001967460.1|DANA	LOC120766789|XP_039948420.1|BTRY
OG0007310	LOC6503429|XP_014759146.1|DANA	LOC120779209|XP_039967424.1|BTRY
OG0007311	LOC6503431|XP_032312304.1|DANA	LOC120770688|XP_039954206.1|BTRY
OG0007312	LOC6492914|XP_001960895.3|DANA	LOC120773770|XP_039958783.1|BTRY
OG0007313	LOC6503670|XP_001963960.1|DANA	LOC120774222|XP_039959614.1|BTRY
OG0007314	LOC6504144|XP_032308779.1|DANA	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY
OG0007315	LOC6503181|XP_032311882.1|DANA	LOC120773712|XP_039958687.1|BTRY
OG0007316	LOC6500405|XP_001953147.1|DANA	LOC120782279|XP_039970414.1|BTRY
OG0007317	LOC6501417|XP_001955210.1|DANA	LOC120772542|XP_039957159.1|BTRY
OG0007318	LOC6499147|XP_014765931.1|DANA	LOC120772532|XP_039957138.1|BTRY
OG0007319	LOC6507611|XP_001955998.1|DANA	LOC120778501|XP_039966263.1|BTRY
OG0007320	LOC6500315|XP_001952954.1|DANA	LOC120774835|XP_039960585.1|BTRY
OG0007321	LOC6504636|XP_032309302.1|DANA	LOC120775861|XP_039962165.1|BTRY
OG0007322	LOC6504709|XP_001966353.1|DANA	LOC120774154|XP_039959496.1|BTRY
OG0007323	LOC6504770|XP_032309119.1|DANA	LOC120775420|XP_039961536.1|BTRY
OG0007324	LOC6503392|XP_001967516.1|DANA	LOC120771705|XP_039955778.1|BTRY
OG0007325	LOC6501632|XP_001955642.1|DANA	LOC120767039|XP_039948820.1|BTRY
OG0007326	LOC6503455|XP_032312331.1|DANA	LOC120773680|XP_039958647.1|BTRY
OG0007327	LOC6506901|XP_001957032.1|DANA	LOC120776926|XP_039963931.1|BTRY
OG0007328	LOC6499497|XP_001954504.2|DANA	LOC120777838|XP_039965310.1|BTRY
OG0007329	LOC6500212|XP_001953021.3|DANA	LOC120782356|XP_039970529.1|BTRY
OG0007330	LOC6502130|XP_001966154.1|DANA	LOC120774980|XP_039960815.1|BTRY
OG0007331	LOC6504608|XP_001966535.2|DANA	LOC120773626|XP_039958565.1|BTRY
OG0007332	LOC6503614|XP_032308422.1|DANA	LOC120774100|XP_039959388.1|BTRY
OG0007333	LOC6499311|XP_001954891.1|DANA	LOC120766637|XP_039948189.1|BTRY
OG0007334	LOC6503300|XP_001967570.1|DANA	LOC120775851|XP_039962155.1|BTRY
OG0007335	LOC6506383|XP_001957980.2|DANA	LOC120776749|XP_039963637.1|BTRY
OG0007336	LOC6504065|XP_001964109.1|DANA	LOC120766500|XP_039947986.1|BTRY
OG0007337	LOC6493045|XP_032309663.1|DANA	LOC120778029|XP_039965636.1|BTRY
OG0007338	LOC6493402|XP_001957675.1|DANA	LOC120778967|XP_039966977.1|BTRY
OG0007339	LOC6500061|XP_001953299.2|DANA	LOC120766813|XP_039948457.1|BTRY
OG0007340	LOC6499541|XP_032305668.1|DANA	LOC120782591|XP_039970876.1|BTRY
OG0007341	LOC6500041|XP_001953332.2|DANA	LOC120766957|XP_039948680.1|BTRY
OG0007342	LOC6501500|XP_001955378.1|DANA	LOC120766480|XP_039947955.1|BTRY
OG0007343	LOC6503444|XP_001967495.1|DANA	LOC120770681|XP_039954203.1|BTRY
OG0007344	LOC6497991|XP_001961851.1|DANA	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY
OG0007345	LOC6503403|XP_032312317.1|DANA	LOC120767067|XP_039948859.1|BTRY
OG0007346	LOC6507691|XP_001956156.1|DANA	LOC120776574|XP_039963272.1|BTRY
OG0007347	LOC6502243|XP_032309351.1|DANA	LOC120775016|XP_039960901.1|BTRY
OG0007348	LOC6502186|XP_001966064.1|DANA	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY
OG0007349	LOC6502188|XP_001966062.1|DANA	LOC120774645|XP_039960303.1|BTRY
OG0007350	LOC6503601|XP_001964080.1|DANA	LOC120776191|XP_039962750.1|BTRY
OG0007351	LOC6507240|XP_001956408.1|DANA	LOC120777369|XP_039964573.1|BTRY
OG0007352	LOC6495942|XP_001959898.1|DANA	LOC120772794|XP_039957511.1|BTRY
OG0007353	LOC6501693|XP_001955776.1|DANA	LOC120782817|XP_039971297.1|BTRY
OG0007354	LOC6503860|XP_032308412.1|DANA	LOC120772158|XP_039956528.1|BTRY
OG0007355	LOC6499138|XP_014765921.1|DANA	LOC120773768|XP_039958782.1|BTRY
OG0007356	LOC6495083|XP_001959099.1|DANA	LOC120771571|XP_039955570.1|BTRY
OG0007357	LOC6501137|XP_014766900.1|DANA	LOC120772068|XP_039956392.1|BTRY
OG0007358	LOC6499268|XP_014765993.1|DANA	LOC120767221|XP_039948979.1|BTRY
OG0007359	LOC6499076|XP_001955354.1|DANA	LOC120766203|XP_039947501.1|BTRY
OG0007360	LOC6499689|XP_032312066.1|DANA	LOC120766287|XP_039947623.1|BTRY
OG0007361	LOC6504766|XP_032309025.1|DANA	LOC120774185|XP_039959540.1|BTRY
OG0007362	LOC6497518|XP_001961921.2|DANA	LOC120768063|XP_039950518.1|BTRY
OG0007363	LOC6503472|XP_001964316.1|DANA	LOC120775879|XP_039962190.1|BTRY
OG0007364	LOC6492919|XP_032308819.1|DANA	LOC120776153|XP_039962633.1|BTRY
OG0007365	LOC6504156|XP_001964291.2|DANA	LOC120775113|XP_039961064.1|BTRY
OG0007366	LOC6499336|XP_032307846.1|DANA	LOC120779375|XP_039967507.1|BTRY
OG0007367	LOC6493425|XP_032309760.1|DANA	LOC120778998|XP_039967035.1|BTRY
OG0007368	LOC6499287|XP_001954948.1|DANA	LOC120782599|XP_039970888.1|BTRY
OG0007369	LOC6500950|XP_014766810.2|DANA	LOC120766810|XP_039948456.1|BTRY
OG0007370	LOC6494074|XP_001961030.2|DANA	LOC120772347|XP_039956843.1|BTRY
OG0007371	LOC6499402|XP_001954709.1|DANA	LOC120773488|XP_039958366.1|BTRY
OG0007372	LOC6499372|XP_001954768.1|DANA	LOC120767032|XP_039948812.1|BTRY
OG0007373	LOC6503746|XP_001963817.1|DANA	LOC120774472|XP_039960062.1|BTRY
OG0007374	LOC6501977|XP_001966805.1|DANA	LOC120775887|XP_039962201.1|BTRY
OG0007375	LOC6501941|XP_001966731.1|DANA	LOC120774072|XP_039959318.1|BTRY
OG0007376	LOC6502179|XP_001966071.2|DANA	LOC120774346|XP_039959860.1|BTRY
OG0007377	LOC6503938|XP_001963880.2|DANA	LOC120776109|XP_039962535.1|BTRY
OG0007378	LOC6503169|XP_032311837.1|DANA	LOC120774777|XP_039960484.1|BTRY
OG0007379	LOC6504905|XP_001966566.1|DANA	LOC120774029|XP_039959261.1|BTRY
OG0007380	LOC6503702|XP_014761040.1|DANA	LOC120773627|XP_039958567.1|BTRY
OG0007381	LOC6504590|XP_001966571.1|DANA	LOC120774949|XP_039960763.1|BTRY
OG0007382	LOC6504863|XP_001966474.1|DANA	LOC120773505|XP_039958391.1|BTRY
OG0007383	LOC6504618|XP_032309277.1|DANA	LOC120776117|XP_039962555.1|BTRY
OG0007384	LOC6504860|XP_001966470.1|DANA	LOC120775921|XP_039962257.1|BTRY
OG0007385	LOC6503849|XP_001963713.1|DANA	LOC120775002|XP_039960861.1|BTRY
OG0007386	LOC6503971|XP_001963934.1|DANA	LOC120775316|XP_039961386.1|BTRY
OG0007387	LOC6492966|XP_001956761.2|DANA	LOC120774965|XP_039960788.1|BTRY
OG0007388	LOC6494055|XP_032312024.1|DANA	LOC120774405|XP_039959961.1|BTRY
OG0007389	LOC6498295|XP_001962480.1|DANA	LOC120768350|XP_039950937.1|BTRY
OG0007390	LOC6504139|XP_001964260.1|DANA	LOC120774986|XP_039960828.1|BTRY
OG0007391	LOC6500334|XP_014766508.1|DANA	LOC120766801|XP_039948439.1|BTRY
OG0007392	LOC6504668|XP_032309038.1|DANA	LOC120775041|XP_039960950.1|BTRY
OG0007393	LOC6503436|XP_032312309.1|DANA	LOC120780248|XP_039968444.1|BTRY
OG0007394	LOC6504657|XP_032309329.1|DANA	LOC120774077|XP_039959329.1|BTRY
OG0007395	LOC6498777|XP_032308115.1|DANA	LOC120773932|XP_039959065.1|BTRY
OG0007396	LOC6500489|XP_001953334.1|DANA	LOC120766955|XP_039948678.1|BTRY
OG0007397	LOC6502406|XP_032311154.1|DANA	LOC120768504|XP_039951162.1|BTRY
OG0007398	LOC6494645|XP_001959947.1|DANA	LOC120772121|XP_039956466.1|BTRY
OG0007399	LOC6501888|XP_001966729.1|DANA	LOC120773840|XP_039958903.1|BTRY
OG0007400	LOC6504854|XP_001966456.1|DANA	LOC120773790|XP_039958819.1|BTRY
OG0007401	LOC6505291|XP_032307860.1|DANA	LOC120775174|XP_039961160.1|BTRY
OG0007402	LOC6499349|XP_001954815.3|DANA	LOC120781020|XP_039969146.1|BTRY
OG0007403	LOC6501235|XP_014766958.1|DANA	LOC120766243|XP_039947597.1|BTRY
OG0007404	LOC6501243|XP_032306106.1|DANA	LOC120780863|XP_039969033.1|BTRY
OG0007405	LOC6500215|XP_001953009.1|DANA	LOC120778396|XP_039966118.1|BTRY
OG0007406	LOC6500955|XP_001954238.1|DANA	LOC120782818|XP_039971265.1|BTRY
OG0007407	LOC6498394|XP_001962707.1|DANA	LOC120767627|XP_039949719.1|BTRY
OG0007408	LOC6506299|XP_001958167.1|DANA	LOC120778483|XP_039966234.1|BTRY
OG0007409	LOC6498299|XP_001962490.3|DANA	LOC120769182|XP_039952001.1|BTRY
OG0007410	LOC6501908|XP_001967162.1|DANA	LOC120774424|XP_039959991.1|BTRY
OG0007411	LOC6504627|XP_001966507.1|DANA	LOC120773423|XP_039958230.1|BTRY
OG0007412	LOC6504043|XP_001964063.1|DANA	LOC120774546|XP_039960211.1|BTRY
OG0007413	LOC6494994|XP_001959256.1|DANA	LOC120770102|XP_039953206.1|BTRY
OG0007414	LOC6504717|XP_001966340.1|DANA	LOC120774888|XP_039960684.1|BTRY
OG0007415	LOC6504902|XP_001966558.1|DANA	LOC120774430|XP_039960002.1|BTRY
OG0007416	LOC6503585|XP_032308556.1|DANA	LOC120774640|XP_039960298.1|BTRY
OG0007417	LOC6503543|XP_001964184.2|DANA	LOC120775860|XP_039962164.1|BTRY
OG0007418	LOC6494522|XP_014762823.1|DANA	LOC120774213|XP_039959600.1|BTRY
OG0007419	LOC6500291|XP_001952898.1|DANA	LOC120782320|XP_039970475.1|BTRY
OG0007420	LOC6494672|XP_001959889.1|DANA	LOC120770236|XP_039953460.1|BTRY
OG0007421	LOC6504900|XP_014759852.1|DANA	LOC120775824|XP_039962114.1|BTRY
OG0007422	LOC6504615|XP_014759746.1|DANA	LOC120774419|XP_039959980.1|BTRY
OG0007423	LOC6502095|XP_001966225.1|DANA	LOC120775361|XP_039961454.1|BTRY
OG0007424	LOC6507869|XP_001956496.1|DANA	LOC120778993|XP_039967028.1|BTRY
OG0007425	LOC6506349|XP_001958053.1|DANA	LOC120777250|XP_039964378.1|BTRY
OG0007426	LOC6501889|XP_032308139.1|DANA	LOC120774398|XP_039959950.1|BTRY
OG0007427	LOC6503805|XP_001963708.1|DANA	LOC120774843|XP_039960593.1|BTRY
OG0007428	LOC6502225|XP_014759970.1|DANA	LOC120773443|XP_039958259.1|BTRY
OG0007429	LOC6493910|XP_032311525.1|DANA	LOC120772837|XP_039957580.1|BTRY
OG0007430	LOC6507060|XP_001956736.1|DANA	LOC120778171|XP_039965841.1|BTRY
OG0007431	LOC6504230|XP_001965122.1|DANA	LOC120769422|XP_039952338.1|BTRY
OG0007432	LOC6506090|XP_001958575.1|DANA	LOC120777240|XP_039964366.1|BTRY
OG0007433	LOC6503780|XP_001963760.1|DANA	LOC120778759|XP_039966671.1|BTRY
OG0007434	LOC6507903|XP_032310706.1|DANA	LOC120777668|XP_039965059.1|BTRY
OG0007435	LOC6507154|XP_001956575.2|DANA	LOC120777967|XP_039965520.1|BTRY
OG0007436	LOC6506759|XP_001957295.1|DANA	LOC120776464|XP_039963065.1|BTRY
OG0007437	LOC6507249|XP_001956385.1|DANA	LOC120777395|XP_039964625.1|BTRY
OG0007438	LOC6507214|XP_032310626.1|DANA	LOC120777411|XP_039964644.1|BTRY
OG0007440	LOC6504827|XP_032309111.1|DANA	LOC120773679|XP_039958644.1|BTRY
OG0007441	LOC6496217|XP_001960468.1|DANA	LOC120772822|XP_039957553.1|BTRY
OG0007442	LOC6501282|XP_001954914.1|DANA	LOC120770219|XP_039953432.1|BTRY
OG0007443	LOC26514518|XP_014764022.1|DANA	LOC120770560|XP_039954073.1|BTRY
OG0007444	LOC6494205|XP_001960752.1|DANA	LOC120772543|XP_039957157.1|BTRY
OG0007445	LOC6496354|XP_001960751.1|DANA	LOC120772541|XP_039957156.1|BTRY
OG0007446	LOC6497882|XP_001961640.1|DANA	LOC120767541|XP_039949579.1|BTRY
OG0007447	LOC6497666|XP_001961609.1|DANA	LOC120772499|XP_039957079.1|BTRY
OG0007448	LOC6493950|XP_001961262.1|DANA	LOC120771692|XP_039955761.1|BTRY
OG0007449	LOC6507144|XP_001956590.1|DANA	LOC120778678|XP_039966546.1|BTRY
OG0007450	LOC26515375|XP_014762428.1|DANA	LOC120777666|XP_039965056.1|BTRY
OG0007451	LOC6506741|XP_001957324.3|DANA	LOC120777991|XP_039965572.1|BTRY
OG0007452	LOC6493235|XP_001957325.1|DANA	LOC120777074|XP_039964136.1|BTRY
OG0007453	LOC6507192|XP_001956512.1|DANA	LOC120777259|XP_039964392.1|BTRY
OG0007454	LOC6493243|XP_001957344.1|DANA	LOC120776623|XP_039963354.1|BTRY
OG0007455	LOC6495455|XP_001958880.1|DANA	LOC120770222|XP_039953436.1|BTRY
OG0007456	LOC6502127|XP_001966158.3|DANA	LOC120775561|XP_039961720.1|BTRY
OG0007457	LOC6507082|XP_001956702.1|DANA	LOC120776792|XP_039963712.1|BTRY
OG0007458	LOC6505410|XP_001966908.1|DANA	LOC120769462|XP_039952408.1|BTRY
OG0007459	LOC6499505|XP_001954481.1|DANA	LOC120766863|XP_039948528.1|BTRY
OG0007460	LOC6494206|XP_001960748.1|DANA	LOC120770359|XP_039953704.1|BTRY
OG0007461	LOC6507933|XP_001956634.1|DANA	LOC120776419|XP_039962991.1|BTRY
OG0007462	LOC6507932|XP_001956630.1|DANA	LOC120776431|XP_039963018.1|BTRY
OG0007463	LOC6507931|XP_001956629.3|DANA	LOC120776421|XP_039962995.1|BTRY
OG0007464	LOC6507117|XP_001956638.1|DANA	LOC120776420|XP_039962992.1|BTRY
OG0007465	LOC6493819|XP_001958501.1|DANA	LOC120778617|XP_039966429.1|BTRY
OG0007466	LOC6494316|XP_001960545.2|DANA	LOC120772518|XP_039957100.1|BTRY
OG0007467	LOC6493924|XP_001961316.2|DANA	LOC120771098|XP_039954866.1|BTRY
OG0007468	LOC6496275|XP_001960589.1|DANA	LOC120770070|XP_039953133.1|BTRY
OG0007469	LOC6493680|XP_001958221.2|DANA	LOC120777711|XP_039965123.1|BTRY
OG0007470	LOC6498245|XP_001962386.1|DANA	LOC120776734|XP_039963596.1|BTRY
OG0007471	LOC6494286|XP_001960606.2|DANA	LOC120771380|XP_039955281.1|BTRY
OG0007472	LOC6505220|XP_001965568.2|DANA	LOC120775693|XP_039961937.1|BTRY
OG0007473	LOC6493203|XP_001957255.1|DANA	LOC120778941|XP_039966933.1|BTRY
OG0007474	LOC6493947|XP_014762471.1|DANA	LOC120771612|XP_039955630.1|BTRY
OG0007475	LOC6493760|XP_032309708.1|DANA	LOC120777766|XP_039965207.1|BTRY
OG0007476	LOC6504062|XP_032308476.1|DANA	LOC120774167|XP_039959521.1|BTRY
OG0007477	LOC6504061|XP_032308549.1|DANA	LOC120776097|XP_039962513.1|BTRY
OG0007478	LOC6496924|XP_001963129.1|DANA	LOC120781756|XP_039969922.1|BTRY
OG0007479	LOC6503766|XP_001963781.2|DANA	LOC120775434|XP_039961554.1|BTRY
OG0007480	LOC6499265|XP_032307414.1|DANA	LOC120767226|XP_039948990.1|BTRY
OG0007481	LOC6506865|XP_001957098.1|DANA	LOC120778563|XP_039966360.1|BTRY
OG0007482	LOC6497450|XP_001962051.1|DANA	LOC120767437|XP_039949434.1|BTRY
