Orthogroup	DELE.longest_only	CCAP.longest_only
OG0007432	LOC108138377|XP_017116048.1|DELE	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC108138551|XP_017116311.1|DELE	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC108135585|XP_017111869.1|DELE	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC108142238|XP_017121446.1|DELE	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC108136140|XP_017112624.1|DELE	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC108142503|XP_017121894.1|DELE	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC108141445|XP_017120333.1|DELE	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC108136940|XP_017113906.1|DELE	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC108143474|XP_017123407.1|DELE	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC108149693|XP_017132948.1|DELE	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC108149692|XP_017132947.1|DELE	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC108149447|XP_017132526.1|DELE	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC108149561|XP_017132688.1|DELE	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC108143615|XP_017123630.1|DELE	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC108135714|XP_017112048.1|DELE	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC108149389|XP_017132408.1|DELE	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC108142531|XP_017121946.1|DELE	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC108142644|XP_017122131.1|DELE	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC108150327|XP_017133937.1|DELE	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC108136122|XP_017112599.1|DELE	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC108143308|XP_017123113.1|DELE	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC108146253|XP_017127680.1|DELE	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC108136686|XP_017113501.1|DELE	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC108137368|XP_017114497.1|DELE	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC108144649|XP_017125183.1|DELE	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC108142533|XP_017121948.1|DELE	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC108142834|XP_017122388.1|DELE	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC108142874|XP_017122437.1|DELE	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC108142452|XP_017121809.1|DELE	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC108146613|XP_017128148.1|DELE	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC108144393|XP_017124661.1|DELE	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
OG0007467	LOC108145118|XP_017125818.1|DELE	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC108144437|XP_017124810.1|DELE	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC108135674|XP_017112000.1|DELE	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC108135238|XP_017111390.1|DELE	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC108144554|XP_017125021.1|DELE	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC108142741|XP_017122253.1|DELE	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC108143543|XP_017123533.1|DELE	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC108142564|XP_017122001.1|DELE	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC108141980|XP_017121124.1|DELE	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC108140710|XP_017119160.1|DELE	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC108146506|XP_017128031.1|DELE	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC108149484|XP_017132591.1|DELE	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC108147028|XP_017128774.1|DELE	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC108145303|XP_017126122.1|DELE	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC108142698|XP_017122197.1|DELE	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC108143920|XP_017123988.1|DELE	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC108149644|XP_017132869.1|DELE	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC108142120|XP_017121306.1|DELE	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC108142823|XP_017122374.1|DELE	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC108146769|XP_017128396.1|DELE	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC108146844|XP_017128534.1|DELE	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC108146604|XP_017128141.1|DELE	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC108150561|XP_017134284.1|DELE	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC108135881|XP_017112277.1|DELE	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC108138972|XP_017117045.1|DELE	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC108136117|XP_017112589.1|DELE	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC108138213|XP_017115822.1|DELE	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC108148031|XP_017130359.1|DELE	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC108149524|XP_017132643.1|DELE	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC108149886|XP_017133271.1|DELE	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC108149532|XP_017132653.1|DELE	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC108136841|XP_017113751.1|DELE	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC108137866|XP_017115291.1|DELE	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC108146146|XP_017127491.1|DELE	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC108150736|XP_017134528.1|DELE	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC108149384|XP_017132402.1|DELE	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC108142596|XP_017122052.1|DELE	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC108144658|XP_017125193.1|DELE	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC108145245|XP_017126006.1|DELE	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC108144749|XP_017125342.1|DELE	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC108138908|XP_017116949.1|DELE	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC108149552|XP_017132679.1|DELE	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC108140525|XP_017118823.1|DELE	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC108150202|XP_017133701.1|DELE	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC108135959|XP_017112399.1|DELE	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC108149727|XP_017132983.1|DELE	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC108135957|XP_017112396.1|DELE	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC108144841|XP_017125470.1|DELE	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC108146815|XP_017128495.1|DELE	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC108147003|XP_017128756.1|DELE	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC108146622|XP_017128155.1|DELE	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC108140688|XP_017119126.1|DELE	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC108146737|XP_017128330.1|DELE	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC108146772|XP_017128400.1|DELE	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC108149414|XP_017132462.1|DELE	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC108143001|XP_017122671.1|DELE	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC108149119|XP_017132009.1|DELE	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC108143698|XP_017123715.1|DELE	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC108145291|XP_017126095.1|DELE	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC108142355|XP_017121646.1|DELE	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC108147322|XP_017129237.1|DELE	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC108146189|XP_017127587.1|DELE	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC108146612|XP_017128147.1|DELE	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC108146843|XP_017128533.1|DELE	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC108147025|XP_017128770.1|DELE	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC108149164|XP_017132055.1|DELE	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC108138758|XP_017116652.1|DELE	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC108150333|XP_017133944.1|DELE	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC108144473|XP_017124873.1|DELE	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC108144828|XP_017125449.1|DELE	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC108144688|XP_017125242.1|DELE	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC108149770|XP_017133096.1|DELE	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC108142050|XP_017121221.1|DELE	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC108142735|XP_017122249.1|DELE	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC108142514|XP_017121922.1|DELE	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC108135660|XP_017111982.1|DELE	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC108146752|XP_017128371.1|DELE	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC108143910|XP_017123977.1|DELE	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC108149801|XP_017133155.1|DELE	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC108148853|XP_017131629.1|DELE	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC108149091|XP_017131976.1|DELE	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC108143487|XP_017123425.1|DELE	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC108149090|XP_017131974.1|DELE	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC108149107|XP_017131995.1|DELE	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC108149388|XP_017132407.1|DELE	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC108141408|XP_017120261.1|DELE	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC108144418|XP_017124756.1|DELE	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC108141438|XP_017120316.1|DELE	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC108150502|XP_017134203.1|DELE	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC108145520|XP_017126493.1|DELE	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC108136055|XP_017112478.1|DELE	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC108150494|XP_017134192.1|DELE	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC108143854|XP_017123905.1|DELE	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC108141862|XP_017120944.1|DELE	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC108149406|XP_017132432.1|DELE	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC108141810|XP_017120875.1|DELE	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC108143174|XP_017122910.1|DELE	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC108141354|XP_017120161.1|DELE	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC108137537|XP_017114749.1|DELE	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC108141540|XP_017120469.1|DELE	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC108143585|XP_017123590.1|DELE	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC108147393|XP_017129318.1|DELE	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC108135693|XP_017112024.1|DELE	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC108141426|XP_017120297.1|DELE	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC108146969|XP_017128715.1|DELE	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC108146491|XP_017128012.1|DELE	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC108136022|XP_017112438.1|DELE	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC108143278|XP_017123083.1|DELE	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC108143263|XP_017123065.1|DELE	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC108146087|XP_017127398.1|DELE	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC108143131|XP_017122860.1|DELE	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC108135577|XP_017111855.1|DELE	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC108148718|XP_017131375.1|DELE	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC108142813|XP_017122363.1|DELE	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC108145272|XP_017126046.1|DELE	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC108141499|XP_017120407.1|DELE	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC108145250|XP_017126016.1|DELE	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC108146242|XP_017127665.1|DELE	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC108142472|XP_017121843.1|DELE	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC108148796|XP_017131505.1|DELE	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC108136121|XP_017112595.1|DELE	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC108146629|XP_017128163.1|DELE	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC108146726|XP_017128311.1|DELE	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC108146777|XP_017128413.1|DELE	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC108143596|XP_017123608.1|DELE	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
OG0007622	LOC108135564|XP_017111810.1|DELE	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC108142490|XP_017121868.1|DELE	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC108142231|XP_017121438.1|DELE	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC108150233|XP_017133777.1|DELE	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC108145875|XP_017127004.1|DELE	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC108145873|XP_017127001.1|DELE	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC108145274|XP_017126055.1|DELE	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC108147518|XP_017129588.1|DELE	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC108135749|XP_017112072.1|DELE	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC108140761|XP_017119236.1|DELE	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC108146093|XP_017127410.1|DELE	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC108149396|XP_017132419.1|DELE	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007634	LOC108148779|XP_017131479.1|DELE	CCAP1982_LOCUS1668|CAD6992831.1|CCAP
OG0007635	LOC108149480|XP_017132585.1|DELE	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC108134744|XP_017110672.1|DELE	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC108150391|XP_017134022.1|DELE	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC108134868|XP_017110846.1|DELE	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC108147042|XP_017128804.1|DELE	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC108149748|XP_017133028.1|DELE	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC108140793|XP_017119276.1|DELE	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC108142928|XP_017122510.1|DELE	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007645	LOC108140421|XP_017118632.1|DELE	CCAP1982_LOCUS5035|CAD6996357.1|CCAP
OG0007646	LOC108138052|XP_017115517.1|DELE	CCAP1982_LOCUS6628|CAD6998011.1|CCAP
OG0007647	LOC108138796|XP_017116764.1|DELE	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP
OG0007648	LOC108145346|XP_017126225.1|DELE	CCAP1982_LOCUS21866|CAD7013847.1|CCAP
OG0007649	LOC108150268|XP_017133839.1|DELE	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP
OG0007650	LOC108143300|XP_017123104.1|DELE	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP
OG0007651	LOC108150036|XP_017133488.1|DELE	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007652	LOC108145831|XP_017126967.1|DELE, LOC108149753|XP_017133050.1|DELE	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP
OG0007653	LOC108142799|XP_017122342.1|DELE	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP
OG0007664	LOC108139130|XP_017117233.1|DELE	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC108149257|XP_017132189.1|DELE	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC108148943|XP_017131765.1|DELE	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC108147993|XP_017130297.1|DELE	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC108136923|XP_017113887.1|DELE	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC108136694|XP_017113507.1|DELE	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC108148878|XP_017131668.1|DELE	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC108142902|XP_017122478.1|DELE	CCAP1982_LOCUS3314|CAD6994576.1|CCAP
OG0007717	LOC108142952|XP_017122581.1|DELE	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007737	LOC108140575|XP_017118937.1|DELE	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC108148807|XP_017131524.1|DELE	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC108148631|XP_017131230.1|DELE	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC108136846|XP_017113757.1|DELE	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC108143936|XP_017124012.1|DELE	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC108135262|XP_017111420.1|DELE	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC108148949|XP_017131770.1|DELE	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC108134725|XP_017110622.1|DELE	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007773	LOC108148289|XP_017130750.1|DELE	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC108138543|XP_017116301.1|DELE	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC108146414|XP_017127906.1|DELE	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC108141120|XP_017119823.1|DELE	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC108137830|XP_017115244.1|DELE	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC108148990|XP_017131820.1|DELE	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC108148815|XP_017131555.1|DELE	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC108140351|XP_017118533.1|DELE	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC108147172|XP_017128994.1|DELE	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007791	LOC108147226|XP_017129103.1|DELE	CCAP1982_LOCUS1483|CAD6992635.1|CCAP
OG0007793	LOC108134658|XP_017110543.1|DELE	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC108148656|XP_017131275.1|DELE	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC108148657|XP_017131276.1|DELE	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC108149016|XP_017131851.1|DELE	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC108148999|XP_017131831.1|DELE	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC108144062|XP_017124196.1|DELE	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC108135730|XP_017112053.1|DELE	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC108143762|XP_017123780.1|DELE	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC108140543|XP_017118869.1|DELE	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC108143009|XP_017122687.1|DELE	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007816	LOC108142654|XP_017122144.1|DELE	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC108148282|XP_017130732.1|DELE	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC108143038|XP_017122725.1|DELE	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC108148961|XP_017131786.1|DELE	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC108148960|XP_017131785.1|DELE	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC108148688|XP_017131321.1|DELE	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC108148639|XP_017131250.1|DELE	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC108150572|XP_017134317.1|DELE	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC108148673|XP_017131296.1|DELE	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC108147447|XP_017129464.1|DELE	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007829	LOC108141174|XP_017119890.1|DELE	CCAP1982_LOCUS1661|CAD6992823.1|CCAP
OG0007830	LOC108136708|XP_017113522.1|DELE	CCAP1982_LOCUS1152|CAD6992284.1|CCAP
OG0007835	LOC108144039|XP_017124165.1|DELE	CCAP1982_LOCUS3471|CAD6994738.1|CCAP
OG0007836	LOC108139117|XP_017117219.1|DELE	CCAP1982_LOCUS1279|CAD6992415.1|CCAP
OG0007838	LOC108148416|XP_017130945.1|DELE	CCAP1982_LOCUS2060|CAD6993243.1|CCAP
OG0007840	LOC108148777|XP_017131476.1|DELE	CCAP1982_LOCUS1667|CAD6992830.1|CCAP
OG0007842	LOC108148683|XP_017131312.1|DELE	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC108148570|XP_017131105.1|DELE	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC108137983|XP_017115443.1|DELE	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007845	LOC108147318|XP_017129234.1|DELE	CCAP1982_LOCUS2347|CAD6993535.1|CCAP
OG0007847	LOC108136975|XP_017113955.1|DELE	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007848	LOC108136953|XP_017113927.1|DELE	CCAP1982_LOCUS2692|CAD6993899.1|CCAP
OG0007849	LOC108139288|XP_017117472.1|DELE	CCAP1982_LOCUS1593|CAD6992750.1|CCAP
OG0007850	LOC108139287|XP_017117471.1|DELE	CCAP1982_LOCUS1591|CAD6992747.1|CCAP
OG0007851	LOC108148540|XP_017131071.1|DELE	CCAP1982_LOCUS3811|CAD6995087.1|CCAP
