Orthogroup	DELE.longest_only	AEAL.longest_only
OG0007631	LOC108140761|XP_017119236.1|DELE	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL
OG0007633	LOC108149396|XP_017132419.1|DELE	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL
OG0007634	LOC108148779|XP_017131479.1|DELE	LOC115256421|XP_029710797.1|AEAL
OG0007635	LOC108149480|XP_017132585.1|DELE	LOC109622813|XP_019932814.2|AEAL
OG0007636	LOC108145740|XP_017126792.1|DELE	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL
OG0007638	LOC108150391|XP_017134022.1|DELE	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL
OG0007639	LOC108134868|XP_017110846.1|DELE	LOC109415737|XP_019545210.2|AEAL
OG0007640	LOC108147042|XP_017128804.1|DELE	LOC115261358|XP_029718745.1|AEAL
OG0007641	LOC108143915|XP_017123984.1|DELE	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL
OG0007664	LOC108139130|XP_017117233.1|DELE	LOC109405387|XP_029709616.1|AEAL
OG0007665	LOC108135922|XP_017112354.1|DELE	LOC109397805|XP_029709609.1|AEAL
OG0007666	LOC108135942|XP_017112380.1|DELE	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL
OG0007667	LOC108140925|XP_017119478.1|DELE	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL
OG0007668	LOC108149257|XP_017132189.1|DELE	LOC109413249|XP_019542528.2|AEAL
OG0007669	LOC108140893|XP_017119420.1|DELE	LOC109413217|XP_019542486.2|AEAL
OG0007670	LOC108140892|XP_017119418.1|DELE	LOC109424955|XP_019555694.2|AEAL
OG0007671	LOC108136553|XP_017113348.1|DELE	LOC109431118|XP_019562842.1|AEAL
OG0007672	LOC108138440|XP_017116130.1|DELE	LOC109412260|XP_019541456.2|AEAL
OG0007673	LOC108148943|XP_017131765.1|DELE	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL
OG0007674	LOC108138528|XP_017116278.1|DELE	LOC109425484|XP_019556294.2|AEAL
OG0007675	LOC108138540|XP_017116299.1|DELE	LOC109408930|XP_019537870.2|AEAL
OG0007676	LOC108136476|XP_017113168.1|DELE	LOC109433636|XP_019565638.2|AEAL
OG0007677	LOC108137587|XP_017114807.1|DELE	LOC109433617|XP_029711062.1|AEAL
OG0007678	LOC108141629|XP_017120586.1|DELE	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL
OG0007679	LOC108141613|XP_017120567.1|DELE	LOC109415242|XP_019544673.2|AEAL
OG0007680	LOC108147993|XP_017130297.1|DELE	LOC109415202|XP_019544632.1|AEAL
OG0007681	LOC108136923|XP_017113887.1|DELE	LOC109428523|XP_019559862.2|AEAL
OG0007682	LOC108138465|XP_017116162.1|DELE	LOC109428426|XP_029711704.1|AEAL
OG0007683	LOC108134866|XP_017110844.1|DELE	LOC109428427|XP_029711705.1|AEAL
OG0007684	LOC108138597|XP_017116376.1|DELE	LOC109428430|XP_019559731.2|AEAL, LOC109430515|XP_029729607.1|AEAL
OG0007685	LOC108134852|XP_017110808.1|DELE	LOC109428436|XP_029711403.1|AEAL
OG0007686	LOC108145564|XP_017126558.1|DELE	LOC109428453|XP_029711958.1|AEAL
OG0007688	LOC108136694|XP_017113507.1|DELE	LOC109428478|XP_019559798.2|AEAL, LOC109422116|XP_019552288.2|AEAL
OG0007690	LOC108137120|XP_017114137.1|DELE	LOC109402625|XP_029730096.1|AEAL
OG0007691	LOC108148878|XP_017131668.1|DELE	LOC109402650|XP_029711186.1|AEAL
OG0007692	LOC108148181|XP_017130572.1|DELE	LOC109402662|XP_029711559.1|AEAL
OG0007693	LOC108134922|XP_017110926.1|DELE	LOC109402690|XP_019530938.2|AEAL
OG0007694	LOC108136155|XP_017112639.1|DELE	LOC109397900|XP_019525782.2|AEAL
OG0007695	LOC108141422|XP_017120300.1|DELE	LOC109416129|XP_029711852.1|AEAL
OG0007696	LOC108137420|XP_017114572.1|DELE	LOC109416140|XP_019545648.2|AEAL
OG0007697	LOC108146125|XP_017127459.1|DELE	LOC109427490|XP_019558584.1|AEAL
OG0007698	LOC108150009|XP_017133449.1|DELE	LOC109427492|XP_019558586.2|AEAL
OG0007699	LOC108138593|XP_017116373.1|DELE	LOC109427498|XP_029711700.1|AEAL
OG0007700	LOC108136261|XP_017112806.1|DELE	LOC109427503|XP_019558600.2|AEAL, LOC115256746|XP_029711551.1|AEAL
OG0007701	LOC108149868|XP_017133239.1|DELE	LOC109427505|XP_019558603.2|AEAL
OG0007702	LOC108136324|XP_017112915.1|DELE	LOC109427511|XP_019558610.2|AEAL
OG0007703	LOC108137183|XP_017114255.1|DELE	LOC109427535|XP_019558638.2|AEAL, LOC115256619|XP_029711301.1|AEAL
OG0007704	LOC108142902|XP_017122478.1|DELE	LOC109406871|XP_029711139.1|AEAL
OG0007705	LOC108136546|XP_017113334.1|DELE	LOC109401911|XP_019530070.1|AEAL
OG0007706	LOC108136544|XP_017113331.1|DELE	LOC109401930|XP_029710551.1|AEAL
OG0007707	LOC108135418|XP_017111619.1|DELE	LOC109401880|XP_029711447.1|AEAL
OG0007708	LOC108137623|XP_017114883.1|DELE	LOC109401910|XP_029729174.1|AEAL
OG0007709	LOC108147731|XP_017129948.1|DELE	LOC109410345|XP_019539439.2|AEAL
OG0007710	LOC108145565|XP_017126560.1|DELE	LOC109422055|XP_019552234.2|AEAL
OG0007711	LOC108150025|XP_017133474.1|DELE	LOC109422058|XP_019552237.2|AEAL
OG0007712	LOC108137139|XP_017114188.1|DELE	LOC109422059|XP_029710799.1|AEAL
OG0007713	LOC108147618|XP_017129743.1|DELE	LOC109432601|XP_029733349.1|AEAL, LOC109397187|XP_029733316.1|AEAL
OG0007714	LOC108144303|XP_017124487.1|DELE	LOC109397190|XP_019525080.2|AEAL, LOC109432619|XP_019564524.2|AEAL
OG0007715	LOC108144397|XP_017124670.1|DELE	LOC109422034|XP_019552219.2|AEAL
OG0007716	LOC108137630|XP_017114905.1|DELE	LOC109407378|XP_029711474.1|AEAL, LOC109421980|XP_029711685.1|AEAL
OG0007717	LOC108142952|XP_017122581.1|DELE	LOC109427438|XP_029710581.1|AEAL
OG0007718	LOC108140930|XP_017119483.1|DELE	LOC109410138|XP_029707926.1|AEAL, LOC109427418|XP_019558504.2|AEAL
OG0007719	LOC108136276|XP_017112833.1|DELE	LOC109427367|XP_029711329.1|AEAL
OG0007720	LOC108136313|XP_017112900.1|DELE	LOC109427366|XP_029711147.1|AEAL
OG0007721	LOC108137304|XP_017114413.1|DELE	LOC109427361|XP_029711728.1|AEAL
OG0007722	LOC108137244|XP_017114315.1|DELE	LOC109427343|XP_029711071.1|AEAL
OG0007723	LOC108137326|XP_017114446.1|DELE	LOC109402089|XP_029710806.1|AEAL
OG0007724	LOC108137855|XP_017115272.1|DELE	LOC109416555|XP_029710825.1|AEAL
OG0007725	LOC108136581|XP_017113382.1|DELE	LOC109405088|XP_019533630.2|AEAL
OG0007726	LOC108137604|XP_017114868.1|DELE	LOC109400394|XP_029710664.1|AEAL, LOC109398425|XP_029711235.1|AEAL
OG0007727	LOC108136348|XP_017112944.1|DELE	LOC115256587|XP_029711229.1|AEAL
OG0007728	LOC108141040|XP_017119662.1|DELE	LOC109409418|XP_019538405.2|AEAL
OG0007729	LOC108137743|XP_017115132.1|DELE	LOC109398402|XP_019526297.2|AEAL
OG0007730	LOC108141078|XP_017119741.1|DELE	LOC109398404|XP_029711892.1|AEAL, LOC109409429|XP_029711455.1|AEAL
OG0007731	LOC108142202|XP_017121378.1|DELE	LOC115256662|XP_029711392.1|AEAL, LOC115256422|XP_029710809.1|AEAL
OG0007732	LOC108144455|XP_017124839.1|DELE	LOC109409470|XP_029736283.1|AEAL, LOC115271020|XP_029736296.1|AEAL, LOC109412991|XP_029736284.1|AEAL
OG0007733	LOC108136577|XP_017113376.1|DELE	LOC115269569|XP_029734244.1|AEAL, LOC109397682|XP_019525528.2|AEAL
OG0007734	LOC108147640|XP_017129784.1|DELE	LOC115269568|XP_029734240.1|AEAL, LOC109397693|XP_019525536.2|AEAL, LOC109432963|XP_019564859.2|AEAL
OG0007735	LOC108138525|XP_017116275.1|DELE	LOC109432999|XP_019564920.2|AEAL
OG0007736	LOC108150401|XP_017134048.1|DELE	LOC109402237|XP_019530422.2|AEAL
OG0007737	LOC108140575|XP_017118937.1|DELE	LOC109397596|XP_019525433.1|AEAL
OG0007739	LOC108135938|XP_017112375.1|DELE	LOC109422962|XP_019553404.2|AEAL
OG0007740	LOC108138566|XP_017116335.1|DELE	LOC109422972|XP_029717430.1|AEAL, LOC109403574|XP_029717387.1|AEAL
OG0007741	LOC108148135|XP_017130475.1|DELE	LOC115260565|XP_029717353.1|AEAL
OG0007742	LOC108141607|XP_017120550.1|DELE	LOC109423006|XP_019553462.2|AEAL
OG0007743	LOC108148631|XP_017131230.1|DELE	LOC109423013|XP_029708358.1|AEAL
OG0007744	LOC108138113|XP_017115627.1|DELE	LOC109423062|XP_019553522.2|AEAL, LOC115254836|XP_029708380.1|AEAL
OG0007745	LOC108136846|XP_017113757.1|DELE	LOC109400894|XP_029708359.1|AEAL, LOC115259370|XP_029715789.1|AEAL
OG0007746	LOC108144027|XP_017124147.1|DELE	LOC109422799|XP_019553225.2|AEAL, LOC109421817|XP_019551918.2|AEAL
OG0007748	LOC108145172|XP_017125905.1|DELE	LOC109425263|XP_029717611.1|AEAL
OG0007749	LOC108136223|XP_017112733.1|DELE	LOC109418604|XP_019548355.1|AEAL, LOC109425019|XP_019555756.1|AEAL
OG0007750	LOC108143936|XP_017124012.1|DELE	LOC115260468|XP_029717273.1|AEAL
OG0007751	LOC108137858|XP_017115277.1|DELE	LOC109431354|XP_029717805.1|AEAL, LOC109427775|XP_029717781.1|AEAL
OG0007752	LOC108140918|XP_017119468.1|DELE	LOC115260719|XP_029717807.1|AEAL
OG0007753	LOC108137413|XP_017114561.1|DELE	LOC109431338|XP_029717810.1|AEAL, LOC109427764|XP_029717788.1|AEAL
OG0007754	LOC108142798|XP_017122341.1|DELE	LOC115260709|XP_029717791.1|AEAL, LOC109427758|XP_029717812.1|AEAL
OG0007755	LOC108142263|XP_017121473.1|DELE	LOC109431361|XP_019563127.1|AEAL
OG0007757	LOC108136247|XP_017112775.1|DELE	LOC109427701|XP_019558833.1|AEAL
OG0007758	LOC108135262|XP_017111420.1|DELE	LOC109427685|XP_019558819.2|AEAL
OG0007759	LOC108148949|XP_017131770.1|DELE	LOC109427679|XP_019558812.2|AEAL, LOC109431481|XP_019563238.2|AEAL
OG0007760	LOC108137742|XP_017115131.1|DELE	LOC109431411|XP_019563172.2|AEAL
OG0007761	LOC108144558|XP_017125029.1|DELE	LOC109427663|XP_019558786.2|AEAL
OG0007762	LOC108144784|XP_017125388.1|DELE	LOC109431437|XP_029717865.1|AEAL
OG0007763	LOC108137852|XP_017115270.1|DELE	LOC109431440|XP_019563190.2|AEAL
OG0007764	LOC108136472|XP_017113161.1|DELE	LOC109427657|XP_029717864.1|AEAL
OG0007765	LOC108136473|XP_017113162.1|DELE	LOC109427655|XP_029717867.1|AEAL
OG0007766	LOC108134725|XP_017110622.1|DELE	LOC115260735|XP_029717869.1|AEAL, LOC109431507|XP_029717831.1|AEAL
OG0007767	LOC108145270|XP_017126039.1|DELE	LOC109431480|XP_029717329.1|AEAL
OG0007768	LOC108137590|XP_017114811.1|DELE	LOC109431454|XP_029717895.1|AEAL
OG0007769	LOC108134947|XP_017110961.1|DELE	LOC109415583|XP_019545018.2|AEAL
OG0007770	LOC108139059|XP_017117169.1|DELE	LOC109431455|XP_019563206.2|AEAL
OG0007771	LOC108138979|XP_017117052.1|DELE	LOC109431470|XP_019563226.2|AEAL
OG0007772	LOC108136289|XP_017112864.1|DELE	LOC109415589|XP_019545025.2|AEAL
OG0007774	LOC108142864|XP_017122426.1|DELE	LOC109412170|XP_019541372.2|AEAL
OG0007775	LOC108147733|XP_017129951.1|DELE	LOC109431612|XP_019563393.2|AEAL
OG0007776	LOC108136599|XP_017113404.1|DELE	LOC109412181|XP_029717914.1|AEAL
OG0007778	LOC108147616|XP_017129741.1|DELE	LOC109416324|XP_019545906.1|AEAL, LOC109426544|XP_019557633.2|AEAL
OG0007779	LOC108146414|XP_017127906.1|DELE	LOC109405623|XP_029712345.1|AEAL
OG0007780	LOC108141308|XP_017120066.1|DELE	LOC109407160|XP_029713887.1|AEAL
OG0007781	LOC108148152|XP_017130534.1|DELE	LOC109405486|XP_019534118.2|AEAL
OG0007782	LOC108136611|XP_017113419.1|DELE	LOC109405510|XP_029712309.1|AEAL
OG0007783	LOC108140978|XP_017119540.1|DELE	LOC109405490|XP_019534123.2|AEAL
OG0007784	LOC108141120|XP_017119823.1|DELE	LOC109405638|XP_019534251.1|AEAL
OG0007785	LOC108135434|XP_017111662.1|DELE	LOC109405502|XP_019534148.1|AEAL
OG0007786	LOC108137830|XP_017115244.1|DELE	LOC109405483|XP_019534116.2|AEAL
OG0007787	LOC108148990|XP_017131820.1|DELE	LOC109405655|XP_019534270.1|AEAL
OG0007788	LOC108148815|XP_017131555.1|DELE	LOC109419524|XP_019549288.2|AEAL
OG0007791	LOC108147226|XP_017129103.1|DELE	LOC109423511|XP_029722782.1|AEAL
OG0007792	LOC108147693|XP_017129896.1|DELE	LOC109432171|XP_019564036.2|AEAL
OG0007793	LOC108134658|XP_017110543.1|DELE	LOC109431949|XP_019563797.2|AEAL
OG0007794	LOC108134871|XP_017110850.1|DELE	LOC109430265|XP_019561854.2|AEAL
OG0007795	LOC108137593|XP_017114813.1|DELE	LOC109430282|XP_019561877.2|AEAL
OG0007796	LOC108143911|XP_017123978.1|DELE	LOC109415535|XP_029722884.1|AEAL, LOC115263743|XP_029722889.1|AEAL, LOC109430274|XP_019561869.1|AEAL
OG0007798	LOC108148657|XP_017131276.1|DELE	LOC109430346|XP_019561950.1|AEAL
OG0007799	LOC108149016|XP_017131851.1|DELE	LOC109412457|XP_019541638.1|AEAL
OG0007800	LOC108148999|XP_017131831.1|DELE	LOC109430342|XP_029722945.1|AEAL
OG0007802	LOC108143062|XP_017122765.1|DELE	LOC109430215|XP_019561808.1|AEAL, LOC115260341|XP_029717130.1|AEAL
OG0007804	LOC108142487|XP_017121862.1|DELE	LOC109399932|XP_029729778.1|AEAL
OG0007805	LOC108135896|XP_017112301.1|DELE	LOC109399954|XP_019527967.1|AEAL
OG0007806	LOC108135889|XP_017112294.1|DELE	LOC109399952|XP_029729777.1|AEAL
OG0007808	LOC108143762|XP_017123780.1|DELE	LOC109402372|XP_029730300.1|AEAL, LOC109416958|XP_029716259.1|AEAL
OG0007809	LOC108147726|XP_017129944.1|DELE	LOC109425514|XP_019556309.2|AEAL
OG0007810	LOC108149423|XP_017132479.1|DELE	LOC109417289|XP_019546939.2|AEAL
OG0007811	LOC108140543|XP_017118869.1|DELE	LOC109411403|XP_029716189.1|AEAL
OG0007812	LOC108136388|XP_017112989.1|DELE	LOC109621642|XP_019931290.2|AEAL
OG0007813	LOC108143009|XP_017122687.1|DELE	LOC109400513|XP_029715852.1|AEAL
OG0007814	LOC108135437|XP_017111667.1|DELE	LOC109622456|XP_019932344.1|AEAL
OG0007815	LOC108136584|XP_017113385.1|DELE	LOC109425244|XP_019556035.2|AEAL
OG0007816	LOC108142654|XP_017122144.1|DELE	LOC109419817|XP_019549659.2|AEAL
OG0007817	LOC108148282|XP_017130732.1|DELE	LOC109425308|XP_019556090.2|AEAL
OG0007818	LOC108136988|XP_017113971.1|DELE	LOC109425318|XP_029715951.1|AEAL
OG0007819	LOC108137656|XP_017114977.1|DELE	LOC109419806|XP_019549646.2|AEAL
OG0007820	LOC108143038|XP_017122725.1|DELE	LOC109415422|XP_029729677.1|AEAL
OG0007821	LOC108148961|XP_017131786.1|DELE	LOC115267036|XP_029729681.1|AEAL, LOC109415421|XP_019544833.2|AEAL
OG0007822	LOC108148960|XP_017131785.1|DELE	LOC109415420|XP_029729680.1|AEAL
OG0007823	LOC108148688|XP_017131321.1|DELE	LOC109425345|XP_019556142.2|AEAL
OG0007824	LOC108148639|XP_017131250.1|DELE	LOC109425528|XP_029715837.1|AEAL
OG0007825	LOC108150572|XP_017134317.1|DELE	LOC109397201|XP_019525091.2|AEAL, LOC109414949|XP_019544345.2|AEAL
OG0007826	LOC108148673|XP_017131296.1|DELE	LOC109397118|XP_019525002.2|AEAL
OG0007827	LOC108138451|XP_017116142.1|DELE	LOC109398472|XP_019526396.1|AEAL
OG0007829	LOC108141174|XP_017119890.1|DELE	LOC109398457|XP_029720671.1|AEAL
OG0007831	LOC108136483|XP_017113186.1|DELE	LOC109623070|XP_019933088.2|AEAL
OG0007832	LOC108137236|XP_017114303.1|DELE	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL
OG0007833	LOC108136319|XP_017112908.1|DELE	LOC109623098|XP_029709998.1|AEAL
OG0007834	LOC108143963|XP_017124051.1|DELE	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL
OG0007835	LOC108144039|XP_017124165.1|DELE	LOC115253987|XP_029712723.1|AEAL, LOC109622970|XP_029712738.1|AEAL
OG0007836	LOC108139117|XP_017117219.1|DELE	LOC115257405|XP_029712826.1|AEAL
OG0007837	LOC108148252|XP_017130656.1|DELE	LOC109411181|XP_019540200.2|AEAL
OG0007838	LOC108148416|XP_017130945.1|DELE	LOC109403615|XP_029730130.1|AEAL
OG0007839	LOC108136457|XP_017113132.1|DELE	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL
OG0007840	LOC108148777|XP_017131476.1|DELE	LOC109411499|XP_029723460.1|AEAL
OG0007841	LOC108144036|XP_017124157.1|DELE	LOC109423569|XP_019554097.2|AEAL
OG0007842	LOC108148683|XP_017131312.1|DELE	LOC109402379|XP_029712620.1|AEAL
OG0007843	LOC108148570|XP_017131105.1|DELE	LOC109402471|XP_019530703.2|AEAL
OG0007844	LOC108137983|XP_017115443.1|DELE	LOC109405405|XP_029733821.1|AEAL
OG0007845	LOC108147318|XP_017129234.1|DELE	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL
OG0007846	LOC108136246|XP_017112774.1|DELE	LOC109408271|XP_019537078.2|AEAL
OG0007847	LOC108136975|XP_017113955.1|DELE	LOC109405419|XP_019534030.2|AEAL
OG0007848	LOC108136953|XP_017113927.1|DELE	LOC109424828|XP_019555565.2|AEAL
OG0007849	LOC108139288|XP_017117472.1|DELE	LOC109414622|XP_019543999.2|AEAL
OG0007850	LOC108139287|XP_017117471.1|DELE	LOC109414624|XP_019544001.2|AEAL
OG0007851	LOC108148540|XP_017131071.1|DELE	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL
OG0007852	LOC108134797|XP_017110736.1|DELE	LOC109424793|XP_019555523.2|AEAL
OG0007853	LOC108148976|XP_017131804.1|DELE	LOC109413326|XP_019542589.2|AEAL
OG0007854	LOC108136927|XP_017113890.1|DELE	LOC109413324|XP_019542587.2|AEAL
OG0007858	LOC108149495|XP_017132605.1|DELE	LOC109403851|XP_029732508.1|AEAL
OG0007859	LOC108136642|XP_017113454.1|DELE	LOC109403855|XP_019532298.2|AEAL, LOC115268548|XP_029732498.1|AEAL
OG0007860	LOC108135061|XP_017111096.1|DELE	LOC109404030|XP_029723623.1|AEAL
OG0007861	LOC108150177|XP_017133657.1|DELE	LOC109403977|XP_019532395.1|AEAL
OG0007862	LOC108148610|XP_017131178.1|DELE	LOC109412795|XP_029723625.1|AEAL
OG0007863	LOC108150429|XP_017134075.1|DELE	LOC109412787|XP_029723636.1|AEAL
OG0007864	LOC108143972|XP_017124065.1|DELE	LOC109432051|XP_029723669.1|AEAL
OG0007865	LOC108142656|XP_017122146.1|DELE	LOC115264223|XP_029723607.1|AEAL, LOC109432059|XP_019563905.2|AEAL
OG0007866	LOC108140774|XP_017119251.1|DELE	LOC109412857|XP_019542023.2|AEAL
OG0007867	LOC108148753|XP_017131438.1|DELE	LOC109405207|XP_029720365.1|AEAL
OG0007868	LOC108144080|XP_017124219.1|DELE	LOC109405236|XP_019533814.2|AEAL
OG0007869	LOC108140800|XP_017119291.1|DELE	LOC109409654|XP_019538660.1|AEAL
OG0007870	LOC108150354|XP_017133977.1|DELE	LOC109411451|XP_019540512.2|AEAL
OG0007871	LOC108137737|XP_017115124.1|DELE	LOC109621675|XP_029726147.1|AEAL
OG0007872	LOC108146816|XP_017128496.1|DELE	LOC115257273|XP_029712579.1|AEAL, LOC109410364|XP_029726174.1|AEAL
OG0007873	LOC108146897|XP_017128627.1|DELE	LOC109622440|XP_019932328.2|AEAL, LOC109410306|XP_019539404.2|AEAL
OG0007874	LOC108147736|XP_017129955.1|DELE	LOC109423302|XP_019553775.2|AEAL
OG0007875	LOC108149784|XP_017133127.1|DELE	LOC109423298|XP_029726461.1|AEAL
OG0007876	LOC108141455|XP_017120351.1|DELE	LOC109429038|XP_019560416.1|AEAL
OG0007877	LOC108144545|XP_017125008.1|DELE	LOC109413956|XP_019543231.2|AEAL
OG0007878	LOC108143559|XP_017123556.1|DELE	LOC109418081|XP_019547800.1|AEAL
OG0007879	LOC108135573|XP_017111831.1|DELE	LOC109418949|XP_029733593.1|AEAL
OG0007882	LOC108146327|XP_017127781.1|DELE	LOC109416460|XP_019546066.2|AEAL
OG0007883	LOC108146153|XP_017127505.1|DELE	LOC109402587|XP_029712091.1|AEAL, LOC109406423|XP_029725710.1|AEAL
OG0007884	LOC108146593|XP_017128104.1|DELE	LOC109426591|XP_019557668.2|AEAL
OG0007885	LOC108149785|XP_017133129.1|DELE	LOC109417816|XP_019547535.2|AEAL
OG0007886	LOC108149523|XP_017132640.1|DELE	LOC109426796|XP_029725451.1|AEAL
OG0007887	LOC108146326|XP_017127778.1|DELE	LOC109417851|XP_019547574.2|AEAL
OG0007890	LOC108147514|XP_017129579.1|DELE	LOC109621926|XP_019931678.2|AEAL
OG0007891	LOC108140524|XP_017118822.1|DELE	LOC109407938|XP_019536681.2|AEAL
OG0007892	LOC108147019|XP_017128764.1|DELE	LOC109407990|XP_019536744.2|AEAL
OG0007893	LOC108143524|XP_017123497.1|DELE	LOC109407996|XP_029735120.1|AEAL
OG0007894	LOC108142346|XP_017121593.1|DELE	LOC109414872|XP_029735172.1|AEAL
OG0007895	LOC108146170|XP_017127557.1|DELE	LOC109413473|XP_019542694.2|AEAL
OG0007896	LOC108150330|XP_017133941.1|DELE	LOC109413483|XP_019542708.1|AEAL
OG0007897	LOC108146940|XP_017128682.1|DELE	LOC109403238|XP_019531566.2|AEAL
OG0007898	LOC108146435|XP_017127928.1|DELE	LOC109403201|XP_019531502.1|AEAL
OG0007899	LOC108135600|XP_017111900.1|DELE	LOC109425682|XP_029734693.1|AEAL
OG0007900	LOC108138729|XP_017116603.1|DELE	LOC109401545|XP_019529663.1|AEAL
OG0007902	LOC108148173|XP_017130561.1|DELE	LOC109430955|XP_019562616.1|AEAL
OG0007903	LOC108146175|XP_017127570.1|DELE	LOC109430930|XP_029721959.1|AEAL
OG0007904	LOC108142753|XP_017122271.1|DELE	LOC109430909|XP_019562555.2|AEAL
OG0007905	LOC108139028|XP_017117126.1|DELE	LOC109433386|XP_019565363.2|AEAL, LOC109430962|XP_019562628.2|AEAL
OG0007906	LOC108147508|XP_017129565.1|DELE	LOC109398085|XP_029730423.1|AEAL
OG0007911	LOC108146487|XP_017128005.1|DELE	LOC109401026|XP_019529054.2|AEAL
OG0007912	LOC108145830|XP_017126928.1|DELE	LOC109420866|XP_019550892.2|AEAL
OG0007913	LOC108146488|XP_017128007.1|DELE	LOC109401023|XP_019529046.1|AEAL
OG0007914	LOC108142695|XP_017122193.1|DELE	LOC109428694|XP_019560048.2|AEAL
OG0007915	LOC108146696|XP_017128250.1|DELE	LOC109423870|XP_019554458.2|AEAL
OG0007916	LOC108137808|XP_017115205.1|DELE	LOC115259298|XP_029715691.1|AEAL, LOC115269870|XP_029734526.1|AEAL
OG0007917	LOC108143326|XP_017123135.1|DELE	LOC109621228|XP_029728720.1|AEAL
OG0007918	LOC108145084|XP_017125759.1|DELE	LOC109408206|XP_019536991.2|AEAL
OG0007919	LOC108144602|XP_017125101.1|DELE	LOC109418472|XP_019548228.2|AEAL
OG0007920	LOC108143597|XP_017123609.1|DELE	LOC109408906|XP_019537834.2|AEAL, LOC109418471|XP_019548227.2|AEAL
OG0007921	LOC108144213|XP_017124376.1|DELE	LOC109408918|XP_019537849.2|AEAL
OG0007922	LOC108135148|XP_017111256.1|DELE	LOC109415148|XP_019544577.2|AEAL
OG0007923	LOC108144263|XP_017124438.1|DELE	LOC109414978|XP_029728996.1|AEAL, LOC115266617|XP_029728941.1|AEAL
OG0007924	LOC108143512|XP_017123473.1|DELE	LOC109407033|XP_029729024.1|AEAL
OG0007926	LOC108141435|XP_017120310.1|DELE	LOC109406673|XP_029732847.1|AEAL
OG0007927	LOC108150712|XP_017134481.1|DELE	LOC109402987|XP_029719603.1|AEAL
OG0007928	LOC108141854|XP_017120934.1|DELE	LOC109403694|XP_029709943.1|AEAL
OG0007929	LOC108135235|XP_017111386.1|DELE	LOC109411553|XP_029709929.1|AEAL
OG0007931	LOC108141776|XP_017120770.1|DELE	LOC109427905|XP_029728385.1|AEAL
OG0007932	LOC108141608|XP_017120552.1|DELE	LOC109428196|XP_019559441.2|AEAL
OG0007933	LOC108135533|XP_017111772.1|DELE	LOC109428192|XP_029734299.1|AEAL
OG0007934	LOC108141244|XP_017119990.1|DELE	LOC109424543|XP_019555271.2|AEAL
OG0007935	LOC108149395|XP_017132416.1|DELE	LOC109427858|XP_019558976.2|AEAL
OG0007936	LOC108141916|XP_017121027.1|DELE	LOC109433241|XP_019565194.1|AEAL
OG0007937	LOC108138156|XP_017115733.1|DELE	LOC109420084|XP_019549937.1|AEAL
OG0007938	LOC108135345|XP_017111526.1|DELE	LOC109420078|XP_019549927.2|AEAL
OG0007939	LOC108134760|XP_017110692.1|DELE	LOC109420075|XP_019549924.2|AEAL
OG0007940	LOC108134731|XP_017110626.1|DELE	LOC109420070|XP_019549917.2|AEAL
OG0007941	LOC108142153|XP_017121327.1|DELE, LOC108134987|XP_017111007.1|DELE	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL
OG0007942	LOC108134830|XP_017110778.1|DELE	LOC109408297|XP_019537113.2|AEAL
OG0007943	LOC108149220|XP_017132140.1|DELE	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL
OG0007944	LOC108145829|XP_017126927.1|DELE	LOC109412379|XP_029712647.1|AEAL
OG0007945	LOC108142030|XP_017121196.1|DELE	LOC109412369|XP_019541570.2|AEAL
OG0007946	LOC108144893|XP_017125543.1|DELE	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL
OG0007947	LOC108149512|XP_017132628.1|DELE	LOC109433112|XP_019565050.2|AEAL
OG0007949	LOC108138564|XP_017116333.1|DELE	LOC109420001|XP_019549838.1|AEAL
OG0007957	LOC108141694|XP_017120663.1|DELE	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL
OG0007958	LOC108147718|XP_017129933.1|DELE	LOC109408121|XP_019536885.1|AEAL
