Orthogroup	DELE.longest_only	CQUI.longest_only
OG0005980	LOC108149626|XP_017132845.1|DELE	LOC6037745|XP_001847625.2|CQUI
OG0005981	LOC108137633|XP_017114910.1|DELE	LOC6048240|XP_038109133.1|CQUI
OG0005982	LOC108149662|XP_017132897.1|DELE	LOC6048245|XP_038112371.1|CQUI
OG0005983	LOC108137758|XP_017115149.1|DELE	LOC6048242|XP_038111211.1|CQUI
OG0005984	LOC108150004|XP_017133438.1|DELE	LOC6036737|XP_038108724.1|CQUI
OG0005985	LOC108144430|XP_017124795.1|DELE	LOC6036739|XP_001846738.2|CQUI
OG0005986	LOC108135442|XP_017111671.1|DELE	LOC6035962|XP_001846070.1|CQUI
OG0005987	LOC108147690|XP_017129892.1|DELE	LOC6035954|XP_038114266.1|CQUI
OG0005988	LOC108144866|XP_017125506.1|DELE	LOC6035933|XP_038107133.1|CQUI
OG0005989	LOC108136463|XP_017113148.1|DELE	LOC6052170|XP_038110916.1|CQUI
OG0005990	LOC108144580|XP_017125060.1|DELE	LOC6038575|XP_001848361.2|CQUI
OG0005991	LOC108149723|XP_017132982.1|DELE	LOC6038573|XP_001848359.1|CQUI
OG0005992	LOC108150293|XP_017133886.1|DELE	LOC6038568|XP_001848354.2|CQUI
OG0005993	LOC108150294|XP_017133888.1|DELE	LOC6038571|XP_038108670.1|CQUI
OG0005994	LOC108146917|XP_017128648.1|DELE	LOC6035697|XP_038110510.1|CQUI
OG0005995	LOC108142819|XP_017122369.1|DELE	LOC6035695|XP_038109839.1|CQUI
OG0005996	LOC108143156|XP_017122892.1|DELE	LOC6035694|XP_001845828.1|CQUI
OG0005998	LOC108136027|XP_017112448.1|DELE	LOC6035680|XP_038109187.1|CQUI
OG0005999	LOC108146462|XP_017127965.1|DELE	LOC6046953|XP_001864072.1|CQUI
OG0006000	LOC108144484|XP_017124899.1|DELE	LOC6034171|XP_038113272.1|CQUI
OG0006001	LOC108147397|XP_017129322.1|DELE	LOC6045033|XP_038113151.1|CQUI
OG0006002	LOC108141478|XP_017120378.1|DELE	LOC6051240|XP_001867714.1|CQUI
OG0006003	LOC108136127|XP_017112604.1|DELE	LOC6051251|XP_038111054.1|CQUI
OG0006004	LOC108141028|XP_017119606.1|DELE	LOC6054061|XP_001870039.2|CQUI
OG0006005	LOC108144375|XP_017124639.1|DELE	LOC6042912|XP_001853956.1|CQUI
OG0006006	LOC108145233|XP_017125988.1|DELE	LOC6035868|XP_001845982.2|CQUI
OG0006007	LOC108135963|XP_017112406.1|DELE	LOC6037815|XP_001847690.2|CQUI
OG0006008	LOC108138898|XP_017116925.1|DELE	LOC6048574|XP_038107386.1|CQUI
OG0006009	LOC108142586|XP_017122034.1|DELE	LOC6048570|XP_038108590.1|CQUI, LOC119767600|XP_038112454.1|CQUI
OG0006010	LOC108146849|XP_017128544.1|DELE	LOC6045918|XP_038111394.1|CQUI
OG0006011	LOC108145999|XP_017127241.1|DELE	LOC6045912|XP_038111660.1|CQUI
OG0006012	LOC108150194|XP_017133687.1|DELE	LOC6034176|XP_038113054.1|CQUI
OG0006013	LOC108144951|XP_017125587.1|DELE	LOC6034181|XP_038106465.1|CQUI
OG0006014	LOC108147002|XP_017128755.1|DELE	LOC6034189|XP_001844544.2|CQUI
OG0006015	LOC108144411|XP_017124744.1|DELE	LOC6034193|XP_001844548.1|CQUI
OG0006016	LOC108149833|XP_017133199.1|DELE	LOC6034212|XP_038108800.1|CQUI
OG0006017	LOC108149721|XP_017132976.1|DELE	LOC6034213|XP_001844566.2|CQUI
OG0006018	LOC108141597|XP_017120533.1|DELE	LOC6053533|XP_038109498.1|CQUI
OG0006019	LOC108141867|XP_017120948.1|DELE	LOC6042938|XP_001870877.1|CQUI
OG0006020	LOC108142807|XP_017122357.1|DELE	LOC6035890|XP_038112698.1|CQUI
OG0006021	LOC108146810|XP_017128484.1|DELE	LOC6035889|XP_038112683.1|CQUI
OG0006022	LOC108149476|XP_017132579.1|DELE	LOC6035878|XP_038108446.1|CQUI
OG0006023	LOC108148858|XP_017131644.1|DELE	LOC6037828|XP_001847703.2|CQUI
OG0006024	LOC108137599|XP_017114822.1|DELE	LOC6052303|XP_038108847.1|CQUI
OG0006025	LOC108137935|XP_017115376.1|DELE	LOC6040387|XP_038113864.1|CQUI
OG0006026	LOC108148754|XP_017131440.1|DELE	LOC6046620|XP_038114287.1|CQUI
OG0006027	LOC108149072|XP_017131930.1|DELE	LOC6031701|XP_038108054.1|CQUI
OG0006028	LOC108149812|XP_017133170.1|DELE	LOC6049845|XP_038109644.1|CQUI
OG0006029	LOC108149790|XP_017133144.1|DELE	LOC6037814|XP_001847689.1|CQUI
OG0006030	LOC108143103|XP_017122814.1|DELE	LOC6037809|XP_001847684.1|CQUI
OG0006031	LOC108144796|XP_017125404.1|DELE	LOC6037808|XP_038106040.1|CQUI
OG0006032	LOC108144530|XP_017124978.1|DELE	LOC6037804|XP_038114333.1|CQUI
OG0006033	LOC108149722|XP_017132977.1|DELE	LOC6049950|XP_001866633.2|CQUI
OG0006034	LOC108140771|XP_017119248.1|DELE	LOC6041657|XP_001850884.2|CQUI
OG0006035	LOC108140566|XP_017118915.1|DELE	LOC119766762|XP_038108387.1|CQUI
OG0006036	LOC108141699|XP_017120671.1|DELE	LOC119766761|XP_038108386.1|CQUI
OG0006037	LOC108149775|XP_017133115.1|DELE	LOC6049361|XP_038113219.1|CQUI
OG0006038	LOC108148389|XP_017130905.1|DELE	LOC6049713|XP_001866420.2|CQUI
OG0006039	LOC108135961|XP_017112403.1|DELE	LOC6053330|XP_038108487.1|CQUI
OG0006040	LOC108147591|XP_017129720.1|DELE	LOC6042926|XP_038110634.1|CQUI
OG0006041	LOC108137586|XP_017114806.1|DELE	LOC6042178|XP_038112955.1|CQUI
OG0006042	LOC108141380|XP_017120209.1|DELE	LOC6042175|XP_038107538.1|CQUI
OG0006043	LOC108135619|XP_017111924.1|DELE	LOC6042167|XP_001851314.1|CQUI
OG0006044	LOC108137303|XP_017114412.1|DELE	LOC6034709|XP_001844990.1|CQUI
OG0006045	LOC108135966|XP_017112413.1|DELE	LOC6034693|XP_038112763.1|CQUI
OG0006046	LOC108144724|XP_017125310.1|DELE	LOC6034671|XP_001844959.2|CQUI
OG0006047	LOC108146908|XP_017128639.1|DELE	LOC6051717|XP_038111187.1|CQUI
OG0006048	LOC108150336|XP_017133950.1|DELE	LOC6037849|XP_001847722.2|CQUI
OG0006049	LOC108137127|XP_017114156.1|DELE	LOC6037840|XP_038112201.1|CQUI
OG0006050	LOC108143000|XP_017122670.1|DELE	LOC6037835|XP_038109599.1|CQUI
OG0006051	LOC108142789|XP_017122324.1|DELE	LOC6037833|XP_038111475.1|CQUI
OG0006053	LOC108147533|XP_017129606.1|DELE	LOC6053837|XP_001869853.1|CQUI
OG0006054	LOC108145316|XP_017126165.1|DELE	LOC6051880|XP_038113166.1|CQUI
OG0006055	LOC108134791|XP_017110729.1|DELE	LOC6048552|XP_038112853.1|CQUI
OG0006056	LOC108141503|XP_017120419.1|DELE	LOC6043101|XP_001855817.2|CQUI
OG0006057	LOC108146225|XP_017127633.1|DELE	LOC6048577|XP_038108282.1|CQUI
OG0006058	LOC108135828|XP_017112199.1|DELE	LOC6045890|XP_038107591.1|CQUI
OG0006059	LOC108146811|XP_017128486.1|DELE	LOC6032310|XP_038113877.1|CQUI
OG0006060	LOC108146812|XP_017128488.1|DELE	LOC6032309|XP_038113878.1|CQUI
OG0006061	LOC108144195|XP_017124353.1|DELE	LOC6032318|XP_001842948.2|CQUI
OG0006062	LOC108136981|XP_017113963.1|DELE	LOC6032323|XP_001842953.2|CQUI
OG0006063	LOC108142116|XP_017121303.1|DELE	LOC6032324|XP_038110334.1|CQUI
OG0006064	LOC108149750|XP_017133030.1|DELE	LOC6032326|XP_038109436.1|CQUI
OG0006065	LOC108146504|XP_017128030.1|DELE	LOC6032327|XP_001842957.2|CQUI
OG0006066	LOC108149659|XP_017132893.1|DELE	LOC6032330|XP_038111289.1|CQUI
OG0006067	LOC108149701|XP_017132959.1|DELE	LOC6032343|XP_038108314.1|CQUI
OG0006068	LOC108134572|XP_017110412.1|DELE	LOC6038331|XP_038112633.1|CQUI
OG0006069	LOC108135615|XP_017111919.1|DELE	LOC6038349|XP_038112577.1|CQUI
OG0006070	LOC108146605|XP_017128142.1|DELE	LOC6038353|XP_001848167.1|CQUI
OG0006071	LOC108140637|XP_017119047.1|DELE	LOC6038361|XP_038109218.1|CQUI
OG0006072	LOC108145658|XP_017126699.1|DELE	LOC6045588|XP_001862928.1|CQUI
OG0006073	LOC108146375|XP_017127853.1|DELE	LOC6051713|XP_038112180.1|CQUI
OG0006074	LOC108149988|XP_017133407.1|DELE	LOC6053445|XP_038107840.1|CQUI
OG0006075	LOC108138532|XP_017116283.1|DELE	LOC6049154|XP_001865958.1|CQUI
OG0006076	LOC108149802|XP_017133157.1|DELE	LOC6042365|XP_038113413.1|CQUI
OG0006077	LOC108146247|XP_017127671.1|DELE	LOC6040194|XP_038110662.1|CQUI
OG0006078	LOC108146289|XP_017127723.1|DELE	LOC6040195|XP_038111432.1|CQUI
OG0006079	LOC108142638|XP_017122123.1|DELE	LOC6053106|XP_038111047.1|CQUI
OG0006080	LOC108142592|XP_017122046.1|DELE	LOC6044054|XP_038110149.1|CQUI
OG0006081	LOC108141539|XP_017120468.1|DELE	LOC6043124|XP_038109683.1|CQUI
OG0006082	LOC108141355|XP_017120162.1|DELE	LOC6043123|XP_001855939.1|CQUI
OG0006083	LOC108146286|XP_017127716.1|DELE	LOC6044806|XP_038111166.1|CQUI
OG0006084	LOC108136120|XP_017112593.1|DELE	LOC6044283|XP_038109193.1|CQUI
OG0006085	LOC108146609|XP_017128145.1|DELE	LOC6045107|XP_038110561.1|CQUI
OG0006086	LOC108146986|XP_017128733.1|DELE	LOC6046760|XP_038108239.1|CQUI
OG0006087	LOC108144740|XP_017125326.1|DELE	LOC6046757|XP_038109068.1|CQUI
OG0006088	LOC108135690|XP_017112021.1|DELE	LOC6046763|XP_001863911.1|CQUI
OG0006089	LOC108147749|XP_017129969.1|DELE	LOC6053393|XP_001869484.1|CQUI
OG0006090	LOC108146477|XP_017127985.1|DELE	LOC6047671|XP_038114395.1|CQUI
OG0006091	LOC108150273|XP_017133848.1|DELE	LOC6047667|XP_038112092.1|CQUI
OG0006092	LOC108137692|XP_017115054.1|DELE	LOC6040400|XP_001849798.2|CQUI
OG0006093	LOC108141509|XP_017120426.1|DELE	LOC6046498|XP_038111734.1|CQUI
OG0006094	LOC108135627|XP_017111936.1|DELE	LOC6046497|XP_038110826.1|CQUI
OG0006095	LOC108143437|XP_017123341.1|DELE	LOC6043054|XP_038110525.1|CQUI
OG0006096	LOC108149726|XP_017132981.1|DELE	LOC6052298|XP_038106049.1|CQUI
OG0006097	LOC108135570|XP_017111820.1|DELE	LOC6052639|XP_038108165.1|CQUI
OG0006098	LOC108145516|XP_017126481.1|DELE	LOC6047572|XP_001864614.2|CQUI
OG0006099	LOC108144183|XP_017124335.1|DELE	LOC6046313|XP_001863534.2|CQUI
OG0006100	LOC108136204|XP_017112699.1|DELE, LOC108135363|XP_017111544.1|DELE	LOC6046315|XP_038113818.1|CQUI
OG0006101	LOC108142117|XP_017121304.1|DELE	LOC6054705|XP_038109180.1|CQUI
OG0006102	LOC108143307|XP_017123111.1|DELE	LOC6043943|XP_038110643.1|CQUI
OG0006103	LOC108144285|XP_017124465.1|DELE	LOC6049230|XP_001866027.2|CQUI
OG0006104	LOC108138556|XP_017116316.1|DELE	LOC6049231|XP_038112595.1|CQUI
OG0006105	LOC108138596|XP_017116375.1|DELE	LOC6037466|XP_038111015.1|CQUI
OG0006106	LOC108143247|XP_017123041.1|DELE	LOC6037447|XP_038108814.1|CQUI
OG0006107	LOC108145445|XP_017126364.1|DELE	LOC6051490|XP_038107829.1|CQUI
OG0006108	LOC108135925|XP_017112358.1|DELE	LOC6051224|XP_038110566.1|CQUI
OG0006109	LOC108150566|XP_017134299.1|DELE	LOC6037690|XP_001847576.1|CQUI
OG0006110	LOC108135679|XP_017112006.1|DELE	LOC6032268|XP_001842904.1|CQUI
OG0006111	LOC108145480|XP_017126424.1|DELE	LOC6049140|XP_038111053.1|CQUI
OG0006112	LOC108144229|XP_017124394.1|DELE	LOC6043112|XP_001855889.1|CQUI
OG0006113	LOC108146953|XP_017128697.1|DELE	LOC6043111|XP_001855886.2|CQUI
OG0006114	LOC108148868|XP_017131657.1|DELE	LOC6043114|XP_001855899.2|CQUI
OG0006115	LOC108137928|XP_017115364.1|DELE	LOC6040972|XP_038108187.1|CQUI
OG0006116	LOC108144762|XP_017125358.1|DELE	LOC6037458|XP_038111287.1|CQUI
OG0006117	LOC108144577|XP_017125058.1|DELE	LOC6037462|XP_001847374.2|CQUI
OG0006118	LOC108144438|XP_017124811.1|DELE	LOC6053927|XP_038110482.1|CQUI
OG0006119	LOC108134670|XP_017110554.1|DELE	LOC6053925|XP_038111085.1|CQUI
OG0006120	LOC108144832|XP_017125458.1|DELE	LOC6036720|XP_038107801.1|CQUI
OG0006121	LOC108146794|XP_017128452.1|DELE	LOC6050982|XP_038111997.1|CQUI
OG0006122	LOC108145279|XP_017126067.1|DELE	LOC6050980|XP_038110717.1|CQUI
OG0006123	LOC108144777|XP_017125375.1|DELE	LOC6050984|XP_038112473.1|CQUI
OG0006125	LOC108146803|XP_017128471.1|DELE	LOC6043028|XP_038108769.1|CQUI
OG0006126	LOC108146857|XP_017128563.1|DELE	LOC6051198|XP_038110761.1|CQUI
OG0006127	LOC108136091|XP_017112551.1|DELE	LOC6051893|XP_038111370.1|CQUI
OG0006128	LOC108136135|XP_017112618.1|DELE	LOC6037634|XP_001847521.2|CQUI
OG0006129	LOC108136119|XP_017112591.1|DELE	LOC6047150|XP_038109777.1|CQUI
OG0006130	LOC108136112|XP_017112581.1|DELE	LOC6037676|XP_038112443.1|CQUI
OG0006131	LOC108136088|XP_017112545.1|DELE	LOC6037685|XP_001847571.2|CQUI
OG0006132	LOC108136098|XP_017112559.1|DELE	LOC6037687|XP_038113967.1|CQUI
OG0006133	LOC108136113|XP_017112582.1|DELE	LOC6037689|XP_001847575.1|CQUI
OG0006134	LOC108136094|XP_017112554.1|DELE	LOC6052916|XP_038107832.1|CQUI
OG0006135	LOC108136069|XP_017112519.1|DELE	LOC6043290|XP_038107846.1|CQUI
OG0006136	LOC108146806|XP_017128480.1|DELE	LOC6034504|XP_001844809.2|CQUI
OG0006137	LOC108136041|XP_017112461.1|DELE	LOC6034553|XP_001844853.2|CQUI
OG0006138	LOC108145376|XP_017126260.1|DELE	LOC6037251|XP_001847179.2|CQUI
OG0006139	LOC108149884|XP_017133269.1|DELE	LOC6037230|XP_001847161.2|CQUI
OG0006140	LOC108144770|XP_017125369.1|DELE	LOC6040571|XP_038110208.1|CQUI
OG0006141	LOC108144562|XP_017125037.1|DELE	LOC6037193|XP_038109978.1|CQUI
OG0006142	LOC108145969|XP_017127188.1|DELE	LOC6037211|XP_038109404.1|CQUI
OG0006143	LOC108146874|XP_017128594.1|DELE	LOC6037213|XP_001847143.2|CQUI
OG0006144	LOC108146951|XP_017128695.1|DELE	LOC6037214|XP_001847144.2|CQUI
OG0006145	LOC108142673|XP_017122168.1|DELE	LOC6037215|XP_001847145.1|CQUI
OG0006146	LOC108149368|XP_017132359.1|DELE	LOC6037220|XP_001847150.2|CQUI
OG0006147	LOC108143033|XP_017122720.1|DELE	LOC6040522|XP_038112232.1|CQUI
OG0006148	LOC108142523|XP_017121931.1|DELE	LOC6040526|XP_038113698.1|CQUI
OG0006149	LOC108146882|XP_017128604.1|DELE	LOC6040567|XP_038111269.1|CQUI
OG0006150	LOC108146880|XP_017128602.1|DELE	LOC6040566|XP_001849946.2|CQUI
OG0006151	LOC108141824|XP_017120892.1|DELE	LOC6040561|XP_038111793.1|CQUI
OG0006152	LOC108143994|XP_017124102.1|DELE	LOC119765342|XP_038104968.1|CQUI
OG0006153	LOC108144862|XP_017125500.1|DELE	LOC6051694|XP_038115838.1|CQUI
OG0006155	LOC108142896|XP_017122472.1|DELE	LOC119770287|XP_038120815.1|CQUI
OG0006156	LOC108143912|XP_017123981.1|DELE	LOC119769398|XP_038117514.1|CQUI
OG0006158	LOC108146889|XP_017128611.1|DELE	LOC6038895|XP_038110186.1|CQUI
OG0006159	LOC108149691|XP_017132946.1|DELE, LOC108136647|XP_017113462.1|DELE	LOC6040551|XP_038108103.1|CQUI
OG0006160	LOC108144885|XP_017125533.1|DELE	LOC6036902|XP_001846878.2|CQUI
OG0006161	LOC108143403|XP_017123273.1|DELE	LOC6040654|XP_038117289.1|CQUI
OG0006181	LOC108135792|XP_017112148.1|DELE	LOC6044344|XP_038122783.1|CQUI
OG0006182	LOC108148926|XP_017131732.1|DELE	LOC6048861|XP_001865709.2|CQUI
OG0006183	LOC108139325|XP_017117523.1|DELE	LOC6048859|XP_038105624.1|CQUI
OG0006184	LOC108144035|XP_017124156.1|DELE	LOC6043098|XP_001855838.1|CQUI
OG0006185	LOC108141195|XP_017119928.1|DELE	LOC6046424|XP_001863634.2|CQUI
OG0006186	LOC108143930|XP_017124004.1|DELE	LOC6044322|XP_038116020.1|CQUI
OG0006187	LOC108148500|XP_017131026.1|DELE	LOC6046423|XP_001863633.2|CQUI
OG0006188	LOC108138576|XP_017116347.1|DELE	LOC6035098|XP_038109730.1|CQUI
OG0006189	LOC108138578|XP_017116352.1|DELE	LOC6035099|XP_001845335.2|CQUI
OG0006190	LOC108143012|XP_017122690.1|DELE	LOC6035167|XP_038105577.1|CQUI
OG0006191	LOC108147181|XP_017129011.1|DELE	LOC6042737|XP_001870749.2|CQUI
OG0006193	LOC108147688|XP_017129889.1|DELE	LOC6042749|XP_001870759.2|CQUI
OG0006194	LOC108141621|XP_017120576.1|DELE	LOC6038201|XP_001848031.2|CQUI
OG0006195	LOC108148180|XP_017130571.1|DELE	LOC6038202|XP_001848032.2|CQUI
OG0006196	LOC108139357|XP_017117570.1|DELE	LOC6041668|XP_038114579.1|CQUI
OG0006197	LOC108145292|XP_017126096.1|DELE	LOC6041670|XP_038122703.1|CQUI
OG0006198	LOC108142282|XP_017121500.1|DELE	LOC6041679|XP_038117131.1|CQUI
OG0006199	LOC108143858|XP_017123909.1|DELE	LOC6044346|XP_001861876.2|CQUI
OG0006202	LOC108136665|XP_017113479.1|DELE	LOC6035147|XP_001845380.2|CQUI
OG0006203	LOC108136253|XP_017112787.1|DELE	LOC6035148|XP_001845381.2|CQUI
OG0006204	LOC108136991|XP_017113975.1|DELE	LOC6035154|XP_038105252.1|CQUI
OG0006205	LOC108137421|XP_017114573.1|DELE	LOC6035159|XP_001845391.2|CQUI
OG0006206	LOC108134935|XP_017110944.1|DELE	LOC6054818|XP_038114869.1|CQUI
OG0006207	LOC108149387|XP_017132405.1|DELE	LOC6054812|XP_038123032.1|CQUI
OG0006208	LOC108146040|XP_017127325.1|DELE	LOC6054808|XP_038123030.1|CQUI
OG0006209	LOC108136608|XP_017113415.1|DELE	LOC6051660|XP_001868061.2|CQUI
OG0006210	LOC108136417|XP_017113013.1|DELE	LOC6052745|XP_038105120.1|CQUI
OG0006211	LOC108149519|XP_017132636.1|DELE	LOC6035161|XP_001845393.2|CQUI
OG0006212	LOC108149518|XP_017132635.1|DELE	LOC6035160|XP_038105727.1|CQUI
OG0006213	LOC108140998|XP_017119561.1|DELE	LOC6040417|XP_001849811.2|CQUI
OG0006214	LOC108141620|XP_017120575.1|DELE	LOC6040418|XP_038104931.1|CQUI
OG0006215	LOC108136441|XP_017113089.1|DELE	LOC6041926|XP_038122630.1|CQUI
OG0006216	LOC108148942|XP_017131763.1|DELE	LOC6049036|XP_001865865.1|CQUI
OG0006217	LOC108136336|XP_017112929.1|DELE	LOC6049038|XP_038111181.1|CQUI
OG0006218	LOC108149498|XP_017132610.1|DELE	LOC6045221|XP_001862614.2|CQUI
OG0006219	LOC108150395|XP_017134038.1|DELE	LOC6047027|XP_038105349.1|CQUI
OG0006220	LOC108135698|XP_017112028.1|DELE	LOC6047024|XP_001864136.2|CQUI
OG0006221	LOC108143104|XP_017122815.1|DELE	LOC6047033|XP_001864142.2|CQUI
OG0006222	LOC108142906|XP_017122482.1|DELE	LOC6047034|XP_001864143.2|CQUI
OG0006223	LOC108144407|XP_017124731.1|DELE	LOC6041766|XP_001850984.1|CQUI
OG0006224	LOC108137403|XP_017114551.1|DELE	LOC6041767|XP_038116771.1|CQUI
OG0006226	LOC108143284|XP_017123088.1|DELE	LOC6045727|XP_001863035.2|CQUI
OG0006227	LOC108142431|XP_017121779.1|DELE	LOC6040424|XP_001849818.2|CQUI
OG0006228	LOC108143383|XP_017123237.1|DELE	LOC6053078|XP_038112538.1|CQUI
OG0006229	LOC108145284|XP_017126077.1|DELE	LOC6051665|XP_038122739.1|CQUI
OG0006230	LOC108149983|XP_017133395.1|DELE	LOC6051034|XP_038122486.1|CQUI
OG0006231	LOC108138523|XP_017116272.1|DELE	LOC6051035|XP_038105543.1|CQUI
OG0006232	LOC108138549|XP_017116309.1|DELE	LOC6047969|XP_038122485.1|CQUI
OG0006233	LOC108138448|XP_017116137.1|DELE	LOC6047968|XP_038122732.1|CQUI
OG0006234	LOC108149982|XP_017133394.1|DELE	LOC6053737|XP_001869770.2|CQUI
OG0006235	LOC108134890|XP_017110882.1|DELE	LOC6053736|XP_038122827.1|CQUI
OG0006236	LOC108148165|XP_017130553.1|DELE	LOC6047040|XP_001864148.1|CQUI
OG0006237	LOC108137409|XP_017114557.1|DELE	LOC6047039|XP_001864147.2|CQUI
OG0006238	LOC108145572|XP_017126574.1|DELE	LOC6043385|XP_038104021.1|CQUI
OG0006239	LOC108140935|XP_017119492.1|DELE	LOC6054520|XP_038116738.1|CQUI
OG0006240	LOC108148549|XP_017131086.1|DELE	LOC6044225|XP_038116428.1|CQUI
OG0006241	LOC108149981|XP_017133392.1|DELE	LOC6047050|XP_001864158.2|CQUI
OG0006244	LOC108142955|XP_017122585.1|DELE	LOC6049924|XP_001866611.2|CQUI
OG0006245	LOC108148762|XP_017131453.1|DELE	LOC6051948|XP_001868295.2|CQUI
OG0006246	LOC108136212|XP_017112708.1|DELE	LOC119765564|XP_038105605.1|CQUI
OG0006247	LOC108149625|XP_017132844.1|DELE	LOC6049219|XP_001866019.2|CQUI
OG0006248	LOC108140791|XP_017119274.1|DELE	LOC6035115|XP_001845351.2|CQUI
OG0006249	LOC108134969|XP_017110985.1|DELE	LOC6034311|XP_038104201.1|CQUI
OG0006250	LOC108136511|XP_017113260.1|DELE	LOC6049223|XP_038122719.1|CQUI
OG0006251	LOC108148646|XP_017131260.1|DELE	LOC6040801|XP_038122643.1|CQUI
OG0006252	LOC108148644|XP_017131257.1|DELE	LOC6037955|XP_001847806.1|CQUI
OG0006253	LOC108136210|XP_017112707.1|DELE	LOC6037960|XP_038104476.1|CQUI
OG0006254	LOC108141995|XP_017121148.1|DELE	LOC6050468|XP_038104867.1|CQUI
OG0006255	LOC108137398|XP_017114546.1|DELE	LOC6051118|XP_001867602.2|CQUI
OG0006256	LOC108150023|XP_017133472.1|DELE	LOC6051121|XP_001867605.1|CQUI
OG0006257	LOC108137276|XP_017114363.1|DELE	LOC6051126|XP_001867610.2|CQUI
OG0006258	LOC108136570|XP_017113367.1|DELE	LOC6051129|XP_038104346.1|CQUI
OG0006259	LOC108139356|XP_017117569.1|DELE	LOC6038195|XP_001848025.2|CQUI
OG0006260	LOC108137277|XP_017114365.1|DELE	LOC6045728|XP_001863036.1|CQUI
OG0006261	LOC108138200|XP_017115806.1|DELE	LOC6045726|XP_001863034.1|CQUI
OG0006262	LOC108137332|XP_017114453.1|DELE	LOC6045721|XP_001863030.2|CQUI
OG0006263	LOC108136251|XP_017112778.1|DELE	LOC6045720|XP_001863029.1|CQUI
OG0006264	LOC108136165|XP_017112651.1|DELE	LOC6045718|XP_001863027.2|CQUI
OG0006265	LOC108141410|XP_017120262.1|DELE	LOC6045716|XP_001863025.2|CQUI
OG0006266	LOC108136314|XP_017112901.1|DELE	LOC6045722|XP_001863024.2|CQUI
OG0006267	LOC108136596|XP_017113399.1|DELE	LOC6048469|XP_038108000.1|CQUI
OG0006268	LOC108134637|XP_017110513.1|DELE	LOC6044349|XP_001861844.1|CQUI
OG0006269	LOC108143105|XP_017122816.1|DELE	LOC6032068|XP_001842734.2|CQUI
OG0006270	LOC108137255|XP_017114328.1|DELE	LOC6044404|XP_038115610.1|CQUI
OG0006271	LOC108135870|XP_017112262.1|DELE	LOC6052274|XP_001868566.2|CQUI
OG0006272	LOC108138573|XP_017116344.1|DELE	LOC6045735|XP_038105475.1|CQUI
OG0006273	LOC108145056|XP_017125725.1|DELE	LOC6044377|XP_001861898.1|CQUI
OG0006274	LOC108136227|XP_017112737.1|DELE	LOC6047715|XP_038122991.1|CQUI
OG0006275	LOC108141007|XP_017119574.1|DELE	LOC6052107|XP_001868431.2|CQUI
OG0006276	LOC108146323|XP_017127776.1|DELE	LOC6037340|XP_001847264.2|CQUI
OG0006277	LOC108135873|XP_017112263.1|DELE	LOC6050823|XP_038122822.1|CQUI
OG0006278	LOC108136185|XP_017112672.1|DELE	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI
OG0006279	LOC108135420|XP_017111629.1|DELE	LOC6051385|XP_038105894.1|CQUI
OG0006280	LOC108140878|XP_017119397.1|DELE	LOC6053158|XP_038113630.1|CQUI
OG0006281	LOC108140877|XP_017119396.1|DELE	LOC6053157|XP_038113649.1|CQUI
OG0006282	LOC108147602|XP_017129731.1|DELE	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI
OG0006283	LOC108150396|XP_017134042.1|DELE	LOC6035094|XP_038104186.1|CQUI
OG0006284	LOC108146387|XP_017127870.1|DELE	LOC6035100|XP_001845336.1|CQUI
OG0006285	LOC108141224|XP_017119965.1|DELE	LOC6038189|XP_001848019.2|CQUI
OG0006286	LOC108137011|XP_017114000.1|DELE	LOC6038190|XP_001848020.2|CQUI
OG0006287	LOC108135438|XP_017111668.1|DELE	LOC6048478|XP_038111084.1|CQUI
OG0006288	LOC108144040|XP_017124167.1|DELE	LOC6048479|XP_038111872.1|CQUI
OG0006289	LOC108136818|XP_017113711.1|DELE	LOC6049208|XP_001866010.1|CQUI
OG0006290	LOC108136504|XP_017113232.1|DELE	LOC6045211|XP_038105973.1|CQUI
OG0006291	LOC108138325|XP_017115976.1|DELE	LOC6038450|XP_038104837.1|CQUI
OG0006292	LOC108149999|XP_017133425.1|DELE	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI
OG0006293	LOC108145660|XP_017126702.1|DELE	LOC119766120|XP_038106449.1|CQUI
OG0006294	LOC108147687|XP_017129886.1|DELE	LOC6053049|XP_038108798.1|CQUI
OG0006295	LOC108137584|XP_017114803.1|DELE	LOC6051732|XP_038122961.1|CQUI
OG0006296	LOC108134845|XP_017110795.1|DELE	LOC119766623|XP_038107571.1|CQUI
OG0006297	LOC108148149|XP_017130511.1|DELE	LOC6036989|XP_038111264.1|CQUI
OG0006298	LOC108147732|XP_017129949.1|DELE	LOC6041289|XP_001850573.2|CQUI
OG0006299	LOC108135910|XP_017112317.1|DELE	LOC6041290|XP_038104497.1|CQUI
OG0006300	LOC108141172|XP_017119892.1|DELE	LOC6041292|XP_001850576.1|CQUI
OG0006301	LOC108147725|XP_017129943.1|DELE	LOC6041279|XP_001850566.2|CQUI
OG0006302	LOC108144579|XP_017125064.1|DELE	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI
OG0006303	LOC108144551|XP_017125014.1|DELE	LOC6046739|XP_038107930.1|CQUI
