Orthogroup	DMEL.longest_only	AAEG.longest_only
OG0008058	HEATR2|NP_731905.1|DMEL	LOC5576334|XP_001656072.1|AAEG
OG0008059	Rev7|NP_649555.1|DMEL	LOC5577679|XP_001663462.2|AAEG
OG0008060	CG17187|NP_650056.1|DMEL	LOC5563627|XP_001647945.1|AAEG
OG0008061	bys|NP_511074.1|DMEL	LOC5563588|XP_001647934.2|AAEG
OG0008062	Scamp|NP_573023.2|DMEL	LOC5563589|XP_021708066.1|AAEG
OG0008063	NANS|NP_650195.1|DMEL	LOC5563645|XP_021708176.1|AAEG
OG0008064	Nipsnap|NP_573103.1|DMEL	LOC5570055|XP_001658894.2|AAEG
OG0008065	CG3342|NP_572324.1|DMEL	LOC5564883|XP_021707321.1|AAEG, LOC110681195|XP_021712665.1|AAEG
OG0008066	S6kII|NP_523437.2|DMEL	LOC5564884|XP_001649206.2|AAEG
OG0008067	Upf1|NP_572767.1|DMEL	LOC5575411|XP_001661931.2|AAEG
OG0008068	CG10362|NP_572771.1|DMEL	LOC5564357|XP_021710691.1|AAEG
OG0008069	CG14868|NP_650458.1|DMEL	LOC5572567|XP_001654084.2|AAEG
OG0008070	Pus1|NP_001163664.1|DMEL	LOC5569093|XP_001658327.1|AAEG
OG0008071	CG8300|NP_572384.1|DMEL	LOC5576104|XP_001662449.2|AAEG
OG0008072	CG32533|NP_728244.1|DMEL	LOC5579330|XP_021710188.1|AAEG
OG0008073	org-1|NP_511085.2|DMEL	LOC5571092|XP_021706691.1|AAEG
OG0008074	Es2|NP_572480.1|DMEL	LOC5571089|XP_001659529.1|AAEG
OG0008075	ppk9|NP_611622.2|DMEL	LOC5571072|XP_021706413.1|AAEG
OG0008076	pcx|NP_001259183.2|DMEL	LOC110679022|XP_021708619.1|AAEG
OG0008077	eIF3f1|NP_649489.1|DMEL	LOC5571466|XP_001659715.1|AAEG
OG0008078	schlank|NP_652526.1|DMEL	LOC5571461|XP_001659711.1|AAEG
OG0008079	CG9164|NP_573021.1|DMEL	LOC5571462|XP_021709834.1|AAEG
OG0008080	fs_1_K10|NP_477491.1|DMEL	LOC110678287|XP_021706628.1|AAEG
OG0008081	bcn92|NP_477059.2|DMEL	LOC5567260|XP_011493308.1|AAEG
OG0008082	spn-D|NP_733200.1|DMEL	LOC5574670|XP_001655247.1|AAEG
OG0008083	Spec2|NP_730968.1|DMEL	LOC5567588|XP_021705766.1|AAEG
OG0008084	Burs|NP_650983.1|DMEL	LOC110677973|XP_021705853.1|AAEG
OG0008085	CG14238|NP_651480.1|DMEL	LOC5565475|XP_021708712.1|AAEG
OG0008086	Rga|NP_730966.1|DMEL	LOC5575721|XP_001655826.2|AAEG
OG0008087	CG6340|NP_573034.1|DMEL	LOC5572952|XP_021711354.1|AAEG
OG0008088	fs_1_Ya|NP_477493.2|DMEL	LOC5569651|XP_001652912.1|AAEG
OG0008089	CG2277|NP_612095.3|DMEL	LOC110678983|XP_021708461.1|AAEG
OG0008090	Rpp21|NP_788853.1|DMEL	LOC110678000|XP_021705988.1|AAEG
OG0008091	Pisd|NP_651208.1|DMEL	LOC5573048|XP_001654367.2|AAEG
OG0008092	Hs6st|NP_524409.2|DMEL	LOC5578452|XP_001656973.2|AAEG
OG0008093	Dhc16F|NP_523394.1|DMEL	LOC5578442|XP_021708238.1|AAEG
OG0008094	dgt2|NP_609531.1|DMEL	LOC5578441|XP_021708240.1|AAEG
OG0008095	Blm|NP_524319.2|DMEL	LOC5563972|XP_001648286.1|AAEG
OG0008096	Mybbp1A|NP_476593.2|DMEL	LOC5563977|XP_001648288.1|AAEG
OG0008097	CG2004|NP_572501.1|DMEL	LOC5563971|XP_021705206.1|AAEG
OG0008098	HGTX|NP_001368954.1|DMEL	LOC5563987|XP_021706425.1|AAEG
OG0008099	CG5618|NP_649211.1|DMEL	LOC5574133|XP_021706761.1|AAEG
OG0008100	REPTOR|NP_001036752.1|DMEL	LOC5571582|XP_021707444.1|AAEG
OG0008101	na|NP_001096981.2|DMEL	LOC5579947|XP_001652236.1|AAEG
OG0008102	CG5516|NP_650515.1|DMEL	LOC110678895|XP_021708171.1|AAEG
OG0008103	CG7889|NP_573368.2|DMEL	LOC5568662|XP_001652497.1|AAEG
OG0008104	SCCRO|NP_001246770.1|DMEL	LOC5577813|XP_001663581.2|AAEG
OG0008105	CG33332|NP_996214.1|DMEL	LOC5577817|XP_021706430.1|AAEG
OG0008106	CG33169|NP_001137999.1|DMEL	LOC5567161|XP_021704977.1|AAEG
OG0008107	CG12594|NP_650109.1|DMEL	LOC5567165|XP_021708811.1|AAEG
OG0008108	cin|NP_477030.1|DMEL	LOC5571587|XP_021704341.1|AAEG
OG0008109	CG3527|NP_572170.1|DMEL	LOC5573604|XP_001654738.1|AAEG
OG0008110	v|NP_511113.1|DMEL	LOC5577377|XP_001656460.1|AAEG
OG0008111	CG3156|NP_569844.2|DMEL	LOC5577381|XP_001656464.2|AAEG
OG0008112	east|NP_001245484.1|DMEL	LOC5577382|XP_021706270.1|AAEG
OG0008113	mRpL49|NP_572839.1|DMEL	LOC5577385|XP_001656467.1|AAEG
OG0008114	Brms1|NP_572840.1|DMEL	LOC5579142|XP_001664237.1|AAEG
OG0008115	sdt|NP_001033835.2|DMEL	LOC5579140|XP_021704369.1|AAEG
OG0008116	slpr|NP_001188558.1|DMEL	LOC5577102|XP_021708908.1|AAEG
OG0008117	pico|NP_608363.1|DMEL	LOC5574166|XP_021707939.1|AAEG
OG0008118	CG17778|NP_569846.2|DMEL	LOC5568860|XP_001652584.2|AAEG
OG0008119	Ubqn|NP_608344.1|DMEL	LOC5568862|XP_001652587.1|AAEG
OG0008120	CDK2AP1|NP_001259439.1|DMEL	LOC5566952|XP_001651366.1|AAEG
OG0008121	CG8569|NP_610795.1|DMEL	LOC5566956|XP_001651370.2|AAEG
OG0008122	Pink1|NP_572340.2|DMEL	LOC5575049|XP_021704788.1|AAEG
OG0008123	Top3beta|NP_511059.2|DMEL	LOC5575045|XP_001655482.1|AAEG
OG0008124	Pdfr|NP_001245501.1|DMEL	LOC5571400|XP_021711367.1|AAEG
OG0008125	rb|NP_525071.2|DMEL	LOC5571398|XP_021704979.1|AAEG
OG0008126	CG3823|NP_572313.1|DMEL	LOC5571395|XP_001653647.2|AAEG
OG0008127	pigs|NP_572331.2|DMEL	LOC5574432|XP_021707456.1|AAEG
OG0008128	CG11679|NP_573063.1|DMEL	LOC5574437|XP_001661451.2|AAEG
OG0008129	CG3815|NP_572311.1|DMEL	LOC5578302|XP_021705145.1|AAEG
OG0008130	Rab35|NP_608373.1|DMEL	LOC5578301|XP_001656883.2|AAEG
OG0008131	tyn|NP_001368965.1|DMEL	LOC5569003|XP_001652655.2|AAEG
OG0008132	CG6432|NP_651247.1|DMEL	LOC5569000|XP_021706230.1|AAEG
OG0008133	CG4332|NP_572861.1|DMEL	LOC5568989|XP_001652638.1|AAEG
OG0008134	CG15894|NP_001096891.1|DMEL	LOC5572487|XP_021706930.1|AAEG
OG0008135	CG9801|NP_649827.2|DMEL	LOC5572486|XP_001660435.1|AAEG
OG0008136	Ir25a|NP_001260049.1|DMEL	LOC5572471|XP_001660418.2|AAEG
OG0008137	CG3081|NP_572176.2|DMEL	LOC5564780|XP_021707642.1|AAEG
OG0008138	Hsc20|NP_001097616.1|DMEL	LOC5564856|XP_001649231.1|AAEG
OG0008139	CG30059|NP_610872.1|DMEL, CG18278|NP_725289.1|DMEL	LOC5564874|XP_001649229.1|AAEG
OG0008140	CG3556|NP_572164.2|DMEL	LOC5570008|XP_021706045.1|AAEG
OG0008141	CG32668|NP_727502.1|DMEL	LOC5570010|XP_001658899.2|AAEG
OG0008142	CG14210|NP_608328.1|DMEL	LOC5570013|XP_001658904.1|AAEG
OG0008143	ArgRS|NP_573081.1|DMEL	LOC5570018|XP_001658908.2|AAEG
OG0008144	ox|NP_476985.1|DMEL	LOC5570020|XP_001658910.1|AAEG
OG0008145	LIMK1|NP_511139.2|DMEL	LOC5570027|XP_021705788.1|AAEG
OG0008146	unc-119|NP_572389.1|DMEL	LOC5570028|XP_001658918.2|AAEG
OG0008147	CG1677|NP_572387.1|DMEL	LOC5570031|XP_021708724.1|AAEG
OG0008148	Rbcn-3A|NP_572302.2|DMEL	LOC5568010|XP_021711000.1|AAEG
OG0008149	CG3168|NP_572345.1|DMEL	LOC5579856|XP_021710339.1|AAEG
OG0008150	SrpRalpha|NP_524887.2|DMEL	LOC5579854|XP_001651530.1|AAEG
OG0008151	beta-Spec|NP_001259660.1|DMEL	LOC5579853|XP_021708504.1|AAEG
OG0008152	Hr4|NP_001259161.1|DMEL	LOC5579849|XP_001651524.3|AAEG
OG0008153	CG4806|NP_611955.2|DMEL	LOC5570807|XP_021707584.1|AAEG
OG0008154	Tsen34|NP_001036605.2|DMEL	LOC5570808|XP_001653315.2|AAEG
OG0008155	Ccdc56|NP_996062.3|DMEL	LOC5572121|XP_001660204.1|AAEG
OG0008156	rod|NP_476705.1|DMEL	LOC5570576|XP_001653228.2|AAEG
OG0008157	CG6345|NP_650002.1|DMEL	LOC5576212|XP_021706267.1|AAEG
OG0008158	eIF2alpha|NP_573130.1|DMEL	LOC5578388|XP_001663853.2|AAEG
OG0008159	CG42495|NP_001163464.1|DMEL	LOC110679481|XP_021709877.1|AAEG
OG0008160	Fak|NP_001137718.1|DMEL	LOC5565233|XP_021704997.1|AAEG
OG0008161	CG1231|NP_612032.1|DMEL	LOC5571095|XP_021709984.1|AAEG
OG0008162	Gga|NP_572571.1|DMEL	LOC5571106|XP_021711460.1|AAEG
OG0008163	CG42272|NP_729101.2|DMEL	LOC5573743|XP_001654771.2|AAEG
OG0008164	zyd|NP_001015261.3|DMEL	LOC5565509|XP_021705970.1|AAEG
OG0008165	Raf|NP_525047.1|DMEL	LOC5579530|XP_021710700.1|AAEG
OG0008166	CG1622|NP_572872.1|DMEL	LOC23687820|XP_021705127.1|AAEG
OG0008167	CG11085|NP_572815.3|DMEL	LOC5576931|XP_021709434.1|AAEG
OG0008168	CG1463|NP_572813.2|DMEL	LOC5576933|XP_001656295.1|AAEG
OG0008169	Sec22|NP_001259103.1|DMEL	LOC5576934|XP_001656296.1|AAEG
OG0008170	HPS1|NP_610997.1|DMEL	LOC5576939|XP_001656301.2|AAEG
OG0008171	mahe|NP_572424.1|DMEL	LOC5571006|XP_001653435.1|AAEG
OG0008172	Ice2|NP_650946.3|DMEL	LOC5575079|XP_001661807.2|AAEG
OG0008173	CG8679|NP_610099.1|DMEL	LOC5575389|XP_021711074.1|AAEG
OG0008174	CG33155|NP_001027417.1|DMEL	LOC5565824|XP_001650189.2|AAEG
OG0008175	Cfp1|NP_572556.1|DMEL	LOC5575222|XP_021710746.1|AAEG
OG0008176	Dredd|NP_477249.3|DMEL	LOC5563818|XP_021711617.1|AAEG
OG0008177	Rab18|NP_524744.2|DMEL	LOC110678484|XP_021707129.1|AAEG
OG0008178	mbt|NP_523375.2|DMEL	LOC5566181|XP_021704460.1|AAEG
OG0008179	CG9213|NP_788910.1|DMEL	LOC5569833|XP_001658727.1|AAEG
OG0008180	Cdc45|NP_569880.1|DMEL	LOC5569841|XP_001658728.1|AAEG
OG0008181	CG3021|NP_652639.1|DMEL	LOC5566184|XP_021708082.1|AAEG
OG0008182	MrgBP|NP_610417.1|DMEL	LOC5577096|XP_001663179.2|AAEG
OG0008183	Fatp3|NP_726437.2|DMEL	LOC5570163|XP_021704718.1|AAEG
OG0008184	Sps2|NP_477478.4|DMEL	LOC5568765|XP_001652557.2|AAEG, LOC110677916|XP_021705616.1|AAEG
OG0008185	krz|NP_524988.1|DMEL	LOC5575687|XP_021707950.1|AAEG
OG0008186	CG7747|NP_611113.1|DMEL	LOC5575700|XP_001662138.2|AAEG
OG0008187	CG30100|NP_725560.1|DMEL	LOC5578503|XP_021707973.1|AAEG
OG0008188	RpL27A|NP_476963.1|DMEL	LOC110677919|XP_021705626.1|AAEG
OG0008189	Ski6|NP_609618.2|DMEL	LOC5577175|XP_001663263.1|AAEG
OG0008190	CG9133|NP_001027093.1|DMEL	LOC5567347|XP_001657371.1|AAEG
OG0008191	Ns3|NP_569915.1|DMEL	LOC5567353|XP_021710265.1|AAEG
OG0008192	Mer|NP_523413.1|DMEL	LOC5567357|XP_001657364.2|AAEG
OG0008193	unc|NP_608435.2|DMEL	LOC5580244|XP_001662426.2|AAEG
OG0008194	NC2beta|NP_609736.1|DMEL	LOC5571036|XP_001659471.1|AAEG
OG0008195	CG6280|NP_610898.1|DMEL	LOC5571028|XP_001659466.2|AAEG
OG0008196	Obp59a|NP_788429.1|DMEL	LOC5574769|XP_001655335.2|AAEG
OG0008197	Sox21b|NP_001261829.1|DMEL	LOC110678644|XP_021707471.1|AAEG
OG0008198	Lztr1|NP_001259114.1|DMEL	LOC5567212|XP_001651641.2|AAEG
OG0008199	ric8a|NP_572550.2|DMEL	LOC5571905|XP_021710721.1|AAEG
OG0008200	nclb|NP_610623.1|DMEL	LOC5576906|XP_001663005.2|AAEG
OG0008201	crim|NP_648500.1|DMEL	LOC5577481|XP_001656511.2|AAEG
OG0008202	CG5946|NP_001287035.1|DMEL	LOC5577482|XP_021704179.1|AAEG
OG0008203	CG13919|NP_647637.1|DMEL	LOC5579121|XP_021704988.1|AAEG
OG0008204	GAA1|NP_572273.2|DMEL	LOC5572091|XP_001660170.1|AAEG
OG0008205	Spase25|NP_572723.1|DMEL	LOC5578101|XP_001656797.1|AAEG
OG0008206	hzg|NP_001261912.1|DMEL	LOC5578119|XP_021711079.1|AAEG
OG0008207	CG11396|NP_649255.1|DMEL	LOC5578904|XP_001664113.2|AAEG
OG0008208	Ptp52F|NP_611093.2|DMEL	LOC5566871|XP_021710456.1|AAEG
OG0008209	CG12010|NP_728878.1|DMEL	LOC5566870|XP_001651297.1|AAEG
OG0008210	Tsp68C|NP_729926.1|DMEL	LOC5564590|XP_001648940.1|AAEG
OG0008211	Snx17|NP_609353.1|DMEL	LOC5568449|XP_021706358.1|AAEG
OG0008212	CG9330|NP_649129.1|DMEL	LOC5573260|XP_001654470.1|AAEG
OG0008213	vnd|NP_476786.2|DMEL	LOC5573263|XP_021708832.1|AAEG
OG0008214	CG34242|NP_001097595.1|DMEL	LOC5574196|XP_021707338.1|AAEG
OG0008215	CG13001|NP_573181.1|DMEL	LOC110678839|XP_021708014.1|AAEG, LOC5574176|XP_001661233.1|AAEG
OG0008216	Clc|NP_524178.2|DMEL	LOC5567495|XP_001657494.2|AAEG
OG0008217	Ranbp21|NP_608339.2|DMEL	LOC5571926|XP_001660023.2|AAEG
OG0008218	CG42837|NP_001188959.1|DMEL	LOC110679115|XP_021708805.1|AAEG
OG0008219	Nost|NP_001285029.1|DMEL	LOC5566553|XP_001650930.2|AAEG
OG0008220	CG2186|NP_001368978.1|DMEL	LOC5566550|XP_001650929.2|AAEG
OG0008221	Fas3|NP_001097174.1|DMEL	LOC5563701|XP_021709282.1|AAEG
OG0008222	CG11367|NP_649412.1|DMEL	LOC5565417|XP_021710545.1|AAEG
OG0008223	CG16959|NP_648750.1|DMEL	LOC5567882|XP_021710671.1|AAEG
OG0008224	Pitslre|NP_649251.2|DMEL	LOC5564114|XP_001648451.1|AAEG
OG0008225	CG1703|NP_572736.1|DMEL	LOC5568586|XP_001652415.2|AAEG
OG0008226	SPR|NP_001368972.1|DMEL	LOC5569139|XP_021704263.1|AAEG
OG0008266	CG2182|NP_649570.1|DMEL	LOC5575839|XP_021694431.1|AAEG
OG0008267	CG46339|NP_001263001.1|DMEL	LOC5575831|XP_021694450.1|AAEG
OG0008268	Nbr|NP_610094.1|DMEL	LOC5579811|XP_001651037.2|AAEG
OG0008269	CG2493|NP_610037.1|DMEL	LOC5579822|XP_001651053.1|AAEG
OG0008270	CG2681|NP_570022.2|DMEL	LOC5567112|XP_001651488.2|AAEG
OG0008271	CG32485|NP_728794.1|DMEL	LOC5580057|XP_021694880.1|AAEG
OG0008272	IntS6|NP_572253.2|DMEL	LOC5568329|XP_021694944.1|AAEG
OG0008273	CG14711|NP_650094.1|DMEL	LOC5576500|XP_001662692.2|AAEG
OG0008274	CG32801|NP_726776.1|DMEL	LOC110674877|XP_021695151.1|AAEG
OG0008275	cv|NP_536786.1|DMEL	LOC5572113|XP_001660194.1|AAEG
OG0008276	sog|NP_476736.1|DMEL	LOC5566777|XP_021699929.1|AAEG
OG0008277	CG15312|NP_001245603.1|DMEL	LOC5566774|XP_021700219.1|AAEG
OG0008278	RfC3|NP_609399.1|DMEL	LOC5571978|XP_001660080.1|AAEG
OG0008279	CG14408|NP_727792.2|DMEL	LOC5571384|XP_021713098.1|AAEG
OG0008280	CG1847|NP_001368980.1|DMEL	LOC5576828|XP_001656273.2|AAEG
OG0008281	CG7453|NP_573355.1|DMEL	LOC5569438|XP_001658529.2|AAEG
OG0008282	Cpr11A|NP_572803.1|DMEL	LOC5578395|XP_021694011.1|AAEG
OG0008283	goe|NP_573160.1|DMEL	LOC23687616|XP_021694319.1|AAEG
OG0008284	mGluR|NP_524639.2|DMEL	LOC23687488|XP_021696790.1|AAEG
OG0008285	CG43386|NP_572594.2|DMEL	LOC5571725|XP_021697131.1|AAEG
OG0008286	m|NP_572747.1|DMEL	LOC5575005|XP_021697524.1|AAEG
OG0008287	CG1632|NP_572467.1|DMEL	LOC5572002|XP_021698976.1|AAEG
OG0008288	CG5835|NP_650785.1|DMEL	LOC5564409|XP_021700053.1|AAEG
OG0008289	CG13639|NP_001247299.1|DMEL	LOC23687559|XP_011492981.1|AAEG
OG0008290	BCL7-like|NP_572562.1|DMEL	LOC5576471|XP_021700479.1|AAEG
OG0008291	sni|NP_572466.1|DMEL	LOC5579259|XP_021700506.1|AAEG
OG0008292	CG32803|NP_001259150.1|DMEL	LOC5571914|XP_001660010.2|AAEG, LOC5576479|XP_001662671.2|AAEG
OG0008293	kek6|NP_001263151.1|DMEL	LOC5570717|XP_021700792.1|AAEG
OG0008294	CG31142|NP_732915.1|DMEL	LOC5571482|XP_001659740.2|AAEG
OG0008295	CG1434|NP_572950.2|DMEL	LOC5575869|XP_001655871.1|AAEG
OG0008296	SWIP|NP_573116.2|DMEL	LOC5577249|XP_021704895.1|AAEG
OG0008297	CG1636|NP_572470.3|DMEL	LOC5577253|XP_021704966.1|AAEG
OG0008298	CG17068|NP_608379.1|DMEL	LOC23687855|XP_011493773.2|AAEG
OG0008299	CG14253|NP_651517.1|DMEL	LOC5565071|XP_001649381.2|AAEG
OG0008300	CG12065|NP_001368976.1|DMEL	LOC5576007|XP_021706028.1|AAEG
OG0008301	CG12947|NP_001097731.1|DMEL	LOC5565332|XP_021706574.1|AAEG
OG0008302	CG5445|NP_573213.1|DMEL	LOC5565202|XP_021706928.1|AAEG
OG0008303	cib|NP_525065.1|DMEL	LOC5578382|XP_001663844.1|AAEG
OG0008304	CG32816|NP_726662.1|DMEL	LOC110678613|XP_021707420.1|AAEG
OG0008305	CG15602|NP_573077.2|DMEL	LOC5572777|XP_001654174.2|AAEG
OG0008306	CG10802|NP_570062.1|DMEL	LOC110679468|XP_021709815.1|AAEG
OG0008307	CCHa1|NP_001097784.1|DMEL	LOC110679499|XP_021709985.1|AAEG
OG0008308	TTLL5|NP_733081.1|DMEL	LOC5569462|XP_021710890.1|AAEG
OG0008309	CG6523|NP_609641.1|DMEL	LOC5577509|XP_001656530.1|AAEG
OG0008310	RpL26|NP_649070.1|DMEL	LOC5567070|XP_001651456.1|AAEG
OG0008311	CG12540|NP_572963.1|DMEL	LOC110681489|XP_021712978.1|AAEG
OG0008312	VAChT|NP_477138.1|DMEL	LOC5573369|XP_021713001.1|AAEG
OG0008313	CG43902|NP_572608.2|DMEL	LOC5572587|XP_021713068.1|AAEG
OG0008314	SmF|NP_523708.2|DMEL	LOC110681523|XP_021713184.1|AAEG
OG0008315	Sras|NP_524673.3|DMEL	LOC5565703|XP_001650063.2|AAEG
OG0008317	CG7059|NP_651034.2|DMEL	LOC5569239|XP_001652800.2|AAEG
OG0008318	CG32576|NP_001014746.1|DMEL	LOC5574055|XP_021713280.1|AAEG
OG0008319	CG18635|NP_611267.1|DMEL	LOC5569644|XP_021693472.1|AAEG
OG0008320	jub|NP_572930.3|DMEL	LOC5565601|XP_021693795.1|AAEG
OG0008321	CG12948|NP_649936.1|DMEL	LOC5565964|XP_001650299.2|AAEG
OG0008322	trk|NP_476767.2|DMEL	LOC5579958|XP_001658474.2|AAEG
OG0008323	CG14687|NP_650018.1|DMEL	LOC5576118|XP_021694094.1|AAEG
OG0008324	CG15771|NP_572257.2|DMEL	LOC5576134|XP_001662479.2|AAEG
OG0008325	Gmap|NP_001356946.1|DMEL	LOC5576139|XP_021694123.1|AAEG
OG0008326	abd-A|NP_732176.1|DMEL	LOC5578718|XP_021694188.1|AAEG
OG0008327	CG3860|NP_001286802.1|DMEL	LOC5575744|XP_021695713.1|AAEG
OG0008328	CG5928|NP_001245543.1|DMEL	LOC5572894|XP_001654248.2|AAEG
OG0008329	bou|NP_572373.1|DMEL	LOC5570502|XP_001659187.2|AAEG
OG0008330	Parp16|NP_725583.1|DMEL	LOC5579260|XP_001647568.1|AAEG
OG0008331	CG42455|NP_001163404.1|DMEL	LOC5568307|XP_001652184.2|AAEG
OG0008332	CG13024|NP_001246806.1|DMEL	LOC5571808|XP_021697115.1|AAEG
OG0008333	CG10660|NP_648578.1|DMEL	LOC5574706|XP_001661603.1|AAEG
OG0008334	CG10663|NP_001097592.1|DMEL	LOC5574705|XP_021697228.1|AAEG
OG0008335	Sk2|NP_647762.3|DMEL	LOC5570737|XP_021697372.1|AAEG
OG0008336	CG14086|NP_649102.3|DMEL	LOC5563737|XP_021697438.1|AAEG
OG0008337	CG8080|NP_788288.1|DMEL	LOC5575243|XP_021697545.1|AAEG
OG0008338	Ccdc58|NP_730454.2|DMEL	LOC5574060|XP_001661137.1|AAEG
OG0008339	Bap111|NP_572530.1|DMEL	LOC5574067|XP_001661139.1|AAEG
OG0008340	olf186-M|NP_611272.1|DMEL	LOC5576168|XP_001662514.1|AAEG
OG0008341	CG33493|NP_996038.1|DMEL	LOC5565542|XP_001649897.2|AAEG
OG0008342	CG42245|NP_001137876.1|DMEL	LOC5579447|XP_001647746.1|AAEG
OG0008343	CG5500|NP_651511.1|DMEL	LOC5578832|XP_001657184.1|AAEG
OG0008344	CG12020|NP_647662.1|DMEL	LOC5575199|XP_001655507.2|AAEG
OG0008345	CG15812|NP_523897.2|DMEL	LOC5573992|XP_001661077.1|AAEG
OG0008346	CG4615|NP_572382.1|DMEL	LOC5573671|XP_001660993.1|AAEG
OG0008347	CG14342|NP_608588.2|DMEL	LOC5573670|XP_001660992.1|AAEG
OG0008348	Coq4|NP_648977.3|DMEL	LOC5564899|XP_001649247.2|AAEG
OG0008349	snky|NP_648633.2|DMEL	LOC5574339|XP_001661373.2|AAEG
OG0008350	cactin|NP_523422.4|DMEL	LOC5577319|XP_001663347.2|AAEG
OG0008351	CG13924|NP_001189024.1|DMEL	LOC5575499|XP_001662015.2|AAEG
OG0008352	mRpS34|NP_524104.2|DMEL	LOC5573004|XP_001654332.2|AAEG
OG0008353	Reg-2|NP_612043.1|DMEL	LOC23687793|XP_021699401.1|AAEG
OG0008354	GCS1|NP_572707.4|DMEL	LOC5576381|XP_021699725.1|AAEG
OG0008355	sprt|NP_610683.1|DMEL	LOC5567696|XP_001651860.2|AAEG
OG0008356	CG4069|NP_648590.1|DMEL	LOC5572907|XP_001660646.2|AAEG
OG0008357	CG11970|NP_649851.1|DMEL	LOC5575904|XP_021699832.1|AAEG
OG0008358	H2.0|NP_523488.2|DMEL	LOC5575903|XP_001662276.2|AAEG
OG0008359	CG3829|NP_611992.3|DMEL	LOC5572046|XP_001660152.2|AAEG
OG0008360	inaD|NP_001246470.1|DMEL	LOC5569990|XP_021699998.1|AAEG
OG0008361	Dh31|NP_723401.1|DMEL	LOC5569983|XP_021700019.1|AAEG
OG0008362	Zw10|NP_524901.2|DMEL	LOC5574373|XP_021700099.1|AAEG
OG0008363	HPS4|NP_611246.1|DMEL	LOC5574380|XP_021700104.1|AAEG
OG0008364	CG7650|NP_648786.1|DMEL	LOC5574379|XP_001661418.1|AAEG
OG0008365	CG30122|NP_001163196.1|DMEL	LOC5574387|XP_021700107.1|AAEG
OG0008366	Sdhaf3|NP_650552.3|DMEL	LOC5569116|XP_001652715.2|AAEG
OG0008367	CG3706|NP_652634.1|DMEL	LOC5570377|XP_021700168.1|AAEG
OG0008368	Art8|NP_609478.1|DMEL	LOC5578364|XP_001656935.1|AAEG
OG0008369	Sptr|NP_727265.1|DMEL	LOC5572666|XP_021700839.1|AAEG
OG0008370	shams|NP_001097911.1|DMEL	LOC5567113|XP_021700854.1|AAEG
OG0008371	Adk3|NP_524312.1|DMEL	LOC5564849|XP_001649167.1|AAEG
OG0008372	Stlk|NP_001036442.1|DMEL	LOC5569182|XP_021701050.1|AAEG
OG0008373	Klp31E|NP_609398.2|DMEL	LOC5571651|XP_021701201.1|AAEG
OG0008374	beta3GalTII|NP_610399.1|DMEL	LOC5568811|XP_001658177.2|AAEG
OG0008375	Pld3|NP_610093.1|DMEL	LOC5578775|XP_001657144.2|AAEG
OG0008376	CG44000|NP_001260076.1|DMEL	LOC5578961|XP_001664139.2|AAEG
OG0008377	Ptp36E|NP_609872.1|DMEL	LOC5563856|XP_021702048.1|AAEG
OG0008378	CG42750|NP_724101.4|DMEL	LOC5580322|XP_021702218.1|AAEG
OG0008379	Tsp39D|NP_523612.3|DMEL	LOC23687858|XP_021702253.1|AAEG
OG0008380	CG5188|NP_609401.2|DMEL	LOC5577303|XP_001663333.1|AAEG
OG0008381	betaggt-I|NP_525100.2|DMEL	LOC5572430|XP_001660375.1|AAEG
OG0008383	CG15130|NP_610034.2|DMEL	LOC5572797|XP_001654199.1|AAEG
OG0008384	kek2|NP_523551.1|DMEL	LOC5572820|XP_001654226.2|AAEG
OG0008385	CG14024|NP_608920.1|DMEL	LOC5572904|XP_021702733.1|AAEG
OG0008386	Axs|NP_476777.1|DMEL	LOC5580049|XP_021702850.1|AAEG
OG0008387	CG31038|NP_733326.1|DMEL	LOC5579502|XP_021703168.1|AAEG
OG0008388	Dad1|NP_609222.1|DMEL	LOC5573948|XP_001654985.1|AAEG
OG0008389	CG16798|NP_610030.1|DMEL	LOC5565905|XP_021703846.1|AAEG
OG0008390	CG34136|NP_001036371.1|DMEL	LOC5568167|XP_001652104.1|AAEG
OG0008391	CG34172|NP_001097054.1|DMEL	LOC110673978|XP_001651766.1|AAEG, LOC5567338|XP_001651768.1|AAEG
OG0008392	CG7328|NP_649181.1|DMEL	LOC5567861|XP_021705342.1|AAEG
OG0008393	SCCRO4|NP_649204.2|DMEL	LOC5568418|XP_001652247.1|AAEG
OG0008394	CG32448|NP_730691.2|DMEL	LOC5570312|XP_001653136.2|AAEG
OG0008395	CG17754|NP_727331.1|DMEL	LOC5570137|XP_001653119.2|AAEG
OG0008396	Gclc|NP_525005.2|DMEL	LOC5570136|XP_021706323.1|AAEG
OG0008397	CBP|NP_001259309.1|DMEL	LOC5568051|XP_001651987.1|AAEG
OG0008398	CG15478|NP_572400.1|DMEL	LOC5572515|XP_001660454.1|AAEG
OG0008399	CG3638|NP_726720.3|DMEL	LOC5575394|XP_021704381.1|AAEG
OG0008400	CG13807|NP_647706.1|DMEL	LOC5575636|XP_021704445.1|AAEG
OG0008401	CG11562|NP_608516.1|DMEL	LOC5568785|XP_001658150.2|AAEG
OG0008402	Scgbeta|NP_524327.1|DMEL	LOC5567384|XP_001651785.2|AAEG
OG0008403	CG1738|NP_572709.1|DMEL	LOC5578013|XP_021708057.1|AAEG
OG0008404	CG12746|NP_649551.4|DMEL	LOC5578011|XP_001656750.1|AAEG
