Orthogroup	DMEL.longest_only	CQUI.longest_only
OG0007846	CG4119|NP_572242.1|DMEL	LOC6040938|XP_001850266.2|CQUI
OG0007847	CG18428|NP_651213.1|DMEL	LOC6031652|XP_001842400.2|CQUI
OG0007855	nerfin-2|NP_001262446.1|DMEL	LOC6033943|XP_038105454.1|CQUI
OG0007856	Npc2f|NP_651219.1|DMEL	LOC6033930|XP_001844319.2|CQUI
OG0007857	CG10365|NP_651176.1|DMEL	LOC6036794|XP_001846788.2|CQUI
OG0007859	Zpr1|NP_572532.1|DMEL	LOC6040911|XP_001850239.2|CQUI
OG0007860	Mcm5|NP_524308.2|DMEL	LOC6040918|XP_001850246.1|CQUI
OG0007861	Desi|NP_650016.1|DMEL	LOC6040926|XP_001850254.1|CQUI
OG0007862	CG45073|NP_001287601.1|DMEL	LOC6040925|XP_038123040.1|CQUI
OG0007863	CG6115|NP_652578.1|DMEL	LOC6040935|XP_001850263.2|CQUI
OG0007864	CG9626|NP_649781.1|DMEL	LOC6036806|XP_038116777.1|CQUI
OG0007866	CG5285|NP_650609.1|DMEL	LOC6033962|XP_001844350.2|CQUI
OG0007867	AdipoR|NP_651061.1|DMEL	LOC6033974|XP_001844362.1|CQUI
OG0007869	Nep1|NP_511056.2|DMEL	LOC6032780|XP_001843319.2|CQUI
OG0007870	SuUR|NP_524835.1|DMEL	LOC6032822|XP_038120396.1|CQUI
OG0007871	CG9114|NP_573016.1|DMEL	LOC6032912|XP_038116283.1|CQUI
OG0007872	unc-13-4A|NP_648096.4|DMEL	LOC6038676|XP_038115877.1|CQUI
OG0007874	CG3309|NP_572216.1|DMEL	LOC6053032|XP_038115021.1|CQUI
OG0007875	CG11883|NP_001097260.1|DMEL	LOC6046848|XP_038118512.1|CQUI
OG0007876	Tsp5D|NP_001259266.1|DMEL	LOC6043343|XP_001870941.1|CQUI
OG0007877	gce|NP_511160.2|DMEL	LOC6047532|XP_038114601.1|CQUI
OG0007878	CG33785|NP_001027443.1|DMEL	LOC6049346|XP_001866125.1|CQUI
OG0007879	Eip74EF|NP_730288.1|DMEL	LOC6034081|XP_038120157.1|CQUI
OG0007880	Xpac|NP_476866.1|DMEL	LOC6039271|XP_001848907.2|CQUI
OG0007881	CG14982|NP_647841.1|DMEL	LOC6044954|XP_038116490.1|CQUI
OG0007882	mge|NP_523910.1|DMEL	LOC6038799|XP_038115014.1|CQUI
OG0007883	Eip63F-1|NP_524902.2|DMEL	LOC6049317|XP_038119973.1|CQUI
OG0007884	Obp73a|NP_001097628.1|DMEL	LOC6051409|XP_038118934.1|CQUI
OG0007885	Git|NP_610599.3|DMEL	LOC6036576|XP_038118795.1|CQUI
OG0007886	CG7110|NP_609652.3|DMEL	LOC6041123|XP_038115925.1|CQUI
OG0007887	ida|NP_647837.2|DMEL	LOC6053688|XP_038118638.1|CQUI
OG0007888	APP-BP1|NP_648435.1|DMEL	LOC6048919|XP_001865759.1|CQUI
OG0007889	Syx7|NP_730632.1|DMEL	LOC6050245|XP_038121269.1|CQUI
OG0007891	B9d1|NP_650470.1|DMEL	LOC6038607|XP_001848383.1|CQUI
OG0007892	l_2_09851|NP_610182.3|DMEL	LOC6050484|XP_001867087.1|CQUI
OG0007893	mi|NP_611803.1|DMEL	LOC6036285|XP_038120891.1|CQUI
OG0007896	ND-13B|NP_648409.1|DMEL	LOC6040211|XP_001849657.1|CQUI
OG0007897	ArfGAP1|NP_524040.2|DMEL	LOC6041246|XP_038117905.1|CQUI
OG0007898	yellow-g2|NP_647710.1|DMEL	LOC6041253|XP_001850543.1|CQUI
OG0007900	ND-MWFE|NP_001097297.1|DMEL	LOC6048328|XP_001865264.2|CQUI
OG0007901	Prm|NP_523982.2|DMEL	LOC6035616|XP_001845765.2|CQUI
OG0007902	opm|NP_572994.1|DMEL	LOC6040601|XP_038121775.1|CQUI
OG0007903	Strump|NP_648840.1|DMEL	LOC6040625|XP_038118997.1|CQUI
OG0007904	HIPP1|NP_649261.1|DMEL	LOC6040631|XP_038118240.1|CQUI
OG0007905	Wwox|NP_609171.1|DMEL	LOC6036407|XP_001846460.2|CQUI
OG0007906	DIP-delta|NP_001097508.2|DMEL	LOC6044194|XP_038116507.1|CQUI
OG0007907	Fitm|NP_729053.2|DMEL	LOC6041976|XP_001851151.1|CQUI
OG0007908	Gdap1|NP_647945.1|DMEL	LOC6041975|XP_038118179.1|CQUI
OG0007909	Rtca|NP_569977.1|DMEL	LOC6041970|XP_001851144.2|CQUI
OG0007910	Ugt316A1|NP_649085.1|DMEL	LOC6043157|XP_001870893.2|CQUI
OG0007911	Ccz1|NP_647835.1|DMEL	LOC6048152|XP_001865114.2|CQUI
OG0007912	mRpL46|NP_647661.1|DMEL	LOC6048144|XP_001865107.2|CQUI
OG0007913	CG14977|NP_001261382.1|DMEL	LOC6048146|XP_001865108.1|CQUI
OG0007914	prc|NP_524658.2|DMEL	LOC6037181|XP_038118242.1|CQUI
OG0007915	Su_P_|NP_524116.2|DMEL	LOC6035489|XP_001845670.2|CQUI
OG0007916	CG14000|NP_608969.1|DMEL	LOC119770305|XP_038120863.1|CQUI
OG0007917	CG33774|NP_001027396.1|DMEL	LOC119770730|XP_038122061.1|CQUI
OG0007920	CG15673|NP_611591.3|DMEL	LOC6036142|XP_038110797.1|CQUI
OG0007921	Tsp47F|NP_725044.1|DMEL	LOC6030957|XP_038121867.1|CQUI
OG0007922	CG4702|NP_001247070.1|DMEL	LOC6052063|XP_038119760.1|CQUI
OG0007923	Myo10A|NP_001036269.2|DMEL	LOC6053863|XP_038116111.1|CQUI
OG0007927	Liprin-alpha|NP_001260155.1|DMEL	LOC6050100|XP_038107685.1|CQUI
OG0007928	Hnf4|NP_723413.1|DMEL	LOC6042610|XP_001852944.2|CQUI
OG0007929	Nlg2|NP_523496.1|DMEL	LOC6042604|XP_038109733.1|CQUI
OG0007930	CG34038|NP_001033975.2|DMEL	LOC6054296|XP_038113999.1|CQUI
OG0007931	CG9527|NP_001137800.1|DMEL	LOC6032443|XP_038111279.1|CQUI
OG0007932	Mfe2|NP_573109.1|DMEL	LOC6032467|XP_001843060.1|CQUI
OG0007933	CG14906|NP_650573.1|DMEL	LOC6032469|XP_038112410.1|CQUI
OG0007934	CG14651|NP_649475.3|DMEL	LOC6043623|XP_038111348.1|CQUI
OG0007935	Edem2|NP_609611.1|DMEL	LOC6038600|XP_038108223.1|CQUI
OG0007936	RpS27A|NP_476778.1|DMEL	LOC6034117|XP_001844485.1|CQUI
OG0007937	mts|NP_476805.1|DMEL	LOC6046043|XP_038109540.1|CQUI
OG0007938	CG6729|NP_609449.1|DMEL	LOC6034156|XP_001844514.2|CQUI
OG0007939	Cep97|NP_608811.2|DMEL	LOC6034163|XP_001844519.2|CQUI
OG0007940	capu|NP_001137784.1|DMEL	LOC6034164|XP_038108636.1|CQUI
OG0007941	Atf6|NP_995745.1|DMEL	LOC6048891|XP_038110338.1|CQUI
OG0007942	CG15914|NP_573084.1|DMEL	LOC6032935|XP_001843455.2|CQUI
OG0007943	CG43778|NP_001369129.1|DMEL	LOC6032945|XP_038108155.1|CQUI
OG0007944	dlt|NP_728672.1|DMEL	LOC6050451|XP_038106065.1|CQUI
OG0007945	CG7384|NP_609417.1|DMEL	LOC6041620|XP_001850853.2|CQUI
OG0007946	CG17658|NP_611845.2|DMEL	LOC6036144|XP_001846235.2|CQUI
OG0007947	Uvrag|NP_609632.1|DMEL	LOC6031331|XP_038112363.1|CQUI
OG0007948	CycE|NP_001246037.1|DMEL	LOC6031340|XP_038111689.1|CQUI
OG0007949	fz4|NP_511068.2|DMEL	LOC6053570|XP_038110150.1|CQUI
OG0007950	Oseg5|NP_610064.2|DMEL	LOC6049612|XP_001866340.2|CQUI
OG0007951	CG31650|NP_608899.1|DMEL	LOC6049613|XP_001866341.2|CQUI
OG0007952	slf|NP_608858.3|DMEL	LOC6037377|XP_001847297.1|CQUI
OG0007953	CG13982|NP_609025.1|DMEL	LOC6039578|XP_038113523.1|CQUI
OG0007954	meng|NP_609070.1|DMEL	LOC6047192|XP_038111329.1|CQUI
OG0007955	CG42366|NP_723501.2|DMEL	LOC6046731|XP_038107136.1|CQUI
OG0007956	Nf-YB|NP_609997.1|DMEL	LOC6044545|XP_001862047.2|CQUI
OG0007957	CG5731|NP_609354.1|DMEL	LOC6037104|XP_038114374.1|CQUI
OG0007958	CG13404|NP_572954.2|DMEL	LOC6031942|XP_038107792.1|CQUI
OG0007959	amos|NP_477446.1|DMEL	LOC6031944|XP_001842623.2|CQUI
OG0007960	SmB|NP_001188780.1|DMEL	LOC6038267|XP_001848091.2|CQUI
OG0007962	Smyd3|NP_524768.2|DMEL	LOC6050857|XP_001867383.2|CQUI
OG0007963	CG9426|NP_609616.1|DMEL	LOC6050870|XP_001867395.2|CQUI
OG0007964	CG9596|NP_995638.1|DMEL	LOC6043906|XP_038109110.1|CQUI
OG0007965	stai|NP_001245912.1|DMEL	LOC6037001|XP_038114193.1|CQUI
OG0007967	Itgbn|NP_523608.2|DMEL	LOC6035248|XP_038112313.1|CQUI
OG0007968	haf|NP_001356954.1|DMEL	LOC6035256|XP_038107348.1|CQUI
OG0007969	Mob3|NP_609364.1|DMEL	LOC6042127|XP_001851276.2|CQUI
OG0007970	CNBP|NP_611739.1|DMEL	LOC6033188|XP_001843668.1|CQUI
OG0007971	hop|NP_511119.2|DMEL	LOC6033134|XP_038109208.1|CQUI
OG0007972	Cpr49Ah|NP_610777.1|DMEL	LOC6042108|XP_038113524.1|CQUI
OG0007973	CG6405|NP_609564.1|DMEL	LOC6044258|XP_038113110.1|CQUI
OG0007974	Fer3HCH|NP_572854.1|DMEL	LOC6035273|XP_001845494.2|CQUI
OG0007975	cas|NP_524677.1|DMEL	LOC6038621|XP_038113294.1|CQUI
OG0007976	CG12659|NP_001259344.1|DMEL	LOC6033140|XP_001843630.2|CQUI
OG0007978	mRpL24|NP_523476.1|DMEL	LOC6046363|XP_001863580.1|CQUI
OG0007979	CG43861|NP_001260615.1|DMEL	LOC6038927|XP_038109016.1|CQUI
OG0007980	Arpc2|NP_610033.1|DMEL	LOC6044234|XP_038109535.1|CQUI
OG0007981	CG8134|NP_573056.1|DMEL	LOC6044232|XP_038112894.1|CQUI
OG0007982	TTLL4A|NP_723642.2|DMEL	LOC6054392|XP_038107203.1|CQUI
OG0007983	JMJD4|NP_609870.1|DMEL	LOC6036446|XP_038107979.1|CQUI
OG0007984	CG10137|NP_609981.1|DMEL	LOC6034404|XP_038111335.1|CQUI
OG0007985	CG41378|NP_001163836.1|DMEL	LOC119767549|XP_038112319.1|CQUI
OG0007986	CG5435|NP_609567.2|DMEL	LOC6038879|XP_001848578.1|CQUI
OG0007987	Snx21|NP_608709.1|DMEL	LOC6046635|XP_038112393.1|CQUI
OG0007989	CG5708|NP_609359.1|DMEL	LOC6037900|XP_038114338.1|CQUI
OG0007990	Wdfy2|NP_609400.1|DMEL	LOC6035778|XP_001845903.1|CQUI
OG0007991	bowl|NP_476883.1|DMEL	LOC6050920|XP_038111847.1|CQUI
OG0007992	lmgA|NP_001097122.1|DMEL	LOC6033303|XP_001843769.1|CQUI
OG0007993	gammaCOP|NP_001263145.1|DMEL	LOC6045774|XP_038110349.1|CQUI
OG0007994	CG4619|NP_001162929.1|DMEL	LOC6034885|XP_001845153.2|CQUI
OG0007995	DIP-kappa|NP_723828.1|DMEL	LOC6053417|XP_038107383.1|CQUI
OG0007996	CG7378|NP_001285421.1|DMEL	LOC6041782|XP_038108196.1|CQUI
OG0007997	MED11|NP_649057.1|DMEL	LOC6033314|XP_001843780.1|CQUI
OG0007998	Tango6|NP_609922.2|DMEL	LOC6033321|XP_001843786.2|CQUI
OG0007999	CG17124|NP_609450.1|DMEL	LOC6036011|XP_038113483.1|CQUI
OG0008000	CG6495|NP_609451.1|DMEL	LOC6036012|XP_001846116.2|CQUI
OG0008001	CCT4|NP_609579.1|DMEL	LOC6033632|XP_001844059.1|CQUI
OG0008002	AP-2alpha|NP_995607.1|DMEL	LOC6051686|XP_038108712.1|CQUI
OG0008003	IFT43|NP_609581.3|DMEL	LOC119767122|XP_038110742.1|CQUI
OG0008004	ewg|NP_001245444.1|DMEL	LOC6042667|XP_038118165.1|CQUI
OG0008005	spri|NP_001259418.1|DMEL	LOC6042666|XP_038116527.1|CQUI
OG0008006	CG14232|NP_608348.1|DMEL	LOC6054098|XP_038120134.1|CQUI
OG0008007	Usf|NP_572167.3|DMEL	LOC6046099|XP_038115720.1|CQUI
OG0008008	Blos3|NP_001097640.1|DMEL	LOC6046094|XP_001863346.1|CQUI
OG0008009	Nsun2|NP_652007.1|DMEL	LOC6042671|XP_001853367.2|CQUI
OG0008010	CG3632|NP_001096996.1|DMEL	LOC6038998|XP_038114729.1|CQUI
OG0008011	CG4269|NP_611683.1|DMEL	LOC6038989|XP_001848673.1|CQUI
OG0008012	Pex6|NP_001027403.2|DMEL	LOC6038988|XP_038120511.1|CQUI
OG0008013	isopeptidase-T-3|NP_001261098.1|DMEL	LOC6044755|XP_001862218.2|CQUI
OG0008014	Fip1|NP_649476.1|DMEL	LOC6044751|XP_038120563.1|CQUI
OG0008015	Plod|NP_648451.1|DMEL	LOC6044746|XP_038117027.1|CQUI
OG0008016	nkt|NP_648450.3|DMEL	LOC6044745|XP_001862208.1|CQUI
OG0008017	hec|NP_572843.2|DMEL	LOC6044724|XP_038119574.1|CQUI
OG0008018	futsch|NP_001096864.1|DMEL	LOC6046262|XP_038118392.1|CQUI
OG0008019	CG12531|NP_608350.2|DMEL	LOC6032202|XP_038119334.1|CQUI
OG0008020	Regnase-1|NP_650863.3|DMEL	LOC6032219|XP_038117588.1|CQUI
OG0008021	Fcp3C|NP_477482.2|DMEL	LOC6042209|XP_001851350.2|CQUI
OG0008022	Nep5|NP_733186.2|DMEL	LOC6048309|XP_038120796.1|CQUI
OG0008023	fs_1_N|NP_569901.1|DMEL	LOC6033044|XP_038118853.1|CQUI
OG0008024	CG11409|NP_569902.2|DMEL	LOC6033051|XP_001843555.2|CQUI
OG0008025	Lrpprc2|NP_569913.1|DMEL	LOC6033059|XP_001843561.2|CQUI
OG0008026	Pa1|NP_572712.1|DMEL	LOC6048223|XP_001865173.2|CQUI
OG0008027	pon|NP_525072.2|DMEL	LOC6048229|XP_038121864.1|CQUI
OG0008028	14-3-3epsilon|NP_732309.1|DMEL	LOC6046350|XP_038114573.1|CQUI
OG0008029	Nab2|NP_651243.1|DMEL	LOC6046357|XP_038118636.1|CQUI
OG0008030	atms|NP_649493.1|DMEL	LOC6046066|XP_001863321.2|CQUI
OG0008031	betaggt-II|NP_524894.1|DMEL	LOC6046064|XP_001863319.1|CQUI
OG0008032	RpL6|NP_651876.1|DMEL	LOC6047437|XP_001864492.1|CQUI
OG0008033	CG42327|NP_001036706.2|DMEL	LOC6052405|XP_038114919.1|CQUI
OG0008034	ATP8B|NP_731669.2|DMEL	LOC6041793|XP_038115494.1|CQUI
OG0008035	CG9411|NP_572962.1|DMEL	LOC6049307|XP_038116661.1|CQUI
OG0008036	CG4553|NP_651396.1|DMEL	LOC6045172|XP_001862570.2|CQUI
OG0008037	Fur1|NP_001262954.1|DMEL	LOC6045170|XP_038119848.1|CQUI
OG0008038	Klf15|NP_572185.1|DMEL	LOC6043263|XP_001870909.2|CQUI
OG0008039	CG15923|NP_001262769.1|DMEL	LOC6034965|XP_038120008.1|CQUI
OG0008040	CG1896|NP_651886.1|DMEL	LOC6034972|XP_001845228.2|CQUI
OG0008041	gd|NP_001259479.1|DMEL	LOC119768626|XP_038114749.1|CQUI
OG0008042	CG5641|NP_650196.1|DMEL	LOC6039375|XP_038119277.1|CQUI
OG0008043	CG2918|NP_569995.1|DMEL	LOC6039780|XP_038117949.1|CQUI
OG0008044	per|NP_525056.2|DMEL	LOC6039750|XP_038114650.1|CQUI
OG0008045	CG2875|NP_570069.1|DMEL	LOC6053009|XP_001869171.1|CQUI
OG0008046	CG16953|NP_650897.3|DMEL	LOC6053010|XP_038118033.1|CQUI
OG0008047	CG5793|NP_001247226.1|DMEL	LOC6051115|XP_001867599.2|CQUI
OG0008048	Srp72|NP_650898.1|DMEL	LOC6052041|XP_001868374.1|CQUI
OG0008049	slmb|NP_001262802.1|DMEL	LOC6051106|XP_038116096.1|CQUI
OG0008050	Tnks|NP_001262963.1|DMEL	LOC6052050|XP_038116029.1|CQUI
OG0008051	Su_fu_|NP_536750.2|DMEL	LOC6032261|XP_001842898.2|CQUI
OG0008052	Hel89B|NP_732097.2|DMEL	LOC6035005|XP_038116646.1|CQUI
OG0008053	Vps11|NP_730776.1|DMEL	LOC6035028|XP_001845273.2|CQUI
OG0008054	CG13377|NP_569835.1|DMEL	LOC6051464|XP_038118609.1|CQUI
OG0008055	dsh|NP_511118.2|DMEL	LOC6050291|XP_038118625.1|CQUI
OG0008056	pck|NP_726742.1|DMEL	LOC6043885|XP_001861467.1|CQUI
OG0008057	SecS|NP_649556.3|DMEL	LOC6041238|XP_038119483.1|CQUI
OG0008058	HEATR2|NP_731905.1|DMEL	LOC6052873|XP_038119490.1|CQUI
OG0008059	Rev7|NP_649555.1|DMEL	LOC6040340|XP_001849744.1|CQUI
OG0008060	CG17187|NP_650056.1|DMEL	LOC6040297|XP_001849725.2|CQUI
OG0008061	bys|NP_511074.1|DMEL	LOC6043480|XP_038115764.1|CQUI
OG0008062	Scamp|NP_573023.2|DMEL	LOC6043492|XP_038115765.1|CQUI
OG0008063	NANS|NP_650195.1|DMEL	LOC6047730|XP_001864749.2|CQUI
OG0008064	Nipsnap|NP_573103.1|DMEL	LOC6046879|XP_001864008.1|CQUI
OG0008065	CG3342|NP_572324.1|DMEL	LOC119769800|XP_038119379.1|CQUI
OG0008066	S6kII|NP_523437.2|DMEL	LOC6047586|XP_038117585.1|CQUI
OG0008067	Upf1|NP_572767.1|DMEL	LOC6045141|XP_038115156.1|CQUI
OG0008068	CG10362|NP_572771.1|DMEL	LOC6036940|XP_038118171.1|CQUI
OG0008069	CG14868|NP_650458.1|DMEL	LOC6039802|XP_038121863.1|CQUI
OG0008070	Pus1|NP_001163664.1|DMEL	LOC6054149|XP_001870114.2|CQUI
OG0008072	CG32533|NP_728244.1|DMEL	LOC6051691|XP_038115837.1|CQUI
OG0008073	org-1|NP_511085.2|DMEL	LOC6039735|XP_038119216.1|CQUI
OG0008074	Es2|NP_572480.1|DMEL	LOC6039731|XP_001849283.1|CQUI
OG0008076	pcx|NP_001259183.2|DMEL	LOC6046672|XP_038118071.1|CQUI
OG0008077	eIF3f1|NP_649489.1|DMEL	LOC6046664|XP_001863832.1|CQUI
OG0008078	schlank|NP_652526.1|DMEL	LOC6046662|XP_038118082.1|CQUI
OG0008079	CG9164|NP_573021.1|DMEL	LOC6048017|XP_038118080.1|CQUI
OG0008080	fs_1_K10|NP_477491.1|DMEL	LOC6032504|XP_038116217.1|CQUI
OG0008081	bcn92|NP_477059.2|DMEL	LOC6032507|XP_001843095.2|CQUI
OG0008082	spn-D|NP_733200.1|DMEL	LOC6052669|XP_001868898.1|CQUI
OG0008083	Spec2|NP_730968.1|DMEL	LOC6032540|XP_038118931.1|CQUI
OG0008084	Burs|NP_650983.1|DMEL	LOC6042556|XP_038116767.1|CQUI
OG0008085	CG14238|NP_651480.1|DMEL	LOC6054112|XP_038121522.1|CQUI
OG0008086	Rga|NP_730966.1|DMEL	LOC6039526|XP_038118788.1|CQUI
OG0008087	CG6340|NP_573034.1|DMEL	LOC6043451|XP_038115976.1|CQUI
OG0008088	fs_1_Ya|NP_477493.2|DMEL	LOC6045555|XP_001862907.2|CQUI
OG0008089	CG2277|NP_612095.3|DMEL	LOC119768910|XP_038116627.1|CQUI
OG0008091	Pisd|NP_651208.1|DMEL	LOC6040157|XP_038119317.1|CQUI
OG0008092	Hs6st|NP_524409.2|DMEL	LOC6044869|XP_038118475.1|CQUI
OG0008093	Dhc16F|NP_523394.1|DMEL	LOC6041570|XP_001850815.2|CQUI
OG0008094	dgt2|NP_609531.1|DMEL	LOC6041571|XP_001850816.2|CQUI
OG0008095	Blm|NP_524319.2|DMEL	LOC6039222|XP_001848863.2|CQUI
OG0008096	Mybbp1A|NP_476593.2|DMEL	LOC6039219|XP_001848860.2|CQUI
OG0008097	CG2004|NP_572501.1|DMEL	LOC6039217|XP_001848858.2|CQUI
OG0008099	CG5618|NP_649211.1|DMEL	LOC6032736|XP_001843283.2|CQUI
OG0008100	REPTOR|NP_001036752.1|DMEL	LOC6032750|XP_038115736.1|CQUI
OG0008101	na|NP_001096981.2|DMEL	LOC6032761|XP_038122358.1|CQUI
OG0008102	CG5516|NP_650515.1|DMEL	LOC6033832|XP_038116232.1|CQUI
OG0008103	CG7889|NP_573368.2|DMEL	LOC6033819|XP_001844214.2|CQUI
OG0008104	SCCRO|NP_001246770.1|DMEL	LOC6037762|XP_001847642.2|CQUI
OG0008105	CG33332|NP_996214.1|DMEL	LOC6037756|XP_038119612.1|CQUI
OG0008106	CG33169|NP_001137999.1|DMEL	LOC6040843|XP_001850178.1|CQUI
OG0008107	CG12594|NP_650109.1|DMEL	LOC6040821|XP_038119005.1|CQUI
OG0008108	cin|NP_477030.1|DMEL	LOC6035845|XP_038114606.1|CQUI
OG0008109	CG3527|NP_572170.1|DMEL	LOC6035831|XP_001845951.1|CQUI
OG0008110	v|NP_511113.1|DMEL	LOC6034009|XP_038118709.1|CQUI
OG0008111	CG3156|NP_569844.2|DMEL	LOC6034013|XP_038120365.1|CQUI
OG0008112	east|NP_001245484.1|DMEL	LOC6034014|XP_038114798.1|CQUI
OG0008113	mRpL49|NP_572839.1|DMEL	LOC6034017|XP_001844403.2|CQUI
OG0008114	Brms1|NP_572840.1|DMEL	LOC6034018|XP_001844404.1|CQUI
OG0008115	sdt|NP_001033835.2|DMEL	LOC6034019|XP_038122089.1|CQUI
OG0008116	slpr|NP_001188558.1|DMEL	LOC6034023|XP_038120223.1|CQUI
OG0008117	pico|NP_608363.1|DMEL	LOC6034039|XP_038120226.1|CQUI
OG0008118	CG17778|NP_569846.2|DMEL	LOC6049668|XP_001866389.2|CQUI
OG0008119	Ubqn|NP_608344.1|DMEL	LOC6049667|XP_001866388.1|CQUI
OG0008120	CDK2AP1|NP_001259439.1|DMEL	LOC6049659|XP_001866382.1|CQUI
OG0008121	CG8569|NP_610795.1|DMEL	LOC6049660|XP_038122105.1|CQUI
OG0008122	Pink1|NP_572340.2|DMEL	LOC6041874|XP_038122106.1|CQUI
OG0008123	Top3beta|NP_511059.2|DMEL	LOC6041872|XP_001851071.2|CQUI
OG0008124	Pdfr|NP_001245501.1|DMEL	LOC6041861|XP_038122108.1|CQUI
OG0008125	rb|NP_525071.2|DMEL	LOC6041864|XP_001851063.2|CQUI
OG0008126	CG3823|NP_572313.1|DMEL	LOC6041883|XP_038119826.1|CQUI
OG0008127	pigs|NP_572331.2|DMEL	LOC119768736|XP_038115541.1|CQUI
OG0008128	CG11679|NP_573063.1|DMEL	LOC119769820|XP_038119433.1|CQUI
OG0008129	CG3815|NP_572311.1|DMEL	LOC6047952|XP_038119726.1|CQUI
OG0008130	Rab35|NP_608373.1|DMEL	LOC6047947|XP_001864935.1|CQUI
OG0008131	tyn|NP_001368965.1|DMEL	LOC6053025|XP_038115708.1|CQUI
OG0008132	CG6432|NP_651247.1|DMEL	LOC6045455|XP_038120630.1|CQUI
OG0008136	Ir25a|NP_001260049.1|DMEL	LOC6053318|XP_038112917.1|CQUI
OG0008137	CG3081|NP_572176.2|DMEL	LOC6045835|XP_038114247.1|CQUI
OG0008138	Hsc20|NP_001097616.1|DMEL	LOC6031523|XP_001842312.2|CQUI
OG0008139	CG30059|NP_610872.1|DMEL, CG18278|NP_725289.1|DMEL	LOC6031520|XP_001842310.2|CQUI
OG0008140	CG3556|NP_572164.2|DMEL	LOC6031516|XP_038109998.1|CQUI
OG0008141	CG32668|NP_727502.1|DMEL	LOC6031514|XP_038109991.1|CQUI
OG0008142	CG14210|NP_608328.1|DMEL	LOC6031511|XP_038110052.1|CQUI
OG0008143	ArgRS|NP_573081.1|DMEL	LOC6031505|XP_038108403.1|CQUI
OG0008144	ox|NP_476985.1|DMEL	LOC6031503|XP_001842293.1|CQUI
OG0008145	LIMK1|NP_511139.2|DMEL	LOC6031483|XP_038109700.1|CQUI
OG0008146	unc-119|NP_572389.1|DMEL	LOC6031480|XP_001842280.1|CQUI
OG0008147	CG1677|NP_572387.1|DMEL	LOC6031475|XP_038109031.1|CQUI
OG0008148	Rbcn-3A|NP_572302.2|DMEL	LOC6041147|XP_038106453.1|CQUI
OG0008149	CG3168|NP_572345.1|DMEL	LOC6036872|XP_038110245.1|CQUI
OG0008150	SrpRalpha|NP_524887.2|DMEL	LOC6036876|XP_001846857.2|CQUI
OG0008151	beta-Spec|NP_001259660.1|DMEL	LOC6036877|XP_038109047.1|CQUI
OG0008152	Hr4|NP_001259161.1|DMEL	LOC6036879|XP_038106435.1|CQUI
OG0008153	CG4806|NP_611955.2|DMEL	LOC6046820|XP_001863959.2|CQUI
OG0008154	Tsen34|NP_001036605.2|DMEL	LOC6046822|XP_001863961.2|CQUI
OG0008155	Ccdc56|NP_996062.3|DMEL	LOC6040057|XP_001849528.1|CQUI
OG0008156	rod|NP_476705.1|DMEL	LOC6042519|XP_038113927.1|CQUI
OG0008157	CG6345|NP_650002.1|DMEL	LOC6054198|XP_038106277.1|CQUI
OG0008158	eIF2alpha|NP_573130.1|DMEL	LOC6043549|XP_001859687.1|CQUI
OG0008159	CG42495|NP_001163464.1|DMEL	LOC119767662|XP_038112656.1|CQUI
OG0008160	Fak|NP_001137718.1|DMEL	LOC6052203|XP_038112566.1|CQUI
OG0008161	CG1231|NP_612032.1|DMEL	LOC6043515|XP_001859475.2|CQUI
OG0008162	Gga|NP_572571.1|DMEL	LOC6043497|XP_038111385.1|CQUI
OG0008163	CG42272|NP_729101.2|DMEL	LOC6049606|XP_038114084.1|CQUI
OG0008164	zyd|NP_001015261.3|DMEL	LOC6035966|XP_038106058.1|CQUI
OG0008165	Raf|NP_525047.1|DMEL	LOC6035978|XP_038110312.1|CQUI
OG0008166	CG1622|NP_572872.1|DMEL	LOC6035979|XP_038112126.1|CQUI
OG0008167	CG11085|NP_572815.3|DMEL	LOC6040769|XP_038112127.1|CQUI
OG0008168	CG1463|NP_572813.2|DMEL	LOC119767658|XP_038112625.1|CQUI
OG0008169	Sec22|NP_001259103.1|DMEL	LOC6051637|XP_001868047.1|CQUI
OG0008170	HPS1|NP_610997.1|DMEL	LOC6051632|XP_038112878.1|CQUI
OG0008171	mahe|NP_572424.1|DMEL	LOC6045075|XP_038113552.1|CQUI
OG0008172	Ice2|NP_650946.3|DMEL	LOC6035710|XP_001845841.2|CQUI
OG0008173	CG8679|NP_610099.1|DMEL	LOC6042635|XP_001870697.2|CQUI
OG0008174	CG33155|NP_001027417.1|DMEL	LOC6037696|XP_001847583.2|CQUI
OG0008175	Cfp1|NP_572556.1|DMEL	LOC6037734|XP_038111157.1|CQUI
OG0008176	Dredd|NP_477249.3|DMEL	LOC6048244|XP_038110660.1|CQUI
OG0008177	Rab18|NP_524744.2|DMEL	LOC6035926|XP_001846036.2|CQUI
OG0008178	mbt|NP_523375.2|DMEL	LOC6035924|XP_038109286.1|CQUI
OG0008179	CG9213|NP_788910.1|DMEL	LOC119767663|XP_038112657.1|CQUI
OG0008180	Cdc45|NP_569880.1|DMEL	LOC6041404|XP_038109221.1|CQUI
OG0008181	CG3021|NP_652639.1|DMEL	LOC6035913|XP_038109520.1|CQUI
OG0008182	MrgBP|NP_610417.1|DMEL	LOC6052173|XP_038110886.1|CQUI
OG0008183	Fatp3|NP_726437.2|DMEL	LOC6051249|XP_038109303.1|CQUI
