Orthogroup	DMEL.longest_only	AEAL.longest_only
OG0007800	rdhB|NP_651024.1|DMEL	LOC109430342|XP_029722945.1|AEAL
OG0007802	BBIP1|NP_001163568.1|DMEL	LOC109430215|XP_019561808.1|AEAL, LOC115260341|XP_029717130.1|AEAL
OG0007804	Evi5|NP_727526.2|DMEL	LOC109399932|XP_029729778.1|AEAL
OG0007805	dod|NP_523428.1|DMEL	LOC109399954|XP_019527967.1|AEAL
OG0007806	peng|NP_523429.1|DMEL	LOC109399952|XP_029729777.1|AEAL
OG0007808	Nepl16|NP_001097912.1|DMEL	LOC109402372|XP_029730300.1|AEAL, LOC109416958|XP_029716259.1|AEAL
OG0007809	CG9577|NP_608375.1|DMEL	LOC109425514|XP_019556309.2|AEAL
OG0007810	CG7099|NP_609648.1|DMEL	LOC109417289|XP_019546939.2|AEAL
OG0007811	Bruce|NP_001262460.1|DMEL	LOC109411403|XP_029716189.1|AEAL
OG0007812	CG1789|NP_572504.1|DMEL	LOC109621642|XP_019931290.2|AEAL
OG0007813	CG31121|NP_733058.1|DMEL	LOC109400513|XP_029715852.1|AEAL
OG0007814	CG6398|NP_573244.1|DMEL	LOC109622456|XP_019932344.1|AEAL
OG0007815	Bx42|NP_511093.2|DMEL	LOC109425244|XP_019556035.2|AEAL
OG0007816	CG5282|NP_649221.1|DMEL	LOC109419817|XP_019549659.2|AEAL
OG0007817	Hpr1|NP_649594.1|DMEL	LOC109425308|XP_019556090.2|AEAL
OG0007818	Kal1|NP_651220.3|DMEL	LOC109425318|XP_029715951.1|AEAL
OG0007819	Rpp20|NP_001285462.1|DMEL	LOC109419806|XP_019549646.2|AEAL
OG0007820	CG1607|NP_001263139.1|DMEL	LOC109415422|XP_029729677.1|AEAL
OG0007821	CG15529|NP_651773.1|DMEL	LOC115267036|XP_029729681.1|AEAL, LOC109415421|XP_019544833.2|AEAL
OG0007822	CG11498|NP_001334706.1|DMEL	LOC109415420|XP_029729680.1|AEAL
OG0007823	CG31028|NP_733352.3|DMEL	LOC109425345|XP_019556142.2|AEAL
OG0007824	CG2321|NP_651692.2|DMEL	LOC109425528|XP_029715837.1|AEAL
OG0007825	CG46280|NP_650253.1|DMEL	LOC109397201|XP_019525091.2|AEAL, LOC109414949|XP_019544345.2|AEAL
OG0007826	CG9986|NP_651623.1|DMEL	LOC109397118|XP_019525002.2|AEAL
OG0007827	CG3224|NP_572335.1|DMEL	LOC109398472|XP_019526396.1|AEAL
OG0007829	srl|NP_730835.2|DMEL	LOC109398457|XP_029720671.1|AEAL
OG0007831	CG9240|NP_573054.2|DMEL	LOC109623070|XP_019933088.2|AEAL
OG0007832	Naxe|NP_572604.2|DMEL	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL
OG0007833	CG16903|NP_569980.1|DMEL	LOC109623098|XP_029709998.1|AEAL
OG0007834	CG11791|NP_651327.1|DMEL	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL
OG0007835	CG33096|NP_001356926.1|DMEL	LOC115253987|XP_029712723.1|AEAL, LOC109622970|XP_029712738.1|AEAL
OG0007836	CG42375|NP_001138048.1|DMEL	LOC115257405|XP_029712826.1|AEAL
OG0007837	Osi11|NP_649630.1|DMEL	LOC109411181|XP_019540200.2|AEAL
OG0007838	Osi2|NP_649621.1|DMEL	LOC109403615|XP_029730130.1|AEAL
OG0007839	Arfrp1|NP_572526.1|DMEL	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL
OG0007840	eIF2Balpha|NP_651752.1|DMEL	LOC109411499|XP_029723460.1|AEAL
OG0007841	Cby|NP_650989.6|DMEL	LOC109423569|XP_019554097.2|AEAL
OG0007842	jus|NP_001097963.1|DMEL	LOC109402379|XP_029712620.1|AEAL
OG0007843	CG14515|NP_651681.2|DMEL	LOC109402471|XP_019530703.2|AEAL
OG0007844	CG33958|NP_001033958.1|DMEL	LOC109405405|XP_029733821.1|AEAL
OG0007845	CCHa2|NP_650285.1|DMEL	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL
OG0007846	CG4119|NP_572242.1|DMEL	LOC109408271|XP_019537078.2|AEAL
OG0007847	CG18428|NP_651213.1|DMEL	LOC109405419|XP_019534030.2|AEAL
OG0007848	Sec10|NP_651218.1|DMEL	LOC109424828|XP_019555565.2|AEAL
OG0007849	PpD3|NP_524946.1|DMEL	LOC109414622|XP_019543999.2|AEAL
OG0007850	CG16908|NP_649937.1|DMEL	LOC109414624|XP_019544001.2|AEAL
OG0007851	CG34293|NP_001097945.1|DMEL	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL
OG0007852	CG10035|NP_650182.1|DMEL	LOC109424793|XP_019555523.2|AEAL
OG0007853	CG10000|NP_651630.3|DMEL	LOC109413326|XP_019542589.2|AEAL
OG0007854	CG5510|NP_651224.1|DMEL	LOC109413324|XP_019542587.2|AEAL
OG0007858	Snx6|NP_001245939.1|DMEL	LOC109403851|XP_029732508.1|AEAL
OG0007859	Zpr1|NP_572532.1|DMEL	LOC109403855|XP_019532298.2|AEAL, LOC115268548|XP_029732498.1|AEAL
OG0007860	Mcm5|NP_524308.2|DMEL	LOC109404030|XP_029723623.1|AEAL
OG0007861	Desi|NP_650016.1|DMEL	LOC109403977|XP_019532395.1|AEAL
OG0007862	CG45073|NP_001287601.1|DMEL	LOC109412795|XP_029723625.1|AEAL
OG0007863	CG6115|NP_652578.1|DMEL	LOC109412787|XP_029723636.1|AEAL
OG0007864	CG9626|NP_649781.1|DMEL	LOC109432051|XP_029723669.1|AEAL
OG0007865	CG7264|NP_648515.1|DMEL	LOC115264223|XP_029723607.1|AEAL, LOC109432059|XP_019563905.2|AEAL
OG0007866	CG5285|NP_650609.1|DMEL	LOC109412857|XP_019542023.2|AEAL
OG0007867	AdipoR|NP_651061.1|DMEL	LOC109405207|XP_029720365.1|AEAL
OG0007868	mah|NP_651316.1|DMEL	LOC109405236|XP_019533814.2|AEAL
OG0007869	Nep1|NP_511056.2|DMEL	LOC109409654|XP_019538660.1|AEAL
OG0007870	SuUR|NP_524835.1|DMEL	LOC109411451|XP_019540512.2|AEAL
OG0007871	CG9114|NP_573016.1|DMEL	LOC109621675|XP_029726147.1|AEAL
OG0007872	unc-13-4A|NP_648096.4|DMEL	LOC115257273|XP_029712579.1|AEAL, LOC109410364|XP_029726174.1|AEAL
OG0007873	CG42307|NP_001137899.1|DMEL	LOC109622440|XP_019932328.2|AEAL, LOC109410306|XP_019539404.2|AEAL
OG0007874	CG3309|NP_572216.1|DMEL	LOC109423302|XP_019553775.2|AEAL
OG0007875	CG11883|NP_001097260.1|DMEL	LOC109423298|XP_029726461.1|AEAL
OG0007876	Tsp5D|NP_001259266.1|DMEL	LOC109429038|XP_019560416.1|AEAL
OG0007877	gce|NP_511160.2|DMEL	LOC109413956|XP_019543231.2|AEAL
OG0007878	CG33785|NP_001027443.1|DMEL	LOC109418081|XP_019547800.1|AEAL
OG0007879	Eip74EF|NP_730288.1|DMEL	LOC109418949|XP_029733593.1|AEAL
OG0007882	mge|NP_523910.1|DMEL	LOC109416460|XP_019546066.2|AEAL
OG0007883	Eip63F-1|NP_524902.2|DMEL	LOC109402587|XP_029712091.1|AEAL, LOC109406423|XP_029725710.1|AEAL
OG0007884	Obp73a|NP_001097628.1|DMEL	LOC109426591|XP_019557668.2|AEAL
OG0007885	Git|NP_610599.3|DMEL	LOC109417816|XP_019547535.2|AEAL
OG0007886	CG7110|NP_609652.3|DMEL	LOC109426796|XP_029725451.1|AEAL
OG0007887	ida|NP_647837.2|DMEL	LOC109417851|XP_019547574.2|AEAL
OG0007890	Atg18a|NP_001261565.1|DMEL	LOC109621926|XP_019931678.2|AEAL
OG0007891	B9d1|NP_650470.1|DMEL	LOC109407938|XP_019536681.2|AEAL
OG0007892	l_2_09851|NP_610182.3|DMEL	LOC109407990|XP_019536744.2|AEAL
OG0007893	mi|NP_611803.1|DMEL	LOC109407996|XP_029735120.1|AEAL
OG0007894	nwk|NP_001286994.1|DMEL	LOC109414872|XP_029735172.1|AEAL
OG0007895	rno|NP_612007.2|DMEL	LOC109413473|XP_019542694.2|AEAL
OG0007896	ND-13B|NP_648409.1|DMEL	LOC109413483|XP_019542708.1|AEAL
OG0007897	ArfGAP1|NP_524040.2|DMEL	LOC109403238|XP_019531566.2|AEAL
OG0007898	yellow-g2|NP_647710.1|DMEL	LOC109403201|XP_019531502.1|AEAL
OG0007899	Ccn|NP_730294.1|DMEL	LOC109425682|XP_029734693.1|AEAL
OG0007900	ND-MWFE|NP_001097297.1|DMEL	LOC109401545|XP_019529663.1|AEAL
OG0007901	Prm|NP_523982.2|DMEL	LOC109416453|XP_029722237.1|AEAL, LOC109407433|XP_029722348.1|AEAL
OG0007902	opm|NP_572994.1|DMEL	LOC109430955|XP_019562616.1|AEAL
OG0007903	Strump|NP_648840.1|DMEL	LOC109430930|XP_029721959.1|AEAL
OG0007904	HIPP1|NP_649261.1|DMEL	LOC109430909|XP_019562555.2|AEAL
OG0007905	Wwox|NP_609171.1|DMEL	LOC109433386|XP_019565363.2|AEAL, LOC109430962|XP_019562628.2|AEAL
OG0007906	DIP-delta|NP_001097508.2|DMEL	LOC109398085|XP_029730423.1|AEAL
OG0007911	Ccz1|NP_647835.1|DMEL	LOC109401026|XP_019529054.2|AEAL
OG0007912	mRpL46|NP_647661.1|DMEL	LOC109420866|XP_019550892.2|AEAL
OG0007913	CG14977|NP_001261382.1|DMEL	LOC109401023|XP_019529046.1|AEAL
OG0007914	prc|NP_524658.2|DMEL	LOC109428694|XP_019560048.2|AEAL
OG0007915	Su_P_|NP_524116.2|DMEL	LOC109423870|XP_019554458.2|AEAL
OG0007916	CG14000|NP_608969.1|DMEL	LOC115259298|XP_029715691.1|AEAL, LOC115269870|XP_029734526.1|AEAL
OG0007917	CG33774|NP_001027396.1|DMEL	LOC109621228|XP_029728720.1|AEAL
OG0007918	CG30157|NP_724519.1|DMEL	LOC109408206|XP_019536991.2|AEAL
OG0007919	CG8180|NP_001286458.1|DMEL	LOC109418472|XP_019548228.2|AEAL
OG0007920	CG15673|NP_611591.3|DMEL	LOC109408906|XP_019537834.2|AEAL, LOC109418471|XP_019548227.2|AEAL
OG0007921	Tsp47F|NP_725044.1|DMEL	LOC109408918|XP_019537849.2|AEAL
OG0007922	CG4702|NP_001247070.1|DMEL	LOC109415148|XP_019544577.2|AEAL
OG0007923	Myo10A|NP_001036269.2|DMEL	LOC109414978|XP_029728996.1|AEAL, LOC115266617|XP_029728941.1|AEAL
OG0007924	nemy|NP_725208.1|DMEL	LOC109407033|XP_029729024.1|AEAL
OG0007926	CG8320|NP_611072.2|DMEL	LOC109406673|XP_029732847.1|AEAL
OG0007927	Liprin-alpha|NP_001260155.1|DMEL	LOC109402987|XP_029719603.1|AEAL
OG0007928	Hnf4|NP_723413.1|DMEL	LOC109403694|XP_029709943.1|AEAL
OG0007929	Nlg2|NP_523496.1|DMEL	LOC109411553|XP_029709929.1|AEAL
OG0007931	CG9527|NP_001137800.1|DMEL	LOC109427905|XP_029728385.1|AEAL
OG0007932	Mfe2|NP_573109.1|DMEL	LOC109428196|XP_019559441.2|AEAL
OG0007933	CG14906|NP_650573.1|DMEL	LOC109428192|XP_029734299.1|AEAL
OG0007934	CG14651|NP_649475.3|DMEL	LOC109424543|XP_019555271.2|AEAL
OG0007935	Edem2|NP_609611.1|DMEL	LOC109427858|XP_019558976.2|AEAL
OG0007936	RpS27A|NP_476778.1|DMEL	LOC109433241|XP_019565194.1|AEAL
OG0007937	mts|NP_476805.1|DMEL	LOC109420084|XP_019549937.1|AEAL
OG0007938	CG6729|NP_609449.1|DMEL	LOC109420078|XP_019549927.2|AEAL
OG0007939	Cep97|NP_608811.2|DMEL	LOC109420075|XP_019549924.2|AEAL
OG0007940	capu|NP_001137784.1|DMEL	LOC109420070|XP_019549917.2|AEAL
OG0007941	Atf6|NP_995745.1|DMEL	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL
OG0007942	CG15914|NP_573084.1|DMEL	LOC109408297|XP_019537113.2|AEAL
OG0007943	CG43778|NP_001369129.1|DMEL	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL
OG0007944	dlt|NP_728672.1|DMEL	LOC109412379|XP_029712647.1|AEAL
OG0007945	CG7384|NP_609417.1|DMEL	LOC109412369|XP_019541570.2|AEAL
OG0007946	CG17658|NP_611845.2|DMEL	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL
OG0007947	Uvrag|NP_609632.1|DMEL	LOC109433112|XP_019565050.2|AEAL
OG0007949	fz4|NP_511068.2|DMEL	LOC109420001|XP_019549838.1|AEAL
OG0007953	CG13982|NP_609025.1|DMEL	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL
OG0007957	CG5731|NP_609354.1|DMEL	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL
OG0007958	CG13404|NP_572954.2|DMEL	LOC109408121|XP_019536885.1|AEAL
OG0007959	amos|NP_477446.1|DMEL	LOC109419059|XP_019548811.2|AEAL
OG0007960	SmB|NP_001188780.1|DMEL	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL
OG0007961	CG5112|NP_651400.1|DMEL	LOC109409247|XP_019538207.2|AEAL
OG0007962	Smyd3|NP_524768.2|DMEL	LOC109404439|XP_019532876.2|AEAL
OG0007963	CG9426|NP_609616.1|DMEL	LOC109404656|XP_029715234.1|AEAL
OG0007964	CG9596|NP_995638.1|DMEL	LOC109404751|XP_019533229.2|AEAL
OG0007965	stai|NP_001245912.1|DMEL	LOC109420996|XP_019551019.2|AEAL
OG0007966	Rrp40|NP_722725.1|DMEL	LOC115268657|XP_029732629.1|AEAL
OG0007967	Itgbn|NP_523608.2|DMEL	LOC109415690|XP_029714846.1|AEAL
OG0007968	haf|NP_001356954.1|DMEL	LOC109416537|XP_029715235.1|AEAL
OG0007969	Mob3|NP_609364.1|DMEL	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL
OG0007970	CNBP|NP_611739.1|DMEL	LOC109417743|XP_019547405.1|AEAL
OG0007971	hop|NP_511119.2|DMEL	LOC109419906|XP_029708892.1|AEAL
OG0007973	CG6405|NP_609564.1|DMEL	LOC115255128|XP_029708860.1|AEAL, LOC109419845|XP_019549678.2|AEAL
OG0007974	Fer3HCH|NP_572854.1|DMEL	LOC109414012|XP_019543284.2|AEAL
OG0007976	CG12659|NP_001259344.1|DMEL	LOC109407379|XP_019535923.2|AEAL
OG0007977	Mcr|NP_524688.1|DMEL	LOC109431814|XP_029708483.1|AEAL
OG0007978	mRpL24|NP_523476.1|DMEL	LOC109431819|XP_019563630.2|AEAL
OG0007979	CG43861|NP_001260615.1|DMEL	LOC109427650|XP_029708458.1|AEAL
OG0007981	CG8134|NP_573056.1|DMEL	LOC109427901|XP_019559058.2|AEAL
OG0007982	TTLL4A|NP_723642.2|DMEL	LOC109427916|XP_029728553.1|AEAL
OG0007983	JMJD4|NP_609870.1|DMEL	LOC109430175|XP_019561772.2|AEAL
OG0007985	CG41378|NP_001163836.1|DMEL	LOC109423957|XP_019554571.1|AEAL
OG0007986	CG5435|NP_609567.2|DMEL	LOC115265636|XP_029727367.1|AEAL
OG0007987	Snx21|NP_608709.1|DMEL	LOC109404797|XP_019533290.2|AEAL
OG0007988	Kua|NP_610026.1|DMEL	LOC109418121|XP_029727181.1|AEAL
OG0007989	CG5708|NP_609359.1|DMEL	LOC109418060|XP_029727189.1|AEAL
OG0007990	Wdfy2|NP_609400.1|DMEL	LOC109421652|XP_019551717.2|AEAL
OG0007991	bowl|NP_476883.1|DMEL	LOC109421565|XP_019551630.2|AEAL
OG0007992	lmgA|NP_001097122.1|DMEL	LOC109421540|XP_029732657.1|AEAL, LOC109409148|XP_019538110.1|AEAL
OG0007993	gammaCOP|NP_001263145.1|DMEL	LOC109421520|XP_019551575.2|AEAL
OG0007994	CG4619|NP_001162929.1|DMEL	LOC109621857|XP_019931606.2|AEAL
OG0007995	DIP-kappa|NP_723828.1|DMEL	LOC109621350|XP_029732582.1|AEAL, LOC115268615|XP_029732606.1|AEAL
OG0007996	CG7378|NP_001285421.1|DMEL	LOC109402145|XP_029720068.1|AEAL
OG0007997	MED11|NP_649057.1|DMEL	LOC109429534|XP_019561046.1|AEAL
OG0007998	Tango6|NP_609922.2|DMEL	LOC109415438|XP_029720109.1|AEAL
OG0007999	CG17124|NP_609450.1|DMEL	LOC109398302|XP_029720159.1|AEAL
OG0008000	CG6495|NP_609451.1|DMEL	LOC109429805|XP_029720162.1|AEAL
OG0008001	CCT4|NP_609579.1|DMEL	LOC109411698|XP_019540815.2|AEAL
OG0008002	AP-2alpha|NP_995607.1|DMEL	LOC109411734|XP_019540871.1|AEAL
OG0008003	IFT43|NP_609581.3|DMEL	LOC109420448|XP_019550338.1|AEAL
OG0008004	ewg|NP_001245444.1|DMEL	LOC109398246|XP_019526112.2|AEAL
OG0008005	spri|NP_001259418.1|DMEL	LOC109411213|XP_019540249.2|AEAL
OG0008007	Usf|NP_572167.3|DMEL	LOC109414189|XP_019543518.1|AEAL
OG0008008	Blos3|NP_001097640.1|DMEL	LOC109414151|XP_029712511.1|AEAL, LOC115254437|XP_029707784.1|AEAL
OG0008009	Nsun2|NP_652007.1|DMEL	LOC109425447|XP_029707812.1|AEAL, LOC109421722|XP_029713955.1|AEAL
OG0008010	CG3632|NP_001096996.1|DMEL	LOC109421743|XP_019551819.2|AEAL
OG0008011	CG4269|NP_611683.1|DMEL	LOC115255672|XP_029709635.1|AEAL, LOC109421750|XP_019551831.2|AEAL
OG0008012	Pex6|NP_001027403.2|DMEL	LOC109421751|XP_019551832.2|AEAL
OG0008016	nkt|NP_648450.3|DMEL	LOC109423435|XP_019553987.1|AEAL
OG0008017	hec|NP_572843.2|DMEL	LOC109421803|XP_029732694.1|AEAL
OG0008018	futsch|NP_001096864.1|DMEL	LOC109418213|XP_029732700.1|AEAL
OG0008019	CG12531|NP_608350.2|DMEL	LOC115254335|XP_029707621.1|AEAL, LOC109418242|XP_029720776.1|AEAL
OG0008020	Regnase-1|NP_650863.3|DMEL	LOC109418259|XP_019547963.2|AEAL
OG0008021	Fcp3C|NP_477482.2|DMEL	LOC109428104|XP_019559337.2|AEAL, LOC109418324|XP_019548046.2|AEAL
OG0008022	Nep5|NP_733186.2|DMEL	LOC109418396|XP_019548119.2|AEAL
OG0008023	fs_1_N|NP_569901.1|DMEL	LOC109418432|XP_019548163.2|AEAL, LOC115263613|XP_029722705.1|AEAL
OG0008024	CG11409|NP_569902.2|DMEL	LOC109426162|XP_029722703.1|AEAL
OG0008026	Pa1|NP_572712.1|DMEL	LOC109407077|XP_019535646.2|AEAL
OG0008027	pon|NP_525072.2|DMEL	LOC115263794|XP_029723036.1|AEAL
OG0008028	14-3-3epsilon|NP_732309.1|DMEL	LOC109419212|XP_019548964.1|AEAL
OG0008030	atms|NP_649493.1|DMEL	LOC109429502|XP_019561015.2|AEAL
OG0008031	betaggt-II|NP_524894.1|DMEL	LOC109429507|XP_019561023.1|AEAL
OG0008032	RpL6|NP_651876.1|DMEL	LOC109405852|XP_019534455.1|AEAL
OG0008033	CG42327|NP_001036706.2|DMEL	LOC109398743|XP_029726321.1|AEAL
OG0008034	ATP8B|NP_731669.2|DMEL	LOC109411329|XP_029726639.1|AEAL
OG0008035	CG9411|NP_572962.1|DMEL	LOC115253894|XP_029727735.1|AEAL, LOC109411339|XP_029717712.1|AEAL
OG0008038	Klf15|NP_572185.1|DMEL	LOC109413778|XP_019543063.2|AEAL
OG0008039	CG15923|NP_001262769.1|DMEL	LOC109413672|XP_029727554.1|AEAL
OG0008040	CG1896|NP_651886.1|DMEL	LOC109413669|XP_029727574.1|AEAL
OG0008041	gd|NP_001259479.1|DMEL	LOC109425033|XP_019555776.2|AEAL
OG0008042	CG5641|NP_650196.1|DMEL	LOC109400199|XP_019528223.1|AEAL
OG0008043	CG2918|NP_569995.1|DMEL	LOC109427081|XP_029728548.1|AEAL, LOC109399798|XP_019527839.2|AEAL
OG0008044	per|NP_525056.2|DMEL	LOC109399730|XP_029723004.1|AEAL
OG0008054	CG13377|NP_569835.1|DMEL	LOC109401336|XP_029728621.1|AEAL
OG0008055	dsh|NP_511118.2|DMEL	LOC115266517|XP_029728629.1|AEAL
OG0008057	SecS|NP_649556.3|DMEL	LOC115266942|XP_029729519.1|AEAL
OG0008058	HEATR2|NP_731905.1|DMEL	LOC109411012|XP_019540004.2|AEAL
OG0008059	Rev7|NP_649555.1|DMEL	LOC109410893|XP_029730484.1|AEAL
OG0008061	bys|NP_511074.1|DMEL	LOC109415496|XP_019544930.2|AEAL
OG0008062	Scamp|NP_573023.2|DMEL	LOC109415495|XP_019544927.1|AEAL
OG0008063	NANS|NP_650195.1|DMEL	LOC109400878|XP_019528907.2|AEAL
OG0008064	Nipsnap|NP_573103.1|DMEL	LOC109430465|XP_029732074.1|AEAL
OG0008065	CG3342|NP_572324.1|DMEL	LOC109409565|XP_019538559.2|AEAL
OG0008066	S6kII|NP_523437.2|DMEL	LOC109430456|XP_029732243.1|AEAL, LOC109409576|XP_029732405.1|AEAL
OG0008067	Upf1|NP_572767.1|DMEL	LOC109405747|XP_019534360.1|AEAL
OG0008068	CG10362|NP_572771.1|DMEL	LOC109399348|XP_029722686.1|AEAL
OG0008069	CG14868|NP_650458.1|DMEL	LOC109430362|XP_019561966.2|AEAL
OG0008070	Pus1|NP_001163664.1|DMEL	LOC109432404|XP_019564295.2|AEAL
OG0008071	CG8300|NP_572384.1|DMEL	LOC109419329|XP_029734694.1|AEAL, LOC115266282|XP_029728112.1|AEAL
OG0008072	CG32533|NP_728244.1|DMEL	LOC109408450|XP_019537327.2|AEAL
OG0008073	org-1|NP_511085.2|DMEL	LOC115254636|XP_029708113.1|AEAL, LOC109408443|XP_029735174.1|AEAL
OG0008074	Es2|NP_572480.1|DMEL	LOC109419381|XP_019549158.2|AEAL
OG0008075	ppk9|NP_611622.2|DMEL	LOC109419354|XP_029735319.1|AEAL
OG0008076	pcx|NP_001259183.2|DMEL	LOC109405716|XP_019534328.2|AEAL
OG0008077	eIF3f1|NP_649489.1|DMEL	LOC109408401|XP_019537254.1|AEAL
OG0008078	schlank|NP_652526.1|DMEL	LOC109432412|XP_019564302.2|AEAL
OG0008079	CG9164|NP_573021.1|DMEL	LOC109432419|XP_029735868.1|AEAL
OG0008080	fs_1_K10|NP_477491.1|DMEL	LOC109416300|XP_019545888.2|AEAL
OG0008081	bcn92|NP_477059.2|DMEL	LOC109424067|XP_019554691.2|AEAL
OG0008082	spn-D|NP_733200.1|DMEL	LOC109426221|XP_019557220.2|AEAL
OG0008083	Spec2|NP_730968.1|DMEL	LOC109424052|XP_019554665.2|AEAL
OG0008084	Burs|NP_650983.1|DMEL	LOC115266155|XP_029727981.1|AEAL
OG0008085	CG14238|NP_651480.1|DMEL	LOC109404426|XP_029727840.1|AEAL
OG0008086	Rga|NP_730966.1|DMEL	LOC109431859|XP_029727842.1|AEAL
OG0008087	CG6340|NP_573034.1|DMEL	LOC109422729|XP_029727900.1|AEAL
OG0008088	fs_1_Ya|NP_477493.2|DMEL	LOC109401125|XP_029727941.1|AEAL, LOC109422684|XP_019553090.2|AEAL
OG0008089	CG2277|NP_612095.3|DMEL	LOC109401087|XP_019529111.2|AEAL, LOC115271083|XP_029736408.1|AEAL
OG0008090	Rpp21|NP_788853.1|DMEL	LOC109402789|XP_019531039.2|AEAL, LOC109422609|XP_019552961.2|AEAL
OG0008092	Hs6st|NP_524409.2|DMEL	LOC109398937|XP_019526940.2|AEAL
OG0008093	Dhc16F|NP_523394.1|DMEL	LOC109433418|XP_029718558.1|AEAL
OG0008094	dgt2|NP_609531.1|DMEL	LOC109403715|XP_019532120.2|AEAL
OG0008095	Blm|NP_524319.2|DMEL	LOC109403318|XP_019531670.2|AEAL
OG0008096	Mybbp1A|NP_476593.2|DMEL	LOC109406532|XP_019535175.2|AEAL
OG0008097	CG2004|NP_572501.1|DMEL	LOC109406509|XP_019535144.1|AEAL
OG0008099	CG5618|NP_649211.1|DMEL	LOC109403281|XP_029718621.1|AEAL
OG0008101	na|NP_001096981.2|DMEL	LOC109415077|XP_019544495.1|AEAL
OG0008102	CG5516|NP_650515.1|DMEL	LOC109414145|XP_029718362.1|AEAL, LOC109417350|XP_019547002.2|AEAL
OG0008103	CG7889|NP_573368.2|DMEL	LOC109414114|XP_019560683.2|AEAL
OG0008104	SCCRO|NP_001246770.1|DMEL	LOC109398852|XP_019526838.2|AEAL
OG0008105	CG33332|NP_996214.1|DMEL	LOC109398862|XP_029718770.1|AEAL
OG0008106	CG33169|NP_001137999.1|DMEL	LOC109398894|XP_029718778.1|AEAL
OG0008107	CG12594|NP_650109.1|DMEL	LOC109398885|XP_019526880.2|AEAL
OG0008108	cin|NP_477030.1|DMEL	LOC109429163|XP_019560573.2|AEAL
OG0008109	CG3527|NP_572170.1|DMEL	LOC109398887|XP_019526881.2|AEAL
OG0008110	v|NP_511113.1|DMEL	LOC109428136|XP_019559368.2|AEAL
OG0008111	CG3156|NP_569844.2|DMEL	LOC109406885|XP_019535441.2|AEAL
OG0008112	east|NP_001245484.1|DMEL	LOC109404438|XP_029719076.1|AEAL
OG0008113	mRpL49|NP_572839.1|DMEL	LOC109404433|XP_019532853.2|AEAL
OG0008114	Brms1|NP_572840.1|DMEL	LOC109406887|XP_029719077.1|AEAL
OG0008115	sdt|NP_001033835.2|DMEL	LOC109404436|XP_029719078.1|AEAL
OG0008116	slpr|NP_001188558.1|DMEL	LOC109406884|XP_029719086.1|AEAL
OG0008117	pico|NP_608363.1|DMEL	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL
OG0008118	CG17778|NP_569846.2|DMEL	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL
OG0008119	Ubqn|NP_608344.1|DMEL	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL
OG0008120	CDK2AP1|NP_001259439.1|DMEL	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL
OG0008121	CG8569|NP_610795.1|DMEL	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL
OG0008122	Pink1|NP_572340.2|DMEL	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL
OG0008123	Top3beta|NP_511059.2|DMEL	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL
OG0008124	Pdfr|NP_001245501.1|DMEL	LOC109404983|XP_029719181.1|AEAL
OG0008125	rb|NP_525071.2|DMEL	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL
OG0008126	CG3823|NP_572313.1|DMEL	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL
OG0008127	pigs|NP_572331.2|DMEL	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL
OG0008128	CG11679|NP_573063.1|DMEL	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL
OG0008129	CG3815|NP_572311.1|DMEL	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL
