Orthogroup	DMEL.longest_only	CPIP.longest_only
OG0006849	CG5989|NP_648242.1|DMEL	LOC120421934|XP_039441174.1|CPIP
OG0006850	CG6282|NP_001261595.1|DMEL	LOC120421929|XP_039441162.1|CPIP
OG0006851	GAPsec|NP_648245.2|DMEL	LOC120421936|XP_039441176.1|CPIP
OG0006852	Cyp49a1|NP_610588.2|DMEL	LOC120431055|XP_039452143.1|CPIP
OG0006853	CG7201|NP_648200.1|DMEL	LOC120418795|XP_039437211.1|CPIP
OG0006854	CG1441|NP_610535.1|DMEL	LOC120418817|XP_039437262.1|CPIP
OG0006855	Tsf2|NP_524044.1|DMEL	LOC120418810|XP_039437254.1|CPIP
OG0006856	Ttd14|NP_001097366.1|DMEL	LOC120418851|XP_039437308.1|CPIP
OG0006858	syd|NP_524652.1|DMEL	LOC120429738|XP_039450726.1|CPIP
OG0006863	por|NP_476890.1|DMEL	LOC120418850|XP_039437307.1|CPIP
OG0006867	CG6362|NP_611268.1|DMEL	LOC120413433|XP_039430178.1|CPIP
OG0006870	stan|NP_001260871.1|DMEL	LOC120424212|XP_039444200.1|CPIP
OG0006871	Socs44A|NP_523659.1|DMEL	LOC120424227|XP_039444218.1|CPIP
OG0006872	mRpL52|NP_610313.1|DMEL	LOC120426883|XP_039447654.1|CPIP
OG0006881	elB|NP_523566.4|DMEL	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	Mat1|NP_610605.1|DMEL	LOC120414674|XP_039431893.1|CPIP
OG0006883	CG3651|NP_610133.3|DMEL	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	Bem46|NP_477372.1|DMEL	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	Trim9|NP_001188786.1|DMEL	LOC120428156|XP_039449074.1|CPIP
OG0006886	Rad60|NP_651134.1|DMEL	LOC120425087|XP_039445413.1|CPIP
OG0006887	Rbcn-3B|NP_569960.2|DMEL	LOC120431276|XP_039452342.1|CPIP
OG0006888	Ip259|NP_477379.1|DMEL	LOC120431279|XP_039452350.1|CPIP
OG0006889	CycK|NP_788082.1|DMEL	LOC120431286|XP_039452360.1|CPIP
OG0006890	CG3008|NP_608871.1|DMEL	LOC120427689|XP_039448511.1|CPIP
OG0006891	CG18787|NP_652664.2|DMEL, CG18789|NP_723704.1|DMEL	LOC120427690|XP_039448513.1|CPIP
OG0006892	ninaA|NP_476656.1|DMEL	LOC120427692|XP_039448523.1|CPIP
OG0006893	mRpL10|NP_523440.1|DMEL	LOC120427686|XP_039448509.1|CPIP
OG0006894	CG11617|NP_608502.1|DMEL	LOC120427695|XP_039448525.1|CPIP
OG0006895	raptor|NP_572294.2|DMEL	LOC120428089|XP_039449008.1|CPIP
OG0006896	Tektin-A|NP_523577.1|DMEL	LOC120428088|XP_039449007.1|CPIP
OG0006897	CG33298|NP_995666.1|DMEL	LOC120425849|XP_039446402.1|CPIP
OG0006898	CG10338|NP_609897.2|DMEL	LOC120415482|XP_039432982.1|CPIP
OG0006899	CG15385|NP_608654.1|DMEL	LOC120419195|XP_039437801.1|CPIP
OG0006900	RPA3|NP_572737.1|DMEL	LOC120422802|XP_039442277.1|CPIP
OG0006901	Stip1|NP_477354.1|DMEL	LOC120415677|XP_039433198.1|CPIP
OG0006902	CG3603|NP_570046.1|DMEL	LOC120424565|XP_039444668.1|CPIP
OG0006903	CG7568|NP_001263071.1|DMEL	LOC120423658|XP_039443474.1|CPIP
OG0006904	CAH1|NP_523561.1|DMEL	LOC120418286|XP_039436547.1|CPIP
OG0006905	BicD|NP_001260531.1|DMEL	LOC120418320|XP_039436583.1|CPIP
OG0006906	tup|NP_476775.1|DMEL	LOC120418289|XP_039436550.1|CPIP
OG0006907	Nhe2|NP_001137851.1|DMEL	LOC120422970|XP_039442491.1|CPIP
OG0006908	CIAPIN1|NP_524938.1|DMEL	LOC120422983|XP_039442527.1|CPIP
OG0006909	CG5037|NP_609382.1|DMEL	LOC120422988|XP_039442532.1|CPIP
OG0006910	emb|NP_723391.2|DMEL	LOC120422992|XP_039442537.1|CPIP
OG0006911	Nep3|NP_523417.2|DMEL	LOC120421108|XP_039440197.1|CPIP
OG0006912	CG10132|NP_609979.2|DMEL	LOC120413589|XP_039430424.1|CPIP
OG0006913	CG5149|NP_609110.1|DMEL	LOC120413621|XP_039430462.1|CPIP
OG0006914	JMJD7|NP_648651.1|DMEL	LOC120413607|XP_039430445.1|CPIP
OG0006915	Fign|NP_608763.2|DMEL	LOC120413605|XP_039430443.1|CPIP
OG0006916	B4|NP_477325.2|DMEL	LOC120413590|XP_039430432.1|CPIP
OG0006917	Gli|NP_476602.1|DMEL	LOC120413616|XP_039430455.1|CPIP
OG0006918	ND-B17|NP_609765.1|DMEL	LOC120413618|XP_039430459.1|CPIP
OG0006919	brwl|NP_609298.1|DMEL	LOC120420427|XP_039439384.1|CPIP
OG0006920	Gyc32E|NP_001097148.1|DMEL	LOC120422371|XP_039441716.1|CPIP
OG0006921	for|NP_477487.1|DMEL	LOC120414069|XP_039431024.1|CPIP
OG0006922	CG9302|NP_609645.2|DMEL	LOC120414076|XP_039431031.1|CPIP
OG0006923	CG3407|NP_608809.1|DMEL	LOC120414101|XP_039431058.1|CPIP
OG0006924	Tim23|NP_001015387.1|DMEL	LOC120414107|XP_039431065.1|CPIP
OG0006925	CG2310|NP_651694.1|DMEL	LOC120414109|XP_039431068.1|CPIP
OG0006926	dpp|NP_477311.1|DMEL	LOC120420590|XP_039439600.1|CPIP
OG0006927	CG9886|NP_608684.1|DMEL	LOC120420624|XP_039439631.1|CPIP
OG0006928	CG18641|NP_608682.3|DMEL	LOC120420619|XP_039439626.1|CPIP
OG0006929	Zir|NP_608489.2|DMEL	LOC120420131|XP_039439015.1|CPIP
OG0006930	CG3294|NP_608857.2|DMEL	LOC120420144|XP_039439037.1|CPIP
OG0006931	CG6712|NP_477479.1|DMEL	LOC120422727|XP_039442193.1|CPIP
OG0006932	Cand1|NP_609389.1|DMEL	LOC120422492|XP_039441885.1|CPIP
OG0006933	CG5022|NP_609384.1|DMEL	LOC120423268|XP_039442941.1|CPIP
OG0006934	CG6621|NP_650036.2|DMEL	LOC120416083|XP_039433700.1|CPIP
OG0006935	CG3793|NP_001246038.1|DMEL	LOC120417360|XP_039435305.1|CPIP
OG0006936	CG11319|NP_001285682.1|DMEL	LOC120417363|XP_039435308.1|CPIP
OG0006937	REPTOR-BP|NP_609363.1|DMEL	LOC120417352|XP_039435288.1|CPIP
OG0006938	CG5885|NP_609321.1|DMEL	LOC120417348|XP_039435284.1|CPIP
OG0006939	Mlc-c|NP_001245533.1|DMEL	LOC120417350|XP_039435286.1|CPIP
OG0006940	muc|NP_609118.1|DMEL	LOC120413135|XP_039429773.1|CPIP
OG0006941	Samuel|NP_525101.2|DMEL	LOC120424966|XP_039445256.1|CPIP
OG0006942	whd|NP_001163111.1|DMEL	LOC120416296|XP_039433947.1|CPIP
OG0006943	CG13272|NP_609811.1|DMEL	LOC120413149|XP_039429788.1|CPIP
OG0006944	Eno|NP_722721.1|DMEL	LOC120413089|XP_039429729.1|CPIP
OG0006945	CG10333|NP_609888.2|DMEL	LOC120413103|XP_039429743.1|CPIP
OG0006946	grsm|NP_731749.3|DMEL	LOC120413118|XP_039429761.1|CPIP
OG0006947	l_2_35Be|NP_609735.1|DMEL	LOC120424101|XP_039444048.1|CPIP
OG0006948	pr|NP_724244.1|DMEL	LOC120428540|XP_039449506.1|CPIP
OG0006949	Secp43|NP_608837.2|DMEL	LOC120418950|XP_039437422.1|CPIP
OG0006950	CG8245|NP_610178.2|DMEL	LOC120428613|XP_039449594.1|CPIP
OG0006951	Akap200|NP_787998.1|DMEL	LOC120427877|XP_039448747.1|CPIP
OG0006952	Not10|NP_650215.1|DMEL	LOC120428397|XP_039449347.1|CPIP
OG0006953	RNaseX25|NP_523966.2|DMEL	LOC120425907|XP_039446460.1|CPIP
OG0006954	spict|NP_001260421.1|DMEL	LOC120425903|XP_039446457.1|CPIP
OG0006955	Srp14|NP_650896.2|DMEL	LOC120425916|XP_039446470.1|CPIP
OG0006956	CG17221|NP_608746.1|DMEL	LOC120416322|XP_039433978.1|CPIP
OG0006957	Sos|NP_476597.2|DMEL	LOC120416331|XP_039433995.1|CPIP
OG0006958	DCP1|NP_611842.1|DMEL	LOC120416316|XP_039433973.1|CPIP
OG0006959	BORCS6|NP_612037.1|DMEL	LOC120416310|XP_039433965.1|CPIP
OG0006960	Rcd4|NP_609221.1|DMEL	LOC120414771|XP_039432019.1|CPIP
OG0006961	Sytalpha|NP_001188832.1|DMEL	LOC120414744|XP_039431990.1|CPIP
OG0006962	CG2991|NP_608725.1|DMEL	LOC120420890|XP_039439945.1|CPIP
OG0006963	CG34109|NP_001036351.2|DMEL	LOC120418405|XP_039436715.1|CPIP
OG0006964	obst-B|NP_609339.1|DMEL	LOC120418423|XP_039436735.1|CPIP
OG0006965	CG10336|NP_609895.2|DMEL	LOC120421721|XP_039440904.1|CPIP
OG0006966	La|NP_477014.1|DMEL	LOC120421720|XP_039440902.1|CPIP
OG0006967	CG11180|NP_611495.1|DMEL	LOC120421717|XP_039440898.1|CPIP
OG0006968	CG9005|NP_001369081.1|DMEL	LOC120420821|XP_039439875.1|CPIP
OG0006969	Aps|NP_648421.1|DMEL	LOC120420808|XP_039439864.1|CPIP
OG0006970	pins|NP_524999.2|DMEL	LOC120419382|XP_039437987.1|CPIP
OG0006971	l_2_10685|NP_608573.1|DMEL	LOC120420145|XP_039439041.1|CPIP
OG0006972	SCAR|NP_001260368.1|DMEL	LOC120419902|XP_039438706.1|CPIP
OG0006973	Ir21a|NP_001097043.1|DMEL	LOC120420278|XP_039439214.1|CPIP
OG0006974	CG9547|NP_609040.1|DMEL	LOC120420510|XP_039439501.1|CPIP
OG0006975	senju|NP_608902.1|DMEL	LOC120419756|XP_039438518.1|CPIP
OG0006976	CG11030|NP_608956.1|DMEL	LOC120418791|XP_039437207.1|CPIP
OG0006977	CG15097|NP_001261079.1|DMEL	LOC120431287|XP_039452361.1|CPIP
OG0006978	cass|NP_477454.1|DMEL	LOC120420603|XP_039439615.1|CPIP
OG0006979	CG4133|NP_608526.1|DMEL	LOC120421951|XP_039441195.1|CPIP
OG0006980	CG9175|NP_608995.2|DMEL	LOC120428323|XP_039449254.1|CPIP
OG0006981	CG16972|NP_609612.2|DMEL	LOC120428319|XP_039449249.1|CPIP
OG0006983	CG11377|NP_608490.1|DMEL	LOC120422514|XP_039441904.1|CPIP
OG0006984	grp|NP_477011.1|DMEL	LOC120415468|XP_039432961.1|CPIP
OG0006985	CG8460|NP_609190.2|DMEL	LOC120415477|XP_039432974.1|CPIP
OG0006986	CG15629|NP_608859.1|DMEL	LOC120415478|XP_039432975.1|CPIP
OG0006988	CG10413|NP_609887.1|DMEL	LOC120416266|XP_039433904.1|CPIP
OG0006989	CG6153|NP_609580.1|DMEL	LOC120425340|XP_039445766.1|CPIP
OG0006990	CG9265|NP_610081.3|DMEL	LOC120425339|XP_039445765.1|CPIP
OG0006991	Mccc1|NP_651896.1|DMEL	LOC120425338|XP_039445764.1|CPIP
OG0006992	qtc|NP_523480.2|DMEL	LOC120421104|XP_039440187.1|CPIP
OG0006993	CLIP-190|NP_001368962.1|DMEL	LOC120415458|XP_039432935.1|CPIP
OG0006994	mon2|NP_001033884.2|DMEL	LOC120419175|XP_039437762.1|CPIP
OG0006995	Tap42|NP_723811.1|DMEL	LOC120415974|XP_039433559.1|CPIP
OG0006996	CG31855|NP_001137822.1|DMEL	LOC120416017|XP_039433608.1|CPIP
OG0006997	CG13744|NP_610439.1|DMEL	LOC120422511|XP_039441903.1|CPIP
OG0006998	CG31111|NP_733074.1|DMEL	LOC120416110|XP_039433727.1|CPIP
OG0006999	CG17712|NP_608619.1|DMEL	LOC120416281|XP_039433929.1|CPIP
OG0007000	CG4213|NP_608520.1|DMEL	LOC120428679|XP_039449668.1|CPIP
OG0007001	Cpr49Ab|NP_610769.1|DMEL	LOC120419855|XP_039438626.1|CPIP
OG0007002	Pax|NP_001033913.1|DMEL	LOC120412803|XP_039429333.1|CPIP
OG0007003	LamC|NP_001260974.1|DMEL	LOC120412837|XP_039429380.1|CPIP
OG0007004	Axud1|NP_608673.1|DMEL	LOC120413538|XP_039430347.1|CPIP
OG0007005	Oli|NP_523592.1|DMEL	LOC120413575|XP_039430397.1|CPIP
OG0007006	CG9109|NP_001285650.1|DMEL	LOC120416606|XP_039434334.1|CPIP
OG0007007	CG17768|NP_001188778.1|DMEL	LOC120416605|XP_039434333.1|CPIP
OG0007008	CG33003|NP_001137790.1|DMEL	LOC120429037|XP_039450108.1|CPIP
OG0007009	ClpP|NP_609388.1|DMEL	LOC120419793|XP_039438563.1|CPIP
OG0007010	CG10283|NP_001163006.1|DMEL	LOC120419985|XP_039438801.1|CPIP
OG0007011	RpII15|NP_731898.1|DMEL	LOC120415999|XP_039433588.1|CPIP
OG0007012	CG14044|NP_608879.1|DMEL	LOC120416021|XP_039433611.1|CPIP
OG0007013	rau|NP_608965.1|DMEL	LOC120416783|XP_039434585.1|CPIP
OG0007014	TrissinR|NP_001097092.1|DMEL	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP
OG0007015	Chd1|NP_001245851.1|DMEL	LOC120423472|XP_039443233.1|CPIP
OG0007016	milt|NP_001245927.1|DMEL	LOC120423474|XP_039443238.1|CPIP
OG0007017	NTPase|NP_001259972.1|DMEL	LOC120418609|XP_039436984.1|CPIP
OG0007018	Pect|NP_723789.2|DMEL	LOC120419835|XP_039438603.1|CPIP
OG0007019	Cht10|NP_001036422.1|DMEL	LOC120419821|XP_039438593.1|CPIP
OG0007020	CG31612|NP_724363.1|DMEL	LOC120422760|XP_039442239.1|CPIP
OG0007021	CG3662|NP_608549.2|DMEL	LOC120412812|XP_039429348.1|CPIP
OG0007022	Reph|NP_722945.2|DMEL	LOC120412791|XP_039429314.1|CPIP
OG0007023	Rsf1|NP_477001.2|DMEL	LOC120412787|XP_039429311.1|CPIP
OG0007024	MED17|NP_650686.1|DMEL	LOC120422042|XP_039441301.1|CPIP
OG0007025	CG12730|NP_572228.1|DMEL	LOC120415716|XP_039433245.1|CPIP
OG0007026	ex|NP_476840.2|DMEL	LOC120415703|XP_039433230.1|CPIP
OG0007027	cnir|NP_608745.1|DMEL	LOC120427815|XP_039448673.1|CPIP
OG0007028	Plc21C|NP_995605.1|DMEL	LOC120422037|XP_039441296.1|CPIP
OG0007029	CG13282|NP_609814.1|DMEL	LOC120423121|XP_039442734.1|CPIP
OG0007030	CG7246|NP_572520.1|DMEL	LOC120432458|XP_039453609.1|CPIP
OG0007031	Maf1|NP_001015167.2|DMEL	LOC120415585|XP_039433107.1|CPIP
OG0007032	CycH|NP_524207.1|DMEL	LOC120415548|XP_039433052.1|CPIP
OG0007033	Rab14|NP_788056.1|DMEL	LOC120415566|XP_039433075.1|CPIP
OG0007034	Snapin|NP_722835.1|DMEL	LOC120415567|XP_039433078.1|CPIP
OG0007035	CG11164|NP_572908.2|DMEL	LOC120415565|XP_039433074.1|CPIP
OG0007036	CG6951|NP_649197.1|DMEL	LOC120415539|XP_039433039.1|CPIP
OG0007037	CSN6|NP_524451.1|DMEL	LOC120415544|XP_039433049.1|CPIP
OG0007038	PIP5K59B|NP_001369113.1|DMEL	LOC120425291|XP_039445676.1|CPIP
OG0007041	Ac3|NP_610116.2|DMEL	LOC120422382|XP_039441725.1|CPIP
OG0007042	CG9541|NP_001260273.1|DMEL	LOC120422380|XP_039441722.1|CPIP
OG0007043	Hcs|NP_001287175.1|DMEL	LOC120422427|XP_039441777.1|CPIP
OG0007044	Wnt6|NP_609108.3|DMEL	LOC120423995|XP_039443938.1|CPIP
OG0007045	RhoGAP92B|NP_650844.1|DMEL	LOC120424983|XP_039445285.1|CPIP
OG0007046	CG12007|NP_649512.1|DMEL	LOC120423978|XP_039443903.1|CPIP
OG0007047	ND-13A|NP_608909.1|DMEL	LOC120413874|XP_039430780.1|CPIP
OG0007048	Su_dx_|NP_476753.1|DMEL	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP
OG0007049	Dim1|NP_608830.3|DMEL	LOC120422410|XP_039441761.1|CPIP
OG0007050	gudu|NP_609111.1|DMEL	LOC120419470|XP_039438090.1|CPIP
OG0007051	CG43707|NP_001260005.1|DMEL	LOC120419474|XP_039438094.1|CPIP
OG0007052	Ucp4A|NP_573246.1|DMEL	LOC120418711|XP_039437113.1|CPIP
OG0007053	CG6752|NP_650425.1|DMEL	LOC120432430|XP_039453582.1|CPIP
OG0007054	CG3594|NP_523855.1|DMEL	LOC120431920|XP_039452987.1|CPIP
OG0007055	Nox|NP_001097336.1|DMEL	LOC120428876|XP_039449936.1|CPIP
OG0007056	nSMase|NP_647790.1|DMEL	LOC120421137|XP_039440252.1|CPIP
OG0007057	CG15814|NP_573247.2|DMEL	LOC120425304|XP_039445709.1|CPIP
OG0007058	CG2685|NP_570023.1|DMEL	LOC120425298|XP_039445696.1|CPIP
OG0007059	CG7154|NP_609148.1|DMEL	LOC120419650|XP_039438341.1|CPIP
OG0007060	CG7179|NP_723315.3|DMEL	LOC120419667|XP_039438365.1|CPIP
OG0007061	CG7191|NP_609146.3|DMEL	LOC120419664|XP_039438361.1|CPIP
OG0007062	CG17075|NP_608508.1|DMEL	LOC120426890|XP_039447628.1|CPIP
OG0007063	fy|NP_477500.1|DMEL	LOC120431557|XP_039452599.1|CPIP
OG0007064	alc|NP_610460.1|DMEL	LOC120418716|XP_039437124.1|CPIP
OG0007065	mus304|NP_524135.3|DMEL	LOC120418701|XP_039437100.1|CPIP
OG0007066	CG32147|NP_730035.1|DMEL	LOC120423111|XP_039442723.1|CPIP
OG0007067	Stam|NP_477448.1|DMEL	LOC120423106|XP_039442719.1|CPIP
OG0007068	Apf|NP_723505.2|DMEL	LOC120423117|XP_039442729.1|CPIP
OG0007069	kuz|NP_477187.1|DMEL	LOC120421296|XP_039440421.1|CPIP
OG0007070	CG33672|NP_001027413.1|DMEL	LOC120414564|XP_039431718.1|CPIP
OG0007071	CG2790|NP_611986.2|DMEL	LOC120414573|XP_039431744.1|CPIP
OG0007072	Dsk|NP_524845.2|DMEL	LOC120414570|XP_039431740.1|CPIP
OG0007073	CG3652|NP_608828.2|DMEL	LOC120419463|XP_039438081.1|CPIP
OG0007074	CG5543|NP_611832.1|DMEL	LOC120429788|XP_039450782.1|CPIP
OG0007075	tho2|NP_608646.3|DMEL	LOC120432419|XP_039453553.1|CPIP
OG0007076	CG8613|NP_610953.1|DMEL	LOC120432435|XP_039453587.1|CPIP
OG0007077	CG17127|NP_001137813.1|DMEL	LOC120432441|XP_039453593.1|CPIP
OG0007078	CG17258|NP_608742.2|DMEL	LOC120432456|XP_039453607.1|CPIP
OG0007079	GABPI|NP_608741.1|DMEL	LOC120432424|XP_039453561.1|CPIP
OG0007080	Eaat1|NP_001369123.1|DMEL	LOC120423398|XP_039443125.1|CPIP
OG0007081	CG9536|NP_609033.1|DMEL	LOC120423406|XP_039443141.1|CPIP
OG0007082	Nhe1|NP_608491.3|DMEL	LOC120423400|XP_039443133.1|CPIP
OG0007083	rho-6|NP_788038.1|DMEL	LOC120423403|XP_039443135.1|CPIP
OG0007084	mthl1|NP_573140.1|DMEL	LOC120423395|XP_039443120.1|CPIP
OG0007085	CG17646|NP_608618.1|DMEL	LOC120412668|XP_039429164.1|CPIP
OG0007086	mRpL4|NP_524939.1|DMEL	LOC120417289|XP_039435174.1|CPIP
OG0007087	Nufip|NP_649058.1|DMEL	LOC120426284|XP_039446967.1|CPIP
OG0007088	RtGEF|NP_001369133.1|DMEL	LOC120426283|XP_039446962.1|CPIP
OG0007089	Saf6|NP_608545.1|DMEL	LOC120432461|XP_039453617.1|CPIP
OG0007090	CG9967|NP_608669.1|DMEL	LOC120420532|XP_039439539.1|CPIP
OG0007091	pkaap|NP_609783.1|DMEL	LOC120420523|XP_039439526.1|CPIP
OG0007092	CG14322|NP_001262675.1|DMEL	LOC120423972|XP_039443898.1|CPIP
OG0007093	pelo|NP_476982.1|DMEL	LOC120423985|XP_039443916.1|CPIP
OG0007094	hoip|NP_524714.1|DMEL	LOC120423988|XP_039443919.1|CPIP
OG0007095	Hs2st|NP_477339.1|DMEL	LOC120423973|XP_039443899.1|CPIP
OG0007096	fs_2_ltoPP43|NP_524940.1|DMEL	LOC120423974|XP_039443900.1|CPIP
OG0007097	ppk13|NP_001014495.1|DMEL	LOC120418720|XP_039437127.1|CPIP
OG0007098	tadr|NP_724308.2|DMEL	LOC120418702|XP_039437101.1|CPIP
OG0007099	l_3_87Df|NP_524942.1|DMEL	LOC120412679|XP_039429188.1|CPIP
OG0007100	Tango1|NP_609058.2|DMEL	LOC120412671|XP_039429166.1|CPIP
OG0007101	CG17996|NP_609803.1|DMEL	LOC120417313|XP_039435210.1|CPIP
OG0007102	CG42399|NP_608498.3|DMEL	LOC120417287|XP_039435171.1|CPIP
OG0007103	Bka|NP_524867.2|DMEL	LOC120419045|XP_039437545.1|CPIP
OG0007104	RpL9|NP_477161.1|DMEL	LOC120419037|XP_039437535.1|CPIP
OG0007105	Mdh1|NP_609394.1|DMEL	LOC120419078|XP_039437597.1|CPIP
OG0007106	GABA-B-R3|NP_523447.2|DMEL	LOC120419059|XP_039437566.1|CPIP
OG0007107	CG4238|NP_608640.2|DMEL	LOC120419034|XP_039437528.1|CPIP
OG0007108	fipi|NP_787975.1|DMEL	LOC120419065|XP_039437578.1|CPIP
OG0007109	Swip-1|NP_609925.1|DMEL	LOC120419073|XP_039437591.1|CPIP
OG0007110	CG17219|NP_608740.2|DMEL	LOC120419063|XP_039437577.1|CPIP
OG0007111	RapGAP1|NP_001097114.2|DMEL	LOC120419061|XP_039437568.1|CPIP
OG0007112	RpI135|NP_476708.1|DMEL	LOC120419048|XP_039437547.1|CPIP
OG0007113	beta4GalT7|NP_651319.2|DMEL	LOC120429069|XP_039450148.1|CPIP
OG0007114	CG6766|NP_609537.1|DMEL	LOC120429070|XP_039450149.1|CPIP
OG0007115	CG5776|NP_609585.1|DMEL	LOC120429077|XP_039450166.1|CPIP
OG0007116	CG7231|NP_723327.1|DMEL	LOC120429843|XP_039450851.1|CPIP
OG0007117	CG14341|NP_608580.2|DMEL	LOC120429845|XP_039450854.1|CPIP
OG0007118	spz4|NP_609504.2|DMEL	LOC120429842|XP_039450845.1|CPIP
OG0007119	dpr14|NP_572419.1|DMEL	LOC120426576|XP_039447295.1|CPIP
OG0007120	CG32772|NP_572196.3|DMEL	LOC120426580|XP_039447298.1|CPIP
OG0007121	CG14407|NP_572974.1|DMEL	LOC120426562|XP_039447268.1|CPIP
OG0007122	CoRest|NP_001188671.1|DMEL	LOC120426571|XP_039447286.1|CPIP
OG0007123	CG32532|NP_608318.5|DMEL	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP
OG0007124	Ptp69D|NP_524048.2|DMEL	LOC120423206|XP_039442845.1|CPIP
OG0007125	CG32121|NP_001097599.1|DMEL	LOC120423215|XP_039442855.1|CPIP
OG0007126	Msh6|NP_648755.1|DMEL	LOC120423213|XP_039442853.1|CPIP
OG0007127	alphaSnap|NP_524180.1|DMEL	LOC120423229|XP_039442871.1|CPIP
OG0007128	CG10222|NP_648641.2|DMEL	LOC120423228|XP_039442870.1|CPIP
OG0007129	flr|NP_648642.1|DMEL	LOC120423192|XP_039442825.1|CPIP
OG0007130	FRG1|NP_649202.1|DMEL	LOC120423195|XP_039442829.1|CPIP
OG0007131	CG7470|NP_649375.1|DMEL	LOC120423207|XP_039442846.1|CPIP
OG0007132	Oct-TyrR|NP_524419.2|DMEL	LOC120431829|XP_039452887.1|CPIP
OG0007137	CG43867|NP_001284762.1|DMEL	LOC120414335|XP_039431410.1|CPIP
OG0007138	norpA|NP_001014720.1|DMEL	LOC120414366|XP_039431467.1|CPIP
OG0007139	e_y_3|NP_001259719.1|DMEL	LOC120414348|XP_039431437.1|CPIP
OG0007140	crn|NP_477118.1|DMEL	LOC120414350|XP_039431441.1|CPIP
OG0007141	gt|NP_525049.1|DMEL	LOC120414351|XP_039431442.1|CPIP
OG0007142	Gbeta76C|NP_523720.2|DMEL	LOC120415253|XP_039432653.1|CPIP
OG0007143	Wdr24|NP_733303.2|DMEL	LOC120416162|XP_039433777.1|CPIP
OG0007144	CG31100|NP_001262395.1|DMEL	LOC120416161|XP_039433775.1|CPIP
OG0007145	CG13617|NP_651263.1|DMEL	LOC120416174|XP_039433792.1|CPIP
OG0007146	CG14543|NP_651458.1|DMEL	LOC120416176|XP_039433795.1|CPIP
OG0007147	mbo|NP_524330.2|DMEL	LOC120416153|XP_039433765.1|CPIP
OG0007148	ct|NP_524764.1|DMEL	LOC120416167|XP_039433781.1|CPIP
OG0007149	DNApol-zeta|NP_524881.2|DMEL	LOC120423947|XP_039443866.1|CPIP
OG0007150	Chs2|NP_524209.3|DMEL	LOC120421435|XP_039440577.1|CPIP
OG0007152	CG14230|NP_608349.1|DMEL	LOC120428001|XP_039448903.1|CPIP
OG0007153	CG14229|NP_608346.1|DMEL	LOC120427997|XP_039448895.1|CPIP
OG0007154	AsnRS-m|NP_611176.1|DMEL	LOC120427009|XP_039447763.1|CPIP
OG0007155	mRpL41|NP_611022.2|DMEL	LOC120427011|XP_039447765.1|CPIP
OG0007156	CG31223|NP_732563.2|DMEL	LOC120427003|XP_039447754.1|CPIP
OG0007157	CG1236|NP_649579.2|DMEL	LOC120427017|XP_039447774.1|CPIP
OG0007158	CG14966|NP_647784.1|DMEL	LOC120427018|XP_039447775.1|CPIP
OG0007159	Atf3|NP_001259125.1|DMEL	LOC120432356|XP_039453479.1|CPIP
OG0007160	Exd2|NP_650075.1|DMEL	LOC120423875|XP_039443761.1|CPIP
OG0007161	CG3038|NP_569833.1|DMEL	LOC120415334|XP_039432759.1|CPIP
OG0007162	CG1637|NP_001285095.1|DMEL	LOC120415325|XP_039432748.1|CPIP
OG0007163	CG11563|NP_651884.1|DMEL	LOC120414373|XP_039431475.1|CPIP
OG0007164	CstF50|NP_651883.1|DMEL	LOC120415115|XP_039432470.1|CPIP
OG0007165	PhKgamma|NP_511129.3|DMEL	LOC120420459|XP_039439411.1|CPIP
OG0007166	CG43163|NP_001246673.1|DMEL	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP
OG0007167	Pis|NP_573055.1|DMEL	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP
OG0007168	Cdc42|NP_523414.1|DMEL	LOC120418831|XP_039437287.1|CPIP
OG0007169	CG17776|NP_652509.1|DMEL	LOC120418849|XP_039437310.1|CPIP
OG0007170	CG9776|NP_649455.1|DMEL	LOC120418761|XP_039437173.1|CPIP
OG0007171	Agpat1|NP_572828.1|DMEL	LOC120419179|XP_039437778.1|CPIP
OG0007172	MTPAP|NP_569904.1|DMEL	LOC120418607|XP_039436987.1|CPIP
OG0007173	CG11417|NP_569906.1|DMEL	LOC120418597|XP_039436977.1|CPIP
OG0007174	CG13842|NP_651085.2|DMEL	LOC120419090|XP_039437616.1|CPIP
OG0007175	CG32112|NP_001261779.1|DMEL	LOC120419198|XP_039437805.1|CPIP
OG0007176	RIOK2|NP_651365.1|DMEL	LOC120425599|XP_039446114.1|CPIP
OG0007177	HDAC3|NP_651978.2|DMEL	LOC120425605|XP_039446120.1|CPIP
OG0007178	CG8202|NP_649826.3|DMEL	LOC120425609|XP_039446125.1|CPIP
OG0007179	CG2656|NP_649699.1|DMEL	LOC120431565|XP_039452607.1|CPIP
