Orthogroup	DMEL.longest_only	CCAP.longest_only
OG0009147	CG34458|NP_001097340.1|DMEL	CCAP1982_LOCUS20323|CAD7012225.1|CCAP
OG0009148	rgr|NP_001163089.2|DMEL	CCAP1982_LOCUS19993|CAD7011881.1|CCAP
OG0009149	Ir56b|NP_611430.1|DMEL	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP
OG0009150	CG13330|NP_610880.1|DMEL	CCAP1982_LOCUS20559|CAD7012481.1|CCAP
OG0009151	lambdaTry|NP_610673.1|DMEL	CCAP1982_LOCUS20661|CAD7012576.1|CCAP
OG0009152	Map60|NP_476952.1|DMEL	CCAP1982_LOCUS20690|CAD7012606.1|CCAP
OG0009153	CG3163|NP_611872.1|DMEL	CCAP1982_LOCUS21097|CAD7013008.1|CCAP
OG0009162	Mip|NP_648971.1|DMEL	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP
OG0009163	CG34382|NP_001097565.1|DMEL	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP
OG0009164	CG42676|NP_995960.2|DMEL	CCAP1982_LOCUS13310|CAD7004927.1|CCAP
OG0009165	CG6462|NP_648011.1|DMEL	CCAP1982_LOCUS12630|CAD7004211.1|CCAP
OG0009166	Ir68b|NP_648548.1|DMEL	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP
OG0009167	CG32436|NP_730622.1|DMEL	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP
OG0009168	ebd2|NP_649307.1|DMEL	CCAP1982_LOCUS13021|CAD7004626.1|CCAP
OG0009169	CG44838|NP_001287006.1|DMEL	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP
OG0009170	l_3_72Dr|NP_730120.1|DMEL	CCAP1982_LOCUS14887|CAD7006573.1|CCAP
OG0009171	Ilp8|NP_648949.2|DMEL	CCAP1982_LOCUS14973|CAD7006671.1|CCAP
OG0009172	CG42255|NP_729748.3|DMEL	CCAP1982_LOCUS11770|CAD7003309.1|CCAP
OG0009173	CG12182|NP_647731.2|DMEL	CCAP1982_LOCUS11800|CAD7003341.1|CCAP
OG0009174	CG12535|NP_726860.1|DMEL	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP
OG0009175	Glt|NP_477504.1|DMEL	CCAP1982_LOCUS11681|CAD7003220.1|CCAP
OG0009176	CG13484|NP_648690.1|DMEL	CCAP1982_LOCUS12283|CAD7003853.1|CCAP
OG0009178	comm|NP_524095.1|DMEL	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP
OG0009179	CG11131|NP_649429.1|DMEL	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP
OG0009182	CG12316|NP_648752.1|DMEL	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP
OG0009183	CG33263|NP_996072.1|DMEL	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP
OG0009184	CG33772|NP_001027146.4|DMEL	CCAP1982_LOCUS13742|CAD7005382.1|CCAP
OG0009185	CG11248|NP_649348.1|DMEL	CCAP1982_LOCUS13527|CAD7005167.1|CCAP
OG0009186	cmpy|NP_001097652.1|DMEL	CCAP1982_LOCUS14269|CAD7005931.1|CCAP
OG0009188	CG14488|NP_611266.2|DMEL	CCAP1982_LOCUS22613|CAD7014622.1|CCAP
OG0009189	Gagr|NP_648891.1|DMEL	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP
OG0009190	CG32302|NP_728732.1|DMEL	CCAP1982_LOCUS11499|CAD7003036.1|CCAP
OG0009191	Obp46a|NP_610574.1|DMEL	CCAP1982_LOCUS21738|CAD7013698.1|CCAP
OG0009192	CG34026|NP_001285057.1|DMEL	CCAP1982_LOCUS22994|CAD7015037.1|CCAP
OG0009219	CG15563|NP_651854.2|DMEL	CCAP1982_LOCUS1342|CAD6992490.1|CCAP
OG0009221	LSm-4|NP_001260345.1|DMEL	CCAP1982_LOCUS2845|CAD6994075.1|CCAP
OG0009237	Schip1|NP_001334735.1|DMEL	CCAP1982_LOCUS5735|CAD6997082.1|CCAP
OG0009238	CG32095|NP_729755.1|DMEL	CCAP1982_LOCUS13427|CAD7005059.1|CCAP
OG0009245	CG14313|NP_650687.1|DMEL	CCAP1982_LOCUS649|CAD6991737.1|CCAP
OG0009266	CG9932|NP_609599.1|DMEL	CCAP1982_LOCUS8781|CAD7000291.1|CCAP
OG0009267	CG31643|NP_723145.1|DMEL	CCAP1982_LOCUS6258|CAD6997622.1|CCAP
OG0009268	CG1663|NP_610521.1|DMEL	CCAP1982_LOCUS21134|CAD7013052.1|CCAP
OG0009269	Ada2a|NP_001014636.1|DMEL	CCAP1982_LOCUS13783|CAD7005421.1|CCAP
OG0009270	robls54B|NP_001097356.1|DMEL	CCAP1982_LOCUS20409|CAD7012315.1|CCAP
OG0009273	CG15414|NP_608784.1|DMEL	CCAP1982_LOCUS9149|CAD7000675.1|CCAP
OG0009274	BtbVII|NP_647774.2|DMEL	CCAP1982_LOCUS11312|CAD7002843.1|CCAP
OG0009276	CG8152|NP_611028.1|DMEL	CCAP1982_LOCUS22273|CAD7014270.1|CCAP
OG0009283	mthl15|NP_723538.3|DMEL	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP
OG0009285	Slip1|NP_651933.1|DMEL	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP
OG0009286	Acp65Aa|NP_477282.2|DMEL	CCAP1982_LOCUS12536|CAD7004115.1|CCAP
OG0009287	CG9948|NP_648063.1|DMEL	CCAP1982_LOCUS12928|CAD7004531.1|CCAP
OG0009288	fs_1_M3|NP_572284.4|DMEL	CCAP1982_LOCUS8286|CAD6999763.1|CCAP
OG0009289	CG33521|NP_001014703.1|DMEL	CCAP1982_LOCUS10519|CAD7002031.1|CCAP
OG0009290	Cpr47Ed|NP_610658.1|DMEL	CCAP1982_LOCUS21282|CAD7013211.1|CCAP
OG0009291	PIP4K|NP_001033805.1|DMEL	CCAP1982_LOCUS9439|CAD7000966.1|CCAP
OG0009296	CG14546|NP_651448.2|DMEL	CCAP1982_LOCUS786|CAD6991896.1|CCAP
OG0009297	CG14540|NP_651451.1|DMEL	CCAP1982_LOCUS788|CAD6991898.1|CCAP
OG0009298	CG10041|NP_650177.2|DMEL	CCAP1982_LOCUS806|CAD6991917.1|CCAP
OG0009299	CG17190|NP_001247200.1|DMEL	CCAP1982_LOCUS827|CAD6991939.1|CCAP
OG0009300	CG4836|NP_001138085.1|DMEL	CCAP1982_LOCUS828|CAD6991940.1|CCAP
OG0009301	CG4582|NP_651403.1|DMEL	CCAP1982_LOCUS4778|CAD6996071.1|CCAP
OG0009302	CG18744|NP_652647.2|DMEL	CCAP1982_LOCUS4700|CAD6995994.1|CCAP
OG0009303	CG14329|NP_650636.2|DMEL	CCAP1982_LOCUS4664|CAD6995953.1|CCAP
OG0009304	CG4459|NP_650850.1|DMEL	CCAP1982_LOCUS104|CAD6991165.1|CCAP
OG0009305	CG31279|NP_732136.2|DMEL	CCAP1982_LOCUS115|CAD6991176.1|CCAP
OG0009306	Vago|NP_572680.1|DMEL	CCAP1982_LOCUS4614|CAD6995912.1|CCAP
OG0009307	Leash|NP_650037.2|DMEL	CCAP1982_LOCUS4602|CAD6995901.1|CCAP
OG0009308	CG1024|NP_001262315.1|DMEL	CCAP1982_LOCUS4578|CAD6995877.1|CCAP
OG0009309	CG42232|NP_001138060.1|DMEL	CCAP1982_LOCUS4570|CAD6995869.1|CCAP
OG0009310	CG7794|NP_650674.1|DMEL	CCAP1982_LOCUS5186|CAD6996518.1|CCAP
OG0009312	CG10317|NP_650539.2|DMEL	CCAP1982_LOCUS4969|CAD6996285.1|CCAP
OG0009313	CG14879|NP_732131.1|DMEL	CCAP1982_LOCUS901|CAD6992017.1|CCAP
OG0009314	GATAe|NP_650516.2|DMEL	CCAP1982_LOCUS914|CAD6992032.1|CCAP
OG0009315	D1|NP_524286.1|DMEL	CCAP1982_LOCUS949|CAD6992068.1|CCAP
OG0009317	CG12885|NP_001263012.2|DMEL	CCAP1982_LOCUS982|CAD6992099.1|CCAP
OG0009318	cDIP|NP_650951.1|DMEL	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP
OG0009319	CG4546|NP_650501.1|DMEL	CCAP1982_LOCUS4819|CAD6996125.1|CCAP
OG0009320	E_spl_m4-BFM|NP_524510.1|DMEL	CCAP1982_LOCUS351|CAD6991424.1|CCAP
OG0009321	E_spl_mdelta-HLH|NP_524503.2|DMEL	CCAP1982_LOCUS336|CAD6991409.1|CCAP
OG0009322	Sdr|NP_650408.1|DMEL	CCAP1982_LOCUS329|CAD6991402.1|CCAP
OG0009323	Zif|NP_649657.1|DMEL	CCAP1982_LOCUS5158|CAD6996489.1|CCAP
OG0009324	Os-C|NP_001163543.1|DMEL	CCAP1982_LOCUS4331|CAD6995625.1|CCAP
OG0009325	CG8907|NP_001247146.1|DMEL	CCAP1982_LOCUS4216|CAD6995503.1|CCAP
OG0009326	CG14854|NP_001097791.1|DMEL	CCAP1982_LOCUS2052|CAD6993235.1|CCAP
OG0009327	Nph|NP_001097975.1|DMEL	CCAP1982_LOCUS2030|CAD6993211.1|CCAP
OG0009328	CG15522|NP_651749.1|DMEL	CCAP1982_LOCUS2139|CAD6993323.1|CCAP
OG0009329	eIF4G2|NP_651188.1|DMEL	CCAP1982_LOCUS1322|CAD6992466.1|CCAP
OG0009330	Adgf-D|NP_524345.2|DMEL	CCAP1982_LOCUS1297|CAD6992435.1|CCAP
OG0009331	CG14292|NP_650759.1|DMEL	CCAP1982_LOCUS1226|CAD6992362.1|CCAP
OG0009332	CG11656|NP_650251.1|DMEL	CCAP1982_LOCUS3991|CAD6995270.1|CCAP
OG0009333	CG5849|NP_650979.1|DMEL	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP
OG0009334	CG15545|NP_651830.1|DMEL	CCAP1982_LOCUS1756|CAD6992923.1|CCAP
OG0009335	COX7AL|NP_649793.1|DMEL	CCAP1982_LOCUS1657|CAD6992818.1|CCAP
OG0009336	Loxl1|NP_524607.1|DMEL	CCAP1982_LOCUS2237|CAD6993422.1|CCAP
OG0009337	CG2750|NP_572787.2|DMEL	CCAP1982_LOCUS1592|CAD6992749.1|CCAP
OG0009338	CG1092|NP_730797.2|DMEL	CCAP1982_LOCUS2306|CAD6993493.1|CCAP
OG0009339	TwdlF|NP_649443.1|DMEL	CCAP1982_LOCUS2314|CAD6993501.1|CCAP
OG0009340	yellow-e3|NP_650288.1|DMEL	CCAP1982_LOCUS2341|CAD6993529.1|CCAP
OG0009341	CG4360|NP_650879.1|DMEL	CCAP1982_LOCUS2936|CAD6994171.1|CCAP
OG0009342	CG6753|NP_650219.2|DMEL	CCAP1982_LOCUS2923|CAD6994158.1|CCAP
OG0009343	Dtg|NP_650220.2|DMEL	CCAP1982_LOCUS2921|CAD6994155.1|CCAP
OG0009344	Gr93a|NP_524442.2|DMEL	CCAP1982_LOCUS2915|CAD6994149.1|CCAP
OG0009345	CG5612|NP_651572.2|DMEL	CCAP1982_LOCUS2715|CAD6993927.1|CCAP
OG0009346	CG3330|NP_651558.2|DMEL	CCAP1982_LOCUS2656|CAD6993860.1|CCAP
OG0009347	TwdlD|NP_651492.1|DMEL	CCAP1982_LOCUS3633|CAD6994898.1|CCAP
OG0009348	Muted|NP_001036744.1|DMEL	CCAP1982_LOCUS3702|CAD6994971.1|CCAP
OG0009350	CG31010|NP_733398.1|DMEL	CCAP1982_LOCUS1843|CAD6993008.1|CCAP
OG0009351	PH4alphaPV|NP_733395.1|DMEL	CCAP1982_LOCUS1870|CAD6993035.1|CCAP
OG0009352	CG1077|NP_649617.1|DMEL	CCAP1982_LOCUS3356|CAD6994621.1|CCAP
OG0009353	CG13856|NP_651036.1|DMEL	CCAP1982_LOCUS3247|CAD6994502.1|CCAP
OG0009354	CG13144|NP_609415.1|DMEL	CCAP1982_LOCUS7070|CAD6998475.1|CCAP
OG0009355	Nepl7|NP_609577.2|DMEL	CCAP1982_LOCUS6961|CAD6998360.1|CCAP, CCAP1982_LOCUS6959|CAD6998358.1|CCAP
OG0009356	CG8837|NP_608764.1|DMEL	CCAP1982_LOCUS6933|CAD6998328.1|CCAP
OG0009357	CG34163|NP_001097150.1|DMEL	CCAP1982_LOCUS6810|CAD6998194.1|CCAP
OG0009358	CG15418|NP_001334671.1|DMEL	CCAP1982_LOCUS8767|CAD7000277.1|CCAP
OG0009359	Ugt36A1|NP_524686.3|DMEL	CCAP1982_LOCUS8771|CAD7000281.1|CCAP
OG0009360	Mur29B|NP_723377.1|DMEL	CCAP1982_LOCUS8814|CAD7000331.1|CCAP
OG0009361	CG7778|NP_609214.1|DMEL	CCAP1982_LOCUS8815|CAD7000332.1|CCAP
OG0009362	CG14273|NP_609213.2|DMEL	CCAP1982_LOCUS8816|CAD7000333.1|CCAP
OG0009363	CG34125|NP_001036334.1|DMEL	CCAP1982_LOCUS8840|CAD7000358.1|CCAP
OG0009364	CG3557|NP_608680.1|DMEL	CCAP1982_LOCUS8933|CAD7000456.1|CCAP
OG0009365	Cf2|NP_001350854.1|DMEL	CCAP1982_LOCUS8208|CAD6999678.1|CCAP
OG0009367	CG17217|NP_609555.1|DMEL	CCAP1982_LOCUS7305|CAD6998751.1|CCAP
OG0009368	CG33127|NP_787956.1|DMEL	CCAP1982_LOCUS22845|CAD7014881.1|CCAP, CCAP1982_LOCUS7386|CAD6998838.1|CCAP
OG0009369	CG3345|NP_608509.1|DMEL	CCAP1982_LOCUS7440|CAD6998893.1|CCAP
OG0009370	CG14401|NP_001246115.1|DMEL	CCAP1982_LOCUS7991|CAD6999467.1|CCAP, CCAP1982_LOCUS7994|CAD6999470.1|CCAP
OG0009371	CG31675|NP_724298.1|DMEL	CCAP1982_LOCUS7992|CAD6999468.1|CCAP
OG0009372	CG11601|NP_608513.1|DMEL	CCAP1982_LOCUS8021|CAD6999497.1|CCAP
OG0009373	ninaD|NP_724087.1|DMEL	CCAP1982_LOCUS7616|CAD6999070.1|CCAP
OG0009374	CG34313|NP_001097169.1|DMEL	CCAP1982_LOCUS7600|CAD6999053.1|CCAP
OG0009376	CG17261|NP_608747.2|DMEL	CCAP1982_LOCUS13674|CAD7005313.1|CCAP
OG0009377	EndoGI|NP_609781.1|DMEL	CCAP1982_LOCUS5333|CAD6996649.1|CCAP
OG0009378	CG3841|NP_609300.1|DMEL	CCAP1982_LOCUS7913|CAD6999387.1|CCAP
OG0009379	CG11029|NP_608955.1|DMEL	CCAP1982_LOCUS7754|CAD6999220.1|CCAP
OG0009381	CG14005|NP_608959.1|DMEL	CCAP1982_LOCUS5412|CAD6996732.1|CCAP
OG0009383	Nepl5|NP_609022.1|DMEL	CCAP1982_LOCUS6128|CAD6997486.1|CCAP
OG0009384	NimC4|NP_609698.2|DMEL	CCAP1982_LOCUS6071|CAD6997425.1|CCAP
OG0009385	NimC3|NP_524928.2|DMEL	CCAP1982_LOCUS6048|CAD6997407.1|CCAP
OG0009386	CG33307|NP_995705.1|DMEL	CCAP1982_LOCUS6018|CAD6997379.1|CCAP
OG0009388	Jheh3|NP_611387.1|DMEL	CCAP1982_LOCUS21934|CAD7013921.1|CCAP
OG0009389	CG30411|NP_726325.1|DMEL	CCAP1982_LOCUS22023|CAD7014017.1|CCAP
OG0009390	sktl|NP_477206.1|DMEL	CCAP1982_LOCUS22080|CAD7014073.1|CCAP
OG0009392	Tsp42Ef|NP_523632.2|DMEL	CCAP1982_LOCUS23374|CAD7015432.1|CCAP
OG0009393	CG14662|NP_649510.2|DMEL	CCAP1982_LOCUS23005|CAD7015048.1|CCAP
OG0009394	CG10205|NP_725422.1|DMEL	CCAP1982_LOCUS22806|CAD7014839.1|CCAP
OG0009395	Obp58d|NP_611711.1|DMEL	CCAP1982_LOCUS22790|CAD7014823.1|CCAP
OG0009396	Obp47b|NP_610669.1|DMEL	CCAP1982_LOCUS22785|CAD7014818.1|CCAP
OG0009397	CG34203|NP_001097397.1|DMEL	CCAP1982_LOCUS22162|CAD7014156.1|CCAP
OG0009398	CG9875|NP_001163262.1|DMEL	CCAP1982_LOCUS22233|CAD7014230.1|CCAP
OG0009399	CG13231|NP_610638.1|DMEL	CCAP1982_LOCUS22729|CAD7014752.1|CCAP
OG0009400	CG13747|NP_610440.1|DMEL	CCAP1982_LOCUS22557|CAD7014558.1|CCAP
OG0009401	CG14921|NP_609491.1|DMEL	CCAP1982_LOCUS22478|CAD7014477.1|CCAP
OG0009403	CG7755|NP_611110.2|DMEL	CCAP1982_LOCUS22937|CAD7014977.1|CCAP
OG0009404	Cyp6u1|NP_610252.3|DMEL	CCAP1982_LOCUS22288|CAD7014286.1|CCAP
OG0009405	Ance-4|NP_610442.2|DMEL	CCAP1982_LOCUS7219|CAD6998651.1|CCAP
OG0009406	CG13955|NP_610486.1|DMEL	CCAP1982_LOCUS7195|CAD6998622.1|CCAP, CCAP1982_LOCUS7194|CAD6998621.1|CCAP
OG0009407	wun2|NP_524991.1|DMEL	CCAP1982_LOCUS7193|CAD6998619.1|CCAP
OG0009408	CG15861|NP_611984.1|DMEL	CCAP1982_LOCUS22926|CAD7014966.1|CCAP
OG0009409	Cpr49Ad|NP_610773.1|DMEL	CCAP1982_LOCUS21265|CAD7013194.1|CCAP
OG0009410	CG13226|NP_610651.1|DMEL	CCAP1982_LOCUS21291|CAD7013220.1|CCAP
OG0009411	CG17574|NP_001246287.1|DMEL	CCAP1982_LOCUS21231|CAD7013160.1|CCAP
OG0009412	CG12963|NP_001246342.1|DMEL	CCAP1982_LOCUS21238|CAD7013167.1|CCAP
OG0009413	Tsp42En|NP_523640.1|DMEL	CCAP1982_LOCUS21465|CAD7013401.1|CCAP
OG0009414	Tsp42Eq|NP_523643.2|DMEL	CCAP1982_LOCUS21470|CAD7013406.1|CCAP
OG0009415	CG1850|NP_610265.1|DMEL	CCAP1982_LOCUS21524|CAD7013459.1|CCAP
OG0009416	CG30195|NP_611696.2|DMEL	CCAP1982_LOCUS21546|CAD7013484.1|CCAP
OG0009417	CG34446|NP_001097419.1|DMEL	CCAP1982_LOCUS21545|CAD7013483.1|CCAP
OG0009418	CG3746|NP_611697.1|DMEL	CCAP1982_LOCUS21543|CAD7013481.1|CCAP
OG0009419	CG30196|NP_726220.1|DMEL	CCAP1982_LOCUS21542|CAD7013480.1|CCAP
OG0009420	CG43326|NP_001246463.1|DMEL	CCAP1982_LOCUS21541|CAD7013479.1|CCAP
OG0009421	CG15611|NP_611189.2|DMEL	CCAP1982_LOCUS20118|CAD7012007.1|CCAP, CCAP1982_LOCUS20117|CAD7012006.1|CCAP
OG0009422	CG6701|NP_001188923.1|DMEL	CCAP1982_LOCUS20132|CAD7012026.1|CCAP
OG0009423	CG6805|NP_611178.1|DMEL	CCAP1982_LOCUS20232|CAD7012134.1|CCAP
OG0009424	pirk|NP_611598.1|DMEL	CCAP1982_LOCUS20233|CAD7012135.1|CCAP
OG0009425	CG30431|NP_610211.1|DMEL	CCAP1982_LOCUS19788|CAD7011705.1|CCAP
OG0009426	CG6337|NP_610905.1|DMEL	CCAP1982_LOCUS19780|CAD7011696.1|CCAP
OG0009427	List|NP_611364.2|DMEL	CCAP1982_LOCUS19727|CAD7011638.1|CCAP
OG0009428	Ir56d|NP_611432.1|DMEL	CCAP1982_LOCUS20023|CAD7011912.1|CCAP
OG0009429	CG11192|NP_611479.2|DMEL	CCAP1982_LOCUS20083|CAD7011972.1|CCAP
OG0009430	SmydA-7|NP_611181.1|DMEL	CCAP1982_LOCUS20546|CAD7012466.1|CCAP
OG0009431	bgcn|NP_523832.2|DMEL	CCAP1982_LOCUS20524|CAD7012443.1|CCAP
OG0009432	CG13578|NP_611907.2|DMEL	CCAP1982_LOCUS20475|CAD7012383.1|CCAP
OG0009433	CG6044|NP_611668.1|DMEL	CCAP1982_LOCUS20466|CAD7012372.1|CCAP
OG0009434	qkr58E-2|NP_523810.2|DMEL	CCAP1982_LOCUS20416|CAD7012322.1|CCAP
OG0009435	qkr58E-1|NP_523809.2|DMEL	CCAP1982_LOCUS20415|CAD7012321.1|CCAP
OG0009436	CG13332|NP_610883.1|DMEL	CCAP1982_LOCUS20562|CAD7012485.1|CCAP, CCAP1982_LOCUS20566|CAD7012489.1|CCAP
OG0009437	CG1902|NP_610507.1|DMEL	CCAP1982_LOCUS20696|CAD7012612.1|CCAP
OG0009438	CG30375|NP_724665.1|DMEL	CCAP1982_LOCUS21003|CAD7012904.1|CCAP
OG0009439	CG34217|NP_001097229.1|DMEL	CCAP1982_LOCUS21008|CAD7012909.1|CCAP
OG0009440	Lpt|NP_611847.2|DMEL	CCAP1982_LOCUS21129|CAD7013047.1|CCAP
OG0009459	bab2|NP_523879.2|DMEL	CCAP1982_LOCUS12584|CAD7004164.1|CCAP, CCAP1982_LOCUS12582|CAD7004162.1|CCAP
OG0009460	ckd|NP_728847.2|DMEL	CCAP1982_LOCUS12507|CAD7004084.1|CCAP
OG0009461	CG12009|NP_647799.1|DMEL	CCAP1982_LOCUS12501|CAD7004076.1|CCAP
OG0009462	rho|NP_523883.2|DMEL	CCAP1982_LOCUS12210|CAD7003774.1|CCAP
OG0009463	CG13032|NP_648911.1|DMEL	CCAP1982_LOCUS11997|CAD7003548.1|CCAP
OG0009464	CG6497|NP_648963.1|DMEL	CCAP1982_LOCUS12008|CAD7003559.1|CCAP
OG0009465	CG13731|NP_730262.3|DMEL	CCAP1982_LOCUS12023|CAD7003574.1|CCAP, CCAP1982_LOCUS12025|CAD7003577.1|CCAP
OG0009466	PGRP-SD|NP_648145.1|DMEL	CCAP1982_LOCUS12073|CAD7003634.1|CCAP
OG0009467	CG32240|NP_728987.1|DMEL	CCAP1982_LOCUS13315|CAD7004932.1|CCAP
OG0009468	CG1246|NP_647736.1|DMEL	CCAP1982_LOCUS13297|CAD7004914.1|CCAP
OG0009469	CG6592|NP_648016.1|DMEL	CCAP1982_LOCUS12638|CAD7004219.1|CCAP
OG0009470	CG10163|NP_648042.1|DMEL	CCAP1982_LOCUS12648|CAD7004229.1|CCAP
OG0009471	pim|NP_476678.1|DMEL	CCAP1982_LOCUS11519|CAD7003056.1|CCAP
OG0009472	CG1146|NP_647725.1|DMEL	CCAP1982_LOCUS13108|CAD7004715.1|CCAP
OG0009473	CG32440|NP_730626.1|DMEL	CCAP1982_LOCUS13016|CAD7004621.1|CCAP
OG0009474	CG9192|NP_612085.1|DMEL	CCAP1982_LOCUS11126|CAD7002643.1|CCAP
OG0009475	CG34427|NP_001097553.2|DMEL	CCAP1982_LOCUS11081|CAD7002595.1|CCAP
OG0009476	CG32170|NP_730211.1|DMEL	CCAP1982_LOCUS11932|CAD7003481.1|CCAP
OG0009477	CG13059|NP_648874.2|DMEL	CCAP1982_LOCUS14845|CAD7006531.1|CCAP, CCAP1982_LOCUS14842|CAD7006528.1|CCAP
OG0009478	CG34247|NP_001097617.1|DMEL	CCAP1982_LOCUS14880|CAD7006566.1|CCAP
OG0009479	CG34162|NP_001097149.2|DMEL	CCAP1982_LOCUS14918|CAD7006609.1|CCAP
OG0009480	bip1|NP_648169.2|DMEL	CCAP1982_LOCUS10851|CAD7002357.1|CCAP
OG0009481	CG7509|NP_647931.1|DMEL	CCAP1982_LOCUS11801|CAD7003342.1|CCAP
OG0009482	CG18135|NP_788526.1|DMEL	CCAP1982_LOCUS14560|CAD7006234.1|CCAP
OG0009483	CG11619|NP_649081.1|DMEL	CCAP1982_LOCUS14561|CAD7006235.1|CCAP
OG0009484	CG10405|NP_001036717.1|DMEL	CCAP1982_LOCUS14455|CAD7006123.1|CCAP
OG0009485	msd5|NP_612101.1|DMEL	CCAP1982_LOCUS14396|CAD7006061.1|CCAP
OG0009486	msd1|NP_612100.2|DMEL	CCAP1982_LOCUS14395|CAD7006060.1|CCAP
OG0009487	CG14187|NP_649177.1|DMEL	CCAP1982_LOCUS14050|CAD7005698.1|CCAP
OG0009488	Tom|NP_524073.2|DMEL	CCAP1982_LOCUS14083|CAD7005732.1|CCAP
OG0009489	CG32191|NP_730304.2|DMEL	CCAP1982_LOCUS14180|CAD7005836.1|CCAP
OG0009490	CG13339|NP_610903.2|DMEL	CCAP1982_LOCUS13373|CAD7004997.1|CCAP
OG0009491	VhaM9.7-b|NP_649327.2|DMEL	CCAP1982_LOCUS13875|CAD7005515.1|CCAP
OG0009492	CG14456|NP_001137998.1|DMEL	CCAP1982_LOCUS13749|CAD7005389.1|CCAP
OG0009493	CG11426|NP_649394.1|DMEL	CCAP1982_LOCUS13726|CAD7005366.1|CCAP, CCAP1982_LOCUS13717|CAD7005357.1|CCAP
OG0009494	CG11437|NP_649393.1|DMEL	CCAP1982_LOCUS13716|CAD7005356.1|CCAP
OG0009495	CG32428|NP_001189142.1|DMEL	CCAP1982_LOCUS13685|CAD7005325.1|CCAP
OG0009496	Cpr78E|NP_649345.1|DMEL	CCAP1982_LOCUS13551|CAD7005191.1|CCAP
OG0009497	CG9624|NP_650346.1|DMEL	CCAP1982_LOCUS13524|CAD7005163.1|CCAP
OG0009498	CG13252|NP_649248.3|DMEL	CCAP1982_LOCUS14275|CAD7005937.1|CCAP
OG0009499	Rcd2|NP_649244.3|DMEL	CCAP1982_LOCUS14268|CAD7005930.1|CCAP
OG0009500	CG3698|NP_649257.1|DMEL	CCAP1982_LOCUS14263|CAD7005925.1|CCAP
OG0009501	CG13455|NP_648765.1|DMEL	CCAP1982_LOCUS13407|CAD7005035.1|CCAP
OG0009502	CG6276|NP_650445.3|DMEL	CCAP1982_LOCUS5510|CAD6996837.1|CCAP
OG0009503	CG13992|NP_608975.1|DMEL	CCAP1982_LOCUS5607|CAD6996937.1|CCAP
OG0009504	dmt|NP_524295.1|DMEL	CCAP1982_LOCUS3460|CAD6994727.1|CCAP
OG0009505	Gr28a|NP_523504.2|DMEL	CCAP1982_LOCUS8847|CAD7000367.1|CCAP
OG0009506	CG34426|NP_001097552.1|DMEL	CCAP1982_LOCUS11082|CAD7002596.1|CCAP, CCAP1982_LOCUS11083|CAD7002597.1|CCAP
OG0009507	ebd1|NP_612050.1|DMEL	CCAP1982_LOCUS14752|CAD7006433.1|CCAP
OG0009508	CG2964|NP_608713.2|DMEL	CCAP1982_LOCUS21479|CAD7013415.1|CCAP
OG0009509	knon|NP_611133.1|DMEL	CCAP1982_LOCUS22435|CAD7014439.1|CCAP
OG0009556	CG41242|NP_001104375.2|DMEL	CCAP1982_LOCUS4559|CAD6995858.1|CCAP
OG0009557	CG11786|NP_001097906.1|DMEL	CCAP1982_LOCUS4189|CAD6995473.1|CCAP
OG0009562	CG9316|NP_610051.2|DMEL	CCAP1982_LOCUS19486|CAD7011386.1|CCAP
OG0009567	pre-mod_mdg4_-V|NP_001334695.1|DMEL	CCAP1982_LOCUS2822|CAD6994045.1|CCAP
