Orthogroup	DPER.longest_only	CPIP.longest_only
OG0007738	LOC6595150|XP_026844331.1|DPER	LOC120414170|XP_039431162.1|CPIP
OG0007739	LOC6599330|XP_002024573.1|DPER	LOC120419613|XP_039438286.1|CPIP
OG0007740	LOC6596895|XP_002021842.2|DPER	LOC120419627|XP_039438315.1|CPIP
OG0007741	LOC6598351|XP_002023426.2|DPER	LOC120417756|XP_039435845.1|CPIP
OG0007742	LOC6599364|XP_002024487.1|DPER	LOC120432667|XP_039453854.1|CPIP
OG0007743	LOC113567348|XP_026850674.1|DPER	LOC120428363|XP_039449301.1|CPIP
OG0007744	LOC113566063|XP_026845772.1|DPER	LOC120422227|XP_039441583.1|CPIP
OG0007746	LOC6587188|XP_002013527.1|DPER	LOC120426471|XP_039447168.1|CPIP
OG0007747	LOC6598498|XP_026848636.1|DPER	LOC120413292|XP_039429980.1|CPIP
OG0007748	LOC6599367|XP_002024541.2|DPER	LOC120413272|XP_039429935.1|CPIP
OG0007749	LOC6600175|XP_002025274.2|DPER	LOC120423866|XP_039443748.1|CPIP
OG0007750	LOC6595065|XP_002020418.1|DPER	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP
OG0007751	LOC6589592|XP_002014565.2|DPER	LOC120430115|XP_039451133.1|CPIP
OG0007752	LOC6600105|XP_002025333.1|DPER	LOC120425535|XP_039446029.1|CPIP
OG0007753	LOC6597710|XP_026846399.1|DPER	LOC120416279|XP_039433927.1|CPIP
OG0007754	LOC6598428|XP_026848605.1|DPER	LOC120418065|XP_039436257.1|CPIP
OG0007755	LOC6598585|XP_002023618.1|DPER	LOC120414210|XP_039431244.1|CPIP
OG0007756	LOC6599296|XP_026848297.1|DPER	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP
OG0007757	LOC6600793|XP_002025816.1|DPER	LOC120419905|XP_039438707.1|CPIP
OG0007758	LOC6593560|XP_002018975.1|DPER	LOC120419890|XP_039438692.1|CPIP
OG0007760	LOC6597812|XP_026846932.1|DPER	LOC120428463|XP_039449410.1|CPIP
OG0007761	LOC6598590|XP_026846215.1|DPER	LOC120426438|XP_039447136.1|CPIP
OG0007762	LOC6598589|XP_026846339.1|DPER	LOC120426431|XP_039447128.1|CPIP
OG0007763	LOC6589588|XP_002014561.1|DPER	LOC120426439|XP_039447137.1|CPIP
OG0007764	LOC6600422|XP_026848432.1|DPER	LOC120426430|XP_039447125.1|CPIP
OG0007765	LOC113566547|XP_026848419.1|DPER	LOC120426447|XP_039447140.1|CPIP
OG0007766	LOC6587812|XP_026850953.1|DPER	LOC120426424|XP_039447116.1|CPIP
OG0007767	LOC6602557|XP_002027578.2|DPER	LOC120424148|XP_039444126.1|CPIP
OG0007768	LOC6597813|XP_002022945.1|DPER	LOC120431852|XP_039452912.1|CPIP
OG0007771	LOC6593697|XP_002018844.1|DPER	LOC120429691|XP_039450660.1|CPIP
OG0007772	LOC6600662|XP_002025867.1|DPER	LOC120425008|XP_039445313.1|CPIP
OG0007773	LOC6589741|XP_002014239.1|DPER	LOC120425482|XP_039445953.1|CPIP
OG0007775	LOC6599294|XP_026848279.1|DPER	LOC120425624|XP_039446141.1|CPIP
OG0007776	LOC6601757|XP_002026832.1|DPER	LOC120425635|XP_039446152.1|CPIP
OG0007777	LOC6598519|XP_026848630.1|DPER	LOC120431415|XP_039452470.1|CPIP
OG0007778	LOC113566684|XP_026849209.1|DPER	LOC120427650|XP_039448463.1|CPIP
OG0007780	LOC6598418|XP_026846213.1|DPER	LOC120428525|XP_039449488.1|CPIP
OG0007781	LOC6602630|XP_026846657.1|DPER	LOC120413004|XP_039429588.1|CPIP
OG0007782	LOC6597607|XP_002022824.2|DPER	LOC120429010|XP_039450082.1|CPIP
OG0007788	LOC113567351|XP_026850680.1|DPER	LOC120425477|XP_039445946.1|CPIP
OG0007789	LOC6587942|XP_026841873.1|DPER	LOC120431710|XP_039452766.1|CPIP
OG0007790	LOC6587807|XP_026851050.1|DPER	LOC120431864|XP_039452933.1|CPIP
OG0007791	LOC6587666|XP_002014067.2|DPER	LOC120423859|XP_039443746.1|CPIP
OG0007792	LOC6597237|XP_026846528.1|DPER	LOC120423835|XP_039443714.1|CPIP
OG0007794	LOC6597667|XP_002022844.1|DPER	LOC120417203|XP_039435103.1|CPIP
OG0007795	LOC6600198|XP_002025298.1|DPER	LOC120430959|XP_039452023.1|CPIP
OG0007796	LOC113565111|XP_026841661.1|DPER	LOC120425733|XP_039446270.1|CPIP
OG0007797	LOC6594732|XP_026850581.1|DPER	LOC120423295|XP_039442993.1|CPIP
OG0007798	LOC6594733|XP_002020559.1|DPER	LOC120423294|XP_039442991.1|CPIP
OG0007800	LOC6587974|XP_002013783.1|DPER	LOC120426742|XP_039447454.1|CPIP
OG0007802	LOC6594920|XP_002020128.1|DPER	LOC120415992|XP_039433583.1|CPIP
OG0007803	LOC6588486|XP_026843332.1|DPER	LOC120422571|XP_039441989.1|CPIP
OG0007804	LOC6599187|XP_026848244.1|DPER	LOC120430217|XP_039451226.1|CPIP
OG0007805	LOC6599185|XP_002024342.1|DPER	LOC120430222|XP_039451235.1|CPIP
OG0007806	LOC6599184|XP_026848270.1|DPER	LOC120430221|XP_039451234.1|CPIP
OG0007808	LOC6591762|XP_026845755.1|DPER	LOC120423723|XP_039443562.1|CPIP
OG0007809	LOC6597335|XP_002022523.1|DPER	LOC120428284|XP_039449211.1|CPIP
OG0007810	LOC6593712|XP_026842965.1|DPER	LOC120428287|XP_039449213.1|CPIP
OG0007812	LOC6597255|XP_002022449.1|DPER	LOC120418356|XP_039436643.1|CPIP
OG0007813	LOC6587192|XP_026851165.1|DPER	LOC120431840|XP_039452905.1|CPIP
OG0007814	LOC6597564|XP_002022781.1|DPER	LOC120421190|XP_039440328.1|CPIP
OG0007815	LOC6597339|XP_026846393.1|DPER	LOC120424262|XP_039444258.1|CPIP
OG0007816	LOC6603343|XP_002028327.1|DPER	LOC120427406|XP_039448201.1|CPIP
OG0007817	LOC6588208|XP_002013778.1|DPER	LOC120427405|XP_039448200.1|CPIP
OG0007818	LOC6587640|XP_002013439.2|DPER	LOC120427156|XP_039447947.1|CPIP
OG0007819	LOC6599108|XP_026849265.1|DPER	LOC120421191|XP_039440329.1|CPIP
OG0007820	LOC6598855|XP_026842969.1|DPER	LOC120420713|XP_039439742.1|CPIP
OG0007821	LOC6595046|XP_002020569.1|DPER	LOC120420733|XP_039439762.1|CPIP
OG0007822	LOC6595045|XP_026849114.1|DPER	LOC120420732|XP_039439761.1|CPIP
OG0007823	LOC6594740|XP_002020566.2|DPER	LOC120420718|XP_039439750.1|CPIP
OG0007824	LOC6594980|XP_002020271.1|DPER	LOC120420721|XP_039439753.1|CPIP
OG0007825	LOC6587543|XP_026845365.1|DPER	LOC120414293|XP_039431363.1|CPIP
OG0007826	LOC6595257|XP_002020073.2|DPER	LOC120422546|XP_039441947.1|CPIP
OG0007827	LOC6600231|XP_002025229.1|DPER	LOC120431640|XP_039452682.1|CPIP
OG0007828	LOC6602834|XP_002027805.2|DPER	LOC120422325|XP_039441653.1|CPIP
OG0007829	LOC6591591|XP_026850239.1|DPER	LOC120430493|XP_039451521.1|CPIP
OG0007830	LOC6588404|XP_002013814.1|DPER	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP
OG0007831	LOC6597761|XP_002022892.2|DPER	LOC120421186|XP_039440321.1|CPIP
OG0007832	LOC6597897|XP_002023024.1|DPER	LOC120427413|XP_039448211.1|CPIP
OG0007833	LOC6600773|XP_026845148.1|DPER	LOC120427403|XP_039448198.1|CPIP
OG0007834	LOC6591931|XP_002016771.1|DPER	LOC120417014|XP_039434888.1|CPIP
OG0007836	LOC6587980|XP_002013326.1|DPER	LOC120415785|XP_039433350.1|CPIP
OG0007837	LOC6587237|XP_002013300.1|DPER	LOC120430150|XP_039451168.1|CPIP
OG0007838	LOC6587827|XP_002013291.1|DPER	LOC120428854|XP_039449910.1|CPIP
OG0007839	LOC6597341|XP_002022543.1|DPER	LOC120430275|XP_039451301.1|CPIP
OG0007840	LOC6594791|XP_002020472.1|DPER	LOC120423556|XP_039443338.1|CPIP
OG0007841	LOC6587773|XP_026840387.1|DPER	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP
OG0007842	LOC6594840|XP_026842289.1|DPER	LOC120424276|XP_039444273.1|CPIP
OG0007843	LOC6594841|XP_002020245.1|DPER	LOC120424267|XP_039444263.1|CPIP
OG0007846	LOC6600704|XP_026848612.1|DPER	LOC120424856|XP_039445042.1|CPIP
OG0007847	LOC6587838|XP_002013449.1|DPER	LOC120427163|XP_039447955.1|CPIP
OG0007848	LOC6588439|XP_002013442.1|DPER	LOC120428710|XP_039449715.1|CPIP
OG0007849	LOC6587765|XP_002013736.1|DPER	LOC120428705|XP_039449711.1|CPIP
OG0007850	LOC6587960|XP_002013737.1|DPER	LOC120428704|XP_039449710.1|CPIP
OG0007851	LOC6587399|XP_002013029.1|DPER	LOC120428708|XP_039449713.1|CPIP
OG0007852	LOC6598617|XP_002023862.1|DPER	LOC120423341|XP_039443045.1|CPIP
OG0007853	LOC6594771|XP_002020085.1|DPER	LOC120418336|XP_039436609.1|CPIP
OG0007854	LOC6588445|XP_002013427.1|DPER	LOC120418337|XP_039436610.1|CPIP
OG0007855	LOC6598746|XP_026851105.1|DPER	LOC120423527|XP_039443307.1|CPIP
OG0007856	LOC6588421|XP_002013441.1|DPER	LOC120423533|XP_039443314.1|CPIP
OG0007857	LOC6595088|XP_002020150.2|DPER	LOC120431748|XP_039452808.1|CPIP
OG0007858	LOC6588762|XP_026845010.1|DPER	LOC120431826|XP_039452886.1|CPIP
OG0007865	LOC6600591|XP_002025646.1|DPER	LOC120422580|XP_039442003.1|CPIP
OG0007866	LOC6588209|XP_002012901.1|DPER	LOC120425371|XP_039445814.1|CPIP
OG0007867	LOC6594867|XP_026847618.1|DPER	LOC120425368|XP_039445810.1|CPIP
OG0007868	LOC6588403|XP_002013926.1|DPER	LOC120423558|XP_039443344.1|CPIP
OG0007869	LOC6599273|XP_026848313.1|DPER	LOC120428080|XP_039448991.1|CPIP
OG0007870	LOC6599086|XP_002024219.1|DPER	LOC120427621|XP_039448435.1|CPIP
OG0007871	LOC6597584|XP_002022771.1|DPER	LOC120423015|XP_039442587.1|CPIP
OG0007872	LOC6602976|XP_026848755.1|DPER	LOC120421742|XP_039440943.1|CPIP
OG0007873	LOC113566616|XP_026848850.1|DPER	LOC120417842|XP_039435996.1|CPIP
OG0007874	LOC6597504|XP_026849289.1|DPER	LOC120419493|XP_039438116.1|CPIP
OG0007875	LOC6592983|XP_026840619.1|DPER	LOC120419498|XP_039438122.1|CPIP
OG0007876	LOC6599277|XP_002024272.1|DPER	LOC120422633|XP_039442065.1|CPIP
OG0007877	LOC6602611|XP_026846617.1|DPER	LOC120412890|XP_039429451.1|CPIP
OG0007878	LOC6592484|XP_026841663.1|DPER	LOC120425584|XP_039446092.1|CPIP
OG0007879	LOC6595914|XP_026845613.1|DPER	LOC120432628|XP_039453812.1|CPIP
OG0007880	LOC6602749|XP_002027771.1|DPER	LOC120426012|XP_039446622.1|CPIP
OG0007881	LOC6600992|XP_002026178.2|DPER	LOC120420565|XP_039439572.1|CPIP
OG0007882	LOC6600996|XP_002026182.2|DPER	LOC120424871|XP_039445063.1|CPIP
OG0007883	LOC6600995|XP_026849724.1|DPER	LOC120424784|XP_039444919.1|CPIP
OG0007884	LOC6600537|XP_002025724.1|DPER	LOC120430318|XP_039451353.1|CPIP
OG0007885	LOC6592984|XP_002017660.2|DPER	LOC120412394|XP_039428778.1|CPIP
OG0007886	LOC6593716|XP_026843025.1|DPER	LOC120426796|XP_039447507.1|CPIP
OG0007887	LOC6601108|XP_002026183.1|DPER	LOC120413192|XP_039429840.1|CPIP
OG0007888	LOC6596052|XP_002021236.1|DPER	LOC120413186|XP_039429834.1|CPIP
OG0007889	LOC6602986|XP_002028000.1|DPER	LOC120413205|XP_039429855.1|CPIP
OG0007890	LOC6599484|XP_026849395.1|DPER	LOC120413268|XP_039429929.1|CPIP
OG0007891	LOC6587806|XP_002012765.1|DPER	LOC120418480|XP_039436853.1|CPIP
OG0007892	LOC6602135|XP_002027106.1|DPER	LOC120420078|XP_039438937.1|CPIP
OG0007893	LOC6592406|XP_026841638.1|DPER	LOC120420084|XP_039438947.1|CPIP
OG0007894	LOC6602709|XP_026849472.1|DPER	LOC120428829|XP_039449873.1|CPIP
OG0007895	LOC6601128|XP_026847241.1|DPER	LOC120428828|XP_039449871.1|CPIP
OG0007896	LOC6600624|XP_002025618.1|DPER	LOC120430782|XP_039451830.1|CPIP
OG0007897	LOC6596178|XP_026845235.1|DPER	LOC120413448|XP_039430215.1|CPIP
OG0007898	LOC6601191|XP_026849951.1|DPER	LOC120413454|XP_039430223.1|CPIP
OG0007899	LOC6596089|XP_026845528.1|DPER	LOC120414636|XP_039431802.1|CPIP
OG0007900	LOC6590921|XP_002015763.1|DPER	LOC120412900|XP_039429466.1|CPIP
OG0007901	LOC6602475|XP_026848812.1|DPER	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP
OG0007902	LOC6600052|XP_002025067.1|DPER	LOC120426141|XP_039446792.1|CPIP
OG0007903	LOC6599806|XP_002024976.1|DPER	LOC120417624|XP_039435671.1|CPIP
OG0007904	LOC6597129|XP_002022317.2|DPER	LOC120417611|XP_039435659.1|CPIP
OG0007905	LOC6589559|XP_002015268.1|DPER	LOC120423601|XP_039443399.1|CPIP
OG0007906	LOC6600298|XP_026849063.1|DPER	LOC120413404|XP_039430137.1|CPIP
OG0007907	LOC6599497|XP_026849565.1|DPER	LOC120430384|XP_039451421.1|CPIP
OG0007908	LOC6599496|XP_002024716.1|DPER	LOC120430385|XP_039451424.1|CPIP
OG0007909	LOC6600771|XP_002025839.2|DPER	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP
OG0007910	LOC6601498|XP_002026560.1|DPER	LOC120427935|XP_039448814.1|CPIP
OG0007911	LOC6601111|XP_002026186.1|DPER	LOC120415805|XP_039433363.1|CPIP
OG0007912	LOC6601118|XP_002026193.1|DPER	LOC120415789|XP_039433352.1|CPIP
OG0007913	LOC6601112|XP_002026187.2|DPER	LOC120415790|XP_039433353.1|CPIP
OG0007914	LOC6596014|XP_026845298.1|DPER	LOC120419000|XP_039437505.1|CPIP
OG0007915	LOC6601916|XP_002026965.2|DPER	LOC120419540|XP_039438183.1|CPIP
OG0007916	LOC6588831|XP_002014263.1|DPER	LOC120431460|XP_039452511.1|CPIP
OG0007917	LOC6592890|XP_002018209.1|DPER	LOC120430640|XP_039451675.1|CPIP
OG0007918	LOC6590879|XP_002015547.1|DPER	LOC120418835|XP_039437288.1|CPIP
OG0007922	LOC6591863|XP_026839924.1|DPER	LOC120426166|XP_039446819.1|CPIP
OG0007926	LOC6601351|XP_002026410.1|DPER	LOC120431736|XP_039452795.1|CPIP
OG0007931	LOC6593651|XP_002019238.1|DPER	LOC120414657|XP_039431850.1|CPIP
OG0007932	LOC6599365|XP_002024488.1|DPER	LOC120414661|XP_039431863.1|CPIP
OG0007933	LOC6588435|XP_002014158.1|DPER	LOC120414723|XP_039431960.1|CPIP
OG0007934	LOC6589009|XP_002014205.1|DPER	LOC120430914|XP_039451967.1|CPIP
OG0007935	LOC6596279|XP_002021801.1|DPER	LOC120431073|XP_039452161.1|CPIP
OG0007936	LOC6589469|XP_002014414.1|DPER	LOC120431281|XP_039452353.1|CPIP
OG0007937	LOC6589526|XP_002015014.1|DPER	LOC120419177|XP_039437770.1|CPIP
OG0007938	LOC6592368|XP_002017973.1|DPER	LOC120422800|XP_039442275.1|CPIP
OG0007941	LOC6603252|XP_002028233.2|DPER	LOC120430183|XP_039451197.1|CPIP
OG0007942	LOC6602858|XP_002027869.1|DPER	LOC120423660|XP_039443476.1|CPIP
OG0007943	LOC6593625|XP_026843108.1|DPER	LOC120423664|XP_039443480.1|CPIP
OG0007944	LOC6601113|XP_026849699.1|DPER	LOC120418313|XP_039436575.1|CPIP
OG0007945	LOC6596619|XP_002021627.1|DPER	LOC120422981|XP_039442525.1|CPIP
OG0007946	LOC6591301|XP_026842847.1|DPER	LOC120413563|XP_039430376.1|CPIP
OG0007947	LOC6593390|XP_026843074.1|DPER	LOC120413629|XP_039430473.1|CPIP
OG0007948	LOC6603382|XP_026843670.1|DPER	LOC120413625|XP_039430468.1|CPIP
OG0007949	LOC6597534|XP_002022664.1|DPER	LOC120414097|XP_039431054.1|CPIP
OG0007950	LOC6589110|XP_002015229.1|DPER	LOC120413637|XP_039430487.1|CPIP
OG0007951	LOC6596509|XP_002021504.1|DPER	LOC120413632|XP_039430482.1|CPIP
OG0007952	LOC6595369|XP_002020805.1|DPER	LOC120420132|XP_039439016.1|CPIP
OG0007953	LOC6593654|XP_002019241.1|DPER	LOC120428850|XP_039449907.1|CPIP
OG0007954	LOC6593341|XP_002018743.1|DPER	LOC120414747|XP_039431997.1|CPIP
OG0007955	LOC6589275|XP_026844698.1|DPER	LOC120424894|XP_039445116.1|CPIP
OG0007956	LOC6593898|XP_002019077.1|DPER	LOC120424904|XP_039445129.1|CPIP
OG0007957	LOC6589878|XP_002014374.1|DPER	LOC120416306|XP_039433962.1|CPIP
OG0007958	LOC6599303|XP_026848243.1|DPER	LOC120413086|XP_039429727.1|CPIP
OG0007959	LOC6589440|XP_002014823.1|DPER	LOC120413128|XP_039429767.1|CPIP
OG0007960	LOC6588960|XP_026844340.1|DPER	LOC120428000|XP_039448906.1|CPIP
OG0007961	LOC6591779|XP_002017140.1|DPER	LOC120416308|XP_039433964.1|CPIP
OG0007962	LOC6597393|XP_026846401.1|DPER	LOC120421719|XP_039440900.1|CPIP
OG0007963	LOC6596271|XP_002021797.1|DPER	LOC120420828|XP_039439884.1|CPIP
OG0007964	LOC6593765|XP_026843537.1|DPER	LOC120420806|XP_039439861.1|CPIP
OG0007965	LOC6589865|XP_026844292.1|DPER	LOC120428320|XP_039449250.1|CPIP
OG0007966	LOC6589818|XP_002015341.1|DPER	LOC120416263|XP_039433900.1|CPIP
OG0007967	LOC6593369|XP_002018590.2|DPER	LOC120425341|XP_039445768.1|CPIP
OG0007968	LOC6595674|XP_026844378.1|DPER	LOC120425333|XP_039445742.1|CPIP
OG0007969	LOC6589330|XP_002014355.1|DPER	LOC120423127|XP_039442739.1|CPIP
OG0007970	LOC113565083|XP_026841424.1|DPER	LOC120415968|XP_039433546.1|CPIP
OG0007971	LOC6599164|XP_026848287.1|DPER	LOC120428678|XP_039449662.1|CPIP
OG0007972	LOC6590252|XP_002016544.1|DPER	LOC120419857|XP_039438628.1|CPIP
OG0007973	LOC6589380|XP_026844996.1|DPER	LOC120412796|XP_039429321.1|CPIP
OG0007974	LOC6597696|XP_002022877.1|DPER	LOC120412816|XP_039429354.1|CPIP
OG0007975	LOC6588281|XP_002014138.1|DPER	LOC120416613|XP_039434346.1|CPIP
OG0007976	LOC6602678|XP_002027689.2|DPER	LOC120415983|XP_039433573.1|CPIP
OG0007977	LOC6602215|XP_002027253.2|DPER	LOC120416261|XP_039433898.1|CPIP
OG0007978	LOC6589533|XP_026844238.1|DPER	LOC120420008|XP_039438848.1|CPIP
OG0007979	LOC6596459|XP_026843648.1|DPER	LOC120422616|XP_039442044.1|CPIP
OG0007980	LOC6596437|XP_026843530.1|DPER	LOC120412826|XP_039429366.1|CPIP
OG0007981	LOC6597759|XP_002022890.1|DPER	LOC120412821|XP_039429362.1|CPIP
OG0007982	LOC6589002|XP_002014324.2|DPER	LOC120412789|XP_039429312.1|CPIP
OG0007983	LOC6589478|XP_002014924.2|DPER	LOC120415532|XP_039433025.1|CPIP
OG0007984	LOC6593324|XP_026843534.1|DPER	LOC120421133|XP_039440230.1|CPIP
OG0007985	LOC113565473|XP_026843389.1|DPER	LOC120421149|XP_039440273.1|CPIP
OG0007987	LOC6596491|XP_002021565.2|DPER	LOC120415568|XP_039433080.1|CPIP
OG0007988	LOC6596530|XP_002021727.1|DPER	LOC120431688|XP_039452736.1|CPIP
OG0007989	LOC6589197|XP_002014359.1|DPER	LOC120413859|XP_039430750.1|CPIP
OG0007990	LOC6588728|XP_002014370.1|DPER	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP
OG0007991	LOC6588992|XP_026844083.1|DPER	LOC120419469|XP_039438089.1|CPIP
OG0007992	LOC113565574|XP_026843793.1|DPER	LOC120426274|XP_039446951.1|CPIP
OG0007993	LOC6588590|XP_002012989.2|DPER	LOC120432433|XP_039453585.1|CPIP
OG0007994	LOC6589270|XP_002014448.1|DPER	LOC120423109|XP_039442722.1|CPIP
OG0007995	LOC6593866|XP_026843462.1|DPER	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP
OG0007996	LOC6604605|XP_026847177.1|DPER	LOC120419460|XP_039438076.1|CPIP
OG0007997	LOC6595795|XP_002021307.1|DPER	LOC120426285|XP_039446968.1|CPIP
OG0007998	LOC6589401|XP_026844173.1|DPER	LOC120426269|XP_039446944.1|CPIP
OG0007999	LOC6596577|XP_026843144.1|DPER	LOC120412687|XP_039429197.1|CPIP
OG0008000	LOC6596578|XP_002021665.1|DPER	LOC120412684|XP_039429192.1|CPIP
OG0008001	LOC6603043|XP_002028065.1|DPER	LOC120419044|XP_039437544.1|CPIP
OG0008003	LOC6603041|XP_002028063.2|DPER	LOC120429072|XP_039450153.1|CPIP
OG0008004	LOC6598171|XP_026846157.1|DPER	LOC120426565|XP_039447271.1|CPIP
OG0008005	LOC6599221|XP_026848325.1|DPER	LOC120426560|XP_039447260.1|CPIP
OG0008006	LOC6600762|XP_002025770.1|DPER	LOC120423202|XP_039442837.1|CPIP
OG0008007	LOC6598538|XP_002023734.1|DPER	LOC120423204|XP_039442842.1|CPIP
OG0008009	LOC6602770|XP_002027774.1|DPER	LOC120426573|XP_039447292.1|CPIP
OG0008010	LOC6603111|XP_026847095.1|DPER	LOC120420629|XP_039439636.1|CPIP
OG0008011	LOC6590776|XP_026841788.1|DPER	LOC120420641|XP_039439653.1|CPIP
OG0008012	LOC6602104|XP_002027149.1|DPER	LOC120420639|XP_039439651.1|CPIP
OG0008013	LOC6590623|XP_026841206.1|DPER	LOC120416170|XP_039433789.1|CPIP
OG0008014	LOC6591974|XP_026843747.1|DPER	LOC120416158|XP_039433771.1|CPIP
OG0008015	LOC6598880|XP_026847819.1|DPER	LOC120416141|XP_039433751.1|CPIP
OG0008016	LOC6598966|XP_002024054.1|DPER	LOC120416143|XP_039433753.1|CPIP
OG0008017	LOC6602586|XP_026845941.1|DPER	LOC120416194|XP_039433812.1|CPIP
OG0008018	LOC6596730|XP_026845998.1|DPER	LOC120423936|XP_039443854.1|CPIP
OG0008019	LOC6600759|XP_026848634.1|DPER	LOC120427999|XP_039448898.1|CPIP
OG0008020	LOC6594212|XP_002019671.2|DPER	LOC120427002|XP_039447752.1|CPIP
OG0008021	LOC6598470|XP_002023698.1|DPER	LOC120414840|XP_039432101.1|CPIP
OG0008022	LOC6588578|XP_026840073.1|DPER	LOC120418560|XP_039436929.1|CPIP
OG0008023	LOC6600020|XP_026849188.1|DPER	LOC120418887|XP_039437356.1|CPIP
OG0008024	LOC6596693|XP_002021962.2|DPER	LOC120418982|XP_039437466.1|CPIP
OG0008025	LOC6596726|XP_026845991.1|DPER	LOC120419135|XP_039437660.1|CPIP
OG0008026	LOC6599165|XP_002024356.2|DPER	LOC120419146|XP_039437718.1|CPIP
OG0008027	LOC6604150|XP_026848950.1|DPER	LOC120418587|XP_039436969.1|CPIP
OG0008028	LOC6591412|XP_002016938.1|DPER	LOC120425614|XP_039446131.1|CPIP
OG0008029	LOC6591658|XP_002016853.1|DPER	LOC120431566|XP_039452608.1|CPIP
OG0008030	LOC6592140|XP_002017276.1|DPER	LOC120423913|XP_039443831.1|CPIP
OG0008031	LOC6596418|XP_002021816.1|DPER	LOC120423471|XP_039443236.1|CPIP
OG0008032	LOC6587817|XP_026851031.1|DPER	LOC120425218|XP_039445583.1|CPIP
OG0008033	LOC6591602|XP_002017097.2|DPER	LOC120420471|XP_039439433.1|CPIP
OG0008034	LOC6591860|XP_002017350.1|DPER	LOC120420003|XP_039438831.1|CPIP
OG0008035	LOC6598204|XP_002023539.2|DPER	LOC120421617|XP_039440780.1|CPIP
OG0008036	LOC6594030|XP_002019640.1|DPER	LOC120418175|XP_039436409.1|CPIP
OG0008037	LOC6594042|XP_026850379.1|DPER	LOC120418183|XP_039436417.1|CPIP
OG0008038	LOC6597355|XP_002022557.2|DPER	LOC120426767|XP_039447476.1|CPIP
OG0008039	LOC6594955|XP_026840348.1|DPER	LOC120415156|XP_039432530.1|CPIP
OG0008040	LOC6588347|XP_002013193.2|DPER	LOC120414784|XP_039432032.1|CPIP
OG0008042	LOC6598732|XP_002023879.2|DPER	LOC120432177|XP_039453250.1|CPIP
OG0008044	LOC113566580|XP_026848611.1|DPER	LOC120422257|XP_039441588.1|CPIP
OG0008045	LOC6599326|XP_026847109.1|DPER	LOC120432391|XP_039453521.1|CPIP
OG0008046	LOC6594961|XP_002020329.1|DPER	LOC120432380|XP_039453508.1|CPIP
OG0008047	LOC6591414|XP_002016940.2|DPER	LOC120432389|XP_039453518.1|CPIP
OG0008048	LOC6594959|XP_002020327.1|DPER	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP
OG0008049	LOC6591415|XP_002016941.2|DPER	LOC120432353|XP_039453473.1|CPIP
OG0008050	LOC6592011|XP_002017439.2|DPER	LOC120432403|XP_039453538.1|CPIP
OG0008051	LOC6588572|XP_002013953.1|DPER	LOC120432405|XP_039453542.1|CPIP
OG0008052	LOC6591905|XP_026840250.1|DPER	LOC120413664|XP_039430526.1|CPIP
OG0008053	LOC6591589|XP_002016803.1|DPER	LOC120414511|XP_039431655.1|CPIP
OG0008054	LOC6600216|XP_026846616.1|DPER	LOC120414530|XP_039431676.1|CPIP
OG0008055	LOC6599166|XP_026848249.1|DPER	LOC120414472|XP_039431602.1|CPIP
OG0008056	LOC6596752|XP_002021935.1|DPER	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP
OG0008057	LOC6588128|XP_002014119.1|DPER	LOC120419257|XP_039437846.1|CPIP
OG0008058	LOC6587193|XP_026843210.1|DPER	LOC120417064|XP_039434955.1|CPIP
OG0008059	LOC6592059|XP_026841547.1|DPER	LOC120419106|XP_039437634.1|CPIP
OG0008060	LOC6594145|XP_002019771.1|DPER	LOC120417147|XP_039435066.1|CPIP
OG0008061	LOC6600778|XP_026845166.1|DPER	LOC120417126|XP_039435037.1|CPIP
OG0008062	LOC6597619|XP_002022757.1|DPER	LOC120417128|XP_039435038.1|CPIP
OG0008063	LOC6598731|XP_002023878.1|DPER	LOC120415920|XP_039433499.1|CPIP
OG0008064	LOC6599445|XP_026847195.1|DPER	LOC120429834|XP_039450832.1|CPIP
OG0008065	LOC6596915|XP_002021845.1|DPER	LOC120417535|XP_039435551.1|CPIP
OG0008066	LOC6600191|XP_026846719.1|DPER	LOC120417510|XP_039435522.1|CPIP
OG0008067	LOC6598302|XP_002023504.2|DPER	LOC120425863|XP_039446418.1|CPIP
OG0008068	LOC6599408|XP_026847112.1|DPER	LOC120417332|XP_039435252.1|CPIP
OG0008069	LOC6587654|XP_026851107.1|DPER	LOC120413797|XP_039430681.1|CPIP
OG0008070	LOC6594958|XP_002020326.2|DPER	LOC120413765|XP_039430636.1|CPIP
OG0008071	LOC6597533|XP_002022663.1|DPER	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP
