Orthogroup	DPER.longest_only	BCOP.longest_only
OG0007119	LOC6600779|XP_002025847.2|DPER	LOC119076707|XP_037039926.1|BCOP
OG0007120	LOC6597279|XP_002022566.1|DPER	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP
OG0007121	LOC6602867|XP_002027902.1|DPER	LOC119084708|XP_037050711.1|BCOP
OG0007122	LOC6597680|XP_026848875.1|DPER	LOC119076062|XP_037038594.1|BCOP
OG0007123	LOC6597678|XP_026848906.1|DPER	LOC119069659|XP_037029675.1|BCOP
OG0007124	LOC6595969|XP_026845409.1|DPER	LOC119076427|XP_037039067.1|BCOP
OG0007125	LOC6602197|XP_002027207.1|DPER	LOC119073786|XP_037035395.1|BCOP
OG0007126	LOC6596937|XP_026845353.1|DPER	LOC119077636|XP_037040752.1|BCOP
OG0007127	LOC6595979|XP_002021045.1|DPER	LOC119076422|XP_037039059.1|BCOP
OG0007128	LOC6602154|XP_002027204.2|DPER	LOC119076435|XP_037039080.1|BCOP
OG0007129	LOC6602196|XP_026847990.1|DPER	LOC119070286|XP_037030451.1|BCOP
OG0007130	LOC6595974|XP_002021040.1|DPER	LOC119070850|XP_037031260.1|BCOP
OG0007131	LOC6602190|XP_026848036.1|DPER	LOC119070900|XP_037031324.1|BCOP
OG0007132	LOC6602184|XP_026848040.1|DPER	LOC119071122|XP_037031669.1|BCOP
OG0007133	LOC6599761|XP_002024881.1|DPER	LOC119071213|XP_037031913.1|BCOP
OG0007134	LOC6596023|XP_002020973.1|DPER	LOC119077902|XP_037041168.1|BCOP
OG0007135	LOC6599801|XP_002024971.1|DPER	LOC119071299|XP_037032072.1|BCOP
OG0007136	LOC6602298|XP_026848476.1|DPER	LOC119074974|XP_037037269.1|BCOP
OG0007137	LOC6596713|XP_026846012.1|DPER	LOC119072068|XP_037033101.1|BCOP
OG0007138	LOC6596923|XP_026845697.1|DPER	LOC119071991|XP_037033014.1|BCOP
OG0007139	LOC6602896|XP_002027919.1|DPER	LOC119072710|XP_037033878.1|BCOP
OG0007140	LOC6600141|XP_026846619.1|DPER	LOC119075228|XP_037037513.1|BCOP
OG0007141	LOC6596929|XP_002021837.1|DPER	LOC119073958|XP_037035745.1|BCOP
OG0007142	LOC6602398|XP_002027450.1|DPER	LOC119075858|XP_037038310.1|BCOP
OG0007143	LOC6594939|XP_002020308.1|DPER	LOC119081198|XP_037045809.1|BCOP
OG0007144	LOC6594008|XP_026850637.1|DPER	LOC119074574|XP_037036699.1|BCOP
OG0007146	LOC6591675|XP_002016890.1|DPER	LOC119073398|XP_037034727.1|BCOP
OG0007147	LOC113566229|XP_026846784.1|DPER, LOC6598822|XP_002023934.2|DPER	LOC119075783|XP_037038238.1|BCOP
OG0007148	LOC6597479|XP_026848913.1|DPER	LOC119077633|XP_037040741.1|BCOP
OG0007149	LOC6590841|XP_002015773.1|DPER	LOC119073317|XP_037034600.1|BCOP
OG0007150	LOC6602191|XP_002027231.1|DPER	LOC119077579|XP_037040684.1|BCOP
OG0007151	LOC6599831|XP_026847393.1|DPER	LOC119082714|XP_037048183.1|BCOP
OG0007152	LOC6600761|XP_026848604.1|DPER	LOC119074336|XP_037036322.1|BCOP
OG0007153	LOC6600735|XP_002025773.1|DPER	LOC119074788|XP_037036962.1|BCOP
OG0007154	LOC6590110|XP_002016508.1|DPER	LOC119069713|XP_037029732.1|BCOP
OG0007155	LOC6590326|XP_002016215.1|DPER	LOC119069578|XP_037029557.1|BCOP
OG0007156	LOC6588045|XP_002013701.1|DPER	LOC119075150|XP_037037439.1|BCOP
OG0007157	LOC6588305|XP_026848917.1|DPER	LOC119078753|XP_037042350.1|BCOP
OG0007158	LOC6596210|XP_002021278.2|DPER	LOC119078787|XP_037042393.1|BCOP
OG0007159	LOC6596703|XP_026845989.1|DPER	LOC119067457|XP_037026338.1|BCOP
OG0007160	LOC6594545|XP_002019375.1|DPER	LOC119074874|XP_037037105.1|BCOP
OG0007161	LOC6600232|XP_002025210.1|DPER	LOC119074214|XP_037036111.1|BCOP
OG0007162	LOC6596904|XP_002021865.1|DPER	LOC119074204|XP_037036099.1|BCOP
OG0007163	LOC6588006|XP_002013190.1|DPER	LOC119077921|XP_037041197.1|BCOP
OG0007164	LOC6588605|XP_002013189.1|DPER	LOC119073862|XP_037035622.1|BCOP
OG0007165	LOC6600411|XP_026848372.1|DPER	LOC119074758|XP_037036919.1|BCOP
OG0007166	LOC6601407|XP_026847909.1|DPER	LOC119074547|XP_037036611.1|BCOP
OG0007167	LOC6597760|XP_002022891.1|DPER	LOC119074679|XP_037036858.1|BCOP
OG0007168	LOC6600764|XP_026848635.1|DPER	LOC119074546|XP_037036608.1|BCOP
OG0007169	LOC6600174|XP_002025273.1|DPER	LOC119074927|XP_037037217.1|BCOP
OG0007170	LOC6594377|XP_002019291.2|DPER	LOC119076563|XP_037039241.1|BCOP
OG0007171	LOC6599212|XP_026848237.1|DPER	LOC119075808|XP_037038270.1|BCOP
OG0007172	LOC6596690|XP_002021959.1|DPER	LOC119076672|XP_037039462.1|BCOP
OG0007173	LOC113566084|XP_026845839.1|DPER	LOC119066320|XP_037024608.1|BCOP
OG0007174	LOC6587724|XP_026840161.1|DPER	LOC119074856|XP_037037063.1|BCOP
OG0007175	LOC6595968|XP_002021206.1|DPER	LOC119082070|XP_037047304.1|BCOP
OG0007176	LOC6591881|XP_002017079.1|DPER	LOC119076054|XP_037038584.1|BCOP
OG0007177	LOC6591398|XP_002017173.1|DPER	LOC119084120|XP_037049868.1|BCOP
OG0007178	LOC6594333|XP_026840491.1|DPER	LOC119070136|XP_037030358.1|BCOP
OG0007179	LOC6594396|XP_002019486.1|DPER	LOC119077325|XP_037040432.1|BCOP
OG0007180	LOC6591401|XP_002017176.1|DPER	LOC119077695|XP_037040862.1|BCOP
OG0007181	LOC6597346|XP_026846425.1|DPER	LOC119075024|XP_037037331.1|BCOP
OG0007182	LOC6594553|XP_026850284.1|DPER	LOC119084330|XP_037050156.1|BCOP
OG0007183	LOC6594557|XP_026850256.1|DPER	LOC119085256|XP_037051488.1|BCOP
OG0007184	LOC6594549|XP_002019921.1|DPER	LOC119074286|XP_037036201.1|BCOP
OG0007186	LOC6591534|XP_002017318.2|DPER	LOC119076662|XP_037039442.1|BCOP
OG0007187	LOC6591893|XP_002016911.1|DPER	LOC119075713|XP_037038131.1|BCOP
OG0007188	LOC6592071|XP_026848995.1|DPER	LOC119076821|XP_037039710.1|BCOP
OG0007189	LOC6591427|XP_002017485.1|DPER	LOC119075723|XP_037038154.1|BCOP
OG0007190	LOC6594155|XP_002019394.1|DPER	LOC119085984|XP_037052447.1|BCOP
OG0007191	LOC6603358|XP_002028339.2|DPER	LOC119081266|XP_037045903.1|BCOP
OG0007192	LOC6602682|XP_002027692.1|DPER	LOC119077814|XP_037041020.1|BCOP
OG0007193	LOC6602683|XP_026846025.1|DPER	LOC119074781|XP_037036950.1|BCOP
OG0007194	LOC6596906|XP_002021867.1|DPER	LOC119075009|XP_037037308.1|BCOP
OG0007195	LOC6591698|XP_002017269.1|DPER	LOC119076215|XP_037038761.1|BCOP
OG0007196	LOC6587891|XP_026843693.1|DPER	LOC119067904|XP_037027088.1|BCOP
OG0007197	LOC6601964|XP_002027014.1|DPER	LOC119074394|XP_037036408.1|BCOP
OG0007198	LOC6594548|XP_026850374.1|DPER	LOC119076236|XP_037038790.1|BCOP
OG0007199	LOC6594183|XP_002019814.1|DPER	LOC119076668|XP_037039456.1|BCOP
OG0007200	LOC6594724|XP_002019409.1|DPER	LOC119074782|XP_037036951.1|BCOP
OG0007201	LOC6596176|XP_026845498.1|DPER	LOC119070236|XP_037030405.1|BCOP
OG0007202	LOC6599713|XP_002024898.1|DPER	LOC119084465|XP_037050344.1|BCOP
OG0007203	LOC6599714|XP_026847365.1|DPER	LOC119072657|XP_037033811.1|BCOP
OG0007204	LOC113566062|XP_026845771.1|DPER, LOC6603640|XP_026845787.1|DPER	LOC119066660|XP_037025132.1|BCOP
OG0007205	LOC6599717|XP_002024902.1|DPER	LOC119072677|XP_037033850.1|BCOP
OG0007206	LOC6591741|XP_002017093.2|DPER	LOC119077859|XP_037041083.1|BCOP
OG0007207	LOC6591884|XP_002017082.1|DPER	LOC119067423|XP_037026289.1|BCOP
OG0007208	LOC6591429|XP_002017487.1|DPER	LOC119075710|XP_037038127.1|BCOP
OG0007209	LOC6591430|XP_002017488.1|DPER	LOC119085196|XP_037051403.1|BCOP
OG0007210	LOC6594451|XP_026850283.1|DPER	LOC119082079|XP_037047329.1|BCOP
OG0007211	LOC6591600|XP_026847316.1|DPER	LOC119076811|XP_037039693.1|BCOP
OG0007212	LOC6594896|XP_002020496.1|DPER	LOC119076624|XP_037039384.1|BCOP
OG0007213	LOC6590416|XP_002016429.1|DPER	LOC119082922|XP_037048475.1|BCOP
OG0007214	LOC6598968|XP_026847838.1|DPER	LOC119074371|XP_037036372.1|BCOP
OG0007215	LOC6594573|XP_002019824.1|DPER	LOC119076547|XP_037039238.1|BCOP
OG0007216	LOC6595312|XP_026850702.1|DPER	LOC119083503|XP_037049152.1|BCOP
OG0007217	LOC113565095|XP_026841460.1|DPER	LOC119084472|XP_037050352.1|BCOP
OG0007218	LOC6587514|XP_002013530.1|DPER	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP
OG0007219	LOC6591619|XP_026843181.1|DPER	LOC119067631|XP_037026627.1|BCOP
OG0007220	LOC113565741|XP_026844567.1|DPER	LOC119068981|XP_037028747.1|BCOP
OG0007221	LOC6591679|XP_026840011.1|DPER	LOC119077864|XP_037041104.1|BCOP
OG0007222	LOC6587767|XP_026840227.1|DPER	LOC119074554|XP_037036635.1|BCOP
OG0007223	LOC6587973|XP_002013195.1|DPER	LOC119084083|XP_037049814.1|BCOP
OG0007224	LOC6594048|XP_002019871.2|DPER	LOC119066570|XP_037025014.1|BCOP
OG0007225	LOC6594457|XP_002019708.2|DPER	LOC119078015|XP_037041301.1|BCOP
OG0007226	LOC6588166|XP_002014108.2|DPER	LOC119074823|XP_037037008.1|BCOP
OG0007227	LOC6602787|XP_002027801.1|DPER	LOC119072072|XP_037033115.1|BCOP
OG0007228	LOC6602783|XP_002027840.1|DPER	LOC119070998|XP_037031491.1|BCOP
OG0007229	LOC6598797|XP_002023908.1|DPER	LOC119068418|XP_037027882.1|BCOP
OG0007230	LOC6594301|XP_002019799.1|DPER	LOC119076160|XP_037038739.1|BCOP
OG0007231	LOC6591391|XP_002017361.1|DPER	LOC119076022|XP_037038518.1|BCOP
OG0007232	LOC6599681|XP_026847269.1|DPER	LOC119075142|XP_037037425.1|BCOP
OG0007233	LOC113566333|XP_026847348.1|DPER	LOC119075013|XP_037037316.1|BCOP
OG0007234	LOC6603784|XP_002028749.1|DPER	LOC119075004|XP_037037301.1|BCOP
OG0007235	LOC6599888|XP_026847416.1|DPER	LOC119075005|XP_037037303.1|BCOP
OG0007236	LOC6591454|XP_002017475.1|DPER	LOC119074694|XP_037036875.1|BCOP
OG0007237	LOC6588078|XP_002014111.1|DPER	LOC119076872|XP_037039776.1|BCOP
OG0007238	LOC6602555|XP_026846903.1|DPER	LOC119078641|XP_037042134.1|BCOP
OG0007239	LOC6591626|XP_026851176.1|DPER	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP
OG0007240	LOC6591334|XP_002016932.1|DPER	LOC119071746|XP_037032678.1|BCOP
OG0007241	LOC6597574|XP_002022791.1|DPER	LOC119072238|XP_037033311.1|BCOP
OG0007242	LOC6597575|XP_026848864.1|DPER	LOC119068101|XP_037027464.1|BCOP
OG0007243	LOC6599310|XP_026847164.1|DPER	LOC119077856|XP_037041079.1|BCOP
OG0007244	LOC6594255|XP_002019978.1|DPER	LOC119076676|XP_037039467.1|BCOP
OG0007245	LOC6595329|XP_002020456.1|DPER	LOC119075786|XP_037038243.1|BCOP
OG0007246	LOC6598710|XP_002023889.1|DPER	LOC119070456|XP_037030706.1|BCOP
OG0007247	LOC6600893|XP_026841737.1|DPER	LOC119078952|XP_037042592.1|BCOP
OG0007248	LOC6600234|XP_002025212.1|DPER	LOC119075918|XP_037038399.1|BCOP
OG0007249	LOC6597318|XP_026846597.1|DPER	LOC119075865|XP_037038318.1|BCOP
OG0007250	LOC6599220|XP_002024310.1|DPER	LOC119074647|XP_037036819.1|BCOP
OG0007251	LOC6594566|XP_002019585.1|DPER	LOC119075237|XP_037037525.1|BCOP
OG0007252	LOC6587908|XP_026840108.1|DPER	LOC119067761|XP_037026792.1|BCOP
OG0007253	LOC6596021|XP_002020971.1|DPER	LOC119074853|XP_037037061.1|BCOP
OG0007254	LOC6594311|XP_026850248.1|DPER	LOC119074409|XP_037036426.1|BCOP
OG0007255	LOC6597366|XP_026846423.1|DPER	LOC119075801|XP_037038263.1|BCOP
OG0007256	LOC6591399|XP_002017174.1|DPER	LOC119074644|XP_037036816.1|BCOP
OG0007257	LOC6591684|XP_002017321.1|DPER	LOC119076664|XP_037039453.1|BCOP
OG0007258	LOC6591536|XP_026840021.1|DPER	LOC119075956|XP_037038418.1|BCOP
OG0007259	LOC6596657|XP_026845848.1|DPER	LOC119070980|XP_037031470.1|BCOP
OG0007260	LOC6596134|XP_002021098.1|DPER	LOC119077909|XP_037041179.1|BCOP
OG0007261	LOC6591306|XP_002016129.1|DPER	LOC119071692|XP_037032575.1|BCOP
OG0007262	LOC6600446|XP_026848415.1|DPER	LOC119072050|XP_037033073.1|BCOP
OG0007263	LOC6603341|XP_002028325.1|DPER	LOC119081014|XP_037045592.1|BCOP
OG0007264	LOC6601123|XP_026849704.1|DPER	LOC119072239|XP_037033309.1|BCOP
OG0007265	LOC6600149|XP_002025232.1|DPER	LOC119071975|XP_037033005.1|BCOP
OG0007266	LOC6594957|XP_026840341.1|DPER	LOC119076016|XP_037038503.1|BCOP
OG0007267	LOC6594307|XP_002019805.1|DPER	LOC119077917|XP_037041191.1|BCOP
OG0007268	LOC6590058|XP_002016390.2|DPER	LOC119077055|XP_037040080.1|BCOP
OG0007269	LOC6596676|XP_026845899.1|DPER	LOC119074596|XP_037036733.1|BCOP
OG0007270	LOC6587342|XP_026851255.1|DPER	LOC119077655|XP_037040767.1|BCOP
OG0007271	LOC6592108|XP_002017291.1|DPER	LOC119076826|XP_037039719.1|BCOP
OG0007272	LOC6602788|XP_026847772.1|DPER	LOC119074957|XP_037037242.1|BCOP
OG0007273	LOC6594420|XP_026850234.1|DPER	LOC119083981|XP_037049687.1|BCOP
OG0007274	LOC6598649|XP_002023830.1|DPER	LOC119077929|XP_037041204.1|BCOP
OG0007275	LOC113566766|XP_026849619.1|DPER	LOC119070337|XP_037030520.1|BCOP
OG0007276	LOC6601944|XP_002026994.1|DPER	LOC119084115|XP_037049862.1|BCOP
OG0007277	LOC6596197|XP_026845504.1|DPER	LOC119073573|XP_037035031.1|BCOP
OG0007278	LOC6602994|XP_026849440.1|DPER	LOC119075229|XP_037037514.1|BCOP
OG0007279	LOC6602993|XP_026849503.1|DPER	LOC119075223|XP_037037504.1|BCOP
OG0007280	LOC6602992|XP_026849469.1|DPER	LOC119084184|XP_037049944.1|BCOP
OG0007281	LOC6591775|XP_002017136.1|DPER	LOC119072767|XP_037033956.1|BCOP
OG0007282	LOC6591776|XP_002017137.1|DPER	LOC119072751|XP_037033932.1|BCOP
OG0007283	LOC6591672|XP_002016887.1|DPER	LOC119067049|XP_037025689.1|BCOP
OG0007284	LOC6587299|XP_002013853.1|DPER	LOC119079433|XP_037043241.1|BCOP
OG0007285	LOC6597675|XP_002022829.2|DPER	LOC119084474|XP_037050354.1|BCOP
OG0007286	LOC6597674|XP_002022828.1|DPER	LOC119078057|XP_037041379.1|BCOP
OG0007287	LOC6589103|XP_002015036.1|DPER	LOC119066214|XP_037024431.1|BCOP
OG0007288	LOC6600034|XP_026849119.1|DPER	LOC119078063|XP_037041395.1|BCOP
OG0007289	LOC6603074|XP_002028116.1|DPER	LOC119071306|XP_037032083.1|BCOP
OG0007290	LOC6594188|XP_002019819.1|DPER	LOC119067847|XP_037026974.1|BCOP
OG0007291	LOC6597502|XP_002022650.2|DPER	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC6602849|XP_026845884.1|DPER	LOC119076467|XP_037039129.1|BCOP
OG0007293	LOC6591916|XP_026848790.1|DPER	LOC119074334|XP_037036315.1|BCOP
OG0007294	LOC6591637|XP_026839959.1|DPER	LOC119074199|XP_037036090.1|BCOP
OG0007295	LOC6594242|XP_002019976.1|DPER	LOC119069103|XP_037028890.1|BCOP
OG0007296	LOC6587588|XP_026844640.1|DPER	LOC119075851|XP_037038298.1|BCOP
OG0007297	LOC6591346|XP_002017454.1|DPER	LOC119075722|XP_037038153.1|BCOP
OG0007298	LOC6591402|XP_002017177.1|DPER	LOC119069432|XP_037029388.1|BCOP
OG0007299	LOC6591985|XP_002017210.1|DPER	LOC119084033|XP_037049754.1|BCOP
OG0007300	LOC6591687|XP_026842338.1|DPER	LOC119077672|XP_037040815.1|BCOP
OG0007301	LOC6588244|XP_002014131.1|DPER	LOC119074952|XP_037037236.1|BCOP
OG0007302	LOC6591989|XP_026845760.1|DPER	LOC119076809|XP_037039688.1|BCOP
OG0007303	LOC6599168|XP_002024359.1|DPER	LOC119073664|XP_037035167.1|BCOP
OG0007304	LOC6598121|XP_026843224.1|DPER	LOC119073767|XP_037035328.1|BCOP
OG0007305	LOC6598933|XP_002024120.1|DPER	LOC119076147|XP_037038724.1|BCOP
OG0007306	LOC6598934|XP_002024121.2|DPER	LOC119076105|XP_037038660.1|BCOP
OG0007307	LOC6594177|XP_026847354.1|DPER	LOC119076679|XP_037039471.1|BCOP
OG0007308	LOC6587441|XP_002013066.2|DPER	LOC119074645|XP_037036817.1|BCOP
OG0007309	LOC6591648|XP_026845623.1|DPER	LOC119076640|XP_037039405.1|BCOP
OG0007310	LOC6591645|XP_026850794.1|DPER	LOC119073520|XP_037034952.1|BCOP
OG0007311	LOC6591660|XP_026840484.1|DPER	LOC119073432|XP_037034807.1|BCOP
OG0007312	LOC6590704|XP_026842002.1|DPER	LOC119075778|XP_037038227.1|BCOP
OG0007313	LOC6598356|XP_002023431.1|DPER	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	LOC6596890|XP_026845862.1|DPER	LOC119078072|XP_037041418.1|BCOP
OG0007315	LOC6600787|XP_026848693.1|DPER	LOC119078050|XP_037041359.1|BCOP
OG0007316	LOC6594629|XP_002019475.1|DPER	LOC119067660|XP_037026657.1|BCOP
OG0007317	LOC6588169|XP_002014151.1|DPER	LOC119074785|XP_037036958.1|BCOP
OG0007318	LOC6587736|XP_026850775.1|DPER	LOC119074335|XP_037036318.1|BCOP
OG0007319	LOC6596174|XP_002021167.1|DPER	LOC119070085|XP_037030297.1|BCOP
OG0007320	LOC113565676|XP_026844220.1|DPER	LOC119073773|XP_037035339.1|BCOP
OG0007321	LOC6600136|XP_002025253.2|DPER	LOC119084259|XP_037050063.1|BCOP
OG0007322	LOC6596665|XP_026845994.1|DPER	LOC119076710|XP_037039521.1|BCOP
OG0007323	LOC6602751|XP_026847726.1|DPER	LOC119076704|XP_037039512.1|BCOP
OG0007324	LOC6591718|XP_002017411.1|DPER	LOC119075174|XP_037037466.1|BCOP
OG0007325	LOC6594885|XP_002020004.1|DPER	LOC119074432|XP_037036456.1|BCOP
OG0007326	LOC6591709|XP_026841997.1|DPER	LOC119074431|XP_037036453.1|BCOP
OG0007327	LOC113566407|XP_026847641.1|DPER	LOC119076089|XP_037038638.1|BCOP
OG0007328	LOC6587671|XP_002014055.2|DPER	LOC119074438|XP_037036461.1|BCOP
OG0007330	LOC6599264|XP_002024259.2|DPER	LOC119077726|XP_037040897.1|BCOP
OG0007331	LOC6598149|XP_002023486.1|DPER	LOC119084248|XP_037050044.1|BCOP
OG0007332	LOC6602633|XP_026846735.1|DPER	LOC119084258|XP_037050059.1|BCOP
OG0007333	LOC6592027|XP_002017299.1|DPER	LOC119072914|XP_037034131.1|BCOP
OG0007334	LOC6596384|XP_002021537.1|DPER	LOC119076125|XP_037038689.1|BCOP
OG0007335	LOC6602718|XP_026849458.1|DPER	LOC119074881|XP_037037113.1|BCOP
OG0007336	LOC6603236|XP_002028212.1|DPER	LOC119085958|XP_037052413.1|BCOP
OG0007337	LOC6601400|XP_026847885.1|DPER	LOC119066592|XP_037025046.1|BCOP
OG0007338	LOC6601069|XP_002026093.2|DPER	LOC119074316|XP_037036265.1|BCOP
OG0007339	LOC6591488|XP_002017382.1|DPER	LOC119073627|XP_037035115.1|BCOP
OG0007340	LOC6594254|XP_026850318.1|DPER	LOC119081886|XP_037047011.1|BCOP
OG0007341	LOC6591343|XP_026847471.1|DPER	LOC119074838|XP_037037028.1|BCOP
OG0007342	LOC6587529|XP_002013642.1|DPER	LOC119084433|XP_037050306.1|BCOP
OG0007343	LOC6592000|XP_026840065.1|DPER	LOC119069687|XP_037029738.1|BCOP
OG0007344	LOC6595617|XP_002020692.1|DPER	LOC119086023|XP_037052490.1|BCOP
OG0007345	LOC6591999|XP_002016824.1|DPER	LOC119070348|XP_037030572.1|BCOP
OG0007346	LOC6599731|XP_002024836.1|DPER	LOC119072885|XP_037034100.1|BCOP
OG0007347	LOC6602861|XP_026845118.1|DPER	LOC119074885|XP_037037121.1|BCOP
OG0007348	LOC6602883|XP_002027893.2|DPER	LOC119074872|XP_037037093.1|BCOP
OG0007349	LOC6602884|XP_002027894.2|DPER	LOC119074867|XP_037037085.1|BCOP
OG0007350	LOC6600705|XP_002025820.1|DPER	LOC119077907|XP_037041174.1|BCOP
OG0007351	LOC6601975|XP_002027022.1|DPER	LOC119084418|XP_037050280.1|BCOP
OG0007352	LOC6592219|XP_002018489.2|DPER	LOC119084447|XP_037050322.1|BCOP
OG0007353	LOC6591816|XP_002017237.1|DPER	LOC119074397|XP_037036412.1|BCOP
OG0007354	LOC6597566|XP_002022783.1|DPER	LOC119076103|XP_037038657.1|BCOP
OG0007355	LOC6588277|XP_026839955.1|DPER	LOC119083976|XP_037049675.1|BCOP
OG0007356	LOC6592842|XP_026841146.1|DPER	LOC119080145|XP_037044257.1|BCOP
OG0007357	LOC6592037|XP_026840236.1|DPER	LOC119084023|XP_037049736.1|BCOP
OG0007358	LOC6592102|XP_002017036.2|DPER	LOC119074813|XP_037036994.1|BCOP
OG0007359	LOC6587873|XP_026840115.1|DPER	LOC119078118|XP_037041466.1|BCOP
OG0007360	LOC6588343|XP_002012921.2|DPER	LOC119076115|XP_037038672.1|BCOP
OG0007361	LOC6602756|XP_026847727.1|DPER	LOC119074385|XP_037036395.1|BCOP
OG0007362	LOC6593812|XP_002019059.1|DPER	LOC119082624|XP_037048081.1|BCOP
OG0007363	LOC6596722|XP_002022045.2|DPER	LOC119078086|XP_037041443.1|BCOP
OG0007364	LOC6596811|XP_026846008.1|DPER	LOC119078058|XP_037041380.1|BCOP
OG0007365	LOC6596827|XP_002022063.2|DPER	LOC119071859|XP_037032816.1|BCOP
OG0007366	LOC6594049|XP_026850287.1|DPER	LOC119073277|XP_037034590.1|BCOP
OG0007367	LOC6601883|XP_026849340.1|DPER	LOC119076606|XP_037039357.1|BCOP
OG0007368	LOC6594186|XP_026850430.1|DPER	LOC119074060|XP_037035908.1|BCOP
OG0007369	LOC6594530|XP_002019422.1|DPER	LOC119084247|XP_037050083.1|BCOP
OG0007370	LOC6592763|XP_026841989.1|DPER	LOC119072415|XP_037033559.1|BCOP
OG0007371	LOC6594846|XP_026839957.1|DPER	LOC119067799|XP_037026841.1|BCOP
OG0007372	LOC6594697|XP_002019624.1|DPER	LOC119084032|XP_037049752.1|BCOP
OG0007373	LOC6600401|XP_002025456.2|DPER	LOC119072047|XP_037033069.1|BCOP
OG0007374	LOC6599952|XP_002025029.1|DPER	LOC119083299|XP_037048888.1|BCOP
OG0007375	LOC6597302|XP_002022443.1|DPER	LOC119076404|XP_037039025.1|BCOP
OG0007376	LOC6602860|XP_026845111.1|DPER	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	LOC6587774|XP_002013274.1|DPER	LOC119075818|XP_037038281.1|BCOP
OG0007378	LOC6603922|XP_026846553.1|DPER	LOC119075775|XP_037038224.1|BCOP
OG0007379	LOC6597758|XP_002022889.1|DPER	LOC119072858|XP_037034060.1|BCOP
OG0007380	LOC6596737|XP_026845823.1|DPER	LOC119072271|XP_037033360.1|BCOP
OG0007381	LOC6597762|XP_002022893.1|DPER	LOC119076792|XP_037039649.1|BCOP
OG0007382	LOC6600177|XP_026846730.1|DPER	LOC119077898|XP_037041161.1|BCOP
OG0007383	LOC6604604|XP_026846039.1|DPER, LOC6596848|XP_026845949.1|DPER	LOC119074915|XP_037037165.1|BCOP
OG0007384	LOC6600181|XP_002025280.1|DPER	LOC119078651|XP_037042141.1|BCOP
OG0007385	LOC6602620|XP_002027647.1|DPER	LOC119076512|XP_037039192.1|BCOP
OG0007386	LOC6597827|XP_026846558.1|DPER	LOC119085707|XP_037052054.1|BCOP
OG0007388	LOC6603502|XP_002028481.1|DPER	LOC119067006|XP_037025665.1|BCOP
OG0007389	LOC6593539|XP_002018726.1|DPER	LOC119070825|XP_037031220.1|BCOP
OG0007390	LOC113565955|XP_026845181.1|DPER	LOC119084484|XP_037050369.1|BCOP
OG0007391	LOC6594673|XP_002019851.1|DPER	LOC119068974|XP_037028739.1|BCOP
OG0007392	LOC6600233|XP_026846620.1|DPER	LOC119084487|XP_037050385.1|BCOP
OG0007393	LOC6592119|XP_026840129.1|DPER	LOC119078129|XP_037041486.1|BCOP
OG0007394	LOC6600445|XP_026848436.1|DPER	LOC119067163|XP_037025901.1|BCOP
OG0007395	LOC6599427|XP_026847180.1|DPER	LOC119069864|XP_037029934.1|BCOP
OG0007396	LOC6591397|XP_002017172.1|DPER	LOC119074324|XP_037036294.1|BCOP
OG0007397	LOC6602651|XP_002027680.2|DPER	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	LOC6591095|XP_002016127.1|DPER	LOC119074463|XP_037036499.1|BCOP
OG0007399	LOC6597303|XP_026846446.1|DPER	LOC119076410|XP_037039037.1|BCOP
OG0007400	LOC6600434|XP_002025539.1|DPER	LOC119076127|XP_037038693.1|BCOP
OG0007401	LOC6599317|XP_026847104.1|DPER	LOC119069444|XP_037029396.1|BCOP
OG0007402	LOC6594231|XP_002019898.1|DPER	LOC119076218|XP_037038765.1|BCOP
OG0007403	LOC6594228|XP_026850376.1|DPER	LOC119075732|XP_037038166.1|BCOP
OG0007404	LOC6594056|XP_026850393.1|DPER	LOC119076172|XP_037038753.1|BCOP
OG0007405	LOC6591882|XP_002017080.1|DPER	LOC119068034|XP_037027295.1|BCOP
OG0007406	LOC6594712|XP_002019567.1|DPER	LOC119077654|XP_037040765.1|BCOP
OG0007407	LOC6588830|XP_002014262.2|DPER	LOC119072566|XP_037033701.1|BCOP
OG0007408	LOC6601497|XP_026848009.1|DPER	LOC119071265|XP_037032017.1|BCOP
OG0007409	LOC6588912|XP_026844205.1|DPER	LOC119066706|XP_037025201.1|BCOP
OG0007410	LOC6599358|XP_002024481.2|DPER	LOC119078713|XP_037042281.1|BCOP
OG0007411	LOC6600089|XP_002025181.1|DPER	LOC119084302|XP_037050116.1|BCOP
OG0007412	LOC6602635|XP_002027657.1|DPER	LOC119078243|XP_037041607.1|BCOP
OG0007413	LOC6590611|XP_026842406.1|DPER	LOC119084430|XP_037050302.1|BCOP
OG0007414	LOC6588684|XP_002015212.1|DPER	LOC119084877|XP_037050912.1|BCOP
OG0007415	LOC6597023|XP_002022115.2|DPER	LOC119084031|XP_037049751.1|BCOP
