Orthogroup	DPER.longest_only	HILL.longest_only
OG0008923	LOC6590070|XP_026841896.1|DPER	LOC119659201|XP_037923097.1|HILL
OG0008925	LOC6592324|XP_002018558.1|DPER	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL
OG0008931	LOC6592788|XP_002018439.1|DPER	LOC119647158|XP_037903893.1|HILL
OG0008933	LOC6593011|XP_002018463.1|DPER	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL
OG0008935	LOC6590903|XP_026840788.1|DPER	LOC119648742|XP_037906489.1|HILL
OG0008936	LOC6590204|XP_026841308.1|DPER	LOC119655807|XP_037917835.1|HILL
OG0008938	LOC6592760|XP_002017878.1|DPER	LOC119655926|XP_037918025.1|HILL
OG0008939	LOC6589952|XP_026841785.1|DPER	LOC119654889|XP_037916433.1|HILL
OG0008940	LOC6601620|XP_026841466.1|DPER	LOC119655215|XP_037916919.1|HILL
OG0008941	LOC6597545|XP_026848949.1|DPER	LOC119652985|XP_037913336.1|HILL
OG0008942	LOC6598587|XP_026846286.1|DPER, LOC113566146|XP_026846285.1|DPER, LOC6604420|XP_026846347.1|DPER	LOC119657439|XP_037920274.1|HILL
OG0008944	LOC6600397|XP_026848418.1|DPER	LOC119656926|XP_037919547.1|HILL
OG0008945	LOC6596861|XP_026845990.1|DPER	LOC119661430|XP_037926703.1|HILL
OG0008946	LOC6598284|XP_002023307.2|DPER	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL
OG0008948	LOC6596850|XP_026845917.1|DPER	LOC119655393|XP_037917198.1|HILL
OG0008950	LOC6598581|XP_002023644.1|DPER	LOC119656087|XP_037918318.1|HILL
OG0008956	LOC6600644|XP_002025654.2|DPER	LOC119648667|XP_037906383.1|HILL
OG0008958	LOC6595770|XP_002021351.2|DPER	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL
OG0008960	LOC6595936|XP_026845554.1|DPER	LOC119650357|XP_037908967.1|HILL
OG0008968	LOC6595692|XP_002020718.1|DPER	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL
OG0008975	LOC6593189|XP_002017904.1|DPER	LOC119658438|XP_037921769.1|HILL
OG0008983	LOC6591046|XP_002016557.2|DPER	LOC119650796|XP_037909861.1|HILL
OG0008986	LOC6591969|XP_002017013.2|DPER	LOC119652384|XP_037912412.1|HILL
OG0008987	LOC6596515|XP_002021510.1|DPER	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL
OG0008991	LOC113565742|XP_026844581.1|DPER	LOC119659421|XP_037923423.1|HILL
OG0008992	LOC6592004|XP_002016730.2|DPER	LOC119651091|XP_037910372.1|HILL
OG0008994	LOC6588763|XP_002014848.1|DPER	LOC119646475|XP_037902857.1|HILL
OG0008996	LOC6597700|XP_002022881.1|DPER	LOC119658447|XP_037921779.1|HILL
OG0009001	LOC6597974|XP_002023112.1|DPER	LOC119658316|XP_037921569.1|HILL
OG0009002	LOC113565461|XP_026843317.1|DPER	LOC119660139|XP_037924465.1|HILL
OG0009004	LOC6593010|XP_002018462.1|DPER	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL
OG0009005	LOC6602239|XP_002027269.1|DPER	LOC119646720|XP_037903227.1|HILL
OG0009008	LOC6594525|XP_002019467.1|DPER	LOC119658631|XP_037922073.1|HILL
OG0009009	LOC6603309|XP_026849880.1|DPER	LOC119647859|XP_037905055.1|HILL
OG0009010	LOC6601209|XP_026848068.1|DPER	LOC119660924|XP_037925831.1|HILL
OG0009011	LOC6601890|XP_026849384.1|DPER	LOC119647672|XP_037904678.1|HILL
OG0009012	LOC6593207|XP_002018036.1|DPER	LOC119655380|XP_037917176.1|HILL
OG0009013	LOC6600221|XP_002025219.1|DPER	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL
OG0009014	LOC6599715|XP_002024900.2|DPER	LOC119648214|XP_037905750.1|HILL
OG0009015	LOC6597139|XP_002022327.1|DPER	LOC119649114|XP_037907042.1|HILL
OG0009016	LOC6599850|XP_002024999.1|DPER	LOC119648779|XP_037906542.1|HILL
OG0009017	LOC6603377|XP_002028363.1|DPER	LOC119660980|XP_037925991.1|HILL
OG0009018	LOC6602014|XP_002027042.1|DPER	LOC119660751|XP_037925433.1|HILL
OG0009019	LOC6602009|XP_026846887.1|DPER	LOC119660915|XP_037925803.1|HILL
OG0009020	LOC6588495|XP_026850274.1|DPER	LOC119652893|XP_037913192.1|HILL
OG0009021	LOC6591980|XP_002017024.1|DPER	LOC119659673|XP_037923826.1|HILL
OG0009022	LOC6587389|XP_002013864.1|DPER	LOC119651964|XP_037911754.1|HILL
OG0009023	LOC6587710|XP_002014072.1|DPER	LOC119651425|XP_037910949.1|HILL
OG0009024	LOC6595278|XP_026850609.1|DPER	LOC119652872|XP_037913159.1|HILL
OG0009026	LOC6587220|XP_002013513.2|DPER	LOC119652265|XP_037912178.1|HILL
OG0009027	LOC113565046|XP_026840968.1|DPER	LOC119648510|XP_037906209.1|HILL
OG0009028	LOC6599776|XP_002024863.1|DPER	LOC119650895|XP_037910002.1|HILL
OG0009029	LOC6589742|XP_002014240.2|DPER	LOC119651215|XP_037910596.1|HILL
OG0009030	LOC6595526|XP_002020661.2|DPER	LOC119646599|XP_037903020.1|HILL
OG0009031	LOC6594193|XP_002019501.1|DPER	LOC119658678|XP_037922169.1|HILL
OG0009032	LOC6594192|XP_002019500.1|DPER	LOC119659904|XP_037924157.1|HILL
OG0009033	LOC6602245|XP_002027275.1|DPER	LOC119661646|XP_037927006.1|HILL
OG0009034	LOC6596402|XP_002021587.1|DPER	LOC119646566|XP_037902973.1|HILL
OG0009035	LOC6588677|XP_002014472.1|DPER	LOC119657324|XP_037920114.1|HILL
OG0009036	LOC6593035|XP_002017712.2|DPER	LOC119655987|XP_037918153.1|HILL
OG0009038	LOC6587792|XP_002012964.1|DPER	LOC119655732|XP_037917710.1|HILL
OG0009039	LOC6591901|XP_026840255.1|DPER	LOC119655663|XP_037917576.1|HILL
OG0009040	LOC6590730|XP_026842906.1|DPER	LOC119654930|XP_037916510.1|HILL
OG0009041	LOC6587988|XP_002012848.1|DPER	LOC119651284|XP_037910724.1|HILL
OG0009042	LOC6589166|XP_002015023.1|DPER	LOC119646873|XP_037903428.1|HILL
OG0009043	LOC6593296|XP_002019187.1|DPER	LOC119651477|XP_037911015.1|HILL
OG0009044	LOC6596512|XP_002021507.1|DPER	LOC119650392|XP_037909082.1|HILL
OG0009045	LOC6592032|XP_026851190.1|DPER	LOC119660989|XP_037926003.1|HILL
OG0009046	LOC6602194|XP_026848033.1|DPER	LOC119660798|XP_037925553.1|HILL
OG0009047	LOC6590882|XP_026841506.1|DPER	LOC119661288|XP_037926493.1|HILL
OG0009048	LOC6593824|XP_002018903.1|DPER	LOC119660987|XP_037926000.1|HILL
OG0009049	LOC6594220|XP_002019455.1|DPER	LOC119660273|XP_037924663.1|HILL
OG0009051	LOC6593166|XP_002018180.2|DPER	LOC119655338|XP_037917111.1|HILL
OG0009052	LOC6594165|XP_002019574.2|DPER	LOC119659999|XP_037924303.1|HILL
OG0009053	LOC6592120|XP_026850740.1|DPER	LOC119658839|XP_037922511.1|HILL
OG0009054	LOC6591875|XP_026845013.1|DPER	LOC119659894|XP_037924145.1|HILL
OG0009055	LOC6598064|XP_026843865.1|DPER	LOC119650591|XP_037909366.1|HILL
OG0009056	LOC6593417|XP_002019123.2|DPER	LOC119649149|XP_037907088.1|HILL
OG0009057	LOC6601106|XP_002026071.2|DPER	LOC119649402|XP_037907454.1|HILL
OG0009058	LOC6602560|XP_002027581.2|DPER	LOC119661046|XP_037926167.1|HILL
OG0009059	LOC6601377|XP_002026513.2|DPER	LOC119647850|XP_037905045.1|HILL
OG0009060	LOC6591946|XP_002017490.1|DPER	LOC119659403|XP_037923402.1|HILL
OG0009061	LOC6593245|XP_026840812.1|DPER	LOC119653579|XP_037914250.1|HILL
OG0009063	LOC6589652|XP_026844194.1|DPER	LOC119654264|XP_037915459.1|HILL
OG0009064	LOC6590813|XP_002016670.2|DPER	LOC119660902|XP_037925770.1|HILL
OG0009065	LOC6595117|XP_002020191.1|DPER	LOC119660780|XP_037925485.1|HILL
OG0009066	LOC6599783|XP_002024870.1|DPER	LOC119649678|XP_037907866.1|HILL
OG0009067	LOC6600501|XP_026847644.1|DPER	LOC119649379|XP_037907425.1|HILL
OG0009068	LOC6602062|XP_002027168.1|DPER	LOC119652585|XP_037912734.1|HILL
OG0009069	LOC6595405|XP_026844371.1|DPER	LOC119661700|XP_037927075.1|HILL
OG0009070	LOC6592267|XP_002017845.1|DPER	LOC119655091|XP_037916721.1|HILL
OG0009073	LOC6594418|XP_002019682.1|DPER	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL
OG0009081	LOC6591728|XP_002016905.1|DPER	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL
OG0009084	LOC6594675|XP_026850267.1|DPER	LOC119659963|XP_037924245.1|HILL
OG0009085	LOC6594477|XP_026850222.1|DPER	LOC119655090|XP_037916717.1|HILL
OG0009086	LOC6591317|XP_026841414.1|DPER	LOC119652989|XP_037913341.1|HILL
OG0009089	LOC6602637|XP_002027658.1|DPER	LOC119650739|XP_037909736.1|HILL
OG0009091	LOC6594604|XP_026850289.1|DPER	LOC119647298|XP_037904129.1|HILL
OG0009097	LOC6598752|XP_002023786.2|DPER	LOC119647035|XP_037903708.1|HILL
OG0009099	LOC6594799|XP_002020480.1|DPER	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL
OG0009100	LOC6596407|XP_002021592.1|DPER	LOC119646197|XP_037902508.1|HILL
OG0009102	LOC6588704|XP_026844966.1|DPER	LOC119658843|XP_037922521.1|HILL
OG0009103	LOC6589050|XP_002014965.2|DPER	LOC119646877|XP_037903431.1|HILL
OG0009107	LOC6593644|XP_026843539.1|DPER	LOC119646699|XP_037903193.1|HILL
OG0009108	LOC6594236|XP_002019970.1|DPER	LOC119652517|XP_037912641.1|HILL
OG0009109	LOC6589292|XP_002015062.1|DPER	LOC119646638|XP_037903079.1|HILL
OG0009111	LOC113566341|XP_026847394.1|DPER	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL
OG0009112	LOC6589671|XP_026844144.1|DPER	LOC119659792|XP_037923994.1|HILL
OG0009113	LOC6596635|XP_002021643.1|DPER	LOC119646938|XP_037903556.1|HILL
OG0009114	LOC113565423|XP_026843161.1|DPER	LOC119661592|XP_037926923.1|HILL
OG0009119	LOC6598104|XP_002023246.2|DPER	LOC119652596|XP_037912751.1|HILL
OG0009123	LOC6592479|XP_002017921.1|DPER	LOC119647210|XP_037903962.1|HILL
OG0009127	LOC6600854|XP_002025991.1|DPER	LOC119661633|XP_037926983.1|HILL
OG0009128	LOC6591218|XP_002015594.1|DPER	LOC119646833|XP_037903377.1|HILL
OG0009129	LOC6591183|XP_002015441.1|DPER	LOC119646966|XP_037903595.1|HILL
OG0009130	LOC6590468|XP_026842821.1|DPER	LOC119658313|XP_037921564.1|HILL
OG0009132	LOC6590076|XP_002015666.2|DPER	LOC119658875|XP_037922575.1|HILL
OG0009136	LOC6600950|XP_026842700.1|DPER	LOC119646328|XP_037902681.1|HILL
OG0009137	LOC6590243|XP_026842004.1|DPER	LOC119646332|XP_037902685.1|HILL
OG0009141	LOC6591143|XP_026841485.1|DPER	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL
OG0009145	LOC6592231|XP_002018050.1|DPER	LOC119655071|XP_037916695.1|HILL
OG0009146	LOC6592432|XP_002018005.1|DPER	LOC119654636|XP_037916038.1|HILL
OG0009152	LOC6592695|XP_002017732.1|DPER	LOC119654360|XP_037915633.1|HILL
OG0009153	LOC6591003|XP_002016567.1|DPER	LOC119654130|XP_037915224.1|HILL
OG0009155	LOC6590855|XP_002016613.1|DPER	LOC119654510|XP_037915876.1|HILL
OG0009156	LOC6593470|XP_026843343.1|DPER	LOC119657582|XP_037920489.1|HILL
OG0009161	LOC6597398|XP_026846523.1|DPER	LOC119648085|XP_037905502.1|HILL
OG0009162	LOC6601421|XP_002026490.1|DPER	LOC119660934|XP_037925853.1|HILL
OG0009163	LOC6600286|XP_026849057.1|DPER	LOC119650172|XP_037908653.1|HILL
OG0009164	LOC6595886|XP_026845273.1|DPER	LOC119653226|XP_037913736.1|HILL
OG0009165	LOC6601475|XP_002026419.2|DPER	LOC119650130|XP_037908589.1|HILL
OG0009166	LOC6602327|XP_002027341.2|DPER	LOC119646949|XP_037903571.1|HILL
OG0009167	LOC6601228|XP_002026286.2|DPER	LOC119650422|XP_037909161.1|HILL
OG0009168	LOC6601229|XP_026848117.1|DPER	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL
OG0009169	LOC6599837|XP_002024856.2|DPER	LOC119648074|XP_037905485.1|HILL
OG0009171	LOC6601012|XP_002026167.1|DPER	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL
OG0009174	LOC6604207|XP_002029130.2|DPER	LOC119650057|XP_037908475.1|HILL
OG0009176	LOC6595846|XP_002021376.1|DPER	LOC119648235|XP_037905786.1|HILL
OG0009178	LOC6596961|XP_002022159.1|DPER	LOC119648662|XP_037906372.1|HILL
OG0009182	LOC6596943|XP_026845213.1|DPER	LOC119650460|XP_037909247.1|HILL
OG0009184	LOC6603436|XP_002028414.2|DPER	LOC119649658|XP_037907842.1|HILL
OG0009185	LOC6595769|XP_026845346.1|DPER	LOC119648972|XP_037906822.1|HILL
OG0009186	LOC6601823|XP_002026889.2|DPER	LOC119648839|XP_037906643.1|HILL
OG0009188	LOC6593048|XP_002017603.1|DPER	LOC119649655|XP_037907838.1|HILL
OG0009190	LOC6601188|XP_002026220.1|DPER	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL
OG0009221	LOC6589385|XP_026844221.1|DPER	LOC119651187|XP_037910552.1|HILL
OG0009222	LOC6603548|XP_026845785.1|DPER	LOC119657106|XP_037919793.1|HILL
OG0009226	LOC113566130|XP_026846180.1|DPER	LOC119652214|XP_037912084.1|HILL
OG0009229	LOC6591413|XP_026842275.1|DPER	LOC119661578|XP_037926905.1|HILL
OG0009230	LOC113565561|XP_026843679.1|DPER	LOC119646221|XP_037902535.1|HILL
OG0009231	LOC6597757|XP_026846496.1|DPER	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL
OG0009232	LOC6597553|XP_002022802.1|DPER	LOC119653760|XP_037914669.1|HILL
OG0009234	LOC6599274|XP_026848235.1|DPER	LOC119658431|XP_037921759.1|HILL
OG0009236	LOC113564928|XP_026840216.1|DPER	LOC119652501|XP_037912619.1|HILL
OG0009237	LOC113565727|XP_026844504.1|DPER	LOC119650585|XP_037909346.1|HILL
OG0009238	LOC6600643|XP_002025653.1|DPER	LOC119648211|XP_037905746.1|HILL
OG0009239	LOC6603331|XP_002028315.1|DPER	LOC119652590|XP_037912742.1|HILL
OG0009241	LOC6596424|XP_002021822.1|DPER	LOC119657391|XP_037920205.1|HILL
OG0009243	LOC113565159|XP_026842125.1|DPER	LOC119646171|XP_037902477.1|HILL
OG0009247	LOC6588509|XP_002014165.2|DPER	LOC119650160|XP_037908635.1|HILL
OG0009248	LOC6598520|XP_002023559.1|DPER	LOC119657323|XP_037920113.1|HILL
OG0009249	LOC6596644|XP_002021652.1|DPER	LOC119647048|XP_037903732.1|HILL
OG0009251	LOC6600711|XP_002025826.2|DPER	LOC119656279|XP_037918634.1|HILL
OG0009252	LOC6596835|XP_026845852.1|DPER	LOC119656220|XP_037918547.1|HILL
OG0009253	LOC6598245|XP_002023415.1|DPER	LOC119659779|XP_037923972.1|HILL
OG0009254	LOC6598342|XP_026846334.1|DPER	LOC119660826|XP_037925612.1|HILL
OG0009255	LOC6600701|XP_002025865.1|DPER	LOC119657339|XP_037920140.1|HILL
OG0009256	LOC6601731|XP_002026789.1|DPER	LOC119657139|XP_037919839.1|HILL
OG0009257	LOC6600024|XP_026849124.1|DPER	LOC119657464|XP_037920309.1|HILL
OG0009258	LOC6600458|XP_026848423.1|DPER	LOC119658080|XP_037921269.1|HILL
OG0009259	LOC6598597|XP_002023630.2|DPER	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL
OG0009260	LOC6597836|XP_002022914.1|DPER	LOC119654355|XP_037915629.1|HILL
OG0009261	LOC6600760|XP_002025768.1|DPER	LOC119654381|XP_037915671.1|HILL
OG0009262	LOC6602870|XP_002027905.1|DPER	LOC119657994|XP_037921140.1|HILL
OG0009263	LOC6597441|XP_026846514.1|DPER	LOC119657986|XP_037921131.1|HILL
OG0009264	LOC6597454|XP_026846520.1|DPER	LOC119658403|XP_037921720.1|HILL
OG0009265	LOC6597360|XP_002022401.2|DPER	LOC119657734|XP_037920705.1|HILL
OG0009266	LOC6602257|XP_002027287.1|DPER	LOC119647229|XP_037903993.1|HILL
OG0009267	LOC113565875|XP_026845036.1|DPER, LOC6589626|XP_026844911.1|DPER	LOC119652634|XP_037912810.1|HILL
OG0009269	LOC6591409|XP_026850084.1|DPER	LOC119660413|XP_037924880.1|HILL
OG0009271	LOC6598369|XP_026846165.1|DPER	LOC119653582|XP_037914258.1|HILL
OG0009272	LOC6601850|XP_026849323.1|DPER	LOC119650382|XP_037909049.1|HILL
OG0009275	LOC6602758|XP_002027787.2|DPER	LOC119661643|XP_037927002.1|HILL
OG0009277	LOC6596678|XP_002021981.1|DPER	LOC119655357|XP_037917138.1|HILL
OG0009278	LOC6596735|XP_026845841.1|DPER	LOC119655403|XP_037917213.1|HILL
OG0009279	LOC6593725|XP_002019103.1|DPER	LOC119655534|XP_037917376.1|HILL
OG0009280	LOC6597349|XP_026846449.1|DPER	LOC119655342|XP_037917116.1|HILL
OG0009281	LOC6600081|XP_026845114.1|DPER	LOC119654861|XP_037916374.1|HILL
OG0009282	LOC6593601|XP_002018656.1|DPER	LOC119647027|XP_037903697.1|HILL
OG0009284	LOC6604014|XP_026845519.1|DPER	LOC119649075|XP_037907001.1|HILL
OG0009285	LOC6602024|XP_026846820.1|DPER	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL
OG0009286	LOC113566454|XP_026847882.1|DPER	LOC119649004|XP_037906875.1|HILL
OG0009289	LOC6602548|XP_002027588.2|DPER	LOC119660933|XP_037925851.1|HILL
OG0009290	LOC6593052|XP_002018464.2|DPER	LOC119659226|XP_037923132.1|HILL
OG0009291	LOC6602566|XP_002027587.1|DPER	LOC119660709|XP_037925272.1|HILL
OG0009293	LOC6598357|XP_026846238.1|DPER	LOC119654601|XP_037915999.1|HILL
OG0009294	LOC6601603|XP_002026624.2|DPER	LOC119656981|XP_037919641.1|HILL
OG0009295	LOC6604638|XP_026846374.1|DPER	LOC119660782|XP_037925490.1|HILL
OG0009297	LOC6591897|XP_002016915.1|DPER	LOC119659439|XP_037923450.1|HILL
OG0009303	LOC6591361|XP_002017461.1|DPER	LOC119659596|XP_037923686.1|HILL
OG0009304	LOC6594417|XP_002019681.2|DPER	LOC119660058|XP_037924364.1|HILL
OG0009305	LOC6591935|XP_026851016.1|DPER	LOC119659893|XP_037924144.1|HILL
OG0009306	LOC6600750|XP_026848679.1|DPER	LOC119654953|XP_037916537.1|HILL
OG0009307	LOC6594027|XP_002019725.1|DPER	LOC119659900|XP_037924152.1|HILL
OG0009309	LOC6591834|XP_002017202.1|DPER	LOC119658917|XP_037922660.1|HILL
OG0009310	LOC6594084|XP_002019790.1|DPER	LOC119658781|XP_037922408.1|HILL
OG0009311	LOC6594591|XP_026850518.1|DPER	LOC119660264|XP_037924649.1|HILL
OG0009312	LOC6591941|XP_002017308.2|DPER	LOC119659669|XP_037923822.1|HILL
OG0009314	LOC6594516|XP_026840191.1|DPER	LOC119659850|XP_037924079.1|HILL
OG0009317	LOC6587505|XP_026850756.1|DPER	LOC119651639|XP_037911237.1|HILL
OG0009319	LOC6592100|XP_002017034.1|DPER	LOC119659652|XP_037923787.1|HILL
OG0009320	LOC6591724|XP_002016901.1|DPER	LOC119660027|XP_037924333.1|HILL
OG0009321	LOC6591892|XP_002016910.1|DPER	LOC119659857|XP_037924090.1|HILL
OG0009323	LOC6592034|XP_002017002.1|DPER	LOC119655786|XP_037917805.1|HILL
OG0009327	LOC6594802|XP_002020483.1|DPER	LOC119650621|XP_037909438.1|HILL
OG0009328	LOC6595009|XP_002020466.1|DPER	LOC119660252|XP_037924635.1|HILL
OG0009332	LOC6587503|XP_002013884.2|DPER	LOC119647688|XP_037904699.1|HILL
OG0009344	LOC6587842|XP_002012793.1|DPER	LOC119654704|XP_037916149.1|HILL
OG0009345	LOC6595123|XP_026850751.1|DPER	LOC119657152|XP_037919856.1|HILL
OG0009348	LOC6587411|XP_002013493.1|DPER	LOC119655353|XP_037917136.1|HILL
OG0009350	LOC6595309|XP_002020436.1|DPER	LOC119651807|XP_037911522.1|HILL
OG0009353	LOC6588566|XP_026850843.1|DPER	LOC119657309|XP_037920096.1|HILL
OG0009356	LOC6588745|XP_026844301.1|DPER	LOC119654454|XP_037915792.1|HILL
OG0009357	LOC6588678|XP_002015207.1|DPER	LOC119659744|XP_037923934.1|HILL
OG0009358	LOC6589027|XP_002014978.2|DPER	LOC119652305|XP_037912243.1|HILL
OG0009363	LOC6596350|XP_002021488.1|DPER	LOC119648293|XP_037905881.1|HILL
OG0009369	LOC6604689|XP_026843364.1|DPER	LOC119646122|XP_037902400.1|HILL
OG0009374	LOC6595434|XP_002020855.2|DPER	LOC119661380|XP_037926627.1|HILL
OG0009376	LOC6589183|XP_002015185.2|DPER	LOC119661375|XP_037926622.1|HILL
OG0009380	LOC6603544|XP_002028523.1|DPER	LOC119656186|XP_037918468.1|HILL
OG0009382	LOC6593685|XP_002018763.1|DPER	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL
OG0009385	LOC6598108|XP_002023249.1|DPER	LOC119653052|XP_037913453.1|HILL
OG0009396	LOC6604480|XP_026842469.1|DPER	LOC119647235|XP_037904024.1|HILL
OG0009397	LOC6590664|XP_002015939.1|DPER	LOC119660329|XP_037924739.1|HILL
OG0009401	LOC6588803|XP_002015124.1|DPER	LOC119654959|XP_037916545.1|HILL
OG0009422	LOC6602095|XP_026842430.1|DPER	LOC119654315|XP_037915566.1|HILL
OG0009441	LOC6596959|XP_026845436.1|DPER	LOC119657597|XP_037920508.1|HILL
OG0009442	LOC6597814|XP_026847047.1|DPER	LOC119660582|XP_037925165.1|HILL
OG0009443	LOC6592606|XP_002018154.1|DPER	LOC119657561|XP_037920446.1|HILL
OG0009444	LOC6597427|XP_002022469.1|DPER	LOC119657947|XP_037921066.1|HILL
OG0009446	LOC6599897|XP_026849175.1|DPER	LOC119656688|XP_037919101.1|HILL
OG0009447	LOC6599180|XP_026848300.1|DPER	LOC119649567|XP_037907695.1|HILL
OG0009450	LOC6598486|XP_026846202.1|DPER	LOC119657574|XP_037920468.1|HILL
OG0009458	LOC6602759|XP_002027788.2|DPER	LOC119661615|XP_037926964.1|HILL
OG0009460	LOC6602949|XP_026848771.1|DPER	LOC119649994|XP_037908379.1|HILL
OG0009461	LOC6604011|XP_026848856.1|DPER	LOC119649091|XP_037907022.1|HILL
OG0009462	LOC6599525|XP_026849418.1|DPER	LOC119649073|XP_037906996.1|HILL
OG0009463	LOC6601656|XP_002026751.2|DPER	LOC119648582|XP_037906279.1|HILL
OG0009464	LOC6601413|XP_026847892.1|DPER	LOC119657586|XP_037920494.1|HILL
OG0009467	LOC6599728|XP_002024833.2|DPER	LOC119649266|XP_037907283.1|HILL
OG0009468	LOC6599502|XP_026849551.1|DPER	LOC119649193|XP_037907152.1|HILL
OG0009469	LOC6601459|XP_002026426.1|DPER	LOC119648921|XP_037906754.1|HILL
OG0009470	LOC6603946|XP_026849401.1|DPER	LOC119649687|XP_037907878.1|HILL
OG0009474	LOC6601037|XP_026849755.1|DPER	LOC119655095|XP_037916736.1|HILL
OG0009476	LOC6600559|XP_026847498.1|DPER	LOC119647448|XP_037904305.1|HILL
OG0009478	LOC6599702|XP_002024955.1|DPER	LOC119649538|XP_037907653.1|HILL
OG0009479	LOC6588838|XP_026844099.1|DPER	LOC119647707|XP_037904722.1|HILL
OG0009481	LOC6599686|XP_002024789.2|DPER	LOC119648990|XP_037906842.1|HILL
OG0009484	LOC6591832|XP_002017200.1|DPER	LOC119660289|XP_037924689.1|HILL
OG0009488	LOC6597080|XP_002022255.1|DPER	LOC119649461|XP_037907544.1|HILL
OG0009492	LOC6603432|XP_002028410.1|DPER	LOC119650387|XP_037909073.1|HILL
OG0009494	LOC6603258|XP_002028245.1|DPER	LOC119659525|XP_037923589.1|HILL
OG0009495	LOC6601805|XP_026848561.1|DPER	LOC119647596|XP_037904545.1|HILL
OG0009498	LOC6601827|XP_026849335.1|DPER	LOC119648046|XP_037905427.1|HILL
OG0009500	LOC6601857|XP_002026906.1|DPER	LOC119649174|XP_037907130.1|HILL
OG0009501	LOC6597045|XP_002022205.1|DPER	LOC119649413|XP_037907478.1|HILL
OG0009502	LOC6594461|XP_002019712.1|DPER	LOC119651527|XP_037911087.1|HILL
OG0009504	LOC6598716|XP_026850867.1|DPER	LOC119652488|XP_037912596.1|HILL
OG0009508	LOC6603376|XP_002028362.1|DPER	LOC119651723|XP_037911374.1|HILL
OG0009509	LOC6589932|XP_026842877.1|DPER	LOC119647372|XP_037904206.1|HILL
OG0009515	LOC6589259|XP_002015285.2|DPER	LOC119647065|XP_037903754.1|HILL, LOC119647056|XP_037903743.1|HILL, LOC119646997|XP_037903647.1|HILL
OG0009523	LOC6592632|XP_002018131.1|DPER	LOC119655744|XP_037917726.1|HILL
OG0009556	LOC113565247|XP_026842793.1|DPER	LOC119659575|XP_037923660.1|HILL
OG0009563	LOC6595799|XP_002021311.1|DPER	LOC119647739|XP_037904776.1|HILL
OG0009572	LOC6597614|XP_002022752.2|DPER	LOC119657806|XP_037920831.1|HILL
OG0009573	LOC6599271|XP_026848285.1|DPER	LOC119657086|XP_037919769.1|HILL
OG0009574	LOC6599100|XP_026849254.1|DPER	LOC119656918|XP_037919538.1|HILL
OG0009577	LOC6588786|XP_026844123.1|DPER	LOC119661088|XP_037926208.1|HILL
OG0009583	LOC6598175|XP_002023349.1|DPER	LOC119655339|XP_037917113.1|HILL
OG0009584	LOC6599366|XP_002024489.1|DPER	LOC119656111|XP_037918356.1|HILL
OG0009585	LOC6591633|XP_002016757.2|DPER	LOC119653571|XP_037914227.1|HILL
OG0009586	LOC6600530|XP_002025717.2|DPER	LOC119649068|XP_037906984.1|HILL
OG0009587	LOC6590947|XP_002016017.1|DPER	LOC119646788|XP_037903301.1|HILL
OG0009593	LOC6594331|XP_002019909.2|DPER	LOC119659279|XP_037923216.1|HILL
OG0009599	LOC6594026|XP_002019724.1|DPER	LOC119660188|XP_037924530.1|HILL
OG0009603	LOC6594565|XP_002019584.1|DPER	LOC119660620|XP_037925250.1|HILL
OG0009609	LOC6591685|XP_002017322.1|DPER	LOC119660528|XP_037925080.1|HILL
OG0009610	LOC6594232|XP_002019899.1|DPER	LOC119657810|XP_037920845.1|HILL
OG0009671	LOC6588737|XP_002014934.1|DPER	LOC119646945|XP_037903564.1|HILL
