Orthogroup	DPER.longest_only	CQUI.longest_only
OG0007290	LOC6594188|XP_002019819.1|DPER	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC6597502|XP_002022650.2|DPER	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC6602849|XP_026845884.1|DPER	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC6591916|XP_026848790.1|DPER	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC6591637|XP_026839959.1|DPER	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC6594242|XP_002019976.1|DPER	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC6587588|XP_026844640.1|DPER	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC6591346|XP_002017454.1|DPER	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC6591402|XP_002017177.1|DPER	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC6591985|XP_002017210.1|DPER	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC6591687|XP_026842338.1|DPER	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC6588244|XP_002014131.1|DPER	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC6591989|XP_026845760.1|DPER	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC6598121|XP_026843224.1|DPER	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC6598933|XP_002024120.1|DPER	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC6598934|XP_002024121.2|DPER	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC6594177|XP_026847354.1|DPER	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC6587441|XP_002013066.2|DPER	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC6591648|XP_026845623.1|DPER	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC6591645|XP_026850794.1|DPER	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC6591660|XP_026840484.1|DPER	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC6590704|XP_026842002.1|DPER	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC6598356|XP_002023431.1|DPER	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC6596890|XP_026845862.1|DPER	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC6600787|XP_026848693.1|DPER	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC6594629|XP_002019475.1|DPER	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC6588169|XP_002014151.1|DPER	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC6587736|XP_026850775.1|DPER	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC6596174|XP_002021167.1|DPER	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC113565676|XP_026844220.1|DPER	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC6600136|XP_002025253.2|DPER	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC6596665|XP_026845994.1|DPER	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC6602751|XP_026847726.1|DPER	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC6591718|XP_002017411.1|DPER	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC6594885|XP_002020004.1|DPER	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC6591709|XP_026841997.1|DPER	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC113566407|XP_026847641.1|DPER	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC6587671|XP_002014055.2|DPER	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC6591524|XP_002017072.1|DPER	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC6599264|XP_002024259.2|DPER	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC6598149|XP_002023486.1|DPER	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC6602633|XP_026846735.1|DPER	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC6592027|XP_002017299.1|DPER	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC6596384|XP_002021537.1|DPER	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC6602718|XP_026849458.1|DPER	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC6603236|XP_002028212.1|DPER	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC6601400|XP_026847885.1|DPER	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC6601069|XP_002026093.2|DPER	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC6591488|XP_002017382.1|DPER	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC6594254|XP_026850318.1|DPER	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC6591343|XP_026847471.1|DPER	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC6587529|XP_002013642.1|DPER	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC6592000|XP_026840065.1|DPER	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC6595617|XP_002020692.1|DPER	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC6591999|XP_002016824.1|DPER	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC6599731|XP_002024836.1|DPER	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC6602861|XP_026845118.1|DPER	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC6602883|XP_002027893.2|DPER	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC6602884|XP_002027894.2|DPER	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC6600705|XP_002025820.1|DPER	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC6601975|XP_002027022.1|DPER	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC6592219|XP_002018489.2|DPER	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC6591816|XP_002017237.1|DPER	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC6597566|XP_002022783.1|DPER	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC6588277|XP_026839955.1|DPER	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC6592842|XP_026841146.1|DPER	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC6592037|XP_026840236.1|DPER	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC6592102|XP_002017036.2|DPER	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC6587873|XP_026840115.1|DPER	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC6588343|XP_002012921.2|DPER	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC6602756|XP_026847727.1|DPER	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC6593812|XP_002019059.1|DPER	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC6596722|XP_002022045.2|DPER	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC6596811|XP_026846008.1|DPER	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC6596827|XP_002022063.2|DPER	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC6594049|XP_026850287.1|DPER	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC6601883|XP_026849340.1|DPER	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC6594186|XP_026850430.1|DPER	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC6594530|XP_002019422.1|DPER	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC6592763|XP_026841989.1|DPER	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC6594846|XP_026839957.1|DPER	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC6594697|XP_002019624.1|DPER	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC6600401|XP_002025456.2|DPER	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC6599952|XP_002025029.1|DPER	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC6597302|XP_002022443.1|DPER	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC6602860|XP_026845111.1|DPER	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC6587774|XP_002013274.1|DPER	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC6603922|XP_026846553.1|DPER	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC6597758|XP_002022889.1|DPER	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC6596737|XP_026845823.1|DPER	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC6597762|XP_002022893.1|DPER	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC6600177|XP_026846730.1|DPER	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC6604604|XP_026846039.1|DPER, LOC6596848|XP_026845949.1|DPER	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC6600181|XP_002025280.1|DPER	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC6602620|XP_002027647.1|DPER	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC6597827|XP_026846558.1|DPER	LOC6042028|XP_001851190.2|CQUI
OG0007388	LOC6603502|XP_002028481.1|DPER	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC113565955|XP_026845181.1|DPER	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC6592119|XP_026840129.1|DPER	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC6600445|XP_026848436.1|DPER	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC6599427|XP_026847180.1|DPER	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC6591397|XP_002017172.1|DPER	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC6591095|XP_002016127.1|DPER	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC6597303|XP_026846446.1|DPER	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC6600434|XP_002025539.1|DPER	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC6599317|XP_026847104.1|DPER	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC6594231|XP_002019898.1|DPER	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC6594228|XP_026850376.1|DPER	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC6594056|XP_026850393.1|DPER	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC6591882|XP_002017080.1|DPER	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC6594712|XP_002019567.1|DPER	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC6601497|XP_026848009.1|DPER	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC6588912|XP_026844205.1|DPER	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC6599358|XP_002024481.2|DPER	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC6600089|XP_002025181.1|DPER	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC6602635|XP_002027657.1|DPER	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC6590611|XP_026842406.1|DPER	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC6588684|XP_002015212.1|DPER	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC6597023|XP_002022115.2|DPER	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC6603228|XP_026845452.1|DPER	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC6597554|XP_026848911.1|DPER	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC6592668|XP_002018392.1|DPER	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC6587245|XP_026840573.1|DPER	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC6593221|XP_002018481.1|DPER	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC6599997|XP_026849116.1|DPER	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC6596865|XP_026845858.1|DPER	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC6600046|XP_002025061.2|DPER	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC6598979|XP_026847859.1|DPER	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC6602355|XP_026848480.1|DPER	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC6597256|XP_002022450.2|DPER	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC6602613|XP_002027640.1|DPER	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC6597587|XP_026848931.1|DPER	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC6601642|XP_026841459.1|DPER	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC6603572|XP_026847997.1|DPER	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC6589101|XP_002015034.1|DPER	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC6603443|XP_002028397.1|DPER	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC6600686|XP_026845147.1|DPER	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC6602829|XP_026847938.1|DPER	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC6602799|XP_026847749.1|DPER	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC6601839|XP_002026870.1|DPER	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC6597113|XP_002022270.2|DPER	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC6603348|XP_026848074.1|DPER	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC6599350|XP_002024506.1|DPER	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC6597796|XP_026846601.1|DPER	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC6601560|XP_026842009.1|DPER	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC6594306|XP_002019804.1|DPER	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC113565041|XP_026840894.1|DPER	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC6591204|XP_002016194.1|DPER	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC6591205|XP_002016195.1|DPER	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC6589713|XP_026844452.1|DPER	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC6588852|XP_002014907.1|DPER	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC6592828|XP_002017680.1|DPER	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC6600651|XP_026847580.1|DPER	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC113565577|XP_026843807.1|DPER	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC6601863|XP_002026912.1|DPER	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC6601864|XP_002026913.2|DPER	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC113566448|XP_026847840.1|DPER	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC6596062|XP_026845201.1|DPER	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC6592708|XP_002018510.1|DPER	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC6599290|XP_002024255.2|DPER	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC6601014|XP_002026136.2|DPER	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC6597924|XP_002023096.1|DPER	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC6587856|XP_026839918.1|DPER	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC6591209|XP_002016199.1|DPER	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC6595993|XP_026845291.1|DPER	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC6595989|XP_002021010.1|DPER	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC6595988|XP_026845300.1|DPER	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC6595997|XP_026845293.1|DPER	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC6602199|XP_026848002.1|DPER	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC6600918|XP_026842021.1|DPER	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC6600810|XP_002025981.2|DPER	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC6590836|XP_002016507.1|DPER	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC6599049|XP_026848968.1|DPER	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC6593416|XP_002019122.2|DPER	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC6590350|XP_026841959.1|DPER	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC6598198|XP_026846176.1|DPER	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC6595984|XP_026845453.1|DPER	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC6592832|XP_026841889.1|DPER	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC6601666|XP_002026731.2|DPER	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC6603222|XP_002028218.2|DPER	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC6603224|XP_026845282.1|DPER	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC6589384|XP_002014345.1|DPER	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC6598370|XP_026846125.1|DPER	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC6592181|XP_026851268.1|DPER	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC6601109|XP_002026184.1|DPER	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC6588767|XP_002014852.1|DPER	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC6602091|XP_026841394.1|DPER	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC113566134|XP_026846232.1|DPER	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC113566581|XP_026848619.1|DPER	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC6602874|XP_002027909.1|DPER	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC6601992|XP_002027069.1|DPER	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC6603356|XP_026848067.1|DPER	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC6591489|XP_026840519.1|DPER	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC6603525|XP_002028504.1|DPER	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC6600229|XP_026846653.1|DPER	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC6589991|XP_002015596.1|DPER	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC6603528|XP_026846744.1|DPER	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC6589201|XP_002014363.1|DPER	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC6603099|XP_026847069.1|DPER	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC6599073|XP_026848982.1|DPER	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC6601387|XP_026847754.1|DPER	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC6595847|XP_026845237.1|DPER	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC6603337|XP_002028321.1|DPER	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC6603338|XP_002028322.1|DPER	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC6596170|XP_002021147.1|DPER	LOC6035686|XP_038110155.1|CQUI
OG0007502	LOC113565239|XP_026842760.1|DPER	LOC119767968|XP_038114006.1|CQUI
OG0007503	LOC6589355|XP_026844675.1|DPER	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC6601842|XP_026848500.1|DPER	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC6597002|XP_002022249.1|DPER	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC6597076|XP_026845344.1|DPER	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC113565843|XP_026844981.1|DPER	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC6589375|XP_002014901.2|DPER	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC6593594|XP_002018885.1|DPER	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC6590691|XP_002016622.1|DPER	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC6596270|XP_026843292.1|DPER	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC113567261|XP_026850326.1|DPER	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC6589872|XP_002014585.1|DPER	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC6604039|XP_026849759.1|DPER	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC6595464|XP_002020897.1|DPER	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC6593706|XP_002018630.1|DPER	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC6603351|XP_002028332.1|DPER	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC6601329|XP_002026380.1|DPER	LOC6034194|XP_001844549.2|CQUI
OG0007519	LOC6600860|XP_002025895.2|DPER	LOC6042934|XP_038108491.1|CQUI
OG0007520	LOC6602606|XP_026846716.1|DPER	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC113566265|XP_026846960.1|DPER	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC6600742|XP_026848633.1|DPER	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC6600932|XP_026841981.1|DPER	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC6588913|XP_026844207.1|DPER	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC6598023|XP_002023215.1|DPER	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC6587787|XP_002012763.2|DPER	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC6601490|XP_002026545.1|DPER	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC6603154|XP_026841974.1|DPER	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC6590876|XP_026842904.1|DPER	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC6591578|XP_002016775.1|DPER	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC6603146|XP_002028159.1|DPER	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC6601289|XP_026842224.1|DPER	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC6595853|XP_002021383.2|DPER	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC6602268|XP_002027317.1|DPER	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC6594133|XP_026851215.1|DPER	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC113566567|XP_026848539.1|DPER	LOC6045974|XP_038108038.1|CQUI
OG0007538	LOC6602271|XP_026848523.1|DPER	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC6595732|XP_026844473.1|DPER	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC6598686|XP_002023752.1|DPER	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC6592654|XP_002017990.2|DPER	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC6601636|XP_026841613.1|DPER	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC6602547|XP_002027559.1|DPER	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC6599824|XP_002024844.2|DPER	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC6593388|XP_002019086.1|DPER	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC6591674|XP_002016889.1|DPER	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC6589906|XP_002016388.1|DPER	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC6599600|XP_026849557.1|DPER	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC6596195|XP_002021124.1|DPER	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC6601522|XP_002026584.1|DPER	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC113565203|XP_026842478.1|DPER	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC6589522|XP_026844706.1|DPER	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC6589517|XP_002015191.1|DPER	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC6599781|XP_002024868.1|DPER	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC6590152|XP_002016319.1|DPER	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC6601324|XP_026841614.1|DPER	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC6601321|XP_002026372.2|DPER	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC6590639|XP_002016142.2|DPER	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC6593882|XP_002019179.1|DPER	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC6601801|XP_026848511.1|DPER	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC6601491|XP_026848030.1|DPER	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC6596004|XP_026845556.1|DPER	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC6598891|XP_002024096.1|DPER	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC6595904|XP_002021443.1|DPER	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC6591372|XP_026841655.1|DPER	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC6590297|XP_002016158.1|DPER	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC6587419|XP_002013034.1|DPER	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC6593249|XP_002018370.1|DPER	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC6590449|XP_002016375.1|DPER	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC6593250|XP_002018371.1|DPER	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC6593248|XP_002018369.1|DPER	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC6593708|XP_026843146.1|DPER	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC6590205|XP_002016061.1|DPER	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC6600964|XP_002026002.1|DPER	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC6603158|XP_002028173.1|DPER	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC6597399|XP_026846445.1|DPER	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC6599266|XP_002024261.1|DPER	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC6588863|XP_026844139.1|DPER	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC6590642|XP_026841634.1|DPER	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC6597011|XP_002022174.1|DPER	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC6589129|XP_002014749.1|DPER	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC6591885|XP_002017083.1|DPER	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC6592732|XP_002018099.1|DPER	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC6599919|XP_026849206.1|DPER	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC6595991|XP_026845299.1|DPER	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC6598032|XP_002023190.1|DPER	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC6600820|XP_026842245.1|DPER	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC6597987|XP_026843388.1|DPER	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC6598355|XP_002023430.2|DPER	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC6597119|XP_026845605.1|DPER	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC6592693|XP_026841299.1|DPER	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC6590607|XP_002016472.1|DPER	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC6596887|XP_026845935.1|DPER	LOC6045880|XP_038109347.1|CQUI
