Orthogroup	CQUI.longest_only	DALB.longest_only
OG0006584	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI	LOC117563254|XP_034097363.1|DALB
OG0006586	LOC6032033|XP_001842700.2|CQUI	LOC117576595|XP_034117375.1|DALB
OG0006587	LOC6032034|XP_001842701.2|CQUI	LOC117576591|XP_034117369.1|DALB
OG0006588	LOC6032023|XP_038122951.1|CQUI	LOC117575625|XP_034115792.1|DALB
OG0006589	LOC6032008|XP_001842676.1|CQUI	LOC117576891|XP_034117919.1|DALB
OG0006590	LOC6032006|XP_038105254.1|CQUI	LOC117575430|XP_034115525.1|DALB
OG0006591	LOC6053565|XP_038115742.1|CQUI	LOC117567279|XP_034103036.1|DALB
OG0006592	LOC6032784|XP_038119498.1|CQUI	LOC117575774|XP_034116032.1|DALB
OG0006593	LOC6032779|XP_001843320.2|CQUI	LOC117575773|XP_034116030.1|DALB
OG0006594	LOC6032786|XP_001843325.2|CQUI	LOC117570261|XP_034107663.1|DALB
OG0006595	LOC6032806|XP_038116443.1|CQUI	LOC117567504|XP_034103426.1|DALB
OG0006597	LOC6032814|XP_038118603.1|CQUI	LOC117567851|XP_034103996.1|DALB
OG0006598	LOC6032818|XP_001843355.2|CQUI	LOC117565440|XP_034100422.1|DALB
OG0006599	LOC6032823|XP_001843360.2|CQUI	LOC117566849|XP_034102333.1|DALB
OG0006600	LOC6032825|XP_038115305.1|CQUI	LOC117567645|XP_034103642.1|DALB
OG0006601	LOC6032829|XP_001843367.1|CQUI	LOC117567950|XP_034104140.1|DALB
OG0006602	LOC6032831|XP_001843368.2|CQUI	LOC117567951|XP_034104141.1|DALB
OG0006603	LOC6032832|XP_038119769.1|CQUI	LOC117567948|XP_034104138.1|DALB
OG0006604	LOC6032835|XP_001843372.2|CQUI	LOC117571601|XP_034109708.1|DALB
OG0006605	LOC6032839|XP_038119245.1|CQUI	LOC117567143|XP_034102850.1|DALB
OG0006606	LOC6032845|XP_038120209.1|CQUI	LOC117566931|XP_034102444.1|DALB
OG0006607	LOC6032846|XP_038120210.1|CQUI	LOC117567316|XP_034103098.1|DALB
OG0006608	LOC6032860|XP_001843385.1|CQUI	LOC117576573|XP_034117334.1|DALB
OG0006610	LOC6032908|XP_038114526.1|CQUI	LOC117570862|XP_034108635.1|DALB
OG0006611	LOC6032911|XP_038116284.1|CQUI	LOC117570335|XP_034107776.1|DALB
OG0006612	LOC6032913|XP_001843437.2|CQUI	LOC117568122|XP_034104418.1|DALB
OG0006613	LOC6049338|XP_038119131.1|CQUI	LOC117571289|XP_034109249.1|DALB
OG0006614	LOC6049340|XP_038117963.1|CQUI	LOC117568286|XP_034104691.1|DALB
OG0006615	LOC6031073|XP_038119046.1|CQUI	LOC117568285|XP_034104690.1|DALB
OG0006616	LOC6031070|XP_038122390.1|CQUI	LOC117572292|XP_034110892.1|DALB
OG0006617	LOC6031075|XP_001841926.2|CQUI	LOC117572036|XP_034110486.1|DALB
OG0006618	LOC6031094|XP_038120256.1|CQUI	LOC117572308|XP_034110928.1|DALB
OG0006619	LOC6054042|XP_038116192.1|CQUI	LOC117567342|XP_034103160.1|DALB
OG0006620	LOC6054046|XP_038119442.1|CQUI	LOC117569932|XP_034107182.1|DALB
OG0006621	LOC6053563|XP_038116160.1|CQUI	LOC117572705|XP_034111653.1|DALB
OG0006622	LOC6038682|XP_001848437.1|CQUI	LOC117570023|XP_034107331.1|DALB
OG0006623	LOC6038685|XP_001848438.1|CQUI	LOC117569586|XP_034106706.1|DALB
OG0006624	LOC6042801|XP_001870804.1|CQUI	LOC117566892|XP_034102398.1|DALB
OG0006625	LOC6042805|XP_038118695.1|CQUI	LOC117566899|XP_034102406.1|DALB
OG0006626	LOC6042807|XP_001870806.1|CQUI	LOC117566975|XP_034102528.1|DALB
OG0006627	LOC6042812|XP_001870810.1|CQUI	LOC117572651|XP_034111522.1|DALB
OG0006628	LOC6042813|XP_038114854.1|CQUI	LOC117572106|XP_034110614.1|DALB
OG0006629	LOC6047864|XP_038115147.1|CQUI	LOC117572515|XP_034111260.1|DALB
OG0006630	LOC6048061|XP_038120956.1|CQUI	LOC117569018|XP_034105897.1|DALB
OG0006631	LOC6041055|XP_001850366.1|CQUI	LOC117570356|XP_034107817.1|DALB
OG0006632	LOC6041049|XP_001850360.2|CQUI	LOC117570429|XP_034107975.1|DALB
OG0006633	LOC6041046|XP_038118777.1|CQUI	LOC117571098|XP_034108971.1|DALB
OG0006634	LOC6041037|XP_001850348.2|CQUI	LOC117566051|XP_034101397.1|DALB
OG0006635	LOC6041035|XP_038120749.1|CQUI	LOC117563927|XP_034098389.1|DALB
OG0006636	LOC6031118|XP_038119744.1|CQUI	LOC117576566|XP_034117301.1|DALB
OG0006637	LOC6031124|XP_001841968.2|CQUI	LOC117568050|XP_034104287.1|DALB
OG0006638	LOC6031142|XP_001841985.1|CQUI	LOC117566596|XP_034102029.1|DALB
OG0006639	LOC6031149|XP_038117683.1|CQUI	LOC117572337|XP_034110968.1|DALB
OG0006640	LOC6030967|XP_038121634.1|CQUI	LOC117568641|XP_034105323.1|DALB
OG0006641	LOC6030964|XP_038115430.1|CQUI	LOC117570684|XP_034108375.1|DALB
OG0006642	LOC6030971|XP_038115394.1|CQUI	LOC117571005|XP_034108846.1|DALB
OG0006643	LOC6030969|XP_001841820.1|CQUI	LOC117572737|XP_034111704.1|DALB
OG0006644	LOC6050938|XP_001867452.2|CQUI	LOC117569007|XP_034105885.1|DALB
OG0006645	LOC6043934|XP_038121710.1|CQUI	LOC117563684|XP_034098006.1|DALB
OG0006646	LOC6043933|XP_038118699.1|CQUI	LOC117571925|XP_034110298.1|DALB
OG0006647	LOC6041015|XP_038117569.1|CQUI	LOC117567674|XP_034103687.1|DALB
OG0006648	LOC119770424|XP_038121222.1|CQUI	LOC117568464|XP_034105032.1|DALB
OG0006649	LOC6053035|XP_038115035.1|CQUI	LOC117571164|XP_034109068.1|DALB
OG0006650	LOC6051597|XP_038121932.1|CQUI	LOC117572192|XP_034110736.1|DALB
OG0006651	LOC6040647|XP_038118734.1|CQUI	LOC117571834|XP_034110105.1|DALB
OG0006652	LOC6043376|XP_001858629.2|CQUI	LOC117567534|XP_034103471.1|DALB
OG0006653	LOC6039565|XP_038120864.1|CQUI	LOC117568110|XP_034104392.1|DALB
OG0006654	LOC6039556|XP_038120455.1|CQUI	LOC117568910|XP_034105706.1|DALB
OG0006655	LOC6049638|XP_038116545.1|CQUI	LOC117567718|XP_034103768.1|DALB
OG0006656	LOC6039883|XP_038116070.1|CQUI	LOC117568604|XP_034105252.1|DALB
OG0006657	LOC6043329|XP_001858472.1|CQUI	LOC117568327|XP_034104800.1|DALB
OG0006658	LOC6043696|XP_038116551.1|CQUI	LOC117568432|XP_034104985.1|DALB
OG0006659	LOC6043712|XP_038119008.1|CQUI	LOC117568134|XP_034104433.1|DALB
OG0006660	LOC6049802|XP_038122077.1|CQUI	LOC117569741|XP_034106914.1|DALB
OG0006661	LOC6053906|XP_038115654.1|CQUI	LOC117568239|XP_034104608.1|DALB
OG0006662	LOC6044060|XP_038121720.1|CQUI	LOC117563505|XP_034097770.1|DALB
OG0006663	LOC6047531|XP_038115090.1|CQUI	LOC117569526|XP_034106617.1|DALB
OG0006664	LOC6035307|XP_001845524.2|CQUI	LOC117576931|XP_034117965.1|DALB
OG0006665	LOC119769907|XP_038119658.1|CQUI	LOC117569687|XP_034106827.1|DALB
OG0006666	LOC6049351|XP_001866124.2|CQUI	LOC117568331|XP_034104804.1|DALB
OG0006667	LOC6048046|XP_001865018.2|CQUI	LOC117568108|XP_034104390.1|DALB
OG0006668	LOC6051541|XP_001867969.1|CQUI	LOC117570059|XP_034107385.1|DALB
OG0006669	LOC6044584|XP_001862064.2|CQUI	LOC117567094|XP_034102765.1|DALB
OG0006670	LOC6044575|XP_001862065.1|CQUI	LOC117571088|XP_034108963.1|DALB
OG0006671	LOC6040318|XP_038118531.1|CQUI	LOC117572288|XP_034110887.1|DALB
OG0006672	LOC6044571|XP_038120372.1|CQUI	LOC117572016|XP_034110440.1|DALB
OG0006673	LOC6044585|XP_001862069.2|CQUI	LOC117567303|XP_034103079.1|DALB
OG0006674	LOC6031024|XP_038121248.1|CQUI	LOC117568656|XP_034105344.1|DALB
OG0006675	LOC6031023|XP_001841875.1|CQUI	LOC117571837|XP_034110115.1|DALB
OG0006676	LOC6031048|XP_001841897.1|CQUI	LOC117569092|XP_034106001.1|DALB
OG0006677	LOC6031050|XP_038119718.1|CQUI	LOC117569506|XP_034106579.1|DALB
OG0006678	LOC6031060|XP_001841909.1|CQUI	LOC117571822|XP_034110084.1|DALB
OG0006679	LOC119770544|XP_038121524.1|CQUI	LOC117567821|XP_034103953.1|DALB
OG0006680	LOC6034064|XP_038117953.1|CQUI	LOC117573585|XP_034112767.1|DALB
OG0006681	LOC6034073|XP_001844448.1|CQUI	LOC117572286|XP_034110885.1|DALB
OG0006682	LOC6034074|XP_038117773.1|CQUI	LOC117572287|XP_034110886.1|DALB
OG0006683	LOC119769436|XP_038117775.1|CQUI	LOC117570299|XP_034107715.1|DALB
OG0006684	LOC6034079|XP_038117614.1|CQUI	LOC117569503|XP_034106577.1|DALB
OG0006685	LOC6034089|XP_001844458.1|CQUI	LOC117572131|XP_034110656.1|DALB
OG0006686	LOC6034096|XP_038121360.1|CQUI	LOC117570459|XP_034108007.1|DALB
OG0006687	LOC6031019|XP_001841871.1|CQUI, LOC6031020|XP_001841872.1|CQUI	LOC117576639|XP_034117460.1|DALB
OG0006688	LOC6031007|XP_001841860.2|CQUI	LOC117569758|XP_034106941.1|DALB
OG0006689	LOC6042817|XP_001870815.1|CQUI	LOC117572534|XP_034111290.1|DALB
OG0006690	LOC6044080|XP_038120451.1|CQUI	LOC117575686|XP_034115886.1|DALB
OG0006691	LOC6044064|XP_001861635.2|CQUI	LOC117571574|XP_034109678.1|DALB
OG0006692	LOC6044066|XP_038118147.1|CQUI	LOC117570671|XP_034108360.1|DALB
OG0006693	LOC6044065|XP_001861632.2|CQUI	LOC117567519|XP_034103455.1|DALB
OG0006694	LOC6047004|XP_038117893.1|CQUI	LOC117573384|XP_034112508.1|DALB
OG0006695	LOC6044970|XP_038118723.1|CQUI	LOC117571509|XP_034109572.1|DALB
OG0006696	LOC6044962|XP_038121567.1|CQUI	LOC117564844|XP_034099668.1|DALB
OG0006697	LOC6044664|XP_038115254.1|CQUI	LOC117569139|XP_034106058.1|DALB
OG0006698	LOC6044662|XP_001862141.1|CQUI	LOC117572687|XP_034111623.1|DALB
OG0006699	LOC6045676|XP_038118464.1|CQUI	LOC117567045|XP_034102647.1|DALB
OG0006700	LOC6045668|XP_001862987.2|CQUI	LOC117571047|XP_034108906.1|DALB
OG0006701	LOC6047367|XP_001864439.2|CQUI	LOC117568232|XP_034104597.1|DALB
OG0006702	LOC6038822|XP_038114518.1|CQUI	LOC117570389|XP_034107893.1|DALB
OG0006703	LOC6038795|XP_001848518.2|CQUI	LOC117569563|XP_034106672.1|DALB
OG0006704	LOC6038796|XP_001848519.1|CQUI	LOC117569567|XP_034106680.1|DALB
OG0006705	LOC6043702|XP_038119812.1|CQUI	LOC117566643|XP_034102076.1|DALB
OG0006706	LOC6052331|XP_001868622.2|CQUI	LOC117569800|XP_034107004.1|DALB
OG0006707	LOC6038671|XP_038120755.1|CQUI	LOC117571578|XP_034109681.1|DALB
OG0006708	LOC6043710|XP_038120611.1|CQUI	LOC117577540|XP_034118259.1|DALB
OG0006709	LOC6043638|XP_001861012.2|CQUI	LOC117563859|XP_034098327.1|DALB
OG0006710	LOC6053063|XP_038121216.1|CQUI	LOC117569581|XP_034106696.1|DALB
OG0006711	LOC6040596|XP_038121221.1|CQUI	LOC117571063|XP_034108922.1|DALB
OG0006712	LOC6044640|XP_038121652.1|CQUI	LOC117566340|XP_034101704.1|DALB
OG0006713	LOC6044644|XP_038115795.1|CQUI	LOC117569871|XP_034107102.1|DALB
OG0006714	LOC6044643|XP_001862125.2|CQUI	LOC117569870|XP_034107101.1|DALB
OG0006715	LOC6042838|XP_001870835.2|CQUI	LOC117566932|XP_034102445.1|DALB
OG0006716	LOC6042835|XP_038118175.1|CQUI	LOC117566140|XP_034101514.1|DALB
OG0006717	LOC6042836|XP_001870833.1|CQUI	LOC117570252|XP_034107655.1|DALB
OG0006718	LOC6044577|XP_001862070.1|CQUI	LOC117567572|XP_034103534.1|DALB
OG0006719	LOC6039535|XP_038121609.1|CQUI	LOC117571667|XP_034109798.1|DALB
OG0006720	LOC6039549|XP_038121620.1|CQUI	LOC117571857|XP_034110143.1|DALB
OG0006721	LOC6037615|XP_001847506.2|CQUI	LOC117570092|XP_034107429.1|DALB
OG0006722	LOC119770118|XP_038120366.1|CQUI	LOC117569425|XP_034106475.1|DALB
OG0006723	LOC119769396|XP_038117488.1|CQUI	LOC117565038|XP_034099877.1|DALB
OG0006724	LOC6052419|XP_038119680.1|CQUI	LOC117573908|XP_034113307.1|DALB
OG0006725	LOC119770431|XP_038121255.1|CQUI	LOC117575575|XP_034115730.1|DALB
OG0006726	LOC6042228|XP_038121256.1|CQUI	LOC117574337|XP_034114049.1|DALB
OG0006727	LOC119769401|XP_038117521.1|CQUI	LOC117575573|XP_034115728.1|DALB
OG0006730	LOC6042307|XP_001851437.1|CQUI	LOC117568035|XP_034104268.1|DALB
OG0006731	LOC6042308|XP_038118870.1|CQUI	LOC117563258|XP_034097371.1|DALB
OG0006732	LOC119770834|XP_038122319.1|CQUI	LOC117567957|XP_034104150.1|DALB
OG0006736	LOC6051588|XP_001868007.1|CQUI	LOC117567305|XP_034103081.1|DALB
OG0006737	LOC6048905|XP_001865745.2|CQUI	LOC117567952|XP_034104142.1|DALB
OG0006738	LOC6050238|XP_001866877.2|CQUI	LOC117568964|XP_034105813.1|DALB
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC117571199|XP_034109134.1|DALB
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC117568288|XP_034104696.1|DALB
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC117568284|XP_034104689.1|DALB
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC117575000|XP_034114966.1|DALB
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC117564121|XP_034098669.1|DALB
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC117573826|XP_034113144.1|DALB
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC117569969|XP_034107237.1|DALB
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC117571576|XP_034109683.1|DALB
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC117569966|XP_034107230.1|DALB
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC117564195|XP_034098763.1|DALB
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC117569799|XP_034107003.1|DALB
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC117572367|XP_034111025.1|DALB
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC117569752|XP_034106934.1|DALB
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC117568917|XP_034105718.1|DALB
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC117569743|XP_034106919.1|DALB
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC117569765|XP_034106950.1|DALB
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC117566947|XP_034102471.1|DALB
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC117566946|XP_034102469.1|DALB
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC117570959|XP_034108791.1|DALB
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC117575347|XP_034115403.1|DALB
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC117576853|XP_034117841.1|DALB
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC117572715|XP_034111669.1|DALB
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC117572152|XP_034110682.1|DALB
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC117572716|XP_034111670.1|DALB
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC117572750|XP_034111717.1|DALB
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC117570338|XP_034107784.1|DALB
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC117570337|XP_034107780.1|DALB
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC117570175|XP_034107542.1|DALB
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC117570095|XP_034107438.1|DALB
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC117571246|XP_034109191.1|DALB
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC117572269|XP_034110863.1|DALB
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC117567650|XP_034103652.1|DALB
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC117567190|XP_034102907.1|DALB
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC117568690|XP_034105391.1|DALB
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC117568692|XP_034105393.1|DALB
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC117568757|XP_034105482.1|DALB
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC117572597|XP_034111397.1|DALB
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC117569141|XP_034106062.1|DALB
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC117568121|XP_034104416.1|DALB
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC117568090|XP_034104359.1|DALB
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC117572421|XP_034111099.1|DALB
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC117567363|XP_034103194.1|DALB
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC117571975|XP_034110371.1|DALB
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC117570530|XP_034108126.1|DALB
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC117567589|XP_034103561.1|DALB
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC117567593|XP_034103568.1|DALB
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC117567358|XP_034103191.1|DALB
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC117564695|XP_034099459.1|DALB
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC117567084|XP_034102730.1|DALB
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC117567243|XP_034102982.1|DALB
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC117572299|XP_034110902.1|DALB
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC117572204|XP_034110760.1|DALB
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC117566390|XP_034101789.1|DALB
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC117571459|XP_034109501.1|DALB
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC117572520|XP_034111271.1|DALB
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC117571497|XP_034109554.1|DALB
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC117571927|XP_034110300.1|DALB
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC117578247|XP_034119558.1|DALB
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC117568600|XP_034105242.1|DALB
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC117572431|XP_034111148.1|DALB
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC117567285|XP_034103044.1|DALB
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC117572689|XP_034111624.1|DALB
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC117567910|XP_034104079.1|DALB
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC117569558|XP_034106665.1|DALB
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC117568860|XP_034105638.1|DALB
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC117571487|XP_034109544.1|DALB
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC117568066|XP_034104315.1|DALB
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC117575336|XP_034115384.1|DALB
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC117572069|XP_034110540.1|DALB
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC117572519|XP_034111266.1|DALB
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC117571572|XP_034109673.1|DALB
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC117568758|XP_034105483.1|DALB
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC117572176|XP_034110718.1|DALB
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC117569880|XP_034107110.1|DALB
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC117572505|XP_034111248.1|DALB
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC117568023|XP_034104243.1|DALB
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC117564130|XP_034098681.1|DALB
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC117570133|XP_034107489.1|DALB
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC117571134|XP_034109027.1|DALB
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC117568904|XP_034105699.1|DALB
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC117567619|XP_034103601.1|DALB
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC117567375|XP_034103209.1|DALB
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC117575261|XP_034115287.1|DALB
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC117565590|XP_034100680.1|DALB
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC117569875|XP_034107104.1|DALB
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC117568986|XP_034105848.1|DALB
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC117571507|XP_034109569.1|DALB
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC117569919|XP_034107156.1|DALB
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC117570477|XP_034108052.1|DALB
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC117568153|XP_034104461.1|DALB
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC117566878|XP_034102378.1|DALB
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC117571368|XP_034109374.1|DALB
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC117567598|XP_034103574.1|DALB
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC117569319|XP_034106334.1|DALB
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC117571615|XP_034109727.1|DALB
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC117563362|XP_034097548.1|DALB
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC117569400|XP_034106426.1|DALB
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC117570916|XP_034108715.1|DALB
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC117577909|XP_034118797.1|DALB
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC117575647|XP_034115820.1|DALB
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC117567487|XP_034103408.1|DALB
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC117570931|XP_034108750.1|DALB
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC117569078|XP_034105984.1|DALB
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC117570100|XP_034107447.1|DALB
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC117569014|XP_034105892.1|DALB
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC117571397|XP_034109410.1|DALB
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC117572015|XP_034110438.1|DALB
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC117567628|XP_034103612.1|DALB
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC117572091|XP_034110578.1|DALB
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC117570352|XP_034107802.1|DALB
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC117566925|XP_034102435.1|DALB
OG0006860	LOC6042899|XP_001853751.1|CQUI	LOC117568856|XP_034105626.1|DALB
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC117571074|XP_034108936.1|DALB
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC117569636|XP_034106766.1|DALB
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC117578093|XP_034119154.1|DALB
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC117566602|XP_034102035.1|DALB
OG0006870	LOC6051051|XP_038119515.1|CQUI	LOC117568194|XP_034104543.1|DALB
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC117572109|XP_034110619.1|DALB
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC117569675|XP_034106813.1|DALB
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC117569038|XP_034105927.1|DALB
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC117563240|XP_034097338.1|DALB
OG0006876	LOC6052361|XP_038113421.1|CQUI	LOC117567470|XP_034103381.1|DALB
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC117565535|XP_034100567.1|DALB
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC117563335|XP_034097496.1|DALB
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC117568187|XP_034104535.1|DALB
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC117564308|XP_034098896.1|DALB
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC117570944|XP_034108769.1|DALB
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC117564169|XP_034098727.1|DALB
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC117563330|XP_034097485.1|DALB
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC117574646|XP_034114436.1|DALB
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC117564595|XP_034099343.1|DALB
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC117563665|XP_034097972.1|DALB
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC117564170|XP_034098728.1|DALB
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC117564801|XP_034099611.1|DALB
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC117565432|XP_034100410.1|DALB
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC117565954|XP_034101234.1|DALB
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC117565211|XP_034100109.1|DALB
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC117565210|XP_034100108.1|DALB
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC117567077|XP_034102719.1|DALB
OG0006896	LOC6037886|XP_038109922.1|CQUI	LOC117565357|XP_034100308.1|DALB
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC117563437|XP_034097661.1|DALB
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC117563242|XP_034097344.1|DALB
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC117564888|XP_034099727.1|DALB
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC117572325|XP_034110954.1|DALB
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC117564123|XP_034098672.1|DALB
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC117577859|XP_034118699.1|DALB
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC117574095|XP_034113624.1|DALB
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC117564799|XP_034099610.1|DALB
