Orthogroup	CQUI.longest_only	DNOV.longest_only
OG0006920	LOC6041505|XP_038111324.1|CQUI	LOC115759259|XP_030556020.1|DNOV
OG0006921	LOC6037080|XP_001847031.2|CQUI	LOC115760328|XP_030557474.1|DNOV
OG0006922	LOC6053632|XP_038111298.1|CQUI	LOC115763510|XP_030561967.1|DNOV
OG0006923	LOC6053636|XP_001869685.2|CQUI	LOC115768553|XP_030569023.1|DNOV
OG0006924	LOC6043310|XP_001870925.1|CQUI	LOC115758461|XP_030554994.1|DNOV
OG0006925	LOC6043312|XP_001870927.1|CQUI	LOC115765042|XP_030564273.1|DNOV
OG0006926	LOC6036356|XP_038109987.1|CQUI	LOC115758602|XP_030555186.1|DNOV
OG0006927	LOC6036353|XP_038112666.1|CQUI	LOC115758991|XP_030555653.1|DNOV
OG0006928	LOC6031385|XP_038111938.1|CQUI	LOC115759244|XP_030556003.1|DNOV
OG0006929	LOC6037374|XP_038107872.1|CQUI	LOC115765579|XP_030565087.1|DNOV
OG0006930	LOC6037378|XP_038112499.1|CQUI	LOC115758647|XP_030555242.1|DNOV
OG0006931	LOC6041499|XP_001850750.1|CQUI	LOC115760087|XP_030557132.1|DNOV
OG0006932	LOC6041489|XP_001850740.1|CQUI	LOC115763291|XP_030561639.1|DNOV
OG0006933	LOC6041485|XP_001850737.1|CQUI	LOC115763173|XP_030561486.1|DNOV
OG0006934	LOC6051265|XP_038108272.1|CQUI	LOC115765594|XP_030565103.1|DNOV
OG0006935	LOC6049915|XP_001866599.1|CQUI	LOC115763403|XP_030561813.1|DNOV
OG0006936	LOC6044608|XP_038107243.1|CQUI	LOC115763040|XP_030561318.1|DNOV
OG0006937	LOC6044591|XP_001862082.1|CQUI	LOC115759973|XP_030556984.1|DNOV
OG0006938	LOC6044593|XP_001862084.1|CQUI	LOC115759804|XP_030556747.1|DNOV
OG0006939	LOC6044595|XP_038108152.1|CQUI	LOC115768919|XP_030569511.1|DNOV
OG0006940	LOC6050050|XP_038110124.1|CQUI	LOC115759865|XP_030556832.1|DNOV
OG0006941	LOC6031856|XP_038114214.1|CQUI	LOC115758396|XP_030554895.1|DNOV
OG0006942	LOC6037121|XP_038107650.1|CQUI	LOC115761242|XP_030558802.1|DNOV
OG0006943	LOC6031934|XP_038112746.1|CQUI	LOC115760329|XP_030557478.1|DNOV
OG0006944	LOC6031938|XP_038107535.1|CQUI	LOC115760252|XP_030557372.1|DNOV
OG0006945	LOC6038102|XP_038111511.1|CQUI	LOC115767717|XP_030567882.1|DNOV
OG0006946	LOC6050060|XP_001866727.2|CQUI	LOC115761405|XP_030559023.1|DNOV
OG0006947	LOC6031959|XP_001842635.2|CQUI	LOC115758351|XP_030554793.1|DNOV
OG0006948	LOC6031775|XP_038113613.1|CQUI	LOC115763211|XP_030561538.1|DNOV
OG0006949	LOC6031795|XP_001842503.2|CQUI	LOC115759874|XP_030556844.1|DNOV
OG0006950	LOC6044462|XP_001861976.2|CQUI	LOC115758334|XP_030554765.1|DNOV
OG0006951	LOC119767758|XP_038113115.1|CQUI	LOC115763327|XP_030561688.1|DNOV
OG0006952	LOC6041556|XP_038112759.1|CQUI	LOC115764697|XP_030563753.1|DNOV
OG0006953	LOC6043294|XP_038109236.1|CQUI	LOC115769624|XP_030570393.1|DNOV
OG0006954	LOC6043299|XP_038110803.1|CQUI	LOC115765482|XP_030564933.1|DNOV
OG0006955	LOC119767808|XP_038113275.1|CQUI	LOC115771977|XP_030573756.1|DNOV
OG0006956	LOC6037096|XP_001847046.2|CQUI	LOC115758497|XP_030555041.1|DNOV
OG0006957	LOC6037095|XP_038108761.1|CQUI	LOC115769314|XP_030569905.1|DNOV
OG0006959	LOC6037088|XP_001847041.2|CQUI	LOC115762661|XP_030560829.1|DNOV
OG0006960	LOC6047194|XP_001864281.2|CQUI	LOC115763331|XP_030561696.1|DNOV
OG0006961	LOC6051459|XP_038108557.1|CQUI	LOC115760274|XP_030557405.1|DNOV
OG0006962	LOC6040853|XP_038109055.1|CQUI	LOC115763437|XP_030561862.1|DNOV
OG0006963	LOC6038074|XP_038113591.1|CQUI	LOC115763550|XP_030562028.1|DNOV
OG0006964	LOC6038081|XP_038106826.1|CQUI	LOC115763438|XP_030561864.1|DNOV
OG0006965	LOC6050855|XP_001867381.2|CQUI	LOC115760130|XP_030557189.1|DNOV
OG0006966	LOC6050854|XP_038111582.1|CQUI	LOC115763283|XP_030561628.1|DNOV
OG0006967	LOC6050856|XP_001867382.2|CQUI	LOC115762072|XP_030560022.1|DNOV
OG0006968	LOC6050868|XP_038107253.1|CQUI	LOC115764236|XP_030563015.1|DNOV
OG0006969	LOC6043905|XP_038109111.1|CQUI	LOC115770192|XP_030571215.1|DNOV
OG0006971	LOC6054675|XP_038106115.1|CQUI	LOC115766001|XP_030565630.1|DNOV
OG0006972	LOC6031191|XP_001842032.1|CQUI	LOC115763021|XP_030561277.1|DNOV
OG0006973	LOC6052099|XP_001868427.2|CQUI	LOC115765432|XP_030564838.1|DNOV
OG0006974	LOC6031211|XP_038107169.1|CQUI	LOC115763538|XP_030562014.1|DNOV
OG0006975	LOC6031246|XP_001842076.2|CQUI	LOC115758430|XP_030554946.1|DNOV
OG0006976	LOC6031402|XP_038111178.1|CQUI	LOC115758662|XP_030555261.1|DNOV
OG0006977	LOC6031980|XP_038111736.1|CQUI	LOC115770998|XP_030572358.1|DNOV
OG0006978	LOC6036364|XP_038108913.1|CQUI	LOC115759749|XP_030556649.1|DNOV
OG0006979	LOC6037021|XP_038108422.1|CQUI	LOC115765922|XP_030565528.1|DNOV
OG0006980	LOC6037003|XP_001846967.2|CQUI	LOC115758682|XP_030555283.1|DNOV
OG0006981	LOC6037000|XP_001846965.2|CQUI	LOC115763468|XP_030561911.1|DNOV
OG0006982	LOC6036998|XP_038109525.1|CQUI	LOC115758880|XP_030555534.1|DNOV
OG0006983	LOC6036991|XP_038107681.1|CQUI	LOC115758335|XP_030554766.1|DNOV
OG0006984	LOC6036638|XP_038113736.1|CQUI	LOC115760253|XP_030557374.1|DNOV
OG0006985	LOC6053555|XP_001869617.2|CQUI	LOC115758542|XP_030555095.1|DNOV
OG0006986	LOC6053559|XP_038109265.1|CQUI	LOC115765505|XP_030564979.1|DNOV
OG0006987	LOC119766524|XP_038107060.1|CQUI	LOC115772089|XP_030573913.1|DNOV
OG0006989	LOC6035243|XP_001845469.1|CQUI	LOC115759915|XP_030556908.1|DNOV
OG0006990	LOC6035249|XP_038110781.1|CQUI	LOC115759081|XP_030555774.1|DNOV
OG0006991	LOC6035253|XP_001845478.2|CQUI	LOC115757750|XP_030554013.1|DNOV
OG0006992	LOC6040130|XP_038109033.1|CQUI	LOC115759009|XP_030555677.1|DNOV
OG0006993	LOC6036674|XP_038110723.1|CQUI	LOC115765462|XP_030564887.1|DNOV
OG0006994	LOC6044535|XP_038108392.1|CQUI	LOC115759771|XP_030556698.1|DNOV
OG0006995	LOC6033190|XP_001843670.2|CQUI	LOC115763512|XP_030561970.1|DNOV
OG0006996	LOC6033184|XP_038111623.1|CQUI	LOC115763514|XP_030561972.1|DNOV
OG0006997	LOC6043177|XP_001870896.2|CQUI	LOC115760718|XP_030558046.1|DNOV
OG0007000	LOC6033135|XP_038111147.1|CQUI	LOC115765973|XP_030565586.1|DNOV
OG0007001	LOC6042101|XP_001851252.2|CQUI	LOC115760841|XP_030558245.1|DNOV
OG0007002	LOC6035288|XP_038111011.1|CQUI	LOC115763526|XP_030561993.1|DNOV
OG0007003	LOC6035285|XP_001845506.2|CQUI	LOC115769678|XP_030570570.1|DNOV
OG0007004	LOC6031747|XP_038110674.1|CQUI	LOC115760228|XP_030557341.1|DNOV
OG0007005	LOC6031749|XP_038114231.1|CQUI	LOC115760277|XP_030557408.1|DNOV
OG0007006	LOC6038623|XP_038110198.1|CQUI	LOC115759199|XP_030555941.1|DNOV
OG0007007	LOC6038612|XP_038107376.1|CQUI	LOC115763057|XP_030561343.1|DNOV
OG0007009	LOC6043227|XP_001857723.2|CQUI	LOC115763292|XP_030561640.1|DNOV
OG0007011	LOC6033142|XP_001843632.2|CQUI	LOC115759442|XP_030556223.1|DNOV
OG0007012	LOC6033146|XP_038112596.1|CQUI	LOC115760050|XP_030557081.1|DNOV
OG0007013	LOC6033271|XP_038111470.1|CQUI	LOC115759039|XP_030555720.1|DNOV
OG0007014	LOC6033267|XP_038111815.1|CQUI	LOC115758612|XP_030555203.1|DNOV
OG0007015	LOC6033238|XP_038114415.1|CQUI	LOC115763452|XP_030561881.1|DNOV
OG0007016	LOC6033230|XP_038110512.1|CQUI	LOC115763599|XP_030562082.1|DNOV
OG0007017	LOC6037537|XP_001847437.1|CQUI	LOC115763348|XP_030561723.1|DNOV
OG0007018	LOC6042098|XP_001851245.2|CQUI	LOC115763466|XP_030561906.1|DNOV
OG0007020	LOC6043009|XP_038110800.1|CQUI	LOC115759090|XP_030555784.1|DNOV
OG0007021	LOC6044230|XP_038110163.1|CQUI	LOC115765852|XP_030565439.1|DNOV
OG0007022	LOC119767270|XP_038111458.1|CQUI	LOC115768544|XP_030569010.1|DNOV
OG0007023	LOC6035270|XP_038108737.1|CQUI	LOC115759835|XP_030556788.1|DNOV
OG0007024	LOC6031890|XP_001842586.1|CQUI	LOC115765751|XP_030565273.1|DNOV
OG0007025	LOC6031860|XP_001842561.1|CQUI	LOC115771332|XP_030572858.1|DNOV
OG0007026	LOC6031866|XP_038114187.1|CQUI	LOC115765921|XP_030565525.1|DNOV
OG0007027	LOC6031885|XP_001842582.1|CQUI	LOC115758725|XP_030555336.1|DNOV
OG0007028	LOC6031888|XP_001842584.2|CQUI	LOC115759158|XP_030555887.1|DNOV
OG0007029	LOC6034900|XP_038107068.1|CQUI	LOC115760041|XP_030557069.1|DNOV
OG0007030	LOC6049726|XP_001866437.2|CQUI	LOC115767830|XP_030568031.1|DNOV
OG0007031	LOC6036442|XP_038108484.1|CQUI	LOC115760290|XP_030557423.1|DNOV
OG0007032	LOC6036454|XP_001846504.2|CQUI	LOC115768325|XP_030568742.1|DNOV
OG0007033	LOC6036457|XP_038111019.1|CQUI	LOC115769287|XP_030569871.1|DNOV
OG0007034	LOC6036459|XP_001846509.2|CQUI	LOC115763428|XP_030561848.1|DNOV
OG0007035	LOC6036460|XP_001846510.2|CQUI	LOC115760853|XP_030558264.1|DNOV
OG0007036	LOC6036462|XP_001846512.2|CQUI	LOC115770405|XP_030571523.1|DNOV
OG0007037	LOC6036463|XP_001846513.1|CQUI	LOC115772119|XP_030573954.1|DNOV
OG0007038	LOC6039097|XP_038113092.1|CQUI	LOC115761139|XP_030558660.1|DNOV
OG0007039	LOC6038876|XP_001848575.2|CQUI	LOC115761710|XP_030559449.1|DNOV
OG0007040	LOC6038880|XP_001848579.2|CQUI	LOC115765451|XP_030564873.1|DNOV
OG0007041	LOC6038890|XP_038108243.1|CQUI	LOC115763179|XP_030561497.1|DNOV
OG0007042	LOC6038896|XP_038112982.1|CQUI	LOC115763035|XP_030561306.1|DNOV
OG0007043	LOC6038902|XP_038107320.1|CQUI	LOC115759617|XP_030556456.1|DNOV
OG0007044	LOC6038012|XP_038113729.1|CQUI	LOC115760152|XP_030557223.1|DNOV
OG0007045	LOC6051804|XP_038109256.1|CQUI	LOC115763867|XP_030562503.1|DNOV
OG0007046	LOC6037994|XP_038109624.1|CQUI	LOC115763656|XP_030562184.1|DNOV
OG0007047	LOC6047239|XP_001864322.2|CQUI	LOC115758892|XP_030555549.1|DNOV
OG0007048	LOC6035770|XP_038108828.1|CQUI	LOC115763034|XP_030561304.1|DNOV
OG0007049	LOC6038898|XP_001848597.1|CQUI	LOC115759884|XP_030556859.1|DNOV
OG0007050	LOC6041773|XP_038113548.1|CQUI	LOC115759995|XP_030557012.1|DNOV
OG0007051	LOC6050917|XP_038112235.1|CQUI	LOC115760225|XP_030557338.1|DNOV
OG0007052	LOC6035995|XP_001846101.1|CQUI	LOC115768846|XP_030569403.1|DNOV
OG0007053	LOC6045768|XP_001863071.2|CQUI	LOC115766138|XP_030565826.1|DNOV
OG0007054	LOC6045419|XP_001862797.1|CQUI	LOC115762060|XP_030560006.1|DNOV
OG0007055	LOC6034332|XP_038111558.1|CQUI	LOC115762392|XP_030560432.1|DNOV
OG0007056	LOC6054623|XP_001870509.2|CQUI	LOC115769950|XP_030570856.1|DNOV
OG0007057	LOC6039103|XP_001848770.1|CQUI	LOC115768894|XP_030569468.1|DNOV
OG0007058	LOC6039856|XP_038112576.1|CQUI	LOC115767842|XP_030568050.1|DNOV
OG0007062	LOC6034879|XP_001845148.2|CQUI	LOC115758381|XP_030554843.1|DNOV
OG0007063	LOC6034882|XP_001845150.2|CQUI	LOC115763386|XP_030561786.1|DNOV
OG0007064	LOC6035993|XP_038113058.1|CQUI	LOC115762245|XP_030560256.1|DNOV
OG0007065	LOC6035991|XP_038112060.1|CQUI	LOC115765581|XP_030565089.1|DNOV
OG0007066	LOC6034886|XP_001845154.1|CQUI	LOC115770243|XP_030571311.1|DNOV
OG0007067	LOC6034888|XP_038109585.1|CQUI	LOC115760044|XP_030557071.1|DNOV
OG0007068	LOC6034891|XP_001845159.1|CQUI	LOC115763589|XP_030562071.1|DNOV
OG0007069	LOC6050782|XP_038107247.1|CQUI	LOC115762987|XP_030561231.1|DNOV
OG0007070	LOC119766997|XP_038109938.1|CQUI	LOC115760499|XP_030557710.1|DNOV
OG0007071	LOC6036124|XP_001846217.2|CQUI	LOC115760902|XP_030558329.1|DNOV
OG0007072	LOC6036128|XP_038111387.1|CQUI	LOC115761565|XP_030559213.1|DNOV
OG0007073	LOC6041780|XP_001850997.1|CQUI	LOC115765908|XP_030565513.1|DNOV
OG0007074	LOC6053698|XP_001869742.2|CQUI	LOC115758506|XP_030555059.1|DNOV
OG0007075	LOC6053703|XP_038107404.1|CQUI	LOC115768554|XP_030569024.1|DNOV
OG0007076	LOC6052413|XP_001868692.2|CQUI	LOC115757822|XP_030554109.1|DNOV
OG0007077	LOC6052443|XP_001868714.1|CQUI	LOC115760132|XP_030557191.1|DNOV
OG0007078	LOC6053860|XP_001869875.2|CQUI	LOC115758344|XP_030554781.1|DNOV
OG0007079	LOC6053857|XP_038109203.1|CQUI	LOC115758346|XP_030554783.1|DNOV
OG0007080	LOC6032150|XP_001842803.1|CQUI	LOC115762995|XP_030561240.1|DNOV
OG0007081	LOC6032152|XP_001842805.2|CQUI	LOC115763559|XP_030562039.1|DNOV
OG0007082	LOC6048262|XP_001865206.2|CQUI	LOC115765523|XP_030565001.1|DNOV
OG0007083	LOC6032157|XP_038111918.1|CQUI	LOC115759134|XP_030555843.1|DNOV
OG0007084	LOC6053464|XP_038107339.1|CQUI	LOC115768835|XP_030569391.1|DNOV
OG0007085	LOC6046114|XP_038107016.1|CQUI	LOC115759712|XP_030556572.1|DNOV
OG0007086	LOC6033608|XP_001844036.2|CQUI	LOC115758948|XP_030555608.1|DNOV
OG0007087	LOC6033315|XP_038113355.1|CQUI	LOC115770198|XP_030571247.1|DNOV
OG0007088	LOC6033318|XP_038113349.1|CQUI	LOC115759693|XP_030556551.1|DNOV
OG0007089	LOC6049721|XP_038110756.1|CQUI	LOC115765894|XP_030565497.1|DNOV
OG0007090	LOC6033333|XP_038112141.1|CQUI	LOC115760314|XP_030557461.1|DNOV
OG0007091	LOC6033338|XP_001843802.2|CQUI	LOC115759204|XP_030555950.1|DNOV
OG0007092	LOC6038003|XP_038107774.1|CQUI	LOC115759650|XP_030556498.1|DNOV
OG0007093	LOC6037997|XP_001847844.2|CQUI	LOC115758538|XP_030555091.1|DNOV
OG0007094	LOC6037992|XP_001847839.1|CQUI	LOC115758540|XP_030555094.1|DNOV
OG0007095	LOC6037989|XP_001847836.1|CQUI	LOC115763580|XP_030562059.1|DNOV
OG0007096	LOC6037988|XP_001847835.2|CQUI	LOC115758994|XP_030555656.1|DNOV
OG0007097	LOC6053312|XP_038107008.1|CQUI	LOC115758915|XP_030555572.1|DNOV
OG0007098	LOC119767007|XP_038110083.1|CQUI	LOC115758417|XP_030554925.1|DNOV
OG0007099	LOC6036017|XP_001846121.1|CQUI	LOC115761675|XP_030559389.1|DNOV
OG0007100	LOC6036021|XP_038108094.1|CQUI	LOC115759732|XP_030556611.1|DNOV
OG0007101	LOC6033599|XP_001844027.1|CQUI	LOC115758654|XP_030555251.1|DNOV
OG0007103	LOC6033631|XP_001844058.1|CQUI	LOC115759820|XP_030556772.1|DNOV
OG0007104	LOC6033635|XP_001844062.1|CQUI	LOC115763147|XP_030561457.1|DNOV
OG0007105	LOC6033642|XP_001844069.1|CQUI	LOC115759901|XP_030556883.1|DNOV
OG0007106	LOC6033649|XP_038107083.1|CQUI	LOC115765860|XP_030565450.1|DNOV
OG0007107	LOC6033655|XP_038114028.1|CQUI	LOC115763125|XP_030561431.1|DNOV
OG0007108	LOC6033660|XP_038114043.1|CQUI	LOC115763371|XP_030561762.1|DNOV
OG0007109	LOC6051855|XP_001868219.1|CQUI	LOC115759828|XP_030556778.1|DNOV
OG0007110	LOC6051853|XP_001868217.2|CQUI	LOC115758347|XP_030554787.1|DNOV
OG0007111	LOC6051858|XP_038113175.1|CQUI	LOC115758584|XP_030555163.1|DNOV
OG0007112	LOC6033639|XP_001844066.2|CQUI	LOC115765984|XP_030565605.1|DNOV
OG0007113	LOC6048333|XP_001865270.1|CQUI	LOC115757685|XP_030553882.1|DNOV
OG0007114	LOC6048338|XP_038110740.1|CQUI	LOC115758329|XP_030554758.1|DNOV
OG0007115	LOC6048335|XP_001865273.2|CQUI	LOC115765534|XP_030565012.1|DNOV
OG0007116	LOC6048345|XP_038111874.1|CQUI	LOC115759709|XP_030556568.1|DNOV
OG0007117	LOC6048346|XP_038111875.1|CQUI	LOC115758629|XP_030555224.1|DNOV
OG0007118	LOC6048349|XP_038107672.1|CQUI	LOC115759355|XP_030556137.1|DNOV
OG0007119	LOC6042665|XP_038119950.1|CQUI	LOC115768883|XP_030569454.1|DNOV
OG0007120	LOC6042659|XP_038119020.1|CQUI	LOC115768577|XP_030569076.1|DNOV
OG0007121	LOC119770667|XP_038121910.1|CQUI	LOC115768855|XP_030569416.1|DNOV
OG0007122	LOC6042652|XP_038117993.1|CQUI	LOC115769127|XP_030569693.1|DNOV
OG0007123	LOC6042643|XP_038121382.1|CQUI	LOC115768793|XP_030569348.1|DNOV
OG0007124	LOC6046072|XP_038116390.1|CQUI	LOC115770239|XP_030571303.1|DNOV
OG0007125	LOC6046068|XP_038119636.1|CQUI	LOC115771477|XP_030573063.1|DNOV
OG0007126	LOC6046073|XP_001863325.2|CQUI	LOC115770528|XP_030571687.1|DNOV
OG0007127	LOC6046071|XP_001863327.1|CQUI	LOC115770292|XP_030571387.1|DNOV
OG0007128	LOC6046076|XP_001863330.2|CQUI	LOC115770140|XP_030571145.1|DNOV
OG0007129	LOC6046077|XP_001863331.1|CQUI	LOC115771532|XP_030573130.1|DNOV
OG0007130	LOC6046082|XP_038118445.1|CQUI	LOC115771551|XP_030573156.1|DNOV
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC115767881|XP_030568107.1|DNOV
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC115769414|XP_030570085.1|DNOV
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC115762760|XP_030560963.1|DNOV
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC115770420|XP_030571546.1|DNOV
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC115767698|XP_030567852.1|DNOV
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC115767613|XP_030567775.1|DNOV
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC115767031|XP_030567017.1|DNOV
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC115768852|XP_030569411.1|DNOV
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC115768302|XP_030568706.1|DNOV
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC115767986|XP_030568245.1|DNOV
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC115766365|XP_030566124.1|DNOV
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC115771445|XP_030573016.1|DNOV
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC115764938|XP_030564109.1|DNOV
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC115766118|XP_030565798.1|DNOV
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC115770841|XP_030572137.1|DNOV
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC115765727|XP_030565249.1|DNOV
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC115761444|XP_030559070.1|DNOV
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC115764254|XP_030563032.1|DNOV
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC115760734|XP_030558069.1|DNOV
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC115766773|XP_030566654.1|DNOV
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC115769476|XP_030570154.1|DNOV
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC115769017|XP_030569587.1|DNOV
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC115768998|XP_030569568.1|DNOV
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC115758189|XP_030554591.1|DNOV
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC115764213|XP_030562981.1|DNOV
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC115757677|XP_030553869.1|DNOV
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC115770667|XP_030571894.1|DNOV
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC115769355|XP_030569989.1|DNOV
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC115768689|XP_030569235.1|DNOV
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC115767878|XP_030568100.1|DNOV
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC115768004|XP_030568274.1|DNOV
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC115768858|XP_030569420.1|DNOV
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC115766160|XP_030565860.1|DNOV
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC115766159|XP_030565859.1|DNOV
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC115768740|XP_030569284.1|DNOV
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC115767055|XP_030567049.1|DNOV
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC115767726|XP_030567896.1|DNOV
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC115768997|XP_030569567.1|DNOV
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC115766855|XP_030566770.1|DNOV
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC115761785|XP_030559579.1|DNOV
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC115766880|XP_030566807.1|DNOV
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC115764435|XP_030563298.1|DNOV
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC115767015|XP_030567000.1|DNOV
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC115771875|XP_030573619.1|DNOV
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC115770247|XP_030571315.1|DNOV
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC115766048|XP_030565685.1|DNOV
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC115759620|XP_030556464.1|DNOV
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC115759556|XP_030556378.1|DNOV
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC115759490|XP_030556288.1|DNOV
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC115759418|XP_030556173.1|DNOV
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC115768913|XP_030569502.1|DNOV
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC115763732|XP_030562289.1|DNOV
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC115763905|XP_030562561.1|DNOV
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC115763838|XP_030562458.1|DNOV
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC115759876|XP_030556849.1|DNOV
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC115770679|XP_030571922.1|DNOV
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC115765598|XP_030565108.1|DNOV
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC115763854|XP_030562488.1|DNOV
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC115761576|XP_030559222.1|DNOV
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC115766235|XP_030565956.1|DNOV
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC115771054|XP_030572462.1|DNOV
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC115764269|XP_030563052.1|DNOV
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC115764268|XP_030563051.1|DNOV
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC115768262|XP_030568652.1|DNOV
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC115763885|XP_030562522.1|DNOV
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC115761285|XP_030558869.1|DNOV
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC115770537|XP_030571701.1|DNOV
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC115763720|XP_030562273.1|DNOV
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC115764726|XP_030563794.1|DNOV
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC115763739|XP_030562300.1|DNOV
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC115771075|XP_030572487.1|DNOV
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC115762928|XP_030561168.1|DNOV
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC115762925|XP_030561166.1|DNOV
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC115767750|XP_030567925.1|DNOV
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC115762764|XP_030560968.1|DNOV
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC115766099|XP_030565774.1|DNOV
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC115761314|XP_030558905.1|DNOV
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC115761579|XP_030559227.1|DNOV
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC115761580|XP_030559229.1|DNOV
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC115763701|XP_030562250.1|DNOV
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC115766077|XP_030565741.1|DNOV
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC115761236|XP_030558788.1|DNOV
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC115764514|XP_030563471.1|DNOV
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC115768487|XP_030568933.1|DNOV
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC115770649|XP_030571872.1|DNOV
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC115771670|XP_030573345.1|DNOV
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC115758223|XP_030554634.1|DNOV
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC115771606|XP_030573229.1|DNOV
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC115764666|XP_030563714.1|DNOV
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC115764206|XP_030562956.1|DNOV
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC115765788|XP_030565333.1|DNOV
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC115771873|XP_030573616.1|DNOV
