Orthogroup	CQUI.longest_only	DERE.longest_only
OG0007058	LOC6039856|XP_038112576.1|CQUI	LOC6550585|XP_001976743.1|DERE
OG0007059	LOC6034824|XP_038111447.1|CQUI	LOC6541479|XP_001970194.1|DERE
OG0007060	LOC6034826|XP_001845097.2|CQUI	LOC6541295|XP_001970191.2|DERE
OG0007061	LOC6034828|XP_038111902.1|CQUI	LOC6541203|XP_026835030.1|DERE
OG0007062	LOC6034879|XP_001845148.2|CQUI	LOC6540955|XP_001968142.1|DERE
OG0007063	LOC6034882|XP_001845150.2|CQUI	LOC6540694|XP_001970305.1|DERE
OG0007064	LOC6035993|XP_038113058.1|CQUI	LOC6541042|XP_001970353.1|DERE
OG0007065	LOC6035991|XP_038112060.1|CQUI	LOC6546165|XP_001972862.1|DERE
OG0007066	LOC6034886|XP_001845154.1|CQUI	LOC6546063|XP_001972804.1|DERE
OG0007067	LOC6034888|XP_038109585.1|CQUI	LOC6543285|XP_001969903.1|DERE
OG0007068	LOC6034891|XP_001845159.1|CQUI	LOC6541522|XP_001969373.1|DERE
OG0007069	LOC6050782|XP_038107247.1|CQUI	LOC6540795|XP_001969597.2|DERE
OG0007070	LOC119766997|XP_038109938.1|CQUI	LOC6546724|XP_001975877.1|DERE
OG0007071	LOC6036124|XP_001846217.2|CQUI	LOC6548616|XP_001976702.1|DERE
OG0007072	LOC6036128|XP_038111387.1|CQUI	LOC6552016|XP_001978781.1|DERE
OG0007073	LOC6041780|XP_001850997.1|CQUI	LOC6542022|XP_001968665.1|DERE
OG0007074	LOC6053698|XP_001869742.2|CQUI	LOC6548385|XP_001976466.1|DERE
OG0007075	LOC6053703|XP_038107404.1|CQUI	LOC6541377|XP_015015190.1|DERE
OG0007076	LOC6052413|XP_001868692.2|CQUI	LOC6549414|XP_001975647.1|DERE
OG0007077	LOC6052443|XP_001868714.1|CQUI	LOC6542658|XP_001969919.1|DERE
OG0007078	LOC6053860|XP_001869875.2|CQUI	LOC6542464|XP_001968513.2|DERE
OG0007079	LOC6053857|XP_038109203.1|CQUI	LOC6541486|XP_001968512.1|DERE
OG0007080	LOC6032150|XP_001842803.1|CQUI	LOC6542128|XP_026835046.1|DERE
OG0007081	LOC6032152|XP_001842805.2|CQUI	LOC6540950|XP_001970020.1|DERE
OG0007082	LOC6048262|XP_001865206.2|CQUI	LOC6542327|XP_001968117.2|DERE
OG0007083	LOC6032157|XP_038111918.1|CQUI	LOC6541542|XP_001969757.1|DERE
OG0007084	LOC6053464|XP_038107339.1|CQUI	LOC6549999|XP_001977465.2|DERE
OG0007085	LOC6046114|XP_038107016.1|CQUI	LOC6543180|XP_026834887.1|DERE
OG0007086	LOC6033608|XP_001844036.2|CQUI	LOC6541466|XP_001969044.1|DERE
OG0007087	LOC6033315|XP_038113355.1|CQUI	LOC6545999|XP_001972811.2|DERE
OG0007088	LOC6033318|XP_038113349.1|CQUI	LOC6549038|XP_015011979.1|DERE
OG0007089	LOC6049721|XP_038110756.1|CQUI	LOC6542813|XP_001968214.1|DERE
OG0007090	LOC6033333|XP_038112141.1|CQUI	LOC6543141|XP_026835076.1|DERE
OG0007091	LOC6033338|XP_001843802.2|CQUI	LOC6541157|XP_001969030.1|DERE
OG0007092	LOC6038003|XP_038107774.1|CQUI	LOC6552173|XP_026835803.1|DERE
OG0007093	LOC6037997|XP_001847844.2|CQUI	LOC6542177|XP_001969332.1|DERE
OG0007094	LOC6037992|XP_001847839.1|CQUI	LOC6540856|XP_001969331.1|DERE
OG0007095	LOC6037989|XP_001847836.1|CQUI	LOC6549650|XP_001974255.1|DERE
OG0007096	LOC6037988|XP_001847835.2|CQUI	LOC6549096|XP_015012037.1|DERE
OG0007097	LOC6053312|XP_038107008.1|CQUI	LOC6548953|XP_001974076.1|DERE
OG0007098	LOC119767007|XP_038110083.1|CQUI	LOC6548957|XP_026836772.1|DERE
OG0007099	LOC6036017|XP_001846121.1|CQUI	LOC6553739|XP_001980325.1|DERE
OG0007100	LOC6036021|XP_038108094.1|CQUI	LOC6540861|XP_026834539.1|DERE
OG0007101	LOC6033599|XP_001844027.1|CQUI	LOC6547611|XP_001976248.1|DERE
OG0007103	LOC6033631|XP_001844058.1|CQUI	LOC6542633|XP_001969357.1|DERE
OG0007104	LOC6033635|XP_001844062.1|CQUI	LOC6542164|XP_001969883.1|DERE
OG0007105	LOC6033642|XP_001844069.1|CQUI	LOC6542444|XP_001969473.1|DERE
OG0007106	LOC6033649|XP_038107083.1|CQUI	LOC6543253|XP_001968205.1|DERE
OG0007107	LOC6033655|XP_038114028.1|CQUI	LOC6541981|XP_015015266.1|DERE
OG0007108	LOC6033660|XP_038114043.1|CQUI	LOC6543419|XP_001968706.1|DERE
OG0007109	LOC6051855|XP_001868219.1|CQUI	LOC6549342|XP_001974322.1|DERE
OG0007110	LOC6051853|XP_001868217.2|CQUI	LOC6541338|XP_026835586.1|DERE
OG0007111	LOC6051858|XP_038113175.1|CQUI	LOC6542437|XP_015014839.1|DERE
OG0007112	LOC6033639|XP_001844066.2|CQUI	LOC6543053|XP_001968165.1|DERE
OG0007113	LOC6048333|XP_001865270.1|CQUI	LOC6554264|XP_001981894.1|DERE
OG0007114	LOC6048338|XP_038110740.1|CQUI	LOC6541328|XP_001969779.1|DERE
OG0007115	LOC6048335|XP_001865273.2|CQUI	LOC6541959|XP_001969711.1|DERE
OG0007116	LOC6048345|XP_038111874.1|CQUI	LOC6543370|XP_026834245.1|DERE
OG0007117	LOC6048346|XP_038111875.1|CQUI	LOC6540834|XP_001968258.1|DERE
OG0007118	LOC6048349|XP_038107672.1|CQUI	LOC6543103|XP_001969833.1|DERE
OG0007119	LOC6042665|XP_038119950.1|CQUI	LOC6551635|XP_001978583.1|DERE
OG0007120	LOC6042659|XP_038119020.1|CQUI	LOC6551068|XP_026838179.1|DERE
OG0007121	LOC119770667|XP_038121910.1|CQUI	LOC6550731|XP_001978154.1|DERE
OG0007122	LOC6042652|XP_038117993.1|CQUI	LOC6550351|XP_015011145.1|DERE
OG0007123	LOC6042643|XP_038121382.1|CQUI	LOC6550353|XP_026837748.1|DERE
OG0007124	LOC6046072|XP_038116390.1|CQUI	LOC6545244|XP_015013933.1|DERE
OG0007125	LOC6046068|XP_038119636.1|CQUI	LOC6544935|XP_026832510.1|DERE
OG0007126	LOC6046073|XP_001863325.2|CQUI	LOC6544520|XP_001973060.1|DERE
OG0007127	LOC6046071|XP_001863327.1|CQUI	LOC6545230|XP_001973464.1|DERE
OG0007128	LOC6046076|XP_001863330.2|CQUI	LOC6544933|XP_001972647.1|DERE
OG0007129	LOC6046077|XP_001863331.1|CQUI	LOC6544934|XP_001972648.1|DERE
OG0007130	LOC6046082|XP_038118445.1|CQUI	LOC6544737|XP_001973459.1|DERE
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC6544029|XP_001973710.1|DERE
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC6544285|XP_001973713.1|DERE
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC6544223|XP_001973039.1|DERE
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC6544859|XP_001973171.1|DERE
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC6544895|XP_001973183.1|DERE
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC6545856|XP_001973395.1|DERE
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC6555766|XP_026838913.1|DERE
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC6551005|XP_026837387.1|DERE
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC6550415|XP_026837812.1|DERE
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC6555506|XP_026838380.1|DERE
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC6555603|XP_001982655.1|DERE
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC6545406|XP_001973375.1|DERE
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC6554534|XP_001981319.1|DERE
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC6552464|XP_026839542.1|DERE
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC6554652|XP_001981976.1|DERE
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC6554405|XP_001981701.1|DERE
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC6553636|XP_001980367.1|DERE
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC6551625|XP_015011395.1|DERE
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC6541832|XP_026835278.1|DERE
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC6544028|XP_001973709.1|DERE
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC6545769|XP_001972181.1|DERE
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC6550475|XP_001977819.1|DERE
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC6550500|XP_001977815.1|DERE
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC6547996|XP_001975275.1|DERE
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC6549027|XP_001975536.1|DERE
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC6553449|XP_001979376.1|DERE
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC6552740|XP_001978984.3|DERE
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC6545413|XP_001971712.2|DERE
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC6555567|XP_001982484.3|DERE
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC6553858|XP_001980562.1|DERE
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC6555645|XP_026838907.1|DERE
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC6551499|XP_015011033.1|DERE
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC6554292|XP_001981060.1|DERE
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC6554293|XP_001981061.1|DERE
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC6551326|XP_026838732.1|DERE
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC6545813|XP_026833003.1|DERE
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC6550740|XP_001978055.1|DERE
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC6550501|XP_001977816.1|DERE
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC6555590|XP_001982615.1|DERE
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC6552110|XP_001978806.2|DERE
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC6551231|XP_026838194.1|DERE
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC6555575|XP_001982492.1|DERE
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC6555578|XP_001982495.1|DERE
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC6554911|XP_026839786.1|DERE
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC6545245|XP_001972569.1|DERE
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC6555267|XP_001981832.1|DERE
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC6552202|XP_001978932.1|DERE
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC6552591|XP_001980920.2|DERE
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC6553012|XP_001979153.1|DERE
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC6552403|XP_015009554.1|DERE
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC6555760|XP_001982666.1|DERE
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC6554001|XP_026839796.1|DERE
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC6554109|XP_026834340.1|DERE
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC6554003|XP_026839780.1|DERE
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC6541363|XP_001968678.1|DERE
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC6553296|XP_001980166.3|DERE
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC6554463|XP_026831880.1|DERE
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC6554156|XP_001981913.2|DERE
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC6551999|XP_001980807.1|DERE
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC6553972|XP_015009912.1|DERE
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC6546443|XP_001972929.1|DERE
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC6551032|XP_001978251.2|DERE
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC6551031|XP_001978250.3|DERE
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC6551085|XP_001976953.1|DERE
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC6552096|XP_001978866.1|DERE
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC6554606|XP_001981558.1|DERE
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC6545918|XP_001972731.1|DERE
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC6554004|XP_001979509.1|DERE
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC6551930|XP_001979674.1|DERE
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC6554037|XP_001980510.1|DERE
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC6545181|XP_001972529.1|DERE
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC6544514|XP_026833328.1|DERE
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC6544515|XP_001973055.1|DERE
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC6550516|XP_001977991.1|DERE
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC6545269|XP_001973267.1|DERE
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC6554023|XP_026839584.1|DERE
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC6555270|XP_001981835.1|DERE
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC6551997|XP_015009777.1|DERE
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC6551996|XP_001980804.2|DERE
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC6554008|XP_001979513.1|DERE
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC6554021|XP_001980535.3|DERE
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC6554233|XP_001981250.1|DERE
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC26526783|XP_015012853.2|DERE
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC6543812|XP_026832601.1|DERE
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC6553861|XP_001980565.1|DERE
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC6555153|XP_001981164.1|DERE
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC26526274|XP_015012772.1|DERE
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC6555484|XP_001981045.3|DERE
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC6552873|XP_001979991.1|DERE
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC6553879|XP_001979590.1|DERE
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC6554409|XP_001981705.2|DERE
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC6553158|XP_001980066.1|DERE
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC6554113|XP_001981054.2|DERE
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC6553962|XP_001979557.1|DERE
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC6553168|XP_001980028.1|DERE
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC6552513|XP_001980938.1|DERE
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC6544697|XP_001972020.1|DERE
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC6543890|XP_026833908.1|DERE
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC6553338|XP_001979311.1|DERE
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC6551743|XP_001979693.2|DERE
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC6554099|XP_001980456.1|DERE
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC6543735|XP_015013288.1|DERE
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC6543737|XP_026833511.1|DERE
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC6544193|XP_001971951.1|DERE
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC6544190|XP_001971948.2|DERE
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC6553410|XP_001979263.1|DERE
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC6552515|XP_001980940.1|DERE
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC6555825|XP_001982691.1|DERE
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC6551914|XP_026832096.1|DERE
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC6551906|XP_001979667.1|DERE
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC6550170|XP_001977608.1|DERE
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC6550171|XP_015010804.1|DERE
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC6551057|XP_001978301.2|DERE
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC6553032|XP_001980094.1|DERE
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC6555034|XP_001981176.2|DERE
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC6553728|XP_001980397.1|DERE
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC6549593|XP_001975661.1|DERE
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC6555649|XP_026838912.1|DERE
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC6550442|XP_001977837.1|DERE
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC6551384|XP_001977229.1|DERE
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC6552438|XP_001980927.1|DERE
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC6552216|XP_001980735.3|DERE
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC6544862|XP_001973174.1|DERE
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC6551957|XP_026832060.1|DERE
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC6550381|XP_001977748.1|DERE
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC6552201|XP_001978931.1|DERE
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC6553319|XP_026839018.1|DERE
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC6553320|XP_026839023.1|DERE
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC6555793|XP_001982463.1|DERE
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC6544475|XP_001972509.1|DERE
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC6548191|XP_001975213.1|DERE
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC6555558|XP_001982583.1|DERE
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC6545883|XP_001973488.1|DERE
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC6544135|XP_001973729.1|DERE
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC6551597|XP_001978462.1|DERE
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC6553749|XP_001979410.3|DERE
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC6551961|XP_001979687.1|DERE
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC6547010|XP_001974625.1|DERE
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC6555697|XP_001982474.1|DERE
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC6552649|XP_026831765.1|DERE
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC6553101|XP_001980096.1|DERE
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC6544696|XP_001972019.1|DERE
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC6551783|XP_026832063.1|DERE
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC6552050|XP_026839703.1|DERE
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC6546383|XP_015013809.1|DERE
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC6546380|XP_001971783.1|DERE
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC6543898|XP_001973649.1|DERE
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC6545151|XP_001971581.1|DERE
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC6546009|XP_015013219.1|DERE
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC6546178|XP_026832667.1|DERE
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC6554727|XP_001981790.1|DERE
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC6554726|XP_001981789.1|DERE
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC6554402|XP_001981698.1|DERE
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC6551794|XP_001979619.2|DERE
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC6550355|XP_001977784.1|DERE
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC6550458|XP_026837243.1|DERE
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC6542298|XP_001968213.1|DERE
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC6551379|XP_026838198.1|DERE
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC6551284|XP_001978428.1|DERE
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC6551934|XP_001979678.1|DERE
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC6550890|XP_001976955.1|DERE
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC6550674|XP_001978032.2|DERE
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC6554136|XP_001981688.1|DERE
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC6552879|XP_001979997.1|DERE
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC6553027|XP_001980089.1|DERE
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC6555094|XP_026839690.1|DERE
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC6552192|XP_001979737.1|DERE
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC6552402|XP_001978928.1|DERE
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC6552434|XP_026839751.1|DERE
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC6553316|XP_001980160.1|DERE
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC6552830|XP_026831541.1|DERE
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC6552482|XP_026837530.1|DERE
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC6540648|XP_001968882.2|DERE
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC6546167|XP_001972864.1|DERE
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC6546166|XP_001972863.1|DERE
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC6553218|XP_026835639.1|DERE
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC6554583|XP_001981539.1|DERE
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC6554257|XP_026831496.1|DERE
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC6554847|XP_015008898.1|DERE
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC6554844|XP_026831983.1|DERE
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC6548534|XP_001975374.1|DERE
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC6550335|XP_026837940.1|DERE
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC6555624|XP_001982602.1|DERE
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC6551493|XP_026838772.1|DERE
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC6553831|XP_001979496.1|DERE
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC6552600|XP_001978993.1|DERE
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC6552599|XP_015009564.1|DERE
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC6545179|XP_001972527.1|DERE
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC6552052|XP_001980688.2|DERE
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC6555525|XP_026837978.1|DERE
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC6555787|XP_026838886.1|DERE
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC6555806|XP_026838979.1|DERE
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC6552726|XP_001978953.1|DERE
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC6554891|XP_001982246.1|DERE
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC6552727|XP_026832383.1|DERE
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC6543647|XP_001971347.1|DERE
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC6552996|XP_001980056.1|DERE
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC6554996|XP_001981821.1|DERE
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC6550270|XP_015011124.1|DERE
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC6555783|XP_026838960.1|DERE
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC6549953|XP_026838378.1|DERE
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC6553356|XP_001980185.1|DERE
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC6541599|XP_015015176.1|DERE
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC6545457|XP_015013254.1|DERE
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC6551125|XP_001978352.2|DERE
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC6546329|XP_001972941.1|DERE
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC6546048|XP_001971745.2|DERE
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC6552436|XP_001980892.1|DERE
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC6552005|XP_026839685.1|DERE
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC6552205|XP_001978935.2|DERE
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC6555159|XP_001981415.1|DERE
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC6554655|XP_001981979.1|DERE
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC6541193|XP_001968272.1|DERE
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC6554653|XP_001981977.1|DERE
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC6543998|XP_001971890.1|DERE
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC6550611|XP_026837416.1|DERE
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC6550633|XP_001978145.1|DERE
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC6550634|XP_001978146.1|DERE
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC6550958|XP_001976987.1|DERE
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC6545924|XP_026832449.1|DERE
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC6546674|XP_001975867.1|DERE
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC6552296|XP_001978893.1|DERE
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC6550109|XP_001977600.1|DERE
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC6552835|XP_026832066.1|DERE
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC6541053|XP_001970364.1|DERE
