Orthogroup	CQUI.longest_only	DSUP.longest_only
OG0008077	LOC6046664|XP_001863832.1|CQUI	LOC119560560|XP_037730006.1|DSUP
OG0008078	LOC6046662|XP_038118082.1|CQUI	LOC119557076|XP_037725557.1|DSUP
OG0008079	LOC6048017|XP_038118080.1|CQUI	LOC119557943|XP_037726890.1|DSUP
OG0008080	LOC6032504|XP_038116217.1|CQUI	LOC119557893|XP_037726825.1|DSUP
OG0008081	LOC6032507|XP_001843095.2|CQUI	LOC119558413|XP_037727874.1|DSUP
OG0008082	LOC6052669|XP_001868898.1|CQUI	LOC119556429|XP_037724583.1|DSUP
OG0008083	LOC6032540|XP_038118931.1|CQUI	LOC119560598|XP_037730051.1|DSUP
OG0008084	LOC6042556|XP_038116767.1|CQUI	LOC119560034|XP_037729262.1|DSUP
OG0008085	LOC6054112|XP_038121522.1|CQUI	LOC119563273|XP_037732523.1|DSUP
OG0008086	LOC6039526|XP_038118788.1|CQUI	LOC119560558|XP_037729996.1|DSUP
OG0008087	LOC6043451|XP_038115976.1|CQUI	LOC119556715|XP_037725041.1|DSUP
OG0008088	LOC6045555|XP_001862907.2|CQUI	LOC119557874|XP_037726803.1|DSUP
OG0008089	LOC119768910|XP_038116627.1|CQUI	LOC119554684|XP_037721614.1|DSUP
OG0008091	LOC6040157|XP_038119317.1|CQUI	LOC119558715|XP_037727985.1|DSUP
OG0008092	LOC6044869|XP_038118475.1|CQUI	LOC119559820|XP_037728840.1|DSUP
OG0008093	LOC6041570|XP_001850815.2|CQUI	LOC119558310|XP_037727640.1|DSUP
OG0008094	LOC6041571|XP_001850816.2|CQUI	LOC119547539|XP_037710364.1|DSUP
OG0008095	LOC6039222|XP_001848863.2|CQUI	LOC119556058|XP_037723797.1|DSUP
OG0008096	LOC6039219|XP_001848860.2|CQUI	LOC119556336|XP_037724354.1|DSUP
OG0008097	LOC6039217|XP_001848858.2|CQUI	LOC119558253|XP_037727508.1|DSUP
OG0008099	LOC6032736|XP_001843283.2|CQUI	LOC119553315|XP_037719569.1|DSUP
OG0008100	LOC6032750|XP_038115736.1|CQUI	LOC119547101|XP_037709735.1|DSUP
OG0008101	LOC6032761|XP_038122358.1|CQUI	LOC119558280|XP_037727583.1|DSUP
OG0008102	LOC6033832|XP_038116232.1|CQUI	LOC119562950|XP_037732051.1|DSUP
OG0008103	LOC6033819|XP_001844214.2|CQUI	LOC119558298|XP_037727618.1|DSUP
OG0008104	LOC6037762|XP_001847642.2|CQUI	LOC119554960|XP_037722015.1|DSUP
OG0008105	LOC6037756|XP_038119612.1|CQUI	LOC119560919|XP_037730551.1|DSUP
OG0008106	LOC6040843|XP_001850178.1|CQUI	LOC119552850|XP_037718652.1|DSUP
OG0008107	LOC6040821|XP_038119005.1|CQUI	LOC119563328|XP_037732599.1|DSUP
OG0008108	LOC6035845|XP_038114606.1|CQUI	LOC119556708|XP_037725032.1|DSUP
OG0008109	LOC6035831|XP_001845951.1|CQUI	LOC119556863|XP_037725263.1|DSUP
OG0008110	LOC6034009|XP_038118709.1|CQUI	LOC119556406|XP_037724519.1|DSUP
OG0008111	LOC6034013|XP_038120365.1|CQUI	LOC119557087|XP_037725569.1|DSUP
OG0008112	LOC6034014|XP_038114798.1|CQUI	LOC119556968|XP_037725406.1|DSUP
OG0008113	LOC6034017|XP_001844403.2|CQUI	LOC119557716|XP_037726526.1|DSUP
OG0008114	LOC6034018|XP_001844404.1|CQUI	LOC119557715|XP_037726525.1|DSUP
OG0008115	LOC6034019|XP_038122089.1|CQUI	LOC119558285|XP_037727589.1|DSUP
OG0008116	LOC6034023|XP_038120223.1|CQUI	LOC119558307|XP_037727637.1|DSUP
OG0008117	LOC6034039|XP_038120226.1|CQUI	LOC119556032|XP_037723741.1|DSUP
OG0008118	LOC6049668|XP_001866389.2|CQUI	LOC119557093|XP_037725583.1|DSUP
OG0008119	LOC6049667|XP_001866388.1|CQUI	LOC119558279|XP_037727582.1|DSUP
OG0008120	LOC6049659|XP_001866382.1|CQUI	LOC119556494|XP_037724681.1|DSUP
OG0008121	LOC6049660|XP_038122105.1|CQUI	LOC119551704|XP_037717105.1|DSUP
OG0008122	LOC6041874|XP_038122106.1|CQUI	LOC119557953|XP_037726916.1|DSUP
OG0008123	LOC6041872|XP_001851071.2|CQUI	LOC119557198|XP_037725779.1|DSUP
OG0008124	LOC6041861|XP_038122108.1|CQUI	LOC119555970|XP_037723623.1|DSUP
OG0008125	LOC6041864|XP_001851063.2|CQUI	LOC119558405|XP_037727865.1|DSUP
OG0008126	LOC6041883|XP_038119826.1|CQUI	LOC119555936|XP_037723568.1|DSUP
OG0008127	LOC119768736|XP_038115541.1|CQUI	LOC119558196|XP_037727410.1|DSUP
OG0008128	LOC119769820|XP_038119433.1|CQUI	LOC119556937|XP_037725357.1|DSUP
OG0008129	LOC6047952|XP_038119726.1|CQUI	LOC119556331|XP_037724350.1|DSUP
OG0008130	LOC6047947|XP_001864935.1|CQUI	LOC119557287|XP_037725905.1|DSUP
OG0008131	LOC6053025|XP_038115708.1|CQUI	LOC119557674|XP_037726470.1|DSUP
OG0008132	LOC6045455|XP_038120630.1|CQUI	LOC119553076|XP_037719137.1|DSUP
OG0008136	LOC6053318|XP_038112917.1|CQUI	LOC119546441|XP_037708644.1|DSUP
OG0008137	LOC6045835|XP_038114247.1|CQUI	LOC119557121|XP_037725632.1|DSUP
OG0008138	LOC6031523|XP_001842312.2|CQUI	LOC119552955|XP_037718866.1|DSUP
OG0008139	LOC6031520|XP_001842310.2|CQUI	LOC119551297|XP_037716504.1|DSUP
OG0008140	LOC6031516|XP_038109998.1|CQUI	LOC119558406|XP_037727866.1|DSUP
OG0008141	LOC6031514|XP_038109991.1|CQUI	LOC119556341|XP_037724368.1|DSUP
OG0008142	LOC6031511|XP_038110052.1|CQUI	LOC119556110|XP_037723909.1|DSUP
OG0008143	LOC6031505|XP_038108403.1|CQUI	LOC119557729|XP_037726540.1|DSUP
OG0008144	LOC6031503|XP_001842293.1|CQUI	LOC119551294|XP_037716501.1|DSUP
OG0008145	LOC6031483|XP_038109700.1|CQUI	LOC119556471|XP_037724647.1|DSUP
OG0008146	LOC6031480|XP_001842280.1|CQUI	LOC119557759|XP_037726582.1|DSUP
OG0008147	LOC6031475|XP_038109031.1|CQUI	LOC119556430|XP_037724584.1|DSUP
OG0008148	LOC6041147|XP_038106453.1|CQUI	LOC119557962|XP_037726933.1|DSUP
OG0008149	LOC6036872|XP_038110245.1|CQUI	LOC119558091|XP_037727228.1|DSUP
OG0008150	LOC6036876|XP_001846857.2|CQUI	LOC119557637|XP_037726399.1|DSUP
OG0008151	LOC6036877|XP_038109047.1|CQUI	LOC119556883|XP_037725288.1|DSUP
OG0008152	LOC6036879|XP_038106435.1|CQUI	LOC119557046|XP_037725519.1|DSUP
OG0008153	LOC6046820|XP_001863959.2|CQUI	LOC119550395|XP_037714973.1|DSUP
OG0008154	LOC6046822|XP_001863961.2|CQUI	LOC119553859|XP_037720440.1|DSUP
OG0008155	LOC6040057|XP_001849528.1|CQUI	LOC119554635|XP_037721560.1|DSUP
OG0008156	LOC6042519|XP_038113927.1|CQUI	LOC119546193|XP_037708250.1|DSUP
OG0008157	LOC6054198|XP_038106277.1|CQUI	LOC119560398|XP_037729758.1|DSUP
OG0008158	LOC6043549|XP_001859687.1|CQUI	LOC119556712|XP_037725038.1|DSUP
OG0008159	LOC119767662|XP_038112656.1|CQUI	LOC119554071|XP_037720743.1|DSUP
OG0008160	LOC6052203|XP_038112566.1|CQUI	LOC119549131|XP_037712825.1|DSUP
OG0008161	LOC6043515|XP_001859475.2|CQUI	LOC119552710|XP_037718388.1|DSUP
OG0008162	LOC6043497|XP_038111385.1|CQUI	LOC119556120|XP_037723934.1|DSUP
OG0008163	LOC6049606|XP_038114084.1|CQUI	LOC119552833|XP_037718616.1|DSUP
OG0008164	LOC6035966|XP_038106058.1|CQUI	LOC119556205|XP_037724090.1|DSUP
OG0008165	LOC6035978|XP_038110312.1|CQUI	LOC119557119|XP_037725628.1|DSUP
OG0008166	LOC6035979|XP_038112126.1|CQUI	LOC119558033|XP_037727102.1|DSUP
OG0008167	LOC6040769|XP_038112127.1|CQUI	LOC119557023|XP_037725491.1|DSUP
OG0008168	LOC119767658|XP_038112625.1|CQUI	LOC119556808|XP_037725188.1|DSUP
OG0008169	LOC6051637|XP_001868047.1|CQUI	LOC119557836|XP_037726740.1|DSUP
OG0008170	LOC6051632|XP_038112878.1|CQUI	LOC119551224|XP_037716389.1|DSUP
OG0008171	LOC6045075|XP_038113552.1|CQUI	LOC119558325|XP_037727669.1|DSUP
OG0008172	LOC6035710|XP_001845841.2|CQUI	LOC119559930|XP_037729065.1|DSUP
OG0008173	LOC6042635|XP_001870697.2|CQUI	LOC119546108|XP_037708122.1|DSUP
OG0008174	LOC6037696|XP_001847583.2|CQUI	LOC119559406|XP_037728403.1|DSUP
OG0008175	LOC6037734|XP_038111157.1|CQUI	LOC119558124|XP_037727284.1|DSUP
OG0008176	LOC6048244|XP_038110660.1|CQUI	LOC119556337|XP_037724355.1|DSUP
OG0008177	LOC6035926|XP_001846036.2|CQUI	LOC119556176|XP_037724026.1|DSUP
OG0008178	LOC6035924|XP_038109286.1|CQUI	LOC119556256|XP_037724229.1|DSUP
OG0008179	LOC119767663|XP_038112657.1|CQUI	LOC119557429|XP_037726109.1|DSUP
OG0008180	LOC6041404|XP_038109221.1|CQUI	LOC119556274|XP_037724251.1|DSUP
OG0008181	LOC6035913|XP_038109520.1|CQUI	LOC119556277|XP_037724255.1|DSUP
OG0008182	LOC6052173|XP_038110886.1|CQUI	LOC119549072|XP_037712708.1|DSUP
OG0008183	LOC6051249|XP_038109303.1|CQUI	LOC119551320|XP_037716544.1|DSUP
OG0008184	LOC6051852|XP_038112518.1|CQUI	LOC119546729|XP_037709147.1|DSUP
OG0008185	LOC6050741|XP_038106074.1|CQUI	LOC119546271|XP_037708375.1|DSUP
OG0008186	LOC6042907|XP_001853971.1|CQUI	LOC119551669|XP_037717050.1|DSUP
OG0008187	LOC6042908|XP_001853980.1|CQUI	LOC119551670|XP_037717051.1|DSUP
OG0008188	LOC6048573|XP_001865476.1|CQUI	LOC119548460|XP_037711656.1|DSUP
OG0008189	LOC6053364|XP_001869459.2|CQUI	LOC119546195|XP_037708248.1|DSUP
OG0008190	LOC6040363|XP_001849763.2|CQUI	LOC119555346|XP_037722612.1|DSUP
OG0008191	LOC6053985|XP_038110497.1|CQUI	LOC119557225|XP_037725833.1|DSUP
OG0008192	LOC6040373|XP_001849773.2|CQUI	LOC119557331|XP_037725980.1|DSUP
OG0008193	LOC6042949|XP_001870887.2|CQUI	LOC119556602|XP_037724842.1|DSUP
OG0008194	LOC6041666|XP_001850893.1|CQUI	LOC119548467|XP_037711662.1|DSUP
OG0008195	LOC6049362|XP_038112668.1|CQUI	LOC119559470|XP_037728509.1|DSUP
OG0008196	LOC6042923|XP_038107966.1|CQUI	LOC119550367|XP_037714937.1|DSUP
OG0008197	LOC6051714|XP_038109679.1|CQUI	LOC119554205|XP_037720933.1|DSUP
OG0008198	LOC6051718|XP_038112515.1|CQUI	LOC119556563|XP_037724785.1|DSUP
OG0008199	LOC6048569|XP_038109628.1|CQUI	LOC119558126|XP_037727286.1|DSUP
OG0008200	LOC6051842|XP_038112996.1|CQUI	LOC119550576|XP_037715295.1|DSUP
OG0008201	LOC6032304|XP_001842936.2|CQUI	LOC119554634|XP_037721559.1|DSUP
OG0008202	LOC6032305|XP_038110842.1|CQUI	LOC119555635|XP_037723084.1|DSUP
OG0008203	LOC6032342|XP_038108338.1|CQUI	LOC119554238|XP_037721000.1|DSUP
OG0008204	LOC6038332|XP_001848153.2|CQUI	LOC119557615|XP_037726351.1|DSUP
OG0008205	LOC6042380|XP_001851505.1|CQUI	LOC119557267|XP_037725881.1|DSUP
OG0008206	LOC6040189|XP_038108466.1|CQUI	LOC119555465|XP_037722798.1|DSUP
OG0008208	LOC119766934|XP_038109410.1|CQUI	LOC119551389|XP_037716642.1|DSUP
OG0008209	LOC119767727|XP_038112995.1|CQUI	LOC119555095|XP_037722241.1|DSUP
OG0008210	LOC6043823|XP_038114298.1|CQUI	LOC119554625|XP_037721549.1|DSUP
OG0008211	LOC6036086|XP_038110799.1|CQUI	LOC119548049|XP_037711057.1|DSUP
OG0008212	LOC6047576|XP_001864618.2|CQUI	LOC119554086|XP_037720757.1|DSUP
OG0008213	LOC6047567|XP_038111659.1|CQUI	LOC119556138|XP_037723961.1|DSUP
OG0008214	LOC6052256|XP_001868547.1|CQUI	LOC119553625|XP_037720023.1|DSUP
OG0008215	LOC6037437|XP_038113579.1|CQUI	LOC119557944|XP_037726892.1|DSUP
OG0008216	LOC6051907|XP_038107396.1|CQUI	LOC119555643|XP_037723106.1|DSUP
OG0008217	LOC6043105|XP_038109643.1|CQUI	LOC119556426|XP_037724573.1|DSUP
OG0008218	LOC119766985|XP_038109837.1|CQUI	LOC119549268|XP_037713107.1|DSUP
OG0008219	LOC6036718|XP_038107797.1|CQUI	LOC119557806|XP_037726664.1|DSUP
OG0008220	LOC119767055|XP_038110355.1|CQUI	LOC119555877|XP_037723459.1|DSUP
OG0008221	LOC6036699|XP_038107195.1|CQUI	LOC119545947|XP_037707824.1|DSUP
OG0008222	LOC6037653|XP_038110606.1|CQUI	LOC119555679|XP_037723229.1|DSUP
OG0008223	LOC6043283|XP_038107834.1|CQUI	LOC119552776|XP_037718514.1|DSUP
OG0008224	LOC6034548|XP_001844848.2|CQUI	LOC119554055|XP_037720722.1|DSUP
OG0008225	LOC6037198|XP_001847128.2|CQUI	LOC119558152|XP_037727319.1|DSUP
OG0008226	LOC6040543|XP_038109157.1|CQUI	LOC119556947|XP_037725368.1|DSUP
OG0008227	LOC6048864|XP_001865706.2|CQUI	LOC119553803|XP_037720353.1|DSUP
OG0008228	LOC6051155|XP_038104552.1|CQUI	LOC119563099|XP_037732262.1|DSUP
OG0008229	LOC6034731|XP_001845011.2|CQUI	LOC119545820|XP_037707643.1|DSUP
OG0008230	LOC6049544|XP_001866279.2|CQUI	LOC119563490|XP_037732853.1|DSUP
OG0008231	LOC119769280|XP_038117176.1|CQUI, LOC119769265|XP_038117143.1|CQUI	LOC119549352|XP_037713270.1|DSUP, LOC119547862|XP_037710822.1|DSUP, LOC119559156|XP_037728153.1|DSUP, LOC119549880|XP_037714112.1|DSUP, LOC119562388|XP_037731506.1|DSUP
OG0008232	LOC6032466|XP_001843059.1|CQUI	LOC119553608|XP_037719994.1|DSUP
OG0008235	LOC6035866|XP_001845980.1|CQUI	LOC119556811|XP_037725192.1|DSUP
OG0008236	LOC6031521|XP_001842311.1|CQUI	LOC119559663|XP_037728640.1|DSUP
OG0008237	LOC6045923|XP_038117975.1|CQUI	LOC119550787|XP_037715647.1|DSUP
OG0008238	LOC6038248|XP_038118215.1|CQUI	LOC119553502|XP_037719850.1|DSUP
OG0008239	LOC6039427|XP_038119746.1|CQUI	LOC119554900|XP_037721930.1|DSUP
OG0008240	LOC6036408|XP_001846461.2|CQUI	LOC119551100|XP_037716207.1|DSUP
OG0008243	LOC6045556|XP_038119016.1|CQUI	LOC119549549|XP_037713627.1|DSUP
OG0008246	LOC6038872|XP_001848571.2|CQUI	LOC119550571|XP_037715289.1|DSUP
OG0008266	LOC6044327|XP_001861857.2|CQUI	LOC119560293|XP_037729591.1|DSUP
OG0008267	LOC6038206|XP_038112962.1|CQUI	LOC119545726|XP_037707471.1|DSUP
OG0008268	LOC6044316|XP_001861848.2|CQUI	LOC119548699|XP_037712091.1|DSUP
OG0008269	LOC6046422|XP_038104270.1|CQUI	LOC119547104|XP_037709734.1|DSUP
OG0008270	LOC6049035|XP_001865860.2|CQUI	LOC119556374|XP_037724469.1|DSUP
OG0008271	LOC6040427|XP_001849820.2|CQUI	LOC119553228|XP_037719424.1|DSUP
OG0008273	LOC6043382|XP_001870960.2|CQUI	LOC119563237|XP_037732471.1|DSUP
OG0008274	LOC119769255|XP_038117122.1|CQUI	LOC119558017|XP_037727057.1|DSUP
OG0008275	LOC6034310|XP_001844644.1|CQUI	LOC119558054|XP_037727132.1|DSUP
OG0008276	LOC6038193|XP_038110757.1|CQUI	LOC119556185|XP_037724054.1|DSUP
OG0008277	LOC6045723|XP_038115643.1|CQUI	LOC119557622|XP_037726375.1|DSUP
OG0008278	LOC119765336|XP_038104925.1|CQUI	LOC119547094|XP_037709721.1|DSUP
OG0008279	LOC6053144|XP_038122823.1|CQUI	LOC119556473|XP_037724650.1|DSUP
OG0008280	LOC6053143|XP_001869285.2|CQUI	LOC119557903|XP_037726837.1|DSUP
OG0008281	LOC6051384|XP_038104826.1|CQUI	LOC119557530|XP_037726231.1|DSUP
OG0008283	LOC6051733|XP_038121434.1|CQUI	LOC119556616|XP_037724861.1|DSUP
OG0008284	LOC6040454|XP_038110956.1|CQUI	LOC119559766|XP_037728807.1|DSUP
OG0008285	LOC6044205|XP_038121845.1|CQUI	LOC119557706|XP_037726508.1|DSUP
OG0008288	LOC6044373|XP_001861893.2|CQUI	LOC119559744|XP_037728731.1|DSUP
OG0008289	LOC6036968|XP_001846937.1|CQUI	LOC119551104|XP_037716214.1|DSUP
OG0008290	LOC6037943|XP_038122892.1|CQUI	LOC119555988|XP_037723647.1|DSUP
OG0008291	LOC6037940|XP_001847792.2|CQUI	LOC119558192|XP_037727401.1|DSUP
OG0008292	LOC6038464|XP_001848261.2|CQUI	LOC119558016|XP_037727055.1|DSUP
OG0008297	LOC6031435|XP_001842240.1|CQUI	LOC119556728|XP_037725058.1|DSUP
OG0008298	LOC6031446|XP_001842250.2|CQUI	LOC119556960|XP_037725396.1|DSUP
OG0008299	LOC119765233|XP_038104632.1|CQUI	LOC119553818|XP_037720378.1|DSUP
OG0008300	LOC6031436|XP_038112814.1|CQUI	LOC119556952|XP_037725379.1|DSUP
OG0008301	LOC6044476|XP_038104223.1|CQUI	LOC119560797|XP_037730357.1|DSUP
OG0008302	LOC6043997|XP_001861576.2|CQUI	LOC119557734|XP_037726547.1|DSUP
OG0008305	LOC6034806|XP_001845078.2|CQUI	LOC119557686|XP_037726484.1|DSUP
OG0008306	LOC6049177|XP_038105606.1|CQUI	LOC119557628|XP_037726385.1|DSUP
OG0008307	LOC119765357|XP_038105003.1|CQUI	LOC119560782|XP_037730336.1|DSUP
OG0008308	LOC6046417|XP_038105419.1|CQUI	LOC119545763|XP_037707536.1|DSUP
OG0008309	LOC119765531|XP_038105499.1|CQUI	LOC119546945|XP_037709513.1|DSUP
OG0008310	LOC6035545|XP_001845703.1|CQUI	LOC119555028|XP_037722102.1|DSUP
OG0008311	LOC119765183|XP_038104472.1|CQUI	LOC119558057|XP_037727135.1|DSUP
OG0008312	LOC6032572|XP_038122986.1|CQUI	LOC119560397|XP_037729754.1|DSUP
OG0008313	LOC6032684|XP_038111162.1|CQUI	LOC119555879|XP_037723462.1|DSUP
OG0008316	LOC119770137|XP_038120428.1|CQUI, LOC119766517|XP_038107040.1|CQUI, LOC119768869|XP_038116324.1|CQUI, LOC119770195|XP_038120569.1|CQUI	LOC119561739|XP_037731142.1|DSUP
OG0008317	LOC6046157|XP_001863396.1|CQUI	LOC119560953|XP_037730620.1|DSUP
OG0008319	LOC6040706|XP_001850060.2|CQUI	LOC119550412|XP_037714998.1|DSUP
OG0008320	LOC6040939|XP_001850267.2|CQUI	LOC119556197|XP_037724073.1|DSUP
OG0008322	LOC6033942|XP_038104002.1|CQUI	LOC119546823|XP_037709343.1|DSUP
OG0008323	LOC6040917|XP_038105035.1|CQUI	LOC119549872|XP_037714103.1|DSUP
OG0008324	LOC6040934|XP_001850262.2|CQUI	LOC119558164|XP_037727354.1|DSUP
OG0008325	LOC6035406|XP_038105843.1|CQUI	LOC119555998|XP_037723657.1|DSUP
OG0008327	LOC6048041|XP_038116359.1|CQUI	LOC119551025|XP_037716011.1|DSUP
OG0008328	LOC6043340|XP_001870939.1|CQUI	LOC119557410|XP_037726087.1|DSUP
OG0008329	LOC6047857|XP_038120997.1|CQUI	LOC119556714|XP_037725040.1|DSUP
OG0008330	LOC6030995|XP_001841848.2|CQUI	LOC119550628|XP_037715385.1|DSUP
OG0008331	LOC119770302|XP_038120853.1|CQUI	LOC119554965|XP_037722019.1|DSUP
OG0008332	LOC6037612|XP_038120445.1|CQUI	LOC119554534|XP_037721414.1|DSUP
OG0008333	LOC6037618|XP_001847508.2|CQUI	LOC119554792|XP_037721768.1|DSUP
OG0008334	LOC6037616|XP_038119071.1|CQUI	LOC119553958|XP_037720579.1|DSUP
OG0008335	LOC6042314|XP_038118988.1|CQUI	LOC119554656|XP_037721585.1|DSUP
OG0008336	LOC6051594|XP_038120689.1|CQUI	LOC119554317|XP_037721107.1|DSUP
OG0008337	LOC6041334|XP_038118641.1|CQUI	LOC119550307|XP_037714834.1|DSUP
OG0008338	LOC119770658|XP_038121885.1|CQUI	LOC119553333|XP_037719592.1|DSUP
OG0008340	LOC6036266|XP_038115840.1|CQUI	LOC119551679|XP_037717066.1|DSUP
OG0008341	LOC6040212|XP_001849658.1|CQUI	LOC119554049|XP_037720716.1|DSUP
OG0008342	LOC119769734|XP_038119149.1|CQUI	LOC119555606|XP_037723031.1|DSUP
OG0008344	LOC6050301|XP_001866933.2|CQUI	LOC119554795|XP_037721772.1|DSUP
OG0008345	LOC6046555|XP_038121015.1|CQUI	LOC119555213|XP_037722404.1|DSUP
OG0008346	LOC6051393|XP_038120652.1|CQUI	LOC119556704|XP_037725029.1|DSUP
OG0008347	LOC6051394|XP_001867840.1|CQUI	LOC119548033|XP_037711037.1|DSUP
OG0008350	LOC6034574|XP_001844871.2|CQUI	LOC119556189|XP_037724060.1|DSUP
OG0008351	LOC6040245|XP_038115934.1|CQUI	LOC119553806|XP_037720354.1|DSUP
OG0008352	LOC6042338|XP_001851466.2|CQUI	LOC119552684|XP_037718332.1|DSUP
OG0008353	LOC6043788|XP_001861385.1|CQUI	LOC119553229|XP_037719425.1|DSUP
OG0008354	LOC6054811|XP_001870994.1|CQUI	LOC119556346|XP_037724376.1|DSUP
OG0008355	LOC6030959|XP_038118958.1|CQUI	LOC119552023|XP_037717688.1|DSUP
OG0008357	LOC6051788|XP_038110713.1|CQUI	LOC119545679|XP_037707344.1|DSUP
OG0008361	LOC119766649|XP_038107696.1|CQUI	LOC119547911|XP_037710877.1|DSUP
OG0008362	LOC6052358|XP_001868647.2|CQUI	LOC119556059|XP_037723794.1|DSUP
OG0008364	LOC119767100|XP_038110666.1|CQUI	LOC119555719|XP_037723339.1|DSUP
OG0008366	LOC6046460|XP_001863653.2|CQUI	LOC119555220|XP_037722415.1|DSUP
OG0008367	LOC6051478|XP_038113152.1|CQUI	LOC119556949|XP_037725376.1|DSUP
OG0008368	LOC6043202|XP_038113208.1|CQUI	LOC119548617|XP_037711914.1|DSUP
OG0008369	LOC6031370|XP_001842181.2|CQUI	LOC119556516|XP_037724716.1|DSUP
OG0008370	LOC6037375|XP_001847296.2|CQUI	LOC119563250|XP_037732491.1|DSUP
OG0008371	LOC6043734|XP_001861354.2|CQUI	LOC119546253|XP_037708342.1|DSUP
OG0008372	LOC6044594|XP_001862085.1|CQUI	LOC119562564|XP_037731699.1|DSUP
OG0008373	LOC6031957|XP_038107885.1|CQUI	LOC119548038|XP_037711042.1|DSUP
OG0008374	LOC6043304|XP_038108453.1|CQUI	LOC119559698|XP_037728686.1|DSUP
OG0008375	LOC6050864|XP_001867389.2|CQUI	LOC119548701|XP_037712093.1|DSUP
OG0008376	LOC6036652|XP_038109154.1|CQUI	LOC119548839|XP_037712386.1|DSUP
OG0008377	LOC6033186|XP_038107653.1|CQUI	LOC119546233|XP_037708305.1|DSUP
OG0008378	LOC6054720|XP_038112420.1|CQUI	LOC119546231|XP_037708303.1|DSUP
OG0008380	LOC6052823|XP_038109155.1|CQUI	LOC119547339|XP_037710077.1|DSUP
OG0008383	LOC6044235|XP_001861773.1|CQUI	LOC119547671|XP_037710557.1|DSUP
OG0008385	LOC6031883|XP_038111812.1|CQUI	LOC119546632|XP_037709000.1|DSUP
OG0008386	LOC6039096|XP_038110571.1|CQUI	LOC119557325|XP_037725974.1|DSUP
OG0008388	LOC6034884|XP_001845152.1|CQUI	LOC119546727|XP_037709145.1|DSUP
OG0008389	LOC6033320|XP_038112407.1|CQUI	LOC119547163|XP_037709817.1|DSUP
OG0008390	LOC6049409|XP_001866178.1|CQUI	LOC119546273|XP_037708373.1|DSUP
OG0008391	LOC6047486|XP_001864536.1|CQUI	LOC119548010|XP_037711007.1|DSUP
OG0008393	LOC6046083|XP_038118446.1|CQUI	LOC119552621|XP_037718214.1|DSUP
OG0008394	LOC6045979|XP_001863254.2|CQUI	LOC119553801|XP_037720344.1|DSUP
OG0008395	LOC6044750|XP_001862213.2|CQUI	LOC119558123|XP_037727282.1|DSUP
OG0008396	LOC6044749|XP_038118758.1|CQUI	LOC119556263|XP_037724237.1|DSUP
OG0008397	LOC6044720|XP_038119576.1|CQUI	LOC119557829|XP_037726716.1|DSUP
OG0008398	LOC6046253|XP_038121261.1|CQUI	LOC119558403|XP_037727861.1|DSUP
OG0008400	LOC6048714|XP_001865590.1|CQUI	LOC119554310|XP_037721098.1|DSUP
OG0008401	LOC6040343|XP_001849747.1|CQUI	LOC119546278|XP_037708381.1|DSUP
OG0008402	LOC6039376|XP_001848991.1|CQUI	LOC119559841|XP_037728862.1|DSUP
OG0008403	LOC6041796|XP_001851013.2|CQUI	LOC119556810|XP_037725191.1|DSUP
OG0008404	LOC6051114|XP_038119961.1|CQUI	LOC119560990|XP_037730697.1|DSUP
OG0008405	LOC6042884|XP_001853684.2|CQUI	LOC119557930|XP_037726868.1|DSUP
OG0008406	LOC6038160|XP_038115492.1|CQUI	LOC119558213|XP_037727447.1|DSUP
OG0008407	LOC6049542|XP_001866274.2|CQUI	LOC119547895|XP_037710863.1|DSUP
OG0008408	LOC6049068|XP_038115931.1|CQUI	LOC119557577|XP_037726302.1|DSUP
OG0008409	LOC6050002|XP_038116173.1|CQUI	LOC119555265|XP_037722496.1|DSUP
OG0008411	LOC6050129|XP_038116713.1|CQUI	LOC119563278|XP_037732529.1|DSUP
OG0008412	LOC6046215|XP_038122246.1|CQUI	LOC119556371|XP_037724464.1|DSUP
OG0008413	LOC6043452|XP_038114906.1|CQUI	LOC119554609|XP_037721528.1|DSUP
OG0008414	LOC6051288|XP_038121224.1|CQUI	LOC119557246|XP_037725860.1|DSUP
OG0008415	LOC6032743|XP_038118368.1|CQUI	LOC119556588|XP_037724818.1|DSUP
OG0008416	LOC119769623|XP_038118715.1|CQUI	LOC119556262|XP_037724236.1|DSUP
OG0008417	LOC6034051|XP_038116322.1|CQUI	LOC119557779|XP_037726607.1|DSUP
OG0008418	LOC6049669|XP_038115213.1|CQUI	LOC119556259|XP_037724231.1|DSUP
OG0008419	LOC6049666|XP_038117386.1|CQUI	LOC119558079|XP_037727186.1|DSUP
OG0008420	LOC119770455|XP_038121330.1|CQUI	LOC119557845|XP_037726752.1|DSUP
OG0008421	LOC6047281|XP_038121339.1|CQUI	LOC119556338|XP_037724358.1|DSUP
OG0008422	LOC119769430|XP_038117757.1|CQUI	LOC119557186|XP_037725759.1|DSUP
OG0008426	LOC6046181|XP_038110055.1|CQUI	LOC119549477|XP_037713505.1|DSUP
OG0008427	LOC6031526|XP_038110019.1|CQUI	LOC119557543|XP_037726244.1|DSUP
OG0008428	LOC6031512|XP_001842302.2|CQUI	LOC119557621|XP_037726374.1|DSUP
OG0008429	LOC6031508|XP_001842298.1|CQUI	LOC119563320|XP_037732583.1|DSUP
OG0008430	LOC6031506|XP_001842296.1|CQUI	LOC119557933|XP_037726871.1|DSUP
