Orthogroup	CQUI.longest_only	DGUA.longest_only
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC117580280|XP_034122641.1|DGUA
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC117581811|XP_034125143.1|DGUA
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC117583549|XP_034127799.1|DGUA
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC117582824|XP_034126769.1|DGUA
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC117579719|XP_034121608.1|DGUA
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC117590646|XP_034139379.1|DGUA
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC117579669|XP_034121543.1|DGUA
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC117587775|XP_034134608.1|DGUA
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC117591129|XP_034140124.1|DGUA
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC117586959|XP_034133226.1|DGUA
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC117586928|XP_034133178.1|DGUA
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC117588904|XP_034136352.1|DGUA
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC117579757|XP_034121679.1|DGUA
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC117583427|XP_034127619.1|DGUA
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC117582453|XP_034126069.1|DGUA
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC117581704|XP_034124973.1|DGUA
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC117579588|XP_034121409.1|DGUA
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC117586160|XP_034131955.1|DGUA
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC117587466|XP_034134086.1|DGUA
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC117584449|XP_034129261.1|DGUA
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC117583914|XP_034128538.1|DGUA
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC117584455|XP_034129264.1|DGUA
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC117580184|XP_034122434.1|DGUA
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC117579573|XP_034121391.1|DGUA
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC117587454|XP_034134066.1|DGUA
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC117580575|XP_034123070.1|DGUA
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC117579720|XP_034121604.1|DGUA
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC117584973|XP_034130065.1|DGUA
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC117578730|XP_034120284.1|DGUA
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC117582708|XP_034126518.1|DGUA
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC117585773|XP_034131350.1|DGUA
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC117590581|XP_034139226.1|DGUA
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC117585766|XP_034131338.1|DGUA
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC117585760|XP_034131312.1|DGUA
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC117584479|XP_034129295.1|DGUA
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC117579958|XP_034122026.1|DGUA
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC117578882|XP_034120567.1|DGUA
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC117592666|XP_034142513.1|DGUA
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC117580683|XP_034123193.1|DGUA
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC117581396|XP_034124432.1|DGUA
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC117582032|XP_034125457.1|DGUA
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC117591997|XP_034141335.1|DGUA
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC117591245|XP_034140314.1|DGUA
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC117584046|XP_034128677.1|DGUA
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC117585929|XP_034131586.1|DGUA
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC117584631|XP_034129550.1|DGUA
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC117581487|XP_034124621.1|DGUA
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC117587484|XP_034134112.1|DGUA
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC117588176|XP_034135182.1|DGUA
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC117586364|XP_034132315.1|DGUA
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC117587579|XP_034134302.1|DGUA
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC117590522|XP_034139130.1|DGUA
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC117579930|XP_034121974.1|DGUA
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC117592027|XP_034141377.1|DGUA
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC117578788|XP_034120400.1|DGUA
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC117581331|XP_034124336.1|DGUA
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC117592028|XP_034141378.1|DGUA
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC117590670|XP_034139435.1|DGUA
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC117586819|XP_034132989.1|DGUA
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC117579035|XP_034120612.1|DGUA
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC117592671|XP_034142522.1|DGUA
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC117579428|XP_034121201.1|DGUA
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC117579643|XP_034121514.1|DGUA
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC117591235|XP_034140300.1|DGUA
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC117579156|XP_034120806.1|DGUA
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC117579150|XP_034120799.1|DGUA
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC117587436|XP_034134006.1|DGUA
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC117580231|XP_034122538.1|DGUA
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC117580397|XP_034122830.1|DGUA
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC117582948|XP_034126948.1|DGUA
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC117580122|XP_034122307.1|DGUA
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC117590215|XP_034138567.1|DGUA
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC117592273|XP_034141825.1|DGUA
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC117590664|XP_034139411.1|DGUA
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC117578683|XP_034120202.1|DGUA
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC117592574|XP_034142350.1|DGUA
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC117579738|XP_034121641.1|DGUA
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC117580030|XP_034122148.1|DGUA
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC117582707|XP_034126517.1|DGUA
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC117587022|XP_034133327.1|DGUA
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC117579298|XP_034120996.1|DGUA
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC117580107|XP_034122269.1|DGUA
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC117580292|XP_034122658.1|DGUA
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC117578783|XP_034120384.1|DGUA
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC117580278|XP_034122623.1|DGUA
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC117587217|XP_034133663.1|DGUA
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC117579836|XP_034121825.1|DGUA
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC117579126|XP_034120752.1|DGUA
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC117589243|XP_034136899.1|DGUA
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC117589197|XP_034136815.1|DGUA
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC117590651|XP_034139383.1|DGUA
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC117586926|XP_034133176.1|DGUA
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC117586151|XP_034131940.1|DGUA
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC117583586|XP_034127865.1|DGUA
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC117587442|XP_034134016.1|DGUA
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC117582031|XP_034125453.1|DGUA
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC117587721|XP_034134520.1|DGUA
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	LOC117588624|XP_034135935.1|DGUA
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC117590914|XP_034139837.1|DGUA
OG0007640	LOC6045407|XP_038106968.1|CQUI	LOC117578832|XP_034120486.1|DGUA
OG0007641	LOC6044290|XP_001861822.2|CQUI	LOC117586598|XP_034132669.1|DGUA
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	LOC117590966|XP_034139915.1|DGUA
OG0007664	LOC6048860|XP_038122644.1|CQUI	LOC117589548|XP_034137444.1|DGUA
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC117588351|XP_034135454.1|DGUA
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC117588120|XP_034135088.1|DGUA
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC117581446|XP_034124546.1|DGUA
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC117581445|XP_034124545.1|DGUA
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC117590313|XP_034138692.1|DGUA
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC117588344|XP_034135445.1|DGUA
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC117582844|XP_034126789.1|DGUA
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC117588475|XP_034135657.1|DGUA
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC117581560|XP_034124782.1|DGUA
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC117588566|XP_034135847.1|DGUA
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC117581163|XP_034123996.1|DGUA
OG0007678	LOC6047028|XP_001864138.2|CQUI	LOC117588410|XP_034135567.1|DGUA
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC117590964|XP_034139910.1|DGUA
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC117584579|XP_034129446.1|DGUA
OG0007681	LOC6051663|XP_038122699.1|CQUI	LOC117585357|XP_034130694.1|DGUA
OG0007682	LOC6042758|XP_038105041.1|CQUI	LOC117588312|XP_034135394.1|DGUA
OG0007684	LOC6044975|XP_001862397.1|CQUI	LOC117590850|XP_034139738.1|DGUA
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC117588540|XP_034135800.1|DGUA
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC117590349|XP_034138773.1|DGUA
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC117580817|XP_034123427.1|DGUA
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC117588511|XP_034135723.1|DGUA
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC117588274|XP_034135327.1|DGUA
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC117583692|XP_034128060.1|DGUA
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC117588440|XP_034135613.1|DGUA
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC117590324|XP_034138707.1|DGUA
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC117591228|XP_034140293.1|DGUA
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC117580620|XP_034123089.1|DGUA
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC117579555|XP_034121365.1|DGUA
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC117579546|XP_034121353.1|DGUA
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC117590939|XP_034139872.1|DGUA
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC117581270|XP_034124172.1|DGUA
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC117580879|XP_034123520.1|DGUA
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC117581090|XP_034123867.1|DGUA
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC117581081|XP_034123855.1|DGUA
OG0007703	LOC6047713|XP_001864735.2|CQUI	LOC117590992|XP_034139961.1|DGUA
OG0007704	LOC6046907|XP_038104744.1|CQUI	LOC117583540|XP_034127787.1|DGUA
OG0007705	LOC6053691|XP_038104567.1|CQUI	LOC117580629|XP_034123102.1|DGUA
OG0007706	LOC6050932|XP_038104334.1|CQUI	LOC117580720|XP_034123275.1|DGUA
OG0007707	LOC6050933|XP_038105671.1|CQUI	LOC117590453|XP_034138964.1|DGUA
OG0007708	LOC6051386|XP_038112207.1|CQUI	LOC117580924|XP_034123579.1|DGUA
OG0007709	LOC6049207|XP_038106397.1|CQUI	LOC117580985|XP_034123671.1|DGUA
OG0007710	LOC119766105|XP_038106427.1|CQUI	LOC117590350|XP_034138776.1|DGUA
OG0007711	LOC6054433|XP_001870346.1|CQUI	LOC117580833|XP_034123462.1|DGUA
OG0007712	LOC6053047|XP_038121443.1|CQUI	LOC117581549|XP_034124758.1|DGUA
OG0007714	LOC6044149|XP_001861702.1|CQUI	LOC117581285|XP_034124200.1|DGUA
OG0007715	LOC6049180|XP_038106734.1|CQUI	LOC117588535|XP_034135785.1|DGUA
OG0007716	LOC6045251|XP_001862643.2|CQUI	LOC117580699|XP_034123230.1|DGUA
OG0007717	LOC6050924|XP_001867440.1|CQUI	LOC117583035|XP_034127084.1|DGUA
OG0007718	LOC6045343|XP_001862732.2|CQUI	LOC117581202|XP_034124065.1|DGUA
OG0007719	LOC6052025|XP_038105554.1|CQUI	LOC117581468|XP_034124580.1|DGUA
OG0007720	LOC6044216|XP_001861756.2|CQUI	LOC117581444|XP_034124543.1|DGUA
OG0007721	LOC6044208|XP_038113186.1|CQUI	LOC117581291|XP_034124215.1|DGUA
OG0007722	LOC6054682|XP_038121853.1|CQUI	LOC117580865|XP_034123505.1|DGUA
OG0007723	LOC6054604|XP_038104460.1|CQUI	LOC117580777|XP_034123364.1|DGUA
OG0007724	LOC6044431|XP_001861949.2|CQUI	LOC117582275|XP_034125794.1|DGUA
OG0007725	LOC6054480|XP_038122541.1|CQUI	LOC117588514|XP_034135731.1|DGUA
OG0007727	LOC6052595|XP_038105045.1|CQUI	LOC117580973|XP_034123657.1|DGUA
OG0007728	LOC6044992|XP_038112317.1|CQUI	LOC117581433|XP_034124496.1|DGUA
OG0007729	LOC6044996|XP_038122829.1|CQUI	LOC117581098|XP_034123878.1|DGUA
OG0007730	LOC6044762|XP_038122691.1|CQUI	LOC117581191|XP_034124040.1|DGUA
OG0007732	LOC6048958|XP_038117502.1|CQUI	LOC117588269|XP_034135314.1|DGUA
OG0007735	LOC6045131|XP_001862533.1|CQUI	LOC117591495|XP_034140677.1|DGUA
OG0007736	LOC6036921|XP_038104006.1|CQUI	LOC117588398|XP_034135542.1|DGUA
OG0007737	LOC6037927|XP_038109365.1|CQUI	LOC117589799|XP_034137898.1|DGUA
OG0007738	LOC6037939|XP_038122583.1|CQUI	LOC117583414|XP_034127595.1|DGUA
OG0007739	LOC6042681|XP_001853435.2|CQUI	LOC117581085|XP_034123861.1|DGUA
OG0007740	LOC6042695|XP_038104246.1|CQUI	LOC117590836|XP_034139717.1|DGUA
OG0007741	LOC6042499|XP_038122803.1|CQUI	LOC117590514|XP_034139096.1|DGUA
OG0007742	LOC6039063|XP_038112797.1|CQUI	LOC117590962|XP_034139905.1|DGUA
OG0007743	LOC6046975|XP_038122746.1|CQUI	LOC117585478|XP_034130861.1|DGUA
OG0007744	LOC6053775|XP_001869804.2|CQUI	LOC117588533|XP_034135782.1|DGUA
OG0007745	LOC6048774|XP_038105485.1|CQUI	LOC117589534|XP_034137419.1|DGUA
OG0007747	LOC6050775|XP_038107338.1|CQUI	LOC117580633|XP_034123112.1|DGUA
OG0007748	LOC6038330|XP_038122467.1|CQUI	LOC117588617|XP_034135919.1|DGUA
OG0007750	LOC6047654|XP_001864690.2|CQUI	LOC117583807|XP_034128278.1|DGUA
OG0007752	LOC6053536|XP_001869600.2|CQUI	LOC117580945|XP_034123619.1|DGUA
OG0007755	LOC6052578|XP_038121672.1|CQUI	LOC117588632|XP_034135953.1|DGUA
OG0007756	LOC6034417|XP_038122766.1|CQUI	LOC117581399|XP_034124433.1|DGUA
OG0007757	LOC6034428|XP_038108334.1|CQUI	LOC117591157|XP_034140166.1|DGUA
OG0007760	LOC6034457|XP_001844770.2|CQUI	LOC117580976|XP_034123661.1|DGUA
OG0007761	LOC6034471|XP_038122821.1|CQUI	LOC117588460|XP_034135639.1|DGUA
OG0007762	LOC6034472|XP_038115983.1|CQUI	LOC117588629|XP_034135945.1|DGUA
OG0007763	LOC6034474|XP_001844784.1|CQUI	LOC117582285|XP_034125813.1|DGUA
OG0007764	LOC6034476|XP_038122923.1|CQUI	LOC117581112|XP_034123909.1|DGUA
OG0007765	LOC6034480|XP_038104014.1|CQUI	LOC117581122|XP_034123938.1|DGUA
OG0007766	LOC6034483|XP_038104015.1|CQUI	LOC117589937|XP_034138112.1|DGUA
OG0007768	LOC6052779|XP_038113508.1|CQUI	LOC117581305|XP_034124239.1|DGUA
OG0007769	LOC6051179|XP_001867661.1|CQUI	LOC117588263|XP_034135289.1|DGUA
OG0007770	LOC6049167|XP_038122974.1|CQUI	LOC117588264|XP_034135290.1|DGUA
OG0007771	LOC6031445|XP_001842249.2|CQUI	LOC117591532|XP_034140715.1|DGUA
OG0007772	LOC6042570|XP_038105036.1|CQUI	LOC117591492|XP_034140670.1|DGUA
OG0007773	LOC6034791|XP_038112738.1|CQUI	LOC117587556|XP_034134256.1|DGUA
OG0007774	LOC6031438|XP_038105652.1|CQUI	LOC117579852|XP_034121849.1|DGUA
OG0007775	LOC6052605|XP_038105818.1|CQUI	LOC117590239|XP_034138602.1|DGUA
OG0007776	LOC6053471|XP_038122686.1|CQUI	LOC117588451|XP_034135628.1|DGUA
OG0007777	LOC6043994|XP_038116333.1|CQUI	LOC117581563|XP_034124787.1|DGUA
OG0007779	LOC119765085|XP_038104145.1|CQUI	LOC117589135|XP_034136711.1|DGUA
OG0007780	LOC6052646|XP_038105404.1|CQUI	LOC117590273|XP_034138649.1|DGUA
OG0007781	LOC119769479|XP_038118005.1|CQUI	LOC117581198|XP_034124049.1|DGUA
OG0007782	LOC6039069|XP_038104568.1|CQUI	LOC117580754|XP_034123339.1|DGUA
OG0007784	LOC6051726|XP_001868120.2|CQUI	LOC117585722|XP_034131249.1|DGUA
OG0007786	LOC6053054|XP_038105741.1|CQUI	LOC117581942|XP_034125314.1|DGUA
OG0007787	LOC119765323|XP_038104889.1|CQUI	LOC117583623|XP_034127962.1|DGUA
OG0007788	LOC6034808|XP_001845080.2|CQUI	LOC117589873|XP_034138036.1|DGUA
OG0007789	LOC6046774|XP_038104944.1|CQUI	LOC117589645|XP_034137668.1|DGUA
OG0007790	LOC6036488|XP_038105712.1|CQUI	LOC117583359|XP_034127519.1|DGUA
OG0007792	LOC6042419|XP_038113154.1|CQUI	LOC117581605|XP_034124857.1|DGUA
OG0007793	LOC119769520|XP_038118274.1|CQUI	LOC117586564|XP_034132614.1|DGUA
OG0007794	LOC6034931|XP_038113474.1|CQUI	LOC117591512|XP_034140696.1|DGUA
OG0007795	LOC6048844|XP_001865691.2|CQUI	LOC117581258|XP_034124156.1|DGUA
OG0007796	LOC6032710|XP_001843262.2|CQUI	LOC117584974|XP_034130067.1|DGUA
OG0007797	LOC6047473|XP_038122879.1|CQUI	LOC117591463|XP_034140635.1|DGUA
OG0007799	LOC6052080|XP_001868407.1|CQUI	LOC117589681|XP_034137726.1|DGUA
OG0007800	LOC6044840|XP_001862290.2|CQUI	LOC117583432|XP_034127622.1|DGUA
OG0007801	LOC6035567|XP_038107035.1|CQUI	LOC117585302|XP_034130622.1|DGUA
OG0007802	LOC119771186|XP_038122713.1|CQUI	LOC117583772|XP_034128216.1|DGUA
OG0007803	LOC6032576|XP_038104221.1|CQUI	LOC117583146|XP_034127226.1|DGUA
OG0007804	LOC6035085|XP_038122773.1|CQUI	LOC117591431|XP_034140583.1|DGUA
OG0007805	LOC6048399|XP_001865322.2|CQUI	LOC117591444|XP_034140600.1|DGUA
OG0007806	LOC6048398|XP_038122542.1|CQUI	LOC117591443|XP_034140599.1|DGUA
OG0007808	LOC6046418|XP_038122936.1|CQUI	LOC117585670|XP_034131158.1|DGUA
OG0007811	LOC6032633|XP_038105259.1|CQUI	LOC117589558|XP_034137461.1|DGUA
OG0007812	LOC6032652|XP_001843219.2|CQUI	LOC117590221|XP_034138579.1|DGUA
OG0007814	LOC6037468|XP_038104007.1|CQUI	LOC117581236|XP_034124113.1|DGUA
OG0007815	LOC6039935|XP_001849432.2|CQUI	LOC117590258|XP_034138635.1|DGUA
OG0007816	LOC6035392|XP_001845592.2|CQUI	LOC117589185|XP_034136799.1|DGUA
OG0007818	LOC6031659|XP_038104431.1|CQUI	LOC117585149|XP_034130370.1|DGUA
OG0007819	LOC6037472|XP_001847381.2|CQUI	LOC117591411|XP_034140555.1|DGUA
OG0007820	LOC6033670|XP_038113389.1|CQUI	LOC117582963|XP_034126967.1|DGUA
OG0007821	LOC6033667|XP_001844093.2|CQUI	LOC117591459|XP_034140624.1|DGUA
OG0007822	LOC6033666|XP_038104214.1|CQUI	LOC117591458|XP_034140620.1|DGUA
OG0007823	LOC6051326|XP_038105826.1|CQUI	LOC117591461|XP_034140628.1|DGUA
OG0007824	LOC6041355|XP_038107049.1|CQUI	LOC117585565|XP_034130988.1|DGUA
OG0007826	LOC6040884|XP_001850213.1|CQUI	LOC117583376|XP_034127550.1|DGUA
OG0007827	LOC6037321|XP_001847246.1|CQUI	LOC117581627|XP_034124886.1|DGUA
OG0007828	LOC6041458|XP_001850715.2|CQUI	LOC117586896|XP_034133131.1|DGUA
OG0007829	LOC6035345|XP_038104353.1|CQUI	LOC117590192|XP_034138511.1|DGUA
OG0007831	LOC6032186|XP_001842833.1|CQUI	LOC117580800|XP_034123390.1|DGUA
OG0007832	LOC6035415|XP_038122502.1|CQUI	LOC117581294|XP_034124222.1|DGUA
OG0007833	LOC6035410|XP_001845603.2|CQUI	LOC117591175|XP_034140190.1|DGUA
OG0007834	LOC6035539|XP_038110831.1|CQUI	LOC117585181|XP_034130415.1|DGUA
OG0007836	LOC6046151|XP_001863390.2|CQUI	LOC117583575|XP_034127845.1|DGUA
OG0007837	LOC6040252|XP_001849689.2|CQUI	LOC117582833|XP_034126779.1|DGUA
OG0007838	LOC6040269|XP_038104570.1|CQUI	LOC117582912|XP_034126897.1|DGUA
OG0007841	LOC6033728|XP_001844148.2|CQUI	LOC117585375|XP_034130713.1|DGUA
OG0007842	LOC6039898|XP_038113940.1|CQUI	LOC117583661|XP_034128014.1|DGUA
OG0007843	LOC6039904|XP_001849402.1|CQUI	LOC117583124|XP_034127207.1|DGUA
OG0007844	LOC6052629|XP_038122933.1|CQUI	LOC117592705|XP_034142564.1|DGUA
OG0007845	LOC119765509|XP_038105422.1|CQUI	LOC117589940|XP_034138117.1|DGUA
OG0007846	LOC6040938|XP_001850266.2|CQUI	LOC117591153|XP_034140159.1|DGUA
OG0007847	LOC6031652|XP_001842400.2|CQUI	LOC117585305|XP_034130625.1|DGUA
OG0007855	LOC6033943|XP_038105454.1|CQUI	LOC117583178|XP_034127269.1|DGUA
OG0007856	LOC6033930|XP_001844319.2|CQUI	LOC117585156|XP_034130380.1|DGUA
OG0007857	LOC6036794|XP_001846788.2|CQUI	LOC117582917|XP_034126905.1|DGUA
OG0007859	LOC6040911|XP_001850239.2|CQUI	LOC117581197|XP_034124048.1|DGUA
OG0007860	LOC6040918|XP_001850246.1|CQUI	LOC117585387|XP_034130727.1|DGUA
OG0007861	LOC6040926|XP_001850254.1|CQUI	LOC117585113|XP_034130285.1|DGUA
OG0007862	LOC6040925|XP_038123040.1|CQUI	LOC117590537|XP_034139154.1|DGUA, LOC117590538|XP_034139156.1|DGUA
OG0007863	LOC6040935|XP_001850263.2|CQUI	LOC117584207|XP_034128867.1|DGUA
OG0007864	LOC6036806|XP_038116777.1|CQUI	LOC117584962|XP_034130047.1|DGUA
OG0007866	LOC6033962|XP_001844350.2|CQUI	LOC117589921|XP_034138095.1|DGUA
OG0007867	LOC6033974|XP_001844362.1|CQUI	LOC117583111|XP_034127183.1|DGUA
OG0007869	LOC6032780|XP_001843319.2|CQUI	LOC117581497|XP_034124637.1|DGUA
OG0007870	LOC6032822|XP_038120396.1|CQUI	LOC117586837|XP_034133019.1|DGUA
OG0007871	LOC6032912|XP_038116283.1|CQUI	LOC117580707|XP_034123253.1|DGUA
OG0007872	LOC6038676|XP_038115877.1|CQUI	LOC117580298|XP_034122672.1|DGUA
OG0007874	LOC6053032|XP_038115021.1|CQUI	LOC117581061|XP_034123823.1|DGUA
OG0007875	LOC6046848|XP_038118512.1|CQUI	LOC117592524|XP_034142268.1|DGUA
OG0007876	LOC6043343|XP_001870941.1|CQUI	LOC117581004|XP_034123702.1|DGUA
OG0007877	LOC6047532|XP_038114601.1|CQUI	LOC117581424|XP_034124483.1|DGUA
OG0007878	LOC6049346|XP_001866125.1|CQUI	LOC117592327|XP_034141904.1|DGUA
OG0007879	LOC6034081|XP_038120157.1|CQUI	LOC117586943|XP_034133200.1|DGUA
OG0007880	LOC6039271|XP_001848907.2|CQUI	LOC117580758|XP_034123344.1|DGUA
OG0007881	LOC6044954|XP_038116490.1|CQUI	LOC117587373|XP_034133912.1|DGUA
OG0007882	LOC6038799|XP_038115014.1|CQUI	LOC117587447|XP_034134027.1|DGUA
OG0007883	LOC6049317|XP_038119973.1|CQUI	LOC117587446|XP_034134022.1|DGUA
OG0007884	LOC6051409|XP_038118934.1|CQUI	LOC117586987|XP_034133277.1|DGUA
OG0007885	LOC6036576|XP_038118795.1|CQUI	LOC117592525|XP_034142274.1|DGUA
OG0007886	LOC6041123|XP_038115925.1|CQUI	LOC117588059|XP_034135009.1|DGUA
OG0007887	LOC6053688|XP_038118638.1|CQUI	LOC117587443|XP_034134017.1|DGUA
OG0007888	LOC6048919|XP_001865759.1|CQUI	LOC117587054|XP_034133383.1|DGUA
OG0007889	LOC6050245|XP_038121269.1|CQUI	LOC117589228|XP_034136872.1|DGUA
OG0007891	LOC6038607|XP_001848383.1|CQUI	LOC117585076|XP_034130231.1|DGUA
OG0007892	LOC6050484|XP_001867087.1|CQUI	LOC117578428|XP_034119780.1|DGUA
OG0007893	LOC6036285|XP_038120891.1|CQUI	LOC117591941|XP_034141242.1|DGUA
OG0007896	LOC6040211|XP_001849657.1|CQUI	LOC117579504|XP_034121299.1|DGUA
