Orthogroup	CQUI.longest_only	DSUZ.longest_only
OG0008067	LOC6045141|XP_038115156.1|CQUI	LOC108014039|XP_016935545.1|DSUZ
OG0008068	LOC6036940|XP_038118171.1|CQUI	LOC108006337|XP_016925336.1|DSUZ
OG0008069	LOC6039802|XP_038121863.1|CQUI	LOC108006393|XP_036673301.1|DSUZ
OG0008070	LOC6054149|XP_001870114.2|CQUI	LOC108012001|XP_036674653.1|DSUZ
OG0008072	LOC6051691|XP_038115837.1|CQUI	LOC108015371|XP_016937278.1|DSUZ
OG0008073	LOC6039735|XP_038119216.1|CQUI	LOC108021784|XP_036677169.1|DSUZ
OG0008074	LOC6039731|XP_001849283.1|CQUI	LOC108004761|XP_016923288.1|DSUZ
OG0008076	LOC6046672|XP_038118071.1|CQUI	LOC108016825|XP_016939131.1|DSUZ
OG0008077	LOC6046664|XP_001863832.1|CQUI	LOC108013798|XP_016935260.1|DSUZ
OG0008078	LOC6046662|XP_038118082.1|CQUI	LOC108004755|XP_016923281.1|DSUZ
OG0008079	LOC6048017|XP_038118080.1|CQUI	LOC108005180|XP_016923851.1|DSUZ
OG0008080	LOC6032504|XP_038116217.1|CQUI	LOC108016606|XP_016938785.1|DSUZ
OG0008081	LOC6032507|XP_001843095.2|CQUI	LOC108016848|XP_016939197.1|DSUZ
OG0008082	LOC6052669|XP_001868898.1|CQUI	LOC108011710|XP_016932413.2|DSUZ
OG0008083	LOC6032540|XP_038118931.1|CQUI	LOC108016290|XP_016938415.1|DSUZ
OG0008084	LOC6042556|XP_038116767.1|CQUI	LOC118877663|XP_036673191.1|DSUZ, LOC108014392|XP_016935985.2|DSUZ
OG0008085	LOC6054112|XP_038121522.1|CQUI	LOC108010907|XP_036675523.1|DSUZ
OG0008086	LOC6039526|XP_038118788.1|CQUI	LOC108016244|XP_036675025.1|DSUZ
OG0008087	LOC6043451|XP_038115976.1|CQUI	LOC108005414|XP_016924167.1|DSUZ
OG0008088	LOC6045555|XP_001862907.2|CQUI	LOC108018936|XP_016942020.1|DSUZ
OG0008089	LOC119768910|XP_038116627.1|CQUI	LOC108013316|XP_016934598.1|DSUZ
OG0008091	LOC6040157|XP_038119317.1|CQUI	LOC108015758|XP_016937785.2|DSUZ
OG0008092	LOC6044869|XP_038118475.1|CQUI	LOC108015566|XP_036672616.1|DSUZ
OG0008093	LOC6041570|XP_001850815.2|CQUI	LOC108016798|XP_016939061.1|DSUZ
OG0008094	LOC6041571|XP_001850816.2|CQUI	LOC108021369|XP_016945549.1|DSUZ
OG0008095	LOC6039222|XP_001848863.2|CQUI	LOC108007248|XP_036675373.1|DSUZ
OG0008096	LOC6039219|XP_001848860.2|CQUI	LOC108015133|XP_016936887.1|DSUZ
OG0008097	LOC6039217|XP_001848858.2|CQUI	LOC108015331|XP_016937221.1|DSUZ
OG0008099	LOC6032736|XP_001843283.2|CQUI	LOC108005883|XP_016924754.1|DSUZ
OG0008100	LOC6032750|XP_038115736.1|CQUI	LOC108007991|XP_036673953.1|DSUZ
OG0008101	LOC6032761|XP_038122358.1|CQUI	LOC108006527|XP_036676109.1|DSUZ
OG0008102	LOC6033832|XP_038116232.1|CQUI	LOC108014571|XP_016936214.2|DSUZ
OG0008103	LOC6033819|XP_001844214.2|CQUI	LOC108015196|XP_016937006.1|DSUZ
OG0008104	LOC6037762|XP_001847642.2|CQUI	LOC108011364|XP_016931968.1|DSUZ
OG0008105	LOC6037756|XP_038119612.1|CQUI	LOC108007644|XP_016926854.2|DSUZ
OG0008106	LOC6040843|XP_001850178.1|CQUI	LOC108007710|XP_016926947.1|DSUZ
OG0008107	LOC6040821|XP_038119005.1|CQUI	LOC108007250|XP_036675577.1|DSUZ
OG0008108	LOC6035845|XP_038114606.1|CQUI	LOC108016804|XP_036676231.1|DSUZ
OG0008109	LOC6035831|XP_001845951.1|CQUI	LOC108016676|XP_016938883.1|DSUZ
OG0008110	LOC6034009|XP_038118709.1|CQUI	LOC108021836|XP_016946131.2|DSUZ
OG0008111	LOC6034013|XP_038120365.1|CQUI	LOC108016605|XP_016938784.1|DSUZ
OG0008112	LOC6034014|XP_038114798.1|CQUI	LOC108016642|XP_016938829.1|DSUZ
OG0008113	LOC6034017|XP_001844403.2|CQUI	LOC108005221|XP_016923901.1|DSUZ
OG0008114	LOC6034018|XP_001844404.1|CQUI	LOC108005191|XP_016923865.1|DSUZ
OG0008115	LOC6034019|XP_038122089.1|CQUI	LOC108019090|XP_016942255.1|DSUZ
OG0008116	LOC6034023|XP_038120223.1|CQUI	LOC108019113|XP_016942324.1|DSUZ
OG0008117	LOC6034039|XP_038120226.1|CQUI	LOC108013734|XP_016935172.1|DSUZ
OG0008118	LOC6049668|XP_001866389.2|CQUI	LOC108016653|XP_016938850.1|DSUZ
OG0008119	LOC6049667|XP_001866388.1|CQUI	LOC108015203|XP_016937017.1|DSUZ
OG0008120	LOC6049659|XP_001866382.1|CQUI	LOC108004722|XP_016923231.1|DSUZ
OG0008121	LOC6049660|XP_038122105.1|CQUI	LOC108019617|XP_016942987.1|DSUZ
OG0008122	LOC6041874|XP_038122106.1|CQUI	LOC108015346|XP_016937246.1|DSUZ
OG0008123	LOC6041872|XP_001851071.2|CQUI	LOC108021780|XP_016946072.2|DSUZ
OG0008124	LOC6041861|XP_038122108.1|CQUI	LOC108016833|XP_016939141.1|DSUZ
OG0008125	LOC6041864|XP_001851063.2|CQUI	LOC108016908|XP_016939313.1|DSUZ
OG0008126	LOC6041883|XP_038119826.1|CQUI	LOC108015000|XP_016936715.1|DSUZ
OG0008127	LOC119768736|XP_038115541.1|CQUI	LOC108015216|XP_016937043.1|DSUZ
OG0008128	LOC119769820|XP_038119433.1|CQUI	LOC108018958|XP_016942051.1|DSUZ
OG0008129	LOC6047952|XP_038119726.1|CQUI	LOC108015234|XP_016937069.1|DSUZ
OG0008130	LOC6047947|XP_001864935.1|CQUI	LOC108005469|XP_016924257.1|DSUZ
OG0008131	LOC6053025|XP_038115708.1|CQUI	LOC108016797|XP_016939059.1|DSUZ
OG0008132	LOC6045455|XP_038120630.1|CQUI	LOC108017597|XP_016940176.2|DSUZ
OG0008136	LOC6053318|XP_038112917.1|CQUI	LOC108007032|XP_016926130.1|DSUZ
OG0008137	LOC6045835|XP_038114247.1|CQUI	LOC108016743|XP_016938973.1|DSUZ
OG0008138	LOC6031523|XP_001842312.2|CQUI	LOC108007502|XP_036670480.1|DSUZ
OG0008139	LOC6031520|XP_001842310.2|CQUI	LOC108019919|XP_016943515.1|DSUZ
OG0008140	LOC6031516|XP_038109998.1|CQUI	LOC108016964|XP_016939390.1|DSUZ
OG0008141	LOC6031514|XP_038109991.1|CQUI	LOC108004714|XP_016923218.1|DSUZ
OG0008142	LOC6031511|XP_038110052.1|CQUI	LOC108015005|XP_016936721.1|DSUZ
OG0008143	LOC6031505|XP_038108403.1|CQUI	LOC108018922|XP_016942003.1|DSUZ
OG0008144	LOC6031503|XP_001842293.1|CQUI	LOC108019822|XP_016943328.1|DSUZ
OG0008145	LOC6031483|XP_038109700.1|CQUI	LOC108005428|XP_016924195.1|DSUZ
OG0008146	LOC6031480|XP_001842280.1|CQUI	LOC108021816|XP_016946109.1|DSUZ
OG0008147	LOC6031475|XP_038109031.1|CQUI	LOC108004694|XP_016923194.1|DSUZ
OG0008148	LOC6041147|XP_038106453.1|CQUI	LOC108004655|XP_036677163.1|DSUZ
OG0008149	LOC6036872|XP_038110245.1|CQUI	LOC108015337|XP_016937231.1|DSUZ
OG0008150	LOC6036876|XP_001846857.2|CQUI	LOC108004726|XP_016923237.1|DSUZ
OG0008151	LOC6036877|XP_038109047.1|CQUI	LOC108016809|XP_016939095.1|DSUZ
OG0008152	LOC6036879|XP_038106435.1|CQUI	LOC108016535|XP_036676801.1|DSUZ
OG0008153	LOC6046820|XP_001863959.2|CQUI	LOC108009909|XP_016930123.1|DSUZ
OG0008154	LOC6046822|XP_001863961.2|CQUI	LOC108013135|XP_016934305.1|DSUZ
OG0008155	LOC6040057|XP_001849528.1|CQUI	LOC108010707|XP_016931109.1|DSUZ
OG0008156	LOC6042519|XP_038113927.1|CQUI	LOC108010825|XP_016931276.2|DSUZ
OG0008157	LOC6054198|XP_038106277.1|CQUI	LOC108020552|XP_036673070.1|DSUZ
OG0008158	LOC6043549|XP_001859687.1|CQUI	LOC108005426|XP_016924193.1|DSUZ
OG0008159	LOC119767662|XP_038112656.1|CQUI	LOC108015535|XP_016937500.2|DSUZ
OG0008160	LOC6052203|XP_038112566.1|CQUI	LOC108009431|XP_016929254.1|DSUZ
OG0008161	LOC6043515|XP_001859475.2|CQUI	LOC108012804|XP_016933732.1|DSUZ
OG0008162	LOC6043497|XP_038111385.1|CQUI	LOC108015172|XP_016936944.1|DSUZ
OG0008163	LOC6049606|XP_038114084.1|CQUI	LOC108011451|XP_036670809.1|DSUZ
OG0008164	LOC6035966|XP_038106058.1|CQUI	LOC108020476|XP_016944294.1|DSUZ
OG0008165	LOC6035978|XP_038110312.1|CQUI	LOC108016954|XP_036676841.1|DSUZ
OG0008166	LOC6035979|XP_038112126.1|CQUI	LOC108005123|XP_036676996.1|DSUZ
OG0008167	LOC6040769|XP_038112127.1|CQUI	LOC108005142|XP_036677265.1|DSUZ
OG0008168	LOC119767658|XP_038112625.1|CQUI	LOC108005204|XP_016923880.1|DSUZ
OG0008169	LOC6051637|XP_001868047.1|CQUI	LOC108015124|XP_036676407.1|DSUZ
OG0008170	LOC6051632|XP_038112878.1|CQUI	LOC108010175|XP_016930507.1|DSUZ
OG0008171	LOC6045075|XP_038113552.1|CQUI	LOC108004662|XP_016923125.1|DSUZ
OG0008172	LOC6035710|XP_001845841.2|CQUI	LOC108018411|XP_016941456.2|DSUZ
OG0008173	LOC6042635|XP_001870697.2|CQUI	LOC108021166|XP_016945237.1|DSUZ
OG0008174	LOC6037696|XP_001847583.2|CQUI	LOC108019752|XP_016943186.1|DSUZ
OG0008175	LOC6037734|XP_038111157.1|CQUI	LOC108014966|XP_036676676.1|DSUZ
OG0008176	LOC6048244|XP_038110660.1|CQUI	LOC108015136|XP_016936890.1|DSUZ
OG0008177	LOC6035926|XP_001846036.2|CQUI	LOC108015291|XP_016937153.1|DSUZ
OG0008178	LOC6035924|XP_038109286.1|CQUI	LOC108011162|XP_016931739.1|DSUZ
OG0008179	LOC119767663|XP_038112657.1|CQUI	LOC108018930|XP_016942012.1|DSUZ
OG0008180	LOC6041404|XP_038109221.1|CQUI	LOC108015296|XP_016937161.1|DSUZ
OG0008181	LOC6035913|XP_038109520.1|CQUI	LOC108015298|XP_016937164.1|DSUZ
OG0008182	LOC6052173|XP_038110886.1|CQUI	LOC108018104|XP_016941007.1|DSUZ
OG0008183	LOC6051249|XP_038109303.1|CQUI	LOC108010288|XP_016930647.1|DSUZ
OG0008184	LOC6051852|XP_038112518.1|CQUI	LOC108006977|XP_016926076.1|DSUZ
OG0008185	LOC6050741|XP_038106074.1|CQUI	LOC108010828|XP_016931280.2|DSUZ, LOC118878126|XP_036675574.1|DSUZ
OG0008186	LOC6042907|XP_001853971.1|CQUI	LOC108008416|XP_016927750.1|DSUZ
OG0008187	LOC6042908|XP_001853980.1|CQUI	LOC108008417|XP_016927752.1|DSUZ
OG0008188	LOC6048573|XP_001865476.1|CQUI	LOC108021441|XP_016945649.1|DSUZ
OG0008189	LOC6053364|XP_001869459.2|CQUI	LOC108020926|XP_016944838.1|DSUZ
OG0008190	LOC6040363|XP_001849763.2|CQUI	LOC108013621|XP_016935054.1|DSUZ
OG0008191	LOC6053985|XP_038110497.1|CQUI	LOC108016575|XP_016938744.1|DSUZ
OG0008192	LOC6040373|XP_001849773.2|CQUI	LOC108014990|XP_016936701.1|DSUZ
OG0008193	LOC6042949|XP_001870887.2|CQUI	LOC108015434|XP_016937358.2|DSUZ
OG0008194	LOC6041666|XP_001850893.1|CQUI	LOC108006826|XP_016925866.1|DSUZ
OG0008195	LOC6049362|XP_038112668.1|CQUI	LOC108019556|XP_036670063.1|DSUZ
OG0008196	LOC6042923|XP_038107966.1|CQUI	LOC108008085|XP_016927364.1|DSUZ
OG0008198	LOC6051718|XP_038112515.1|CQUI	LOC108014922|XP_016936632.2|DSUZ
OG0008199	LOC6048569|XP_038109628.1|CQUI	LOC108015389|XP_016937298.1|DSUZ
OG0008200	LOC6051842|XP_038112996.1|CQUI	LOC108010043|XP_016930341.1|DSUZ
OG0008201	LOC6032304|XP_001842936.2|CQUI	LOC108010706|XP_036671655.1|DSUZ
OG0008202	LOC6032305|XP_038110842.1|CQUI	LOC108018656|XP_016941717.1|DSUZ
OG0008203	LOC6032342|XP_038108338.1|CQUI	LOC108012411|XP_016933261.1|DSUZ
OG0008204	LOC6038332|XP_001848153.2|CQUI	LOC108011110|XP_016931671.1|DSUZ
OG0008205	LOC6042380|XP_001851505.1|CQUI	LOC108017006|XP_016939448.1|DSUZ
OG0008206	LOC6040189|XP_038108466.1|CQUI	LOC108014006|XP_036671107.1|DSUZ
OG0008207	LOC6053105|XP_001869254.2|CQUI	LOC108012838|XP_016933794.1|DSUZ
OG0008208	LOC119766934|XP_038109410.1|CQUI	LOC108010280|XP_016930638.1|DSUZ
OG0008209	LOC119767727|XP_038112995.1|CQUI	LOC108007071|XP_036670455.1|DSUZ
OG0008210	LOC6043823|XP_038114298.1|CQUI	LOC108012682|XP_016933597.1|DSUZ
OG0008211	LOC6036086|XP_038110799.1|CQUI	LOC108021533|XP_016945787.1|DSUZ
OG0008212	LOC6047576|XP_001864618.2|CQUI	LOC108010657|XP_036672164.1|DSUZ
OG0008213	LOC6047567|XP_038111659.1|CQUI	LOC108016546|XP_036676222.1|DSUZ
OG0008214	LOC6052256|XP_001868547.1|CQUI	LOC108011749|XP_036670947.1|DSUZ
OG0008215	LOC6037437|XP_038113579.1|CQUI	LOC108005128|XP_036677104.1|DSUZ
OG0008216	LOC6051907|XP_038107396.1|CQUI	LOC108011457|XP_016932090.1|DSUZ
OG0008217	LOC6043105|XP_038109643.1|CQUI	LOC108015315|XP_016937184.1|DSUZ
OG0008218	LOC119766985|XP_038109837.1|CQUI	LOC108009101|XP_016928654.1|DSUZ
OG0008219	LOC6036718|XP_038107797.1|CQUI	LOC108015111|XP_016936848.1|DSUZ
OG0008220	LOC119767055|XP_038110355.1|CQUI	LOC108021787|XP_036676889.1|DSUZ
OG0008221	LOC6036699|XP_038107195.1|CQUI	LOC108018875|XP_016941956.1|DSUZ
OG0008222	LOC6037653|XP_038110606.1|CQUI	LOC108007698|XP_036671922.1|DSUZ
OG0008223	LOC6043283|XP_038107834.1|CQUI	LOC108011754|XP_016932471.2|DSUZ
OG0008224	LOC6034548|XP_001844848.2|CQUI	LOC108012835|XP_016933789.1|DSUZ
OG0008225	LOC6037198|XP_001847128.2|CQUI	LOC108005443|XP_016924222.1|DSUZ
OG0008226	LOC6040543|XP_038109157.1|CQUI	LOC108015271|XP_016937121.1|DSUZ
OG0008227	LOC6048864|XP_001865706.2|CQUI	LOC108011707|XP_036675470.1|DSUZ
OG0008228	LOC6051155|XP_038104552.1|CQUI	LOC108015444|XP_036675251.1|DSUZ
OG0008229	LOC6034731|XP_001845011.2|CQUI	LOC108012043|XP_016932812.1|DSUZ, LOC118878111|XP_036675423.1|DSUZ
OG0008230	LOC6049544|XP_001866279.2|CQUI	LOC108018635|XP_036673524.1|DSUZ
OG0008231	LOC119769280|XP_038117176.1|CQUI, LOC119769265|XP_038117143.1|CQUI	LOC118878823|XP_036677745.1|DSUZ, LOC118879128|XP_036677999.1|DSUZ, LOC118879559|XP_036678330.1|DSUZ, LOC118879117|XP_036677997.1|DSUZ, LOC118879654|XP_036678442.1|DSUZ, LOC118879522|XP_036678274.1|DSUZ, LOC118878541|XP_036677441.1|DSUZ, LOC108005610|XP_016924409.2|DSUZ, LOC118879011|XP_036677863.1|DSUZ, LOC118878618|XP_036677557.1|DSUZ, LOC118878759|XP_036677652.1|DSUZ, LOC118879501|XP_036678262.1|DSUZ, LOC118879129|XP_036678000.1|DSUZ, LOC108014434|XP_016936042.2|DSUZ, LOC118879116|XP_036677995.1|DSUZ, LOC118879395|XP_036678155.1|DSUZ, LOC118879396|XP_036678157.1|DSUZ, LOC118879115|XP_036677993.1|DSUZ
OG0008232	LOC6032466|XP_001843059.1|CQUI	LOC108013327|XP_016934613.1|DSUZ
OG0008235	LOC6035866|XP_001845980.1|CQUI	LOC108019007|XP_016942110.1|DSUZ
OG0008236	LOC6031521|XP_001842311.1|CQUI	LOC108006932|XP_016926024.1|DSUZ
OG0008237	LOC6045923|XP_038117975.1|CQUI	LOC108010147|XP_016930471.1|DSUZ
OG0008238	LOC6038248|XP_038118215.1|CQUI	LOC108012833|XP_016933787.1|DSUZ
OG0008239	LOC6039427|XP_038119746.1|CQUI	LOC108012431|XP_016933284.1|DSUZ
OG0008240	LOC6036408|XP_001846461.2|CQUI	LOC108018168|XP_016941152.1|DSUZ
OG0008243	LOC6045556|XP_038119016.1|CQUI	LOC108008477|XP_016927822.2|DSUZ
OG0008246	LOC6038872|XP_001848571.2|CQUI	LOC108008760|XP_016928147.1|DSUZ
OG0008266	LOC6044327|XP_001861857.2|CQUI	LOC108005731|XP_036675019.1|DSUZ
OG0008267	LOC6038206|XP_038112962.1|CQUI	LOC108016115|XP_036675306.1|DSUZ
OG0008268	LOC6044316|XP_001861848.2|CQUI	LOC108019906|XP_016943494.1|DSUZ
OG0008269	LOC6046422|XP_038104270.1|CQUI	LOC108005246|XP_016923931.1|DSUZ
OG0008270	LOC6049035|XP_001865860.2|CQUI	LOC108019168|XP_016942415.1|DSUZ
OG0008271	LOC6040427|XP_001849820.2|CQUI	LOC108007104|XP_016926195.2|DSUZ
OG0008273	LOC6043382|XP_001870960.2|CQUI	LOC108011680|XP_036674459.1|DSUZ
OG0008274	LOC119769255|XP_038117122.1|CQUI	LOC108016702|XP_016938916.1|DSUZ
OG0008275	LOC6034310|XP_001844644.1|CQUI	LOC108015306|XP_016937173.1|DSUZ
OG0008276	LOC6038193|XP_038110757.1|CQUI	LOC108019182|XP_016942440.1|DSUZ
OG0008277	LOC6045723|XP_038115643.1|CQUI	LOC108015359|XP_016937260.1|DSUZ
OG0008278	LOC119765336|XP_038104925.1|CQUI	LOC108009244|XP_016928911.1|DSUZ
OG0008279	LOC6053144|XP_038122823.1|CQUI	LOC108006327|XP_016925316.1|DSUZ
OG0008280	LOC6053143|XP_001869285.2|CQUI	LOC108006271|XP_016925209.1|DSUZ
OG0008281	LOC6051384|XP_038104826.1|CQUI	LOC108014999|XP_016936713.1|DSUZ
OG0008283	LOC6051733|XP_038121434.1|CQUI	LOC108005387|XP_016924137.1|DSUZ
OG0008284	LOC6040454|XP_038110956.1|CQUI	LOC108020420|XP_016944214.1|DSUZ
OG0008285	LOC6044205|XP_038121845.1|CQUI	LOC108015423|XP_016937343.1|DSUZ
OG0008288	LOC6044373|XP_001861893.2|CQUI	LOC108013837|XP_016935308.2|DSUZ
OG0008289	LOC6036968|XP_001846937.1|CQUI	LOC108017303|XP_036673993.1|DSUZ
OG0008290	LOC6037943|XP_038122892.1|CQUI	LOC108015144|XP_016936903.1|DSUZ
OG0008291	LOC6037940|XP_001847792.2|CQUI	LOC108019125|XP_016942348.1|DSUZ
OG0008292	LOC6038464|XP_001848261.2|CQUI	LOC108016677|XP_036676527.1|DSUZ
OG0008297	LOC6031435|XP_001842240.1|CQUI	LOC108019108|XP_016942318.1|DSUZ
OG0008298	LOC6031446|XP_001842250.2|CQUI	LOC108018866|XP_036675739.1|DSUZ
OG0008299	LOC119765233|XP_038104632.1|CQUI	LOC108016155|XP_036675596.1|DSUZ
OG0008300	LOC6031436|XP_038112814.1|CQUI	LOC108015343|XP_036676364.1|DSUZ
OG0008301	LOC6044476|XP_038104223.1|CQUI	LOC108016211|XP_036674564.1|DSUZ
OG0008302	LOC6043997|XP_001861576.2|CQUI	LOC108015001|XP_016936716.1|DSUZ
OG0008305	LOC6034806|XP_001845078.2|CQUI	LOC108019218|XP_016942503.1|DSUZ
OG0008306	LOC6049177|XP_038105606.1|CQUI	LOC108018946|XP_016942037.1|DSUZ
OG0008307	LOC119765357|XP_038105003.1|CQUI	LOC108015934|XP_036674461.1|DSUZ
OG0008308	LOC6046417|XP_038105419.1|CQUI	LOC108005044|XP_036673306.1|DSUZ
OG0008309	LOC119765531|XP_038105499.1|CQUI	LOC108008861|XP_016928256.1|DSUZ
OG0008310	LOC6035545|XP_001845703.1|CQUI	LOC108020720|XP_016944578.1|DSUZ
OG0008311	LOC119765183|XP_038104472.1|CQUI	LOC108006555|XP_016925576.1|DSUZ
OG0008312	LOC6032572|XP_038122986.1|CQUI	LOC108014897|XP_036672675.1|DSUZ
OG0008313	LOC6032684|XP_038111162.1|CQUI	LOC108015230|XP_016937063.1|DSUZ
OG0008317	LOC6046157|XP_001863396.1|CQUI	LOC108020517|XP_016944342.1|DSUZ
OG0008319	LOC6040706|XP_001850060.2|CQUI	LOC108008619|XP_016927989.1|DSUZ
OG0008320	LOC6040939|XP_001850267.2|CQUI	LOC108006518|XP_036676301.1|DSUZ
OG0008322	LOC6033942|XP_038104002.1|CQUI	LOC108021401|XP_016945589.1|DSUZ
OG0008323	LOC6040917|XP_038105035.1|CQUI	LOC108018318|XP_016941348.1|DSUZ
OG0008324	LOC6040934|XP_001850262.2|CQUI	LOC108011152|XP_016931727.1|DSUZ
OG0008325	LOC6035406|XP_038105843.1|CQUI	LOC108005359|XP_016924093.1|DSUZ
OG0008327	LOC6048041|XP_038116359.1|CQUI	LOC108009901|XP_016930114.1|DSUZ
OG0008328	LOC6043340|XP_001870939.1|CQUI	LOC108004772|XP_016923308.1|DSUZ
OG0008329	LOC6047857|XP_038120997.1|CQUI	LOC108016680|XP_016938889.1|DSUZ
OG0008330	LOC6030995|XP_001841848.2|CQUI	LOC108008744|XP_016928130.1|DSUZ
OG0008331	LOC119770302|XP_038120853.1|CQUI	LOC108012471|XP_016933352.1|DSUZ
OG0008332	LOC6037612|XP_038120445.1|CQUI	LOC108006584|XP_036671382.1|DSUZ
OG0008333	LOC6037618|XP_001847508.2|CQUI	LOC108012432|XP_016933285.2|DSUZ
OG0008334	LOC6037616|XP_038119071.1|CQUI	LOC108013423|XP_016934776.1|DSUZ
OG0008335	LOC6042314|XP_038118988.1|CQUI	LOC108007111|XP_016926201.1|DSUZ
OG0008336	LOC6051594|XP_038120689.1|CQUI	LOC108020438|XP_036672493.1|DSUZ, LOC118877354|XP_036671693.1|DSUZ
OG0008337	LOC6041334|XP_038118641.1|CQUI	LOC108009856|XP_016930044.1|DSUZ
OG0008338	LOC119770658|XP_038121885.1|CQUI	LOC108005860|XP_016924727.2|DSUZ
OG0008340	LOC6036266|XP_038115840.1|CQUI	LOC108009174|XP_016928797.1|DSUZ
OG0008341	LOC6040212|XP_001849658.1|CQUI	LOC108012415|XP_036671539.1|DSUZ
OG0008342	LOC119769734|XP_038119149.1|CQUI	LOC108013149|XP_016934327.1|DSUZ
OG0008344	LOC6050301|XP_001866933.2|CQUI	LOC108012385|XP_016933230.1|DSUZ
OG0008345	LOC6046555|XP_038121015.1|CQUI	LOC108007149|XP_016926242.1|DSUZ
OG0008346	LOC6051393|XP_038120652.1|CQUI	LOC108016615|XP_016938797.2|DSUZ
OG0008347	LOC6051394|XP_001867840.1|CQUI	LOC108013033|XP_016934117.1|DSUZ
OG0008350	LOC6034574|XP_001844871.2|CQUI	LOC108015327|XP_016937217.1|DSUZ
OG0008351	LOC6040245|XP_038115934.1|CQUI	LOC108013404|XP_016934747.1|DSUZ
OG0008352	LOC6042338|XP_001851466.2|CQUI	LOC118877250|XP_036670779.1|DSUZ
OG0008353	LOC6043788|XP_001861385.1|CQUI	LOC108013042|XP_016934139.1|DSUZ
OG0008354	LOC6054811|XP_001870994.1|CQUI	LOC108004690|XP_016923187.1|DSUZ
OG0008355	LOC6030959|XP_038118958.1|CQUI	LOC108009785|XP_016929916.1|DSUZ
OG0008357	LOC6051788|XP_038110713.1|CQUI	LOC108011561|XP_016932218.2|DSUZ
OG0008361	LOC119766649|XP_038107696.1|CQUI	LOC108021020|XP_016944989.1|DSUZ
OG0008362	LOC6052358|XP_001868647.2|CQUI	LOC108016922|XP_016939338.1|DSUZ
OG0008364	LOC119767100|XP_038110666.1|CQUI	LOC108015709|XP_036670419.1|DSUZ
OG0008365	LOC6041413|XP_038108206.1|CQUI	LOC108019836|XP_016943353.1|DSUZ
OG0008366	LOC6046460|XP_001863653.2|CQUI	LOC118877782|XP_036673739.1|DSUZ
OG0008367	LOC6051478|XP_038113152.1|CQUI	LOC108015057|XP_016936786.1|DSUZ
OG0008368	LOC6043202|XP_038113208.1|CQUI	LOC108021074|XP_016945076.1|DSUZ
OG0008369	LOC6031370|XP_001842181.2|CQUI	LOC108004762|XP_016923289.1|DSUZ
OG0008370	LOC6037375|XP_001847296.2|CQUI	LOC108005047|XP_016923675.2|DSUZ
OG0008371	LOC6043734|XP_001861354.2|CQUI	LOC108012113|XP_016932885.1|DSUZ
OG0008372	LOC6044594|XP_001862085.1|CQUI	LOC108005993|XP_016924924.1|DSUZ
OG0008373	LOC6031957|XP_038107885.1|CQUI	LOC108020942|XP_016944867.1|DSUZ
OG0008374	LOC6043304|XP_038108453.1|CQUI	LOC108010876|XP_016931351.1|DSUZ
OG0008375	LOC6050864|XP_001867389.2|CQUI	LOC108019913|XP_016943507.1|DSUZ
OG0008376	LOC6036652|XP_038109154.1|CQUI	LOC108017003|XP_016939447.1|DSUZ
OG0008377	LOC6033186|XP_038107653.1|CQUI	LOC108019127|XP_016942362.1|DSUZ
OG0008378	LOC6054720|XP_038112420.1|CQUI	LOC108019120|XP_016942341.1|DSUZ
OG0008380	LOC6052823|XP_038109155.1|CQUI	LOC108005097|XP_016923764.1|DSUZ
OG0008383	LOC6044235|XP_001861773.1|CQUI	LOC108013083|XP_016934201.1|DSUZ
OG0008385	LOC6031883|XP_038111812.1|CQUI	LOC108004953|XP_016923548.1|DSUZ
OG0008386	LOC6039096|XP_038110571.1|CQUI	LOC108005484|XP_016924276.1|DSUZ
OG0008388	LOC6034884|XP_001845152.1|CQUI	LOC108005081|XP_016923741.1|DSUZ
OG0008389	LOC6033320|XP_038112407.1|CQUI	LOC108011168|XP_036668600.1|DSUZ
OG0008390	LOC6049409|XP_001866178.1|CQUI	LOC108021031|XP_016945008.1|DSUZ
OG0008391	LOC6047486|XP_001864536.1|CQUI	LOC108021573|XP_016945848.1|DSUZ
OG0008393	LOC6046083|XP_038118446.1|CQUI	LOC108005853|XP_016924710.1|DSUZ
OG0008394	LOC6045979|XP_001863254.2|CQUI	LOC108017628|XP_016940218.1|DSUZ
OG0008395	LOC6044750|XP_001862213.2|CQUI	LOC108015339|XP_016937234.1|DSUZ
OG0008396	LOC6044749|XP_038118758.1|CQUI	LOC108019060|XP_016942181.1|DSUZ
OG0008397	LOC6044720|XP_038119576.1|CQUI	LOC108021831|XP_016946125.2|DSUZ
OG0008398	LOC6046253|XP_038121261.1|CQUI	LOC108004559|XP_016922983.1|DSUZ
OG0008400	LOC6048714|XP_001865590.1|CQUI	LOC108013520|XP_016934904.1|DSUZ
OG0008401	LOC6040343|XP_001849747.1|CQUI	LOC108014227|XP_016935754.1|DSUZ
OG0008402	LOC6039376|XP_001848991.1|CQUI	LOC108018718|XP_016941778.1|DSUZ
OG0008403	LOC6041796|XP_001851013.2|CQUI	LOC108004603|XP_016923031.1|DSUZ
OG0008404	LOC6051114|XP_038119961.1|CQUI	LOC108016286|XP_016938408.2|DSUZ
OG0008405	LOC6042884|XP_001853684.2|CQUI	LOC108005216|XP_016923894.1|DSUZ
OG0008406	LOC6038160|XP_038115492.1|CQUI	LOC108005201|XP_016923877.1|DSUZ
