Orthogroup	CQUI.longest_only	DSUB.longest_only
OG0007942	LOC6032935|XP_001843455.2|CQUI	LOC117903284|XP_034671098.1|DSUB
OG0007943	LOC6032945|XP_038108155.1|CQUI	LOC117901116|XP_034667642.1|DSUB
OG0007944	LOC6050451|XP_038106065.1|CQUI	LOC117893553|XP_034656099.1|DSUB
OG0007945	LOC6041620|XP_001850853.2|CQUI	LOC117900004|XP_034666069.1|DSUB
OG0007947	LOC6031331|XP_038112363.1|CQUI	LOC117901449|XP_034668085.1|DSUB
OG0007948	LOC6031340|XP_038111689.1|CQUI	LOC117902775|XP_034670259.1|DSUB
OG0007949	LOC6053570|XP_038110150.1|CQUI	LOC117903562|XP_034671658.1|DSUB
OG0007950	LOC6049612|XP_001866340.2|CQUI	LOC117901894|XP_034668747.1|DSUB
OG0007951	LOC6049613|XP_001866341.2|CQUI	LOC117900837|XP_034667239.1|DSUB
OG0007952	LOC6037377|XP_001847297.1|CQUI	LOC117900933|XP_034667390.1|DSUB
OG0007953	LOC6039578|XP_038113523.1|CQUI	LOC117902450|XP_034669736.1|DSUB
OG0007954	LOC6047192|XP_038111329.1|CQUI	LOC117901601|XP_034668304.1|DSUB
OG0007955	LOC6046731|XP_038107136.1|CQUI	LOC117902016|XP_034668954.1|DSUB
OG0007956	LOC6044545|XP_001862047.2|CQUI	LOC117902158|XP_034669188.1|DSUB
OG0007957	LOC6037104|XP_038114374.1|CQUI	LOC117902330|XP_034669514.1|DSUB
OG0007958	LOC6031942|XP_038107792.1|CQUI	LOC117891238|XP_034652519.1|DSUB
OG0007959	LOC6031944|XP_001842623.2|CQUI	LOC117900944|XP_034667404.1|DSUB
OG0007960	LOC6038267|XP_001848091.2|CQUI	LOC117901310|XP_034667910.1|DSUB
OG0007962	LOC6050857|XP_001867383.2|CQUI	LOC117903504|XP_034671475.1|DSUB
OG0007963	LOC6050870|XP_001867395.2|CQUI	LOC117901885|XP_034668734.1|DSUB
OG0007964	LOC6043906|XP_038109110.1|CQUI	LOC117901678|XP_034668411.1|DSUB
OG0007965	LOC6037001|XP_038114193.1|CQUI	LOC117901725|XP_034668494.1|DSUB
OG0007967	LOC6035248|XP_038112313.1|CQUI	LOC117900541|XP_034666830.1|DSUB
OG0007968	LOC6035256|XP_038107348.1|CQUI	LOC117900169|XP_034666301.1|DSUB
OG0007969	LOC6042127|XP_001851276.2|CQUI	LOC117901846|XP_034668680.1|DSUB
OG0007970	LOC6033188|XP_001843668.1|CQUI	LOC117891299|XP_034652597.1|DSUB
OG0007971	LOC6033134|XP_038109208.1|CQUI	LOC117894707|XP_034657783.1|DSUB
OG0007972	LOC6042108|XP_038113524.1|CQUI	LOC117892380|XP_034654482.1|DSUB
OG0007973	LOC6044258|XP_038113110.1|CQUI	LOC117900902|XP_034667350.1|DSUB
OG0007974	LOC6035273|XP_001845494.2|CQUI	LOC117896078|XP_034660009.1|DSUB
OG0007975	LOC6038621|XP_038113294.1|CQUI	LOC117899521|XP_034665469.1|DSUB
OG0007976	LOC6033140|XP_001843630.2|CQUI	LOC117891194|XP_034652424.1|DSUB
OG0007978	LOC6046363|XP_001863580.1|CQUI	LOC117902079|XP_034669063.1|DSUB
OG0007979	LOC6038927|XP_038109016.1|CQUI	LOC117901255|XP_034667839.1|DSUB
OG0007980	LOC6044234|XP_038109535.1|CQUI	LOC117901027|XP_034667521.1|DSUB
OG0007981	LOC6044232|XP_038112894.1|CQUI	LOC117889579|XP_034649876.1|DSUB
OG0007982	LOC6054392|XP_038107203.1|CQUI	LOC117902302|XP_034669474.1|DSUB
OG0007983	LOC6036446|XP_038107979.1|CQUI	LOC117900910|XP_034667361.1|DSUB
OG0007984	LOC6034404|XP_038111335.1|CQUI	LOC117900800|XP_034667176.1|DSUB
OG0007985	LOC119767549|XP_038112319.1|CQUI	LOC117900076|XP_034666171.1|DSUB
OG0007986	LOC6038879|XP_001848578.1|CQUI	LOC117901708|XP_034668470.1|DSUB
OG0007987	LOC6046635|XP_038112393.1|CQUI	LOC117900224|XP_034666398.1|DSUB
OG0007989	LOC6037900|XP_038114338.1|CQUI	LOC117901559|XP_034668248.1|DSUB
OG0007990	LOC6035778|XP_001845903.1|CQUI	LOC117901578|XP_034668270.1|DSUB
OG0007991	LOC6050920|XP_038111847.1|CQUI	LOC117902401|XP_034669628.1|DSUB
OG0007992	LOC6033303|XP_001843769.1|CQUI	LOC117900272|XP_034666474.1|DSUB
OG0007993	LOC6045774|XP_038110349.1|CQUI	LOC117899336|XP_034665165.1|DSUB
OG0007994	LOC6034885|XP_001845153.2|CQUI	LOC117900702|XP_034667045.1|DSUB
OG0007995	LOC6053417|XP_038107383.1|CQUI	LOC117900710|XP_034667059.1|DSUB
OG0007996	LOC6041782|XP_038108196.1|CQUI	LOC117903734|XP_034671979.1|DSUB
OG0007997	LOC6033314|XP_001843780.1|CQUI	LOC117894333|XP_034657207.1|DSUB
OG0007998	LOC6033321|XP_001843786.2|CQUI	LOC117900419|XP_034666672.1|DSUB
OG0007999	LOC6036011|XP_038113483.1|CQUI	LOC117901443|XP_034668077.1|DSUB
OG0008000	LOC6036012|XP_001846116.2|CQUI	LOC117900960|XP_034667426.1|DSUB
OG0008001	LOC6033632|XP_001844059.1|CQUI	LOC117901050|XP_034667553.1|DSUB
OG0008002	LOC6051686|XP_038108712.1|CQUI	LOC117902473|XP_034669772.1|DSUB
OG0008003	LOC119767122|XP_038110742.1|CQUI	LOC117900878|XP_034667297.1|DSUB
OG0008004	LOC6042667|XP_038118165.1|CQUI	LOC117903382|XP_034671255.1|DSUB
OG0008005	LOC6042666|XP_038116527.1|CQUI	LOC117903463|XP_034671394.1|DSUB
OG0008006	LOC6054098|XP_038120134.1|CQUI	LOC117903696|XP_034671926.1|DSUB
OG0008007	LOC6046099|XP_038115720.1|CQUI	LOC117900406|XP_034666656.1|DSUB
OG0008008	LOC6046094|XP_001863346.1|CQUI	LOC117894066|XP_034656809.1|DSUB
OG0008009	LOC6042671|XP_001853367.2|CQUI	LOC117895615|XP_034659259.1|DSUB
OG0008010	LOC6038998|XP_038114729.1|CQUI	LOC117892657|XP_034654928.1|DSUB
OG0008011	LOC6038989|XP_001848673.1|CQUI	LOC117892504|XP_034654671.1|DSUB
OG0008012	LOC6038988|XP_038120511.1|CQUI	LOC117892528|XP_034654720.1|DSUB
OG0008013	LOC6044755|XP_001862218.2|CQUI	LOC117891232|XP_034652468.1|DSUB
OG0008014	LOC6044751|XP_038120563.1|CQUI	LOC117896478|XP_034660709.1|DSUB
OG0008015	LOC6044746|XP_038117027.1|CQUI	LOC117893752|XP_034656377.1|DSUB
OG0008016	LOC6044745|XP_001862208.1|CQUI	LOC117893753|XP_034656378.1|DSUB
OG0008017	LOC6044724|XP_038119574.1|CQUI	LOC117890078|XP_034650628.1|DSUB
OG0008018	LOC6046262|XP_038118392.1|CQUI	LOC117894677|XP_034657749.1|DSUB
OG0008019	LOC6032202|XP_038119334.1|CQUI	LOC117903693|XP_034671923.1|DSUB
OG0008020	LOC6032219|XP_038117588.1|CQUI	LOC117896728|XP_034661084.1|DSUB
OG0008021	LOC6042209|XP_001851350.2|CQUI	LOC117890828|XP_034651801.1|DSUB
OG0008022	LOC6048309|XP_038120796.1|CQUI	LOC117899377|XP_034665250.1|DSUB
OG0008023	LOC6033044|XP_038118853.1|CQUI	LOC117889576|XP_034649869.1|DSUB
OG0008024	LOC6033051|XP_001843555.2|CQUI	LOC117894648|XP_034657716.1|DSUB
OG0008025	LOC6033059|XP_001843561.2|CQUI	LOC117903779|XP_034672095.1|DSUB
OG0008026	LOC6048223|XP_001865173.2|CQUI	LOC117890205|XP_034650828.1|DSUB
OG0008027	LOC6048229|XP_038121864.1|CQUI	LOC117902848|XP_034670343.1|DSUB
OG0008028	LOC6046350|XP_038114573.1|CQUI	LOC117898356|XP_034663580.1|DSUB
OG0008029	LOC6046357|XP_038118636.1|CQUI	LOC117897675|XP_034662574.1|DSUB
OG0008030	LOC6046066|XP_001863321.2|CQUI	LOC117897258|XP_034661873.1|DSUB
OG0008031	LOC6046064|XP_001863319.1|CQUI	LOC117900631|XP_034666951.1|DSUB
OG0008032	LOC6047437|XP_001864492.1|CQUI	LOC117899367|XP_034665237.1|DSUB
OG0008033	LOC6052405|XP_038114919.1|CQUI	LOC117896753|XP_034661114.1|DSUB
OG0008034	LOC6041793|XP_038115494.1|CQUI	LOC117896512|XP_034660757.1|DSUB
OG0008035	LOC6049307|XP_038116661.1|CQUI	LOC117896444|XP_034660668.1|DSUB
OG0008036	LOC6045172|XP_001862570.2|CQUI	LOC117899233|XP_034664997.1|DSUB
OG0008037	LOC6045170|XP_038119848.1|CQUI	LOC117899225|XP_034664990.1|DSUB
OG0008038	LOC6043263|XP_001870909.2|CQUI	LOC117894427|XP_034657380.1|DSUB
OG0008039	LOC6034965|XP_038120008.1|CQUI	LOC117897287|XP_034661920.1|DSUB
OG0008040	LOC6034972|XP_001845228.2|CQUI	LOC117899411|XP_034665289.1|DSUB
OG0008041	LOC119768626|XP_038114749.1|CQUI	LOC117899201|XP_034664968.1|DSUB
OG0008042	LOC6039375|XP_038119277.1|CQUI	LOC117897747|XP_034662678.1|DSUB
OG0008043	LOC6039780|XP_038117949.1|CQUI	LOC117903510|XP_034671485.1|DSUB
OG0008044	LOC6039750|XP_038114650.1|CQUI	LOC117902591|XP_034670022.1|DSUB
OG0008045	LOC6053009|XP_001869171.1|CQUI	LOC117899042|XP_034664696.1|DSUB
OG0008046	LOC6053010|XP_038118033.1|CQUI	LOC117897291|XP_034661923.1|DSUB
OG0008047	LOC6051115|XP_001867599.2|CQUI	LOC117899279|XP_034665075.1|DSUB
OG0008048	LOC6052041|XP_001868374.1|CQUI	LOC117897288|XP_034661921.1|DSUB
OG0008049	LOC6051106|XP_038116096.1|CQUI	LOC117899277|XP_034665072.1|DSUB
OG0008050	LOC6052050|XP_038116029.1|CQUI	LOC117896344|XP_034660478.1|DSUB
OG0008051	LOC6032261|XP_001842898.2|CQUI	LOC117898306|XP_034663473.1|DSUB
OG0008052	LOC6035005|XP_038116646.1|CQUI	LOC117895975|XP_034659825.1|DSUB
OG0008053	LOC6035028|XP_001845273.2|CQUI	LOC117899538|XP_034665503.1|DSUB
OG0008054	LOC6051464|XP_038118609.1|CQUI	LOC117903843|XP_034672194.1|DSUB
OG0008055	LOC6050291|XP_038118625.1|CQUI	LOC117903085|XP_034670779.1|DSUB
OG0008056	LOC6043885|XP_001861467.1|CQUI	LOC117901919|XP_034668782.1|DSUB
OG0008057	LOC6041238|XP_038119483.1|CQUI	LOC117898811|XP_034664356.1|DSUB
OG0008058	LOC6052873|XP_038119490.1|CQUI	LOC117898200|XP_034663311.1|DSUB
OG0008059	LOC6040340|XP_001849744.1|CQUI	LOC117898229|XP_034663355.1|DSUB
OG0008060	LOC6040297|XP_001849725.2|CQUI	LOC117897612|XP_034662467.1|DSUB
OG0008061	LOC6043480|XP_038115764.1|CQUI	LOC117897429|XP_034662162.1|DSUB
OG0008062	LOC6043492|XP_038115765.1|CQUI	LOC117898048|XP_034663102.1|DSUB
OG0008063	LOC6047730|XP_001864749.2|CQUI	LOC117897749|XP_034662679.1|DSUB
OG0008064	LOC6046879|XP_001864008.1|CQUI	LOC117903519|XP_034671524.1|DSUB
OG0008065	LOC119769800|XP_038119379.1|CQUI	LOC117897345|XP_034662014.1|DSUB
OG0008066	LOC6047586|XP_038117585.1|CQUI	LOC117901806|XP_034668614.1|DSUB
OG0008067	LOC6045141|XP_038115156.1|CQUI	LOC117903884|XP_034672274.1|DSUB
OG0008068	LOC6036940|XP_038118171.1|CQUI	LOC117903076|XP_034670762.1|DSUB
OG0008069	LOC6039802|XP_038121863.1|CQUI	LOC117898041|XP_034663089.1|DSUB
OG0008070	LOC6054149|XP_001870114.2|CQUI	LOC117897293|XP_034661926.1|DSUB
OG0008072	LOC6051691|XP_038115837.1|CQUI	LOC117889582|XP_034649879.1|DSUB
OG0008073	LOC6039735|XP_038119216.1|CQUI	LOC117902694|XP_034670130.1|DSUB
OG0008074	LOC6039731|XP_001849283.1|CQUI	LOC117898238|XP_034663372.1|DSUB
OG0008076	LOC6046672|XP_038118071.1|CQUI	LOC117903459|XP_034671387.1|DSUB
OG0008077	LOC6046664|XP_001863832.1|CQUI	LOC117898650|XP_034664112.1|DSUB
OG0008078	LOC6046662|XP_038118082.1|CQUI	LOC117903242|XP_034671039.1|DSUB
OG0008079	LOC6048017|XP_038118080.1|CQUI	LOC117891313|XP_034652621.1|DSUB
OG0008080	LOC6032504|XP_038116217.1|CQUI	LOC117903810|XP_034672141.1|DSUB
OG0008081	LOC6032507|XP_001843095.2|CQUI	LOC117903557|XP_034671652.1|DSUB
OG0008082	LOC6052669|XP_001868898.1|CQUI	LOC117896880|XP_034661300.1|DSUB
OG0008083	LOC6032540|XP_038118931.1|CQUI	LOC117899633|XP_034665681.1|DSUB
OG0008084	LOC6042556|XP_038116767.1|CQUI	LOC117896993|XP_034661441.1|DSUB
OG0008085	LOC6054112|XP_038121522.1|CQUI	LOC117896025|XP_034659924.1|DSUB
OG0008086	LOC6039526|XP_038118788.1|CQUI	LOC117898810|XP_034664353.1|DSUB
OG0008087	LOC6043451|XP_038115976.1|CQUI	LOC117903325|XP_034671159.1|DSUB
OG0008088	LOC6045555|XP_001862907.2|CQUI	LOC117903335|XP_034671173.1|DSUB
OG0008089	LOC119768910|XP_038116627.1|CQUI	LOC117894687|XP_034657757.1|DSUB
OG0008091	LOC6040157|XP_038119317.1|CQUI	LOC117897033|XP_034661503.1|DSUB
OG0008092	LOC6044869|XP_038118475.1|CQUI	LOC117896733|XP_034661088.1|DSUB
OG0008093	LOC6041570|XP_001850815.2|CQUI	LOC117889592|XP_034649894.1|DSUB
OG0008094	LOC6041571|XP_001850816.2|CQUI	LOC117902645|XP_034670061.1|DSUB
OG0008095	LOC6039222|XP_001848863.2|CQUI	LOC117899321|XP_034665143.1|DSUB
OG0008096	LOC6039219|XP_001848860.2|CQUI	LOC117903106|XP_034670820.1|DSUB
OG0008097	LOC6039217|XP_001848858.2|CQUI	LOC117892190|XP_034654173.1|DSUB
OG0008099	LOC6032736|XP_001843283.2|CQUI	LOC117894690|XP_034657759.1|DSUB
OG0008100	LOC6032750|XP_038115736.1|CQUI	LOC117896838|XP_034661248.1|DSUB
OG0008101	LOC6032761|XP_038122358.1|CQUI	LOC117891393|XP_034652769.1|DSUB
OG0008102	LOC6033832|XP_038116232.1|CQUI	LOC117895986|XP_034659862.1|DSUB
OG0008103	LOC6033819|XP_001844214.2|CQUI	LOC117891141|XP_034652296.1|DSUB
OG0008104	LOC6037762|XP_001847642.2|CQUI	LOC117895836|XP_034659669.1|DSUB
OG0008105	LOC6037756|XP_038119612.1|CQUI	LOC117899188|XP_034664941.1|DSUB
OG0008106	LOC6040843|XP_001850178.1|CQUI	LOC117894314|XP_034657176.1|DSUB
OG0008107	LOC6040821|XP_038119005.1|CQUI	LOC117898129|XP_034663214.1|DSUB
OG0008108	LOC6035845|XP_038114606.1|CQUI	LOC117903842|XP_034672193.1|DSUB
OG0008109	LOC6035831|XP_001845951.1|CQUI	LOC117903174|XP_034670910.1|DSUB
OG0008110	LOC6034009|XP_038118709.1|CQUI	LOC117901615|XP_034668339.1|DSUB
OG0008111	LOC6034013|XP_038120365.1|CQUI	LOC117900038|XP_034666159.1|DSUB
OG0008112	LOC6034014|XP_038114798.1|CQUI	LOC117903745|XP_034672026.1|DSUB
OG0008113	LOC6034017|XP_001844403.2|CQUI	LOC117903593|XP_034671708.1|DSUB
OG0008114	LOC6034018|XP_001844404.1|CQUI	LOC117903592|XP_034671707.1|DSUB
OG0008115	LOC6034019|XP_038122089.1|CQUI	LOC117903381|XP_034671253.1|DSUB
OG0008116	LOC6034023|XP_038120223.1|CQUI	LOC117896133|XP_034660092.1|DSUB
OG0008117	LOC6034039|XP_038120226.1|CQUI	LOC117903134|XP_034670865.1|DSUB
OG0008118	LOC6049668|XP_001866389.2|CQUI	LOC117901352|XP_034667995.1|DSUB
OG0008119	LOC6049667|XP_001866388.1|CQUI	LOC117897727|XP_034662648.1|DSUB
OG0008120	LOC6049659|XP_001866382.1|CQUI	LOC117903133|XP_034670857.1|DSUB
OG0008121	LOC6049660|XP_038122105.1|CQUI	LOC117890167|XP_034650756.1|DSUB
OG0008122	LOC6041874|XP_038122106.1|CQUI	LOC117893703|XP_034656489.1|DSUB
OG0008123	LOC6041872|XP_001851071.2|CQUI	LOC117903685|XP_034671914.1|DSUB
OG0008124	LOC6041861|XP_038122108.1|CQUI	LOC117890908|XP_034651916.1|DSUB
OG0008125	LOC6041864|XP_001851063.2|CQUI	LOC117889622|XP_034649961.1|DSUB
OG0008126	LOC6041883|XP_038119826.1|CQUI	LOC117903867|XP_034672248.1|DSUB
OG0008127	LOC119768736|XP_038115541.1|CQUI	LOC117903404|XP_034671289.1|DSUB
OG0008128	LOC119769820|XP_038119433.1|CQUI	LOC117900499|XP_034666783.1|DSUB
OG0008129	LOC6047952|XP_038119726.1|CQUI	LOC117890325|XP_034651016.1|DSUB
OG0008130	LOC6047947|XP_001864935.1|CQUI	LOC117903207|XP_034670985.1|DSUB
OG0008131	LOC6053025|XP_038115708.1|CQUI	LOC117897487|XP_034662267.1|DSUB
OG0008132	LOC6045455|XP_038120630.1|CQUI	LOC117897832|XP_034662785.1|DSUB
OG0008136	LOC6053318|XP_038112917.1|CQUI	LOC117902426|XP_034669677.1|DSUB
OG0008137	LOC6045835|XP_038114247.1|CQUI	LOC117896474|XP_034660704.1|DSUB
OG0008138	LOC6031523|XP_001842312.2|CQUI	LOC117894511|XP_034657511.1|DSUB
OG0008139	LOC6031520|XP_001842310.2|CQUI	LOC117889929|XP_034650348.1|DSUB
OG0008140	LOC6031516|XP_038109998.1|CQUI	LOC117889623|XP_034649962.1|DSUB, LOC117889627|XP_034649965.1|DSUB
OG0008141	LOC6031514|XP_038109991.1|CQUI	LOC117889596|XP_034649897.1|DSUB
OG0008142	LOC6031511|XP_038110052.1|CQUI	LOC117898580|XP_034664013.1|DSUB
OG0008143	LOC6031505|XP_038108403.1|CQUI	LOC117893346|XP_034655830.1|DSUB
OG0008144	LOC6031503|XP_001842293.1|CQUI	LOC117890806|XP_034651772.1|DSUB
OG0008145	LOC6031483|XP_038109700.1|CQUI	LOC117898093|XP_034663167.1|DSUB
OG0008146	LOC6031480|XP_001842280.1|CQUI	LOC117903674|XP_034649854.1|DSUB
OG0008147	LOC6031475|XP_038109031.1|CQUI	LOC117889569|XP_034654003.1|DSUB
OG0008148	LOC6041147|XP_038106453.1|CQUI	LOC117903831|XP_034672177.1|DSUB
OG0008149	LOC6036872|XP_038110245.1|CQUI	LOC117903113|XP_034670830.1|DSUB
OG0008150	LOC6036876|XP_001846857.2|CQUI	LOC117898426|XP_034663709.1|DSUB
OG0008151	LOC6036877|XP_038109047.1|CQUI	LOC117903740|XP_034671994.1|DSUB
OG0008152	LOC6036879|XP_038106435.1|CQUI	LOC117903747|XP_034672038.1|DSUB
OG0008153	LOC6046820|XP_001863959.2|CQUI	LOC117891172|XP_034652385.1|DSUB
OG0008154	LOC6046822|XP_001863961.2|CQUI	LOC117895084|XP_034658371.1|DSUB
OG0008155	LOC6040057|XP_001849528.1|CQUI	LOC117895079|XP_034658360.1|DSUB
OG0008156	LOC6042519|XP_038113927.1|CQUI	LOC117899334|XP_034665162.1|DSUB
OG0008157	LOC6054198|XP_038106277.1|CQUI	LOC117896216|XP_034660241.1|DSUB
OG0008158	LOC6043549|XP_001859687.1|CQUI	LOC117903546|XP_034671628.1|DSUB
OG0008159	LOC119767662|XP_038112656.1|CQUI	LOC117895879|XP_034659772.1|DSUB
OG0008160	LOC6052203|XP_038112566.1|CQUI	LOC117890482|XP_034651241.1|DSUB
OG0008161	LOC6043515|XP_001859475.2|CQUI	LOC117903518|XP_034671523.1|DSUB
OG0008162	LOC6043497|XP_038111385.1|CQUI	LOC117903391|XP_034671268.1|DSUB
OG0008163	LOC6049606|XP_038114084.1|CQUI	LOC117895492|XP_034659079.1|DSUB
OG0008164	LOC6035966|XP_038106058.1|CQUI	LOC117903605|XP_034671747.1|DSUB
OG0008165	LOC6035978|XP_038110312.1|CQUI	LOC117903042|XP_034670670.1|DSUB
OG0008166	LOC6035979|XP_038112126.1|CQUI	LOC117903046|XP_034670674.1|DSUB
OG0008167	LOC6040769|XP_038112127.1|CQUI	LOC117903135|XP_034670862.1|DSUB
OG0008168	LOC119767658|XP_038112625.1|CQUI	LOC117903127|XP_034670847.1|DSUB
OG0008169	LOC6051637|XP_001868047.1|CQUI	LOC117903821|XP_034672162.1|DSUB
OG0008170	LOC6051632|XP_038112878.1|CQUI	LOC117891345|XP_034652667.1|DSUB
OG0008171	LOC6045075|XP_038113552.1|CQUI	LOC117903440|XP_034671363.1|DSUB
OG0008172	LOC6035710|XP_001845841.2|CQUI	LOC117896688|XP_034661030.1|DSUB
OG0008173	LOC6042635|XP_001870697.2|CQUI	LOC117901982|XP_034668882.1|DSUB
OG0008174	LOC6037696|XP_001847583.2|CQUI	LOC117891153|XP_034652299.1|DSUB
OG0008175	LOC6037734|XP_038111157.1|CQUI	LOC117893835|XP_034656493.1|DSUB
OG0008176	LOC6048244|XP_038110660.1|CQUI	LOC117903120|XP_034670838.1|DSUB
OG0008177	LOC6035926|XP_001846036.2|CQUI	LOC117903083|XP_034670778.1|DSUB
OG0008178	LOC6035924|XP_038109286.1|CQUI	LOC117892142|XP_034654075.1|DSUB
OG0008179	LOC119767663|XP_038112657.1|CQUI	LOC117900338|XP_034666571.1|DSUB
OG0008180	LOC6041404|XP_038109221.1|CQUI	LOC117903616|XP_034671763.1|DSUB
OG0008181	LOC6035913|XP_038109520.1|CQUI	LOC117903618|XP_034671765.1|DSUB
OG0008182	LOC6052173|XP_038110886.1|CQUI	LOC117892300|XP_034654336.1|DSUB
OG0008183	LOC6051249|XP_038109303.1|CQUI	LOC117890947|XP_034651973.1|DSUB
OG0008184	LOC6051852|XP_038112518.1|CQUI	LOC117899033|XP_034664682.1|DSUB
OG0008185	LOC6050741|XP_038106074.1|CQUI	LOC117896180|XP_034660155.1|DSUB
OG0008186	LOC6042907|XP_001853971.1|CQUI	LOC117892391|XP_034654498.1|DSUB
OG0008187	LOC6042908|XP_001853980.1|CQUI	LOC117892398|XP_034654505.1|DSUB
OG0008188	LOC6048573|XP_001865476.1|CQUI	LOC117902090|XP_034669077.1|DSUB
OG0008189	LOC6053364|XP_001869459.2|CQUI	LOC117901888|XP_034668741.1|DSUB
OG0008190	LOC6040363|XP_001849763.2|CQUI	LOC117895634|XP_034659280.1|DSUB
OG0008191	LOC6053985|XP_038110497.1|CQUI	LOC117903780|XP_034672096.1|DSUB
OG0008192	LOC6040373|XP_001849773.2|CQUI	LOC117897845|XP_034662806.1|DSUB
OG0008193	LOC6042949|XP_001870887.2|CQUI	LOC117903473|XP_034671419.1|DSUB
OG0008194	LOC6041666|XP_001850893.1|CQUI	LOC117900806|XP_034667184.1|DSUB
OG0008195	LOC6049362|XP_038112668.1|CQUI	LOC117892644|XP_034654889.1|DSUB
OG0008196	LOC6042923|XP_038107966.1|CQUI	LOC117892492|XP_034654649.1|DSUB
OG0008197	LOC6051714|XP_038109679.1|CQUI	LOC117894154|XP_034656941.1|DSUB
OG0008198	LOC6051718|XP_038112515.1|CQUI	LOC117903343|XP_034671182.1|DSUB
OG0008199	LOC6048569|XP_038109628.1|CQUI	LOC117893854|XP_034656515.1|DSUB
OG0008200	LOC6051842|XP_038112996.1|CQUI	LOC117890564|XP_034651389.1|DSUB
OG0008201	LOC6032304|XP_001842936.2|CQUI	LOC117895076|XP_034658356.1|DSUB
OG0008202	LOC6032305|XP_038110842.1|CQUI	LOC117894844|XP_034657985.1|DSUB
OG0008203	LOC6032342|XP_038108338.1|CQUI	LOC117895283|XP_034658710.1|DSUB
OG0008204	LOC6038332|XP_001848153.2|CQUI	LOC117903678|XP_034671907.1|DSUB
OG0008205	LOC6042380|XP_001851505.1|CQUI	LOC117903362|XP_034671208.1|DSUB
OG0008206	LOC6040189|XP_038108466.1|CQUI	LOC117895827|XP_034659655.1|DSUB
OG0008207	LOC6053105|XP_001869254.2|CQUI	LOC117893106|XP_034655430.1|DSUB
OG0008208	LOC119766934|XP_038109410.1|CQUI	LOC117890498|XP_034651280.1|DSUB
OG0008209	LOC119767727|XP_038112995.1|CQUI	LOC117894906|XP_034658092.1|DSUB
OG0008210	LOC6043823|XP_038114298.1|CQUI	LOC117900367|XP_034666606.1|DSUB
OG0008211	LOC6036086|XP_038110799.1|CQUI	LOC117901484|XP_034668143.1|DSUB
OG0008212	LOC6047576|XP_001864618.2|CQUI	LOC117893878|XP_034656541.1|DSUB
OG0008213	LOC6047567|XP_038111659.1|CQUI	LOC117897679|XP_034662584.1|DSUB
OG0008214	LOC6052256|XP_001868547.1|CQUI	LOC117895197|XP_034658569.1|DSUB
OG0008215	LOC6037437|XP_038113579.1|CQUI	LOC117894712|XP_034657826.1|DSUB
OG0008216	LOC6051907|XP_038107396.1|CQUI	LOC117894772|XP_034657887.1|DSUB
OG0008217	LOC6043105|XP_038109643.1|CQUI	LOC117903213|XP_034670994.1|DSUB
OG0008218	LOC119766985|XP_038109837.1|CQUI	LOC117891600|XP_034653024.1|DSUB
OG0008219	LOC6036718|XP_038107797.1|CQUI	LOC117903664|XP_034671876.1|DSUB
OG0008220	LOC119767055|XP_038110355.1|CQUI	LOC117903824|XP_034672164.1|DSUB
OG0008221	LOC6036699|XP_038107195.1|CQUI	LOC117902708|XP_034670153.1|DSUB
OG0008222	LOC6037653|XP_038110606.1|CQUI	LOC117893004|XP_034655251.1|DSUB
OG0008223	LOC6043283|XP_038107834.1|CQUI	LOC117893212|XP_034655631.1|DSUB
OG0008224	LOC6034548|XP_001844848.2|CQUI	LOC117894645|XP_034657708.1|DSUB
OG0008225	LOC6037198|XP_001847128.2|CQUI	LOC117903327|XP_034671161.1|DSUB
OG0008226	LOC6040543|XP_038109157.1|CQUI	LOC117898968|XP_034664603.1|DSUB
OG0008227	LOC6048864|XP_001865706.2|CQUI	LOC117898130|XP_034663215.1|DSUB
OG0008228	LOC6051155|XP_038104552.1|CQUI	LOC117897715|XP_034662629.1|DSUB
OG0008229	LOC6034731|XP_001845011.2|CQUI	LOC117896251|XP_034660312.1|DSUB
OG0008230	LOC6049544|XP_001866279.2|CQUI	LOC117896691|XP_034661032.1|DSUB
OG0008231	LOC119769280|XP_038117176.1|CQUI, LOC119769265|XP_038117143.1|CQUI	LOC117898333|XP_034663547.1|DSUB
OG0008232	LOC6032466|XP_001843059.1|CQUI	LOC117895473|XP_034659042.1|DSUB
OG0008235	LOC6035866|XP_001845980.1|CQUI	LOC117890087|XP_034650640.1|DSUB
OG0008236	LOC6031521|XP_001842311.1|CQUI	LOC117892143|XP_034654073.1|DSUB
OG0008237	LOC6045923|XP_038117975.1|CQUI	LOC117892662|XP_034654940.1|DSUB
OG0008238	LOC6038248|XP_038118215.1|CQUI	LOC117895695|XP_034659432.1|DSUB
OG0008239	LOC6039427|XP_038119746.1|CQUI	LOC117893374|XP_034655859.1|DSUB
OG0008240	LOC6036408|XP_001846461.2|CQUI	LOC117891630|XP_034653063.1|DSUB
OG0008243	LOC6045556|XP_038119016.1|CQUI	LOC117892542|XP_034654742.1|DSUB
OG0008246	LOC6038872|XP_001848571.2|CQUI	LOC117890550|XP_034651371.1|DSUB
OG0008266	LOC6044327|XP_001861857.2|CQUI	LOC117899545|XP_034665518.1|DSUB
OG0008267	LOC6038206|XP_038112962.1|CQUI	LOC117896575|XP_034660867.1|DSUB
OG0008268	LOC6044316|XP_001861848.2|CQUI	LOC117899957|XP_034666002.1|DSUB
