Orthogroup	CQUI.longest_only	DBIA.longest_only
OG0006531	LOC6040255|XP_001849693.2|CQUI	LOC108027130|XP_016953838.1|DBIA
OG0006532	LOC6039067|XP_001848745.2|CQUI	LOC108027035|XP_016953721.1|DBIA
OG0006533	LOC6039086|XP_001848757.2|CQUI	LOC108023100|XP_016947853.1|DBIA
OG0006536	LOC6040881|XP_038113052.1|CQUI	LOC108027283|XP_016954159.1|DBIA
OG0006537	LOC6040705|XP_038105548.1|CQUI	LOC108025094|XP_016950845.1|DBIA
OG0006538	LOC6033016|XP_038106303.1|CQUI	LOC108024631|XP_016950161.1|DBIA
OG0006539	LOC6032988|XP_001843499.2|CQUI	LOC108024587|XP_016950084.1|DBIA
OG0006540	LOC6033726|XP_038104755.1|CQUI	LOC108032075|XP_016961384.1|DBIA
OG0006541	LOC6039905|XP_001849403.1|CQUI	LOC108026447|XP_016952875.1|DBIA
OG0006542	LOC6039906|XP_001849404.2|CQUI	LOC108026446|XP_016952874.1|DBIA
OG0006543	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI	LOC108025299|XP_016951179.1|DBIA
OG0006545	LOC6038041|XP_001847885.1|CQUI	LOC108023282|XP_016948063.1|DBIA
OG0006546	LOC6038043|XP_038105842.1|CQUI	LOC108031837|XP_016961075.1|DBIA
OG0006547	LOC6042394|XP_038108420.1|CQUI	LOC108031496|XP_016960478.1|DBIA
OG0006548	LOC6040941|XP_001850269.2|CQUI	LOC108031077|XP_016959771.1|DBIA
OG0006551	LOC6032041|XP_038122808.1|CQUI	LOC108035818|XP_016967055.1|DBIA
OG0006552	LOC6032043|XP_001842709.2|CQUI	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA
OG0006553	LOC6032060|XP_001842726.2|CQUI	LOC108025238|XP_016951073.1|DBIA
OG0006554	LOC6032074|XP_038115674.1|CQUI	LOC108027191|XP_016953981.1|DBIA
OG0006555	LOC119765670|XP_038105987.1|CQUI	LOC108024958|XP_016950683.1|DBIA
OG0006556	LOC6032087|XP_038105140.1|CQUI	LOC108030975|XP_016959664.1|DBIA
OG0006557	LOC6033172|XP_038114436.1|CQUI	LOC108024671|XP_016950228.1|DBIA
OG0006558	LOC6035197|XP_038111508.1|CQUI	LOC108031204|XP_016959916.1|DBIA
OG0006559	LOC6035199|XP_038114547.1|CQUI	LOC108031146|XP_016959850.1|DBIA
OG0006560	LOC6035204|XP_001845433.2|CQUI	LOC108025375|XP_016951332.1|DBIA
OG0006561	LOC6035205|XP_001845434.2|CQUI	LOC108025251|XP_016951092.1|DBIA
OG0006566	LOC6033959|XP_038104808.1|CQUI	LOC108024594|XP_016950091.1|DBIA
OG0006567	LOC6040905|XP_001850233.2|CQUI	LOC108024402|XP_016949803.1|DBIA
OG0006568	LOC6040906|XP_001850234.2|CQUI	LOC108024747|XP_016950343.1|DBIA
OG0006569	LOC6040907|XP_038105298.1|CQUI	LOC108028618|XP_016956026.1|DBIA
OG0006570	LOC6040909|XP_038122837.1|CQUI	LOC108032907|XP_016962456.1|DBIA
OG0006571	LOC6040915|XP_001850243.1|CQUI	LOC108031783|XP_016960986.1|DBIA
OG0006572	LOC6040931|XP_001850259.2|CQUI	LOC108031080|XP_016959775.1|DBIA
OG0006573	LOC6040933|XP_001850261.1|CQUI	LOC108027371|XP_016954285.1|DBIA
OG0006574	LOC6035402|XP_038114426.1|CQUI	LOC108031924|XP_016961185.1|DBIA
OG0006575	LOC6037343|XP_001847267.1|CQUI	LOC108026007|XP_016952186.1|DBIA
OG0006580	LOC6033963|XP_001844351.1|CQUI	LOC108024730|XP_016950316.1|DBIA
OG0006581	LOC6033968|XP_038104320.1|CQUI	LOC108032876|XP_016962366.1|DBIA
OG0006582	LOC6033972|XP_038104680.1|CQUI	LOC108031722|XP_016960881.1|DBIA
OG0006583	LOC6033975|XP_038112416.1|CQUI	LOC108024692|XP_016950260.1|DBIA
OG0006584	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI	LOC108029215|XP_016956895.1|DBIA
OG0006586	LOC6032033|XP_001842700.2|CQUI	LOC108025282|XP_016951147.1|DBIA
OG0006587	LOC6032034|XP_001842701.2|CQUI	LOC108025279|XP_016951141.1|DBIA
OG0006588	LOC6032023|XP_038122951.1|CQUI	LOC108025033|XP_016950781.1|DBIA
OG0006589	LOC6032008|XP_001842676.1|CQUI	LOC108027353|XP_016954261.1|DBIA
OG0006590	LOC6032006|XP_038105254.1|CQUI	LOC108027396|XP_016954323.1|DBIA
OG0006591	LOC6053565|XP_038115742.1|CQUI	LOC108028247|XP_016955419.1|DBIA
OG0006592	LOC6032784|XP_038119498.1|CQUI	LOC108032248|XP_016961601.1|DBIA
OG0006593	LOC6032779|XP_001843320.2|CQUI	LOC108031068|XP_016959763.1|DBIA
OG0006594	LOC6032786|XP_001843325.2|CQUI	LOC108035634|XP_016966824.1|DBIA
OG0006595	LOC6032806|XP_038116443.1|CQUI	LOC108036561|XP_016968289.1|DBIA
OG0006597	LOC6032814|XP_038118603.1|CQUI	LOC108035225|XP_016966244.1|DBIA
OG0006598	LOC6032818|XP_001843355.2|CQUI	LOC108034874|XP_016965566.1|DBIA
OG0006599	LOC6032823|XP_001843360.2|CQUI	LOC108028424|XP_016955743.1|DBIA
OG0006600	LOC6032825|XP_038115305.1|CQUI	LOC108028457|XP_016955794.1|DBIA
OG0006601	LOC6032829|XP_001843367.1|CQUI	LOC108034929|XP_016965676.1|DBIA
OG0006602	LOC6032831|XP_001843368.2|CQUI	LOC108034930|XP_016965677.1|DBIA
OG0006603	LOC6032832|XP_038119769.1|CQUI	LOC108034923|XP_016965668.1|DBIA
OG0006604	LOC6032835|XP_001843372.2|CQUI	LOC108030524|XP_016958902.1|DBIA
OG0006605	LOC6032839|XP_038119245.1|CQUI	LOC108033229|XP_016962985.1|DBIA
OG0006606	LOC6032845|XP_038120209.1|CQUI	LOC108028283|XP_016955477.1|DBIA
OG0006607	LOC6032846|XP_038120210.1|CQUI	LOC108034917|XP_016965658.1|DBIA
OG0006608	LOC6032860|XP_001843385.1|CQUI	LOC108032932|XP_016962491.1|DBIA
OG0006609	LOC6032900|XP_038116291.1|CQUI	LOC108031901|XP_016961158.1|DBIA
OG0006610	LOC6032908|XP_038114526.1|CQUI	LOC108035183|XP_016966145.1|DBIA
OG0006611	LOC6032911|XP_038116284.1|CQUI	LOC108035421|XP_016966531.1|DBIA
OG0006612	LOC6032913|XP_001843437.2|CQUI	LOC108034557|XP_016964974.1|DBIA
OG0006613	LOC6049338|XP_038119131.1|CQUI	LOC108035599|XP_016966765.1|DBIA
OG0006614	LOC6049340|XP_038117963.1|CQUI	LOC108035571|XP_016966729.1|DBIA
OG0006615	LOC6031073|XP_038119046.1|CQUI	LOC108035529|XP_016966687.1|DBIA
OG0006616	LOC6031070|XP_038122390.1|CQUI	LOC108029468|XP_016957212.1|DBIA
OG0006617	LOC6031075|XP_001841926.2|CQUI	LOC108028600|XP_016956007.1|DBIA
OG0006618	LOC6031094|XP_038120256.1|CQUI	LOC108034911|XP_016965645.1|DBIA
OG0006619	LOC6054042|XP_038116192.1|CQUI	LOC108035323|XP_016966387.1|DBIA
OG0006620	LOC6054046|XP_038119442.1|CQUI	LOC108035563|XP_016966720.1|DBIA
OG0006621	LOC6053563|XP_038116160.1|CQUI	LOC108028722|XP_016956169.1|DBIA
OG0006622	LOC6038682|XP_001848437.1|CQUI	LOC108030433|XP_016958813.1|DBIA
OG0006623	LOC6038685|XP_001848438.1|CQUI	LOC108030852|XP_016959483.1|DBIA
OG0006624	LOC6042801|XP_001870804.1|CQUI	LOC108030051|XP_016958116.1|DBIA
OG0006625	LOC6042805|XP_038118695.1|CQUI	LOC108030056|XP_016958128.1|DBIA
OG0006626	LOC6042807|XP_001870806.1|CQUI	LOC108023895|XP_016949069.1|DBIA
OG0006627	LOC6042812|XP_001870810.1|CQUI	LOC108029503|XP_016957276.1|DBIA
OG0006628	LOC6042813|XP_038114854.1|CQUI	LOC108029502|XP_016957272.1|DBIA
OG0006629	LOC6047864|XP_038115147.1|CQUI	LOC108022734|XP_016947312.1|DBIA
OG0006630	LOC6048061|XP_038120956.1|CQUI	LOC108022277|XP_016946625.1|DBIA
OG0006631	LOC6041055|XP_001850366.1|CQUI	LOC108034564|XP_016964982.1|DBIA
OG0006632	LOC6041049|XP_001850360.2|CQUI	LOC108029534|XP_016957332.1|DBIA
OG0006633	LOC6041046|XP_038118777.1|CQUI	LOC108030646|XP_016959152.1|DBIA
OG0006634	LOC6041037|XP_001850348.2|CQUI	LOC108029185|XP_016956845.1|DBIA
OG0006635	LOC6041035|XP_038120749.1|CQUI	LOC108027790|XP_016954847.1|DBIA
OG0006636	LOC6031118|XP_038119744.1|CQUI	LOC108025984|XP_016952168.1|DBIA
OG0006637	LOC6031124|XP_001841968.2|CQUI	LOC108028544|XP_016955931.1|DBIA
OG0006638	LOC6031142|XP_001841985.1|CQUI	LOC108036567|XP_016968303.1|DBIA
OG0006639	LOC6031149|XP_038117683.1|CQUI	LOC108036338|XP_016967869.1|DBIA
OG0006640	LOC6030967|XP_038121634.1|CQUI	LOC108029727|XP_016957699.1|DBIA
OG0006641	LOC6030964|XP_038115430.1|CQUI	LOC108036343|XP_016967888.1|DBIA
OG0006642	LOC6030971|XP_038115394.1|CQUI	LOC108022471|XP_016946910.1|DBIA
OG0006643	LOC6030969|XP_001841820.1|CQUI	LOC108026657|XP_016953183.1|DBIA
OG0006644	LOC6050938|XP_001867452.2|CQUI	LOC108028644|XP_016956057.1|DBIA
OG0006645	LOC6043934|XP_038121710.1|CQUI	LOC108032594|XP_016961996.1|DBIA
OG0006646	LOC6043933|XP_038118699.1|CQUI	LOC108030049|XP_016958113.1|DBIA
OG0006647	LOC6041015|XP_038117569.1|CQUI	LOC108030225|XP_016958501.1|DBIA
OG0006648	LOC119770424|XP_038121222.1|CQUI	LOC108034626|XP_016965051.1|DBIA
OG0006649	LOC6053035|XP_038115035.1|CQUI	LOC108026717|XP_016953314.1|DBIA
OG0006650	LOC6051597|XP_038121932.1|CQUI	LOC108030126|XP_016958319.1|DBIA
OG0006651	LOC6040647|XP_038118734.1|CQUI	LOC108028273|XP_016955462.1|DBIA
OG0006652	LOC6043376|XP_001858629.2|CQUI	LOC108028746|XP_016956204.1|DBIA
OG0006653	LOC6039565|XP_038120864.1|CQUI	LOC108034869|XP_016965554.1|DBIA
OG0006654	LOC6039556|XP_038120455.1|CQUI	LOC108031074|XP_016959772.1|DBIA
OG0006655	LOC6049638|XP_038116545.1|CQUI	LOC108034894|XP_016965597.1|DBIA
OG0006656	LOC6039883|XP_038116070.1|CQUI	LOC108035057|XP_016965927.1|DBIA
OG0006657	LOC6043329|XP_001858472.1|CQUI	LOC108022876|XP_016947560.1|DBIA
OG0006658	LOC6043696|XP_038116551.1|CQUI	LOC108035341|XP_016966416.1|DBIA
OG0006659	LOC6043712|XP_038119008.1|CQUI	LOC108035451|XP_016966578.1|DBIA
OG0006660	LOC6049802|XP_038122077.1|CQUI	LOC108028682|XP_016956110.1|DBIA
OG0006661	LOC6053906|XP_038115654.1|CQUI	LOC108028434|XP_016955753.1|DBIA
OG0006662	LOC6044060|XP_038121720.1|CQUI	LOC108027787|XP_016954844.1|DBIA
OG0006663	LOC6047531|XP_038115090.1|CQUI	LOC108028622|XP_016956031.1|DBIA
OG0006664	LOC6035307|XP_001845524.2|CQUI	LOC108032096|XP_016961413.1|DBIA
OG0006665	LOC119769907|XP_038119658.1|CQUI	LOC108027891|XP_016955002.1|DBIA
OG0006666	LOC6049351|XP_001866124.2|CQUI	LOC108030341|XP_016958694.1|DBIA
OG0006667	LOC6048046|XP_001865018.2|CQUI	LOC108028501|XP_016955866.1|DBIA
OG0006668	LOC6051541|XP_001867969.1|CQUI	LOC108029424|XP_016957157.1|DBIA
OG0006669	LOC6044584|XP_001862064.2|CQUI	LOC108028031|XP_016955158.1|DBIA
OG0006670	LOC6044575|XP_001862065.1|CQUI	LOC108028750|XP_016956209.1|DBIA
OG0006671	LOC6040318|XP_038118531.1|CQUI	LOC108028416|XP_016955724.1|DBIA
OG0006672	LOC6044571|XP_038120372.1|CQUI	LOC108034880|XP_016965574.1|DBIA
OG0006673	LOC6044585|XP_001862069.2|CQUI	LOC108035333|XP_016966400.1|DBIA
OG0006674	LOC6031024|XP_038121248.1|CQUI	LOC108028288|XP_016955491.1|DBIA
OG0006675	LOC6031023|XP_001841875.1|CQUI	LOC108034529|XP_016964944.1|DBIA
OG0006676	LOC6031048|XP_001841897.1|CQUI	LOC108028413|XP_016955720.1|DBIA
OG0006677	LOC6031050|XP_038119718.1|CQUI	LOC108034964|XP_016965762.1|DBIA
OG0006678	LOC6031060|XP_001841909.1|CQUI	LOC108028325|XP_016955546.1|DBIA
OG0006679	LOC119770544|XP_038121524.1|CQUI	LOC108034846|XP_016965467.1|DBIA
OG0006680	LOC6034064|XP_038117953.1|CQUI	LOC108025328|XP_016951243.1|DBIA
OG0006681	LOC6034073|XP_001844448.1|CQUI	LOC108028414|XP_016955721.1|DBIA
OG0006682	LOC6034074|XP_038117773.1|CQUI	LOC108028621|XP_016956030.1|DBIA
OG0006683	LOC119769436|XP_038117775.1|CQUI	LOC108028839|XP_016956319.1|DBIA
OG0006684	LOC6034079|XP_038117614.1|CQUI	LOC108034963|XP_016965761.1|DBIA
OG0006685	LOC6034089|XP_001844458.1|CQUI	LOC108036434|XP_016968063.1|DBIA
OG0006686	LOC6034096|XP_038121360.1|CQUI	LOC108028331|XP_016955560.1|DBIA
OG0006687	LOC6031019|XP_001841871.1|CQUI, LOC6031020|XP_001841872.1|CQUI	LOC108035742|XP_016966927.1|DBIA
OG0006688	LOC6031007|XP_001841860.2|CQUI	LOC108028039|XP_016955166.1|DBIA
OG0006689	LOC6042817|XP_001870815.1|CQUI	LOC108034465|XP_016964838.1|DBIA
OG0006690	LOC6044080|XP_038120451.1|CQUI	LOC108025613|XP_016951639.1|DBIA
OG0006691	LOC6044064|XP_001861635.2|CQUI	LOC108035151|XP_016966082.1|DBIA
OG0006692	LOC6044066|XP_038118147.1|CQUI	LOC108030654|XP_016959163.1|DBIA
OG0006693	LOC6044065|XP_001861632.2|CQUI	LOC108035433|XP_016966554.1|DBIA
OG0006694	LOC6047004|XP_038117893.1|CQUI	LOC108023536|XP_016948592.1|DBIA
OG0006695	LOC6044970|XP_038118723.1|CQUI	LOC108035289|XP_016966345.1|DBIA
OG0006697	LOC6044664|XP_038115254.1|CQUI	LOC108035505|XP_016966652.1|DBIA
OG0006698	LOC6044662|XP_001862141.1|CQUI	LOC108035138|XP_016966069.1|DBIA
OG0006699	LOC6045676|XP_038118464.1|CQUI	LOC108035278|XP_016966330.1|DBIA
OG0006700	LOC6045668|XP_001862987.2|CQUI	LOC108030302|XP_016958629.1|DBIA
OG0006701	LOC6047367|XP_001864439.2|CQUI	LOC108036652|XP_016968421.1|DBIA
OG0006702	LOC6038822|XP_038114518.1|CQUI	LOC108031020|XP_016959712.1|DBIA
OG0006703	LOC6038795|XP_001848518.2|CQUI	LOC108035668|XP_016966864.1|DBIA
OG0006704	LOC6038796|XP_001848519.1|CQUI	LOC108035669|XP_016966865.1|DBIA
OG0006705	LOC6043702|XP_038119812.1|CQUI	LOC108036453|XP_016968101.1|DBIA
OG0006706	LOC6052331|XP_001868622.2|CQUI	LOC108023055|XP_016947791.1|DBIA
OG0006707	LOC6038671|XP_038120755.1|CQUI	LOC108026760|XP_016953389.1|DBIA
OG0006708	LOC6043710|XP_038120611.1|CQUI	LOC108024238|XP_016949608.1|DBIA
OG0006709	LOC6043638|XP_001861012.2|CQUI	LOC108036333|XP_016967861.1|DBIA
OG0006710	LOC6053063|XP_038121216.1|CQUI	LOC108028284|XP_016955482.1|DBIA
OG0006711	LOC6040596|XP_038121221.1|CQUI	LOC108027960|XP_016955074.1|DBIA
OG0006712	LOC6044640|XP_038121652.1|CQUI	LOC108035041|XP_016965900.1|DBIA
OG0006713	LOC6044644|XP_038115795.1|CQUI	LOC108035559|XP_016966716.1|DBIA
OG0006714	LOC6044643|XP_001862125.2|CQUI	LOC108035676|XP_016966874.1|DBIA
OG0006715	LOC6042838|XP_001870835.2|CQUI	LOC108028613|XP_016956022.1|DBIA
OG0006716	LOC6042835|XP_038118175.1|CQUI	LOC108027818|XP_016954886.1|DBIA
OG0006717	LOC6042836|XP_001870833.1|CQUI	LOC108030687|XP_016959210.1|DBIA
OG0006718	LOC6044577|XP_001862070.1|CQUI	LOC108030572|XP_016958972.1|DBIA
OG0006719	LOC6039535|XP_038121609.1|CQUI	LOC108034556|XP_016964973.1|DBIA
OG0006720	LOC6039549|XP_038121620.1|CQUI	LOC108028840|XP_016956322.1|DBIA
OG0006721	LOC6037615|XP_001847506.2|CQUI	LOC108035354|XP_016966436.1|DBIA
OG0006722	LOC119770118|XP_038120366.1|CQUI	LOC108035633|XP_016966823.1|DBIA
OG0006723	LOC119769396|XP_038117488.1|CQUI	LOC108034130|XP_016964407.1|DBIA
OG0006724	LOC6052419|XP_038119680.1|CQUI	LOC108031963|XP_016961241.1|DBIA
OG0006725	LOC119770431|XP_038121255.1|CQUI	LOC108032120|XP_016961442.1|DBIA
OG0006726	LOC6042228|XP_038121256.1|CQUI	LOC108024599|XP_016950099.1|DBIA
OG0006727	LOC119769401|XP_038117521.1|CQUI	LOC108031904|XP_016961160.1|DBIA
OG0006728	LOC6047339|XP_038120621.1|CQUI	LOC108031334|XP_016960076.1|DBIA
OG0006730	LOC6042307|XP_001851437.1|CQUI	LOC108036243|XP_016967740.1|DBIA
OG0006731	LOC6042308|XP_038118870.1|CQUI	LOC108034054|XP_016964298.1|DBIA
OG0006732	LOC119770834|XP_038122319.1|CQUI	LOC108034594|XP_016965015.1|DBIA
OG0006736	LOC6051588|XP_001868007.1|CQUI	LOC108035334|XP_016966401.1|DBIA
OG0006737	LOC6048905|XP_001865745.2|CQUI	LOC108028057|XP_016955184.1|DBIA
OG0006738	LOC6050238|XP_001866877.2|CQUI	LOC108029665|XP_016957581.1|DBIA
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC108028372|XP_016955652.1|DBIA
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC108035004|XP_016965836.1|DBIA
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC108035003|XP_016965834.1|DBIA
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC108026198|XP_016952479.1|DBIA
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC108029149|XP_016956769.1|DBIA
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC108024541|XP_016950002.1|DBIA
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC108035512|XP_016966663.1|DBIA
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC108024149|XP_016949439.1|DBIA
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC108035251|XP_016966278.1|DBIA
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC108024878|XP_016950511.1|DBIA
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC108034593|XP_016965014.1|DBIA
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC108034654|XP_016965082.1|DBIA
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC108029507|XP_016957284.1|DBIA
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC108030819|XP_016959423.1|DBIA
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC108028820|XP_016956296.1|DBIA
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC108027997|XP_016955113.1|DBIA
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC108035122|XP_016966042.1|DBIA
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC108035121|XP_016966041.1|DBIA
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC108028268|XP_016955454.1|DBIA
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC108027169|XP_016953938.1|DBIA
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC108027550|XP_016954502.1|DBIA
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC108030404|XP_016958778.1|DBIA
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC108036911|XP_016968806.1|DBIA
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC108030366|XP_016958724.1|DBIA
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC108028920|XP_016956431.1|DBIA
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC108028704|XP_016956142.1|DBIA
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC108028701|XP_016956137.1|DBIA
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC108028738|XP_016956193.1|DBIA
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC108028114|XP_016955252.1|DBIA
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC108036317|XP_016967818.1|DBIA
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC108034950|XP_016965723.1|DBIA
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC108030800|XP_016959371.1|DBIA
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC108035233|XP_016966252.1|DBIA
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC108035462|XP_016966596.1|DBIA
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC108034410|XP_016964781.1|DBIA
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC108034512|XP_016964925.1|DBIA
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC108030088|XP_016958218.1|DBIA
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC108028611|XP_016956021.1|DBIA
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC108035408|XP_016966517.1|DBIA
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC108029277|XP_016956968.1|DBIA
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC108030021|XP_016958026.1|DBIA
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC108035129|XP_016966051.1|DBIA
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC108026873|XP_016953550.1|DBIA
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC108030299|XP_016958622.1|DBIA
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC108030604|XP_016959080.1|DBIA
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC108030607|XP_016959085.1|DBIA
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC108033075|XP_016962733.1|DBIA
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC108027883|XP_016954988.1|DBIA
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC108035696|XP_016966906.1|DBIA
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC108034515|XP_016964928.1|DBIA
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC108034935|XP_016965688.1|DBIA
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC108030185|XP_016958422.1|DBIA
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC108035459|XP_016966589.1|DBIA
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC108030921|XP_016959604.1|DBIA
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC108035215|XP_016966224.1|DBIA
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC108029357|XP_016957073.1|DBIA
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC108034976|XP_016965783.1|DBIA
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC108034883|XP_016965580.1|DBIA
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC108023664|XP_016948774.1|DBIA
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC108030236|XP_016958517.1|DBIA
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC108022283|XP_016946631.1|DBIA
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC108035318|XP_016966380.1|DBIA
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC108029664|XP_016957580.1|DBIA
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC108035257|XP_016966292.1|DBIA
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC108030850|XP_016959477.1|DBIA
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC108036622|XP_016968382.1|DBIA
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC108034649|XP_016965077.1|DBIA
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC108035313|XP_016966376.1|DBIA
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC108025113|XP_016950867.1|DBIA
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC108034740|XP_016965173.1|DBIA
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC108024421|XP_016949831.1|DBIA
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC108034925|XP_016965670.1|DBIA
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC108035144|XP_016966076.1|DBIA
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC108035352|XP_016966432.1|DBIA
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC108035569|XP_016966727.1|DBIA
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC108031115|XP_016959819.1|DBIA
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC108030741|XP_016959277.1|DBIA
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC108033982|XP_016964195.1|DBIA
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC108029723|XP_016957689.1|DBIA
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC108035420|XP_016966530.1|DBIA
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC108034520|XP_016964932.1|DBIA
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC108028655|XP_016956070.1|DBIA
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC108035223|XP_016966240.1|DBIA
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC108027383|XP_016954305.1|DBIA
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC108035115|XP_016966038.1|DBIA
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC108028620|XP_016956029.1|DBIA
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC108035132|XP_016966062.1|DBIA
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC108035292|XP_016966347.1|DBIA
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC108034622|XP_016965047.1|DBIA
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC108028378|XP_016955660.1|DBIA
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC108031129|XP_016959832.1|DBIA
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC108034956|XP_016965736.1|DBIA
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC108034804|XP_016965319.1|DBIA
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC108035206|XP_016966206.1|DBIA
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC108034985|XP_016965803.1|DBIA
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC108035536|XP_016966692.1|DBIA
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC108033922|XP_016964083.1|DBIA
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC108034601|XP_016965023.1|DBIA
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC108035609|XP_016966783.1|DBIA
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC108023752|XP_016948878.1|DBIA
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC108031174|XP_016959882.1|DBIA
