Orthogroup	CQUI.longest_only	DBUS.longest_only
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC108599589|XP_017842023.2|DBUS
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC108599529|XP_017841893.1|DBUS
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC108604145|XP_017848944.1|DBUS
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC108603081|XP_033149985.1|DBUS
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC108603681|XP_017848173.1|DBUS
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC108602299|XP_017845868.1|DBUS
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC108602124|XP_017845641.1|DBUS
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC108594242|XP_017834845.1|DBUS
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC108602125|XP_017845642.2|DBUS
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC108599255|XP_017841541.1|DBUS
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC108606250|XP_017851684.1|DBUS
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC108606248|XP_017851682.1|DBUS
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC108606242|XP_017851675.1|DBUS
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC108605917|XP_017851222.1|DBUS
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC108600606|XP_017843772.1|DBUS
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC108596436|XP_017837657.1|DBUS
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC108604098|XP_017848869.1|DBUS
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC108602422|XP_017846025.1|DBUS
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC108603418|XP_017847704.1|DBUS
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC108597768|XP_017839970.1|DBUS
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC108603360|XP_033150078.1|DBUS
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC108603350|XP_017847572.1|DBUS
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC108603162|XP_017847206.1|DBUS
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC108603107|XP_017847101.1|DBUS
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC108606618|XP_017852382.1|DBUS
OG0007362	LOC6047425|XP_038121417.1|CQUI	LOC108602581|XP_017846244.2|DBUS
OG0007363	LOC6035844|XP_001845960.1|CQUI	LOC108605704|XP_017850985.1|DBUS
OG0007364	LOC6035842|XP_038120319.1|CQUI	LOC108606304|XP_017851783.1|DBUS
OG0007365	LOC6035836|XP_038117827.1|CQUI	LOC108605687|XP_017850967.1|DBUS
OG0007366	LOC119768685|XP_038115165.1|CQUI	LOC108601900|XP_017845366.1|DBUS
OG0007367	LOC6035827|XP_038115169.1|CQUI	LOC108598116|XP_033149388.1|DBUS
OG0007368	LOC6035796|XP_038119738.1|CQUI	LOC108604362|XP_017849292.1|DBUS
OG0007369	LOC6042781|XP_038119917.1|CQUI	LOC108602858|XP_033149838.1|DBUS
OG0007370	LOC6042777|XP_001870783.1|CQUI	LOC108597504|XP_017839578.1|DBUS
OG0007371	LOC6042766|XP_038116431.1|CQUI	LOC108601502|XP_017844890.1|DBUS
OG0007372	LOC6038948|XP_038120803.1|CQUI	LOC108602414|XP_017846016.1|DBUS
OG0007373	LOC6038946|XP_001848638.2|CQUI	LOC108607084|XP_017853195.1|DBUS
OG0007374	LOC6033982|XP_001844374.1|CQUI	LOC108605684|XP_017850965.1|DBUS
OG0007375	LOC6034008|XP_038118707.1|CQUI	LOC108607120|XP_017853242.1|DBUS
OG0007376	LOC6034012|XP_038118783.1|CQUI	LOC108607090|XP_017853204.1|DBUS
OG0007377	LOC6034032|XP_001844416.1|CQUI	LOC108605964|XP_017851273.1|DBUS
OG0007378	LOC6034035|XP_001844418.2|CQUI	LOC108605110|XP_017850161.2|DBUS
OG0007379	LOC6034041|XP_001844421.2|CQUI	LOC108607228|XP_017853394.1|DBUS
OG0007380	LOC6034050|XP_001844429.2|CQUI	LOC108606935|XP_017852974.1|DBUS
OG0007381	LOC6049661|XP_001866384.2|CQUI	LOC108607195|XP_017853345.1|DBUS
OG0007382	LOC6036784|XP_001846780.2|CQUI	LOC108605215|XP_017850313.1|DBUS
OG0007383	LOC6041871|XP_038116828.1|CQUI	LOC108606207|XP_017851560.1|DBUS
OG0007384	LOC6046610|XP_001863783.2|CQUI	LOC108605673|XP_017850954.1|DBUS
OG0007385	LOC6047961|XP_001864943.2|CQUI	LOC117134903|XP_033150227.1|DBUS
OG0007386	LOC6042028|XP_001851190.2|CQUI	LOC108605775|XP_017851067.1|DBUS
OG0007387	LOC6044848|XP_001862293.2|CQUI	LOC108605821|XP_017851116.1|DBUS
OG0007388	LOC6047964|XP_038121196.1|CQUI	LOC108606615|XP_017852375.1|DBUS
OG0007390	LOC119769951|XP_038119766.1|CQUI	LOC108606841|XP_017852821.1|DBUS
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC108603375|XP_033150068.1|DBUS
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC108606398|XP_017851966.1|DBUS
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC108606320|XP_017851818.1|DBUS
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC108603830|XP_017848456.1|DBUS
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC108595051|XP_017835682.1|DBUS
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC108607165|XP_017853305.2|DBUS
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC108605307|XP_017850466.1|DBUS
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC108606348|XP_017851886.1|DBUS
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC108604287|XP_017849187.1|DBUS
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC108603001|XP_017846885.1|DBUS
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC108603536|XP_017847924.1|DBUS
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC108602864|XP_017846641.1|DBUS
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC108603621|XP_017848066.1|DBUS
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC108600612|XP_017843779.1|DBUS
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC108608516|XP_017855407.2|DBUS
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC108607184|XP_017853329.1|DBUS
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC108606734|XP_017852616.1|DBUS
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC108605632|XP_017850904.1|DBUS
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC108596415|XP_017837619.1|DBUS
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC108605873|XP_017851176.1|DBUS
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC108605108|XP_017850160.1|DBUS
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC108605069|XP_033150486.1|DBUS
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC108605647|XP_017850919.1|DBUS
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC108597474|XP_017839537.1|DBUS
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC108603672|XP_017848159.1|DBUS
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC108597391|XP_017839416.1|DBUS
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC108606721|XP_033150235.1|DBUS
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC108605594|XP_017850857.1|DBUS
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC108605476|XP_017850654.1|DBUS
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC108598461|XP_017840595.1|DBUS
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC108599725|XP_017842213.1|DBUS
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC108607019|XP_017853093.1|DBUS
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC108605720|XP_017851002.1|DBUS
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC108606427|XP_033150435.1|DBUS
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC108594706|XP_017835335.1|DBUS
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC108599038|XP_017841307.1|DBUS
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC108596670|XP_017838170.1|DBUS
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC108599106|XP_017841386.2|DBUS
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC108605014|XP_017850070.1|DBUS
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC108601125|XP_017844535.1|DBUS
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC108600551|XP_017843699.1|DBUS
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC108600763|XP_017844013.1|DBUS
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC108601066|XP_017844446.1|DBUS
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC108598140|XP_033149615.1|DBUS
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC108606081|XP_017851417.1|DBUS
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC108605415|XP_033150420.1|DBUS
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC108595732|XP_017836504.1|DBUS
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC108604777|XP_017849863.1|DBUS
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC108596964|XP_017838700.1|DBUS
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC108595277|XP_017835979.1|DBUS
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC108595276|XP_017835978.1|DBUS
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC108600306|XP_017843287.1|DBUS
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC108601280|XP_017844672.1|DBUS
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC108596155|XP_017837147.1|DBUS
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC108599830|XP_017842428.1|DBUS
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC108607466|XP_017853792.1|DBUS
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC108601001|XP_017844355.2|DBUS
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC108599503|XP_017841858.2|DBUS
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC108600908|XP_017844226.1|DBUS
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC108599621|XP_017842069.1|DBUS
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC108595729|XP_017836500.1|DBUS
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC108606801|XP_017852759.1|DBUS
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC108600801|XP_017844073.1|DBUS
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC108594363|XP_017835012.1|DBUS
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC108602911|XP_033149860.1|DBUS
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC108597057|XP_017838867.1|DBUS
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC108599439|XP_017841753.2|DBUS
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC108599446|XP_017841766.1|DBUS
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC108599441|XP_017841760.2|DBUS
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC108599440|XP_017841754.1|DBUS
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC108599040|XP_017841308.2|DBUS
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC108597025|XP_017838796.1|DBUS
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC108597730|XP_017839914.1|DBUS
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC108596201|XP_017837206.1|DBUS
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC108601159|XP_033149365.1|DBUS
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC108606807|XP_017852769.1|DBUS
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC108595044|XP_017835674.1|DBUS
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC108605831|XP_017851126.1|DBUS
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC108599671|XP_017842145.1|DBUS
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC108595257|XP_017835953.1|DBUS
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC108597978|XP_033149580.1|DBUS
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC108607108|XP_017853224.1|DBUS
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC108606588|XP_017852307.1|DBUS
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC108598005|XP_017840113.1|DBUS
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC108605574|XP_017850833.1|DBUS
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC108599460|XP_017841784.2|DBUS
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC108607546|XP_017853921.1|DBUS
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC108595149|XP_017835804.1|DBUS
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC108605587|XP_017850846.1|DBUS
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC108605943|XP_017851252.1|DBUS
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC117134961|XP_033150501.1|DBUS
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC108607336|XP_017853508.1|DBUS
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC108600775|XP_017844032.1|DBUS
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC108604146|XP_017848945.1|DBUS
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC108605297|XP_017850445.1|DBUS
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC108607072|XP_017853180.1|DBUS
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC108597430|XP_017839476.1|DBUS
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC108605386|XP_017850545.1|DBUS
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC108605997|XP_017851312.1|DBUS
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC108600878|XP_017844183.1|DBUS
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC108600495|XP_017843618.1|DBUS
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC108600431|XP_017843492.2|DBUS
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC108600323|XP_017843319.2|DBUS
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC108598680|XP_017840892.1|DBUS
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC108600933|XP_017844259.2|DBUS
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC108595207|XP_017835884.1|DBUS
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC108594308|XP_017834942.1|DBUS
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC108600955|XP_017844291.1|DBUS
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC108600737|XP_017843971.1|DBUS
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC108598860|XP_017841107.1|DBUS
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC108608031|XP_017854697.1|DBUS
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC108608425|XP_017855281.1|DBUS
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC108597302|XP_017839270.1|DBUS
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC108607601|XP_017853994.2|DBUS
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC108603932|XP_017848616.1|DBUS
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC108598713|XP_017840935.1|DBUS
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC108599852|XP_033149678.1|DBUS
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC108600379|XP_017843412.1|DBUS
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC108607458|XP_017853783.2|DBUS
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC108599973|XP_017842731.1|DBUS
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC108596588|XP_017838004.1|DBUS
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC108597693|XP_017839858.1|DBUS
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC108605654|XP_017850929.1|DBUS
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC108605660|XP_017850935.1|DBUS
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC108605909|XP_017851214.1|DBUS
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC108597402|XP_033150926.1|DBUS
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC108608517|XP_017855409.1|DBUS
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC108608409|XP_017855256.1|DBUS
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC108601645|XP_017845033.1|DBUS
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC108601141|XP_017844557.1|DBUS
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC108596237|XP_017837265.2|DBUS
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC108595268|XP_017835970.1|DBUS
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC117134677|XP_033149016.1|DBUS
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC108595800|XP_017836580.1|DBUS
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC108597769|XP_017839971.1|DBUS
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC108598838|XP_017841081.1|DBUS
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC108599015|XP_017841283.2|DBUS
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC108603539|XP_017847940.1|DBUS
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC108600229|XP_033149772.1|DBUS
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC108600432|XP_033149314.1|DBUS
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC108595435|XP_033150825.1|DBUS
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC108603235|XP_017847343.1|DBUS
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC108595060|XP_017835694.1|DBUS
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC108595081|XP_017835721.1|DBUS
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC108607368|XP_017853572.1|DBUS
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC108598429|XP_017840546.1|DBUS
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC108597169|XP_017839076.1|DBUS
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC108602221|XP_017845757.1|DBUS
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC108596290|XP_017837368.1|DBUS
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC108600580|XP_017843737.1|DBUS
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC108599122|XP_017841399.1|DBUS
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC108600628|XP_017843803.1|DBUS
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC108595098|XP_017835738.2|DBUS
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC108602428|XP_017846038.1|DBUS
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC108608126|XP_017854845.1|DBUS
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC108599182|XP_017841463.1|DBUS
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC108596196|XP_017837199.1|DBUS
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC108596589|XP_017838005.1|DBUS
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC108597423|XP_017839465.1|DBUS
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC108595101|XP_033148900.1|DBUS
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC108602856|XP_017846624.1|DBUS
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC108598319|XP_017840424.1|DBUS
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC108601000|XP_033149497.1|DBUS
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC108598578|XP_017840756.2|DBUS
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC108601040|XP_017844415.1|DBUS
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC108601143|XP_017844560.1|DBUS
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC108604506|XP_017849494.1|DBUS
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC108597565|XP_017839663.1|DBUS
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC108604191|XP_017849031.1|DBUS
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC108596593|XP_017838011.1|DBUS
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC108597219|XP_017839149.1|DBUS
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC108597567|XP_017839667.1|DBUS
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC108596592|XP_017838010.1|DBUS
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC108595330|XP_017836039.1|DBUS
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC108595978|XP_017836754.1|DBUS
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC108597172|XP_017839075.1|DBUS
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC108597311|XP_017839285.1|DBUS
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC108606750|XP_033150503.1|DBUS
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC108605928|XP_017851237.1|DBUS
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC108596219|XP_017837236.1|DBUS
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC108598638|XP_017840832.2|DBUS
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC108607839|XP_017854392.2|DBUS
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC108601894|XP_017845357.1|DBUS
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC108595657|XP_017836423.1|DBUS
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC117134953|XP_033150467.1|DBUS
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC108599452|XP_017841774.2|DBUS
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC108607580|XP_017853965.1|DBUS
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC108597394|XP_017839419.1|DBUS
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC108607955|XP_017854572.2|DBUS
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC108606743|XP_017852630.1|DBUS
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC108600425|XP_017843481.1|DBUS
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC108596702|XP_017838214.2|DBUS
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC108595385|XP_017836099.1|DBUS
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC108605511|XP_017850750.1|DBUS
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC108595201|XP_017835878.1|DBUS
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC108595421|XP_017836138.1|DBUS
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC108599150|XP_017841427.1|DBUS
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC108599675|XP_017842154.2|DBUS
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC108597151|XP_017839039.1|DBUS
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC108598876|XP_017841125.1|DBUS
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC108600538|XP_017843679.1|DBUS
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC108599072|XP_017841344.1|DBUS
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC108599258|XP_017841543.1|DBUS
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC108601035|XP_017844403.1|DBUS
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC108600960|XP_017844303.1|DBUS
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC108599826|XP_017842419.1|DBUS
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC108599829|XP_017842425.1|DBUS
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC108604292|XP_017849193.1|DBUS
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC108599952|XP_017842692.1|DBUS
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC108606694|XP_017852550.1|DBUS
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC108595127|XP_017839954.1|DBUS
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC108607377|XP_017853588.1|DBUS
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC108597332|XP_017839316.2|DBUS
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC108597718|XP_017839898.1|DBUS
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC108600767|XP_017844017.1|DBUS
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC108600114|XP_017842975.1|DBUS
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC108601984|XP_017845468.1|DBUS
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC108600867|XP_017844166.1|DBUS
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC108600351|XP_017843364.1|DBUS
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC108600320|XP_017843311.1|DBUS
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC108598378|XP_033149459.1|DBUS
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC108596988|XP_017838742.1|DBUS
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC108599620|XP_017842068.2|DBUS
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC108599795|XP_017842348.2|DBUS
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC108599234|XP_017841521.2|DBUS
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC108600339|XP_017843345.2|DBUS
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC108600163|XP_017843053.1|DBUS
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC108600161|XP_017843052.1|DBUS
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC108607349|XP_017853523.1|DBUS
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC108599965|XP_017842707.2|DBUS
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC108601487|XP_017844874.1|DBUS
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC108603635|XP_017848084.1|DBUS
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC108598832|XP_017841074.1|DBUS
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC108607796|XP_017854325.1|DBUS
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC108608459|XP_017855332.2|DBUS
