Orthogroup	CQUI.longest_only	DMIR.longest_only
OG0005957	LOC6036624|XP_001846652.1|CQUI	LOC108156301|XP_017143174.1|DMIR
OG0005958	LOC6036626|XP_038112287.1|CQUI	LOC108157272|XP_033245436.1|DMIR
OG0005959	LOC6054461|XP_038112286.1|CQUI	LOC108162971|XP_017153458.1|DMIR
OG0005960	LOC6037975|XP_001847825.2|CQUI	LOC108153261|XP_017138615.1|DMIR
OG0005961	LOC6044813|XP_038109931.1|CQUI	LOC108159860|XP_017148948.1|DMIR
OG0005962	LOC6045070|XP_001862482.2|CQUI	LOC108158402|XP_017146148.1|DMIR
OG0005963	LOC6038121|XP_038109251.1|CQUI	LOC108163462|XP_017154247.2|DMIR
OG0005964	LOC6038111|XP_038112179.1|CQUI	LOC108160013|XP_017149234.1|DMIR
OG0005965	LOC6035708|XP_001845840.2|CQUI	LOC117192959|XP_033253572.1|DMIR, LOC108158799|XP_017146975.1|DMIR
OG0005966	LOC6054248|XP_038106105.1|CQUI	LOC108158924|XP_017147216.1|DMIR, LOC117189820|XP_033250769.1|DMIR
OG0005967	LOC6047090|XP_001864194.1|CQUI	LOC108160687|XP_017150329.2|DMIR, LOC108160679|XP_033248381.1|DMIR
OG0005968	LOC6051698|XP_038110551.1|CQUI	LOC108160351|XP_017149802.1|DMIR, LOC117193154|XP_033253775.1|DMIR
OG0005969	LOC6039660|XP_038110909.1|CQUI	LOC117188315|XP_033247855.1|DMIR
OG0005970	LOC6039629|XP_038109901.1|CQUI	LOC108153224|XP_017138543.1|DMIR
OG0005971	LOC119765006|XP_038114464.1|CQUI	LOC108159007|XP_017147370.1|DMIR
OG0005972	LOC6037700|XP_038114453.1|CQUI	LOC108152438|XP_017137259.1|DMIR
OG0005973	LOC6037705|XP_001847590.2|CQUI	LOC108152953|XP_017138141.1|DMIR
OG0005974	LOC6037708|XP_038114457.1|CQUI	LOC108151626|XP_017135814.1|DMIR
OG0005975	LOC6037715|XP_001847598.1|CQUI	LOC108152653|XP_017137636.1|DMIR
OG0005977	LOC6037724|XP_001847605.1|CQUI	LOC108158623|XP_017146588.1|DMIR
OG0005978	LOC6037721|XP_038114461.1|CQUI	LOC108160356|XP_017149812.1|DMIR
OG0005979	LOC6037727|XP_001847608.2|CQUI	LOC108159853|XP_017148934.1|DMIR
OG0005980	LOC6037745|XP_001847625.2|CQUI	LOC108159635|XP_017148585.1|DMIR
OG0005981	LOC6048240|XP_038109133.1|CQUI	LOC108156598|XP_033241974.1|DMIR
OG0005982	LOC6048245|XP_038112371.1|CQUI	LOC108160040|XP_017149272.1|DMIR, LOC117190639|XP_033251577.1|DMIR
OG0005983	LOC6048242|XP_038111211.1|CQUI	LOC108161860|XP_017151767.1|DMIR
OG0005984	LOC6036737|XP_038108724.1|CQUI	LOC108162025|XP_033243406.1|DMIR
OG0005985	LOC6036739|XP_001846738.2|CQUI	LOC108155248|XP_017141434.1|DMIR
OG0005986	LOC6035962|XP_001846070.1|CQUI	LOC108164568|XP_017155875.1|DMIR
OG0005987	LOC6035954|XP_038114266.1|CQUI	LOC108160089|XP_033242991.1|DMIR
OG0005988	LOC6035933|XP_038107133.1|CQUI	LOC108160830|XP_017150552.1|DMIR
OG0005989	LOC6052170|XP_038110916.1|CQUI	LOC108160244|XP_017149592.1|DMIR
OG0005990	LOC6038575|XP_001848361.2|CQUI	LOC108159735|XP_017148759.1|DMIR
OG0005991	LOC6038573|XP_001848359.1|CQUI	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR
OG0005992	LOC6038568|XP_001848354.2|CQUI	LOC108151422|XP_017135502.1|DMIR
OG0005993	LOC6038571|XP_038108670.1|CQUI	LOC108151423|XP_033243876.1|DMIR
OG0005994	LOC6035697|XP_038110510.1|CQUI	LOC108151377|XP_017135427.1|DMIR
OG0005995	LOC6035695|XP_038109839.1|CQUI	LOC108153559|XP_017139121.1|DMIR
OG0005996	LOC6035694|XP_001845828.1|CQUI	LOC108152353|XP_017137114.1|DMIR
OG0005997	LOC6035682|XP_001845816.1|CQUI	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR
OG0005998	LOC6035680|XP_038109187.1|CQUI	LOC108153765|XP_017139393.1|DMIR
OG0005999	LOC6046953|XP_001864072.1|CQUI	LOC108153369|XP_033242874.1|DMIR
OG0006000	LOC6034171|XP_038113272.1|CQUI	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR
OG0006001	LOC6045033|XP_038113151.1|CQUI	LOC108150892|XP_033243424.1|DMIR
OG0006002	LOC6051240|XP_001867714.1|CQUI	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR
OG0006003	LOC6051251|XP_038111054.1|CQUI	LOC108152673|XP_017137658.1|DMIR
OG0006004	LOC6054061|XP_001870039.2|CQUI	LOC108154111|XP_017139725.1|DMIR
OG0006005	LOC6042912|XP_001853956.1|CQUI	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR
OG0006006	LOC6035868|XP_001845982.2|CQUI	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR
OG0006007	LOC6037815|XP_001847690.2|CQUI	LOC108159267|XP_017147914.1|DMIR
OG0006008	LOC6048574|XP_038107386.1|CQUI	LOC108163049|XP_017153608.1|DMIR
OG0006009	LOC6048570|XP_038108590.1|CQUI, LOC119767600|XP_038112454.1|CQUI	LOC108152048|XP_017136539.1|DMIR
OG0006010	LOC6045918|XP_038111394.1|CQUI	LOC108152107|XP_033242256.1|DMIR
OG0006011	LOC6045912|XP_038111660.1|CQUI	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR
OG0006012	LOC6034176|XP_038113054.1|CQUI	LOC108151992|XP_017136447.1|DMIR
OG0006013	LOC6034181|XP_038106465.1|CQUI	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR
OG0006014	LOC6034189|XP_001844544.2|CQUI	LOC108152113|XP_017136678.1|DMIR
OG0006015	LOC6034193|XP_001844548.1|CQUI	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR
OG0006016	LOC6034212|XP_038108800.1|CQUI	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR
OG0006017	LOC6034213|XP_001844566.2|CQUI	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR
OG0006018	LOC6053533|XP_038109498.1|CQUI	LOC108160134|XP_017149417.1|DMIR
OG0006019	LOC6042938|XP_001870877.1|CQUI	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR
OG0006020	LOC6035890|XP_038112698.1|CQUI	LOC108151788|XP_017136126.1|DMIR
OG0006021	LOC6035889|XP_038112683.1|CQUI	LOC108151379|XP_033243797.1|DMIR
OG0006022	LOC6035878|XP_038108446.1|CQUI	LOC108162579|XP_017152881.1|DMIR
OG0006023	LOC6037828|XP_001847703.2|CQUI	LOC108156350|XP_017143240.1|DMIR
OG0006024	LOC6052303|XP_038108847.1|CQUI	LOC108163473|XP_017154268.1|DMIR
OG0006025	LOC6040387|XP_038113864.1|CQUI	LOC108159799|XP_033246498.1|DMIR
OG0006026	LOC6046620|XP_038114287.1|CQUI	LOC108157695|XP_017145354.1|DMIR
OG0006027	LOC6031701|XP_038108054.1|CQUI	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR
OG0006028	LOC6049845|XP_038109644.1|CQUI	LOC108160381|XP_017149848.1|DMIR
OG0006029	LOC6037814|XP_001847689.1|CQUI	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR
OG0006030	LOC6037809|XP_001847684.1|CQUI	LOC108157207|XP_017144644.1|DMIR
OG0006031	LOC6037808|XP_038106040.1|CQUI	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR
OG0006032	LOC6037804|XP_038114333.1|CQUI	LOC108160568|XP_017150144.1|DMIR
OG0006033	LOC6049950|XP_001866633.2|CQUI	LOC108159103|XP_017147562.1|DMIR
OG0006034	LOC6041657|XP_001850884.2|CQUI	LOC108156715|XP_017143853.1|DMIR
OG0006035	LOC119766762|XP_038108387.1|CQUI	LOC108155191|XP_017141351.1|DMIR
OG0006036	LOC119766761|XP_038108386.1|CQUI	LOC108161788|XP_017151626.1|DMIR
OG0006037	LOC6049361|XP_038113219.1|CQUI	LOC108160655|XP_017150280.1|DMIR
OG0006038	LOC6049713|XP_001866420.2|CQUI	LOC108155140|XP_017141282.1|DMIR
OG0006039	LOC6053330|XP_038108487.1|CQUI	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR
OG0006040	LOC6042926|XP_038110634.1|CQUI	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR
OG0006041	LOC6042178|XP_038112955.1|CQUI	LOC108162772|XP_017153160.1|DMIR
OG0006042	LOC6042175|XP_038107538.1|CQUI	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR
OG0006043	LOC6042167|XP_001851314.1|CQUI	LOC108153363|XP_017138819.2|DMIR
OG0006044	LOC6034709|XP_001844990.1|CQUI	LOC108152791|XP_017137862.1|DMIR
OG0006045	LOC6034693|XP_038112763.1|CQUI	LOC108160484|XP_017149995.1|DMIR
OG0006046	LOC6034671|XP_001844959.2|CQUI	LOC108159879|XP_017148980.1|DMIR
OG0006047	LOC6051717|XP_038111187.1|CQUI	LOC108152298|XP_017137009.1|DMIR
OG0006048	LOC6037849|XP_001847722.2|CQUI	LOC108152754|XP_017137803.1|DMIR
OG0006049	LOC6037840|XP_038112201.1|CQUI	LOC108157247|XP_017144714.1|DMIR
OG0006050	LOC6037835|XP_038109599.1|CQUI	LOC108156379|XP_017143281.1|DMIR
OG0006051	LOC6037833|XP_038111475.1|CQUI	LOC108163332|XP_017154062.1|DMIR
OG0006053	LOC6053837|XP_001869853.1|CQUI	LOC108151502|XP_017135633.1|DMIR
OG0006054	LOC6051880|XP_038113166.1|CQUI	LOC108164429|XP_033250299.1|DMIR
OG0006055	LOC6048552|XP_038112853.1|CQUI	LOC108154826|XP_017140716.1|DMIR
OG0006056	LOC6043101|XP_001855817.2|CQUI	LOC108158940|XP_017147249.1|DMIR
OG0006057	LOC6048577|XP_038108282.1|CQUI	LOC108151201|XP_017135164.1|DMIR
OG0006058	LOC6045890|XP_038107591.1|CQUI	LOC108156970|XP_017144247.1|DMIR
OG0006059	LOC6032310|XP_038113877.1|CQUI	LOC108152295|XP_017137006.1|DMIR
OG0006060	LOC6032309|XP_038113878.1|CQUI	LOC108152296|XP_017137007.1|DMIR
OG0006061	LOC6032318|XP_001842948.2|CQUI	LOC108157279|XP_017144769.1|DMIR
OG0006062	LOC6032323|XP_001842953.2|CQUI	LOC108154224|XP_017139940.1|DMIR
OG0006063	LOC6032324|XP_038110334.1|CQUI	LOC108162602|XP_017152910.1|DMIR
OG0006064	LOC6032326|XP_038109436.1|CQUI	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR
OG0006065	LOC6032327|XP_001842957.2|CQUI	LOC108165526|XP_017157086.1|DMIR
OG0006066	LOC6032330|XP_038111289.1|CQUI	LOC108160556|XP_017150117.1|DMIR
OG0006067	LOC6032343|XP_038108314.1|CQUI	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR
OG0006068	LOC6038331|XP_038112633.1|CQUI	LOC108153492|XP_017139026.1|DMIR
OG0006069	LOC6038349|XP_038112577.1|CQUI	LOC108165339|XP_017156862.1|DMIR
OG0006070	LOC6038353|XP_001848167.1|CQUI	LOC108153365|XP_017138821.1|DMIR
OG0006071	LOC6038361|XP_038109218.1|CQUI	LOC108157461|XP_017145023.1|DMIR
OG0006072	LOC6045588|XP_001862928.1|CQUI	LOC108165534|XP_017157097.1|DMIR
OG0006073	LOC6051713|XP_038112180.1|CQUI	LOC108151835|XP_017136200.1|DMIR
OG0006074	LOC6053445|XP_038107840.1|CQUI	LOC108156876|XP_017144097.1|DMIR
OG0006075	LOC6049154|XP_001865958.1|CQUI	LOC108155978|XP_017142659.1|DMIR
OG0006076	LOC6042365|XP_038113413.1|CQUI	LOC108159249|XP_017147860.1|DMIR
OG0006077	LOC6040194|XP_038110662.1|CQUI	LOC108152410|XP_017137209.1|DMIR
OG0006078	LOC6040195|XP_038111432.1|CQUI	LOC108152411|XP_017137213.1|DMIR
OG0006079	LOC6053106|XP_038111047.1|CQUI	LOC108151902|XP_017136300.1|DMIR
OG0006080	LOC6044054|XP_038110149.1|CQUI	LOC108152700|XP_017137710.1|DMIR
OG0006081	LOC6043124|XP_038109683.1|CQUI	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR
OG0006082	LOC6043123|XP_001855939.1|CQUI	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR
OG0006083	LOC6044806|XP_038111166.1|CQUI	LOC108151416|XP_017135493.1|DMIR
OG0006084	LOC6044283|XP_038109193.1|CQUI	LOC108152819|XP_017137899.1|DMIR
OG0006085	LOC6045107|XP_038110561.1|CQUI	LOC108155505|XP_017141834.1|DMIR
OG0006086	LOC6046760|XP_038108239.1|CQUI	LOC108153476|XP_017138999.1|DMIR
OG0006087	LOC6046757|XP_038109068.1|CQUI	LOC108159257|XP_017147882.1|DMIR
OG0006088	LOC6046763|XP_001863911.1|CQUI	LOC108151260|XP_017135267.1|DMIR
OG0006089	LOC6053393|XP_001869484.1|CQUI	LOC108151097|XP_017134980.1|DMIR
OG0006090	LOC6047671|XP_038114395.1|CQUI	LOC108151273|XP_017135288.1|DMIR
OG0006091	LOC6047667|XP_038112092.1|CQUI	LOC108151853|XP_017136227.2|DMIR
OG0006092	LOC6040400|XP_001849798.2|CQUI	LOC108162375|XP_017152582.1|DMIR
OG0006093	LOC6046498|XP_038111734.1|CQUI	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR
OG0006094	LOC6046497|XP_038110826.1|CQUI	LOC108151400|XP_017135476.1|DMIR
OG0006095	LOC6043054|XP_038110525.1|CQUI	LOC117193379|XP_033253995.1|DMIR, LOC108159086|XP_017147531.1|DMIR
OG0006096	LOC6052298|XP_038106049.1|CQUI	LOC108158541|XP_017146439.1|DMIR
OG0006097	LOC6052639|XP_038108165.1|CQUI	LOC108152598|XP_033243136.1|DMIR
OG0006098	LOC6047572|XP_001864614.2|CQUI	LOC108162691|XP_017153030.1|DMIR
OG0006099	LOC6046313|XP_001863534.2|CQUI	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR
OG0006100	LOC6046315|XP_038113818.1|CQUI	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR
OG0006101	LOC6054705|XP_038109180.1|CQUI	LOC108163188|XP_033249062.1|DMIR
OG0006102	LOC6043943|XP_038110643.1|CQUI	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR
OG0006103	LOC6049230|XP_001866027.2|CQUI	LOC108164783|XP_017156222.1|DMIR
OG0006104	LOC6049231|XP_038112595.1|CQUI	LOC108164668|XP_017156010.1|DMIR
OG0006105	LOC6037466|XP_038111015.1|CQUI	LOC108164619|XP_017155946.1|DMIR
OG0006106	LOC6037447|XP_038108814.1|CQUI	LOC108153456|XP_017138965.1|DMIR
OG0006107	LOC6051490|XP_038107829.1|CQUI	LOC108159593|XP_017148533.1|DMIR
OG0006108	LOC6051224|XP_038110566.1|CQUI	LOC108153238|XP_017138565.1|DMIR
OG0006109	LOC6037690|XP_001847576.1|CQUI	LOC108153007|XP_017138243.1|DMIR
OG0006110	LOC6032268|XP_001842904.1|CQUI	LOC108152645|XP_017137625.1|DMIR
OG0006111	LOC6049140|XP_038111053.1|CQUI	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR
OG0006112	LOC6043112|XP_001855889.1|CQUI	LOC117190762|XP_033251715.1|DMIR, LOC108159507|XP_017148354.1|DMIR
OG0006113	LOC6043111|XP_001855886.2|CQUI	LOC108153325|XP_017138731.1|DMIR
OG0006114	LOC6043114|XP_001855899.2|CQUI	LOC108154732|XP_017140587.1|DMIR
OG0006115	LOC6040972|XP_038108187.1|CQUI	LOC108159313|XP_017147976.1|DMIR
OG0006116	LOC6037458|XP_038111287.1|CQUI	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR
OG0006117	LOC6037462|XP_001847374.2|CQUI	LOC108159861|XP_017148949.1|DMIR
OG0006118	LOC6053927|XP_038110482.1|CQUI	LOC117187696|XP_033246296.1|DMIR, LOC108160841|XP_033252161.1|DMIR
OG0006119	LOC6053925|XP_038111085.1|CQUI	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR
OG0006120	LOC6036720|XP_038107801.1|CQUI	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR
OG0006121	LOC6050982|XP_038111997.1|CQUI	LOC108152529|XP_017137423.1|DMIR
OG0006122	LOC6050980|XP_038110717.1|CQUI	LOC108164426|XP_017155595.1|DMIR
OG0006123	LOC6050984|XP_038112473.1|CQUI	LOC108160809|XP_033247561.1|DMIR
OG0006125	LOC6043028|XP_038108769.1|CQUI	LOC108152579|XP_017137505.1|DMIR
OG0006126	LOC6051198|XP_038110761.1|CQUI	LOC108152063|XP_017136566.1|DMIR
OG0006127	LOC6051893|XP_038111370.1|CQUI	LOC108152432|XP_033242708.1|DMIR
OG0006128	LOC6037634|XP_001847521.2|CQUI	LOC108153138|XP_017138423.1|DMIR
OG0006129	LOC6047150|XP_038109777.1|CQUI	LOC108152496|XP_017137360.1|DMIR
OG0006130	LOC6037676|XP_038112443.1|CQUI	LOC108150874|XP_017134670.1|DMIR
OG0006131	LOC6037685|XP_001847571.2|CQUI	LOC108151033|XP_017134882.1|DMIR
OG0006132	LOC6037687|XP_038113967.1|CQUI	LOC108151037|XP_017134893.1|DMIR
OG0006133	LOC6037689|XP_001847575.1|CQUI	LOC108150875|XP_017134671.1|DMIR
OG0006134	LOC6052916|XP_038107832.1|CQUI	LOC108151692|XP_033242155.1|DMIR
OG0006135	LOC6043290|XP_038107846.1|CQUI	LOC108150870|XP_017134662.1|DMIR
OG0006136	LOC6034504|XP_001844809.2|CQUI	LOC108152580|XP_017137510.1|DMIR
OG0006137	LOC6034553|XP_001844853.2|CQUI	LOC108165506|XP_017157052.1|DMIR
OG0006138	LOC6037251|XP_001847179.2|CQUI	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR
OG0006139	LOC6037230|XP_001847161.2|CQUI	LOC108159048|XP_017147466.1|DMIR
OG0006140	LOC6040571|XP_038110208.1|CQUI	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR
OG0006141	LOC6037193|XP_038109978.1|CQUI	LOC108160660|XP_033247548.1|DMIR
OG0006142	LOC6037211|XP_038109404.1|CQUI	LOC108150925|XP_017134745.1|DMIR
OG0006143	LOC6037213|XP_001847143.2|CQUI	LOC108152571|XP_017137498.1|DMIR
OG0006144	LOC6037214|XP_001847144.2|CQUI	LOC108153222|XP_017138539.1|DMIR
OG0006145	LOC6037215|XP_001847145.1|CQUI	LOC108152139|XP_017136726.1|DMIR
OG0006146	LOC6037220|XP_001847150.2|CQUI	LOC108162196|XP_017152291.1|DMIR
OG0006147	LOC6040522|XP_038112232.1|CQUI	LOC108157089|XP_017144442.1|DMIR
OG0006148	LOC6040526|XP_038113698.1|CQUI	LOC108151579|XP_017135745.1|DMIR
OG0006149	LOC6040567|XP_038111269.1|CQUI	LOC108152944|XP_017138128.1|DMIR
OG0006150	LOC6040566|XP_001849946.2|CQUI	LOC108152941|XP_017138125.1|DMIR
OG0006151	LOC6040561|XP_038111793.1|CQUI	LOC108162591|XP_017152897.1|DMIR
OG0006152	LOC119765342|XP_038104968.1|CQUI	LOC108157142|XP_017144534.1|DMIR
OG0006153	LOC6051694|XP_038115838.1|CQUI	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR
OG0006155	LOC119770287|XP_038120815.1|CQUI	LOC108155779|XP_017142327.1|DMIR
OG0006156	LOC119769398|XP_038117514.1|CQUI	LOC108156190|XP_017143010.1|DMIR
OG0006158	LOC6038895|XP_038110186.1|CQUI	LOC108152895|XP_017138029.1|DMIR
OG0006159	LOC6040551|XP_038108103.1|CQUI	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR
OG0006160	LOC6036902|XP_001846878.2|CQUI	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR
OG0006161	LOC6040654|XP_038117289.1|CQUI	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR
OG0006181	LOC6044344|XP_038122783.1|CQUI	LOC108156240|XP_017143077.1|DMIR
OG0006182	LOC6048861|XP_001865709.2|CQUI	LOC108157187|XP_017144604.1|DMIR
OG0006183	LOC6048859|XP_038105624.1|CQUI	LOC108154941|XP_017140919.1|DMIR
OG0006184	LOC6043098|XP_001855838.1|CQUI	LOC108156225|XP_017143053.1|DMIR
OG0006185	LOC6046424|XP_001863634.2|CQUI	LOC108156296|XP_017143169.1|DMIR
OG0006186	LOC6044322|XP_038116020.1|CQUI	LOC108156229|XP_017143057.1|DMIR
OG0006187	LOC6046423|XP_001863633.2|CQUI	LOC108157497|XP_017145085.1|DMIR
OG0006188	LOC6035098|XP_038109730.1|CQUI	LOC108153769|XP_017139399.1|DMIR
OG0006189	LOC6035099|XP_001845335.2|CQUI	LOC108153817|XP_017139422.1|DMIR
OG0006190	LOC6035167|XP_038105577.1|CQUI	LOC108154722|XP_017140573.1|DMIR
OG0006191	LOC6042737|XP_001870749.2|CQUI	LOC108156718|XP_017143858.1|DMIR
OG0006193	LOC6042749|XP_001870759.2|CQUI	LOC108160563|XP_017150131.1|DMIR
OG0006194	LOC6038201|XP_001848031.2|CQUI	LOC108164754|XP_017156143.1|DMIR
OG0006195	LOC6038202|XP_001848032.2|CQUI	LOC108164107|XP_017155190.2|DMIR, LOC117186630|XP_033243533.1|DMIR
OG0006196	LOC6041668|XP_038114579.1|CQUI	LOC108154148|XP_033244694.1|DMIR
OG0006197	LOC6041670|XP_038122703.1|CQUI	LOC108164479|XP_017155722.1|DMIR
OG0006198	LOC6041679|XP_038117131.1|CQUI	LOC108162264|XP_017152408.2|DMIR
OG0006199	LOC6044346|XP_001861876.2|CQUI	LOC108155331|XP_017141561.1|DMIR
OG0006202	LOC6035147|XP_001845380.2|CQUI	LOC108160816|XP_017150535.1|DMIR
OG0006203	LOC6035148|XP_001845381.2|CQUI	LOC108157354|XP_017144868.1|DMIR
OG0006204	LOC6035154|XP_038105252.1|CQUI	LOC108156739|XP_017143887.1|DMIR
OG0006205	LOC6035159|XP_001845391.2|CQUI	LOC108157151|XP_017144552.1|DMIR
OG0006206	LOC6054818|XP_038114869.1|CQUI	LOC117186646|XP_033243573.1|DMIR
OG0006207	LOC6054812|XP_038123032.1|CQUI	LOC108161828|XP_017151676.1|DMIR
OG0006208	LOC6054808|XP_038123030.1|CQUI	LOC108165588|XP_017157151.1|DMIR
OG0006209	LOC6051660|XP_001868061.2|CQUI	LOC108153714|XP_017139334.1|DMIR
OG0006210	LOC6052745|XP_038105120.1|CQUI	LOC108154173|XP_017139841.1|DMIR
OG0006211	LOC6035161|XP_001845393.2|CQUI	LOC108162123|XP_017152187.1|DMIR
OG0006212	LOC6035160|XP_038105727.1|CQUI	LOC108162122|XP_017152185.1|DMIR
OG0006213	LOC6040417|XP_001849811.2|CQUI	LOC108157846|XP_017145538.1|DMIR
OG0006214	LOC6040418|XP_038104931.1|CQUI	LOC108164662|XP_017156004.1|DMIR
OG0006215	LOC6041926|XP_038122630.1|CQUI	LOC108153923|XP_017139511.1|DMIR
OG0006216	LOC6049036|XP_001865865.1|CQUI	LOC108157026|XP_017144325.1|DMIR
OG0006217	LOC6049038|XP_038111181.1|CQUI	LOC108164586|XP_017155901.1|DMIR
OG0006218	LOC6045221|XP_001862614.2|CQUI	LOC108163696|XP_017154618.2|DMIR
OG0006219	LOC6047027|XP_038105349.1|CQUI	LOC108150975|XP_017134804.1|DMIR
OG0006220	LOC6047024|XP_001864136.2|CQUI	LOC108152612|XP_017137566.1|DMIR
OG0006221	LOC6047033|XP_001864142.2|CQUI	LOC108157275|XP_017144762.1|DMIR
OG0006222	LOC6047034|XP_001864143.2|CQUI	LOC108156745|XP_017143896.1|DMIR
OG0006223	LOC6041766|XP_001850984.1|CQUI	LOC108156973|XP_017144256.1|DMIR
OG0006224	LOC6041767|XP_038116771.1|CQUI	LOC108157161|XP_033243053.1|DMIR
OG0006226	LOC6045727|XP_001863035.2|CQUI	LOC117192575|XP_033253185.1|DMIR, LOC108158494|XP_017146294.1|DMIR
OG0006227	LOC6040424|XP_001849818.2|CQUI	LOC108164633|XP_017155967.1|DMIR
OG0006228	LOC6053078|XP_038112538.1|CQUI	LOC108158661|XP_017146647.1|DMIR
OG0006229	LOC6051665|XP_038122739.1|CQUI	LOC108164456|XP_017155664.1|DMIR
OG0006230	LOC6051034|XP_038122486.1|CQUI	LOC108160771|XP_017150464.1|DMIR
OG0006231	LOC6051035|XP_038105543.1|CQUI	LOC108154095|XP_017139707.1|DMIR
OG0006232	LOC6047969|XP_038122485.1|CQUI	LOC117186154|XP_033242249.1|DMIR, LOC117186153|XP_033242243.1|DMIR
OG0006233	LOC6047968|XP_038122732.1|CQUI	LOC117186766|XP_033243882.1|DMIR
OG0006234	LOC6053737|XP_001869770.2|CQUI	LOC108156324|XP_017143211.1|DMIR
OG0006235	LOC6053736|XP_038122827.1|CQUI	LOC108164701|XP_017156062.1|DMIR
OG0006236	LOC6047040|XP_001864148.1|CQUI	LOC108164145|XP_017155242.1|DMIR
OG0006237	LOC6047039|XP_001864147.2|CQUI	LOC108157214|XP_017144658.1|DMIR
OG0006238	LOC6043385|XP_038104021.1|CQUI	LOC108164757|XP_017156149.1|DMIR
OG0006239	LOC6054520|XP_038116738.1|CQUI	LOC108156200|XP_017143027.1|DMIR
OG0006240	LOC6044225|XP_038116428.1|CQUI	LOC108156754|XP_017143904.1|DMIR
OG0006241	LOC6047050|XP_001864158.2|CQUI	LOC108156291|XP_017143167.1|DMIR
OG0006244	LOC6049924|XP_001866611.2|CQUI	LOC108157061|XP_017144380.1|DMIR
OG0006245	LOC6051948|XP_001868295.2|CQUI	LOC108155399|XP_017141680.1|DMIR
OG0006246	LOC119765564|XP_038105605.1|CQUI	LOC108164956|XP_017156446.1|DMIR
OG0006247	LOC6049219|XP_001866019.2|CQUI	LOC108160311|XP_017149720.1|DMIR
OG0006248	LOC6035115|XP_001845351.2|CQUI	LOC108157335|XP_017144842.1|DMIR
OG0006249	LOC6034311|XP_038104201.1|CQUI	LOC108163068|XP_017153632.1|DMIR
OG0006250	LOC6049223|XP_038122719.1|CQUI	LOC108155415|XP_033249470.1|DMIR
OG0006251	LOC6040801|XP_038122643.1|CQUI	LOC108156321|XP_017143202.1|DMIR
OG0006252	LOC6037955|XP_001847806.1|CQUI	LOC108156320|XP_017143201.1|DMIR
OG0006253	LOC6037960|XP_038104476.1|CQUI	LOC108155701|XP_017142172.1|DMIR
OG0006254	LOC6050468|XP_038104867.1|CQUI	LOC117186604|XP_033243484.1|DMIR
OG0006255	LOC6051118|XP_001867602.2|CQUI	LOC108156658|XP_017143760.2|DMIR
