Orthogroup	CQUI.longest_only	CCAP.longest_only
OG0007990	LOC6035778|XP_001845903.1|CQUI	CCAP1982_LOCUS5616|CAD6996948.1|CCAP
OG0007991	LOC6050920|XP_038111847.1|CQUI	CCAP1982_LOCUS8730|CAD7000238.1|CCAP
OG0007993	LOC6045774|XP_038110349.1|CQUI	CCAP1982_LOCUS3399|CAD6994664.1|CCAP
OG0007994	LOC6034885|XP_001845153.2|CQUI	CCAP1982_LOCUS6289|CAD6997659.1|CCAP
OG0007998	LOC6033321|XP_001843786.2|CQUI	CCAP1982_LOCUS8804|CAD7000319.1|CCAP
OG0007999	LOC6036011|XP_038113483.1|CQUI	CCAP1982_LOCUS7924|CAD6999398.1|CCAP
OG0008000	LOC6036012|XP_001846116.2|CQUI	CCAP1982_LOCUS7923|CAD6999397.1|CCAP
OG0008001	LOC6033632|XP_001844059.1|CQUI	CCAP1982_LOCUS8043|CAD6999518.1|CCAP
OG0008002	LOC6051686|XP_038108712.1|CQUI	CCAP1982_LOCUS7500|CAD6998953.1|CCAP
OG0008003	LOC119767122|XP_038110742.1|CQUI	CCAP1982_LOCUS8260|CAD6999734.1|CCAP
OG0008008	LOC6046094|XP_001863346.1|CQUI	CCAP1982_LOCUS11656|CAD7003194.1|CCAP
OG0008012	LOC6038988|XP_038120511.1|CQUI	CCAP1982_LOCUS20280|CAD7012178.1|CCAP
OG0008013	LOC6044755|XP_001862218.2|CQUI	CCAP1982_LOCUS20004|CAD7011893.1|CCAP
OG0008014	LOC6044751|XP_038120563.1|CQUI	CCAP1982_LOCUS435|CAD6991515.1|CCAP
OG0008015	LOC6044746|XP_038117027.1|CQUI	CCAP1982_LOCUS13361|CAD7004984.1|CCAP
OG0008022	LOC6048309|XP_038120796.1|CQUI	CCAP1982_LOCUS3423|CAD6994688.1|CCAP
OG0008029	LOC6046357|XP_038118636.1|CQUI	CCAP1982_LOCUS303|CAD6991374.1|CCAP
OG0008030	LOC6046066|XP_001863321.2|CQUI	CCAP1982_LOCUS677|CAD6991770.1|CCAP
OG0008032	LOC6047437|XP_001864492.1|CQUI	CCAP1982_LOCUS900|CAD6992016.1|CCAP
OG0008033	LOC6052405|XP_038114919.1|CQUI	CCAP1982_LOCUS710|CAD6991808.1|CCAP
OG0008036	LOC6045172|XP_001862570.2|CQUI	CCAP1982_LOCUS689|CAD6991784.1|CCAP
OG0008037	LOC6045170|XP_038119848.1|CQUI	CCAP1982_LOCUS701|CAD6991797.1|CCAP
OG0008039	LOC6034965|XP_038120008.1|CQUI	CCAP1982_LOCUS22|CAD6991074.1|CCAP
OG0008040	LOC6034972|XP_001845228.2|CQUI	CCAP1982_LOCUS153|CAD6991215.1|CCAP
OG0008042	LOC6039375|XP_038119277.1|CQUI	CCAP1982_LOCUS164|CAD6991227.1|CCAP
OG0008046	LOC6053010|XP_038118033.1|CQUI	CCAP1982_LOCUS24|CAD6991076.1|CCAP
OG0008047	LOC6051115|XP_001867599.2|CQUI	CCAP1982_LOCUS5022|CAD6996344.1|CCAP
OG0008048	LOC6052041|XP_001868374.1|CQUI	CCAP1982_LOCUS25|CAD6991077.1|CCAP
OG0008049	LOC6051106|XP_038116096.1|CQUI	CCAP1982_LOCUS1019|CAD6992140.1|CCAP
OG0008050	LOC6052050|XP_038116029.1|CQUI	CCAP1982_LOCUS4834|CAD6996141.1|CCAP
OG0008051	LOC6032261|XP_001842898.2|CQUI	CCAP1982_LOCUS4237|CAD6995525.1|CCAP
OG0008052	LOC6035005|XP_038116646.1|CQUI	CCAP1982_LOCUS605|CAD6991692.1|CCAP
OG0008053	LOC6035028|XP_001845273.2|CQUI	CCAP1982_LOCUS5665|CAD6997004.1|CCAP
OG0008057	LOC6041238|XP_038119483.1|CQUI	CCAP1982_LOCUS4830|CAD6996136.1|CCAP
OG0008059	LOC6040340|XP_001849744.1|CQUI	CCAP1982_LOCUS17|CAD6991068.1|CCAP
OG0008060	LOC6040297|XP_001849725.2|CQUI	CCAP1982_LOCUS125|CAD6991187.1|CCAP
OG0008063	LOC6047730|XP_001864749.2|CQUI	CCAP1982_LOCUS163|CAD6991225.1|CCAP
OG0008069	LOC6039802|XP_038121863.1|CQUI	CCAP1982_LOCUS854|CAD6991967.1|CCAP
OG0008070	LOC6054149|XP_001870114.2|CQUI	CCAP1982_LOCUS4919|CAD6996234.1|CCAP
OG0008082	LOC6052669|XP_001868898.1|CQUI	CCAP1982_LOCUS4885|CAD6996195.1|CCAP
OG0008083	LOC6032540|XP_038118931.1|CQUI	CCAP1982_LOCUS771|CAD6991880.1|CCAP
OG0008084	LOC6042556|XP_038116767.1|CQUI	CCAP1982_LOCUS3892|CAD6995171.1|CCAP
OG0008085	LOC6054112|XP_038121522.1|CQUI	CCAP1982_LOCUS3982|CAD6995261.1|CCAP
OG0008086	LOC6039526|XP_038118788.1|CQUI	CCAP1982_LOCUS4826|CAD6996132.1|CCAP
OG0008091	LOC6040157|XP_038119317.1|CQUI	CCAP1982_LOCUS2678|CAD6993884.1|CCAP
OG0008092	LOC6044869|XP_038118475.1|CQUI	CCAP1982_LOCUS186|CAD6991251.1|CCAP
OG0008094	LOC6041571|XP_001850816.2|CQUI	CCAP1982_LOCUS6811|CAD6998195.1|CCAP
OG0008099	LOC6032736|XP_001843283.2|CQUI	CCAP1982_LOCUS13383|CAD7005010.1|CCAP
OG0008100	LOC6032750|XP_038115736.1|CQUI	CCAP1982_LOCUS536|CAD6991621.1|CCAP
OG0008102	LOC6033832|XP_038116232.1|CQUI	CCAP1982_LOCUS4798|CAD6996098.1|CCAP
OG0008104	LOC6037762|XP_001847642.2|CQUI	CCAP1982_LOCUS13968|CAD7005609.1|CCAP
OG0008105	LOC6037756|XP_038119612.1|CQUI	CCAP1982_LOCUS1889|CAD6993059.1|CCAP
OG0008107	LOC6040821|XP_038119005.1|CQUI	CCAP1982_LOCUS846|CAD6991958.1|CCAP
OG0008132	LOC6045455|XP_038120630.1|CQUI	CCAP1982_LOCUS5058|CAD6996379.1|CCAP
OG0008136	LOC6053318|XP_038112917.1|CQUI	CCAP1982_LOCUS7013|CAD6998413.1|CCAP
OG0008138	LOC6031523|XP_001842312.2|CQUI	CCAP1982_LOCUS14890|CAD7006576.1|CCAP
OG0008153	LOC6046820|XP_001863959.2|CQUI	CCAP1982_LOCUS7157|CAD6998579.1|CCAP
OG0008154	LOC6046822|XP_001863961.2|CQUI	CCAP1982_LOCUS13782|CAD7005419.1|CCAP
OG0008156	LOC6042519|XP_038113927.1|CQUI	CCAP1982_LOCUS262|CAD6991333.1|CCAP
OG0008157	LOC6054198|XP_038106277.1|CQUI	CCAP1982_LOCUS1671|CAD6992834.1|CCAP
OG0008159	LOC119767662|XP_038112656.1|CQUI	CCAP1982_LOCUS14131|CAD7005782.1|CCAP
OG0008160	LOC6052203|XP_038112566.1|CQUI	CCAP1982_LOCUS20519|CAD7012437.1|CCAP
OG0008163	LOC6049606|XP_038114084.1|CQUI	CCAP1982_LOCUS14911|CAD7006600.1|CCAP
OG0008172	LOC6035710|XP_001845841.2|CQUI	CCAP1982_LOCUS2600|CAD6993804.1|CCAP
OG0008182	LOC6052173|XP_038110886.1|CQUI	CCAP1982_LOCUS19443|CAD7011338.1|CCAP
OG0008183	LOC6051249|XP_038109303.1|CQUI	CCAP1982_LOCUS19493|CAD7011393.1|CCAP
OG0008184	LOC6051852|XP_038112518.1|CQUI	CCAP1982_LOCUS19714|CAD7011625.1|CCAP
OG0008185	LOC6050741|XP_038106074.1|CQUI	CCAP1982_LOCUS3685|CAD6994952.1|CCAP
OG0008186	LOC6042907|XP_001853971.1|CQUI	CCAP1982_LOCUS22846|CAD7014882.1|CCAP
OG0008187	LOC6042908|XP_001853980.1|CQUI	CCAP1982_LOCUS22847|CAD7014883.1|CCAP
OG0008189	LOC6053364|XP_001869459.2|CQUI	CCAP1982_LOCUS6511|CAD6997892.1|CCAP
OG0008190	LOC6040363|XP_001849763.2|CQUI	CCAP1982_LOCUS10923|CAD7002432.1|CCAP
OG0008195	LOC6049362|XP_038112668.1|CQUI	CCAP1982_LOCUS19870|CAD7011758.1|CCAP
OG0008197	LOC6051714|XP_038109679.1|CQUI	CCAP1982_LOCUS11615|CAD7003154.1|CCAP
OG0008201	LOC6032304|XP_001842936.2|CQUI	CCAP1982_LOCUS14008|CAD7005651.1|CCAP
OG0008202	LOC6032305|XP_038110842.1|CQUI	CCAP1982_LOCUS13425|CAD7005055.1|CCAP
OG0008207	LOC6053105|XP_001869254.2|CQUI	CCAP1982_LOCUS14253|CAD7005914.1|CCAP
OG0008208	LOC119766934|XP_038109410.1|CQUI	CCAP1982_LOCUS19592|CAD7011494.1|CCAP
OG0008209	LOC119767727|XP_038112995.1|CQUI	CCAP1982_LOCUS13090|CAD7004697.1|CCAP
OG0008210	LOC6043823|XP_038114298.1|CQUI	CCAP1982_LOCUS21155|CAD7013078.1|CCAP
OG0008211	LOC6036086|XP_038110799.1|CQUI	CCAP1982_LOCUS5555|CAD6996882.1|CCAP
OG0008212	LOC6047576|XP_001864618.2|CQUI	CCAP1982_LOCUS13377|CAD7005001.1|CCAP
OG0008222	LOC6037653|XP_038110606.1|CQUI	CCAP1982_LOCUS13754|CAD7005394.1|CCAP
OG0008223	LOC6043283|XP_038107834.1|CQUI	CCAP1982_LOCUS13974|CAD7005616.1|CCAP
OG0008227	LOC6048864|XP_001865706.2|CQUI	CCAP1982_LOCUS3812|CAD6995088.1|CCAP
OG0008228	LOC6051155|XP_038104552.1|CQUI	CCAP1982_LOCUS2358|CAD6993546.1|CCAP
OG0008229	LOC6034731|XP_001845011.2|CQUI	CCAP1982_LOCUS2175|CAD6993357.1|CCAP
OG0008230	LOC6049544|XP_001866279.2|CQUI	CCAP1982_LOCUS643|CAD6991732.1|CCAP
OG0008231	LOC119769280|XP_038117176.1|CQUI, LOC119769265|XP_038117143.1|CQUI	CCAP1982_LOCUS10240|CAD7001750.1|CCAP
OG0008232	LOC6032466|XP_001843059.1|CQUI	CCAP1982_LOCUS11916|CAD7003463.1|CCAP
OG0008237	LOC6045923|XP_038117975.1|CQUI	CCAP1982_LOCUS21190|CAD7013117.1|CCAP
OG0008238	LOC6038248|XP_038118215.1|CQUI	CCAP1982_LOCUS12216|CAD7003780.1|CCAP
OG0008239	LOC6039427|XP_038119746.1|CQUI	CCAP1982_LOCUS13295|CAD7004911.1|CCAP
OG0008240	LOC6036408|XP_001846461.2|CQUI	CCAP1982_LOCUS21666|CAD7013615.1|CCAP
OG0008243	LOC6045556|XP_038119016.1|CQUI	CCAP1982_LOCUS21722|CAD7013681.1|CCAP
OG0008246	LOC6038872|XP_001848571.2|CQUI	CCAP1982_LOCUS20115|CAD7012004.1|CCAP
OG0008266	LOC6044327|XP_001861857.2|CQUI	CCAP1982_LOCUS2422|CAD6993612.1|CCAP
OG0008267	LOC6038206|XP_038112962.1|CQUI	CCAP1982_LOCUS3067|CAD6994310.1|CCAP
OG0008271	LOC6040427|XP_001849820.2|CQUI	CCAP1982_LOCUS14909|CAD7006598.1|CCAP
OG0008273	LOC6043382|XP_001870960.2|CQUI	CCAP1982_LOCUS120|CAD6991182.1|CCAP
OG0008284	LOC6040454|XP_038110956.1|CQUI	CCAP1982_LOCUS9611|CAD7001139.1|CCAP
OG0008288	LOC6044373|XP_001861893.2|CQUI	CCAP1982_LOCUS1825|CAD6992994.1|CCAP
OG0008289	LOC6036968|XP_001846937.1|CQUI	CCAP1982_LOCUS1206|CAD6992342.1|CCAP
OG0008299	LOC119765233|XP_038104632.1|CQUI	CCAP1982_LOCUS3440|CAD6994705.1|CCAP
OG0008301	LOC6044476|XP_038104223.1|CQUI	CCAP1982_LOCUS1728|CAD6992893.1|CCAP
OG0008308	LOC6046417|XP_038105419.1|CQUI	CCAP1982_LOCUS3483|CAD6994750.1|CCAP
OG0008310	LOC6035545|XP_001845703.1|CQUI	CCAP1982_LOCUS13492|CAD7005130.1|CCAP
OG0008312	LOC6032572|XP_038122986.1|CQUI	CCAP1982_LOCUS3005|CAD6994244.1|CCAP
OG0008316	LOC119770137|XP_038120428.1|CQUI, LOC119766517|XP_038107040.1|CQUI, LOC119768869|XP_038116324.1|CQUI, LOC119770195|XP_038120569.1|CQUI	CCAP1982_LOCUS9775|CAD7001277.1|CCAP, CCAP1982_LOCUS10515|CAD7002027.1|CCAP
OG0008317	LOC6046157|XP_001863396.1|CQUI	CCAP1982_LOCUS2023|CAD6993203.1|CCAP
OG0008323	LOC6040917|XP_038105035.1|CQUI	CCAP1982_LOCUS3509|CAD6994778.1|CCAP
OG0008327	LOC6048041|XP_038116359.1|CQUI	CCAP1982_LOCUS19575|CAD7011475.1|CCAP
OG0008330	LOC6030995|XP_001841848.2|CQUI	CCAP1982_LOCUS22445|CAD7014449.1|CCAP
OG0008331	LOC119770302|XP_038120853.1|CQUI	CCAP1982_LOCUS12328|CAD7003899.1|CCAP
OG0008335	LOC6042314|XP_038118988.1|CQUI	CCAP1982_LOCUS14416|CAD7006084.1|CCAP
OG0008337	LOC6041334|XP_038118641.1|CQUI	CCAP1982_LOCUS21735|CAD7013694.1|CCAP
OG0008338	LOC119770658|XP_038121885.1|CQUI	CCAP1982_LOCUS11816|CAD7003357.1|CCAP
OG0008340	LOC6036266|XP_038115840.1|CQUI	CCAP1982_LOCUS22350|CAD7014353.1|CCAP
OG0008341	LOC6040212|XP_001849658.1|CQUI	CCAP1982_LOCUS3342|CAD6994604.1|CCAP
OG0008342	LOC119769734|XP_038119149.1|CQUI	CCAP1982_LOCUS13043|CAD7004648.1|CCAP
OG0008344	LOC6050301|XP_001866933.2|CQUI	CCAP1982_LOCUS11914|CAD7003461.1|CCAP
OG0008345	LOC6046555|XP_038121015.1|CQUI	CCAP1982_LOCUS12323|CAD7003893.1|CCAP
OG0008347	LOC6051394|XP_001867840.1|CQUI	CCAP1982_LOCUS8876|CAD7000401.1|CCAP
OG0008351	LOC6040245|XP_038115934.1|CQUI	CCAP1982_LOCUS11606|CAD7003145.1|CCAP
OG0008352	LOC6042338|XP_001851466.2|CQUI	CCAP1982_LOCUS14829|CAD7006515.1|CCAP
OG0008353	LOC6043788|XP_001861385.1|CQUI	CCAP1982_LOCUS12045|CAD7003597.1|CCAP
OG0008355	LOC6030959|XP_038118958.1|CQUI	CCAP1982_LOCUS22485|CAD7014483.1|CCAP
OG0008357	LOC6051788|XP_038110713.1|CQUI	CCAP1982_LOCUS863|CAD6991976.1|CCAP
OG0008361	LOC119766649|XP_038107696.1|CQUI	CCAP1982_LOCUS9119|CAD7000645.1|CCAP
OG0008364	LOC119767100|XP_038110666.1|CQUI	CCAP1982_LOCUS14632|CAD7006310.1|CCAP
OG0008365	LOC6041413|XP_038108206.1|CQUI	CCAP1982_LOCUS20151|CAD7012049.1|CCAP
OG0008366	LOC6046460|XP_001863653.2|CQUI	CCAP1982_LOCUS4899|CAD6996210.1|CCAP
OG0008371	LOC6043734|XP_001861354.2|CQUI	CCAP1982_LOCUS4600|CAD6995899.1|CCAP
OG0008372	LOC6044594|XP_001862085.1|CQUI	CCAP1982_LOCUS21458|CAD7013393.1|CCAP
OG0008376	LOC6036652|XP_038109154.1|CQUI	CCAP1982_LOCUS8463|CAD6999956.1|CCAP
OG0008377	LOC6033186|XP_038107653.1|CQUI	CCAP1982_LOCUS5667|CAD6997006.1|CCAP
OG0008389	LOC6033320|XP_038112407.1|CQUI	CCAP1982_LOCUS6890|CAD6998281.1|CCAP
OG0008393	LOC6046083|XP_038118446.1|CQUI	CCAP1982_LOCUS13966|CAD7005607.1|CCAP
OG0008400	LOC6048714|XP_001865590.1|CQUI	CCAP1982_LOCUS11408|CAD7002943.1|CCAP
OG0008401	LOC6040343|XP_001849747.1|CQUI	CCAP1982_LOCUS8474|CAD6999969.1|CCAP
OG0008402	LOC6039376|XP_001848991.1|CQUI	CCAP1982_LOCUS4270|CAD6995559.1|CCAP
OG0008404	LOC6051114|XP_038119961.1|CQUI	CCAP1982_LOCUS652|CAD6991740.1|CCAP
OG0008407	LOC6049542|XP_001866274.2|CQUI	CCAP1982_LOCUS4426|CAD6995719.1|CCAP
OG0008431	LOC6051429|XP_038110751.1|CQUI	CCAP1982_LOCUS19670|CAD7011581.1|CCAP
OG0008432	LOC6034258|XP_038108460.1|CQUI	CCAP1982_LOCUS2706|CAD6993915.1|CCAP
OG0008433	LOC6043551|XP_038111566.1|CQUI	CCAP1982_LOCUS13436|CAD7005072.1|CCAP
OG0008439	LOC119765115|XP_038104213.1|CQUI	CCAP1982_LOCUS21021|CAD7012923.1|CCAP
OG0008440	LOC6051909|XP_001868266.2|CQUI	CCAP1982_LOCUS773|CAD6991882.1|CCAP
OG0008442	LOC6037460|XP_038109145.1|CQUI	CCAP1982_LOCUS21078|CAD7012987.1|CCAP
OG0008443	LOC6034509|XP_038109763.1|CQUI	CCAP1982_LOCUS13397|CAD7005025.1|CCAP
OG0008444	LOC6040575|XP_038110676.1|CQUI	CCAP1982_LOCUS14132|CAD7005783.1|CCAP
OG0008451	LOC6050704|XP_038105386.1|CQUI	CCAP1982_LOCUS100|CAD6991160.1|CCAP
OG0008456	LOC6039382|XP_038117968.1|CQUI	CCAP1982_LOCUS27|CAD6991079.1|CCAP
OG0008457	LOC6045169|XP_001862568.2|CQUI	CCAP1982_LOCUS4532|CAD6995830.1|CCAP
OG0008458	LOC6050641|XP_001867204.2|CQUI	CCAP1982_LOCUS19473|CAD7011372.1|CCAP, CCAP1982_LOCUS19472|CAD7011371.1|CCAP
OG0008461	LOC6031734|XP_038108925.1|CQUI	CCAP1982_LOCUS6949|CAD6998348.1|CCAP
OG0008462	LOC6033615|XP_038110294.1|CQUI	CCAP1982_LOCUS8775|CAD7000285.1|CCAP
OG0008466	LOC6035476|XP_038120208.1|CQUI	CCAP1982_LOCUS7231|CAD6998669.1|CCAP
OG0008467	LOC6030872|XP_001841751.2|CQUI	CCAP1982_LOCUS21767|CAD7013736.1|CCAP
OG0008469	LOC6040024|XP_001849499.2|CQUI	CCAP1982_LOCUS23118|CAD7015165.1|CCAP
OG0008474	LOC6037558|XP_038117510.1|CQUI	CCAP1982_LOCUS5114|CAD6996442.1|CCAP
OG0008480	LOC6049831|XP_038113227.1|CQUI	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP
OG0008528	LOC6054813|XP_001870995.1|CQUI	CCAP1982_LOCUS12165|CAD7003728.1|CCAP
OG0008537	LOC6034495|XP_038111255.1|CQUI	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP
OG0008545	LOC6051672|XP_038115051.1|CQUI	CCAP1982_LOCUS21091|CAD7013001.1|CCAP
OG0008548	LOC6044641|XP_001862122.2|CQUI	CCAP1982_LOCUS181|CAD6991246.1|CCAP
OG0008551	LOC6034632|XP_038120126.1|CQUI	CCAP1982_LOCUS12997|CAD7004602.1|CCAP
OG0008552	LOC6048153|XP_038121469.1|CQUI	CCAP1982_LOCUS11251|CAD7002778.1|CCAP
OG0008556	LOC119767099|XP_038110663.1|CQUI	CCAP1982_LOCUS19952|CAD7011842.1|CCAP
OG0008557	LOC6031371|XP_001842182.2|CQUI	CCAP1982_LOCUS1669|CAD6992832.1|CCAP
OG0008562	LOC6043014|XP_038108763.1|CQUI	CCAP1982_LOCUS6143|CAD6997504.1|CCAP
OG0008563	LOC119767737|XP_038113025.1|CQUI	CCAP1982_LOCUS2235|CAD6993420.1|CCAP
OG0008566	LOC6042071|XP_001851225.2|CQUI	CCAP1982_LOCUS6031|CAD6997390.1|CCAP
OG0008567	LOC6036318|XP_001846382.2|CQUI	CCAP1982_LOCUS8257|CAD6999731.1|CCAP
OG0008571	LOC6040344|XP_001849748.2|CQUI	CCAP1982_LOCUS11110|CAD7002626.1|CCAP
OG0008574	LOC6038146|XP_001847980.2|CQUI	CCAP1982_LOCUS12049|CAD7003602.1|CCAP
OG0008578	LOC6039509|XP_038114740.1|CQUI	CCAP1982_LOCUS12346|CAD7003921.1|CCAP
OG0008588	LOC6039157|XP_001848813.2|CQUI	CCAP1982_LOCUS4528|CAD6995825.1|CCAP
OG0008591	LOC6044269|XP_038112338.1|CQUI	CCAP1982_LOCUS14699|CAD7006378.1|CCAP, CCAP1982_LOCUS14711|CAD7006391.1|CCAP
OG0008593	LOC6049229|XP_038113544.1|CQUI	CCAP1982_LOCUS12098|CAD7003660.1|CCAP
OG0008594	LOC6049926|XP_001866613.2|CQUI	CCAP1982_LOCUS3117|CAD6994364.1|CCAP
OG0008597	LOC6046209|XP_001863438.2|CQUI	CCAP1982_LOCUS5059|CAD6996381.1|CCAP
OG0008600	LOC6034800|XP_001845072.2|CQUI	CCAP1982_LOCUS81|CAD6991139.1|CCAP
OG0008601	LOC6042776|XP_001870782.1|CQUI	CCAP1982_LOCUS7418|CAD6998871.1|CCAP
OG0008602	LOC6037327|XP_038105064.1|CQUI	CCAP1982_LOCUS2526|CAD6993728.1|CCAP
OG0008607	LOC6037976|XP_001847826.2|CQUI	CCAP1982_LOCUS575|CAD6991661.1|CCAP
OG0008650	LOC6045876|XP_001863148.2|CQUI	CCAP1982_LOCUS22795|CAD7014828.1|CCAP
OG0008651	LOC6045408|XP_001862786.2|CQUI, LOC119768757|XP_038115697.1|CQUI	CCAP1982_LOCUS7105|CAD6998517.1|CCAP
OG0008686	LOC6032082|XP_038105986.1|CQUI	CCAP1982_LOCUS2227|CAD6993412.1|CCAP
OG0008690	LOC6041500|XP_038111145.1|CQUI	CCAP1982_LOCUS6225|CAD6997586.1|CCAP
OG0008696	LOC6039387|XP_038121844.1|CQUI	CCAP1982_LOCUS4783|CAD6996076.1|CCAP
OG0008697	LOC6035820|XP_038115170.1|CQUI	CCAP1982_LOCUS12730|CAD7004310.1|CCAP
OG0008699	LOC6036899|XP_001846875.2|CQUI	CCAP1982_LOCUS11790|CAD7003330.1|CCAP
OG0008701	LOC6047092|XP_038111925.1|CQUI	CCAP1982_LOCUS20548|CAD7012468.1|CCAP
OG0008703	LOC6040564|XP_001849944.2|CQUI	CCAP1982_LOCUS12414|CAD7003992.1|CCAP
OG0008706	LOC6034971|XP_038120456.1|CQUI	CCAP1982_LOCUS152|CAD6991214.1|CCAP
OG0008716	LOC6039971|XP_038110659.1|CQUI	CCAP1982_LOCUS4582|CAD6995881.1|CCAP
OG0008718	LOC6048274|XP_001865218.1|CQUI	CCAP1982_LOCUS22609|CAD7014618.1|CCAP
OG0008723	LOC6041994|XP_001851167.1|CQUI	CCAP1982_LOCUS19903|CAD7011793.1|CCAP
OG0008724	LOC6046724|XP_001863883.2|CQUI	CCAP1982_LOCUS5746|CAD6997094.1|CCAP
OG0008733	LOC119769175|XP_038117009.1|CQUI, LOC119769997|XP_038119944.1|CQUI, LOC119766704|XP_038107967.1|CQUI	CCAP1982_LOCUS10339|CAD7001849.1|CCAP, CCAP1982_LOCUS10304|CAD7001813.1|CCAP
OG0008762	LOC6052477|XP_001868742.2|CQUI	CCAP1982_LOCUS20993|CAD7012894.1|CCAP
OG0008814	LOC6043929|XP_001861512.1|CQUI	CCAP1982_LOCUS7259|CAD6998702.1|CCAP
OG0008819	LOC6050189|XP_001866832.2|CQUI	CCAP1982_LOCUS19691|CAD7011602.1|CCAP
OG0008821	LOC6044536|XP_001862040.2|CQUI	CCAP1982_LOCUS10709|CAD7002213.1|CCAP, CCAP1982_LOCUS10708|CAD7002212.1|CCAP
OG0008824	LOC119768595|XP_038114618.1|CQUI	CCAP1982_LOCUS22196|CAD7014191.1|CCAP
OG0008827	LOC6031458|XP_038113172.1|CQUI, LOC6031456|XP_038114155.1|CQUI	CCAP1982_LOCUS5873|CAD6997239.1|CCAP, CCAP1982_LOCUS5875|CAD6997241.1|CCAP
OG0008836	LOC6048993|XP_001865827.1|CQUI	CCAP1982_LOCUS22544|CAD7014543.1|CCAP
OG0008843	LOC6031310|XP_038118873.1|CQUI	CCAP1982_LOCUS14974|CAD7006672.1|CCAP
OG0008909	LOC6043892|XP_038104134.1|CQUI	CCAP1982_LOCUS1393|CAD6992545.1|CCAP
OG0008915	LOC6044612|XP_038104245.1|CQUI	CCAP1982_LOCUS3581|CAD6994846.1|CCAP
OG0008921	LOC6033302|XP_038108508.1|CQUI	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP
OG0008986	LOC6032964|XP_001843480.2|CQUI	CCAP1982_LOCUS5702|CAD6997047.1|CCAP
OG0008991	LOC6054183|XP_038121407.1|CQUI	CCAP1982_LOCUS4200|CAD6995485.1|CCAP
OG0009007	LOC6037562|XP_001847460.1|CQUI	CCAP1982_LOCUS14979|CAD7006678.1|CCAP
OG0009219	LOC6040430|XP_038105172.1|CQUI	CCAP1982_LOCUS1342|CAD6992490.1|CCAP
OG0009230	LOC6044238|XP_038109509.1|CQUI	CCAP1982_LOCUS5889|CAD6997256.1|CCAP
OG0009237	LOC119771110|XP_038122433.1|CQUI	CCAP1982_LOCUS5735|CAD6997082.1|CCAP
OG0009466	LOC6038231|XP_038118228.1|CQUI	CCAP1982_LOCUS12073|CAD7003634.1|CCAP
OG0009556	LOC6035164|XP_001845395.2|CQUI	CCAP1982_LOCUS4559|CAD6995858.1|CCAP
OG0009557	LOC119765662|XP_038105971.1|CQUI	CCAP1982_LOCUS4189|CAD6995473.1|CCAP
OG0009561	LOC6040977|XP_001850297.2|CQUI, LOC6036761|XP_001846758.2|CQUI, LOC6036756|XP_001846754.2|CQUI, LOC6036758|XP_001846756.2|CQUI	CCAP1982_LOCUS5409|CAD6996729.1|CCAP
OG0009566	LOC119766451|XP_038106936.1|CQUI	CCAP1982_LOCUS9664|CAD7001166.1|CCAP, CCAP1982_LOCUS23101|CAD7015152.1|CCAP, CCAP1982_LOCUS12505|CAD7004082.1|CCAP, CCAP1982_LOCUS10025|CAD7001529.1|CCAP, CCAP1982_LOCUS6183|CAD6997544.1|CCAP
OG0009843	LOC6038906|XP_038106962.1|CQUI	CCAP1982_LOCUS13138|CAD7004745.1|CCAP
OG0009924	LOC119767166|XP_038110979.1|CQUI, LOC6043536|XP_038106325.1|CQUI, LOC6043537|XP_001859635.2|CQUI, LOC6043538|XP_038106324.1|CQUI	CCAP1982_LOCUS20339|CAD7012243.1|CCAP
OG0009927	LOC6034251|XP_038113898.1|CQUI	CCAP1982_LOCUS21028|CAD7012931.1|CCAP
OG0009934	LOC119769672|XP_038118916.1|CQUI	CCAP1982_LOCUS12943|CAD7004546.1|CCAP
OG0010267	LOC6044086|XP_038114696.1|CQUI	CCAP1982_LOCUS11291|CAD7002821.1|CCAP
OG0010813	LOC6038925|XP_038109196.1|CQUI	CCAP1982_LOCUS6163|CAD6997523.1|CCAP
OG0010948	LOC6034253|XP_001844598.2|CQUI	CCAP1982_LOCUS2948|CAD6994183.1|CCAP
OG0010973	LOC119769149|XP_038116981.1|CQUI, LOC119766409|XP_038106868.1|CQUI, LOC119769959|XP_038119805.1|CQUI, LOC119769957|XP_038119795.1|CQUI, LOC119769069|XP_038116893.1|CQUI	CCAP1982_LOCUS10386|CAD7001899.1|CCAP, CCAP1982_LOCUS9579|CAD7001107.1|CCAP, CCAP1982_LOCUS10539|CAD7002051.1|CCAP, CCAP1982_LOCUS9546|CAD7001074.1|CCAP, CCAP1982_LOCUS9842|CAD7001345.1|CCAP
OG0011293	LOC6036781|XP_038114293.1|CQUI	CCAP1982_LOCUS2955|CAD6994190.1|CCAP
