Orthogroup	CQUI.longest_only	ASTE.longest_only
OG0013178	LOC6035877|XP_038112476.1|CQUI	LOC118512334|XP_035912509.1|ASTE
OG0013179	LOC6035875|XP_038114154.1|CQUI, LOC6035874|XP_038110219.1|CQUI	LOC118512337|XP_035912517.1|ASTE
OG0013180	LOC6040356|XP_038111109.1|CQUI	LOC118508194|XP_035903650.1|ASTE
OG0013181	LOC6053989|XP_038110624.1|CQUI	LOC118507168|XP_035901126.1|ASTE
OG0013182	LOC6042921|XP_038114272.1|CQUI	LOC118508400|XP_035904055.1|ASTE
OG0013183	LOC6045977|XP_038112458.1|CQUI	LOC118507249|XP_035901425.1|ASTE
OG0013184	LOC6047644|XP_001864674.2|CQUI	LOC118512352|XP_035912547.1|ASTE
OG0013185	LOC6048550|XP_001865456.2|CQUI	LOC118512413|XP_035912705.1|ASTE
OG0013186	LOC6032291|XP_038109854.1|CQUI	LOC118517596|XP_035919773.1|ASTE
OG0013187	LOC6040173|XP_038108349.1|CQUI	LOC118506192|XP_035898876.1|ASTE, LOC118516556|XP_035918397.1|ASTE
OG0013188	LOC6031852|XP_038111111.1|CQUI	LOC118507730|XP_035902579.1|ASTE
OG0013189	LOC6044270|XP_001861807.2|CQUI	LOC118503130|XP_035891981.1|ASTE
OG0013190	LOC6053397|XP_038113234.1|CQUI	LOC118506201|XP_035898902.1|ASTE
OG0013191	LOC6036087|XP_001846180.2|CQUI	LOC118503533|XP_035892812.1|ASTE
OG0013192	LOC6051685|XP_038107190.1|CQUI	LOC118503664|XP_035893083.1|ASTE
OG0013195	LOC6043272|XP_038106577.1|CQUI	LOC118504064|XP_035893993.1|ASTE
OG0013196	LOC6051215|XP_038107611.1|CQUI	LOC118503088|XP_035891865.1|ASTE
OG0013198	LOC6051205|XP_038111859.1|CQUI	LOC118510041|XP_035907322.1|ASTE, LOC118503093|XP_035891880.1|ASTE
OG0013199	LOC6037246|XP_038114167.1|CQUI	LOC118504731|XP_035895477.1|ASTE
OG0013200	LOC6037241|XP_038114174.1|CQUI	LOC118503096|XP_035891887.1|ASTE
OG0013201	LOC6037216|XP_038109939.1|CQUI	LOC118508103|XP_035903479.1|ASTE
OG0013202	LOC119771210|XP_038122843.1|CQUI	LOC118507540|XP_035902011.1|ASTE
OG0013204	LOC119771252|XP_038122992.1|CQUI	LOC118505253|XP_035896701.1|ASTE
OG0013207	LOC6043119|XP_038110955.1|CQUI	LOC118503134|XP_035891994.1|ASTE, LOC118503394|XP_035892489.1|ASTE
OG0013209	LOC6047109|XP_038112815.1|CQUI	LOC118503575|XP_035892903.1|ASTE, LOC118507187|XP_035901152.1|ASTE, LOC118505870|XP_035898186.1|ASTE
OG0013366	LOC6044348|XP_001861878.2|CQUI	LOC118507128|XP_035901041.1|ASTE
OG0013367	LOC6044347|XP_001861877.2|CQUI	LOC118516464|XP_035918257.1|ASTE, LOC118505074|XP_035896252.1|ASTE
OG0013368	LOC6035143|XP_038107592.1|CQUI	LOC118517390|XP_035919333.1|ASTE
OG0013369	LOC6044315|XP_001861847.2|CQUI	LOC118510104|XP_035907452.1|ASTE
OG0013370	LOC6035145|XP_038104512.1|CQUI	LOC118506926|XP_035900622.1|ASTE
OG0013371	LOC6054815|XP_001870999.1|CQUI	LOC118505363|XP_035896953.1|ASTE
OG0013373	LOC6042717|XP_038112621.1|CQUI	LOC118504227|XP_035894335.1|ASTE, LOC118505522|XP_035897326.1|ASTE
OG0013375	LOC6048472|XP_038107564.1|CQUI	LOC118505592|XP_035897472.1|ASTE
OG0013377	LOC6050202|XP_038104642.1|CQUI	LOC118517431|XP_035919443.1|ASTE
OG0013379	LOC119765541|XP_038105551.1|CQUI	LOC118504800|XP_035895678.1|ASTE
OG0013380	LOC119765036|XP_038104027.1|CQUI	LOC118508042|XP_035903341.1|ASTE
OG0013381	LOC6052343|XP_038123024.1|CQUI	LOC118513183|XP_035914547.1|ASTE
OG0013383	LOC6054826|XP_038122872.1|CQUI	LOC118517422|XP_035919424.1|ASTE
OG0013384	LOC119765300|XP_038104822.1|CQUI	LOC118517420|XP_035919420.1|ASTE
OG0013385	LOC6045238|XP_001862630.1|CQUI	LOC118517418|XP_035919418.1|ASTE
OG0013386	LOC6049292|XP_038104234.1|CQUI	LOC118504268|XP_035894397.1|ASTE
OG0013387	LOC6040736|XP_038104220.1|CQUI	LOC118517444|XP_035919467.1|ASTE
OG0013388	LOC119765131|XP_038104239.1|CQUI	LOC118517413|XP_035919446.1|ASTE
OG0013390	LOC6044959|XP_001862385.2|CQUI	LOC118515641|XP_035917936.1|ASTE
OG0013391	LOC119765504|XP_038105416.1|CQUI	LOC118509798|XP_035906831.1|ASTE
OG0013395	LOC6046768|XP_001863919.1|CQUI	LOC118506995|XP_035900773.1|ASTE
OG0013396	LOC6036769|XP_001846768.2|CQUI	LOC118508476|XP_035904182.1|ASTE
OG0013397	LOC6036506|XP_038108989.1|CQUI	LOC118511223|XP_035909938.1|ASTE
OG0013398	LOC119771183|XP_038122667.1|CQUI	LOC118506446|XP_035899475.1|ASTE
OG0013400	LOC6047475|XP_038104032.1|CQUI	LOC118502471|XP_035890596.1|ASTE, LOC118502472|XP_035890597.1|ASTE
OG0013401	LOC6049811|XP_038114466.1|CQUI	LOC118504274|XP_035894401.1|ASTE
OG0013402	LOC6035571|XP_038122963.1|CQUI	LOC118507486|XP_035901900.1|ASTE
OG0013403	LOC6035560|XP_001845716.2|CQUI	LOC118507469|XP_035901863.1|ASTE
OG0013404	LOC119765275|XP_038104741.1|CQUI	LOC118508301|XP_035903847.1|ASTE
OG0013405	LOC119766532|XP_038107138.1|CQUI	LOC118504431|XP_035894763.1|ASTE
OG0013407	LOC6047842|XP_038106492.1|CQUI	LOC118504667|XP_035895345.1|ASTE
OG0013409	LOC6039163|XP_038118146.1|CQUI	LOC118504640|XP_035895256.1|ASTE
OG0013410	LOC119768780|XP_038115868.1|CQUI	LOC118505556|XP_035897401.1|ASTE
OG0013411	LOC6046595|XP_001863769.1|CQUI	LOC118507888|XP_035903016.1|ASTE
OG0013412	LOC6031605|XP_001842358.2|CQUI	LOC118502698|XP_035891111.1|ASTE
OG0013413	LOC6031556|XP_001842340.1|CQUI	LOC118506150|XP_035898799.1|ASTE
OG0013414	LOC6039928|XP_038104250.1|CQUI	LOC118503300|XP_035892305.1|ASTE
OG0013417	LOC6037338|XP_001847262.2|CQUI	LOC118507898|XP_035903046.1|ASTE
OG0013418	LOC6033722|XP_001844142.2|CQUI	LOC118502824|XP_035891393.1|ASTE
OG0013419	LOC6043837|XP_001861432.2|CQUI	LOC118507380|XP_035901718.1|ASTE
OG0013420	LOC6045599|XP_001862940.2|CQUI	LOC118508006|XP_035903283.1|ASTE
OG0013425	LOC6032855|XP_001843382.2|CQUI	LOC118510202|XP_035907632.1|ASTE
OG0013426	LOC6032865|XP_001843390.1|CQUI	LOC118510204|XP_035907634.1|ASTE, LOC118510206|XP_035907636.1|ASTE
OG0013429	LOC6043935|XP_038120168.1|CQUI	LOC118513609|XP_035915552.1|ASTE
OG0013430	LOC6039862|XP_038120924.1|CQUI	LOC118511514|XP_035910590.1|ASTE
OG0013432	LOC6052008|XP_038119052.1|CQUI	LOC118512224|XP_035912232.1|ASTE, LOC118516899|XP_035918637.1|ASTE
OG0013433	LOC6049791|XP_001866497.2|CQUI	LOC118513014|XP_035914181.1|ASTE, LOC118513016|XP_035914183.1|ASTE
OG0013434	LOC6040747|XP_001850098.2|CQUI	LOC118510535|XP_035908384.1|ASTE
OG0013435	LOC6051551|XP_038119700.1|CQUI	LOC118512983|XP_035914129.1|ASTE, LOC118512982|XP_035914128.1|ASTE
OG0013436	LOC6031041|XP_038114827.1|CQUI	LOC118510494|XP_035908280.1|ASTE
OG0013438	LOC6044945|XP_001862376.2|CQUI	LOC118514473|XP_035917291.1|ASTE
OG0013439	LOC119769751|XP_038119213.1|CQUI	LOC118514321|XP_035916998.1|ASTE, LOC118510293|XP_035907808.1|ASTE
OG0013440	LOC119768775|XP_038115809.1|CQUI	LOC118510316|XP_035907849.1|ASTE
OG0013441	LOC6041124|XP_038117238.1|CQUI	LOC118511428|XP_035910411.1|ASTE
OG0013442	LOC119769318|XP_038117242.1|CQUI, LOC6041112|XP_038120465.1|CQUI	LOC118511432|XP_035910416.1|ASTE
OG0013443	LOC6048739|XP_038118639.1|CQUI	LOC118512841|XP_035913787.1|ASTE
OG0013445	LOC6050487|XP_001867090.1|CQUI	LOC118508828|XP_035904466.1|ASTE
OG0013446	LOC6047382|XP_038119507.1|CQUI	LOC118510238|XP_035907698.1|ASTE
OG0013447	LOC6050308|XP_001866939.2|CQUI	LOC118510217|XP_035907674.1|ASTE
OG0013448	LOC6045477|XP_038122162.1|CQUI	LOC118511322|XP_035910137.1|ASTE
OG0013449	LOC6036214|XP_038117128.1|CQUI	LOC118505898|XP_035898246.1|ASTE
OG0013450	LOC6033558|XP_038120884.1|CQUI	LOC118512015|XP_035911684.1|ASTE
OG0013451	LOC6040628|XP_001849996.1|CQUI	LOC118514204|XP_035916790.1|ASTE
OG0013452	LOC6053146|XP_001869286.1|CQUI	LOC118514193|XP_035916775.1|ASTE
OG0013453	LOC6046787|XP_001863934.2|CQUI	LOC118514192|XP_035916774.1|ASTE
OG0013454	LOC6042848|XP_038120851.1|CQUI	LOC118509465|XP_035905983.1|ASTE
OG0013456	LOC119770444|XP_038121297.1|CQUI	LOC118514200|XP_035916782.1|ASTE
OG0013457	LOC6043141|XP_038117133.1|CQUI, LOC6043140|XP_001856180.2|CQUI	LOC118511305|XP_035910108.1|ASTE
OG0013459	LOC119769913|XP_038119673.1|CQUI	LOC118514497|XP_035917322.1|ASTE
OG0013460	LOC6039405|XP_038120941.1|CQUI	LOC118514500|XP_035917324.1|ASTE
OG0013461	LOC6030809|XP_001841710.2|CQUI	LOC118513862|XP_035916056.1|ASTE
OG0013463	LOC6030946|XP_038115832.1|CQUI	LOC118509764|XP_035906788.1|ASTE
OG0013465	LOC6047544|XP_001864591.1|CQUI	LOC118513380|XP_035914936.1|ASTE
OG0013466	LOC6032436|XP_038108059.1|CQUI	LOC118513373|XP_035914902.1|ASTE
OG0013467	LOC6032462|XP_038111928.1|CQUI	LOC118512699|XP_035913408.1|ASTE
OG0013469	LOC6048797|XP_001865664.1|CQUI	LOC118513617|XP_035915566.1|ASTE
OG0013470	LOC6041639|XP_038113791.1|CQUI	LOC118509163|XP_035905311.1|ASTE
OG0013471	LOC119766362|XP_038106785.1|CQUI	LOC118513965|XP_035916279.1|ASTE
OG0013472	LOC119766570|XP_038107297.1|CQUI	LOC118513973|XP_035916290.1|ASTE
OG0013473	LOC6045653|XP_038113805.1|CQUI	LOC118508515|XP_035904260.1|ASTE, LOC118513519|XP_035915273.1|ASTE
OG0013475	LOC6037391|XP_038110249.1|CQUI	LOC118511061|XP_035909564.1|ASTE
OG0013476	LOC6038517|XP_001848308.2|CQUI	LOC118511582|XP_035910725.1|ASTE
OG0013477	LOC6051264|XP_038110129.1|CQUI	LOC118511604|XP_035910779.1|ASTE
OG0013478	LOC6046696|XP_038111270.1|CQUI	LOC118511174|XP_035909811.1|ASTE
OG0013479	LOC6050052|XP_001866719.1|CQUI	LOC118517086|XP_035918831.1|ASTE, LOC118513877|XP_035916077.1|ASTE
OG0013480	LOC6031780|XP_038113875.1|CQUI	LOC118511750|XP_035911108.1|ASTE
OG0013481	LOC6031808|XP_001842515.2|CQUI	LOC118513414|XP_035915015.1|ASTE
OG0013482	LOC6041554|XP_038110473.1|CQUI	LOC118511586|XP_035910730.1|ASTE
OG0013483	LOC6031189|XP_038106118.1|CQUI	LOC118511680|XP_035910941.1|ASTE
OG0013484	LOC6031205|XP_001842040.1|CQUI	LOC118511656|XP_035910895.1|ASTE
OG0013485	LOC6031254|XP_001842084.2|CQUI	LOC118510031|XP_035907312.1|ASTE
OG0013486	LOC6031990|XP_038110818.1|CQUI	LOC118509316|XP_035905660.1|ASTE
OG0013487	LOC6037016|XP_001846979.2|CQUI	LOC118513331|XP_035914838.1|ASTE
OG0013488	LOC6031833|XP_038113513.1|CQUI	LOC118513720|XP_035915754.1|ASTE
OG0013489	LOC6031831|XP_001842534.2|CQUI	LOC118513718|XP_035915753.1|ASTE
OG0013490	LOC6044262|XP_038111257.1|CQUI	LOC118511678|XP_035910939.1|ASTE
OG0013491	LOC119767939|XP_038113918.1|CQUI	LOC118513842|XP_035916012.1|ASTE
OG0013493	LOC6033147|XP_001843636.2|CQUI	LOC118514668|XP_035917602.1|ASTE
OG0013494	LOC6033152|XP_038107356.1|CQUI	LOC118514666|XP_035917600.1|ASTE
OG0013495	LOC6033236|XP_001843712.2|CQUI	LOC118511788|XP_035911199.1|ASTE
OG0013496	LOC6033231|XP_001843707.2|CQUI	LOC118509305|XP_035905647.1|ASTE
OG0013497	LOC6037546|XP_001847446.1|CQUI	LOC118514642|XP_035917559.1|ASTE
OG0013498	LOC119767870|XP_038113549.1|CQUI	LOC118514567|XP_035917460.1|ASTE
OG0013499	LOC6031880|XP_038111802.1|CQUI, LOC119770484|XP_038121401.1|CQUI	LOC118509220|XP_035905396.1|ASTE
OG0013500	LOC6034901|XP_038113540.1|CQUI	LOC118513254|XP_035914709.1|ASTE
OG0013501	LOC6036441|XP_038112733.1|CQUI	LOC118512592|XP_035913125.1|ASTE
OG0013502	LOC6039099|XP_038111251.1|CQUI	LOC118509339|XP_035905732.1|ASTE
OG0013503	LOC6054082|XP_038111075.1|CQUI	LOC118513199|XP_035914584.1|ASTE
OG0013504	LOC6038887|XP_001848586.1|CQUI	LOC118510866|XP_035909105.1|ASTE
OG0013505	LOC119766694|XP_038107924.1|CQUI	LOC118513267|XP_035914728.1|ASTE
OG0013506	LOC6054011|XP_038110855.1|CQUI	LOC118513333|XP_035914840.1|ASTE
OG0013507	LOC6049517|XP_001866264.2|CQUI	LOC118510023|XP_035907303.1|ASTE
OG0013508	LOC6048065|XP_001865035.2|CQUI	LOC118512613|XP_035913185.1|ASTE
OG0013509	LOC6047219|XP_001864303.2|CQUI	LOC118510813|XP_035909025.1|ASTE
OG0013511	LOC6042650|XP_038119994.1|CQUI	LOC118503506|XP_035892748.1|ASTE
OG0013512	LOC6042645|XP_001853201.2|CQUI	LOC118505762|XP_035897884.1|ASTE
OG0013513	LOC6053018|XP_038120061.1|CQUI	LOC118517024|XP_035918781.1|ASTE, LOC118505747|XP_035897837.1|ASTE
OG0013514	LOC6046368|XP_038119668.1|CQUI	LOC118505749|XP_035897850.1|ASTE, LOC118517022|XP_035918769.1|ASTE
OG0013515	LOC6046086|XP_038119030.1|CQUI	LOC118505325|XP_035896862.1|ASTE
OG0013516	LOC6052556|XP_038115759.1|CQUI	LOC118507575|XP_035902114.1|ASTE
OG0013517	LOC6038734|XP_001848472.2|CQUI	LOC118506587|XP_035899838.1|ASTE
OG0013518	LOC6048805|XP_038122028.1|CQUI	LOC118506588|XP_035899839.1|ASTE
OG0013520	LOC119770435|XP_038121270.1|CQUI	LOC118508325|XP_035903889.1|ASTE, LOC118517057|XP_035918799.1|ASTE
OG0013521	LOC119769977|XP_038119870.1|CQUI	LOC118517049|XP_035918790.1|ASTE, LOC118508327|XP_035903891.1|ASTE
OG0013522	LOC6048310|XP_038119659.1|CQUI	LOC118508343|XP_035903916.1|ASTE
OG0013524	LOC6049281|XP_038121735.1|CQUI	LOC118507101|XP_035900996.1|ASTE
OG0013525	LOC6046230|XP_001863458.1|CQUI	LOC118505653|XP_035897633.1|ASTE
OG0013526	LOC6054583|XP_038120380.1|CQUI	LOC118506507|XP_035899618.1|ASTE
OG0013527	LOC6045177|XP_038122359.1|CQUI	LOC118505147|XP_035896417.1|ASTE
OG0013528	LOC119769472|XP_038117969.1|CQUI	LOC118505489|XP_035897231.1|ASTE
OG0013529	LOC119769900|XP_038119628.1|CQUI	LOC118506341|XP_035899217.1|ASTE
OG0013530	LOC119768882|XP_038116457.1|CQUI	LOC118502590|XP_035890835.1|ASTE
OG0013531	LOC6041191|XP_001850488.1|CQUI	LOC118507027|XP_035900870.1|ASTE
OG0013532	LOC119768623|XP_038114743.1|CQUI	LOC118504348|XP_035894609.1|ASTE
OG0013533	LOC119765393|XP_038105091.1|CQUI, LOC6049065|XP_038115930.1|CQUI	LOC118504347|XP_035894607.1|ASTE
OG0013534	LOC6050666|XP_001867233.1|CQUI	LOC118506170|XP_035898833.1|ASTE
OG0013535	LOC6050691|XP_001867255.2|CQUI	LOC118507676|XP_035902359.1|ASTE
OG0013536	LOC6053275|XP_001869389.2|CQUI	LOC118507675|XP_035902358.1|ASTE
OG0013537	LOC6049987|XP_001866662.1|CQUI	LOC118502392|XP_035890507.1|ASTE, LOC118506978|XP_035900730.1|ASTE
OG0013538	LOC6039136|XP_038121938.1|CQUI	LOC118502668|XP_035891031.1|ASTE
OG0013540	LOC6036923|XP_038120854.1|CQUI	LOC118503218|XP_035892104.1|ASTE
OG0013541	LOC6045998|XP_038121866.1|CQUI	LOC118506723|XP_035900147.1|ASTE
OG0013542	LOC6051690|XP_001868087.2|CQUI	LOC118506533|XP_035899695.1|ASTE
OG0013543	LOC6048019|XP_038118074.1|CQUI	LOC118502695|XP_035891105.1|ASTE
OG0013544	LOC6032543|XP_001843123.2|CQUI	LOC118506970|XP_035900706.1|ASTE
OG0013545	LOC6044517|XP_038121559.1|CQUI	LOC118506985|XP_035900746.1|ASTE
OG0013546	LOC6051285|XP_001867748.2|CQUI	LOC118506809|XP_035900360.1|ASTE
OG0013547	LOC6040159|XP_038121979.1|CQUI	LOC118506713|XP_035900102.1|ASTE
OG0013548	LOC6040147|XP_038118827.1|CQUI	LOC118508424|XP_035904086.1|ASTE
OG0013549	LOC6037592|XP_038116335.1|CQUI	LOC118503611|XP_035892979.1|ASTE
OG0013550	LOC6032729|XP_001843277.2|CQUI	LOC118508373|XP_035904001.1|ASTE
OG0013551	LOC6032741|XP_038119840.1|CQUI	LOC118502807|XP_035891338.1|ASTE
OG0013552	LOC6033802|XP_038121851.1|CQUI	LOC118505458|XP_035897152.1|ASTE
OG0013553	LOC6040840|XP_001850175.2|CQUI	LOC118504260|XP_035894382.1|ASTE
OG0013554	LOC6040830|XP_038115081.1|CQUI	LOC118506220|XP_035898950.1|ASTE
OG0013555	LOC6035815|XP_038119143.1|CQUI	LOC118506763|XP_035900250.1|ASTE
OG0013557	LOC6038964|XP_038116818.1|CQUI	LOC118503613|XP_035892981.1|ASTE
OG0013558	LOC119769620|XP_038118711.1|CQUI	LOC118505080|XP_035896262.1|ASTE
OG0013560	LOC6041873|XP_038122122.1|CQUI	LOC118502563|XP_035890778.1|ASTE
OG0013562	LOC6033780|XP_038113965.1|CQUI	LOC118512396|XP_035912670.1|ASTE
OG0013563	LOC6050585|XP_038113171.1|CQUI	LOC118512422|XP_035912718.1|ASTE
OG0013564	LOC6041137|XP_001850437.2|CQUI	LOC118506011|XP_035898489.1|ASTE
OG0013566	LOC6036878|XP_038113433.1|CQUI	LOC118507231|XP_035901360.1|ASTE
OG0013568	LOC6033387|XP_038112812.1|CQUI	LOC118504038|XP_035893929.1|ASTE
OG0013569	LOC6034256|XP_038111452.1|CQUI	LOC118506308|XP_035899150.1|ASTE
OG0013570	LOC6043535|XP_001859620.2|CQUI	LOC118512371|XP_035912614.1|ASTE
OG0013571	LOC6045056|XP_038110261.1|CQUI	LOC118503520|XP_035892773.1|ASTE
OG0013572	LOC119766030|XP_038106309.1|CQUI	LOC118504797|XP_035895668.1|ASTE
OG0013573	LOC6048427|XP_038110735.1|CQUI	LOC118503458|XP_035892634.1|ASTE
OG0013574	LOC6052157|XP_038108726.1|CQUI	LOC118507143|XP_035901072.1|ASTE
OG0013575	LOC6046694|XP_038110560.1|CQUI	LOC118508245|XP_035903751.1|ASTE
OG0013576	LOC6049202|XP_038112606.1|CQUI	LOC118508234|XP_035903732.1|ASTE
OG0013577	LOC6052093|XP_001868419.1|CQUI	LOC118503403|XP_035892499.1|ASTE
OG0013578	LOC6045858|XP_001863143.1|CQUI	LOC118504875|XP_035895820.1|ASTE
OG0013579	LOC6045852|XP_038112643.1|CQUI	LOC118504873|XP_035895817.1|ASTE
OG0013580	LOC6045842|XP_001863131.1|CQUI	LOC118504803|XP_035895684.1|ASTE
OG0013582	LOC6048282|XP_038110283.1|CQUI	LOC118505840|XP_035898093.1|ASTE
OG0013583	LOC6049609|XP_001866336.2|CQUI	LOC118517649|XP_035919870.1|ASTE
OG0013584	LOC6047682|XP_038112947.1|CQUI	LOC118506068|XP_035898621.1|ASTE, LOC118516514|XP_035918339.1|ASTE
OG0013585	LOC6040762|XP_001850110.2|CQUI	LOC118512071|XP_035911851.1|ASTE
OG0013586	LOC119766737|XP_038108205.1|CQUI	LOC118508177|XP_035903627.1|ASTE
OG0013587	LOC6051519|XP_038108031.1|CQUI	LOC118508202|XP_035903662.1|ASTE
OG0013588	LOC6045066|XP_038108254.1|CQUI	LOC118503938|XP_035893703.1|ASTE
OG0013589	LOC6054370|XP_001870294.2|CQUI	LOC118507299|XP_035901560.1|ASTE
OG0013590	LOC6040282|XP_038111862.1|CQUI	LOC118506032|XP_035898544.1|ASTE
OG0013591	LOC6039653|XP_038106675.1|CQUI	LOC118506182|XP_035898858.1|ASTE
OG0013592	LOC6042626|XP_038108539.1|CQUI	LOC118503900|XP_035893583.1|ASTE
OG0013593	LOC6037698|XP_038108681.1|CQUI	LOC118505942|XP_035898358.1|ASTE
OG0013594	LOC6037701|XP_001847586.2|CQUI	LOC118503326|XP_035892366.1|ASTE
OG0013595	LOC6037702|XP_038114460.1|CQUI	LOC118515258|XP_035917836.1|ASTE, LOC118505937|XP_035898349.1|ASTE
OG0013596	LOC6035925|XP_001846035.1|CQUI	LOC118507212|XP_035901202.1|ASTE
OG0013597	LOC6035678|XP_038110837.1|CQUI	LOC118505909|XP_035898261.1|ASTE
OG0013598	LOC6035667|XP_038111061.1|CQUI	LOC118507163|XP_035901113.1|ASTE
OG0013600	LOC6046958|XP_038111371.1|CQUI	LOC118507162|XP_035901112.1|ASTE
OG0013601	LOC119767736|XP_038113018.1|CQUI	LOC118504109|XP_035894090.1|ASTE
OG0013602	LOC6053363|XP_038106241.1|CQUI	LOC118503998|XP_035893842.1|ASTE
OG0013603	LOC6044043|XP_038111198.1|CQUI	LOC118503173|XP_035892037.1|ASTE
OG0013604	LOC6054456|XP_038108758.1|CQUI	LOC118517645|XP_035919859.1|ASTE
OG0013605	LOC6052292|XP_038109306.1|CQUI	LOC118506294|XP_035899118.1|ASTE, LOC118517207|XP_035919061.1|ASTE
OG0013607	LOC6037810|XP_038111295.1|CQUI	LOC118505991|XP_035898457.1|ASTE
OG0013608	LOC119765912|XP_038106038.1|CQUI	LOC118512453|XP_035912812.1|ASTE
OG0013609	LOC6034227|XP_001844580.2|CQUI	LOC118507744|XP_035902639.1|ASTE
OG0013610	LOC6042925|XP_001870865.1|CQUI	LOC118508397|XP_035904044.1|ASTE
OG0013612	LOC119767639|XP_038112571.1|CQUI	LOC118503320|XP_035892354.1|ASTE
OG0013613	LOC6034678|XP_038109771.1|CQUI	LOC118505988|XP_035898444.1|ASTE
OG0013616	LOC6032289|XP_038110992.1|CQUI	LOC118517595|XP_035919768.1|ASTE
OG0013617	LOC6032341|XP_038108337.1|CQUI	LOC118507987|XP_035903247.1|ASTE
OG0013618	LOC6038357|XP_001848171.2|CQUI	LOC118504169|XP_035894203.1|ASTE
OG0013619	LOC6043947|XP_038112794.1|CQUI	LOC118517304|XP_035919183.1|ASTE, LOC118507394|XP_035901741.1|ASTE
OG0013620	LOC6047666|XP_001864697.2|CQUI	LOC118505876|XP_035898195.1|ASTE, LOC118505875|XP_035898194.1|ASTE
OG0013621	LOC6042195|XP_038107277.1|CQUI	LOC118507376|XP_035901713.1|ASTE
OG0013622	LOC6043051|XP_038108257.1|CQUI	LOC118505888|XP_035898229.1|ASTE, LOC118516468|XP_035918265.1|ASTE
OG0013623	LOC6051902|XP_001868260.2|CQUI	LOC118506114|XP_035898710.1|ASTE
OG0013624	LOC6037692|XP_038110100.1|CQUI	LOC118503886|XP_035893537.1|ASTE
OG0013625	LOC119768048|XP_038114311.1|CQUI	LOC118508064|XP_035903414.1|ASTE
OG0013626	LOC6036711|XP_001846715.2|CQUI	LOC118504850|XP_035895755.1|ASTE
OG0013627	LOC6043268|XP_038111731.1|CQUI	LOC118504200|XP_035894272.1|ASTE
OG0013629	LOC6037675|XP_038113955.1|CQUI	LOC118503844|XP_035893446.1|ASTE, LOC118503845|XP_035893447.1|ASTE
OG0013630	LOC6037249|XP_038111720.1|CQUI	LOC118504735|XP_035895503.1|ASTE
OG0013631	LOC6037233|XP_038110442.1|CQUI	LOC118506138|XP_035898772.1|ASTE
OG0013632	LOC6037221|XP_001847151.2|CQUI	LOC118508396|XP_035904041.1|ASTE
OG0013633	LOC6040531|XP_038113107.1|CQUI	LOC118506140|XP_035898781.1|ASTE
OG0013634	LOC6040535|XP_001849919.2|CQUI	LOC118508115|XP_035903505.1|ASTE
OG0013636	LOC6035142|XP_001845376.1|CQUI	LOC118517392|XP_035919335.1|ASTE
OG0013640	LOC6041795|XP_001851012.2|CQUI	LOC118504951|XP_035895962.1|ASTE
OG0013642	LOC6031985|XP_038111738.1|CQUI, LOC6031982|XP_038111739.1|CQUI	LOC118510050|XP_035907332.1|ASTE, LOC118511624|XP_035910820.1|ASTE
OG0013643	LOC6050867|XP_038107839.1|CQUI	LOC118509064|XP_035905075.1|ASTE, LOC118509988|XP_035907263.1|ASTE, LOC118509065|XP_035905077.1|ASTE
OG0013646	LOC6031134|XP_038122128.1|CQUI	LOC118512080|XP_035911918.1|ASTE
OG0013688	LOC119769775|XP_038119291.1|CQUI	LOC118509629|XP_035906406.1|ASTE, LOC118513437|XP_035915074.1|ASTE, LOC118505847|XP_035898159.1|ASTE, LOC118505349|XP_035896952.1|ASTE, LOC118513388|XP_035914961.1|ASTE, LOC118513762|XP_035915833.1|ASTE, LOC118513780|XP_035915857.1|ASTE
OG0013839	LOC6035152|XP_001845385.2|CQUI	LOC118514043|XP_035916422.1|ASTE
OG0013841	LOC119767000|XP_038110035.1|CQUI, LOC6052342|XP_038122685.1|CQUI	LOC118505432|XP_035897106.1|ASTE
OG0013842	LOC6034309|XP_038114473.1|CQUI	LOC118503315|XP_035892340.1|ASTE
OG0013845	LOC119768633|XP_038114821.1|CQUI	LOC118516910|XP_035918645.1|ASTE
OG0013847	LOC6042726|XP_001870742.2|CQUI	LOC118517505|XP_035919615.1|ASTE
OG0013850	LOC6050703|XP_038105384.1|CQUI	LOC118517438|XP_035919457.1|ASTE
OG0013851	LOC6049273|XP_038104900.1|CQUI	LOC118509735|XP_035906759.1|ASTE
OG0013852	LOC6042504|XP_038104524.1|CQUI	LOC118512135|XP_035912061.1|ASTE
OG0013854	LOC6054605|XP_038105478.1|CQUI	LOC118505789|XP_035898009.1|ASTE
OG0013857	LOC6034772|XP_001845045.2|CQUI	LOC118506491|XP_035899574.1|ASTE
OG0013858	LOC119766609|XP_038107462.1|CQUI	LOC118515154|XP_035917752.1|ASTE
OG0013860	LOC6034739|XP_038122422.1|CQUI	LOC118508290|XP_035903827.1|ASTE
OG0013861	LOC6034734|XP_001845014.1|CQUI	LOC118504970|XP_035895997.1|ASTE
OG0013862	LOC6046474|XP_001863665.2|CQUI	LOC118505584|XP_035897440.1|ASTE
OG0013863	LOC6039295|XP_001848930.2|CQUI	LOC118502748|XP_035891207.1|ASTE
OG0013864	LOC119765318|XP_038104869.1|CQUI	LOC118502917|XP_035891544.1|ASTE
OG0013867	LOC6039925|XP_001849423.2|CQUI	LOC118502384|XP_035890499.1|ASTE
OG0013870	LOC6039160|XP_038122996.1|CQUI	LOC118504646|XP_035895295.1|ASTE
