Orthogroup	CQUI.longest_only	DPSE.longest_only
OG0007393	LOC6046210|XP_038118408.1|CQUI	LOC4802163|XP_001359135.4|DPSE
OG0007394	LOC6053802|XP_038119597.1|CQUI	LOC4815437|XP_033240817.1|DPSE
OG0007395	LOC6052895|XP_038119343.1|CQUI	LOC6901661|XP_033237491.1|DPSE
OG0007396	LOC6050597|XP_038122261.1|CQUI	LOC4802437|XP_001359358.3|DPSE
OG0007398	LOC6039974|XP_038108774.1|CQUI	LOC4803929|XP_001360570.3|DPSE
OG0007399	LOC6044091|XP_038112320.1|CQUI	LOC4815076|XP_001354984.4|DPSE
OG0007400	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI	LOC4815901|XP_001355348.2|DPSE
OG0007401	LOC6045828|XP_038107665.1|CQUI	LOC4811661|XP_033239434.1|DPSE
OG0007402	LOC6052539|XP_038108406.1|CQUI	LOC4803261|XP_001360033.4|DPSE
OG0007403	LOC6053523|XP_038109714.1|CQUI	LOC4803250|XP_001360023.4|DPSE
OG0007404	LOC6045498|XP_038110164.1|CQUI	LOC4803246|XP_033232350.1|DPSE
OG0007405	LOC6031509|XP_001842299.2|CQUI	LOC4802364|XP_001359293.2|DPSE
OG0007406	LOC6044665|XP_001862144.2|CQUI	LOC4802988|XP_001359796.2|DPSE
OG0007408	LOC119767372|XP_038111770.1|CQUI	LOC4812294|XP_001352924.4|DPSE
OG0007409	LOC119768052|XP_038114318.1|CQUI	LOC6902910|XP_015035996.1|DPSE
OG0007410	LOC6039948|XP_038108127.1|CQUI	LOC4814530|XP_002134355.2|DPSE
OG0007411	LOC6039945|XP_001849440.1|CQUI	LOC4815436|XP_001355539.2|DPSE
OG0007412	LOC6039944|XP_001849439.1|CQUI	LOC4815773|XP_001355297.2|DPSE
OG0007413	LOC6046176|XP_038107502.1|CQUI	LOC4804200|XP_001360798.2|DPSE
OG0007414	LOC6033792|XP_001844194.1|CQUI	LOC6903072|XP_002132790.2|DPSE
OG0007415	LOC6033772|XP_038111199.1|CQUI	LOC4815618|XP_001355370.3|DPSE
OG0007416	LOC6033770|XP_038110197.1|CQUI	LOC6902028|XP_033237909.1|DPSE
OG0007417	LOC6033766|XP_038112132.1|CQUI	LOC4815280|XP_033237688.1|DPSE
OG0007418	LOC6031517|XP_038109990.1|CQUI	LOC4804672|XP_015040097.2|DPSE
OG0007419	LOC6031507|XP_001842297.2|CQUI	LOC4801942|XP_001358957.3|DPSE
OG0007420	LOC6031504|XP_038108404.1|CQUI	LOC4804753|XP_001361264.2|DPSE
OG0007421	LOC6031479|XP_038114148.1|CQUI	LOC4815648|XP_015041236.2|DPSE
OG0007422	LOC6031453|XP_001842257.2|CQUI	LOC4814297|XP_015042352.1|DPSE
OG0007423	LOC6031451|XP_001842255.2|CQUI	LOC4815932|XP_001355613.3|DPSE
OG0007424	LOC6041152|XP_001850451.1|CQUI	LOC4813215|XP_033239126.1|DPSE
OG0007425	LOC6041150|XP_038110612.1|CQUI	LOC4812102|XP_015044037.1|DPSE
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC4815006|XP_001354982.3|DPSE
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC4815868|XP_001355305.1|DPSE
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC4815313|XP_033241399.1|DPSE
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC6899091|XP_002139008.3|DPSE
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC4811675|XP_001352260.1|DPSE
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC4816962|XP_001356735.1|DPSE
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC4812060|XP_001352398.3|DPSE
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC4814736|XP_003736161.3|DPSE
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC4813242|XP_001353904.1|DPSE
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC4813178|XP_001353895.1|DPSE
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC4812563|XP_001352993.2|DPSE
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC4813394|XP_001353200.3|DPSE
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC26533853|XP_033239234.1|DPSE
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC6901672|XP_033240296.1|DPSE
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC4816044|XP_033241504.1|DPSE
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC4805735|XP_001362083.2|DPSE
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC4803177|XP_001359960.3|DPSE
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC4804532|XP_001361080.2|DPSE
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC4803987|XP_001360620.2|DPSE
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC4803988|XP_001360621.1|DPSE
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC4816802|XP_001356902.4|DPSE
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC4816943|XP_001356650.1|DPSE
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC4805314|XP_001361734.2|DPSE
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC4812450|XP_001352784.4|DPSE
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC4818106|XP_003736141.1|DPSE
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC4812448|XP_001353020.3|DPSE
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC4812120|XP_001353021.3|DPSE
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC4813296|XP_001353929.4|DPSE
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC4813367|XP_033240667.1|DPSE
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC6903881|XP_015035085.1|DPSE
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC4814600|XP_001354831.4|DPSE
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC4812537|XP_001352458.2|DPSE
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC4816555|XP_001356294.1|DPSE
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC4800923|XP_033232752.1|DPSE
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC6898328|XP_002138383.2|DPSE
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC4812863|XP_001353293.2|DPSE
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC4813074|XP_001353289.3|DPSE
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC4813312|XP_001353288.4|DPSE
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC6900419|XP_015042722.2|DPSE
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC6900216|XP_015043958.2|DPSE
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC4805401|XP_015040624.1|DPSE
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC4805456|XP_001361853.3|DPSE
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC4804247|XP_001360835.1|DPSE
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC4813627|XP_033238449.1|DPSE
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC4816195|XP_001355779.2|DPSE
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC4804181|XP_015039661.2|DPSE
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC4814678|XP_001354817.3|DPSE
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC4813752|XP_001353323.3|DPSE
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC4805309|XP_033234877.1|DPSE
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC4812236|XP_001352848.2|DPSE
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC4815810|XP_001355377.2|DPSE
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC6902022|XP_033240460.1|DPSE
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC26533437|XP_033236536.1|DPSE
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC4815049|XP_001354738.4|DPSE
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC6897563|XP_033237958.1|DPSE
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC4812074|XP_001352419.1|DPSE
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC4816960|XP_033235667.1|DPSE
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC4804874|XP_015040250.2|DPSE
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC4814926|XP_015041560.2|DPSE
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC6901183|XP_002133884.1|DPSE
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC4815494|XP_001355504.2|DPSE
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC4811687|XP_001352269.4|DPSE
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC4813976|XP_001354133.4|DPSE
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC6897672|XP_033232948.1|DPSE
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC6899246|XP_033237617.1|DPSE
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC4815706|XP_033241437.1|DPSE
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC4803492|XP_001360209.3|DPSE
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC6899416|XP_033237765.1|DPSE
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC6903769|XP_033236870.1|DPSE
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC4815365|XP_001355104.3|DPSE
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC4813340|XP_033237627.1|DPSE
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC6900690|XP_015043164.1|DPSE
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC4812939|XP_015042903.2|DPSE
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC4813960|XP_015043493.2|DPSE
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC4813961|XP_001354120.2|DPSE
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC6900461|XP_033240110.1|DPSE
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC26532207|XP_015039007.1|DPSE
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC4817366|XP_015035993.2|DPSE
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC4812133|XP_015044072.1|DPSE
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC4813180|XP_001353188.3|DPSE
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC4813785|XP_001353189.1|DPSE
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC4816944|XP_001356406.1|DPSE
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC4817198|XP_001356645.3|DPSE
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC4817981|XP_001357334.2|DPSE
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC4805037|XP_033234481.1|DPSE
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC4816564|XP_001356138.2|DPSE
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC4803079|XP_003736901.2|DPSE
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC4816913|XP_001356437.2|DPSE
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC6899932|XP_002135300.3|DPSE
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC6903294|XP_002132482.3|DPSE
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC4817819|XP_001357477.2|DPSE
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC4813970|XP_001354128.1|DPSE
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC4805628|XP_001362000.1|DPSE
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC4805534|XP_033233250.1|DPSE
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC6898464|XP_002138507.2|DPSE
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC4815920|XP_001355728.2|DPSE
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC26533691|XP_033239799.1|DPSE
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC4805410|XP_015040631.2|DPSE
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC4817098|XP_001356574.3|DPSE
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC4816412|XP_001356237.1|DPSE
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC4800947|XP_001358131.2|DPSE
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC4813688|XP_001353646.1|DPSE
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC6899016|XP_002138971.3|DPSE
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC4803964|XP_001360602.4|DPSE
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC117184773|XP_033239501.1|DPSE
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC4805574|XP_001361957.2|DPSE
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC6899062|XP_002138987.3|DPSE
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC4813823|XP_001353547.1|DPSE
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC4812895|XP_001353601.3|DPSE
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC4802872|XP_001359703.2|DPSE
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC6900585|XP_033238191.1|DPSE
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC4813036|XP_033240038.1|DPSE
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC6903226|XP_002132927.3|DPSE
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC4800726|XP_001357946.2|DPSE
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC4805169|XP_001361616.1|DPSE
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC4805699|XP_004444581.2|DPSE
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC6899870|XP_033237262.1|DPSE
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC4812609|XP_001352623.3|DPSE
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC4816203|XP_001355751.2|DPSE
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC6897507|XP_002137656.1|DPSE
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC4804152|XP_001360758.1|DPSE
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC4814150|XP_033238089.1|DPSE
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC117184538|XP_033238588.1|DPSE
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC4812156|XP_001352902.1|DPSE
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC4804034|XP_033234626.1|DPSE
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC4817115|XP_001356747.4|DPSE
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC4817138|XP_001356826.1|DPSE
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC4812546|XP_001352604.1|DPSE
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC4804092|XP_033234653.1|DPSE
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC4805624|XP_033233719.1|DPSE
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC4805622|XP_033233717.1|DPSE
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC6898303|XP_033234414.1|DPSE
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC4816170|XP_001355815.1|DPSE
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC4811878|XP_015044064.2|DPSE
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC4812424|XP_033239055.1|DPSE
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC4813838|XP_001353278.3|DPSE
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC4813108|XP_001353957.1|DPSE
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC4813563|XP_001353587.2|DPSE
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC26532232|XP_033233421.1|DPSE
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC4803957|XP_001360595.2|DPSE
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC4801156|XP_001358291.1|DPSE
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC4804651|XP_001361179.2|DPSE
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC4804140|XP_001360746.2|DPSE
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC4804652|XP_001361180.2|DPSE
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC4804650|XP_001361178.4|DPSE
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC4818006|XP_001357476.3|DPSE
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC4803874|XP_001360523.2|DPSE
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC4805436|XP_001361837.1|DPSE
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC4805562|XP_001361947.3|DPSE
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC4814754|XP_033239087.1|DPSE
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC4815088|XP_001354834.2|DPSE
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC4817485|XP_001356906.4|DPSE
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC4805053|XP_001361517.2|DPSE
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC4813161|XP_001353135.2|DPSE
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC4816827|XP_001356542.2|DPSE
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC4802367|XP_001359296.1|DPSE
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC4805234|XP_001361670.3|DPSE
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC4815715|XP_001355626.4|DPSE
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC4813265|XP_001353291.4|DPSE
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC4816318|XP_001356249.3|DPSE
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC4805539|XP_033233415.1|DPSE
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC117184108|XP_033236202.1|DPSE
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC4814770|XP_001354759.2|DPSE
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC6900368|XP_015042616.2|DPSE
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC4805120|XP_001361577.2|DPSE
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC4804218|XP_001360812.3|DPSE
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC4814374|XP_001354449.2|DPSE
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC4805112|XP_003736964.1|DPSE
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC6898699|XP_002138704.1|DPSE
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC4813933|XP_001354095.2|DPSE
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC4813821|XP_001353995.2|DPSE
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC4805564|XP_001361949.2|DPSE
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC4813840|XP_001353599.1|DPSE
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC4811984|XP_033241393.1|DPSE
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC6900346|XP_002134743.1|DPSE
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC4813059|XP_001353518.1|DPSE
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC4813690|XP_001353519.1|DPSE
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC4812534|XP_015043590.2|DPSE
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC6903600|XP_033240199.1|DPSE
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC4811995|XP_001352785.3|DPSE
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC4801080|XP_015038658.2|DPSE
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC4812615|XP_001353008.3|DPSE
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC4814603|XP_001354815.1|DPSE
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC4804366|XP_001360940.2|DPSE
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC6899891|XP_015044270.1|DPSE
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC4805132|XP_033233581.1|DPSE
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC6898999|XP_002138959.2|DPSE
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC4811962|XP_001352737.1|DPSE
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC4814146|XP_001354300.2|DPSE
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC4801157|XP_001358292.2|DPSE
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC6900497|XP_033237811.1|DPSE
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC6900548|XP_002134932.3|DPSE
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC4812370|XP_001352744.3|DPSE
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC4811937|XP_033240824.1|DPSE
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC4804592|XP_001361127.4|DPSE
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC6900797|XP_033239100.1|DPSE
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC4813463|XP_033241065.1|DPSE
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC4812043|XP_001353014.1|DPSE
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC4813758|XP_033239104.1|DPSE
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC4812057|XP_001352447.3|DPSE
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC4812513|XP_001352446.3|DPSE
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC4811788|XP_001352355.1|DPSE
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC6900886|XP_033237476.1|DPSE
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC4803248|XP_001360021.3|DPSE
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC4800673|XP_001357905.2|DPSE
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC26533848|XP_015043587.1|DPSE
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC4816993|XP_033235742.1|DPSE
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC4816505|XP_001356244.3|DPSE
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	LOC6902079|XP_015041145.2|DPSE
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC6902133|XP_002133664.1|DPSE
OG0007640	LOC6045407|XP_038106968.1|CQUI	LOC4804198|XP_001360797.3|DPSE, LOC6899141|XP_033233954.1|DPSE
OG0007641	LOC6044290|XP_001861822.2|CQUI	LOC4803023|XP_001359825.2|DPSE
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	LOC4814406|XP_001354440.2|DPSE
OG0007664	LOC6048860|XP_038122644.1|CQUI	LOC4801634|XP_015037333.2|DPSE
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC4815899|XP_033240804.1|DPSE
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC4818159|XP_001357432.2|DPSE
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC6902277|XP_002133804.2|DPSE
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC6902278|XP_002133805.2|DPSE
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC4814872|XP_001354976.1|DPSE
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC4815662|XP_001355438.3|DPSE
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC4801143|XP_001358282.4|DPSE
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC4814200|XP_033237726.1|DPSE
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC6901216|XP_033239868.1|DPSE
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC6901019|XP_002134503.3|DPSE
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC4816095|XP_001355219.2|DPSE
OG0007678	LOC6047028|XP_001864138.2|CQUI	LOC6901727|XP_033239684.1|DPSE
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC4814544|XP_001355062.2|DPSE
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC4816422|XP_001356157.1|DPSE
OG0007681	LOC6051663|XP_038122699.1|CQUI	LOC6897343|XP_002137496.2|DPSE
OG0007682	LOC6042758|XP_038105041.1|CQUI	LOC26532857|XP_033240854.1|DPSE, LOC117184917|XP_033239991.1|DPSE
OG0007684	LOC6044975|XP_001862397.1|CQUI	LOC4815115|XP_001354602.1|DPSE
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC4811763|XP_033240909.1|DPSE
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC4815289|XP_001355070.3|DPSE
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC4815432|XP_001355718.3|DPSE
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC4814554|XP_001355048.3|DPSE
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC6901532|XP_033237779.1|DPSE
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC4801100|XP_001358249.2|DPSE
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC6901005|XP_002134632.3|DPSE
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC4814977|XP_001354998.3|DPSE
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC4813761|XP_001353158.2|DPSE
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC6901459|XP_033239284.1|DPSE
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC4813565|XP_001353485.3|DPSE
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC4811870|XP_001352637.2|DPSE
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC4815615|XP_001355679.3|DPSE
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC6901824|XP_002134492.1|DPSE
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC4816065|XP_001355229.4|DPSE
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC6901938|XP_033238201.1|DPSE
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC4815504|XP_001355581.3|DPSE
OG0007703	LOC6047713|XP_001864735.2|CQUI	LOC4815266|XP_001354686.1|DPSE
OG0007704	LOC6046907|XP_038104744.1|CQUI	LOC4800335|XP_001357577.3|DPSE
OG0007705	LOC6053691|XP_038104567.1|CQUI	LOC4814359|XP_001354382.2|DPSE
OG0007706	LOC6050932|XP_038104334.1|CQUI	LOC6903613|XP_033238780.1|DPSE
OG0007707	LOC6050933|XP_038105671.1|CQUI	LOC6901423|XP_033241357.1|DPSE
OG0007708	LOC6051386|XP_038112207.1|CQUI	LOC4815863|XP_015040928.2|DPSE
OG0007709	LOC6049207|XP_038106397.1|CQUI	LOC4815942|XP_001355526.2|DPSE
OG0007710	LOC119766105|XP_038106427.1|CQUI	LOC6901690|XP_033241441.1|DPSE
OG0007711	LOC6054433|XP_001870346.1|CQUI	LOC4814194|XP_001354337.1|DPSE
