Orthogroup	CQUI.longest_only	DKIK.longest_only
OG0007426	LOC6041146|XP_038106456.1|CQUI	LOC108071803|XP_017018183.1|DKIK
OG0007427	LOC6041143|XP_038106457.1|CQUI	LOC108076077|XP_017024277.1|DKIK
OG0007428	LOC6046924|XP_038112899.1|CQUI	LOC108083442|XP_017034687.1|DKIK
OG0007429	LOC6053225|XP_038106428.1|CQUI	LOC108085168|XP_017037189.1|DKIK
OG0007430	LOC6046816|XP_001863955.1|CQUI	LOC108071518|XP_017017776.1|DKIK
OG0007431	LOC6046821|XP_038109940.1|CQUI	LOC108077172|XP_017025897.1|DKIK
OG0007432	LOC6037749|XP_038110621.1|CQUI	LOC108072658|XP_017019384.1|DKIK
OG0007433	LOC6040041|XP_001849510.2|CQUI	LOC108083488|XP_017034775.1|DKIK
OG0007434	LOC6040051|XP_038108299.1|CQUI	LOC108073961|XP_017021287.1|DKIK
OG0007435	LOC6040056|XP_001849527.2|CQUI	LOC108073971|XP_017021303.1|DKIK
OG0007436	LOC6033394|XP_038110307.1|CQUI	LOC108075094|XP_017022866.1|DKIK
OG0007437	LOC6042518|XP_038113928.1|CQUI	LOC108072720|XP_017019468.1|DKIK
OG0007438	LOC6042530|XP_038113280.1|CQUI	LOC108083055|XP_017034173.1|DKIK
OG0007439	LOC6046812|XP_001863953.2|CQUI	LOC108079285|XP_017029071.1|DKIK
OG0007440	LOC6036918|XP_038107775.1|CQUI	LOC108074211|XP_017021639.1|DKIK
OG0007441	LOC6034259|XP_001844604.2|CQUI	LOC108082536|XP_017033460.1|DKIK
OG0007442	LOC6034252|XP_001844597.2|CQUI	LOC108084849|XP_017036717.1|DKIK
OG0007443	LOC6034250|XP_038112638.1|CQUI	LOC108076390|XP_017024716.1|DKIK
OG0007444	LOC6038557|XP_001848343.1|CQUI	LOC108076419|XP_017024749.1|DKIK
OG0007445	LOC6038556|XP_038112945.1|CQUI	LOC108076418|XP_017024747.1|DKIK
OG0007446	LOC6038560|XP_001848346.2|CQUI	LOC108082812|XP_017033860.1|DKIK
OG0007447	LOC6038567|XP_001848353.1|CQUI	LOC108074278|XP_017021743.1|DKIK
OG0007448	LOC6054195|XP_038109726.1|CQUI	LOC108078486|XP_017027858.1|DKIK
OG0007449	LOC6048688|XP_038111186.1|CQUI	LOC108073778|XP_017021034.1|DKIK
OG0007450	LOC6048689|XP_001865568.2|CQUI	LOC108081392|XP_017032039.1|DKIK
OG0007451	LOC6032416|XP_038107925.1|CQUI	LOC108083657|XP_017035017.1|DKIK
OG0007452	LOC6052139|XP_001868453.2|CQUI	LOC108083656|XP_017035016.1|DKIK
OG0007453	LOC6032409|XP_038109767.1|CQUI	LOC108073954|XP_017021269.1|DKIK
OG0007454	LOC6045051|XP_038113060.1|CQUI	LOC108083101|XP_017034247.1|DKIK
OG0007455	LOC6052625|XP_038110734.1|CQUI	LOC108076622|XP_017025037.1|DKIK
OG0007456	LOC6052628|XP_038111283.1|CQUI	LOC108083446|XP_017034699.1|DKIK
OG0007457	LOC6033401|XP_038108190.1|CQUI	LOC108073949|XP_017021254.1|DKIK
OG0007458	LOC6033396|XP_001843852.1|CQUI	LOC108074645|XP_017022287.1|DKIK
OG0007459	LOC6033398|XP_001843853.2|CQUI	LOC108083675|XP_017035041.1|DKIK
OG0007460	LOC6033391|XP_001843846.1|CQUI	LOC108078277|XP_017027518.1|DKIK
OG0007461	LOC6040077|XP_038107629.1|CQUI	LOC108075239|XP_017023084.1|DKIK
OG0007462	LOC6040080|XP_001849549.1|CQUI	LOC108074018|XP_017021374.1|DKIK
OG0007463	LOC6040081|XP_038111834.1|CQUI	LOC108074017|XP_017021373.1|DKIK
OG0007464	LOC6040082|XP_038108942.1|CQUI	LOC108074992|XP_017022712.1|DKIK
OG0007465	LOC6035464|XP_038113361.1|CQUI	LOC108070447|XP_017016415.1|DKIK
OG0007466	LOC6033417|XP_038112021.1|CQUI	LOC108073080|XP_017020035.1|DKIK
OG0007467	LOC6033411|XP_038113725.1|CQUI	LOC108076517|XP_017024914.1|DKIK
OG0007468	LOC6038551|XP_001848337.2|CQUI	LOC108076511|XP_017024906.1|DKIK
OG0007469	LOC6034243|XP_001844589.2|CQUI	LOC108080582|XP_017030876.1|DKIK
OG0007470	LOC119767800|XP_038113259.1|CQUI	LOC108075926|XP_017024050.1|DKIK
OG0007471	LOC6051162|XP_038110767.1|CQUI	LOC108076122|XP_017024340.1|DKIK
OG0007472	LOC6048276|XP_001865216.2|CQUI	LOC108074141|XP_017021529.1|DKIK
OG0007473	LOC6045980|XP_001863250.2|CQUI	LOC108075020|XP_017022761.1|DKIK
OG0007474	LOC6043659|XP_038112098.1|CQUI	LOC108078545|XP_017027949.1|DKIK
OG0007475	LOC6049071|XP_001865890.2|CQUI	LOC108079114|XP_017028843.1|DKIK
OG0007476	LOC6040770|XP_038112122.1|CQUI	LOC108083552|XP_017034889.1|DKIK
OG0007477	LOC6051638|XP_038114197.1|CQUI	LOC108083459|XP_017034720.1|DKIK
OG0007478	LOC6040783|XP_038111206.1|CQUI	LOC108077163|XP_017025887.1|DKIK
OG0007479	LOC6051163|XP_001867645.2|CQUI	LOC108076105|XP_017024318.1|DKIK
OG0007480	LOC6051165|XP_038112960.1|CQUI	LOC108081274|XP_017031860.1|DKIK
OG0007481	LOC6037974|XP_001847824.2|CQUI	LOC108072660|XP_017019382.1|DKIK
OG0007482	LOC6045068|XP_001862480.2|CQUI	LOC108079635|XP_017029509.1|DKIK
OG0007483	LOC6051367|XP_038114427.1|CQUI	LOC108085162|XP_017037183.1|DKIK
OG0007484	LOC119766793|XP_038108541.1|CQUI	LOC108079954|XP_017030002.1|DKIK
OG0007485	LOC6042625|XP_001870687.2|CQUI	LOC108074232|XP_017021664.1|DKIK
OG0007486	LOC6042627|XP_001870689.2|CQUI	LOC108080015|XP_017030071.1|DKIK
OG0007487	LOC6042623|XP_038108537.1|CQUI	LOC108082655|XP_017033641.1|DKIK
OG0007488	LOC6037713|XP_038114458.1|CQUI	LOC108075024|XP_017022767.1|DKIK
OG0007489	LOC6037720|XP_038114456.1|CQUI	LOC108081116|XP_017031607.1|DKIK
OG0007490	LOC6037735|XP_038111156.1|CQUI	LOC108079213|XP_017028979.1|DKIK
OG0007491	LOC6037736|XP_038111158.1|CQUI	LOC108080505|XP_017030763.1|DKIK
OG0007492	LOC6037743|XP_038108632.1|CQUI	LOC108081333|XP_017031963.1|DKIK
OG0007493	LOC6035956|XP_038114264.1|CQUI	LOC108084674|XP_017036491.1|DKIK
OG0007494	LOC6035935|XP_038107134.1|CQUI	LOC108077136|XP_017025837.1|DKIK
OG0007495	LOC6035931|XP_001846041.2|CQUI	LOC108079149|XP_017028885.1|DKIK
OG0007496	LOC6038572|XP_038110567.1|CQUI	LOC108083061|XP_017034184.1|DKIK
OG0007497	LOC6038570|XP_038108672.1|CQUI	LOC108071949|XP_017018404.1|DKIK
OG0007498	LOC6035701|XP_038114470.1|CQUI	LOC108083091|XP_017034228.1|DKIK
OG0007499	LOC6035699|XP_038107936.1|CQUI	LOC108083264|XP_017034462.1|DKIK
OG0007500	LOC6035698|XP_038111230.1|CQUI	LOC108083265|XP_017034463.1|DKIK
OG0007501	LOC6035686|XP_038110155.1|CQUI	LOC108083320|XP_017034551.1|DKIK
OG0007502	LOC119767968|XP_038114006.1|CQUI	LOC108071387|XP_017017620.1|DKIK
OG0007503	LOC6051246|XP_038114015.1|CQUI	LOC108077222|XP_017025969.1|DKIK
OG0007504	LOC6051242|XP_001867712.2|CQUI	LOC108075113|XP_017022884.1|DKIK
OG0007505	LOC6051244|XP_038110939.1|CQUI	LOC108072817|XP_017019599.1|DKIK
OG0007506	LOC6048606|XP_001865502.2|CQUI	LOC108072760|XP_017019522.1|DKIK
OG0007507	LOC6036084|XP_038107959.1|CQUI	LOC108074599|XP_017022204.1|DKIK
OG0007508	LOC6048207|XP_001865160.2|CQUI	LOC108074587|XP_017022183.1|DKIK
OG0007509	LOC6035871|XP_038110787.1|CQUI	LOC108079986|XP_017030042.1|DKIK
OG0007510	LOC6037818|XP_001847693.2|CQUI	LOC108082442|XP_017033301.1|DKIK
OG0007511	LOC6053361|XP_001869460.1|CQUI	LOC108072574|XP_017019269.1|DKIK
OG0007512	LOC6052892|XP_038112264.1|CQUI	LOC108077731|XP_017026718.1|DKIK
OG0007513	LOC119767764|XP_038113137.1|CQUI	LOC108086139|XP_017038484.1|DKIK
OG0007514	LOC6034175|XP_001844530.2|CQUI	LOC108079863|XP_017029863.1|DKIK
OG0007515	LOC6044272|XP_001861805.2|CQUI	LOC108072488|XP_017019144.1|DKIK
OG0007516	LOC6034184|XP_038109178.1|CQUI	LOC108081385|XP_017032030.1|DKIK
OG0007517	LOC6044479|XP_038112221.1|CQUI	LOC108075018|XP_017022758.1|DKIK
OG0007518	LOC6034194|XP_001844549.2|CQUI	LOC108070884|XP_017017018.1|DKIK
OG0007519	LOC6042934|XP_038108491.1|CQUI	LOC108078133|XP_017027247.1|DKIK
OG0007520	LOC6035894|XP_001846007.2|CQUI	LOC108070454|XP_017016423.1|DKIK
OG0007521	LOC6037827|XP_038112095.1|CQUI	LOC108071791|XP_017018159.1|DKIK
OG0007522	LOC6053988|XP_001869977.1|CQUI	LOC108082919|XP_017033998.1|DKIK
OG0007523	LOC6035906|XP_038108572.1|CQUI	LOC108073121|XP_017020103.1|DKIK
OG0007524	LOC6031688|XP_001842428.2|CQUI	LOC108077146|XP_017025856.1|DKIK
OG0007525	LOC119767841|XP_038113432.1|CQUI	LOC108085296|XP_017037343.1|DKIK
OG0007526	LOC6049705|XP_001866424.2|CQUI	LOC108081029|XP_017031479.1|DKIK
OG0007527	LOC6053332|XP_038111250.1|CQUI	LOC108073380|XP_017020448.1|DKIK
OG0007528	LOC6034233|XP_038109310.1|CQUI	LOC108085107|XP_017037072.1|DKIK
OG0007529	LOC6042169|XP_038110930.1|CQUI	LOC108076196|XP_017024420.1|DKIK
OG0007530	LOC6034675|XP_038108405.1|CQUI	LOC108073458|XP_017020582.1|DKIK
OG0007531	LOC6034672|XP_001844960.1|CQUI	LOC108085104|XP_017037065.1|DKIK
OG0007532	LOC6034655|XP_001844944.2|CQUI	LOC108070860|XP_017016981.1|DKIK
OG0007534	LOC119767738|XP_038113026.1|CQUI	LOC108082990|XP_017034102.1|DKIK
OG0007535	LOC6045963|XP_038113821.1|CQUI	LOC108075080|XP_017022851.1|DKIK
OG0007536	LOC6045961|XP_038111765.1|CQUI	LOC108084305|XP_017035957.1|DKIK
OG0007537	LOC6045974|XP_038108038.1|CQUI	LOC108075288|XP_017023171.1|DKIK
OG0007538	LOC6037853|XP_038108081.1|CQUI	LOC108075215|XP_017023043.1|DKIK
OG0007539	LOC6037839|XP_001847712.2|CQUI	LOC108082799|XP_017033838.1|DKIK
OG0007540	LOC6037837|XP_001847711.2|CQUI	LOC108086034|XP_017038340.1|DKIK
OG0007541	LOC6037836|XP_001847710.2|CQUI	LOC108080857|XP_017031250.1|DKIK
OG0007542	LOC6037834|XP_001847708.2|CQUI	LOC108085155|XP_017037180.1|DKIK
OG0007543	LOC6049144|XP_038107226.1|CQUI	LOC108085550|XP_017037675.1|DKIK
OG0007544	LOC6049878|XP_038112267.1|CQUI	LOC108074000|XP_017021343.1|DKIK
OG0007545	LOC6049137|XP_001865940.1|CQUI	LOC108082850|XP_017033912.1|DKIK
OG0007546	LOC119767832|XP_038113366.1|CQUI	LOC108085895|XP_017038149.1|DKIK
OG0007547	LOC6032319|XP_038107131.1|CQUI	LOC108082410|XP_017033247.1|DKIK
OG0007548	LOC6038347|XP_038107324.1|CQUI	LOC108079064|XP_017028764.1|DKIK
OG0007549	LOC6038354|XP_038109030.1|CQUI	LOC108083245|XP_017034440.1|DKIK
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC108084803|XP_017036649.1|DKIK
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC108076788|XP_017025284.1|DKIK
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC108079109|XP_017028840.1|DKIK
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC108085371|XP_017037434.1|DKIK
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC108078935|XP_017028572.1|DKIK
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC108076355|XP_017024640.1|DKIK
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC108070768|XP_017016855.1|DKIK
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC108070897|XP_017017031.1|DKIK
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC108072953|XP_017019869.1|DKIK
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC108074774|XP_017022441.1|DKIK
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC108075306|XP_017023198.1|DKIK
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC108085532|XP_017037654.1|DKIK
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC108073801|XP_017021061.1|DKIK
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC108080680|XP_017031001.1|DKIK
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC108075309|XP_017023202.1|DKIK
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC108073303|XP_017020349.1|DKIK
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC108076442|XP_017024799.1|DKIK
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC108085021|XP_017036955.1|DKIK
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC108081802|XP_017032527.1|DKIK
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC108076765|XP_017025254.1|DKIK
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC108081801|XP_017032525.1|DKIK
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC108081806|XP_017032531.1|DKIK
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC108081390|XP_017032037.1|DKIK
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC108082445|XP_017033305.1|DKIK
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC108076507|XP_017024896.1|DKIK
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC108082422|XP_017033276.1|DKIK
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC108079208|XP_017028961.1|DKIK
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC108083365|XP_017034597.1|DKIK
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC108072550|XP_017019213.1|DKIK
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC108070878|XP_017017010.1|DKIK
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC108083035|XP_017034154.1|DKIK
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC108077408|XP_017026197.1|DKIK
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC108071310|XP_017017505.1|DKIK
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC108072378|XP_017018967.1|DKIK
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC108079197|XP_017028948.1|DKIK
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC108073983|XP_017021323.1|DKIK
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC108085292|XP_017037338.1|DKIK
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC108078313|XP_017027595.1|DKIK
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC108083313|XP_017034540.1|DKIK
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC108083540|XP_017034873.1|DKIK
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC108072739|XP_017019494.1|DKIK
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC108078095|XP_017027178.1|DKIK
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC108078181|XP_017027336.1|DKIK
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC108083889|XP_017035370.1|DKIK
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC108078096|XP_017027179.1|DKIK
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC108076604|XP_017025007.1|DKIK
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC108078852|XP_017028436.1|DKIK
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC108080690|XP_017031016.1|DKIK
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC108082426|XP_017033285.1|DKIK
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC108075068|XP_017022839.1|DKIK
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC108082989|XP_017034100.1|DKIK
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC108083022|XP_017034139.1|DKIK
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC108070390|XP_017016329.1|DKIK
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC108070482|XP_017016457.1|DKIK
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC108084757|XP_017036557.1|DKIK
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC108073794|XP_017021049.1|DKIK
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC108077823|XP_017026836.1|DKIK
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC108075208|XP_017023033.1|DKIK
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC108074145|XP_017021533.1|DKIK
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC108078455|XP_017027832.1|DKIK
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC108084524|XP_017036248.1|DKIK
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC108078412|XP_017027758.1|DKIK
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC108078134|XP_017027249.1|DKIK
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC108079840|XP_017029832.1|DKIK
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC108078777|XP_017028310.1|DKIK
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC108071429|XP_017017669.1|DKIK
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC108083739|XP_017035139.1|DKIK
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC108083014|XP_017034129.1|DKIK
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC108084800|XP_017036644.1|DKIK
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC108075171|XP_017022970.1|DKIK
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC108078431|XP_017027796.1|DKIK
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC108080637|XP_017030950.1|DKIK
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC108074993|XP_017022717.1|DKIK
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC108075064|XP_017022833.1|DKIK
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC108073958|XP_017021274.1|DKIK
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC108075091|XP_017022862.1|DKIK
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC108079811|XP_017029782.1|DKIK
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC108084517|XP_017036240.1|DKIK
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC108078773|XP_017028304.1|DKIK
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC108084321|XP_017035972.1|DKIK
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC108083746|XP_017035151.1|DKIK
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC108079043|XP_017028716.1|DKIK
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC108082783|XP_017033810.1|DKIK
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC108085304|XP_017037350.1|DKIK
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	LOC108079319|XP_017029101.1|DKIK
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC108080937|XP_017031330.1|DKIK, LOC108083582|XP_017034931.1|DKIK
OG0007640	LOC6045407|XP_038106968.1|CQUI	LOC108085138|XP_017037136.1|DKIK
OG0007641	LOC6044290|XP_001861822.2|CQUI	LOC108085443|XP_017037541.1|DKIK
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	LOC108079717|XP_017029615.1|DKIK
OG0007664	LOC6048860|XP_038122644.1|CQUI	LOC108072955|XP_017019911.1|DKIK
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC108085752|XP_017037979.1|DKIK
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC108074800|XP_017022474.1|DKIK
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC108074252|XP_017021706.1|DKIK
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC108074250|XP_017021705.1|DKIK
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC108071822|XP_017018217.1|DKIK
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC108076079|XP_017024280.1|DKIK
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC108085010|XP_017036938.1|DKIK
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC108083833|XP_017035296.1|DKIK
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC108071750|XP_017018063.1|DKIK
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC108083595|XP_017034947.1|DKIK
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC108080305|XP_017030468.1|DKIK
OG0007678	LOC6047028|XP_001864138.2|CQUI	LOC108083505|XP_017034802.1|DKIK
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC108083466|XP_017034739.1|DKIK
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC108075922|XP_017024046.1|DKIK
OG0007681	LOC6051663|XP_038122699.1|CQUI	LOC108084615|XP_017036389.1|DKIK
OG0007682	LOC6042758|XP_038105041.1|CQUI	LOC108071726|XP_017018040.1|DKIK
OG0007684	LOC6044975|XP_001862397.1|CQUI	LOC108071696|XP_017017999.1|DKIK
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC108071763|XP_017018086.1|DKIK
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC108075284|XP_017023163.1|DKIK
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC108084635|XP_017036415.1|DKIK
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC108080162|XP_017030294.1|DKIK
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC108079218|XP_017028982.1|DKIK
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC108077836|XP_017026851.1|DKIK
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC108079198|XP_017028949.1|DKIK
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC108085231|XP_017037259.1|DKIK
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC108083092|XP_017034232.1|DKIK
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC108080392|XP_017030609.1|DKIK
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC108085503|XP_017037612.1|DKIK
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC108078875|XP_017028489.1|DKIK
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC108079419|XP_017029235.1|DKIK
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC108071711|XP_017018021.1|DKIK
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC108083548|XP_017034882.1|DKIK
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC108070827|XP_017016938.1|DKIK
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC108076076|XP_017024276.1|DKIK
OG0007703	LOC6047713|XP_001864735.2|CQUI	LOC108080397|XP_017030613.1|DKIK
OG0007704	LOC6046907|XP_038104744.1|CQUI	LOC108085321|XP_017037366.1|DKIK
OG0007705	LOC6053691|XP_038104567.1|CQUI	LOC108082939|XP_017034035.1|DKIK
OG0007706	LOC6050932|XP_038104334.1|CQUI	LOC108080380|XP_017030591.1|DKIK
OG0007707	LOC6050933|XP_038105671.1|CQUI	LOC108071775|XP_017018109.1|DKIK
OG0007708	LOC6051386|XP_038112207.1|CQUI	LOC108079409|XP_017029225.1|DKIK
OG0007709	LOC6049207|XP_038106397.1|CQUI	LOC108083576|XP_017034922.1|DKIK
OG0007710	LOC119766105|XP_038106427.1|CQUI	LOC108075220|XP_017023051.1|DKIK
OG0007711	LOC6054433|XP_001870346.1|CQUI	LOC108077084|XP_017025744.1|DKIK
OG0007712	LOC6053047|XP_038121443.1|CQUI	LOC108071118|XP_017017298.1|DKIK
OG0007714	LOC6044149|XP_001861702.1|CQUI	LOC108074157|XP_017021553.1|DKIK
OG0007715	LOC6049180|XP_038106734.1|CQUI	LOC108079247|XP_017029024.1|DKIK
OG0007716	LOC6045251|XP_001862643.2|CQUI	LOC108079387|XP_017029199.1|DKIK
OG0007717	LOC6050924|XP_001867440.1|CQUI	LOC108083052|XP_017034172.1|DKIK
OG0007718	LOC6045343|XP_001862732.2|CQUI	LOC108079960|XP_017030010.1|DKIK
OG0007719	LOC6052025|XP_038105554.1|CQUI	LOC108083828|XP_017035280.1|DKIK
OG0007720	LOC6044216|XP_001861756.2|CQUI	LOC108083905|XP_017035390.1|DKIK
OG0007721	LOC6044208|XP_038113186.1|CQUI	LOC108080156|XP_017030283.1|DKIK
OG0007722	LOC6054682|XP_038121853.1|CQUI	LOC108080050|XP_017030117.1|DKIK
OG0007723	LOC6054604|XP_038104460.1|CQUI	LOC108080065|XP_017030139.1|DKIK
OG0007724	LOC6044431|XP_001861949.2|CQUI	LOC108074345|XP_017021858.1|DKIK
OG0007725	LOC6054480|XP_038122541.1|CQUI	LOC108083959|XP_017035455.1|DKIK
OG0007727	LOC6052595|XP_038105045.1|CQUI	LOC108083528|XP_017034851.1|DKIK
OG0007728	LOC6044992|XP_038112317.1|CQUI	LOC108084484|XP_017036200.1|DKIK
OG0007729	LOC6044996|XP_038122829.1|CQUI	LOC108079150|XP_017028887.1|DKIK
OG0007730	LOC6044762|XP_038122691.1|CQUI	LOC108084490|XP_017036212.1|DKIK
OG0007732	LOC6048958|XP_038117502.1|CQUI	LOC108080169|XP_017030302.1|DKIK
OG0007735	LOC6045131|XP_001862533.1|CQUI	LOC108083452|XP_017034711.1|DKIK
OG0007736	LOC6036921|XP_038104006.1|CQUI	LOC108079424|XP_017029244.1|DKIK
OG0007737	LOC6037927|XP_038109365.1|CQUI	LOC108071342|XP_017017557.1|DKIK
OG0007738	LOC6037939|XP_038122583.1|CQUI	LOC108071328|XP_017017530.1|DKIK
OG0007739	LOC6042681|XP_001853435.2|CQUI	LOC108082948|XP_017034053.1|DKIK
OG0007740	LOC6042695|XP_038104246.1|CQUI	LOC108079271|XP_017029054.1|DKIK
OG0007741	LOC6042499|XP_038122803.1|CQUI	LOC108080524|XP_017030804.1|DKIK
OG0007742	LOC6039063|XP_038112797.1|CQUI	LOC108071829|XP_017018226.1|DKIK
OG0007743	LOC6046975|XP_038122746.1|CQUI	LOC108074367|XP_017021881.1|DKIK
OG0007744	LOC6053775|XP_001869804.2|CQUI	LOC108076099|XP_017024315.1|DKIK
OG0007745	LOC6048774|XP_038105485.1|CQUI	LOC108083931|XP_017035421.1|DKIK
OG0007747	LOC6050775|XP_038107338.1|CQUI	LOC108082931|XP_017034022.1|DKIK
OG0007748	LOC6038330|XP_038122467.1|CQUI	LOC108080053|XP_017030123.1|DKIK
OG0007750	LOC6047654|XP_001864690.2|CQUI	LOC108073723|XP_017020958.1|DKIK
OG0007752	LOC6053536|XP_001869600.2|CQUI	LOC108079458|XP_017029286.1|DKIK
