Orthogroup	CQUI.longest_only	DMEL.longest_only
OG0007491	LOC6037736|XP_038111158.1|CQUI	CG3198|NP_572337.1|DMEL
OG0007492	LOC6037743|XP_038108632.1|CQUI	cos|NP_477092.1|DMEL
OG0007493	LOC6035956|XP_038114264.1|CQUI	CG9170|NP_573095.1|DMEL
OG0007494	LOC6035935|XP_038107134.1|CQUI	CG4901|NP_001334733.1|DMEL
OG0007495	LOC6035931|XP_001846041.2|CQUI	shop|NP_573331.1|DMEL
OG0007496	LOC6038572|XP_038110567.1|CQUI	RhoGDI|NP_649162.1|DMEL
OG0007497	LOC6038570|XP_038108672.1|CQUI	CG34001|NP_001033999.2|DMEL
OG0007498	LOC6035701|XP_038114470.1|CQUI	Frl|NP_729954.2|DMEL
OG0007499	LOC6035699|XP_038107936.1|CQUI	Cdk12|NP_649325.2|DMEL
OG0007500	LOC6035698|XP_038111230.1|CQUI	SAK|NP_649324.1|DMEL
OG0007501	LOC6035686|XP_038110155.1|CQUI	Chro|NP_649426.3|DMEL
OG0007502	LOC119767968|XP_038114006.1|CQUI	CG44194|NP_001262518.1|DMEL
OG0007503	LOC6051246|XP_038114015.1|CQUI	CG3225|NP_608860.1|DMEL
OG0007504	LOC6051242|XP_001867712.2|CQUI	CG4858|NP_649243.1|DMEL
OG0007505	LOC6051244|XP_038110939.1|CQUI	Zip71B|NP_001097608.1|DMEL
OG0007506	LOC6048606|XP_001865502.2|CQUI	CG5114|NP_001246760.1|DMEL
OG0007507	LOC6036084|XP_038107959.1|CQUI	Rab6|NP_477172.1|DMEL
OG0007508	LOC6048207|XP_001865160.2|CQUI	TBCD|NP_608648.1|DMEL
OG0007509	LOC6035871|XP_038110787.1|CQUI	CG6565|NP_609644.1|DMEL
OG0007510	LOC6037818|XP_001847693.2|CQUI	AIMP1|NP_610426.2|DMEL
OG0007511	LOC6053361|XP_001869460.1|CQUI	mRF1|NP_609617.1|DMEL
OG0007512	LOC6052892|XP_038112264.1|CQUI	mira|NP_477291.1|DMEL
OG0007513	LOC119767764|XP_038113137.1|CQUI	CG11885|NP_608522.1|DMEL
OG0007514	LOC6034175|XP_001844530.2|CQUI	Dhc62B|NP_995958.2|DMEL
OG0007515	LOC6044272|XP_001861805.2|CQUI	Nuf2|NP_609096.2|DMEL
OG0007516	LOC6034184|XP_038109178.1|CQUI	Cap-D3|NP_608935.2|DMEL
OG0007517	LOC6044479|XP_038112221.1|CQUI	CG33969|NP_001034034.1|DMEL
OG0007518	LOC6034194|XP_001844549.2|CQUI	CG3356|NP_611896.1|DMEL
OG0007519	LOC6042934|XP_038108491.1|CQUI	Magi|NP_611551.1|DMEL
OG0007520	LOC6035894|XP_001846007.2|CQUI	CG5877|NP_573014.2|DMEL
OG0007521	LOC6037827|XP_038112095.1|CQUI	Miga|NP_572476.2|DMEL
OG0007522	LOC6053988|XP_001869977.1|CQUI	Ssu72|NP_608342.1|DMEL
OG0007523	LOC6035906|XP_038108572.1|CQUI	Sobp|NP_610703.3|DMEL
OG0007524	LOC6031688|XP_001842428.2|CQUI	Fnta|NP_608862.1|DMEL
OG0007525	LOC119767841|XP_038113432.1|CQUI	RpII33|NP_477419.1|DMEL
OG0007526	LOC6049705|XP_001866424.2|CQUI	Trissin|NP_650471.2|DMEL
OG0007527	LOC6053332|XP_038111250.1|CQUI	CG6418|NP_648413.1|DMEL
OG0007528	LOC6034233|XP_038109310.1|CQUI	EcR|NP_724460.1|DMEL
OG0007529	LOC6042169|XP_038110930.1|CQUI	CG12869|NP_001369085.1|DMEL
OG0007530	LOC6034675|XP_038108405.1|CQUI	PQBP1|NP_651331.1|DMEL
OG0007531	LOC6034672|XP_001844960.1|CQUI	CG17994|NP_610212.1|DMEL
OG0007532	LOC6034655|XP_001844944.2|CQUI	PIG-Z|NP_001286840.1|DMEL
OG0007534	LOC119767738|XP_038113026.1|CQUI	D|NP_524066.1|DMEL
OG0007535	LOC6045963|XP_038113821.1|CQUI	sens|NP_524818.1|DMEL
OG0007536	LOC6045961|XP_038111765.1|CQUI	CG6126|NP_650528.1|DMEL
OG0007537	LOC6045974|XP_038108038.1|CQUI	dysc|NP_001261810.1|DMEL
OG0007538	LOC6037853|XP_038108081.1|CQUI	Rgl|NP_001261814.1|DMEL
OG0007539	LOC6037839|XP_001847712.2|CQUI	btv|NP_001036369.3|DMEL
OG0007540	LOC6037837|XP_001847711.2|CQUI	PNPase|NP_651867.2|DMEL
OG0007541	LOC6037836|XP_001847710.2|CQUI	fand|NP_610891.1|DMEL
OG0007542	LOC6037834|XP_001847708.2|CQUI	CG6758|NP_611647.1|DMEL
OG0007543	LOC6049144|XP_038107226.1|CQUI	anne|NP_001096849.1|DMEL
OG0007544	LOC6049878|XP_038112267.1|CQUI	Pop2|NP_001287041.1|DMEL
OG0007545	LOC6049137|XP_001865940.1|CQUI	CG10466|NP_610003.1|DMEL
OG0007546	LOC119767832|XP_038113366.1|CQUI	PIG-P|NP_651459.2|DMEL
OG0007547	LOC6032319|XP_038107131.1|CQUI	EMRE|NP_611294.1|DMEL
OG0007548	LOC6038347|XP_038107324.1|CQUI	pns|NP_647620.1|DMEL
OG0007549	LOC6038354|XP_038109030.1|CQUI	CRIF|NP_649333.1|DMEL
OG0007550	LOC6045578|XP_038112432.1|CQUI	Liprin-beta|NP_648661.1|DMEL
OG0007551	LOC6045576|XP_038109319.1|CQUI	CG12769|NP_001286181.1|DMEL
OG0007552	LOC6045577|XP_038113560.1|CQUI	CG4291|NP_608551.1|DMEL
OG0007553	LOC6045581|XP_001862921.2|CQUI	CG17260|NP_608744.1|DMEL
OG0007554	LOC6042350|XP_038110848.1|CQUI	SH3PX1|NP_648348.1|DMEL
OG0007555	LOC6042354|XP_038111049.1|CQUI	CG9646|NP_611183.1|DMEL
OG0007556	LOC6042355|XP_038112334.1|CQUI	nord|NP_611900.1|DMEL
OG0007557	LOC6042357|XP_038113600.1|CQUI	CG3376|NP_001246491.1|DMEL
OG0007558	LOC6042374|XP_038113420.1|CQUI	kn|NP_001097317.1|DMEL
OG0007559	LOC6042377|XP_001851502.1|CQUI	PrBP|NP_609246.1|DMEL
OG0007560	LOC6040183|XP_038112146.1|CQUI	atk|NP_649228.1|DMEL
OG0007561	LOC119768045|XP_038114296.1|CQUI	CG14082|NP_001262035.1|DMEL
OG0007562	LOC6044037|XP_038114235.1|CQUI	byn|NP_524031.2|DMEL
OG0007563	LOC6053991|XP_001869981.1|CQUI	CG7430|NP_649017.1|DMEL
OG0007564	LOC6053387|XP_001869485.2|CQUI	CG11279|NP_648628.1|DMEL
OG0007565	LOC119767243|XP_038111316.1|CQUI	Cad96Ca|NP_651349.1|DMEL
OG0007566	LOC119766669|XP_038107784.1|CQUI	Cpsf160|NP_995833.1|DMEL
OG0007567	LOC6049868|XP_001866559.1|CQUI	Pdhb|NP_651668.1|DMEL
OG0007568	LOC6049869|XP_001866560.2|CQUI	Orc3|NP_476904.1|DMEL
OG0007569	LOC6043097|XP_038111959.1|CQUI	Rep|NP_477420.1|DMEL
OG0007570	LOC6043109|XP_038109776.1|CQUI	ValRS|NP_001260946.1|DMEL
OG0007571	LOC6043107|XP_001855864.2|CQUI	FLASH|NP_610845.1|DMEL
OG0007572	LOC6049650|XP_038113671.1|CQUI	CG6907|NP_608932.1|DMEL
OG0007573	LOC6043046|XP_038111748.1|CQUI	CysRS|NP_611087.1|DMEL
OG0007574	LOC6043052|XP_001855172.1|CQUI	Adck1|NP_611947.2|DMEL
OG0007575	LOC6043056|XP_038110524.1|CQUI	bdg|NP_611064.2|DMEL
OG0007576	LOC6036090|XP_038114102.1|CQUI	Imp|NP_001245616.1|DMEL
OG0007577	LOC6036093|XP_038113829.1|CQUI	Taf8|NP_523397.1|DMEL
OG0007578	LOC6036104|XP_038107051.1|CQUI	chif|NP_523583.2|DMEL
OG0007579	LOC6047573|XP_038112508.1|CQUI	Gle1|NP_610400.1|DMEL
OG0007580	LOC6047571|XP_038106154.1|CQUI	CG13449|NP_648787.2|DMEL
OG0007581	LOC6047565|XP_001864610.2|CQUI	CG17904|NP_609805.1|DMEL
OG0007582	LOC119767436|XP_038111964.1|CQUI	CG11857|NP_001303417.1|DMEL
OG0007583	LOC6054435|XP_001870350.2|CQUI	Ppcdc|NP_726105.1|DMEL
OG0007584	LOC6043941|XP_038110639.1|CQUI	HERC2|NP_608388.2|DMEL
OG0007585	LOC6043959|XP_038110472.1|CQUI	Grip163|NP_648537.2|DMEL
OG0007586	LOC6037439|XP_001847353.2|CQUI	CG16890|NP_609671.1|DMEL
OG0007587	LOC6037455|XP_038109360.1|CQUI	CG30389|NP_001261116.1|DMEL
OG0007588	LOC6051910|XP_038107395.1|CQUI	CG12547|NP_001036460.1|DMEL
OG0007589	LOC6053821|XP_001869841.2|CQUI	CG1575|NP_572440.1|DMEL
OG0007590	LOC6032269|XP_038112339.1|CQUI	Trl|NP_001261846.1|DMEL
OG0007591	LOC6032276|XP_001842910.2|CQUI	CG30338|NP_724811.1|DMEL
OG0007592	LOC6032275|XP_038114312.1|CQUI	CG17807|NP_611690.2|DMEL
OG0007593	LOC6045880|XP_038109347.1|CQUI	MAPk-Ak2|NP_524769.1|DMEL
OG0007594	LOC6051761|XP_001868148.2|CQUI	CG12929|NP_610502.1|DMEL
OG0007595	LOC6053924|XP_038113794.1|CQUI	CG16926|NP_652364.3|DMEL
OG0007596	LOC6036712|XP_001846716.2|CQUI	Pex2|NP_648210.1|DMEL
OG0007597	LOC6050979|XP_001867488.1|CQUI	CG32202|NP_730354.2|DMEL
OG0007598	LOC6049830|XP_001866531.2|CQUI	bug|NP_611065.1|DMEL
OG0007599	LOC6043024|XP_038110698.1|CQUI	CG10171|NP_729888.1|DMEL
OG0007600	LOC6043026|XP_001854864.1|CQUI	Bet1|NP_649096.1|DMEL
OG0007601	LOC6037694|XP_038113712.1|CQUI	CG12355|NP_001097610.1|DMEL
OG0007602	LOC6052476|XP_001868741.1|CQUI	Rpb8|NP_649352.1|DMEL
OG0007603	LOC6047155|XP_038111322.1|CQUI	CG11247|NP_001097659.1|DMEL
OG0007604	LOC6043293|XP_038112660.1|CQUI	CG13875|NP_612005.1|DMEL
OG0007605	LOC6034502|XP_038107230.1|CQUI	Ten-m|NP_001262211.1|DMEL
OG0007606	LOC6034505|XP_001844810.2|CQUI	Pi3K68D|NP_524028.2|DMEL
OG0007607	LOC6034527|XP_038109421.1|CQUI	CG5455|NP_651481.1|DMEL
OG0007608	LOC6034549|XP_001844849.2|CQUI	CG4042|NP_649250.2|DMEL
OG0007609	LOC6034551|XP_001844851.2|CQUI	nmdyn-D6|NP_572965.1|DMEL
OG0007610	LOC6037238|XP_038114160.1|CQUI	dila|NP_001137629.2|DMEL
OG0007611	LOC6037235|XP_038108646.1|CQUI	PMCA|NP_001033803.3|DMEL
OG0007612	LOC6037234|XP_001847164.2|CQUI	trpl|NP_476895.1|DMEL
OG0007613	LOC6037223|XP_038111253.1|CQUI	Xbp1|NP_726032.4|DMEL
OG0007614	LOC6037199|XP_001847129.2|CQUI	Usp5|NP_001334708.1|DMEL
OG0007615	LOC6037200|XP_038112374.1|CQUI	aay|NP_524001.2|DMEL
OG0007616	LOC6037201|XP_001847131.2|CQUI	Atg14|NP_651669.1|DMEL
OG0007617	LOC6037203|XP_038112373.1|CQUI	sff|NP_648814.3|DMEL
OG0007618	LOC6037206|XP_001847136.2|CQUI	nan|NP_001261833.1|DMEL
OG0007619	LOC6037207|XP_038110127.1|CQUI	Abp1|NP_648657.1|DMEL
OG0007620	LOC6037212|XP_038109985.1|CQUI	upSET|NP_648681.1|DMEL
OG0007621	LOC6037222|XP_001847152.2|CQUI	CG8027|NP_610469.3|DMEL
OG0007622	LOC6040533|XP_038113830.1|CQUI	Eip75B|NP_730321.1|DMEL
OG0007623	LOC6040538|XP_038112703.1|CQUI	CG17233|NP_730500.1|DMEL
OG0007624	LOC6040524|XP_038114299.1|CQUI	Six4|NP_649256.1|DMEL
OG0007625	LOC6040529|XP_038111602.1|CQUI	CG42671|NP_001287029.1|DMEL
OG0007626	LOC6040565|XP_001849945.1|CQUI	CG2211|NP_612102.2|DMEL
OG0007627	LOC6040562|XP_038110642.1|CQUI	l_3_02640|NP_612103.1|DMEL
OG0007628	LOC6041672|XP_038104105.1|CQUI	fd102C|NP_651951.1|DMEL
OG0007629	LOC6035227|XP_038122586.1|CQUI	CG13667|NP_648220.1|DMEL
OG0007630	LOC6048477|XP_001865388.2|CQUI	CG14280|NP_650797.1|DMEL
OG0007631	LOC6042768|XP_038116429.1|CQUI	CG12877|NP_001034073.1|DMEL
OG0007632	LOC119766390|XP_038106829.1|CQUI	Mkp|NP_001036572.1|DMEL
OG0007633	LOC6032949|XP_001843468.2|CQUI	msl-1|NP_476896.1|DMEL
OG0007635	LOC6041543|XP_038111123.1|CQUI	Adat1|NP_609676.1|DMEL
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	Mur2B|NP_569927.1|DMEL
OG0007639	LOC6043711|XP_001861335.2|CQUI	Tim9b|NP_001027074.1|DMEL
OG0007640	LOC6045407|XP_038106968.1|CQUI	CG18011|NP_610559.1|DMEL
OG0007641	LOC6044290|XP_001861822.2|CQUI	hng2|NP_649837.1|DMEL
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	CG4404|NP_572838.2|DMEL
OG0007664	LOC6048860|XP_038122644.1|CQUI	Kif19A|NP_996208.1|DMEL
OG0007666	LOC6035090|XP_038105572.1|CQUI	CG10804|NP_001138150.1|DMEL
OG0007668	LOC6041674|XP_001850901.2|CQUI	CG13392|NP_609220.1|DMEL
OG0007669	LOC6038178|XP_038113778.1|CQUI	stnA|NP_001036316.1|DMEL
OG0007670	LOC6038179|XP_038113768.1|CQUI	stnB|NP_001036319.2|DMEL
OG0007671	LOC6044326|XP_038115172.1|CQUI	CAH3|NP_572497.1|DMEL
OG0007672	LOC6054816|XP_001871000.2|CQUI	O-fut2|NP_569916.1|DMEL
OG0007673	LOC6045219|XP_038117264.1|CQUI	CG6066|NP_651538.1|DMEL
OG0007674	LOC6053089|XP_038104749.1|CQUI	NFAT|NP_001096974.1|DMEL
OG0007675	LOC6049032|XP_001865859.2|CQUI	Pdcd4|NP_001096977.1|DMEL
OG0007676	LOC6049042|XP_001865858.2|CQUI	Tsf1|NP_523401.2|DMEL
OG0007677	LOC6049041|XP_001865868.2|CQUI	CG4558|NP_001162683.1|DMEL
OG0007678	LOC6047028|XP_001864138.2|CQUI	CG32579|NP_001259606.1|DMEL
OG0007679	LOC119771142|XP_038122489.1|CQUI	Dsp1|NP_001138203.1|DMEL
OG0007680	LOC6038192|XP_001848022.2|CQUI	CG31694|NP_722858.1|DMEL
OG0007681	LOC6051663|XP_038122699.1|CQUI	MED25|NP_650854.1|DMEL
OG0007682	LOC6042758|XP_038105041.1|CQUI	CG8916|NP_573090.3|DMEL
OG0007684	LOC6044975|XP_001862397.1|CQUI	Rtc1|NP_572919.1|DMEL
OG0007685	LOC6046579|XP_038104974.1|CQUI	sd|NP_001368984.1|DMEL
OG0007686	LOC6043384|XP_038114144.1|CQUI	CG4301|NP_573125.1|DMEL
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	peb|NP_476674.3|DMEL
OG0007689	LOC6048471|XP_038117109.1|CQUI	Npc1b|NP_608417.2|DMEL
OG0007690	LOC6034319|XP_001844652.1|CQUI	AMPdeam|NP_001285233.1|DMEL
OG0007691	LOC119765259|XP_038104684.1|CQUI	CG4884|NP_651604.1|DMEL
OG0007692	LOC6051501|XP_038104423.1|CQUI	CG15760|NP_001259527.1|DMEL
OG0007693	LOC6051499|XP_001867935.2|CQUI	CG7556|NP_573354.1|DMEL
OG0007694	LOC6051125|XP_001867609.2|CQUI	CG7275|NP_648767.1|DMEL
OG0007695	LOC6045741|XP_038107976.1|CQUI	CG5921|NP_727061.2|DMEL
OG0007696	LOC6050066|XP_001866734.2|CQUI	CG14074|NP_001246826.1|DMEL
OG0007697	LOC6049761|XP_001866461.2|CQUI	nAChRbeta1|NP_523927.2|DMEL
OG0007698	LOC6052316|XP_038104291.1|CQUI	CG43313|NP_572853.2|DMEL
OG0007699	LOC6054358|XP_038122937.1|CQUI	CARPA|NP_572407.3|DMEL
OG0007700	LOC6052349|XP_038122556.1|CQUI	Mct1|NP_477334.2|DMEL
OG0007701	LOC6052276|XP_038105152.1|CQUI	CG15765|NP_572269.1|DMEL
OG0007702	LOC6052275|XP_038104618.1|CQUI	fz3|NP_001096859.1|DMEL
OG0007703	LOC6047713|XP_001864735.2|CQUI	CG11436|NP_572169.1|DMEL
OG0007704	LOC6046907|XP_038104744.1|CQUI	Sox100B|NP_651839.1|DMEL
OG0007705	LOC6053691|XP_038104567.1|CQUI	CG6891|NP_573323.1|DMEL
OG0007706	LOC6050932|XP_038104334.1|CQUI	wgn|NP_728186.1|DMEL
OG0007707	LOC6050933|XP_038105671.1|CQUI	rut|NP_511156.2|DMEL
OG0007708	LOC6051386|XP_038112207.1|CQUI	Ac13E|NP_001259575.1|DMEL
OG0007709	LOC6049207|XP_038106397.1|CQUI	CG1673|NP_572884.1|DMEL
OG0007710	LOC119766105|XP_038106427.1|CQUI	fw|NP_511136.2|DMEL
OG0007711	LOC6054433|XP_001870346.1|CQUI	Nprl2|NP_573174.1|DMEL
OG0007712	LOC6053047|XP_038121443.1|CQUI	CG9095|NP_001096984.1|DMEL
OG0007714	LOC6044149|XP_001861702.1|CQUI	CG32512|NP_608428.1|DMEL
OG0007715	LOC6049180|XP_038106734.1|CQUI	Clic|NP_572928.1|DMEL
OG0007716	LOC6045251|XP_001862643.2|CQUI	stx|NP_572648.1|DMEL
OG0007717	LOC6050924|XP_001867440.1|CQUI	stops|NP_733416.2|DMEL
OG0007718	LOC6045343|XP_001862732.2|CQUI	mst|NP_523435.1|DMEL
OG0007719	LOC6052025|XP_038105554.1|CQUI	OtopLa|NP_001162676.1|DMEL
OG0007720	LOC6044216|XP_001861756.2|CQUI	OtopLc|NP_001303575.1|DMEL
OG0007721	LOC6044208|XP_038113186.1|CQUI	CG32694|NP_727383.1|DMEL
OG0007722	LOC6054682|XP_038121853.1|CQUI	CG15252|NP_572595.2|DMEL
OG0007723	LOC6054604|XP_038104460.1|CQUI	CG15249|NP_001096928.1|DMEL
OG0007724	LOC6044431|XP_001861949.2|CQUI	rempA|NP_995608.1|DMEL
OG0007725	LOC6054480|XP_038122541.1|CQUI	CG11178|NP_572901.1|DMEL
OG0007727	LOC6052595|XP_038105045.1|CQUI	Yippee|NP_572882.1|DMEL
OG0007728	LOC6044992|XP_038112317.1|CQUI	Shmt|NP_572278.1|DMEL
OG0007729	LOC6044996|XP_038122829.1|CQUI	prtp|NP_572742.1|DMEL
OG0007730	LOC6044762|XP_038122691.1|CQUI	CG3726|NP_001284917.1|DMEL
OG0007732	LOC6048958|XP_038117502.1|CQUI	CG1812|NP_608397.1|DMEL
OG0007735	LOC6045131|XP_001862533.1|CQUI	Ykt6|NP_572423.1|DMEL
OG0007736	LOC6036921|XP_038104006.1|CQUI	dor|NP_477286.2|DMEL
OG0007737	LOC6037927|XP_038109365.1|CQUI	Pi3K92E|NP_650902.1|DMEL
OG0007738	LOC6037939|XP_038122583.1|CQUI	CenB1A|NP_524458.1|DMEL
OG0007739	LOC6042681|XP_001853435.2|CQUI	Parg|NP_001245511.1|DMEL
OG0007740	LOC6042695|XP_038104246.1|CQUI	dx|NP_511064.2|DMEL
OG0007741	LOC6042499|XP_038122803.1|CQUI	rudhira|NP_001368979.1|DMEL
OG0007742	LOC6039063|XP_038112797.1|CQUI	kat80|NP_727940.1|DMEL
OG0007743	LOC6046975|XP_038122746.1|CQUI	Dop1R2|NP_001263072.1|DMEL
OG0007744	LOC6053775|XP_001869804.2|CQUI	CG31759|NP_723735.2|DMEL
OG0007745	LOC6048774|XP_038105485.1|CQUI	CG14304|NP_650731.3|DMEL
OG0007747	LOC6050775|XP_038107338.1|CQUI	f|NP_001036284.1|DMEL
OG0007748	LOC6038330|XP_038122467.1|CQUI	RunxB|NP_001259745.1|DMEL
OG0007750	LOC6047654|XP_001864690.2|CQUI	CG15547|NP_651833.1|DMEL
OG0007752	LOC6053536|XP_001869600.2|CQUI	CG14615|NP_608459.1|DMEL
OG0007755	LOC6052578|XP_038121672.1|CQUI	CG43155|NP_572720.2|DMEL
OG0007756	LOC6034417|XP_038122766.1|CQUI	CG6847|NP_573259.2|DMEL
OG0007757	LOC6034428|XP_038108334.1|CQUI	Tre1|NP_001284901.1|DMEL
OG0007760	LOC6034457|XP_001844770.2|CQUI	CG15643|NP_788909.1|DMEL
OG0007761	LOC6034471|XP_038122821.1|CQUI	CG1486|NP_608450.1|DMEL
OG0007762	LOC6034472|XP_038115983.1|CQUI	tty|NP_728415.4|DMEL
OG0007763	LOC6034474|XP_001844784.1|CQUI	Ptth|NP_001285550.1|DMEL
OG0007764	LOC6034476|XP_038122923.1|CQUI	sws|NP_727224.2|DMEL
OG0007765	LOC6034480|XP_038104014.1|CQUI	sn|NP_727226.1|DMEL
OG0007766	LOC6034483|XP_038104015.1|CQUI	CG9813|NP_001262533.1|DMEL
OG0007768	LOC6052779|XP_038113508.1|CQUI	CG7872|NP_573044.1|DMEL
OG0007769	LOC6051179|XP_001867661.1|CQUI	mRpL3|NP_511166.2|DMEL
OG0007770	LOC6049167|XP_038122974.1|CQUI	CG12375|NP_609183.1|DMEL
OG0007771	LOC6031445|XP_001842249.2|CQUI	THG|NP_609737.1|DMEL
OG0007772	LOC6042570|XP_038105036.1|CQUI	CG14805|NP_569954.1|DMEL
OG0007773	LOC6034791|XP_038112738.1|CQUI	Gal|NP_608978.2|DMEL
OG0007774	LOC6031438|XP_038105652.1|CQUI	CG14838|NP_648138.1|DMEL
OG0007775	LOC6052605|XP_038105818.1|CQUI	mRNA-cap|NP_572952.1|DMEL
OG0007776	LOC6053471|XP_038122686.1|CQUI	CG6123|NP_573286.1|DMEL
OG0007777	LOC6043994|XP_038116333.1|CQUI	CG11134|NP_572916.1|DMEL
OG0007779	LOC119765085|XP_038104145.1|CQUI	Golgin104|NP_648879.1|DMEL
OG0007780	LOC6052646|XP_038105404.1|CQUI	CG32795|NP_570029.1|DMEL
OG0007781	LOC119769479|XP_038118005.1|CQUI	sol|NP_476738.3|DMEL
OG0007782	LOC6039069|XP_038104568.1|CQUI	CG6379|NP_572148.2|DMEL
OG0007784	LOC6051726|XP_001868120.2|CQUI	Cont|NP_649461.2|DMEL
OG0007786	LOC6053054|XP_038105741.1|CQUI	Gsc|NP_001137762.2|DMEL
OG0007787	LOC119765323|XP_038104889.1|CQUI	TkR99D|NP_001263092.1|DMEL
OG0007788	LOC6034808|XP_001845080.2|CQUI	pinta|NP_651042.1|DMEL
OG0007789	LOC6046774|XP_038104944.1|CQUI	CG31191|NP_001097850.3|DMEL
OG0007790	LOC6036488|XP_038105712.1|CQUI	CG11873|NP_001263051.1|DMEL
OG0007792	LOC6042419|XP_038113154.1|CQUI	CG17065|NP_001162805.1|DMEL
OG0007793	LOC119769520|XP_038118274.1|CQUI	CG14683|NP_788632.1|DMEL
OG0007794	LOC6034931|XP_038113474.1|CQUI	Naa15-16|NP_573384.1|DMEL
OG0007795	LOC6048844|XP_001865691.2|CQUI	CG3040|NP_572372.1|DMEL
OG0007796	LOC6032710|XP_001843262.2|CQUI	CG13663|NP_651351.1|DMEL
OG0007797	LOC6047473|XP_038122879.1|CQUI	CG9743|NP_651781.1|DMEL
OG0007798	LOC6054407|XP_038112909.1|CQUI	CG15531|NP_651780.1|DMEL
OG0007799	LOC6052080|XP_001868407.1|CQUI	Pfdn5|NP_651053.1|DMEL
OG0007800	LOC6044840|XP_001862290.2|CQUI	rdhB|NP_651024.1|DMEL
OG0007801	LOC6035567|XP_038107035.1|CQUI	CG11836|NP_001356925.1|DMEL
OG0007802	LOC119771186|XP_038122713.1|CQUI	BBIP1|NP_001163568.1|DMEL
OG0007803	LOC6032576|XP_038104221.1|CQUI	ChAT|NP_477004.5|DMEL
OG0007804	LOC6035085|XP_038122773.1|CQUI	Evi5|NP_727526.2|DMEL
OG0007805	LOC6048399|XP_001865322.2|CQUI	dod|NP_523428.1|DMEL
OG0007806	LOC6048398|XP_038122542.1|CQUI	peng|NP_523429.1|DMEL
OG0007808	LOC6046418|XP_038122936.1|CQUI	Nepl16|NP_001097912.1|DMEL
OG0007811	LOC6032633|XP_038105259.1|CQUI	Bruce|NP_001262460.1|DMEL
OG0007812	LOC6032652|XP_001843219.2|CQUI	CG1789|NP_572504.1|DMEL
OG0007814	LOC6037468|XP_038104007.1|CQUI	CG6398|NP_573244.1|DMEL
OG0007815	LOC6039935|XP_001849432.2|CQUI	Bx42|NP_511093.2|DMEL
OG0007816	LOC6035392|XP_001845592.2|CQUI	CG5282|NP_649221.1|DMEL
OG0007817	LOC6035391|XP_038104697.1|CQUI	Hpr1|NP_649594.1|DMEL
OG0007818	LOC6031659|XP_038104431.1|CQUI	Kal1|NP_651220.3|DMEL
OG0007819	LOC6037472|XP_001847381.2|CQUI	Rpp20|NP_001285462.1|DMEL
OG0007820	LOC6033670|XP_038113389.1|CQUI	CG1607|NP_001263139.1|DMEL
OG0007821	LOC6033667|XP_001844093.2|CQUI	CG15529|NP_651773.1|DMEL
OG0007822	LOC6033666|XP_038104214.1|CQUI	CG11498|NP_001334706.1|DMEL
OG0007823	LOC6051326|XP_038105826.1|CQUI	CG31028|NP_733352.3|DMEL
OG0007824	LOC6041355|XP_038107049.1|CQUI	CG2321|NP_651692.2|DMEL
OG0007825	LOC6037412|XP_001847327.2|CQUI	CG46280|NP_650253.1|DMEL
OG0007826	LOC6040884|XP_001850213.1|CQUI	CG9986|NP_651623.1|DMEL
OG0007827	LOC6037321|XP_001847246.1|CQUI	CG3224|NP_572335.1|DMEL
OG0007828	LOC6041458|XP_001850715.2|CQUI	Ppat-Dpck|NP_647985.1|DMEL
OG0007829	LOC6035345|XP_038104353.1|CQUI	srl|NP_730835.2|DMEL
OG0007831	LOC6032186|XP_001842833.1|CQUI	CG9240|NP_573054.2|DMEL
OG0007832	LOC6035415|XP_038122502.1|CQUI	Naxe|NP_572604.2|DMEL
OG0007833	LOC6035410|XP_001845603.2|CQUI	CG16903|NP_569980.1|DMEL
OG0007834	LOC6035539|XP_038110831.1|CQUI	CG11791|NP_651327.1|DMEL
OG0007835	LOC6046139|XP_001863382.2|CQUI	CG33096|NP_001356926.1|DMEL
OG0007836	LOC6046151|XP_001863390.2|CQUI	CG42375|NP_001138048.1|DMEL
OG0007837	LOC6040252|XP_001849689.2|CQUI	Osi11|NP_649630.1|DMEL
OG0007838	LOC6040269|XP_038104570.1|CQUI	Osi2|NP_649621.1|DMEL
OG0007841	LOC6033728|XP_001844148.2|CQUI	Cby|NP_650989.6|DMEL
OG0007842	LOC6039898|XP_038113940.1|CQUI	jus|NP_001097963.1|DMEL
OG0007843	LOC6039904|XP_001849402.1|CQUI	CG14515|NP_651681.2|DMEL
OG0007844	LOC6052629|XP_038122933.1|CQUI	CG33958|NP_001033958.1|DMEL
OG0007845	LOC119765509|XP_038105422.1|CQUI	CCHa2|NP_650285.1|DMEL
OG0007846	LOC6040938|XP_001850266.2|CQUI	CG4119|NP_572242.1|DMEL
OG0007847	LOC6031652|XP_001842400.2|CQUI	CG18428|NP_651213.1|DMEL
OG0007855	LOC6033943|XP_038105454.1|CQUI	nerfin-2|NP_001262446.1|DMEL
OG0007856	LOC6033930|XP_001844319.2|CQUI	Npc2f|NP_651219.1|DMEL
OG0007857	LOC6036794|XP_001846788.2|CQUI	CG10365|NP_651176.1|DMEL
