Orthogroup	CQUI.longest_only	DVIR.longest_only
OG0006595	LOC6032806|XP_038116443.1|CQUI	LOC6625001|XP_032292332.1|DVIR
OG0006597	LOC6032814|XP_038118603.1|CQUI	LOC6624659|XP_015030892.1|DVIR
OG0006598	LOC6032818|XP_001843355.2|CQUI	LOC6634138|XP_002057424.2|DVIR
OG0006599	LOC6032823|XP_001843360.2|CQUI	LOC6623577|XP_002047808.1|DVIR
OG0006600	LOC6032825|XP_038115305.1|CQUI	LOC6622990|XP_015031142.1|DVIR
OG0006601	LOC6032829|XP_001843367.1|CQUI	LOC6623236|XP_002046735.1|DVIR
OG0006602	LOC6032831|XP_001843368.2|CQUI	LOC6623315|XP_002046736.1|DVIR
OG0006603	LOC6032832|XP_038119769.1|CQUI	LOC6623228|XP_002046737.1|DVIR
OG0006604	LOC6032835|XP_001843372.2|CQUI	LOC6622447|XP_002047129.2|DVIR
OG0006605	LOC6032839|XP_038119245.1|CQUI	LOC6633638|XP_002056832.1|DVIR
OG0006606	LOC6032845|XP_038120209.1|CQUI	LOC6623595|XP_002047337.2|DVIR
OG0006607	LOC6032846|XP_038120210.1|CQUI	LOC6622699|XP_002047226.1|DVIR
OG0006608	LOC6032860|XP_001843385.1|CQUI	LOC6632580|XP_002056745.1|DVIR
OG0006609	LOC6032900|XP_038116291.1|CQUI	LOC6630229|XP_002054569.1|DVIR
OG0006610	LOC6032908|XP_038114526.1|CQUI	LOC6624407|XP_032291181.1|DVIR
OG0006611	LOC6032911|XP_038116284.1|CQUI	LOC6624494|XP_015031268.1|DVIR
OG0006612	LOC6032913|XP_001843437.2|CQUI	LOC6624503|XP_002047156.1|DVIR
OG0006613	LOC6049338|XP_038119131.1|CQUI	LOC6624567|XP_002047155.1|DVIR
OG0006614	LOC6049340|XP_038117963.1|CQUI	LOC6624337|XP_002047154.1|DVIR
OG0006615	LOC6031073|XP_038119046.1|CQUI	LOC6624083|XP_002047150.1|DVIR
OG0006616	LOC6031070|XP_038122390.1|CQUI	LOC6623103|XP_002046788.2|DVIR
OG0006617	LOC6031075|XP_001841926.2|CQUI	LOC6623543|XP_002046816.1|DVIR
OG0006618	LOC6031094|XP_038120256.1|CQUI	LOC6622815|XP_002047057.1|DVIR
OG0006619	LOC6054042|XP_038116192.1|CQUI	LOC6623935|XP_002047425.1|DVIR
OG0006620	LOC6054046|XP_038119442.1|CQUI	LOC6622191|XP_032290357.1|DVIR
OG0006621	LOC6053563|XP_038116160.1|CQUI	LOC6624318|XP_002046393.1|DVIR
OG0006622	LOC6038682|XP_001848437.1|CQUI	LOC6622999|XP_002047087.1|DVIR
OG0006623	LOC6038685|XP_001848438.1|CQUI	LOC6623038|XP_002047091.3|DVIR
OG0006624	LOC6042801|XP_001870804.1|CQUI	LOC6626705|XP_002050467.1|DVIR
OG0006625	LOC6042805|XP_038118695.1|CQUI	LOC6626706|XP_002050468.1|DVIR
OG0006626	LOC6042807|XP_001870806.1|CQUI	LOC6625531|XP_002051013.1|DVIR
OG0006627	LOC6042812|XP_001870810.1|CQUI	LOC6627178|XP_002050396.1|DVIR
OG0006628	LOC6042813|XP_038114854.1|CQUI	LOC6627179|XP_032292471.1|DVIR
OG0006629	LOC6047864|XP_038115147.1|CQUI	LOC6626279|XP_002050166.2|DVIR
OG0006630	LOC6048061|XP_038120956.1|CQUI	LOC6625403|XP_032292007.1|DVIR
OG0006631	LOC6041055|XP_001850366.1|CQUI	LOC6623989|XP_002048304.1|DVIR
OG0006632	LOC6041049|XP_001850360.2|CQUI	LOC6625206|XP_002050622.1|DVIR
OG0006633	LOC6041046|XP_038118777.1|CQUI	LOC6622253|XP_002046374.1|DVIR
OG0006634	LOC6041037|XP_001850348.2|CQUI	LOC6628375|XP_002052875.2|DVIR
OG0006635	LOC6041035|XP_038120749.1|CQUI	LOC6628671|XP_002051845.1|DVIR
OG0006636	LOC6031118|XP_038119744.1|CQUI	LOC6633672|XP_002056931.1|DVIR
OG0006637	LOC6031124|XP_001841968.2|CQUI	LOC6623621|XP_002047333.1|DVIR
OG0006638	LOC6031142|XP_001841985.1|CQUI	LOC6625708|XP_002050329.1|DVIR
OG0006639	LOC6031149|XP_038117683.1|CQUI	LOC6625704|XP_032292656.1|DVIR
OG0006640	LOC6030967|XP_038121634.1|CQUI	LOC6625055|XP_002050589.2|DVIR
OG0006641	LOC6030964|XP_038115430.1|CQUI	LOC6625714|XP_032292653.1|DVIR
OG0006642	LOC6030971|XP_038115394.1|CQUI	LOC6627025|XP_002050585.1|DVIR
OG0006643	LOC6030969|XP_001841820.1|CQUI	LOC6625740|XP_002050000.1|DVIR
OG0006644	LOC6050938|XP_001867452.2|CQUI	LOC6623159|XP_002048553.1|DVIR
OG0006645	LOC6043934|XP_038121710.1|CQUI	LOC6634314|XP_032289013.1|DVIR
OG0006646	LOC6043933|XP_038118699.1|CQUI	LOC6635963|XP_002059328.1|DVIR
OG0006647	LOC6041015|XP_038117569.1|CQUI	LOC6627202|XP_032291748.1|DVIR
OG0006648	LOC119770424|XP_038121222.1|CQUI	LOC6622437|XP_015031105.1|DVIR
OG0006649	LOC6053035|XP_038115035.1|CQUI	LOC6625662|XP_002050783.2|DVIR
OG0006650	LOC6051597|XP_038121932.1|CQUI	LOC6625080|XP_032291923.1|DVIR
OG0006651	LOC6040647|XP_038118734.1|CQUI	LOC6624126|XP_032291361.1|DVIR
OG0006652	LOC6043376|XP_001858629.2|CQUI	LOC6623644|XP_002047806.1|DVIR
OG0006653	LOC6039565|XP_038120864.1|CQUI	LOC6636819|XP_015023682.1|DVIR
OG0006654	LOC6039556|XP_038120455.1|CQUI	LOC6624355|XP_002047104.1|DVIR
OG0006655	LOC6049638|XP_038116545.1|CQUI	LOC6622091|XP_015031221.1|DVIR
OG0006656	LOC6039883|XP_038116070.1|CQUI	LOC6636599|XP_032291398.1|DVIR
OG0006657	LOC6043329|XP_001858472.1|CQUI	LOC6635820|XP_002059443.1|DVIR
OG0006658	LOC6043696|XP_038116551.1|CQUI	LOC6623367|XP_002047767.1|DVIR
OG0006659	LOC6043712|XP_038119008.1|CQUI	LOC6623427|XP_002047770.2|DVIR
OG0006660	LOC6049802|XP_038122077.1|CQUI	LOC6623491|XP_015031021.1|DVIR
OG0006661	LOC6053906|XP_038115654.1|CQUI	LOC6623469|XP_002046150.1|DVIR
OG0006662	LOC6044060|XP_038121720.1|CQUI	LOC6628253|XP_002052932.1|DVIR
OG0006663	LOC6047531|XP_038115090.1|CQUI	LOC6623552|XP_002046166.1|DVIR
OG0006664	LOC6035307|XP_001845524.2|CQUI	LOC6635205|XP_002058393.1|DVIR
OG0006665	LOC119769907|XP_038119658.1|CQUI	LOC6622705|XP_002046462.2|DVIR
OG0006666	LOC6049351|XP_001866124.2|CQUI	LOC6635841|XP_002059453.1|DVIR
OG0006667	LOC6048046|XP_001865018.2|CQUI	LOC6624088|XP_002046282.1|DVIR
OG0006668	LOC6051541|XP_001867969.1|CQUI	LOC6626549|XP_002050379.1|DVIR
OG0006669	LOC6044584|XP_001862064.2|CQUI	LOC6622931|XP_002047215.3|DVIR
OG0006670	LOC6044575|XP_001862065.1|CQUI	LOC6622601|XP_002047212.1|DVIR
OG0006671	LOC6040318|XP_038118531.1|CQUI	LOC6622798|XP_015030731.2|DVIR
OG0006672	LOC6044571|XP_038120372.1|CQUI	LOC6623313|XP_015031158.1|DVIR
OG0006673	LOC6044585|XP_001862069.2|CQUI	LOC6624392|XP_002046936.1|DVIR
OG0006674	LOC6031024|XP_038121248.1|CQUI	LOC6623436|XP_002047790.2|DVIR
OG0006675	LOC6031023|XP_001841875.1|CQUI	LOC6622198|XP_002046307.1|DVIR
OG0006676	LOC6031048|XP_001841897.1|CQUI	LOC6623910|XP_032291065.1|DVIR
OG0006677	LOC6031050|XP_038119718.1|CQUI	LOC6624481|XP_002046595.2|DVIR
OG0006678	LOC6031060|XP_001841909.1|CQUI	LOC6624034|XP_002048077.1|DVIR
OG0006679	LOC119770544|XP_038121524.1|CQUI	LOC26531722|XP_015031789.1|DVIR
OG0006680	LOC6034064|XP_038117953.1|CQUI	LOC6633026|XP_032289674.1|DVIR
OG0006681	LOC6034073|XP_001844448.1|CQUI	LOC6622112|XP_002047209.2|DVIR
OG0006682	LOC6034074|XP_038117773.1|CQUI	LOC6622671|XP_002047208.1|DVIR
OG0006683	LOC119769436|XP_038117775.1|CQUI	LOC6622512|XP_002047205.1|DVIR
OG0006684	LOC6034079|XP_038117614.1|CQUI	LOC6624620|XP_002046594.1|DVIR
OG0006685	LOC6034089|XP_001844458.1|CQUI	LOC6627262|XP_002049918.1|DVIR
OG0006686	LOC6034096|XP_038121360.1|CQUI	LOC26530554|XP_015031612.1|DVIR
OG0006688	LOC6031007|XP_001841860.2|CQUI	LOC6623356|XP_002046130.1|DVIR
OG0006689	LOC6042817|XP_001870815.1|CQUI	LOC6624154|XP_002046382.2|DVIR
OG0006690	LOC6044080|XP_038120451.1|CQUI	LOC6632255|XP_002055819.1|DVIR
OG0006691	LOC6044064|XP_001861635.2|CQUI	LOC6623195|XP_002046732.1|DVIR
OG0006692	LOC6044066|XP_038118147.1|CQUI	LOC6624413|XP_002046375.1|DVIR
OG0006693	LOC6044065|XP_001861632.2|CQUI	LOC6624375|XP_032291325.1|DVIR
OG0006694	LOC6047004|XP_038117893.1|CQUI	LOC6633399|XP_002057209.1|DVIR
OG0006695	LOC6044970|XP_038118723.1|CQUI	LOC6623966|XP_002046605.1|DVIR
OG0006696	LOC6044962|XP_038121567.1|CQUI	LOC26531307|XP_015028919.1|DVIR
OG0006697	LOC6044664|XP_038115254.1|CQUI	LOC6622548|XP_002047003.2|DVIR
OG0006698	LOC6044662|XP_001862141.1|CQUI	LOC6624076|XP_002046264.1|DVIR
OG0006699	LOC6045676|XP_038118464.1|CQUI	LOC6623151|XP_002046098.2|DVIR
OG0006700	LOC6045668|XP_001862987.2|CQUI	LOC6623755|XP_002047349.1|DVIR
OG0006701	LOC6047367|XP_001864439.2|CQUI	LOC6626519|XP_002050562.1|DVIR
OG0006702	LOC6038822|XP_038114518.1|CQUI	LOC6636842|XP_002060314.2|DVIR
OG0006703	LOC6038795|XP_001848518.2|CQUI	LOC6622623|XP_002046693.1|DVIR
OG0006704	LOC6038796|XP_001848519.1|CQUI	LOC6622476|XP_032291144.1|DVIR
OG0006705	LOC6043702|XP_038119812.1|CQUI	LOC6625616|XP_032292704.1|DVIR
OG0006706	LOC6052331|XP_001868622.2|CQUI	LOC6626783|XP_002048869.1|DVIR
OG0006707	LOC6038671|XP_038120755.1|CQUI	LOC6635802|XP_002059311.1|DVIR
OG0006708	LOC6043710|XP_038120611.1|CQUI	LOC6634494|XP_032296416.1|DVIR, LOC6634493|XP_002058231.1|DVIR
OG0006709	LOC6043638|XP_001861012.2|CQUI	LOC6633338|XP_002056866.1|DVIR
OG0006710	LOC6053063|XP_038121216.1|CQUI	LOC6623674|XP_032290984.1|DVIR
OG0006711	LOC6040596|XP_038121221.1|CQUI	LOC26530744|XP_015031643.1|DVIR
OG0006712	LOC6044640|XP_038121652.1|CQUI	LOC6624455|XP_032290587.1|DVIR
OG0006713	LOC6044644|XP_038115795.1|CQUI	LOC6622469|XP_002047221.1|DVIR
OG0006714	LOC6044643|XP_001862125.2|CQUI	LOC6622106|XP_002047220.1|DVIR
OG0006715	LOC6042838|XP_001870835.2|CQUI	LOC6623742|XP_002047339.2|DVIR
OG0006716	LOC6042835|XP_038118175.1|CQUI	LOC6627317|XP_002051693.1|DVIR
OG0006717	LOC6042836|XP_001870833.1|CQUI	LOC6622459|XP_032290578.1|DVIR
OG0006718	LOC6044577|XP_001862070.1|CQUI	LOC6622523|XP_002048173.1|DVIR
OG0006719	LOC6039535|XP_038121609.1|CQUI	LOC6622822|XP_002047252.2|DVIR
OG0006720	LOC6039549|XP_038121620.1|CQUI	LOC6624222|XP_002048355.1|DVIR
OG0006721	LOC6037615|XP_001847506.2|CQUI	LOC6624614|XP_002047135.1|DVIR
OG0006722	LOC119770118|XP_038120366.1|CQUI	LOC6623871|XP_002046228.1|DVIR
OG0006723	LOC119769396|XP_038117488.1|CQUI	LOC6627448|XP_002052470.1|DVIR
OG0006724	LOC6052419|XP_038119680.1|CQUI	LOC6631022|XP_002053827.1|DVIR
OG0006725	LOC119770431|XP_038121255.1|CQUI	LOC6629323|XP_002053056.2|DVIR
OG0006726	LOC6042228|XP_038121256.1|CQUI	LOC6631207|XP_002054438.1|DVIR
OG0006727	LOC119769401|XP_038117521.1|CQUI	LOC6629324|XP_002053057.2|DVIR
OG0006728	LOC6047339|XP_038120621.1|CQUI	LOC6629817|XP_002053186.1|DVIR
OG0006730	LOC6042307|XP_001851437.1|CQUI	LOC6626525|XP_002050568.1|DVIR
OG0006731	LOC6042308|XP_038118870.1|CQUI	LOC6627460|XP_002052482.1|DVIR
OG0006732	LOC119770834|XP_038122319.1|CQUI	LOC6624411|XP_032290935.1|DVIR
OG0006736	LOC6051588|XP_001868007.1|CQUI	LOC6623171|XP_002046934.1|DVIR
OG0006737	LOC6048905|XP_001865745.2|CQUI	LOC6623776|XP_002046820.1|DVIR
OG0006738	LOC6050238|XP_001866877.2|CQUI	LOC6625144|XP_002049553.1|DVIR
OG0006739	LOC6048911|XP_001865752.2|CQUI	LOC6623681|XP_002047403.1|DVIR
OG0006740	LOC6048914|XP_001865755.2|CQUI	LOC6624344|XP_002047146.1|DVIR
OG0006741	LOC6048915|XP_038115724.1|CQUI	LOC6623166|XP_002047147.1|DVIR
OG0006742	LOC6041103|XP_001850410.2|CQUI	LOC6633138|XP_002056377.1|DVIR, LOC116652174|XP_032296078.1|DVIR
OG0006743	LOC6044397|XP_038114507.1|CQUI	LOC6628686|XP_002051878.2|DVIR
OG0006745	LOC6044838|XP_038117903.1|CQUI	LOC6631227|XP_002053145.2|DVIR
OG0006747	LOC6039422|XP_038116393.1|CQUI	LOC26531385|XP_032291323.1|DVIR
OG0006748	LOC6051395|XP_038118261.1|CQUI	LOC6631399|XP_032296219.1|DVIR
OG0006749	LOC6036260|XP_038118766.1|CQUI	LOC6636855|XP_015023701.1|DVIR
OG0006750	LOC6036257|XP_001846325.1|CQUI	LOC6636658|XP_002060136.1|DVIR
OG0006752	LOC6045943|XP_038118866.1|CQUI	LOC6636582|XP_002060080.1|DVIR
OG0006753	LOC6045934|XP_038119842.1|CQUI	LOC6636581|XP_002060079.1|DVIR
OG0006754	LOC6040217|XP_038122405.1|CQUI	LOC6623163|XP_032291397.1|DVIR
OG0006755	LOC6040210|XP_001849656.2|CQUI	LOC6624426|XP_002047106.1|DVIR
OG0006756	LOC6052207|XP_001868507.2|CQUI	LOC6623446|XP_002046126.3|DVIR
OG0006757	LOC6046556|XP_001863736.1|CQUI	LOC6623361|XP_002046125.1|DVIR
OG0006758	LOC6046568|XP_001863745.2|CQUI	LOC6624658|XP_002046620.1|DVIR
OG0006759	LOC6046567|XP_038118784.1|CQUI	LOC6624031|XP_032290269.1|DVIR
OG0006760	LOC6046570|XP_038118785.1|CQUI	LOC6623169|XP_002047757.1|DVIR
OG0006761	LOC6052028|XP_001868362.1|CQUI	LOC6630506|XP_032290410.1|DVIR
OG0006762	LOC6041083|XP_038122083.1|CQUI	LOC6631680|XP_032295450.1|DVIR
OG0006763	LOC6043967|XP_038121479.1|CQUI	LOC6624885|XP_002050975.1|DVIR
OG0006764	LOC6043961|XP_038117862.1|CQUI	LOC6626326|XP_002048940.1|DVIR
OG0006765	LOC6043965|XP_001861543.2|CQUI	LOC6624887|XP_002050977.1|DVIR
OG0006766	LOC6047381|XP_038115647.1|CQUI	LOC6622788|XP_032290462.1|DVIR
OG0006767	LOC6050315|XP_038115642.1|CQUI	LOC6623357|XP_002048277.1|DVIR
OG0006768	LOC6050161|XP_001866813.1|CQUI	LOC6623230|XP_002048276.1|DVIR
OG0006769	LOC6050160|XP_001866812.1|CQUI	LOC6623860|XP_002048278.1|DVIR
OG0006770	LOC6036572|XP_001846604.2|CQUI	LOC6622316|XP_002047199.3|DVIR
OG0006772	LOC6050883|XP_038116535.1|CQUI	LOC6627087|XP_002048791.1|DVIR
OG0006773	LOC6046558|XP_038116159.1|CQUI	LOC6623331|XP_002046899.1|DVIR
OG0006774	LOC6041244|XP_038114611.1|CQUI	LOC6622910|XP_032291247.1|DVIR
OG0006775	LOC6041248|XP_001850538.2|CQUI	LOC6623721|XP_002046358.1|DVIR
OG0006776	LOC6041250|XP_001850540.2|CQUI	LOC6623906|XP_002047406.2|DVIR
OG0006777	LOC6041251|XP_001850541.1|CQUI	LOC6624047|XP_002047405.1|DVIR
OG0006778	LOC6041252|XP_038114574.1|CQUI	LOC6624037|XP_002047411.2|DVIR
OG0006779	LOC6041255|XP_001850545.2|CQUI	LOC6622868|XP_015030926.1|DVIR
OG0006780	LOC6041256|XP_038118189.1|CQUI	LOC6622919|XP_002046672.1|DVIR
OG0006781	LOC6041268|XP_038114782.1|CQUI	LOC6622080|XP_032290390.1|DVIR
OG0006782	LOC6041273|XP_038114787.1|CQUI	LOC6624334|XP_032290894.1|DVIR
OG0006783	LOC6044694|XP_038120250.1|CQUI	LOC6635934|XP_015024314.1|DVIR
OG0006784	LOC6050317|XP_038115935.1|CQUI	LOC6623759|XP_002047362.3|DVIR
OG0006785	LOC6050316|XP_001866946.2|CQUI	LOC6636363|XP_002059892.1|DVIR
OG0006786	LOC6054413|XP_038115283.1|CQUI	LOC6625311|XP_015029561.1|DVIR
OG0006787	LOC6050636|XP_038114830.1|CQUI	LOC6623618|XP_002048606.1|DVIR
OG0006788	LOC6054512|XP_038114835.1|CQUI	LOC6623642|XP_002048607.1|DVIR
OG0006789	LOC119768637|XP_038114833.1|CQUI	LOC6631412|XP_002055421.1|DVIR
OG0006790	LOC119768638|XP_038114836.1|CQUI	LOC6629038|XP_002052184.1|DVIR
OG0006791	LOC6036543|XP_038117119.1|CQUI	LOC6624581|XP_002046969.2|DVIR
OG0006792	LOC6036111|XP_001846204.2|CQUI	LOC6623246|XP_002047270.1|DVIR
OG0006793	LOC6036220|XP_001846295.2|CQUI	LOC6623198|XP_002047265.1|DVIR
OG0006794	LOC6036216|XP_001846291.2|CQUI	LOC6624902|XP_002050479.1|DVIR
OG0006795	LOC6036212|XP_038120747.1|CQUI	LOC6623300|XP_002047773.1|DVIR
OG0006796	LOC6036211|XP_001846286.2|CQUI	LOC6624434|XP_002047620.1|DVIR
OG0006797	LOC6036209|XP_001846284.2|CQUI	LOC6628047|XP_002051158.1|DVIR
OG0006798	LOC119769261|XP_038117132.1|CQUI	LOC6623607|XP_032290336.1|DVIR
OG0006799	LOC6035613|XP_038115050.1|CQUI	LOC6622509|XP_032291363.1|DVIR
OG0006800	LOC6033538|XP_038117693.1|CQUI	LOC6624271|XP_015031582.1|DVIR
OG0006801	LOC6038397|XP_038119107.1|CQUI	LOC6631410|XP_002055419.3|DVIR
OG0006802	LOC6038388|XP_038116244.1|CQUI	LOC6625427|XP_002048822.1|DVIR
OG0006803	LOC6038387|XP_038116242.1|CQUI	LOC6635933|XP_002059372.1|DVIR
OG0006804	LOC6038247|XP_038118230.1|CQUI	LOC6622168|XP_015030752.1|DVIR
OG0006805	LOC6038246|XP_038118197.1|CQUI	LOC6636315|XP_002059875.2|DVIR
OG0006806	LOC6040606|XP_038117802.1|CQUI	LOC6623901|XP_015031005.1|DVIR
OG0006807	LOC6052497|XP_038118841.1|CQUI	LOC6622772|XP_015030643.1|DVIR
OG0006808	LOC6036429|XP_038119231.1|CQUI	LOC6626061|XP_002048851.1|DVIR
OG0006809	LOC6036406|XP_001846459.2|CQUI	LOC6623790|XP_002046836.2|DVIR
OG0006810	LOC6036405|XP_038118039.1|CQUI	LOC6622751|XP_032290270.1|DVIR
OG0006811	LOC6036530|XP_001846575.2|CQUI	LOC26531785|XP_032295459.1|DVIR
OG0006812	LOC6036524|XP_038119194.1|CQUI	LOC6623978|XP_002046868.2|DVIR
OG0006813	LOC6035468|XP_001845653.2|CQUI	LOC6626280|XP_015029271.1|DVIR
OG0006814	LOC6041977|XP_001851152.1|CQUI	LOC6623216|XP_002046733.1|DVIR
OG0006815	LOC6041966|XP_038114777.1|CQUI	LOC6623686|XP_002046835.1|DVIR
OG0006816	LOC6041011|XP_038115599.1|CQUI	LOC6623220|XP_002046833.1|DVIR
OG0006817	LOC6031303|XP_001842122.2|CQUI	LOC6622195|XP_032291314.1|DVIR
OG0006818	LOC6031304|XP_038120070.1|CQUI	LOC6623846|XP_002047371.1|DVIR
OG0006820	LOC6035588|XP_038116117.1|CQUI	LOC6622737|XP_002047540.1|DVIR
OG0006821	LOC6035604|XP_038118721.1|CQUI	LOC6627741|XP_002051125.1|DVIR
OG0006822	LOC6035607|XP_001845756.2|CQUI	LOC6626832|XP_002050201.2|DVIR
OG0006823	LOC6035610|XP_001845759.1|CQUI	LOC6622147|XP_002047024.1|DVIR
OG0006824	LOC6033570|XP_001843999.2|CQUI	LOC6622289|XP_002046952.1|DVIR
OG0006825	LOC6034611|XP_038121872.1|CQUI	LOC6624311|XP_015031331.1|DVIR
OG0006826	LOC6034604|XP_038121045.1|CQUI	LOC6622575|XP_002047010.1|DVIR
OG0006827	LOC119770263|XP_038120734.1|CQUI	LOC6631231|XP_002054660.2|DVIR
OG0006828	LOC6047256|XP_038119758.1|CQUI	LOC6634136|XP_002057422.3|DVIR
OG0006829	LOC6045945|XP_001863195.2|CQUI	LOC6624636|XP_032290312.1|DVIR
OG0006830	LOC6052507|XP_038115302.1|CQUI	LOC6636851|XP_002060281.1|DVIR
OG0006831	LOC6048143|XP_001865106.1|CQUI	LOC6624560|XP_002046604.2|DVIR
OG0006832	LOC6048134|XP_038114534.1|CQUI	LOC6623415|XP_002046764.2|DVIR
OG0006833	LOC6045372|XP_038120771.1|CQUI	LOC6624708|XP_015031272.1|DVIR
OG0006834	LOC6042322|XP_001851454.2|CQUI	LOC6622474|XP_002048197.1|DVIR
OG0006835	LOC6042325|XP_038115814.1|CQUI	LOC6622233|XP_002046922.1|DVIR
OG0006836	LOC6042329|XP_001851460.2|CQUI	LOC6622775|XP_032290774.1|DVIR
OG0006837	LOC6042343|XP_038117971.1|CQUI	LOC6622217|XP_002046340.1|DVIR
OG0006838	LOC6042339|XP_001851467.2|CQUI	LOC6623987|XP_002047116.1|DVIR
OG0006839	LOC6045504|XP_038114838.1|CQUI	LOC6624195|XP_002046336.1|DVIR
OG0006840	LOC6037180|XP_038115990.1|CQUI	LOC6634347|XP_002057811.1|DVIR
OG0006841	LOC6037155|XP_038120304.1|CQUI	LOC6623213|XP_002046088.1|DVIR
OG0006842	LOC6035492|XP_038114629.1|CQUI	LOC6624528|XP_002046578.3|DVIR
OG0006843	LOC119770078|XP_038120207.1|CQUI	LOC6631554|XP_002055008.1|DVIR
OG0006844	LOC6035475|XP_038120206.1|CQUI	LOC6631140|XP_002053036.1|DVIR
OG0006845	LOC6033452|XP_038119091.1|CQUI	LOC6622976|XP_032290468.1|DVIR
OG0006846	LOC6033441|XP_038120457.1|CQUI	LOC6623737|XP_002046842.1|DVIR
OG0006847	LOC6053413|XP_038117538.1|CQUI	LOC6623859|XP_002046844.3|DVIR
OG0006848	LOC6040122|XP_038118810.1|CQUI	LOC6624753|XP_002050735.2|DVIR
OG0006849	LOC6030835|XP_001841689.1|CQUI	LOC6623323|XP_002046752.1|DVIR
OG0006850	LOC6030825|XP_038115996.1|CQUI	LOC6623276|XP_002046753.2|DVIR
OG0006851	LOC119770449|XP_038121308.1|CQUI	LOC6623359|XP_002046757.1|DVIR
OG0006852	LOC6030854|XP_038121168.1|CQUI	LOC6626210|XP_002050545.1|DVIR
OG0006853	LOC6030884|XP_038121562.1|CQUI	LOC6622402|XP_002046404.3|DVIR
OG0006858	LOC119770216|XP_038120582.1|CQUI	LOC6623868|XP_002048303.1|DVIR
OG0006859	LOC6052621|XP_038115397.1|CQUI	LOC6625677|XP_002048795.1|DVIR
OG0006860	LOC6042899|XP_001853751.1|CQUI	LOC6626523|XP_002050566.1|DVIR
OG0006861	LOC6030956|XP_038119122.1|CQUI	LOC116649747|XP_032293159.1|DVIR, LOC6636413|XP_015023889.1|DVIR
OG0006862	LOC6030935|XP_001841798.2|CQUI	LOC6623682|XP_002047868.1|DVIR
OG0006863	LOC6030894|XP_038121676.1|CQUI	LOC6632125|XP_002055098.2|DVIR
OG0006867	LOC6041243|XP_038114615.1|CQUI	LOC6626620|XP_002050604.2|DVIR
OG0006870	LOC6051051|XP_038119515.1|CQUI	LOC6626522|XP_002050565.3|DVIR
OG0006871	LOC119770344|XP_038120954.1|CQUI	LOC6627249|XP_002050400.1|DVIR
OG0006872	LOC6040441|XP_001849831.2|CQUI	LOC6626345|XP_002050346.1|DVIR
OG0006873	LOC6046101|XP_038121819.1|CQUI	LOC6625681|XP_032292356.1|DVIR
OG0006875	LOC6042596|XP_038108009.1|CQUI	LOC6628343|XP_002052674.1|DVIR
OG0006876	LOC6052361|XP_038113421.1|CQUI	LOC6626139|XP_015029887.1|DVIR
OG0006877	LOC6041418|XP_001850680.1|CQUI	LOC26530659|XP_032294071.1|DVIR
OG0006878	LOC6041409|XP_038108999.1|CQUI	LOC6628917|XP_002051385.3|DVIR
OG0006879	LOC6041400|XP_038111481.1|CQUI	LOC6624861|XP_015029606.1|DVIR
OG0006881	LOC6031728|XP_038111585.1|CQUI	LOC6633898|XP_002057591.1|DVIR
OG0006882	LOC6032453|XP_001843049.1|CQUI	LOC6626552|XP_032292565.1|DVIR
OG0006883	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI	LOC6627802|XP_002051312.3|DVIR
OG0006884	LOC6038604|XP_038111434.1|CQUI	LOC6634101|XP_002057712.1|DVIR
OG0006885	LOC6038598|XP_038106822.1|CQUI	LOC6628489|XP_015028781.1|DVIR
OG0006886	LOC6032071|XP_001842737.2|CQUI	LOC6630316|XP_002053733.1|DVIR
OG0006887	LOC6034113|XP_038108628.1|CQUI	LOC6633447|XP_002056909.1|DVIR
OG0006888	LOC6034116|XP_001844484.1|CQUI	LOC6627426|XP_002052411.1|DVIR
OG0006889	LOC6034115|XP_001844483.1|CQUI	LOC6627801|XP_002051311.1|DVIR
OG0006890	LOC6034125|XP_038110469.1|CQUI	LOC6635709|XP_002059258.1|DVIR
OG0006891	LOC6034124|XP_038110470.1|CQUI	LOC6627861|XP_002052280.1|DVIR
OG0006892	LOC6034129|XP_038110760.1|CQUI	LOC6629048|XP_002052886.1|DVIR
OG0006893	LOC6034130|XP_038106685.1|CQUI	LOC6628758|XP_002051898.1|DVIR
OG0006894	LOC6034131|XP_038113511.1|CQUI	LOC6628757|XP_032293935.1|DVIR
OG0006895	LOC6037885|XP_038108826.1|CQUI	LOC26530697|XP_032295894.1|DVIR
OG0006896	LOC6037886|XP_038109922.1|CQUI	LOC6634270|XP_002057552.1|DVIR
OG0006897	LOC6037893|XP_038112379.1|CQUI	LOC6634383|XP_002057577.1|DVIR
OG0006898	LOC6036689|XP_001846695.1|CQUI	LOC6628341|XP_002052672.1|DVIR
OG0006899	LOC6046041|XP_001863299.2|CQUI	LOC6628460|XP_002051832.1|DVIR
OG0006900	LOC6034160|XP_001844516.1|CQUI	LOC6631442|XP_002055680.1|DVIR
OG0006901	LOC6043211|XP_001857580.1|CQUI	LOC6628635|XP_002051879.1|DVIR
OG0006902	LOC6032925|XP_001843445.1|CQUI	LOC6635572|XP_002058927.1|DVIR
OG0006903	LOC6032938|XP_001843458.2|CQUI	LOC6632560|XP_032288734.1|DVIR
OG0006904	LOC6032965|XP_038114363.1|CQUI	LOC6634322|XP_002057462.1|DVIR
OG0006905	LOC6045160|XP_038106430.1|CQUI	LOC6628788|XP_032294499.1|DVIR
