Orthogroup	CQUI.longest_only	DSIM.longest_only
OG0007550	LOC6045578|XP_038112432.1|CQUI	LOC6737973|XP_002084789.1|DSIM
OG0007551	LOC6045576|XP_038109319.1|CQUI	LOC6733479|XP_016026436.1|DSIM
OG0007552	LOC6045577|XP_038113560.1|CQUI	LOC6730504|XP_002077685.1|DSIM
OG0007553	LOC6045581|XP_001862921.2|CQUI	LOC6730809|XP_016023239.1|DSIM
OG0007554	LOC6042350|XP_038110848.1|CQUI	LOC6737475|XP_002084311.2|DSIM
OG0007555	LOC6042354|XP_038111049.1|CQUI	LOC6734858|XP_002081859.2|DSIM
OG0007556	LOC6042355|XP_038112334.1|CQUI	LOC6736036|XP_016029428.1|DSIM
OG0007557	LOC6042357|XP_038113600.1|CQUI	LOC6736038|XP_016029435.1|DSIM
OG0007558	LOC6042374|XP_038113420.1|CQUI	LOC6734540|XP_016027657.1|DSIM
OG0007559	LOC6042377|XP_001851502.1|CQUI	LOC27206514|XP_016024220.1|DSIM
OG0007560	LOC6040183|XP_038112146.1|CQUI	LOC6738866|XP_016032685.1|DSIM
OG0007561	LOC119768045|XP_038114296.1|CQUI	LOC6739663|XP_039149171.1|DSIM
OG0007562	LOC6044037|XP_038114235.1|CQUI	LOC6737739|XP_016031519.1|DSIM
OG0007563	LOC6053991|XP_001869981.1|CQUI	LOC6738520|XP_002085326.2|DSIM
OG0007564	LOC6053387|XP_001869485.2|CQUI	LOC6737914|XP_002084738.1|DSIM
OG0007565	LOC119767243|XP_038111316.1|CQUI	LOC6729556|XP_016036223.1|DSIM
OG0007566	LOC119766669|XP_038107784.1|CQUI	LOC6734490|XP_016027613.1|DSIM
OG0007567	LOC6049868|XP_001866559.1|CQUI	LOC6730006|XP_016036771.1|DSIM
OG0007568	LOC6049869|XP_001866560.2|CQUI	LOC6734273|XP_039148435.1|DSIM
OG0007569	LOC6043097|XP_038111959.1|CQUI	LOC6735269|XP_002082239.1|DSIM
OG0007570	LOC6043109|XP_038109776.1|CQUI	LOC6734271|XP_016027336.1|DSIM
OG0007571	LOC6043107|XP_001855864.2|CQUI	LOC6734274|XP_039148434.1|DSIM
OG0007572	LOC6049650|XP_038113671.1|CQUI	LOC27206542|XP_016023605.1|DSIM
OG0007573	LOC6043046|XP_038111748.1|CQUI	LOC6734712|XP_002081719.1|DSIM
OG0007574	LOC6043052|XP_001855172.1|CQUI	LOC6736103|XP_016029496.1|DSIM
OG0007575	LOC6043056|XP_038110524.1|CQUI	LOC6734671|XP_016027858.1|DSIM
OG0007576	LOC6036090|XP_038114102.1|CQUI	LOC6725624|XP_016038826.1|DSIM
OG0007577	LOC6036093|XP_038113829.1|CQUI	LOC27207170|XP_016039885.1|DSIM
OG0007578	LOC6036104|XP_038107051.1|CQUI	LOC6732515|XP_016025168.2|DSIM
OG0007579	LOC6047573|XP_038112508.1|CQUI	LOC6733571|XP_016026516.1|DSIM
OG0007580	LOC6047571|XP_038106154.1|CQUI	LOC6738173|XP_002084986.1|DSIM
OG0007581	LOC6047565|XP_001864610.2|CQUI	LOC6732549|XP_002079668.2|DSIM
OG0007582	LOC119767436|XP_038111964.1|CQUI	LOC6729572|XP_002104880.1|DSIM
OG0007583	LOC6054435|XP_001870350.2|CQUI	LOC6735611|XP_002082531.1|DSIM
OG0007584	LOC6043941|XP_038110639.1|CQUI	LOC6726520|XP_039152585.1|DSIM
OG0007585	LOC6043959|XP_038110472.1|CQUI	LOC6737758|XP_016031531.1|DSIM
OG0007586	LOC6037439|XP_001847353.2|CQUI	LOC6732247|XP_002079376.2|DSIM
OG0007587	LOC6037455|XP_038109360.1|CQUI	LOC27209132|XP_039147225.1|DSIM
OG0007588	LOC6051910|XP_038107395.1|CQUI	LOC27209029|XP_016025987.1|DSIM
OG0007589	LOC6053821|XP_001869841.2|CQUI	LOC6725417|XP_002106433.1|DSIM
OG0007590	LOC6032269|XP_038112339.1|CQUI	LOC6738064|XP_016031891.1|DSIM
OG0007591	LOC6032276|XP_001842910.2|CQUI	LOC6733738|XP_016026704.1|DSIM
OG0007592	LOC6032275|XP_038114312.1|CQUI	LOC6735724|XP_002082637.1|DSIM
OG0007593	LOC6045880|XP_038109347.1|CQUI	LOC6725202|XP_016038229.1|DSIM
OG0007594	LOC6051761|XP_001868148.2|CQUI	LOC6733731|XP_002080777.1|DSIM
OG0007595	LOC6053924|XP_038113794.1|CQUI	LOC6735272|XP_016028620.1|DSIM
OG0007596	LOC6036712|XP_001846716.2|CQUI	LOC6737262|XP_002084102.1|DSIM
OG0007597	LOC6050979|XP_001867488.1|CQUI	LOC6738590|XP_002085394.1|DSIM
OG0007598	LOC6049830|XP_001866531.2|CQUI	LOC6734673|XP_002081680.1|DSIM
OG0007599	LOC6043024|XP_038110698.1|CQUI	LOC27208513|XP_039149166.1|DSIM
OG0007600	LOC6043026|XP_001854864.1|CQUI	LOC6738659|XP_016032482.1|DSIM
OG0007601	LOC6037694|XP_038113712.1|CQUI	LOC6738142|XP_016031973.1|DSIM
OG0007602	LOC6052476|XP_001868741.1|CQUI	LOC6739051|XP_016032887.1|DSIM
OG0007603	LOC6047155|XP_038111322.1|CQUI	LOC6739050|XP_016032885.1|DSIM
OG0007604	LOC6043293|XP_038112660.1|CQUI	LOC6736201|XP_016029637.1|DSIM
OG0007605	LOC6034502|XP_038107230.1|CQUI	LOC6739109|XP_039149075.1|DSIM
OG0007606	LOC6034505|XP_001844810.2|CQUI	LOC6737713|XP_039150093.1|DSIM
OG0007607	LOC6034527|XP_038109421.1|CQUI	LOC6729746|XP_016036404.1|DSIM
OG0007608	LOC6034549|XP_001844849.2|CQUI	LOC6738901|XP_016032723.1|DSIM
OG0007609	LOC6034551|XP_001844851.2|CQUI	LOC6725950|XP_002106933.1|DSIM
OG0007610	LOC6037238|XP_038114160.1|CQUI	LOC6733769|XP_016026724.1|DSIM
OG0007611	LOC6037235|XP_038108646.1|CQUI	LOC6724703|XP_039152142.1|DSIM
OG0007612	LOC6037234|XP_001847164.2|CQUI	LOC6733758|XP_039148870.1|DSIM
OG0007613	LOC6037223|XP_038111253.1|CQUI	LOC6735495|XP_002082434.2|DSIM
OG0007614	LOC6037199|XP_001847129.2|CQUI	LOC6736571|XP_016030163.1|DSIM
OG0007615	LOC6037200|XP_038112374.1|CQUI	LOC6740426|XP_002077283.2|DSIM
OG0007616	LOC6037201|XP_001847131.2|CQUI	LOC6730007|XP_002105301.1|DSIM
OG0007617	LOC6037203|XP_038112373.1|CQUI	LOC6738211|XP_039150023.1|DSIM
OG0007618	LOC6037206|XP_001847136.2|CQUI	LOC6738023|XP_016031824.1|DSIM
OG0007619	LOC6037207|XP_038110127.1|CQUI	LOC6737969|XP_002084785.1|DSIM
OG0007620	LOC6037212|XP_038109985.1|CQUI	LOC6738001|XP_016031796.2|DSIM
OG0007621	LOC6037222|XP_001847152.2|CQUI	LOC6733686|XP_002080733.1|DSIM
OG0007622	LOC6040533|XP_038113830.1|CQUI	LOC6738535|XP_039149874.1|DSIM
OG0007623	LOC6040538|XP_038112703.1|CQUI	LOC6738814|XP_016032620.1|DSIM
OG0007624	LOC6040524|XP_038114299.1|CQUI	LOC6738907|XP_002085702.1|DSIM
OG0007625	LOC6040529|XP_038111602.1|CQUI	LOC6737644|XP_016031416.1|DSIM
OG0007626	LOC6040565|XP_001849945.1|CQUI	LOC6736324|XP_016029803.1|DSIM
OG0007627	LOC6040562|XP_038110642.1|CQUI	LOC6736325|XP_002083209.1|DSIM
OG0007628	LOC6041672|XP_038104105.1|CQUI	LOC6724729|XP_016037368.1|DSIM
OG0007629	LOC6035227|XP_038122586.1|CQUI	LOC6737278|XP_016030995.1|DSIM
OG0007630	LOC6048477|XP_001865388.2|CQUI	LOC6727470|XP_002102850.1|DSIM
OG0007631	LOC6042768|XP_038116429.1|CQUI	LOC6729878|XP_016036641.1|DSIM
OG0007632	LOC119766390|XP_038106829.1|CQUI	LOC120284197|XP_039149716.1|DSIM
OG0007633	LOC6032949|XP_001843468.2|CQUI	LOC6732700|XP_002079814.1|DSIM
OG0007635	LOC6041543|XP_038111123.1|CQUI	LOC6732252|XP_002079381.1|DSIM
OG0007638	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI	LOC6724873|XP_039153074.1|DSIM
OG0007639	LOC6043711|XP_001861335.2|CQUI	LOC27206919|XP_016040055.1|DSIM
OG0007640	LOC6045407|XP_038106968.1|CQUI	LOC6733829|XP_002080873.1|DSIM
OG0007641	LOC6044290|XP_001861822.2|CQUI	LOC6728869|XP_002104202.1|DSIM
OG0007651	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI	LOC6740096|XP_039152912.1|DSIM
OG0007664	LOC6048860|XP_038122644.1|CQUI	LOC6728140|XP_016034752.1|DSIM
OG0007666	LOC6035090|XP_038105572.1|CQUI	LOC6725023|XP_002106054.2|DSIM
OG0007668	LOC6041674|XP_001850901.2|CQUI	LOC6731498|XP_016024176.1|DSIM
OG0007669	LOC6038178|XP_038113778.1|CQUI	LOC6726111|XP_016040380.1|DSIM
OG0007670	LOC6038179|XP_038113768.1|CQUI	LOC6726113|XP_016040379.1|DSIM
OG0007671	LOC6044326|XP_038115172.1|CQUI	LOC6725471|XP_016038581.1|DSIM
OG0007672	LOC6054816|XP_001871000.2|CQUI	LOC6739909|XP_039153114.1|DSIM
OG0007673	LOC6045219|XP_038117264.1|CQUI	LOC6729827|XP_002105130.2|DSIM
OG0007674	LOC6053089|XP_038104749.1|CQUI	LOC6725877|XP_039152891.1|DSIM
OG0007675	LOC6049032|XP_001865859.2|CQUI	LOC6740122|XP_016039259.2|DSIM
OG0007676	LOC6049042|XP_001865858.2|CQUI	LOC6740198|XP_016039917.1|DSIM
OG0007677	LOC6049041|XP_001865868.2|CQUI	LOC6740007|XP_002076891.2|DSIM
OG0007678	LOC6047028|XP_001864138.2|CQUI	LOC6726123|XP_002107101.1|DSIM
OG0007679	LOC119771142|XP_038122489.1|CQUI	LOC6726128|XP_016039632.1|DSIM
OG0007680	LOC6038192|XP_001848022.2|CQUI	LOC6730787|XP_016023202.1|DSIM
OG0007681	LOC6051663|XP_038122699.1|CQUI	LOC27206450|XP_016033925.1|DSIM
OG0007682	LOC6042758|XP_038105041.1|CQUI	LOC6740151|XP_016039532.1|DSIM
OG0007685	LOC6046579|XP_038104974.1|CQUI	LOC6740148|XP_039153277.1|DSIM
OG0007686	LOC6043384|XP_038114144.1|CQUI	LOC6740165|XP_016039654.1|DSIM
OG0007687	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI	LOC27207746|XP_039153140.1|DSIM
OG0007689	LOC6048471|XP_038117109.1|CQUI	LOC6726550|XP_016040217.1|DSIM
OG0007690	LOC6034319|XP_001844652.1|CQUI	LOC27206632|XP_039152929.1|DSIM
OG0007691	LOC119765259|XP_038104684.1|CQUI	LOC120284205|XP_039151034.1|DSIM
OG0007692	LOC6051501|XP_038104423.1|CQUI	LOC6725879|XP_016039235.1|DSIM
OG0007693	LOC6051499|XP_001867935.2|CQUI	LOC6726413|XP_039154078.1|DSIM
OG0007694	LOC6051125|XP_001867609.2|CQUI	LOC6738144|XP_016031977.1|DSIM
OG0007695	LOC6045741|XP_038107976.1|CQUI	LOC6725244|XP_039152451.1|DSIM
OG0007696	LOC6050066|XP_001866734.2|CQUI	LOC6738609|XP_016032452.1|DSIM
OG0007697	LOC6049761|XP_001866461.2|CQUI	LOC6736781|XP_039149999.1|DSIM
OG0007698	LOC6052316|XP_038104291.1|CQUI	LOC6740105|XP_039152414.1|DSIM
OG0007699	LOC6054358|XP_038122937.1|CQUI	LOC6725391|XP_016038441.1|DSIM
OG0007700	LOC6052349|XP_038122556.1|CQUI	LOC6724932|XP_016037790.1|DSIM
OG0007701	LOC6052276|XP_038105152.1|CQUI	LOC6725216|XP_016038234.1|DSIM
OG0007702	LOC6052275|XP_038104618.1|CQUI	LOC6724809|XP_016037590.1|DSIM
OG0007703	LOC6047713|XP_001864735.2|CQUI	LOC6725104|XP_016038079.1|DSIM
OG0007704	LOC6046907|XP_038104744.1|CQUI	LOC6730300|XP_002105583.1|DSIM
OG0007705	LOC6053691|XP_038104567.1|CQUI	LOC6726377|XP_002107336.1|DSIM
OG0007706	LOC6050932|XP_038104334.1|CQUI	LOC27207901|XP_016022754.1|DSIM
OG0007707	LOC6050933|XP_038105671.1|CQUI	LOC6725959|XP_039154028.1|DSIM
OG0007708	LOC6051386|XP_038112207.1|CQUI	LOC27207566|XP_039153578.1|DSIM
OG0007709	LOC6049207|XP_038106397.1|CQUI	LOC6725863|XP_016039190.1|DSIM
OG0007710	LOC119766105|XP_038106427.1|CQUI	LOC6725744|XP_016039062.1|DSIM
OG0007711	LOC6054433|XP_001870346.1|CQUI	LOC6726198|XP_002107173.1|DSIM
OG0007712	LOC6053047|XP_038121443.1|CQUI	LOC6725992|XP_016039366.1|DSIM
OG0007714	LOC6044149|XP_001861702.1|CQUI	LOC6726567|XP_016040234.2|DSIM
OG0007715	LOC6049180|XP_038106734.1|CQUI	LOC6725896|XP_002106891.1|DSIM
OG0007716	LOC6045251|XP_001862643.2|CQUI	LOC6725616|XP_002106623.3|DSIM
OG0007717	LOC6050924|XP_001867440.1|CQUI	LOC6730308|XP_002105591.2|DSIM
OG0007718	LOC6045343|XP_001862732.2|CQUI	LOC6726604|XP_002107553.1|DSIM
OG0007719	LOC6052025|XP_038105554.1|CQUI	LOC6725177|XP_016038196.1|DSIM
OG0007720	LOC6044216|XP_001861756.2|CQUI	LOC6725178|XP_039152985.1|DSIM
OG0007721	LOC6044208|XP_038113186.1|CQUI	LOC6739894|XP_016038729.1|DSIM
OG0007722	LOC6054682|XP_038121853.1|CQUI	LOC6725571|XP_002106582.3|DSIM
OG0007723	LOC6054604|XP_038104460.1|CQUI	LOC27207255|XP_016038718.1|DSIM
OG0007724	LOC6044431|XP_001861949.2|CQUI	LOC6730472|XP_016022934.1|DSIM
OG0007725	LOC6054480|XP_038122541.1|CQUI	LOC6740114|XP_002076995.2|DSIM
OG0007727	LOC6052595|XP_038105045.1|CQUI	LOC6725860|XP_016039189.1|DSIM
OG0007728	LOC6044992|XP_038112317.1|CQUI	LOC6725228|XP_016038242.1|DSIM
OG0007729	LOC6044996|XP_038122829.1|CQUI	LOC6725702|XP_002106705.1|DSIM
OG0007730	LOC6044762|XP_038122691.1|CQUI	LOC6725231|XP_016038247.1|DSIM, LOC6725229|XP_016038243.1|DSIM
OG0007732	LOC6048958|XP_038117502.1|CQUI	LOC27208517|XP_016040181.1|DSIM
OG0007735	LOC6045131|XP_001862533.1|CQUI	LOC6725399|XP_002106415.1|DSIM
OG0007736	LOC6036921|XP_038104006.1|CQUI	LOC6739918|XP_016037690.1|DSIM
OG0007737	LOC6037927|XP_038109365.1|CQUI	LOC6727314|XP_016033848.1|DSIM
OG0007738	LOC6037939|XP_038122583.1|CQUI	LOC6729197|XP_016035846.1|DSIM
OG0007739	LOC6042681|XP_001853435.2|CQUI	LOC6725032|XP_002106063.3|DSIM
OG0007740	LOC6042695|XP_038104246.1|CQUI	LOC6725290|XP_039153491.1|DSIM
OG0007741	LOC6042499|XP_038122803.1|CQUI	LOC27208139|XP_039152977.1|DSIM
OG0007742	LOC6039063|XP_038112797.1|CQUI	LOC27207347|XP_016039598.1|DSIM
OG0007743	LOC6046975|XP_038122746.1|CQUI	LOC6730068|XP_016036838.1|DSIM
OG0007744	LOC6053775|XP_001869804.2|CQUI	LOC27208742|XP_016024749.1|DSIM
OG0007745	LOC6048774|XP_038105485.1|CQUI	LOC6727554|XP_016034125.1|DSIM
OG0007747	LOC6050775|XP_038107338.1|CQUI	LOC6726262|XP_039153873.1|DSIM
OG0007748	LOC6038330|XP_038122467.1|CQUI	LOC6726533|XP_016040186.1|DSIM
OG0007750	LOC6047654|XP_001864690.2|CQUI	LOC6730278|XP_002105561.1|DSIM
OG0007752	LOC6053536|XP_001869600.2|CQUI	LOC6740284|XP_016040303.1|DSIM
OG0007755	LOC6052578|XP_038121672.1|CQUI	LOC6725680|XP_002106684.1|DSIM
OG0007756	LOC6034417|XP_038122766.1|CQUI	LOC6726315|XP_002107276.1|DSIM
OG0007757	LOC6034428|XP_038108334.1|CQUI	LOC6725185|XP_016038213.1|DSIM
OG0007760	LOC6034457|XP_001844770.2|CQUI	LOC6739855|XP_016039418.1|DSIM
OG0007761	LOC6034471|XP_038122821.1|CQUI	LOC6740276|XP_016040262.1|DSIM
OG0007762	LOC6034472|XP_038115983.1|CQUI	LOC27208496|XP_016040263.1|DSIM
OG0007763	LOC6034474|XP_001844784.1|CQUI	LOC6730478|XP_002077659.1|DSIM
OG0007764	LOC6034476|XP_038122923.1|CQUI	LOC6725405|XP_016038476.1|DSIM
OG0007765	LOC6034480|XP_038104014.1|CQUI	LOC27207085|XP_016038480.1|DSIM
OG0007766	LOC6034483|XP_038104015.1|CQUI	LOC6728227|XP_016034866.1|DSIM
OG0007768	LOC6052779|XP_038113508.1|CQUI	LOC6726038|XP_002107020.1|DSIM
OG0007769	LOC6051179|XP_001867661.1|CQUI	LOC6726063|XP_002107045.1|DSIM
OG0007770	LOC6049167|XP_038122974.1|CQUI	LOC6731439|XP_016024070.1|DSIM
OG0007771	LOC6031445|XP_001842249.2|CQUI	LOC6732384|XP_002079505.2|DSIM
OG0007772	LOC6042570|XP_038105036.1|CQUI	LOC6724889|XP_016037728.1|DSIM
OG0007773	LOC6034791|XP_038112738.1|CQUI	LOC6731148|XP_016023704.1|DSIM
OG0007774	LOC6031438|XP_038105652.1|CQUI	LOC6737161|XP_002084008.3|DSIM
OG0007775	LOC6052605|XP_038105818.1|CQUI	LOC6725935|XP_002106919.2|DSIM
OG0007776	LOC6053471|XP_038122686.1|CQUI	LOC6726334|XP_039152423.1|DSIM
OG0007777	LOC6043994|XP_038116333.1|CQUI	LOC6725887|XP_002106882.1|DSIM
OG0007779	LOC119765085|XP_038104145.1|CQUI	LOC6738310|XP_002085121.2|DSIM
OG0007780	LOC6052646|XP_038105404.1|CQUI	LOC6724980|XP_016037932.1|DSIM
OG0007781	LOC119769479|XP_038118005.1|CQUI	LOC6726595|XP_039153410.1|DSIM
OG0007782	LOC6039069|XP_038104568.1|CQUI	LOC6725061|XP_016038036.1|DSIM
OG0007784	LOC6051726|XP_001868120.2|CQUI	LOC6726679|XP_016033173.1|DSIM
OG0007786	LOC6053054|XP_038105741.1|CQUI	LOC6730480|XP_002077661.2|DSIM
OG0007787	LOC119765323|XP_038104889.1|CQUI	LOC6730146|XP_016036911.2|DSIM
OG0007788	LOC6034808|XP_001845080.2|CQUI	LOC6729097|XP_002104418.1|DSIM
OG0007789	LOC6046774|XP_038104944.1|CQUI	LOC6727260|XP_039151385.1|DSIM
OG0007790	LOC6036488|XP_038105712.1|CQUI	LOC6730004|XP_039151368.1|DSIM
OG0007792	LOC6042419|XP_038113154.1|CQUI	LOC27208923|XP_039153539.1|DSIM
OG0007793	LOC119769520|XP_038118274.1|CQUI	LOC27208935|XP_039151570.1|DSIM
OG0007794	LOC6034931|XP_038113474.1|CQUI	LOC27207432|XP_016040013.1|DSIM
OG0007795	LOC6048844|XP_001865691.2|CQUI	LOC6725327|XP_002106344.1|DSIM
OG0007796	LOC6032710|XP_001843262.2|CQUI	LOC6729558|XP_002104866.1|DSIM
OG0007797	LOC6047473|XP_038122879.1|CQUI	LOC6730194|XP_016036949.1|DSIM
OG0007798	LOC6054407|XP_038112909.1|CQUI	LOC6730193|XP_002105484.1|DSIM
OG0007799	LOC6052080|XP_001868407.1|CQUI	LOC6729110|XP_002104431.1|DSIM
OG0007800	LOC6044840|XP_001862290.2|CQUI	LOC6729074|XP_002104395.1|DSIM
OG0007801	LOC6035567|XP_038107035.1|CQUI	LOC6729534|XP_016036207.1|DSIM
OG0007802	LOC119771186|XP_038122713.1|CQUI	LOC6728796|XP_002104131.1|DSIM
OG0007803	LOC6032576|XP_038104221.1|CQUI	LOC6727535|XP_016034113.2|DSIM
OG0007804	LOC6035085|XP_038122773.1|CQUI	LOC6725676|XP_016038936.1|DSIM
OG0007805	LOC6048399|XP_001865322.2|CQUI	LOC6726593|XP_002107543.1|DSIM
OG0007806	LOC6048398|XP_038122542.1|CQUI	LOC6726594|XP_002107544.1|DSIM
OG0007808	LOC6046418|XP_038122936.1|CQUI	LOC6729542|XP_016036215.1|DSIM
OG0007811	LOC6032633|XP_038105259.1|CQUI	LOC6728648|XP_016035290.1|DSIM
OG0007812	LOC6032652|XP_001843219.2|CQUI	LOC6725479|XP_002106495.1|DSIM
OG0007814	LOC6037468|XP_038104007.1|CQUI	LOC6726301|XP_016039843.1|DSIM
OG0007815	LOC6039935|XP_001849432.2|CQUI	LOC6740039|XP_002076921.1|DSIM
OG0007816	LOC6035392|XP_001845592.2|CQUI	LOC6738851|XP_002085651.1|DSIM
OG0007817	LOC6035391|XP_038104697.1|CQUI	LOC6726890|XP_002102292.1|DSIM
OG0007818	LOC6031659|XP_038104431.1|CQUI	LOC6729350|XP_016035985.1|DSIM
OG0007819	LOC6037472|XP_001847381.2|CQUI	LOC27207586|XP_016040094.1|DSIM
OG0007820	LOC6033670|XP_038113389.1|CQUI	LOC6730333|XP_016037099.1|DSIM
OG0007821	LOC6033667|XP_001844093.2|CQUI	LOC6730183|XP_002105474.1|DSIM
OG0007822	LOC6033666|XP_038104214.1|CQUI	LOC6730184|XP_016036941.1|DSIM
OG0007823	LOC6051326|XP_038105826.1|CQUI	LOC6730187|XP_016036944.1|DSIM
OG0007824	LOC6041355|XP_038107049.1|CQUI	LOC6730049|XP_016036820.1|DSIM
OG0007825	LOC6037412|XP_001847327.2|CQUI	LOC6728276|XP_016034910.1|DSIM
OG0007826	LOC6040884|XP_001850213.1|CQUI	LOC6729941|XP_002105236.1|DSIM
OG0007827	LOC6037321|XP_001847246.1|CQUI	LOC6725303|XP_016038339.1|DSIM
OG0007828	LOC6041458|XP_001850715.2|CQUI	LOC6739617|XP_016030560.1|DSIM
OG0007829	LOC6035345|XP_038104353.1|CQUI	LOC6726691|XP_016033180.1|DSIM
OG0007831	LOC6032186|XP_001842833.1|CQUI	LOC6726050|XP_002107032.1|DSIM
OG0007832	LOC6035415|XP_038122502.1|CQUI	LOC6740058|XP_039153641.1|DSIM
OG0007833	LOC6035410|XP_001845603.2|CQUI	LOC6724915|XP_002105953.1|DSIM
OG0007834	LOC6035539|XP_038110831.1|CQUI	LOC6729523|XP_002104831.1|DSIM
OG0007835	LOC6046139|XP_001863382.2|CQUI	LOC27206702|XP_002104848.1|DSIM
OG0007836	LOC6046151|XP_001863390.2|CQUI	LOC27208226|XP_016034786.1|DSIM
OG0007837	LOC6040252|XP_001849689.2|CQUI	LOC6726940|XP_002102342.1|DSIM
OG0007838	LOC6040269|XP_038104570.1|CQUI	LOC6726932|XP_016033429.1|DSIM
OG0007841	LOC6033728|XP_001844148.2|CQUI	LOC6729015|XP_002104336.1|DSIM
OG0007842	LOC6039898|XP_038113940.1|CQUI	LOC6730022|XP_039151378.1|DSIM
OG0007843	LOC6039904|XP_001849402.1|CQUI	LOC6730023|XP_016036794.1|DSIM
OG0007844	LOC6052629|XP_038122933.1|CQUI	LOC6735069|XP_016028357.1|DSIM
OG0007845	LOC119765509|XP_038105422.1|CQUI	LOC6728222|XP_016034859.1|DSIM
OG0007846	LOC6040938|XP_001850266.2|CQUI	LOC6725182|XP_002106206.2|DSIM
OG0007847	LOC6031652|XP_001842400.2|CQUI	LOC6729340|XP_002104657.1|DSIM
OG0007855	LOC6033943|XP_038105454.1|CQUI	LOC6740633|XP_039151839.1|DSIM
OG0007856	LOC6033930|XP_001844319.2|CQUI	LOC6729348|XP_039151820.1|DSIM
OG0007857	LOC6036794|XP_001846788.2|CQUI	LOC6729272|XP_016035917.1|DSIM
OG0007859	LOC6040911|XP_001850239.2|CQUI	LOC6725511|XP_002106524.2|DSIM
OG0007860	LOC6040918|XP_001850246.1|CQUI	LOC6728608|XP_002103949.1|DSIM
OG0007861	LOC6040926|XP_001850254.1|CQUI	LOC6728612|XP_002103953.1|DSIM
OG0007862	LOC6040925|XP_038123040.1|CQUI	LOC27208398|XP_016036937.1|DSIM
OG0007863	LOC6040935|XP_001850263.2|CQUI	LOC6732576|XP_002079695.1|DSIM
OG0007864	LOC6036806|XP_038116777.1|CQUI	LOC6728952|XP_016035632.1|DSIM
OG0007866	LOC6033962|XP_001844350.2|CQUI	LOC6739738|XP_016034306.1|DSIM
OG0007867	LOC6033974|XP_001844362.1|CQUI	LOC6729120|XP_016035766.1|DSIM
OG0007869	LOC6032780|XP_001843319.2|CQUI	LOC6725253|XP_016038263.1|DSIM
OG0007870	LOC6032822|XP_038120396.1|CQUI	LOC6737608|XP_002084440.1|DSIM
OG0007871	LOC6032912|XP_038116283.1|CQUI	LOC6726009|XP_039152951.1|DSIM
OG0007872	LOC6038676|XP_038115877.1|CQUI	LOC6737106|XP_039148987.1|DSIM
OG0007874	LOC6053032|XP_038115021.1|CQUI	LOC6725152|XP_002106178.1|DSIM
OG0007875	LOC6046848|XP_038118512.1|CQUI	LOC6733891|XP_016026933.1|DSIM
OG0007876	LOC6043343|XP_001870941.1|CQUI	LOC6725248|XP_039152452.1|DSIM
OG0007877	LOC6047532|XP_038114601.1|CQUI	LOC6726007|XP_016039377.1|DSIM
OG0007878	LOC6049346|XP_001866125.1|CQUI	LOC6735420|XP_002082362.1|DSIM
OG0007879	LOC6034081|XP_038120157.1|CQUI	LOC6738482|XP_039149504.1|DSIM
OG0007880	LOC6039271|XP_001848907.2|CQUI	LOC27207124|XP_016038038.1|DSIM
OG0007881	LOC6044954|XP_038116490.1|CQUI	LOC6736687|XP_016030306.1|DSIM
OG0007882	LOC6038799|XP_038115014.1|CQUI	LOC6736680|XP_016030297.1|DSIM
OG0007883	LOC6049317|XP_038119973.1|CQUI	LOC6736681|XP_002083537.2|DSIM
OG0007884	LOC6051409|XP_038118934.1|CQUI	LOC6738407|XP_002085216.1|DSIM
OG0007885	LOC6036576|XP_038118795.1|CQUI	LOC6733892|XP_016026937.1|DSIM
OG0007886	LOC6041123|XP_038115925.1|CQUI	LOC6732210|XP_016024886.1|DSIM
OG0007887	LOC6053688|XP_038118638.1|CQUI	LOC6736678|XP_002083534.2|DSIM
OG0007888	LOC6048919|XP_001865759.1|CQUI	LOC6737617|XP_002084449.1|DSIM
OG0007889	LOC6050245|XP_038121269.1|CQUI	LOC6739000|XP_016032829.1|DSIM
OG0007891	LOC6038607|XP_001848383.1|CQUI	LOC6727950|XP_002103305.1|DSIM
OG0007892	LOC6050484|XP_001867087.1|CQUI	LOC6733168|XP_002080244.1|DSIM
OG0007893	LOC6036285|XP_038120891.1|CQUI	LOC6735890|XP_016029246.1|DSIM
OG0007896	LOC6040211|XP_001849657.1|CQUI	LOC6737571|XP_002084404.1|DSIM
OG0007897	LOC6041246|XP_038117905.1|CQUI	LOC6737816|XP_002084644.1|DSIM
OG0007898	LOC6041253|XP_001850543.1|CQUI	LOC6736477|XP_002083347.1|DSIM
OG0007900	LOC6048328|XP_001865264.2|CQUI	LOC27208869|XP_016027310.1|DSIM
OG0007901	LOC6035616|XP_001845765.2|CQUI	LOC6737333|XP_039150177.1|DSIM
OG0007902	LOC6040601|XP_038121775.1|CQUI	LOC6725981|XP_002106963.1|DSIM
OG0007903	LOC6040625|XP_038118997.1|CQUI	LOC27209380|XP_016032126.1|DSIM
OG0007904	LOC6040631|XP_038118240.1|CQUI	LOC6738913|XP_002085708.1|DSIM
OG0007905	LOC6036407|XP_001846460.2|CQUI	LOC6731420|XP_002078572.1|DSIM
OG0007906	LOC6044194|XP_038116507.1|CQUI	LOC6736876|XP_016030520.1|DSIM
