Orthogroup	CQUI.longest_only	SLEB.longest_only
OG0007025	LOC6031860|XP_001842561.1|CQUI	LOC115629818|XP_030382249.1|SLEB
OG0007026	LOC6031866|XP_038114187.1|CQUI	LOC115631166|XP_030383715.1|SLEB
OG0007027	LOC6031885|XP_001842582.1|CQUI	LOC115631458|XP_030384066.1|SLEB
OG0007028	LOC6031888|XP_001842584.2|CQUI	LOC115631696|XP_030384378.1|SLEB
OG0007029	LOC6034900|XP_038107068.1|CQUI	LOC115631232|XP_030383801.1|SLEB
OG0007030	LOC6049726|XP_001866437.2|CQUI	LOC115627185|XP_030378648.1|SLEB
OG0007031	LOC6036442|XP_038108484.1|CQUI	LOC115630483|XP_030382924.1|SLEB
OG0007032	LOC6036454|XP_001846504.2|CQUI	LOC115622965|XP_030372975.1|SLEB
OG0007033	LOC6036457|XP_038111019.1|CQUI	LOC115625810|XP_030376855.1|SLEB
OG0007034	LOC6036459|XP_001846509.2|CQUI	LOC115630603|XP_030383083.1|SLEB
OG0007035	LOC6036460|XP_001846510.2|CQUI	LOC115633788|XP_030387125.1|SLEB
OG0007036	LOC6036462|XP_001846512.2|CQUI	LOC115623250|XP_030373378.1|SLEB
OG0007037	LOC6036463|XP_001846513.1|CQUI	LOC115620426|XP_030369513.1|SLEB
OG0007038	LOC6039097|XP_038113092.1|CQUI	LOC115632643|XP_030385736.1|SLEB
OG0007039	LOC6038876|XP_001848575.2|CQUI	LOC115620080|XP_030369122.1|SLEB
OG0007040	LOC6038880|XP_001848579.2|CQUI	LOC115628506|XP_030380509.1|SLEB
OG0007041	LOC6038890|XP_038108243.1|CQUI	LOC115629077|XP_030381252.1|SLEB
OG0007042	LOC6038896|XP_038112982.1|CQUI	LOC115626508|XP_030377755.1|SLEB
OG0007043	LOC6038902|XP_038107320.1|CQUI	LOC115625594|XP_030376571.1|SLEB
OG0007044	LOC6038012|XP_038113729.1|CQUI	LOC115631777|XP_030384472.1|SLEB
OG0007045	LOC6051804|XP_038109256.1|CQUI	LOC115623845|XP_030374247.1|SLEB
OG0007046	LOC6037994|XP_038109624.1|CQUI	LOC115623719|XP_030374062.1|SLEB
OG0007047	LOC6047239|XP_001864322.2|CQUI	LOC115630671|XP_030383175.1|SLEB
OG0007048	LOC6035770|XP_038108828.1|CQUI	LOC115630538|XP_030383003.1|SLEB
OG0007049	LOC6038898|XP_001848597.1|CQUI	LOC115630633|XP_030383129.1|SLEB
OG0007050	LOC6041773|XP_038113548.1|CQUI	LOC115630936|XP_030383364.1|SLEB
OG0007051	LOC6050917|XP_038112235.1|CQUI	LOC115631392|XP_030383973.1|SLEB
OG0007052	LOC6035995|XP_001846101.1|CQUI	LOC115629851|XP_030382292.1|SLEB
OG0007053	LOC6045768|XP_001863071.2|CQUI	LOC115625125|XP_030375899.1|SLEB
OG0007054	LOC6045419|XP_001862797.1|CQUI	LOC115634717|XP_030388460.1|SLEB
OG0007055	LOC6034332|XP_038111558.1|CQUI	LOC115626035|XP_030377149.1|SLEB
OG0007056	LOC6054623|XP_001870509.2|CQUI	LOC115622799|XP_030372724.1|SLEB
OG0007057	LOC6039103|XP_001848770.1|CQUI	LOC115629873|XP_030382328.1|SLEB
OG0007058	LOC6039856|XP_038112576.1|CQUI	LOC115627078|XP_030378486.1|SLEB
OG0007059	LOC6034824|XP_038111447.1|CQUI	LOC115631163|XP_030383707.1|SLEB
OG0007060	LOC6034826|XP_001845097.2|CQUI	LOC115631417|XP_030384003.1|SLEB
OG0007061	LOC6034828|XP_038111902.1|CQUI	LOC115632055|XP_030384889.1|SLEB
OG0007062	LOC6034879|XP_001845148.2|CQUI	LOC115631211|XP_030383776.1|SLEB
OG0007063	LOC6034882|XP_001845150.2|CQUI	LOC115625976|XP_030377079.1|SLEB
OG0007064	LOC6035993|XP_038113058.1|CQUI	LOC115621831|XP_030371502.1|SLEB
OG0007065	LOC6035991|XP_038112060.1|CQUI	LOC115631460|XP_030384068.1|SLEB
OG0007066	LOC6034886|XP_001845154.1|CQUI	LOC115624753|XP_030375443.1|SLEB
OG0007067	LOC6034888|XP_038109585.1|CQUI	LOC115631000|XP_030383455.1|SLEB
OG0007068	LOC6034891|XP_001845159.1|CQUI	LOC115626194|XP_030377335.1|SLEB
OG0007069	LOC6050782|XP_038107247.1|CQUI	LOC115626402|XP_030377624.1|SLEB
OG0007070	LOC119766997|XP_038109938.1|CQUI	LOC115621497|XP_030371028.1|SLEB
OG0007071	LOC6036124|XP_001846217.2|CQUI	LOC115623072|XP_030373132.1|SLEB
OG0007072	LOC6036128|XP_038111387.1|CQUI	LOC115621499|XP_030371026.1|SLEB
OG0007073	LOC6041780|XP_001850997.1|CQUI	LOC115630663|XP_030383165.1|SLEB
OG0007074	LOC6053698|XP_001869742.2|CQUI	LOC115633867|XP_030387223.1|SLEB
OG0007075	LOC6053703|XP_038107404.1|CQUI	LOC115631065|XP_030383564.1|SLEB
OG0007076	LOC6052413|XP_001868692.2|CQUI	LOC115624957|XP_030375673.1|SLEB
OG0007077	LOC6052443|XP_001868714.1|CQUI	LOC115631842|XP_030384545.1|SLEB
OG0007078	LOC6053860|XP_001869875.2|CQUI	LOC115631025|XP_030383502.1|SLEB
OG0007079	LOC6053857|XP_038109203.1|CQUI	LOC115631026|XP_030383503.1|SLEB
OG0007080	LOC6032150|XP_001842803.1|CQUI	LOC115626309|XP_030377502.1|SLEB
OG0007081	LOC6032152|XP_001842805.2|CQUI	LOC115625864|XP_030376935.1|SLEB
OG0007082	LOC6048262|XP_001865206.2|CQUI	LOC115628518|XP_030380530.1|SLEB
OG0007083	LOC6032157|XP_038111918.1|CQUI	LOC115631352|XP_030383928.1|SLEB
OG0007084	LOC6053464|XP_038107339.1|CQUI	LOC115629872|XP_030382327.1|SLEB
OG0007085	LOC6046114|XP_038107016.1|CQUI	LOC115632059|XP_030384896.1|SLEB
OG0007086	LOC6033608|XP_001844036.2|CQUI	LOC115631145|XP_030383676.1|SLEB
OG0007087	LOC6033315|XP_038113355.1|CQUI	LOC115625096|XP_030375858.1|SLEB
OG0007088	LOC6033318|XP_038113349.1|CQUI	LOC115630988|XP_030383433.1|SLEB
OG0007089	LOC6049721|XP_038110756.1|CQUI	LOC115631539|XP_030384171.1|SLEB
OG0007090	LOC6033333|XP_038112141.1|CQUI	LOC115631214|XP_030383779.1|SLEB
OG0007091	LOC6033338|XP_001843802.2|CQUI	LOC115632036|XP_030384861.1|SLEB
OG0007092	LOC6038003|XP_038107774.1|CQUI	LOC115623531|XP_030373773.1|SLEB
OG0007093	LOC6037997|XP_001847844.2|CQUI	LOC115625824|XP_030376874.1|SLEB
OG0007094	LOC6037992|XP_001847839.1|CQUI	LOC115625963|XP_030377066.1|SLEB
OG0007095	LOC6037989|XP_001847836.1|CQUI	LOC115625934|XP_030377031.1|SLEB
OG0007096	LOC6037988|XP_001847835.2|CQUI	LOC115629003|XP_030381149.1|SLEB
OG0007097	LOC6053312|XP_038107008.1|CQUI	LOC115630746|XP_030383260.1|SLEB
OG0007098	LOC119767007|XP_038110083.1|CQUI	LOC115630502|XP_030382954.1|SLEB
OG0007099	LOC6036017|XP_001846121.1|CQUI	LOC115621074|XP_030370462.1|SLEB
OG0007100	LOC6036021|XP_038108094.1|CQUI	LOC115625809|XP_030376853.1|SLEB
OG0007101	LOC6033599|XP_001844027.1|CQUI	LOC115631611|XP_030384275.1|SLEB
OG0007103	LOC6033631|XP_001844058.1|CQUI	LOC115624140|XP_030374596.1|SLEB
OG0007104	LOC6033635|XP_001844062.1|CQUI	LOC115631834|XP_030384538.1|SLEB
OG0007105	LOC6033642|XP_001844069.1|CQUI	LOC115630451|XP_030382871.1|SLEB
OG0007106	LOC6033649|XP_038107083.1|CQUI	LOC115631254|XP_030383827.1|SLEB
OG0007107	LOC6033655|XP_038114028.1|CQUI	LOC115630427|XP_030382839.1|SLEB
OG0007108	LOC6033660|XP_038114043.1|CQUI	LOC115630535|XP_030383001.1|SLEB
OG0007109	LOC6051855|XP_001868219.1|CQUI	LOC115631658|XP_030384331.1|SLEB
OG0007110	LOC6051853|XP_001868217.2|CQUI	LOC115631024|XP_030383499.1|SLEB
OG0007111	LOC6051858|XP_038113175.1|CQUI	LOC115631944|XP_030384657.1|SLEB
OG0007112	LOC6033639|XP_001844066.2|CQUI	LOC115631174|XP_030383724.1|SLEB
OG0007113	LOC6048333|XP_001865270.1|CQUI	LOC115620926|XP_030370292.1|SLEB
OG0007114	LOC6048338|XP_038110740.1|CQUI	LOC115631237|XP_030383805.1|SLEB
OG0007115	LOC6048335|XP_001865273.2|CQUI	LOC115630978|XP_030383420.1|SLEB
OG0007116	LOC6048345|XP_038111874.1|CQUI	LOC115632039|XP_030384866.1|SLEB
OG0007117	LOC6048346|XP_038111875.1|CQUI	LOC115630424|XP_030382822.1|SLEB
OG0007118	LOC6048349|XP_038107672.1|CQUI	LOC115631716|XP_030384410.1|SLEB
OG0007119	LOC6042665|XP_038119950.1|CQUI	LOC115626894|XP_030378264.1|SLEB
OG0007120	LOC6042659|XP_038119020.1|CQUI	LOC115628815|XP_030380900.1|SLEB
OG0007121	LOC119770667|XP_038121910.1|CQUI	LOC115626859|XP_030378222.1|SLEB
OG0007122	LOC6042652|XP_038117993.1|CQUI	LOC115629119|XP_030381307.1|SLEB
OG0007123	LOC6042643|XP_038121382.1|CQUI	LOC115629709|XP_030382088.1|SLEB
OG0007124	LOC6046072|XP_038116390.1|CQUI	LOC115624772|XP_030375463.1|SLEB
OG0007125	LOC6046068|XP_038119636.1|CQUI	LOC115624706|XP_030375384.1|SLEB
OG0007126	LOC6046073|XP_001863325.2|CQUI	LOC115624781|XP_030375473.1|SLEB
OG0007127	LOC6046071|XP_001863327.1|CQUI	LOC115624724|XP_030375406.1|SLEB
OG0007128	LOC6046076|XP_001863330.2|CQUI	LOC115624776|XP_030375468.1|SLEB
OG0007129	LOC6046077|XP_001863331.1|CQUI	LOC115624628|XP_030375243.1|SLEB
OG0007130	LOC6046082|XP_038118445.1|CQUI	LOC115622842|XP_030372782.1|SLEB
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC115621856|XP_030371538.1|SLEB
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC115627133|XP_030378570.1|SLEB
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC115632163|XP_030385050.1|SLEB
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC115622729|XP_030372630.1|SLEB
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC115632437|XP_030385441.1|SLEB
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC115622577|XP_030372420.1|SLEB
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC115626917|XP_030378287.1|SLEB
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC115629464|XP_030381794.1|SLEB
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC115628908|XP_030381027.1|SLEB
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC115627902|XP_030379656.1|SLEB
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC115626969|XP_030378344.1|SLEB
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC115620032|XP_030368998.1|SLEB
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC115621166|XP_030370588.1|SLEB
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC115623485|XP_030373714.1|SLEB
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC115625333|XP_030376218.1|SLEB
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC115625510|XP_030376434.1|SLEB
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC115620824|XP_030370114.1|SLEB
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC115629329|XP_030381638.1|SLEB
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC115626348|XP_030377595.1|SLEB
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC115620071|XP_030369088.1|SLEB
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC115632772|XP_030385880.1|SLEB
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC115627056|XP_030378462.1|SLEB
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC115627288|XP_030378779.1|SLEB
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC115626879|XP_030378251.1|SLEB
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC115629560|XP_030381915.1|SLEB
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC115621910|XP_030371603.1|SLEB
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC115625259|XP_030376115.1|SLEB
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC115632919|XP_030386070.1|SLEB
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC115628031|XP_030379833.1|SLEB
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC115623412|XP_030373582.1|SLEB
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC115629684|XP_030382066.1|SLEB
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC115627047|XP_030378444.1|SLEB
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC115620438|XP_030369525.1|SLEB
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC115620414|XP_030369497.1|SLEB
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC115628809|XP_030380889.1|SLEB
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC115630782|XP_030383298.1|SLEB
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC115629556|XP_030381907.1|SLEB
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC115627046|XP_030378443.1|SLEB
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC115629881|XP_030382338.1|SLEB
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC115621878|XP_030371565.1|SLEB
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC115629927|XP_030382392.1|SLEB
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC115627770|XP_030379428.1|SLEB
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC115627889|XP_030379635.1|SLEB
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC115620663|XP_030369877.1|SLEB
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC115624690|XP_030375356.1|SLEB
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC115623613|XP_030373890.1|SLEB
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC115625292|XP_030376165.1|SLEB
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC115623700|XP_030374036.1|SLEB
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC115623384|XP_030373541.1|SLEB
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC115625059|XP_030375791.1|SLEB
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC115628034|XP_030379836.1|SLEB
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC115624144|XP_030374601.1|SLEB
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC115624334|XP_030374830.1|SLEB
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC115623951|XP_030374375.1|SLEB
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC115630476|XP_030382910.1|SLEB
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC115623702|XP_030374041.1|SLEB
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC115625579|XP_030376539.1|SLEB
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC115624310|XP_030374793.1|SLEB
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC115623746|XP_030374122.1|SLEB
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC115624017|XP_030374450.1|SLEB
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC115633002|XP_030386188.1|SLEB
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC115627514|XP_030379068.1|SLEB
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC115627513|XP_030379067.1|SLEB
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC115627280|XP_030378771.1|SLEB
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC115624188|XP_030374646.1|SLEB
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC115621253|XP_030370707.1|SLEB
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC115632574|XP_030385655.1|SLEB
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC115624030|XP_030374467.1|SLEB
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC115624283|XP_030374766.1|SLEB
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC115623711|XP_030374051.1|SLEB
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC115622822|XP_030372757.1|SLEB
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC115628353|XP_030380286.1|SLEB
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC115628352|XP_030380285.1|SLEB
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC115629162|XP_030381395.1|SLEB
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC115622663|XP_030372536.1|SLEB
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC115623878|XP_030374287.1|SLEB
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC115625270|XP_030376132.1|SLEB
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC115623493|XP_030373727.1|SLEB
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC115623492|XP_030373725.1|SLEB
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC115623950|XP_030374373.1|SLEB
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC115623819|XP_030374223.1|SLEB
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC115621128|XP_030370537.1|SLEB
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC115630752|XP_030383270.1|SLEB
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC115622286|XP_030372046.1|SLEB
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC115625496|XP_030376412.1|SLEB
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC115620271|XP_030369298.1|SLEB
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC115628147|XP_030379978.1|SLEB
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC115620429|XP_030369516.1|SLEB
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC115624147|XP_030374603.1|SLEB
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC115620882|XP_030370220.1|SLEB
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC115625039|XP_030375745.1|SLEB
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC115621067|XP_030370452.1|SLEB
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC115620428|XP_030369515.1|SLEB
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC115623713|XP_030374054.1|SLEB
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC115625515|XP_030376440.1|SLEB
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC115624366|XP_030374886.1|SLEB
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC115628306|XP_030380214.1|SLEB
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC115623144|XP_030373213.1|SLEB
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC115623678|XP_030374007.1|SLEB
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC115623547|XP_030373798.1|SLEB
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC115623974|XP_030374403.1|SLEB
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC115622519|XP_030372334.1|SLEB
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC115622554|XP_030372383.1|SLEB
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC115623068|XP_030373122.1|SLEB
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC115622312|XP_030372078.1|SLEB
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC115624153|XP_030374610.1|SLEB
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC115624091|XP_030374541.1|SLEB
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC115627996|XP_030379753.1|SLEB
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC115625210|XP_030376039.1|SLEB
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC115623755|XP_030374150.1|SLEB
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC115629896|XP_030382356.1|SLEB
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC115629895|XP_030382353.1|SLEB
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC115627359|XP_030378868.1|SLEB
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC115623964|XP_030374392.1|SLEB
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC115621861|XP_030371540.1|SLEB
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC115620907|XP_030370260.1|SLEB
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC115623570|XP_030373831.1|SLEB
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC115629683|XP_030382065.1|SLEB
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC115629755|XP_030382157.1|SLEB
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC115629492|XP_030381826.1|SLEB
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC115623351|XP_030373495.1|SLEB
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC115625485|XP_030376394.1|SLEB
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC115622762|XP_030372677.1|SLEB
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC115623930|XP_030374349.1|SLEB
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC115627810|XP_030379500.1|SLEB
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC115625293|XP_030376167.1|SLEB
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC115623689|XP_030374020.1|SLEB
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC115623692|XP_030374024.1|SLEB
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC115628702|XP_030380743.1|SLEB
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC115627147|XP_030378585.1|SLEB
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC115630133|XP_030382614.1|SLEB
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC115627172|XP_030378626.1|SLEB
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC115627843|XP_030379559.1|SLEB
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC115622829|XP_030372767.1|SLEB
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC115629831|XP_030382268.1|SLEB, LOC115633319|XP_030386609.1|SLEB
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC115620642|XP_030369842.1|SLEB
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC115623399|XP_030373568.1|SLEB
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC115626312|XP_030377510.1|SLEB
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC115627933|XP_030379686.1|SLEB
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC115621574|XP_030371122.1|SLEB
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC115623734|XP_030374104.1|SLEB
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC115628378|XP_030380319.1|SLEB
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC115623722|XP_030374064.1|SLEB
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC115625489|XP_030376399.1|SLEB
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC115632262|XP_030385198.1|SLEB
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC115632973|XP_030386142.1|SLEB
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC115624691|XP_030375359.1|SLEB
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC115622641|XP_030372509.1|SLEB
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC115622498|XP_030372304.1|SLEB
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC115622590|XP_030372445.1|SLEB
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC115623452|XP_030373668.1|SLEB
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC115623451|XP_030373667.1|SLEB
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC115625468|XP_030376377.1|SLEB
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC115621483|XP_030371003.1|SLEB
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC115629729|XP_030382122.1|SLEB
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC115629723|XP_030382107.1|SLEB
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC115631532|XP_030384165.1|SLEB
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC115629790|XP_030382205.1|SLEB
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC115629341|XP_030381649.1|SLEB
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC115624392|XP_030374964.1|SLEB
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC115625150|XP_030375934.1|SLEB
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC115629258|XP_030381539.1|SLEB
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC115625185|XP_030376009.1|SLEB
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC115623397|XP_030373565.1|SLEB
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC115624213|XP_030374684.1|SLEB
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC115620651|XP_030369858.1|SLEB
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC115624319|XP_030374810.1|SLEB
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC115625215|XP_030376045.1|SLEB
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC115624271|XP_030374758.1|SLEB
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC115623691|XP_030374023.1|SLEB
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC115625050|XP_030375762.1|SLEB
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC115624290|XP_030374774.1|SLEB
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC115625843|XP_030376905.1|SLEB
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC115622907|XP_030372890.1|SLEB
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC115622849|XP_030372791.1|SLEB
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC115625048|XP_030375760.1|SLEB
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC115620326|XP_030369380.1|SLEB
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC115625268|XP_030376131.1|SLEB
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC115625143|XP_030375922.1|SLEB
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC115625596|XP_030376576.1|SLEB
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC115621404|XP_030370911.1|SLEB
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC115626763|XP_030378080.1|SLEB
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC115630022|XP_030382519.1|SLEB
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC115626966|XP_030378340.1|SLEB
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC115623564|XP_030373821.1|SLEB
