Orthogroup	CQUI.longest_only	DPER.longest_only
OG0007063	LOC6034882|XP_001845150.2|CQUI	LOC6593793|XP_002018713.1|DPER
OG0007064	LOC6035993|XP_038113058.1|CQUI	LOC6592854|XP_002018281.1|DPER
OG0007065	LOC6035991|XP_038112060.1|CQUI	LOC6598935|XP_002024122.1|DPER
OG0007066	LOC6034886|XP_001845154.1|CQUI	LOC6596940|XP_002022222.1|DPER
OG0007067	LOC6034888|XP_038109585.1|CQUI	LOC6589584|XP_002014293.1|DPER
OG0007068	LOC6034891|XP_001845159.1|CQUI	LOC6589271|XP_026844935.1|DPER
OG0007069	LOC6050782|XP_038107247.1|CQUI	LOC6593486|XP_026843169.1|DPER
OG0007070	LOC119766997|XP_038109938.1|CQUI	LOC6590389|XP_002015655.1|DPER
OG0007071	LOC6036124|XP_001846217.2|CQUI	LOC6590749|XP_002015680.1|DPER
OG0007072	LOC6036128|XP_038111387.1|CQUI	LOC6594684|XP_002019319.1|DPER
OG0007073	LOC6041780|XP_001850997.1|CQUI	LOC6595552|XP_002020639.1|DPER
OG0007074	LOC6053698|XP_001869742.2|CQUI	LOC6590674|XP_002015415.1|DPER
OG0007075	LOC6053703|XP_038107404.1|CQUI	LOC6588848|XP_002014903.1|DPER
OG0007076	LOC6052413|XP_001868692.2|CQUI	LOC6590514|XP_026841147.1|DPER
OG0007077	LOC6052443|XP_001868714.1|CQUI	LOC6596581|XP_002021668.1|DPER
OG0007078	LOC6053860|XP_001869875.2|CQUI	LOC6589405|XP_026844158.1|DPER
OG0007079	LOC6053857|XP_038109203.1|CQUI	LOC6589406|XP_002015194.1|DPER
OG0007080	LOC6032150|XP_001842803.1|CQUI	LOC6593990|XP_002019032.1|DPER
OG0007081	LOC6032152|XP_001842805.2|CQUI	LOC6593559|XP_002018974.1|DPER
OG0007082	LOC6048262|XP_001865206.2|CQUI	LOC6595584|XP_002020961.1|DPER
OG0007083	LOC6032157|XP_038111918.1|CQUI	LOC6589544|XP_026844658.1|DPER
OG0007084	LOC6053464|XP_038107339.1|CQUI	LOC6598289|XP_026846175.1|DPER
OG0007085	LOC6046114|XP_038107016.1|CQUI	LOC6589640|XP_026844976.1|DPER
OG0007086	LOC6033608|XP_001844036.2|CQUI	LOC6595567|XP_002020915.1|DPER
OG0007087	LOC6033315|XP_038113355.1|CQUI	LOC6595794|XP_002021306.1|DPER
OG0007088	LOC6033318|XP_038113349.1|CQUI	LOC6596616|XP_026843784.1|DPER
OG0007089	LOC6049721|XP_038110756.1|CQUI	LOC6589104|XP_026844647.1|DPER
OG0007090	LOC6033333|XP_038112141.1|CQUI	LOC6589455|XP_026844176.1|DPER
OG0007092	LOC6038003|XP_038107774.1|CQUI	LOC6592165|XP_026840499.1|DPER
OG0007093	LOC6037997|XP_001847844.2|CQUI	LOC6589885|XP_002014489.1|DPER
OG0007094	LOC6037992|XP_001847839.1|CQUI	LOC6589887|XP_002014491.2|DPER
OG0007095	LOC6037989|XP_001847836.1|CQUI	LOC6597962|XP_026843833.1|DPER
OG0007096	LOC6037988|XP_001847835.2|CQUI	LOC6593389|XP_002019087.1|DPER
OG0007097	LOC6053312|XP_038107008.1|CQUI	LOC6593458|XP_002018596.1|DPER
OG0007098	LOC119767007|XP_038110083.1|CQUI	LOC6593413|XP_026843106.1|DPER
OG0007099	LOC6036017|XP_001846121.1|CQUI	LOC6587549|XP_002013887.1|DPER
OG0007100	LOC6036021|XP_038108094.1|CQUI	LOC6593502|XP_002019143.2|DPER
OG0007101	LOC6033599|XP_001844027.1|CQUI	LOC6589076|XP_002014751.1|DPER
OG0007103	LOC6033631|XP_001844058.1|CQUI	LOC6589798|XP_002014465.2|DPER
OG0007104	LOC6033635|XP_001844062.1|CQUI	LOC6588709|XP_002014319.1|DPER, LOC6603822|XP_002028782.1|DPER
OG0007105	LOC6033642|XP_001844069.1|CQUI	LOC6588726|XP_002014368.2|DPER
OG0007106	LOC6033649|XP_038107083.1|CQUI	LOC6595450|XP_026844638.1|DPER
OG0007107	LOC6033655|XP_038114028.1|CQUI	LOC6589268|XP_026844333.1|DPER
OG0007108	LOC6033660|XP_038114043.1|CQUI	LOC6595371|XP_002020807.1|DPER
OG0007109	LOC6051855|XP_001868219.1|CQUI	LOC6589398|XP_002015287.1|DPER
OG0007110	LOC6051853|XP_001868217.2|CQUI	LOC6589407|XP_002015195.1|DPER
OG0007111	LOC6051858|XP_038113175.1|CQUI	LOC6589823|XP_026844983.1|DPER
OG0007112	LOC6033639|XP_001844066.2|CQUI	LOC6589500|XP_002014590.2|DPER
OG0007113	LOC6048333|XP_001865270.1|CQUI	LOC6588650|XP_026841870.1|DPER
OG0007114	LOC6048338|XP_038110740.1|CQUI	LOC6595446|XP_002020867.1|DPER
OG0007115	LOC6048335|XP_001865273.2|CQUI	LOC6603064|XP_002028057.1|DPER
OG0007116	LOC6048345|XP_038111874.1|CQUI	LOC6589063|XP_002014551.2|DPER
OG0007117	LOC6048346|XP_038111875.1|CQUI	LOC6595539|XP_002020674.1|DPER
OG0007118	LOC6048349|XP_038107672.1|CQUI	LOC6589859|XP_026844681.1|DPER
OG0007119	LOC6042665|XP_038119950.1|CQUI	LOC6600779|XP_002025847.2|DPER
OG0007120	LOC6042659|XP_038119020.1|CQUI	LOC6597279|XP_002022566.1|DPER
OG0007121	LOC119770667|XP_038121910.1|CQUI	LOC6602867|XP_002027902.1|DPER
OG0007122	LOC6042652|XP_038117993.1|CQUI	LOC6597680|XP_026848875.1|DPER
OG0007123	LOC6042643|XP_038121382.1|CQUI	LOC6597678|XP_026848906.1|DPER
OG0007124	LOC6046072|XP_038116390.1|CQUI	LOC6595969|XP_026845409.1|DPER
OG0007125	LOC6046068|XP_038119636.1|CQUI	LOC6602197|XP_002027207.1|DPER
OG0007126	LOC6046073|XP_001863325.2|CQUI	LOC6596937|XP_026845353.1|DPER
OG0007127	LOC6046071|XP_001863327.1|CQUI	LOC6595979|XP_002021045.1|DPER
OG0007128	LOC6046076|XP_001863330.2|CQUI	LOC6602154|XP_002027204.2|DPER
OG0007129	LOC6046077|XP_001863331.1|CQUI	LOC6602196|XP_026847990.1|DPER
OG0007130	LOC6046082|XP_038118445.1|CQUI	LOC6595974|XP_002021040.1|DPER
OG0007131	LOC6046089|XP_038119072.1|CQUI	LOC6602190|XP_026848036.1|DPER
OG0007132	LOC6046090|XP_038119768.1|CQUI	LOC6602184|XP_026848040.1|DPER
OG0007133	LOC6052553|XP_001868804.1|CQUI	LOC6599761|XP_002024881.1|DPER
OG0007134	LOC6052554|XP_001868805.1|CQUI	LOC6596023|XP_002020973.1|DPER
OG0007135	LOC6052559|XP_001868807.1|CQUI	LOC6599801|XP_002024971.1|DPER
OG0007136	LOC6046095|XP_038115702.1|CQUI	LOC6602298|XP_026848476.1|DPER
OG0007137	LOC6040515|XP_038119884.1|CQUI	LOC6596713|XP_026846012.1|DPER
OG0007138	LOC6040513|XP_038121915.1|CQUI	LOC6596923|XP_026845697.1|DPER
OG0007139	LOC6040504|XP_038115192.1|CQUI	LOC6602896|XP_002027919.1|DPER
OG0007140	LOC6040501|XP_001849887.2|CQUI	LOC6600141|XP_026846619.1|DPER
OG0007141	LOC6040500|XP_001849886.2|CQUI	LOC6596929|XP_002021837.1|DPER
OG0007142	LOC6045853|XP_001863140.1|CQUI	LOC6602398|XP_002027450.1|DPER
OG0007143	LOC119769748|XP_038119207.1|CQUI	LOC6594939|XP_002020308.1|DPER
OG0007144	LOC6044739|XP_038115928.1|CQUI	LOC6594008|XP_026850637.1|DPER
OG0007145	LOC6044733|XP_038114870.1|CQUI	LOC6591998|XP_026840064.1|DPER
OG0007146	LOC6044732|XP_001862195.1|CQUI	LOC6591675|XP_002016890.1|DPER
OG0007147	LOC6044719|XP_038119573.1|CQUI	LOC113566229|XP_026846784.1|DPER, LOC6598822|XP_002023934.2|DPER
OG0007148	LOC6047825|XP_038120840.1|CQUI	LOC6597479|XP_026848913.1|DPER
OG0007149	LOC6046244|XP_038121259.1|CQUI	LOC6590841|XP_002015773.1|DPER
OG0007150	LOC6047547|XP_038118969.1|CQUI	LOC6602191|XP_002027231.1|DPER
OG0007151	LOC6047553|XP_038122315.1|CQUI	LOC6599831|XP_026847393.1|DPER
OG0007152	LOC6032199|XP_038119671.1|CQUI	LOC6600761|XP_026848604.1|DPER
OG0007153	LOC6032205|XP_001842846.2|CQUI	LOC6600735|XP_002025773.1|DPER
OG0007154	LOC6032211|XP_038119542.1|CQUI	LOC6590110|XP_002016508.1|DPER
OG0007155	LOC6032212|XP_001842852.1|CQUI	LOC6590326|XP_002016215.1|DPER
OG0007156	LOC6032221|XP_001842860.2|CQUI	LOC6588045|XP_002013701.1|DPER
OG0007157	LOC6032225|XP_038121351.1|CQUI	LOC6588305|XP_026848917.1|DPER
OG0007158	LOC6032226|XP_001842865.2|CQUI	LOC6596210|XP_002021278.2|DPER
OG0007159	LOC6032235|XP_038115704.1|CQUI	LOC6596703|XP_026845989.1|DPER
OG0007160	LOC6042879|XP_001853674.2|CQUI	LOC6594545|XP_002019375.1|DPER
OG0007161	LOC6042223|XP_001851363.2|CQUI	LOC6600232|XP_002025210.1|DPER
OG0007162	LOC6042222|XP_001851362.2|CQUI	LOC6596904|XP_002021865.1|DPER
OG0007163	LOC6042214|XP_001851355.2|CQUI	LOC6588006|XP_002013190.1|DPER
OG0007164	LOC6052365|XP_001868654.2|CQUI	LOC6588605|XP_002013189.1|DPER
OG0007165	LOC6047795|XP_038117702.1|CQUI	LOC6600411|XP_026848372.1|DPER
OG0007166	LOC6034919|XP_038114811.1|CQUI	LOC6601407|XP_026847909.1|DPER
OG0007167	LOC6034918|XP_001845184.2|CQUI	LOC6597760|XP_002022891.1|DPER
OG0007168	LOC6048305|XP_038119474.1|CQUI	LOC6600764|XP_026848635.1|DPER
OG0007169	LOC6048304|XP_001865242.1|CQUI	LOC6600174|XP_002025273.1|DPER
OG0007170	LOC6054029|XP_038122144.1|CQUI	LOC6594377|XP_002019291.2|DPER
OG0007171	LOC6033031|XP_038118506.1|CQUI	LOC6599212|XP_026848237.1|DPER
OG0007172	LOC6033034|XP_038118905.1|CQUI	LOC6596690|XP_002021959.1|DPER
OG0007173	LOC6033036|XP_001843542.2|CQUI	LOC113566084|XP_026845839.1|DPER
OG0007174	LOC6033079|XP_038119183.1|CQUI	LOC6587724|XP_026840161.1|DPER
OG0007175	LOC6033083|XP_038118027.1|CQUI	LOC6595968|XP_002021206.1|DPER
OG0007176	LOC6046343|XP_038121115.1|CQUI	LOC6591881|XP_002017079.1|DPER
OG0007177	LOC6046349|XP_001863566.1|CQUI	LOC6591398|XP_002017173.1|DPER
OG0007178	LOC6046352|XP_001863569.2|CQUI	LOC6594333|XP_026840491.1|DPER
OG0007179	LOC6046354|XP_001863571.2|CQUI	LOC6594396|XP_002019486.1|DPER
OG0007180	LOC6046355|XP_001863572.2|CQUI	LOC6591401|XP_002017176.1|DPER
OG0007181	LOC6052289|XP_001868580.2|CQUI	LOC6597346|XP_026846425.1|DPER
OG0007182	LOC6043573|XP_038116337.1|CQUI	LOC6594553|XP_026850284.1|DPER
OG0007183	LOC6043570|XP_038121534.1|CQUI	LOC6594557|XP_026850256.1|DPER
OG0007184	LOC6043569|XP_038121532.1|CQUI	LOC6594549|XP_002019921.1|DPER
OG0007185	LOC6043561|XP_001859930.1|CQUI	LOC6595513|XP_002020618.1|DPER
OG0007186	LOC6051495|XP_038115684.1|CQUI	LOC6591534|XP_002017318.2|DPER
OG0007187	LOC6045114|XP_038122188.1|CQUI	LOC6591893|XP_002016911.1|DPER
OG0007188	LOC6045115|XP_001862519.2|CQUI	LOC6592071|XP_026848995.1|DPER
OG0007189	LOC6045117|XP_001862522.2|CQUI	LOC6591427|XP_002017485.1|DPER
OG0007190	LOC6045112|XP_038115331.1|CQUI	LOC6594155|XP_002019394.1|DPER
OG0007191	LOC6045124|XP_038119942.1|CQUI	LOC6603358|XP_002028339.2|DPER
OG0007192	LOC6049904|XP_038118980.1|CQUI	LOC6602682|XP_002027692.1|DPER
OG0007193	LOC6049902|XP_038118089.1|CQUI	LOC6602683|XP_026846025.1|DPER
OG0007194	LOC6048705|XP_001865583.2|CQUI	LOC6596906|XP_002021867.1|DPER
OG0007195	LOC6049101|XP_001865911.1|CQUI	LOC6591698|XP_002017269.1|DPER
OG0007196	LOC6046219|XP_038119138.1|CQUI	LOC6587891|XP_026843693.1|DPER
OG0007197	LOC6046233|XP_001863461.2|CQUI	LOC6601964|XP_002027014.1|DPER
OG0007198	LOC6047453|XP_038121279.1|CQUI	LOC6594548|XP_026850374.1|DPER
OG0007199	LOC6047440|XP_038116568.1|CQUI	LOC6594183|XP_002019814.1|DPER
OG0007200	LOC6047436|XP_038116488.1|CQUI	LOC6594724|XP_002019409.1|DPER
OG0007201	LOC6039338|XP_001848962.2|CQUI	LOC6596176|XP_026845498.1|DPER
OG0007202	LOC6039337|XP_001848961.2|CQUI	LOC6599713|XP_002024898.1|DPER
OG0007203	LOC6039326|XP_001848954.2|CQUI	LOC6599714|XP_026847365.1|DPER
OG0007204	LOC6039331|XP_001848957.2|CQUI	LOC113566062|XP_026845771.1|DPER, LOC6603640|XP_026845787.1|DPER
OG0007205	LOC6039324|XP_001848952.2|CQUI	LOC6599717|XP_002024902.1|DPER
OG0007206	LOC6039322|XP_038119226.1|CQUI	LOC6591741|XP_002017093.2|DPER
OG0007207	LOC6039318|XP_001848948.2|CQUI	LOC6591884|XP_002017082.1|DPER
OG0007208	LOC6039317|XP_038119229.1|CQUI	LOC6591429|XP_002017487.1|DPER
OG0007209	LOC6039342|XP_001848946.2|CQUI	LOC6591430|XP_002017488.1|DPER
OG0007210	LOC6039313|XP_001848945.2|CQUI	LOC6594451|XP_026850283.1|DPER
OG0007211	LOC6039341|XP_038118936.1|CQUI	LOC6591600|XP_026847316.1|DPER
OG0007212	LOC6047793|XP_038120000.1|CQUI	LOC6594896|XP_002020496.1|DPER
OG0007213	LOC6039473|XP_001849077.1|CQUI	LOC6590416|XP_002016429.1|DPER
OG0007214	LOC6039476|XP_038118879.1|CQUI	LOC6598968|XP_026847838.1|DPER
OG0007215	LOC6050622|XP_001867195.2|CQUI	LOC6594573|XP_002019824.1|DPER
OG0007216	LOC6045187|XP_038117409.1|CQUI	LOC6595312|XP_026850702.1|DPER
OG0007217	LOC6045183|XP_001862578.1|CQUI	LOC113565095|XP_026841460.1|DPER
OG0007218	LOC6045168|XP_001862567.1|CQUI	LOC6587514|XP_002013530.1|DPER
OG0007219	LOC6047886|XP_038116171.1|CQUI	LOC6591619|XP_026843181.1|DPER
OG0007220	LOC6043262|XP_038120890.1|CQUI	LOC113565741|XP_026844567.1|DPER
OG0007221	LOC6043257|XP_001857988.1|CQUI	LOC6591679|XP_026840011.1|DPER
OG0007222	LOC6043247|XP_038115844.1|CQUI	LOC6587767|XP_026840227.1|DPER
OG0007223	LOC6034970|XP_001845226.2|CQUI	LOC6587973|XP_002013195.1|DPER
OG0007224	LOC6034969|XP_001845225.2|CQUI	LOC6594048|XP_002019871.2|DPER
OG0007225	LOC6034984|XP_038118572.1|CQUI	LOC6594457|XP_002019708.2|DPER
OG0007226	LOC6034985|XP_001845235.2|CQUI	LOC6588166|XP_002014108.2|DPER
OG0007227	LOC6034986|XP_001845236.2|CQUI	LOC6602787|XP_002027801.1|DPER
OG0007228	LOC6034987|XP_038119877.1|CQUI	LOC6602783|XP_002027840.1|DPER
OG0007229	LOC6052122|XP_001868438.1|CQUI	LOC6598797|XP_002023908.1|DPER
OG0007230	LOC6040341|XP_038120787.1|CQUI	LOC6594301|XP_002019799.1|DPER
OG0007231	LOC6040346|XP_038114820.1|CQUI	LOC6591391|XP_002017361.1|DPER
OG0007232	LOC6040349|XP_038118675.1|CQUI	LOC6599681|XP_026847269.1|DPER
OG0007233	LOC6040351|XP_001849754.2|CQUI	LOC113566333|XP_026847348.1|DPER
OG0007234	LOC6044684|XP_001862159.1|CQUI	LOC6603784|XP_002028749.1|DPER
OG0007235	LOC6044683|XP_038118764.1|CQUI	LOC6599888|XP_026847416.1|DPER
OG0007236	LOC6054717|XP_038118576.1|CQUI	LOC6591454|XP_002017475.1|DPER
OG0007237	LOC6039409|XP_038118575.1|CQUI	LOC6588078|XP_002014111.1|DPER
OG0007238	LOC6039788|XP_038121675.1|CQUI	LOC6602555|XP_026846903.1|DPER
OG0007239	LOC6051110|XP_038120264.1|CQUI	LOC6591626|XP_026851176.1|DPER
OG0007240	LOC6051116|XP_038116031.1|CQUI	LOC6591334|XP_002016932.1|DPER
OG0007241	LOC6042885|XP_001870854.2|CQUI	LOC6597574|XP_002022791.1|DPER
OG0007242	LOC6053665|XP_038116260.1|CQUI	LOC6597575|XP_026848864.1|DPER
OG0007243	LOC6054206|XP_038120597.1|CQUI	LOC6599310|XP_026847164.1|DPER
OG0007244	LOC6052121|XP_001868439.2|CQUI	LOC6594255|XP_002019978.1|DPER
OG0007245	LOC6035000|XP_038115745.1|CQUI	LOC6595329|XP_002020456.1|DPER
OG0007246	LOC6035010|XP_038119415.1|CQUI	LOC6598710|XP_002023889.1|DPER
OG0007247	LOC6035022|XP_038115522.1|CQUI	LOC6600893|XP_026841737.1|DPER
OG0007248	LOC6051462|XP_001867900.2|CQUI	LOC6600234|XP_002025212.1|DPER
OG0007249	LOC6050290|XP_038121343.1|CQUI	LOC6597318|XP_026846597.1|DPER
OG0007250	LOC6038163|XP_001847996.2|CQUI	LOC6599220|XP_002024310.1|DPER
OG0007251	LOC6038159|XP_038115493.1|CQUI	LOC6594566|XP_002019585.1|DPER
OG0007252	LOC6038154|XP_038121561.1|CQUI	LOC6587908|XP_026840108.1|DPER
OG0007253	LOC6038144|XP_038121184.1|CQUI	LOC6596021|XP_002020971.1|DPER
OG0007254	LOC6049546|XP_038119000.1|CQUI	LOC6594311|XP_026850248.1|DPER
OG0007255	LOC6041226|XP_001850518.1|CQUI	LOC6597366|XP_026846423.1|DPER
OG0007256	LOC6041230|XP_001850522.1|CQUI	LOC6591399|XP_002017174.1|DPER
OG0007257	LOC6041225|XP_038116560.1|CQUI	LOC6591684|XP_002017321.1|DPER
OG0007258	LOC6041217|XP_038116326.1|CQUI	LOC6591536|XP_026840021.1|DPER
OG0007259	LOC6050950|XP_038121571.1|CQUI	LOC6596657|XP_026845848.1|DPER
OG0007260	LOC6050949|XP_038121290.1|CQUI	LOC6596134|XP_002021098.1|DPER
OG0007261	LOC6054034|XP_001870014.2|CQUI	LOC6591306|XP_002016129.1|DPER
OG0007262	LOC6049610|XP_038115906.1|CQUI	LOC6600446|XP_026848415.1|DPER
OG0007263	LOC6052876|XP_001869064.2|CQUI	LOC6603341|XP_002028325.1|DPER
OG0007264	LOC6049885|XP_038117772.1|CQUI	LOC6601123|XP_026849704.1|DPER
OG0007265	LOC6052590|XP_001868830.2|CQUI	LOC6600149|XP_002025232.1|DPER
OG0007266	LOC6040338|XP_038120783.1|CQUI	LOC6594957|XP_026840341.1|DPER
OG0007267	LOC6040299|XP_001849726.1|CQUI	LOC6594307|XP_002019805.1|DPER
OG0007268	LOC119769781|XP_038119310.1|CQUI	LOC6590058|XP_002016390.2|DPER
OG0007269	LOC6047744|XP_038121230.1|CQUI	LOC6596676|XP_026845899.1|DPER
OG0007270	LOC6047737|XP_038120862.1|CQUI	LOC6587342|XP_026851255.1|DPER
OG0007271	LOC6047735|XP_001864754.2|CQUI	LOC6592108|XP_002017291.1|DPER
OG0007272	LOC6047734|XP_001864753.2|CQUI	LOC6602788|XP_026847772.1|DPER
OG0007273	LOC6047731|XP_038116566.1|CQUI	LOC6594420|XP_026850234.1|DPER
OG0007274	LOC6047729|XP_001864748.1|CQUI	LOC6598649|XP_002023830.1|DPER
OG0007275	LOC6047725|XP_001864746.2|CQUI	LOC113566766|XP_026849619.1|DPER
OG0007276	LOC6047724|XP_001864745.2|CQUI	LOC6601944|XP_002026994.1|DPER
OG0007277	LOC6048466|XP_038116178.1|CQUI	LOC6596197|XP_026845504.1|DPER
OG0007278	LOC6048493|XP_038116885.1|CQUI	LOC6602994|XP_026849440.1|DPER
OG0007279	LOC6048492|XP_038116085.1|CQUI	LOC6602993|XP_026849503.1|DPER
OG0007280	LOC6048494|XP_038116124.1|CQUI	LOC6602992|XP_026849469.1|DPER
OG0007281	LOC6039132|XP_001848793.2|CQUI	LOC6591775|XP_002017136.1|DPER
OG0007282	LOC119765004|XP_038118190.1|CQUI	LOC6591776|XP_002017137.1|DPER
OG0007283	LOC6039137|XP_001848797.1|CQUI	LOC6591672|XP_002016887.1|DPER
OG0007284	LOC6046876|XP_001864005.1|CQUI	LOC6587299|XP_002013853.1|DPER
OG0007285	LOC6046872|XP_001864004.1|CQUI	LOC6597675|XP_002022829.2|DPER
OG0007286	LOC6053746|XP_038114996.1|CQUI	LOC6597674|XP_002022828.1|DPER
OG0007287	LOC6046881|XP_038114898.1|CQUI	LOC6589103|XP_002015036.1|DPER
OG0007288	LOC6053749|XP_038114895.1|CQUI	LOC6600034|XP_026849119.1|DPER
OG0007289	LOC6046886|XP_001864014.1|CQUI	LOC6603074|XP_002028116.1|DPER
OG0007290	LOC6047589|XP_001864628.2|CQUI	LOC6594188|XP_002019819.1|DPER
OG0007291	LOC6045152|XP_001862552.2|CQUI	LOC6597502|XP_002022650.2|DPER
OG0007292	LOC6045144|XP_001862544.2|CQUI	LOC6602849|XP_026845884.1|DPER
OG0007293	LOC6054245|XP_038121687.1|CQUI	LOC6591916|XP_026848790.1|DPER
OG0007294	LOC6036958|XP_038118086.1|CQUI	LOC6591637|XP_026839959.1|DPER
OG0007295	LOC6050139|XP_038119309.1|CQUI	LOC6594242|XP_002019976.1|DPER
OG0007296	LOC6054341|XP_038119261.1|CQUI	LOC6587588|XP_026844640.1|DPER
OG0007297	LOC6054100|XP_001870071.2|CQUI	LOC6591346|XP_002017454.1|DPER
OG0007298	LOC6040426|XP_038120934.1|CQUI	LOC6591402|XP_002017177.1|DPER
OG0007299	LOC6053921|XP_001869925.2|CQUI	LOC6591985|XP_002017210.1|DPER
OG0007300	LOC6039815|XP_001849328.2|CQUI	LOC6591687|XP_026842338.1|DPER
OG0007301	LOC6039805|XP_038118952.1|CQUI	LOC6588244|XP_002014131.1|DPER
OG0007302	LOC6050141|XP_038117593.1|CQUI	LOC6591989|XP_026845760.1|DPER
OG0007304	LOC6051687|XP_001868085.2|CQUI	LOC6598121|XP_026843224.1|DPER
OG0007305	LOC6039720|XP_001849274.2|CQUI	LOC6598933|XP_002024120.1|DPER
OG0007306	LOC6039719|XP_001849273.2|CQUI	LOC6598934|XP_002024121.2|DPER
OG0007307	LOC6039698|XP_001849257.1|CQUI	LOC6594177|XP_026847354.1|DPER
OG0007308	LOC6039693|XP_001849254.2|CQUI	LOC6587441|XP_002013066.2|DPER
OG0007309	LOC6041424|XP_038120737.1|CQUI	LOC6591648|XP_026845623.1|DPER
OG0007310	LOC6046677|XP_038118034.1|CQUI	LOC6591645|XP_026850794.1|DPER
OG0007311	LOC6046675|XP_038118072.1|CQUI	LOC6591660|XP_026840484.1|DPER
OG0007312	LOC6046657|XP_038118075.1|CQUI	LOC6590704|XP_026842002.1|DPER
OG0007313	LOC6032503|XP_001843092.2|CQUI	LOC6598356|XP_002023431.1|DPER
OG0007314	LOC6032508|XP_038120405.1|CQUI	LOC6596890|XP_026845862.1|DPER
OG0007315	LOC6032521|XP_038116776.1|CQUI	LOC6600787|XP_026848693.1|DPER
OG0007316	LOC6032533|XP_001843114.2|CQUI	LOC6594629|XP_002019475.1|DPER
OG0007317	LOC6032541|XP_038120332.1|CQUI	LOC6588169|XP_002014151.1|DPER
OG0007318	LOC6032545|XP_038120057.1|CQUI	LOC6587736|XP_026850775.1|DPER
OG0007319	LOC6053704|XP_038115651.1|CQUI	LOC6596174|XP_002021167.1|DPER
OG0007320	LOC6050267|XP_038121621.1|CQUI	LOC113565676|XP_026844220.1|DPER
OG0007321	LOC6048876|XP_038119756.1|CQUI	LOC6600136|XP_002025253.2|DPER
OG0007322	LOC6042557|XP_038117378.1|CQUI	LOC6596665|XP_026845994.1|DPER
OG0007323	LOC6042554|XP_038120330.1|CQUI	LOC6602751|XP_026847726.1|DPER
OG0007324	LOC6039525|XP_001849126.1|CQUI	LOC6591718|XP_002017411.1|DPER
OG0007325	LOC6039524|XP_001849125.1|CQUI	LOC6594885|XP_002020004.1|DPER
OG0007326	LOC6039523|XP_001849124.1|CQUI	LOC6591709|XP_026841997.1|DPER
OG0007327	LOC119770438|XP_038121278.1|CQUI	LOC113566407|XP_026847641.1|DPER
OG0007328	LOC6054547|XP_038114867.1|CQUI	LOC6587671|XP_002014055.2|DPER
OG0007329	LOC6046748|XP_038116760.1|CQUI	LOC6591524|XP_002017072.1|DPER
OG0007330	LOC6042278|XP_038114747.1|CQUI	LOC6599264|XP_002024259.2|DPER
OG0007331	LOC6042275|XP_038114745.1|CQUI	LOC6598149|XP_002023486.1|DPER
OG0007332	LOC6042272|XP_038115601.1|CQUI	LOC6602633|XP_026846735.1|DPER
OG0007333	LOC6051286|XP_038119993.1|CQUI	LOC6592027|XP_002017299.1|DPER
OG0007334	LOC6050406|XP_001867021.2|CQUI	LOC6596384|XP_002021537.1|DPER
OG0007335	LOC6037586|XP_038122087.1|CQUI	LOC6602718|XP_026849458.1|DPER
OG0007336	LOC6037581|XP_001847477.2|CQUI	LOC6603236|XP_002028212.1|DPER
OG0007337	LOC6037583|XP_038119443.1|CQUI	LOC6601400|XP_026847885.1|DPER
OG0007338	LOC119770638|XP_038121826.1|CQUI	LOC6601069|XP_002026093.2|DPER
OG0007339	LOC6037552|XP_001847449.2|CQUI	LOC6591488|XP_002017382.1|DPER
OG0007340	LOC6044876|XP_038115723.1|CQUI	LOC6594254|XP_026850318.1|DPER
OG0007341	LOC6041572|XP_038118174.1|CQUI	LOC6591343|XP_026847471.1|DPER
OG0007342	LOC6050902|XP_038117798.1|CQUI	LOC6587529|XP_002013642.1|DPER
OG0007343	LOC6039226|XP_038114944.1|CQUI	LOC6592000|XP_026840065.1|DPER
OG0007344	LOC6039227|XP_001848868.2|CQUI	LOC6595617|XP_002020692.1|DPER
OG0007345	LOC6039224|XP_001848865.2|CQUI	LOC6591999|XP_002016824.1|DPER
OG0007346	LOC6039221|XP_001848862.2|CQUI	LOC6599731|XP_002024836.1|DPER
OG0007347	LOC6039215|XP_038122045.1|CQUI	LOC6602861|XP_026845118.1|DPER
OG0007348	LOC6039212|XP_038122032.1|CQUI	LOC6602883|XP_002027893.2|DPER
OG0007349	LOC6039208|XP_001848849.2|CQUI	LOC6602884|XP_002027894.2|DPER
OG0007350	LOC6032720|XP_001843271.2|CQUI	LOC6600705|XP_002025820.1|DPER
OG0007351	LOC6032733|XP_038116050.1|CQUI	LOC6601975|XP_002027022.1|DPER
OG0007352	LOC6032737|XP_038122127.1|CQUI	LOC6592219|XP_002018489.2|DPER
OG0007353	LOC6032745|XP_001843291.1|CQUI	LOC6591816|XP_002017237.1|DPER
OG0007354	LOC6032755|XP_001843297.2|CQUI	LOC6597566|XP_002022783.1|DPER
OG0007355	LOC6032758|XP_038119583.1|CQUI	LOC6588277|XP_026839955.1|DPER
OG0007356	LOC6032765|XP_038121180.1|CQUI	LOC6592842|XP_026841146.1|DPER
OG0007357	LOC6032769|XP_038116347.1|CQUI	LOC6592037|XP_026840236.1|DPER
OG0007358	LOC6032775|XP_038116348.1|CQUI	LOC6592102|XP_002017036.2|DPER
OG0007359	LOC6033829|XP_038117649.1|CQUI	LOC6587873|XP_026840115.1|DPER
OG0007360	LOC6037755|XP_001847635.1|CQUI	LOC6588343|XP_002012921.2|DPER
OG0007361	LOC6047426|XP_038122181.1|CQUI	LOC6602756|XP_026847727.1|DPER
