Orthogroup	CQUI.longest_only	DSAN.longest_only
OG0006258	LOC6051129|XP_038104346.1|CQUI	LOC120455224|XP_039497130.1|DSAN
OG0006259	LOC6038195|XP_001848025.2|CQUI	LOC120454373|XP_039495542.1|DSAN
OG0006260	LOC6045728|XP_001863036.1|CQUI	LOC120455223|XP_039497129.1|DSAN
OG0006261	LOC6045726|XP_001863034.1|CQUI	LOC120443819|XP_039479095.1|DSAN
OG0006262	LOC6045721|XP_001863030.2|CQUI	LOC120456314|XP_039499003.1|DSAN
OG0006263	LOC6045720|XP_001863029.1|CQUI	LOC120456294|XP_039498975.1|DSAN
OG0006264	LOC6045718|XP_001863027.2|CQUI	LOC120456381|XP_039499138.1|DSAN
OG0006265	LOC6045716|XP_001863025.2|CQUI	LOC120444759|XP_039480622.1|DSAN
OG0006266	LOC6045722|XP_001863024.2|CQUI	LOC120456380|XP_039499137.1|DSAN
OG0006267	LOC6048469|XP_038108000.1|CQUI	LOC120455557|XP_039497838.1|DSAN
OG0006268	LOC6044349|XP_001861844.1|CQUI	LOC120444263|XP_039479708.1|DSAN
OG0006269	LOC6032068|XP_001842734.2|CQUI	LOC120453040|XP_039493494.1|DSAN
OG0006270	LOC6044404|XP_038115610.1|CQUI	LOC120456418|XP_039499184.1|DSAN
OG0006271	LOC6052274|XP_001868566.2|CQUI	LOC120453003|XP_039493442.1|DSAN
OG0006272	LOC6045735|XP_038105475.1|CQUI	LOC120456858|XP_039499870.1|DSAN
OG0006273	LOC6044377|XP_001861898.1|CQUI	LOC120453499|XP_039494182.1|DSAN
OG0006274	LOC6047715|XP_038122991.1|CQUI	LOC120456835|XP_039499819.1|DSAN
OG0006275	LOC6052107|XP_001868431.2|CQUI	LOC120456952|XP_039500030.1|DSAN
OG0006276	LOC6037340|XP_001847264.2|CQUI	LOC120450148|XP_039488918.1|DSAN
OG0006277	LOC6050823|XP_038122822.1|CQUI	LOC120452283|XP_039492349.1|DSAN
OG0006278	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI	LOC120455857|XP_039498262.1|DSAN
OG0006279	LOC6051385|XP_038105894.1|CQUI	LOC120455214|XP_039497110.1|DSAN
OG0006280	LOC6053158|XP_038113630.1|CQUI	LOC120457388|XP_039500875.1|DSAN
OG0006281	LOC6053157|XP_038113649.1|CQUI	LOC120457387|XP_039500872.1|DSAN
OG0006282	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI	LOC120456088|XP_039498615.1|DSAN
OG0006283	LOC6035094|XP_038104186.1|CQUI	LOC120453082|XP_039493543.1|DSAN
OG0006284	LOC6035100|XP_001845336.1|CQUI	LOC120448967|XP_039487160.1|DSAN
OG0006285	LOC6038189|XP_001848019.2|CQUI	LOC120452483|XP_039492664.1|DSAN
OG0006286	LOC6038190|XP_001848020.2|CQUI	LOC120453107|XP_039493574.1|DSAN
OG0006287	LOC6048478|XP_038111084.1|CQUI	LOC120456142|XP_039498703.1|DSAN
OG0006288	LOC6048479|XP_038111872.1|CQUI	LOC120453431|XP_039494069.1|DSAN
OG0006289	LOC6049208|XP_001866010.1|CQUI	LOC120453261|XP_039493818.1|DSAN
OG0006290	LOC6045211|XP_038105973.1|CQUI	LOC120455489|XP_039497660.1|DSAN
OG0006291	LOC6038450|XP_038104837.1|CQUI	LOC120444076|XP_039479528.1|DSAN
OG0006292	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI	LOC120455732|XP_039498080.1|DSAN
OG0006293	LOC119766120|XP_038106449.1|CQUI	LOC120447911|XP_039485495.1|DSAN
OG0006294	LOC6053049|XP_038108798.1|CQUI	LOC120455470|XP_039497625.1|DSAN
OG0006295	LOC6051732|XP_038122961.1|CQUI	LOC120455856|XP_039498261.1|DSAN
OG0006296	LOC119766623|XP_038107571.1|CQUI	LOC120455463|XP_039497618.1|DSAN
OG0006297	LOC6036989|XP_038111264.1|CQUI	LOC120457399|XP_039500909.1|DSAN
OG0006298	LOC6041289|XP_001850573.2|CQUI	LOC120456510|XP_039499310.1|DSAN
OG0006299	LOC6041290|XP_038104497.1|CQUI	LOC120457113|XP_039500259.1|DSAN
OG0006300	LOC6041292|XP_001850576.1|CQUI	LOC120456958|XP_039500035.1|DSAN
OG0006301	LOC6041279|XP_001850566.2|CQUI	LOC120455851|XP_039498255.1|DSAN
OG0006302	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI	LOC120455634|XP_039497955.1|DSAN
OG0006303	LOC6046739|XP_038107930.1|CQUI	LOC120446935|XP_039484120.1|DSAN
OG0006304	LOC6037951|XP_038105042.1|CQUI	LOC120451038|XP_039490300.1|DSAN
OG0006305	LOC6038460|XP_038122749.1|CQUI	LOC120451151|XP_039490512.1|DSAN
OG0006306	LOC6038459|XP_038105306.1|CQUI	LOC120450983|XP_039490214.1|DSAN
OG0006307	LOC6038453|XP_001848250.2|CQUI	LOC120452364|XP_039492487.1|DSAN
OG0006308	LOC6042723|XP_038104707.1|CQUI	LOC120455295|XP_039497270.1|DSAN
OG0006309	LOC6054262|XP_038122784.1|CQUI	LOC120455227|XP_039497132.1|DSAN
OG0006310	LOC6051040|XP_038108379.1|CQUI	LOC120452254|XP_039492316.1|DSAN
OG0006311	LOC6045259|XP_038105496.1|CQUI	LOC120456216|XP_039498832.1|DSAN
OG0006312	LOC6045257|XP_038105492.1|CQUI	LOC120456218|XP_039498834.1|DSAN
OG0006313	LOC6045255|XP_001862644.2|CQUI	LOC120456175|XP_039498777.1|DSAN
OG0006315	LOC6050922|XP_038116495.1|CQUI	LOC120454577|XP_039495912.1|DSAN
OG0006316	LOC6035122|XP_001845358.2|CQUI	LOC120455522|XP_039497736.1|DSAN
OG0006317	LOC6040446|XP_038111067.1|CQUI	LOC120455731|XP_039498079.1|DSAN
OG0006318	LOC6040464|XP_038111010.1|CQUI	LOC120456866|XP_039499890.1|DSAN
OG0006319	LOC6044215|XP_001861755.1|CQUI	LOC120447242|XP_039484706.1|DSAN
OG0006320	LOC119771152|XP_038122511.1|CQUI	LOC120455834|XP_039498237.1|DSAN
OG0006321	LOC6046917|XP_001864042.2|CQUI	LOC120456448|XP_039499219.1|DSAN
OG0006322	LOC6054479|XP_038122402.1|CQUI	LOC120455319|XP_039497327.1|DSAN
OG0006323	LOC6053771|XP_038105587.1|CQUI	LOC120457237|XP_039500554.1|DSAN
OG0006324	LOC6052594|XP_038106756.1|CQUI	LOC120456322|XP_039499017.1|DSAN
OG0006325	LOC6038422|XP_038105666.1|CQUI	LOC120452181|XP_039492225.1|DSAN
OG0006326	LOC6049483|XP_001866236.2|CQUI	LOC120448201|XP_039486000.1|DSAN
OG0006327	LOC6049479|XP_038114496.1|CQUI	LOC120452842|XP_039493206.1|DSAN
OG0006328	LOC6044369|XP_038122548.1|CQUI	LOC120451458|XP_039491069.1|DSAN
OG0006329	LOC6050605|XP_038105829.1|CQUI	LOC120455450|XP_039497599.1|DSAN
OG0006330	LOC6053843|XP_038107624.1|CQUI	LOC120452640|XP_039492886.1|DSAN
OG0006331	LOC6052318|XP_038115429.1|CQUI	LOC120455148|XP_039496987.1|DSAN
OG0006332	LOC6053844|XP_038104474.1|CQUI	LOC120456134|XP_039498696.1|DSAN
OG0006333	LOC6047638|XP_001864662.2|CQUI	LOC120455436|XP_039497566.1|DSAN
OG0006334	LOC119765278|XP_038104748.1|CQUI	LOC120455509|XP_039497708.1|DSAN
OG0006335	LOC6042696|XP_038115084.1|CQUI	LOC120452469|XP_039492640.1|DSAN
OG0006337	LOC6046170|XP_038121705.1|CQUI	LOC120456262|XP_039498919.1|DSAN
OG0006338	LOC6036974|XP_001846942.1|CQUI	LOC120453555|XP_039494242.1|DSAN
OG0006339	LOC6036978|XP_038105331.1|CQUI	LOC120455554|XP_039497831.1|DSAN
OG0006340	LOC6036982|XP_038114800.1|CQUI	LOC120455369|XP_039497410.1|DSAN
OG0006341	LOC6036983|XP_038112652.1|CQUI	LOC120455735|XP_039498085.1|DSAN
OG0006342	LOC6036988|XP_038110594.1|CQUI	LOC120456613|XP_039499462.1|DSAN
OG0006343	LOC6052395|XP_038123027.1|CQUI	LOC120456926|XP_039499999.1|DSAN
OG0006344	LOC6054301|XP_038116783.1|CQUI	LOC120456399|XP_039499162.1|DSAN
OG0006345	LOC6049047|XP_038107823.1|CQUI	LOC120454688|XP_039496149.1|DSAN
OG0006346	LOC6044371|XP_038114491.1|CQUI	LOC120453515|XP_039494197.1|DSAN
OG0006347	LOC6049476|XP_038110648.1|CQUI	LOC120451266|XP_039490730.1|DSAN
OG0006348	LOC6037926|XP_038104029.1|CQUI	LOC120456532|XP_039499340.1|DSAN
OG0006349	LOC6038461|XP_038106689.1|CQUI	LOC120456383|XP_039499140.1|DSAN
OG0006350	LOC6038473|XP_038104566.1|CQUI	LOC120453462|XP_039494113.1|DSAN
OG0006351	LOC6049939|XP_038113899.1|CQUI	LOC120455900|XP_039498335.1|DSAN
OG0006352	LOC6049938|XP_001866625.1|CQUI	LOC120446096|XP_039482823.1|DSAN
OG0006353	LOC6049933|XP_038104275.1|CQUI	LOC120454686|XP_039496137.1|DSAN
OG0006355	LOC6042692|XP_038110012.1|CQUI	LOC120455915|XP_039498359.1|DSAN
OG0006356	LOC6042495|XP_038105479.1|CQUI	LOC120455398|XP_039497469.1|DSAN
OG0006357	LOC6042494|XP_038105159.1|CQUI	LOC120456354|XP_039499076.1|DSAN
OG0006358	LOC6053216|XP_001869343.1|CQUI	LOC120450430|XP_039489374.1|DSAN
OG0006359	LOC6039062|XP_001848739.1|CQUI	LOC120454341|XP_039495487.1|DSAN
OG0006360	LOC6039059|XP_038122538.1|CQUI	LOC120456917|XP_039499982.1|DSAN
OG0006361	LOC6045949|XP_001863223.1|CQUI	LOC120453761|XP_039494529.1|DSAN
OG0006362	LOC6053338|XP_038108345.1|CQUI	LOC120455983|XP_039498472.1|DSAN
OG0006363	LOC6050397|XP_038122701.1|CQUI	LOC120455430|XP_039497542.1|DSAN
OG0006364	LOC6050770|XP_001867327.2|CQUI	LOC120454017|XP_039494943.1|DSAN
OG0006365	LOC6032354|XP_038105077.1|CQUI	LOC120456908|XP_039499970.1|DSAN
OG0006366	LOC6050416|XP_038105037.1|CQUI	LOC120455784|XP_039498174.1|DSAN
OG0006367	LOC6038302|XP_038105244.1|CQUI	LOC120457038|XP_039500139.1|DSAN
OG0006368	LOC6051275|XP_038105370.1|CQUI	LOC120453044|XP_039493498.1|DSAN
OG0006369	LOC6050384|XP_038105930.1|CQUI	LOC120454421|XP_039495627.1|DSAN
OG0006370	LOC6047660|XP_001864693.2|CQUI	LOC120455152|XP_039496994.1|DSAN
OG0006371	LOC6045354|XP_001862742.1|CQUI	LOC120453029|XP_039493483.1|DSAN
OG0006372	LOC6038653|XP_038105014.1|CQUI	LOC120453612|XP_039494322.1|DSAN
OG0006373	LOC6038638|XP_038104341.1|CQUI	LOC120456705|XP_039499612.1|DSAN
OG0006374	LOC6041844|XP_001851054.2|CQUI	LOC120456171|XP_039498771.1|DSAN
OG0006375	LOC6041904|XP_038105993.1|CQUI	LOC120455131|XP_039496963.1|DSAN
OG0006376	LOC6041905|XP_038108522.1|CQUI	LOC120455142|XP_039496981.1|DSAN
OG0006379	LOC6034413|XP_001844731.1|CQUI	LOC120456067|XP_039498590.1|DSAN
OG0006380	LOC6034416|XP_038114328.1|CQUI	LOC120455055|XP_039496842.1|DSAN
OG0006381	LOC6034431|XP_001844748.2|CQUI	LOC120457376|XP_039500846.1|DSAN
OG0006382	LOC6034427|XP_001844745.1|CQUI	LOC120456529|XP_039499334.1|DSAN
OG0006383	LOC6034436|XP_038106503.1|CQUI	LOC120455276|XP_039497231.1|DSAN
OG0006384	LOC6034437|XP_001844753.1|CQUI	LOC120456648|XP_039499508.1|DSAN
OG0006388	LOC6034465|XP_038105114.1|CQUI	LOC120455504|XP_039497701.1|DSAN
OG0006389	LOC6034464|XP_001844776.2|CQUI	LOC120455508|XP_039497706.1|DSAN
OG0006390	LOC6034481|XP_001844789.2|CQUI	LOC120453157|XP_039493646.1|DSAN
OG0006391	LOC6031417|XP_001842226.2|CQUI	LOC120453979|XP_039494864.1|DSAN
OG0006392	LOC6049575|XP_038113495.1|CQUI	LOC120455155|XP_039497000.1|DSAN
OG0006393	LOC6042569|XP_038122677.1|CQUI	LOC120443718|XP_039478900.1|DSAN
OG0006394	LOC6042578|XP_001852614.1|CQUI	LOC120451457|XP_039491068.1|DSAN
OG0006395	LOC6034724|XP_001845005.1|CQUI	LOC120451417|XP_039491021.1|DSAN
OG0006396	LOC6044601|XP_001862089.2|CQUI	LOC120457130|XP_039500303.1|DSAN
OG0006397	LOC6034798|XP_001845070.1|CQUI	LOC120457255|XP_039500587.1|DSAN
OG0006398	LOC6034786|XP_001845059.2|CQUI	LOC120457418|XP_039500950.1|DSAN
OG0006399	LOC6034781|XP_001845054.2|CQUI	LOC120455454|XP_039497607.1|DSAN
OG0006400	LOC6034780|XP_001845053.2|CQUI	LOC120455453|XP_039497606.1|DSAN
OG0006401	LOC6034777|XP_038118808.1|CQUI	LOC120448848|XP_039486988.1|DSAN
OG0006402	LOC6034774|XP_001845047.2|CQUI	LOC120453319|XP_039493910.1|DSAN
OG0006403	LOC6034769|XP_038105084.1|CQUI	LOC120453753|XP_039494520.1|DSAN
OG0006404	LOC6034765|XP_038105083.1|CQUI	LOC120452011|XP_039491985.1|DSAN
OG0006405	LOC6034757|XP_038105958.1|CQUI	LOC120449581|XP_039488070.1|DSAN
OG0006406	LOC6052820|XP_038111531.1|CQUI	LOC120451560|XP_039491297.1|DSAN
OG0006407	LOC6042197|XP_038111102.1|CQUI	LOC120455744|XP_039498101.1|DSAN
OG0006408	LOC6031443|XP_001842247.2|CQUI	LOC120456800|XP_039499768.1|DSAN
OG0006409	LOC6041915|XP_038120845.1|CQUI	LOC120456143|XP_039498704.1|DSAN
OG0006410	LOC6052689|XP_001868916.1|CQUI	LOC120455700|XP_039498041.1|DSAN
OG0006411	LOC6052692|XP_001868919.2|CQUI	LOC120456739|XP_039499662.1|DSAN
OG0006412	LOC6045531|XP_038110179.1|CQUI	LOC120452886|XP_039493276.1|DSAN
OG0006413	LOC6053113|XP_038105032.1|CQUI	LOC120451295|XP_039490782.1|DSAN
OG0006414	LOC6047882|XP_038113214.1|CQUI	LOC120451696|XP_039491523.1|DSAN
OG0006415	LOC6044731|XP_038119571.1|CQUI	LOC120454975|XP_039496692.1|DSAN
OG0006416	LOC119770055|XP_038120127.1|CQUI	LOC120454934|XP_039496634.1|DSAN
OG0006417	LOC6043999|XP_001861577.1|CQUI	LOC120458024|XP_039501463.1|DSAN
OG0006418	LOC119769985|XP_038119916.1|CQUI	LOC120456318|XP_039499009.1|DSAN
OG0006419	LOC6048541|XP_038109566.1|CQUI	LOC120452582|XP_039492802.1|DSAN
OG0006420	LOC6034740|XP_001845019.2|CQUI	LOC120450967|XP_039490192.1|DSAN
OG0006421	LOC6034737|XP_038104167.1|CQUI	LOC120458823|XP_039502568.1|DSAN
OG0006422	LOC6034803|XP_038104907.1|CQUI	LOC120458283|XP_039501818.1|DSAN
OG0006423	LOC6034807|XP_001845079.2|CQUI	LOC120450897|XP_039490073.1|DSAN
OG0006424	LOC6034809|XP_038104293.1|CQUI	LOC120452699|XP_039492990.1|DSAN
OG0006425	LOC6034810|XP_038104273.1|CQUI	LOC120452958|XP_039493381.1|DSAN
OG0006426	LOC6054745|XP_038104266.1|CQUI	LOC120452957|XP_039493380.1|DSAN
OG0006428	LOC6046776|XP_038104936.1|CQUI	LOC120451570|XP_039491314.1|DSAN
OG0006429	LOC6046765|XP_038105372.1|CQUI	LOC120451778|XP_039491650.1|DSAN
OG0006430	LOC6035367|XP_038112592.1|CQUI	LOC120448633|XP_039486690.1|DSAN
OG0006431	LOC6036517|XP_038106633.1|CQUI	LOC120451304|XP_039490803.1|DSAN
OG0006432	LOC6050342|XP_038105713.1|CQUI	LOC120450976|XP_039490203.1|DSAN
OG0006434	LOC6042406|XP_038105449.1|CQUI	LOC120454836|XP_039496252.1|DSAN
OG0006435	LOC6042413|XP_038104557.1|CQUI	LOC120451286|XP_039490766.1|DSAN
OG0006436	LOC119765382|XP_038105058.1|CQUI	LOC120456259|XP_039498916.1|DSAN
OG0006437	LOC6042421|XP_038122602.1|CQUI	LOC120455424|XP_039497512.1|DSAN
OG0006438	LOC6040727|XP_001850080.1|CQUI	LOC120458178|XP_039501676.1|DSAN
OG0006439	LOC6051538|XP_038104783.1|CQUI	LOC120452441|XP_039492605.1|DSAN
OG0006440	LOC6051539|XP_038105155.1|CQUI	LOC120452442|XP_039492606.1|DSAN
OG0006441	LOC6042023|XP_001851187.1|CQUI	LOC120452273|XP_039492338.1|DSAN
OG0006442	LOC6042024|XP_038105778.1|CQUI	LOC120453070|XP_039493530.1|DSAN
OG0006443	LOC6035209|XP_001845438.2|CQUI	LOC120454460|XP_039495708.1|DSAN
OG0006444	LOC6035228|XP_001845458.2|CQUI	LOC120453593|XP_039494289.1|DSAN
OG0006445	LOC6047770|XP_038116294.1|CQUI	LOC120456296|XP_039498977.1|DSAN
OG0006446	LOC6047768|XP_038116962.1|CQUI	LOC120452125|XP_039492141.1|DSAN
OG0006447	LOC6046341|XP_038106869.1|CQUI	LOC120453328|XP_039493923.1|DSAN
OG0006448	LOC6047465|XP_001864519.1|CQUI	LOC120452985|XP_039493415.1|DSAN
OG0006449	LOC119768841|XP_038116189.1|CQUI	LOC120453985|XP_039494874.1|DSAN
OG0006450	LOC6047474|XP_038104801.1|CQUI	LOC120445224|XP_039481414.1|DSAN
OG0006451	LOC6032580|XP_001843153.1|CQUI	LOC120456444|XP_039499210.1|DSAN
OG0006452	LOC6035354|XP_038104407.1|CQUI	LOC120451213|XP_039490621.1|DSAN
OG0006453	LOC6044847|XP_001862292.2|CQUI	LOC120449449|XP_039487854.1|DSAN
OG0006455	LOC119768510|XP_038114495.1|CQUI	LOC120450726|XP_039489751.1|DSAN
OG0006456	LOC6035573|XP_001845728.1|CQUI	LOC120452670|XP_039492942.1|DSAN
OG0006457	LOC6035550|XP_001845708.2|CQUI	LOC120454441|XP_039495671.1|DSAN
OG0006458	LOC6035551|XP_038106162.1|CQUI	LOC120458390|XP_039501943.1|DSAN
OG0006459	LOC6034924|XP_038111384.1|CQUI	LOC120451321|XP_039490827.1|DSAN
OG0006460	LOC6044849|XP_001862294.2|CQUI	LOC120451329|XP_039490840.1|DSAN
OG0006461	LOC6045194|XP_001862589.1|CQUI	LOC120454127|XP_039495100.1|DSAN
OG0006462	LOC6045197|XP_001862592.2|CQUI	LOC120454539|XP_039495851.1|DSAN
OG0006463	LOC6045203|XP_038118052.1|CQUI	LOC120452217|XP_039492277.1|DSAN
OG0006464	LOC119765386|XP_038105081.1|CQUI	LOC120448957|XP_039487144.1|DSAN
OG0006465	LOC6047843|XP_038104072.1|CQUI	LOC120455637|XP_039497961.1|DSAN
OG0006466	LOC6047845|XP_001864847.2|CQUI	LOC120456943|XP_039500016.1|DSAN
OG0006467	LOC6032712|XP_038111125.1|CQUI	LOC120451667|XP_039491476.1|DSAN
OG0006468	LOC6036799|XP_001846793.2|CQUI	LOC120453399|XP_039494022.1|DSAN
OG0006469	LOC6035080|XP_038104679.1|CQUI	LOC120457216|XP_039500519.1|DSAN
OG0006470	LOC6048396|XP_038104152.1|CQUI	LOC120447799|XP_039485295.1|DSAN
OG0006471	LOC6032701|XP_001843257.2|CQUI	LOC120454378|XP_039495549.1|DSAN
OG0006472	LOC6032697|XP_001843255.1|CQUI	LOC120454379|XP_039495550.1|DSAN
OG0006473	LOC6032690|XP_038105769.1|CQUI	LOC120448272|XP_039486130.1|DSAN
OG0006474	LOC6032689|XP_038105773.1|CQUI	LOC120446750|XP_039483822.1|DSAN
OG0006475	LOC6032686|XP_001843246.1|CQUI	LOC120452394|XP_039492542.1|DSAN
OG0006476	LOC6032679|XP_001843239.2|CQUI	LOC120455507|XP_039497705.1|DSAN
OG0006477	LOC6032673|XP_038104545.1|CQUI	LOC120456077|XP_039498603.1|DSAN
OG0006478	LOC6039165|XP_038108612.1|CQUI	LOC120452728|XP_039493027.1|DSAN
OG0006479	LOC6039164|XP_038105278.1|CQUI	LOC120451296|XP_039490786.1|DSAN
OG0006480	LOC6039159|XP_001848814.2|CQUI	LOC120446810|XP_039483910.1|DSAN
OG0006482	LOC6040888|XP_038104492.1|CQUI	LOC120454551|XP_039495866.1|DSAN
OG0006483	LOC6036786|XP_038115876.1|CQUI	LOC120453980|XP_039494865.1|DSAN
OG0006484	LOC6036782|XP_001846778.2|CQUI	LOC120452996|XP_039493434.1|DSAN
OG0006485	LOC6042431|XP_001851547.2|CQUI	LOC120450786|XP_039489882.1|DSAN
OG0006486	LOC6047624|XP_038104845.1|CQUI	LOC120454082|XP_039495026.1|DSAN
OG0006487	LOC6048420|XP_001865343.2|CQUI	LOC120450836|XP_039489953.1|DSAN
OG0006488	LOC6031558|XP_001842342.2|CQUI	LOC120449019|XP_039487233.1|DSAN
OG0006489	LOC6048414|XP_038117724.1|CQUI	LOC120454513|XP_039495804.1|DSAN
OG0006490	LOC6032645|XP_038110449.1|CQUI	LOC120451551|XP_039491284.1|DSAN
OG0006492	LOC6046541|XP_038104119.1|CQUI	LOC120451112|XP_039490460.1|DSAN
OG0006493	LOC6035399|XP_038104695.1|CQUI	LOC120454990|XP_039496720.1|DSAN
OG0006494	LOC6035401|XP_038107661.1|CQUI	LOC120455165|XP_039497023.1|DSAN
OG0006495	LOC6040937|XP_038122503.1|CQUI	LOC120455005|XP_039496758.1|DSAN
OG0006496	LOC6031656|XP_038109396.1|CQUI	LOC120454376|XP_039495547.1|DSAN
OG0006497	LOC6033687|XP_038105943.1|CQUI	LOC120451807|XP_039491697.1|DSAN
OG0006498	LOC6033686|XP_038123012.1|CQUI	LOC120451075|XP_039490369.1|DSAN
OG0006499	LOC6033674|XP_038105780.1|CQUI	LOC120451565|XP_039491303.1|DSAN
OG0006500	LOC6033671|XP_001844097.2|CQUI	LOC120444137|XP_039479637.1|DSAN
OG0006501	LOC6033672|XP_038116139.1|CQUI	LOC120454687|XP_039496139.1|DSAN
OG0006502	LOC6054158|XP_038104785.1|CQUI	LOC120453585|XP_039494280.1|DSAN
OG0006503	LOC6051327|XP_001867790.1|CQUI	LOC120452111|XP_039492124.1|DSAN
OG0006504	LOC6051328|XP_038105924.1|CQUI	LOC120452579|XP_039492797.1|DSAN
OG0006505	LOC6041356|XP_038107042.1|CQUI	LOC120453116|XP_039493589.1|DSAN
OG0006506	LOC6035502|XP_038112084.1|CQUI	LOC120449203|XP_039487501.1|DSAN
OG0006507	LOC6039671|XP_038103987.1|CQUI	LOC120453283|XP_039493841.1|DSAN
OG0006508	LOC6039678|XP_038105184.1|CQUI	LOC120453836|XP_039494663.1|DSAN
OG0006509	LOC6037403|XP_001847320.2|CQUI	LOC120456976|XP_039500058.1|DSAN
OG0006510	LOC6033700|XP_038105613.1|CQUI	LOC120450821|XP_039489934.1|DSAN
OG0006511	LOC6033716|XP_038104528.1|CQUI	LOC120454670|XP_039496120.1|DSAN
OG0006512	LOC6039182|XP_038122934.1|CQUI	LOC120452709|XP_039493005.1|DSAN
OG0006513	LOC6038058|XP_038104615.1|CQUI	LOC120454049|XP_039494978.1|DSAN
OG0006514	LOC6038061|XP_001847904.1|CQUI	LOC120451823|XP_039491725.1|DSAN
OG0006515	LOC6040676|XP_038115506.1|CQUI	LOC120451830|XP_039491740.1|DSAN
OG0006516	LOC6037325|XP_001847250.2|CQUI	LOC120454316|XP_039495453.1|DSAN
OG0006517	LOC6037326|XP_001847251.2|CQUI	LOC120452898|XP_039493290.1|DSAN
OG0006518	LOC6037328|XP_038108932.1|CQUI	LOC120452829|XP_039493169.1|DSAN
OG0006519	LOC6037331|XP_001847255.2|CQUI	LOC120452899|XP_039493291.1|DSAN
OG0006520	LOC6035343|XP_001845554.1|CQUI	LOC120453646|XP_039494374.1|DSAN
OG0006521	LOC6031660|XP_001842406.2|CQUI	LOC120453101|XP_039493569.1|DSAN
OG0006522	LOC6037469|XP_038114489.1|CQUI	LOC120453644|XP_039494372.1|DSAN
OG0006523	LOC6037470|XP_001847380.1|CQUI	LOC120451263|XP_039490726.1|DSAN
OG0006524	LOC6032187|XP_038122641.1|CQUI	LOC120444108|XP_039479574.1|DSAN
OG0006525	LOC6032196|XP_038105137.1|CQUI	LOC120455283|XP_039497250.1|DSAN
OG0006526	LOC6042439|XP_001851557.2|CQUI	LOC120454034|XP_039494962.1|DSAN
OG0006527	LOC6042440|XP_001851558.2|CQUI	LOC120453474|XP_039494141.1|DSAN
OG0006528	LOC6042443|XP_001851560.2|CQUI	LOC120452506|XP_039492692.1|DSAN
OG0006529	LOC119765195|XP_038104517.1|CQUI	LOC120452585|XP_039492808.1|DSAN
OG0006530	LOC6040251|XP_038105670.1|CQUI	LOC120452552|XP_039492759.1|DSAN
OG0006531	LOC6040255|XP_001849693.2|CQUI	LOC120452355|XP_039492463.1|DSAN
OG0006532	LOC6039067|XP_001848745.2|CQUI	LOC120454092|XP_039495037.1|DSAN
OG0006533	LOC6039086|XP_001848757.2|CQUI	LOC120446426|XP_039483323.1|DSAN
OG0006536	LOC6040881|XP_038113052.1|CQUI	LOC120451669|XP_039491480.1|DSAN
OG0006537	LOC6040705|XP_038105548.1|CQUI	LOC120452598|XP_039492831.1|DSAN
OG0006538	LOC6033016|XP_038106303.1|CQUI	LOC120452556|XP_039492763.1|DSAN
OG0006539	LOC6032988|XP_001843499.2|CQUI	LOC120453964|XP_039494851.1|DSAN
OG0006540	LOC6033726|XP_038104755.1|CQUI	LOC120453024|XP_039493476.1|DSAN
OG0006541	LOC6039905|XP_001849403.1|CQUI	LOC120452721|XP_039493019.1|DSAN
OG0006542	LOC6039906|XP_001849404.2|CQUI	LOC120452723|XP_039493022.1|DSAN
OG0006543	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI	LOC120450992|XP_039490229.1|DSAN
OG0006545	LOC6038041|XP_001847885.1|CQUI	LOC120455755|XP_039498127.1|DSAN
OG0006546	LOC6038043|XP_038105842.1|CQUI	LOC120451007|XP_039490256.1|DSAN
OG0006547	LOC6042394|XP_038108420.1|CQUI	LOC120453381|XP_039493989.1|DSAN
OG0006548	LOC6040941|XP_001850269.2|CQUI	LOC120451984|XP_039491946.1|DSAN
OG0006551	LOC6032041|XP_038122808.1|CQUI	LOC120456788|XP_039499740.1|DSAN
OG0006552	LOC6032043|XP_001842709.2|CQUI	LOC120456153|XP_039498724.1|DSAN
OG0006553	LOC6032060|XP_001842726.2|CQUI	LOC120451190|XP_039490572.1|DSAN
OG0006554	LOC6032074|XP_038115674.1|CQUI	LOC120454000|XP_039494902.1|DSAN
OG0006555	LOC119765670|XP_038105987.1|CQUI	LOC120450751|XP_039489808.1|DSAN
OG0006556	LOC6032087|XP_038105140.1|CQUI	LOC120453907|XP_039494772.1|DSAN
OG0006557	LOC6033172|XP_038114436.1|CQUI	LOC120451366|XP_039490936.1|DSAN
OG0006558	LOC6035197|XP_038111508.1|CQUI	LOC120450882|XP_039490051.1|DSAN
OG0006559	LOC6035199|XP_038114547.1|CQUI	LOC120451372|XP_039490956.1|DSAN
OG0006560	LOC6035204|XP_001845433.2|CQUI	LOC120453128|XP_039493609.1|DSAN
OG0006561	LOC6035205|XP_001845434.2|CQUI	LOC120453126|XP_039493607.1|DSAN
OG0006566	LOC6033959|XP_038104808.1|CQUI	LOC120451701|XP_039491531.1|DSAN
OG0006567	LOC6040905|XP_001850233.2|CQUI	LOC120451448|XP_039491059.1|DSAN
