Orthogroup	DKIK.longest_only	CPIP.longest_only
OG0006494	LOC108085062|XP_017037011.1|DKIK	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC108084564|XP_017036310.1|DKIK	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC108084626|XP_017036403.1|DKIK	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC108084587|XP_017036349.1|DKIK	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC108086031|XP_017038333.1|DKIK	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC108077235|XP_017025982.1|DKIK	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC108085868|XP_017038115.1|DKIK	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC108085899|XP_017038153.1|DKIK	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC108085905|XP_017038163.1|DKIK	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC108085843|XP_017038090.1|DKIK	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC108073524|XP_017020694.1|DKIK	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC108085390|XP_017037447.1|DKIK	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC108085388|XP_017037445.1|DKIK	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC108078982|XP_017028641.1|DKIK	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC108077745|XP_017026700.1|DKIK	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC108080810|XP_017031201.1|DKIK	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC108071357|XP_017017585.1|DKIK	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC108080791|XP_017031155.1|DKIK	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC108073313|XP_017020363.1|DKIK	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC108073447|XP_017020560.1|DKIK	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC108073415|XP_017020510.1|DKIK	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC108073448|XP_017020561.1|DKIK	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC108084950|XP_017036839.1|DKIK	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC108075758|XP_017023805.1|DKIK	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC108084948|XP_017036836.1|DKIK	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC108081195|XP_017031750.1|DKIK	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC108077440|XP_017026248.1|DKIK	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC108082904|XP_017033977.1|DKIK	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC108085612|XP_017037774.1|DKIK	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC108085602|XP_017037760.1|DKIK	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC108085610|XP_017037772.1|DKIK	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC108085614|XP_017037775.1|DKIK	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC108085605|XP_017037765.1|DKIK	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC108085620|XP_017037781.1|DKIK	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC108085596|XP_017037752.1|DKIK	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC108081068|XP_017031538.1|DKIK	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC108084554|XP_017036296.1|DKIK	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC108070685|XP_017016751.1|DKIK	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC108083982|XP_017035482.1|DKIK	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC108085685|XP_017037872.1|DKIK	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC108073586|XP_017020763.1|DKIK	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC108075732|XP_017023766.1|DKIK	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC108075734|XP_017023767.1|DKIK	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC108084971|XP_017036879.1|DKIK	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC108084887|XP_017036772.1|DKIK	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC108076021|XP_017024168.1|DKIK	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC108071323|XP_017017522.1|DKIK	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC108073377|XP_017020442.1|DKIK	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC108070638|XP_017016693.1|DKIK	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC108084969|XP_017036873.1|DKIK	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC108082901|XP_017033973.1|DKIK	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC108082949|XP_017034054.1|DKIK	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC108084907|XP_017036792.1|DKIK	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC108075431|XP_017023344.1|DKIK	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC108083201|XP_017034394.1|DKIK	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC108084266|XP_017035911.1|DKIK	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC108085694|XP_017037893.1|DKIK	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC108071343|XP_017017560.1|DKIK	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC108084270|XP_017035914.1|DKIK	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC108073481|XP_017020624.1|DKIK	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC108073390|XP_017020463.1|DKIK	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC108085006|XP_017036926.1|DKIK	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC108077720|XP_017026660.1|DKIK	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC108077576|XP_017026460.1|DKIK	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC108077788|XP_017026778.1|DKIK	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC108077769|XP_017026749.1|DKIK	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC108077796|XP_017026786.1|DKIK	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC108075719|XP_017023746.1|DKIK	LOC120425432|XP_039445895.1|CPIP
OG0006576	LOC108081128|XP_017031639.1|DKIK	LOC120422561|XP_039441977.1|CPIP
OG0006577	LOC108085033|XP_017036969.1|DKIK	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC108081106|XP_017031596.1|DKIK	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC108074819|XP_017022505.1|DKIK	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC108075425|XP_017023339.1|DKIK	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC108084382|XP_017036063.1|DKIK	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC108075620|XP_017023643.1|DKIK	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC108075564|XP_017023568.1|DKIK	LOC120425378|XP_039445825.1|CPIP
OG0006584	LOC108077212|XP_017025951.1|DKIK	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC108075850|XP_017023925.1|DKIK	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC108077888|XP_017026914.1|DKIK	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC108077887|XP_017026913.1|DKIK	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC108071440|XP_017017686.1|DKIK	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC108080494|XP_017030744.1|DKIK	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC108085805|XP_017038044.1|DKIK	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC108084276|XP_017035921.1|DKIK	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC108084274|XP_017035919.1|DKIK	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC108078956|XP_017028600.1|DKIK	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC108078350|XP_017027648.1|DKIK	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC108082524|XP_017033442.1|DKIK	LOC120428682|XP_039449671.1|CPIP
OG0006597	LOC108075156|XP_017022933.1|DKIK	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC108077058|XP_017025713.1|DKIK	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC108073430|XP_017020538.1|DKIK	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC108078169|XP_017027327.1|DKIK	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC108073851|XP_017021122.1|DKIK	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC108073852|XP_017021123.1|DKIK	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC108073990|XP_017021332.1|DKIK	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC108078650|XP_017028066.1|DKIK	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC108080256|XP_017030404.1|DKIK	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC108079018|XP_017028686.1|DKIK	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC108073379|XP_017020446.1|DKIK	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC108075653|XP_017023688.1|DKIK	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC108084961|XP_017036866.1|DKIK	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC108078717|XP_017028203.1|DKIK	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC108075329|XP_017023225.1|DKIK	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC108075112|XP_017022883.1|DKIK	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC108075322|XP_017023217.1|DKIK	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC108075084|XP_017022857.1|DKIK	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC108075096|XP_017022869.1|DKIK	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC108077503|XP_017026321.1|DKIK	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC108071940|XP_017018394.1|DKIK	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC108078794|XP_017028346.1|DKIK	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC108075213|XP_017023041.1|DKIK	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC108075296|XP_017023180.1|DKIK	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC108071559|XP_017017827.1|DKIK	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC108072763|XP_017019524.1|DKIK	LOC120421741|XP_039440941.1|CPIP
OG0006623	LOC108072768|XP_017019534.1|DKIK	LOC120421747|XP_039440954.1|CPIP
OG0006624	LOC108076337|XP_017024613.1|DKIK	LOC120422869|XP_039442352.1|CPIP
OG0006625	LOC108076340|XP_017024616.1|DKIK	LOC120422862|XP_039442345.1|CPIP
OG0006626	LOC108070930|XP_017017071.1|DKIK	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC108078265|XP_017027502.1|DKIK	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC108078104|XP_017027194.1|DKIK	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC108078237|XP_017027432.1|DKIK	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC108078027|XP_017027077.1|DKIK	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC108070552|XP_017016567.1|DKIK	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC108077994|XP_017027036.1|DKIK	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC108079851|XP_017029848.1|DKIK	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC108079084|XP_017028802.1|DKIK	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC108081428|XP_017032100.1|DKIK	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC108084495|XP_017036222.1|DKIK	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC108079130|XP_017028868.1|DKIK	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC108076297|XP_017024558.1|DKIK	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC108078139|XP_017027254.1|DKIK	LOC120424424|XP_039444474.1|CPIP
OG0006640	LOC108076795|XP_017025305.1|DKIK	LOC120427196|XP_039447992.1|CPIP
OG0006641	LOC108078197|XP_017027362.1|DKIK	LOC120426918|XP_039447660.1|CPIP
OG0006642	LOC108086132|XP_017038473.1|DKIK	LOC120427452|XP_039448256.1|CPIP
OG0006643	LOC108072102|XP_017018605.1|DKIK	LOC120427168|XP_039447965.1|CPIP
OG0006644	LOC108073955|XP_017021270.1|DKIK	LOC120419752|XP_039438504.1|CPIP
OG0006645	LOC108082792|XP_017033826.1|DKIK	LOC120419734|XP_039438462.1|CPIP
OG0006646	LOC108082515|XP_017033431.1|DKIK	LOC120419754|XP_039438510.1|CPIP
OG0006647	LOC108082486|XP_017033389.1|DKIK	LOC120429770|XP_039450761.1|CPIP
OG0006648	LOC108079730|XP_017029630.1|DKIK	LOC120419768|XP_039438530.1|CPIP
OG0006649	LOC108076787|XP_017025283.1|DKIK	LOC120419496|XP_039438121.1|CPIP
OG0006650	LOC108070523|XP_017016521.1|DKIK	LOC120423495|XP_039443264.1|CPIP
OG0006651	LOC108080198|XP_017030339.1|DKIK	LOC120417406|XP_039435381.1|CPIP
OG0006652	LOC108073591|XP_017020774.1|DKIK	LOC120423186|XP_039442822.1|CPIP
OG0006653	LOC108075163|XP_017022941.1|DKIK	LOC120416544|XP_039434201.1|CPIP
OG0006654	LOC108080651|XP_017030967.1|DKIK	LOC120416550|XP_039434214.1|CPIP
OG0006655	LOC108079760|XP_017029671.1|DKIK	LOC120421330|XP_039440432.1|CPIP
OG0006656	LOC108078746|XP_017028259.1|DKIK	LOC120429275|XP_039450431.1|CPIP
OG0006657	LOC108076769|XP_017025261.1|DKIK	LOC120422637|XP_039442069.1|CPIP
OG0006658	LOC108073465|XP_017020594.1|DKIK	LOC120418865|XP_039437333.1|CPIP
OG0006659	LOC108073583|XP_017020759.1|DKIK	LOC120418868|XP_039437337.1|CPIP
OG0006660	LOC108071572|XP_017017842.1|DKIK	LOC120418901|XP_039437365.1|CPIP
OG0006661	LOC108071632|XP_017017903.1|DKIK	LOC120427559|XP_039448367.1|CPIP
OG0006662	LOC108074422|XP_017021945.1|DKIK	LOC120425589|XP_039446102.1|CPIP
OG0006663	LOC108079124|XP_017028856.1|DKIK	LOC120412867|XP_039429428.1|CPIP
OG0006664	LOC108084207|XP_017035811.1|DKIK	LOC120423653|XP_039443469.1|CPIP
OG0006665	LOC108078658|XP_017028080.1|DKIK	LOC120426040|XP_039446654.1|CPIP
OG0006666	LOC108076771|XP_017025264.1|DKIK	LOC120425583|XP_039446090.1|CPIP
OG0006667	LOC108083759|XP_017035171.1|DKIK	LOC120424186|XP_039444177.1|CPIP
OG0006668	LOC108076625|XP_017025040.1|DKIK	LOC120425489|XP_039445972.1|CPIP
OG0006669	LOC108073758|XP_017021013.1|DKIK	LOC120426258|XP_039446932.1|CPIP
OG0006670	LOC108073849|XP_017021119.1|DKIK	LOC120426394|XP_039447087.1|CPIP
OG0006671	LOC108073940|XP_017021240.1|DKIK	LOC120425899|XP_039446453.1|CPIP
OG0006672	LOC108077505|XP_017026323.1|DKIK	LOC120425745|XP_039446308.1|CPIP
OG0006673	LOC108070597|XP_017016656.1|DKIK	LOC120426351|XP_039447049.1|CPIP
OG0006674	LOC108071521|XP_017017779.1|DKIK	LOC120427485|XP_039448282.1|CPIP
OG0006675	LOC108072710|XP_017019448.1|DKIK	LOC120427045|XP_039447814.1|CPIP
OG0006676	LOC108086004|XP_017038306.1|DKIK	LOC120428977|XP_039450044.1|CPIP
OG0006677	LOC108078748|XP_017028261.1|DKIK	LOC120424373|XP_039444401.1|CPIP
OG0006678	LOC108075209|XP_017023034.1|DKIK	LOC120424384|XP_039444418.1|CPIP
OG0006679	LOC108075321|XP_017023216.1|DKIK	LOC120424375|XP_039444406.1|CPIP
OG0006680	LOC108077650|XP_017026553.1|DKIK	LOC120432611|XP_039453792.1|CPIP
OG0006681	LOC108073939|XP_017021236.1|DKIK	LOC120432596|XP_039453769.1|CPIP
OG0006682	LOC108084424|XP_017036120.1|DKIK	LOC120432600|XP_039453775.1|CPIP
OG0006683	LOC108084395|XP_017036079.1|DKIK	LOC120432602|XP_039453783.1|CPIP
OG0006684	LOC108078747|XP_017028260.1|DKIK	LOC120432599|XP_039453772.1|CPIP
OG0006685	LOC108078539|XP_017027940.1|DKIK	LOC120432604|XP_039453784.1|CPIP
OG0006686	LOC108079074|XP_017028779.1|DKIK	LOC120432616|XP_039453797.1|CPIP
OG0006687	LOC108082961|XP_017034072.1|DKIK	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	LOC108071592|XP_017017862.1|DKIK	LOC120426872|XP_039447612.1|CPIP
OG0006689	LOC108079737|XP_017029638.1|DKIK	LOC120422837|XP_039442312.1|CPIP
OG0006690	LOC108071412|XP_017017644.1|DKIK	LOC120425356|XP_039445797.1|CPIP
OG0006691	LOC108073969|XP_017021301.1|DKIK	LOC120428819|XP_039449859.1|CPIP
OG0006692	LOC108079848|XP_017029845.1|DKIK	LOC120428815|XP_039449851.1|CPIP
OG0006693	LOC108075192|XP_017023016.1|DKIK	LOC120425979|XP_039446567.1|CPIP
OG0006694	LOC108083535|XP_017034862.1|DKIK	LOC120422319|XP_039441640.1|CPIP
OG0006695	LOC108078771|XP_017028303.1|DKIK	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC108082892|XP_017033967.1|DKIK	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC108078912|XP_017028534.1|DKIK	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC108079869|XP_017029870.1|DKIK	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC108079881|XP_017029887.1|DKIK	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC108078564|XP_017027972.1|DKIK	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC108074477|XP_017022038.1|DKIK	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC108079093|XP_017028809.1|DKIK	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC108078971|XP_017028629.1|DKIK	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC108078972|XP_017028630.1|DKIK	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC108077938|XP_017026965.1|DKIK	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC108074654|XP_017022259.1|DKIK	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC108076370|XP_017024664.1|DKIK	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC108083579|XP_017034929.1|DKIK	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC108076104|XP_017024317.1|DKIK	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC108079016|XP_017028683.1|DKIK	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC108075178|XP_017022990.1|DKIK	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC108073548|XP_017020722.1|DKIK	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC108073547|XP_017020721.1|DKIK	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC108079107|XP_017028834.1|DKIK	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC108076188|XP_017024411.1|DKIK	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC108070493|XP_017016476.1|DKIK	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC108070479|XP_017016454.1|DKIK	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC108078755|XP_017028277.1|DKIK	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC108080640|XP_017030954.1|DKIK	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC108070464|XP_017016434.1|DKIK	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC108084439|XP_017036137.1|DKIK	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC108077384|XP_017026167.1|DKIK	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC108073530|XP_017020700.1|DKIK	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC108073556|XP_017020731.1|DKIK	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC108077866|XP_017026890.1|DKIK	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC108073503|XP_017020660.1|DKIK	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC108072014|XP_017018483.1|DKIK	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC108078523|XP_017027921.1|DKIK	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC108078521|XP_017027919.1|DKIK	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC108075897|XP_017024002.1|DKIK	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC108070546|XP_017016560.1|DKIK	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC108079715|XP_017029613.1|DKIK, LOC108071879|XP_017018297.1|DKIK, LOC108071201|XP_017017367.1|DKIK	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC108079806|XP_017029774.1|DKIK	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC108072756|XP_017019517.1|DKIK	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC108070598|XP_017016657.1|DKIK	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC108071892|XP_017018308.1|DKIK	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC108079819|XP_017029795.1|DKIK	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC108083071|XP_017034198.1|DKIK	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC108070585|XP_017016630.1|DKIK	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC108070584|XP_017016628.1|DKIK	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC108081095|XP_017031573.1|DKIK	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC108086120|XP_017038457.1|DKIK	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC108078888|XP_017028507.1|DKIK	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC108070705|XP_017016785.1|DKIK	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC108077536|XP_017026413.1|DKIK	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC108071926|XP_017018378.1|DKIK	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC108080368|XP_017030578.1|DKIK	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC108079855|XP_017029852.1|DKIK	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC108076116|XP_017024334.1|DKIK	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC108072668|XP_017019392.1|DKIK	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC108072670|XP_017019394.1|DKIK	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC108079101|XP_017028818.1|DKIK	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC108080641|XP_017030958.1|DKIK	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC108071587|XP_017017858.1|DKIK	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC108071605|XP_017017876.1|DKIK	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC108075111|XP_017022882.1|DKIK	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC108075155|XP_017022931.1|DKIK	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC108085823|XP_017038065.1|DKIK	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC108073224|XP_017020249.1|DKIK	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC108074173|XP_017021597.1|DKIK	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC108085830|XP_017038077.1|DKIK	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC108085829|XP_017038072.1|DKIK	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC108085832|XP_017038079.1|DKIK	LOC120420657|XP_039439681.1|CPIP
OG0006770	LOC108084396|XP_017036080.1|DKIK	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC108083419|XP_017034662.1|DKIK	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC108084007|XP_017035512.1|DKIK	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC108079780|XP_017029715.1|DKIK	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC108083271|XP_017034478.1|DKIK	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC108078796|XP_017028349.1|DKIK	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC108072792|XP_017019564.1|DKIK	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC108078799|XP_017028353.1|DKIK	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC108075081|XP_017022852.1|DKIK	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC108079112|XP_017028838.1|DKIK	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC108078319|XP_017027609.1|DKIK	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC108084670|XP_017036524.1|DKIK	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC108079719|XP_017029617.1|DKIK	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC108082419|XP_017033259.1|DKIK	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC108078806|XP_017028364.1|DKIK	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC108076805|XP_017025320.1|DKIK	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC108081182|XP_017031730.1|DKIK	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC108073981|XP_017021319.1|DKIK	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC108073982|XP_017021321.1|DKIK	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC108085974|XP_017038264.1|DKIK	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC108086258|XP_017038631.1|DKIK	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC108074015|XP_017021371.1|DKIK	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC108078681|XP_017028116.1|DKIK	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC108078936|XP_017028574.1|DKIK	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC108070528|XP_017016535.1|DKIK	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC108073567|XP_017020743.1|DKIK	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC108083300|XP_017034527.1|DKIK	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC108077234|XP_017025981.1|DKIK	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC108077500|XP_017026317.1|DKIK	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC108078751|XP_017028269.1|DKIK	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC108075223|XP_017023057.1|DKIK	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC108083956|XP_017035451.1|DKIK	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC108076439|XP_017024783.1|DKIK	LOC120414468|XP_039431598.1|CPIP
