Orthogroup	DKIK.longest_only	ASTE.longest_only
OG0007726	LOC108079335|XP_017029127.1|DKIK	LOC118507337|XP_035901622.1|ASTE
OG0007727	LOC108083528|XP_017034851.1|DKIK	LOC118508131|XP_035903534.1|ASTE
OG0007728	LOC108084484|XP_017036200.1|DKIK	LOC118505036|XP_035896168.1|ASTE
OG0007729	LOC108079150|XP_017028887.1|DKIK	LOC118509265|XP_035905512.1|ASTE
OG0007731	LOC108071486|XP_017017733.1|DKIK	LOC118512782|XP_035913590.1|ASTE
OG0007733	LOC108071792|XP_017018161.1|DKIK	LOC118504224|XP_035894336.1|ASTE
OG0007734	LOC108071705|XP_017018011.1|DKIK	LOC118504069|XP_035894012.1|ASTE
OG0007735	LOC108083452|XP_017034711.1|DKIK	LOC118504442|XP_035894801.1|ASTE
OG0007736	LOC108079424|XP_017029244.1|DKIK	LOC118516499|XP_035918323.1|ASTE
OG0007737	LOC108071342|XP_017017557.1|DKIK	LOC118508927|XP_035904720.1|ASTE
OG0007738	LOC108071328|XP_017017530.1|DKIK	LOC118516637|XP_035918509.1|ASTE
OG0007739	LOC108082948|XP_017034053.1|DKIK	LOC118515595|XP_035917931.1|ASTE
OG0007740	LOC108079271|XP_017029054.1|DKIK	LOC118503640|XP_035893037.1|ASTE
OG0007741	LOC108080524|XP_017030804.1|DKIK	LOC118504694|XP_035895411.1|ASTE
OG0007742	LOC108071829|XP_017018226.1|DKIK	LOC118503921|XP_035893641.1|ASTE
OG0007743	LOC108074367|XP_017021881.1|DKIK	LOC118512517|XP_035912947.1|ASTE
OG0007744	LOC108076099|XP_017024315.1|DKIK	LOC118513326|XP_035914826.1|ASTE
OG0007745	LOC108083931|XP_017035421.1|DKIK	LOC118510737|XP_035908846.1|ASTE
OG0007746	LOC108085055|XP_017037004.1|DKIK	LOC118504407|XP_035894736.1|ASTE
OG0007747	LOC108082931|XP_017034022.1|DKIK	LOC118504910|XP_035895875.1|ASTE
OG0007749	LOC108083429|XP_017034673.1|DKIK	LOC118509415|XP_035905880.1|ASTE
OG0007751	LOC108074316|XP_017021801.1|DKIK	LOC118506730|XP_035900161.1|ASTE
OG0007752	LOC108079458|XP_017029286.1|DKIK	LOC118511156|XP_035909784.1|ASTE, LOC118511154|XP_035909782.1|ASTE, LOC118511155|XP_035909783.1|ASTE, LOC118507010|XP_035900838.1|ASTE
OG0007753	LOC108080107|XP_017030211.1|DKIK	LOC118503440|XP_035892597.1|ASTE
OG0007754	LOC108071785|XP_017018137.1|DKIK	LOC118504818|XP_035895715.1|ASTE
OG0007755	LOC108071732|XP_017018046.1|DKIK	LOC118504837|XP_035895739.1|ASTE
OG0007756	LOC108083578|XP_017034926.1|DKIK	LOC118504080|XP_035894044.1|ASTE
OG0007757	LOC108071748|XP_017018061.1|DKIK	LOC118511880|XP_035911395.1|ASTE
OG0007758	LOC108079981|XP_017030035.1|DKIK	LOC118514110|XP_035916578.1|ASTE
OG0007760	LOC108079348|XP_017029144.1|DKIK	LOC118508415|XP_035904082.1|ASTE
OG0007761	LOC108071823|XP_017018219.1|DKIK	LOC118508322|XP_035903888.1|ASTE
OG0007762	LOC108071817|XP_017018210.1|DKIK	LOC118508332|XP_035903898.1|ASTE
OG0007763	LOC108074330|XP_017021828.1|DKIK	LOC118508342|XP_035903920.1|ASTE
OG0007764	LOC108079321|XP_017029103.1|DKIK	LOC118504476|XP_035895105.1|ASTE
OG0007765	LOC108079331|XP_017029122.1|DKIK	LOC118508353|XP_035903949.1|ASTE
OG0007767	LOC108075357|XP_017023257.1|DKIK	LOC118517369|XP_035919279.1|ASTE
OG0007768	LOC108079462|XP_017029292.1|DKIK	LOC118506288|XP_035899108.1|ASTE
OG0007769	LOC108080530|XP_017030818.1|DKIK	LOC118508411|XP_035904072.1|ASTE
OG0007770	LOC108077185|XP_017025916.1|DKIK	LOC118506383|XP_035899310.1|ASTE
OG0007771	LOC108085248|XP_017037284.1|DKIK	LOC118505980|XP_035898434.1|ASTE
OG0007772	LOC108079451|XP_017029274.1|DKIK	LOC118503977|XP_035893805.1|ASTE
OG0007773	LOC108075913|XP_017024030.1|DKIK	LOC118505563|XP_035897411.1|ASTE
OG0007774	LOC108078425|XP_017027782.1|DKIK	LOC118516954|XP_035918680.1|ASTE
OG0007775	LOC108077073|XP_017025733.1|DKIK	LOC118511535|XP_035910624.1|ASTE
OG0007776	LOC108083397|XP_017034638.1|DKIK	LOC118510436|XP_035908150.1|ASTE
OG0007777	LOC108080125|XP_017030245.1|DKIK	LOC118517124|XP_035918914.1|ASTE
OG0007778	LOC108079202|XP_017028955.1|DKIK	LOC118502968|XP_035891626.1|ASTE
OG0007779	LOC108084430|XP_017036126.1|DKIK	LOC118504490|XP_035894906.1|ASTE
OG0007780	LOC108080130|XP_017030250.1|DKIK	LOC118504611|XP_035895184.1|ASTE
OG0007781	LOC108079950|XP_017029993.1|DKIK	LOC118506008|XP_035898490.1|ASTE
OG0007782	LOC108083871|XP_017035349.1|DKIK	LOC118506062|XP_035898612.1|ASTE
OG0007783	LOC108079147|XP_017028883.1|DKIK	LOC118507058|XP_035900917.1|ASTE
OG0007784	LOC108077759|XP_017026729.1|DKIK	LOC118515536|XP_035917927.1|ASTE
OG0007785	LOC108083545|XP_017034879.1|DKIK	LOC118503936|XP_035893699.1|ASTE
OG0007786	LOC108074267|XP_017021726.1|DKIK	LOC118505606|XP_035897530.1|ASTE
OG0007787	LOC108077639|XP_017026542.1|DKIK	LOC118505604|XP_035897526.1|ASTE
OG0007788	LOC108084182|XP_017035762.1|DKIK	LOC118505579|XP_035897428.1|ASTE
OG0007790	LOC108083961|XP_017035457.1|DKIK	LOC118508467|XP_035904163.1|ASTE
OG0007792	LOC108077009|XP_017025578.1|DKIK	LOC118502871|XP_035891472.1|ASTE
OG0007793	LOC108077724|XP_017026667.1|DKIK	LOC118504373|XP_035894673.1|ASTE
OG0007794	LOC108079399|XP_017029213.1|DKIK	LOC118503566|XP_035892873.1|ASTE
OG0007795	LOC108074909|XP_017022627.1|DKIK	LOC118505245|XP_035896689.1|ASTE
OG0007796	LOC108073521|XP_017020689.1|DKIK	LOC118507549|XP_035902023.1|ASTE
OG0007797	LOC108085871|XP_017038118.1|DKIK	LOC118506814|XP_035900380.1|ASTE
OG0007798	LOC108085872|XP_017038120.1|DKIK	LOC118506815|XP_035900392.1|ASTE
OG0007799	LOC108084258|XP_017035890.1|DKIK	LOC118506793|XP_035900305.1|ASTE
OG0007800	LOC108075408|XP_017023322.1|DKIK	LOC118502911|XP_035891527.1|ASTE
OG0007802	LOC108073423|XP_017020531.1|DKIK	LOC118508308|XP_035903859.1|ASTE
OG0007803	LOC108085662|XP_017037841.1|DKIK	LOC118502852|XP_035891449.1|ASTE
OG0007804	LOC108074150|XP_017021539.1|DKIK	LOC118502843|XP_035891427.1|ASTE
OG0007805	LOC108080150|XP_017030277.1|DKIK	LOC118502831|XP_035891399.1|ASTE
OG0007806	LOC108080149|XP_017030276.1|DKIK	LOC118502825|XP_035891394.1|ASTE
OG0007808	LOC108073329|XP_017020378.1|DKIK	LOC118504652|XP_035895312.1|ASTE
OG0007809	LOC108074170|XP_017021589.1|DKIK	LOC118504976|XP_035896011.1|ASTE
OG0007810	LOC108079968|XP_017030021.1|DKIK, LOC108077332|XP_017026108.1|DKIK	LOC118504972|XP_035895998.1|ASTE
OG0007811	LOC108084940|XP_017036827.1|DKIK	LOC118504967|XP_035895984.1|ASTE
OG0007812	LOC108071851|XP_017018255.1|DKIK	LOC118507889|XP_035903021.1|ASTE
OG0007813	LOC108075583|XP_017023590.1|DKIK	LOC118505554|XP_035897400.1|ASTE
OG0007814	LOC108083585|XP_017034933.1|DKIK	LOC118502889|XP_035891500.1|ASTE
OG0007815	LOC108077020|XP_017025616.1|DKIK	LOC118503030|XP_035891753.1|ASTE
OG0007816	LOC108075101|XP_017022872.1|DKIK	LOC118506922|XP_035900612.1|ASTE
OG0007817	LOC108070703|XP_017016781.1|DKIK	LOC118506901|XP_035900577.1|ASTE
OG0007818	LOC108084627|XP_017036405.1|DKIK	LOC118505794|XP_035898020.1|ASTE
OG0007819	LOC108083416|XP_017034660.1|DKIK	LOC118502894|XP_035891507.1|ASTE
OG0007820	LOC108086036|XP_017038342.1|DKIK	LOC118505199|XP_035896564.1|ASTE
OG0007821	LOC108085918|XP_017038182.1|DKIK	LOC118505635|XP_035897603.1|ASTE
OG0007822	LOC108085917|XP_017038180.1|DKIK	LOC118505632|XP_035897599.1|ASTE
OG0007823	LOC108085898|XP_017038151.1|DKIK	LOC118505629|XP_035897595.1|ASTE
OG0007824	LOC108075716|XP_017023743.1|DKIK	LOC118505623|XP_035897579.1|ASTE
OG0007825	LOC108080790|XP_017031153.1|DKIK	LOC118507886|XP_035903011.1|ASTE
OG0007826	LOC108081062|XP_017031530.1|DKIK	LOC118502957|XP_035891613.1|ASTE
OG0007827	LOC108080510|XP_017030775.1|DKIK	LOC118507847|XP_035902872.1|ASTE
OG0007828	LOC108083135|XP_017034303.1|DKIK	LOC118511564|XP_035910696.1|ASTE
OG0007829	LOC108077805|XP_017026809.1|DKIK	LOC118507904|XP_035903052.1|ASTE
OG0007830	LOC108084303|XP_017035955.1|DKIK	LOC118504293|XP_035894482.1|ASTE
OG0007831	LOC108080514|XP_017030782.1|DKIK	LOC118505242|XP_035896685.1|ASTE
OG0007833	LOC108083410|XP_017034652.1|DKIK	LOC118505191|XP_035896547.1|ASTE
OG0007834	LOC108073501|XP_017020657.1|DKIK	LOC118508311|XP_035903864.1|ASTE
OG0007835	LOC108073511|XP_017020672.1|DKIK	LOC118516634|XP_035918506.1|ASTE, LOC118508319|XP_035903882.1|ASTE
OG0007837	LOC108085623|XP_017037784.1|DKIK	LOC118502945|XP_035891588.1|ASTE
OG0007838	LOC108085603|XP_017037761.1|DKIK	LOC118502936|XP_035891578.1|ASTE
OG0007839	LOC108076907|XP_017025440.1|DKIK	LOC118507508|XP_035901941.1|ASTE
OG0007840	LOC108077741|XP_017026694.1|DKIK	LOC118507571|XP_035902099.1|ASTE
OG0007841	LOC108073580|XP_017020755.1|DKIK	LOC118506362|XP_035899270.1|ASTE
OG0007844	LOC108076587|XP_017024987.1|DKIK	LOC118507473|XP_035901870.1|ASTE
OG0007845	LOC108074045|XP_017021402.1|DKIK	LOC118507482|XP_035901890.1|ASTE
OG0007846	LOC108083880|XP_017035359.1|DKIK	LOC118507465|XP_035901853.1|ASTE
OG0007847	LOC108084614|XP_017036388.1|DKIK	LOC118508586|XP_035904384.1|ASTE
OG0007848	LOC108084616|XP_017036390.1|DKIK	LOC118502953|XP_035891603.1|ASTE
OG0007849	LOC108081165|XP_017031708.1|DKIK	LOC118502958|XP_035891614.1|ASTE
OG0007850	LOC108081164|XP_017031707.1|DKIK	LOC118502951|XP_035891600.1|ASTE
OG0007851	LOC108084928|XP_017036814.1|DKIK	LOC118502972|XP_035891635.1|ASTE
OG0007852	LOC108077844|XP_017026861.1|DKIK	LOC118502998|XP_035891699.1|ASTE
OG0007853	LOC108080888|XP_017031280.1|DKIK	LOC118503117|XP_035891955.1|ASTE
OG0007854	LOC108084600|XP_017036367.1|DKIK	LOC118503375|XP_035892468.1|ASTE
OG0007855	LOC108084130|XP_017035657.1|DKIK	LOC118504386|XP_035894687.1|ASTE
OG0007856	LOC108084617|XP_017036391.1|DKIK	LOC118504395|XP_035894694.1|ASTE
OG0007857	LOC108081199|XP_017031754.1|DKIK	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE
OG0007858	LOC108079677|XP_017029565.1|DKIK	LOC118503274|XP_035892240.1|ASTE
OG0007859	LOC108078866|XP_017028468.1|DKIK	LOC118503190|XP_035892064.1|ASTE
OG0007860	LOC108085044|XP_017036993.1|DKIK	LOC118503373|XP_035892463.1|ASTE
OG0007861	LOC108073368|XP_017020421.1|DKIK	LOC118506945|XP_035900655.1|ASTE
OG0007863	LOC108077005|XP_017025569.1|DKIK	LOC118502752|XP_035891211.1|ASTE
OG0007864	LOC108085008|XP_017036932.1|DKIK	LOC118505032|XP_035896147.1|ASTE
OG0007865	LOC108073810|XP_017021074.1|DKIK	LOC118505081|XP_035896263.1|ASTE
OG0007866	LOC108075416|XP_017023330.1|DKIK	LOC118504423|XP_035894753.1|ASTE
OG0007867	LOC108084289|XP_017035936.1|DKIK	LOC118503275|XP_035892242.1|ASTE
OG0007868	LOC108073435|XP_017020544.1|DKIK	LOC118502862|XP_035891463.1|ASTE
OG0007869	LOC108080317|XP_017030496.1|DKIK	LOC118513436|XP_035915066.1|ASTE
OG0007870	LOC108073427|XP_017020535.1|DKIK	LOC118511493|XP_035910544.1|ASTE
OG0007871	LOC108085064|XP_017037015.1|DKIK	LOC118513128|XP_035914438.1|ASTE
OG0007872	LOC108071487|XP_017017738.1|DKIK	LOC118511492|XP_035910536.1|ASTE
OG0007873	LOC108084428|XP_017036124.1|DKIK	LOC118514269|XP_035916903.1|ASTE
OG0007874	LOC108079413|XP_017029228.1|DKIK	LOC118508900|XP_035904652.1|ASTE
OG0007875	LOC108074472|XP_017022029.1|DKIK	LOC118510148|XP_035907535.1|ASTE
OG0007876	LOC108080408|XP_017030625.1|DKIK	LOC118509096|XP_035905141.1|ASTE
OG0007877	LOC108085069|XP_017037024.1|DKIK	LOC118510075|XP_035907362.1|ASTE
OG0007878	LOC108076774|XP_017025267.1|DKIK	LOC118512965|XP_035914084.1|ASTE
OG0007879	LOC108071868|XP_017018285.1|DKIK	LOC118510137|XP_035907509.1|ASTE
OG0007880	LOC108083872|XP_017035350.1|DKIK	LOC118512103|XP_035911967.1|ASTE
OG0007881	LOC108072653|XP_017019374.1|DKIK	LOC118509121|XP_035905198.1|ASTE
OG0007882	LOC108072776|XP_017019545.1|DKIK	LOC118509424|XP_035905905.1|ASTE
OG0007883	LOC108072802|XP_017019577.1|DKIK	LOC118509422|XP_035905887.1|ASTE
OG0007884	LOC108078563|XP_017027971.1|DKIK	LOC118509531|XP_035906144.1|ASTE
OG0007885	LOC108074473|XP_017022033.1|DKIK	LOC118509896|XP_035907037.1|ASTE
OG0007886	LOC108077442|XP_017026250.1|DKIK	LOC118511425|XP_035910403.1|ASTE
OG0007887	LOC108072775|XP_017019544.1|DKIK	LOC118512839|XP_035913785.1|ASTE
OG0007888	LOC108071961|XP_017018425.1|DKIK	LOC118512875|XP_035913861.1|ASTE
OG0007889	LOC108071975|XP_017018440.1|DKIK	LOC118512877|XP_035913863.1|ASTE
OG0007890	LOC108071959|XP_017018419.1|DKIK	LOC118510371|XP_035907988.1|ASTE
OG0007891	LOC108081158|XP_017031688.1|DKIK	LOC118510484|XP_035908257.1|ASTE
OG0007892	LOC108070931|XP_017017072.1|DKIK	LOC118511378|XP_035910266.1|ASTE
OG0007893	LOC108076437|XP_017024781.1|DKIK	LOC118509642|XP_035906442.1|ASTE
OG0007894	LOC108078872|XP_017028473.1|DKIK	LOC118514443|XP_035917245.1|ASTE
OG0007895	LOC108079039|XP_017028708.1|DKIK	LOC118514442|XP_035917236.1|ASTE
OG0007896	LOC108080679|XP_017031004.1|DKIK	LOC118512803|XP_035913636.1|ASTE
OG0007897	LOC108070488|XP_017016469.1|DKIK	LOC118509690|XP_035906639.1|ASTE
OG0007898	LOC108075075|XP_017022846.1|DKIK	LOC118513063|XP_035914305.1|ASTE
OG0007899	LOC108071950|XP_017018405.1|DKIK	LOC118512663|XP_035913305.1|ASTE
OG0007900	LOC108081014|XP_017031443.1|DKIK	LOC118514345|XP_035917057.1|ASTE
OG0007901	LOC108077528|XP_017026382.1|DKIK	LOC118512259|XP_035912316.1|ASTE
OG0007902	LOC108084494|XP_017036220.1|DKIK	LOC118505249|XP_035896695.1|ASTE
OG0007903	LOC108078705|XP_017028152.1|DKIK	LOC118514208|XP_035916794.1|ASTE
OG0007904	LOC108083685|XP_017035055.1|DKIK	LOC118514198|XP_035916780.1|ASTE
OG0007905	LOC108077036|XP_017025654.1|DKIK	LOC118512611|XP_035913177.1|ASTE
OG0007906	LOC108085988|XP_017038278.1|DKIK	LOC118511891|XP_035911412.1|ASTE
OG0007907	LOC108070578|XP_017016621.1|DKIK	LOC118510306|XP_035907828.1|ASTE
OG0007908	LOC108070579|XP_017016622.1|DKIK	LOC118510309|XP_035907839.1|ASTE
OG0007909	LOC108083841|XP_017035309.1|DKIK	LOC118512304|XP_035912428.1|ASTE
OG0007910	LOC108085548|XP_017037672.1|DKIK	LOC118511553|XP_035910675.1|ASTE
OG0007911	LOC108071930|XP_017018383.1|DKIK	LOC118508854|XP_035904500.1|ASTE
OG0007912	LOC108079879|XP_017029884.1|DKIK	LOC118508856|XP_035904502.1|ASTE
OG0007913	LOC108071933|XP_017018385.1|DKIK	LOC118508858|XP_035904505.1|ASTE
OG0007914	LOC108073796|XP_017021056.1|DKIK	LOC118510585|XP_035908474.1|ASTE
OG0007915	LOC108079905|XP_017029928.1|DKIK	LOC118511818|XP_035911251.1|ASTE
OG0007916	LOC108074144|XP_017021536.1|DKIK	LOC118511863|XP_035911336.1|ASTE
OG0007917	LOC108076194|XP_017024416.1|DKIK	LOC118513175|XP_035914528.1|ASTE
OG0007918	LOC108080722|XP_017031064.1|DKIK	LOC118512912|XP_035913949.1|ASTE
OG0007919	LOC108078398|XP_017027743.1|DKIK	LOC118511960|XP_035911575.1|ASTE
OG0007920	LOC108074670|XP_017022278.1|DKIK	LOC118511981|XP_035911613.1|ASTE
OG0007921	LOC108078017|XP_017027067.1|DKIK	LOC118511980|XP_035911612.1|ASTE
OG0007922	LOC108080495|XP_017030745.1|DKIK	LOC118510958|XP_035909310.1|ASTE
OG0007923	LOC108084474|XP_017036182.1|DKIK	LOC118511934|XP_035911514.1|ASTE
OG0007924	LOC108078374|XP_017027691.1|DKIK	LOC118511977|XP_035911606.1|ASTE
OG0007925	LOC108072240|XP_017018790.1|DKIK	LOC118512244|XP_035912281.1|ASTE
OG0007926	LOC108072982|XP_017019913.1|DKIK	LOC118507077|XP_035900952.1|ASTE
OG0007927	LOC108075887|XP_017023983.1|DKIK	LOC118505154|XP_035896435.1|ASTE
OG0007928	LOC108074811|XP_017022495.1|DKIK	LOC118504542|XP_035895029.1|ASTE
OG0007929	LOC108075920|XP_017024043.1|DKIK	LOC118504330|XP_035894554.1|ASTE
OG0007930	LOC108072277|XP_017018832.1|DKIK	LOC118505099|XP_035896295.1|ASTE
OG0007931	LOC108082820|XP_017033868.1|DKIK	LOC118513926|XP_035916187.1|ASTE
OG0007932	LOC108071844|XP_017018247.1|DKIK	LOC118512713|XP_035913443.1|ASTE
OG0007933	LOC108077816|XP_017026828.1|DKIK	LOC118512717|XP_035913449.1|ASTE
OG0007934	LOC108080585|XP_017030879.1|DKIK	LOC118511742|XP_035911085.1|ASTE
OG0007935	LOC108075854|XP_017023932.1|DKIK	LOC118511738|XP_035911081.1|ASTE
OG0007936	LOC108077160|XP_017025882.1|DKIK	LOC118513856|XP_035916048.1|ASTE
OG0007937	LOC108079604|XP_017029453.1|DKIK	LOC118511118|XP_035909736.1|ASTE
OG0007938	LOC108077060|XP_017025715.1|DKIK	LOC118511083|XP_035909656.1|ASTE
OG0007939	LOC108086170|XP_017038521.1|DKIK	LOC118511082|XP_035909655.1|ASTE
OG0007940	LOC108086108|XP_017038426.1|DKIK	LOC118511072|XP_035909623.1|ASTE
OG0007941	LOC108075473|XP_017023419.1|DKIK	LOC118513586|XP_035915448.1|ASTE
OG0007942	LOC108080528|XP_017030817.1|DKIK	LOC118510629|XP_035908561.1|ASTE
OG0007943	LOC108072484|XP_017019138.1|DKIK	LOC118510615|XP_035908525.1|ASTE
OG0007944	LOC108079742|XP_017029645.1|DKIK	LOC118511209|XP_035909885.1|ASTE
OG0007945	LOC108077076|XP_017025732.1|DKIK	LOC118513538|XP_035915304.1|ASTE
OG0007946	LOC108072096|XP_017018598.1|DKIK	LOC118513540|XP_035915306.1|ASTE
OG0007947	LOC108072609|XP_017019321.1|DKIK	LOC118513920|XP_035916176.1|ASTE
OG0007948	LOC108075881|XP_017023975.1|DKIK	LOC118513659|XP_035915645.1|ASTE
OG0007949	LOC108079426|XP_017029246.1|DKIK	LOC118513545|XP_035915320.1|ASTE
OG0007950	LOC108074776|XP_017022443.1|DKIK	LOC118511092|XP_035909687.1|ASTE
OG0007951	LOC108086219|XP_017038574.1|DKIK	LOC118511113|XP_035909731.1|ASTE
OG0007952	LOC108077275|XP_017026037.1|DKIK	LOC118511120|XP_035909745.1|ASTE
OG0007953	LOC108082711|XP_017033708.1|DKIK	LOC118512642|XP_035913246.1|ASTE
OG0007954	LOC108075957|XP_017024094.1|DKIK	LOC118509045|XP_035905013.1|ASTE
OG0007955	LOC108082021|XP_017032776.1|DKIK	LOC118511152|XP_035909773.1|ASTE
OG0007956	LOC108082808|XP_017033856.1|DKIK	LOC118509131|XP_035905223.1|ASTE
OG0007957	LOC108076959|XP_017025497.1|DKIK	LOC118511646|XP_035910873.1|ASTE
OG0007958	LOC108077000|XP_017025566.1|DKIK	LOC118514023|XP_035916390.1|ASTE
OG0007959	LOC108083884|XP_017035367.1|DKIK	LOC118514022|XP_035916388.1|ASTE
OG0007960	LOC108077188|XP_017025921.1|DKIK	LOC118512900|XP_035913908.1|ASTE
OG0007961	LOC108081265|XP_017031850.1|DKIK	LOC118511644|XP_035910862.1|ASTE
OG0007962	LOC108085769|XP_017038001.1|DKIK	LOC118509268|XP_035905514.1|ASTE
OG0007963	LOC108072573|XP_017019268.1|DKIK	LOC118509070|XP_035905086.1|ASTE
OG0007964	LOC108082823|XP_017033872.1|DKIK	LOC118509075|XP_035905100.1|ASTE
OG0007965	LOC108082214|XP_017033034.1|DKIK	LOC118509039|XP_035904972.1|ASTE
OG0007966	LOC108072547|XP_017019208.1|DKIK	LOC118510999|XP_035909407.1|ASTE
OG0007967	LOC108081439|XP_017032114.1|DKIK	LOC118511015|XP_035909436.1|ASTE
OG0007968	LOC108081396|XP_017032041.1|DKIK	LOC118514157|XP_035916666.1|ASTE
OG0007969	LOC108077236|XP_017025983.1|DKIK	LOC118514126|XP_035916604.1|ASTE
OG0007971	LOC108075254|XP_017023104.1|DKIK	LOC118514703|XP_035917662.1|ASTE
OG0007972	LOC108082395|XP_017033229.1|DKIK	LOC118513366|XP_035914890.1|ASTE
OG0007973	LOC108075803|XP_017023867.1|DKIK	LOC118513336|XP_035914849.1|ASTE
OG0007975	LOC108085487|XP_017037596.1|DKIK	LOC118510648|XP_035908656.1|ASTE
OG0007976	LOC108085937|XP_017038208.1|DKIK	LOC118514672|XP_035917608.1|ASTE
OG0007977	LOC108077118|XP_017025801.1|DKIK	LOC118514653|XP_035917578.1|ASTE
OG0007978	LOC108086188|XP_017038540.1|DKIK	LOC118514657|XP_035917583.1|ASTE
OG0007979	LOC108072633|XP_017019353.1|DKIK	LOC118513593|XP_035915466.1|ASTE
OG0007980	LOC108079656|XP_017029542.1|DKIK	LOC118514566|XP_035917459.1|ASTE
OG0007981	LOC108080540|XP_017030832.1|DKIK	LOC118514568|XP_035917461.1|ASTE
OG0007982	LOC108077008|XP_017025572.1|DKIK	LOC118514512|XP_035917352.1|ASTE
OG0007983	LOC108074320|XP_017021809.1|DKIK	LOC118512598|XP_035913145.1|ASTE
OG0007984	LOC108072589|XP_017019285.1|DKIK	LOC118508804|XP_035904417.1|ASTE
OG0007985	LOC108083315|XP_017034541.1|DKIK	LOC118512632|XP_035913221.1|ASTE
OG0007986	LOC108077069|XP_017025725.1|DKIK	LOC118509828|XP_035906891.1|ASTE
OG0007987	LOC108086252|XP_017038624.1|DKIK	LOC118513266|XP_035914727.1|ASTE
OG0007988	LOC108072501|XP_017019157.1|DKIK	LOC118508960|XP_035904782.1|ASTE
OG0007989	LOC108077279|XP_017026042.1|DKIK	LOC118514036|XP_035916405.1|ASTE
OG0007990	LOC108077186|XP_017025919.1|DKIK	LOC118509300|XP_035905641.1|ASTE
OG0007991	LOC108074324|XP_017021817.1|DKIK	LOC118513629|XP_035915586.1|ASTE
OG0007993	LOC108084983|XP_017036896.1|DKIK	LOC118510878|XP_035909138.1|ASTE
OG0007994	LOC108082046|XP_017032812.1|DKIK	LOC118511235|XP_035909965.1|ASTE
OG0007995	LOC108077942|XP_017026969.1|DKIK	LOC118511703|XP_035911008.1|ASTE
OG0007996	LOC108082960|XP_017034066.1|DKIK	LOC118513624|XP_035915575.1|ASTE
OG0007997	LOC108085525|XP_017037646.1|DKIK	LOC118514127|XP_035916606.1|ASTE
OG0007998	LOC108079597|XP_017029435.1|DKIK	LOC118514077|XP_035916498.1|ASTE
OG0007999	LOC108077064|XP_017025718.1|DKIK	LOC118514117|XP_035916586.1|ASTE
OG0008000	LOC108077137|XP_017025840.1|DKIK	LOC118514106|XP_035916573.1|ASTE
OG0008001	LOC108077153|XP_017025874.1|DKIK	LOC118510708|XP_035908801.1|ASTE
OG0008002	LOC108086131|XP_017038472.1|DKIK	LOC118510669|XP_035908706.1|ASTE
OG0008003	LOC108077155|XP_017025876.1|DKIK	LOC118510665|XP_035908698.1|ASTE
OG0008004	LOC108079369|XP_017029169.1|DKIK	LOC118505760|XP_035897872.1|ASTE
OG0008005	LOC108083827|XP_017035272.1|DKIK	LOC118505763|XP_035897885.1|ASTE
OG0008006	LOC108080184|XP_017030324.1|DKIK	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE
OG0008007	LOC108080372|XP_017030581.1|DKIK	LOC118505743|XP_035897830.1|ASTE
OG0008009	LOC108084678|XP_017036498.1|DKIK	LOC118503508|XP_035892751.1|ASTE
OG0008010	LOC108083533|XP_017034856.1|DKIK	LOC118505613|XP_035897551.1|ASTE
OG0008011	LOC108078344|XP_017027637.1|DKIK	LOC118505618|XP_035897572.1|ASTE
OG0008012	LOC108078530|XP_017027929.1|DKIK	LOC118505619|XP_035897574.1|ASTE
OG0008013	LOC108082181|XP_017032987.1|DKIK	LOC118508357|XP_035903954.1|ASTE
OG0008014	LOC108080825|XP_017031218.1|DKIK	LOC118505644|XP_035897615.1|ASTE
OG0008015	LOC108083122|XP_017034285.1|DKIK	LOC118505180|XP_035896526.1|ASTE
OG0008016	LOC108083123|XP_017034286.1|DKIK	LOC118505255|XP_035896704.1|ASTE
OG0008017	LOC108079922|XP_017029945.1|DKIK	LOC118517527|XP_035919653.1|ASTE
OG0008018	LOC108076060|XP_017024241.1|DKIK	LOC118502504|XP_035890630.1|ASTE
OG0008019	LOC108080177|XP_017030313.1|DKIK	LOC118505824|XP_035898066.1|ASTE
OG0008020	LOC108073381|XP_017020452.1|DKIK	LOC118506175|XP_035898839.1|ASTE
OG0008021	LOC108071707|XP_017018013.1|DKIK	LOC118504251|XP_035894371.1|ASTE
OG0008022	LOC108084905|XP_017036789.1|DKIK	LOC118508344|XP_035903917.1|ASTE
OG0008023	LOC108084667|XP_017036479.1|DKIK	LOC118502757|XP_035891221.1|ASTE
OG0008024	LOC108084639|XP_017036419.1|DKIK	LOC118502762|XP_035891234.1|ASTE
OG0008025	LOC108076083|XP_017024285.1|DKIK	LOC118505537|XP_035897350.1|ASTE
OG0008026	LOC108075097|XP_017022870.1|DKIK	LOC118504621|XP_035895204.1|ASTE
OG0008027	LOC108071244|XP_017017418.1|DKIK	LOC118504618|XP_035895191.1|ASTE
OG0008028	LOC108083187|XP_017034375.1|DKIK	LOC118517541|XP_035919672.1|ASTE
OG0008029	LOC108073214|XP_017020231.1|DKIK	LOC118508346|XP_035903925.1|ASTE
OG0008030	LOC108080834|XP_017031226.1|DKIK	LOC118505341|XP_035896891.1|ASTE
OG0008031	LOC108075894|XP_017024000.1|DKIK	LOC118505345|XP_035896897.1|ASTE
OG0008032	LOC108085051|XP_017037000.1|DKIK	LOC118506610|XP_035899870.1|ASTE
