Orthogroup	DKIK.longest_only	AEAL.longest_only
OG0005713	LOC108085841|XP_017038087.1|DKIK	LOC109423405|XP_029731824.1|AEAL, LOC115268045|XP_029731821.1|AEAL
OG0005714	LOC108073450|XP_017020564.1|DKIK	LOC109423385|XP_029731895.1|AEAL
OG0005715	LOC108075558|XP_017023556.1|DKIK	LOC109430450|XP_029732180.1|AEAL, LOC109409600|XP_029732161.1|AEAL
OG0005716	LOC108083181|XP_017034365.1|DKIK	LOC109430451|XP_029732172.1|AEAL, LOC109409570|XP_019538568.2|AEAL
OG0005717	LOC108084344|XP_017035995.1|DKIK	LOC109409573|XP_019538569.2|AEAL
OG0005718	LOC108075607|XP_017023630.1|DKIK	LOC109409574|XP_019538570.2|AEAL, LOC115268327|XP_029732219.1|AEAL
OG0005719	LOC108078832|XP_017028415.1|DKIK	LOC109430492|XP_029732513.1|AEAL, LOC109409594|XP_029732622.1|AEAL
OG0005720	LOC108084817|XP_017036666.1|DKIK	LOC109409592|XP_019538595.2|AEAL, LOC109430498|XP_029708872.1|AEAL
OG0005721	LOC108078871|XP_017028478.1|DKIK	LOC109433369|XP_029732978.1|AEAL
OG0005722	LOC108085458|XP_017037560.1|DKIK	LOC115268979|XP_029733116.1|AEAL, LOC109433366|XP_029732919.1|AEAL
OG0005723	LOC108075401|XP_017023311.1|DKIK	LOC109433376|XP_019565353.1|AEAL
OG0005724	LOC108084151|XP_017035697.1|DKIK	LOC109433364|XP_019565333.2|AEAL, LOC109399347|XP_019527328.2|AEAL
OG0005725	LOC108075650|XP_017023685.1|DKIK	LOC109399352|XP_029722695.1|AEAL, LOC109433370|XP_019565341.2|AEAL
OG0005726	LOC108077877|XP_017026905.1|DKIK	LOC109433312|XP_029732807.1|AEAL, LOC109399353|XP_029722688.1|AEAL
OG0005727	LOC108081138|XP_017031649.1|DKIK	LOC109433308|XP_019565282.2|AEAL, LOC109411025|XP_029733466.1|AEAL
OG0005728	LOC108073244|XP_017020286.1|DKIK	LOC109622066|XP_019931846.2|AEAL
OG0005729	LOC108073236|XP_017020274.1|DKIK	LOC109413914|XP_019543191.3|AEAL
OG0005730	LOC108081254|XP_017031833.1|DKIK	LOC109405056|XP_019533600.1|AEAL, LOC109621877|XP_019931629.2|AEAL
OG0005731	LOC108081252|XP_017031832.1|DKIK	LOC109622063|XP_029734074.1|AEAL, LOC109405054|XP_019533598.2|AEAL
OG0005732	LOC108085635|XP_017037810.1|DKIK	LOC109621876|XP_019931628.2|AEAL, LOC109405055|XP_029734297.1|AEAL
OG0005733	LOC108085634|XP_017037807.1|DKIK	LOC109405053|XP_019533596.2|AEAL, LOC109622059|XP_029733965.1|AEAL
OG0005734	LOC108083792|XP_017035208.1|DKIK, LOC108071316|XP_017017513.1|DKIK	LOC109622057|XP_029733928.1|AEAL
OG0005735	LOC108080816|XP_017031207.1|DKIK	LOC109621300|XP_019931817.2|AEAL
OG0005736	LOC108085418|XP_017037478.1|DKIK	LOC109405023|XP_029721832.1|AEAL, LOC109622053|XP_029733861.1|AEAL
OG0005737	LOC108083202|XP_017034395.1|DKIK	LOC115269492|XP_029734133.1|AEAL, LOC109405014|XP_029733661.1|AEAL
OG0005738	LOC108075639|XP_017023672.1|DKIK	LOC109400368|XP_029733743.1|AEAL
OG0005739	LOC108072109|XP_017018620.1|DKIK	LOC109405016|XP_019528419.1|AEAL, LOC115253496|XP_029733739.1|AEAL
OG0005740	LOC108070689|XP_017016760.1|DKIK	LOC109400366|XP_029733640.1|AEAL, LOC115269287|XP_029733728.1|AEAL
OG0005741	LOC108073227|XP_017020253.1|DKIK	LOC109400374|XP_019528424.2|AEAL, LOC109432401|XP_019564292.2|AEAL
OG0005742	LOC108083219|XP_017034418.1|DKIK	LOC109400372|XP_019528421.1|AEAL, LOC109432402|XP_019564293.2|AEAL
OG0005743	LOC108075499|XP_017023450.1|DKIK	LOC115257435|XP_029712897.1|AEAL, LOC109400371|XP_019528420.2|AEAL
OG0005744	LOC108072080|XP_017018580.1|DKIK	LOC109400373|XP_019528422.2|AEAL, LOC109432405|XP_019564296.2|AEAL
OG0005745	LOC108075512|XP_017023478.1|DKIK	LOC109622365|XP_029734412.1|AEAL
OG0005746	LOC108075424|XP_017023338.1|DKIK	LOC109405991|XP_019534596.3|AEAL
OG0005747	LOC108075638|XP_017023671.1|DKIK	LOC109405984|XP_019534587.2|AEAL
OG0005748	LOC108084885|XP_017036770.1|DKIK	LOC109622356|XP_019932173.2|AEAL, LOC109405988|XP_029717060.1|AEAL
OG0005749	LOC108083473|XP_017034750.1|DKIK	LOC109405982|XP_029734516.1|AEAL, LOC109622353|XP_029717054.1|AEAL
OG0005750	LOC108085444|XP_017037542.1|DKIK	LOC109406697|XP_029734576.1|AEAL, LOC109622351|XP_019932162.2|AEAL
OG0005751	LOC108079892|XP_017029908.1|DKIK	LOC109408467|XP_029734891.1|AEAL, LOC115269988|XP_029734724.1|AEAL
OG0005752	LOC108078167|XP_017027312.1|DKIK	LOC109419357|XP_019549137.2|AEAL
OG0005753	LOC108077097|XP_017025768.1|DKIK	LOC109408431|XP_019537306.2|AEAL
OG0005754	LOC108076545|XP_017024945.1|DKIK	LOC109401060|XP_019529089.2|AEAL
OG0005755	LOC108072196|XP_017018744.1|DKIK	LOC109408415|XP_019537276.2|AEAL, LOC109401055|XP_029734997.1|AEAL
OG0005756	LOC108073206|XP_017020215.1|DKIK	LOC109408497|XP_029717133.1|AEAL, LOC109432410|XP_019564300.2|AEAL
OG0005757	LOC108075500|XP_017023451.1|DKIK	LOC109408493|XP_029736035.1|AEAL, LOC109424111|XP_019554757.1|AEAL
OG0005758	LOC108084343|XP_017035994.1|DKIK	LOC109416273|XP_029736067.1|AEAL, LOC109424103|XP_029718223.1|AEAL
OG0005759	LOC108075540|XP_017023530.1|DKIK	LOC109416290|XP_029736090.1|AEAL
OG0005760	LOC108084146|XP_017035680.1|DKIK	LOC109424060|XP_019554681.2|AEAL
OG0005761	LOC108077106|XP_017025832.1|DKIK	LOC109426214|XP_019557207.2|AEAL
OG0005762	LOC108084862|XP_017036736.1|DKIK	LOC109426215|XP_019557208.2|AEAL
OG0005763	LOC108076478|XP_017024856.1|DKIK	LOC109424049|XP_019554662.1|AEAL
OG0005764	LOC108073231|XP_017020268.1|DKIK	LOC115266040|XP_029727729.1|AEAL, LOC109426230|XP_019557236.1|AEAL
OG0005765	LOC108073229|XP_017020257.1|DKIK	LOC115253785|XP_029727713.1|AEAL, LOC109424040|XP_029727711.1|AEAL
OG0005766	LOC108084857|XP_017036726.1|DKIK	LOC109424037|XP_029727694.1|AEAL
OG0005767	LOC108072968|XP_017019894.1|DKIK	LOC109424032|XP_029727697.1|AEAL
OG0005768	LOC108083594|XP_017034946.1|DKIK	LOC109416409|XP_019546017.2|AEAL, LOC109424014|XP_029727765.1|AEAL
OG0005770	LOC108081026|XP_017031477.1|DKIK	LOC109431790|XP_029727871.1|AEAL, LOC115266080|XP_029727851.1|AEAL
OG0005771	LOC108073389|XP_017020462.1|DKIK	LOC109431791|XP_019563601.2|AEAL
OG0005772	LOC108085052|XP_017037001.1|DKIK	LOC109431881|XP_019563691.2|AEAL, LOC109422747|XP_019553171.2|AEAL
OG0005773	LOC108081101|XP_017031586.1|DKIK	LOC109431875|XP_019563687.2|AEAL, LOC109422745|XP_029712668.1|AEAL
OG0005774	LOC108085689|XP_017037885.1|DKIK	LOC109431891|XP_019563698.1|AEAL, LOC109422738|XP_019553163.1|AEAL
OG0005775	LOC108073938|XP_017021235.1|DKIK	LOC109422733|XP_019553157.1|AEAL, LOC109412298|XP_019541481.1|AEAL
OG0005776	LOC108072786|XP_017019557.1|DKIK	LOC109422720|XP_019553133.2|AEAL, LOC109412308|XP_029729844.1|AEAL
OG0005777	LOC108074841|XP_017022538.1|DKIK	LOC115266146|XP_029727968.1|AEAL, LOC109412345|XP_019541533.2|AEAL
OG0005778	LOC108085422|XP_017037486.1|DKIK	LOC115266097|XP_029727883.1|AEAL, LOC109422692|XP_029736384.1|AEAL, LOC115266111|XP_029727929.1|AEAL, LOC115260992|XP_029718222.1|AEAL, LOC109412335|XP_029727932.1|AEAL, LOC115264199|XP_029723537.1|AEAL
OG0005779	LOC108081119|XP_017031614.1|DKIK	LOC115254267|XP_029736393.1|AEAL, LOC109401124|XP_029733154.1|AEAL, LOC109422675|XP_029727945.1|AEAL
OG0005780	LOC108073970|XP_017021302.1|DKIK	LOC109422674|XP_029727946.1|AEAL, LOC109422535|XP_029736392.1|AEAL
OG0005781	LOC108083034|XP_017034152.1|DKIK	LOC109422670|XP_019553074.1|AEAL, LOC109401135|XP_029716940.1|AEAL
OG0005782	LOC108083107|XP_017034254.1|DKIK	LOC115260171|XP_029716939.1|AEAL, LOC109401118|XP_019529143.2|AEAL
OG0005783	LOC108078550|XP_017027955.1|DKIK	LOC109422531|XP_029716930.1|AEAL, LOC115271084|XP_029736409.1|AEAL
OG0005784	LOC108077842|XP_017026858.1|DKIK	LOC109422641|XP_029716781.1|AEAL, LOC109402798|XP_029736424.1|AEAL
OG0005785	LOC108077806|XP_017026810.1|DKIK	LOC109402771|XP_029716775.1|AEAL, LOC109422639|XP_029736431.1|AEAL
OG0005786	LOC108085632|XP_017037802.1|DKIK	LOC109402775|XP_029736436.1|AEAL, LOC109422638|XP_029736383.1|AEAL
OG0005787	LOC108080772|XP_017031124.1|DKIK	LOC109422633|XP_029736377.1|AEAL, LOC109402845|XP_029736437.1|AEAL
OG0005788	LOC108074741|XP_017022402.1|DKIK	LOC115262362|XP_029720621.1|AEAL, LOC109402804|XP_029712263.1|AEAL
OG0005789	LOC108072911|XP_017019730.1|DKIK	LOC109422592|XP_019552941.1|AEAL, LOC109402850|XP_019531135.1|AEAL
OG0005790	LOC108073387|XP_017020461.1|DKIK	LOC109422590|XP_029712185.1|AEAL, LOC109402835|XP_019531114.2|AEAL
OG0005791	LOC108084253|XP_017035883.1|DKIK	LOC109402831|XP_029712160.1|AEAL, LOC109422589|XP_019552936.2|AEAL
OG0005792	LOC108084254|XP_017035885.1|DKIK	LOC109422585|XP_029712244.1|AEAL, LOC109402793|XP_019531053.2|AEAL
OG0005793	LOC108081244|XP_017031812.1|DKIK	LOC109422583|XP_029712163.1|AEAL
OG0005795	LOC108070681|XP_017016743.1|DKIK	LOC109401786|XP_029718419.1|AEAL, LOC115261213|XP_029718426.1|AEAL
OG0005796	LOC108073984|XP_017021324.1|DKIK	LOC109401765|XP_029718427.1|AEAL, LOC109406133|XP_029718421.1|AEAL
OG0005797	LOC108078744|XP_017028257.1|DKIK	LOC109401773|XP_019529929.2|AEAL
OG0005798	LOC108073219|XP_017020238.1|DKIK	LOC109406138|XP_029718430.1|AEAL
OG0005799	LOC108077696|XP_017026622.1|DKIK	LOC109406136|XP_019529921.2|AEAL
OG0005800	LOC108077833|XP_017026848.1|DKIK	LOC109401782|XP_019529942.2|AEAL
OG0005801	LOC108077832|XP_017026847.1|DKIK	LOC109401778|XP_029718440.1|AEAL
OG0005802	LOC108081047|XP_017031506.1|DKIK	LOC115261221|XP_029718455.1|AEAL
OG0005803	LOC108073209|XP_017020219.1|DKIK	LOC109398931|XP_029718528.1|AEAL, LOC109403725|XP_029718521.1|AEAL
OG0005804	LOC108084813|XP_017036661.1|DKIK	LOC109398940|XP_019526943.2|AEAL
OG0005805	LOC108070881|XP_017017014.1|DKIK	LOC109403714|XP_019532118.2|AEAL
OG0005806	LOC108073166|XP_017020162.1|DKIK	LOC109433441|XP_029718577.1|AEAL, LOC115260393|XP_029717213.1|AEAL
OG0005807	LOC108073185|XP_017020183.1|DKIK	LOC109433404|XP_019565380.2|AEAL
OG0005808	LOC108079185|XP_017028925.1|DKIK	LOC109403259|XP_019531587.2|AEAL
OG0005809	LOC108079757|XP_017029668.1|DKIK	LOC109413059|XP_019542275.2|AEAL, LOC115254066|XP_029718618.1|AEAL
OG0005810	LOC108077701|XP_017026628.1|DKIK	LOC109403285|XP_019531637.1|AEAL, LOC109415064|XP_019544466.1|AEAL
OG0005811	LOC108077702|XP_017026630.1|DKIK	LOC109403286|XP_029718640.1|AEAL, LOC109415065|XP_019544467.2|AEAL
OG0005812	LOC108073258|XP_017020305.1|DKIK	LOC109415072|XP_019544485.1|AEAL
OG0005813	LOC108084030|XP_017035532.1|DKIK	LOC109415076|XP_019544494.2|AEAL
OG0005814	LOC108085473|XP_017037579.1|DKIK	LOC109414128|XP_029718672.1|AEAL
OG0005815	LOC108076443|XP_017024800.1|DKIK	LOC109414129|XP_029718673.1|AEAL
OG0005816	LOC108084973|XP_017036882.1|DKIK	LOC109414141|XP_029718688.1|AEAL, LOC109417340|XP_029709956.1|AEAL
OG0005817	LOC108084941|XP_017036828.1|DKIK	LOC109398867|XP_029709974.1|AEAL, LOC109417346|XP_019546997.2|AEAL
OG0005818	LOC108077629|XP_017026530.1|DKIK	LOC109398893|XP_029716801.1|AEAL, LOC115261355|XP_029718726.1|AEAL
OG0005819	LOC108081196|XP_017031751.1|DKIK	LOC109398870|XP_019526861.2|AEAL, LOC109429215|XP_019560658.2|AEAL
OG0005820	LOC108081197|XP_017031752.1|DKIK	LOC109429213|XP_019560648.2|AEAL, LOC115261342|XP_029718655.1|AEAL
OG0005821	LOC108081232|XP_017031800.1|DKIK	LOC109429202|XP_019560636.1|AEAL, LOC115269340|XP_029733855.1|AEAL
OG0005822	LOC108077386|XP_017026168.1|DKIK	LOC109429201|XP_019560634.1|AEAL, LOC109398849|XP_019526835.2|AEAL
OG0005823	LOC108079959|XP_017030009.1|DKIK	LOC109429199|XP_019560632.2|AEAL, LOC115269341|XP_029733856.1|AEAL
OG0005824	LOC108075537|XP_017023523.1|DKIK	LOC109398877|XP_019526869.2|AEAL
OG0005825	LOC108074020|XP_017021376.1|DKIK	LOC109429187|XP_029718777.1|AEAL, LOC109398834|XP_029718812.1|AEAL
OG0005826	LOC108074062|XP_017021426.1|DKIK	LOC109398869|XP_019526859.1|AEAL, LOC109429184|XP_019560612.1|AEAL
OG0005827	LOC108082666|XP_017033656.1|DKIK	LOC109398801|XP_029718779.1|AEAL, LOC109429182|XP_019560610.2|AEAL
OG0005828	LOC108071645|XP_017017925.1|DKIK	LOC115254064|XP_029718366.1|AEAL, LOC109398804|XP_019526763.1|AEAL
OG0005829	LOC108085454|XP_017037556.1|DKIK	LOC109398798|XP_029718784.1|AEAL, LOC109429177|XP_019560598.2|AEAL
OG0005830	LOC108072712|XP_017019449.1|DKIK	LOC109398830|XP_029730080.1|AEAL, LOC109429151|XP_029718850.1|AEAL
OG0005831	LOC108072654|XP_017019376.1|DKIK	LOC109409025|XP_019537985.2|AEAL, LOC109429145|XP_019560540.2|AEAL
OG0005832	LOC108072784|XP_017019554.1|DKIK	LOC109429144|XP_029718851.1|AEAL, LOC109409024|XP_029730076.1|AEAL
OG0005833	LOC108072722|XP_017019470.1|DKIK	LOC115253678|XP_029718871.1|AEAL
OG0005834	LOC108072634|XP_017019354.1|DKIK	LOC109409019|XP_029718399.1|AEAL, LOC115267297|XP_029730070.1|AEAL, LOC109429132|XP_019560526.1|AEAL
OG0005835	LOC108072819|XP_017019602.1|DKIK	LOC115261402|XP_029718877.1|AEAL, LOC109429124|XP_019560518.2|AEAL
OG0005836	LOC108077535|XP_017026410.1|DKIK	LOC109429122|XP_019560515.2|AEAL, LOC115261404|XP_029718879.1|AEAL
OG0005837	LOC108073238|XP_017020279.1|DKIK	LOC115253983|XP_029712299.1|AEAL, LOC109429121|XP_019560514.2|AEAL
OG0005838	LOC108070717|XP_017016799.1|DKIK	LOC115261407|XP_029718887.1|AEAL, LOC109429114|XP_019560506.2|AEAL
OG0005839	LOC108086251|XP_017038623.1|DKIK	LOC115261464|XP_029719001.1|AEAL, LOC109429094|XP_019560478.1|AEAL
OG0005840	LOC108083211|XP_017034409.1|DKIK	LOC115261463|XP_029719000.1|AEAL, LOC109429093|XP_019560477.2|AEAL
OG0005841	LOC108084049|XP_017035555.1|DKIK	LOC109427199|XP_029714107.1|AEAL
OG0005842	LOC108076011|XP_017024156.1|DKIK	LOC115261167|XP_029718386.1|AEAL, LOC109427209|XP_019558259.1|AEAL
OG0005843	LOC108072742|XP_017019499.1|DKIK	LOC109427217|XP_019558269.2|AEAL, LOC115257318|XP_029712635.1|AEAL
OG0005844	LOC108085520|XP_017037639.1|DKIK	LOC109427216|XP_019558268.2|AEAL, LOC115261449|XP_029718979.1|AEAL
OG0005845	LOC108084346|XP_017035997.1|DKIK	LOC109427232|XP_029718975.1|AEAL, LOC115261425|XP_029718934.1|AEAL
OG0005846	LOC108080971|XP_017031374.1|DKIK	LOC109411600|XP_029718920.1|AEAL, LOC109427233|XP_029718973.1|AEAL
OG0005847	LOC108072135|XP_017018662.1|DKIK	LOC109427242|XP_029718968.1|AEAL, LOC115261420|XP_029718916.1|AEAL, LOC109411608|XP_029715622.1|AEAL
OG0005848	LOC108080525|XP_017030807.1|DKIK	LOC109428128|XP_029717174.1|AEAL
OG0005849	LOC108084441|XP_017036138.1|DKIK	LOC115261645|XP_029719405.1|AEAL, LOC115259955|XP_029716612.1|AEAL, LOC109428138|XP_029734284.1|AEAL
OG0005850	LOC108079144|XP_017028881.1|DKIK	LOC109406888|XP_029732901.1|AEAL, LOC109404443|XP_029719087.1|AEAL
OG0005851	LOC108075921|XP_017024045.1|DKIK	LOC109404496|XP_019532934.2|AEAL
OG0005852	LOC108077725|XP_017026669.1|DKIK	LOC109406323|XP_029719067.1|AEAL, LOC115261480|XP_029719036.1|AEAL, LOC109404494|XP_029719106.1|AEAL
OG0005853	LOC108083472|XP_017034749.1|DKIK	LOC115261190|XP_029718396.1|AEAL, LOC109404996|XP_019533524.2|AEAL, LOC115261187|XP_029718395.1|AEAL, LOC109416158|XP_019545675.2|AEAL
OG0005854	LOC108077700|XP_017026627.1|DKIK	LOC109416154|XP_029719202.1|AEAL, LOC115261532|XP_029719230.1|AEAL
OG0005855	LOC108076115|XP_017024332.1|DKIK	LOC109404990|XP_029720544.1|AEAL, LOC109416152|XP_029719203.1|AEAL
OG0005856	LOC108084465|XP_017036169.1|DKIK	LOC115261553|XP_029719273.1|AEAL, LOC109432839|XP_029719269.1|AEAL
OG0005857	LOC108078246|XP_017027504.1|DKIK	LOC109432824|XP_019564713.1|AEAL
OG0005858	LOC108085652|XP_017037831.1|DKIK	LOC115256033|XP_029710134.1|AEAL, LOC115254219|XP_029733008.1|AEAL, LOC109419430|XP_029733010.1|AEAL
OG0005859	LOC108077458|XP_017026271.1|DKIK	LOC115254220|XP_029733108.1|AEAL, LOC109406242|XP_019534846.1|AEAL
OG0005860	LOC108085438|XP_017037523.1|DKIK	LOC109406269|XP_019534893.1|AEAL
OG0005861	LOC108077655|XP_017026563.1|DKIK	LOC109406727|XP_029719589.1|AEAL
OG0005862	LOC108070780|XP_017016868.1|DKIK	LOC109411945|XP_029733029.1|AEAL, LOC109406730|XP_029733036.1|AEAL
OG0005863	LOC108076301|XP_017024561.1|DKIK	LOC109406736|XP_019535325.2|AEAL
OG0005864	LOC108080973|XP_017031384.1|DKIK	LOC109406735|XP_019535324.1|AEAL
OG0005865	LOC108073221|XP_017020244.1|DKIK	LOC109417151|XP_019546822.2|AEAL
OG0005866	LOC108073149|XP_017020146.1|DKIK	LOC109411968|XP_019541178.2|AEAL
OG0005867	LOC108072586|XP_017019283.1|DKIK	LOC109424550|XP_029714375.1|AEAL
OG0005868	LOC108076316|XP_017024585.1|DKIK	LOC109428759|XP_019560141.2|AEAL, LOC109424532|XP_019555251.2|AEAL, LOC115269437|XP_029734061.1|AEAL
OG0005869	LOC108071236|XP_017017408.1|DKIK	LOC115269401|XP_029733939.1|AEAL, LOC109428764|XP_019560143.2|AEAL, LOC109424530|XP_019555248.2|AEAL
OG0005870	LOC108084595|XP_017036363.1|DKIK	LOC109428771|XP_019560154.2|AEAL, LOC115269443|XP_029734065.1|AEAL, LOC109424523|XP_019555237.2|AEAL
OG0005871	LOC108083474|XP_017034752.1|DKIK	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL
OG0005872	LOC108073551|XP_017020724.1|DKIK	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL
OG0005873	LOC108072076|XP_017018570.1|DKIK	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL
OG0005874	LOC108071474|XP_017017721.1|DKIK	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL
OG0005876	LOC108080329|XP_017030518.1|DKIK	LOC109400174|XP_019528195.1|AEAL
OG0005877	LOC108084845|XP_017036711.1|DKIK	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL
OG0005879	LOC108083498|XP_017034792.1|DKIK	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL
OG0005880	LOC108084765|XP_017036572.1|DKIK	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL
OG0005881	LOC108072721|XP_017019469.1|DKIK	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL
OG0005882	LOC108083504|XP_017034801.1|DKIK	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL
OG0005883	LOC108079082|XP_017028795.1|DKIK	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL
OG0005884	LOC108080205|XP_017030350.1|DKIK	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL
OG0005885	LOC108075214|XP_017023042.1|DKIK	LOC109431310|XP_019563072.2|AEAL
OG0005886	LOC108083058|XP_017034178.1|DKIK	LOC109431288|XP_019563048.2|AEAL
OG0005887	LOC108072719|XP_017019465.1|DKIK	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL
OG0005888	LOC108083324|XP_017034556.1|DKIK	LOC109432009|XP_029724272.1|AEAL
OG0005889	LOC108070423|XP_017016365.1|DKIK	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL
OG0005890	LOC108083829|XP_017035289.1|DKIK	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL
OG0005891	LOC108073964|XP_017021290.1|DKIK	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL
OG0005892	LOC108073972|XP_017021304.1|DKIK	LOC109407702|XP_019536396.2|AEAL
OG0005893	LOC108072781|XP_017019550.1|DKIK	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL
OG0005894	LOC108072782|XP_017019552.1|DKIK	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL
OG0005895	LOC108072783|XP_017019553.1|DKIK	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL
OG0005896	LOC108075291|XP_017023173.1|DKIK	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL
OG0005898	LOC108085071|XP_017037030.1|DKIK	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL
OG0005899	LOC108081822|XP_017032552.1|DKIK	LOC115260866|XP_029718053.1|AEAL
OG0005900	LOC108074265|XP_017021725.1|DKIK	LOC115260379|XP_029717201.1|AEAL
OG0005901	LOC108072314|XP_017018877.1|DKIK	LOC109406493|XP_029713515.1|AEAL
OG0005902	LOC108074755|XP_017022420.1|DKIK	LOC109418761|XP_019548532.2|AEAL
OG0005903	LOC108084861|XP_017036735.1|DKIK	LOC109406496|XP_019535125.1|AEAL
OG0005904	LOC108081113|XP_017031603.1|DKIK	LOC109418764|XP_019548534.2|AEAL
OG0005905	LOC108083110|XP_017034261.1|DKIK	LOC109418769|XP_029713545.1|AEAL
OG0005906	LOC108083046|XP_017034164.1|DKIK	LOC109418781|XP_029712993.1|AEAL
OG0005907	LOC108082996|XP_017034107.1|DKIK	LOC109403280|XP_029713011.1|AEAL
OG0005908	LOC108083665|XP_017035026.1|DKIK	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL
OG0005909	LOC108070470|XP_017016440.1|DKIK	LOC109418825|XP_019548604.2|AEAL
OG0005910	LOC108082414|XP_017033252.1|DKIK	LOC109405798|XP_019534400.1|AEAL
OG0005911	LOC108082416|XP_017033255.1|DKIK	LOC109418841|XP_019548621.2|AEAL
OG0005912	LOC108082417|XP_017033256.1|DKIK	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL
OG0005913	LOC108083704|XP_017035090.1|DKIK	LOC109420345|XP_019550214.2|AEAL
OG0005914	LOC108072891|XP_017019703.1|DKIK	LOC109401679|XP_019529811.2|AEAL
OG0005915	LOC108073058|XP_017020014.1|DKIK	LOC109401684|XP_019529818.2|AEAL
OG0005916	LOC108078437|XP_017027807.1|DKIK	LOC115257457|XP_029712913.1|AEAL
OG0005917	LOC108082328|XP_017033147.1|DKIK	LOC109420401|XP_019550275.2|AEAL
OG0005918	LOC108071855|XP_017018261.1|DKIK	LOC109420402|XP_019550276.2|AEAL
OG0005919	LOC108077927|XP_017026956.1|DKIK	LOC109402333|XP_019530544.2|AEAL
OG0005920	LOC108082425|XP_017033280.1|DKIK	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL
OG0005921	LOC108079880|XP_017029886.1|DKIK	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL
OG0005922	LOC108083525|XP_017034846.1|DKIK	LOC109399959|XP_019527972.2|AEAL
OG0005923	LOC108074019|XP_017021375.1|DKIK	LOC109403454|XP_019531830.1|AEAL
OG0005924	LOC108075326|XP_017023220.1|DKIK	LOC109433195|XP_019565148.2|AEAL
OG0005925	LOC108070498|XP_017016482.1|DKIK	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL
OG0005926	LOC108083911|XP_017035396.1|DKIK	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL
OG0005927	LOC108085419|XP_017037479.1|DKIK	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL
OG0005928	LOC108080145|XP_017030267.1|DKIK	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL
OG0005929	LOC108079890|XP_017029904.1|DKIK	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL
OG0005930	LOC108073079|XP_017020034.1|DKIK	LOC109424500|XP_019555214.2|AEAL
OG0005931	LOC108076536|XP_017024938.1|DKIK	LOC109422403|XP_029708331.1|AEAL
OG0005932	LOC108085204|XP_017037210.1|DKIK	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL
OG0005933	LOC108082440|XP_017033299.1|DKIK	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL
OG0005934	LOC108078353|XP_017027656.1|DKIK	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL
OG0005935	LOC108081869|XP_017032597.1|DKIK	LOC109424486|XP_029733680.1|AEAL
OG0005936	LOC108075962|XP_017024100.1|DKIK	LOC109424482|XP_019555175.2|AEAL
