Orthogroup	DKIK.longest_only	BCOP.longest_only
OG0006189	LOC108085775|XP_017038014.1|DKIK	LOC119069514|XP_037029487.1|BCOP
OG0006190	LOC108075585|XP_017023592.1|DKIK	LOC119068366|XP_037027833.1|BCOP
OG0006191	LOC108083985|XP_017035486.1|DKIK	LOC119068643|XP_037028211.1|BCOP
OG0006192	LOC108080306|XP_017030469.1|DKIK	LOC119070404|XP_037030623.1|BCOP
OG0006194	LOC108083577|XP_017034923.1|DKIK	LOC119068989|XP_037028756.1|BCOP
OG0006195	LOC108071153|XP_017017326.1|DKIK	LOC119068983|XP_037028748.1|BCOP
OG0006197	LOC108072476|XP_017019130.1|DKIK	LOC119075995|XP_037038465.1|BCOP
OG0006198	LOC108083511|XP_017034810.1|DKIK	LOC119068032|XP_037027290.1|BCOP
OG0006199	LOC108073442|XP_017020554.1|DKIK	LOC119068075|XP_037027376.1|BCOP
OG0006200	LOC108075659|XP_017023696.1|DKIK	LOC119080272|XP_037044433.1|BCOP
OG0006201	LOC108083515|XP_017034815.1|DKIK	LOC119068881|XP_037028617.1|BCOP
OG0006202	LOC108083380|XP_017034616.1|DKIK	LOC119068870|XP_037028604.1|BCOP
OG0006203	LOC108071237|XP_017017409.1|DKIK	LOC119068853|XP_037028569.1|BCOP
OG0006204	LOC108085908|XP_017038165.1|DKIK	LOC119078656|XP_037042149.1|BCOP
OG0006205	LOC108080128|XP_017030247.1|DKIK	LOC119072206|XP_037033274.1|BCOP
OG0006206	LOC108084953|XP_017036845.1|DKIK	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP
OG0006207	LOC108081389|XP_017032036.1|DKIK	LOC119070612|XP_037030932.1|BCOP
OG0006208	LOC108079067|XP_017028770.1|DKIK	LOC119070610|XP_037030927.1|BCOP
OG0006209	LOC108071741|XP_017018055.1|DKIK	LOC119084223|XP_037050020.1|BCOP
OG0006210	LOC108083809|XP_017035246.1|DKIK	LOC119069630|XP_037029624.1|BCOP
OG0006211	LOC108075946|XP_017024081.1|DKIK	LOC119069085|XP_037028863.1|BCOP
OG0006212	LOC108075945|XP_017024079.1|DKIK	LOC119069084|XP_037028862.1|BCOP
OG0006213	LOC108073290|XP_017020334.1|DKIK	LOC119068624|XP_037028185.1|BCOP
OG0006214	LOC108083508|XP_017034805.1|DKIK	LOC119067392|XP_037026217.1|BCOP
OG0006215	LOC108079367|XP_017029164.1|DKIK	LOC119068540|XP_037028051.1|BCOP
OG0006216	LOC108075641|XP_017023673.1|DKIK	LOC119076782|XP_037039638.1|BCOP
OG0006217	LOC108080094|XP_017030192.1|DKIK	LOC119068622|XP_037028181.1|BCOP
OG0006218	LOC108085293|XP_017037339.1|DKIK	LOC119068140|XP_037027495.1|BCOP
OG0006219	LOC108079423|XP_017029242.1|DKIK	LOC119068616|XP_037028171.1|BCOP
OG0006220	LOC108080559|XP_017030854.1|DKIK	LOC119068615|XP_037028170.1|BCOP
OG0006221	LOC108086040|XP_017038349.1|DKIK	LOC119068168|XP_037027545.1|BCOP
OG0006222	LOC108086020|XP_017038320.1|DKIK	LOC119076487|XP_037039167.1|BCOP
OG0006223	LOC108080132|XP_017030255.1|DKIK	LOC119068863|XP_037028595.1|BCOP
OG0006224	LOC108079379|XP_017029189.1|DKIK	LOC119067615|XP_037026603.1|BCOP
OG0006225	LOC108074907|XP_017022625.1|DKIK	LOC119068410|XP_037027866.1|BCOP
OG0006226	LOC108078538|XP_017027938.1|DKIK	LOC119067545|XP_037026504.1|BCOP
OG0006227	LOC108077026|XP_017025644.1|DKIK	LOC119067383|XP_037026199.1|BCOP
OG0006228	LOC108076684|XP_017025121.1|DKIK	LOC119070283|XP_037030445.1|BCOP
OG0006229	LOC108072464|XP_017019083.1|DKIK	LOC119073784|XP_037035362.1|BCOP
OG0006230	LOC108085927|XP_017038190.1|DKIK	LOC119076567|XP_037039250.1|BCOP
OG0006231	LOC108071780|XP_017018128.1|DKIK	LOC119076646|XP_037039407.1|BCOP
OG0006232	LOC108084920|XP_017036809.1|DKIK	LOC119069890|XP_037029977.1|BCOP
OG0006233	LOC108071708|XP_017018017.1|DKIK	LOC119069898|XP_037030005.1|BCOP
OG0006234	LOC108085977|XP_017038266.1|DKIK	LOC119069647|XP_037029665.1|BCOP
OG0006235	LOC108085232|XP_017037260.1|DKIK	LOC119069644|XP_037029662.1|BCOP
OG0006237	LOC108080023|XP_017030086.1|DKIK	LOC119079507|XP_037043361.1|BCOP
OG0006238	LOC108075272|XP_017023138.1|DKIK	LOC119068867|XP_037028600.1|BCOP
OG0006239	LOC108074258|XP_017021719.1|DKIK	LOC119075610|XP_037037981.1|BCOP
OG0006240	LOC108073525|XP_017020695.1|DKIK	LOC119082509|XP_037047920.1|BCOP
OG0006241	LOC108085976|XP_017038265.1|DKIK	LOC119080229|XP_037044370.1|BCOP
OG0006242	LOC108079340|XP_017029135.1|DKIK	LOC119069584|XP_037029567.1|BCOP
OG0006243	LOC108081245|XP_017031816.1|DKIK	LOC119069488|XP_037029453.1|BCOP
OG0006244	LOC108073562|XP_017020738.1|DKIK	LOC119069041|XP_037028805.1|BCOP
OG0006245	LOC108084206|XP_017035808.1|DKIK	LOC119069773|XP_037029806.1|BCOP
OG0006246	LOC108071716|XP_017018026.1|DKIK	LOC119070316|XP_037030480.1|BCOP
OG0006248	LOC108071361|XP_017017592.1|DKIK	LOC119070593|XP_037030907.1|BCOP
OG0006249	LOC108077392|XP_017026173.1|DKIK	LOC119081469|XP_037046359.1|BCOP
OG0006250	LOC108079258|XP_017029036.1|DKIK	LOC119066524|XP_037024936.1|BCOP
OG0006251	LOC108073738|XP_017021022.1|DKIK	LOC119068202|XP_037027598.1|BCOP
OG0006252	LOC108073605|XP_017020824.1|DKIK	LOC119068195|XP_037027589.1|BCOP
OG0006253	LOC108071739|XP_017018053.1|DKIK	LOC119068746|XP_037028345.1|BCOP
OG0006254	LOC108071717|XP_017018029.1|DKIK, LOC108084960|XP_017036862.1|DKIK	LOC119083084|XP_037048602.1|BCOP
OG0006255	LOC108083708|XP_017035094.1|DKIK	LOC119067443|XP_037026318.1|BCOP
OG0006256	LOC108085970|XP_017038257.1|DKIK	LOC119067618|XP_037026605.1|BCOP
OG0006257	LOC108083832|XP_017035294.1|DKIK	LOC119084249|XP_037050049.1|BCOP
OG0006258	LOC108071816|XP_017018209.1|DKIK	LOC119084215|XP_037050008.1|BCOP
OG0006259	LOC108077738|XP_017026690.1|DKIK	LOC119080412|XP_037044645.1|BCOP
OG0006260	LOC108085960|XP_017038242.1|DKIK	LOC119067767|XP_037026806.1|BCOP
OG0006261	LOC108082188|XP_017032997.1|DKIK	LOC119077126|XP_037040195.1|BCOP
OG0006262	LOC108080157|XP_017030288.1|DKIK	LOC119067763|XP_037026790.1|BCOP
OG0006263	LOC108071749|XP_017018062.1|DKIK	LOC119067770|XP_037026809.1|BCOP
OG0006264	LOC108079204|XP_017028957.1|DKIK	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP
OG0006265	LOC108082446|XP_017033306.1|DKIK	LOC119081884|XP_037047012.1|BCOP
OG0006266	LOC108079269|XP_017029049.1|DKIK	LOC119068726|XP_037028315.1|BCOP
OG0006267	LOC108071846|XP_017018249.1|DKIK	LOC119068503|XP_037028008.1|BCOP
OG0006268	LOC108078342|XP_017027635.1|DKIK	LOC119068029|XP_037027287.1|BCOP
OG0006269	LOC108083173|XP_017034353.1|DKIK	LOC119067492|XP_037026394.1|BCOP
OG0006270	LOC108079992|XP_017030048.1|DKIK	LOC119080351|XP_037044550.1|BCOP
OG0006271	LOC108077863|XP_017026885.1|DKIK	LOC119081194|XP_037045805.1|BCOP
OG0006272	LOC108080134|XP_017030257.1|DKIK	LOC119068973|XP_037028735.1|BCOP
OG0006273	LOC108070540|XP_017016555.1|DKIK	LOC119067318|XP_037026124.1|BCOP
OG0006274	LOC108083394|XP_017034634.1|DKIK	LOC119067400|XP_037026240.1|BCOP
OG0006275	LOC108079220|XP_017028989.1|DKIK	LOC119067653|XP_037026646.1|BCOP
OG0006276	LOC108078714|XP_017028191.1|DKIK	LOC119069195|XP_037029037.1|BCOP
OG0006277	LOC108084287|XP_017035935.1|DKIK	LOC119068276|XP_037027699.1|BCOP
OG0006278	LOC108083385|XP_017034620.1|DKIK	LOC119068411|XP_037027867.1|BCOP
OG0006279	LOC108071789|XP_017018154.1|DKIK	LOC119070335|XP_037030504.1|BCOP
OG0006280	LOC108079784|XP_017029719.1|DKIK	LOC119070329|XP_037030493.1|BCOP
OG0006281	LOC108079783|XP_017029718.1|DKIK	LOC119070328|XP_037030492.1|BCOP
OG0006282	LOC108073123|XP_017020149.1|DKIK	LOC119067433|XP_037026300.1|BCOP
OG0006283	LOC108081034|XP_017031485.1|DKIK	LOC119070380|XP_037030586.1|BCOP
OG0006284	LOC108078869|XP_017028471.1|DKIK	LOC119068384|XP_037027845.1|BCOP
OG0006285	LOC108077772|XP_017026754.1|DKIK	LOC119081571|XP_037046500.1|BCOP
OG0006286	LOC108084299|XP_017035950.1|DKIK	LOC119081570|XP_037046496.1|BCOP
OG0006287	LOC108071837|XP_017018238.1|DKIK	LOC119085725|XP_037052069.1|BCOP
OG0006288	LOC108073677|XP_017020893.1|DKIK	LOC119085724|XP_037052068.1|BCOP
OG0006289	LOC108083938|XP_017035433.1|DKIK	LOC119068629|XP_037028191.1|BCOP
OG0006290	LOC108075258|XP_017023110.1|DKIK	LOC119068630|XP_037028192.1|BCOP
OG0006291	LOC108077302|XP_017026072.1|DKIK	LOC119068620|XP_037028176.1|BCOP
OG0006292	LOC108076074|XP_017024271.1|DKIK	LOC119067710|XP_037026719.1|BCOP
OG0006293	LOC108079081|XP_017028794.1|DKIK	LOC119075201|XP_037037488.1|BCOP
OG0006294	LOC108076696|XP_017025143.1|DKIK	LOC119068636|XP_037028198.1|BCOP
OG0006295	LOC108080405|XP_017030622.1|DKIK	LOC119070617|XP_037030940.1|BCOP
OG0006296	LOC108076942|XP_017025481.1|DKIK	LOC119069629|XP_037029622.1|BCOP
OG0006297	LOC108079958|XP_017030008.1|DKIK	LOC119083356|XP_037048968.1|BCOP
OG0006298	LOC108077063|XP_017025721.1|DKIK	LOC119070548|XP_037030837.1|BCOP
OG0006299	LOC108082916|XP_017033990.1|DKIK	LOC119068856|XP_037028577.1|BCOP
OG0006300	LOC108078989|XP_017028653.1|DKIK	LOC119069877|XP_037029947.1|BCOP
OG0006301	LOC108074167|XP_017021586.1|DKIK	LOC119080579|XP_037044873.1|BCOP
OG0006302	LOC108084485|XP_017036202.1|DKIK	LOC119074800|XP_037036973.1|BCOP
OG0006303	LOC108072442|XP_017019059.1|DKIK	LOC119079438|XP_037043246.1|BCOP
OG0006304	LOC108081127|XP_017031634.1|DKIK	LOC119070576|XP_037030878.1|BCOP
OG0006305	LOC108081146|XP_017031672.1|DKIK	LOC119069638|XP_037029639.1|BCOP
OG0006306	LOC108073411|XP_017020504.1|DKIK	LOC119067080|XP_037025716.1|BCOP
OG0006307	LOC108077747|XP_017026703.1|DKIK	LOC119081772|XP_037046872.1|BCOP
OG0006308	LOC108076621|XP_017025039.1|DKIK	LOC119068626|XP_037028188.1|BCOP
OG0006309	LOC108085941|XP_017038215.1|DKIK	LOC119067301|XP_037026096.1|BCOP
OG0006310	LOC108073242|XP_017020285.1|DKIK	LOC119069841|XP_037029904.1|BCOP
OG0006311	LOC108074203|XP_017021631.1|DKIK	LOC119083648|XP_037049319.1|BCOP
OG0006312	LOC108074259|XP_017021720.1|DKIK	LOC119083645|XP_037049305.1|BCOP
OG0006313	LOC108083486|XP_017034774.1|DKIK	LOC119068397|XP_037027851.1|BCOP
OG0006314	LOC108071706|XP_017018012.1|DKIK	LOC119070405|XP_037030625.1|BCOP
OG0006315	LOC108082952|XP_017034060.1|DKIK	LOC119067513|XP_037026422.1|BCOP
OG0006316	LOC108079871|XP_017029872.1|DKIK	LOC119070604|XP_037030918.1|BCOP
OG0006317	LOC108071856|XP_017018262.1|DKIK	LOC119070605|XP_037030919.1|BCOP
OG0006318	LOC108084654|XP_017036461.1|DKIK	LOC119068912|XP_037028668.1|BCOP
OG0006319	LOC108078540|XP_017027941.1|DKIK	LOC119068652|XP_037028223.1|BCOP
OG0006320	LOC108080171|XP_017030304.1|DKIK	LOC119069667|XP_037029678.1|BCOP
OG0006321	LOC108083363|XP_017034594.1|DKIK	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP
OG0006322	LOC108083950|XP_017035441.1|DKIK	LOC119069934|XP_037030055.1|BCOP
OG0006323	LOC108080241|XP_017030388.1|DKIK	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP
OG0006324	LOC108083421|XP_017034665.1|DKIK	LOC119067131|XP_037025810.1|BCOP
OG0006325	LOC108071344|XP_017017569.1|DKIK	LOC119070061|XP_037030250.1|BCOP
OG0006326	LOC108083093|XP_017034233.1|DKIK	LOC119084235|XP_037050029.1|BCOP
OG0006327	LOC108085009|XP_017036937.1|DKIK	LOC119068146|XP_037027510.1|BCOP
OG0006328	LOC108083669|XP_017035032.1|DKIK	LOC119069544|XP_037029514.1|BCOP
OG0006329	LOC108084644|XP_017036427.1|DKIK	LOC119067417|XP_037026271.1|BCOP
OG0006330	LOC108073433|XP_017020542.1|DKIK	LOC119070026|XP_037030206.1|BCOP
OG0006331	LOC108080122|XP_017030242.1|DKIK	LOC119069941|XP_037030061.1|BCOP
OG0006332	LOC108074948|XP_017022669.1|DKIK	LOC119069068|XP_037028839.1|BCOP
OG0006333	LOC108071786|XP_017018139.1|DKIK	LOC119068527|XP_037028032.1|BCOP
OG0006334	LOC108080347|XP_017030534.1|DKIK	LOC119080908|XP_037045411.1|BCOP
OG0006335	LOC108071345|XP_017017570.1|DKIK	LOC119067584|XP_037026574.1|BCOP
OG0006336	LOC108079266|XP_017029046.1|DKIK	LOC119069077|XP_037028849.1|BCOP
OG0006337	LOC108074128|XP_017021517.1|DKIK	LOC119067395|XP_037026218.1|BCOP
OG0006338	LOC108077736|XP_017026688.1|DKIK	LOC119069047|XP_037028812.1|BCOP
OG0006339	LOC108084798|XP_017036642.1|DKIK	LOC119067133|XP_037025816.1|BCOP
OG0006340	LOC108077019|XP_017025600.1|DKIK	LOC119067146|XP_037025839.1|BCOP
OG0006341	LOC108080109|XP_017030213.1|DKIK	LOC119067139|XP_037025832.1|BCOP
OG0006342	LOC108080160|XP_017030290.1|DKIK	LOC119067127|XP_037025796.1|BCOP
OG0006343	LOC108080022|XP_017030085.1|DKIK	LOC119067128|XP_037025805.1|BCOP
OG0006344	LOC108077117|XP_017025804.1|DKIK	LOC119067138|XP_037025830.1|BCOP
OG0006345	LOC108084194|XP_017035786.1|DKIK	LOC119068318|XP_037027764.1|BCOP
OG0006346	LOC108075749|XP_017023792.1|DKIK	LOC119068325|XP_037027776.1|BCOP
OG0006347	LOC108077755|XP_017026719.1|DKIK	LOC119068317|XP_037027761.1|BCOP
OG0006348	LOC108080129|XP_017030248.1|DKIK	LOC119071867|XP_037032823.1|BCOP
OG0006349	LOC108079405|XP_017029218.1|DKIK	LOC119067441|XP_037026311.1|BCOP
OG0006350	LOC108077571|XP_017026458.1|DKIK	LOC119068700|XP_037028286.1|BCOP
OG0006351	LOC108083409|XP_017034651.1|DKIK	LOC119070396|XP_037030610.1|BCOP
OG0006352	LOC108074703|XP_017022332.1|DKIK	LOC119082541|XP_037047949.1|BCOP
OG0006353	LOC108085842|XP_017038088.1|DKIK	LOC119081989|XP_037047208.1|BCOP
OG0006354	LOC108083695|XP_017035071.1|DKIK	LOC119080714|XP_037045089.1|BCOP
OG0006355	LOC108080105|XP_017030209.1|DKIK	LOC119070398|XP_037030614.1|BCOP
OG0006356	LOC108083843|XP_017035311.1|DKIK	LOC119084407|XP_037050272.1|BCOP
OG0006357	LOC108079936|XP_017029969.1|DKIK	LOC119068052|XP_037027317.1|BCOP
OG0006358	LOC108079801|XP_017029770.1|DKIK	LOC119070350|XP_037030532.1|BCOP
OG0006359	LOC108081037|XP_017031488.1|DKIK	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP
OG0006360	LOC108070964|XP_017017123.1|DKIK	LOC119068396|XP_037027847.1|BCOP
OG0006362	LOC108085771|XP_017038005.1|DKIK	LOC119082186|XP_037047508.1|BCOP
OG0006363	LOC108085226|XP_017037250.1|DKIK	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP
OG0006364	LOC108074562|XP_017022153.1|DKIK	LOC119070074|XP_037030269.1|BCOP
OG0006365	LOC108080014|XP_017030069.1|DKIK	LOC119068965|XP_037028724.1|BCOP
OG0006366	LOC108080072|XP_017030144.1|DKIK	LOC119068959|XP_037028722.1|BCOP
OG0006367	LOC108079989|XP_017030045.1|DKIK	LOC119068549|XP_037028072.1|BCOP
OG0006368	LOC108073741|XP_017020993.1|DKIK	LOC119067745|XP_037026770.1|BCOP
OG0006369	LOC108073713|XP_017020945.1|DKIK	LOC119067738|XP_037026751.1|BCOP
OG0006370	LOC108082947|XP_017034052.1|DKIK	LOC119066993|XP_037025612.1|BCOP
OG0006371	LOC108073693|XP_017020915.1|DKIK	LOC119069324|XP_037029276.1|BCOP
OG0006372	LOC108084930|XP_017036816.1|DKIK	LOC119069319|XP_037029269.1|BCOP
OG0006373	LOC108085962|XP_017038245.1|DKIK	LOC119067684|XP_037026698.1|BCOP
OG0006374	LOC108074246|XP_017021695.1|DKIK	LOC119067669|XP_037026670.1|BCOP
OG0006375	LOC108071745|XP_017018057.1|DKIK	LOC119071516|XP_037032286.1|BCOP
OG0006376	LOC108080106|XP_017030210.1|DKIK	LOC119067612|XP_037026601.1|BCOP
OG0006377	LOC108082957|XP_017034062.1|DKIK	LOC119082725|XP_037048210.1|BCOP
OG0006378	LOC108073523|XP_017020692.1|DKIK	LOC119082747|XP_037048228.1|BCOP
OG0006379	LOC108084464|XP_017036164.1|DKIK	LOC119069624|XP_037029618.1|BCOP
OG0006380	LOC108080259|XP_017030409.1|DKIK	LOC119069610|XP_037029598.1|BCOP
OG0006381	LOC108076704|XP_017025155.1|DKIK	LOC119083233|XP_037048790.1|BCOP
OG0006382	LOC108079467|XP_017029297.1|DKIK	LOC119085586|XP_037051899.1|BCOP
OG0006383	LOC108080286|XP_017030441.1|DKIK	LOC119067801|XP_037026843.1|BCOP
OG0006384	LOC108080412|XP_017030634.1|DKIK	LOC119067804|XP_037026849.1|BCOP
OG0006385	LOC108083692|XP_017035067.1|DKIK	LOC119068285|XP_037027715.1|BCOP
OG0006386	LOC108077387|XP_017026169.1|DKIK	LOC119068281|XP_037027708.1|BCOP
OG0006387	LOC108073676|XP_017020892.1|DKIK	LOC119068284|XP_037027713.1|BCOP
OG0006388	LOC108080315|XP_017030494.1|DKIK	LOC119081602|XP_037046536.1|BCOP
OG0006389	LOC108080316|XP_017030495.1|DKIK	LOC119082345|XP_037047758.1|BCOP
OG0006390	LOC108083189|XP_017034379.1|DKIK	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP
OG0006391	LOC108073259|XP_017020306.1|DKIK	LOC119069708|XP_037029727.1|BCOP
OG0006392	LOC108071794|XP_017018163.1|DKIK	LOC119068750|XP_037028365.1|BCOP
OG0006393	LOC108072621|XP_017019336.1|DKIK	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP
OG0006394	LOC108075587|XP_017023596.1|DKIK	LOC119068309|XP_037027745.1|BCOP
OG0006395	LOC108083179|XP_017034368.1|DKIK	LOC119069232|XP_037029167.1|BCOP
OG0006396	LOC108082963|XP_017034074.1|DKIK	LOC119075794|XP_037038256.1|BCOP
OG0006397	LOC108079430|XP_017029251.1|DKIK	LOC119067830|XP_037026898.1|BCOP
OG0006398	LOC108079151|XP_017028888.1|DKIK	LOC119074640|XP_037036811.1|BCOP
OG0006399	LOC108083440|XP_017034685.1|DKIK	LOC119079764|XP_037043742.1|BCOP
OG0006400	LOC108083436|XP_017034680.1|DKIK	LOC119067813|XP_037026861.1|BCOP
OG0006401	LOC108085517|XP_017037634.1|DKIK	LOC119071281|XP_037032042.1|BCOP
OG0006402	LOC108084816|XP_017036665.1|DKIK	LOC119069682|XP_037029697.1|BCOP
OG0006403	LOC108084856|XP_017036725.1|DKIK	LOC119069677|XP_037029691.1|BCOP
OG0006404	LOC108082846|XP_017033910.1|DKIK	LOC119068335|XP_037027788.1|BCOP
OG0006405	LOC108075319|XP_017023214.1|DKIK	LOC119068342|XP_037027792.1|BCOP
OG0006406	LOC108070718|XP_017016800.1|DKIK	LOC119068794|XP_037028452.1|BCOP
OG0006407	LOC108071804|XP_017018185.1|DKIK	LOC119069218|XP_037029090.1|BCOP
OG0006408	LOC108074163|XP_017021562.1|DKIK	LOC119068829|XP_037028493.1|BCOP
OG0006409	LOC108083610|XP_017034971.1|DKIK	LOC119069279|XP_037029236.1|BCOP
OG0006410	LOC108085953|XP_017038229.1|DKIK	LOC119068783|XP_037028438.1|BCOP
OG0006411	LOC108076098|XP_017024310.1|DKIK	LOC119069611|XP_037029599.1|BCOP
OG0006412	LOC108085584|XP_017037740.1|DKIK	LOC119069360|XP_037029328.1|BCOP
OG0006413	LOC108085581|XP_017037732.1|DKIK	LOC119068478|XP_037027984.1|BCOP
OG0006414	LOC108085484|XP_017037594.1|DKIK	LOC119068480|XP_037027986.1|BCOP
OG0006415	LOC108080102|XP_017030204.1|DKIK	LOC119074402|XP_037036419.1|BCOP
OG0006416	LOC108079417|XP_017029233.1|DKIK	LOC119068463|XP_037027951.1|BCOP
OG0006417	LOC108075791|XP_017023848.1|DKIK	LOC119081352|XP_037046095.1|BCOP
OG0006418	LOC108077096|XP_017025770.1|DKIK	LOC119067234|XP_037025985.1|BCOP
OG0006419	LOC108086030|XP_017038331.1|DKIK	LOC119068222|XP_037027613.1|BCOP
OG0006420	LOC108081110|XP_017031599.1|DKIK	LOC119070511|XP_037030767.1|BCOP
OG0006421	LOC108073626|XP_017020814.1|DKIK	LOC119067197|XP_037025923.1|BCOP
OG0006422	LOC108074443|XP_017021974.1|DKIK	LOC119070225|XP_037030394.1|BCOP
OG0006423	LOC108084180|XP_017035760.1|DKIK	LOC119083146|XP_037048684.1|BCOP
OG0006424	LOC108084183|XP_017035763.1|DKIK	LOC119083152|XP_037048693.1|BCOP
OG0006425	LOC108075644|XP_017023677.1|DKIK	LOC119067081|XP_037025719.1|BCOP
OG0006426	LOC108075643|XP_017023676.1|DKIK	LOC119067079|XP_037025714.1|BCOP
OG0006427	LOC108083737|XP_017035136.1|DKIK	LOC119082158|XP_037047457.1|BCOP
OG0006428	LOC108084818|XP_017036667.1|DKIK	LOC119085108|XP_037051261.1|BCOP
OG0006429	LOC108084566|XP_017036312.1|DKIK	LOC119069186|XP_037029022.1|BCOP
OG0006430	LOC108075293|XP_017023176.1|DKIK	LOC119069817|XP_037029874.1|BCOP
OG0006431	LOC108073456|XP_017020580.1|DKIK	LOC119067912|XP_037027105.1|BCOP
OG0006432	LOC108073067|XP_017020025.1|DKIK	LOC119067937|XP_037027147.1|BCOP
OG0006433	LOC108075502|XP_017023459.1|DKIK	LOC119068716|XP_037028300.1|BCOP
OG0006434	LOC108076970|XP_017025509.1|DKIK	LOC119081543|XP_037046449.1|BCOP
OG0006435	LOC108083979|XP_017035479.1|DKIK	LOC119067880|XP_037027046.1|BCOP
OG0006436	LOC108085949|XP_017038224.1|DKIK	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP
OG0006437	LOC108071788|XP_017018144.1|DKIK	LOC119084261|XP_037050069.1|BCOP
OG0006438	LOC108086087|XP_017038393.1|DKIK	LOC119069512|XP_037029484.1|BCOP
OG0006439	LOC108077614|XP_017026510.1|DKIK	LOC119068459|XP_037027939.1|BCOP
OG0006440	LOC108077575|XP_017026459.1|DKIK	LOC119067432|XP_037026299.1|BCOP
OG0006441	LOC108070670|XP_017016733.1|DKIK	LOC119077413|XP_037040521.1|BCOP
OG0006442	LOC108073565|XP_017020741.1|DKIK	LOC119074148|XP_037036043.1|BCOP
OG0006443	LOC108080472|XP_017030706.1|DKIK	LOC119069909|XP_037030010.1|BCOP
OG0006444	LOC108085875|XP_017038126.1|DKIK	LOC119082481|XP_037047896.1|BCOP
OG0006445	LOC108076005|XP_017024149.1|DKIK	LOC119070123|XP_037030337.1|BCOP
OG0006446	LOC108073528|XP_017020698.1|DKIK	LOC119069926|XP_037030044.1|BCOP
OG0006447	LOC108073309|XP_017020356.1|DKIK	LOC119069930|XP_037030048.1|BCOP
OG0006448	LOC108084609|XP_017036381.1|DKIK	LOC119068561|XP_037028084.1|BCOP
OG0006449	LOC108084537|XP_017036263.1|DKIK	LOC119068558|XP_037028079.1|BCOP
OG0006450	LOC108085333|XP_017037377.1|DKIK	LOC119078020|XP_037041307.1|BCOP
OG0006451	LOC108071769|XP_017018099.1|DKIK	LOC119070592|XP_037030905.1|BCOP
OG0006452	LOC108073500|XP_017020656.1|DKIK	LOC119080307|XP_037044480.1|BCOP
OG0006453	LOC108071972|XP_017018436.1|DKIK	LOC119079065|XP_037042768.1|BCOP
OG0006454	LOC108080340|XP_017030529.1|DKIK	LOC119078355|XP_037041750.1|BCOP
OG0006455	LOC108080787|XP_017031143.1|DKIK	LOC119069448|XP_037029398.1|BCOP
OG0006456	LOC108080828|XP_017031221.1|DKIK	LOC119078482|XP_037041933.1|BCOP
OG0006457	LOC108074104|XP_017021491.1|DKIK	LOC119067351|XP_037026156.1|BCOP
OG0006458	LOC108077057|XP_017025711.1|DKIK	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP
OG0006459	LOC108084249|XP_017035875.1|DKIK	LOC119078257|XP_037041647.1|BCOP
OG0006460	LOC108084559|XP_017036303.1|DKIK	LOC119081699|XP_037046701.1|BCOP
OG0006461	LOC108075520|XP_017023502.1|DKIK	LOC119082805|XP_037048350.1|BCOP
OG0006462	LOC108080968|XP_017031370.1|DKIK	LOC119070462|XP_037030710.1|BCOP
OG0006463	LOC108081255|XP_017031834.1|DKIK	LOC119069962|XP_037030090.1|BCOP
OG0006464	LOC108075276|XP_017023146.1|DKIK	LOC119069982|XP_037030121.1|BCOP
OG0006465	LOC108080253|XP_017030402.1|DKIK	LOC119073276|XP_037034553.1|BCOP
OG0006466	LOC108071721|XP_017018035.1|DKIK	LOC119079296|XP_037042978.1|BCOP
OG0006467	LOC108085743|XP_017037964.1|DKIK	LOC119068460|XP_037027941.1|BCOP
OG0006468	LOC108084529|XP_017036254.1|DKIK	LOC119080938|XP_037045459.1|BCOP
OG0006469	LOC108083412|XP_017034656.1|DKIK	LOC119068776|XP_037028431.1|BCOP
OG0006470	LOC108078880|XP_017028496.1|DKIK	LOC119068428|XP_037027891.1|BCOP
OG0006471	LOC108084565|XP_017036311.1|DKIK	LOC119073968|XP_037035769.1|BCOP
OG0006472	LOC108084622|XP_017036399.1|DKIK	LOC119067217|XP_037025958.1|BCOP
OG0006473	LOC108078948|XP_017028586.1|DKIK	LOC119081915|XP_037047050.1|BCOP
OG0006474	LOC108076235|XP_017024469.1|DKIK	LOC119082692|XP_037048163.1|BCOP
OG0006475	LOC108085649|XP_017037827.1|DKIK	LOC119067896|XP_037027081.1|BCOP
OG0006476	LOC108080399|XP_017030615.1|DKIK	LOC119068097|XP_037027415.1|BCOP
OG0006477	LOC108082914|XP_017033987.1|DKIK	LOC119068115|XP_037027459.1|BCOP
OG0006479	LOC108084573|XP_017036329.1|DKIK	LOC119085649|XP_037051983.1|BCOP
