Orthogroup	BCOP.longest_only	DBIA.longest_only
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC108023925|XP_016949099.1|DBIA
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC108036568|XP_016968304.1|DBIA
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC108026972|XP_016953677.1|DBIA
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC108031809|XP_016961021.1|DBIA
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC108027320|XP_016954213.1|DBIA
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC108035052|XP_016965920.1|DBIA
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC108023401|XP_016948340.1|DBIA
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC108024754|XP_016950352.1|DBIA
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC108023463|XP_016948467.1|DBIA
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC108025691|XP_016951714.1|DBIA
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC108023852|XP_016948988.1|DBIA
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC108023866|XP_016949019.1|DBIA
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC108035996|XP_016967364.1|DBIA
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC108035430|XP_016966550.1|DBIA
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC108033140|XP_016962852.1|DBIA
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC108024036|XP_016949299.1|DBIA
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC108023448|XP_016948429.1|DBIA
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC108024943|XP_016950648.1|DBIA
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC108036192|XP_016967675.1|DBIA
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC108023522|XP_016948563.1|DBIA
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC108023486|XP_016948500.1|DBIA
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC108032133|XP_016961456.1|DBIA
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC108035963|XP_016967265.1|DBIA
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC108026454|XP_016952883.1|DBIA
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC108023817|XP_016948952.1|DBIA
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC108031703|XP_016960853.1|DBIA
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC108027316|XP_016954205.1|DBIA
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC108023821|XP_016948957.1|DBIA
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC108023556|XP_016948629.1|DBIA
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC108032182|XP_016961526.1|DBIA
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC108031476|XP_016960426.1|DBIA
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC108030961|XP_016959649.1|DBIA
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC108024624|XP_016950155.1|DBIA
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC108025258|XP_016951104.1|DBIA
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC108031832|XP_016961064.1|DBIA
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC108024748|XP_016950344.1|DBIA
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC108025075|XP_016950822.1|DBIA
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC108028634|XP_016956046.1|DBIA
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC108024000|XP_016949229.1|DBIA
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC108023999|XP_016949228.1|DBIA
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC108032531|XP_016961884.1|DBIA
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC108032872|XP_016962361.1|DBIA
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC108024591|XP_016950087.1|DBIA
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC108035222|XP_016966239.1|DBIA
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC108031155|XP_016959859.1|DBIA
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC108024251|XP_016949626.1|DBIA
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC108025243|XP_016951079.1|DBIA
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC108035680|XP_016966879.1|DBIA
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC108034867|XP_016965536.1|DBIA
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC108034863|XP_016965527.1|DBIA
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC108025788|XP_016951906.1|DBIA
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC108035639|XP_016966833.1|DBIA
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC108026220|XP_016952532.1|DBIA
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC108026255|XP_016952598.1|DBIA
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC108024604|XP_016950108.1|DBIA
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC108024606|XP_016950110.1|DBIA
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC108031985|XP_016961268.1|DBIA
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC108026334|XP_016952726.1|DBIA
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC108025463|XP_016951454.1|DBIA
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC108036542|XP_016968254.1|DBIA
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC108028491|XP_016955850.1|DBIA
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC108024353|XP_016949744.1|DBIA
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC108025070|XP_016950817.1|DBIA
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC108026782|XP_016953429.1|DBIA
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC108023882|XP_016949055.1|DBIA
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC108031710|XP_016960864.1|DBIA
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC108032201|XP_016961548.1|DBIA
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC108025023|XP_016950767.1|DBIA
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC108026162|XP_016952384.1|DBIA
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC108023870|XP_016949038.1|DBIA
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC108032086|XP_016961399.1|DBIA
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC108031992|XP_016961275.1|DBIA
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC108031500|XP_016960490.1|DBIA
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC108028821|XP_016956297.1|DBIA
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC108035626|XP_016966808.1|DBIA
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC108027257|XP_016954108.1|DBIA
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC108024858|XP_016950492.1|DBIA
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC108031861|XP_016961104.1|DBIA
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC108034833|XP_016965434.1|DBIA
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC108035445|XP_016966569.1|DBIA
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC108034568|XP_016964988.1|DBIA
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC108035417|XP_016966528.1|DBIA
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC108031221|XP_016959946.1|DBIA
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC108031502|XP_016960493.1|DBIA
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC108035891|XP_016967137.1|DBIA
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC108032939|XP_016962500.1|DBIA
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC108023729|XP_016948859.1|DBIA
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC108023350|XP_016948183.1|DBIA
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC108023347|XP_016948176.1|DBIA
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC108032962|XP_016962521.1|DBIA
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC108026068|XP_016952252.1|DBIA
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC108025342|XP_016951265.1|DBIA
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC108027184|XP_016953974.1|DBIA
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC108036608|XP_016968358.1|DBIA
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC108023276|XP_016948051.1|DBIA
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC108024567|XP_016950051.1|DBIA
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC108025794|XP_016951914.1|DBIA
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC108031601|XP_016960668.1|DBIA
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC108032122|XP_016961444.1|DBIA
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC108035314|XP_016966377.1|DBIA
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC108025246|XP_016951089.1|DBIA
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC108027530|XP_016954463.1|DBIA
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC108023818|XP_016948954.1|DBIA
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC108023824|XP_016948963.1|DBIA
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC108023842|XP_016948979.1|DBIA
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC108024173|XP_016949482.1|DBIA
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC108034548|XP_016964964.1|DBIA
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC108022348|XP_016946699.1|DBIA
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC108023280|XP_016948061.1|DBIA
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC108028783|XP_016956252.1|DBIA
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC108030876|XP_016959520.1|DBIA
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC108023484|XP_016948496.1|DBIA
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC108031566|XP_016960609.1|DBIA
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC108023915|XP_016949092.1|DBIA
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC108022682|XP_016947242.1|DBIA
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC108024258|XP_016949634.1|DBIA
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC108031434|XP_016960335.1|DBIA
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC108026358|XP_016952753.1|DBIA
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC108028460|XP_016955805.1|DBIA
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC108024822|XP_016950441.1|DBIA
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC108031063|XP_016959758.1|DBIA
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC108035573|XP_016966733.1|DBIA
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC108035493|XP_016966633.1|DBIA
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC108030891|XP_016959553.1|DBIA
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC108030464|XP_016958852.1|DBIA
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC108035194|XP_016966173.1|DBIA
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC108028492|XP_016955855.1|DBIA
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC108026270|XP_016952620.1|DBIA
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC108026269|XP_016952619.1|DBIA
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC108025083|XP_016950831.1|DBIA
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC108024613|XP_016950129.1|DBIA
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC108024231|XP_016949592.1|DBIA
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC108024184|XP_016949509.1|DBIA
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC108029234|XP_016956917.1|DBIA
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC108023528|XP_016948579.1|DBIA
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC108033079|XP_016962737.1|DBIA
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC108025415|XP_016951389.1|DBIA
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC108032486|XP_016961798.1|DBIA
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC108032982|XP_016962548.1|DBIA
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC108025393|XP_016951358.1|DBIA
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC108031831|XP_016961061.1|DBIA
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC108026072|XP_016952259.1|DBIA
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC108026281|XP_016952635.1|DBIA
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC108031343|XP_016960096.1|DBIA
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC108023823|XP_016948961.1|DBIA
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC108032065|XP_016961372.1|DBIA
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC108024670|XP_016950231.1|DBIA
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC108027207|XP_016954008.1|DBIA
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC108032909|XP_016962462.1|DBIA
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC108032203|XP_016961554.1|DBIA
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC108032789|XP_016962283.1|DBIA
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC108028734|XP_016956189.1|DBIA
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC108028733|XP_016956188.1|DBIA
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC108024676|XP_016950235.1|DBIA
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC108024493|XP_016949916.1|DBIA
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC108025438|XP_016951418.1|DBIA
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC108026383|XP_016952792.1|DBIA
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC108026246|XP_016952575.1|DBIA
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC108036616|XP_016968368.1|DBIA
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC108024021|XP_016949271.1|DBIA
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC108023466|XP_016948471.1|DBIA
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC108025695|XP_016951722.1|DBIA
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC108031539|XP_016960565.1|DBIA
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC108027170|XP_016953940.1|DBIA
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC108027167|XP_016953934.1|DBIA
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC108035523|XP_016966680.1|DBIA
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC108025397|XP_016951361.1|DBIA
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC108023690|XP_016948802.1|DBIA
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC108024236|XP_016949598.1|DBIA
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC108023765|XP_016948894.1|DBIA
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC108027249|XP_016954092.1|DBIA
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC108032243|XP_016961596.1|DBIA
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC108027248|XP_016954089.1|DBIA
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC108035685|XP_016966889.1|DBIA
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC108026407|XP_016952822.1|DBIA
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC108023629|XP_016948732.1|DBIA
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC108023433|XP_016948409.1|DBIA
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC108035786|XP_016967005.1|DBIA
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC108024083|XP_016949350.1|DBIA
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC108029302|XP_016956994.1|DBIA
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC108030266|XP_016958582.1|DBIA
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC108028526|XP_016955941.1|DBIA
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC108035580|XP_016966739.1|DBIA
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC108035690|XP_016966897.1|DBIA
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC108031744|XP_016960930.1|DBIA
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC108024313|XP_016949705.1|DBIA
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC108023812|XP_016948946.1|DBIA
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC108024828|XP_016950448.1|DBIA
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC108026103|XP_016952292.1|DBIA
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC108027640|XP_016954646.1|DBIA
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC108026101|XP_016952290.1|DBIA
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC108035652|XP_016966847.1|DBIA
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC108025906|XP_016952083.1|DBIA
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC108025855|XP_016952015.1|DBIA
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC108025806|XP_016951943.1|DBIA
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC108024096|XP_016949359.1|DBIA
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC108035198|XP_016966181.1|DBIA
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC108029388|XP_016957104.1|DBIA
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC108032893|XP_016962418.1|DBIA
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC108023209|XP_016947963.1|DBIA
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC108027210|XP_016954013.1|DBIA
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC108036623|XP_016968383.1|DBIA
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC108027192|XP_016953983.1|DBIA
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC108026308|XP_016952681.1|DBIA
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC108024562|XP_016950040.1|DBIA
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC108031681|XP_016960813.1|DBIA
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC108023414|XP_016948363.1|DBIA
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC108033907|XP_016964062.1|DBIA
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC108021900|XP_016946207.1|DBIA
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC108021892|XP_016946184.1|DBIA
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC108021977|XP_016946307.1|DBIA
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC108032186|XP_016961531.1|DBIA
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC108035160|XP_016966105.1|DBIA
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC108027388|XP_016954313.1|DBIA
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC108025276|XP_016951130.1|DBIA
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC108029685|XP_016957628.1|DBIA
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC108026320|XP_016952698.1|DBIA
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC108031753|XP_016960948.1|DBIA
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC108026495|XP_016952934.1|DBIA
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC108023230|XP_016947994.1|DBIA
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC108023391|XP_016948301.1|DBIA
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC108025897|XP_016952071.1|DBIA
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC108033030|XP_016962645.1|DBIA
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC108023996|XP_016949221.1|DBIA
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC108033119|XP_016962817.1|DBIA
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC108023197|XP_016947944.1|DBIA
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC108033139|XP_016962851.1|DBIA
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC108023447|XP_016948428.1|DBIA
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC108023327|XP_016948119.1|DBIA
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC108023645|XP_016948751.1|DBIA
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC108023358|XP_016948227.1|DBIA
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC108024255|XP_016949631.1|DBIA
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC108025624|XP_016951648.1|DBIA
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC108025701|XP_016951726.1|DBIA
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC108033785|XP_016963879.1|DBIA
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC108023545|XP_016948611.1|DBIA
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC108026312|XP_016952688.1|DBIA
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC108023464|XP_016948468.1|DBIA
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC108026265|XP_016952614.1|DBIA
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC108023278|XP_016948053.1|DBIA
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC108027540|XP_016954474.1|DBIA
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC108023810|XP_016948943.1|DBIA
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC108034982|XP_016965802.1|DBIA
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC108022989|XP_016947706.1|DBIA
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC108023648|XP_016948754.1|DBIA
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC108023248|XP_016948017.1|DBIA
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC108027560|XP_016954525.1|DBIA
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC108031761|XP_016960958.1|DBIA
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC108031520|XP_016960527.1|DBIA
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC108031497|XP_016960481.1|DBIA
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC108026254|XP_016952597.1|DBIA
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC108027196|XP_016953991.1|DBIA
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC108033717|XP_016963739.1|DBIA
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC108035918|XP_016967183.1|DBIA
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC108027842|XP_016954922.1|DBIA
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC108025823|XP_016951964.1|DBIA
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC108023262|XP_016948033.1|DBIA
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC108035813|XP_016967050.1|DBIA
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC108022565|XP_016947052.1|DBIA
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC108024196|XP_016949532.1|DBIA
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC108024294|XP_016949683.1|DBIA
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC108030513|XP_016958927.1|DBIA
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC108021961|XP_016946280.1|DBIA
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC108022769|XP_016947366.1|DBIA
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC108024601|XP_016950104.1|DBIA
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC108029637|XP_016957529.1|DBIA
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC108024182|XP_016949507.1|DBIA
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC108023558|XP_016948632.1|DBIA
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC108025754|XP_016951837.1|DBIA
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC108028300|XP_016955512.1|DBIA
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC108030913|XP_016959591.1|DBIA
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC108023584|XP_016948671.1|DBIA
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC108023560|XP_016948636.1|DBIA
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC108023393|XP_016948307.1|DBIA
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC108029442|XP_016957179.1|DBIA
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC108030759|XP_016959304.1|DBIA
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC108027898|XP_016955006.1|DBIA
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC108030928|XP_016959611.1|DBIA
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC108028852|XP_016956325.1|DBIA
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC108030631|XP_016959124.1|DBIA
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC108030594|XP_016959060.1|DBIA
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC108028048|XP_016955176.1|DBIA
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC108035566|XP_016966724.1|DBIA
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC108028280|XP_016955474.1|DBIA
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC108031437|XP_016960339.1|DBIA
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC108028904|XP_016956412.1|DBIA
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC108030280|XP_016958595.1|DBIA
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC108023904|XP_016949081.1|DBIA
