Orthogroup	BCOP.longest_only	DNOV.longest_only
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC115767708|XP_030567861.1|DNOV
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC115760388|XP_030557548.1|DNOV
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC115769608|XP_030570367.1|DNOV
OG0007450	LOC119078266|XP_037041659.1|BCOP	LOC115765964|XP_030565577.1|DNOV
OG0007451	LOC119066944|XP_037025555.1|BCOP	LOC115771427|XP_030572990.1|DNOV
OG0007452	LOC119066943|XP_037025554.1|BCOP	LOC115771495|XP_030573080.1|DNOV
OG0007453	LOC119075408|XP_037037747.1|BCOP	LOC115767587|XP_030567738.1|DNOV
OG0007454	LOC119067953|XP_037027172.1|BCOP	LOC115767240|XP_030567304.1|DNOV
OG0007455	LOC119072385|XP_037033482.1|BCOP	LOC115758116|XP_030554529.1|DNOV
OG0007456	LOC119072380|XP_037033475.1|BCOP	LOC115766854|XP_030566769.1|DNOV
OG0007457	LOC119086065|XP_037052536.1|BCOP	LOC115769961|XP_030570867.1|DNOV
OG0007458	LOC119086067|XP_037052538.1|BCOP	LOC115758840|XP_030555481.1|DNOV
OG0007459	LOC119086063|XP_037052534.1|BCOP	LOC115761205|XP_030558749.1|DNOV
OG0007460	LOC119066912|XP_037025507.1|BCOP	LOC115766478|XP_030566320.1|DNOV
OG0007461	LOC119071711|XP_037032600.1|BCOP	LOC115770118|XP_030571101.1|DNOV
OG0007462	LOC119071789|XP_037032745.1|BCOP	LOC115768416|XP_030568848.1|DNOV
OG0007463	LOC119071716|XP_037032607.1|BCOP	LOC115768468|XP_030568905.1|DNOV
OG0007464	LOC119071713|XP_037032604.1|BCOP	LOC115770119|XP_030571103.1|DNOV
OG0007465	LOC119078308|XP_037041707.1|BCOP	LOC115771506|XP_030573095.1|DNOV
OG0007467	LOC119079618|XP_037043509.1|BCOP	LOC115757971|XP_030554314.1|DNOV
OG0007468	LOC119067341|XP_037026144.1|BCOP	LOC115758190|XP_030554593.1|DNOV
OG0007469	LOC119086024|XP_037052491.1|BCOP	LOC115768530|XP_030568981.1|DNOV
OG0007470	LOC119070867|XP_037031274.1|BCOP	LOC115760103|XP_030557152.1|DNOV
OG0007471	LOC119071259|XP_037032003.1|BCOP	LOC115764467|XP_030563369.1|DNOV
OG0007472	LOC119074207|XP_037036098.1|BCOP	LOC115765183|XP_030564470.1|DNOV
OG0007473	LOC119072342|XP_037033423.1|BCOP	LOC115770232|XP_030571298.1|DNOV
OG0007474	LOC119079075|XP_037042780.1|BCOP	LOC115758546|XP_030555106.1|DNOV
OG0007475	LOC119066931|XP_037025539.1|BCOP	LOC115762747|XP_030560945.1|DNOV
OG0007476	LOC119074279|XP_037036193.1|BCOP	LOC115768590|XP_030569096.1|DNOV
OG0007477	LOC119067543|XP_037026503.1|BCOP	LOC115768571|XP_030569063.1|DNOV
OG0007478	LOC119070975|XP_037031450.1|BCOP	LOC115763058|XP_030561344.1|DNOV
OG0007479	LOC119071206|XP_037031893.1|BCOP	LOC115765123|XP_030564379.1|DNOV
OG0007480	LOC119072669|XP_037033821.1|BCOP	LOC115770754|XP_030572026.1|DNOV
OG0007482	LOC119066885|XP_037025468.1|BCOP	LOC115758324|XP_030554751.1|DNOV
OG0007483	LOC119077046|XP_037040070.1|BCOP	LOC115758238|XP_030554655.1|DNOV
OG0007484	LOC119074625|XP_037036787.1|BCOP	LOC115765202|XP_030564498.1|DNOV
OG0007485	LOC119074670|XP_037036849.1|BCOP	LOC115767598|XP_030567750.1|DNOV
OG0007486	LOC119067566|XP_037026542.1|BCOP	LOC115769006|XP_030569575.1|DNOV
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC115766753|XP_030566591.1|DNOV
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC115771453|XP_030573028.1|DNOV
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC115770594|XP_030571789.1|DNOV
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC115768303|XP_030568707.1|DNOV
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC115768026|XP_030568305.1|DNOV
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC115761683|XP_030559402.1|DNOV
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC115769067|XP_030569641.1|DNOV
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC115763557|XP_030562036.1|DNOV
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC115765112|XP_030564360.1|DNOV
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC115768218|XP_030568604.1|DNOV
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC115770502|XP_030571657.1|DNOV
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC115770076|XP_030571040.1|DNOV
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC115771523|XP_030573118.1|DNOV
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC115771524|XP_030573119.1|DNOV
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC115771455|XP_030573030.1|DNOV
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC115767477|XP_030567641.1|DNOV
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC115765503|XP_030564976.1|DNOV
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC115770212|XP_030571266.1|DNOV
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC115770107|XP_030571084.1|DNOV
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC115770105|XP_030571082.1|DNOV
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC115760167|XP_030557247.1|DNOV
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC115759313|XP_030556083.1|DNOV
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC115763511|XP_030561968.1|DNOV
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC115764590|XP_030563601.1|DNOV
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC115763481|XP_030561926.1|DNOV
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC115763674|XP_030562206.1|DNOV
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC115765892|XP_030565494.1|DNOV
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC115765470|XP_030564910.1|DNOV
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC115765959|XP_030565571.1|DNOV
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC115771512|XP_030573107.1|DNOV
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC115757827|XP_030554111.1|DNOV
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC115762907|XP_030561148.1|DNOV
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC115768914|XP_030569504.1|DNOV
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC115766383|XP_030566146.1|DNOV
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC115769007|XP_030569576.1|DNOV
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC115758225|XP_030554637.1|DNOV
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC115758756|XP_030555375.1|DNOV
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC115769304|XP_030569892.1|DNOV
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC115771885|XP_030573631.1|DNOV
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC115769907|XP_030570789.1|DNOV
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC115767458|XP_030567622.1|DNOV
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC115760209|XP_030557309.1|DNOV
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC115760369|XP_030557522.1|DNOV
OG0007531	LOC119076289|XP_037038845.1|BCOP	LOC115767469|XP_030567635.1|DNOV
OG0007532	LOC119071891|XP_037032885.1|BCOP	LOC115757950|XP_030554283.1|DNOV
OG0007534	LOC119066784|XP_037025341.1|BCOP	LOC115770388|XP_030571496.1|DNOV
OG0007535	LOC119072811|XP_037034000.1|BCOP	LOC115771543|XP_030573142.1|DNOV
OG0007536	LOC119084476|XP_037050359.1|BCOP	LOC115770620|XP_030571817.1|DNOV
OG0007537	LOC119082303|XP_037047681.1|BCOP	LOC115771546|XP_030573146.1|DNOV
OG0007538	LOC119082344|XP_037047752.1|BCOP	LOC115771485|XP_030573067.1|DNOV
OG0007539	LOC119077843|XP_037041057.1|BCOP	LOC115759872|XP_030556842.1|DNOV
OG0007540	LOC119068307|XP_037027744.1|BCOP	LOC115771613|XP_030573244.1|DNOV
OG0007541	LOC119085375|XP_037051652.1|BCOP	LOC115758001|XP_030554355.1|DNOV
OG0007542	LOC119071896|XP_037032894.1|BCOP	LOC115766587|XP_030566433.1|DNOV
OG0007543	LOC119081001|XP_037045567.1|BCOP	LOC115766735|XP_030566556.1|DNOV
OG0007544	LOC119072367|XP_037033456.1|BCOP	LOC115769312|XP_030569907.1|DNOV
OG0007545	LOC119077013|XP_037040021.1|BCOP	LOC115758818|XP_030555455.1|DNOV
OG0007546	LOC119072202|XP_037033265.1|BCOP	LOC115765729|XP_030565252.1|DNOV
OG0007547	LOC119076939|XP_037039873.1|BCOP	LOC115757953|XP_030554287.1|DNOV
OG0007548	LOC119070873|XP_037031284.1|BCOP	LOC115769504|XP_030570189.1|DNOV
OG0007549	LOC119083284|XP_037048867.1|BCOP	LOC115770284|XP_030571376.1|DNOV
OG0007550	LOC119085556|XP_037051866.1|BCOP	LOC115770466|XP_030571602.1|DNOV
OG0007551	LOC119083261|XP_037048837.1|BCOP	LOC115758557|XP_030555128.1|DNOV
OG0007552	LOC119066218|XP_037024436.1|BCOP	LOC115765899|XP_030565501.1|DNOV
OG0007553	LOC119083274|XP_037048856.1|BCOP	LOC115758724|XP_030555335.1|DNOV
OG0007554	LOC119071641|XP_037032496.1|BCOP	LOC115762594|XP_030560743.1|DNOV
OG0007555	LOC119075523|XP_037037886.1|BCOP	LOC115758234|XP_030554646.1|DNOV
OG0007556	LOC119066114|XP_037024290.1|BCOP	LOC115758082|XP_030554457.1|DNOV
OG0007557	LOC119074241|XP_037036158.1|BCOP	LOC115757977|XP_030554318.1|DNOV
OG0007558	LOC119071901|XP_037032901.1|BCOP	LOC115758596|XP_030555197.1|DNOV
OG0007559	LOC119085112|XP_037051265.1|BCOP	LOC115758615|XP_030555208.1|DNOV
OG0007560	LOC119085945|XP_037052394.1|BCOP	LOC115770164|XP_030571182.1|DNOV
OG0007561	LOC119070673|XP_037031007.1|BCOP	LOC115771515|XP_030573110.1|DNOV
OG0007562	LOC119066841|XP_037025401.1|BCOP	LOC115770373|XP_030571479.1|DNOV
OG0007563	LOC119083169|XP_037048723.1|BCOP	LOC115766527|XP_030566357.1|DNOV
OG0007564	LOC119071615|XP_037032449.1|BCOP	LOC115769669|XP_030570443.1|DNOV
OG0007566	LOC119076249|XP_037038810.1|BCOP	LOC115757942|XP_030554274.1|DNOV
OG0007567	LOC119067474|XP_037026370.1|BCOP	LOC115761638|XP_030559329.1|DNOV
OG0007568	LOC119082249|XP_037047606.1|BCOP	LOC115758195|XP_030554599.1|DNOV
OG0007569	LOC119082584|XP_037048017.1|BCOP	LOC115767428|XP_030567566.1|DNOV
OG0007570	LOC119082690|XP_037048158.1|BCOP	LOC115758285|XP_030554708.1|DNOV
OG0007571	LOC119082703|XP_037048176.1|BCOP	LOC115758194|XP_030554596.1|DNOV
OG0007572	LOC119072260|XP_037033344.1|BCOP	LOC115764555|XP_030563537.1|DNOV
OG0007573	LOC119066186|XP_037024383.1|BCOP	LOC115763948|XP_030562604.1|DNOV
OG0007574	LOC119082036|XP_037047254.1|BCOP	LOC115760573|XP_030557847.1|DNOV
OG0007575	LOC119070661|XP_037030986.1|BCOP	LOC115767426|XP_030567562.1|DNOV
OG0007576	LOC119074599|XP_037036740.1|BCOP	LOC115769154|XP_030569708.1|DNOV
OG0007577	LOC119084047|XP_037049778.1|BCOP	LOC115766413|XP_030566193.1|DNOV
OG0007578	LOC119066631|XP_037025087.1|BCOP	LOC115760144|XP_030557212.1|DNOV
OG0007579	LOC119067398|XP_037026237.1|BCOP	LOC115759478|XP_030556275.1|DNOV
OG0007580	LOC119066013|XP_037024125.1|BCOP	LOC115769963|XP_030570873.1|DNOV
OG0007581	LOC119072272|XP_037033359.1|BCOP	LOC115759011|XP_030555682.1|DNOV
OG0007582	LOC119071322|XP_037032102.1|BCOP	LOC115767922|XP_030568150.1|DNOV
OG0007583	LOC119066884|XP_037025467.1|BCOP	LOC115757833|XP_030554125.1|DNOV
OG0007584	LOC119076004|XP_037038472.1|BCOP	LOC115768173|XP_030568535.1|DNOV
OG0007585	LOC119074864|XP_037037080.1|BCOP	LOC115771475|XP_030573057.1|DNOV
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	LOC115769266|XP_030569836.1|DNOV
OG0007587	LOC119078321|XP_037041721.1|BCOP	LOC115759102|XP_030555803.1|DNOV
OG0007588	LOC119082269|XP_037047631.1|BCOP	LOC115760156|XP_030557228.1|DNOV
OG0007589	LOC119068451|XP_037027925.1|BCOP	LOC115765350|XP_030564723.1|DNOV
OG0007590	LOC119086036|XP_037052505.1|BCOP	LOC115770473|XP_030571615.1|DNOV
OG0007591	LOC119072631|XP_037033770.1|BCOP	LOC115758302|XP_030554730.1|DNOV
OG0007592	LOC119076671|XP_037039460.1|BCOP	LOC115762198|XP_030560182.1|DNOV
OG0007593	LOC119080481|XP_037044761.1|BCOP	LOC115769043|XP_030569609.1|DNOV
OG0007594	LOC119071020|XP_037031515.1|BCOP	LOC115758304|XP_030554732.1|DNOV
OG0007595	LOC119078784|XP_037042391.1|BCOP	LOC115767436|XP_030567589.1|DNOV
OG0007596	LOC119081265|XP_037045901.1|BCOP	LOC115767125|XP_030567146.1|DNOV
OG0007597	LOC119071808|XP_037032768.1|BCOP	LOC115769796|XP_030570624.1|DNOV
OG0007598	LOC119071781|XP_037032734.1|BCOP	LOC115758158|XP_030554556.1|DNOV
OG0007599	LOC119070996|XP_037031485.1|BCOP	LOC115769540|XP_030570241.1|DNOV
OG0007600	LOC119071018|XP_037031512.1|BCOP	LOC115769870|XP_030570732.1|DNOV
OG0007601	LOC119072403|XP_037033515.1|BCOP	LOC115767270|XP_030567361.1|DNOV
OG0007602	LOC119082825|XP_037048371.1|BCOP	LOC115767259|XP_030567339.1|DNOV
OG0007603	LOC119072194|XP_037033259.1|BCOP	LOC115768005|XP_030568278.1|DNOV
OG0007604	LOC119077783|XP_037040986.1|BCOP	LOC115768091|XP_030568431.1|DNOV
OG0007605	LOC119082722|XP_037048198.1|BCOP	LOC115770509|XP_030571669.1|DNOV
OG0007606	LOC119084597|XP_037050541.1|BCOP	LOC115769691|XP_030570478.1|DNOV
OG0007607	LOC119071192|XP_037031861.1|BCOP	LOC115771602|XP_030573220.1|DNOV
OG0007608	LOC119066945|XP_037025559.1|BCOP	LOC115770498|XP_030571652.1|DNOV
OG0007609	LOC119066934|XP_037025542.1|BCOP	LOC115765118|XP_030564371.1|DNOV
OG0007610	LOC119070665|XP_037030994.1|BCOP	LOC115758260|XP_030554676.1|DNOV
OG0007611	LOC119081003|XP_037045572.1|BCOP	LOC115766716|XP_030566500.1|DNOV
OG0007612	LOC119071105|XP_037031642.1|BCOP	LOC115758206|XP_030554615.1|DNOV
OG0007613	LOC119074273|XP_037036190.1|BCOP	LOC115771130|XP_030572562.1|DNOV
OG0007614	LOC119076951|XP_037039899.1|BCOP	LOC115762785|XP_030560997.1|DNOV
OG0007615	LOC119082556|XP_037047968.1|BCOP	LOC115769610|XP_030570366.1|DNOV
OG0007616	LOC119069594|XP_037029579.1|BCOP	LOC115761637|XP_030559328.1|DNOV
OG0007617	LOC119071153|XP_037031794.1|BCOP	LOC115769849|XP_030570686.1|DNOV
OG0007618	LOC119071346|XP_037032128.1|BCOP	LOC115770137|XP_030571141.1|DNOV
OG0007619	LOC119071209|XP_037031899.1|BCOP	LOC115770017|XP_030570933.1|DNOV
OG0007620	LOC119070877|XP_037031288.1|BCOP	LOC115768917|XP_030569512.1|DNOV
OG0007622	LOC119066659|XP_037025127.1|BCOP	LOC115766484|XP_030566308.1|DNOV
OG0007623	LOC119071525|XP_037032293.1|BCOP	LOC115770401|XP_030571517.1|DNOV
OG0007624	LOC119072080|XP_037033126.1|BCOP	LOC115770291|XP_030571386.1|DNOV
OG0007625	LOC119079869|XP_037043842.1|BCOP	LOC115770309|XP_030571408.1|DNOV
OG0007626	LOC119066196|XP_037024410.1|BCOP	LOC115769686|XP_030570467.1|DNOV
OG0007627	LOC119066195|XP_037024407.1|BCOP	LOC115769523|XP_030570223.1|DNOV
OG0007628	LOC119081017|XP_037045594.1|BCOP	LOC115766802|XP_030566687.1|DNOV
OG0007629	LOC119070302|XP_037030463.1|BCOP	LOC115767166|XP_030567209.1|DNOV
OG0007630	LOC119085723|XP_037052067.1|BCOP	LOC115759644|XP_030556493.1|DNOV
OG0007631	LOC119067824|XP_037026883.1|BCOP	LOC115765036|XP_030564264.1|DNOV
OG0007632	LOC119079681|XP_037043633.1|BCOP	LOC115762570|XP_030560716.1|DNOV
OG0007633	LOC119071501|XP_037032254.1|BCOP	LOC115760125|XP_030557183.1|DNOV
OG0007635	LOC119076977|XP_037039973.1|BCOP	LOC115769192|XP_030569755.1|DNOV
OG0007637	LOC119075303|XP_037037609.1|BCOP	LOC115760161|XP_030557233.1|DNOV
OG0007638	LOC119069631|XP_037029628.1|BCOP	LOC115762337|XP_030560362.1|DNOV
OG0007639	LOC119076548|XP_037039239.1|BCOP	LOC115768158|XP_030568512.1|DNOV
OG0007640	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP	LOC115763303|XP_030561659.1|DNOV
OG0007642	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP	LOC115761020|XP_030558494.1|DNOV, LOC115760976|XP_030558439.1|DNOV
OG0007643	LOC119076163|XP_037038743.1|BCOP	LOC115770840|XP_030572135.1|DNOV, LOC115762970|XP_030561207.1|DNOV
OG0007644	LOC119077913|XP_037041183.1|BCOP	LOC115772043|XP_030573839.1|DNOV
OG0007664	LOC119068333|XP_037027782.1|BCOP	LOC115764790|XP_030563893.1|DNOV
OG0007665	LOC119083291|XP_037048883.1|BCOP	LOC115765429|XP_030564834.1|DNOV
OG0007666	LOC119069059|XP_037028828.1|BCOP	LOC115765375|XP_030564758.1|DNOV
OG0007667	LOC119067831|XP_037026900.1|BCOP	LOC115767815|XP_030568011.1|DNOV
OG0007668	LOC119068502|XP_037028007.1|BCOP	LOC115763330|XP_030561695.1|DNOV
OG0007669	LOC119068119|XP_037027463.1|BCOP	LOC115764376|XP_030563198.1|DNOV
OG0007670	LOC119068118|XP_037027462.1|BCOP	LOC115764375|XP_030563197.1|DNOV
OG0007671	LOC119080749|XP_037045198.1|BCOP	LOC115764260|XP_030563039.1|DNOV
OG0007672	LOC119068347|XP_037027798.1|BCOP	LOC115764409|XP_030563267.1|DNOV
OG0007673	LOC119068170|XP_037027549.1|BCOP	LOC115771837|XP_030573579.1|DNOV
OG0007674	LOC119069180|XP_037029004.1|BCOP	LOC115764383|XP_030563209.1|DNOV
OG0007675	LOC119067178|XP_037025898.1|BCOP	LOC115767243|XP_030567303.1|DNOV
OG0007676	LOC119085646|XP_037051978.1|BCOP	LOC115767019|XP_030567004.1|DNOV
OG0007677	LOC119067686|XP_037026700.1|BCOP	LOC115769065|XP_030569639.1|DNOV
OG0007678	LOC119071242|XP_037031972.1|BCOP	LOC115766407|XP_030566185.1|DNOV
OG0007679	LOC119068314|XP_037027753.1|BCOP	LOC115766459|XP_030566252.1|DNOV
OG0007680	LOC119077111|XP_037040174.1|BCOP	LOC115763337|XP_030561703.1|DNOV
OG0007681	LOC119080411|XP_037044643.1|BCOP	LOC115764927|XP_030564097.1|DNOV
OG0007682	LOC119069894|XP_037029989.1|BCOP	LOC115764336|XP_030563151.1|DNOV
OG0007683	LOC119067313|XP_037026117.1|BCOP	LOC115768131|XP_030568486.1|DNOV
OG0007684	LOC119068608|XP_037028162.1|BCOP	LOC115767247|XP_030567312.1|DNOV
OG0007685	LOC119069639|XP_037029641.1|BCOP	LOC115766294|XP_030566028.1|DNOV
OG0007686	LOC119068852|XP_037028564.1|BCOP	LOC115765347|XP_030564718.1|DNOV
OG0007687	LOC119070117|XP_037030326.1|BCOP	LOC115768750|XP_030569298.1|DNOV
OG0007688	LOC119070012|XP_037030186.1|BCOP	LOC115764088|XP_030562799.1|DNOV
OG0007689	LOC119067159|XP_037025848.1|BCOP	LOC115764338|XP_030563152.1|DNOV
OG0007690	LOC119067161|XP_037025850.1|BCOP	LOC115765167|XP_030564440.1|DNOV
OG0007691	LOC119068212|XP_037027600.1|BCOP	LOC115761609|XP_030559271.1|DNOV
OG0007692	LOC119067017|XP_037025639.1|BCOP	LOC115765306|XP_030564661.1|DNOV
OG0007693	LOC119068346|XP_037027797.1|BCOP	LOC115767802|XP_030567995.1|DNOV
OG0007694	LOC119070597|XP_037030911.1|BCOP	LOC115766754|XP_030566596.1|DNOV
OG0007695	LOC119067674|XP_037026681.1|BCOP	LOC115767553|XP_030567696.1|DNOV
OG0007696	LOC119077927|XP_037041202.1|BCOP	LOC115770434|XP_030571564.1|DNOV
OG0007697	LOC119082150|XP_037047449.1|BCOP	LOC115762641|XP_030560806.1|DNOV
OG0007698	LOC119067031|XP_037025662.1|BCOP	LOC115767386|XP_030567508.1|DNOV
OG0007699	LOC119080688|XP_037045024.1|BCOP	LOC115768495|XP_030568941.1|DNOV
OG0007700	LOC119070385|XP_037030593.1|BCOP	LOC115767985|XP_030568244.1|DNOV
OG0007701	LOC119070389|XP_037030602.1|BCOP	LOC115766825|XP_030566720.1|DNOV
OG0007702	LOC119084825|XP_037050804.1|BCOP	LOC115765131|XP_030564387.1|DNOV
OG0007703	LOC119067391|XP_037026216.1|BCOP	LOC115768768|XP_030569318.1|DNOV
OG0007704	LOC119068080|XP_037027382.1|BCOP	LOC115765023|XP_030564238.1|DNOV
OG0007706	LOC119069507|XP_037029479.1|BCOP	LOC115767322|XP_030567422.1|DNOV
OG0007707	LOC119081617|XP_037046562.1|BCOP	LOC115766308|XP_030566043.1|DNOV
OG0007708	LOC119070332|XP_037030498.1|BCOP	LOC115765345|XP_030564717.1|DNOV
OG0007709	LOC119069570|XP_037029545.1|BCOP	LOC115768803|XP_030569358.1|DNOV
OG0007710	LOC119067621|XP_037026608.1|BCOP	LOC115765271|XP_030564621.1|DNOV
OG0007711	LOC119076091|XP_037038641.1|BCOP	LOC115766371|XP_030566131.1|DNOV
OG0007712	LOC119068621|XP_037028177.1|BCOP	LOC115767755|XP_030567934.1|DNOV
OG0007713	LOC119070005|XP_037030156.1|BCOP	LOC115768283|XP_030568682.1|DNOV
OG0007715	LOC119080283|XP_037044448.1|BCOP	LOC115765210|XP_030564511.1|DNOV
OG0007716	LOC119070395|XP_037030609.1|BCOP	LOC115765380|XP_030564764.1|DNOV
OG0007717	LOC119067538|XP_037026489.1|BCOP	LOC115764883|XP_030564023.1|DNOV
OG0007718	LOC119077098|XP_037040150.1|BCOP	LOC115768308|XP_030568716.1|DNOV
OG0007719	LOC119068645|XP_037028213.1|BCOP	LOC115764390|XP_030563219.1|DNOV
OG0007720	LOC119068648|XP_037028218.1|BCOP	LOC115764366|XP_030563189.1|DNOV
OG0007721	LOC119069643|XP_037029656.1|BCOP	LOC115765263|XP_030564603.1|DNOV
OG0007722	LOC119069655|XP_037029669.1|BCOP	LOC115765419|XP_030564824.1|DNOV
OG0007723	LOC119069572|XP_037029550.1|BCOP	LOC115765356|XP_030564729.1|DNOV
OG0007724	LOC119067668|XP_037026669.1|BCOP	LOC115765958|XP_030565569.1|DNOV
OG0007725	LOC119068859|XP_037028590.1|BCOP	LOC115771349|XP_030572877.1|DNOV
OG0007726	LOC119067273|XP_037026047.1|BCOP	LOC115768804|XP_030569359.1|DNOV
OG0007727	LOC119067335|XP_037026135.1|BCOP	LOC115768802|XP_030569357.1|DNOV
OG0007729	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP	LOC115768838|XP_030569395.1|DNOV
OG0007730	LOC119068093|XP_037027407.1|BCOP	LOC115768683|XP_030569227.1|DNOV
OG0007731	LOC119080881|XP_037045358.1|BCOP	LOC115769728|XP_030570521.1|DNOV
OG0007732	LOC119081740|XP_037046804.1|BCOP	LOC115764414|XP_030563271.1|DNOV
OG0007733	LOC119069152|XP_037028952.1|BCOP	LOC115766432|XP_030566220.1|DNOV
OG0007734	LOC119067213|XP_037025952.1|BCOP	LOC115766481|XP_030566291.1|DNOV
OG0007735	LOC119068095|XP_037027413.1|BCOP	LOC115767838|XP_030568043.1|DNOV
OG0007736	LOC119069184|XP_037029012.1|BCOP	LOC115768910|XP_030569497.1|DNOV
OG0007737	LOC119079340|XP_037043061.1|BCOP	LOC115771801|XP_030573531.1|DNOV
OG0007738	LOC119069482|XP_037029444.1|BCOP	LOC115764644|XP_030563677.1|DNOV
OG0007739	LOC119085601|XP_037051919.1|BCOP	LOC115768350|XP_030568773.1|DNOV
OG0007740	LOC119070341|XP_037030524.1|BCOP	LOC115767608|XP_030567766.1|DNOV
OG0007741	LOC119069910|XP_037030011.1|BCOP	LOC115768670|XP_030569212.1|DNOV
OG0007742	LOC119070344|XP_037030529.1|BCOP	LOC115765211|XP_030564513.1|DNOV
OG0007743	LOC119068246|XP_037027672.1|BCOP	LOC115764899|XP_030564050.1|DNOV
OG0007745	LOC119069933|XP_037030052.1|BCOP	LOC115761449|XP_030559076.1|DNOV
OG0007746	LOC119067680|XP_037026688.1|BCOP	LOC115757759|XP_030554030.1|DNOV
OG0007747	LOC119070077|XP_037030273.1|BCOP	LOC115767271|XP_030567356.1|DNOV
OG0007748	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP	LOC115764395|XP_030563236.1|DNOV
OG0007749	LOC119069838|XP_037029900.1|BCOP	LOC115768759|XP_030569309.1|DNOV
OG0007750	LOC119085968|XP_037052425.1|BCOP	LOC115757703|XP_030553910.1|DNOV
OG0007751	LOC119069217|XP_037029089.1|BCOP	LOC115765884|XP_030565485.1|DNOV
OG0007752	LOC119077701|XP_037040869.1|BCOP	LOC115767832|XP_030568033.1|DNOV
OG0007753	LOC119067613|XP_037026602.1|BCOP	LOC115765228|XP_030564531.1|DNOV
OG0007754	LOC119070133|XP_037030352.1|BCOP	LOC115767809|XP_030568002.1|DNOV
OG0007755	LOC119080613|XP_037044911.1|BCOP	LOC115767843|XP_030568051.1|DNOV
OG0007756	LOC119068054|XP_037027344.1|BCOP	LOC115768267|XP_030568660.1|DNOV
OG0007757	LOC119078897|XP_037042524.1|BCOP	LOC115767594|XP_030567747.1|DNOV
OG0007758	LOC119068279|XP_037027705.1|BCOP	LOC115763558|XP_030562038.1|DNOV
OG0007759	LOC119068280|XP_037027707.1|BCOP	LOC115759422|XP_030556179.1|DNOV
OG0007760	LOC119069919|XP_037030035.1|BCOP	LOC115764320|XP_030563125.1|DNOV
OG0007761	LOC119068142|XP_037027498.1|BCOP	LOC115767825|XP_030568026.1|DNOV
OG0007762	LOC119068145|XP_037027508.1|BCOP	LOC115767874|XP_030568094.1|DNOV
OG0007763	LOC119071309|XP_037032082.1|BCOP	LOC115765862|XP_030565452.1|DNOV
OG0007764	LOC119082115|XP_037047388.1|BCOP	LOC115767353|XP_030567466.1|DNOV
OG0007765	LOC119067679|XP_037026687.1|BCOP	LOC115767389|XP_030567512.1|DNOV
OG0007766	LOC119069847|XP_037029912.1|BCOP	LOC115761750|XP_030559509.1|DNOV
