Orthogroup	BCOP.longest_only	DSUZ.longest_only
OG0008295	LOC119081345|XP_037046073.1|BCOP	LOC108006564|XP_016925585.1|DSUZ
OG0008296	LOC119066847|XP_037025410.1|BCOP	LOC108006323|XP_016925313.1|DSUZ
OG0008297	LOC119070055|XP_037030245.1|BCOP	LOC108019108|XP_016942318.1|DSUZ
OG0008298	LOC119067333|XP_037026133.1|BCOP	LOC108018866|XP_036675739.1|DSUZ
OG0008300	LOC119068835|XP_037028515.1|BCOP	LOC108015343|XP_036676364.1|DSUZ
OG0008301	LOC119067853|XP_037026986.1|BCOP	LOC108016211|XP_036674564.1|DSUZ
OG0008302	LOC119069511|XP_037029483.1|BCOP	LOC108015001|XP_016936716.1|DSUZ
OG0008303	LOC119068729|XP_037028317.1|BCOP	LOC108013730|XP_036676343.1|DSUZ
OG0008304	LOC119082681|XP_037048153.1|BCOP	LOC108016663|XP_016938863.1|DSUZ
OG0008305	LOC119066348|XP_037024659.1|BCOP	LOC108019218|XP_016942503.1|DSUZ
OG0008306	LOC119069231|XP_037029165.1|BCOP	LOC108018946|XP_016942037.1|DSUZ
OG0008307	LOC119067431|XP_037026298.1|BCOP	LOC108015934|XP_036674461.1|DSUZ
OG0008308	LOC119069956|XP_037030082.1|BCOP	LOC108005044|XP_036673306.1|DSUZ
OG0008309	LOC119069274|XP_037029228.1|BCOP	LOC108008861|XP_016928256.1|DSUZ
OG0008310	LOC119066478|XP_037024878.1|BCOP	LOC108020720|XP_016944578.1|DSUZ
OG0008311	LOC119068741|XP_037028339.1|BCOP	LOC108006555|XP_016925576.1|DSUZ
OG0008312	LOC119068458|XP_037027938.1|BCOP	LOC108014897|XP_036672675.1|DSUZ
OG0008313	LOC119068063|XP_037027359.1|BCOP	LOC108015230|XP_016937063.1|DSUZ
OG0008314	LOC119083508|XP_037049125.1|BCOP	LOC108008332|XP_016927647.1|DSUZ
OG0008315	LOC119068174|XP_037027557.1|BCOP	LOC108012596|XP_016933504.1|DSUZ
OG0008318	LOC119068760|XP_037028392.1|BCOP	LOC108006277|XP_016925222.1|DSUZ
OG0008319	LOC119069798|XP_037029848.1|BCOP	LOC108008619|XP_016927989.1|DSUZ
OG0008320	LOC119068570|XP_037028109.1|BCOP	LOC108006518|XP_036676301.1|DSUZ
OG0008321	LOC119070426|XP_037030662.1|BCOP	LOC108010569|XP_016930938.2|DSUZ
OG0008322	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP	LOC108021401|XP_016945589.1|DSUZ
OG0008323	LOC119070508|XP_037030761.1|BCOP	LOC108018318|XP_016941348.1|DSUZ
OG0008324	LOC119067189|XP_037025915.1|BCOP	LOC108011152|XP_016931727.1|DSUZ
OG0008325	LOC119068562|XP_037028085.1|BCOP	LOC108005359|XP_016924093.1|DSUZ
OG0008326	LOC119085744|XP_037052108.1|BCOP	LOC108019987|XP_036673761.1|DSUZ
OG0008327	LOC119081555|XP_037046474.1|BCOP	LOC108009901|XP_016930114.1|DSUZ
OG0008328	LOC119075915|XP_037038396.1|BCOP	LOC108004772|XP_016923308.1|DSUZ
OG0008329	LOC119080609|XP_037044906.1|BCOP	LOC108016680|XP_016938889.1|DSUZ
OG0008330	LOC119081787|XP_037046892.1|BCOP	LOC108008744|XP_016928130.1|DSUZ
OG0008332	LOC119080768|XP_037045229.1|BCOP	LOC108006584|XP_036671382.1|DSUZ
OG0008333	LOC119075217|XP_037037497.1|BCOP	LOC108012432|XP_016933285.2|DSUZ
OG0008334	LOC119075216|XP_037037496.1|BCOP	LOC108013423|XP_016934776.1|DSUZ
OG0008335	LOC119085587|XP_037051903.1|BCOP	LOC108007111|XP_016926201.1|DSUZ
OG0008336	LOC119073749|XP_037035304.1|BCOP	LOC108020438|XP_036672493.1|DSUZ, LOC118877354|XP_036671693.1|DSUZ
OG0008337	LOC119080936|XP_037045451.1|BCOP	LOC108009856|XP_016930044.1|DSUZ
OG0008338	LOC119079345|XP_037043070.1|BCOP	LOC108005860|XP_016924727.2|DSUZ
OG0008339	LOC119082078|XP_037047315.1|BCOP	LOC108016530|XP_016938692.2|DSUZ
OG0008341	LOC119078140|XP_037041512.1|BCOP	LOC108012415|XP_036671539.1|DSUZ
OG0008342	LOC119085489|XP_037051800.1|BCOP	LOC108013149|XP_016934327.1|DSUZ
OG0008344	LOC119077307|XP_037040369.1|BCOP	LOC108012385|XP_016933230.1|DSUZ
OG0008345	LOC119074314|XP_037036268.1|BCOP	LOC108007149|XP_016926242.1|DSUZ
OG0008346	LOC119074036|XP_037035876.1|BCOP	LOC108016615|XP_016938797.2|DSUZ
OG0008347	LOC119082661|XP_037048141.1|BCOP	LOC108013033|XP_016934117.1|DSUZ
OG0008349	LOC119076081|XP_037038627.1|BCOP	LOC108006151|XP_016925093.2|DSUZ
OG0008350	LOC119066261|XP_037024509.1|BCOP	LOC108015327|XP_016937217.1|DSUZ
OG0008351	LOC119079850|XP_037043812.1|BCOP	LOC108013404|XP_016934747.1|DSUZ
OG0008352	LOC119081067|XP_037045685.1|BCOP	LOC118877250|XP_036670779.1|DSUZ
OG0008354	LOC119085317|XP_037051593.1|BCOP	LOC108004690|XP_016923187.1|DSUZ
OG0008355	LOC119073486|XP_037034886.1|BCOP	LOC108009785|XP_016929916.1|DSUZ
OG0008356	LOC119080708|XP_037045064.1|BCOP	LOC108011760|XP_016932481.2|DSUZ
OG0008357	LOC119076007|XP_037038482.1|BCOP	LOC108011561|XP_016932218.2|DSUZ
OG0008358	LOC119077904|XP_037041170.1|BCOP	LOC108018843|XP_036678440.1|DSUZ
OG0008359	LOC119066753|XP_037025279.1|BCOP	LOC108008298|XP_036669242.1|DSUZ
OG0008360	LOC119083566|XP_037049201.1|BCOP	LOC108010119|XP_016930434.1|DSUZ
OG0008361	LOC119082409|XP_037047836.1|BCOP	LOC108021020|XP_016944989.1|DSUZ
OG0008362	LOC119067571|XP_037026550.1|BCOP	LOC108016922|XP_016939338.1|DSUZ
OG0008363	LOC119085390|XP_037051680.1|BCOP	LOC108009491|XP_016929371.1|DSUZ
OG0008364	LOC119071285|XP_037032050.1|BCOP	LOC108015709|XP_036670419.1|DSUZ
OG0008365	LOC119072045|XP_037033065.1|BCOP	LOC108019836|XP_016943353.1|DSUZ
OG0008366	LOC119084907|XP_037050957.1|BCOP	LOC118877782|XP_036673739.1|DSUZ
OG0008367	LOC119070837|XP_037031242.1|BCOP	LOC108015057|XP_016936786.1|DSUZ
OG0008369	LOC119076540|XP_037039230.1|BCOP	LOC108004762|XP_016923289.1|DSUZ
OG0008370	LOC119068252|XP_037027685.1|BCOP	LOC108005047|XP_016923675.2|DSUZ
OG0008371	LOC119072824|XP_037034021.1|BCOP	LOC108012113|XP_016932885.1|DSUZ
OG0008372	LOC119081792|XP_037046897.1|BCOP	LOC108005993|XP_016924924.1|DSUZ
OG0008373	LOC119075606|XP_037037971.1|BCOP	LOC108020942|XP_016944867.1|DSUZ
OG0008374	LOC119078669|XP_037042221.1|BCOP	LOC108010876|XP_016931351.1|DSUZ
OG0008375	LOC119068457|XP_037027932.1|BCOP	LOC108019913|XP_016943507.1|DSUZ
OG0008376	LOC119072552|XP_037033684.1|BCOP	LOC108017003|XP_016939447.1|DSUZ
OG0008377	LOC119080007|XP_037044076.1|BCOP	LOC108019127|XP_016942362.1|DSUZ
OG0008378	LOC119066354|XP_037024667.1|BCOP	LOC108019120|XP_016942341.1|DSUZ
OG0008379	LOC119078778|XP_037042383.1|BCOP	LOC108005473|XP_016924265.1|DSUZ
OG0008380	LOC119082275|XP_037047644.1|BCOP	LOC108005097|XP_016923764.1|DSUZ
OG0008381	LOC119084646|XP_037050609.1|BCOP	LOC108021525|XP_016945774.1|DSUZ
OG0008383	LOC119085858|XP_037052265.1|BCOP	LOC108013083|XP_016934201.1|DSUZ
OG0008384	LOC119066500|XP_037024907.1|BCOP	LOC108020970|XP_016944906.1|DSUZ
OG0008385	LOC119066437|XP_037024827.1|BCOP	LOC108004953|XP_016923548.1|DSUZ
OG0008386	LOC119077067|XP_037040100.1|BCOP	LOC108005484|XP_016924276.1|DSUZ
OG0008387	LOC119075305|XP_037037611.1|BCOP	LOC108015452|XP_036675330.1|DSUZ
OG0008388	LOC119070886|XP_037031303.1|BCOP	LOC108005081|XP_016923741.1|DSUZ
OG0008389	LOC119083120|XP_037048648.1|BCOP	LOC108011168|XP_036668600.1|DSUZ
OG0008391	LOC119066338|XP_037024639.1|BCOP	LOC108021573|XP_016945848.1|DSUZ
OG0008392	LOC119084044|XP_037049772.1|BCOP	LOC108006221|XP_016925149.2|DSUZ
OG0008393	LOC119070875|XP_037031290.1|BCOP	LOC108005853|XP_016924710.1|DSUZ
OG0008394	LOC119077933|XP_037041210.1|BCOP	LOC108017628|XP_016940218.1|DSUZ
OG0008395	LOC119076825|XP_037039718.1|BCOP	LOC108015339|XP_016937234.1|DSUZ
OG0008396	LOC119076823|XP_037039712.1|BCOP	LOC108019060|XP_016942181.1|DSUZ
OG0008398	LOC119075797|XP_037038259.1|BCOP	LOC108004559|XP_016922983.1|DSUZ
OG0008399	LOC119074764|XP_037036928.1|BCOP	LOC108014932|XP_036676761.1|DSUZ
OG0008402	LOC119084357|XP_037050197.1|BCOP	LOC108018718|XP_016941778.1|DSUZ
OG0008403	LOC119077926|XP_037041201.1|BCOP	LOC108004603|XP_016923031.1|DSUZ
OG0008405	LOC119074969|XP_037037265.1|BCOP	LOC108005216|XP_016923894.1|DSUZ
OG0008406	LOC119077920|XP_037041196.1|BCOP	LOC108005201|XP_016923877.1|DSUZ
OG0008407	LOC119078023|XP_037041322.1|BCOP	LOC108014724|XP_016936383.2|DSUZ
OG0008408	LOC119069283|XP_037029247.1|BCOP	LOC108015205|XP_016937020.1|DSUZ
OG0008409	LOC119079454|XP_037043262.1|BCOP	LOC108005890|XP_036670857.1|DSUZ
OG0008410	LOC119066404|XP_037024760.1|BCOP	LOC108010626|XP_036674448.1|DSUZ
OG0008411	LOC119077873|XP_037041120.1|BCOP	LOC108007004|XP_036673405.1|DSUZ
OG0008412	LOC119074351|XP_037036341.1|BCOP	LOC108005411|XP_016924160.1|DSUZ
OG0008413	LOC119066476|XP_037024880.1|BCOP	LOC108005743|XP_036670883.1|DSUZ
OG0008415	LOC119070079|XP_037030281.1|BCOP	LOC108004674|XP_016923145.1|DSUZ
OG0008416	LOC119076414|XP_037039044.1|BCOP	LOC108011203|XP_016931786.2|DSUZ
OG0008417	LOC119072245|XP_037033324.1|BCOP	LOC108016979|XP_016939412.1|DSUZ
OG0008418	LOC119077855|XP_037041078.1|BCOP	LOC108016889|XP_016939282.1|DSUZ
OG0008419	LOC119075799|XP_037038261.1|BCOP	LOC108015139|XP_016936895.2|DSUZ
OG0008420	LOC119074328|XP_037036303.1|BCOP	LOC108005503|XP_016924298.1|DSUZ
OG0008421	LOC119069791|XP_037029833.1|BCOP	LOC108006330|XP_036676370.1|DSUZ
OG0008422	LOC119070443|XP_037030692.1|BCOP	LOC108016975|XP_016939406.1|DSUZ
OG0008423	LOC119070525|XP_037030797.1|BCOP	LOC108008625|XP_016927994.1|DSUZ
OG0008424	LOC119077763|XP_037040967.1|BCOP	LOC108005437|XP_016924212.1|DSUZ
OG0008425	LOC119077662|XP_037040781.1|BCOP	LOC108004940|XP_036673808.1|DSUZ
OG0008426	LOC119072061|XP_037033091.1|BCOP	LOC108009657|XP_016929665.1|DSUZ
OG0008427	LOC119069901|XP_037030008.1|BCOP	LOC108014979|XP_036676426.1|DSUZ
OG0008428	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP	LOC108015424|XP_016937347.1|DSUZ
OG0008429	LOC119074234|XP_037036151.1|BCOP	LOC108018548|XP_016941590.2|DSUZ
OG0008430	LOC119067093|XP_037025748.1|BCOP	LOC108016637|XP_016938823.1|DSUZ
OG0008431	LOC119075287|XP_037037570.1|BCOP	LOC118877277|XP_036671092.1|DSUZ
OG0008432	LOC119083144|XP_037048680.1|BCOP	LOC108013866|XP_036673204.1|DSUZ
OG0008433	LOC119071725|XP_037032637.1|BCOP	LOC108013334|XP_016934623.1|DSUZ
OG0008434	LOC119074950|XP_037037234.1|BCOP	LOC108008040|XP_016927313.2|DSUZ
OG0008435	LOC119086064|XP_037052535.1|BCOP	LOC108007503|XP_016926680.2|DSUZ
OG0008436	LOC119076170|XP_037038751.1|BCOP	LOC108008418|XP_016927753.1|DSUZ
OG0008438	LOC119074921|XP_037037207.1|BCOP	LOC108007979|XP_036673042.1|DSUZ
OG0008440	LOC119072034|XP_037033046.1|BCOP	LOC108016289|XP_016938412.1|DSUZ
OG0008443	LOC119071915|XP_037032931.1|BCOP	LOC108011357|XP_036671060.1|DSUZ
OG0008444	LOC119071523|XP_037032292.1|BCOP	LOC108015540|XP_016937507.2|DSUZ
OG0008445	LOC119078018|XP_037041305.1|BCOP	LOC108016625|XP_016938809.1|DSUZ
OG0008446	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP	LOC108005373|XP_036676963.1|DSUZ
OG0008447	LOC119069142|XP_037028943.1|BCOP	LOC108005480|XP_016924270.1|DSUZ
OG0008448	LOC119068081|XP_037027383.1|BCOP	LOC108005304|XP_036675787.1|DSUZ
OG0008449	LOC119070354|XP_037030542.1|BCOP	LOC108011150|XP_016931725.1|DSUZ
OG0008450	LOC119069646|XP_037029664.1|BCOP	LOC108004843|XP_016923413.1|DSUZ
OG0008451	LOC119081302|XP_037045961.1|BCOP	LOC108015959|XP_016938030.1|DSUZ
OG0008452	LOC119079342|XP_037043065.1|BCOP	LOC108021292|XP_016945428.1|DSUZ
OG0008453	LOC119077441|XP_037040552.1|BCOP	LOC108019606|XP_016942973.1|DSUZ
OG0008454	LOC119084324|XP_037050147.1|BCOP	LOC108016536|XP_036676488.1|DSUZ
OG0008455	LOC119067039|XP_037025673.1|BCOP	LOC108020031|XP_016943605.1|DSUZ
OG0008456	LOC119078964|XP_037042612.1|BCOP	LOC108014711|XP_036675310.1|DSUZ
OG0008457	LOC119067677|XP_037026689.1|BCOP	LOC108016435|XP_016938574.2|DSUZ
OG0008458	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP	LOC108009812|XP_016929978.1|DSUZ
OG0008459	LOC119085238|XP_037051446.1|BCOP	LOC108019205|XP_016942486.1|DSUZ
OG0008460	LOC119085964|XP_037052416.1|BCOP	LOC108021643|XP_016945946.1|DSUZ
OG0008463	LOC119078934|XP_037042573.1|BCOP	LOC108014175|XP_016935702.1|DSUZ
OG0008464	LOC119081313|XP_037045983.1|BCOP	LOC108009962|XP_016930212.1|DSUZ
OG0008465	LOC119071596|XP_037032446.1|BCOP	LOC108009703|XP_016929749.1|DSUZ
OG0008466	LOC119081819|XP_037046949.1|BCOP	LOC108009485|XP_016929367.1|DSUZ
OG0008468	LOC119076342|XP_037038933.1|BCOP	LOC108013298|XP_016934579.1|DSUZ
OG0008469	LOC119080774|XP_037045237.1|BCOP	LOC108010437|XP_016930786.1|DSUZ
OG0008473	LOC119068771|XP_037028421.1|BCOP	LOC108006290|XP_016925239.1|DSUZ
OG0008474	LOC119078037|XP_037041343.1|BCOP	LOC108004950|XP_016923542.2|DSUZ
OG0008476	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP	LOC108004881|XP_016923454.2|DSUZ
OG0008477	LOC119069329|XP_037029287.1|BCOP	LOC108019922|XP_016943519.1|DSUZ
OG0008478	LOC119069971|XP_037030107.1|BCOP	LOC108005012|XP_036673305.1|DSUZ
OG0008479	LOC119066855|XP_037025418.1|BCOP	LOC108008398|XP_016927732.1|DSUZ
OG0008480	LOC119072774|XP_037033959.1|BCOP	LOC108007529|XP_036670696.1|DSUZ
OG0008481	LOC119073630|XP_037035116.1|BCOP	LOC108015151|XP_016936916.1|DSUZ
OG0008482	LOC119073795|XP_037035426.1|BCOP	LOC108013392|XP_016934730.1|DSUZ
OG0008483	LOC119074219|XP_037036115.1|BCOP	LOC108019599|XP_016942934.1|DSUZ
OG0008484	LOC119074588|XP_037036721.1|BCOP	LOC108004901|XP_016923474.2|DSUZ
OG0008485	LOC119078429|XP_037041836.1|BCOP	LOC108013876|XP_036678162.1|DSUZ, LOC108017091|XP_016939538.2|DSUZ, LOC108012208|XP_016932993.1|DSUZ
OG0008486	LOC119079459|XP_037043281.1|BCOP	LOC108020378|XP_016944116.1|DSUZ
OG0008487	LOC119084318|XP_037050139.1|BCOP	LOC108019137|XP_016942370.1|DSUZ
OG0008488	LOC119085368|XP_037051646.1|BCOP	LOC108017192|XP_036672883.1|DSUZ
OG0008528	LOC119067480|XP_037026378.1|BCOP	LOC108012935|XP_016933960.1|DSUZ
OG0008529	LOC119068884|XP_037028644.1|BCOP	LOC108016590|XP_016938765.1|DSUZ
OG0008530	LOC119068885|XP_037028646.1|BCOP	LOC108013735|XP_016935173.1|DSUZ
OG0008532	LOC119067305|XP_037026107.1|BCOP	LOC108005507|XP_016924303.1|DSUZ
OG0008534	LOC119066994|XP_037025614.1|BCOP	LOC118878260|XP_036676035.1|DSUZ, LOC118878261|XP_036676036.1|DSUZ, LOC118878370|XP_036677008.1|DSUZ, LOC108010455|XP_016930810.2|DSUZ
OG0008536	LOC119068144|XP_037027502.1|BCOP	LOC108016884|XP_016939267.1|DSUZ
OG0008537	LOC119069856|XP_037029926.1|BCOP	LOC108018465|XP_036673903.1|DSUZ
OG0008538	LOC119081344|XP_037046057.1|BCOP	LOC108015365|XP_016937271.1|DSUZ
OG0008540	LOC119067241|XP_037026003.1|BCOP	LOC108016431|XP_016938571.2|DSUZ
OG0008541	LOC119073998|XP_037035822.1|BCOP	LOC108019709|XP_016943096.1|DSUZ
OG0008542	LOC119068431|XP_037027896.1|BCOP	LOC108007088|XP_016926180.2|DSUZ
OG0008544	LOC119080602|XP_037044895.1|BCOP	LOC108009168|XP_016928785.1|DSUZ
OG0008545	LOC119079989|XP_037044041.1|BCOP	LOC118878888|XP_036677791.1|DSUZ, LOC108010971|XP_016931482.2|DSUZ
OG0008546	LOC119080512|XP_037044817.1|BCOP	LOC108012635|XP_016933547.1|DSUZ
OG0008547	LOC119078781|XP_037042388.1|BCOP	LOC108015073|XP_016936800.1|DSUZ
OG0008549	LOC119080083|XP_037044199.1|BCOP	LOC108011535|XP_016932190.2|DSUZ
OG0008551	LOC119080649|XP_037044958.1|BCOP	LOC108012770|XP_036670308.1|DSUZ
OG0008552	LOC119080162|XP_037044278.1|BCOP	LOC108013255|XP_016934494.1|DSUZ
OG0008553	LOC119073402|XP_037034731.1|BCOP	LOC108008645|XP_016928019.1|DSUZ
OG0008554	LOC119076589|XP_037039327.1|BCOP	LOC108016580|XP_016938751.1|DSUZ
OG0008555	LOC119073785|XP_037035379.1|BCOP	LOC108016767|XP_016939020.1|DSUZ
OG0008556	LOC119085212|XP_037051418.1|BCOP	LOC108019882|XP_016943442.1|DSUZ
OG0008558	LOC119075651|XP_037038037.1|BCOP	LOC108017856|XP_016940512.1|DSUZ
OG0008560	LOC119078487|XP_037041939.1|BCOP	LOC108019054|XP_016942171.1|DSUZ
OG0008561	LOC119071638|XP_037032494.1|BCOP	LOC108021116|XP_016945154.1|DSUZ
OG0008563	LOC119068240|XP_037027660.1|BCOP	LOC108017374|XP_016939883.2|DSUZ
OG0008565	LOC119081498|XP_037046399.1|BCOP	LOC108006861|XP_016925918.1|DSUZ
OG0008566	LOC119076261|XP_037038826.1|BCOP	LOC108018657|XP_016941721.1|DSUZ
OG0008567	LOC119066790|XP_037025347.1|BCOP	LOC108007103|XP_016926231.2|DSUZ
OG0008569	LOC119083024|XP_037048559.1|BCOP	LOC108016976|XP_016939407.1|DSUZ
OG0008570	LOC119075017|XP_037037319.1|BCOP	LOC108016898|XP_016939299.1|DSUZ
OG0008571	LOC119084412|XP_037050275.1|BCOP	LOC108013254|XP_016934493.1|DSUZ
OG0008573	LOC119077811|XP_037041017.1|BCOP	LOC108016616|XP_016938800.1|DSUZ
OG0008574	LOC119084150|XP_037049892.1|BCOP	LOC108014685|XP_016936348.2|DSUZ
OG0008575	LOC119074299|XP_037036213.1|BCOP	LOC108005951|XP_036673129.1|DSUZ
OG0008576	LOC119068640|XP_037028209.1|BCOP	LOC108005657|XP_016924461.1|DSUZ
OG0008577	LOC119070725|XP_037031087.1|BCOP	LOC108013511|XP_016934887.1|DSUZ
OG0008581	LOC119069736|XP_037029770.1|BCOP	LOC108010660|XP_016931048.2|DSUZ
OG0008582	LOC119074296|XP_037036207.1|BCOP	LOC108015031|XP_016936751.1|DSUZ
OG0008583	LOC119075221|XP_037037502.1|BCOP	LOC108016795|XP_016939053.1|DSUZ
OG0008584	LOC119076655|XP_037039432.1|BCOP	LOC108016749|XP_016938980.1|DSUZ
OG0008585	LOC119070478|XP_037030731.1|BCOP	LOC108016937|XP_016939356.1|DSUZ
OG0008586	LOC119070401|XP_037030624.1|BCOP	LOC108016658|XP_016938856.2|DSUZ
OG0008587	LOC119076815|XP_037039697.1|BCOP	LOC108014170|XP_036672677.1|DSUZ
OG0008588	LOC119075704|XP_037038123.1|BCOP	LOC108010755|XP_016931171.2|DSUZ
OG0008589	LOC119084038|XP_037049765.1|BCOP	LOC108005316|XP_016924018.1|DSUZ
OG0008592	LOC119066886|XP_037025470.1|BCOP	LOC108010088|XP_016930396.1|DSUZ
OG0008595	LOC119081294|XP_037045950.1|BCOP	LOC108017983|XP_016940815.1|DSUZ
OG0008596	LOC119081299|XP_037045955.1|BCOP	LOC108017783|XP_016940413.1|DSUZ
OG0008598	LOC119075225|XP_037037508.1|BCOP	LOC108019222|XP_016942508.1|DSUZ
OG0008599	LOC119078847|XP_037042451.1|BCOP	LOC108015268|XP_016937119.1|DSUZ
OG0008604	LOC119081309|XP_037045968.1|BCOP	LOC108009110|XP_016928670.1|DSUZ
OG0008608	LOC119076166|XP_037038746.1|BCOP	LOC108016724|XP_036676577.1|DSUZ
OG0008609	LOC119084492|XP_037050392.1|BCOP	LOC108006039|XP_016924972.2|DSUZ
OG0008616	LOC119068167|XP_037027544.1|BCOP	LOC108010799|XP_016931219.2|DSUZ
OG0008617	LOC119071970|XP_037032998.1|BCOP	LOC108007793|XP_016927038.2|DSUZ
OG0008619	LOC119078670|XP_037042224.1|BCOP	LOC108011035|XP_016931576.1|DSUZ
OG0008620	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP	LOC108019907|XP_016943493.1|DSUZ
OG0008621	LOC119069228|XP_037029161.1|BCOP	LOC108010588|XP_036674236.1|DSUZ
OG0008622	LOC119071773|XP_037032718.1|BCOP	LOC108008852|XP_016928246.2|DSUZ
OG0008623	LOC119073668|XP_037035168.1|BCOP	LOC108019619|XP_016942989.1|DSUZ
OG0008624	LOC119073421|XP_037034761.1|BCOP	LOC108009155|XP_016928751.2|DSUZ
OG0008625	LOC119073941|XP_037035710.1|BCOP	LOC108009604|XP_016929577.1|DSUZ
OG0008626	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP	LOC108017372|XP_036677427.1|DSUZ
OG0008627	LOC119077368|XP_037040451.1|BCOP	LOC108012866|XP_016933833.1|DSUZ
OG0008629	LOC119079350|XP_037043074.1|BCOP	LOC108014728|XP_016936429.1|DSUZ
OG0008630	LOC119079461|XP_037043283.1|BCOP	LOC108020408|XP_016944191.2|DSUZ
OG0008631	LOC119079702|XP_037043654.1|BCOP	LOC108011336|XP_036672920.1|DSUZ
OG0008632	LOC119080260|XP_037044403.1|BCOP	LOC108010831|XP_016931287.2|DSUZ, LOC118877830|XP_036673898.1|DSUZ
OG0008633	LOC119080396|XP_037044610.1|BCOP	LOC108009519|XP_036668949.1|DSUZ
OG0008634	LOC119082404|XP_037047830.1|BCOP	LOC108006066|XP_016924998.1|DSUZ
OG0008635	LOC119083093|XP_037048611.1|BCOP	LOC108019710|XP_016943098.1|DSUZ
OG0008680	LOC119068823|XP_037028490.1|BCOP	LOC108018986|XP_016942082.1|DSUZ
OG0008683	LOC119071854|XP_037032807.1|BCOP	LOC108016999|XP_016939435.1|DSUZ
OG0008684	LOC119081319|XP_037046002.1|BCOP	LOC108006547|XP_016925567.1|DSUZ
OG0008687	LOC119080146|XP_037044258.1|BCOP	LOC108009133|XP_016928726.1|DSUZ
OG0008688	LOC119074057|XP_037035904.1|BCOP	LOC108016543|XP_016938705.1|DSUZ
OG0008689	LOC119081448|XP_037046282.1|BCOP	LOC108017201|XP_036674391.1|DSUZ
OG0008690	LOC119081734|XP_037046798.1|BCOP, LOC119079275|XP_037042956.1|BCOP	LOC108018430|XP_016941482.1|DSUZ
OG0008696	LOC119068875|XP_037028655.1|BCOP	LOC108012106|XP_036674226.1|DSUZ
OG0008697	LOC119068543|XP_037028062.1|BCOP	LOC108020036|XP_036672414.1|DSUZ
OG0008698	LOC119070053|XP_037030243.1|BCOP	LOC108004683|XP_016923161.2|DSUZ
OG0008699	LOC119071918|XP_037032936.1|BCOP	LOC108017635|XP_016940229.1|DSUZ
OG0008700	LOC119066845|XP_037025408.1|BCOP, LOC119085028|XP_037051111.1|BCOP	LOC118877556|XP_036672593.1|DSUZ
OG0008701	LOC119072650|XP_037033799.1|BCOP	LOC108009691|XP_016929727.1|DSUZ
OG0008704	LOC119072906|XP_037034122.1|BCOP	LOC108021678|XP_016945982.1|DSUZ
OG0008705	LOC119082374|XP_037047792.1|BCOP	LOC108021598|XP_016945880.1|DSUZ
OG0008707	LOC119083484|XP_037049105.1|BCOP	LOC108019031|XP_016942133.1|DSUZ
OG0008708	LOC119068786|XP_037028441.1|BCOP	LOC108013715|XP_016935143.1|DSUZ
OG0008711	LOC119074586|XP_037036714.1|BCOP	LOC108018401|XP_036672529.1|DSUZ
OG0008712	LOC119074045|XP_037035886.1|BCOP	LOC108017984|XP_016940816.1|DSUZ
OG0008715	LOC119068492|XP_037027999.1|BCOP	LOC108007959|XP_016927218.2|DSUZ
OG0008718	LOC119079552|XP_037043434.1|BCOP	LOC108009435|XP_016929261.1|DSUZ
OG0008719	LOC119077860|XP_037041085.1|BCOP	LOC108010795|XP_036675647.1|DSUZ, LOC118879447|XP_036678215.1|DSUZ
OG0008721	LOC119067402|XP_037026244.1|BCOP	LOC108005351|XP_016924080.2|DSUZ
OG0008722	LOC119084371|XP_037050215.1|BCOP, LOC119070041|XP_037030220.1|BCOP, LOC119084454|XP_037050330.1|BCOP	LOC108018545|XP_016941588.2|DSUZ
OG0008725	LOC119080399|XP_037044662.1|BCOP	LOC108009006|XP_016928440.1|DSUZ
OG0008726	LOC119075463|XP_037037807.1|BCOP	LOC108018108|XP_016941012.2|DSUZ
OG0008727	LOC119068221|XP_037027612.1|BCOP	LOC108011582|XP_016932239.2|DSUZ
OG0008728	LOC119068495|XP_037028004.1|BCOP	LOC118879356|XP_036678103.1|DSUZ, LOC108015671|XP_016937670.2|DSUZ
OG0008729	LOC119068585|XP_037028125.1|BCOP, LOC119080362|XP_037044556.1|BCOP	LOC108010412|XP_036675989.1|DSUZ
OG0008730	LOC119069745|XP_037029780.1|BCOP	LOC108016953|XP_016939377.1|DSUZ
OG0008731	LOC119069782|XP_037029819.1|BCOP	LOC118877879|XP_036674134.1|DSUZ, LOC108011005|XP_036675479.1|DSUZ
OG0008732	LOC119069804|XP_037029856.1|BCOP, LOC119085052|XP_037051163.1|BCOP	LOC108011967|XP_016932717.1|DSUZ
OG0008734	LOC119066678|XP_037025164.1|BCOP	LOC108011598|XP_016932256.1|DSUZ
OG0008735	LOC119066151|XP_037024347.1|BCOP	LOC108008798|XP_016928185.1|DSUZ
OG0008736	LOC119066319|XP_037024604.1|BCOP	LOC108008410|XP_016927745.1|DSUZ
