Orthogroup	BCOP.longest_only	AEAL.longest_only
OG0013199	LOC119066548|XP_037024979.1|BCOP	LOC109407611|XP_019536283.2|AEAL, LOC109425931|XP_029731907.1|AEAL
OG0013200	LOC119066546|XP_037024971.1|BCOP	LOC115270961|XP_029736190.1|AEAL, LOC109425926|XP_029731909.1|AEAL
OG0013201	LOC119071054|XP_037031567.1|BCOP	LOC109407553|XP_029720421.1|AEAL
OG0013204	LOC119068197|XP_037027592.1|BCOP	LOC115266833|XP_029729287.1|AEAL, LOC115264159|XP_029723401.1|AEAL, LOC109398362|XP_019526255.2|AEAL
OG0013214	LOC119084263|XP_037050066.1|BCOP	LOC115259712|XP_029716353.1|AEAL
OG0013215	LOC119083098|XP_037048622.1|BCOP	LOC115259830|XP_029716519.1|AEAL
OG0013216	LOC119080953|XP_037045477.1|BCOP	LOC115270298|XP_029735525.1|AEAL, LOC109423782|XP_029716945.1|AEAL
OG0013220	LOC119071907|XP_037032916.1|BCOP, LOC119066869|XP_037025434.1|BCOP	LOC115261986|XP_029719775.1|AEAL
OG0013222	LOC119077866|XP_037041106.1|BCOP, LOC119075883|XP_037038346.1|BCOP	LOC115262508|XP_029720782.1|AEAL
OG0013229	LOC119072558|XP_037033689.1|BCOP	LOC115258302|XP_029714242.1|AEAL
OG0013366	LOC119066654|XP_037025123.1|BCOP	LOC109413251|XP_019542529.2|AEAL
OG0013367	LOC119070333|XP_037030503.1|BCOP	LOC109413212|XP_019542480.2|AEAL
OG0013371	LOC119067479|XP_037026376.1|BCOP	LOC109412267|XP_019541461.1|AEAL
OG0013372	LOC119070551|XP_037030843.1|BCOP	LOC109433650|XP_019565647.2|AEAL, LOC109424766|XP_029711829.1|AEAL
OG0013377	LOC119070025|XP_037030204.1|BCOP	LOC109401849|XP_019530001.2|AEAL, LOC115256459|XP_029710951.1|AEAL
OG0013384	LOC119070064|XP_037030252.1|BCOP	LOC109409538|XP_029736265.1|AEAL, LOC115271009|XP_029736261.1|AEAL
OG0013385	LOC119067475|XP_037026371.1|BCOP	LOC109397633|XP_019525465.2|AEAL, LOC115271010|XP_029736264.1|AEAL
OG0013386	LOC119068226|XP_037027618.1|BCOP	LOC109409513|XP_029736220.1|AEAL, LOC109397657|XP_029736241.1|AEAL
OG0013387	LOC119082043|XP_037047268.1|BCOP	LOC109397718|XP_019525574.2|AEAL
OG0013391	LOC119069318|XP_037029268.1|BCOP	LOC109432382|XP_029708390.1|AEAL
OG0013392	LOC119068699|XP_037028285.1|BCOP	LOC109400899|XP_019528925.2|AEAL, LOC115260639|XP_029717571.1|AEAL, LOC109422817|XP_019553246.2|AEAL
OG0013394	LOC119069806|XP_037029858.1|BCOP	LOC109431366|XP_019563130.2|AEAL, LOC115260871|XP_029718069.1|AEAL
OG0013395	LOC119076432|XP_037039075.1|BCOP	LOC109423139|XP_019553610.1|AEAL, LOC109419151|XP_029707978.1|AEAL
OG0013398	LOC119068439|XP_037027906.1|BCOP	LOC109430298|XP_019561897.2|AEAL
OG0013400	LOC119068050|XP_037027315.1|BCOP	LOC109412473|XP_019541650.2|AEAL
OG0013402	LOC119070091|XP_037030298.1|BCOP	LOC109413271|XP_029722969.1|AEAL
OG0013403	LOC119076813|XP_037039695.1|BCOP	LOC109430368|XP_029712764.1|AEAL
OG0013405	LOC119072254|XP_037033336.1|BCOP	LOC109430212|XP_019561804.2|AEAL
OG0013408	LOC119080013|XP_037044084.1|BCOP, LOC119081087|XP_037045724.1|BCOP, LOC119076035|XP_037038549.1|BCOP	LOC115259576|XP_029716147.1|AEAL
OG0013409	LOC119069954|XP_037030078.1|BCOP	LOC115269359|XP_029733873.1|AEAL
OG0013410	LOC119080912|XP_037045413.1|BCOP	LOC109400482|XP_019528540.2|AEAL
OG0013411	LOC119069053|XP_037028817.1|BCOP	LOC109417714|XP_029716292.1|AEAL, LOC109400525|XP_019528588.2|AEAL
OG0013417	LOC119082868|XP_037048428.1|BCOP	LOC109400736|XP_019528782.1|AEAL, LOC109397127|XP_029716307.1|AEAL
OG0013418	LOC119067871|XP_037027026.1|BCOP	LOC109433568|XP_029716223.1|AEAL, LOC109412601|XP_029716402.1|AEAL
OG0013421	LOC119074934|XP_037037219.1|BCOP, LOC119082116|XP_037047395.1|BCOP	LOC115266514|XP_029728623.1|AEAL, LOC109400258|XP_019528286.2|AEAL
OG0013422	LOC119068515|XP_037028014.1|BCOP	LOC109400219|XP_029723827.1|AEAL, LOC115266515|XP_029728624.1|AEAL
OG0013423	LOC119075718|XP_037038144.1|BCOP	LOC109424785|XP_019555514.2|AEAL, LOC109414652|XP_019544036.2|AEAL
OG0013425	LOC119069581|XP_037029561.1|BCOP	LOC109431877|XP_019563690.2|AEAL, LOC109409730|XP_019538770.2|AEAL
OG0013427	LOC119080896|XP_037045371.1|BCOP	LOC109621693|XP_019931376.2|AEAL, LOC109410371|XP_019539466.2|AEAL
OG0013428	LOC119074539|XP_037036601.1|BCOP	LOC109407735|XP_019536455.2|AEAL
OG0013429	LOC119080077|XP_037044192.1|BCOP	LOC109423355|XP_019553864.2|AEAL
OG0013430	LOC119082581|XP_037048014.1|BCOP	LOC109429070|XP_029726540.1|AEAL
OG0013434	LOC119078687|XP_037042237.1|BCOP	LOC115265784|XP_029727591.1|AEAL, LOC109622844|XP_029711981.1|AEAL
OG0013438	LOC119083633|XP_037049264.1|BCOP	LOC109410042|XP_029725828.1|AEAL, LOC109420214|XP_019550083.2|AEAL
OG0013440	LOC119075215|XP_037037495.1|BCOP	LOC109417796|XP_019547512.2|AEAL
OG0013443	LOC119080228|XP_037044369.1|BCOP	LOC109426813|XP_019557895.2|AEAL
OG0013444	LOC119068059|XP_037027356.1|BCOP	LOC109403678|XP_019532053.2|AEAL, LOC109407973|XP_019536721.2|AEAL
OG0013445	LOC119078907|XP_037042535.1|BCOP	LOC109403652|XP_019532010.2|AEAL
OG0013446	LOC119073803|XP_037035457.1|BCOP	LOC109400679|XP_019528720.2|AEAL, LOC109399411|XP_019527394.2|AEAL
OG0013447	LOC119082117|XP_037047392.1|BCOP	LOC109399417|XP_029734836.1|AEAL
OG0013451	LOC119079672|XP_037043623.1|BCOP	LOC115263168|XP_029721957.1|AEAL, LOC109430911|XP_019562559.1|AEAL
OG0013458	LOC119085361|XP_037051635.1|BCOP	LOC115258863|XP_029715159.1|AEAL, LOC115264021|XP_029723191.1|AEAL
OG0013464	LOC119084957|XP_037050998.1|BCOP	LOC115266420|XP_029728511.1|AEAL, LOC109414473|XP_029728175.1|AEAL, LOC109622270|XP_029728255.1|AEAL
OG0013466	LOC119068979|XP_037028745.1|BCOP	LOC109427912|XP_029728371.1|AEAL
OG0013467	LOC119073976|XP_037035779.1|BCOP	LOC109427891|XP_029728406.1|AEAL
OG0013468	LOC119082654|XP_037048131.1|BCOP	LOC109622892|XP_019932906.2|AEAL, LOC115261205|XP_029718409.1|AEAL, LOC115258464|XP_029714440.1|AEAL, LOC115258518|XP_029714504.1|AEAL
OG0013470	LOC119081922|XP_037047069.1|BCOP	LOC109401384|XP_029712508.1|AEAL
OG0013477	LOC119072866|XP_037034068.1|BCOP	LOC109414029|XP_019543308.2|AEAL
OG0013481	LOC119071067|XP_037031597.1|BCOP	LOC115258554|XP_029714579.1|AEAL, LOC109419099|XP_019548863.2|AEAL
OG0013482	LOC119075181|XP_037037469.1|BCOP	LOC109419577|XP_019549343.2|AEAL
OG0013483	LOC119070908|XP_037031332.1|BCOP	LOC109407043|XP_029715308.1|AEAL
OG0013484	LOC119076300|XP_037038859.1|BCOP	LOC109407200|XP_019535724.2|AEAL
OG0013486	LOC119075661|XP_037038065.1|BCOP	LOC109412658|XP_019541835.2|AEAL
OG0013490	LOC119085287|XP_037051539.1|BCOP	LOC109420696|XP_029736326.1|AEAL
OG0013494	LOC119085171|XP_037051365.1|BCOP	LOC115255048|XP_029708664.1|AEAL
OG0013495	LOC119081257|XP_037045889.1|BCOP	LOC115253784|XP_029708597.1|AEAL, LOC109419758|XP_019549577.2|AEAL
OG0013496	LOC119084657|XP_037050619.1|BCOP	LOC115255033|XP_029708605.1|AEAL
OG0013500	LOC119075390|XP_037037726.1|BCOP	LOC115253863|XP_029718254.1|AEAL
OG0013501	LOC119083130|XP_037048663.1|BCOP	LOC109430168|XP_019561758.2|AEAL
OG0013502	LOC119079642|XP_037043561.1|BCOP	LOC109416265|XP_019545838.2|AEAL
OG0013503	LOC119072570|XP_037033707.1|BCOP	LOC109416261|XP_029727377.1|AEAL
OG0013506	LOC119078570|XP_037042040.1|BCOP	LOC109407344|XP_029727197.1|AEAL
OG0013512	LOC119076136|XP_037038705.1|BCOP	LOC109411231|XP_019540287.2|AEAL
OG0013515	LOC119071141|XP_037031737.1|BCOP	LOC109414171|XP_029712500.1|AEAL
OG0013516	LOC119084010|XP_037049718.1|BCOP	LOC115254468|XP_029707882.1|AEAL, LOC109414157|XP_029712518.1|AEAL
OG0013525	LOC119070307|XP_037030469.1|BCOP	LOC109410436|XP_019539536.2|AEAL, LOC109401504|XP_019529628.2|AEAL
OG0013526	LOC119084283|XP_037050104.1|BCOP, LOC119077191|XP_037040268.1|BCOP	LOC109399760|XP_029727133.1|AEAL
OG0013530	LOC119076470|XP_037039133.1|BCOP	LOC109423689|XP_029728938.1|AEAL
OG0013532	LOC119071622|XP_037032469.1|BCOP	LOC109411980|XP_029715343.1|AEAL, LOC115269536|XP_029734199.1|AEAL, LOC115261237|XP_029718473.1|AEAL
OG0013534	LOC119065976|XP_037024462.1|BCOP	LOC109415490|XP_019544918.2|AEAL, LOC115267741|XP_029730813.1|AEAL
OG0013538	LOC119075644|XP_037038022.1|BCOP	LOC109414486|XP_019543886.2|AEAL
OG0013540	LOC119066299|XP_037024570.1|BCOP	LOC109411030|XP_029729096.1|AEAL, LOC109433300|XP_029711794.1|AEAL
OG0013542	LOC119074638|XP_037036809.1|BCOP	LOC109408452|XP_029735130.1|AEAL
OG0013543	LOC119084113|XP_037049860.1|BCOP, LOC119084730|XP_037050697.1|BCOP	LOC109408397|XP_029735861.1|AEAL, LOC109432417|XP_029735855.1|AEAL
OG0013544	LOC119074786|XP_037036960.1|BCOP	LOC109424051|XP_019554663.2|AEAL
OG0013547	LOC119076615|XP_037039372.1|BCOP	LOC115257057|XP_029712168.1|AEAL, LOC109422584|XP_029712189.1|AEAL
OG0013548	LOC119084126|XP_037049871.1|BCOP	LOC109402762|XP_029719337.1|AEAL
OG0013551	LOC119076756|XP_037039600.1|BCOP	LOC109403283|XP_019531633.1|AEAL
OG0013555	LOC119066564|XP_037025010.1|BCOP	LOC109429126|XP_019560521.2|AEAL, LOC115267294|XP_029730068.1|AEAL
OG0013558	LOC119076098|XP_037038649.1|BCOP	LOC109411646|XP_019540758.2|AEAL, LOC109428137|XP_019559369.2|AEAL
OG0013560	LOC119071119|XP_037031663.1|BCOP	LOC109404461|XP_029719622.1|AEAL, LOC109416185|XP_029719142.1|AEAL
OG0013562	LOC119074381|XP_037036391.1|BCOP	LOC109428817|XP_019560209.2|AEAL, LOC115269415|XP_029733987.1|AEAL, LOC115269393|XP_029733931.1|AEAL
OG0013563	LOC119071895|XP_037032891.1|BCOP	LOC109397782|XP_029733916.1|AEAL, LOC109419485|XP_029733969.1|AEAL
OG0013564	LOC119074457|XP_037036488.1|BCOP	LOC109399311|XP_029724160.1|AEAL
OG0013566	LOC119084189|XP_037049957.1|BCOP	LOC109398993|XP_019526989.2|AEAL
OG0013567	LOC119075623|XP_037037995.1|BCOP	LOC109431253|XP_019563026.2|AEAL, LOC109407708|XP_019536403.2|AEAL
OG0013569	LOC119083143|XP_037048679.1|BCOP	LOC115259953|XP_029716609.1|AEAL
OG0013570	LOC119082268|XP_037047629.1|BCOP	LOC109418757|XP_019548527.2|AEAL
OG0013571	LOC119071572|XP_037032406.1|BCOP	LOC109401655|XP_019529773.2|AEAL
OG0013572	LOC119070708|XP_037031056.1|BCOP	LOC109420324|XP_019550192.2|AEAL
OG0013575	LOC119072963|XP_037034178.1|BCOP	LOC109402284|XP_019530479.1|AEAL, LOC115257389|XP_029712786.1|AEAL
OG0013576	LOC119071050|XP_037031552.1|BCOP	LOC109402286|XP_029712831.1|AEAL, LOC115253571|XP_029713407.1|AEAL, LOC115257761|XP_029713559.1|AEAL
OG0013579	LOC119083189|XP_037048748.1|BCOP	LOC109403408|XP_019531781.1|AEAL, LOC109416719|XP_029712699.1|AEAL
OG0013582	LOC119072075|XP_037033118.1|BCOP	LOC109424463|XP_019555142.2|AEAL, LOC109422370|XP_019552663.2|AEAL
OG0013583	LOC119072455|XP_037033574.1|BCOP	LOC109422363|XP_019552652.2|AEAL, LOC109424459|XP_019555136.2|AEAL
OG0013585	LOC119066100|XP_037024274.1|BCOP	LOC109418632|XP_029713360.1|AEAL
OG0013586	LOC119081387|XP_037046168.1|BCOP	LOC109413137|XP_019542404.2|AEAL
OG0013587	LOC119066411|XP_037024779.1|BCOP	LOC115257353|XP_029712681.1|AEAL, LOC109413122|XP_029713218.1|AEAL
OG0013590	LOC119072442|XP_037033552.1|BCOP	LOC109431050|XP_019562731.2|AEAL
OG0013591	LOC119071541|XP_037032323.1|BCOP	LOC109432976|XP_029721494.1|AEAL
OG0013592	LOC119074589|XP_037036723.1|BCOP	LOC109425712|XP_029721452.1|AEAL
OG0013594	LOC119067829|XP_037026896.1|BCOP	LOC109407903|XP_019536630.2|AEAL, LOC109413554|XP_019542782.2|AEAL
OG0013596	LOC119078261|XP_037041651.1|BCOP	LOC109401205|XP_019529221.2|AEAL
OG0013598	LOC119068858|XP_037028588.1|BCOP	LOC109623327|XP_029721178.1|AEAL, LOC109426912|XP_029721193.1|AEAL
OG0013600	LOC119074210|XP_037036103.1|BCOP	LOC109623332|XP_019933430.2|AEAL
OG0013603	LOC119085596|XP_037051914.1|BCOP	LOC109399664|XP_019548612.2|AEAL
OG0013604	LOC119076461|XP_037039120.1|BCOP	LOC109432666|XP_029720941.1|AEAL
OG0013609	LOC119082808|XP_037048349.1|BCOP	LOC109414898|XP_019544286.2|AEAL
OG0013610	LOC119078242|XP_037041604.1|BCOP	LOC109416888|XP_019546533.2|AEAL
OG0013613	LOC119067712|XP_037026721.1|BCOP	LOC109396990|XP_029730900.1|AEAL, LOC109432246|XP_029731037.1|AEAL
OG0013616	LOC119072055|XP_037033083.1|BCOP	LOC109397119|XP_029730936.1|AEAL
OG0013617	LOC119072161|XP_037033215.1|BCOP	LOC109399108|XP_019527096.2|AEAL
OG0013621	LOC119079456|XP_037043268.1|BCOP	LOC109426452|XP_029731356.1|AEAL, LOC109402151|XP_019530321.2|AEAL
OG0013622	LOC119066189|XP_037024395.1|BCOP	LOC109403984|XP_019532402.2|AEAL
OG0013624	LOC119075023|XP_037037329.1|BCOP	LOC109410753|XP_029731583.1|AEAL
OG0013625	LOC119074329|XP_037036306.1|BCOP	LOC109410746|XP_019539805.2|AEAL
OG0013626	LOC119071159|XP_037031809.1|BCOP	LOC109433510|XP_019565491.2|AEAL, LOC109410673|XP_019539753.2|AEAL
OG0013630	LOC119072978|XP_037034191.1|BCOP	LOC109425933|XP_019556868.2|AEAL
OG0013633	LOC119071527|XP_037032305.1|BCOP	LOC109425743|XP_029720430.1|AEAL, LOC115270968|XP_029736202.1|AEAL
OG0013634	LOC119072207|XP_037033275.1|BCOP	LOC109407538|XP_029720440.1|AEAL
OG0013636	LOC119067723|XP_037026734.1|BCOP	LOC109424964|XP_019555703.2|AEAL, LOC115261053|XP_029718279.1|AEAL, LOC115261056|XP_029718285.1|AEAL
OG0013638	LOC119068494|XP_037028002.1|BCOP	LOC109431950|XP_029712537.1|AEAL
OG0013640	LOC119076026|XP_037038538.1|BCOP	LOC109411345|XP_029726572.1|AEAL, LOC115265463|XP_029726536.1|AEAL
OG0013646	LOC119081703|XP_037046706.1|BCOP	LOC109622511|XP_029716674.1|AEAL, LOC115253594|XP_029726298.1|AEAL
OG0013655	LOC119067247|XP_037026009.1|BCOP	LOC109428301|XP_019559573.2|AEAL, LOC115267239|XP_029730011.1|AEAL
OG0013662	LOC119066210|XP_037024427.1|BCOP	LOC115261090|XP_029718324.1|AEAL
OG0013675	LOC119073515|XP_037034936.1|BCOP	LOC115262893|XP_029721631.1|AEAL
OG0013684	LOC119079637|XP_037043553.1|BCOP	LOC115258332|XP_029714275.1|AEAL
OG0013839	LOC119084036|XP_037049762.1|BCOP	LOC115256450|XP_029710926.1|AEAL
OG0013845	LOC119067556|XP_037026515.1|BCOP	LOC109421969|XP_019552151.2|AEAL
OG0013852	LOC119068877|XP_037028609.1|BCOP	LOC109403576|XP_019531944.2|AEAL
OG0013870	LOC119068018|XP_037027273.1|BCOP	LOC109416914|XP_019546579.2|AEAL
OG0013873	LOC119069247|XP_037029194.1|BCOP	LOC115259554|XP_029716105.1|AEAL
OG0013874	LOC119069718|XP_037029736.1|BCOP	LOC109417893|XP_029716494.1|AEAL
OG0013876	LOC119085353|XP_037051624.1|BCOP	LOC109400412|XP_019528471.2|AEAL
OG0013883	LOC119067050|XP_037025690.1|BCOP	LOC109416387|XP_019545973.2|AEAL, LOC109430030|XP_019561593.2|AEAL
OG0013893	LOC119081537|XP_037046434.1|BCOP	LOC115264470|XP_029724052.1|AEAL
OG0013894	LOC119084372|XP_037050218.1|BCOP	LOC109404186|XP_029723594.1|AEAL
OG0013904	LOC119081546|XP_037046456.1|BCOP	LOC109408358|XP_019537205.2|AEAL
OG0013905	LOC119066877|XP_037025450.1|BCOP	LOC115265450|XP_029726488.1|AEAL
OG0013911	LOC119081512|XP_037046417.1|BCOP	LOC109418044|XP_019547752.1|AEAL
OG0013913	LOC119079116|XP_037042839.1|BCOP	LOC109413093|XP_019542340.2|AEAL
OG0013929	LOC119067401|XP_037026242.1|BCOP	LOC115268497|XP_029732382.1|AEAL, LOC109417989|XP_029732390.1|AEAL
OG0013939	LOC119080718|XP_037045095.1|BCOP	LOC109400750|XP_019528792.2|AEAL
OG0013945	LOC119067894|XP_037027078.1|BCOP	LOC115269713|XP_029734392.1|AEAL, LOC115267115|XP_029729816.1|AEAL, LOC109425616|XP_029725150.1|AEAL
OG0013948	LOC119074504|XP_037036556.1|BCOP	LOC109430536|XP_029708302.1|AEAL
OG0013954	LOC119067375|XP_037026191.1|BCOP	LOC109430940|XP_019562597.2|AEAL
OG0013962	LOC119080255|XP_037044400.1|BCOP	LOC109422472|XP_019552804.2|AEAL
OG0013967	LOC119079588|XP_037043476.1|BCOP	LOC109423732|XP_019554273.2|AEAL
OG0013970	LOC119077660|XP_037040777.1|BCOP	LOC115266687|XP_029729070.1|AEAL, LOC115266653|XP_029729042.1|AEAL, LOC109416501|XP_029728904.1|AEAL
OG0013971	LOC119079976|XP_037044009.1|BCOP	LOC109415021|XP_029728976.1|AEAL
OG0013972	LOC119081234|XP_037045854.1|BCOP	LOC109621260|XP_029728243.1|AEAL, LOC109414475|XP_029728200.1|AEAL
OG0013975	LOC119075431|XP_037037764.1|BCOP	LOC109427894|XP_029728403.1|AEAL
OG0013988	LOC119078620|XP_037042111.1|BCOP	LOC109421191|XP_019551232.2|AEAL, LOC109622035|XP_019931787.2|AEAL
OG0013991	LOC119084694|XP_037050669.1|BCOP	LOC109425148|XP_019555925.2|AEAL, LOC109429425|XP_019560924.2|AEAL, LOC115264908|XP_029724820.1|AEAL
OG0014001	LOC119080748|XP_037045193.1|BCOP	LOC115258497|XP_029714473.1|AEAL, LOC109424200|XP_019554833.1|AEAL, LOC109424199|XP_019554832.2|AEAL, LOC109414358|XP_019543718.2|AEAL
OG0014003	LOC119081598|XP_037046527.1|BCOP	LOC115268579|XP_029732557.1|AEAL
OG0014006	LOC119072201|XP_037033264.1|BCOP	LOC109429158|XP_019560571.2|AEAL, LOC115258777|XP_029715040.1|AEAL
OG0014009	LOC119079983|XP_037044033.1|BCOP	LOC109420026|XP_029709151.1|AEAL
OG0014014	LOC119066474|XP_037024875.1|BCOP, LOC119066475|XP_037024876.1|BCOP	LOC115254901|XP_029708441.1|AEAL
OG0014022	LOC119074365|XP_037036363.1|BCOP	LOC109428246|XP_029720731.1|AEAL
OG0014024	LOC119070845|XP_037031250.1|BCOP	LOC109428049|XP_019559263.2|AEAL
OG0014025	LOC119066228|XP_037024447.1|BCOP, LOC119066226|XP_037024445.1|BCOP	LOC115266814|XP_029729277.1|AEAL, LOC109433582|XP_029729234.1|AEAL, LOC109430823|XP_019562457.2|AEAL
OG0014036	LOC119068911|XP_037028667.1|BCOP	LOC109621818|XP_019931534.1|AEAL, LOC109421260|XP_019551290.1|AEAL
OG0014048	LOC119073397|XP_037034722.1|BCOP	LOC109420444|XP_029720205.1|AEAL
OG0014049	LOC119075321|XP_037037636.1|BCOP	LOC109411226|XP_019540281.2|AEAL
OG0014056	LOC119066709|XP_037025206.1|BCOP	LOC109428079|XP_019559298.2|AEAL, LOC109418303|XP_029720328.1|AEAL, LOC109428081|XP_029733157.1|AEAL, LOC115268081|XP_029732174.1|AEAL
OG0014057	LOC119085092|XP_037051230.1|BCOP	LOC109428090|XP_019559317.2|AEAL, LOC115262121|XP_029720030.1|AEAL
OG0014079	LOC119066232|XP_037024450.1|BCOP	LOC109411303|XP_019540413.2|AEAL
OG0014082	LOC119074578|XP_037036703.1|BCOP	LOC109400884|XP_029718651.1|AEAL, LOC115261346|XP_029718669.1|AEAL
OG0014087	LOC119075780|XP_037038235.1|BCOP	LOC109419384|XP_019549162.2|AEAL
OG0014089	LOC119067501|XP_037026407.1|BCOP	LOC109405712|XP_019534319.1|AEAL
OG0014090	LOC119067508|XP_037026419.1|BCOP	LOC109408499|XP_029717120.1|AEAL
OG0014094	LOC119080461|XP_037044728.1|BCOP	LOC109424001|XP_029719740.1|AEAL
OG0014101	LOC119071193|XP_037031869.1|BCOP	LOC109401085|XP_019529110.2|AEAL, LOC109422658|XP_029716929.1|AEAL
OG0014105	LOC119074338|XP_037036324.1|BCOP	LOC109406160|XP_029718453.1|AEAL
OG0014108	LOC119077688|XP_037040847.1|BCOP	LOC109429110|XP_019560503.2|AEAL
OG0014112	LOC119076527|XP_037039209.1|BCOP	LOC109416156|XP_029719201.1|AEAL, LOC115261533|XP_029719232.1|AEAL
OG0014113	LOC119077896|XP_037041158.1|BCOP	LOC109428747|XP_029733409.1|AEAL, LOC109424546|XP_029734043.1|AEAL
OG0014114	LOC119066397|XP_037024727.1|BCOP	LOC109428758|XP_029709895.1|AEAL, LOC109424533|XP_029734012.1|AEAL
OG0014115	LOC119084282|XP_037050103.1|BCOP	LOC115269384|XP_029733917.1|AEAL
OG0014116	LOC119074451|XP_037036479.1|BCOP	LOC109399304|XP_019527286.2|AEAL
OG0014131	LOC119072664|XP_037033817.1|BCOP	LOC109418545|XP_019548298.2|AEAL
OG0014136	LOC119072519|XP_037033659.1|BCOP	LOC109426896|XP_019557998.2|AEAL
OG0014137	LOC119072512|XP_037033650.1|BCOP	LOC109426900|XP_019558001.2|AEAL
OG0014142	LOC119071810|XP_037032770.1|BCOP	LOC109424638|XP_019555345.2|AEAL
OG0014143	LOC119084477|XP_037050360.1|BCOP	LOC109421932|XP_029720936.1|AEAL
OG0014145	LOC119078304|XP_037041701.1|BCOP	LOC109408726|XP_019537637.2|AEAL, LOC109428934|XP_019560321.2|AEAL
OG0014149	LOC119082861|XP_037048419.1|BCOP	LOC115267763|XP_029730875.1|AEAL
OG0014155	LOC119066576|XP_037025021.1|BCOP	LOC115267860|XP_029731268.1|AEAL, LOC109421151|XP_019551193.2|AEAL, LOC109421152|XP_019551194.2|AEAL, LOC109410558|XP_019539634.2|AEAL
OG0014156	LOC119072404|XP_037033516.1|BCOP	LOC109408351|XP_019537191.2|AEAL
OG0014157	LOC119066906|XP_037025493.1|BCOP	LOC115255997|XP_029710079.1|AEAL
OG0014166	LOC119082554|XP_037047963.1|BCOP	LOC109407564|XP_019536182.2|AEAL
OG0014167	LOC119073837|XP_037035543.1|BCOP	LOC109425802|XP_019556690.2|AEAL
OG0014168	LOC119071575|XP_037032411.1|BCOP	LOC109425782|XP_029720454.1|AEAL
OG0014173	LOC119073075|XP_037034286.1|BCOP	LOC115260367|XP_029717159.1|AEAL
OG0014195	LOC119068143|XP_037027499.1|BCOP, LOC119080617|XP_037044914.1|BCOP	LOC115260883|XP_029718084.1|AEAL
OG0014223	LOC119074330|XP_037036307.1|BCOP	LOC109410314|XP_019539409.2|AEAL, LOC109410354|XP_029733258.1|AEAL, LOC109410315|XP_029733283.1|AEAL, LOC109404684|XP_029733256.1|AEAL, LOC115269074|XP_029733261.1|AEAL, LOC109410320|XP_019539414.2|AEAL
OG0014488	LOC119067654|XP_037026649.1|BCOP	LOC109408948|XP_019537892.2|AEAL
OG0014491	LOC119084311|XP_037050129.1|BCOP	LOC109428399|XP_029710755.1|AEAL
OG0014507	LOC119067413|XP_037026258.1|BCOP	LOC109422771|XP_019553190.2|AEAL
OG0014508	LOC119070138|XP_037030356.1|BCOP	LOC109413804|XP_019543086.2|AEAL, LOC109421862|XP_029732966.1|AEAL
OG0014510	LOC119084988|XP_037051052.1|BCOP	LOC115260705|XP_029717780.1|AEAL, LOC109431358|XP_029717804.1|AEAL
OG0014517	LOC119068731|XP_037028323.1|BCOP	LOC109405526|XP_019534165.1|AEAL
OG0014536	LOC119068072|XP_037027368.1|BCOP	LOC109400479|XP_019528537.2|AEAL
OG0014572	LOC119073490|XP_037034892.1|BCOP	LOC109423297|XP_019553767.2|AEAL
OG0014579	LOC119073558|XP_037035009.1|BCOP	LOC109399189|XP_019527167.2|AEAL
OG0014591	LOC119071124|XP_037031668.1|BCOP	LOC109402566|XP_029725708.1|AEAL, LOC109406429|XP_029725226.1|AEAL, LOC109402580|XP_019530817.2|AEAL
OG0014592	LOC119074609|XP_037036762.1|BCOP	LOC109406410|XP_029725723.1|AEAL
OG0014593	LOC119081029|XP_037045615.1|BCOP	LOC109415764|XP_019545245.2|AEAL, LOC109428162|XP_029725228.1|AEAL, LOC109415748|XP_019545234.2|AEAL
OG0014607	LOC119081402|XP_037046188.1|BCOP	LOC115270001|XP_029734772.1|AEAL
OG0014643	LOC119075284|XP_037037566.1|BCOP	LOC109428319|XP_019559580.2|AEAL, LOC109427836|XP_019558965.2|AEAL
OG0014647	LOC119079105|XP_037042819.1|BCOP, LOC119079093|XP_037042805.1|BCOP	LOC109412348|XP_029713042.1|AEAL
OG0014650	LOC119078480|XP_037041932.1|BCOP	LOC109433066|XP_029715436.1|AEAL
OG0014676	LOC119084207|XP_037049996.1|BCOP	LOC115260985|XP_029718217.1|AEAL, LOC115264512|XP_029724115.1|AEAL, LOC115258411|XP_029714360.1|AEAL
OG0014720	LOC119071587|XP_037032428.1|BCOP, LOC119078239|XP_037041595.1|BCOP, LOC119078358|XP_037041757.1|BCOP	LOC115257701|XP_029713427.1|AEAL
OG0014737	LOC119074350|XP_037036340.1|BCOP	LOC109425592|XP_019556381.2|AEAL
OG0014749	LOC119075020|XP_037037324.1|BCOP	LOC109408513|XP_019537386.2|AEAL
OG0014779	LOC119072996|XP_037034215.1|BCOP	LOC115262777|XP_029721514.1|AEAL
OG0014787	LOC119076564|XP_037039247.1|BCOP	LOC115257021|XP_029712125.1|AEAL, LOC115257011|XP_029712101.1|AEAL
OG0014821	LOC119080329|XP_037044515.1|BCOP	LOC109402121|XP_019530290.2|AEAL
OG0014844	LOC119068765|XP_037028410.1|BCOP	LOC115259351|XP_029715768.1|AEAL
OG0014866	LOC119076034|XP_037038548.1|BCOP	LOC115270136|XP_029735092.1|AEAL, LOC115254564|XP_029708035.1|AEAL, LOC109422949|XP_029734025.1|AEAL
