Orthogroup	BCOP.longest_only	DYAK.longest_only
OG0008405	LOC119074969|XP_037037265.1|BCOP	LOC6524519|XP_002100376.1|DYAK
OG0008406	LOC119077920|XP_037041196.1|BCOP	LOC6525557|XP_002101392.1|DYAK
OG0008407	LOC119078023|XP_037041322.1|BCOP	LOC6537395|XP_039232035.1|DYAK
OG0008408	LOC119069283|XP_037029247.1|BCOP	LOC6524050|XP_002099919.1|DYAK
OG0008409	LOC119079454|XP_037043262.1|BCOP	LOC26536128|XP_015045009.2|DYAK
OG0008410	LOC119066404|XP_037024760.1|BCOP	LOC6537424|XP_002097980.1|DYAK
OG0008411	LOC119077873|XP_037041120.1|BCOP	LOC6537151|XP_002097712.1|DYAK
OG0008412	LOC119074351|XP_037036341.1|BCOP	LOC26536297|XP_039226013.1|DYAK
OG0008413	LOC119066476|XP_037024880.1|BCOP	LOC6534880|XP_039229462.1|DYAK
OG0008415	LOC119070079|XP_037030281.1|BCOP	LOC6525661|XP_002101483.1|DYAK
OG0008416	LOC119076414|XP_037039044.1|BCOP	LOC6525856|XP_039233432.1|DYAK
OG0008417	LOC119072245|XP_037033324.1|BCOP	LOC6524426|XP_002100284.1|DYAK
OG0008418	LOC119077855|XP_037041078.1|BCOP	LOC6524212|XP_002100075.2|DYAK
OG0008419	LOC119075799|XP_037038261.1|BCOP	LOC6525154|XP_002100992.1|DYAK
OG0008420	LOC119074328|XP_037036303.1|BCOP	LOC6524571|XP_039226883.1|DYAK
OG0008421	LOC119069791|XP_037029833.1|BCOP	LOC6525517|XP_002101352.1|DYAK
OG0008422	LOC119070443|XP_037030692.1|BCOP	LOC6525476|XP_002101311.1|DYAK
OG0008423	LOC119070525|XP_037030797.1|BCOP	LOC6531772|XP_002092559.1|DYAK
OG0008424	LOC119077763|XP_037040967.1|BCOP	LOC6524750|XP_002100594.1|DYAK
OG0008425	LOC119077662|XP_037040781.1|BCOP	LOC6537047|XP_002097612.2|DYAK
OG0008426	LOC119072061|XP_037033091.1|BCOP	LOC6531449|XP_002092252.1|DYAK
OG0008427	LOC119069901|XP_037030008.1|BCOP	LOC6524034|XP_039232225.1|DYAK
OG0008428	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP	LOC6525970|XP_002101789.1|DYAK
OG0008429	LOC119074234|XP_037036151.1|BCOP	LOC6536285|XP_002096871.1|DYAK
OG0008430	LOC119067093|XP_037025748.1|BCOP	LOC6524233|XP_002100096.1|DYAK
OG0008431	LOC119075287|XP_037037570.1|BCOP	LOC6534570|XP_002095246.2|DYAK
OG0008432	LOC119083144|XP_037048680.1|BCOP	LOC6538232|XP_002098759.3|DYAK
OG0008433	LOC119071725|XP_037032637.1|BCOP	LOC6534032|XP_002094719.2|DYAK
OG0008434	LOC119074950|XP_037037234.1|BCOP	LOC6538930|XP_002099434.1|DYAK
OG0008435	LOC119086064|XP_037052535.1|BCOP	LOC6528055|XP_002089122.1|DYAK
OG0008436	LOC119076170|XP_037038751.1|BCOP	LOC6531430|XP_015051327.1|DYAK
OG0008438	LOC119074921|XP_037037207.1|BCOP	LOC6536253|XP_002096839.1|DYAK
OG0008440	LOC119072034|XP_037033046.1|BCOP	LOC6537497|XP_002098045.1|DYAK
OG0008443	LOC119071915|XP_037032931.1|BCOP	LOC6534493|XP_002095170.1|DYAK
OG0008444	LOC119071523|XP_037032292.1|BCOP	LOC6534202|XP_002094885.3|DYAK
OG0008445	LOC119078018|XP_037041305.1|BCOP	LOC6525470|XP_039233590.1|DYAK
OG0008446	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP	LOC6525611|XP_002101446.3|DYAK
OG0008447	LOC119069142|XP_037028943.1|BCOP	LOC6524568|XP_002100425.1|DYAK
OG0008448	LOC119068081|XP_037027383.1|BCOP	LOC6523966|XP_015045405.1|DYAK
OG0008449	LOC119070354|XP_037030542.1|BCOP	LOC6524984|XP_002100824.1|DYAK
OG0008450	LOC119069646|XP_037029664.1|BCOP	LOC26535577|XP_015046516.1|DYAK
OG0008451	LOC119081302|XP_037045961.1|BCOP	LOC6535744|XP_002096367.2|DYAK
OG0008452	LOC119079342|XP_037043065.1|BCOP	LOC6526329|XP_002087451.2|DYAK
OG0008453	LOC119077441|XP_037040552.1|BCOP	LOC6528501|XP_002089547.1|DYAK
OG0008454	LOC119084324|XP_037050147.1|BCOP	LOC6524465|XP_002100322.3|DYAK
OG0008455	LOC119067039|XP_037025673.1|BCOP	LOC6532923|XP_002093659.1|DYAK
OG0008456	LOC119078964|XP_037042612.1|BCOP	LOC6537390|XP_039231424.1|DYAK
OG0008457	LOC119067677|XP_037026689.1|BCOP	LOC6536367|XP_002096949.1|DYAK
OG0008458	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP	LOC6532013|XP_015051661.1|DYAK
OG0008459	LOC119085238|XP_037051446.1|BCOP	LOC6525127|XP_039233775.1|DYAK
OG0008460	LOC119085964|XP_037052416.1|BCOP	LOC6526990|XP_002088086.1|DYAK
OG0008463	LOC119078934|XP_037042573.1|BCOP	LOC6526284|XP_002087406.1|DYAK
OG0008464	LOC119081313|XP_037045983.1|BCOP	LOC6532143|XP_002092919.1|DYAK
OG0008465	LOC119071596|XP_037032446.1|BCOP	LOC26535292|XP_015052894.1|DYAK
OG0008466	LOC119081819|XP_037046949.1|BCOP	LOC6532100|XP_002092876.1|DYAK
OG0008468	LOC119076342|XP_037038933.1|BCOP	LOC6527362|XP_002088454.1|DYAK
OG0008469	LOC119080774|XP_037045237.1|BCOP	LOC6525799|XP_002101620.1|DYAK
OG0008473	LOC119068771|XP_037028421.1|BCOP	LOC6524961|XP_002100801.2|DYAK
OG0008474	LOC119078037|XP_037041343.1|BCOP	LOC6537036|XP_002097603.3|DYAK
OG0008476	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP	LOC6537223|XP_002097781.1|DYAK
OG0008477	LOC119069329|XP_037029287.1|BCOP	LOC6529974|XP_015052030.1|DYAK
OG0008478	LOC119069971|XP_037030107.1|BCOP	LOC6538589|XP_002099111.2|DYAK
OG0008479	LOC119066855|XP_037025418.1|BCOP	LOC6530680|XP_002091575.1|DYAK
OG0008480	LOC119072774|XP_037033959.1|BCOP	LOC6534516|XP_015050673.2|DYAK
OG0008481	LOC119073630|XP_037035116.1|BCOP	LOC6524028|XP_002099900.1|DYAK
OG0008482	LOC119073795|XP_037035426.1|BCOP	LOC6534344|XP_002095024.2|DYAK
OG0008483	LOC119074219|XP_037036115.1|BCOP	LOC6526433|XP_002087552.1|DYAK
OG0008484	LOC119074588|XP_037036721.1|BCOP	LOC6537232|XP_015048207.1|DYAK
OG0008485	LOC119078429|XP_037041836.1|BCOP	LOC6528064|XP_002089131.1|DYAK
OG0008486	LOC119079459|XP_037043281.1|BCOP	LOC6523775|XP_039233087.1|DYAK
OG0008487	LOC119084318|XP_037050139.1|BCOP	LOC6524362|XP_002100220.1|DYAK
OG0008488	LOC119085368|XP_037051646.1|BCOP	LOC6535879|XP_002096495.1|DYAK
OG0008528	LOC119067480|XP_037026378.1|BCOP	LOC6532203|XP_002092977.1|DYAK
OG0008529	LOC119068884|XP_037028644.1|BCOP	LOC6523926|XP_002099799.1|DYAK
OG0008530	LOC119068885|XP_037028646.1|BCOP	LOC6524634|XP_002100491.1|DYAK
OG0008532	LOC119067305|XP_037026107.1|BCOP	LOC6525573|XP_002101408.2|DYAK
OG0008534	LOC119066994|XP_037025614.1|BCOP	LOC120320554|XP_039226398.1|DYAK
OG0008536	LOC119068144|XP_037027502.1|BCOP	LOC6524082|XP_002099946.1|DYAK
OG0008537	LOC119069856|XP_037029926.1|BCOP	LOC26534728|XP_039231023.1|DYAK
OG0008538	LOC119081344|XP_037046057.1|BCOP	LOC6525281|XP_002101117.1|DYAK
OG0008540	LOC119067241|XP_037026003.1|BCOP	LOC6536364|XP_002096946.1|DYAK
OG0008541	LOC119073998|XP_037035822.1|BCOP	LOC6528532|XP_039226505.1|DYAK
OG0008542	LOC119068431|XP_037027896.1|BCOP	LOC6532774|XP_002093516.1|DYAK
OG0008544	LOC119080602|XP_037044895.1|BCOP	LOC26534519|XP_039227381.1|DYAK
OG0008545	LOC119079989|XP_037044041.1|BCOP	LOC6531969|XP_002092755.1|DYAK
OG0008546	LOC119080512|XP_037044817.1|BCOP	LOC6532501|XP_002093247.1|DYAK
OG0008547	LOC119078781|XP_037042388.1|BCOP	LOC6524043|XP_002099912.1|DYAK
OG0008549	LOC119080083|XP_037044199.1|BCOP	LOC6538660|XP_002099180.1|DYAK
OG0008551	LOC119080649|XP_037044958.1|BCOP	LOC6532456|XP_002093203.2|DYAK
OG0008552	LOC119080162|XP_037044278.1|BCOP	LOC6532673|XP_002093417.1|DYAK
OG0008554	LOC119076589|XP_037039327.1|BCOP	LOC6523915|XP_015045370.1|DYAK
OG0008555	LOC119073785|XP_037035379.1|BCOP	LOC6523942|XP_002099814.1|DYAK
OG0008556	LOC119085212|XP_037051418.1|BCOP	LOC6528638|XP_039227373.1|DYAK
OG0008558	LOC119075651|XP_037038037.1|BCOP	LOC6527968|XP_039226982.1|DYAK
OG0008560	LOC119078487|XP_037041939.1|BCOP	LOC6527840|XP_015054635.1|DYAK
OG0008561	LOC119071638|XP_037032494.1|BCOP	LOC6530326|XP_002091253.1|DYAK
OG0008562	LOC119085229|XP_037051436.1|BCOP	LOC6527092|XP_002088185.3|DYAK
OG0008563	LOC119068240|XP_037027660.1|BCOP	LOC6537849|XP_002098390.1|DYAK
OG0008564	LOC119071461|XP_037032213.1|BCOP	LOC6528023|XP_002089090.1|DYAK
OG0008565	LOC119081498|XP_037046399.1|BCOP	LOC6534372|XP_002095050.1|DYAK
OG0008566	LOC119076261|XP_037038826.1|BCOP	LOC6528180|XP_002089243.1|DYAK
OG0008567	LOC119066790|XP_037025347.1|BCOP	LOC26535908|XP_015052934.2|DYAK
OG0008569	LOC119083024|XP_037048559.1|BCOP	LOC6524443|XP_002100301.1|DYAK
OG0008570	LOC119075017|XP_037037319.1|BCOP	LOC6525480|XP_039226653.1|DYAK
OG0008571	LOC119084412|XP_037050275.1|BCOP	LOC6532670|XP_002093414.2|DYAK
OG0008573	LOC119077811|XP_037041017.1|BCOP	LOC6524413|XP_002100271.1|DYAK
OG0008574	LOC119084150|XP_037049892.1|BCOP	LOC26534943|XP_015050724.1|DYAK
OG0008575	LOC119074299|XP_037036213.1|BCOP	LOC6537796|XP_015048523.1|DYAK
OG0008576	LOC119068640|XP_037028209.1|BCOP	LOC6539098|XP_015045309.1|DYAK
OG0008577	LOC119070725|XP_037031087.1|BCOP	LOC6533879|XP_002094579.1|DYAK
OG0008578	LOC119080533|XP_037044840.1|BCOP	LOC6535535|XP_015047207.1|DYAK
OG0008581	LOC119069736|XP_037029770.1|BCOP	LOC6534926|XP_002095597.3|DYAK
OG0008582	LOC119074296|XP_037036207.1|BCOP	LOC6524036|XP_002099906.1|DYAK
OG0008583	LOC119075221|XP_037037502.1|BCOP	LOC6523777|XP_039228390.1|DYAK
OG0008584	LOC119076655|XP_037039432.1|BCOP	LOC6524464|XP_002100321.1|DYAK
OG0008585	LOC119070478|XP_037030731.1|BCOP	LOC6525472|XP_002101307.1|DYAK
OG0008586	LOC119070401|XP_037030624.1|BCOP	LOC6525473|XP_002101308.1|DYAK
OG0008587	LOC119076815|XP_037039697.1|BCOP	LOC6535707|XP_015047290.1|DYAK
OG0008588	LOC119075704|XP_037038123.1|BCOP	LOC6535664|XP_002096292.2|DYAK
OG0008589	LOC119084038|XP_037049765.1|BCOP	LOC6524526|XP_039233583.1|DYAK
OG0008590	LOC119072204|XP_037033267.1|BCOP	LOC6538417|XP_002098941.2|DYAK
OG0008591	LOC119078034|XP_037041340.1|BCOP	LOC120322324|XP_039233299.1|DYAK
OG0008592	LOC119066886|XP_037025470.1|BCOP	LOC6530575|XP_039229144.1|DYAK
OG0008595	LOC119081294|XP_037045950.1|BCOP	LOC6531500|XP_002092299.1|DYAK
OG0008596	LOC119081299|XP_037045955.1|BCOP	LOC6531506|XP_002092305.2|DYAK
OG0008598	LOC119075225|XP_037037508.1|BCOP	LOC6526005|XP_039229705.1|DYAK
OG0008599	LOC119078847|XP_037042451.1|BCOP	LOC6524057|XP_002099926.3|DYAK
OG0008604	LOC119081309|XP_037045968.1|BCOP	LOC6532145|XP_002092921.1|DYAK
OG0008608	LOC119076166|XP_037038746.1|BCOP	LOC6524219|XP_002100082.3|DYAK
OG0008609	LOC119084492|XP_037050392.1|BCOP	LOC6536617|XP_002097189.1|DYAK
OG0008616	LOC119068167|XP_037027544.1|BCOP	LOC6538985|XP_039231213.1|DYAK
OG0008617	LOC119071970|XP_037032998.1|BCOP	LOC6537891|XP_002098432.2|DYAK
OG0008619	LOC119078670|XP_037042224.1|BCOP	LOC6527297|XP_002088391.1|DYAK
OG0008620	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP	LOC6528542|XP_002089588.1|DYAK
OG0008621	LOC119069228|XP_037029161.1|BCOP	LOC6536439|XP_002097020.2|DYAK
OG0008622	LOC119071773|XP_037032718.1|BCOP	LOC6531717|XP_002092507.1|DYAK
OG0008623	LOC119073668|XP_037035168.1|BCOP	LOC26535110|XP_015052869.1|DYAK
OG0008624	LOC119073421|XP_037034761.1|BCOP	LOC6530346|XP_039227882.1|DYAK
OG0008625	LOC119073941|XP_037035710.1|BCOP	LOC6528830|XP_002089862.1|DYAK
OG0008626	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP	LOC6539120|XP_039226538.1|DYAK
OG0008627	LOC119077368|XP_037040451.1|BCOP	LOC6532642|XP_039230511.1|DYAK
OG0008629	LOC119079350|XP_037043074.1|BCOP	LOC26535445|XP_015052902.1|DYAK
OG0008630	LOC119079461|XP_037043283.1|BCOP	LOC6523745|XP_002099620.1|DYAK
OG0008631	LOC119079702|XP_037043654.1|BCOP	LOC6537664|XP_002098209.2|DYAK
OG0008632	LOC119080260|XP_037044403.1|BCOP	LOC6539066|XP_002099568.2|DYAK
OG0008633	LOC119080396|XP_037044610.1|BCOP	LOC6530465|XP_039227897.1|DYAK
OG0008634	LOC119082404|XP_037047830.1|BCOP	LOC26535980|XP_015045243.1|DYAK
OG0008635	LOC119083093|XP_037048611.1|BCOP	LOC6528537|XP_002089583.1|DYAK
OG0008680	LOC119068823|XP_037028490.1|BCOP	LOC6524311|XP_015045607.1|DYAK
OG0008683	LOC119071854|XP_037032807.1|BCOP	LOC6523958|XP_002099830.2|DYAK
OG0008684	LOC119081319|XP_037046002.1|BCOP	LOC6524712|XP_002100556.1|DYAK
OG0008687	LOC119080146|XP_037044258.1|BCOP	LOC6531957|XP_002092743.2|DYAK
OG0008688	LOC119074057|XP_037035904.1|BCOP	LOC6524428|XP_039233545.1|DYAK
OG0008689	LOC119081448|XP_037046282.1|BCOP	LOC6536403|XP_002096985.1|DYAK
OG0008696	LOC119068875|XP_037028655.1|BCOP	LOC6538493|XP_002099015.1|DYAK
OG0008698	LOC119070053|XP_037030243.1|BCOP	LOC6525045|XP_002100884.1|DYAK
OG0008699	LOC119071918|XP_037032936.1|BCOP	LOC26534786|XP_015050738.1|DYAK
OG0008700	LOC119066845|XP_037025408.1|BCOP, LOC119085028|XP_037051111.1|BCOP	LOC6535758|XP_002096381.3|DYAK
OG0008701	LOC119072650|XP_037033799.1|BCOP	LOC6531586|XP_002092384.1|DYAK
OG0008704	LOC119072906|XP_037034122.1|BCOP	LOC6526741|XP_002087844.1|DYAK
OG0008705	LOC119082374|XP_037047792.1|BCOP	LOC6526988|XP_002088084.1|DYAK
OG0008707	LOC119083484|XP_037049105.1|BCOP	LOC6524918|XP_039226134.1|DYAK
OG0008708	LOC119068786|XP_037028441.1|BCOP	LOC6525135|XP_039232754.1|DYAK
OG0008711	LOC119074586|XP_037036714.1|BCOP	LOC6535885|XP_039231054.1|DYAK
OG0008712	LOC119074045|XP_037035886.1|BCOP	LOC6531499|XP_002092298.1|DYAK
OG0008715	LOC119068492|XP_037027999.1|BCOP	LOC6536251|XP_002096837.1|DYAK
OG0008718	LOC119079552|XP_037043434.1|BCOP	LOC6531192|XP_002092020.3|DYAK
OG0008719	LOC119077860|XP_037041085.1|BCOP	LOC6539033|XP_002099535.1|DYAK
OG0008721	LOC119067402|XP_037026244.1|BCOP	LOC6524604|XP_002100461.3|DYAK
OG0008722	LOC119084371|XP_037050215.1|BCOP, LOC119070041|XP_037030220.1|BCOP, LOC119084454|XP_037050330.1|BCOP	LOC6536278|XP_002096864.1|DYAK
OG0008725	LOC119080399|XP_037044662.1|BCOP	LOC6530755|XP_002091645.1|DYAK
OG0008726	LOC119075463|XP_037037807.1|BCOP	LOC6530021|XP_039228086.1|DYAK
OG0008727	LOC119068221|XP_037027612.1|BCOP	LOC6536888|XP_002097457.2|DYAK
OG0008728	LOC119068495|XP_037028004.1|BCOP	LOC6536713|XP_002097285.2|DYAK
OG0008729	LOC119068585|XP_037028125.1|BCOP, LOC119080362|XP_037044556.1|BCOP	LOC6525772|XP_039231551.1|DYAK
OG0008730	LOC119069745|XP_037029780.1|BCOP	LOC6525703|XP_002101525.1|DYAK
OG0008731	LOC119069782|XP_037029819.1|BCOP	LOC6537308|XP_002097866.2|DYAK
OG0008732	LOC119069804|XP_037029856.1|BCOP, LOC119085052|XP_037051163.1|BCOP	LOC6527446|XP_002088538.1|DYAK
OG0008734	LOC119066678|XP_037025164.1|BCOP	LOC6535282|XP_002095938.1|DYAK
OG0008735	LOC119066151|XP_037024347.1|BCOP	LOC6530793|XP_002091676.1|DYAK
OG0008736	LOC119066319|XP_037024604.1|BCOP	LOC6529283|XP_002090288.1|DYAK
OG0008737	LOC119074684|XP_037036862.1|BCOP, LOC119070706|XP_037031053.1|BCOP, LOC119084666|XP_037050637.1|BCOP, LOC119071418|XP_037032190.1|BCOP	LOC6536281|XP_002096867.3|DYAK
OG0008738	LOC119070817|XP_037031193.1|BCOP	LOC6527095|XP_002088188.1|DYAK
OG0008739	LOC119070668|XP_037030997.1|BCOP	LOC6534763|XP_002095438.1|DYAK
OG0008740	LOC119071866|XP_037032822.1|BCOP	LOC6528817|XP_002089849.2|DYAK
OG0008741	LOC119085091|XP_037051227.1|BCOP, LOC119073059|XP_037034260.1|BCOP	LOC6528774|XP_002089808.1|DYAK
OG0008742	LOC119084534|XP_037050439.1|BCOP, LOC119074164|XP_037036064.1|BCOP	LOC6532765|XP_002093507.1|DYAK
OG0008743	LOC119073899|XP_037035683.1|BCOP	LOC6529298|XP_002090303.1|DYAK
OG0008744	LOC119074055|XP_037035902.1|BCOP	LOC6528462|XP_002089508.1|DYAK
OG0008745	LOC119074442|XP_037036468.1|BCOP	LOC6525896|XP_039228904.1|DYAK
OG0008746	LOC119076051|XP_037038579.1|BCOP	LOC6535706|XP_015047285.1|DYAK
OG0008747	LOC119080507|XP_037044803.1|BCOP	LOC6539791|XP_039230285.1|DYAK
OG0008748	LOC119083259|XP_037048831.1|BCOP	LOC6526398|XP_002087517.1|DYAK
OG0008749	LOC119084048|XP_037049779.1|BCOP	LOC6527254|XP_002088348.1|DYAK
OG0008750	LOC119085071|XP_037051205.1|BCOP, LOC119084605|XP_037050562.1|BCOP	LOC6527942|XP_002089009.1|DYAK
OG0008805	LOC119083656|XP_037049331.1|BCOP	LOC6525690|XP_002101512.1|DYAK
OG0008807	LOC119068718|XP_037028302.1|BCOP	LOC6524972|XP_015046009.1|DYAK
OG0008808	LOC119068441|XP_037027908.1|BCOP	LOC6524590|XP_039226439.1|DYAK
OG0008811	LOC119069771|XP_037029804.1|BCOP	LOC26536173|XP_015048197.1|DYAK
OG0008813	LOC119070427|XP_037030663.1|BCOP	LOC6536419|XP_015047741.1|DYAK
OG0008814	LOC119079907|XP_037043892.1|BCOP	LOC6531954|XP_002092740.1|DYAK
OG0008820	LOC119075690|XP_037038108.1|BCOP, LOC119084682|XP_037050657.1|BCOP	LOC6527867|XP_002088939.1|DYAK
OG0008821	LOC119075758|XP_037038194.1|BCOP	LOC6526177|XP_039233651.1|DYAK
OG0008823	LOC119075901|XP_037038372.1|BCOP, LOC119073787|XP_037035410.1|BCOP	LOC6525278|XP_002101114.2|DYAK
OG0008831	LOC119069233|XP_037029209.1|BCOP	LOC6524466|XP_039233535.1|DYAK
OG0008832	LOC119070870|XP_037031318.1|BCOP	LOC6524467|XP_002100324.1|DYAK
OG0008833	LOC119071533|XP_037032311.1|BCOP	LOC6525341|XP_002101177.1|DYAK
OG0008834	LOC119069951|XP_037030074.1|BCOP	LOC6538583|XP_002099105.1|DYAK
OG0008838	LOC119081276|XP_037045927.1|BCOP	LOC6527893|XP_002088965.1|DYAK
OG0008841	LOC119077707|XP_037040883.1|BCOP	LOC6532798|XP_002093535.1|DYAK
OG0008842	LOC119078149|XP_037041518.1|BCOP	LOC6531846|XP_002092633.1|DYAK
OG0008845	LOC119078524|XP_037041984.1|BCOP	LOC6529011|XP_002090043.1|DYAK
OG0008847	LOC119070606|XP_037030920.1|BCOP	LOC6536147|XP_002096748.3|DYAK
OG0008849	LOC119084911|XP_037050962.1|BCOP	LOC6525389|XP_039226113.1|DYAK
OG0008852	LOC119072438|XP_037033548.1|BCOP	LOC6528559|XP_002089603.1|DYAK
OG0008854	LOC119066768|XP_037025308.1|BCOP, LOC119080958|XP_037045482.1|BCOP	LOC6526360|XP_002087482.1|DYAK
OG0008855	LOC119069845|XP_037029913.1|BCOP	LOC6526019|XP_002101836.1|DYAK
OG0008856	LOC119072400|XP_037033510.1|BCOP	LOC6523702|XP_015046746.1|DYAK
OG0008857	LOC119073247|XP_037034480.1|BCOP	LOC6533313|XP_002094039.2|DYAK
OG0008858	LOC119077415|XP_037040526.1|BCOP	LOC6535471|XP_002096102.2|DYAK
OG0008859	LOC119077512|XP_037040644.1|BCOP	LOC6533547|XP_002094257.1|DYAK
OG0008860	LOC119084750|XP_037050717.1|BCOP	LOC6538828|XP_002099341.1|DYAK
OG0008861	LOC119081010|XP_037045589.1|BCOP	LOC6528653|XP_002089695.1|DYAK
OG0008862	LOC119067800|XP_037026842.1|BCOP	LOC6536665|XP_002097237.1|DYAK
OG0008863	LOC119068048|XP_037027310.1|BCOP	LOC6528949|XP_002089981.1|DYAK
OG0008864	LOC119068149|XP_037027516.1|BCOP	LOC6530551|XP_002091466.2|DYAK
OG0008865	LOC119066770|XP_037025317.1|BCOP	LOC6527342|XP_002088434.1|DYAK
OG0008866	LOC119066671|XP_037025152.1|BCOP, LOC119082089|XP_037047348.1|BCOP	LOC6526254|XP_002087376.1|DYAK
OG0008867	LOC119071630|XP_037032483.1|BCOP, LOC119075289|XP_037037582.1|BCOP, LOC119066346|XP_037024654.1|BCOP, LOC119070646|XP_037030970.1|BCOP	LOC6525350|XP_002101186.1|DYAK
OG0008868	LOC119070709|XP_037031057.1|BCOP	LOC6528687|XP_002089729.1|DYAK
OG0008869	LOC119070685|XP_037031028.1|BCOP	LOC6535199|XP_002095858.2|DYAK
OG0008870	LOC119071280|XP_037032041.1|BCOP	LOC6534982|XP_002095652.1|DYAK
OG0008871	LOC119071298|XP_037032068.1|BCOP	LOC6534027|XP_015050371.1|DYAK
OG0008872	LOC119071487|XP_037032234.1|BCOP	LOC6526973|XP_002088069.1|DYAK
OG0008873	LOC119071734|XP_037032660.1|BCOP	LOC6527022|XP_002088117.1|DYAK
OG0008874	LOC119071956|XP_037032983.1|BCOP	LOC6531448|XP_002092251.1|DYAK
OG0008875	LOC119073351|XP_037034642.1|BCOP	LOC6530063|XP_002091009.1|DYAK
OG0008876	LOC119073353|XP_037034646.1|BCOP	LOC6523733|XP_015046861.1|DYAK
OG0008877	LOC119073883|XP_037035658.1|BCOP	LOC6533918|XP_002094618.1|DYAK
OG0008878	LOC119073993|XP_037035814.1|BCOP	LOC6527732|XP_002088815.1|DYAK
OG0008879	LOC119074090|XP_037035945.1|BCOP	LOC6531355|XP_002092158.1|DYAK
OG0008880	LOC119075398|XP_037037735.1|BCOP	LOC6537280|XP_002097838.1|DYAK
OG0008881	LOC119075701|XP_037038122.1|BCOP	LOC6532059|XP_002092836.1|DYAK
OG0008882	LOC119075593|XP_037037958.1|BCOP	LOC6527896|XP_002088968.2|DYAK
OG0008883	LOC119077895|XP_037041157.1|BCOP	LOC6536369|XP_002096951.1|DYAK
OG0008884	LOC119077952|XP_037041215.1|BCOP	LOC6538484|XP_002099008.1|DYAK
OG0008885	LOC119078693|XP_037042250.1|BCOP	LOC6529696|XP_002090689.1|DYAK
OG0008886	LOC119079170|XP_037042882.1|BCOP	LOC6531382|XP_002092185.1|DYAK
OG0008887	LOC119079978|XP_037044013.1|BCOP	LOC6530773|XP_002091661.1|DYAK
OG0008888	LOC119080520|XP_037044825.1|BCOP	LOC6533626|XP_002094333.1|DYAK
OG0008889	LOC119080419|XP_037044654.1|BCOP	LOC6530520|XP_002091435.1|DYAK
OG0008890	LOC119080911|XP_037045412.1|BCOP	LOC6537258|XP_002097816.1|DYAK
OG0008891	LOC119080916|XP_037045422.1|BCOP	LOC6532966|XP_015049737.1|DYAK
OG0008892	LOC119080989|XP_037045530.1|BCOP	LOC6532000|XP_039228491.1|DYAK
OG0008893	LOC119081820|XP_037046950.1|BCOP, LOC119081588|XP_037046519.1|BCOP	LOC6533038|XP_002093773.1|DYAK
OG0008894	LOC119081442|XP_037046269.1|BCOP	LOC6537761|XP_015048489.1|DYAK
OG0008895	LOC119081431|XP_037046247.1|BCOP	LOC6536404|XP_002096986.1|DYAK
OG0008896	LOC119081908|XP_037047036.1|BCOP	LOC26535720|XP_015045071.2|DYAK
OG0008897	LOC119082650|XP_037048126.1|BCOP	LOC6535543|XP_039232223.1|DYAK
OG0008898	LOC119082810|XP_037048353.1|BCOP	LOC6529992|XP_039228738.1|DYAK
OG0008899	LOC119083119|XP_037048645.1|BCOP	LOC6529638|XP_002090632.1|DYAK
OG0008900	LOC119083254|XP_037048827.1|BCOP	LOC6529591|XP_002090585.1|DYAK
OG0008901	LOC119084542|XP_037050451.1|BCOP, LOC119083338|XP_037048928.1|BCOP	LOC6533259|XP_002093985.1|DYAK
OG0008902	LOC119083635|XP_037049265.1|BCOP	LOC6523714|XP_015046792.1|DYAK
OG0008903	LOC119084647|XP_037050610.1|BCOP	LOC6526359|XP_002087481.1|DYAK
OG0008904	LOC119084892|XP_037050936.1|BCOP	LOC6531156|XP_002091985.2|DYAK
OG0008905	LOC119085054|XP_037051167.1|BCOP	LOC6523729|XP_002099604.1|DYAK
OG0008906	LOC119085090|XP_037051226.1|BCOP	LOC6533575|XP_002094285.1|DYAK
OG0008983	LOC119081562|XP_037046487.1|BCOP	LOC6531951|XP_002092737.1|DYAK
OG0008986	LOC119078731|XP_037042309.1|BCOP	LOC6537608|XP_002098154.1|DYAK
OG0008987	LOC119085922|XP_037052370.1|BCOP	LOC6527588|XP_002088676.1|DYAK
OG0008988	LOC119078817|XP_037042416.1|BCOP	LOC6536731|XP_002097303.1|DYAK
OG0008995	LOC119066111|XP_037024283.1|BCOP	LOC6532016|XP_002092795.1|DYAK
OG0008997	LOC119072280|XP_037033369.1|BCOP	LOC6523811|XP_002099686.1|DYAK
OG0009000	LOC119068840|XP_037028540.1|BCOP	LOC6524162|XP_039226078.1|DYAK
OG0009002	LOC119068598|XP_037028148.1|BCOP	LOC26535723|XP_015047256.1|DYAK
OG0009007	LOC119075340|XP_037037697.1|BCOP	LOC6532631|XP_039230029.1|DYAK
OG0009008	LOC119072871|XP_037034112.1|BCOP	LOC6535739|XP_002096362.1|DYAK
OG0009009	LOC119066060|XP_037024184.1|BCOP	LOC6532392|XP_002093143.2|DYAK
