Orthogroup	BCOP.longest_only	DPSE.longest_only
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC4815773|XP_001355297.2|DPSE
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC4804200|XP_001360798.2|DPSE
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC6903072|XP_002132790.2|DPSE
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC4815618|XP_001355370.3|DPSE
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC6902028|XP_033237909.1|DPSE
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC4815280|XP_033237688.1|DPSE
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC4804672|XP_015040097.2|DPSE
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC4801942|XP_001358957.3|DPSE
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC4804753|XP_001361264.2|DPSE
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC4815648|XP_015041236.2|DPSE
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC4814297|XP_015042352.1|DPSE
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC4815932|XP_001355613.3|DPSE
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC4813215|XP_033239126.1|DPSE
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC4812102|XP_015044037.1|DPSE
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC4815006|XP_001354982.3|DPSE
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC4815868|XP_001355305.1|DPSE
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC4815313|XP_033241399.1|DPSE
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC6899091|XP_002139008.3|DPSE
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC4811675|XP_001352260.1|DPSE
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC4816962|XP_001356735.1|DPSE
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC4812060|XP_001352398.3|DPSE
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC4814736|XP_003736161.3|DPSE
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC4813242|XP_001353904.1|DPSE
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC4813178|XP_001353895.1|DPSE
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC4812563|XP_001352993.2|DPSE
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC4813394|XP_001353200.3|DPSE
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC26533853|XP_033239234.1|DPSE
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC6901672|XP_033240296.1|DPSE
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC4816044|XP_033241504.1|DPSE
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC4805735|XP_001362083.2|DPSE
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC4803177|XP_001359960.3|DPSE
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC4804532|XP_001361080.2|DPSE
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC4803987|XP_001360620.2|DPSE
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC4803988|XP_001360621.1|DPSE
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC4816802|XP_001356902.4|DPSE
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC4816943|XP_001356650.1|DPSE
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC4805314|XP_001361734.2|DPSE
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC4812450|XP_001352784.4|DPSE
OG0007450	LOC119078266|XP_037041659.1|BCOP	LOC4818106|XP_003736141.1|DPSE
OG0007451	LOC119066944|XP_037025555.1|BCOP	LOC4812448|XP_001353020.3|DPSE
OG0007452	LOC119066943|XP_037025554.1|BCOP	LOC4812120|XP_001353021.3|DPSE
OG0007453	LOC119075408|XP_037037747.1|BCOP	LOC4813296|XP_001353929.4|DPSE
OG0007454	LOC119067953|XP_037027172.1|BCOP	LOC4813367|XP_033240667.1|DPSE
OG0007455	LOC119072385|XP_037033482.1|BCOP	LOC6903881|XP_015035085.1|DPSE
OG0007456	LOC119072380|XP_037033475.1|BCOP	LOC4814600|XP_001354831.4|DPSE
OG0007457	LOC119086065|XP_037052536.1|BCOP	LOC4812537|XP_001352458.2|DPSE
OG0007458	LOC119086067|XP_037052538.1|BCOP	LOC4816555|XP_001356294.1|DPSE
OG0007459	LOC119086063|XP_037052534.1|BCOP	LOC4800923|XP_033232752.1|DPSE
OG0007460	LOC119066912|XP_037025507.1|BCOP	LOC6898328|XP_002138383.2|DPSE
OG0007461	LOC119071711|XP_037032600.1|BCOP	LOC4812863|XP_001353293.2|DPSE
OG0007462	LOC119071789|XP_037032745.1|BCOP	LOC4813074|XP_001353289.3|DPSE
OG0007463	LOC119071716|XP_037032607.1|BCOP	LOC4813312|XP_001353288.4|DPSE
OG0007464	LOC119071713|XP_037032604.1|BCOP	LOC6900419|XP_015042722.2|DPSE
OG0007465	LOC119078308|XP_037041707.1|BCOP	LOC6900216|XP_015043958.2|DPSE
OG0007467	LOC119079618|XP_037043509.1|BCOP	LOC4805456|XP_001361853.3|DPSE
OG0007468	LOC119067341|XP_037026144.1|BCOP	LOC4804247|XP_001360835.1|DPSE
OG0007469	LOC119086024|XP_037052491.1|BCOP	LOC4813627|XP_033238449.1|DPSE
OG0007470	LOC119070867|XP_037031274.1|BCOP	LOC4816195|XP_001355779.2|DPSE
OG0007471	LOC119071259|XP_037032003.1|BCOP	LOC4804181|XP_015039661.2|DPSE
OG0007472	LOC119074207|XP_037036098.1|BCOP	LOC4814678|XP_001354817.3|DPSE
OG0007473	LOC119072342|XP_037033423.1|BCOP	LOC4813752|XP_001353323.3|DPSE
OG0007474	LOC119079075|XP_037042780.1|BCOP	LOC4805309|XP_033234877.1|DPSE
OG0007475	LOC119066931|XP_037025539.1|BCOP	LOC4812236|XP_001352848.2|DPSE
OG0007476	LOC119074279|XP_037036193.1|BCOP	LOC4815810|XP_001355377.2|DPSE
OG0007477	LOC119067543|XP_037026503.1|BCOP	LOC6902022|XP_033240460.1|DPSE
OG0007478	LOC119070975|XP_037031450.1|BCOP	LOC26533437|XP_033236536.1|DPSE
OG0007479	LOC119071206|XP_037031893.1|BCOP	LOC4815049|XP_001354738.4|DPSE
OG0007480	LOC119072669|XP_037033821.1|BCOP	LOC6897563|XP_033237958.1|DPSE
OG0007481	LOC119072652|XP_037033805.1|BCOP	LOC4812074|XP_001352419.1|DPSE
OG0007482	LOC119066885|XP_037025468.1|BCOP	LOC4816960|XP_033235667.1|DPSE
OG0007483	LOC119077046|XP_037040070.1|BCOP	LOC4804874|XP_015040250.2|DPSE
OG0007484	LOC119074625|XP_037036787.1|BCOP	LOC4814926|XP_015041560.2|DPSE
OG0007485	LOC119074670|XP_037036849.1|BCOP	LOC6901183|XP_002133884.1|DPSE
OG0007486	LOC119067566|XP_037026542.1|BCOP	LOC4815494|XP_001355504.2|DPSE
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC4811687|XP_001352269.4|DPSE
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC4813976|XP_001354133.4|DPSE
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC6897672|XP_033232948.1|DPSE
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC6899246|XP_033237617.1|DPSE
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC4815706|XP_033241437.1|DPSE
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC4803492|XP_001360209.3|DPSE
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC6899416|XP_033237765.1|DPSE
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC6903769|XP_033236870.1|DPSE
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC4815365|XP_001355104.3|DPSE
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC4813340|XP_033237627.1|DPSE
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC6900690|XP_015043164.1|DPSE
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC4812939|XP_015042903.2|DPSE
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC4813960|XP_015043493.2|DPSE
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC4813961|XP_001354120.2|DPSE
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC6900461|XP_033240110.1|DPSE
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC26532207|XP_015039007.1|DPSE
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC4817366|XP_015035993.2|DPSE
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC4812133|XP_015044072.1|DPSE
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC4813180|XP_001353188.3|DPSE
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC4813785|XP_001353189.1|DPSE
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC4816944|XP_001356406.1|DPSE
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC4817198|XP_001356645.3|DPSE
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC4817981|XP_001357334.2|DPSE
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC4805037|XP_033234481.1|DPSE
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC4816564|XP_001356138.2|DPSE
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC4803079|XP_003736901.2|DPSE
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC4816913|XP_001356437.2|DPSE
OG0007514	LOC119078245|XP_037041619.1|BCOP	LOC6899932|XP_002135300.3|DPSE
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC6903294|XP_002132482.3|DPSE
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC4817819|XP_001357477.2|DPSE
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC4813970|XP_001354128.1|DPSE
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC4805628|XP_001362000.1|DPSE
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC4805534|XP_033233250.1|DPSE
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC6898464|XP_002138507.2|DPSE
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC4815920|XP_001355728.2|DPSE
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC26533691|XP_033239799.1|DPSE
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC4805410|XP_015040631.2|DPSE
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC4817098|XP_001356574.3|DPSE
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC4816412|XP_001356237.1|DPSE
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC4800947|XP_001358131.2|DPSE
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC4813688|XP_001353646.1|DPSE
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC6899016|XP_002138971.3|DPSE
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC4803964|XP_001360602.4|DPSE
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC117184773|XP_033239501.1|DPSE
OG0007531	LOC119076289|XP_037038845.1|BCOP	LOC4805574|XP_001361957.2|DPSE
OG0007532	LOC119071891|XP_037032885.1|BCOP	LOC6899062|XP_002138987.3|DPSE
OG0007534	LOC119066784|XP_037025341.1|BCOP	LOC4813823|XP_001353547.1|DPSE
OG0007535	LOC119072811|XP_037034000.1|BCOP	LOC4812895|XP_001353601.3|DPSE
OG0007536	LOC119084476|XP_037050359.1|BCOP	LOC4802872|XP_001359703.2|DPSE
OG0007537	LOC119082303|XP_037047681.1|BCOP	LOC6900585|XP_033238191.1|DPSE
OG0007538	LOC119082344|XP_037047752.1|BCOP	LOC4813036|XP_033240038.1|DPSE
OG0007539	LOC119077843|XP_037041057.1|BCOP	LOC6903226|XP_002132927.3|DPSE
OG0007540	LOC119068307|XP_037027744.1|BCOP	LOC4800726|XP_001357946.2|DPSE
OG0007541	LOC119085375|XP_037051652.1|BCOP	LOC4805169|XP_001361616.1|DPSE
OG0007542	LOC119071896|XP_037032894.1|BCOP	LOC4805699|XP_004444581.2|DPSE
OG0007543	LOC119081001|XP_037045567.1|BCOP	LOC6899870|XP_033237262.1|DPSE
OG0007544	LOC119072367|XP_037033456.1|BCOP	LOC4812609|XP_001352623.3|DPSE
OG0007545	LOC119077013|XP_037040021.1|BCOP	LOC4816203|XP_001355751.2|DPSE
OG0007546	LOC119072202|XP_037033265.1|BCOP	LOC6897507|XP_002137656.1|DPSE
OG0007547	LOC119076939|XP_037039873.1|BCOP	LOC4804152|XP_001360758.1|DPSE
OG0007548	LOC119070873|XP_037031284.1|BCOP	LOC4814150|XP_033238089.1|DPSE
OG0007549	LOC119083284|XP_037048867.1|BCOP	LOC117184538|XP_033238588.1|DPSE
OG0007550	LOC119085556|XP_037051866.1|BCOP	LOC4812156|XP_001352902.1|DPSE
OG0007551	LOC119083261|XP_037048837.1|BCOP	LOC4804034|XP_033234626.1|DPSE
OG0007552	LOC119066218|XP_037024436.1|BCOP	LOC4817115|XP_001356747.4|DPSE
OG0007553	LOC119083274|XP_037048856.1|BCOP	LOC4817138|XP_001356826.1|DPSE
OG0007554	LOC119071641|XP_037032496.1|BCOP	LOC4812546|XP_001352604.1|DPSE
OG0007555	LOC119075523|XP_037037886.1|BCOP	LOC4804092|XP_033234653.1|DPSE
OG0007556	LOC119066114|XP_037024290.1|BCOP	LOC4805624|XP_033233719.1|DPSE
OG0007557	LOC119074241|XP_037036158.1|BCOP	LOC4805622|XP_033233717.1|DPSE
OG0007558	LOC119071901|XP_037032901.1|BCOP	LOC6898303|XP_033234414.1|DPSE
OG0007559	LOC119085112|XP_037051265.1|BCOP	LOC4816170|XP_001355815.1|DPSE
OG0007560	LOC119085945|XP_037052394.1|BCOP	LOC4811878|XP_015044064.2|DPSE
OG0007561	LOC119070673|XP_037031007.1|BCOP	LOC4812424|XP_033239055.1|DPSE
OG0007562	LOC119066841|XP_037025401.1|BCOP	LOC4813838|XP_001353278.3|DPSE
OG0007563	LOC119083169|XP_037048723.1|BCOP	LOC4813108|XP_001353957.1|DPSE
OG0007564	LOC119071615|XP_037032449.1|BCOP	LOC4813563|XP_001353587.2|DPSE
OG0007565	LOC119070125|XP_037030340.1|BCOP	LOC26532232|XP_033233421.1|DPSE
OG0007566	LOC119076249|XP_037038810.1|BCOP	LOC4803957|XP_001360595.2|DPSE
OG0007567	LOC119067474|XP_037026370.1|BCOP	LOC4801156|XP_001358291.1|DPSE
OG0007568	LOC119082249|XP_037047606.1|BCOP	LOC4804651|XP_001361179.2|DPSE
OG0007569	LOC119082584|XP_037048017.1|BCOP	LOC4804140|XP_001360746.2|DPSE
OG0007570	LOC119082690|XP_037048158.1|BCOP	LOC4804652|XP_001361180.2|DPSE
OG0007571	LOC119082703|XP_037048176.1|BCOP	LOC4804650|XP_001361178.4|DPSE
OG0007572	LOC119072260|XP_037033344.1|BCOP	LOC4818006|XP_001357476.3|DPSE
OG0007573	LOC119066186|XP_037024383.1|BCOP	LOC4803874|XP_001360523.2|DPSE
OG0007574	LOC119082036|XP_037047254.1|BCOP	LOC4805436|XP_001361837.1|DPSE
OG0007575	LOC119070661|XP_037030986.1|BCOP	LOC4805562|XP_001361947.3|DPSE
OG0007576	LOC119074599|XP_037036740.1|BCOP	LOC4814754|XP_033239087.1|DPSE
OG0007577	LOC119084047|XP_037049778.1|BCOP	LOC4815088|XP_001354834.2|DPSE
OG0007578	LOC119066631|XP_037025087.1|BCOP	LOC4817485|XP_001356906.4|DPSE
OG0007579	LOC119067398|XP_037026237.1|BCOP	LOC4805053|XP_001361517.2|DPSE
OG0007580	LOC119066013|XP_037024125.1|BCOP	LOC4813161|XP_001353135.2|DPSE
OG0007581	LOC119072272|XP_037033359.1|BCOP	LOC4816827|XP_001356542.2|DPSE
OG0007582	LOC119071322|XP_037032102.1|BCOP	LOC4802367|XP_001359296.1|DPSE
OG0007583	LOC119066884|XP_037025467.1|BCOP	LOC4805234|XP_001361670.3|DPSE
OG0007584	LOC119076004|XP_037038472.1|BCOP	LOC4815715|XP_001355626.4|DPSE
OG0007585	LOC119074864|XP_037037080.1|BCOP	LOC4813265|XP_001353291.4|DPSE
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	LOC4816318|XP_001356249.3|DPSE
OG0007587	LOC119078321|XP_037041721.1|BCOP	LOC4805539|XP_033233415.1|DPSE
OG0007588	LOC119082269|XP_037047631.1|BCOP	LOC117184108|XP_033236202.1|DPSE
OG0007589	LOC119068451|XP_037027925.1|BCOP	LOC4814770|XP_001354759.2|DPSE
OG0007590	LOC119086036|XP_037052505.1|BCOP	LOC6900368|XP_015042616.2|DPSE
OG0007591	LOC119072631|XP_037033770.1|BCOP	LOC4805120|XP_001361577.2|DPSE
OG0007592	LOC119076671|XP_037039460.1|BCOP	LOC4804218|XP_001360812.3|DPSE
OG0007593	LOC119080481|XP_037044761.1|BCOP	LOC4814374|XP_001354449.2|DPSE
OG0007594	LOC119071020|XP_037031515.1|BCOP	LOC4805112|XP_003736964.1|DPSE
OG0007595	LOC119078784|XP_037042391.1|BCOP	LOC6898699|XP_002138704.1|DPSE
OG0007596	LOC119081265|XP_037045901.1|BCOP	LOC4813933|XP_001354095.2|DPSE
OG0007597	LOC119071808|XP_037032768.1|BCOP	LOC4813821|XP_001353995.2|DPSE
OG0007598	LOC119071781|XP_037032734.1|BCOP	LOC4805564|XP_001361949.2|DPSE
OG0007599	LOC119070996|XP_037031485.1|BCOP	LOC4813840|XP_001353599.1|DPSE
OG0007600	LOC119071018|XP_037031512.1|BCOP	LOC4811984|XP_033241393.1|DPSE
OG0007601	LOC119072403|XP_037033515.1|BCOP	LOC6900346|XP_002134743.1|DPSE
OG0007602	LOC119082825|XP_037048371.1|BCOP	LOC4813059|XP_001353518.1|DPSE
OG0007603	LOC119072194|XP_037033259.1|BCOP	LOC4813690|XP_001353519.1|DPSE
OG0007604	LOC119077783|XP_037040986.1|BCOP	LOC4812534|XP_015043590.2|DPSE
OG0007605	LOC119082722|XP_037048198.1|BCOP	LOC6903600|XP_033240199.1|DPSE
OG0007606	LOC119084597|XP_037050541.1|BCOP	LOC4811995|XP_001352785.3|DPSE
OG0007607	LOC119071192|XP_037031861.1|BCOP	LOC4801080|XP_015038658.2|DPSE
OG0007608	LOC119066945|XP_037025559.1|BCOP	LOC4812615|XP_001353008.3|DPSE
OG0007609	LOC119066934|XP_037025542.1|BCOP	LOC4814603|XP_001354815.1|DPSE
OG0007610	LOC119070665|XP_037030994.1|BCOP	LOC4804366|XP_001360940.2|DPSE
OG0007611	LOC119081003|XP_037045572.1|BCOP	LOC6899891|XP_015044270.1|DPSE
OG0007612	LOC119071105|XP_037031642.1|BCOP	LOC4805132|XP_033233581.1|DPSE
OG0007613	LOC119074273|XP_037036190.1|BCOP	LOC6898999|XP_002138959.2|DPSE
OG0007614	LOC119076951|XP_037039899.1|BCOP	LOC4811962|XP_001352737.1|DPSE
OG0007615	LOC119082556|XP_037047968.1|BCOP	LOC4814146|XP_001354300.2|DPSE
OG0007616	LOC119069594|XP_037029579.1|BCOP	LOC4801157|XP_001358292.2|DPSE
OG0007617	LOC119071153|XP_037031794.1|BCOP	LOC6900497|XP_033237811.1|DPSE
OG0007618	LOC119071346|XP_037032128.1|BCOP	LOC6900548|XP_002134932.3|DPSE
OG0007619	LOC119071209|XP_037031899.1|BCOP	LOC4812370|XP_001352744.3|DPSE
OG0007620	LOC119070877|XP_037031288.1|BCOP	LOC4811937|XP_033240824.1|DPSE
OG0007622	LOC119066659|XP_037025127.1|BCOP	LOC6900797|XP_033239100.1|DPSE
OG0007623	LOC119071525|XP_037032293.1|BCOP	LOC4813463|XP_033241065.1|DPSE
OG0007624	LOC119072080|XP_037033126.1|BCOP	LOC4812043|XP_001353014.1|DPSE
OG0007625	LOC119079869|XP_037043842.1|BCOP	LOC4813758|XP_033239104.1|DPSE
OG0007626	LOC119066196|XP_037024410.1|BCOP	LOC4812057|XP_001352447.3|DPSE
OG0007627	LOC119066195|XP_037024407.1|BCOP	LOC4812513|XP_001352446.3|DPSE
OG0007628	LOC119081017|XP_037045594.1|BCOP	LOC4811788|XP_001352355.1|DPSE
OG0007629	LOC119070302|XP_037030463.1|BCOP	LOC6900886|XP_033237476.1|DPSE
OG0007630	LOC119085723|XP_037052067.1|BCOP	LOC4803248|XP_001360021.3|DPSE
OG0007631	LOC119067824|XP_037026883.1|BCOP	LOC4800673|XP_001357905.2|DPSE
OG0007632	LOC119079681|XP_037043633.1|BCOP	LOC26533848|XP_015043587.1|DPSE
OG0007633	LOC119071501|XP_037032254.1|BCOP	LOC4816993|XP_033235742.1|DPSE
OG0007635	LOC119076977|XP_037039973.1|BCOP	LOC4816505|XP_001356244.3|DPSE
OG0007637	LOC119075303|XP_037037609.1|BCOP	LOC6899753|XP_002135785.3|DPSE
OG0007638	LOC119069631|XP_037029628.1|BCOP	LOC6902079|XP_015041145.2|DPSE
OG0007639	LOC119076548|XP_037039239.1|BCOP	LOC6902133|XP_002133664.1|DPSE
OG0007640	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP	LOC4804198|XP_001360797.3|DPSE, LOC6899141|XP_033233954.1|DPSE
OG0007642	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP	LOC4805482|XP_001361877.3|DPSE
OG0007643	LOC119076163|XP_037038743.1|BCOP	LOC4802325|XP_033237952.1|DPSE
OG0007644	LOC119077913|XP_037041183.1|BCOP	LOC4801976|XP_001358989.5|DPSE
OG0007664	LOC119068333|XP_037027782.1|BCOP	LOC4801634|XP_015037333.2|DPSE
OG0007665	LOC119083291|XP_037048883.1|BCOP	LOC4815560|XP_001355654.4|DPSE
OG0007666	LOC119069059|XP_037028828.1|BCOP	LOC4815899|XP_033240804.1|DPSE
OG0007667	LOC119067831|XP_037026900.1|BCOP	LOC4815905|XP_033240908.1|DPSE
OG0007668	LOC119068502|XP_037028007.1|BCOP	LOC4818159|XP_001357432.2|DPSE
OG0007669	LOC119068119|XP_037027463.1|BCOP	LOC6902277|XP_002133804.2|DPSE
OG0007670	LOC119068118|XP_037027462.1|BCOP	LOC6902278|XP_002133805.2|DPSE
OG0007671	LOC119080749|XP_037045198.1|BCOP	LOC4814872|XP_001354976.1|DPSE
OG0007672	LOC119068347|XP_037027798.1|BCOP	LOC4815662|XP_001355438.3|DPSE
OG0007673	LOC119068170|XP_037027549.1|BCOP	LOC4801143|XP_001358282.4|DPSE
OG0007674	LOC119069180|XP_037029004.1|BCOP	LOC4814200|XP_033237726.1|DPSE
OG0007675	LOC119067178|XP_037025898.1|BCOP	LOC6901216|XP_033239868.1|DPSE
OG0007676	LOC119085646|XP_037051978.1|BCOP	LOC6901019|XP_002134503.3|DPSE
OG0007677	LOC119067686|XP_037026700.1|BCOP	LOC4816095|XP_001355219.2|DPSE
OG0007678	LOC119071242|XP_037031972.1|BCOP	LOC6901727|XP_033239684.1|DPSE
OG0007679	LOC119068314|XP_037027753.1|BCOP	LOC4814544|XP_001355062.2|DPSE
OG0007680	LOC119077111|XP_037040174.1|BCOP	LOC4816422|XP_001356157.1|DPSE
OG0007681	LOC119080411|XP_037044643.1|BCOP	LOC6897343|XP_002137496.2|DPSE
OG0007682	LOC119069894|XP_037029989.1|BCOP	LOC26532857|XP_033240854.1|DPSE, LOC117184917|XP_033239991.1|DPSE
OG0007683	LOC119067313|XP_037026117.1|BCOP	LOC4815519|XP_001355491.2|DPSE
OG0007684	LOC119068608|XP_037028162.1|BCOP	LOC4815115|XP_001354602.1|DPSE
OG0007685	LOC119069639|XP_037029641.1|BCOP	LOC4811763|XP_033240909.1|DPSE
OG0007686	LOC119068852|XP_037028564.1|BCOP	LOC4815289|XP_001355070.3|DPSE
OG0007687	LOC119070117|XP_037030326.1|BCOP	LOC4815432|XP_001355718.3|DPSE
OG0007688	LOC119070012|XP_037030186.1|BCOP	LOC4801759|XP_001358800.4|DPSE
OG0007689	LOC119067159|XP_037025848.1|BCOP	LOC4814554|XP_001355048.3|DPSE
OG0007690	LOC119067161|XP_037025850.1|BCOP	LOC6901532|XP_033237779.1|DPSE
OG0007691	LOC119068212|XP_037027600.1|BCOP	LOC4801100|XP_001358249.2|DPSE
OG0007692	LOC119067017|XP_037025639.1|BCOP	LOC6901005|XP_002134632.3|DPSE
OG0007693	LOC119068346|XP_037027797.1|BCOP	LOC4814977|XP_001354998.3|DPSE
OG0007694	LOC119070597|XP_037030911.1|BCOP	LOC4813761|XP_001353158.2|DPSE
OG0007695	LOC119067674|XP_037026681.1|BCOP	LOC6901459|XP_033239284.1|DPSE
OG0007696	LOC119077927|XP_037041202.1|BCOP	LOC4813565|XP_001353485.3|DPSE
OG0007697	LOC119082150|XP_037047449.1|BCOP	LOC4811870|XP_001352637.2|DPSE
OG0007698	LOC119067031|XP_037025662.1|BCOP	LOC4815615|XP_001355679.3|DPSE
OG0007699	LOC119080688|XP_037045024.1|BCOP	LOC6901824|XP_002134492.1|DPSE
OG0007700	LOC119070385|XP_037030593.1|BCOP	LOC4816065|XP_001355229.4|DPSE
OG0007701	LOC119070389|XP_037030602.1|BCOP	LOC6901938|XP_033238201.1|DPSE
OG0007702	LOC119084825|XP_037050804.1|BCOP	LOC4815504|XP_001355581.3|DPSE
OG0007703	LOC119067391|XP_037026216.1|BCOP	LOC4815266|XP_001354686.1|DPSE
OG0007704	LOC119068080|XP_037027382.1|BCOP	LOC4800335|XP_001357577.3|DPSE
OG0007706	LOC119069507|XP_037029479.1|BCOP	LOC6903613|XP_033238780.1|DPSE
OG0007707	LOC119081617|XP_037046562.1|BCOP	LOC6901423|XP_033241357.1|DPSE
OG0007708	LOC119070332|XP_037030498.1|BCOP	LOC4815863|XP_015040928.2|DPSE
OG0007709	LOC119069570|XP_037029545.1|BCOP	LOC4815942|XP_001355526.2|DPSE
OG0007710	LOC119067621|XP_037026608.1|BCOP	LOC6901690|XP_033241441.1|DPSE
OG0007711	LOC119076091|XP_037038641.1|BCOP	LOC4814194|XP_001354337.1|DPSE
OG0007712	LOC119068621|XP_037028177.1|BCOP	LOC6901922|XP_002133456.2|DPSE
OG0007713	LOC119070005|XP_037030156.1|BCOP	LOC4815673|XP_033238917.1|DPSE
OG0007715	LOC119080283|XP_037044448.1|BCOP	LOC4814744|XP_001354897.2|DPSE, LOC6899484|XP_002136048.2|DPSE
OG0007716	LOC119070395|XP_037030609.1|BCOP	LOC6902158|XP_033237836.1|DPSE
OG0007717	LOC119067538|XP_037026489.1|BCOP	LOC4800341|XP_003736200.3|DPSE
OG0007718	LOC119077098|XP_037040150.1|BCOP	LOC4816082|XP_001355296.1|DPSE
OG0007719	LOC119068645|XP_037028213.1|BCOP	LOC4815622|XP_033238960.1|DPSE
OG0007720	LOC119068648|XP_037028218.1|BCOP	LOC4815915|XP_033238958.1|DPSE
OG0007721	LOC119069643|XP_037029656.1|BCOP	LOC4814318|XP_001354414.3|DPSE
OG0007722	LOC119069655|XP_037029669.1|BCOP	LOC4814227|XP_033239635.1|DPSE
OG0007723	LOC119069572|XP_037029550.1|BCOP	LOC4814327|XP_001354406.4|DPSE
OG0007724	LOC119067668|XP_037026669.1|BCOP	LOC4817319|XP_001356424.3|DPSE
OG0007725	LOC119068859|XP_037028590.1|BCOP	LOC4815191|XP_001354725.3|DPSE
OG0007726	LOC119067273|XP_037026047.1|BCOP	LOC4815768|XP_001355329.3|DPSE
