Orthogroup	BCOP.longest_only	DSUB.longest_only
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC117895762|XP_034659527.1|DSUB
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC117902043|XP_034668998.1|DSUB
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC117900227|XP_034666403.1|DSUB
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC117903662|XP_034671874.1|DSUB
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC117894773|XP_034657889.1|DSUB
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC117897230|XP_034661839.1|DSUB
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC117890705|XP_034651613.1|DSUB
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC117892348|XP_034654438.1|DSUB
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC117901703|XP_034668462.1|DSUB
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC117902465|XP_034669761.1|DSUB
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC117901324|XP_034667922.1|DSUB
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC117897912|XP_034662881.1|DSUB
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC117901616|XP_034668326.1|DSUB
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC117896717|XP_034661069.1|DSUB
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC117897844|XP_034662801.1|DSUB
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC117900555|XP_034666850.1|DSUB
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC117902683|XP_034670107.1|DSUB
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC117900889|XP_034667311.1|DSUB
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC117901872|XP_034668720.1|DSUB
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC117901047|XP_034667545.1|DSUB
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC117903864|XP_034672242.1|DSUB
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC117897312|XP_034661955.1|DSUB
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC117892284|XP_034654294.1|DSUB
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC117891939|XP_034653675.1|DSUB
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC117893991|XP_034656692.1|DSUB
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC117903866|XP_034672247.1|DSUB
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC117903342|XP_034671181.1|DSUB
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC117900368|XP_034666609.1|DSUB
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC117902546|XP_034669874.1|DSUB
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC117902553|XP_034669882.1|DSUB
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC117902558|XP_034669891.1|DSUB
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC117901560|XP_034668249.1|DSUB
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC117891778|XP_034653335.1|DSUB
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC117894334|XP_034657208.1|DSUB
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC117893326|XP_034655807.1|DSUB
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC117899984|XP_034666040.1|DSUB
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC117900831|XP_034667230.1|DSUB
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC117902542|XP_034669868.1|DSUB
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC117891959|XP_034653722.1|DSUB
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC117899461|XP_034665366.1|DSUB
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC117902367|XP_034669574.1|DSUB
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC117890961|XP_034651991.1|DSUB
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC117901636|XP_034668358.1|DSUB
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC117891567|XP_034652981.1|DSUB
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC117901501|XP_034668162.1|DSUB
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC117900025|XP_034666103.1|DSUB
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC117900029|XP_034666106.1|DSUB
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC117901115|XP_034667640.1|DSUB
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC117902336|XP_034669526.1|DSUB
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC117901212|XP_034667766.1|DSUB
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC117900290|XP_034666493.1|DSUB
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC117902433|XP_034669702.1|DSUB
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC117901926|XP_034668786.1|DSUB
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC117902544|XP_034669871.1|DSUB
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC117894331|XP_034657206.1|DSUB
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC117901377|XP_034667978.1|DSUB
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC117900720|XP_034667079.1|DSUB
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC117902805|XP_034670317.1|DSUB
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC117901495|XP_034668155.1|DSUB
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC117898720|XP_034664228.1|DSUB
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC117900316|XP_034666536.1|DSUB
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC117900322|XP_034666545.1|DSUB
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC117901302|XP_034667898.1|DSUB
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC117902316|XP_034669491.1|DSUB
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC117901195|XP_034667739.1|DSUB
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC117900078|XP_034666174.1|DSUB
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC117897667|XP_034662555.1|DSUB
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC117901821|XP_034668635.1|DSUB
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC117901399|XP_034668023.1|DSUB
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC117901402|XP_034668027.1|DSUB
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC117900040|XP_034666120.1|DSUB
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC117902167|XP_034669197.1|DSUB
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC117902464|XP_034669760.1|DSUB
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC117900572|XP_034666872.1|DSUB
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC117902684|XP_034670108.1|DSUB
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC117901277|XP_034667862.1|DSUB
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC117900121|XP_034666237.1|DSUB
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC117900032|XP_034666111.1|DSUB
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC117901150|XP_034667689.1|DSUB
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC117902472|XP_034669769.1|DSUB
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC117899451|XP_034665351.1|DSUB
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC117902388|XP_034669603.1|DSUB
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC117900253|XP_034666443.1|DSUB
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC117901654|XP_034668381.1|DSUB
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC117901626|XP_034668347.1|DSUB
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC117901940|XP_034668800.1|DSUB
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC117897438|XP_034662173.1|DSUB
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC117903330|XP_034671163.1|DSUB
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC117902550|XP_034669884.1|DSUB
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC117889573|XP_034649864.1|DSUB
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC117902127|XP_034669150.1|DSUB
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC117893817|XP_034656460.1|DSUB
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC117893720|XP_034656298.1|DSUB
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC117893531|XP_034656064.1|DSUB
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC117894700|XP_034657774.1|DSUB
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC117894736|XP_034657825.1|DSUB
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC117893721|XP_034656301.1|DSUB
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC117893320|XP_034655799.1|DSUB
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC117893668|XP_034656249.1|DSUB
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC117894474|XP_034657465.1|DSUB
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC117894432|XP_034657386.1|DSUB
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC117894275|XP_034657121.1|DSUB
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC117893400|XP_034655890.1|DSUB
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC117894394|XP_034657287.1|DSUB
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC117903818|XP_034672149.1|DSUB
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC117903297|XP_034671117.1|DSUB
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC117898421|XP_034663698.1|DSUB
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC117903794|XP_034672117.1|DSUB
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC117900324|XP_034666550.1|DSUB
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC117894815|XP_034657945.1|DSUB
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC117897716|XP_034662632.1|DSUB
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC117899227|XP_034664992.1|DSUB
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC117898744|XP_034664257.1|DSUB
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC117899667|XP_034665746.1|DSUB
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC117903278|XP_034671071.1|DSUB
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC117891823|XP_034653451.1|DSUB
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC117894305|XP_034657163.1|DSUB
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC117893683|XP_034656263.1|DSUB
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC117903695|XP_034671925.1|DSUB
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC117903699|XP_034671929.1|DSUB
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC117892126|XP_034654048.1|DSUB
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC117890943|XP_034651969.1|DSUB
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC117898671|XP_034664141.1|DSUB
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC117897139|XP_034661701.1|DSUB
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC117893101|XP_034655423.1|DSUB
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC117903121|XP_034670843.1|DSUB
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC117897077|XP_034661603.1|DSUB
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC117897493|XP_034662278.1|DSUB
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC117903151|XP_034670883.1|DSUB
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC117899654|XP_034665725.1|DSUB
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC117899651|XP_034665721.1|DSUB
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC117903856|XP_034672219.1|DSUB
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC117895129|XP_034658432.1|DSUB
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC117889580|XP_034649877.1|DSUB
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC117903698|XP_034671928.1|DSUB
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC117893595|XP_034656164.1|DSUB
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC117899006|XP_034664644.1|DSUB
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC117894235|XP_034657048.1|DSUB
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC117902911|XP_034670366.1|DSUB
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC117902890|XP_034670347.1|DSUB
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC117897513|XP_034662318.1|DSUB
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC117894415|XP_034657316.1|DSUB
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC117897808|XP_034662748.1|DSUB
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC117897917|XP_034662892.1|DSUB
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC117898368|XP_034663596.1|DSUB
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC117896544|XP_034660820.1|DSUB
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC117897918|XP_034662893.1|DSUB
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC117899100|XP_034664775.1|DSUB
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC117899724|XP_034665857.1|DSUB
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC117899722|XP_034665831.1|DSUB
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC117898665|XP_034664131.1|DSUB
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC117896080|XP_034660007.1|DSUB
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC117899715|XP_034665821.1|DSUB
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC117897830|XP_034662783.1|DSUB
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC117896488|XP_034660719.1|DSUB
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC117896592|XP_034660908.1|DSUB
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC117895454|XP_034659017.1|DSUB
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC117903765|XP_034672068.1|DSUB
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC117903763|XP_034672064.1|DSUB
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC117894509|XP_034657513.1|DSUB
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC117897209|XP_034661804.1|DSUB
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC117899055|XP_034664713.1|DSUB
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC117893014|XP_034655260.1|DSUB
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC117897307|XP_034661950.1|DSUB
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC117898344|XP_034663567.1|DSUB
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC117897064|XP_034661558.1|DSUB
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC117895816|XP_034659633.1|DSUB
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC117895064|XP_034658336.1|DSUB
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC117895060|XP_034658331.1|DSUB
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC117893336|XP_034655820.1|DSUB
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC117895065|XP_034658337.1|DSUB
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC117896756|XP_034661118.1|DSUB
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC117896009|XP_034659897.1|DSUB
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC117896490|XP_034660721.1|DSUB
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC117899243|XP_034665011.1|DSUB
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC117897205|XP_034661799.1|DSUB
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC117896755|XP_034661117.1|DSUB
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC117898849|XP_034664417.1|DSUB
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC117890269|XP_034650919.1|DSUB
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC117893891|XP_034656557.1|DSUB
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC117898362|XP_034663588.1|DSUB
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC117897567|XP_034662400.1|DSUB
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC117889890|XP_034650292.1|DSUB
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC117898948|XP_034664562.1|DSUB
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC117898556|XP_034663933.1|DSUB
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC117897811|XP_034662751.1|DSUB
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC117898750|XP_034664262.1|DSUB
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC117898428|XP_034663707.1|DSUB
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC117899652|XP_034665723.1|DSUB
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC117897448|XP_034662183.1|DSUB
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC117896663|XP_034661000.1|DSUB
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC117897089|XP_034661619.1|DSUB
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC117894571|XP_034657601.1|DSUB
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC117894739|XP_034657829.1|DSUB
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC117899506|XP_034665448.1|DSUB
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC117897356|XP_034662029.1|DSUB
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC117896999|XP_034661450.1|DSUB
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC117892949|XP_034655163.1|DSUB
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC117892952|XP_034655172.1|DSUB
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC117892958|XP_034655183.1|DSUB
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC117892950|XP_034655171.1|DSUB
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC117896417|XP_034660625.1|DSUB
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC117897096|XP_034661631.1|DSUB
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC117902971|XP_034670519.1|DSUB
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC117897710|XP_034662623.1|DSUB
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC117896760|XP_034661125.1|DSUB
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC117903860|XP_034672237.1|DSUB
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC117903849|XP_034672201.1|DSUB
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC117897662|XP_034662544.1|DSUB
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC117898876|XP_034664450.1|DSUB
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC117896703|XP_034661052.1|DSUB
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC117898011|XP_034663031.1|DSUB
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC117890703|XP_034651610.1|DSUB
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC117897757|XP_034662694.1|DSUB
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC117903466|XP_034671405.1|DSUB
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC117898374|XP_034663605.1|DSUB
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC117897175|XP_034661765.1|DSUB
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC117893318|XP_034655796.1|DSUB
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC117898016|XP_034663035.1|DSUB
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC117898756|XP_034664275.1|DSUB
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC117897919|XP_034662894.1|DSUB
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC117896079|XP_034660006.1|DSUB
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC117896092|XP_034660024.1|DSUB
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC117903615|XP_034671761.1|DSUB
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC117894614|XP_034657660.1|DSUB
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC117890355|XP_034651040.1|DSUB
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC117903754|XP_034672055.1|DSUB
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC117895774|XP_034659561.1|DSUB
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC117893708|XP_034656285.1|DSUB
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC117903408|XP_034671298.1|DSUB
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC117897286|XP_034661914.1|DSUB
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC117897355|XP_034662026.1|DSUB
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC117890319|XP_034650995.1|DSUB
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC117900346|XP_034666583.1|DSUB
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC117898726|XP_034664235.1|DSUB
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC117896097|XP_034660039.1|DSUB
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC117894592|XP_034657633.1|DSUB
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC117899600|XP_034665614.1|DSUB
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC117897958|XP_034662951.1|DSUB
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC117894921|XP_034658116.1|DSUB
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC117894920|XP_034658115.1|DSUB
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC117895685|XP_034659404.1|DSUB
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC117895242|XP_034658644.1|DSUB
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC117895241|XP_034658641.1|DSUB
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC117894316|XP_034657178.1|DSUB
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC117898777|XP_034664304.1|DSUB
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC117898774|XP_034664298.1|DSUB
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC117897970|XP_034662972.1|DSUB
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC117897764|XP_034662700.1|DSUB
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC117896600|XP_034660924.1|DSUB
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC117898628|XP_034664081.1|DSUB
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC117900723|XP_034667082.1|DSUB
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC117903852|XP_034672208.1|DSUB
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC117903687|XP_034671916.1|DSUB
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC117898355|XP_034663579.1|DSUB
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC117898037|XP_034663075.1|DSUB
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC117903282|XP_034671093.1|DSUB
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC117896996|XP_034661447.1|DSUB
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC117898555|XP_034663931.1|DSUB
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC117896665|XP_034661003.1|DSUB
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC117896889|XP_034661310.1|DSUB
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC117897473|XP_034662215.1|DSUB
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC117895961|XP_034659807.1|DSUB
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC117896638|XP_034660976.1|DSUB
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC117896089|XP_034660018.1|DSUB
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC117897305|XP_034661947.1|DSUB
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC117899175|XP_034664927.1|DSUB
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC117903093|XP_034670792.1|DSUB
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC117902041|XP_034668996.1|DSUB
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC117894236|XP_034657044.1|DSUB
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC117894234|XP_034657042.1|DSUB
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC117898241|XP_034663377.1|DSUB
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC117899257|XP_034665035.1|DSUB
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC117897870|XP_034662835.1|DSUB
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC117896390|XP_034660585.1|DSUB
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC117897672|XP_034662565.1|DSUB
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC117892390|XP_034654497.1|DSUB
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC117896199|XP_034660213.1|DSUB
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC117903537|XP_034671616.1|DSUB
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC117893616|XP_034656213.1|DSUB
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC117898507|XP_034663850.1|DSUB
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC117897137|XP_034661699.1|DSUB
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC117897133|XP_034661692.1|DSUB
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC117894100|XP_034656866.1|DSUB
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC117901511|XP_034668173.1|DSUB
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC117897773|XP_034662713.1|DSUB
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC117903619|XP_034671766.1|DSUB
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC117895638|XP_034659296.1|DSUB
