Orthogroup	BCOP.longest_only	CPIP.longest_only
OG0006329	LOC119067417|XP_037026271.1|BCOP	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC119070026|XP_037030206.1|BCOP	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC119069941|XP_037030061.1|BCOP	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC119069068|XP_037028839.1|BCOP	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC119068527|XP_037028032.1|BCOP	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC119080908|XP_037045411.1|BCOP	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC119067584|XP_037026574.1|BCOP	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC119069077|XP_037028849.1|BCOP	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC119067395|XP_037026218.1|BCOP	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC119069047|XP_037028812.1|BCOP	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC119067133|XP_037025816.1|BCOP	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC119067146|XP_037025839.1|BCOP	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC119067139|XP_037025832.1|BCOP	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC119067127|XP_037025796.1|BCOP	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC119067128|XP_037025805.1|BCOP	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC119067138|XP_037025830.1|BCOP	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC119068318|XP_037027764.1|BCOP	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC119068325|XP_037027776.1|BCOP	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC119068317|XP_037027761.1|BCOP	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC119071867|XP_037032823.1|BCOP	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC119067441|XP_037026311.1|BCOP	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC119068700|XP_037028286.1|BCOP	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC119070396|XP_037030610.1|BCOP	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC119082541|XP_037047949.1|BCOP	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC119081989|XP_037047208.1|BCOP	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC119080714|XP_037045089.1|BCOP	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC119070398|XP_037030614.1|BCOP	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC119084407|XP_037050272.1|BCOP	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC119068052|XP_037027317.1|BCOP	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC119070350|XP_037030532.1|BCOP	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC119068396|XP_037027847.1|BCOP	LOC120413531|XP_039430342.1|CPIP
OG0006362	LOC119082186|XP_037047508.1|BCOP	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC119070074|XP_037030269.1|BCOP	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC119068965|XP_037028724.1|BCOP	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC119068959|XP_037028722.1|BCOP	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC119068549|XP_037028072.1|BCOP	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC119067745|XP_037026770.1|BCOP	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC119067738|XP_037026751.1|BCOP	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC119066993|XP_037025612.1|BCOP	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC119069319|XP_037029269.1|BCOP	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC119067684|XP_037026698.1|BCOP	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC119067669|XP_037026670.1|BCOP	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC119071516|XP_037032286.1|BCOP	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC119067612|XP_037026601.1|BCOP	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC119082725|XP_037048210.1|BCOP	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC119082747|XP_037048228.1|BCOP	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC119069624|XP_037029618.1|BCOP	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC119069610|XP_037029598.1|BCOP	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC119083233|XP_037048790.1|BCOP	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC119085586|XP_037051899.1|BCOP	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC119067801|XP_037026843.1|BCOP	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC119067804|XP_037026849.1|BCOP	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC119068285|XP_037027715.1|BCOP	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC119068281|XP_037027708.1|BCOP	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC119068284|XP_037027713.1|BCOP	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC119081602|XP_037046536.1|BCOP	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC119082345|XP_037047758.1|BCOP	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC119069708|XP_037029727.1|BCOP	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC119068750|XP_037028365.1|BCOP	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC119068309|XP_037027745.1|BCOP	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC119069232|XP_037029167.1|BCOP	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC119075794|XP_037038256.1|BCOP	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC119067830|XP_037026898.1|BCOP	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC119074640|XP_037036811.1|BCOP	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC119079764|XP_037043742.1|BCOP	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC119067813|XP_037026861.1|BCOP	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC119071281|XP_037032042.1|BCOP	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC119069682|XP_037029697.1|BCOP	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC119069677|XP_037029691.1|BCOP	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC119068335|XP_037027788.1|BCOP	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC119068342|XP_037027792.1|BCOP	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC119069218|XP_037029090.1|BCOP	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC119068829|XP_037028493.1|BCOP	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC119069279|XP_037029236.1|BCOP	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC119068783|XP_037028438.1|BCOP	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC119069611|XP_037029599.1|BCOP	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC119069360|XP_037029328.1|BCOP	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC119068478|XP_037027984.1|BCOP	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC119074402|XP_037036419.1|BCOP	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC119068463|XP_037027951.1|BCOP	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC119067234|XP_037025985.1|BCOP	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC119068222|XP_037027613.1|BCOP	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC119070511|XP_037030767.1|BCOP	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC119067197|XP_037025923.1|BCOP	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC119070225|XP_037030394.1|BCOP	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC119083146|XP_037048684.1|BCOP	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC119083152|XP_037048693.1|BCOP	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC119067081|XP_037025719.1|BCOP	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC119067079|XP_037025714.1|BCOP	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC119082158|XP_037047457.1|BCOP	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC119085108|XP_037051261.1|BCOP	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC119069186|XP_037029022.1|BCOP	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC119069817|XP_037029874.1|BCOP	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC119067912|XP_037027105.1|BCOP	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC119067937|XP_037027147.1|BCOP	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC119068716|XP_037028300.1|BCOP	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC119081543|XP_037046449.1|BCOP	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC119067880|XP_037027046.1|BCOP	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC119084261|XP_037050069.1|BCOP	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC119069512|XP_037029484.1|BCOP	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC119068459|XP_037027939.1|BCOP	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC119067432|XP_037026299.1|BCOP	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC119077413|XP_037040521.1|BCOP	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC119074148|XP_037036043.1|BCOP	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC119069909|XP_037030010.1|BCOP	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC119082481|XP_037047896.1|BCOP	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC119069926|XP_037030044.1|BCOP	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC119069930|XP_037030048.1|BCOP	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC119068561|XP_037028084.1|BCOP	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC119068558|XP_037028079.1|BCOP	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC119078020|XP_037041307.1|BCOP	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC119070592|XP_037030905.1|BCOP	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC119080307|XP_037044480.1|BCOP	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC119079065|XP_037042768.1|BCOP	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC119078355|XP_037041750.1|BCOP	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC119069448|XP_037029398.1|BCOP	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC119078482|XP_037041933.1|BCOP	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC119067351|XP_037026156.1|BCOP	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC119078257|XP_037041647.1|BCOP	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC119081699|XP_037046701.1|BCOP	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC119082805|XP_037048350.1|BCOP	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC119070462|XP_037030710.1|BCOP	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC119069962|XP_037030090.1|BCOP	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC119069982|XP_037030121.1|BCOP	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC119073276|XP_037034553.1|BCOP	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC119079296|XP_037042978.1|BCOP	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC119068460|XP_037027941.1|BCOP	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC119080938|XP_037045459.1|BCOP	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC119068776|XP_037028431.1|BCOP	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC119068428|XP_037027891.1|BCOP	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC119073968|XP_037035769.1|BCOP	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC119067217|XP_037025958.1|BCOP	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC119081915|XP_037047050.1|BCOP	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC119082692|XP_037048163.1|BCOP	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC119067896|XP_037027081.1|BCOP	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC119068097|XP_037027415.1|BCOP	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC119068115|XP_037027459.1|BCOP	LOC120418331|XP_039436600.1|CPIP
OG0006479	LOC119085649|XP_037051983.1|BCOP	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC119080197|XP_037044332.1|BCOP	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC119085434|XP_037051745.1|BCOP	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC119068972|XP_037028733.1|BCOP	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC119085249|XP_037051480.1|BCOP	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC119068377|XP_037027841.1|BCOP	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC119082530|XP_037047940.1|BCOP	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC119068559|XP_037028080.1|BCOP	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC119067077|XP_037025712.1|BCOP	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC119069434|XP_037029386.1|BCOP	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC119068104|XP_037027425.1|BCOP	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC119067971|XP_037027208.1|BCOP	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC119077136|XP_037040210.1|BCOP	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC119067090|XP_037025744.1|BCOP	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC119081751|XP_037046828.1|BCOP	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC119067268|XP_037026042.1|BCOP	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC119067895|XP_037027079.1|BCOP	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC119067883|XP_037027057.1|BCOP	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC119067877|XP_037027041.1|BCOP	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC119085007|XP_037051084.1|BCOP	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC119067891|XP_037027071.1|BCOP	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC119069237|XP_037029173.1|BCOP	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC119069272|XP_037029225.1|BCOP	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC119075756|XP_037038188.1|BCOP	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC119069138|XP_037028939.1|BCOP	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC119080404|XP_037044627.1|BCOP	LOC120425720|XP_039446259.1|CPIP
OG0006509	LOC119070501|XP_037030744.1|BCOP	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC119069224|XP_037029145.1|BCOP	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC119067518|XP_037026433.1|BCOP	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC119070569|XP_037030869.1|BCOP	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC119067793|XP_037026832.1|BCOP	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC119067840|XP_037026910.1|BCOP	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC119070399|XP_037030617.1|BCOP	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC119067844|XP_037026923.1|BCOP	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC119067507|XP_037026414.1|BCOP	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC119069134|XP_037028935.1|BCOP	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC119068028|XP_037027286.1|BCOP	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC119069712|XP_037029731.1|BCOP	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC119069676|XP_037029690.1|BCOP	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC119067573|XP_037026552.1|BCOP	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC119070275|XP_037030431.1|BCOP	LOC120421197|XP_039440334.1|CPIP
OG0006528	LOC119068812|XP_037028482.1|BCOP	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC119068813|XP_037028483.1|BCOP	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC119068817|XP_037028485.1|BCOP	LOC120430909|XP_039451965.1|CPIP
OG0006532	LOC119069225|XP_037029146.1|BCOP	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC119077417|XP_037040524.1|BCOP	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC119067085|XP_037025738.1|BCOP	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC119069946|XP_037030069.1|BCOP	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC119069725|XP_037029744.1|BCOP	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC119068196|XP_037027591.1|BCOP	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC119070315|XP_037030475.1|BCOP	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC119070439|XP_037030684.1|BCOP	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC119070440|XP_037030685.1|BCOP	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC119068708|XP_037028292.1|BCOP	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC119074598|XP_037036738.1|BCOP	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC119069592|XP_037029577.1|BCOP	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC119069588|XP_037029573.1|BCOP	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC119070084|XP_037030292.1|BCOP	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC119067009|XP_037025631.1|BCOP	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC119067008|XP_037025629.1|BCOP	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC119071215|XP_037031919.1|BCOP	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC119068033|XP_037027335.1|BCOP	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC119068666|XP_037028243.1|BCOP	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC119069418|XP_037029360.1|BCOP	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC119068773|XP_037028424.1|BCOP	LOC120425041|XP_039445345.1|CPIP
OG0006557	LOC119084789|XP_037050749.1|BCOP	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC119084022|XP_037049739.1|BCOP	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC119069785|XP_037029822.1|BCOP	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC119072547|XP_037033676.1|BCOP	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC119074461|XP_037036497.1|BCOP	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC119067919|XP_037027116.1|BCOP	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC119070491|XP_037030739.1|BCOP	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC119070488|XP_037030736.1|BCOP	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC119070486|XP_037030734.1|BCOP	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC119067282|XP_037026057.1|BCOP	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC119069196|XP_037029039.1|BCOP	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC119069120|XP_037028912.1|BCOP	LOC120425432|XP_039445895.1|CPIP
OG0006577	LOC119082471|XP_037047888.1|BCOP	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC119070558|XP_037030857.1|BCOP	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC119068985|XP_037028750.1|BCOP	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC119070355|XP_037030543.1|BCOP	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC119067105|XP_037025764.1|BCOP	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC119067113|XP_037025782.1|BCOP	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC119080704|XP_037045058.1|BCOP	LOC120425378|XP_039445825.1|CPIP
OG0006584	LOC119078674|XP_037042228.1|BCOP	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC119081167|XP_037045802.1|BCOP	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC119068489|XP_037027996.1|BCOP	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC119068475|XP_037027981.1|BCOP	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC119085742|XP_037052106.1|BCOP	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC119085759|XP_037052138.1|BCOP	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC119073991|XP_037035802.1|BCOP	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC119085729|XP_037052089.1|BCOP	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC119085728|XP_037052088.1|BCOP	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC119084887|XP_037050929.1|BCOP	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC119081724|XP_037046762.1|BCOP	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC119081745|XP_037046811.1|BCOP	LOC120428682|XP_039449671.1|CPIP
OG0006597	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC119083065|XP_037048583.1|BCOP	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC119075457|XP_037037795.1|BCOP	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC119076288|XP_037038848.1|BCOP	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC119080529|XP_037044835.1|BCOP	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC119084908|XP_037050958.1|BCOP	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC119075845|XP_037038296.1|BCOP	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC119074579|XP_037036708.1|BCOP	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC119072799|XP_037033992.1|BCOP	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC119079662|XP_037043607.1|BCOP	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC119079302|XP_037042984.1|BCOP	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC119073748|XP_037035303.1|BCOP	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC119073542|XP_037034984.1|BCOP	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC119073694|XP_037035185.1|BCOP	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC119073711|XP_037035228.1|BCOP	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC119073718|XP_037035236.1|BCOP	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC119073602|XP_037035070.1|BCOP	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC119079802|XP_037043759.1|BCOP	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC119079800|XP_037043757.1|BCOP	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC119084849|XP_037050861.1|BCOP	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC119078726|XP_037042302.1|BCOP	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC119080862|XP_037045334.1|BCOP	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC119080517|XP_037044821.1|BCOP	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC119080421|XP_037044657.1|BCOP	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC119080497|XP_037044791.1|BCOP	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC119074129|XP_037036011.1|BCOP	LOC120421741|XP_039440941.1|CPIP
OG0006624	LOC119081376|XP_037046152.1|BCOP	LOC120422869|XP_039442352.1|CPIP
OG0006626	LOC119073842|XP_037035576.1|BCOP	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC119073835|XP_037035541.1|BCOP	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC119073975|XP_037035776.1|BCOP	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC119081559|XP_037046483.1|BCOP	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC119074484|XP_037036526.1|BCOP	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC119078214|XP_037041571.1|BCOP	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC119079634|XP_037043549.1|BCOP	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC119079543|XP_037043425.1|BCOP	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC119070936|XP_037031377.1|BCOP	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC119068110|XP_037027451.1|BCOP	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC119073903|XP_037035688.1|BCOP	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC119081284|XP_037045941.1|BCOP	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC119080313|XP_037044483.1|BCOP	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC119080599|XP_037044888.1|BCOP	LOC120424424|XP_039444474.1|CPIP
