Orthogroup	BCOP.longest_only	DSUP.longest_only
OG0007601	LOC119072403|XP_037033515.1|BCOP	LOC119553375|XP_037719653.1|DSUP
OG0007602	LOC119082825|XP_037048371.1|BCOP	LOC119553640|XP_037720046.1|DSUP
OG0007603	LOC119072194|XP_037033259.1|BCOP	LOC119553639|XP_037720042.1|DSUP
OG0007604	LOC119077783|XP_037040986.1|BCOP	LOC119555549|XP_037722916.1|DSUP
OG0007605	LOC119082722|XP_037048198.1|BCOP	LOC119554509|XP_037721375.1|DSUP
OG0007606	LOC119084597|XP_037050541.1|BCOP	LOC119552499|XP_037718031.1|DSUP
OG0007607	LOC119071192|XP_037031861.1|BCOP	LOC119545833|XP_037707675.1|DSUP
OG0007608	LOC119066945|XP_037025559.1|BCOP	LOC119554790|XP_037721765.1|DSUP
OG0007609	LOC119066934|XP_037025542.1|BCOP	LOC119556567|XP_037724794.1|DSUP
OG0007610	LOC119070665|XP_037030994.1|BCOP	LOC119550060|XP_037714448.1|DSUP
OG0007611	LOC119081003|XP_037045572.1|BCOP	LOC119550109|XP_037714559.1|DSUP
OG0007612	LOC119071105|XP_037031642.1|BCOP	LOC119549627|XP_037713737.1|DSUP
OG0007613	LOC119074273|XP_037036190.1|BCOP	LOC119551096|XP_037716203.1|DSUP
OG0007614	LOC119076951|XP_037039899.1|BCOP	LOC119553191|XP_037719369.1|DSUP
OG0007615	LOC119082556|XP_037047968.1|BCOP	LOC119555391|XP_037722665.1|DSUP
OG0007616	LOC119069594|XP_037029579.1|BCOP	LOC119545803|XP_037707615.1|DSUP
OG0007617	LOC119071153|XP_037031794.1|BCOP	LOC119555455|XP_037722783.1|DSUP
OG0007618	LOC119071346|XP_037032128.1|BCOP	LOC119553764|XP_037720299.1|DSUP
OG0007619	LOC119071209|XP_037031899.1|BCOP	LOC119552790|XP_037718545.1|DSUP
OG0007620	LOC119070877|XP_037031288.1|BCOP	LOC119554188|XP_037720911.1|DSUP
OG0007622	LOC119066659|XP_037025127.1|BCOP	LOC119555006|XP_037722075.1|DSUP
OG0007623	LOC119071525|XP_037032293.1|BCOP	LOC119555640|XP_037723095.1|DSUP
OG0007624	LOC119072080|XP_037033126.1|BCOP	LOC119553491|XP_037719827.1|DSUP
OG0007625	LOC119079869|XP_037043842.1|BCOP	LOC119555639|XP_037723088.1|DSUP
OG0007626	LOC119066196|XP_037024410.1|BCOP	LOC119553846|XP_037720418.1|DSUP
OG0007627	LOC119066195|XP_037024407.1|BCOP	LOC119552938|XP_037718819.1|DSUP
OG0007628	LOC119081017|XP_037045594.1|BCOP	LOC119555889|XP_037723525.1|DSUP
OG0007629	LOC119070302|XP_037030463.1|BCOP	LOC119553135|XP_037719255.1|DSUP
OG0007630	LOC119085723|XP_037052067.1|BCOP	LOC119560235|XP_037729525.1|DSUP
OG0007631	LOC119067824|XP_037026883.1|BCOP	LOC119562909|XP_037731980.1|DSUP
OG0007632	LOC119079681|XP_037043633.1|BCOP	LOC119555555|XP_037722929.1|DSUP
OG0007633	LOC119071501|XP_037032254.1|BCOP	LOC119548773|XP_037712246.1|DSUP
OG0007635	LOC119076977|XP_037039973.1|BCOP	LOC119546454|XP_037708657.1|DSUP
OG0007637	LOC119075303|XP_037037609.1|BCOP	LOC119559610|XP_037728564.1|DSUP
OG0007638	LOC119069631|XP_037029628.1|BCOP	LOC119557217|XP_037725809.1|DSUP
OG0007639	LOC119076548|XP_037039239.1|BCOP	LOC119556111|XP_037723911.1|DSUP
OG0007640	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP	LOC119551619|XP_037716960.1|DSUP
OG0007642	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP	LOC119549436|XP_037713457.1|DSUP
OG0007643	LOC119076163|XP_037038743.1|BCOP	LOC119563133|XP_037732311.1|DSUP
OG0007644	LOC119077913|XP_037041183.1|BCOP	LOC119554011|XP_037720655.1|DSUP
OG0007664	LOC119068333|XP_037027782.1|BCOP	LOC119560175|XP_037729463.1|DSUP
OG0007665	LOC119083291|XP_037048883.1|BCOP	LOC119556012|XP_037723708.1|DSUP
OG0007666	LOC119069059|XP_037028828.1|BCOP	LOC119557191|XP_037725768.1|DSUP
OG0007667	LOC119067831|XP_037026900.1|BCOP	LOC119556500|XP_037724687.1|DSUP
OG0007668	LOC119068502|XP_037028007.1|BCOP	LOC119546954|XP_037709523.1|DSUP
OG0007669	LOC119068119|XP_037027463.1|BCOP	LOC119558210|XP_037727437.1|DSUP
OG0007670	LOC119068118|XP_037027462.1|BCOP	LOC119558209|XP_037727435.1|DSUP
OG0007671	LOC119080749|XP_037045198.1|BCOP	LOC119558103|XP_037727244.1|DSUP
OG0007672	LOC119068347|XP_037027798.1|BCOP	LOC119557229|XP_037725840.1|DSUP
OG0007673	LOC119068170|XP_037027549.1|BCOP	LOC119562997|XP_037732106.1|DSUP
OG0007674	LOC119069180|XP_037029004.1|BCOP	LOC119558200|XP_037727416.1|DSUP
OG0007675	LOC119067178|XP_037025898.1|BCOP	LOC119558407|XP_037727867.1|DSUP
OG0007676	LOC119085646|XP_037051978.1|BCOP	LOC119556194|XP_037724069.1|DSUP
OG0007677	LOC119067686|XP_037026700.1|BCOP	LOC119557856|XP_037726773.1|DSUP
OG0007678	LOC119071242|XP_037031972.1|BCOP	LOC119556673|XP_037724964.1|DSUP
OG0007679	LOC119068314|XP_037027753.1|BCOP	LOC119556304|XP_037724312.1|DSUP
OG0007680	LOC119077111|XP_037040174.1|BCOP	LOC119545941|XP_037707815.1|DSUP
OG0007681	LOC119080411|XP_037044643.1|BCOP	LOC119560482|XP_037729872.1|DSUP
OG0007682	LOC119069894|XP_037029989.1|BCOP	LOC119556637|XP_037724893.1|DSUP
OG0007683	LOC119067313|XP_037026117.1|BCOP	LOC119556107|XP_037723905.1|DSUP
OG0007684	LOC119068608|XP_037028162.1|BCOP	LOC119558408|XP_037727868.1|DSUP
OG0007685	LOC119069639|XP_037029641.1|BCOP	LOC119556294|XP_037724284.1|DSUP
OG0007686	LOC119068852|XP_037028564.1|BCOP	LOC119557313|XP_037725953.1|DSUP
OG0007687	LOC119070117|XP_037030326.1|BCOP	LOC119556391|XP_037724494.1|DSUP
OG0007688	LOC119070012|XP_037030186.1|BCOP	LOC119558766|XP_037727990.1|DSUP
OG0007689	LOC119067159|XP_037025848.1|BCOP	LOC119557935|XP_037726872.1|DSUP
OG0007690	LOC119067161|XP_037025850.1|BCOP	LOC119557640|XP_037726405.1|DSUP
OG0007691	LOC119068212|XP_037027600.1|BCOP	LOC119557694|XP_037726499.1|DSUP
OG0007692	LOC119067017|XP_037025639.1|BCOP	LOC119556452|XP_037724618.1|DSUP
OG0007693	LOC119068346|XP_037027797.1|BCOP	LOC119557333|XP_037725983.1|DSUP
OG0007694	LOC119070597|XP_037030911.1|BCOP	LOC119555079|XP_037722220.1|DSUP
OG0007695	LOC119067674|XP_037026681.1|BCOP	LOC119557854|XP_037726769.1|DSUP
OG0007696	LOC119077927|XP_037041202.1|BCOP	LOC119553356|XP_037719627.1|DSUP
OG0007697	LOC119082150|XP_037047449.1|BCOP	LOC119552763|XP_037718493.1|DSUP
OG0007698	LOC119067031|XP_037025662.1|BCOP	LOC119556881|XP_037725285.1|DSUP
OG0007699	LOC119080688|XP_037045024.1|BCOP	LOC119556732|XP_037725063.1|DSUP
OG0007700	LOC119070385|XP_037030593.1|BCOP	LOC119556287|XP_037724270.1|DSUP
OG0007701	LOC119070389|XP_037030602.1|BCOP	LOC119556636|XP_037724892.1|DSUP
OG0007702	LOC119084825|XP_037050804.1|BCOP	LOC119557731|XP_037726543.1|DSUP
OG0007703	LOC119067391|XP_037026216.1|BCOP	LOC119556862|XP_037725262.1|DSUP
OG0007704	LOC119068080|XP_037027382.1|BCOP	LOC119556750|XP_037725103.1|DSUP
OG0007706	LOC119069507|XP_037029479.1|BCOP	LOC119557493|XP_037726192.1|DSUP
OG0007707	LOC119081617|XP_037046562.1|BCOP	LOC119558084|XP_037727194.1|DSUP
OG0007708	LOC119070332|XP_037030498.1|BCOP	LOC119556613|XP_037724856.1|DSUP
OG0007709	LOC119069570|XP_037029545.1|BCOP	LOC119557537|XP_037726237.1|DSUP
OG0007710	LOC119067621|XP_037026608.1|BCOP	LOC119556866|XP_037725266.1|DSUP
OG0007711	LOC119076091|XP_037038641.1|BCOP	LOC119556155|XP_037723985.1|DSUP
OG0007712	LOC119068621|XP_037028177.1|BCOP	LOC119557131|XP_037725643.1|DSUP
OG0007713	LOC119070005|XP_037030156.1|BCOP	LOC119555898|XP_037723492.1|DSUP
OG0007715	LOC119080283|XP_037044448.1|BCOP	LOC119557639|XP_037726403.1|DSUP
OG0007716	LOC119070395|XP_037030609.1|BCOP	LOC119555938|XP_037723572.1|DSUP
OG0007717	LOC119067538|XP_037026489.1|BCOP	LOC119547444|XP_037710236.1|DSUP
OG0007718	LOC119077098|XP_037040150.1|BCOP	LOC119557819|XP_037726687.1|DSUP
OG0007719	LOC119068645|XP_037028213.1|BCOP	LOC119556163|XP_037723996.1|DSUP
OG0007720	LOC119068648|XP_037028218.1|BCOP	LOC119556372|XP_037724465.1|DSUP
OG0007721	LOC119069643|XP_037029656.1|BCOP	LOC119556292|XP_037724277.1|DSUP
OG0007722	LOC119069655|XP_037029669.1|BCOP	LOC119557611|XP_037726346.1|DSUP
OG0007723	LOC119069572|XP_037029550.1|BCOP	LOC119557259|XP_037725872.1|DSUP
OG0007724	LOC119067668|XP_037026669.1|BCOP	LOC119546179|XP_037708230.1|DSUP
OG0007725	LOC119068859|XP_037028590.1|BCOP	LOC119556754|XP_037725104.1|DSUP
OG0007726	LOC119067273|XP_037026047.1|BCOP	LOC119556690|XP_037725013.1|DSUP
OG0007727	LOC119067335|XP_037026135.1|BCOP	LOC119556576|XP_037724803.1|DSUP
OG0007729	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP	LOC119557473|XP_037726169.1|DSUP
OG0007730	LOC119068093|XP_037027407.1|BCOP	LOC119557558|XP_037726271.1|DSUP
OG0007731	LOC119080881|XP_037045358.1|BCOP	LOC119553072|XP_037719126.1|DSUP
OG0007732	LOC119081740|XP_037046804.1|BCOP	LOC119556050|XP_037723773.1|DSUP
OG0007733	LOC119069152|XP_037028952.1|BCOP	LOC119557326|XP_037725976.1|DSUP
OG0007734	LOC119067213|XP_037025952.1|BCOP	LOC119558172|XP_037727366.1|DSUP
OG0007735	LOC119068095|XP_037027413.1|BCOP	LOC119557911|XP_037726846.1|DSUP
OG0007736	LOC119069184|XP_037029012.1|BCOP	LOC119556917|XP_037725331.1|DSUP
OG0007737	LOC119079340|XP_037043061.1|BCOP	LOC119555417|XP_037722710.1|DSUP
OG0007738	LOC119069482|XP_037029444.1|BCOP	LOC119551801|XP_037717283.1|DSUP
OG0007739	LOC119085601|XP_037051919.1|BCOP	LOC119557468|XP_037726162.1|DSUP
OG0007740	LOC119070341|XP_037030524.1|BCOP	LOC119557155|XP_037725680.1|DSUP
OG0007741	LOC119069910|XP_037030011.1|BCOP	LOC119557693|XP_037726494.1|DSUP
OG0007742	LOC119070344|XP_037030529.1|BCOP	LOC119556230|XP_037724179.1|DSUP
OG0007743	LOC119068246|XP_037027672.1|BCOP	LOC119563057|XP_037732199.1|DSUP
OG0007745	LOC119069933|XP_037030052.1|BCOP	LOC119563309|XP_037732574.1|DSUP
OG0007746	LOC119067680|XP_037026688.1|BCOP	LOC119560980|XP_037730683.1|DSUP
OG0007747	LOC119070077|XP_037030273.1|BCOP	LOC119557858|XP_037726779.1|DSUP
OG0007748	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP	LOC119556905|XP_037725318.1|DSUP
OG0007749	LOC119069838|XP_037029900.1|BCOP	LOC119558176|XP_037727370.1|DSUP
OG0007750	LOC119085968|XP_037052425.1|BCOP	LOC119563502|XP_037732871.1|DSUP
OG0007751	LOC119069217|XP_037029089.1|BCOP	LOC119547370|XP_037710118.1|DSUP
OG0007752	LOC119077701|XP_037040869.1|BCOP	LOC119556901|XP_037725315.1|DSUP
OG0007753	LOC119067613|XP_037026602.1|BCOP	LOC119558129|XP_037727288.1|DSUP
OG0007754	LOC119070133|XP_037030352.1|BCOP	LOC119557500|XP_037726200.1|DSUP
OG0007755	LOC119080613|XP_037044911.1|BCOP	LOC119556813|XP_037725194.1|DSUP
OG0007756	LOC119068054|XP_037027344.1|BCOP	LOC119557336|XP_037726000.1|DSUP
OG0007757	LOC119078897|XP_037042524.1|BCOP	LOC119556719|XP_037725044.1|DSUP
OG0007758	LOC119068279|XP_037027705.1|BCOP	LOC119546500|XP_037708742.1|DSUP
OG0007759	LOC119068280|XP_037027707.1|BCOP	LOC119562884|XP_037731928.1|DSUP
OG0007760	LOC119069919|XP_037030035.1|BCOP	LOC119556267|XP_037724245.1|DSUP
OG0007761	LOC119068142|XP_037027498.1|BCOP	LOC119558249|XP_037727503.1|DSUP
OG0007762	LOC119068145|XP_037027508.1|BCOP	LOC119558248|XP_037727501.1|DSUP
OG0007763	LOC119071309|XP_037032082.1|BCOP	LOC119546649|XP_037709024.1|DSUP
OG0007764	LOC119082115|XP_037047388.1|BCOP	LOC119557983|XP_037726998.1|DSUP
OG0007765	LOC119067679|XP_037026687.1|BCOP	LOC119557985|XP_037727002.1|DSUP
OG0007766	LOC119069847|XP_037029912.1|BCOP	LOC119559862|XP_037728900.1|DSUP
OG0007767	LOC119081005|XP_037045580.1|BCOP	LOC119562880|XP_037731926.1|DSUP
OG0007768	LOC119067126|XP_037025795.1|BCOP	LOC119557770|XP_037726596.1|DSUP
OG0007769	LOC119067348|XP_037026154.1|BCOP	LOC119556521|XP_037724725.1|DSUP
OG0007770	LOC119069586|XP_037029571.1|BCOP	LOC119546917|XP_037709474.1|DSUP
OG0007771	LOC119067267|XP_037026040.1|BCOP	LOC119548466|XP_037711661.1|DSUP
OG0007772	LOC119069501|XP_037029468.1|BCOP	LOC119556023|XP_037723731.1|DSUP
OG0007774	LOC119068831|XP_037028496.1|BCOP	LOC119553450|XP_037719779.1|DSUP
OG0007775	LOC119070255|XP_037030418.1|BCOP	LOC119556766|XP_037725120.1|DSUP
OG0007776	LOC119082322|XP_037047720.1|BCOP	LOC119557108|XP_037725615.1|DSUP
OG0007777	LOC119070253|XP_037030416.1|BCOP	LOC119556298|XP_037724300.1|DSUP
OG0007778	LOC119085583|XP_037051896.1|BCOP	LOC119557681|XP_037726481.1|DSUP
OG0007779	LOC119068861|XP_037028592.1|BCOP	LOC119552679|XP_037718326.1|DSUP
OG0007780	LOC119083624|XP_037049254.1|BCOP	LOC119557699|XP_037726501.1|DSUP
OG0007781	LOC119069875|XP_037029945.1|BCOP	LOC119556202|XP_037724084.1|DSUP
OG0007782	LOC119075779|XP_037038234.1|BCOP	LOC119557324|XP_037725973.1|DSUP
OG0007783	LOC119078608|XP_037042097.1|BCOP	LOC119556115|XP_037723914.1|DSUP
OG0007784	LOC119085053|XP_037051164.1|BCOP	LOC119560056|XP_037729290.1|DSUP
OG0007785	LOC119068756|XP_037028387.1|BCOP	LOC119556536|XP_037724744.1|DSUP
OG0007786	LOC119066224|XP_037024442.1|BCOP	LOC119547454|XP_037710245.1|DSUP
OG0007787	LOC119084486|XP_037050383.1|BCOP	LOC119561068|XP_037730843.1|DSUP
OG0007789	LOC119085137|XP_037051305.1|BCOP	LOC119551913|XP_037717459.1|DSUP
OG0007790	LOC119067874|XP_037027035.1|BCOP	LOC119546811|XP_037709325.1|DSUP
OG0007791	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP	LOC119550304|XP_037714835.1|DSUP
OG0007792	LOC119069533|XP_037029504.1|BCOP	LOC119557965|XP_037726938.1|DSUP
OG0007793	LOC119068479|XP_037027985.1|BCOP	LOC119560042|XP_037729276.1|DSUP
OG0007794	LOC119067042|XP_037025681.1|BCOP	LOC119555825|XP_037723372.1|DSUP
OG0007795	LOC119070611|XP_037030935.1|BCOP	LOC119557386|XP_037726059.1|DSUP
OG0007796	LOC119081576|XP_037046509.1|BCOP	LOC119546710|XP_037709127.1|DSUP
OG0007797	LOC119068358|XP_037027821.1|BCOP	LOC119562968|XP_037732071.1|DSUP
OG0007798	LOC119068355|XP_037027818.1|BCOP	LOC119550926|XP_037715875.1|DSUP
OG0007799	LOC119068490|XP_037027997.1|BCOP	LOC119563403|XP_037732696.1|DSUP
OG0007801	LOC119066779|XP_037025333.1|BCOP	LOC119563251|XP_037732492.1|DSUP
OG0007802	LOC119068427|XP_037027890.1|BCOP	LOC119562875|XP_037731918.1|DSUP
OG0007803	LOC119068511|XP_037028011.1|BCOP	LOC119560229|XP_037729519.1|DSUP
OG0007804	LOC119068766|XP_037028408.1|BCOP	LOC119558222|XP_037727468.1|DSUP
OG0007805	LOC119068758|XP_037028390.1|BCOP	LOC119557068|XP_037725549.1|DSUP
OG0007806	LOC119068762|XP_037028393.1|BCOP	LOC119557066|XP_037725548.1|DSUP
OG0007808	LOC119069960|XP_037030087.1|BCOP	LOC119545764|XP_037707538.1|DSUP
OG0007809	LOC119067570|XP_037026549.1|BCOP	LOC119556323|XP_037724339.1|DSUP
OG0007810	LOC119070116|XP_037030324.1|BCOP	LOC119548609|XP_037711897.1|DSUP
OG0007811	LOC119070357|XP_037030545.1|BCOP	LOC119557612|XP_037726350.1|DSUP
OG0007812	LOC119078776|XP_037042381.1|BCOP	LOC119556630|XP_037724883.1|DSUP
OG0007813	LOC119068055|XP_037027345.1|BCOP	LOC119563496|XP_037732863.1|DSUP
OG0007814	LOC119068777|XP_037028432.1|BCOP	LOC119557439|XP_037726129.1|DSUP
OG0007815	LOC119069315|XP_037029262.1|BCOP	LOC119557069|XP_037725550.1|DSUP
OG0007817	LOC119076246|XP_037038804.1|BCOP	LOC119560719|XP_037730261.1|DSUP
OG0007818	LOC119068663|XP_037028239.1|BCOP	LOC119560674|XP_037730178.1|DSUP
OG0007819	LOC119068784|XP_037028439.1|BCOP	LOC119558046|XP_037727122.1|DSUP
OG0007820	LOC119069216|XP_037029087.1|BCOP	LOC119554216|XP_037720958.1|DSUP
OG0007823	LOC119069178|XP_037029000.1|BCOP	LOC119559224|XP_037728226.1|DSUP
OG0007825	LOC119069308|XP_037029254.1|BCOP	LOC119563423|XP_037732725.1|DSUP
OG0007826	LOC119070377|XP_037030587.1|BCOP	LOC119545635|XP_037707278.1|DSUP
OG0007827	LOC119074698|XP_037036879.1|BCOP	LOC119557579|XP_037726307.1|DSUP
OG0007828	LOC119073805|XP_037035462.1|BCOP	LOC119554146|XP_037720850.1|DSUP
OG0007829	LOC119069130|XP_037028928.1|BCOP	LOC119560147|XP_037729429.1|DSUP
OG0007830	LOC119069036|XP_037028800.1|BCOP	LOC119563360|XP_037732639.1|DSUP
OG0007831	LOC119079591|XP_037043480.1|BCOP	LOC119556370|XP_037724463.1|DSUP
OG0007832	LOC119069259|XP_037029208.1|BCOP	LOC119557375|XP_037726047.1|DSUP
OG0007833	LOC119068099|XP_037027418.1|BCOP	LOC119557272|XP_037725887.1|DSUP
OG0007834	LOC119069819|XP_037029877.1|BCOP	LOC119551263|XP_037716453.1|DSUP
OG0007837	LOC119068818|XP_037028487.1|BCOP	LOC119560965|XP_037730646.1|DSUP
OG0007839	LOC119068595|XP_037028144.1|BCOP	LOC119556118|XP_037723926.1|DSUP
OG0007840	LOC119069244|XP_037029192.1|BCOP	LOC119563430|XP_037732744.1|DSUP
OG0007842	LOC119070437|XP_037030676.1|BCOP	LOC119548599|XP_037711895.1|DSUP
OG0007843	LOC119070438|XP_037030683.1|BCOP	LOC119553254|XP_037719473.1|DSUP
OG0007844	LOC119068546|XP_037028069.1|BCOP	LOC119550083|XP_037714483.1|DSUP
OG0007846	LOC119083478|XP_037049094.1|BCOP	LOC119556174|XP_037724023.1|DSUP
OG0007847	LOC119067223|XP_037025964.1|BCOP	LOC119562620|XP_037731782.1|DSUP
OG0007848	LOC119076743|XP_037039583.1|BCOP	LOC119561664|XP_037731136.1|DSUP
OG0007849	LOC119070356|XP_037030544.1|BCOP	LOC119560067|XP_037729302.1|DSUP
OG0007850	LOC119067876|XP_037027040.1|BCOP	LOC119560066|XP_037729301.1|DSUP
OG0007851	LOC119067932|XP_037027141.1|BCOP	LOC119552435|XP_037718006.1|DSUP
OG0007852	LOC119070489|XP_037030738.1|BCOP	LOC119560572|XP_037730018.1|DSUP
OG0007853	LOC119068429|XP_037027892.1|BCOP	LOC119557071|XP_037725555.1|DSUP
OG0007854	LOC119082558|XP_037047979.1|BCOP	LOC119556931|XP_037725354.1|DSUP
OG0007855	LOC119067194|XP_037025920.1|BCOP	LOC119560696|XP_037730206.1|DSUP
OG0007856	LOC119067463|XP_037026344.1|BCOP	LOC119561680|XP_037731137.1|DSUP
OG0007857	LOC119070457|XP_037030707.1|BCOP	LOC119551230|XP_037716400.1|DSUP
OG0007858	LOC119074395|XP_037036410.1|BCOP	LOC119546834|XP_037709355.1|DSUP
OG0007859	LOC119080612|XP_037044909.1|BCOP	LOC119556130|XP_037723947.1|DSUP
OG0007860	LOC119070507|XP_037030759.1|BCOP	LOC119549863|XP_037714090.1|DSUP
OG0007861	LOC119070615|XP_037030938.1|BCOP	LOC119563080|XP_037732233.1|DSUP
OG0007862	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP	LOC119562936|XP_037732019.1|DSUP
OG0007863	LOC119066732|XP_037025248.1|BCOP	LOC119546996|XP_037709589.1|DSUP
OG0007864	LOC119067416|XP_037026265.1|BCOP	LOC119560026|XP_037729248.1|DSUP
OG0007865	LOC119070561|XP_037030864.1|BCOP	LOC119554093|XP_037720770.1|DSUP
OG0007867	LOC119075684|XP_037038094.1|BCOP	LOC119559410|XP_037728428.1|DSUP
OG0007868	LOC119069885|XP_037029957.1|BCOP	LOC119563312|XP_037732573.1|DSUP
OG0007869	LOC119067673|XP_037026675.1|BCOP	LOC119557979|XP_037726988.1|DSUP
OG0007871	LOC119073700|XP_037035195.1|BCOP	LOC119558319|XP_037727659.1|DSUP
OG0007872	LOC119080393|XP_037044607.1|BCOP	LOC119554013|XP_037720654.1|DSUP
OG0007874	LOC119078928|XP_037042565.1|BCOP	LOC119557618|XP_037726354.1|DSUP
OG0007875	LOC119075655|XP_037038049.1|BCOP	LOC119549212|XP_037712993.1|DSUP
OG0007876	LOC119067690|XP_037026707.1|BCOP	LOC119557409|XP_037726085.1|DSUP
OG0007877	LOC119073250|XP_037034497.1|BCOP	LOC119558317|XP_037727656.1|DSUP
OG0007878	LOC119081846|XP_037046983.1|BCOP	LOC119551211|XP_037716374.1|DSUP
OG0007879	LOC119080656|XP_037044968.1|BCOP	LOC119552594|XP_037718176.1|DSUP
OG0007880	LOC119078287|XP_037041672.1|BCOP	LOC119557905|XP_037726839.1|DSUP
OG0007881	LOC119073697|XP_037035192.1|BCOP	LOC119553022|XP_037719006.1|DSUP
OG0007882	LOC119080179|XP_037044300.1|BCOP	LOC119553029|XP_037719020.1|DSUP
OG0007884	LOC119077327|XP_037040405.1|BCOP	LOC119553372|XP_037719651.1|DSUP
OG0007885	LOC119080378|XP_037044578.1|BCOP	LOC119549213|XP_037712999.1|DSUP
OG0007886	LOC119084171|XP_037049924.1|BCOP	LOC119548266|XP_037711338.1|DSUP
OG0007887	LOC119080217|XP_037044353.1|BCOP	LOC119553023|XP_037719008.1|DSUP
OG0007888	LOC119073507|XP_037034918.1|BCOP	LOC119554273|XP_037721053.1|DSUP
OG0007889	LOC119073407|XP_037034736.1|BCOP	LOC119554958|XP_037722010.1|DSUP
OG0007890	LOC119081778|XP_037046880.1|BCOP	LOC119554503|XP_037721365.1|DSUP
OG0007891	LOC119068438|XP_037027905.1|BCOP	LOC119561957|XP_037731295.1|DSUP
OG0007892	LOC119072049|XP_037033072.1|BCOP	LOC119562978|XP_037732084.1|DSUP
OG0007893	LOC119078870|XP_037042492.1|BCOP	LOC119549834|XP_037714041.1|DSUP
OG0007894	LOC119079870|XP_037043849.1|BCOP	LOC119552591|XP_037718152.1|DSUP
OG0007895	LOC119072486|XP_037033618.1|BCOP	LOC119555545|XP_037722906.1|DSUP
OG0007896	LOC119074353|XP_037036352.1|BCOP	LOC119554048|XP_037720715.1|DSUP
OG0007897	LOC119073707|XP_037035208.1|BCOP	LOC119554720|XP_037721662.1|DSUP
OG0007898	LOC119078759|XP_037042362.1|BCOP	LOC119553398|XP_037719690.1|DSUP
OG0007899	LOC119077505|XP_037040629.1|BCOP	LOC119552689|XP_037718342.1|DSUP
OG0007900	LOC119084822|XP_037050798.1|BCOP	LOC119549341|XP_037713254.1|DSUP
OG0007901	LOC119075188|XP_037037475.1|BCOP	LOC119555426|XP_037722720.1|DSUP
OG0007902	LOC119067381|XP_037026197.1|BCOP	LOC119557345|XP_037726010.1|DSUP
OG0007903	LOC119075191|XP_037037481.1|BCOP	LOC119554845|XP_037721849.1|DSUP
OG0007904	LOC119079640|XP_037043563.1|BCOP	LOC119552733|XP_037718419.1|DSUP
OG0007905	LOC119071568|XP_037032400.1|BCOP	LOC119547764|XP_037710700.1|DSUP
OG0007906	LOC119076793|XP_037039656.1|BCOP	LOC119554746|XP_037721698.1|DSUP
OG0007907	LOC119080467|XP_037044741.1|BCOP	LOC119555561|XP_037722935.1|DSUP
OG0007908	LOC119080489|XP_037044776.1|BCOP	LOC119555562|XP_037722936.1|DSUP
OG0007909	LOC119081693|XP_037046685.1|BCOP	LOC119555976|XP_037723631.1|DSUP
OG0007910	LOC119071198|XP_037031879.1|BCOP	LOC119554375|XP_037721182.1|DSUP
OG0007911	LOC119081120|XP_037045759.1|BCOP	LOC119554972|XP_037722028.1|DSUP
OG0007912	LOC119080161|XP_037044277.1|BCOP	LOC119554564|XP_037721463.1|DSUP
OG0007913	LOC119080811|XP_037045278.1|BCOP	LOC119554973|XP_037722029.1|DSUP
OG0007914	LOC119079936|XP_037043935.1|BCOP	LOC119555539|XP_037722899.1|DSUP
OG0007915	LOC119073557|XP_037035008.1|BCOP	LOC119552930|XP_037718801.1|DSUP
OG0007917	LOC119073905|XP_037035690.1|BCOP	LOC119550286|XP_037714804.1|DSUP
OG0007918	LOC119078168|XP_037041539.1|BCOP	LOC119549137|XP_037712836.1|DSUP
OG0007919	LOC119076961|XP_037039950.1|BCOP	LOC119551075|XP_037716132.1|DSUP
OG0007921	LOC119073626|XP_037035111.1|BCOP	LOC119550504|XP_037715136.1|DSUP
OG0007922	LOC119072786|XP_037033978.1|BCOP	LOC119557038|XP_037725513.1|DSUP
OG0007923	LOC119075770|XP_037038210.1|BCOP	LOC119558305|XP_037727634.1|DSUP
OG0007924	LOC119077374|XP_037040464.1|BCOP	LOC119550988|XP_037715952.1|DSUP
OG0007925	LOC119085942|XP_037052391.1|BCOP, LOC119086054|XP_037052523.1|BCOP	LOC119551454|XP_037716729.1|DSUP
OG0007926	LOC119075479|XP_037037824.1|BCOP	LOC119549156|XP_037712870.1|DSUP
OG0007927	LOC119070821|XP_037031207.1|BCOP	LOC119546633|XP_037709003.1|DSUP
OG0007928	LOC119066252|XP_037024473.1|BCOP	LOC119548791|XP_037712295.1|DSUP
OG0007929	LOC119066431|XP_037024812.1|BCOP	LOC119547317|XP_037710043.1|DSUP
OG0007930	LOC119081476|XP_037046369.1|BCOP	LOC119551448|XP_037716719.1|DSUP
OG0007932	LOC119084844|XP_037050845.1|BCOP	LOC119556231|XP_037724182.1|DSUP
OG0007933	LOC119073341|XP_037034630.1|BCOP	LOC119556316|XP_037724333.1|DSUP
OG0007935	LOC119075182|XP_037037470.1|BCOP	LOC119545994|XP_037707915.1|DSUP
OG0007936	LOC119085153|XP_037051341.1|BCOP	LOC119546217|XP_037708285.1|DSUP
