Orthogroup	BCOP.longest_only	DSEC.longest_only
OG0006336	LOC119069077|XP_037028849.1|BCOP	LOC6617586|XP_002041899.1|DSEC
OG0006337	LOC119067395|XP_037026218.1|BCOP	LOC6617637|XP_002041950.1|DSEC
OG0006338	LOC119069047|XP_037028812.1|BCOP	LOC6613823|XP_002038292.1|DSEC
OG0006339	LOC119067133|XP_037025816.1|BCOP	LOC6619990|XP_032580727.1|DSEC
OG0006340	LOC119067146|XP_037025839.1|BCOP	LOC6615102|XP_002039518.1|DSEC
OG0006341	LOC119067139|XP_037025832.1|BCOP	LOC6617486|XP_032581210.1|DSEC
OG0006342	LOC119067127|XP_037025796.1|BCOP	LOC6617484|XP_032580983.1|DSEC
OG0006343	LOC119067128|XP_037025805.1|BCOP	LOC6617481|XP_002041798.2|DSEC
OG0006344	LOC119067138|XP_037025830.1|BCOP	LOC6617999|XP_032581617.1|DSEC
OG0006345	LOC119068318|XP_037027764.1|BCOP	LOC6607461|XP_032579591.1|DSEC
OG0006346	LOC119068325|XP_037027776.1|BCOP	LOC6612676|XP_002037179.1|DSEC
OG0006347	LOC119068317|XP_037027761.1|BCOP	LOC6607713|XP_032577284.1|DSEC
OG0006348	LOC119071867|XP_037032823.1|BCOP	LOC6616197|XP_002040562.2|DSEC
OG0006349	LOC119067441|XP_037026311.1|BCOP	LOC6616050|XP_002040416.2|DSEC
OG0006350	LOC119068700|XP_037028286.1|BCOP	LOC6612727|XP_002037230.1|DSEC
OG0006351	LOC119070396|XP_037030610.1|BCOP	LOC6615060|XP_032582643.1|DSEC
OG0006352	LOC119082541|XP_037047949.1|BCOP	LOC6609216|XP_002033907.1|DSEC
OG0006353	LOC119081989|XP_037047208.1|BCOP	LOC6612822|XP_002037323.1|DSEC
OG0006354	LOC119080714|XP_037045089.1|BCOP	LOC6607487|XP_002032256.2|DSEC
OG0006355	LOC119070398|XP_037030614.1|BCOP	LOC6617467|XP_002041784.2|DSEC
OG0006356	LOC119084407|XP_037050272.1|BCOP	LOC6616081|XP_002040447.1|DSEC
OG0006357	LOC119068052|XP_037027317.1|BCOP	LOC6618102|XP_032582141.1|DSEC
OG0006358	LOC119070350|XP_037030532.1|BCOP	LOC6610360|XP_002034946.1|DSEC
OG0006359	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP	LOC6606276|XP_002031081.1|DSEC
OG0006360	LOC119068396|XP_037027847.1|BCOP	LOC6612300|XP_002036810.1|DSEC
OG0006362	LOC119082186|XP_037047508.1|BCOP	LOC6616162|XP_032581086.1|DSEC
OG0006363	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP	LOC6614950|XP_032581506.1|DSEC
OG0006364	LOC119070074|XP_037030269.1|BCOP	LOC6617712|XP_002042024.2|DSEC
OG0006365	LOC119068965|XP_037028724.1|BCOP	LOC6615154|XP_002039570.1|DSEC
OG0006366	LOC119068959|XP_037028722.1|BCOP	LOC6615151|XP_032581126.1|DSEC
OG0006367	LOC119068549|XP_037028072.1|BCOP	LOC6620460|XP_002044667.1|DSEC
OG0006368	LOC119067745|XP_037026770.1|BCOP	LOC6612883|XP_032577684.1|DSEC
OG0006369	LOC119067738|XP_037026751.1|BCOP	LOC6612886|XP_032576295.1|DSEC
OG0006370	LOC119066993|XP_037025612.1|BCOP	LOC116801989|XP_032580534.1|DSEC, LOC6614909|XP_002039326.2|DSEC
OG0006371	LOC119069324|XP_037029276.1|BCOP	LOC6612917|XP_002037409.1|DSEC
OG0006372	LOC119069319|XP_037029269.1|BCOP	LOC6617128|XP_002041455.1|DSEC
OG0006373	LOC119067684|XP_037026698.1|BCOP	LOC6619839|XP_032581642.1|DSEC
OG0006374	LOC119067669|XP_037026670.1|BCOP	LOC6620157|XP_032580346.1|DSEC
OG0006375	LOC119071516|XP_037032286.1|BCOP	LOC6620482|XP_032580562.1|DSEC
OG0006376	LOC119067612|XP_037026601.1|BCOP	LOC6620459|XP_002044666.2|DSEC
OG0006377	LOC119082725|XP_037048210.1|BCOP	LOC6614890|XP_002039307.1|DSEC
OG0006378	LOC119082747|XP_037048228.1|BCOP	LOC6612734|XP_032578158.1|DSEC
OG0006379	LOC119069624|XP_037029618.1|BCOP	LOC6619584|XP_032580950.1|DSEC
OG0006380	LOC119069610|XP_037029598.1|BCOP	LOC6612498|XP_002037006.1|DSEC
OG0006381	LOC119083233|XP_037048790.1|BCOP	LOC6618511|XP_002042771.2|DSEC
OG0006382	LOC119085586|XP_037051899.1|BCOP	LOC6618621|XP_002042880.1|DSEC
OG0006383	LOC119067801|XP_037026843.1|BCOP	LOC6618646|XP_032582362.1|DSEC
OG0006384	LOC119067804|XP_037026849.1|BCOP	LOC6618645|XP_032582363.1|DSEC
OG0006385	LOC119068285|XP_037027715.1|BCOP	LOC6621093|XP_032578931.1|DSEC
OG0006386	LOC119068281|XP_037027708.1|BCOP	LOC6611421|XP_002035965.1|DSEC
OG0006387	LOC119068284|XP_037027713.1|BCOP	LOC6612860|XP_002037352.1|DSEC
OG0006388	LOC119081602|XP_037046536.1|BCOP	LOC6612198|XP_032581819.1|DSEC
OG0006389	LOC119082345|XP_037047758.1|BCOP	LOC6612199|XP_002036716.1|DSEC
OG0006390	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP	LOC6616633|XP_002040990.1|DSEC
OG0006391	LOC119069708|XP_037029727.1|BCOP	LOC6606564|XP_002031365.1|DSEC
OG0006392	LOC119068750|XP_037028365.1|BCOP	LOC6612377|XP_032580397.1|DSEC
OG0006393	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP	LOC6613689|XP_002038159.2|DSEC
OG0006394	LOC119068309|XP_037027745.1|BCOP	LOC6621082|XP_002045273.1|DSEC
OG0006395	LOC119069232|XP_037029167.1|BCOP	LOC6607140|XP_002031926.1|DSEC
OG0006396	LOC119075794|XP_037038256.1|BCOP	LOC6615044|XP_002039461.1|DSEC
OG0006397	LOC119067830|XP_037026898.1|BCOP	LOC6612552|XP_002037060.1|DSEC
OG0006398	LOC119074640|XP_037036811.1|BCOP	LOC6612289|XP_002036799.2|DSEC
OG0006399	LOC119079764|XP_037043742.1|BCOP	LOC6620486|XP_002044693.1|DSEC
OG0006400	LOC119067813|XP_037026861.1|BCOP	LOC6620483|XP_002044692.1|DSEC
OG0006401	LOC119071281|XP_037032042.1|BCOP	LOC6618350|XP_002042621.2|DSEC
OG0006402	LOC119069682|XP_037029697.1|BCOP	LOC6620057|XP_002044269.1|DSEC
OG0006403	LOC119069677|XP_037029691.1|BCOP	LOC6620064|XP_002044276.1|DSEC
OG0006404	LOC119068335|XP_037027788.1|BCOP	LOC6606774|XP_002031571.1|DSEC
OG0006405	LOC119068342|XP_037027792.1|BCOP	LOC6605562|XP_032574864.1|DSEC
OG0006406	LOC119068794|XP_037028452.1|BCOP	LOC6612636|XP_002037140.1|DSEC
OG0006407	LOC119069218|XP_037029090.1|BCOP	LOC6619849|XP_032580096.1|DSEC
OG0006408	LOC119068829|XP_037028493.1|BCOP	LOC6615100|XP_002039516.1|DSEC
OG0006409	LOC119069279|XP_037029236.1|BCOP	LOC6619919|XP_032581747.1|DSEC
OG0006410	LOC119068783|XP_037028438.1|BCOP	LOC6617957|XP_032580011.1|DSEC
OG0006411	LOC119069611|XP_037029599.1|BCOP	LOC6620311|XP_002044519.1|DSEC
OG0006412	LOC119069360|XP_037029328.1|BCOP	LOC6617074|XP_002041402.1|DSEC
OG0006413	LOC119068478|XP_037027984.1|BCOP	LOC6617076|XP_032576962.1|DSEC
OG0006414	LOC119068480|XP_037027986.1|BCOP	LOC6607227|XP_032577930.1|DSEC
OG0006415	LOC119074402|XP_037036419.1|BCOP	LOC6617513|XP_032580802.1|DSEC
OG0006416	LOC119068463|XP_037027951.1|BCOP	LOC6618976|XP_002043221.1|DSEC
OG0006417	LOC119081352|XP_037046095.1|BCOP	LOC6613177|XP_002037658.1|DSEC
OG0006418	LOC119067234|XP_037025985.1|BCOP	LOC6618004|XP_002042312.2|DSEC
OG0006419	LOC119068222|XP_037027613.1|BCOP	LOC6612986|XP_032578310.1|DSEC
OG0006420	LOC119070511|XP_037030767.1|BCOP	LOC6607627|XP_002032395.1|DSEC
OG0006421	LOC119067197|XP_037025923.1|BCOP	LOC6613512|XP_002037980.1|DSEC
OG0006422	LOC119070225|XP_037030394.1|BCOP	LOC6613519|XP_032583240.1|DSEC
OG0006423	LOC119083146|XP_037048684.1|BCOP	LOC6607425|XP_002032194.1|DSEC
OG0006424	LOC119083152|XP_037048693.1|BCOP	LOC6607426|XP_002032195.1|DSEC
OG0006425	LOC119067081|XP_037025719.1|BCOP	LOC6607423|XP_032578699.1|DSEC
OG0006426	LOC119067079|XP_037025714.1|BCOP	LOC6607422|XP_002032191.1|DSEC
OG0006427	LOC119082158|XP_037047457.1|BCOP	LOC6618701|XP_002042960.1|DSEC
OG0006428	LOC119085108|XP_037051261.1|BCOP	LOC6620082|XP_002044294.1|DSEC
OG0006429	LOC119069186|XP_037029022.1|BCOP	LOC6607665|XP_032576818.1|DSEC
OG0006430	LOC119069817|XP_037029874.1|BCOP	LOC6616327|XP_002040687.1|DSEC
OG0006431	LOC119067912|XP_037027105.1|BCOP	LOC6612757|XP_002037260.2|DSEC
OG0006432	LOC119067937|XP_037027147.1|BCOP	LOC6620511|XP_002044711.1|DSEC
OG0006433	LOC119068716|XP_037028300.1|BCOP	LOC6607637|XP_002032402.1|DSEC
OG0006434	LOC119081543|XP_037046449.1|BCOP	LOC6611952|XP_002036469.1|DSEC
OG0006435	LOC119067880|XP_037027046.1|BCOP	LOC6621063|XP_032577780.1|DSEC
OG0006436	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP	LOC6617994|XP_002042302.1|DSEC
OG0006437	LOC119084261|XP_037050069.1|BCOP	LOC6618428|XP_032582467.1|DSEC
OG0006438	LOC119069512|XP_037029484.1|BCOP	LOC6617253|XP_002041580.1|DSEC
OG0006439	LOC119068459|XP_037027939.1|BCOP	LOC6616857|XP_002041193.1|DSEC
OG0006440	LOC119067432|XP_037026299.1|BCOP	LOC6616858|XP_002041194.1|DSEC
OG0006441	LOC119077413|XP_037040521.1|BCOP	LOC6614053|XP_002038507.2|DSEC
OG0006442	LOC119074148|XP_037036043.1|BCOP	LOC6607799|XP_032576572.1|DSEC
OG0006443	LOC119069909|XP_037030010.1|BCOP	LOC6614140|XP_002038593.1|DSEC
OG0006444	LOC119082481|XP_037047896.1|BCOP	LOC6612812|XP_002037313.1|DSEC
OG0006445	LOC119070123|XP_037030337.1|BCOP	LOC6615902|XP_032580932.1|DSEC
OG0006446	LOC119069926|XP_037030044.1|BCOP	LOC6619671|XP_032578033.1|DSEC
OG0006447	LOC119069930|XP_037030048.1|BCOP	LOC6619665|XP_032579578.1|DSEC
OG0006448	LOC119068561|XP_037028084.1|BCOP	LOC6607702|XP_032577810.1|DSEC
OG0006449	LOC119068558|XP_037028079.1|BCOP	LOC6607699|XP_002032463.2|DSEC
OG0006450	LOC119078020|XP_037041307.1|BCOP	LOC6614486|XP_002038919.1|DSEC
OG0006451	LOC119070592|XP_037030905.1|BCOP	LOC6619779|XP_032582149.1|DSEC
OG0006452	LOC119080307|XP_037044480.1|BCOP	LOC6619637|XP_002043852.1|DSEC
OG0006453	LOC119079065|XP_037042768.1|BCOP	LOC6606097|XP_002030906.1|DSEC
OG0006454	LOC119078355|XP_037041750.1|BCOP	LOC6615925|XP_002040293.2|DSEC
OG0006455	LOC119069448|XP_037029398.1|BCOP	LOC6613801|XP_032577948.1|DSEC
OG0006456	LOC119078482|XP_037041933.1|BCOP	LOC6613805|XP_002038274.1|DSEC
OG0006457	LOC119067351|XP_037026156.1|BCOP	LOC6606535|XP_002031336.1|DSEC
OG0006458	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP	LOC6611934|XP_002036451.1|DSEC
OG0006459	LOC119078257|XP_037041647.1|BCOP	LOC6607446|XP_002032215.1|DSEC
OG0006460	LOC119081699|XP_037046701.1|BCOP	LOC6607675|XP_032577655.1|DSEC
OG0006461	LOC119082805|XP_037048350.1|BCOP	LOC6620035|XP_002044247.2|DSEC
OG0006462	LOC119070462|XP_037030710.1|BCOP	LOC6607605|XP_032578271.1|DSEC
OG0006463	LOC119069962|XP_037030090.1|BCOP	LOC6606250|XP_032578170.1|DSEC
OG0006465	LOC119073276|XP_037034553.1|BCOP	LOC6616069|XP_002040435.1|DSEC
OG0006466	LOC119079296|XP_037042978.1|BCOP	LOC6616173|XP_032582022.1|DSEC
OG0006467	LOC119068460|XP_037027941.1|BCOP	LOC6613731|XP_032577154.1|DSEC
OG0006468	LOC119080938|XP_037045459.1|BCOP	LOC6607696|XP_002032460.1|DSEC
OG0006469	LOC119068776|XP_037028431.1|BCOP	LOC6615058|XP_002039475.1|DSEC
OG0006470	LOC119068428|XP_037027891.1|BCOP	LOC6605871|XP_032575361.1|DSEC
OG0006471	LOC119073968|XP_037035769.1|BCOP	LOC6607684|XP_002032448.1|DSEC
OG0006472	LOC119067217|XP_037025958.1|BCOP	LOC6607681|XP_002032445.1|DSEC
OG0006473	LOC119081915|XP_037047050.1|BCOP	LOC6605100|XP_032574453.1|DSEC
OG0006474	LOC119082692|XP_037048163.1|BCOP	LOC6609483|XP_002034168.1|DSEC
OG0006475	LOC119067896|XP_037027081.1|BCOP	LOC6614100|XP_002038554.1|DSEC
OG0006476	LOC119068097|XP_037027415.1|BCOP	LOC6612201|XP_002036718.1|DSEC
OG0006477	LOC119068115|XP_037027459.1|BCOP	LOC6612576|XP_002037081.1|DSEC
OG0006479	LOC119085649|XP_037051983.1|BCOP	LOC6607657|XP_032576814.1|DSEC
OG0006480	LOC119080197|XP_037044332.1|BCOP	LOC6608062|XP_002032810.1|DSEC
OG0006481	LOC119085434|XP_037051745.1|BCOP	LOC6617689|XP_002042001.1|DSEC
OG0006482	LOC119068972|XP_037028733.1|BCOP	LOC6612655|XP_002037159.1|DSEC
OG0006483	LOC119085249|XP_037051480.1|BCOP	LOC6607830|XP_032577706.1|DSEC
OG0006484	LOC119068377|XP_037027841.1|BCOP	LOC6607831|XP_032577704.1|DSEC
OG0006485	LOC119082530|XP_037047940.1|BCOP	LOC6607287|XP_002032066.2|DSEC
OG0006486	LOC119068559|XP_037028080.1|BCOP	LOC6606928|XP_032578091.1|DSEC
OG0006487	LOC119067077|XP_037025712.1|BCOP	LOC6606983|XP_032579464.1|DSEC
OG0006488	LOC119069434|XP_037029386.1|BCOP	LOC6610235|XP_032573695.1|DSEC
OG0006489	LOC119068104|XP_037027425.1|BCOP	LOC6612617|XP_002037121.1|DSEC
OG0006490	LOC119067971|XP_037027208.1|BCOP	LOC6620062|XP_002044274.2|DSEC
OG0006491	LOC119077136|XP_037040210.1|BCOP	LOC6614573|XP_002039001.1|DSEC
OG0006492	LOC119067090|XP_037025744.1|BCOP	LOC6614032|XP_002038486.2|DSEC
OG0006493	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP	LOC6618074|XP_002042372.1|DSEC
OG0006494	LOC119081751|XP_037046828.1|BCOP	LOC6620361|XP_032582206.1|DSEC
OG0006495	LOC119068563|XP_037028087.1|BCOP	LOC6619976|XP_032580711.1|DSEC
OG0006496	LOC119067268|XP_037026042.1|BCOP	LOC6607685|XP_002032449.1|DSEC
OG0006497	LOC119067895|XP_037027079.1|BCOP	LOC6606596|XP_002031397.1|DSEC
OG0006498	LOC119067883|XP_037027057.1|BCOP	LOC6606598|XP_002031399.1|DSEC
OG0006499	LOC119067877|XP_037027041.1|BCOP	LOC6612974|XP_032576258.1|DSEC
OG0006500	LOC119085007|XP_037051084.1|BCOP	LOC6611947|XP_002036464.2|DSEC
OG0006501	LOC119067891|XP_037027071.1|BCOP	LOC6612821|XP_002037322.1|DSEC
OG0006502	LOC119069237|XP_037029173.1|BCOP	LOC6612826|XP_032577590.1|DSEC
OG0006503	LOC119069272|XP_037029225.1|BCOP	LOC6612828|XP_032576849.1|DSEC
OG0006504	LOC119075756|XP_037038188.1|BCOP	LOC6612829|XP_002037330.1|DSEC
OG0006505	LOC119069138|XP_037028939.1|BCOP	LOC6612745|XP_002037248.1|DSEC
OG0006506	LOC119069144|XP_037028944.1|BCOP	LOC6604924|XP_002029767.1|DSEC
OG0006507	LOC119080404|XP_037044627.1|BCOP	LOC6616693|XP_032577888.1|DSEC
OG0006509	LOC119070501|XP_037030744.1|BCOP	LOC6615107|XP_002039523.1|DSEC
OG0006510	LOC119069224|XP_037029145.1|BCOP	LOC6606956|XP_002031749.2|DSEC
OG0006511	LOC119067518|XP_037026433.1|BCOP	LOC6606594|XP_032576227.1|DSEC
OG0006512	LOC119070569|XP_037030869.1|BCOP	LOC6619233|XP_002043452.1|DSEC
OG0006513	LOC119067793|XP_037026832.1|BCOP	LOC6606585|XP_032578793.1|DSEC
OG0006514	LOC119067999|XP_037027255.1|BCOP	LOC6619630|XP_002043845.1|DSEC
OG0006515	LOC119067998|XP_037027254.1|BCOP	LOC6620516|XP_002044720.1|DSEC
OG0006516	LOC119067840|XP_037026910.1|BCOP	LOC6607788|XP_002032547.1|DSEC
OG0006517	LOC119070399|XP_037030617.1|BCOP	LOC6607784|XP_002032543.1|DSEC
OG0006518	LOC119067844|XP_037026923.1|BCOP	LOC6607786|XP_032578491.1|DSEC
OG0006519	LOC119067507|XP_037026414.1|BCOP	LOC6607783|XP_002032542.2|DSEC
OG0006520	LOC119069134|XP_037028935.1|BCOP	LOC6612797|XP_032577454.1|DSEC
OG0006521	LOC119068028|XP_037027286.1|BCOP	LOC6606419|XP_002031223.1|DSEC
OG0006522	LOC119069712|XP_037029731.1|BCOP	LOC6612793|XP_002037294.1|DSEC
OG0006523	LOC119069676|XP_037029690.1|BCOP	LOC6606271|XP_002031076.1|DSEC
OG0006524	LOC119067573|XP_037026552.1|BCOP	LOC6611418|XP_002035962.1|DSEC
OG0006525	LOC119070275|XP_037030431.1|BCOP	LOC6614987|XP_032581416.1|DSEC
OG0006528	LOC119068812|XP_037028482.1|BCOP	LOC6614088|XP_002038542.1|DSEC
OG0006529	LOC119068813|XP_037028483.1|BCOP	LOC6614086|XP_002038540.1|DSEC
OG0006530	LOC119068817|XP_037028485.1|BCOP	LOC6614084|XP_002038538.1|DSEC
OG0006532	LOC119069225|XP_037029146.1|BCOP	LOC6614073|XP_002038527.2|DSEC
OG0006533	LOC119069215|XP_037029086.1|BCOP	LOC6615440|XP_002039822.1|DSEC
OG0006534	LOC119077417|XP_037040524.1|BCOP	LOC6606266|XP_002031071.1|DSEC
OG0006535	LOC119067085|XP_037025738.1|BCOP	LOC6607671|XP_002032436.1|DSEC
OG0006536	LOC119069946|XP_037030069.1|BCOP	LOC6614042|XP_002038496.1|DSEC
OG0006537	LOC119069811|XP_037029864.1|BCOP	LOC6617090|XP_002041417.1|DSEC
OG0006538	LOC119069725|XP_037029744.1|BCOP	LOC6617180|XP_032577351.1|DSEC
OG0006539	LOC119068196|XP_037027591.1|BCOP	LOC6618763|XP_032578304.1|DSEC
OG0006540	LOC119070315|XP_037030475.1|BCOP	LOC6607346|XP_032576471.1|DSEC
OG0006541	LOC119070439|XP_037030684.1|BCOP	LOC6612670|XP_002037174.1|DSEC
OG0006542	LOC119070440|XP_037030685.1|BCOP	LOC6612671|XP_002037175.1|DSEC
OG0006543	LOC119068708|XP_037028292.1|BCOP	LOC6617106|XP_032579180.1|DSEC
OG0006544	LOC119074598|XP_037036738.1|BCOP	LOC6620067|XP_032578064.1|DSEC
OG0006545	LOC119069592|XP_037029577.1|BCOP	LOC6615876|XP_002040246.1|DSEC
OG0006546	LOC119069588|XP_037029573.1|BCOP	LOC6607527|XP_032579387.1|DSEC
OG0006547	LOC119070084|XP_037030292.1|BCOP	LOC6607778|XP_032579414.1|DSEC
OG0006548	LOC119067347|XP_037026153.1|BCOP	LOC6606530|XP_002031331.1|DSEC
OG0006549	LOC119067009|XP_037025631.1|BCOP	LOC6616886|XP_002041222.1|DSEC
OG0006550	LOC119067008|XP_037025629.1|BCOP	LOC6619504|XP_032578322.1|DSEC
OG0006551	LOC119071215|XP_037031919.1|BCOP	LOC116802150|XP_032581365.1|DSEC
OG0006552	LOC119068033|XP_037027335.1|BCOP	LOC6614893|XP_002039310.1|DSEC
OG0006553	LOC119068666|XP_037028243.1|BCOP	LOC6617138|XP_002041465.1|DSEC
OG0006554	LOC119069418|XP_037029360.1|BCOP	LOC6614375|XP_032576691.1|DSEC
OG0006555	LOC119068773|XP_037028424.1|BCOP	LOC6613787|XP_002038256.1|DSEC
OG0006557	LOC119084789|XP_037050749.1|BCOP	LOC6606827|XP_002031624.1|DSEC
OG0006558	LOC119084022|XP_037049739.1|BCOP	LOC6607550|XP_032577243.1|DSEC
OG0006559	LOC119069785|XP_037029822.1|BCOP	LOC6607033|XP_032577034.1|DSEC
OG0006560	LOC119072547|XP_037033676.1|BCOP	LOC6612747|XP_002037250.1|DSEC
OG0006561	LOC119074461|XP_037036497.1|BCOP	LOC6612748|XP_002037251.1|DSEC
OG0006562	LOC119067919|XP_037027116.1|BCOP	LOC6617149|XP_002041476.1|DSEC
OG0006563	LOC119070491|XP_037030739.1|BCOP	LOC6621947|XP_032577194.1|DSEC
OG0006564	LOC119070488|XP_037030736.1|BCOP	LOC6606682|XP_002031482.2|DSEC
OG0006565	LOC119070486|XP_037030734.1|BCOP	LOC6616868|XP_032579512.1|DSEC
OG0006566	LOC119067282|XP_037026057.1|BCOP	LOC6606370|XP_032579306.1|DSEC
OG0006567	LOC119068689|XP_037028271.1|BCOP	LOC6607567|XP_002032336.1|DSEC
OG0006568	LOC119068688|XP_037028270.1|BCOP	LOC6607565|XP_002032334.2|DSEC
OG0006569	LOC119072870|XP_037034070.1|BCOP	LOC6610932|XP_002035489.1|DSEC
OG0006570	LOC119067115|XP_037025784.1|BCOP	LOC6613920|XP_032576809.1|DSEC
OG0006571	LOC119070515|XP_037030774.1|BCOP	LOC6607456|XP_002032225.1|DSEC
OG0006572	LOC119078819|XP_037042420.1|BCOP	LOC6606920|XP_032578899.1|DSEC
OG0006573	LOC119067184|XP_037025902.1|BCOP	LOC6614118|XP_002038572.1|DSEC
OG0006574	LOC119069196|XP_037029039.1|BCOP	LOC6606957|XP_032579045.1|DSEC
OG0006575	LOC119069120|XP_037028912.1|BCOP	LOC6612694|XP_002037197.1|DSEC
OG0006577	LOC119082471|XP_037047888.1|BCOP	LOC6607288|XP_002032067.1|DSEC
OG0006578	LOC119070558|XP_037030857.1|BCOP	LOC6607816|XP_032576364.1|DSEC
OG0006579	LOC119068985|XP_037028750.1|BCOP	LOC6611714|XP_002036247.1|DSEC
OG0006580	LOC119070355|XP_037030543.1|BCOP	LOC6616777|XP_002041114.1|DSEC
OG0006581	LOC119067105|XP_037025764.1|BCOP	LOC6613916|XP_032579081.1|DSEC
OG0006582	LOC119067113|XP_037025782.1|BCOP	LOC6616701|XP_032576672.1|DSEC
OG0006583	LOC119080704|XP_037045058.1|BCOP	LOC6616762|XP_032578350.1|DSEC
OG0006584	LOC119078674|XP_037042228.1|BCOP	LOC6621135|XP_002045311.1|DSEC
OG0006585	LOC119081167|XP_037045802.1|BCOP	LOC6611623|XP_002036159.2|DSEC
OG0006586	LOC119068489|XP_037027996.1|BCOP	LOC6612789|XP_002037290.1|DSEC
OG0006587	LOC119068475|XP_037027981.1|BCOP	LOC6612788|XP_032577455.1|DSEC
OG0006588	LOC119085742|XP_037052106.1|BCOP	LOC6616824|XP_002041161.1|DSEC
OG0006589	LOC119085755|XP_037052133.1|BCOP	LOC6614169|XP_032577152.1|DSEC
OG0006590	LOC119085759|XP_037052138.1|BCOP	LOC6614160|XP_002038613.1|DSEC
OG0006591	LOC119073991|XP_037035802.1|BCOP	LOC6616402|XP_002040762.2|DSEC
OG0006592	LOC119085729|XP_037052089.1|BCOP	LOC6607007|XP_002031796.1|DSEC
OG0006593	LOC119085728|XP_037052088.1|BCOP	LOC6607008|XP_002031797.1|DSEC
OG0006594	LOC119084887|XP_037050929.1|BCOP	LOC6605048|XP_002029890.1|DSEC
OG0006595	LOC119081724|XP_037046762.1|BCOP	LOC6609374|XP_002034063.1|DSEC
OG0006596	LOC119081745|XP_037046811.1|BCOP	LOC6609878|XP_002034528.1|DSEC
OG0006597	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP	LOC6610496|XP_002035076.1|DSEC
OG0006598	LOC119083065|XP_037048583.1|BCOP	LOC6611939|XP_002036456.1|DSEC
OG0006599	LOC119075457|XP_037037795.1|BCOP	LOC6605216|XP_002030054.1|DSEC
OG0006600	LOC119076288|XP_037038848.1|BCOP	LOC6611164|XP_032573513.1|DSEC
OG0006601	LOC119080529|XP_037044835.1|BCOP	LOC6605403|XP_002030236.1|DSEC
OG0006602	LOC119084908|XP_037050958.1|BCOP	LOC6605402|XP_002030235.1|DSEC
OG0006603	LOC119075845|XP_037038296.1|BCOP	LOC6605401|XP_002030234.1|DSEC
OG0006604	LOC119074579|XP_037036708.1|BCOP	LOC6605861|XP_002030675.1|DSEC
OG0006605	LOC119072799|XP_037033992.1|BCOP	LOC6612313|XP_002036823.1|DSEC
OG0006606	LOC119079662|XP_037043607.1|BCOP	LOC6611034|XP_002035591.2|DSEC
OG0006607	LOC119079302|XP_037042984.1|BCOP	LOC6605183|XP_002030022.2|DSEC
OG0006608	LOC119073748|XP_037035303.1|BCOP	LOC6613929|XP_032579331.1|DSEC
OG0006609	LOC119073542|XP_037034984.1|BCOP	LOC6607269|XP_002032048.1|DSEC
OG0006610	LOC119073694|XP_037035185.1|BCOP	LOC6605875|XP_032575353.1|DSEC
OG0006611	LOC119073711|XP_037035228.1|BCOP	LOC6610420|XP_032574013.1|DSEC
OG0006612	LOC119073718|XP_037035236.1|BCOP	LOC6610421|XP_002035003.1|DSEC
OG0006613	LOC119073602|XP_037035070.1|BCOP	LOC6610422|XP_002035004.1|DSEC
OG0006614	LOC119079802|XP_037043759.1|BCOP	LOC6610423|XP_002035005.1|DSEC
OG0006615	LOC119079800|XP_037043757.1|BCOP	LOC6610427|XP_002035008.1|DSEC
OG0006616	LOC119084849|XP_037050861.1|BCOP	LOC6604947|XP_002029790.1|DSEC
OG0006617	LOC119078726|XP_037042302.1|BCOP	LOC6606112|XP_032573957.1|DSEC
OG0006618	LOC119080862|XP_037045334.1|BCOP	LOC6605108|XP_002029949.1|DSEC
OG0006619	LOC119080517|XP_037044821.1|BCOP	LOC6610463|XP_002035044.1|DSEC
OG0006620	LOC119080421|XP_037044657.1|BCOP	LOC6610466|XP_002035047.1|DSEC
OG0006621	LOC119080497|XP_037044791.1|BCOP	LOC6611117|XP_032573465.1|DSEC
OG0006622	LOC119074129|XP_037036011.1|BCOP	LOC6610229|XP_032573767.1|DSEC
OG0006624	LOC119081376|XP_037046152.1|BCOP	LOC6607876|XP_002032630.1|DSEC
OG0006626	LOC119073842|XP_037035576.1|BCOP	LOC6619128|XP_002043368.1|DSEC
OG0006627	LOC119073835|XP_037035541.1|BCOP	LOC6608114|XP_032570467.1|DSEC
OG0006628	LOC119073975|XP_037035776.1|BCOP	LOC6608117|XP_032570462.1|DSEC
OG0006629	LOC119081559|XP_037046483.1|BCOP	LOC6615285|XP_002039689.1|DSEC
OG0006630	LOC119074484|XP_037036526.1|BCOP	LOC6608662|XP_032571101.1|DSEC
OG0006631	LOC119078214|XP_037041571.1|BCOP	LOC6604791|XP_002029642.1|DSEC
OG0006632	LOC119079634|XP_037043549.1|BCOP	LOC6608869|XP_032571318.1|DSEC
