Orthogroup	BCOP.longest_only	DKIK.longest_only
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC108075765|XP_017023814.1|DKIK
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC108077129|XP_017025828.1|DKIK
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC108077349|XP_017026127.1|DKIK
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC108077111|XP_017025793.1|DKIK
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC108074334|XP_017021836.1|DKIK
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC108075737|XP_017023773.1|DKIK
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC108086187|XP_017038539.1|DKIK
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC108074539|XP_017022122.1|DKIK
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC108074166|XP_017021577.1|DKIK
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC108075856|XP_017023935.1|DKIK
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC108075834|XP_017023893.1|DKIK
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC108075893|XP_017023997.1|DKIK
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC108075937|XP_017024066.1|DKIK
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC108081467|XP_017032149.1|DKIK
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC108081844|XP_017032574.1|DKIK
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC108079094|XP_017028814.1|DKIK
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC108074327|XP_017021823.1|DKIK
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC108077301|XP_017026071.1|DKIK
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC108084850|XP_017036718.1|DKIK
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC108076007|XP_017024151.1|DKIK
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC108086105|XP_017038422.1|DKIK
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC108085372|XP_017037436.1|DKIK
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC108086094|XP_017038405.1|DKIK
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC108083909|XP_017035395.1|DKIK
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC108070416|XP_017016359.1|DKIK
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC108077453|XP_017026264.1|DKIK
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC108086215|XP_017038566.1|DKIK
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC108079200|XP_017028953.1|DKIK
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC108075032|XP_017022777.1|DKIK
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC108084226|XP_017035839.1|DKIK
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC108076462|XP_017024834.1|DKIK
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC108085143|XP_017037151.1|DKIK
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC108077066|XP_017025720.1|DKIK
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC108081526|XP_017032231.1|DKIK
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC108082701|XP_017033698.1|DKIK
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC108075562|XP_017023562.1|DKIK
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC108072862|XP_017019668.1|DKIK
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC108078105|XP_017027243.1|DKIK
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC108080833|XP_017031225.1|DKIK
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC108081437|XP_017032109.1|DKIK
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC108074584|XP_017022180.1|DKIK
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC108077344|XP_017026121.1|DKIK
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC108072829|XP_017019610.1|DKIK
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC108074348|XP_017021861.1|DKIK
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC108083470|XP_017034746.1|DKIK
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC108077508|XP_017026349.1|DKIK
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC108074760|XP_017022424.1|DKIK
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC108076409|XP_017024738.1|DKIK
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC108079837|XP_017029827.1|DKIK
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC108083471|XP_017034748.1|DKIK
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC108079006|XP_017028672.1|DKIK
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC108079617|XP_017029481.1|DKIK
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC108079575|XP_017029408.1|DKIK
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC108079582|XP_017029415.1|DKIK
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC108074289|XP_017021764.1|DKIK
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC108074815|XP_017022500.1|DKIK
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC108078080|XP_017027157.1|DKIK
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC108080682|XP_017031003.1|DKIK
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC108072790|XP_017019560.1|DKIK
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC108077254|XP_017026006.1|DKIK
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC108082048|XP_017032814.1|DKIK
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC108081514|XP_017032221.1|DKIK
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC108072333|XP_017018907.1|DKIK
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC108073348|XP_017020401.1|DKIK
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC108077396|XP_017026178.1|DKIK
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC108078402|XP_017027748.1|DKIK
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC108074548|XP_017022133.1|DKIK
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC108074739|XP_017022400.1|DKIK
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC108077140|XP_017025843.1|DKIK
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC108085353|XP_017037409.1|DKIK
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC108085355|XP_017037411.1|DKIK
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC108082244|XP_017033072.1|DKIK
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC108079984|XP_017030039.1|DKIK
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC108079675|XP_017029562.1|DKIK
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC108074596|XP_017022199.1|DKIK
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC108084470|XP_017036173.1|DKIK
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC108072602|XP_017019311.1|DKIK
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC108072620|XP_017019335.1|DKIK
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC108085523|XP_017037644.1|DKIK
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC108073633|XP_017020834.1|DKIK
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC108079060|XP_017028765.1|DKIK
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC108074540|XP_017022119.1|DKIK
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC108072612|XP_017019324.1|DKIK
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC108075619|XP_017023641.1|DKIK
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC108077241|XP_017025989.1|DKIK
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC108077242|XP_017025991.1|DKIK
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC108082766|XP_017033782.1|DKIK
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC108082849|XP_017033909.1|DKIK
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC108081351|XP_017031986.1|DKIK
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC108081372|XP_017032015.1|DKIK
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC108080762|XP_017031104.1|DKIK
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC108077424|XP_017026216.1|DKIK
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC108077411|XP_017026200.1|DKIK
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC108079537|XP_017029362.1|DKIK
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC108077013|XP_017025581.1|DKIK
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC108077014|XP_017025582.1|DKIK
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC108077122|XP_017025813.1|DKIK
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC108079167|XP_017028910.1|DKIK
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC108074589|XP_017022185.1|DKIK
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC108077282|XP_017026049.1|DKIK
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC108079621|XP_017029486.1|DKIK
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC108085356|XP_017037415.1|DKIK
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC108082533|XP_017033461.1|DKIK
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC108086137|XP_017038481.1|DKIK
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC108073532|XP_017020702.1|DKIK
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC108082255|XP_017033089.1|DKIK
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC108077289|XP_017026057.1|DKIK
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC108076895|XP_017025416.1|DKIK
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC108074404|XP_017021920.1|DKIK
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC108082038|XP_017032800.1|DKIK
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC108083603|XP_017034961.1|DKIK
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC108076054|XP_017024228.1|DKIK
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC108079162|XP_017028901.1|DKIK
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC108079262|XP_017029041.1|DKIK
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC108079166|XP_017028906.1|DKIK
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC108070460|XP_017016429.1|DKIK
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC108084779|XP_017036589.1|DKIK
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC108072774|XP_017019543.1|DKIK
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC108075028|XP_017022771.1|DKIK
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC108084774|XP_017036583.1|DKIK
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC108084766|XP_017036573.1|DKIK
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC108075029|XP_017022772.1|DKIK
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC108075228|XP_017023063.1|DKIK
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC108075315|XP_017023207.1|DKIK
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC108079901|XP_017029921.1|DKIK
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC108078818|XP_017028391.1|DKIK
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC108078709|XP_017028159.1|DKIK
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC108073951|XP_017021257.1|DKIK
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC108080311|XP_017030480.1|DKIK
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC108080355|XP_017030554.1|DKIK
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC108083448|XP_017034701.1|DKIK
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC108083435|XP_017034679.1|DKIK
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC108085756|XP_017037984.1|DKIK
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC108083288|XP_017034507.1|DKIK
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC108073522|XP_017020690.1|DKIK
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC108072077|XP_017018575.1|DKIK
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC108085894|XP_017038148.1|DKIK
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC108085713|XP_017037925.1|DKIK
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC108074934|XP_017022651.1|DKIK
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC108076694|XP_017025136.1|DKIK
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC108075226|XP_017023062.1|DKIK
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC108078661|XP_017028079.1|DKIK
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC108080123|XP_017030243.1|DKIK
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC108075883|XP_017023978.1|DKIK, LOC108082936|XP_017034031.1|DKIK
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC108076510|XP_017024905.1|DKIK
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC108073112|XP_017020096.1|DKIK
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC108071340|XP_017017555.1|DKIK
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC108085445|XP_017037544.1|DKIK
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC108079766|XP_017029678.1|DKIK
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC108084666|XP_017036477.1|DKIK
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC108085718|XP_017037929.1|DKIK
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC108080401|XP_017030618.1|DKIK
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC108085938|XP_017038209.1|DKIK
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC108084919|XP_017036805.1|DKIK
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC108084967|XP_017036872.1|DKIK
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC108083499|XP_017034794.1|DKIK
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC108077532|XP_017026400.1|DKIK
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC108080500|XP_017030751.1|DKIK
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC108082935|XP_017034028.1|DKIK
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC108083369|XP_017034602.1|DKIK
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC108084574|XP_017036332.1|DKIK
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC108080552|XP_017030845.1|DKIK
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC108080369|XP_017030579.1|DKIK
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC108080335|XP_017030523.1|DKIK
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC108083754|XP_017035160.1|DKIK
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC108070387|XP_017016327.1|DKIK
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC108071308|XP_017017503.1|DKIK
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC108075574|XP_017023580.1|DKIK
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC108085435|XP_017037518.1|DKIK
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC108081104|XP_017031589.1|DKIK
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC108075575|XP_017023581.1|DKIK
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC108085779|XP_017038018.1|DKIK
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC108081780|XP_017032485.1|DKIK
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC108081771|XP_017032468.1|DKIK
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC108081762|XP_017032453.1|DKIK
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC108071303|XP_017017498.1|DKIK
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC108085873|XP_017038121.1|DKIK
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC108075613|XP_017023635.1|DKIK
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC108073247|XP_017020292.1|DKIK
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC108072012|XP_017018480.1|DKIK
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC108071916|XP_017018363.1|DKIK
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC108075200|XP_017023025.1|DKIK
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC108075198|XP_017023023.1|DKIK
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC108074940|XP_017022661.1|DKIK
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC108080776|XP_017031129.1|DKIK
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC108083977|XP_017035477.1|DKIK
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC108072755|XP_017019516.1|DKIK
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC108081767|XP_017032458.1|DKIK
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC108083186|XP_017034374.1|DKIK
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC108084144|XP_017035679.1|DKIK
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC108082991|XP_017034103.1|DKIK
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC108071536|XP_017017797.1|DKIK
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC108071523|XP_017017781.1|DKIK
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC108084718|XP_017036543.1|DKIK
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC108071554|XP_017017822.1|DKIK
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC108072031|XP_017018500.1|DKIK
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC108071309|XP_017017504.1|DKIK
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC108073204|XP_017020210.1|DKIK
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC108073205|XP_017020212.1|DKIK
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC108081776|XP_017032481.1|DKIK
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC108072030|XP_017018499.1|DKIK
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC108085876|XP_017038127.1|DKIK
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC108076408|XP_017024737.1|DKIK
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC108083118|XP_017034272.1|DKIK
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC108085667|XP_017037846.1|DKIK
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC108073670|XP_017020885.1|DKIK
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC108072072|XP_017018564.1|DKIK
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC108083659|XP_017035021.1|DKIK
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC108084238|XP_017035858.1|DKIK
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC108085669|XP_017037849.1|DKIK
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC108085916|XP_017038178.1|DKIK
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC108081157|XP_017031685.1|DKIK
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC108084962|XP_017036867.1|DKIK
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC108075647|XP_017023683.1|DKIK
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC108084098|XP_017035614.1|DKIK
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC108083180|XP_017034364.1|DKIK
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC108083167|XP_017034343.1|DKIK
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC108079914|XP_017029940.1|DKIK
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC108075628|XP_017023654.1|DKIK
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC108084834|XP_017036696.1|DKIK
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC108080473|XP_017030707.1|DKIK
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC108078689|XP_017028126.1|DKIK
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC108078890|XP_017028510.1|DKIK
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC108071887|XP_017018305.1|DKIK
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC108071967|XP_017018432.1|DKIK
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC108084126|XP_017035654.1|DKIK
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC108083183|XP_017034370.1|DKIK
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC108075355|XP_017023253.1|DKIK
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC108080768|XP_017031117.1|DKIK
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC108083208|XP_017034402.1|DKIK
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC108083952|XP_017035447.1|DKIK
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC108083951|XP_017035442.1|DKIK
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC108080287|XP_017030443.1|DKIK
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC108080982|XP_017031396.1|DKIK
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC108073725|XP_017020969.1|DKIK
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC108077706|XP_017026634.1|DKIK
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC108074742|XP_017022403.1|DKIK
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC108079360|XP_017029157.1|DKIK
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC108080084|XP_017030165.1|DKIK
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC108083864|XP_017035340.1|DKIK
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC108085433|XP_017037514.1|DKIK
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC108084113|XP_017035632.1|DKIK
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC108078817|XP_017028389.1|DKIK
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC108084844|XP_017036707.1|DKIK
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC108085228|XP_017037255.1|DKIK
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC108075576|XP_017023582.1|DKIK
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC108085624|XP_017037785.1|DKIK
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC108085625|XP_017037786.1|DKIK
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC108080078|XP_017030154.1|DKIK
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC108073854|XP_017021125.1|DKIK
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC108072899|XP_017019711.1|DKIK
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC108080309|XP_017030478.1|DKIK
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC108075333|XP_017023232.1|DKIK
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC108084801|XP_017036647.1|DKIK
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC108076522|XP_017024924.1|DKIK
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC108084197|XP_017035789.1|DKIK
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC108084851|XP_017036719.1|DKIK
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC108082459|XP_017033324.1|DKIK
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC108075973|XP_017024113.1|DKIK
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC108075720|XP_017023747.1|DKIK
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC108081044|XP_017031503.1|DKIK
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC108083086|XP_017034221.1|DKIK
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC108084888|XP_017036773.1|DKIK
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC108084316|XP_017035968.1|DKIK
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC108080544|XP_017030840.1|DKIK
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC108080523|XP_017030808.1|DKIK
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC108083252|XP_017034448.1|DKIK
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC108078834|XP_017028413.1|DKIK
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC108078784|XP_017028324.1|DKIK
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC108085822|XP_017038062.1|DKIK
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC108081248|XP_017031821.1|DKIK
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC108081247|XP_017031820.1|DKIK
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC108085890|XP_017038144.1|DKIK
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC108083920|XP_017035404.1|DKIK
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC108079272|XP_017029055.1|DKIK
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC108083485|XP_017034772.1|DKIK
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC108079070|XP_017028776.1|DKIK
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC108079957|XP_017030006.1|DKIK
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC108079156|XP_017028893.1|DKIK
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC108083218|XP_017034417.1|DKIK
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC108079411|XP_017029227.1|DKIK
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC108082954|XP_017034058.1|DKIK
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC108078816|XP_017028390.1|DKIK
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC108084250|XP_017035877.1|DKIK
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC108080960|XP_017031363.1|DKIK
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC108070688|XP_017016754.1|DKIK
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC108075476|XP_017023418.1|DKIK
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC108075557|XP_017023555.1|DKIK
