Orthogroup	BCOP.longest_only	DSIM.longest_only
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC6738248|XP_002085060.1|DSIM
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC6738748|XP_016032559.1|DSIM
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC6724819|XP_016037598.1|DSIM
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC6725091|XP_016038065.1|DSIM
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC6726466|XP_039152616.1|DSIM
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC6739948|XP_039152526.1|DSIM
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC6738726|XP_002085527.1|DSIM
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC6730092|XP_016036860.1|DSIM
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC6728852|XP_016035538.1|DSIM
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC6729715|XP_002105021.1|DSIM
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC6728322|XP_002103671.1|DSIM
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC6725375|XP_039154013.1|DSIM
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC27206323|XP_016026379.1|DSIM
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC6739087|XP_016032928.1|DSIM
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC6737438|XP_002084275.1|DSIM
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC6726471|XP_002107428.2|DSIM
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC6740247|XP_002077127.1|DSIM
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC6734849|XP_002081850.1|DSIM
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC6734592|XP_002081600.1|DSIM
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC6727280|XP_002102669.2|DSIM
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC6726872|XP_016033378.1|DSIM
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC6736592|XP_002083454.2|DSIM
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC6724852|XP_016037635.2|DSIM
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC6728519|XP_016035176.1|DSIM
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC6724753|XP_016037492.1|DSIM
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC6725629|XP_016038845.1|DSIM
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC6730364|XP_002105646.1|DSIM
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC6730363|XP_002105645.1|DSIM
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC6725698|XP_039153359.1|DSIM
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC6737286|XP_016031003.1|DSIM
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC6726051|XP_002107033.1|DSIM
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC6726468|XP_016040077.1|DSIM
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC27207671|XP_016037787.1|DSIM
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC6726670|XP_016033162.1|DSIM
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC6725798|XP_016039121.1|DSIM
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC27208559|XP_016037645.1|DSIM
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC6724856|XP_002105895.2|DSIM
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC6729142|XP_016035796.1|DSIM
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC6737858|XP_016031625.1|DSIM
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC6729576|XP_002104884.1|DSIM
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC6726814|XP_002102221.1|DSIM
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC6728886|XP_016035579.1|DSIM
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC6727051|XP_002102448.1|DSIM
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC6726811|XP_002102218.2|DSIM
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC6724966|XP_002106002.1|DSIM
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC6727426|XP_016033993.1|DSIM
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC6727424|XP_039151790.1|DSIM
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC6727428|XP_002102809.2|DSIM
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC6727849|XP_016034430.1|DSIM
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC6729695|XP_039150364.1|DSIM
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC6729489|XP_039151070.1|DSIM
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC6728774|XP_002104109.1|DSIM
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC6728488|XP_039151222.1|DSIM
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC6738474|XP_002085281.1|DSIM
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC27207641|XP_016039227.1|DSIM
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC27206642|XP_016039231.1|DSIM
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC27208351|XP_016038147.1|DSIM
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC6726740|XP_002102151.1|DSIM
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC6739682|XP_016036569.1|DSIM
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC6738041|XP_016031865.1|DSIM
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC6727429|XP_016033997.1|DSIM
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC6727593|XP_002102972.2|DSIM
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC6728469|XP_016035112.1|DSIM
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC6737814|XP_002084642.2|DSIM
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC6738338|XP_016032183.1|DSIM
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC6738334|XP_016032180.1|DSIM
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC6740152|XP_002077032.2|DSIM
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC6738333|XP_002085143.1|DSIM
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC6728495|XP_016035130.1|DSIM
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC6729573|XP_002104881.1|DSIM
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC6728772|XP_016035450.1|DSIM
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC6728771|XP_002104106.1|DSIM
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC6727434|XP_002102815.1|DSIM
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC6727148|XP_039151213.1|DSIM
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC6730170|XP_002105461.1|DSIM
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC27207143|XP_016028084.1|DSIM
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC6737638|XP_016031408.1|DSIM
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC6728522|XP_002103867.1|DSIM
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC6730259|XP_016037033.1|DSIM
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC27206633|XP_016029300.1|DSIM
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC6730376|XP_002105658.1|DSIM
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC6728031|XP_016034646.1|DSIM
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC6727516|XP_039150604.1|DSIM
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC6729710|XP_016036369.1|DSIM
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC6727954|XP_016034551.1|DSIM
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC6730370|XP_002105652.1|DSIM
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC6727480|XP_016034069.2|DSIM
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC6727993|XP_002103345.1|DSIM
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC6728905|XP_002104235.1|DSIM
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC6736918|XP_002083765.1|DSIM
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC6736766|XP_016030389.1|DSIM
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC6727213|XP_002102605.1|DSIM
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC6727617|XP_016034212.1|DSIM
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC6728412|XP_039150661.1|DSIM
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC6736823|XP_016030482.1|DSIM
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC6736826|XP_016030484.1|DSIM
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC6736834|XP_002083690.1|DSIM
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC6736831|XP_039149345.1|DSIM
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC6727170|XP_002102563.1|DSIM
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC6728908|XP_002104238.1|DSIM
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC6724740|XP_016037425.1|DSIM
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC6726721|XP_016033200.1|DSIM
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC6727588|XP_016034181.1|DSIM
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC6726308|XP_002107269.2|DSIM
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC6726309|XP_016039853.1|DSIM
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC6725833|XP_016039154.1|DSIM
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC6727920|XP_002103275.1|DSIM
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC6730251|XP_016037021.1|DSIM
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC6728345|XP_002103693.1|DSIM
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC6734452|XP_016027576.1|DSIM
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC6724757|XP_016037496.1|DSIM
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC27209339|XP_039153961.1|DSIM
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC6725599|XP_002106606.1|DSIM
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC6728892|XP_002104225.1|DSIM
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC6728709|XP_002104045.3|DSIM
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC6739653|XP_002076549.1|DSIM
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC6727603|XP_016034196.1|DSIM
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC6726420|XP_002107377.1|DSIM
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC6726813|XP_002102220.1|DSIM
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC6727853|XP_002103208.2|DSIM
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC6727851|XP_039151434.1|DSIM
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC27208051|XP_016037618.1|DSIM
OG0007260	LOC119077909|XP_037041179.1|BCOP	LOC6737786|XP_002084614.1|DSIM
OG0007261	LOC119071692|XP_037032575.1|BCOP	LOC6734914|XP_002081911.2|DSIM
OG0007262	LOC119072050|XP_037033073.1|BCOP	LOC27206369|XP_016037760.1|DSIM
OG0007263	LOC119081014|XP_037045592.1|BCOP	LOC6738853|XP_002085653.1|DSIM
OG0007264	LOC119072239|XP_037033309.1|BCOP	LOC6739107|XP_016032957.1|DSIM
OG0007265	LOC119071975|XP_037033005.1|BCOP	LOC6725298|XP_002106316.1|DSIM
OG0007266	LOC119076016|XP_037038503.1|BCOP	LOC6727318|XP_039151095.1|DSIM
OG0007267	LOC119077917|XP_037041191.1|BCOP	LOC6727610|XP_002102989.1|DSIM
OG0007268	LOC119077055|XP_037040080.1|BCOP	LOC6735059|XP_002082036.1|DSIM
OG0007269	LOC119074596|XP_037036733.1|BCOP	LOC6724847|XP_016037630.1|DSIM
OG0007270	LOC119077655|XP_037040767.1|BCOP	LOC6728115|XP_016034736.1|DSIM
OG0007271	LOC119076826|XP_037039719.1|BCOP	LOC6727918|XP_002103273.1|DSIM
OG0007272	LOC119074957|XP_037037242.1|BCOP	LOC6736917|XP_002083764.1|DSIM
OG0007273	LOC119083981|XP_037049687.1|BCOP	LOC6728559|XP_016035194.1|DSIM
OG0007274	LOC119077929|XP_037041204.1|BCOP	LOC6728702|XP_016035371.1|DSIM
OG0007275	LOC119070337|XP_037030520.1|BCOP	LOC6736665|XP_016030287.1|DSIM
OG0007276	LOC119084115|XP_037049862.1|BCOP	LOC27208413|XP_016030286.1|DSIM
OG0007277	LOC119073573|XP_037035031.1|BCOP	LOC6739022|XP_016032860.1|DSIM
OG0007278	LOC119075229|XP_037037514.1|BCOP	LOC6737364|XP_002084202.1|DSIM
OG0007279	LOC119075223|XP_037037504.1|BCOP	LOC6737498|XP_016031293.1|DSIM
OG0007280	LOC119084184|XP_037049944.1|BCOP	LOC6738953|XP_016032781.1|DSIM
OG0007281	LOC119072767|XP_037033956.1|BCOP	LOC6729623|XP_002104931.1|DSIM
OG0007282	LOC119072751|XP_037033932.1|BCOP	LOC6729624|XP_016036259.1|DSIM
OG0007283	LOC119067049|XP_037025689.1|BCOP	LOC6729718|XP_002105024.1|DSIM
OG0007284	LOC119079433|XP_037043241.1|BCOP	LOC6727542|XP_002102922.1|DSIM
OG0007285	LOC119084474|XP_037050354.1|BCOP	LOC6726456|XP_002107413.3|DSIM
OG0007286	LOC119078057|XP_037041379.1|BCOP	LOC6726457|XP_016040035.1|DSIM
OG0007287	LOC119066214|XP_037024431.1|BCOP	LOC6730496|XP_002077677.1|DSIM
OG0007288	LOC119078063|XP_037041395.1|BCOP	LOC6725280|XP_039153752.1|DSIM
OG0007289	LOC119071306|XP_037032083.1|BCOP	LOC27206361|XP_016038280.1|DSIM
OG0007290	LOC119067847|XP_037026974.1|BCOP	LOC6727597|XP_002102976.1|DSIM
OG0007291	LOC119067254|XP_037026025.1|BCOP	LOC6725150|XP_016038149.1|DSIM
OG0007292	LOC119076467|XP_037039129.1|BCOP	LOC6726073|XP_002107055.2|DSIM
OG0007293	LOC119074334|XP_037036315.1|BCOP	LOC27206843|XP_039150612.1|DSIM
OG0007294	LOC119074199|XP_037036090.1|BCOP	LOC6728025|XP_002103377.1|DSIM
OG0007295	LOC119069103|XP_037028890.1|BCOP	LOC6727925|XP_002103280.1|DSIM
OG0007296	LOC119075851|XP_037038298.1|BCOP	LOC6729996|XP_016036761.1|DSIM
OG0007297	LOC119075722|XP_037038153.1|BCOP	LOC6727670|XP_016034257.1|DSIM
OG0007298	LOC119069432|XP_037029388.1|BCOP	LOC6726810|XP_016033313.1|DSIM
OG0007299	LOC119084033|XP_037049754.1|BCOP	LOC27209373|XP_016035541.1|DSIM
OG0007300	LOC119077672|XP_037040815.1|BCOP	LOC6727856|XP_039151432.1|DSIM
OG0007301	LOC119074952|XP_037037236.1|BCOP	LOC6726861|XP_002102263.1|DSIM
OG0007302	LOC119076809|XP_037039688.1|BCOP	LOC27207284|XP_016033300.1|DSIM
OG0007303	LOC119073664|XP_037035167.1|BCOP	LOC6725667|XP_002106673.1|DSIM
OG0007304	LOC119073767|XP_037035328.1|BCOP	LOC6732322|XP_002079450.1|DSIM
OG0007305	LOC119076147|XP_037038724.1|BCOP	LOC27208190|XP_016032400.1|DSIM
OG0007306	LOC119076105|XP_037038660.1|BCOP	LOC6739662|XP_002076556.1|DSIM
OG0007307	LOC119076679|XP_037039471.1|BCOP	LOC6727871|XP_016034453.1|DSIM
OG0007308	LOC119074645|XP_037036817.1|BCOP	LOC6729851|XP_002105154.1|DSIM
OG0007309	LOC119076640|XP_037039405.1|BCOP	LOC6729738|XP_016036399.1|DSIM
OG0007310	LOC119073520|XP_037034952.1|BCOP	LOC6729384|XP_016036027.1|DSIM
OG0007311	LOC119073432|XP_037034807.1|BCOP	LOC6729387|XP_016036029.2|DSIM
OG0007312	LOC119075778|XP_037038227.1|BCOP	LOC6734752|XP_002081755.1|DSIM
OG0007313	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP	LOC6725418|XP_002106434.1|DSIM
OG0007314	LOC119078072|XP_037041418.1|BCOP	LOC6724919|XP_039152529.1|DSIM
OG0007315	LOC119078050|XP_037041359.1|BCOP	LOC6725631|XP_039153542.1|DSIM
OG0007316	LOC119067660|XP_037026657.1|BCOP	LOC6727410|XP_002102795.1|DSIM
OG0007317	LOC119074785|XP_037036958.1|BCOP	LOC6726882|XP_002102284.1|DSIM
OG0007318	LOC119074335|XP_037036318.1|BCOP	LOC6726881|XP_016033393.1|DSIM
OG0007319	LOC119070085|XP_037030297.1|BCOP	LOC6737812|XP_002084640.1|DSIM
OG0007320	LOC119073773|XP_037035339.1|BCOP	LOC6728660|XP_016035312.1|DSIM
OG0007321	LOC119084259|XP_037050063.1|BCOP	LOC6724942|XP_016037807.1|DSIM
OG0007322	LOC119076710|XP_037039521.1|BCOP	LOC6724833|XP_039153052.1|DSIM
OG0007323	LOC119076704|XP_037039512.1|BCOP	LOC6724789|XP_016037564.1|DSIM
OG0007324	LOC119075174|XP_037037466.1|BCOP	LOC6726835|XP_016033341.1|DSIM
OG0007325	LOC119074432|XP_037036456.1|BCOP	LOC6729133|XP_016035778.1|DSIM
OG0007326	LOC119074431|XP_037036453.1|BCOP	LOC6726837|XP_016033342.1|DSIM
OG0007327	LOC119076089|XP_037038638.1|BCOP	LOC6736570|XP_002083432.1|DSIM
OG0007328	LOC119074438|XP_037036461.1|BCOP	LOC27208122|XP_039150767.1|DSIM
OG0007330	LOC119077726|XP_037040897.1|BCOP	LOC6726326|XP_039153712.1|DSIM
OG0007331	LOC119084248|XP_037050044.1|BCOP	LOC6724780|XP_002105822.2|DSIM
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC6726600|XP_016040275.1|DSIM
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC6727822|XP_002103183.1|DSIM
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC27206527|XP_039147167.1|DSIM
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC6737399|XP_016031155.1|DSIM
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC6725792|XP_002106789.2|DSIM
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC6738460|XP_016032291.1|DSIM
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC27209318|XP_016030219.1|DSIM
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC6728860|XP_002104194.2|DSIM
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC6727631|XP_039151427.1|DSIM
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC6726817|XP_039150951.1|DSIM
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC6729976|XP_016036752.1|DSIM
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC6729415|XP_002104730.1|DSIM
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC6730561|XP_002077740.1|DSIM
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC6729417|XP_002104732.1|DSIM
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC6736771|XP_002083627.1|DSIM
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC6725966|XP_039153183.1|DSIM
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC6725971|XP_016039333.1|DSIM
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC6725969|XP_016039331.1|DSIM
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC6725181|XP_002106205.1|DSIM
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC6738047|XP_016031877.1|DSIM
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC6734208|XP_002081237.1|DSIM
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC6726773|XP_016033256.1|DSIM
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC6726303|XP_016039844.1|DSIM
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC6726867|XP_016033368.1|DSIM
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC6733660|XP_016026620.1|DSIM
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC6726969|XP_039151809.1|DSIM
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC6727900|XP_016034515.1|DSIM
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC6729838|XP_016036555.1|DSIM
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC6728048|XP_002103400.1|DSIM
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC6724785|XP_016037545.1|DSIM
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC6732766|XP_002079879.1|DSIM
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC6725068|XP_002106096.1|DSIM
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC6725069|XP_039152562.1|DSIM
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC6725084|XP_039153343.1|DSIM
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC6727479|XP_016034068.1|DSIM
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC6736728|XP_016030351.1|DSIM
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC6727255|XP_016033761.1|DSIM
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC6727647|XP_039150521.1|DSIM
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC6733497|XP_002080554.2|DSIM
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC6730032|XP_002105325.2|DSIM
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC6728848|XP_002104182.2|DSIM
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC6725988|XP_002106970.1|DSIM
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC6725510|XP_016038651.1|DSIM
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC6725482|XP_016038591.2|DSIM
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC6725974|XP_016039335.1|DSIM
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC6726152|XP_002107128.1|DSIM
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC6726482|XP_039153981.1|DSIM
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC6726052|XP_016039438.1|DSIM
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC6724860|XP_016037653.1|DSIM
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC6726049|XP_016039435.1|DSIM
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC6724930|XP_002105967.2|DSIM
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC6724963|XP_039152482.1|DSIM
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC6724925|XP_002105962.1|DSIM
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC6726274|XP_016039815.1|DSIM
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC6725174|XP_016038191.1|DSIM
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC6739842|XP_002076736.1|DSIM
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC6726078|XP_016039484.1|DSIM
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC6733088|XP_016025796.1|DSIM
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC27206763|XP_016037772.1|DSIM
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC6729561|XP_002104869.1|DSIM
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC6724756|XP_039152875.1|DSIM
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC6729396|XP_016036043.1|DSIM
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC27208700|XP_039152686.1|DSIM
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC27206581|XP_016040206.1|DSIM
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC6726816|XP_016033318.1|DSIM
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC6731756|XP_039154365.1|DSIM
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC6734911|XP_002081908.1|DSIM
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC6725480|XP_039152403.1|DSIM
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC6724903|XP_002105941.1|DSIM
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC6739878|XP_016038772.1|DSIM
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC6727449|XP_016034049.1|DSIM
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC6727454|XP_016034053.2|DSIM
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC6727473|XP_039151761.1|DSIM
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC6729575|XP_002104883.1|DSIM
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC6727136|XP_002102529.2|DSIM
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC6731128|XP_016023678.1|DSIM
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC6738642|XP_002085444.1|DSIM
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC6731000|XP_016023463.1|DSIM
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC6726130|XP_016039633.1|DSIM
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC27206577|XP_039152538.1|DSIM
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC6726602|XP_002107552.2|DSIM
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC6733831|XP_002080875.1|DSIM
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC6724825|XP_016037611.1|DSIM
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC6725783|XP_002105710.2|DSIM
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC6725795|XP_039153562.1|DSIM
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC27206576|XP_016038089.1|DSIM
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC6734959|XP_016028262.1|DSIM
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC6728107|XP_016034725.1|DSIM
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC6734218|XP_002081247.1|DSIM
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC6724967|XP_039153239.1|DSIM
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC6724965|XP_016037881.1|DSIM
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC6725587|XP_002106596.1|DSIM
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC6737627|XP_002084459.1|DSIM
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC6738709|XP_039150084.1|DSIM
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC6725478|XP_016038587.1|DSIM
