Orthogroup	BCOP.longest_only	DELE.longest_only
OG0007332	LOC119084258|XP_037050059.1|BCOP	LOC108140895|XP_017119428.1|DELE
OG0007333	LOC119072914|XP_037034131.1|BCOP	LOC108135121|XP_017111212.1|DELE
OG0007334	LOC119076125|XP_037038689.1|BCOP	LOC108148065|XP_017130407.1|DELE
OG0007335	LOC119074881|XP_037037113.1|BCOP	LOC108142576|XP_017122015.1|DELE
OG0007336	LOC119085958|XP_037052413.1|BCOP	LOC108137768|XP_017115159.1|DELE
OG0007337	LOC119066592|XP_037025046.1|BCOP	LOC108135670|XP_017111994.1|DELE
OG0007338	LOC119074316|XP_037036265.1|BCOP	LOC108146531|XP_017128060.1|DELE
OG0007339	LOC119073627|XP_037035115.1|BCOP	LOC108143918|XP_017123987.1|DELE
OG0007340	LOC119081886|XP_037047011.1|BCOP	LOC108136764|XP_017113612.1|DELE
OG0007341	LOC119074838|XP_037037028.1|BCOP	LOC108137454|XP_017114639.1|DELE
OG0007342	LOC119084433|XP_037050306.1|BCOP	LOC108147273|XP_017129167.1|DELE
OG0007343	LOC119069687|XP_037029738.1|BCOP	LOC108139145|XP_017117251.1|DELE
OG0007344	LOC119086023|XP_037052490.1|BCOP	LOC108148037|XP_017130366.1|DELE
OG0007345	LOC119070348|XP_037030572.1|BCOP	LOC108139147|XP_017117254.1|DELE
OG0007346	LOC119072885|XP_037034100.1|BCOP	LOC108146221|XP_017127629.1|DELE
OG0007347	LOC119074885|XP_037037121.1|BCOP	LOC108148113|XP_017130447.1|DELE
OG0007348	LOC119074872|XP_037037093.1|BCOP	LOC108148110|XP_017130443.1|DELE
OG0007349	LOC119074867|XP_037037085.1|BCOP	LOC108148101|XP_017130432.1|DELE
OG0007350	LOC119077907|XP_037041174.1|BCOP	LOC108136248|XP_017112776.1|DELE
OG0007351	LOC119084418|XP_037050280.1|BCOP	LOC108143243|XP_017123031.1|DELE
OG0007352	LOC119084447|XP_037050322.1|BCOP	LOC108145028|XP_017125700.1|DELE
OG0007353	LOC119074397|XP_037036412.1|BCOP	LOC108141141|XP_017119854.1|DELE
OG0007354	LOC119076103|XP_037038657.1|BCOP	LOC108135446|XP_017111678.1|DELE
OG0007355	LOC119083976|XP_037049675.1|BCOP	LOC108148279|XP_017130724.1|DELE
OG0007356	LOC119080145|XP_037044257.1|BCOP	LOC108143435|XP_017123339.1|DELE
OG0007357	LOC119084023|XP_037049736.1|BCOP	LOC108148264|XP_017130699.1|DELE
OG0007358	LOC119074813|XP_037036994.1|BCOP	LOC108140649|XP_017119064.1|DELE
OG0007359	LOC119078118|XP_037041466.1|BCOP	LOC108147192|XP_017129034.1|DELE
OG0007360	LOC119076115|XP_037038672.1|BCOP	LOC108135042|XP_017111072.1|DELE
OG0007361	LOC119074385|XP_037036395.1|BCOP	LOC108137627|XP_017114890.1|DELE
OG0007362	LOC119082624|XP_037048081.1|BCOP	LOC108138645|XP_017116474.1|DELE
OG0007363	LOC119078086|XP_037041443.1|BCOP	LOC108136645|XP_017113457.1|DELE
OG0007364	LOC119078058|XP_037041380.1|BCOP	LOC108149913|XP_017133304.1|DELE
OG0007365	LOC119071859|XP_037032816.1|BCOP	LOC108149925|XP_017133331.1|DELE
OG0007366	LOC119073277|XP_037034590.1|BCOP	LOC108135839|XP_017112212.1|DELE
OG0007367	LOC119076606|XP_037039357.1|BCOP	LOC108146109|XP_017127430.1|DELE
OG0007368	LOC119074060|XP_037035908.1|BCOP	LOC108140759|XP_017119234.1|DELE
OG0007369	LOC119084247|XP_037050083.1|BCOP	LOC108140603|XP_017119001.1|DELE
OG0007370	LOC119072415|XP_037033559.1|BCOP	LOC108145462|XP_017126398.1|DELE
OG0007371	LOC119067799|XP_037026841.1|BCOP	LOC108148745|XP_017131429.1|DELE
OG0007372	LOC119084032|XP_037049752.1|BCOP	LOC108142990|XP_017122650.1|DELE
OG0007373	LOC119072047|XP_037033069.1|BCOP	LOC108148124|XP_017130463.1|DELE
OG0007374	LOC119083299|XP_037048888.1|BCOP	LOC108136595|XP_017113397.1|DELE
OG0007375	LOC119076404|XP_037039025.1|BCOP	LOC108136524|XP_017113288.1|DELE
OG0007376	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP	LOC108148157|XP_017130542.1|DELE
OG0007377	LOC119075818|XP_037038281.1|BCOP	LOC108143919|XP_017123991.1|DELE
OG0007378	LOC119075775|XP_037038224.1|BCOP	LOC108147681|XP_017129867.1|DELE
OG0007379	LOC119072858|XP_037034060.1|BCOP	LOC108136480|XP_017113183.1|DELE
OG0007380	LOC119072271|XP_037033360.1|BCOP	LOC108135913|XP_017112333.1|DELE
OG0007381	LOC119076792|XP_037039649.1|BCOP	LOC108136648|XP_017113459.1|DELE
OG0007382	LOC119077898|XP_037041161.1|BCOP	LOC108136224|XP_017112734.1|DELE
OG0007383	LOC119074915|XP_037037165.1|BCOP	LOC108137078|XP_017114073.1|DELE
OG0007384	LOC119078651|XP_037042141.1|BCOP	LOC108136222|XP_017112732.1|DELE
OG0007385	LOC119076512|XP_037039192.1|BCOP	LOC108148158|XP_017130544.1|DELE
OG0007386	LOC119085707|XP_037052054.1|BCOP	LOC108136352|XP_017112950.1|DELE
OG0007387	LOC119073667|XP_037035197.1|BCOP	LOC108134824|XP_017110767.1|DELE
OG0007388	LOC119067006|XP_037025665.1|BCOP	LOC108134851|XP_017110804.1|DELE
OG0007389	LOC119070825|XP_037031220.1|BCOP	LOC108135232|XP_017111379.1|DELE
OG0007390	LOC119084484|XP_037050369.1|BCOP	LOC108136293|XP_017112868.1|DELE
OG0007391	LOC119068974|XP_037028739.1|BCOP	LOC108143877|XP_017123938.1|DELE
OG0007392	LOC119084487|XP_037050385.1|BCOP	LOC108137151|XP_017114206.1|DELE
OG0007393	LOC119078129|XP_037041486.1|BCOP	LOC108139248|XP_017117412.1|DELE
OG0007394	LOC119067163|XP_037025901.1|BCOP	LOC108136202|XP_017112690.1|DELE
OG0007395	LOC119069864|XP_037029934.1|BCOP	LOC108144043|XP_017124173.1|DELE
OG0007396	LOC119074324|XP_037036294.1|BCOP	LOC108137463|XP_017114658.1|DELE
OG0007397	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP	LOC108142080|XP_017121256.1|DELE
OG0007398	LOC119074463|XP_037036499.1|BCOP	LOC108144764|XP_017125360.1|DELE
OG0007399	LOC119076410|XP_037039037.1|BCOP	LOC108136484|XP_017113187.1|DELE
OG0007400	LOC119076127|XP_037038693.1|BCOP	LOC108136175|XP_017112662.1|DELE
OG0007401	LOC119069444|XP_037029396.1|BCOP	LOC108137652|XP_017114972.1|DELE
OG0007402	LOC119076218|XP_037038765.1|BCOP	LOC108135814|XP_017112178.1|DELE
OG0007403	LOC119075732|XP_037038166.1|BCOP	LOC108135781|XP_017112130.1|DELE
OG0007404	LOC119076172|XP_037038753.1|BCOP	LOC108135802|XP_017112163.1|DELE
OG0007405	LOC119068034|XP_037027295.1|BCOP	LOC108143999|XP_017124107.1|DELE
OG0007406	LOC119077654|XP_037040765.1|BCOP	LOC108141067|XP_017119713.1|DELE
OG0007407	LOC119072566|XP_037033701.1|BCOP	LOC108137807|XP_017115204.1|DELE
OG0007408	LOC119071265|XP_037032017.1|BCOP	LOC108145970|XP_017127189.1|DELE
OG0007409	LOC119066706|XP_037025201.1|BCOP	LOC108138907|XP_017116948.1|DELE
OG0007410	LOC119078713|XP_037042281.1|BCOP	LOC108141610|XP_017120555.1|DELE
OG0007411	LOC119084302|XP_037050116.1|BCOP	LOC108137077|XP_017114072.1|DELE
OG0007412	LOC119078243|XP_037041607.1|BCOP	LOC108140934|XP_017119491.1|DELE
OG0007413	LOC119084430|XP_037050302.1|BCOP	LOC108147044|XP_017128806.1|DELE
OG0007414	LOC119084877|XP_037050912.1|BCOP	LOC108137300|XP_017114410.1|DELE
OG0007415	LOC119084031|XP_037049751.1|BCOP	LOC108149965|XP_017133374.1|DELE
OG0007416	LOC119084021|XP_037049732.1|BCOP	LOC108137626|XP_017114889.1|DELE
OG0007417	LOC119084059|XP_037049791.1|BCOP	LOC108137172|XP_017114233.1|DELE
OG0007418	LOC119069801|XP_037029855.1|BCOP	LOC108144705|XP_017125286.1|DELE
OG0007419	LOC119084217|XP_037050007.1|BCOP	LOC108139265|XP_017117442.1|DELE
OG0007420	LOC119084226|XP_037050019.1|BCOP	LOC108145008|XP_017125661.1|DELE
OG0007421	LOC119084982|XP_037051028.1|BCOP	LOC108136267|XP_017112815.1|DELE
OG0007422	LOC119074898|XP_037037140.1|BCOP	LOC108137173|XP_017114235.1|DELE
OG0007423	LOC119074890|XP_037037128.1|BCOP	LOC108140883|XP_017119402.1|DELE
OG0007424	LOC119076479|XP_037039153.1|BCOP	LOC108150256|XP_017133815.1|DELE
OG0007425	LOC119084483|XP_037050366.1|BCOP	LOC108145693|XP_017126740.1|DELE
OG0007426	LOC119074754|XP_037036914.1|BCOP	LOC108136486|XP_017113189.1|DELE
OG0007427	LOC119067101|XP_037025762.1|BCOP	LOC108148166|XP_017130555.1|DELE
OG0007428	LOC119074862|XP_037037071.1|BCOP	LOC108135412|XP_017111598.1|DELE
OG0007429	LOC119084450|XP_037050326.1|BCOP	LOC108144977|XP_017125618.1|DELE
OG0007430	LOC119074255|XP_037036173.1|BCOP	LOC108146380|XP_017127863.1|DELE
OG0007431	LOC119077706|XP_037040877.1|BCOP	LOC108139004|XP_017117088.1|DELE
OG0007432	LOC119071769|XP_037032714.1|BCOP	LOC108138377|XP_017116048.1|DELE
OG0007433	LOC119066577|XP_037025025.1|BCOP	LOC108138551|XP_017116311.1|DELE
OG0007434	LOC119074227|XP_037036140.1|BCOP	LOC108135585|XP_017111869.1|DELE
OG0007435	LOC119086032|XP_037052503.1|BCOP	LOC108135655|XP_017111974.1|DELE
OG0007436	LOC119079089|XP_037042800.1|BCOP	LOC108142238|XP_017121446.1|DELE
OG0007437	LOC119071629|XP_037032482.1|BCOP	LOC108136140|XP_017112624.1|DELE
OG0007438	LOC119070958|XP_037031410.1|BCOP	LOC108142503|XP_017121894.1|DELE
OG0007439	LOC119072277|XP_037033365.1|BCOP	LOC108135741|XP_017112064.1|DELE
OG0007440	LOC119072243|XP_037033317.1|BCOP	LOC108140864|XP_017119343.1|DELE
OG0007441	LOC119082821|XP_037048367.1|BCOP	LOC108141445|XP_017120333.1|DELE
OG0007442	LOC119071171|XP_037031828.1|BCOP	LOC108136940|XP_017113906.1|DELE
OG0007443	LOC119085199|XP_037051406.1|BCOP	LOC108143474|XP_017123407.1|DELE
OG0007444	LOC119069717|XP_037029735.1|BCOP	LOC108149693|XP_017132948.1|DELE
OG0007445	LOC119069716|XP_037029734.1|BCOP	LOC108149692|XP_017132947.1|DELE
OG0007446	LOC119076949|XP_037039897.1|BCOP	LOC108149447|XP_017132526.1|DELE
OG0007447	LOC119077049|XP_037040076.1|BCOP	LOC108149561|XP_017132688.1|DELE
OG0007448	LOC119083476|XP_037049090.1|BCOP	LOC108143615|XP_017123630.1|DELE
OG0007449	LOC119078232|XP_037041587.1|BCOP	LOC108135714|XP_017112048.1|DELE
OG0007450	LOC119078266|XP_037041659.1|BCOP	LOC108149389|XP_017132408.1|DELE
OG0007451	LOC119066944|XP_037025555.1|BCOP	LOC108142531|XP_017121946.1|DELE
OG0007452	LOC119066943|XP_037025554.1|BCOP	LOC108142644|XP_017122131.1|DELE
OG0007453	LOC119075408|XP_037037747.1|BCOP	LOC108150327|XP_017133937.1|DELE
OG0007454	LOC119067953|XP_037027172.1|BCOP	LOC108136122|XP_017112599.1|DELE
OG0007455	LOC119072385|XP_037033482.1|BCOP	LOC108143308|XP_017123113.1|DELE
OG0007456	LOC119072380|XP_037033475.1|BCOP	LOC108142458|XP_017121824.1|DELE
OG0007457	LOC119086065|XP_037052536.1|BCOP	LOC108146253|XP_017127680.1|DELE
OG0007458	LOC119086067|XP_037052538.1|BCOP	LOC108136686|XP_017113501.1|DELE
OG0007459	LOC119086063|XP_037052534.1|BCOP	LOC108137368|XP_017114497.1|DELE
OG0007460	LOC119066912|XP_037025507.1|BCOP	LOC108144649|XP_017125183.1|DELE
OG0007461	LOC119071711|XP_037032600.1|BCOP	LOC108142533|XP_017121948.1|DELE
OG0007462	LOC119071789|XP_037032745.1|BCOP	LOC108142834|XP_017122388.1|DELE
OG0007463	LOC119071716|XP_037032607.1|BCOP	LOC108142874|XP_017122437.1|DELE
OG0007464	LOC119071713|XP_037032604.1|BCOP	LOC108142452|XP_017121809.1|DELE
OG0007465	LOC119078308|XP_037041707.1|BCOP	LOC108146613|XP_017128148.1|DELE
OG0007467	LOC119079618|XP_037043509.1|BCOP	LOC108145118|XP_017125818.1|DELE
OG0007468	LOC119067341|XP_037026144.1|BCOP	LOC108144437|XP_017124810.1|DELE
OG0007469	LOC119086024|XP_037052491.1|BCOP	LOC108135674|XP_017112000.1|DELE
OG0007470	LOC119070867|XP_037031274.1|BCOP	LOC108135238|XP_017111390.1|DELE
OG0007471	LOC119071259|XP_037032003.1|BCOP	LOC108144554|XP_017125021.1|DELE
OG0007472	LOC119074207|XP_037036098.1|BCOP	LOC108135452|XP_017111684.1|DELE
OG0007473	LOC119072342|XP_037033423.1|BCOP	LOC108142741|XP_017122253.1|DELE
OG0007474	LOC119079075|XP_037042780.1|BCOP	LOC108143543|XP_017123533.1|DELE
OG0007475	LOC119066931|XP_037025539.1|BCOP	LOC108142564|XP_017122001.1|DELE
OG0007476	LOC119074279|XP_037036193.1|BCOP	LOC108137706|XP_017115073.1|DELE
OG0007477	LOC119067543|XP_037026503.1|BCOP	LOC108137639|XP_017114933.1|DELE
OG0007478	LOC119070975|XP_037031450.1|BCOP	LOC108141980|XP_017121124.1|DELE
OG0007479	LOC119071206|XP_037031893.1|BCOP	LOC108136343|XP_017112940.1|DELE
OG0007480	LOC119072669|XP_037033821.1|BCOP	LOC108140710|XP_017119160.1|DELE
OG0007481	LOC119072652|XP_037033805.1|BCOP	LOC108146506|XP_017128031.1|DELE
OG0007482	LOC119066885|XP_037025468.1|BCOP	LOC108149484|XP_017132591.1|DELE
OG0007483	LOC119077046|XP_037040070.1|BCOP	LOC108147028|XP_017128774.1|DELE
OG0007484	LOC119074625|XP_037036787.1|BCOP	LOC108137700|XP_017115065.1|DELE
OG0007485	LOC119074670|XP_037036849.1|BCOP	LOC108140910|XP_017119454.1|DELE
OG0007486	LOC119067566|XP_037026542.1|BCOP	LOC108148428|XP_017130955.1|DELE
OG0007487	LOC119079490|XP_037043330.1|BCOP	LOC108145303|XP_017126122.1|DELE
OG0007488	LOC119072343|XP_037033425.1|BCOP	LOC108142698|XP_017122197.1|DELE
OG0007489	LOC119073636|XP_037035127.1|BCOP	LOC108143920|XP_017123988.1|DELE
OG0007490	LOC119081326|XP_037046009.1|BCOP	LOC108134874|XP_017110855.1|DELE
OG0007491	LOC119081970|XP_037047177.1|BCOP	LOC108138579|XP_017116354.1|DELE
OG0007492	LOC119070970|XP_037031439.1|BCOP	LOC108149644|XP_017132869.1|DELE
OG0007493	LOC119070078|XP_037030279.1|BCOP	LOC108148162|XP_017130548.1|DELE
OG0007494	LOC119082708|XP_037048180.1|BCOP	LOC108142120|XP_017121306.1|DELE
OG0007495	LOC119073489|XP_037034889.1|BCOP	LOC108136470|XP_017113158.1|DELE
OG0007496	LOC119074213|XP_037036107.1|BCOP	LOC108142823|XP_017122374.1|DELE
OG0007497	LOC119072087|XP_037033141.1|BCOP	LOC108150295|XP_017133890.1|DELE
OG0007498	LOC119071056|XP_037031571.1|BCOP	LOC108146769|XP_017128396.1|DELE
OG0007499	LOC119071055|XP_037031570.1|BCOP	LOC108146844|XP_017128534.1|DELE
OG0007500	LOC119081287|XP_037045943.1|BCOP	LOC108146604|XP_017128141.1|DELE
OG0007501	LOC119078987|XP_037042637.1|BCOP	LOC108150561|XP_017134284.1|DELE
OG0007502	LOC119078319|XP_037041718.1|BCOP	LOC108135881|XP_017112277.1|DELE
OG0007503	LOC119082367|XP_037047783.1|BCOP	LOC108138972|XP_017117045.1|DELE
OG0007504	LOC119074976|XP_037037273.1|BCOP	LOC108142719|XP_017122229.1|DELE
OG0007505	LOC119070687|XP_037031033.1|BCOP	LOC108136117|XP_017112589.1|DELE
OG0007506	LOC119071762|XP_037032700.1|BCOP	LOC108136154|XP_017112638.1|DELE
OG0007507	LOC119083294|XP_037048881.1|BCOP	LOC108138213|XP_017115822.1|DELE
OG0007508	LOC119066927|XP_037025535.1|BCOP	LOC108148031|XP_017130359.1|DELE
OG0007509	LOC119072452|XP_037033569.1|BCOP	LOC108149524|XP_017132643.1|DELE
OG0007510	LOC119085380|XP_037051661.1|BCOP	LOC108149886|XP_017133271.1|DELE
OG0007511	LOC119074635|XP_037036804.1|BCOP	LOC108149532|XP_017132653.1|DELE
OG0007512	LOC119071057|XP_037031572.1|BCOP	LOC108136841|XP_017113751.1|DELE
OG0007513	LOC119085669|XP_037052013.1|BCOP	LOC108137866|XP_017115291.1|DELE
OG0007514	LOC119078245|XP_037041619.1|BCOP	LOC108146146|XP_017127491.1|DELE
OG0007515	LOC119076999|XP_037040004.1|BCOP	LOC108150736|XP_017134528.1|DELE
OG0007516	LOC119085627|XP_037051957.1|BCOP	LOC108149384|XP_017132402.1|DELE
OG0007517	LOC119071660|XP_037032522.1|BCOP	LOC108142596|XP_017122052.1|DELE
OG0007518	LOC119072662|XP_037033815.1|BCOP	LOC108144658|XP_017125193.1|DELE
OG0007519	LOC119085313|XP_037051583.1|BCOP	LOC108145245|XP_017126006.1|DELE
OG0007520	LOC119085118|XP_037051275.1|BCOP	LOC108144995|XP_017125648.1|DELE
OG0007521	LOC119071906|XP_037032914.1|BCOP	LOC108136452|XP_017113123.1|DELE
OG0007522	LOC119084331|XP_037050157.1|BCOP	LOC108134573|XP_017110414.1|DELE
OG0007523	LOC119083536|XP_037049153.1|BCOP	LOC108144749|XP_017125342.1|DELE
OG0007524	LOC119066707|XP_037025203.1|BCOP	LOC108138908|XP_017116949.1|DELE
OG0007525	LOC119071945|XP_037032964.1|BCOP	LOC108149552|XP_017132679.1|DELE
OG0007526	LOC119084013|XP_037049723.1|BCOP	LOC108140525|XP_017118823.1|DELE
OG0007527	LOC119071383|XP_037032147.1|BCOP	LOC108150202|XP_017133701.1|DELE
OG0007528	LOC119071184|XP_037031850.1|BCOP	LOC108135959|XP_017112399.1|DELE
OG0007529	LOC119078564|XP_037042028.1|BCOP	LOC108149727|XP_017132983.1|DELE
OG0007530	LOC119085432|XP_037051743.1|BCOP	LOC108143987|XP_017124090.1|DELE
OG0007531	LOC119076289|XP_037038845.1|BCOP	LOC108135957|XP_017112396.1|DELE
OG0007532	LOC119071891|XP_037032885.1|BCOP	LOC108144841|XP_017125470.1|DELE
OG0007534	LOC119066784|XP_037025341.1|BCOP	LOC108147003|XP_017128756.1|DELE
OG0007535	LOC119072811|XP_037034000.1|BCOP	LOC108146622|XP_017128155.1|DELE
OG0007536	LOC119084476|XP_037050359.1|BCOP	LOC108140688|XP_017119126.1|DELE
OG0007537	LOC119082303|XP_037047681.1|BCOP	LOC108146737|XP_017128330.1|DELE
OG0007538	LOC119082344|XP_037047752.1|BCOP	LOC108146772|XP_017128400.1|DELE
OG0007539	LOC119077843|XP_037041057.1|BCOP	LOC108149414|XP_017132462.1|DELE
OG0007540	LOC119068307|XP_037027744.1|BCOP	LOC108143001|XP_017122671.1|DELE
OG0007541	LOC119085375|XP_037051652.1|BCOP	LOC108149119|XP_017132009.1|DELE
OG0007542	LOC119071896|XP_037032894.1|BCOP	LOC108143698|XP_017123715.1|DELE
OG0007543	LOC119081001|XP_037045567.1|BCOP	LOC108145291|XP_017126095.1|DELE
OG0007544	LOC119072367|XP_037033456.1|BCOP	LOC108142355|XP_017121646.1|DELE
OG0007545	LOC119077013|XP_037040021.1|BCOP	LOC108138732|XP_017116599.1|DELE
OG0007546	LOC119072202|XP_037033265.1|BCOP	LOC108147322|XP_017129237.1|DELE
OG0007547	LOC119076939|XP_037039873.1|BCOP	LOC108144518|XP_017124948.1|DELE
OG0007548	LOC119070873|XP_037031284.1|BCOP	LOC108146189|XP_017127587.1|DELE
OG0007549	LOC119083284|XP_037048867.1|BCOP	LOC108146612|XP_017128147.1|DELE
OG0007550	LOC119085556|XP_037051866.1|BCOP	LOC108146843|XP_017128533.1|DELE
OG0007551	LOC119083261|XP_037048837.1|BCOP	LOC108147025|XP_017128770.1|DELE
OG0007552	LOC119066218|XP_037024436.1|BCOP	LOC108149164|XP_017132055.1|DELE
OG0007553	LOC119083274|XP_037048856.1|BCOP	LOC108138758|XP_017116652.1|DELE
OG0007554	LOC119071641|XP_037032496.1|BCOP	LOC108150333|XP_017133944.1|DELE
OG0007555	LOC119075523|XP_037037886.1|BCOP	LOC108144473|XP_017124873.1|DELE
OG0007556	LOC119066114|XP_037024290.1|BCOP	LOC108144828|XP_017125449.1|DELE
OG0007557	LOC119074241|XP_037036158.1|BCOP	LOC108144688|XP_017125242.1|DELE
OG0007558	LOC119071901|XP_037032901.1|BCOP	LOC108149770|XP_017133096.1|DELE
OG0007559	LOC119085112|XP_037051265.1|BCOP	LOC108142050|XP_017121221.1|DELE
OG0007560	LOC119085945|XP_037052394.1|BCOP	LOC108142735|XP_017122249.1|DELE
OG0007561	LOC119070673|XP_037031007.1|BCOP	LOC108146316|XP_017127766.1|DELE
OG0007562	LOC119066841|XP_037025401.1|BCOP	LOC108142514|XP_017121922.1|DELE
OG0007563	LOC119083169|XP_037048723.1|BCOP	LOC108135660|XP_017111982.1|DELE
OG0007564	LOC119071615|XP_037032449.1|BCOP	LOC108146752|XP_017128371.1|DELE
OG0007565	LOC119070125|XP_037030340.1|BCOP	LOC108143910|XP_017123977.1|DELE
OG0007566	LOC119076249|XP_037038810.1|BCOP	LOC108149801|XP_017133155.1|DELE
OG0007567	LOC119067474|XP_037026370.1|BCOP	LOC108148853|XP_017131629.1|DELE
OG0007568	LOC119082249|XP_037047606.1|BCOP	LOC108149091|XP_017131976.1|DELE
OG0007569	LOC119082584|XP_037048017.1|BCOP	LOC108143487|XP_017123425.1|DELE
OG0007570	LOC119082690|XP_037048158.1|BCOP	LOC108149090|XP_017131974.1|DELE
OG0007571	LOC119082703|XP_037048176.1|BCOP	LOC108149107|XP_017131995.1|DELE
OG0007572	LOC119072260|XP_037033344.1|BCOP	LOC108149388|XP_017132407.1|DELE
OG0007573	LOC119066186|XP_037024383.1|BCOP	LOC108141408|XP_017120261.1|DELE
OG0007574	LOC119082036|XP_037047254.1|BCOP	LOC108144418|XP_017124756.1|DELE
OG0007575	LOC119070661|XP_037030986.1|BCOP	LOC108141438|XP_017120316.1|DELE
OG0007576	LOC119074599|XP_037036740.1|BCOP	LOC108144202|XP_017124365.1|DELE
OG0007577	LOC119084047|XP_037049778.1|BCOP	LOC108142550|XP_017121973.1|DELE
OG0007578	LOC119066631|XP_037025087.1|BCOP	LOC108150502|XP_017134203.1|DELE
OG0007579	LOC119067398|XP_037026237.1|BCOP	LOC108145520|XP_017126493.1|DELE
OG0007580	LOC119066013|XP_037024125.1|BCOP	LOC108136055|XP_017112478.1|DELE
OG0007581	LOC119072272|XP_037033359.1|BCOP	LOC108150494|XP_017134192.1|DELE
OG0007582	LOC119071322|XP_037032102.1|BCOP	LOC108143854|XP_017123905.1|DELE
OG0007583	LOC119066884|XP_037025467.1|BCOP	LOC108141862|XP_017120944.1|DELE
OG0007584	LOC119076004|XP_037038472.1|BCOP	LOC108147664|XP_017129836.1|DELE
OG0007585	LOC119074864|XP_037037080.1|BCOP	LOC108142765|XP_017122291.1|DELE
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	LOC108149406|XP_017132432.1|DELE
OG0007587	LOC119078321|XP_037041721.1|BCOP	LOC108145232|XP_017125984.1|DELE
OG0007588	LOC119082269|XP_037047631.1|BCOP	LOC108141810|XP_017120875.1|DELE
OG0007589	LOC119068451|XP_037027925.1|BCOP	LOC108136566|XP_017113364.1|DELE
OG0007590	LOC119086036|XP_037052505.1|BCOP	LOC108143174|XP_017122910.1|DELE
OG0007591	LOC119072631|XP_037033770.1|BCOP	LOC108141354|XP_017120161.1|DELE
OG0007592	LOC119076671|XP_037039460.1|BCOP	LOC108137537|XP_017114749.1|DELE
OG0007593	LOC119080481|XP_037044761.1|BCOP	LOC108149872|XP_017133247.1|DELE
OG0007594	LOC119071020|XP_037031515.1|BCOP	LOC108141540|XP_017120469.1|DELE
OG0007595	LOC119078784|XP_037042391.1|BCOP	LOC108143585|XP_017123590.1|DELE
OG0007596	LOC119081265|XP_037045901.1|BCOP	LOC108147393|XP_017129318.1|DELE
OG0007597	LOC119071808|XP_037032768.1|BCOP	LOC108135693|XP_017112024.1|DELE
OG0007598	LOC119071781|XP_037032734.1|BCOP	LOC108141426|XP_017120297.1|DELE
OG0007599	LOC119070996|XP_037031485.1|BCOP	LOC108146969|XP_017128715.1|DELE
OG0007600	LOC119071018|XP_037031512.1|BCOP	LOC108146491|XP_017128012.1|DELE
OG0007601	LOC119072403|XP_037033515.1|BCOP	LOC108136022|XP_017112438.1|DELE
OG0007602	LOC119082825|XP_037048371.1|BCOP	LOC108143278|XP_017123083.1|DELE
OG0007603	LOC119072194|XP_037033259.1|BCOP	LOC108143263|XP_017123065.1|DELE
OG0007604	LOC119077783|XP_037040986.1|BCOP	LOC108146087|XP_017127398.1|DELE
OG0007605	LOC119082722|XP_037048198.1|BCOP	LOC108143131|XP_017122860.1|DELE
OG0007606	LOC119084597|XP_037050541.1|BCOP	LOC108135577|XP_017111855.1|DELE
OG0007607	LOC119071192|XP_037031861.1|BCOP	LOC108148718|XP_017131375.1|DELE
OG0007608	LOC119066945|XP_037025559.1|BCOP	LOC108142813|XP_017122363.1|DELE
OG0007609	LOC119066934|XP_037025542.1|BCOP	LOC108135433|XP_017111661.1|DELE
OG0007610	LOC119070665|XP_037030994.1|BCOP	LOC108141537|XP_017120466.1|DELE
OG0007611	LOC119081003|XP_037045572.1|BCOP	LOC108145272|XP_017126046.1|DELE
OG0007612	LOC119071105|XP_037031642.1|BCOP	LOC108141499|XP_017120407.1|DELE
OG0007613	LOC119074273|XP_037036190.1|BCOP	LOC108145250|XP_017126016.1|DELE
OG0007614	LOC119076951|XP_037039899.1|BCOP	LOC108146242|XP_017127665.1|DELE
OG0007615	LOC119082556|XP_037047968.1|BCOP	LOC108142472|XP_017121843.1|DELE
OG0007616	LOC119069594|XP_037029579.1|BCOP	LOC108148796|XP_017131505.1|DELE
OG0007617	LOC119071153|XP_037031794.1|BCOP	LOC108136121|XP_017112595.1|DELE
OG0007618	LOC119071346|XP_037032128.1|BCOP	LOC108146629|XP_017128163.1|DELE
OG0007619	LOC119071209|XP_037031899.1|BCOP	LOC108146726|XP_017128311.1|DELE
OG0007620	LOC119070877|XP_037031288.1|BCOP	LOC108146777|XP_017128413.1|DELE
OG0007622	LOC119066659|XP_037025127.1|BCOP	LOC108135564|XP_017111810.1|DELE
OG0007623	LOC119071525|XP_037032293.1|BCOP	LOC108142490|XP_017121868.1|DELE
OG0007624	LOC119072080|XP_037033126.1|BCOP	LOC108142231|XP_017121438.1|DELE
OG0007625	LOC119079869|XP_037043842.1|BCOP	LOC108150233|XP_017133777.1|DELE
OG0007626	LOC119066196|XP_037024410.1|BCOP	LOC108145875|XP_017127004.1|DELE
OG0007627	LOC119066195|XP_037024407.1|BCOP	LOC108145873|XP_017127001.1|DELE
OG0007628	LOC119081017|XP_037045594.1|BCOP	LOC108145274|XP_017126055.1|DELE
