Orthogroup	BCOP.longest_only	DMIR.longest_only
OG0006967	LOC119081566|XP_037046493.1|BCOP	LOC108158616|XP_017146580.1|DMIR
OG0006968	LOC119075560|XP_037037926.1|BCOP	LOC108159692|XP_017148690.1|DMIR
OG0006969	LOC119073662|XP_037035161.1|BCOP	LOC108152823|XP_017137905.1|DMIR
OG0006970	LOC119081657|XP_037046634.1|BCOP	LOC108156645|XP_017143736.1|DMIR
OG0006971	LOC119077110|XP_037040173.1|BCOP	LOC108162831|XP_017153252.1|DMIR
OG0006972	LOC119070921|XP_037031355.1|BCOP	LOC108162889|XP_017153343.1|DMIR
OG0006973	LOC119072062|XP_037033092.1|BCOP	LOC108161313|XP_017151022.2|DMIR
OG0006974	LOC119082243|XP_037047602.1|BCOP	LOC108162846|XP_017153279.1|DMIR
OG0006975	LOC119078756|XP_037042356.1|BCOP	LOC108162353|XP_017152548.1|DMIR
OG0006976	LOC119071577|XP_037032414.1|BCOP	LOC108163316|XP_017154029.1|DMIR
OG0006977	LOC119083766|XP_037049444.1|BCOP	LOC108160083|XP_017149344.1|DMIR
OG0006978	LOC119079161|XP_037042873.1|BCOP	LOC108163297|XP_017153996.1|DMIR
OG0006979	LOC119075330|XP_037037651.1|BCOP	LOC108162086|XP_017152129.1|DMIR
OG0006980	LOC119081962|XP_037047161.1|BCOP	LOC108163687|XP_017154607.1|DMIR
OG0006981	LOC119081952|XP_037047140.1|BCOP	LOC108163270|XP_017153960.1|DMIR
OG0006982	LOC119066086|XP_037024249.1|BCOP	LOC108163088|XP_017153658.1|DMIR
OG0006983	LOC119085899|XP_037052337.1|BCOP	LOC108162465|XP_017152702.1|DMIR
OG0006984	LOC119085814|XP_037052193.1|BCOP	LOC108162008|XP_017151986.1|DMIR
OG0006985	LOC119072678|XP_037033847.1|BCOP	LOC108163152|XP_017153758.1|DMIR
OG0006986	LOC119072681|XP_037033851.1|BCOP	LOC108162810|XP_017153210.1|DMIR
OG0006988	LOC119071147|XP_037031770.1|BCOP	LOC108162482|XP_017152721.1|DMIR
OG0006989	LOC119076544|XP_037039234.1|BCOP	LOC108163373|XP_017154114.1|DMIR
OG0006990	LOC119072679|XP_037033848.1|BCOP	LOC108163769|XP_017154734.1|DMIR
OG0006991	LOC119083999|XP_037049706.1|BCOP	LOC108157233|XP_017144679.1|DMIR
OG0006992	LOC119085825|XP_037052217.1|BCOP	LOC108162352|XP_033249946.1|DMIR
OG0006993	LOC119081946|XP_037047107.1|BCOP	LOC108162024|XP_017152006.1|DMIR
OG0006994	LOC119080662|XP_037044982.1|BCOP	LOC108163203|XP_033248533.1|DMIR
OG0006995	LOC119085427|XP_037051737.1|BCOP	LOC108163714|XP_017154651.1|DMIR
OG0006996	LOC119080112|XP_037044238.1|BCOP	LOC108163715|XP_017154652.1|DMIR
OG0006997	LOC119083792|XP_037049493.1|BCOP	LOC108159489|XP_017148318.2|DMIR, LOC117187765|XP_033246474.1|DMIR
OG0006998	LOC119078533|XP_037041995.1|BCOP	LOC108154081|XP_017139682.1|DMIR
OG0006999	LOC119081140|XP_037045780.1|BCOP	LOC108163147|XP_017153752.1|DMIR
OG0007000	LOC119077635|XP_037040751.1|BCOP	LOC108161813|XP_017151661.1|DMIR
OG0007001	LOC119081481|XP_037046376.1|BCOP	LOC108160569|XP_017150142.1|DMIR
OG0007002	LOC119078738|XP_037042318.1|BCOP	LOC108162996|XP_033250096.1|DMIR
OG0007004	LOC119075317|XP_037037632.1|BCOP	LOC108163512|XP_017154333.1|DMIR
OG0007005	LOC119075356|XP_037037683.1|BCOP	LOC108163759|XP_017154721.1|DMIR
OG0007006	LOC119078935|XP_037042574.1|BCOP	LOC108163470|XP_017154258.1|DMIR
OG0007007	LOC119082607|XP_037048065.1|BCOP	LOC108164039|XP_017155105.1|DMIR
OG0007008	LOC119071748|XP_037032677.1|BCOP	LOC108163070|XP_017153634.1|DMIR
OG0007009	LOC119070865|XP_037031270.1|BCOP	LOC108163054|XP_017153615.2|DMIR
OG0007010	LOC119066644|XP_037025106.1|BCOP	LOC108163539|XP_017154384.1|DMIR
OG0007011	LOC119067119|XP_037025790.1|BCOP	LOC108156083|XP_017142860.1|DMIR
OG0007012	LOC119072860|XP_037034062.1|BCOP	LOC108163694|XP_017154616.1|DMIR
OG0007013	LOC119085930|XP_037052377.1|BCOP	LOC108163595|XP_017154467.1|DMIR
OG0007014	LOC119085935|XP_037052383.1|BCOP	LOC108163951|XP_017154981.1|DMIR
OG0007015	LOC119078437|XP_037041852.1|BCOP	LOC108162827|XP_017153244.1|DMIR
OG0007016	LOC119084659|XP_037050621.1|BCOP	LOC108161420|XP_017151165.1|DMIR
OG0007017	LOC119066308|XP_037024588.1|BCOP	LOC108163588|XP_017154454.1|DMIR
OG0007018	LOC119066310|XP_037024591.1|BCOP	LOC108163492|XP_017154301.1|DMIR
OG0007019	LOC119072573|XP_037033714.1|BCOP	LOC108163884|XP_017154888.1|DMIR
OG0007020	LOC119085236|XP_037051444.1|BCOP	LOC108162299|XP_017152454.1|DMIR
OG0007021	LOC119070899|XP_037031321.1|BCOP	LOC108162103|XP_017152154.1|DMIR
OG0007022	LOC119078773|XP_037042378.1|BCOP	LOC108162705|XP_017153050.1|DMIR
OG0007023	LOC119070852|XP_037031259.1|BCOP	LOC108161335|XP_017151062.1|DMIR
OG0007024	LOC119070829|XP_037031226.1|BCOP	LOC108155614|XP_017142032.1|DMIR
OG0007025	LOC119066243|XP_037024459.1|BCOP	LOC108165044|XP_017156571.1|DMIR
OG0007026	LOC119066248|XP_037024467.1|BCOP	LOC108162085|XP_017152128.1|DMIR
OG0007027	LOC119086045|XP_037052513.1|BCOP	LOC108161996|XP_017151954.1|DMIR
OG0007028	LOC119066414|XP_037024781.1|BCOP	LOC108162556|XP_017152838.1|DMIR
OG0007030	LOC119069493|XP_037029458.1|BCOP	LOC108158530|XP_017146421.1|DMIR
OG0007031	LOC119071585|XP_037032426.1|BCOP	LOC108161331|XP_017151058.1|DMIR
OG0007032	LOC119079281|XP_037042962.1|BCOP	LOC108153434|XP_017138928.1|DMIR
OG0007033	LOC119070853|XP_037031261.1|BCOP	LOC108161682|XP_017151480.1|DMIR
OG0007034	LOC119067253|XP_037026024.1|BCOP	LOC108161721|XP_017151530.1|DMIR
OG0007035	LOC119074138|XP_037036020.1|BCOP	LOC108153283|XP_017138644.1|DMIR
OG0007036	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP	LOC108152046|XP_017136538.1|DMIR
OG0007037	LOC119070490|XP_037030741.1|BCOP	LOC108156734|XP_017143882.1|DMIR
OG0007038	LOC119079632|XP_037043532.1|BCOP	LOC108158353|XP_017146083.1|DMIR
OG0007039	LOC119072831|XP_037034034.1|BCOP	LOC108160367|XP_017149828.1|DMIR
OG0007040	LOC119082119|XP_037047399.1|BCOP	LOC108163180|XP_033249863.1|DMIR
OG0007041	LOC119075649|XP_037038031.1|BCOP	LOC108163161|XP_017153770.1|DMIR
OG0007042	LOC119085398|XP_037051695.1|BCOP	LOC108164279|XP_017155414.1|DMIR
OG0007043	LOC119074323|XP_037036293.1|BCOP	LOC108155261|XP_017141448.1|DMIR
OG0007044	LOC119075597|XP_037037962.1|BCOP	LOC108162806|XP_017153205.1|DMIR
OG0007045	LOC119074801|XP_037036980.1|BCOP	LOC108156762|XP_017143914.1|DMIR
OG0007046	LOC119078745|XP_037042339.1|BCOP	LOC108156020|XP_033245482.1|DMIR
OG0007047	LOC119076321|XP_037038888.1|BCOP	LOC108162226|XP_017152336.1|DMIR
OG0007048	LOC119076324|XP_037038891.1|BCOP	LOC108163243|XP_017153895.1|DMIR
OG0007049	LOC119072941|XP_037034163.1|BCOP	LOC108163520|XP_017154355.1|DMIR
OG0007050	LOC119082230|XP_037047582.1|BCOP	LOC108164089|XP_017155168.1|DMIR
OG0007051	LOC119084673|XP_037050646.1|BCOP	LOC108164033|XP_017155098.1|DMIR
OG0007052	LOC119082298|XP_037047674.1|BCOP	LOC108154862|XP_017140781.1|DMIR
OG0007053	LOC119072991|XP_037034211.1|BCOP	LOC108156289|XP_017143160.1|DMIR
OG0007054	LOC119081638|XP_037046605.1|BCOP	LOC108159160|XP_017147655.1|DMIR
OG0007055	LOC119081530|XP_037046425.1|BCOP	LOC108160121|XP_017149403.1|DMIR
OG0007056	LOC119084607|XP_037050565.1|BCOP	LOC108152634|XP_017137602.1|DMIR
OG0007057	LOC119084600|XP_037050548.1|BCOP	LOC108154872|XP_017140803.1|DMIR
OG0007058	LOC119068571|XP_037028110.1|BCOP	LOC108164696|XP_017156057.1|DMIR
OG0007059	LOC119077135|XP_037040209.1|BCOP	LOC108163092|XP_017153667.1|DMIR
OG0007060	LOC119077134|XP_037040208.1|BCOP	LOC108162939|XP_017153414.1|DMIR
OG0007061	LOC119077151|XP_037040232.1|BCOP	LOC108162946|XP_017153426.1|DMIR
OG0007062	LOC119070730|XP_037031081.1|BCOP	LOC108162273|XP_017152420.2|DMIR
OG0007063	LOC119070882|XP_037031297.1|BCOP	LOC108163499|XP_017154313.1|DMIR
OG0007064	LOC119075302|XP_037037607.1|BCOP	LOC108158668|XP_017146666.1|DMIR
OG0007065	LOC119082296|XP_037047670.1|BCOP	LOC108151583|XP_017135751.1|DMIR
OG0007066	LOC119070889|XP_037031306.1|BCOP	LOC108152497|XP_017137361.1|DMIR
OG0007067	LOC119076211|XP_037038758.1|BCOP	LOC108163213|XP_033248438.1|DMIR
OG0007068	LOC119070885|XP_037031302.1|BCOP	LOC108162604|XP_017152912.2|DMIR
OG0007069	LOC119071547|XP_037032342.1|BCOP	LOC108162207|XP_017152307.1|DMIR
OG0007071	LOC119081306|XP_037045962.1|BCOP	LOC108159645|XP_017148601.1|DMIR
OG0007072	LOC119066272|XP_037024525.1|BCOP	LOC108156279|XP_017143141.1|DMIR
OG0007073	LOC119078873|XP_037042485.1|BCOP	LOC108163397|XP_017154148.1|DMIR
OG0007074	LOC119085999|XP_037052469.1|BCOP	LOC108159680|XP_017148662.1|DMIR
OG0007075	LOC119077130|XP_037040200.1|BCOP	LOC108162423|XP_017152639.1|DMIR
OG0007076	LOC119081410|XP_037046198.1|BCOP	LOC108160314|XP_017149724.1|DMIR
OG0007077	LOC119085902|XP_037052341.1|BCOP	LOC108161652|XP_017151443.1|DMIR
OG0007078	LOC119075624|XP_037037996.1|BCOP	LOC108161984|XP_017151939.1|DMIR
OG0007079	LOC119075626|XP_037037999.1|BCOP	LOC108161989|XP_017151944.1|DMIR
OG0007080	LOC119066258|XP_037024504.1|BCOP	LOC108163983|XP_017155033.1|DMIR
OG0007081	LOC119072894|XP_037034114.1|BCOP	LOC108163320|XP_017154035.1|DMIR
OG0007082	LOC119085897|XP_037052331.1|BCOP	LOC108162463|XP_017152697.1|DMIR
OG0007083	LOC119085906|XP_037052344.1|BCOP	LOC108161467|XP_017151223.1|DMIR
OG0007084	LOC119085989|XP_037052449.1|BCOP	LOC108153335|XP_017138751.1|DMIR
OG0007085	LOC119079037|XP_037042719.1|BCOP	LOC108163146|XP_017153749.1|DMIR
OG0007086	LOC119066785|XP_037025342.1|BCOP	LOC108161893|XP_017151777.1|DMIR
OG0007087	LOC119085875|XP_037052282.1|BCOP	LOC108152644|XP_017137624.1|DMIR
OG0007088	LOC119085880|XP_037052287.1|BCOP	LOC108162430|XP_033249719.1|DMIR
OG0007089	LOC119081691|XP_037046683.1|BCOP	LOC108162770|XP_017153155.1|DMIR
OG0007090	LOC119077511|XP_037040638.1|BCOP	LOC108163348|XP_017154077.1|DMIR
OG0007091	LOC119077108|XP_037040163.1|BCOP	LOC108161311|XP_033248807.1|DMIR
OG0007092	LOC119067099|XP_037025757.1|BCOP	LOC108155085|XP_017141193.1|DMIR
OG0007093	LOC119084627|XP_037050590.1|BCOP	LOC108163003|XP_017153515.1|DMIR
OG0007094	LOC119072766|XP_037033955.1|BCOP	LOC108163004|XP_017153516.1|DMIR
OG0007095	LOC119084623|XP_037050586.1|BCOP	LOC108163221|XP_017153864.1|DMIR
OG0007096	LOC119084629|XP_037050592.1|BCOP	LOC108160165|XP_017149475.1|DMIR
OG0007097	LOC119070924|XP_037031361.1|BCOP	LOC108161798|XP_017151637.2|DMIR
OG0007098	LOC119070919|XP_037031352.1|BCOP	LOC108164188|XP_033249338.1|DMIR
OG0007099	LOC119082776|XP_037048267.1|BCOP	LOC108154182|XP_017139846.1|DMIR
OG0007100	LOC119082762|XP_037048244.1|BCOP	LOC108163274|XP_017153963.1|DMIR
OG0007101	LOC119066201|XP_037024416.1|BCOP	LOC108164029|XP_017155093.1|DMIR
OG0007102	LOC119076247|XP_037038805.1|BCOP	LOC108161840|XP_017151692.1|DMIR
OG0007103	LOC119066793|XP_037025351.1|BCOP	LOC108162967|XP_017153455.1|DMIR
OG0007104	LOC119066322|XP_037024606.1|BCOP	LOC108162741|XP_017153109.1|DMIR
OG0007105	LOC119075292|XP_037037598.1|BCOP	LOC117188620|XP_033248527.1|DMIR
OG0007106	LOC119066490|XP_037024894.1|BCOP	LOC108163581|XP_017154441.1|DMIR
OG0007107	LOC119066040|XP_037024157.1|BCOP	LOC108163457|XP_017154235.1|DMIR
OG0007108	LOC119066665|XP_037025140.1|BCOP	LOC108164042|XP_017155109.1|DMIR
OG0007109	LOC119077057|XP_037040082.1|BCOP	LOC108163108|XP_017153691.1|DMIR
OG0007110	LOC119068109|XP_037027450.1|BCOP	LOC108161995|XP_017151953.1|DMIR
OG0007111	LOC119076960|XP_037039934.1|BCOP	LOC108162014|XP_017151993.1|DMIR
OG0007112	LOC119076958|XP_037039932.1|BCOP	LOC108161814|XP_017151663.1|DMIR
OG0007113	LOC119069871|XP_037029940.1|BCOP	LOC108155954|XP_017142607.1|DMIR
OG0007114	LOC119085973|XP_037052429.1|BCOP	LOC108163750|XP_017154707.1|DMIR
OG0007115	LOC119085972|XP_037052428.1|BCOP	LOC108161570|XP_033248612.1|DMIR
OG0007116	LOC119083392|XP_037049003.1|BCOP	LOC108162711|XP_017153060.1|DMIR
OG0007117	LOC119075618|XP_037037992.1|BCOP	LOC108161772|XP_017151600.1|DMIR, LOC117188614|XP_033248510.1|DMIR
OG0007118	LOC119076240|XP_037038796.1|BCOP	LOC108164298|XP_017155433.2|DMIR
OG0007119	LOC119076707|XP_037039926.1|BCOP	LOC108156013|XP_017142720.1|DMIR
OG0007120	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP	LOC108163940|XP_017154969.1|DMIR
OG0007121	LOC119084708|XP_037050711.1|BCOP	LOC108164949|XP_017156430.1|DMIR
OG0007122	LOC119076062|XP_037038594.1|BCOP	LOC108160489|XP_017150015.1|DMIR
OG0007123	LOC119069659|XP_037029675.1|BCOP	LOC108156911|XP_033244792.1|DMIR
OG0007124	LOC119076427|XP_037039067.1|BCOP	LOC108152382|XP_017137165.1|DMIR
OG0007125	LOC119073786|XP_037035395.1|BCOP	LOC108153435|XP_017138929.1|DMIR
OG0007126	LOC119077636|XP_037040752.1|BCOP	LOC108151407|XP_017135484.1|DMIR
OG0007127	LOC119076422|XP_037039059.1|BCOP	LOC108151628|XP_017135816.1|DMIR
OG0007128	LOC119076435|XP_037039080.1|BCOP	LOC108153341|XP_033242793.1|DMIR
OG0007129	LOC119070286|XP_037030451.1|BCOP	LOC108152985|XP_017138201.1|DMIR
OG0007130	LOC119070850|XP_037031260.1|BCOP	LOC108151581|XP_017135746.1|DMIR
OG0007131	LOC119070900|XP_037031324.1|BCOP	LOC108150990|XP_017134830.1|DMIR
OG0007132	LOC119071122|XP_037031669.1|BCOP	LOC108150999|XP_033243708.1|DMIR
OG0007133	LOC119071213|XP_037031913.1|BCOP	LOC108153182|XP_017138482.1|DMIR
OG0007134	LOC119077902|XP_037041168.1|BCOP	LOC108151251|XP_017135255.1|DMIR
OG0007135	LOC119071299|XP_037032072.1|BCOP	LOC108152017|XP_017136482.1|DMIR
OG0007136	LOC119074974|XP_037037269.1|BCOP	LOC108152130|XP_017136707.1|DMIR
OG0007137	LOC119072068|XP_037033101.1|BCOP	LOC108151729|XP_017136007.1|DMIR
OG0007138	LOC119071991|XP_037033014.1|BCOP	LOC108152373|XP_017137152.1|DMIR
OG0007139	LOC119072710|XP_037033878.1|BCOP	LOC108152583|XP_017137521.1|DMIR
OG0007140	LOC119075228|XP_037037513.1|BCOP	LOC108164630|XP_017155964.1|DMIR
OG0007141	LOC119073958|XP_037035745.1|BCOP	LOC108165259|XP_033243983.1|DMIR
OG0007142	LOC119075858|XP_037038310.1|BCOP	LOC108152412|XP_017137214.1|DMIR
OG0007143	LOC119081198|XP_037045809.1|BCOP	LOC108156175|XP_017142993.1|DMIR
OG0007144	LOC119074574|XP_037036699.1|BCOP	LOC108156825|XP_017144012.1|DMIR
OG0007146	LOC119073398|XP_037034727.1|BCOP	LOC108155067|XP_017141143.1|DMIR
OG0007147	LOC119075783|XP_037038238.1|BCOP	LOC108156784|XP_017143947.1|DMIR
OG0007148	LOC119077633|XP_037040741.1|BCOP	LOC108162384|XP_017152591.1|DMIR
OG0007149	LOC119073317|XP_037034600.1|BCOP	LOC108159460|XP_017148254.1|DMIR
OG0007150	LOC119077579|XP_037040684.1|BCOP	LOC108150988|XP_017134826.1|DMIR
OG0007151	LOC119082714|XP_037048183.1|BCOP	LOC117186403|XP_033243048.1|DMIR
OG0007152	LOC119074336|XP_037036322.1|BCOP	LOC108163069|XP_017153635.1|DMIR
OG0007153	LOC119074788|XP_037036962.1|BCOP	LOC108164944|XP_017156421.1|DMIR
OG0007154	LOC119069713|XP_037029732.1|BCOP	LOC108159731|XP_017148754.1|DMIR
OG0007155	LOC119069578|XP_037029557.1|BCOP	LOC108160651|XP_017150274.1|DMIR
OG0007156	LOC119075150|XP_037037439.1|BCOP	LOC108155668|XP_017142121.1|DMIR
OG0007157	LOC119078753|XP_037042350.1|BCOP	LOC108155872|XP_017142480.1|DMIR
OG0007158	LOC119078787|XP_037042393.1|BCOP	LOC108150966|XP_017134790.1|DMIR
OG0007159	LOC119067457|XP_037026338.1|BCOP	LOC108153026|XP_017138270.1|DMIR
OG0007160	LOC119074874|XP_037037105.1|BCOP	LOC108155495|XP_017141812.1|DMIR
OG0007161	LOC119074214|XP_037036111.1|BCOP	LOC108151141|XP_017135055.1|DMIR
OG0007162	LOC119074204|XP_037036099.1|BCOP	LOC108151091|XP_017134965.1|DMIR
OG0007163	LOC119077921|XP_037041197.1|BCOP	LOC108154642|XP_017140460.1|DMIR
OG0007164	LOC119073862|XP_037035622.1|BCOP	LOC108154896|XP_017140834.1|DMIR
OG0007165	LOC119074758|XP_037036919.1|BCOP	LOC108153016|XP_033246409.1|DMIR
OG0007166	LOC119074547|XP_037036611.1|BCOP	LOC108152567|XP_017137492.1|DMIR
OG0007167	LOC119074679|XP_037036858.1|BCOP	LOC108162006|XP_017151984.1|DMIR
OG0007168	LOC119074546|XP_037036608.1|BCOP	LOC108164643|XP_017155982.1|DMIR
OG0007169	LOC119074927|XP_037037217.1|BCOP	LOC108155239|XP_017141421.1|DMIR
OG0007170	LOC119076563|XP_037039241.1|BCOP	LOC108155959|XP_017142612.1|DMIR
OG0007171	LOC119075808|XP_037038270.1|BCOP	LOC108159057|XP_017147489.1|DMIR
OG0007172	LOC119076672|XP_037039462.1|BCOP	LOC108153237|XP_017138563.1|DMIR
OG0007173	LOC119066320|XP_037024608.1|BCOP	LOC108152224|XP_017136896.1|DMIR
OG0007174	LOC119074856|XP_037037063.1|BCOP	LOC108156202|XP_017143024.2|DMIR
OG0007175	LOC119082070|XP_037047304.1|BCOP	LOC108153125|XP_017138403.1|DMIR
OG0007176	LOC119076054|XP_037038584.1|BCOP	LOC108154683|XP_017140513.1|DMIR
OG0007177	LOC119084120|XP_037049868.1|BCOP	LOC108155264|XP_017141456.1|DMIR
OG0007178	LOC119070136|XP_037030358.1|BCOP	LOC108155013|XP_017141053.1|DMIR
OG0007179	LOC119077325|XP_037040432.1|BCOP	LOC108155742|XP_017142249.1|DMIR
OG0007180	LOC119077695|XP_037040862.1|BCOP	LOC108155265|XP_017141457.1|DMIR
OG0007181	LOC119075024|XP_037037331.1|BCOP	LOC108160470|XP_017149981.1|DMIR
OG0007182	LOC119084330|XP_037050156.1|BCOP	LOC108157111|XP_017144474.1|DMIR
OG0007183	LOC119085256|XP_037051488.1|BCOP	LOC108157080|XP_033244924.1|DMIR
OG0007184	LOC119074286|XP_037036201.1|BCOP	LOC108157110|XP_033246078.1|DMIR
OG0007186	LOC119076662|XP_037039442.1|BCOP	LOC108156461|XP_017143412.1|DMIR
OG0007187	LOC119075713|XP_037038131.1|BCOP	LOC108155630|XP_017142049.1|DMIR
OG0007188	LOC119076821|XP_037039710.1|BCOP	LOC108155965|XP_017142631.1|DMIR
OG0007189	LOC119075723|XP_037038154.1|BCOP	LOC108155459|XP_017141767.1|DMIR
OG0007190	LOC119085984|XP_037052447.1|BCOP	LOC108155232|XP_017141409.1|DMIR
OG0007191	LOC119081266|XP_037045903.1|BCOP	LOC108151386|XP_017135450.2|DMIR
OG0007192	LOC119077814|XP_037041020.1|BCOP	LOC108151990|XP_017136444.1|DMIR
OG0007193	LOC119074781|XP_037036950.1|BCOP	LOC108151989|XP_017136443.1|DMIR
OG0007194	LOC119075009|XP_037037308.1|BCOP	LOC108151092|XP_017134971.1|DMIR
OG0007195	LOC119076215|XP_037038761.1|BCOP	LOC108154108|XP_017139720.1|DMIR
OG0007196	LOC119067904|XP_037027088.1|BCOP	LOC108154756|XP_033245967.1|DMIR
OG0007197	LOC119074394|XP_037036408.1|BCOP	LOC108152780|XP_017137851.1|DMIR
OG0007198	LOC119076236|XP_037038790.1|BCOP	LOC108156213|XP_017143040.1|DMIR
OG0007199	LOC119076668|XP_037039456.1|BCOP	LOC108155834|XP_017142434.1|DMIR
OG0007200	LOC119074782|XP_037036951.1|BCOP	LOC108155570|XP_017141959.1|DMIR
OG0007201	LOC119070236|XP_037030405.1|BCOP	LOC108152550|XP_017137452.1|DMIR
OG0007202	LOC119084465|XP_037050344.1|BCOP	LOC108151148|XP_017135063.1|DMIR
OG0007203	LOC119072657|XP_037033811.1|BCOP	LOC108151145|XP_017135060.1|DMIR
OG0007204	LOC119066660|XP_037025132.1|BCOP	LOC117186310|XP_033242805.1|DMIR
OG0007205	LOC119072677|XP_037033850.1|BCOP	LOC108151150|XP_017135064.1|DMIR
OG0007206	LOC119077859|XP_037041083.1|BCOP	LOC108155665|XP_017142117.1|DMIR
OG0007207	LOC119067423|XP_037026289.1|BCOP	LOC108154694|XP_017140532.1|DMIR
OG0007208	LOC119075710|XP_037038127.1|BCOP	LOC108155461|XP_017141769.1|DMIR
OG0007209	LOC119085196|XP_037051403.1|BCOP	LOC108155463|XP_017141771.1|DMIR
OG0007210	LOC119082079|XP_037047329.1|BCOP	LOC108156212|XP_017143039.1|DMIR
OG0007211	LOC119076811|XP_037039693.1|BCOP	LOC108155842|XP_017142441.1|DMIR
OG0007212	LOC119076624|XP_037039384.1|BCOP	LOC108156417|XP_017143353.1|DMIR
OG0007213	LOC119082922|XP_037048475.1|BCOP	LOC108159194|XP_017147739.1|DMIR, LOC117191304|XP_033252101.1|DMIR
OG0007214	LOC119074371|XP_037036372.1|BCOP	LOC108152786|XP_017137858.1|DMIR
OG0007215	LOC119076547|XP_037039238.1|BCOP	LOC108155413|XP_017141700.1|DMIR
OG0007216	LOC119083503|XP_037049152.1|BCOP	LOC108157659|XP_017145305.1|DMIR
OG0007217	LOC119084472|XP_037050352.1|BCOP	LOC108160224|XP_017149563.1|DMIR, LOC117190264|XP_033251212.1|DMIR
OG0007218	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP	LOC108156643|XP_017143734.1|DMIR
OG0007219	LOC119067631|XP_037026627.1|BCOP	LOC108156737|XP_017143885.1|DMIR
OG0007220	LOC119068981|XP_037028747.1|BCOP	LOC108157467|XP_017145033.1|DMIR
OG0007221	LOC119077864|XP_037041104.1|BCOP	LOC108155060|XP_033245635.1|DMIR
OG0007222	LOC119074554|XP_037036635.1|BCOP	LOC108156492|XP_017143471.2|DMIR
OG0007223	LOC119084083|XP_037049814.1|BCOP	LOC108154640|XP_017140457.1|DMIR
OG0007224	LOC119066570|XP_037025014.1|BCOP	LOC108156994|XP_017144276.2|DMIR
OG0007225	LOC119078015|XP_037041301.1|BCOP	LOC108154816|XP_017140706.1|DMIR
OG0007226	LOC119074823|XP_037037008.1|BCOP	LOC108155908|XP_017142541.1|DMIR
OG0007227	LOC119072072|XP_037033115.1|BCOP	LOC108153232|XP_017138556.1|DMIR
OG0007228	LOC119070998|XP_037031491.1|BCOP	LOC108152538|XP_033242695.1|DMIR
OG0007229	LOC119068418|XP_037027882.1|BCOP	LOC108156086|XP_017142864.1|DMIR
OG0007230	LOC119076160|XP_037038739.1|BCOP	LOC108155798|XP_017142367.1|DMIR
OG0007231	LOC119076022|XP_037038518.1|BCOP	LOC108156819|XP_017144003.1|DMIR
OG0007232	LOC119075142|XP_037037425.1|BCOP	LOC108151815|XP_033243576.1|DMIR
OG0007233	LOC119075013|XP_037037316.1|BCOP	LOC108152921|XP_017138090.1|DMIR
OG0007234	LOC119075004|XP_037037301.1|BCOP	LOC108153637|XP_017139230.1|DMIR
OG0007235	LOC119075005|XP_037037303.1|BCOP	LOC108153309|XP_017138709.1|DMIR
OG0007236	LOC119074694|XP_037036875.1|BCOP	LOC108155662|XP_017142112.1|DMIR
OG0007237	LOC119076872|XP_037039776.1|BCOP	LOC108155867|XP_017142474.1|DMIR
OG0007238	LOC119078641|XP_037042134.1|BCOP	LOC108164442|XP_017155634.1|DMIR
OG0007239	LOC119076045|XP_037038568.1|BCOP, LOC119072269|XP_037033355.1|BCOP	LOC108154128|XP_017139750.1|DMIR
OG0007240	LOC119071746|XP_037032678.1|BCOP	LOC108155562|XP_017141944.1|DMIR
OG0007241	LOC119072238|XP_037033311.1|BCOP	LOC108157528|XP_017145124.1|DMIR
OG0007242	LOC119068101|XP_037027464.1|BCOP	LOC108157512|XP_017145106.1|DMIR
OG0007243	LOC119077856|XP_037041079.1|BCOP	LOC108159438|XP_017148209.1|DMIR
OG0007244	LOC119076676|XP_037039467.1|BCOP	LOC108154430|XP_017140187.1|DMIR
OG0007245	LOC119075786|XP_037038243.1|BCOP	LOC108155703|XP_033244186.1|DMIR
OG0007246	LOC119070456|XP_037030706.1|BCOP	LOC108154245|XP_017139969.2|DMIR
OG0007247	LOC119078952|XP_037042592.1|BCOP	LOC117192236|XP_033252792.1|DMIR, LOC108158588|XP_017146528.1|DMIR
OG0007248	LOC119075918|XP_037038399.1|BCOP	LOC108164790|XP_017156206.1|DMIR
OG0007249	LOC119075865|XP_037038318.1|BCOP	LOC108158260|XP_033244825.1|DMIR
OG0007250	LOC119074647|XP_037036819.1|BCOP	LOC108161810|XP_017151662.1|DMIR
OG0007251	LOC119075237|XP_037037525.1|BCOP	LOC108155022|XP_017141066.1|DMIR
OG0007252	LOC119067761|XP_037026792.1|BCOP	LOC108157361|XP_017144873.1|DMIR
OG0007253	LOC119074853|XP_037037061.1|BCOP	LOC108151250|XP_017135254.1|DMIR
OG0007254	LOC119074409|XP_037036426.1|BCOP	LOC108157600|XP_033245142.1|DMIR
OG0007255	LOC119075801|XP_037038263.1|BCOP	LOC108161263|XP_017150975.1|DMIR
OG0007256	LOC119074644|XP_037036816.1|BCOP	LOC108155266|XP_017141458.1|DMIR
OG0007257	LOC119076664|XP_037039453.1|BCOP	LOC108154265|XP_017139990.1|DMIR
OG0007258	LOC119075956|XP_037038418.1|BCOP	LOC108154272|XP_033245286.1|DMIR
OG0007259	LOC119070980|XP_037031470.1|BCOP	LOC108152761|XP_017137814.1|DMIR
