Orthogroup	BCOP.longest_only	DSER.longest_only
OG0006638	LOC119080313|XP_037044483.1|BCOP	LOC110177079|XP_020799255.1|DSER
OG0006639	LOC119080599|XP_037044888.1|BCOP	LOC110177082|XP_020799269.1|DSER
OG0006640	LOC119074115|XP_037035977.1|BCOP	LOC110182884|XP_020806687.1|DSER
OG0006641	LOC119074119|XP_037035981.1|BCOP	LOC110191142|XP_020817559.1|DSER
OG0006642	LOC119080876|XP_037045347.1|BCOP	LOC110191665|XP_020818226.1|DSER
OG0006643	LOC119080902|XP_037045381.1|BCOP	LOC110191662|XP_020818219.1|DSER
OG0006644	LOC119079577|XP_037043463.1|BCOP	LOC110181228|XP_020804584.1|DSER
OG0006645	LOC119079979|XP_037044017.1|BCOP	LOC110181365|XP_020804748.1|DSER
OG0006646	LOC119080058|XP_037044159.1|BCOP	LOC110178233|XP_020800943.1|DSER
OG0006647	LOC119081401|XP_037046187.1|BCOP	LOC110178491|XP_020801297.1|DSER
OG0006648	LOC119071592|XP_037032434.1|BCOP	LOC110177617|XP_020800081.1|DSER
OG0006649	LOC119084946|XP_037050988.1|BCOP	LOC110180475|XP_020803821.1|DSER
OG0006650	LOC119081367|XP_037046131.1|BCOP	LOC110189781|XP_020815666.1|DSER
OG0006651	LOC119080376|XP_037044574.1|BCOP	LOC110190418|XP_020816549.1|DSER
OG0006652	LOC119080348|XP_037044541.1|BCOP	LOC110178599|XP_020801443.1|DSER
OG0006653	LOC119077363|XP_037040435.1|BCOP	LOC110188821|XP_020814360.1|DSER
OG0006654	LOC119073808|XP_037035474.1|BCOP	LOC110183628|XP_020807605.1|DSER
OG0006655	LOC119080624|XP_037044926.1|BCOP	LOC110182751|XP_020806521.1|DSER
OG0006656	LOC119081147|XP_037045789.1|BCOP	LOC110189978|XP_020815926.1|DSER
OG0006657	LOC119077961|XP_037041237.1|BCOP	LOC110182907|XP_020806725.1|DSER
OG0006658	LOC119080437|XP_037044691.1|BCOP	LOC110178636|XP_020801482.1|DSER
OG0006659	LOC119080450|XP_037044709.1|BCOP	LOC110178612|XP_020801455.1|DSER
OG0006660	LOC119081099|XP_037045733.1|BCOP	LOC110184748|XP_020809037.1|DSER
OG0006661	LOC119074285|XP_037036199.1|BCOP	LOC110184718|XP_020808996.1|DSER
OG0006662	LOC119066135|XP_037024321.1|BCOP	LOC110185858|XP_020810526.1|DSER
OG0006663	LOC119083661|XP_037049336.1|BCOP	LOC110178770|XP_020801667.1|DSER
OG0006664	LOC119073541|XP_037034982.1|BCOP	LOC110188315|XP_020813682.1|DSER
OG0006665	LOC119073141|XP_037034334.1|BCOP	LOC110184493|XP_020808706.1|DSER
OG0006666	LOC119081812|XP_037046939.1|BCOP	LOC110182864|XP_020806665.1|DSER
OG0006667	LOC119085831|XP_037052226.1|BCOP	LOC110189979|XP_020815927.1|DSER
OG0006668	LOC119079219|XP_037042907.1|BCOP	LOC110182955|XP_020806805.1|DSER
OG0006669	LOC119077319|XP_037040394.1|BCOP	LOC110187212|XP_020812274.1|DSER
OG0006670	LOC119078014|XP_037041300.1|BCOP, LOC119080623|XP_037044923.1|BCOP	LOC110187168|XP_020812235.1|DSER
OG0006671	LOC119080618|XP_037044915.1|BCOP	LOC110187002|XP_020812024.1|DSER
OG0006672	LOC119073425|XP_037034765.1|BCOP	LOC110190357|XP_020816421.1|DSER
OG0006673	LOC119066904|XP_037025489.1|BCOP	LOC110189053|XP_020814678.1|DSER
OG0006675	LOC119082137|XP_037047409.1|BCOP	LOC110183705|XP_020807710.1|DSER
OG0006676	LOC119078202|XP_037041563.1|BCOP	LOC110176181|XP_020798087.1|DSER
OG0006677	LOC119075855|XP_037038306.1|BCOP	LOC110190668|XP_020816927.1|DSER
OG0006678	LOC119068628|XP_037028190.1|BCOP	LOC110176714|XP_020798813.1|DSER
OG0006679	LOC119074809|XP_037036992.1|BCOP	LOC110188818|XP_020814357.1|DSER
OG0006680	LOC119067490|XP_037026393.1|BCOP	LOC110191358|XP_020817865.1|DSER
OG0006681	LOC119081231|XP_037045851.1|BCOP	LOC110186993|XP_020812013.1|DSER
OG0006682	LOC119081868|XP_037046995.1|BCOP	LOC110190519|XP_020816711.1|DSER
OG0006683	LOC119073274|XP_037034551.1|BCOP	LOC110190624|XP_020816877.1|DSER
OG0006684	LOC119080655|XP_037044965.1|BCOP	LOC110190621|XP_020816875.1|DSER
OG0006685	LOC119080659|XP_037044974.1|BCOP	LOC110189275|XP_020814953.1|DSER
OG0006688	LOC119077343|XP_037040424.1|BCOP	LOC110184740|XP_020809028.1|DSER
OG0006691	LOC119078299|XP_037041688.1|BCOP	LOC110187756|XP_020812880.1|DSER
OG0006692	LOC119077270|XP_037040315.1|BCOP	LOC110177605|XP_020800062.1|DSER
OG0006693	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP	LOC110185284|XP_020809690.1|DSER
OG0006694	LOC119070382|XP_037030590.1|BCOP	LOC110180135|XP_020803437.1|DSER
OG0006695	LOC119080436|XP_037044689.1|BCOP	LOC110190788|XP_020817085.1|DSER
OG0006696	LOC119080694|XP_037045037.1|BCOP	LOC110185790|XP_020810453.1|DSER
OG0006697	LOC119076568|XP_037039257.1|BCOP	LOC110190687|XP_020816956.1|DSER
OG0006698	LOC119077692|XP_037040857.1|BCOP	LOC110177544|XP_020799972.1|DSER
OG0006699	LOC119080400|XP_037044624.1|BCOP	LOC110182792|XP_020806584.1|DSER
OG0006700	LOC119069263|XP_037029216.1|BCOP	LOC110190823|XP_020817138.1|DSER
OG0006701	LOC119080370|XP_037044562.1|BCOP	LOC110189365|XP_020815071.1|DSER
OG0006702	LOC119080931|XP_037045444.1|BCOP	LOC110178741|XP_020801628.1|DSER
OG0006703	LOC119072692|XP_037033859.1|BCOP	LOC110189951|XP_020815898.1|DSER
OG0006704	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP	LOC110189952|XP_020815900.1|DSER
OG0006705	LOC119075445|XP_037037780.1|BCOP	LOC110188967|XP_020814570.1|DSER
OG0006706	LOC119075436|XP_037037770.1|BCOP	LOC110189625|XP_020815425.1|DSER
OG0006707	LOC119080440|XP_037044698.1|BCOP	LOC110176926|XP_020799082.1|DSER
OG0006708	LOC119076537|XP_037039226.1|BCOP	LOC110180106|XP_020803398.1|DSER
OG0006709	LOC119073473|XP_037034874.1|BCOP	LOC110178114|XP_020800787.1|DSER
OG0006710	LOC119080325|XP_037044498.1|BCOP	LOC110178786|XP_020801691.1|DSER
OG0006711	LOC119080324|XP_037044497.1|BCOP	LOC110178803|XP_020801715.1|DSER
OG0006712	LOC119080328|XP_037044508.1|BCOP	LOC110188798|XP_020814322.1|DSER
OG0006713	LOC119080205|XP_037044339.1|BCOP	LOC110178670|XP_020801525.1|DSER
OG0006714	LOC119080204|XP_037044338.1|BCOP	LOC110178631|XP_020801476.1|DSER
OG0006715	LOC119073301|XP_037034578.1|BCOP	LOC110178736|XP_020801620.1|DSER
OG0006716	LOC119074467|XP_037036503.1|BCOP	LOC110183975|XP_020807989.1|DSER
OG0006717	LOC119081264|XP_037045900.1|BCOP	LOC110190806|XP_020817112.1|DSER
OG0006718	LOC119080796|XP_037045262.1|BCOP	LOC110190811|XP_020817120.1|DSER
OG0006719	LOC119077324|XP_037040400.1|BCOP	LOC110190195|XP_020816206.1|DSER
OG0006720	LOC119084240|XP_037050035.1|BCOP	LOC110178970|XP_020801938.1|DSER
OG0006721	LOC119081572|XP_037046501.1|BCOP	LOC110190602|XP_020816854.1|DSER
OG0006722	LOC119080973|XP_037045511.1|BCOP	LOC110190707|XP_020816986.1|DSER
OG0006723	LOC119068582|XP_037028122.1|BCOP	LOC110185620|XP_020810228.1|DSER
OG0006724	LOC119079358|XP_037043098.1|BCOP	LOC110189678|XP_020815499.1|DSER
OG0006725	LOC119079337|XP_037043059.1|BCOP	LOC110189005|XP_020814621.1|DSER
OG0006726	LOC119085459|XP_037051777.1|BCOP	LOC110176442|XP_020798449.1|DSER
OG0006727	LOC119080025|XP_037044102.1|BCOP	LOC110188980|XP_020814591.1|DSER
OG0006728	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP	LOC110186893|XP_020811851.1|DSER
OG0006729	LOC119074133|XP_037036013.1|BCOP	LOC110189218|XP_020814849.1|DSER
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC110189539|XP_020815329.1|DSER
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC110185770|XP_020810432.1|DSER
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC110191163|XP_020817581.1|DSER
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC110188750|XP_020814253.1|DSER
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC110183629|XP_020807606.1|DSER
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC110189055|XP_020814681.1|DSER
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC110185230|XP_020809623.1|DSER
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC110189787|XP_020815678.1|DSER
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC110176226|XP_020798171.1|DSER
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC110189088|XP_020814720.1|DSER
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC110189087|XP_020814718.1|DSER
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC110191950|XP_020818630.1|DSER
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC110187562|XP_020812609.1|DSER
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC110190566|XP_020816798.1|DSER
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC110191116|XP_020817520.1|DSER
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC110189918|XP_020815850.1|DSER
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC110185159|XP_020809523.1|DSER
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC110179579|XP_020802829.1|DSER
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC110177568|XP_020799999.1|DSER
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC110179680|XP_020802950.1|DSER
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC110183662|XP_020807648.1|DSER
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC110183711|XP_020807718.1|DSER
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC110178812|XP_020801730.1|DSER
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC110183657|XP_020807644.1|DSER
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC110184719|XP_020808997.1|DSER
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC110184735|XP_020809021.1|DSER
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC110188851|XP_020814416.1|DSER
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC110188801|XP_020814333.1|DSER
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC110189935|XP_020815879.1|DSER
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC110186496|XP_020811353.1|DSER
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC110191970|XP_020818644.1|DSER
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC110189351|XP_020815052.1|DSER
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC110179266|XP_020802380.1|DSER
OG0006765	LOC119073390|XP_037034711.1|BCOP	LOC110189370|XP_020815077.1|DSER
OG0006766	LOC119066043|XP_037024165.1|BCOP	LOC110178730|XP_020801611.1|DSER
OG0006767	LOC119080809|XP_037045275.1|BCOP	LOC110190268|XP_020816298.1|DSER
OG0006768	LOC119077316|XP_037040381.1|BCOP	LOC110190267|XP_020816291.1|DSER
OG0006769	LOC119077300|XP_037040359.1|BCOP	LOC110189984|XP_020815932.1|DSER
OG0006770	LOC119080474|XP_037044749.1|BCOP	LOC110190758|XP_020817046.1|DSER
OG0006772	LOC119079409|XP_037043194.1|BCOP	LOC110177735|XP_020800253.1|DSER
OG0006773	LOC119073747|XP_037035301.1|BCOP	LOC110182805|XP_020806598.1|DSER
OG0006774	LOC119081610|XP_037046546.1|BCOP	LOC110190250|XP_020816273.1|DSER
OG0006775	LOC119083631|XP_037049260.1|BCOP	LOC110190371|XP_020816442.1|DSER
OG0006776	LOC119078749|XP_037042349.1|BCOP	LOC110183640|XP_020807618.1|DSER
OG0006777	LOC119081296|XP_037045954.1|BCOP	LOC110190000|XP_020815959.1|DSER
OG0006778	LOC119078797|XP_037042403.1|BCOP	LOC110188833|XP_020814383.1|DSER
OG0006779	LOC119080196|XP_037044331.1|BCOP	LOC110178818|XP_020801742.1|DSER
OG0006780	LOC119080192|XP_037044329.1|BCOP	LOC110176750|XP_020798857.1|DSER
OG0006781	LOC119076254|XP_037038819.1|BCOP	LOC110176195|XP_020798105.1|DSER
OG0006782	LOC119077174|XP_037040253.1|BCOP	LOC110177634|XP_020800107.1|DSER
OG0006783	LOC119081717|XP_037046736.1|BCOP	LOC110178313|XP_020801066.1|DSER
OG0006784	LOC119076362|XP_037038963.1|BCOP	LOC110189988|XP_020815943.1|DSER
OG0006785	LOC119079887|XP_037043865.1|BCOP	LOC110182528|XP_020806240.1|DSER
OG0006786	LOC119079889|XP_037043868.1|BCOP	LOC110189663|XP_020815467.1|DSER
OG0006787	LOC119083659|XP_037049330.1|BCOP	LOC110178900|XP_020801835.1|DSER
OG0006788	LOC119066021|XP_037024137.1|BCOP	LOC110178902|XP_020801838.1|DSER
OG0006789	LOC119066012|XP_037024128.1|BCOP	LOC110181539|XP_020804980.1|DSER
OG0006790	LOC119067437|XP_037026306.1|BCOP	LOC110182361|XP_020806062.1|DSER
OG0006791	LOC119080737|XP_037045176.1|BCOP	LOC110181256|XP_020804620.1|DSER
OG0006792	LOC119077295|XP_037040356.1|BCOP	LOC110190535|XP_020816741.1|DSER
OG0006793	LOC119085392|XP_037051683.1|BCOP	LOC110190524|XP_020816720.1|DSER
OG0006794	LOC119079674|XP_037043621.1|BCOP	LOC110189346|XP_020815047.1|DSER
OG0006795	LOC119080029|XP_037044106.1|BCOP	LOC110178611|XP_020801454.1|DSER
OG0006796	LOC119077007|XP_037040016.1|BCOP	LOC110190252|XP_020816275.1|DSER
OG0006797	LOC119076840|XP_037039741.1|BCOP	LOC110183395|XP_020807324.1|DSER
OG0006798	LOC119080207|XP_037044341.1|BCOP	LOC110190075|XP_020816040.1|DSER
OG0006799	LOC119081390|XP_037046172.1|BCOP	LOC110190764|XP_020817053.1|DSER
OG0006800	LOC119069052|XP_037028814.1|BCOP	LOC110188943|XP_020814545.1|DSER
OG0006801	LOC119067342|XP_037026145.1|BCOP	LOC110184218|XP_020808328.1|DSER
OG0006802	LOC119079041|XP_037042727.1|BCOP	LOC110176375|XP_020798366.1|DSER
OG0006803	LOC119081624|XP_037046568.1|BCOP	LOC110191679|XP_020818247.1|DSER
OG0006804	LOC119079620|XP_037043515.1|BCOP	LOC110190545|XP_020816753.1|DSER
OG0006805	LOC119073359|XP_037034656.1|BCOP	LOC110182111|XP_020805779.1|DSER
OG0006806	LOC119080291|XP_037044457.1|BCOP	LOC110188276|XP_020813626.1|DSER
OG0006807	LOC119073233|XP_037034440.1|BCOP	LOC110190151|XP_020816143.1|DSER
OG0006808	LOC119073261|XP_037034531.1|BCOP	LOC110177040|XP_020799215.1|DSER
OG0006809	LOC119080444|XP_037044704.1|BCOP	LOC110177559|XP_020799991.1|DSER
OG0006810	LOC119073734|XP_037035261.1|BCOP	LOC110190529|XP_020816734.1|DSER
OG0006811	LOC119073675|XP_037035176.1|BCOP	LOC110176495|XP_020798527.1|DSER
OG0006812	LOC119073260|XP_037034528.1|BCOP	LOC110191083|XP_020817481.1|DSER
OG0006813	LOC119066162|XP_037024356.1|BCOP	LOC110187835|XP_020812973.1|DSER
OG0006814	LOC119076437|XP_037039087.1|BCOP	LOC110187748|XP_020812868.1|DSER
OG0006815	LOC119080475|XP_037044750.1|BCOP	LOC110177602|XP_020800057.1|DSER
OG0006816	LOC119080395|XP_037044609.1|BCOP	LOC110177569|XP_020800004.1|DSER
OG0006817	LOC119066069|XP_037024195.1|BCOP	LOC110188867|XP_020814439.1|DSER
OG0006818	LOC119066072|XP_037024211.1|BCOP	LOC110178621|XP_020801464.1|DSER
OG0006820	LOC119079359|XP_037043101.1|BCOP	LOC110190207|XP_020816221.1|DSER
OG0006821	LOC119067434|XP_037026301.1|BCOP	LOC110183144|XP_020806994.1|DSER
OG0006822	LOC119079810|XP_037043772.1|BCOP	LOC110182889|XP_020806692.1|DSER
OG0006823	LOC119080049|XP_037044150.1|BCOP	LOC110183560|XP_020807520.1|DSER
OG0006824	LOC119080108|XP_037044234.1|BCOP	LOC110176170|XP_020798067.1|DSER
OG0006825	LOC119079631|XP_037043526.1|BCOP	LOC110191225|XP_020817650.1|DSER
OG0006826	LOC119079602|XP_037043492.1|BCOP	LOC110183573|XP_020807542.1|DSER
OG0006828	LOC119085085|XP_037051223.1|BCOP	LOC110183320|XP_020807226.1|DSER
OG0006829	LOC119078716|XP_037042283.1|BCOP	LOC110190482|XP_020816653.1|DSER
OG0006830	LOC119080248|XP_037044394.1|BCOP	LOC110177584|XP_020800027.1|DSER
OG0006831	LOC119073811|XP_037035479.1|BCOP	LOC110190787|XP_020817084.1|DSER
OG0006832	LOC119073957|XP_037035741.1|BCOP	LOC110190077|XP_020816042.1|DSER
OG0006833	LOC119073961|XP_037035758.1|BCOP	LOC110190772|XP_020817062.1|DSER
OG0006835	LOC119079310|XP_037043000.1|BCOP	LOC110189084|XP_020814714.1|DSER
OG0006837	LOC119073471|XP_037034871.1|BCOP	LOC110183585|XP_020807557.1|DSER
OG0006838	LOC119073623|XP_037035104.1|BCOP	LOC110190635|XP_020816890.1|DSER
OG0006839	LOC119073505|XP_037034915.1|BCOP	LOC110183554|XP_020807514.1|DSER
OG0006840	LOC119079938|XP_037043941.1|BCOP	LOC110180586|XP_020803937.1|DSER
OG0006841	LOC119080431|XP_037044683.1|BCOP	LOC110190098|XP_020816064.1|DSER
OG0006842	LOC119076665|XP_037039457.1|BCOP	LOC110177619|XP_020800084.1|DSER
OG0006843	LOC119083495|XP_037049114.1|BCOP	LOC110179522|XP_020802758.1|DSER
OG0006844	LOC119083483|XP_037049108.1|BCOP	LOC110186916|XP_020811897.1|DSER
OG0006845	LOC119081214|XP_037045829.1|BCOP	LOC110189905|XP_020815829.1|DSER
OG0006846	LOC119081209|XP_037045822.1|BCOP	LOC110178772|XP_020801674.1|DSER
OG0006847	LOC119081871|XP_037047003.1|BCOP	LOC110178769|XP_020801666.1|DSER
OG0006848	LOC119075813|XP_037038279.1|BCOP	LOC110189640|XP_020815445.1|DSER
OG0006849	LOC119075963|XP_037038440.1|BCOP	LOC110190339|XP_020816396.1|DSER
OG0006850	LOC119080760|XP_037045216.1|BCOP	LOC110190338|XP_020816395.1|DSER
OG0006851	LOC119081385|XP_037046170.1|BCOP	LOC110190206|XP_020816219.1|DSER
OG0006852	LOC119073848|XP_037035585.1|BCOP	LOC110189778|XP_020815661.1|DSER
OG0006853	LOC119080477|XP_037044752.1|BCOP	LOC110183618|XP_020807595.1|DSER
OG0006854	LOC119073937|XP_037035707.1|BCOP	LOC110188945|XP_020814544.1|DSER
OG0006855	LOC119080681|XP_037045009.1|BCOP	LOC110190481|XP_020816652.1|DSER
OG0006856	LOC119073393|XP_037034715.1|BCOP	LOC110189707|XP_020815540.1|DSER
OG0006857	LOC119082334|XP_037047738.1|BCOP	LOC110189373|XP_020815080.1|DSER
OG0006858	LOC119075553|XP_037037918.1|BCOP	LOC110189062|XP_020814690.1|DSER
OG0006859	LOC119079974|XP_037044006.1|BCOP	LOC110191569|XP_020818111.1|DSER
OG0006860	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP	LOC110189445|XP_020815176.1|DSER
OG0006861	LOC119073523|XP_037034953.1|BCOP	LOC110177620|XP_020800088.1|DSER
OG0006862	LOC119080722|XP_037045103.1|BCOP	LOC110190643|XP_020816900.1|DSER
OG0006863	LOC119067887|XP_037027064.1|BCOP	LOC110175931|XP_020797769.1|DSER
OG0006864	LOC119066054|XP_037024174.1|BCOP	LOC110189494|XP_020815243.1|DSER
OG0006865	LOC119067733|XP_037026740.1|BCOP	LOC110187853|XP_020812997.1|DSER
OG0006866	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP	LOC110176078|XP_020797968.1|DSER
OG0006867	LOC119079478|XP_037043310.1|BCOP	LOC110177930|XP_020800568.1|DSER
OG0006868	LOC119079455|XP_037043267.1|BCOP	LOC110177929|XP_020800567.1|DSER
OG0006869	LOC119077831|XP_037041044.1|BCOP	LOC110189513|XP_020815281.1|DSER
OG0006871	LOC119079945|XP_037043949.1|BCOP	LOC110180712|XP_020804055.1|DSER
OG0006872	LOC119073898|XP_037035682.1|BCOP	LOC110191914|XP_020818563.1|DSER
OG0006873	LOC119073866|XP_037035629.1|BCOP	LOC110179369|XP_020802545.1|DSER
OG0006874	LOC119078512|XP_037041968.1|BCOP	LOC110191706|XP_020818281.1|DSER
OG0006876	LOC119066525|XP_037024941.1|BCOP	LOC110191543|XP_020818074.1|DSER
OG0006877	LOC119066526|XP_037024945.1|BCOP	LOC110178163|XP_020800856.1|DSER
OG0006878	LOC119076252|XP_037038814.1|BCOP	LOC110185577|XP_020810166.1|DSER
OG0006879	LOC119076276|XP_037038837.1|BCOP	LOC110178580|XP_020801420.1|DSER
OG0006880	LOC119081755|XP_037046833.1|BCOP	LOC110181183|XP_020804520.1|DSER
OG0006881	LOC119070813|XP_037031188.1|BCOP	LOC110185710|XP_020810345.1|DSER
OG0006882	LOC119082031|XP_037047249.1|BCOP	LOC110189217|XP_020814848.1|DSER
OG0006884	LOC119085271|XP_037051518.1|BCOP	LOC110185559|XP_020810137.1|DSER
OG0006885	LOC119078824|XP_037042426.1|BCOP	LOC110183287|XP_020807176.1|DSER
OG0006886	LOC119083913|XP_037049623.1|BCOP	LOC110190938|XP_020817264.1|DSER
OG0006887	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP	LOC110187119|XP_020812188.1|DSER
OG0006888	LOC119085152|XP_037051338.1|BCOP	LOC110183362|XP_020807283.1|DSER
OG0006889	LOC119078528|XP_037041989.1|BCOP	LOC110185072|XP_020809411.1|DSER
OG0006890	LOC119071059|XP_037031578.1|BCOP	LOC110179157|XP_020802203.1|DSER
OG0006892	LOC119068012|XP_037027266.1|BCOP	LOC110176892|XP_020799036.1|DSER
OG0006893	LOC119066328|XP_037024623.1|BCOP	LOC110178137|XP_020800823.1|DSER
OG0006894	LOC119066339|XP_037024640.1|BCOP	LOC110178136|XP_020800822.1|DSER
OG0006895	LOC119081002|XP_037045571.1|BCOP	LOC110182073|XP_020805716.1|DSER
OG0006896	LOC119085145|XP_037051318.1|BCOP	LOC110186044|XP_020810742.1|DSER
OG0006897	LOC119070891|XP_037031309.1|BCOP	LOC110177093|XP_020799280.1|DSER
OG0006898	LOC119066462|XP_037024863.1|BCOP	LOC110187504|XP_020812556.1|DSER
OG0006899	LOC119070832|XP_037031233.1|BCOP	LOC110182253|XP_020805931.1|DSER
OG0006900	LOC119077018|XP_037040026.1|BCOP	LOC110187144|XP_020812217.1|DSER
OG0006901	LOC119079371|XP_037043136.1|BCOP	LOC110187588|XP_020812633.1|DSER
OG0006902	LOC119081357|XP_037046102.1|BCOP	LOC110179752|XP_020803027.1|DSER
OG0006903	LOC119068286|XP_037027717.1|BCOP	LOC110186318|XP_020811113.1|DSER
OG0006904	LOC119078771|XP_037042376.1|BCOP	LOC110185947|XP_020810622.1|DSER
OG0006905	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP	LOC110184827|XP_020809131.1|DSER
OG0006906	LOC119066821|XP_037025364.1|BCOP	LOC110176854|XP_020798984.1|DSER
OG0006907	LOC119085887|XP_037052298.1|BCOP	LOC110187451|XP_020812499.1|DSER
OG0006908	LOC119082289|XP_037047658.1|BCOP	LOC110185833|XP_020810499.1|DSER
OG0006909	LOC119066441|XP_037024831.1|BCOP	LOC110183311|XP_020807215.1|DSER
OG0006910	LOC119081919|XP_037047056.1|BCOP	LOC110183850|XP_020807859.1|DSER
OG0006911	LOC119081052|XP_037045654.1|BCOP	LOC110184201|XP_020808305.1|DSER
OG0006912	LOC119076978|XP_037039969.1|BCOP	LOC110185867|XP_020810536.1|DSER
OG0006913	LOC119066647|XP_037025113.1|BCOP	LOC110182692|XP_020806444.1|DSER
OG0006914	LOC119078448|XP_037041876.1|BCOP	LOC110179816|XP_020803081.1|DSER
OG0006915	LOC119066645|XP_037025108.1|BCOP	LOC110183750|XP_020807765.1|DSER
OG0006916	LOC119070679|XP_037031015.1|BCOP	LOC110185123|XP_020809473.1|DSER
OG0006917	LOC119082557|XP_037047972.1|BCOP	LOC110185859|XP_020810527.1|DSER
OG0006918	LOC119077153|XP_037040237.1|BCOP	LOC110185767|XP_020810428.1|DSER
OG0006919	LOC119072823|XP_037034020.1|BCOP	LOC110176801|XP_020798895.1|DSER
OG0006920	LOC119084576|XP_037050526.1|BCOP	LOC110183154|XP_020807002.1|DSER
OG0006921	LOC119082106|XP_037047369.1|BCOP	LOC110182603|XP_020806320.1|DSER
OG0006922	LOC119084793|XP_037050753.1|BCOP	LOC110185058|XP_020809393.1|DSER
OG0006923	LOC119082118|XP_037047393.1|BCOP	LOC110178135|XP_020800821.1|DSER
OG0006924	LOC119082748|XP_037048225.1|BCOP	LOC110182820|XP_020806615.1|DSER
OG0006925	LOC119082746|XP_037048224.1|BCOP	LOC110186648|XP_020811568.1|DSER
OG0006926	LOC119072877|XP_037034080.1|BCOP	LOC110184975|XP_020809284.1|DSER
OG0006927	LOC119071868|XP_037032824.1|BCOP	LOC110184958|XP_020809265.1|DSER
OG0006928	LOC119085426|XP_037051735.1|BCOP	LOC110184988|XP_020809299.1|DSER
OG0006929	LOC119075603|XP_037037967.1|BCOP	LOC110178101|XP_020800770.1|DSER
OG0006930	LOC119075613|XP_037037985.1|BCOP	LOC110179168|XP_020802226.1|DSER
OG0006931	LOC119085937|XP_037052385.1|BCOP	LOC110184994|XP_020809304.1|DSER
OG0006932	LOC119072886|XP_037034104.1|BCOP	LOC110183277|XP_020807167.1|DSER
OG0006933	LOC119072890|XP_037034108.1|BCOP	LOC110183379|XP_020807301.1|DSER
OG0006934	LOC119072819|XP_037034015.1|BCOP	LOC110187617|XP_020812665.1|DSER
OG0006935	LOC119075625|XP_037037998.1|BCOP	LOC110185591|XP_020810185.1|DSER
OG0006936	LOC119078596|XP_037042079.1|BCOP	LOC110181457|XP_020804863.1|DSER, LOC110181461|XP_020804867.1|DSER, LOC110179851|XP_020803114.1|DSER
OG0006937	LOC119076233|XP_037038787.1|BCOP	LOC110183298|XP_020807194.1|DSER
OG0006938	LOC119076234|XP_037038788.1|BCOP	LOC110183199|XP_020807069.1|DSER
OG0006939	LOC119081841|XP_037046977.1|BCOP	LOC110187041|XP_020812065.1|DSER
OG0006940	LOC119084688|XP_037050664.1|BCOP	LOC110182680|XP_020806426.1|DSER
OG0006941	LOC119085373|XP_037051650.1|BCOP	LOC110183155|XP_020807003.1|DSER
OG0006942	LOC119079999|XP_037044061.1|BCOP	LOC110189259|XP_020814929.1|DSER
OG0006943	LOC119076924|XP_037039843.1|BCOP	LOC110184936|XP_020809240.1|DSER
OG0006944	LOC119083009|XP_037048543.1|BCOP	LOC110181150|XP_020804483.1|DSER
