Orthogroup	BCOP.longest_only	DPER.longest_only
OG0008366	LOC119084907|XP_037050957.1|BCOP	LOC6591839|XP_002017207.1|DPER
OG0008367	LOC119070837|XP_037031242.1|BCOP	LOC6596836|XP_002022017.1|DPER
OG0008369	LOC119076540|XP_037039230.1|BCOP	LOC6598173|XP_002023347.1|DPER
OG0008370	LOC119068252|XP_037027685.1|BCOP	LOC6592080|XP_002016765.2|DPER
OG0008371	LOC119072824|XP_037034021.1|BCOP	LOC6594028|XP_026850229.1|DPER
OG0008372	LOC119081792|XP_037046897.1|BCOP	LOC113565684|XP_026844264.1|DPER
OG0008373	LOC119075606|XP_037037971.1|BCOP	LOC6588970|XP_026844682.1|DPER
OG0008374	LOC119078669|XP_037042221.1|BCOP	LOC6597933|XP_002023103.1|DPER
OG0008375	LOC119068457|XP_037027932.1|BCOP	LOC6593400|XP_002018611.1|DPER
OG0008376	LOC119072552|XP_037033684.1|BCOP	LOC113565479|XP_026843414.1|DPER
OG0008377	LOC119080007|XP_037044076.1|BCOP	LOC113565678|XP_026844230.1|DPER
OG0008378	LOC119066354|XP_037024667.1|BCOP	LOC6589476|XP_026844229.1|DPER
OG0008379	LOC119078778|XP_037042383.1|BCOP	LOC6596603|XP_002021718.1|DPER
OG0008380	LOC119082275|XP_037047644.1|BCOP	LOC6589387|XP_002014348.2|DPER
OG0008381	LOC119084646|XP_037050609.1|BCOP	LOC6589532|XP_002015020.1|DPER
OG0008383	LOC119085858|XP_037052265.1|BCOP	LOC6596449|XP_002021619.1|DPER
OG0008384	LOC119066500|XP_037024907.1|BCOP	LOC113565651|XP_026844098.1|DPER
OG0008385	LOC119066437|XP_037024827.1|BCOP	LOC6588814|XP_026844032.1|DPER
OG0008386	LOC119077067|XP_037040100.1|BCOP	LOC6597429|XP_002022471.2|DPER
OG0008387	LOC119075305|XP_037037611.1|BCOP	LOC6595298|XP_026850582.1|DPER
OG0008388	LOC119070886|XP_037031303.1|BCOP	LOC6593842|XP_002018704.1|DPER
OG0008389	LOC119083120|XP_037048648.1|BCOP	LOC6596617|XP_002021613.1|DPER
OG0008391	LOC119066338|XP_037024639.1|BCOP	LOC6589370|XP_002014896.1|DPER
OG0008392	LOC119084044|XP_037049772.1|BCOP	LOC6595996|XP_002021017.1|DPER
OG0008393	LOC119070875|XP_037031290.1|BCOP	LOC6595976|XP_002021042.1|DPER
OG0008394	LOC119077933|XP_037041210.1|BCOP	LOC6595894|XP_002021435.1|DPER
OG0008395	LOC119076825|XP_037039718.1|BCOP	LOC6597715|XP_026846396.1|DPER
OG0008396	LOC119076823|XP_037039712.1|BCOP	LOC6598248|XP_026846216.1|DPER
OG0008398	LOC119075797|XP_037038259.1|BCOP	LOC6597484|XP_026848910.1|DPER
OG0008399	LOC119074764|XP_037036928.1|BCOP	LOC6596671|XP_026845894.1|DPER
OG0008402	LOC119084357|XP_037050197.1|BCOP	LOC6598728|XP_002023875.1|DPER
OG0008403	LOC119077926|XP_037041201.1|BCOP	LOC6599169|XP_002024360.1|DPER
OG0008405	LOC119074969|XP_037037265.1|BCOP	LOC6603237|XP_002028213.2|DPER
OG0008406	LOC119077920|XP_037041196.1|BCOP	LOC6597377|XP_002022580.1|DPER
OG0008407	LOC119078023|XP_037041322.1|BCOP	LOC6594720|XP_002019405.1|DPER
OG0008408	LOC119069283|XP_037029247.1|BCOP	LOC6600230|XP_026846695.1|DPER
OG0008409	LOC119079454|XP_037043262.1|BCOP	LOC6603345|XP_026848048.1|DPER
OG0008410	LOC119066404|XP_037024760.1|BCOP	LOC6591735|XP_026844090.1|DPER
OG0008411	LOC119077873|XP_037041120.1|BCOP	LOC6594494|XP_002019965.2|DPER
OG0008412	LOC119074351|XP_037036341.1|BCOP	LOC6602580|XP_026845879.1|DPER
OG0008413	LOC119066476|XP_037024880.1|BCOP	LOC6599083|XP_026849012.1|DPER
OG0008415	LOC119070079|XP_037030281.1|BCOP	LOC6598496|XP_002023584.1|DPER
OG0008416	LOC119076414|XP_037039044.1|BCOP	LOC6603104|XP_026847148.1|DPER
OG0008417	LOC119072245|XP_037033324.1|BCOP	LOC6600144|XP_026846673.1|DPER
OG0008418	LOC119077855|XP_037041078.1|BCOP	LOC6597435|XP_002022477.1|DPER
OG0008419	LOC119075799|XP_037038261.1|BCOP	LOC6602877|XP_002027912.1|DPER
OG0008420	LOC119074328|XP_037036303.1|BCOP	LOC6603917|XP_026847222.1|DPER
OG0008421	LOC119069791|XP_037029833.1|BCOP	LOC6599404|XP_002024454.2|DPER
OG0008422	LOC119070443|XP_037030692.1|BCOP	LOC6599892|XP_026849185.1|DPER
OG0008423	LOC119070525|XP_037030797.1|BCOP	LOC6590255|XP_002015885.1|DPER
OG0008424	LOC119077763|XP_037040967.1|BCOP	LOC6602868|XP_026849660.1|DPER
OG0008425	LOC119077662|XP_037040781.1|BCOP	LOC6591940|XP_026848901.1|DPER
OG0008426	LOC119072061|XP_037033091.1|BCOP	LOC6593247|XP_002018368.1|DPER
OG0008427	LOC119069901|XP_037030008.1|BCOP	LOC6598534|XP_026846262.1|DPER
OG0008428	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP	LOC6597908|XP_026847005.1|DPER
OG0008429	LOC119074234|XP_037036151.1|BCOP	LOC6591793|XP_002017393.1|DPER
OG0008430	LOC119067093|XP_037025748.1|BCOP	LOC6598536|XP_002023732.1|DPER
OG0008431	LOC119075287|XP_037037570.1|BCOP	LOC6602041|XP_002027082.2|DPER
OG0008432	LOC119083144|XP_037048680.1|BCOP	LOC6595182|XP_026850561.1|DPER
OG0008433	LOC119071725|XP_037032637.1|BCOP	LOC6601523|XP_026848003.1|DPER
OG0008434	LOC119074950|XP_037037234.1|BCOP	LOC6595307|XP_002020434.1|DPER
OG0008435	LOC119086064|XP_037052535.1|BCOP	LOC6589015|XP_002014331.1|DPER
OG0008436	LOC119076170|XP_037038751.1|BCOP	LOC113564879|XP_026841163.1|DPER
OG0008438	LOC119074921|XP_037037207.1|BCOP	LOC6594562|XP_026844381.1|DPER
OG0008440	LOC119072034|XP_037033046.1|BCOP	LOC6588235|XP_026840476.1|DPER
OG0008443	LOC119071915|XP_037032931.1|BCOP	LOC6597062|XP_002022187.1|DPER
OG0008444	LOC119071523|XP_037032292.1|BCOP	LOC113566639|XP_026848957.1|DPER
OG0008445	LOC119078018|XP_037041305.1|BCOP	LOC6599903|XP_002025016.1|DPER
OG0008446	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP	LOC6600757|XP_026848657.1|DPER
OG0008447	LOC119069142|XP_037028943.1|BCOP	LOC6599269|XP_026848312.1|DPER
OG0008448	LOC119068081|XP_037027383.1|BCOP	LOC6596980|XP_026845438.1|DPER
OG0008449	LOC119070354|XP_037030542.1|BCOP	LOC6598539|XP_026846204.1|DPER
OG0008450	LOC119069646|XP_037029664.1|BCOP	LOC113566271|XP_026847004.1|DPER
OG0008451	LOC119081302|XP_037045961.1|BCOP	LOC6594093|XP_002019685.1|DPER
OG0008452	LOC119079342|XP_037043065.1|BCOP	LOC6589587|XP_026844328.1|DPER
OG0008453	LOC119077441|XP_037040552.1|BCOP	LOC6590473|XP_002016659.2|DPER
OG0008454	LOC119084324|XP_037050147.1|BCOP	LOC6600450|XP_026848416.1|DPER
OG0008455	LOC119067039|XP_037025673.1|BCOP	LOC6601894|XP_026849385.1|DPER
OG0008456	LOC119078964|XP_037042612.1|BCOP	LOC6594465|XP_026841259.1|DPER
OG0008457	LOC119067677|XP_037026689.1|BCOP	LOC6592148|XP_026842799.1|DPER
OG0008458	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP	LOC6601328|XP_026841399.1|DPER
OG0008459	LOC119085238|XP_037051446.1|BCOP	LOC6597315|XP_002022503.2|DPER
OG0008460	LOC119085964|XP_037052416.1|BCOP	LOC6604107|XP_002029044.1|DPER, LOC6593686|XP_002018764.1|DPER
OG0008463	LOC119078934|XP_037042573.1|BCOP	LOC113565468|XP_026843353.1|DPER
OG0008464	LOC119081313|XP_037045983.1|BCOP	LOC6590746|XP_002015677.1|DPER
OG0008465	LOC119071596|XP_037032446.1|BCOP	LOC113565211|XP_026842512.1|DPER
OG0008466	LOC119081819|XP_037046949.1|BCOP	LOC6592951|XP_026841439.1|DPER
OG0008468	LOC119076342|XP_037038933.1|BCOP	LOC6589543|XP_026844769.1|DPER
OG0008469	LOC119080774|XP_037045237.1|BCOP	LOC6600897|XP_026840860.1|DPER
OG0008473	LOC119068771|XP_037028421.1|BCOP	LOC6599356|XP_026847137.1|DPER
OG0008474	LOC119078037|XP_037041343.1|BCOP	LOC6592024|XP_026840304.1|DPER
OG0008476	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP	LOC6594100|XP_002019692.1|DPER
OG0008477	LOC119069329|XP_037029287.1|BCOP	LOC6590375|XP_002015476.2|DPER
OG0008478	LOC119069971|XP_037030107.1|BCOP	LOC113565732|XP_026844541.1|DPER
OG0008479	LOC119066855|XP_037025418.1|BCOP	LOC6600816|XP_002025883.1|DPER
OG0008480	LOC119072774|XP_037033959.1|BCOP	LOC6597008|XP_026845520.1|DPER
OG0008481	LOC119073630|XP_037035116.1|BCOP	LOC6600148|XP_002025231.1|DPER
OG0008482	LOC119073795|XP_037035426.1|BCOP	LOC6601422|XP_026847894.1|DPER
OG0008483	LOC119074219|XP_037036115.1|BCOP	LOC6588935|XP_002015097.1|DPER
OG0008484	LOC119074588|XP_037036721.1|BCOP	LOC6591774|XP_026851019.1|DPER
OG0008485	LOC119078429|XP_037041836.1|BCOP	LOC113565885|XP_026845047.1|DPER, LOC6589698|XP_026844466.1|DPER
OG0008486	LOC119079459|XP_037043281.1|BCOP	LOC6602551|XP_026846752.1|DPER
OG0008487	LOC119084318|XP_037050139.1|BCOP	LOC6598403|XP_002023647.1|DPER
OG0008488	LOC119085368|XP_037051646.1|BCOP	LOC6594364|XP_002019956.1|DPER
OG0008528	LOC119067480|XP_037026378.1|BCOP	LOC6601098|XP_002026063.1|DPER
OG0008529	LOC119068884|XP_037028644.1|BCOP	LOC6596750|XP_002021933.2|DPER
OG0008530	LOC119068885|XP_037028646.1|BCOP	LOC6602661|XP_002027701.1|DPER
OG0008532	LOC119067305|XP_037026107.1|BCOP	LOC6600042|XP_026849237.1|DPER
OG0008534	LOC119066994|XP_037025614.1|BCOP	LOC6601707|XP_026846967.1|DPER
OG0008536	LOC119068144|XP_037027502.1|BCOP	LOC113566672|XP_026849149.1|DPER
OG0008537	LOC119069856|XP_037029926.1|BCOP	LOC6587631|XP_002013907.2|DPER
OG0008538	LOC119081344|XP_037046057.1|BCOP	LOC6597265|XP_026846375.1|DPER
OG0008540	LOC119067241|XP_037026003.1|BCOP	LOC6595204|XP_002020239.2|DPER
OG0008541	LOC119073998|XP_037035822.1|BCOP	LOC6592769|XP_002017821.2|DPER
OG0008542	LOC119068431|XP_037027896.1|BCOP	LOC6596213|XP_002021281.2|DPER
OG0008544	LOC119080602|XP_037044895.1|BCOP	LOC113565177|XP_026842266.1|DPER
OG0008545	LOC119079989|XP_037044041.1|BCOP	LOC6590021|XP_002016575.1|DPER
OG0008546	LOC119080512|XP_037044817.1|BCOP	LOC6601247|XP_026849966.1|DPER
OG0008547	LOC119078781|XP_037042388.1|BCOP	LOC6596892|XP_002021839.2|DPER
OG0008549	LOC119080083|XP_037044199.1|BCOP	LOC6595267|XP_002020206.1|DPER
OG0008551	LOC119080649|XP_037044958.1|BCOP	LOC6595889|XP_002021402.2|DPER
OG0008552	LOC119080162|XP_037044278.1|BCOP	LOC6602467|XP_026848741.1|DPER
OG0008553	LOC119073402|XP_037034731.1|BCOP	LOC6592994|XP_002017977.2|DPER
OG0008554	LOC119076589|XP_037039327.1|BCOP	LOC6596733|XP_026845876.1|DPER
OG0008555	LOC119073785|XP_037035379.1|BCOP	LOC6596768|XP_026845897.1|DPER
OG0008556	LOC119085212|XP_037051418.1|BCOP	LOC6592442|XP_002017787.2|DPER
OG0008558	LOC119075651|XP_037038037.1|BCOP	LOC6588824|XP_002014421.1|DPER
OG0008560	LOC119078487|XP_037041939.1|BCOP	LOC6593468|XP_026843851.1|DPER
OG0008561	LOC119071638|XP_037032494.1|BCOP	LOC6589365|XP_026844512.1|DPER
OG0008562	LOC119085229|XP_037051436.1|BCOP	LOC6593650|XP_002019237.2|DPER
OG0008563	LOC119068240|XP_037027660.1|BCOP	LOC6595149|XP_002020139.1|DPER
OG0008564	LOC119071461|XP_037032213.1|BCOP	LOC6589877|XP_026844716.1|DPER
OG0008565	LOC119081498|XP_037046399.1|BCOP	LOC6602425|XP_002027455.2|DPER, LOC6602420|XP_002027456.1|DPER
OG0008566	LOC119076261|XP_037038826.1|BCOP	LOC6598008|XP_002023233.1|DPER
OG0008567	LOC119066790|XP_037025347.1|BCOP	LOC113565641|XP_026844011.1|DPER
OG0008569	LOC119083024|XP_037048559.1|BCOP	LOC6598376|XP_026846131.1|DPER
OG0008570	LOC119075017|XP_037037319.1|BCOP	LOC6600125|XP_026846682.1|DPER
OG0008571	LOC119084412|XP_037050275.1|BCOP	LOC6602469|XP_026848843.1|DPER
OG0008573	LOC119077811|XP_037041017.1|BCOP	LOC6600163|XP_026846710.1|DPER
OG0008575	LOC119074299|XP_037036213.1|BCOP	LOC6587714|XP_026840318.1|DPER
OG0008576	LOC119068640|XP_037028209.1|BCOP	LOC6600712|XP_026848691.1|DPER
OG0008577	LOC119070725|XP_037031087.1|BCOP	LOC6596175|XP_026845549.1|DPER
OG0008578	LOC119080533|XP_037044840.1|BCOP	LOC6591336|XP_002016934.2|DPER
OG0008581	LOC119069736|XP_037029770.1|BCOP	LOC6602350|XP_002027429.1|DPER
OG0008582	LOC119074296|XP_037036207.1|BCOP	LOC113566027|XP_026845590.1|DPER
OG0008583	LOC119075221|XP_037037502.1|BCOP	LOC6603580|XP_026846679.1|DPER
OG0008584	LOC119076655|XP_037039432.1|BCOP	LOC6600452|XP_026848395.1|DPER
OG0008585	LOC119070478|XP_037030731.1|BCOP	LOC6599900|XP_026849183.1|DPER
OG0008586	LOC119070401|XP_037030624.1|BCOP	LOC6599899|XP_002025012.1|DPER
OG0008587	LOC119076815|XP_037039697.1|BCOP	LOC6594448|XP_026850346.1|DPER
OG0008588	LOC119075704|XP_037038123.1|BCOP	LOC6594055|XP_002019878.1|DPER
OG0008589	LOC119084038|XP_037049765.1|BCOP	LOC6603230|XP_002028206.2|DPER
OG0008590	LOC119072204|XP_037033267.1|BCOP	LOC113564903|XP_026840012.1|DPER
OG0008592	LOC119066886|XP_037025470.1|BCOP	LOC6593126|XP_002018100.1|DPER
OG0008595	LOC119081294|XP_037045950.1|BCOP	LOC6601353|XP_026841457.1|DPER
OG0008596	LOC119081299|XP_037045955.1|BCOP	LOC6603677|XP_002028650.1|DPER
OG0008598	LOC119075225|XP_037037508.1|BCOP	LOC6599930|XP_026849225.1|DPER
OG0008599	LOC119078847|XP_037042451.1|BCOP	LOC6600222|XP_002025220.1|DPER
OG0008604	LOC119081309|XP_037045968.1|BCOP	LOC6590748|XP_002015679.1|DPER
OG0008608	LOC119076166|XP_037038746.1|BCOP	LOC6597549|XP_002022798.1|DPER
OG0008609	LOC119084492|XP_037050392.1|BCOP	LOC6594147|XP_002019773.1|DPER
OG0008616	LOC119068167|XP_037027544.1|BCOP	LOC6595027|XP_026839972.1|DPER
OG0008617	LOC119071970|XP_037032998.1|BCOP	LOC6595107|XP_002020181.2|DPER
OG0008619	LOC119078670|XP_037042224.1|BCOP	LOC113565757|XP_026844627.1|DPER
OG0008620	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP	LOC6592761|XP_002017813.1|DPER
OG0008621	LOC119069228|XP_037029161.1|BCOP	LOC6588130|XP_002013755.1|DPER, LOC6588032|XP_002013753.1|DPER
OG0008622	LOC119071773|XP_037032718.1|BCOP	LOC6590355|XP_026841958.1|DPER
OG0008623	LOC119073668|XP_037035168.1|BCOP	LOC6592652|XP_002017988.1|DPER
OG0008624	LOC119073421|XP_037034761.1|BCOP	LOC6592301|XP_026842848.1|DPER
OG0008625	LOC119073941|XP_037035710.1|BCOP	LOC6592922|XP_026842825.1|DPER
OG0008626	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP	LOC6602702|XP_026841535.1|DPER
OG0008627	LOC119077368|XP_037040451.1|BCOP	LOC6593606|XP_002018661.1|DPER, LOC6600585|XP_026847589.1|DPER
OG0008629	LOC119079350|XP_037043074.1|BCOP	LOC6593621|XP_002018990.2|DPER, LOC6593733|XP_026843124.1|DPER
OG0008630	LOC119079461|XP_037043283.1|BCOP	LOC6602029|XP_002027076.2|DPER
OG0008631	LOC119079702|XP_037043654.1|BCOP	LOC113566506|XP_026848232.1|DPER, LOC6587881|XP_026851236.1|DPER
OG0008632	LOC119080260|XP_037044403.1|BCOP	LOC6587943|XP_026839999.1|DPER
OG0008633	LOC119080396|XP_037044610.1|BCOP	LOC6590817|XP_026841172.1|DPER
OG0008634	LOC119082404|XP_037047830.1|BCOP	LOC6597929|XP_002023100.2|DPER
OG0008635	LOC119083093|XP_037048611.1|BCOP	LOC6592765|XP_002017817.1|DPER
OG0008680	LOC119068823|XP_037028490.1|BCOP	LOC6599320|XP_002024563.2|DPER
OG0008683	LOC119071854|XP_037032807.1|BCOP	LOC6598371|XP_002023396.1|DPER
OG0008684	LOC119081319|XP_037046002.1|BCOP	LOC6599302|XP_002024235.2|DPER
OG0008687	LOC119080146|XP_037044258.1|BCOP	LOC6590999|XP_002016563.1|DPER
OG0008688	LOC119074057|XP_037035904.1|BCOP	LOC6600146|XP_002025263.1|DPER
OG0008689	LOC119081448|XP_037046282.1|BCOP	LOC6594318|XP_002019361.1|DPER
OG0008690	LOC119081734|XP_037046798.1|BCOP, LOC119079275|XP_037042956.1|BCOP	LOC6593750|XP_026843738.1|DPER
OG0008696	LOC119068875|XP_037028655.1|BCOP	LOC6591853|XP_026850973.1|DPER
OG0008697	LOC119068543|XP_037028062.1|BCOP	LOC6601888|XP_002026937.1|DPER
OG0008698	LOC119070053|XP_037030243.1|BCOP	LOC6598454|XP_002023545.1|DPER
OG0008699	LOC119071918|XP_037032936.1|BCOP	LOC6603786|XP_026848085.1|DPER
OG0008700	LOC119066845|XP_037025408.1|BCOP, LOC119085028|XP_037051111.1|BCOP	LOC6594411|XP_002019675.1|DPER
OG0008701	LOC119072650|XP_037033799.1|BCOP	LOC6601635|XP_002026638.1|DPER
OG0008704	LOC119072906|XP_037034122.1|BCOP	LOC6588901|XP_002014986.2|DPER
OG0008705	LOC119082374|XP_037047792.1|BCOP	LOC6593688|XP_026843761.1|DPER
OG0008707	LOC119083484|XP_037049105.1|BCOP	LOC6598117|XP_026843260.1|DPER
OG0008708	LOC119068786|XP_037028441.1|BCOP	LOC6599109|XP_002024410.1|DPER
OG0008711	LOC119074586|XP_037036714.1|BCOP	LOC6594357|XP_026850241.1|DPER
OG0008712	LOC119074045|XP_037035886.1|BCOP	LOC6601352|XP_002026411.2|DPER
OG0008715	LOC119068492|XP_037027999.1|BCOP	LOC6588459|XP_002013202.1|DPER
OG0008718	LOC119079552|XP_037043434.1|BCOP	LOC6593043|XP_002017598.1|DPER
OG0008719	LOC119077860|XP_037041085.1|BCOP	LOC6588604|XP_026840356.1|DPER
OG0008721	LOC119067402|XP_037026244.1|BCOP	LOC113565934|XP_026845094.1|DPER
OG0008722	LOC119084371|XP_037050215.1|BCOP, LOC119070041|XP_037030220.1|BCOP, LOC119084454|XP_037050330.1|BCOP	LOC6594281|XP_026851201.1|DPER
OG0008725	LOC119080399|XP_037044662.1|BCOP	LOC6593266|XP_002017917.1|DPER
OG0008726	LOC119075463|XP_037037807.1|BCOP	LOC6591098|XP_002016253.2|DPER
OG0008727	LOC119068221|XP_037027612.1|BCOP	LOC6587218|XP_026844438.1|DPER
OG0008728	LOC119068495|XP_037028004.1|BCOP	LOC6598632|XP_002023844.1|DPER
OG0008729	LOC119068585|XP_037028125.1|BCOP, LOC119080362|XP_037044556.1|BCOP	LOC6601759|XP_002026834.1|DPER
OG0008730	LOC119069745|XP_037029780.1|BCOP	LOC6602614|XP_002027641.1|DPER
OG0008731	LOC119069782|XP_037029819.1|BCOP	LOC6588522|XP_026851234.1|DPER
OG0008732	LOC119069804|XP_037029856.1|BCOP, LOC119085052|XP_037051163.1|BCOP	LOC6602244|XP_026843180.1|DPER
OG0008734	LOC119066678|XP_037025164.1|BCOP	LOC6591319|XP_002017548.2|DPER
OG0008735	LOC119066151|XP_037024347.1|BCOP	LOC6593239|XP_002018360.1|DPER
OG0008736	LOC119066319|XP_037024604.1|BCOP	LOC6592825|XP_002017754.1|DPER
OG0008737	LOC119074684|XP_037036862.1|BCOP, LOC119070706|XP_037031053.1|BCOP, LOC119084666|XP_037050637.1|BCOP, LOC119071418|XP_037032190.1|BCOP	LOC6594284|XP_002019610.2|DPER
OG0008738	LOC119070817|XP_037031193.1|BCOP	LOC6593653|XP_002019240.1|DPER
OG0008739	LOC119070668|XP_037030997.1|BCOP	LOC6601840|XP_002026871.1|DPER
OG0008740	LOC119071866|XP_037032822.1|BCOP	LOC6600947|XP_002026018.2|DPER
OG0008741	LOC119085091|XP_037051227.1|BCOP, LOC119073059|XP_037034260.1|BCOP	LOC6592835|XP_026842726.1|DPER
OG0008742	LOC119084534|XP_037050439.1|BCOP, LOC119074164|XP_037036064.1|BCOP	LOC6596219|XP_026845246.1|DPER
OG0008743	LOC119073899|XP_037035683.1|BCOP	LOC6593057|XP_002018469.1|DPER
OG0008744	LOC119074055|XP_037035902.1|BCOP	LOC6591021|XP_002016373.1|DPER
OG0008745	LOC119074442|XP_037036468.1|BCOP	LOC6600661|XP_002025739.2|DPER
OG0008746	LOC119076051|XP_037038579.1|BCOP	LOC6594447|XP_026850348.1|DPER
OG0008747	LOC119080507|XP_037044803.1|BCOP	LOC6601151|XP_026848151.1|DPER
OG0008748	LOC119083259|XP_037048831.1|BCOP	LOC6595536|XP_026844016.1|DPER, LOC6595634|XP_002020677.2|DPER
OG0008749	LOC119084048|XP_037049779.1|BCOP	LOC6589732|XP_002015136.1|DPER
OG0008750	LOC119085071|XP_037051205.1|BCOP, LOC119084605|XP_037050562.1|BCOP	LOC6589022|XP_026844141.1|DPER
OG0008805	LOC119083656|XP_037049331.1|BCOP	LOC6597432|XP_026846565.1|DPER
OG0008807	LOC119068718|XP_037028302.1|BCOP	LOC6598137|XP_026846290.1|DPER
OG0008808	LOC119068441|XP_037027908.1|BCOP	LOC6600775|XP_026845174.1|DPER
OG0008811	LOC119069771|XP_037029804.1|BCOP	LOC6594819|XP_026843871.1|DPER
OG0008813	LOC119070427|XP_037030663.1|BCOP	LOC6587898|XP_002013732.2|DPER
OG0008814	LOC119079907|XP_037043892.1|BCOP	LOC6591049|XP_002016560.1|DPER
OG0008820	LOC119075690|XP_037038108.1|BCOP, LOC119084682|XP_037050657.1|BCOP	LOC6589550|XP_026843910.1|DPER
OG0008821	LOC119075758|XP_037038194.1|BCOP	LOC6603793|XP_026846625.1|DPER
OG0008831	LOC119069233|XP_037029209.1|BCOP	LOC6600449|XP_026848417.1|DPER
OG0008832	LOC119070870|XP_037031318.1|BCOP	LOC6600448|XP_026848393.1|DPER
OG0008833	LOC119071533|XP_037032311.1|BCOP	LOC6598159|XP_026846295.1|DPER
OG0008834	LOC119069951|XP_037030074.1|BCOP	LOC113565960|XP_026845192.1|DPER
OG0008838	LOC119081276|XP_037045927.1|BCOP	LOC6588921|XP_002014483.1|DPER
OG0008841	LOC119077707|XP_037040883.1|BCOP	LOC113566618|XP_026848854.1|DPER
OG0008842	LOC119078149|XP_037041518.1|BCOP	LOC6592563|XP_002018245.2|DPER
OG0008845	LOC119078524|XP_037041984.1|BCOP	LOC6596413|XP_002021598.1|DPER
OG0008847	LOC119070606|XP_037030920.1|BCOP	LOC6591830|XP_002016980.1|DPER
OG0008849	LOC119084911|XP_037050962.1|BCOP	LOC113566620|XP_026848888.1|DPER
OG0008852	LOC119072438|XP_037033548.1|BCOP	LOC6591086|XP_026842853.1|DPER
OG0008854	LOC119066768|XP_037025308.1|BCOP, LOC119080958|XP_037045482.1|BCOP	LOC6589377|XP_002015049.2|DPER
OG0008855	LOC119069845|XP_037029913.1|BCOP	LOC6599218|XP_026848266.1|DPER
OG0008856	LOC119072400|XP_037033510.1|BCOP	LOC6602008|XP_002027036.1|DPER
OG0008857	LOC119073247|XP_037034480.1|BCOP	LOC6597138|XP_002022326.1|DPER
OG0008858	LOC119077415|XP_037040526.1|BCOP	LOC6591609|XP_002017104.1|DPER
OG0008859	LOC119077512|XP_037040644.1|BCOP	LOC6602812|XP_002027814.2|DPER
OG0008860	LOC119084750|XP_037050717.1|BCOP	LOC6594975|XP_002020494.1|DPER
OG0008861	LOC119081010|XP_037045589.1|BCOP	LOC6592210|XP_002017770.1|DPER
OG0008862	LOC119067800|XP_037026842.1|BCOP	LOC6591322|XP_026845585.1|DPER
OG0008863	LOC119068048|XP_037027310.1|BCOP	LOC113565557|XP_026843671.1|DPER
OG0008864	LOC119068149|XP_037027516.1|BCOP	LOC6592590|XP_002018072.2|DPER
OG0008865	LOC119066770|XP_037025317.1|BCOP	LOC6595449|XP_026844208.1|DPER
OG0008866	LOC119066671|XP_037025152.1|BCOP, LOC119082089|XP_037047348.1|BCOP	LOC6595574|XP_026844391.1|DPER
OG0008867	LOC119071630|XP_037032483.1|BCOP, LOC119075289|XP_037037582.1|BCOP, LOC119066346|XP_037024654.1|BCOP, LOC119070646|XP_037030970.1|BCOP	LOC6598360|XP_002023435.1|DPER
OG0008868	LOC119070709|XP_037031057.1|BCOP	LOC6593020|XP_002018261.2|DPER
OG0008869	LOC119070685|XP_037031028.1|BCOP	LOC6596171|XP_002021148.1|DPER
OG0008870	LOC119071280|XP_037032041.1|BCOP	LOC113566471|XP_026848004.1|DPER
OG0008871	LOC119071298|XP_037032068.1|BCOP	LOC6601518|XP_026848010.1|DPER
OG0008872	LOC119071487|XP_037032234.1|BCOP	LOC6595414|XP_002020887.1|DPER
OG0008873	LOC119071734|XP_037032660.1|BCOP	LOC6588357|XP_026842613.1|DPER, LOC113565469|XP_026843369.1|DPER, LOC6593728|XP_002019106.2|DPER
OG0008874	LOC119071956|XP_037032983.1|BCOP	LOC6590529|XP_002016398.1|DPER
OG0008875	LOC119073351|XP_037034642.1|BCOP	LOC6592220|XP_002018490.1|DPER
OG0008876	LOC119073353|XP_037034646.1|BCOP	LOC6602001|XP_026846796.1|DPER
OG0008877	LOC119073883|XP_037035658.1|BCOP	LOC6595970|XP_026845354.1|DPER
OG0008878	LOC119073993|XP_037035814.1|BCOP	LOC6591926|XP_026849375.1|DPER, LOC6593532|XP_002018719.1|DPER
OG0008879	LOC119074090|XP_037035945.1|BCOP	LOC6592621|XP_026842538.1|DPER
OG0008880	LOC119075398|XP_037037735.1|BCOP	LOC6596917|XP_026845500.1|DPER
OG0008881	LOC119075701|XP_037038122.1|BCOP	LOC6601304|XP_002026342.1|DPER
OG0008882	LOC119075593|XP_037037958.1|BCOP	LOC6588918|XP_002014480.2|DPER
OG0008883	LOC119077895|XP_037041157.1|BCOP	LOC6592146|XP_002017282.1|DPER
OG0008884	LOC119077952|XP_037041215.1|BCOP	LOC6592009|XP_002017437.1|DPER
OG0008885	LOC119078693|XP_037042250.1|BCOP	LOC6598061|XP_002023154.2|DPER
OG0008886	LOC119079170|XP_037042882.1|BCOP	LOC6601627|XP_002026630.2|DPER
OG0008887	LOC119079978|XP_037044013.1|BCOP	LOC6592554|XP_002017932.1|DPER
