Orthogroup	BCOP.longest_only	SLEB.longest_only
OG0006470	LOC119068428|XP_037027891.1|BCOP	LOC115622955|XP_030372955.1|SLEB
OG0006471	LOC119073968|XP_037035769.1|BCOP	LOC115620368|XP_030369433.1|SLEB
OG0006472	LOC119067217|XP_037025958.1|BCOP	LOC115620818|XP_030370105.1|SLEB
OG0006473	LOC119081915|XP_037047050.1|BCOP	LOC115622365|XP_030372140.1|SLEB
OG0006474	LOC119082692|XP_037048163.1|BCOP	LOC115634096|XP_030387513.1|SLEB
OG0006475	LOC119067896|XP_037027081.1|BCOP	LOC115621834|XP_030371503.1|SLEB
OG0006476	LOC119068097|XP_037027415.1|BCOP	LOC115628869|XP_030380985.1|SLEB
OG0006477	LOC119068115|XP_037027459.1|BCOP	LOC115628764|XP_030380840.1|SLEB
OG0006479	LOC119085649|XP_037051983.1|BCOP	LOC115621390|XP_030370883.1|SLEB
OG0006480	LOC119080197|XP_037044332.1|BCOP	LOC115620008|XP_030368967.1|SLEB
OG0006481	LOC119085434|XP_037051745.1|BCOP	LOC115631695|XP_030384377.1|SLEB
OG0006482	LOC119068972|XP_037028733.1|BCOP	LOC115620665|XP_030369879.1|SLEB
OG0006483	LOC119085249|XP_037051480.1|BCOP	LOC115621300|XP_030370769.1|SLEB
OG0006484	LOC119068377|XP_037027841.1|BCOP	LOC115622014|XP_030371728.1|SLEB
OG0006485	LOC119082530|XP_037047940.1|BCOP	LOC115625314|XP_030376192.1|SLEB
OG0006486	LOC119068559|XP_037028080.1|BCOP	LOC115623872|XP_030374278.1|SLEB
OG0006487	LOC119067077|XP_037025712.1|BCOP	LOC115629458|XP_030381785.1|SLEB
OG0006488	LOC119069434|XP_037029386.1|BCOP	LOC115627209|XP_030378689.1|SLEB
OG0006489	LOC119068104|XP_037027425.1|BCOP	LOC115621739|XP_030371329.1|SLEB
OG0006490	LOC119067971|XP_037027208.1|BCOP	LOC115623767|XP_030374163.1|SLEB
OG0006491	LOC119077136|XP_037040210.1|BCOP	LOC115631882|XP_030384591.1|SLEB
OG0006492	LOC119067090|XP_037025744.1|BCOP	LOC115621504|XP_030371033.1|SLEB
OG0006493	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC119081751|XP_037046828.1|BCOP	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC119068563|XP_037028087.1|BCOP	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC119067268|XP_037026042.1|BCOP	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC119067895|XP_037027079.1|BCOP	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC119067883|XP_037027057.1|BCOP	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC119067877|XP_037027041.1|BCOP	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC119085007|XP_037051084.1|BCOP	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC119067891|XP_037027071.1|BCOP	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC119069237|XP_037029173.1|BCOP	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC119069272|XP_037029225.1|BCOP	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC119075756|XP_037038188.1|BCOP	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC119069138|XP_037028939.1|BCOP	LOC115620622|XP_030369809.1|SLEB
OG0006506	LOC119069144|XP_037028944.1|BCOP	LOC115622618|XP_030372479.1|SLEB
OG0006507	LOC119080404|XP_037044627.1|BCOP	LOC115625187|XP_030376013.1|SLEB
OG0006509	LOC119070501|XP_037030744.1|BCOP	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC119069224|XP_037029145.1|BCOP	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC119067518|XP_037026433.1|BCOP	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC119070569|XP_037030869.1|BCOP	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC119067793|XP_037026832.1|BCOP	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC119067999|XP_037027255.1|BCOP	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC119067998|XP_037027254.1|BCOP	LOC115621114|XP_030370518.1|SLEB
OG0006516	LOC119067840|XP_037026910.1|BCOP	LOC115625459|XP_030376366.1|SLEB
OG0006517	LOC119070399|XP_037030617.1|BCOP	LOC115625183|XP_030376007.1|SLEB
OG0006518	LOC119067844|XP_037026923.1|BCOP	LOC115625550|XP_030376491.1|SLEB
OG0006519	LOC119067507|XP_037026414.1|BCOP	LOC115625184|XP_030376008.1|SLEB
OG0006520	LOC119069134|XP_037028935.1|BCOP	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC119068028|XP_037027286.1|BCOP	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC119069712|XP_037029731.1|BCOP	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC119069676|XP_037029690.1|BCOP	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC119067573|XP_037026552.1|BCOP	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC119070275|XP_037030431.1|BCOP	LOC115629136|XP_030381340.1|SLEB
OG0006528	LOC119068812|XP_037028482.1|BCOP	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC119068813|XP_037028483.1|BCOP	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC119068817|XP_037028485.1|BCOP	LOC115621979|XP_030371691.1|SLEB
OG0006532	LOC119069225|XP_037029146.1|BCOP	LOC115621226|XP_030370675.1|SLEB
OG0006533	LOC119069215|XP_037029086.1|BCOP	LOC115624888|XP_030375596.1|SLEB
OG0006534	LOC119077417|XP_037040524.1|BCOP	LOC115620375|XP_030369441.1|SLEB
OG0006535	LOC119067085|XP_037025738.1|BCOP	LOC115621919|XP_030371622.1|SLEB
OG0006536	LOC119069946|XP_037030069.1|BCOP	LOC115625583|XP_030376547.1|SLEB
OG0006537	LOC119069811|XP_037029864.1|BCOP	LOC115620484|XP_030369576.1|SLEB
OG0006538	LOC119069725|XP_037029744.1|BCOP	LOC115620544|XP_030369687.1|SLEB
OG0006539	LOC119068196|XP_037027591.1|BCOP	LOC115622038|XP_030371766.1|SLEB
OG0006540	LOC119070315|XP_037030475.1|BCOP	LOC115621235|XP_030370685.1|SLEB
OG0006541	LOC119070439|XP_037030684.1|BCOP	LOC115620587|XP_030369756.1|SLEB
OG0006542	LOC119070440|XP_037030685.1|BCOP	LOC115620588|XP_030369757.1|SLEB
OG0006543	LOC119068708|XP_037028292.1|BCOP	LOC115620506|XP_030369623.1|SLEB
OG0006544	LOC119074598|XP_037036738.1|BCOP	LOC115623626|XP_030373926.1|SLEB
OG0006545	LOC119069592|XP_037029577.1|BCOP	LOC115629728|XP_030382121.1|SLEB
OG0006546	LOC119069588|XP_037029573.1|BCOP	LOC115620762|XP_030370022.1|SLEB
OG0006547	LOC119070084|XP_037030292.1|BCOP	LOC115625316|XP_030376197.1|SLEB
OG0006548	LOC119067347|XP_037026153.1|BCOP	LOC115621493|XP_030371021.1|SLEB
OG0006549	LOC119067009|XP_037025631.1|BCOP	LOC115625609|XP_030376604.1|SLEB
OG0006550	LOC119067008|XP_037025629.1|BCOP	LOC115621556|XP_030371088.1|SLEB
OG0006551	LOC119071215|XP_037031919.1|BCOP	LOC115629593|XP_030381944.1|SLEB
OG0006552	LOC119068033|XP_037027335.1|BCOP	LOC115629559|XP_030381910.1|SLEB
OG0006553	LOC119068666|XP_037028243.1|BCOP	LOC115620855|XP_030370159.1|SLEB
OG0006554	LOC119069418|XP_037029360.1|BCOP	LOC115623902|XP_030374317.1|SLEB
OG0006555	LOC119068773|XP_037028424.1|BCOP	LOC115622753|XP_030372667.1|SLEB
OG0006557	LOC119084789|XP_037050749.1|BCOP	LOC115625233|XP_030376078.1|SLEB
OG0006558	LOC119084022|XP_037049739.1|BCOP	LOC115620673|XP_030369896.1|SLEB
OG0006559	LOC119069785|XP_037029822.1|BCOP	LOC115621250|XP_030370703.1|SLEB
OG0006560	LOC119072547|XP_037033676.1|BCOP	LOC115620471|XP_030369562.1|SLEB
OG0006561	LOC119074461|XP_037036497.1|BCOP	LOC115621333|XP_030370814.1|SLEB
OG0006562	LOC119067919|XP_037027116.1|BCOP	LOC115620965|XP_030370346.1|SLEB
OG0006563	LOC119070491|XP_037030739.1|BCOP	LOC115621996|XP_030371711.1|SLEB
OG0006564	LOC119070488|XP_037030736.1|BCOP	LOC115620819|XP_030370106.1|SLEB
OG0006565	LOC119070486|XP_037030734.1|BCOP	LOC115622039|XP_030371767.1|SLEB
OG0006566	LOC119067282|XP_037026057.1|BCOP	LOC115625587|XP_030376557.1|SLEB
OG0006567	LOC119068689|XP_037028271.1|BCOP	LOC115620192|XP_030369183.1|SLEB
OG0006568	LOC119068688|XP_037028270.1|BCOP	LOC115620190|XP_030369181.1|SLEB
OG0006569	LOC119072870|XP_037034070.1|BCOP	LOC115632473|XP_030385502.1|SLEB
OG0006570	LOC119067115|XP_037025784.1|BCOP	LOC115624397|XP_030374984.1|SLEB
OG0006571	LOC119070515|XP_037030774.1|BCOP	LOC115620432|XP_030369520.1|SLEB
OG0006572	LOC119078819|XP_037042420.1|BCOP	LOC115629976|XP_030382459.1|SLEB
OG0006573	LOC119067184|XP_037025902.1|BCOP	LOC115623400|XP_030373569.1|SLEB
OG0006574	LOC119069196|XP_037029039.1|BCOP	LOC115620288|XP_030369321.1|SLEB
OG0006575	LOC119069120|XP_037028912.1|BCOP	LOC115621147|XP_030370563.1|SLEB
OG0006577	LOC119082471|XP_037047888.1|BCOP	LOC115625313|XP_030376191.1|SLEB
OG0006578	LOC119070558|XP_037030857.1|BCOP	LOC115625151|XP_030375935.1|SLEB
OG0006579	LOC119068985|XP_037028750.1|BCOP	LOC115628535|XP_030380557.1|SLEB
OG0006580	LOC119070355|XP_037030543.1|BCOP	LOC115621443|XP_030370957.1|SLEB
OG0006581	LOC119067105|XP_037025764.1|BCOP	LOC115623921|XP_030374338.1|SLEB
OG0006582	LOC119067113|XP_037025782.1|BCOP	LOC115623532|XP_030373775.1|SLEB
OG0006583	LOC119080704|XP_037045058.1|BCOP	LOC115620457|XP_030369547.1|SLEB
OG0006584	LOC119078674|XP_037042228.1|BCOP	LOC115631004|XP_030383463.1|SLEB
OG0006585	LOC119081167|XP_037045802.1|BCOP	LOC115631949|XP_030384663.1|SLEB
OG0006586	LOC119068489|XP_037027996.1|BCOP	LOC115620535|XP_030369666.1|SLEB
OG0006587	LOC119068475|XP_037027981.1|BCOP	LOC115620533|XP_030369663.1|SLEB
OG0006588	LOC119085742|XP_037052106.1|BCOP	LOC115625200|XP_030376027.1|SLEB
OG0006589	LOC119085755|XP_037052133.1|BCOP	LOC115629463|XP_030381791.1|SLEB
OG0006590	LOC119085759|XP_037052138.1|BCOP	LOC115623441|XP_030373650.1|SLEB
OG0006591	LOC119073991|XP_037035802.1|BCOP	LOC115622192|XP_030371941.1|SLEB
OG0006592	LOC119085729|XP_037052089.1|BCOP	LOC115625089|XP_030375848.1|SLEB
OG0006593	LOC119085728|XP_037052088.1|BCOP	LOC115625088|XP_030375846.1|SLEB
OG0006594	LOC119084887|XP_037050929.1|BCOP	LOC115632549|XP_030385624.1|SLEB
OG0006595	LOC119081724|XP_037046762.1|BCOP	LOC115631092|XP_030383603.1|SLEB
OG0006596	LOC119081745|XP_037046811.1|BCOP	LOC115625815|XP_030376865.1|SLEB
OG0006597	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP	LOC115632215|XP_030385132.1|SLEB
OG0006598	LOC119083065|XP_037048583.1|BCOP	LOC115631999|XP_030384788.1|SLEB
OG0006599	LOC119075457|XP_037037795.1|BCOP	LOC115623178|XP_030373258.1|SLEB
OG0006600	LOC119076288|XP_037038848.1|BCOP	LOC115628219|XP_030380069.1|SLEB
OG0006601	LOC119080529|XP_037044835.1|BCOP	LOC115633143|XP_030386411.1|SLEB
OG0006602	LOC119084908|XP_037050958.1|BCOP	LOC115633144|XP_030386413.1|SLEB
OG0006603	LOC119075845|XP_037038296.1|BCOP	LOC115632604|XP_030385689.1|SLEB
OG0006604	LOC119074579|XP_037036708.1|BCOP	LOC115622961|XP_030372967.1|SLEB
OG0006605	LOC119072799|XP_037033992.1|BCOP	LOC115628915|XP_030381038.1|SLEB
OG0006606	LOC119079662|XP_037043607.1|BCOP	LOC115622839|XP_030372778.1|SLEB
OG0006607	LOC119079302|XP_037042984.1|BCOP	LOC115633078|XP_030386312.1|SLEB
OG0006608	LOC119073748|XP_037035303.1|BCOP	LOC115623480|XP_030373709.1|SLEB
OG0006609	LOC119073542|XP_037034984.1|BCOP	LOC115621631|XP_030371191.1|SLEB
OG0006610	LOC119073694|XP_037035185.1|BCOP	LOC115632188|XP_030385092.1|SLEB
OG0006611	LOC119073711|XP_037035228.1|BCOP	LOC115632204|XP_030385113.1|SLEB
OG0006612	LOC119073718|XP_037035236.1|BCOP	LOC115632763|XP_030385871.1|SLEB
OG0006613	LOC119073602|XP_037035070.1|BCOP	LOC115632784|XP_030385895.1|SLEB
OG0006614	LOC119079802|XP_037043759.1|BCOP	LOC115632082|XP_030384902.1|SLEB
OG0006615	LOC119079800|XP_037043757.1|BCOP	LOC115632216|XP_030385134.1|SLEB
OG0006616	LOC119084849|XP_037050861.1|BCOP	LOC115632179|XP_030385073.1|SLEB
OG0006617	LOC119078726|XP_037042302.1|BCOP	LOC115632129|XP_030384995.1|SLEB
OG0006618	LOC119080862|XP_037045334.1|BCOP	LOC115622819|XP_030372752.1|SLEB
OG0006619	LOC119080517|XP_037044821.1|BCOP	LOC115622652|XP_030372521.1|SLEB
OG0006620	LOC119080421|XP_037044657.1|BCOP	LOC115622198|XP_030371950.1|SLEB
OG0006621	LOC119080497|XP_037044791.1|BCOP	LOC115622534|XP_030372357.1|SLEB
OG0006622	LOC119074129|XP_037036011.1|BCOP	LOC115622623|XP_030372486.1|SLEB
OG0006624	LOC119081376|XP_037046152.1|BCOP	LOC115633847|XP_030387199.1|SLEB
OG0006626	LOC119073842|XP_037035576.1|BCOP	LOC115621136|XP_030370553.1|SLEB
OG0006627	LOC119073835|XP_037035541.1|BCOP	LOC115622573|XP_030372416.1|SLEB
OG0006628	LOC119073975|XP_037035776.1|BCOP	LOC115629866|XP_030382321.1|SLEB
OG0006629	LOC119081559|XP_037046483.1|BCOP	LOC115627737|XP_030379371.1|SLEB
OG0006630	LOC119074484|XP_037036526.1|BCOP	LOC115633885|XP_030387253.1|SLEB
OG0006631	LOC119078214|XP_037041571.1|BCOP	LOC115632890|XP_030386032.1|SLEB
OG0006632	LOC119079634|XP_037043549.1|BCOP	LOC115633732|XP_030387065.1|SLEB
OG0006633	LOC119079543|XP_037043425.1|BCOP	LOC115628262|XP_030380141.1|SLEB
OG0006634	LOC119070936|XP_037031377.1|BCOP	LOC115631054|XP_030383550.1|SLEB
OG0006635	LOC119068110|XP_037027451.1|BCOP	LOC115631907|XP_030384617.1|SLEB
OG0006636	LOC119073903|XP_037035688.1|BCOP	LOC115626739|XP_030378048.1|SLEB
OG0006637	LOC119081284|XP_037045941.1|BCOP	LOC115624675|XP_030375333.1|SLEB
OG0006638	LOC119080313|XP_037044483.1|BCOP	LOC115630710|XP_030383226.1|SLEB
OG0006639	LOC119080599|XP_037044888.1|BCOP	LOC115634388|XP_030387933.1|SLEB
OG0006640	LOC119074115|XP_037035977.1|BCOP	LOC115623323|XP_030373449.1|SLEB
OG0006641	LOC119074119|XP_037035981.1|BCOP	LOC115623908|XP_030374327.1|SLEB
OG0006642	LOC119080876|XP_037045347.1|BCOP	LOC115627958|XP_030379715.1|SLEB
OG0006643	LOC119080902|XP_037045381.1|BCOP	LOC115634039|XP_030387443.1|SLEB
OG0006644	LOC119079577|XP_037043463.1|BCOP	LOC115622856|XP_030372800.1|SLEB
OG0006645	LOC119079979|XP_037044017.1|BCOP	LOC115626198|XP_030377338.1|SLEB
OG0006646	LOC119080058|XP_037044159.1|BCOP	LOC115624617|XP_030375232.1|SLEB
OG0006647	LOC119081401|XP_037046187.1|BCOP	LOC115619937|XP_030368823.1|SLEB
OG0006648	LOC119071592|XP_037032434.1|BCOP	LOC115622352|XP_030372126.1|SLEB
OG0006649	LOC119084946|XP_037050988.1|BCOP	LOC115628302|XP_030380213.1|SLEB
OG0006650	LOC119081367|XP_037046131.1|BCOP	LOC115634645|XP_030388362.1|SLEB
OG0006651	LOC119080376|XP_037044574.1|BCOP	LOC115633065|XP_030386289.1|SLEB
OG0006652	LOC119080348|XP_037044541.1|BCOP	LOC115622855|XP_030372799.1|SLEB
OG0006653	LOC119077363|XP_037040435.1|BCOP	LOC115633036|XP_030386240.1|SLEB
OG0006654	LOC119073808|XP_037035474.1|BCOP	LOC115622670|XP_030372544.1|SLEB
OG0006655	LOC119080624|XP_037044926.1|BCOP	LOC115632659|XP_030385750.1|SLEB
OG0006656	LOC119081147|XP_037045789.1|BCOP	LOC115623021|XP_030373053.1|SLEB
OG0006657	LOC119077961|XP_037041237.1|BCOP	LOC115633950|XP_030387328.1|SLEB
OG0006658	LOC119080437|XP_037044691.1|BCOP	LOC115622263|XP_030372024.1|SLEB
OG0006659	LOC119080450|XP_037044709.1|BCOP	LOC115622647|XP_030372515.1|SLEB
OG0006660	LOC119081099|XP_037045733.1|BCOP	LOC115632685|XP_030385780.1|SLEB
OG0006661	LOC119074285|XP_037036199.1|BCOP	LOC115632697|XP_030385794.1|SLEB
OG0006662	LOC119066135|XP_037024321.1|BCOP	LOC115630569|XP_030383046.1|SLEB
OG0006663	LOC119083661|XP_037049336.1|BCOP	LOC115622129|XP_030371842.1|SLEB
OG0006664	LOC119073541|XP_037034982.1|BCOP	LOC115621665|XP_030371234.1|SLEB
OG0006665	LOC119073141|XP_037034334.1|BCOP	LOC115628282|XP_030380172.1|SLEB
OG0006666	LOC119081812|XP_037046939.1|BCOP	LOC115623086|XP_030373156.1|SLEB
OG0006667	LOC119085831|XP_037052226.1|BCOP	LOC115632466|XP_030385487.1|SLEB
OG0006668	LOC119079219|XP_037042907.1|BCOP	LOC115634425|XP_030387992.1|SLEB
OG0006669	LOC119077319|XP_037040394.1|BCOP	LOC115632648|XP_030385738.1|SLEB
OG0006670	LOC119078014|XP_037041300.1|BCOP, LOC119080623|XP_037044923.1|BCOP	LOC115633156|XP_030386426.1|SLEB
OG0006671	LOC119080618|XP_037044915.1|BCOP	LOC115633157|XP_030386427.1|SLEB
OG0006672	LOC119073425|XP_037034765.1|BCOP	LOC115632532|XP_030385589.1|SLEB
OG0006673	LOC119066904|XP_037025489.1|BCOP	LOC115622409|XP_030372202.1|SLEB
OG0006675	LOC119082137|XP_037047409.1|BCOP	LOC115628229|XP_030380092.1|SLEB
OG0006676	LOC119078202|XP_037041563.1|BCOP	LOC115622778|XP_030372696.1|SLEB
OG0006677	LOC119075855|XP_037038306.1|BCOP	LOC115622124|XP_030371835.1|SLEB
OG0006678	LOC119068628|XP_037028190.1|BCOP	LOC115634380|XP_030387924.1|SLEB
OG0006679	LOC119074809|XP_037036992.1|BCOP	LOC115622589|XP_030372444.1|SLEB
OG0006680	LOC119067490|XP_037026393.1|BCOP	LOC115622024|XP_030371743.1|SLEB
OG0006681	LOC119081231|XP_037045851.1|BCOP	LOC115632136|XP_030385009.1|SLEB
OG0006682	LOC119081868|XP_037046995.1|BCOP	LOC115632210|XP_030385125.1|SLEB
OG0006683	LOC119073274|XP_037034551.1|BCOP	LOC115632869|XP_030385993.1|SLEB
OG0006684	LOC119080655|XP_037044965.1|BCOP	LOC115622122|XP_030371834.1|SLEB
OG0006685	LOC119080659|XP_037044974.1|BCOP	LOC115629187|XP_030381442.1|SLEB
OG0006688	LOC119077343|XP_037040424.1|BCOP	LOC115632104|XP_030384946.1|SLEB
OG0006691	LOC119078299|XP_037041688.1|BCOP	LOC115632320|XP_030385285.1|SLEB
OG0006692	LOC119077270|XP_037040315.1|BCOP	LOC115628261|XP_030380140.1|SLEB
OG0006693	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP	LOC115623255|XP_030373384.1|SLEB
OG0006694	LOC119070382|XP_037030590.1|BCOP	LOC115627846|XP_030379563.1|SLEB
OG0006695	LOC119080436|XP_037044689.1|BCOP	LOC115622765|XP_030372681.1|SLEB
OG0006696	LOC119080694|XP_037045037.1|BCOP	LOC115626438|XP_030377673.1|SLEB
OG0006697	LOC119076568|XP_037039257.1|BCOP	LOC115628377|XP_030380318.1|SLEB
OG0006698	LOC119077692|XP_037040857.1|BCOP	LOC115628239|XP_030380112.1|SLEB
OG0006699	LOC119080400|XP_037044624.1|BCOP	LOC115632272|XP_030385212.1|SLEB
OG0006700	LOC119069263|XP_037029216.1|BCOP	LOC115623272|XP_030373411.1|SLEB
OG0006701	LOC119080370|XP_037044562.1|BCOP	LOC115629109|XP_030381298.1|SLEB
OG0006702	LOC119080931|XP_037045444.1|BCOP	LOC115632380|XP_030385366.1|SLEB
OG0006703	LOC119072692|XP_037033859.1|BCOP	LOC115632358|XP_030385334.1|SLEB
OG0006704	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP	LOC115632359|XP_030385335.1|SLEB
OG0006705	LOC119075445|XP_037037780.1|BCOP	LOC115630894|XP_030383351.1|SLEB
OG0006706	LOC119075436|XP_037037770.1|BCOP	LOC115627564|XP_030379150.1|SLEB
OG0006707	LOC119080440|XP_037044698.1|BCOP	LOC115620179|XP_030369167.1|SLEB
OG0006708	LOC119076537|XP_037039226.1|BCOP	LOC115623445|XP_030373655.1|SLEB
OG0006709	LOC119073473|XP_037034874.1|BCOP	LOC115620058|XP_030369058.1|SLEB
OG0006710	LOC119080325|XP_037044498.1|BCOP	LOC115622684|XP_030372567.1|SLEB
OG0006712	LOC119080328|XP_037044508.1|BCOP	LOC115632107|XP_030384951.1|SLEB
OG0006713	LOC119080205|XP_037044339.1|BCOP	LOC115632291|XP_030385244.1|SLEB
OG0006714	LOC119080204|XP_037044338.1|BCOP	LOC115632290|XP_030385243.1|SLEB
OG0006715	LOC119073301|XP_037034578.1|BCOP	LOC115622661|XP_030372532.1|SLEB
OG0006716	LOC119074467|XP_037036503.1|BCOP	LOC115631023|XP_030383498.1|SLEB
OG0006717	LOC119081264|XP_037045900.1|BCOP	LOC115632400|XP_030385394.1|SLEB
OG0006718	LOC119080796|XP_037045262.1|BCOP	LOC115632402|XP_030385397.1|SLEB
OG0006719	LOC119077324|XP_037040400.1|BCOP	LOC115632717|XP_030385822.1|SLEB
OG0006720	LOC119084240|XP_037050035.1|BCOP	LOC115622638|XP_030372506.1|SLEB
OG0006721	LOC119081572|XP_037046501.1|BCOP	LOC115632485|XP_030385522.1|SLEB
OG0006722	LOC119080973|XP_037045511.1|BCOP	LOC115632851|XP_030385969.1|SLEB
OG0006723	LOC119068582|XP_037028122.1|BCOP	LOC115625874|XP_030376949.1|SLEB
OG0006724	LOC119079358|XP_037043098.1|BCOP	LOC115620307|XP_030369351.1|SLEB
OG0006725	LOC119079337|XP_037043059.1|BCOP	LOC115620689|XP_030369918.1|SLEB
OG0006726	LOC119085459|XP_037051777.1|BCOP	LOC115621857|XP_030371535.1|SLEB
OG0006727	LOC119080025|XP_037044102.1|BCOP	LOC115620554|XP_030369700.1|SLEB
OG0006728	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP	LOC115625381|XP_030376277.1|SLEB
OG0006729	LOC119074133|XP_037036013.1|BCOP	LOC115622706|XP_030372599.1|SLEB
OG0006730	LOC119083875|XP_037049583.1|BCOP	LOC115632789|XP_030385904.1|SLEB
OG0006731	LOC119067332|XP_037026131.1|BCOP	LOC115625886|XP_030376965.1|SLEB
OG0006733	LOC119073404|XP_037034732.1|BCOP	LOC115623058|XP_030373097.1|SLEB
OG0006734	LOC119079677|XP_037043630.1|BCOP	LOC115622237|XP_030371994.1|SLEB
OG0006735	LOC119081259|XP_037045891.1|BCOP	LOC115633129|XP_030386391.1|SLEB
OG0006736	LOC119081874|XP_037047009.1|BCOP	LOC115622342|XP_030372114.1|SLEB
OG0006737	LOC119079278|XP_037042959.1|BCOP	LOC115632694|XP_030385791.1|SLEB
OG0006738	LOC119079276|XP_037042955.1|BCOP	LOC115622801|XP_030372730.1|SLEB
OG0006739	LOC119073413|XP_037034756.1|BCOP	LOC115624974|XP_030375686.1|SLEB
OG0006740	LOC119073549|XP_037034997.1|BCOP	LOC115623158|XP_030373232.1|SLEB
OG0006741	LOC119073482|XP_037034882.1|BCOP	LOC115623157|XP_030373230.1|SLEB
OG0006742	LOC119080210|XP_037044343.1|BCOP	LOC115623858|XP_030374263.1|SLEB
OG0006743	LOC119085220|XP_037051428.1|BCOP	LOC115631449|XP_030384054.1|SLEB
OG0006744	LOC119080910|XP_037045408.1|BCOP	LOC115622773|XP_030372688.1|SLEB
OG0006745	LOC119077303|XP_037040362.1|BCOP	LOC115624072|XP_030374519.1|SLEB
OG0006746	LOC119083352|XP_037048957.1|BCOP	LOC115632835|XP_030385950.1|SLEB
OG0006747	LOC119080388|XP_037044594.1|BCOP	LOC115633128|XP_030386390.1|SLEB
OG0006748	LOC119073383|XP_037034704.1|BCOP	LOC115627093|XP_030378505.1|SLEB
OG0006749	LOC119075621|XP_037037997.1|BCOP	LOC115628293|XP_030380199.1|SLEB
OG0006750	LOC119069613|XP_037029600.1|BCOP	LOC115633214|XP_030386460.1|SLEB
OG0006752	LOC119077698|XP_037040870.1|BCOP	LOC115628342|XP_030380266.1|SLEB
OG0006753	LOC119073746|XP_037035300.1|BCOP	LOC115628384|XP_030380328.1|SLEB
OG0006754	LOC119068399|XP_037027858.1|BCOP	LOC115632454|XP_030385466.1|SLEB
OG0006755	LOC119077931|XP_037041207.1|BCOP	LOC115622646|XP_030372514.1|SLEB
OG0006756	LOC119080171|XP_037044285.1|BCOP	LOC115632551|XP_030385626.1|SLEB
OG0006757	LOC119080202|XP_037044337.1|BCOP	LOC115632933|XP_030386086.1|SLEB
OG0006758	LOC119080781|XP_037045245.1|BCOP	LOC115622860|XP_030372804.1|SLEB
OG0006759	LOC119084836|XP_037050821.1|BCOP	LOC115622356|XP_030372131.1|SLEB
OG0006760	LOC119081727|XP_037046782.1|BCOP	LOC115632518|XP_030385571.1|SLEB
OG0006761	LOC119075242|XP_037037532.1|BCOP	LOC115623573|XP_030373830.1|SLEB
OG0006762	LOC119082655|XP_037048133.1|BCOP	LOC115628047|XP_030379851.1|SLEB
OG0006763	LOC119073392|XP_037034713.1|BCOP	LOC115628882|XP_030381002.1|SLEB
OG0006764	LOC119073377|XP_037034697.1|BCOP	LOC115634811|XP_030388583.1|SLEB
OG0006766	LOC119066043|XP_037024165.1|BCOP	LOC115632895|XP_030386045.1|SLEB
OG0006767	LOC119080809|XP_037045275.1|BCOP	LOC115623035|XP_030373073.1|SLEB
OG0006768	LOC119077316|XP_037040381.1|BCOP	LOC115622429|XP_030372226.1|SLEB
OG0006769	LOC119077300|XP_037040359.1|BCOP	LOC115622546|XP_030372372.1|SLEB
OG0006770	LOC119080474|XP_037044749.1|BCOP	LOC115632474|XP_030385504.1|SLEB
OG0006772	LOC119079409|XP_037043194.1|BCOP	LOC115634152|XP_030387591.1|SLEB
OG0006773	LOC119073747|XP_037035301.1|BCOP	LOC115633029|XP_030386226.1|SLEB
OG0006774	LOC119081610|XP_037046546.1|BCOP	LOC115633208|XP_030386455.1|SLEB
OG0006775	LOC119083631|XP_037049260.1|BCOP	LOC115632344|XP_030385310.1|SLEB
OG0006776	LOC119078749|XP_037042349.1|BCOP	LOC115632190|XP_030385094.1|SLEB
