Orthogroup	BCOP.longest_only	CCAP.longest_only
OG0007580	LOC119066013|XP_037024125.1|BCOP	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC119072272|XP_037033359.1|BCOP	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC119071322|XP_037032102.1|BCOP	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC119066884|XP_037025467.1|BCOP	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC119082269|XP_037047631.1|BCOP	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC119086036|XP_037052505.1|BCOP	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC119072631|XP_037033770.1|BCOP	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC119076671|XP_037039460.1|BCOP	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC119071020|XP_037031515.1|BCOP	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC119078784|XP_037042391.1|BCOP	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC119081265|XP_037045901.1|BCOP	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC119071808|XP_037032768.1|BCOP	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC119071781|XP_037032734.1|BCOP	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC119070996|XP_037031485.1|BCOP	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC119071018|XP_037031512.1|BCOP	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC119072403|XP_037033515.1|BCOP	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC119082825|XP_037048371.1|BCOP	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC119072194|XP_037033259.1|BCOP	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC119077783|XP_037040986.1|BCOP	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC119082722|XP_037048198.1|BCOP	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC119084597|XP_037050541.1|BCOP	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC119071192|XP_037031861.1|BCOP	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC119066945|XP_037025559.1|BCOP	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC119081003|XP_037045572.1|BCOP	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC119071105|XP_037031642.1|BCOP	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC119074273|XP_037036190.1|BCOP	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC119076951|XP_037039899.1|BCOP	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC119082556|XP_037047968.1|BCOP	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC119069594|XP_037029579.1|BCOP	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC119071153|XP_037031794.1|BCOP	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC119071346|XP_037032128.1|BCOP	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC119071209|XP_037031899.1|BCOP	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC119070877|XP_037031288.1|BCOP	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007622	LOC119066659|XP_037025127.1|BCOP	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC119071525|XP_037032293.1|BCOP	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC119072080|XP_037033126.1|BCOP	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC119079869|XP_037043842.1|BCOP	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC119066196|XP_037024410.1|BCOP	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC119066195|XP_037024407.1|BCOP	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC119081017|XP_037045594.1|BCOP	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC119070302|XP_037030463.1|BCOP	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC119085723|XP_037052067.1|BCOP	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC119067824|XP_037026883.1|BCOP	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC119079681|XP_037043633.1|BCOP	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC119071501|XP_037032254.1|BCOP	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007635	LOC119076977|XP_037039973.1|BCOP	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC119075303|XP_037037609.1|BCOP	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC119069631|XP_037029628.1|BCOP	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC119076548|XP_037039239.1|BCOP	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC119076163|XP_037038743.1|BCOP	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC119077913|XP_037041183.1|BCOP	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007664	LOC119068333|XP_037027782.1|BCOP	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC119068502|XP_037028007.1|BCOP	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC119068170|XP_037027549.1|BCOP	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC119077111|XP_037040174.1|BCOP	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC119080411|XP_037044643.1|BCOP	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC119070012|XP_037030186.1|BCOP	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC119068212|XP_037027600.1|BCOP	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC119068080|XP_037027382.1|BCOP	CCAP1982_LOCUS3314|CAD6994576.1|CCAP, CCAP1982_LOCUS3312|CAD6994574.1|CCAP
OG0007717	LOC119067538|XP_037026489.1|BCOP	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007737	LOC119079340|XP_037043061.1|BCOP	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC119069482|XP_037029444.1|BCOP	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC119068246|XP_037027672.1|BCOP	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC119069933|XP_037030052.1|BCOP	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC119085968|XP_037052425.1|BCOP	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC119068279|XP_037027705.1|BCOP	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC119068280|XP_037027707.1|BCOP	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC119069847|XP_037029912.1|BCOP	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007767	LOC119081005|XP_037045580.1|BCOP	CCAP1982_LOCUS9329|CAD7000855.1|CCAP
OG0007773	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC119070253|XP_037030416.1|BCOP	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC119068861|XP_037028592.1|BCOP	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC119085053|XP_037051164.1|BCOP	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC119066224|XP_037024442.1|BCOP	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC119084486|XP_037050383.1|BCOP	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007789	LOC119085137|XP_037051305.1|BCOP	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC119067874|XP_037027035.1|BCOP	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007791	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP	CCAP1982_LOCUS1483|CAD6992635.1|CCAP
OG0007793	LOC119068479|XP_037027985.1|BCOP	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC119068358|XP_037027821.1|BCOP	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC119068355|XP_037027818.1|BCOP	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC119068490|XP_037027997.1|BCOP	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007801	LOC119066779|XP_037025333.1|BCOP	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC119068511|XP_037028011.1|BCOP	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC119069960|XP_037030087.1|BCOP	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC119070357|XP_037030545.1|BCOP	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC119068055|XP_037027345.1|BCOP	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007817	LOC119076246|XP_037038804.1|BCOP	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC119069216|XP_037029087.1|BCOP	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007823	LOC119069178|XP_037029000.1|BCOP	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007825	LOC119069308|XP_037029254.1|BCOP	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC119070377|XP_037030587.1|BCOP	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC119073805|XP_037035462.1|BCOP	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007829	LOC119069130|XP_037028928.1|BCOP	CCAP1982_LOCUS1661|CAD6992823.1|CCAP
OG0007830	LOC119069036|XP_037028800.1|BCOP	CCAP1982_LOCUS1152|CAD6992284.1|CCAP
OG0007840	LOC119069244|XP_037029192.1|BCOP	CCAP1982_LOCUS1667|CAD6992830.1|CCAP
OG0007842	LOC119070437|XP_037030676.1|BCOP	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC119070438|XP_037030683.1|BCOP	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC119068546|XP_037028069.1|BCOP	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007847	LOC119067223|XP_037025964.1|BCOP	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007848	LOC119076743|XP_037039583.1|BCOP	CCAP1982_LOCUS2692|CAD6993899.1|CCAP
OG0007849	LOC119070356|XP_037030544.1|BCOP	CCAP1982_LOCUS1593|CAD6992750.1|CCAP
OG0007850	LOC119067876|XP_037027040.1|BCOP	CCAP1982_LOCUS1591|CAD6992747.1|CCAP
OG0007851	LOC119067932|XP_037027141.1|BCOP	CCAP1982_LOCUS3811|CAD6995087.1|CCAP
OG0007852	LOC119070489|XP_037030738.1|BCOP	CCAP1982_LOCUS3826|CAD6995103.1|CCAP
OG0007853	LOC119068429|XP_037027892.1|BCOP	CCAP1982_LOCUS1394|CAD6992546.1|CCAP
OG0007854	LOC119082558|XP_037047979.1|BCOP	CCAP1982_LOCUS1478|CAD6992630.1|CCAP
OG0007855	LOC119067194|XP_037025920.1|BCOP	CCAP1982_LOCUS3101|CAD6994345.1|CCAP
OG0007856	LOC119067463|XP_037026344.1|BCOP	CCAP1982_LOCUS2693|CAD6993900.1|CCAP
OG0007857	LOC119070457|XP_037030707.1|BCOP	CCAP1982_LOCUS1820|CAD6992989.1|CCAP
OG0007858	LOC119074395|XP_037036410.1|BCOP	CCAP1982_LOCUS6731|CAD6998119.1|CCAP
OG0007860	LOC119070507|XP_037030759.1|BCOP	CCAP1982_LOCUS3508|CAD6994777.1|CCAP
OG0007861	LOC119070615|XP_037030938.1|BCOP	CCAP1982_LOCUS3497|CAD6994766.1|CCAP
OG0007862	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP	CCAP1982_LOCUS1077|CAD6992205.1|CCAP
OG0007863	LOC119066732|XP_037025248.1|BCOP	CCAP1982_LOCUS7597|CAD6999050.1|CCAP
OG0007864	LOC119067416|XP_037026265.1|BCOP	CCAP1982_LOCUS1312|CAD6992455.1|CCAP
OG0007867	LOC119075684|XP_037038094.1|BCOP	CCAP1982_LOCUS2932|CAD6994167.1|CCAP
OG0007868	LOC119069885|XP_037029957.1|BCOP	CCAP1982_LOCUS2432|CAD6993623.1|CCAP
OG0007875	LOC119075655|XP_037038049.1|BCOP	CCAP1982_LOCUS22696|CAD7014715.1|CCAP
OG0007878	LOC119081846|XP_037046983.1|BCOP	CCAP1982_LOCUS22637|CAD7014648.1|CCAP
OG0007879	LOC119080656|XP_037044968.1|BCOP	CCAP1982_LOCUS11905|CAD7003451.1|CCAP
OG0007880	LOC119078287|XP_037041672.1|BCOP	CCAP1982_LOCUS21795|CAD7013772.1|CCAP
OG0007881	LOC119073697|XP_037035192.1|BCOP	CCAP1982_LOCUS13044|CAD7004649.1|CCAP
OG0007882	LOC119080179|XP_037044300.1|BCOP	CCAP1982_LOCUS10785|CAD7002293.1|CCAP
OG0007884	LOC119077327|XP_037040405.1|BCOP	CCAP1982_LOCUS12922|CAD7004525.1|CCAP
OG0007885	LOC119080378|XP_037044578.1|BCOP	CCAP1982_LOCUS22695|CAD7014714.1|CCAP
OG0007887	LOC119080217|XP_037044353.1|BCOP	CCAP1982_LOCUS19461|CAD7011359.1|CCAP
OG0007888	LOC119073507|XP_037034918.1|BCOP	CCAP1982_LOCUS12706|CAD7004286.1|CCAP
OG0007889	LOC119073407|XP_037034736.1|BCOP	CCAP1982_LOCUS10796|CAD7002306.1|CCAP
OG0007890	LOC119081778|XP_037046880.1|BCOP	CCAP1982_LOCUS13035|CAD7004640.1|CCAP
OG0007892	LOC119072049|XP_037033072.1|BCOP	CCAP1982_LOCUS21865|CAD7013846.1|CCAP
OG0007893	LOC119078870|XP_037042492.1|BCOP	CCAP1982_LOCUS22382|CAD7014387.1|CCAP
OG0007894	LOC119079870|XP_037043849.1|BCOP	CCAP1982_LOCUS14992|CAD7006693.1|CCAP
OG0007895	LOC119072486|XP_037033618.1|BCOP	CCAP1982_LOCUS12575|CAD7004155.1|CCAP
OG0007897	LOC119073707|XP_037035208.1|BCOP	CCAP1982_LOCUS13296|CAD7004913.1|CCAP
OG0007898	LOC119078759|XP_037042362.1|BCOP	CCAP1982_LOCUS11495|CAD7003032.1|CCAP
OG0007899	LOC119077505|XP_037040629.1|BCOP	CCAP1982_LOCUS12817|CAD7004406.1|CCAP
OG0007901	LOC119075188|XP_037037475.1|BCOP	CCAP1982_LOCUS11103|CAD7002619.1|CCAP, CCAP1982_LOCUS11101|CAD7002617.1|CCAP
OG0007903	LOC119075191|XP_037037481.1|BCOP	CCAP1982_LOCUS10966|CAD7002477.1|CCAP
OG0007904	LOC119079640|XP_037043563.1|BCOP	CCAP1982_LOCUS13292|CAD7004908.1|CCAP
OG0007907	LOC119080467|XP_037044741.1|BCOP	CCAP1982_LOCUS11579|CAD7003117.1|CCAP
OG0007908	LOC119080489|XP_037044776.1|BCOP	CCAP1982_LOCUS11580|CAD7003118.1|CCAP
OG0007910	LOC119071198|XP_037031879.1|BCOP	CCAP1982_LOCUS14592|CAD7006268.1|CCAP
OG0007911	LOC119081120|XP_037045759.1|BCOP	CCAP1982_LOCUS11252|CAD7002779.1|CCAP
OG0007912	LOC119080161|XP_037044277.1|BCOP	CCAP1982_LOCUS11257|CAD7002784.1|CCAP
OG0007913	LOC119080811|XP_037045278.1|BCOP	CCAP1982_LOCUS11253|CAD7002780.1|CCAP
OG0007914	LOC119079936|XP_037043935.1|BCOP	CCAP1982_LOCUS14822|CAD7006506.1|CCAP
OG0007915	LOC119073557|XP_037035008.1|BCOP	CCAP1982_LOCUS12412|CAD7003990.1|CCAP
OG0007918	LOC119078168|XP_037041539.1|BCOP	CCAP1982_LOCUS22289|CAD7014287.1|CCAP
OG0007919	LOC119076961|XP_037039950.1|BCOP	CCAP1982_LOCUS21854|CAD7013834.1|CCAP
OG0007921	LOC119073626|XP_037035111.1|BCOP	CCAP1982_LOCUS22488|CAD7014486.1|CCAP
OG0007922	LOC119072786|XP_037033978.1|BCOP	CCAP1982_LOCUS797|CAD6991907.1|CCAP
OG0007924	LOC119077374|XP_037040464.1|BCOP	CCAP1982_LOCUS21591|CAD7013532.1|CCAP
OG0007925	LOC119085942|XP_037052391.1|BCOP, LOC119086054|XP_037052523.1|BCOP	CCAP1982_LOCUS7251|CAD6998694.1|CCAP
OG0007926	LOC119075479|XP_037037824.1|BCOP	CCAP1982_LOCUS22263|CAD7014260.1|CCAP
OG0007927	LOC119070821|XP_037031207.1|BCOP	CCAP1982_LOCUS6399|CAD6997770.1|CCAP
OG0007928	LOC119066252|XP_037024473.1|BCOP	CCAP1982_LOCUS5580|CAD6996907.1|CCAP
OG0007929	LOC119066431|XP_037024812.1|BCOP	CCAP1982_LOCUS6497|CAD6997878.1|CCAP
OG0007930	LOC119081476|XP_037046369.1|BCOP	CCAP1982_LOCUS19856|CAD7011744.1|CCAP
OG0007931	LOC119084630|XP_037050593.1|BCOP, LOC119080416|XP_037044652.1|BCOP	CCAP1982_LOCUS6141|CAD6997501.1|CCAP
OG0007933	LOC119073341|XP_037034630.1|BCOP	CCAP1982_LOCUS402|CAD6991477.1|CCAP
OG0007935	LOC119075182|XP_037037470.1|BCOP	CCAP1982_LOCUS6256|CAD6997620.1|CCAP
OG0007938	LOC119066952|XP_037025568.1|BCOP	CCAP1982_LOCUS7928|CAD6999402.1|CCAP
OG0007939	LOC119066953|XP_037025569.1|BCOP	CCAP1982_LOCUS7277|CAD6998720.1|CCAP
OG0007940	LOC119082781|XP_037048268.1|BCOP	CCAP1982_LOCUS7275|CAD6998718.1|CCAP
OG0007941	LOC119073475|XP_037034876.1|BCOP	CCAP1982_LOCUS7179|CAD6998604.1|CCAP
OG0007943	LOC119083202|XP_037048758.1|BCOP	CCAP1982_LOCUS6542|CAD6997924.1|CCAP
OG0007944	LOC119072741|XP_037033917.1|BCOP	CCAP1982_LOCUS11254|CAD7002781.1|CCAP
OG0007945	LOC119085886|XP_037052297.1|BCOP	CCAP1982_LOCUS8334|CAD6999822.1|CCAP
OG0007946	LOC119076981|XP_037039979.1|BCOP	CCAP1982_LOCUS6560|CAD6997943.1|CCAP
OG0007947	LOC119070956|XP_037031406.1|BCOP	CCAP1982_LOCUS7869|CAD6999342.1|CCAP
OG0007948	LOC119077139|XP_037040213.1|BCOP	CCAP1982_LOCUS6221|CAD6997582.1|CCAP
OG0007950	LOC119070761|XP_037031129.1|BCOP	CCAP1982_LOCUS8000|CAD6999476.1|CCAP
OG0007951	LOC119070762|XP_037031130.1|BCOP	CCAP1982_LOCUS8465|CAD6999958.1|CCAP
OG0007952	LOC119075605|XP_037037970.1|BCOP	CCAP1982_LOCUS8845|CAD7000365.1|CCAP
OG0007953	LOC119078452|XP_037041878.1|BCOP	CCAP1982_LOCUS6138|CAD6997497.1|CCAP
OG0007954	LOC119072754|XP_037033937.1|BCOP	CCAP1982_LOCUS6411|CAD6997786.1|CCAP
OG0007955	LOC119075757|XP_037038190.1|BCOP	CCAP1982_LOCUS5745|CAD6997092.1|CCAP
OG0007956	LOC119078423|XP_037041827.1|BCOP	CCAP1982_LOCUS7699|CAD6999162.1|CCAP
OG0007959	LOC119078890|XP_037042516.1|BCOP	CCAP1982_LOCUS8266|CAD6999740.1|CCAP
OG0007961	LOC119082755|XP_037048232.1|BCOP	CCAP1982_LOCUS590|CAD6991677.1|CCAP
OG0007963	LOC119072702|XP_037033869.1|BCOP	CCAP1982_LOCUS5560|CAD6996886.1|CCAP
OG0007964	LOC119075635|XP_037038011.1|BCOP	CCAP1982_LOCUS6172|CAD6997533.1|CCAP
OG0007965	LOC119081979|XP_037047187.1|BCOP	CCAP1982_LOCUS9241|CAD7000766.1|CCAP
OG0007966	LOC119066640|XP_037025103.1|BCOP	CCAP1982_LOCUS7028|CAD6998428.1|CCAP
OG0007968	LOC119082063|XP_037047294.1|BCOP	CCAP1982_LOCUS7883|CAD6999356.1|CCAP
OG0007970	LOC119077969|XP_037041249.1|BCOP	CCAP1982_LOCUS20492|CAD7012404.1|CCAP
OG0007972	LOC119081489|XP_037046386.1|BCOP	CCAP1982_LOCUS21259|CAD7013188.1|CCAP
OG0007975	LOC119083772|XP_037049451.1|BCOP	CCAP1982_LOCUS559|CAD6991645.1|CCAP
OG0007977	LOC119084645|XP_037050607.1|BCOP	CCAP1982_LOCUS8384|CAD6999874.1|CCAP
OG0007978	LOC119084648|XP_037050612.1|BCOP	CCAP1982_LOCUS7842|CAD6999315.1|CCAP
OG0007979	LOC119071779|XP_037032730.1|BCOP	CCAP1982_LOCUS6340|CAD6997708.1|CCAP
OG0007980	LOC119078764|XP_037042367.1|BCOP	CCAP1982_LOCUS7607|CAD6999061.1|CCAP
OG0007983	LOC119072008|XP_037033021.1|BCOP	CCAP1982_LOCUS7870|CAD6999343.1|CCAP
OG0007984	LOC119072783|XP_037033966.1|BCOP	CCAP1982_LOCUS6110|CAD6997467.1|CCAP
OG0007985	LOC119076387|XP_037039003.1|BCOP	CCAP1982_LOCUS6495|CAD6997876.1|CCAP
OG0007986	LOC119082121|XP_037047400.1|BCOP	CCAP1982_LOCUS8337|CAD6999826.1|CCAP
OG0007987	LOC119075343|XP_037037667.1|BCOP	CCAP1982_LOCUS8176|CAD6999644.1|CCAP
OG0007988	LOC119085841|XP_037052239.1|BCOP	CCAP1982_LOCUS5792|CAD6997147.1|CCAP
OG0007990	LOC119081965|XP_037047168.1|BCOP	CCAP1982_LOCUS5616|CAD6996948.1|CCAP
OG0007991	LOC119084691|XP_037050666.1|BCOP	CCAP1982_LOCUS8730|CAD7000238.1|CCAP
OG0007993	LOC119069787|XP_037029823.1|BCOP	CCAP1982_LOCUS3399|CAD6994664.1|CCAP
OG0007998	LOC119071885|XP_037032880.1|BCOP	CCAP1982_LOCUS8804|CAD7000319.1|CCAP
OG0007999	LOC119075632|XP_037038007.1|BCOP	CCAP1982_LOCUS7924|CAD6999398.1|CCAP
OG0008000	LOC119075630|XP_037038004.1|BCOP	CCAP1982_LOCUS7923|CAD6999397.1|CCAP
OG0008001	LOC119066762|XP_037025292.1|BCOP	CCAP1982_LOCUS8043|CAD6999518.1|CCAP
OG0008002	LOC119076959|XP_037039933.1|BCOP	CCAP1982_LOCUS7500|CAD6998953.1|CCAP
OG0008003	LOC119085980|XP_037052441.1|BCOP	CCAP1982_LOCUS8260|CAD6999734.1|CCAP
OG0008008	LOC119084286|XP_037050107.1|BCOP	CCAP1982_LOCUS11656|CAD7003194.1|CCAP
OG0008012	LOC119082845|XP_037048403.1|BCOP	CCAP1982_LOCUS20280|CAD7012178.1|CCAP
OG0008013	LOC119072056|XP_037033085.1|BCOP	CCAP1982_LOCUS20004|CAD7011893.1|CCAP
OG0008014	LOC119077685|XP_037040841.1|BCOP	CCAP1982_LOCUS435|CAD6991515.1|CCAP
OG0008015	LOC119075857|XP_037038308.1|BCOP	CCAP1982_LOCUS13361|CAD7004984.1|CCAP
OG0008022	LOC119077854|XP_037041075.1|BCOP	CCAP1982_LOCUS3423|CAD6994688.1|CCAP
OG0008029	LOC119073441|XP_037034830.1|BCOP	CCAP1982_LOCUS303|CAD6991374.1|CCAP
OG0008030	LOC119073491|XP_037034893.1|BCOP	CCAP1982_LOCUS677|CAD6991770.1|CCAP
OG0008032	LOC119073716|XP_037035234.1|BCOP	CCAP1982_LOCUS900|CAD6992016.1|CCAP
OG0008033	LOC119076814|XP_037039696.1|BCOP	CCAP1982_LOCUS710|CAD6991808.1|CCAP
OG0008036	LOC119067641|XP_037026639.1|BCOP	CCAP1982_LOCUS689|CAD6991784.1|CCAP
OG0008037	LOC119067665|XP_037026676.1|BCOP	CCAP1982_LOCUS701|CAD6991797.1|CCAP
OG0008039	LOC119076020|XP_037038516.1|BCOP	CCAP1982_LOCUS22|CAD6991074.1|CCAP
OG0008040	LOC119074310|XP_037036252.1|BCOP	CCAP1982_LOCUS153|CAD6991215.1|CCAP
OG0008042	LOC119084354|XP_037050194.1|BCOP	CCAP1982_LOCUS164|CAD6991227.1|CCAP
OG0008046	LOC119066512|XP_037024960.1|BCOP	CCAP1982_LOCUS24|CAD6991076.1|CCAP
OG0008047	LOC119082774|XP_037048263.1|BCOP	CCAP1982_LOCUS5022|CAD6996344.1|CCAP
OG0008048	LOC119066362|XP_037024716.1|BCOP	CCAP1982_LOCUS25|CAD6991077.1|CCAP
OG0008049	LOC119075239|XP_037037527.1|BCOP	CCAP1982_LOCUS1019|CAD6992140.1|CCAP
OG0008050	LOC119076014|XP_037038500.1|BCOP	CCAP1982_LOCUS4834|CAD6996141.1|CCAP
OG0008051	LOC119076520|XP_037039200.1|BCOP	CCAP1982_LOCUS4237|CAD6995525.1|CCAP
OG0008052	LOC119077974|XP_037041251.1|BCOP	CCAP1982_LOCUS605|CAD6991692.1|CCAP
OG0008053	LOC119066891|XP_037025473.1|BCOP	CCAP1982_LOCUS5665|CAD6997004.1|CCAP
OG0008057	LOC119075171|XP_037037461.1|BCOP	CCAP1982_LOCUS4830|CAD6996136.1|CCAP
OG0008059	LOC119076150|XP_037038728.1|BCOP	CCAP1982_LOCUS17|CAD6991068.1|CCAP
OG0008060	LOC119073793|XP_037035465.1|BCOP	CCAP1982_LOCUS125|CAD6991187.1|CCAP
OG0008063	LOC119073869|XP_037035635.1|BCOP	CCAP1982_LOCUS163|CAD6991225.1|CCAP
OG0008070	LOC119075230|XP_037037515.1|BCOP	CCAP1982_LOCUS4919|CAD6996234.1|CCAP
OG0008075	LOC119071751|XP_037032681.1|BCOP	CCAP1982_LOCUS19935|CAD7011825.1|CCAP
OG0008082	LOC119085282|XP_037051531.1|BCOP	CCAP1982_LOCUS4885|CAD6996195.1|CCAP
OG0008083	LOC119078370|XP_037041803.1|BCOP	CCAP1982_LOCUS771|CAD6991880.1|CCAP
OG0008084	LOC119079547|XP_037043430.1|BCOP	CCAP1982_LOCUS3892|CAD6995171.1|CCAP
OG0008085	LOC119074978|XP_037037275.1|BCOP	CCAP1982_LOCUS3982|CAD6995261.1|CCAP
OG0008086	LOC119075172|XP_037037463.1|BCOP	CCAP1982_LOCUS4826|CAD6996132.1|CCAP
