Orthogroup	DERE.longest_only	AAEG.longest_only
OG0008064	LOC6550510|XP_026837658.1|DERE	LOC5570055|XP_001658894.2|AAEG
OG0008065	LOC6551539|XP_001978451.1|DERE	LOC5564883|XP_021707321.1|AAEG, LOC110681195|XP_021712665.1|AAEG
OG0008066	LOC6549835|XP_026838384.1|DERE	LOC5564884|XP_001649206.2|AAEG
OG0008067	LOC6551354|XP_026838753.1|DERE	LOC5575411|XP_001661931.2|AAEG
OG0008068	LOC6551351|XP_001977054.1|DERE	LOC5564357|XP_021710691.1|AAEG
OG0008069	LOC6553100|XP_001980055.1|DERE	LOC5572567|XP_001654084.2|AAEG
OG0008070	LOC6553751|XP_015009654.1|DERE	LOC5569093|XP_001658327.1|AAEG
OG0008071	LOC6551714|XP_001978521.2|DERE	LOC5576104|XP_001662449.2|AAEG
OG0008072	LOC6550387|XP_001977769.1|DERE	LOC5579330|XP_021710188.1|AAEG
OG0008073	LOC6549704|XP_001977446.1|DERE	LOC5571092|XP_021706691.1|AAEG
OG0008074	LOC6549700|XP_001977442.1|DERE	LOC5571089|XP_001659529.1|AAEG
OG0008075	LOC6547984|XP_026836575.1|DERE	LOC5571072|XP_021706413.1|AAEG
OG0008076	LOC6555501|XP_001982626.2|DERE	LOC110679022|XP_021708619.1|AAEG
OG0008077	LOC6551919|XP_001978854.1|DERE	LOC5571466|XP_001659715.1|AAEG
OG0008078	LOC6551335|XP_026837864.1|DERE	LOC5571461|XP_001659711.1|AAEG
OG0008079	LOC6550804|XP_001978095.1|DERE	LOC5571462|XP_021709834.1|AAEG
OG0008080	LOC6555504|XP_001982629.1|DERE	LOC110678287|XP_021706628.1|AAEG
OG0008081	LOC6555626|XP_001982604.2|DERE	LOC5567260|XP_011493308.1|AAEG
OG0008082	LOC6554647|XP_026835314.1|DERE	LOC5574670|XP_001655247.1|AAEG
OG0008083	LOC6552549|XP_001978959.2|DERE	LOC5567588|XP_021705766.1|AAEG
OG0008084	LOC6556112|XP_001982971.1|DERE	LOC110677973|XP_021705853.1|AAEG
OG0008085	LOC6554205|XP_026839761.1|DERE	LOC5565475|XP_021708712.1|AAEG
OG0008086	LOC6552547|XP_026831758.1|DERE	LOC5575721|XP_001655826.2|AAEG
OG0008087	LOC6550822|XP_026837866.1|DERE	LOC5572952|XP_021711354.1|AAEG
OG0008088	LOC6550589|XP_001976747.1|DERE	LOC5569651|XP_001652912.1|AAEG
OG0008089	LOC6545582|XP_001971116.1|DERE	LOC110678983|XP_021708461.1|AAEG
OG0008090	LOC6555791|XP_001982461.1|DERE	LOC110678000|XP_021705988.1|AAEG
OG0008091	LOC6554998|XP_026839601.1|DERE	LOC5573048|XP_001654367.2|AAEG
OG0008092	LOC6553948|XP_026831850.1|DERE	LOC5578452|XP_001656973.2|AAEG
OG0008093	LOC6550057|XP_026837450.1|DERE	LOC5578442|XP_021708238.1|AAEG
OG0008094	LOC6542660|XP_001969790.1|DERE	LOC5578441|XP_021708240.1|AAEG
OG0008095	LOC6553821|XP_001980516.2|DERE	LOC5563972|XP_001648286.1|AAEG
OG0008096	LOC6555804|XP_001982413.1|DERE	LOC5563977|XP_001648288.1|AAEG
OG0008097	LOC6549716|XP_001977407.1|DERE	LOC5563971|XP_021705206.1|AAEG
OG0008098	LOC6545922|XP_001972735.2|DERE	LOC5563987|XP_021706425.1|AAEG
OG0008099	LOC6544546|XP_001973468.1|DERE	LOC5574133|XP_021706761.1|AAEG
OG0008100	LOC6554675|XP_026832105.1|DERE	LOC5571582|XP_021707444.1|AAEG
OG0008101	LOC6550579|XP_001978180.2|DERE	LOC5579947|XP_001652236.1|AAEG
OG0008102	LOC26526208|XP_026832865.1|DERE	LOC110678895|XP_021708171.1|AAEG
OG0008103	LOC6550302|XP_001977756.1|DERE	LOC5568662|XP_001652497.1|AAEG
OG0008104	LOC6544530|XP_001973100.1|DERE	LOC5577813|XP_001663581.2|AAEG
OG0008105	LOC6552868|XP_026839823.1|DERE	LOC5577817|XP_021706430.1|AAEG
OG0008106	LOC6544257|XP_001973772.1|DERE	LOC5567161|XP_021704977.1|AAEG
OG0008107	LOC6553823|XP_026831578.1|DERE	LOC5567165|XP_021708811.1|AAEG
OG0008108	LOC6555670|XP_001982375.1|DERE	LOC5571587|XP_021704341.1|AAEG
OG0008109	LOC6550922|XP_001976889.1|DERE	LOC5573604|XP_001654738.1|AAEG
OG0008110	LOC6551492|XP_001977187.1|DERE	LOC5577377|XP_001656460.1|AAEG
OG0008111	LOC6555509|XP_001982397.1|DERE	LOC5577381|XP_001656464.2|AAEG
OG0008112	LOC6555556|XP_001982581.3|DERE	LOC5577382|XP_021706270.1|AAEG
OG0008113	LOC6551240|XP_001978332.1|DERE	LOC5577385|XP_001656467.1|AAEG
OG0008114	LOC6551239|XP_001978331.1|DERE	LOC5579142|XP_001664237.1|AAEG
OG0008115	LOC6550526|XP_026838284.1|DERE	LOC5579140|XP_021704369.1|AAEG
OG0008116	LOC6550523|XP_026837333.1|DERE	LOC5577102|XP_021708908.1|AAEG
OG0008117	LOC6550457|XP_026837400.1|DERE	LOC5574166|XP_021707939.1|AAEG
OG0008118	LOC6555781|XP_001982399.1|DERE	LOC5568860|XP_001652584.2|AAEG
OG0008119	LOC6550497|XP_001977812.1|DERE	LOC5568862|XP_001652587.1|AAEG
OG0008120	LOC6551522|XP_001977165.3|DERE	LOC5566952|XP_001651366.1|AAEG
OG0008121	LOC6546800|XP_001975894.2|DERE	LOC5566956|XP_001651370.2|AAEG
OG0008122	LOC6551487|XP_026837954.1|DERE	LOC5575049|XP_021704788.1|AAEG
OG0008123	LOC6551286|XP_001978430.1|DERE	LOC5575045|XP_001655482.1|AAEG
OG0008124	LOC6555756|XP_026838096.1|DERE	LOC5571400|XP_021711367.1|AAEG
OG0008125	LOC6550916|XP_001976883.1|DERE	LOC5571398|XP_021704979.1|AAEG
OG0008126	LOC6551250|XP_001978438.1|DERE	LOC5571395|XP_001653647.2|AAEG
OG0008127	LOC6551596|XP_026838029.1|DERE	LOC5574432|XP_021707456.1|AAEG
OG0008128	LOC6550749|XP_001978046.1|DERE	LOC5574437|XP_001661451.2|AAEG
OG0008129	LOC6551248|XP_001978436.1|DERE	LOC5578302|XP_021705145.1|AAEG
OG0008130	LOC6550373|XP_001977854.1|DERE	LOC5578301|XP_001656883.2|AAEG
OG0008131	LOC6555549|XP_026838903.1|DERE	LOC5569003|XP_001652655.2|AAEG
OG0008132	LOC6554830|XP_001982003.1|DERE	LOC5569000|XP_021706230.1|AAEG
OG0008133	LOC6551038|XP_001978305.1|DERE	LOC5568989|XP_001652638.1|AAEG
OG0008134	LOC6551251|XP_001978439.1|DERE	LOC5572487|XP_021706930.1|AAEG
OG0008135	LOC6552680|XP_001980919.1|DERE	LOC5572486|XP_001660435.1|AAEG
OG0008136	LOC6543437|XP_001968713.2|DERE	LOC5572471|XP_001660418.2|AAEG
OG0008137	LOC6551277|XP_001976896.3|DERE	LOC5564780|XP_021707642.1|AAEG
OG0008138	LOC26526986|XP_015014376.1|DERE	LOC5564856|XP_001649231.1|AAEG
OG0008139	LOC6549483|XP_001975767.1|DERE	LOC5564874|XP_001649229.1|AAEG
OG0008140	LOC6550915|XP_026838031.1|DERE	LOC5570008|XP_021706045.1|AAEG
OG0008141	LOC6551696|XP_001977157.1|DERE	LOC5570010|XP_001658899.2|AAEG
OG0008142	LOC6550433|XP_001977793.2|DERE	LOC5570013|XP_001658904.1|AAEG
OG0008143	LOC6550601|XP_001978023.1|DERE	LOC5570018|XP_001658908.2|AAEG
OG0008144	LOC6546649|XP_001975858.1|DERE	LOC5570020|XP_001658910.1|AAEG
OG0008145	LOC6551151|XP_026837508.1|DERE	LOC5570027|XP_021705788.1|AAEG
OG0008146	LOC6551681|XP_001978530.1|DERE	LOC5570028|XP_001658918.2|AAEG
OG0008147	LOC6551679|XP_026838382.1|DERE	LOC5570031|XP_021708724.1|AAEG
OG0008148	LOC6551333|XP_026837332.1|DERE	LOC5568010|XP_021711000.1|AAEG
OG0008149	LOC6551528|XP_026837669.1|DERE	LOC5579856|XP_021710339.1|AAEG
OG0008150	LOC6551524|XP_001977167.1|DERE	LOC5579854|XP_001651530.1|AAEG
OG0008151	LOC6550196|XP_026838279.1|DERE	LOC5579853|XP_021708504.1|AAEG
OG0008152	LOC6555665|XP_026838245.1|DERE	LOC5579849|XP_001651524.3|AAEG
OG0008153	LOC6548505|XP_001976654.1|DERE	LOC5570807|XP_021707584.1|AAEG
OG0008154	LOC6545745|XP_001972752.1|DERE	LOC5570808|XP_001653315.2|AAEG
OG0008155	LOC26527107|XP_015014400.1|DERE	LOC5572121|XP_001660204.1|AAEG
OG0008156	LOC6554740|XP_001981075.1|DERE	LOC5570576|XP_001653228.2|AAEG
OG0008157	LOC6552026|XP_001980672.2|DERE	LOC5576212|XP_021706267.1|AAEG
OG0008158	LOC6550493|XP_001977938.1|DERE	LOC5578388|XP_001663853.2|AAEG
OG0008159	LOC26526073|XP_015014214.1|DERE	LOC110679481|XP_021709877.1|AAEG
OG0008160	LOC6547429|XP_001974808.2|DERE	LOC5565233|XP_021704997.1|AAEG
OG0008161	LOC6545430|XP_001971016.1|DERE	LOC5571095|XP_021709984.1|AAEG
OG0008162	LOC6549780|XP_001977311.1|DERE	LOC5571106|XP_021711460.1|AAEG
OG0008163	LOC6544638|XP_001972028.2|DERE	LOC5573743|XP_001654771.2|AAEG
OG0008164	LOC6549982|XP_026837285.1|DERE	LOC5565509|XP_021705970.1|AAEG
OG0008165	LOC6555595|XP_001982647.1|DERE	LOC5579530|XP_021710700.1|AAEG
OG0008166	LOC6551143|XP_001978289.1|DERE	LOC23687820|XP_021705127.1|AAEG
OG0008167	LOC6551146|XP_001978355.2|DERE	LOC5576931|XP_021709434.1|AAEG
OG0008168	LOC6551148|XP_001978357.1|DERE	LOC5576933|XP_001656295.1|AAEG
OG0008169	LOC6555643|XP_001982434.1|DERE	LOC5576934|XP_001656296.1|AAEG
OG0008170	LOC6549109|XP_001975574.1|DERE	LOC5576939|XP_001656301.2|AAEG
OG0008171	LOC6551640|XP_001978588.1|DERE	LOC5571006|XP_001653435.1|AAEG
OG0008172	LOC6553491|XP_026839767.1|DERE	LOC5575079|XP_001661807.2|AAEG
OG0008173	LOC26527100|XP_015012910.1|DERE	LOC5575389|XP_021711074.1|AAEG
OG0008174	LOC6549424|XP_001975704.1|DERE	LOC5565824|XP_001650189.2|AAEG
OG0008175	LOC6549814|XP_001977337.2|DERE	LOC5575222|XP_021710746.1|AAEG
OG0008176	LOC6555550|XP_001982414.2|DERE	LOC5563818|XP_021711617.1|AAEG
OG0008177	LOC6550960|XP_001976989.1|DERE	LOC110678484|XP_021707129.1|AAEG
OG0008178	LOC6549994|XP_001977460.1|DERE	LOC5566181|XP_021704460.1|AAEG
OG0008179	LOC6550777|XP_001978074.1|DERE	LOC5569833|XP_001658727.1|AAEG
OG0008180	LOC6555790|XP_001982460.1|DERE	LOC5569841|XP_001658728.1|AAEG
OG0008181	LOC6555789|XP_001982459.1|DERE	LOC5566184|XP_021708082.1|AAEG
OG0008182	LOC6542354|XP_001970406.1|DERE	LOC5577096|XP_001663179.2|AAEG
OG0008183	LOC6548295|XP_026836832.1|DERE	LOC5570163|XP_021704718.1|AAEG
OG0008184	LOC6542282|XP_026834942.1|DERE	LOC5568765|XP_001652557.2|AAEG, LOC110677916|XP_021705616.1|AAEG
OG0008185	LOC6554380|XP_001981031.1|DERE	LOC5575687|XP_021707950.1|AAEG
OG0008186	LOC6548535|XP_001975375.1|DERE	LOC5575700|XP_001662138.2|AAEG
OG0008187	LOC26525974|XP_026835640.1|DERE	LOC5578503|XP_021707973.1|AAEG
OG0008188	LOC6541746|XP_026835350.1|DERE	LOC110677919|XP_021705626.1|AAEG
OG0008189	LOC6542196|XP_001969665.1|DERE	LOC5577175|XP_001663263.1|AAEG
OG0008190	LOC6545543|XP_001971108.1|DERE	LOC5567347|XP_001657371.1|AAEG
OG0008191	LOC6555741|XP_001982510.1|DERE	LOC5567353|XP_021710265.1|AAEG
OG0008192	LOC6550499|XP_026838354.1|DERE	LOC5567357|XP_001657364.2|AAEG
OG0008193	LOC6549885|XP_001978663.2|DERE	LOC5580244|XP_001662426.2|AAEG
OG0008194	LOC6543227|XP_026834678.1|DERE	LOC5571036|XP_001659471.1|AAEG
OG0008195	LOC6549508|XP_001975730.1|DERE	LOC5571028|XP_001659466.2|AAEG
OG0008196	LOC6547415|XP_001976278.1|DERE	LOC5574769|XP_001655335.2|AAEG
OG0008197	LOC6545699|XP_001972712.1|DERE	LOC110678644|XP_021707471.1|AAEG
OG0008198	LOC6555608|XP_001982443.3|DERE	LOC5567212|XP_001651641.2|AAEG
OG0008199	LOC6549816|XP_001977339.1|DERE	LOC5571905|XP_021710721.1|AAEG
OG0008200	LOC6547208|XP_001976157.1|DERE	LOC5576906|XP_001663005.2|AAEG
OG0008201	LOC6544368|XP_001972427.1|DERE	LOC5577481|XP_001656511.2|AAEG
OG0008202	LOC6556136|XP_026833705.1|DERE	LOC5577482|XP_021704179.1|AAEG
OG0008203	LOC6545680|XP_001971171.1|DERE	LOC5579121|XP_021704988.1|AAEG
OG0008204	LOC6551191|XP_001977025.1|DERE	LOC5572091|XP_001660170.1|AAEG
OG0008205	LOC6551369|XP_001977114.1|DERE	LOC5578101|XP_001656797.1|AAEG
OG0008206	LOC6544415|XP_001973159.1|DERE	LOC5578119|XP_021711079.1|AAEG
OG0008207	LOC6546119|XP_001973536.1|DERE	LOC5578904|XP_001664113.2|AAEG
OG0008208	LOC6548526|XP_026836867.1|DERE	LOC5566871|XP_021710456.1|AAEG
OG0008209	LOC6546471|XP_001971752.1|DERE	LOC5566870|XP_001651297.1|AAEG
OG0008210	LOC6545610|XP_001972674.1|DERE	LOC5564590|XP_001648940.1|AAEG
OG0008211	LOC6542217|XP_001969410.1|DERE	LOC5568449|XP_021706358.1|AAEG
OG0008212	LOC6545576|XP_001973354.1|DERE	LOC5573260|XP_001654470.1|AAEG
OG0008213	LOC6555544|XP_001982405.1|DERE	LOC5573263|XP_021708832.1|AAEG
OG0008214	LOC6545313|XP_001972555.1|DERE	LOC5574196|XP_021707338.1|AAEG
OG0008215	LOC6550049|XP_001977515.1|DERE	LOC110678839|XP_021708014.1|AAEG, LOC5574176|XP_001661233.1|AAEG
OG0008216	LOC6545754|XP_001973452.1|DERE	LOC5567495|XP_001657494.2|AAEG
OG0008217	LOC6550420|XP_001977805.1|DERE	LOC5571926|XP_001660023.2|AAEG
OG0008218	LOC6548520|XP_001975402.2|DERE	LOC110679115|XP_021708805.1|AAEG
OG0008219	LOC6549908|XP_026838508.1|DERE	LOC5566553|XP_001650930.2|AAEG
OG0008220	LOC6551410|XP_015010880.1|DERE	LOC5566550|XP_001650929.2|AAEG
OG0008221	LOC6549614|XP_026836060.1|DERE	LOC5563701|XP_021709282.1|AAEG
OG0008222	LOC6544106|XP_001973761.1|DERE	LOC5565417|XP_021710545.1|AAEG
OG0008223	LOC6545953|XP_015013105.1|DERE	LOC5567882|XP_021710671.1|AAEG
OG0008224	LOC6546300|XP_001973532.2|DERE	LOC5564114|XP_001648451.1|AAEG
OG0008225	LOC6551309|XP_001977097.1|DERE	LOC5568586|XP_001652415.2|AAEG
OG0008226	LOC6550948|XP_001976968.1|DERE	LOC5569139|XP_021704263.1|AAEG
OG0008266	LOC6552787|XP_001978973.1|DERE	LOC5575839|XP_021694431.1|AAEG
OG0008267	LOC6555188|XP_026836387.1|DERE	LOC5575831|XP_021694450.1|AAEG
OG0008268	LOC6548782|XP_001974061.1|DERE	LOC5579811|XP_001651037.2|AAEG
OG0008269	LOC6549122|XP_001974147.2|DERE	LOC5579822|XP_001651053.1|AAEG
OG0008270	LOC6550584|XP_001976742.1|DERE	LOC5567112|XP_001651488.2|AAEG
OG0008271	LOC6546466|XP_001971338.1|DERE	LOC5580057|XP_021694880.1|AAEG
OG0008272	LOC6551296|XP_026838566.1|DERE	LOC5568329|XP_021694944.1|AAEG
OG0008273	LOC6554011|XP_001980541.1|DERE	LOC5576500|XP_001662692.2|AAEG
OG0008274	LOC6555654|XP_001982567.1|DERE	LOC110674877|XP_021695151.1|AAEG
OG0008275	LOC6550966|XP_001976995.1|DERE	LOC5572113|XP_001660194.1|AAEG
OG0008276	LOC6550659|XP_001978067.1|DERE	LOC5566777|XP_021699929.1|AAEG
OG0008277	LOC6551448|XP_015011058.1|DERE	LOC5566774|XP_021700219.1|AAEG
OG0008278	LOC6541737|XP_001969482.1|DERE	LOC5571978|XP_001660080.1|AAEG
OG0008279	LOC6550734|XP_015011293.1|DERE	LOC5571384|XP_021713098.1|AAEG
OG0008280	LOC6551168|XP_001977066.3|DERE	LOC5576828|XP_001656273.2|AAEG
OG0008281	LOC6550412|XP_001977743.2|DERE	LOC5569438|XP_001658529.2|AAEG
OG0008282	LOC6551185|XP_026837600.1|DERE	LOC5578395|XP_021694011.1|AAEG
OG0008283	LOC6550019|XP_001977485.1|DERE	LOC23687616|XP_021694319.1|AAEG
OG0008284	LOC6555835|XP_001982701.2|DERE	LOC23687488|XP_021696790.1|AAEG
OG0008285	LOC6551704|XP_001977283.1|DERE	LOC5571725|XP_021697131.1|AAEG
OG0008286	LOC6551345|XP_001977079.1|DERE	LOC5575005|XP_021697524.1|AAEG
OG0008287	LOC6550247|XP_001977922.1|DERE	LOC5572002|XP_021698976.1|AAEG
OG0008288	LOC6553806|XP_001979563.1|DERE	LOC5564409|XP_021700053.1|AAEG
OG0008289	LOC6554419|XP_001981920.1|DERE	LOC23687559|XP_011492981.1|AAEG
OG0008290	LOC6549805|XP_001977328.1|DERE	LOC5576471|XP_021700479.1|AAEG
OG0008291	LOC6550243|XP_001977918.1|DERE	LOC5579259|XP_021700506.1|AAEG
OG0008292	LOC6555653|XP_001982566.1|DERE	LOC5571914|XP_001660010.2|AAEG, LOC5576479|XP_001662671.2|AAEG
OG0008293	LOC6554297|XP_001981065.3|DERE	LOC5570717|XP_021700792.1|AAEG
OG0008294	LOC6555208|XP_001982076.1|DERE	LOC5571482|XP_001659740.2|AAEG
OG0008295	LOC6550098|XP_001978186.1|DERE	LOC5575869|XP_001655871.1|AAEG
OG0008296	LOC6550536|XP_001977961.1|DERE	LOC5577249|XP_021704895.1|AAEG
OG0008297	LOC6550528|XP_001977925.1|DERE	LOC5577253|XP_021704966.1|AAEG
OG0008298	LOC6550366|XP_001977863.1|DERE	LOC23687855|XP_011493773.2|AAEG
OG0008299	LOC6555047|XP_026838934.1|DERE	LOC5565071|XP_001649381.2|AAEG
OG0008300	LOC6549714|XP_015010837.1|DERE	LOC5576007|XP_021706028.1|AAEG
OG0008301	LOC6552268|XP_001980749.2|DERE	LOC5565332|XP_021706574.1|AAEG
OG0008302	LOC6550203|XP_026838039.1|DERE	LOC5565202|XP_021706928.1|AAEG
OG0008303	LOC6550970|XP_026837539.1|DERE	LOC5578382|XP_001663844.1|AAEG
OG0008304	LOC6555782|XP_026838942.1|DERE	LOC110678613|XP_021707420.1|AAEG
OG0008305	LOC6550607|XP_001978029.2|DERE	LOC5572777|XP_001654174.2|AAEG
OG0008306	LOC6550765|XP_001976802.1|DERE	LOC110679468|XP_021709815.1|AAEG
OG0008307	LOC6552689|XP_001979877.1|DERE	LOC110679499|XP_021709985.1|AAEG
OG0008308	LOC6555485|XP_026833225.1|DERE	LOC5569462|XP_021710890.1|AAEG
OG0008309	LOC6541820|XP_001969636.1|DERE	LOC5577509|XP_001656530.1|AAEG
OG0008310	LOC6545094|XP_001973278.1|DERE	LOC5567070|XP_001651456.1|AAEG
OG0008311	LOC6550595|XP_026838204.1|DERE	LOC110681489|XP_021712978.1|AAEG
OG0008312	LOC26526782|XP_026835543.1|DERE	LOC5573369|XP_021713001.1|AAEG
OG0008313	LOC6551577|XP_001977264.2|DERE	LOC5572587|XP_021713068.1|AAEG
OG0008314	LOC6546889|XP_001975970.1|DERE	LOC110681523|XP_021713184.1|AAEG
OG0008315	LOC6544359|XP_001971997.1|DERE	LOC5565703|XP_001650063.2|AAEG
OG0008316	LOC113564601|XP_026838620.1|DERE	LOC110681526|XP_021713235.1|AAEG, LOC110676527|XP_021700470.1|AAEG, LOC110677102|XP_021703486.1|AAEG
OG0008317	LOC6555220|XP_001982288.1|DERE	LOC5569239|XP_001652800.2|AAEG
OG0008318	LOC6550504|XP_001977969.1|DERE	LOC5574055|XP_021713280.1|AAEG
OG0008319	LOC6546665|XP_026835873.1|DERE	LOC5569644|XP_021693472.1|AAEG
OG0008320	LOC6550859|XP_026838270.1|DERE	LOC5565601|XP_021693795.1|AAEG
OG0008321	LOC6552310|XP_001980763.1|DERE	LOC5565964|XP_001650299.2|AAEG
OG0008322	LOC6542567|XP_026834897.1|DERE	LOC5579958|XP_001658474.2|AAEG
OG0008323	LOC6551771|XP_001980640.1|DERE	LOC5576118|XP_021694094.1|AAEG
OG0008324	LOC6550841|XP_001977006.1|DERE	LOC5576134|XP_001662479.2|AAEG
OG0008325	LOC6550782|XP_001978079.1|DERE	LOC5576139|XP_021694123.1|AAEG
OG0008326	LOC6552472|XP_026836862.1|DERE	LOC5578718|XP_021694188.1|AAEG
OG0008327	LOC6548409|XP_026836850.1|DERE	LOC5575744|XP_021695713.1|AAEG
OG0008328	LOC6551313|XP_001978405.1|DERE	LOC5572894|XP_001654248.2|AAEG
OG0008329	LOC6551557|XP_001978505.1|DERE	LOC5570502|XP_001659187.2|AAEG
OG0008330	LOC6548837|XP_001975351.1|DERE	LOC5579260|XP_001647568.1|AAEG
OG0008331	LOC6546097|XP_026832636.1|DERE	LOC5568307|XP_001652184.2|AAEG
OG0008332	LOC6543629|XP_015014019.1|DERE	LOC5571808|XP_021697115.1|AAEG
OG0008333	LOC6545011|XP_001972538.1|DERE	LOC5574706|XP_001661603.1|AAEG
OG0008334	LOC6545010|XP_026832982.1|DERE	LOC5574705|XP_021697228.1|AAEG
OG0008335	LOC6546465|XP_001971337.2|DERE	LOC5570737|XP_021697372.1|AAEG
OG0008336	LOC6543559|XP_026833172.1|DERE	LOC5563737|XP_021697438.1|AAEG
OG0008337	LOC6541057|XP_001970367.1|DERE	LOC5575243|XP_021697545.1|AAEG
OG0008338	LOC6545547|XP_001973386.1|DERE	LOC5574060|XP_001661137.1|AAEG
OG0008339	LOC6549890|XP_001977367.1|DERE	LOC5574067|XP_001661139.1|AAEG
OG0008340	LOC6546715|XP_001974587.1|DERE	LOC5576168|XP_001662514.1|AAEG
OG0008341	LOC6543547|XP_026832989.1|DERE	LOC5565542|XP_001649897.2|AAEG
OG0008342	LOC6546154|XP_026833533.1|DERE	LOC5579447|XP_001647746.1|AAEG
OG0008343	LOC6555248|XP_001981629.1|DERE	LOC5578832|XP_001657184.1|AAEG
OG0008344	LOC6545944|XP_001971204.1|DERE	LOC5575199|XP_001655507.2|AAEG
OG0008345	LOC6543758|XP_001971352.1|DERE	LOC5573992|XP_001661077.1|AAEG
OG0008346	LOC6551712|XP_026838107.1|DERE	LOC5573671|XP_001660993.1|AAEG
OG0008347	LOC6541250|XP_001968270.1|DERE	LOC5573670|XP_001660992.1|AAEG
OG0008348	LOC6543613|XP_001972944.3|DERE	LOC5564899|XP_001649247.2|AAEG
OG0008349	LOC6545287|XP_001972630.2|DERE	LOC5574339|XP_001661373.2|AAEG
OG0008350	LOC6550331|XP_001977889.1|DERE	LOC5577319|XP_001663347.2|AAEG
OG0008351	LOC6546033|XP_001971218.2|DERE	LOC5575499|XP_001662015.2|AAEG
OG0008352	LOC6545321|XP_001973247.1|DERE	LOC5573004|XP_001654332.2|AAEG
OG0008353	LOC6545078|XP_001971034.1|DERE	LOC23687793|XP_021699401.1|AAEG
OG0008354	LOC6551432|XP_001977139.2|DERE	LOC5576381|XP_021699725.1|AAEG
OG0008355	LOC6546871|XP_026836386.1|DERE	LOC5567696|XP_001651860.2|AAEG
OG0008356	LOC6545171|XP_001972557.1|DERE	LOC5572907|XP_001660646.2|AAEG
OG0008357	LOC6552430|XP_001980886.1|DERE	LOC5575904|XP_021699832.1|AAEG
OG0008358	LOC6543513|XP_001969515.1|DERE	LOC5575903|XP_001662276.2|AAEG
OG0008359	LOC6548453|XP_026836241.1|DERE	LOC5572046|XP_001660152.2|AAEG
OG0008360	LOC6547400|XP_001976308.1|DERE	LOC5569990|XP_021699998.1|AAEG
OG0008361	LOC6543006|XP_026835099.1|DERE	LOC5569983|XP_021700019.1|AAEG
OG0008362	LOC6555763|XP_001982669.1|DERE	LOC5574373|XP_021700099.1|AAEG
OG0008363	LOC6546781|XP_001974555.1|DERE	LOC5574380|XP_021700104.1|AAEG
OG0008364	LOC6544113|XP_001973109.1|DERE	LOC5574379|XP_001661418.1|AAEG
OG0008365	LOC6546640|XP_015011870.1|DERE	LOC5574387|XP_021700107.1|AAEG
OG0008366	LOC6553241|XP_001980196.1|DERE	LOC5569116|XP_001652715.2|AAEG
OG0008367	LOC6555611|XP_001982446.1|DERE	LOC5570377|XP_021700168.1|AAEG
OG0008368	LOC6542391|XP_001969881.1|DERE	LOC5578364|XP_001656935.1|AAEG
OG0008369	LOC6549699|XP_001977441.1|DERE	LOC5572666|XP_021700839.1|AAEG
OG0008370	LOC6555493|XP_026831879.1|DERE	LOC5567113|XP_021700854.1|AAEG
OG0008371	LOC6551921|XP_001980619.1|DERE	LOC5564849|XP_001649167.1|AAEG
OG0008372	LOC113564596|XP_026838607.1|DERE	LOC5569182|XP_021701050.1|AAEG
OG0008373	LOC6541790|XP_001969481.1|DERE	LOC5571651|XP_021701201.1|AAEG
OG0008374	LOC6543072|XP_001970437.1|DERE	LOC5568811|XP_001658177.2|AAEG
OG0008375	LOC6548783|XP_001974062.2|DERE	LOC5578775|XP_001657144.2|AAEG
OG0008376	LOC26526297|XP_015015483.1|DERE	LOC5578961|XP_001664139.2|AAEG
OG0008377	LOC26526663|XP_015012834.1|DERE	LOC5563856|XP_021702048.1|AAEG
OG0008378	LOC6549143|XP_026836651.1|DERE	LOC5580322|XP_021702218.1|AAEG
OG0008379	LOC6548899|XP_026835982.1|DERE	LOC23687858|XP_021702253.1|AAEG
OG0008380	LOC6541309|XP_001969487.1|DERE	LOC5577303|XP_001663333.1|AAEG
OG0008381	LOC6540919|XP_001968731.2|DERE	LOC5572430|XP_001660375.1|AAEG
OG0008383	LOC6549127|XP_026836167.1|DERE	LOC5572797|XP_001654199.1|AAEG
OG0008384	LOC6543011|XP_026834741.1|DERE	LOC5572820|XP_001654226.2|AAEG
OG0008385	LOC6540604|XP_026834426.1|DERE	LOC5572904|XP_021702733.1|AAEG
OG0008386	LOC6550008|XP_026838026.1|DERE	LOC5580049|XP_021702850.1|AAEG
OG0008387	LOC6554477|XP_026838750.1|DERE	LOC5579502|XP_021703168.1|AAEG
OG0008388	LOC6541009|XP_001970296.1|DERE	LOC5573948|XP_001654985.1|AAEG
OG0008389	LOC6549036|XP_001974156.1|DERE	LOC5565905|XP_021703846.1|AAEG
OG0008390	LOC6548702|XP_001974073.1|DERE	LOC5568167|XP_001652104.1|AAEG
OG0008391	LOC6541948|XP_015015183.1|DERE	LOC110673978|XP_001651766.1|AAEG, LOC5567338|XP_001651768.1|AAEG
OG0008392	LOC6545893|XP_001973435.1|DERE	LOC5567861|XP_021705342.1|AAEG
OG0008393	LOC6545227|XP_001973461.1|DERE	LOC5568418|XP_001652247.1|AAEG
OG0008394	LOC6544065|XP_001973694.1|DERE	LOC5570312|XP_001653136.2|AAEG
OG0008395	LOC6549817|XP_001977340.1|DERE	LOC5570137|XP_001653119.2|AAEG
OG0008396	LOC6550333|XP_026838216.1|DERE	LOC5570136|XP_021706323.1|AAEG
OG0008397	LOC6551439|XP_001978537.2|DERE	LOC5568051|XP_001651987.1|AAEG
