Orthogroup	DERE.longest_only	CCAP.longest_only
OG0007175	LOC6545245|XP_001972569.1|DERE	CCAP1982_LOCUS14454|CAD7006122.1|CCAP
OG0007176	LOC6555267|XP_001981832.1|DERE	CCAP1982_LOCUS829|CAD6991941.1|CCAP
OG0007177	LOC6552202|XP_001978932.1|DERE	CCAP1982_LOCUS748|CAD6991849.1|CCAP
OG0007178	LOC6552591|XP_001980920.2|DERE	CCAP1982_LOCUS867|CAD6991980.1|CCAP
OG0007179	LOC6553012|XP_001979153.1|DERE	CCAP1982_LOCUS750|CAD6991852.1|CCAP
OG0007180	LOC6552403|XP_015009554.1|DERE	CCAP1982_LOCUS745|CAD6991846.1|CCAP
OG0007182	LOC6554001|XP_026839796.1|DERE	CCAP1982_LOCUS967|CAD6992087.1|CCAP
OG0007183	LOC6554109|XP_026834340.1|DERE	CCAP1982_LOCUS970|CAD6992091.1|CCAP
OG0007184	LOC6554003|XP_026839780.1|DERE	CCAP1982_LOCUS962|CAD6992082.1|CCAP
OG0007185	LOC6541363|XP_001968678.1|DERE	CCAP1982_LOCUS7881|CAD6999354.1|CCAP
OG0007186	LOC6553296|XP_001980166.3|DERE	CCAP1982_LOCUS906|CAD6992022.1|CCAP
OG0007187	LOC6554463|XP_026831880.1|DERE	CCAP1982_LOCUS335|CAD6991408.1|CCAP
OG0007188	LOC6554156|XP_001981913.2|DERE	CCAP1982_LOCUS5020|CAD6996342.1|CCAP
OG0007189	LOC6551999|XP_001980807.1|DERE	CCAP1982_LOCUS4951|CAD6996268.1|CCAP
OG0007190	LOC6553972|XP_015009912.1|DERE	CCAP1982_LOCUS708|CAD6991805.1|CCAP
OG0007191	LOC6546443|XP_001972929.1|DERE	CCAP1982_LOCUS12894|CAD7004492.1|CCAP
OG0007195	LOC6552096|XP_001978866.1|DERE	CCAP1982_LOCUS680|CAD6991773.1|CCAP
OG0007196	LOC6554606|XP_001981558.1|DERE	CCAP1982_LOCUS451|CAD6991533.1|CCAP
OG0007197	LOC6545918|XP_001972731.1|DERE	CCAP1982_LOCUS13596|CAD7005238.1|CCAP
OG0007198	LOC6554004|XP_001979509.1|DERE	CCAP1982_LOCUS898|CAD6992012.1|CCAP
OG0007199	LOC6551930|XP_001979674.1|DERE	CCAP1982_LOCUS580|CAD6991666.1|CCAP
OG0007200	LOC6554037|XP_001980510.1|DERE	CCAP1982_LOCUS4879|CAD6996187.1|CCAP
OG0007201	LOC6545181|XP_001972529.1|DERE	CCAP1982_LOCUS11204|CAD7002729.1|CCAP
OG0007202	LOC6544514|XP_026833328.1|DERE	CCAP1982_LOCUS13344|CAD7004966.1|CCAP
OG0007203	LOC6544515|XP_001973055.1|DERE	CCAP1982_LOCUS13330|CAD7004951.1|CCAP
OG0007205	LOC6545269|XP_001973267.1|DERE	CCAP1982_LOCUS13329|CAD7004950.1|CCAP
OG0007206	LOC6554023|XP_026839584.1|DERE	CCAP1982_LOCUS716|CAD6991815.1|CCAP
OG0007207	LOC6555270|XP_001981835.1|DERE	CCAP1982_LOCUS721|CAD6991820.1|CCAP
OG0007208	LOC6551997|XP_015009777.1|DERE	CCAP1982_LOCUS720|CAD6991819.1|CCAP
OG0007209	LOC6551996|XP_001980804.2|DERE	CCAP1982_LOCUS719|CAD6991818.1|CCAP
OG0007210	LOC6554008|XP_001979513.1|DERE	CCAP1982_LOCUS894|CAD6992008.1|CCAP
OG0007211	LOC6554021|XP_001980535.3|DERE	CCAP1982_LOCUS4295|CAD6995585.1|CCAP
OG0007212	LOC6554233|XP_001981250.1|DERE	CCAP1982_LOCUS169|CAD6991232.1|CCAP
OG0007214	LOC6543812|XP_026832601.1|DERE	CCAP1982_LOCUS13363|CAD7004987.1|CCAP
OG0007215	LOC6553861|XP_001980565.1|DERE	CCAP1982_LOCUS392|CAD6991468.1|CCAP
OG0007216	LOC6555153|XP_001981164.1|DERE	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP
OG0007217	LOC26526274|XP_015012772.1|DERE	CCAP1982_LOCUS20135|CAD7012031.1|CCAP
OG0007218	LOC6555484|XP_001981045.3|DERE	CCAP1982_LOCUS261|CAD6991332.1|CCAP
OG0007219	LOC6552873|XP_001979991.1|DERE	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC6553879|XP_001979590.1|DERE	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC6554409|XP_001981705.2|DERE	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC6553158|XP_001980066.1|DERE	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC6554113|XP_001981054.2|DERE	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC6553962|XP_001979557.1|DERE	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC6553168|XP_001980028.1|DERE	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC6552513|XP_001980938.1|DERE	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC6544697|XP_001972020.1|DERE	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC6543890|XP_026833908.1|DERE	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC6553338|XP_001979311.1|DERE	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC6551743|XP_001979693.2|DERE	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC6554099|XP_001980456.1|DERE	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC6543735|XP_015013288.1|DERE	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC6543737|XP_026833511.1|DERE	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC6544193|XP_001971951.1|DERE	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC6544190|XP_001971948.2|DERE	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC6553410|XP_001979263.1|DERE	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC6552515|XP_001980940.1|DERE	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC6551914|XP_026832096.1|DERE	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC6551906|XP_001979667.1|DERE	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC6555034|XP_001981176.2|DERE	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC6553728|XP_001980397.1|DERE	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC6549593|XP_001975661.1|DERE	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC6552438|XP_001980927.1|DERE	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC6552216|XP_001980735.3|DERE	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC6544862|XP_001973174.1|DERE	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC6551957|XP_026832060.1|DERE	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC6552201|XP_001978931.1|DERE	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC6553319|XP_026839018.1|DERE	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC6553320|XP_026839023.1|DERE	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC6553749|XP_001979410.3|DERE	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC6551961|XP_001979687.1|DERE	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC6547010|XP_001974625.1|DERE	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC6552649|XP_026831765.1|DERE	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC6553101|XP_001980096.1|DERE	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC6544696|XP_001972019.1|DERE	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC6551783|XP_026832063.1|DERE	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC6552050|XP_026839703.1|DERE	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC6546383|XP_015013809.1|DERE	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC6546380|XP_001971783.1|DERE	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC6543898|XP_001973649.1|DERE	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC6545151|XP_001971581.1|DERE	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC6546009|XP_015013219.1|DERE	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC6546178|XP_026832667.1|DERE	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC6554727|XP_001981790.1|DERE	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC6554726|XP_001981789.1|DERE	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC6554402|XP_001981698.1|DERE	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC6551794|XP_001979619.2|DERE	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC6542298|XP_001968213.1|DERE	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC6551934|XP_001979678.1|DERE	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC6550890|XP_001976955.1|DERE	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC6554136|XP_001981688.1|DERE	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC6552879|XP_001979997.1|DERE	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC6553027|XP_001980089.1|DERE	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC6555094|XP_026839690.1|DERE	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC6552192|XP_001979737.1|DERE	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC6552402|XP_001978928.1|DERE	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC6552434|XP_026839751.1|DERE	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC6553316|XP_001980160.1|DERE	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC6552830|XP_026831541.1|DERE	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC6552482|XP_026837530.1|DERE	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC6540648|XP_001968882.2|DERE	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC6546167|XP_001972864.1|DERE	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC6546166|XP_001972863.1|DERE	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC6553218|XP_026835639.1|DERE	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC6554257|XP_026831496.1|DERE	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC6554847|XP_015008898.1|DERE	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC6554844|XP_026831983.1|DERE	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC6553831|XP_001979496.1|DERE	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC6552600|XP_001978993.1|DERE	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC6552599|XP_015009564.1|DERE	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC6545179|XP_001972527.1|DERE	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC6552726|XP_001978953.1|DERE	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC6554891|XP_001982246.1|DERE	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC6552727|XP_026832383.1|DERE	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC6543647|XP_001971347.1|DERE	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC6552996|XP_001980056.1|DERE	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC6554996|XP_001981821.1|DERE	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC6553356|XP_001980185.1|DERE	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC6545457|XP_015013254.1|DERE	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC6551125|XP_001978352.2|DERE	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC6546329|XP_001972941.1|DERE	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC6546048|XP_001971745.2|DERE	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC6552436|XP_001980892.1|DERE	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC6552005|XP_026839685.1|DERE	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC6552205|XP_001978935.2|DERE	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC6555159|XP_001981415.1|DERE	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC6554655|XP_001981979.1|DERE	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC6554653|XP_001981977.1|DERE	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC6543998|XP_001971890.1|DERE	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC6545924|XP_026832449.1|DERE	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC6546674|XP_001975867.1|DERE	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC6552296|XP_001978893.1|DERE	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC6550109|XP_001977600.1|DERE	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC6552835|XP_026832066.1|DERE	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC6541053|XP_001970364.1|DERE	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC6553084|XP_026831489.1|DERE	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC6552973|XP_026839850.1|DERE	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC6552867|XP_001979975.1|DERE	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC6549380|XP_001974300.1|DERE	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC6553961|XP_001979556.1|DERE	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC6543677|XP_001971845.2|DERE	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC6553510|XP_001979356.1|DERE	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC6552064|XP_015009710.2|DERE	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC6541848|XP_015014592.2|DERE	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC6554873|XP_001981369.2|DERE	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC6552460|XP_001980878.1|DERE	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC6548789|XP_026839445.1|DERE	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC6554827|XP_026834982.1|DERE	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC6552204|XP_001978934.2|DERE	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC6543293|XP_026834235.1|DERE	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC6548194|XP_001975216.1|DERE	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC6554042|XP_001979527.1|DERE	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC6554048|XP_001979533.2|DERE	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC6553817|XP_001979550.2|DERE	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC6555268|XP_001981833.1|DERE	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC6553606|XP_001979231.1|DERE	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC6542909|XP_026834222.1|DERE	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC6545333|XP_001973298.2|DERE	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC6543452|XP_026834531.1|DERE	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC6541891|XP_001969084.1|DERE	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC6552524|XP_026832660.1|DERE	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC6546650|XP_026837146.1|DERE	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC6543850|XP_026833555.1|DERE	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC6545343|XP_015014085.1|DERE	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC6547755|XP_001974878.1|DERE	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC6545058|XP_001971078.1|DERE	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC6543439|XP_001968718.1|DERE	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC6544105|XP_015012923.2|DERE	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC6551638|XP_001978586.2|DERE	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC6544730|XP_001972414.1|DERE	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC6546056|XP_001973509.1|DERE	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC6544753|XP_001972758.1|DERE	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC6545795|XP_026833137.1|DERE	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC6547124|XP_001975478.1|DERE	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC6551962|XP_001979688.1|DERE	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC26526801|XP_015012856.1|DERE	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC6549136|XP_001975591.1|DERE	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC6549135|XP_001975590.1|DERE	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC6549234|XP_001974359.1|DERE	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC6549613|XP_026836729.1|DERE	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC6547166|XP_026836742.1|DERE	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC6544477|XP_001972438.1|DERE	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC26526985|XP_015015586.1|DERE	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC6544414|XP_001973158.3|DERE	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC6544413|XP_001973157.1|DERE	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC6544242|XP_001972365.1|DERE	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC6544297|XP_015013047.1|DERE	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC6547655|XP_001974812.1|DERE	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC6545579|XP_001971113.1|DERE	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC6548315|XP_001973930.1|DERE	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC6554878|XP_026832932.1|DERE	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC6546731|XP_001974524.1|DERE	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC6545890|XP_001973432.1|DERE	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC6544687|XP_001972478.1|DERE	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC6544686|XP_001972477.3|DERE	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC6545787|XP_026832214.1|DERE	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC6544815|XP_001972653.1|DERE	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC6546601|XP_026836093.1|DERE	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
OG0007467	LOC6540990|XP_001970755.1|DERE	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC6548168|XP_001975274.1|DERE	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC6546197|XP_001972828.1|DERE	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC6542084|XP_001970099.1|DERE	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC6548336|XP_015011740.1|DERE	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC6544547|XP_001973469.1|DERE	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC6547213|XP_026836743.1|DERE	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC6544950|XP_026833030.1|DERE	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC6540614|XP_001969490.1|DERE	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC6553252|XP_001980119.2|DERE	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC6546239|XP_001971797.1|DERE	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC6541226|XP_026834403.1|DERE	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC6543415|XP_026835184.1|DERE	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC6555854|XP_001982717.1|DERE	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC6544552|XP_001973474.2|DERE	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC6552437|XP_015009584.1|DERE	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC6543369|XP_001970643.1|DERE	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC6542946|XP_026835092.1|DERE	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC6545708|XP_026832272.1|DERE	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC6545594|XP_015013961.1|DERE	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC6543823|XP_026832905.1|DERE	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC6543822|XP_001973637.1|DERE	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC6544263|XP_026832801.1|DERE	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC6552580|XP_026831749.1|DERE	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC6543413|XP_001968710.1|DERE	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC6545143|XP_001972774.1|DERE	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC6541847|XP_001969761.1|DERE	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC6541972|XP_001968358.1|DERE	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC6542010|XP_026834793.1|DERE	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC6540752|XP_001970394.1|DERE	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC6541989|XP_026834171.1|DERE	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC26526373|XP_015010479.1|DERE	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC6540810|XP_001968170.1|DERE	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC6543768|XP_001971196.2|DERE	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC6542843|XP_001970121.1|DERE	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC6541750|XP_001968811.1|DERE	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC6545928|XP_001973480.2|DERE	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC6547776|XP_001976571.1|DERE	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC6547722|XP_026836797.1|DERE	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC6546960|XP_001976029.1|DERE	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC6543507|XP_001968712.1|DERE	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC6541620|XP_015014959.1|DERE	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC6553125|XP_015010167.2|DERE	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC6543552|XP_001972305.1|DERE	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC6540885|XP_026834951.1|DERE	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC6549167|XP_026835660.1|DERE	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC6542246|XP_001970771.1|DERE	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC6548228|XP_026836675.1|DERE	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC6556204|XP_026832907.1|DERE, LOC6543820|XP_001973635.2|DERE	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC6545700|XP_001972713.1|DERE	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC6544932|XP_001972646.1|DERE	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC6553265|XP_001980155.1|DERE	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC6545554|XP_026833822.1|DERE	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
