Orthogroup	DERE.longest_only	CPIP.longest_only
OG0006584	LOC6541348|XP_001968561.1|DERE	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC6541188|XP_001970246.2|DERE	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC6554114|XP_001981269.1|DERE	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC6554115|XP_001981270.1|DERE	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC6552468|XP_001979827.1|DERE	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC6552992|XP_001979121.1|DERE	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC6546485|XP_001973581.1|DERE	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC6552046|XP_001980722.1|DERE	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC6552047|XP_001980723.2|DERE	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC6545975|XP_001972184.1|DERE	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC6548855|XP_026837121.1|DERE	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC6547241|XP_001974758.1|DERE	LOC120428682|XP_039449671.1|CPIP
OG0006597	LOC6546244|XP_026832513.1|DERE	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC6541094|XP_001969424.2|DERE	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC6544031|XP_001972334.1|DERE	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC6544069|XP_026832482.1|DERE	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC6544793|XP_001972500.1|DERE	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC6544792|XP_015014198.1|DERE	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC6544790|XP_001972497.1|DERE	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC6544870|XP_001973166.1|DERE	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC6551316|XP_026838083.1|DERE	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC6545447|XP_001972130.3|DERE	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC6543551|XP_026833487.1|DERE	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC6552392|XP_001978910.2|DERE	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC6552967|XP_001980968.1|DERE	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC6544891|XP_026833576.1|DERE	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC6545993|XP_026833186.1|DERE	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC6545994|XP_001971221.1|DERE	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC6545995|XP_015013640.1|DERE	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC6545996|XP_015013515.1|DERE	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC6545959|XP_001971227.1|DERE	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC6545518|XP_001971595.1|DERE	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC6546222|XP_001972917.1|DERE	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC6546023|XP_015013220.1|DERE	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC6546417|XP_001971257.1|DERE	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC6546420|XP_001971260.1|DERE	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC6544383|XP_001971477.1|DERE	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC6545217|XP_026832683.1|DERE	LOC120421741|XP_039440941.1|CPIP
OG0006623	LOC6544900|XP_001971052.1|DERE	LOC120421747|XP_039440954.1|CPIP
OG0006624	LOC6541418|XP_001970743.1|DERE	LOC120422869|XP_039442352.1|CPIP
OG0006625	LOC6541125|XP_026834104.1|DERE	LOC120422862|XP_039442345.1|CPIP
OG0006626	LOC6542312|XP_001970809.1|DERE	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC6541846|XP_001970515.1|DERE	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC6541269|XP_001970513.1|DERE	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC6547661|XP_001974988.1|DERE	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC6546979|XP_026835652.1|DERE	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC6543606|XP_001971392.1|DERE	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC6546793|XP_001975887.2|DERE	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC6545683|XP_001971174.1|DERE	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC6541314|XP_001968219.2|DERE	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC6543247|XP_001968309.1|DERE	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC6550643|XP_001978131.1|DERE	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC6545434|XP_001972123.1|DERE	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC6540763|XP_001970330.2|DERE	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC6540672|XP_015014558.1|DERE	LOC120424424|XP_039444474.1|CPIP
OG0006640	LOC6541447|XP_001970544.2|DERE	LOC120427196|XP_039447992.1|CPIP
OG0006641	LOC6541282|XP_026835519.1|DERE	LOC120426918|XP_039447660.1|CPIP
OG0006642	LOC6547374|XP_001976319.1|DERE	LOC120427452|XP_039448256.1|CPIP
OG0006643	LOC6548396|XP_001976528.1|DERE	LOC120427168|XP_039447965.1|CPIP
OG0006644	LOC6544243|XP_001972366.1|DERE	LOC120419752|XP_039438504.1|CPIP
OG0006645	LOC6549204|XP_026835662.1|DERE	LOC120419734|XP_039438462.1|CPIP
OG0006646	LOC6547036|XP_001976013.1|DERE	LOC120419754|XP_039438510.1|CPIP
OG0006647	LOC6547190|XP_001974737.1|DERE	LOC120429770|XP_039450761.1|CPIP
OG0006648	LOC6546028|XP_015013522.1|DERE	LOC120419768|XP_039438530.1|CPIP
OG0006649	LOC6547335|XP_001974795.2|DERE	LOC120419496|XP_039438121.1|CPIP
OG0006650	LOC6540983|XP_026834362.1|DERE	LOC120423495|XP_039443264.1|CPIP
OG0006651	LOC6546226|XP_026833543.1|DERE	LOC120417406|XP_039435381.1|CPIP
OG0006652	LOC6544012|XP_001972331.1|DERE	LOC120423186|XP_039442822.1|CPIP
OG0006653	LOC6546240|XP_015013482.2|DERE	LOC120416544|XP_039434201.1|CPIP
OG0006654	LOC6545084|XP_001971039.1|DERE	LOC120416550|XP_039434214.1|CPIP
OG0006655	LOC6545415|XP_001971714.1|DERE	LOC120421330|XP_039440432.1|CPIP
OG0006656	LOC6544189|XP_026833229.1|DERE	LOC120429275|XP_039450431.1|CPIP
OG0006657	LOC6547733|XP_001974947.1|DERE	LOC120422637|XP_039442069.1|CPIP
OG0006658	LOC6543569|XP_001971829.1|DERE	LOC120418865|XP_039437333.1|CPIP
OG0006659	LOC6543566|XP_001971826.1|DERE	LOC120418868|XP_039437337.1|CPIP
OG0006660	LOC6545188|XP_001972076.2|DERE	LOC120418901|XP_039437365.1|CPIP
OG0006661	LOC6544916|XP_001972093.1|DERE	LOC120427559|XP_039448367.1|CPIP
OG0006662	LOC6542040|XP_001968253.1|DERE	LOC120425589|XP_039446102.1|CPIP
OG0006663	LOC6544948|XP_001971542.1|DERE	LOC120412867|XP_039429428.1|CPIP
OG0006664	LOC6555175|XP_001982273.1|DERE	LOC120423653|XP_039443469.1|CPIP
OG0006665	LOC6545157|XP_001971019.2|DERE	LOC120426040|XP_039446654.1|CPIP
OG0006666	LOC6547783|XP_001974938.1|DERE	LOC120425583|XP_039446090.1|CPIP
OG0006667	LOC6546124|XP_001973541.1|DERE	LOC120424186|XP_039444177.1|CPIP
OG0006668	LOC6542436|XP_001970534.1|DERE	LOC120425489|XP_039445972.1|CPIP
OG0006669	LOC6544768|XP_026832227.1|DERE	LOC120426258|XP_039446932.1|CPIP
OG0006670	LOC6544764|XP_001971494.1|DERE	LOC120426394|XP_039447087.1|CPIP
OG0006671	LOC6544763|XP_026832365.1|DERE	LOC120425899|XP_039446453.1|CPIP
OG0006672	LOC6545869|XP_001971638.1|DERE	LOC120425745|XP_039446308.1|CPIP
OG0006673	LOC6544044|XP_001971968.1|DERE	LOC120426351|XP_039447049.1|CPIP
OG0006674	LOC6545129|XP_001971075.1|DERE	LOC120427485|XP_039448282.1|CPIP
OG0006675	LOC6543637|XP_001971841.1|DERE	LOC120427045|XP_039447814.1|CPIP
OG0006676	LOC6544360|XP_026832841.1|DERE	LOC120428977|XP_039450044.1|CPIP
OG0006677	LOC6545663|XP_001971667.2|DERE	LOC120424373|XP_039444401.1|CPIP
OG0006678	LOC6546298|XP_001973530.1|DERE	LOC120424384|XP_039444418.1|CPIP
OG0006679	LOC26526636|XP_015014320.1|DERE	LOC120424375|XP_039444406.1|CPIP
OG0006680	LOC6554474|XP_026839476.1|DERE	LOC120432611|XP_039453792.1|CPIP
OG0006681	LOC6544715|XP_001971491.2|DERE	LOC120432596|XP_039453769.1|CPIP
OG0006682	LOC6544634|XP_001972024.1|DERE	LOC120432600|XP_039453775.1|CPIP
OG0006683	LOC6544635|XP_026833597.1|DERE	LOC120432602|XP_039453783.1|CPIP
OG0006684	LOC6545715|XP_001971668.1|DERE	LOC120432599|XP_039453772.1|CPIP
OG0006685	LOC6541507|XP_001969146.3|DERE	LOC120432604|XP_039453784.1|CPIP
OG0006686	LOC6544720|XP_026833200.1|DERE	LOC120432616|XP_039453797.1|CPIP
OG0006687	LOC6550299|XP_001977701.1|DERE	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	LOC6545283|XP_001972072.2|DERE	LOC120426872|XP_039447612.1|CPIP
OG0006689	LOC6545971|XP_001971181.2|DERE	LOC120422837|XP_039442312.1|CPIP
OG0006690	LOC6552359|XP_026839835.1|DERE	LOC120425356|XP_039445797.1|CPIP
OG0006691	LOC26526418|XP_015014274.1|DERE	LOC120428819|XP_039449859.1|CPIP
OG0006692	LOC6545684|XP_001971175.1|DERE	LOC120428815|XP_039449851.1|CPIP
OG0006693	LOC6546463|XP_026833611.1|DERE	LOC120425979|XP_039446567.1|CPIP
OG0006694	LOC6555499|XP_026837895.1|DERE	LOC120422319|XP_039441640.1|CPIP
OG0006695	LOC6545675|XP_001971657.1|DERE	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC26526452|XP_026834496.1|DERE	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC6545816|XP_015013880.1|DERE	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC6544225|XP_001973041.1|DERE	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC6546512|XP_001971343.1|DERE	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC6545458|XP_001972141.1|DERE	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC6547353|XP_001976186.1|DERE	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC6545134|XP_001971000.1|DERE	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC6543627|XP_026832964.1|DERE	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC6544151|XP_001973006.1|DERE	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC6540923|XP_001970374.1|DERE	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC6548408|XP_001976674.1|DERE	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC6547893|XP_001976452.1|DERE	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC6550434|XP_001977794.1|DERE	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC6551150|XP_026837509.1|DERE	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC6545446|XP_026832195.1|DERE	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC6546242|XP_001971289.2|DERE	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC6543773|XP_001972308.1|DERE	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC6543774|XP_001972309.1|DERE	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC6545449|XP_001972132.2|DERE	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC6542155|XP_001968510.1|DERE	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC6544926|XP_001972545.1|DERE	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC6544927|XP_001972546.1|DERE	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC6544084|XP_026833658.1|DERE	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC6546248|XP_026833020.1|DERE	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC6545008|XP_001972535.1|DERE	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC6545318|XP_026833078.1|DERE	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC6543246|XP_001970105.1|DERE	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC6554485|XP_001981930.1|DERE	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC6554489|XP_001981934.1|DERE	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC6552526|XP_001979918.1|DERE	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC6554490|XP_001981935.1|DERE	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC6552421|XP_001980866.1|DERE	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC6547556|XP_015011573.1|DERE	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC6547557|XP_001976178.1|DERE	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC6541735|XP_001970097.1|DERE	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC6543802|XP_001971361.2|DERE	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC6543545|XP_001973629.1|DERE	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC6544798|XP_001971517.1|DERE	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC6543741|XP_026832455.1|DERE	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC6544042|XP_001971966.1|DERE	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC6546192|XP_001972921.1|DERE	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC6549271|XP_001975713.1|DERE	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC6544679|XP_001972015.1|DERE	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC6543675|XP_001971373.1|DERE	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC6543676|XP_001971374.1|DERE	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC6553086|XP_001980105.1|DERE	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC6543312|XP_001968156.2|DERE	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC6546011|XP_015013218.1|DERE	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC6553306|XP_001980172.1|DERE	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC6545773|XP_026832797.1|DERE	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC26526723|XP_026833126.1|DERE	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC6555539|XP_001982431.2|DERE	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC6543765|XP_001971193.1|DERE	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC6551298|XP_001978397.1|DERE	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC6546336|XP_001971812.2|DERE	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC6546446|XP_001971815.2|DERE	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC6544645|XP_015013598.1|DERE	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC6545082|XP_001971037.1|DERE	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC6545279|XP_001972068.1|DERE	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC6545278|XP_001972067.1|DERE	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC6546156|XP_001971299.1|DERE	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC6546155|XP_026833530.1|DERE	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC6546174|XP_001973575.2|DERE	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC6552601|XP_001978994.1|DERE	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC6549918|XP_026837382.1|DERE	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC6546272|XP_001973591.1|DERE	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC6546271|XP_001973590.1|DERE	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC6546273|XP_001973592.1|DERE	LOC120420657|XP_039439681.1|CPIP
OG0006770	LOC6544405|XP_001972035.1|DERE	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC6550480|XP_026838211.1|DERE	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC6542000|XP_001970577.3|DERE	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC6543757|XP_001971351.1|DERE	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC6545525|XP_026832593.1|DERE	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC6543902|XP_001972973.1|DERE	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC6546448|XP_026833334.1|DERE	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC6543697|XP_001972971.1|DERE	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC6546529|XP_001971264.1|DERE	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC6545666|XP_001971141.1|DERE	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC6544070|XP_001971429.1|DERE	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC6544327|XP_001971980.1|DERE	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC6545424|XP_015013537.1|DERE	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC6549004|XP_026837137.1|DERE	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC6543894|XP_026832317.1|DERE	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC6548084|XP_001975175.1|DERE	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC6547019|XP_026836311.1|DERE	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC6544569|XP_015013923.1|DERE	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC6544570|XP_001972421.2|DERE	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC6550032|XP_001977498.2|DERE	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC6542042|XP_001968464.1|DERE	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC6544595|XP_026832879.1|DERE	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC6543974|XP_015013885.1|DERE	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC6543963|XP_026832791.1|DERE	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC6541810|XP_001970729.1|DERE	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC6543564|XP_001971824.1|DERE	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC6543884|XP_001973643.1|DERE	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC6541938|XP_001969431.1|DERE	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC6544783|XP_001971603.1|DERE	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC6545767|XP_026832453.1|DERE	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC6545561|XP_001972687.1|DERE	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC6549819|XP_001977342.1|DERE	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC6546600|XP_001975488.1|DERE	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC6547254|XP_001976140.1|DERE	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC6543971|XP_015013886.1|DERE	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC6546708|XP_001975869.2|DERE	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC6545394|XP_026832606.1|DERE	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC6545574|XP_015012984.1|DERE	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC6540618|XP_001970319.1|DERE	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC6546473|XP_001971754.1|DERE	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC6544861|XP_026832402.1|DERE	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC6554252|XP_026839807.1|DERE	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC6544770|XP_001971676.1|DERE	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC6551846|XP_026831980.1|DERE	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC6544795|XP_001972502.1|DERE	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC6546262|XP_015013349.1|DERE	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC6546263|XP_001971759.1|DERE	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC6546481|XP_026833165.1|DERE	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC6545205|XP_001971066.2|DERE	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC6545570|XP_026833773.1|DERE	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC6545575|XP_001973353.1|DERE	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC6541360|XP_001969860.1|DERE	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC6547387|XP_001974926.1|DERE	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC6543631|XP_001973011.1|DERE	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC6544335|XP_001971986.1|DERE	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC6544945|XP_001972618.1|DERE	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC6543938|XP_001973028.2|DERE	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC6553197|XP_001979158.1|DERE	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC6543154|XP_001969425.1|DERE	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC6545193|XP_001972039.1|DERE	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC6543769|XP_001971197.1|DERE	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC6545676|XP_001971658.1|DERE	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC6545390|XP_001971620.1|DERE	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC6543731|XP_026833270.1|DERE	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC6555409|XP_026835312.1|DERE	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC6543669|XP_001971367.1|DERE	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC6546375|XP_001971320.1|DERE	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC6543827|XP_001971877.1|DERE	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC6546082|XP_015013215.1|DERE	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC6543753|XP_001971871.1|DERE	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC6540916|XP_001970026.2|DERE	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC6544206|XP_001971899.2|DERE	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC6546260|XP_001971772.1|DERE	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC6555720|XP_001982564.1|DERE	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC6552037|XP_001980682.1|DERE	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC6543910|XP_015014017.1|DERE	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC6544846|XP_026833512.1|DERE	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC6544843|XP_001971533.2|DERE	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC6547837|XP_001975048.2|DERE	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC6545737|XP_001971631.3|DERE	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC6545736|XP_001971630.2|DERE	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC6545733|XP_015013771.1|DERE	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC6542281|XP_026835414.1|DERE	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC6545802|XP_015013782.1|DERE	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC6541491|XP_026834486.1|DERE	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC6545312|XP_001972554.1|DERE	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC6547157|XP_001974685.2|DERE	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC6543607|XP_001971393.1|DERE	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC6550117|XP_001977654.1|DERE	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC26526411|XP_015012800.2|DERE	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC6547349|XP_001976182.3|DERE	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC6541868|XP_001970510.1|DERE	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC6542038|XP_001970591.1|DERE	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC6540632|XP_015015092.1|DERE	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC6547555|XP_001976176.1|DERE	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC6548600|XP_001973945.1|DERE	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC113564054|XP_026834233.1|DERE	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC6541525|XP_015014899.1|DERE	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC6554560|XP_001982164.1|DERE	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC6555656|XP_001982569.2|DERE	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC6541730|XP_001969478.1|DERE	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC6548599|XP_001973944.1|DERE	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC6543523|XP_001968723.1|DERE	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC6543304|XP_001969787.1|DERE	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC6543219|XP_001968229.1|DERE	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC6540830|XP_001968135.1|DERE	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC6540849|XP_026835084.1|DERE	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC26526319|XP_015011450.1|DERE	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC6543004|XP_026835159.1|DERE	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC6549235|XP_026835901.1|DERE	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC6543090|XP_001968367.1|DERE	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC6551308|XP_001977096.1|DERE	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC6543189|XP_001968155.1|DERE	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC6550324|XP_001976772.1|DERE	LOC120424565|XP_039444668.1|CPIP
