Orthogroup	DERE.longest_only	DALB.longest_only
OG0010443	LOC6541105|XP_001968963.1|DERE	LOC117564566|XP_034099290.1|DALB
OG0010444	LOC6541553|XP_001968961.1|DERE	LOC117565642|XP_034100744.1|DALB
OG0010445	LOC6543234|XP_001968443.1|DERE	LOC117564907|XP_034099751.1|DALB
OG0010446	LOC26526288|XP_015015481.1|DERE	LOC117563281|XP_034097408.1|DALB
OG0010447	LOC6545806|XP_026833904.1|DERE	LOC117571481|XP_034109535.1|DALB
OG0010448	LOC6546132|XP_001972265.1|DERE	LOC117568425|XP_034104972.1|DALB
OG0010449	LOC6544714|XP_001971490.1|DERE	LOC117569568|XP_034106681.1|DALB
OG0010450	LOC6545125|XP_001971071.1|DERE	LOC117568313|XP_034104755.1|DALB
OG0010451	LOC6543568|XP_001971828.1|DERE	LOC117568132|XP_034104431.1|DALB
OG0010452	LOC6545587|XP_001972144.3|DERE	LOC117568223|XP_034104587.1|DALB
OG0010453	LOC6545617|XP_001972151.1|DERE	LOC117568220|XP_034104585.1|DALB
OG0010454	LOC6544020|XP_001973020.1|DERE	LOC117571116|XP_034109002.1|DALB
OG0010455	LOC6545819|XP_001972172.1|DERE	LOC117571832|XP_034110103.1|DALB
OG0010456	LOC6546323|XP_001972935.1|DERE	LOC117571872|XP_034110208.1|DALB
OG0010457	LOC6544210|XP_026832889.1|DERE	LOC117569479|XP_034106539.1|DALB
OG0010458	LOC6544211|XP_001971904.2|DERE	LOC117571954|XP_034110343.1|DALB
OG0010459	LOC6543699|XP_026833922.1|DERE	LOC117570464|XP_034108017.1|DALB
OG0010460	LOC6543702|XP_001971909.2|DERE	LOC117571972|XP_034110365.1|DALB
OG0010461	LOC6544269|XP_001971955.1|DERE	LOC117566411|XP_034101824.1|DALB
OG0010462	LOC6545136|XP_026832864.1|DERE	LOC117568553|XP_034105164.1|DALB
OG0010463	LOC6544744|XP_001973206.1|DERE	LOC117570949|XP_034108774.1|DALB
OG0010464	LOC6545108|XP_001973216.1|DERE	LOC117570522|XP_034108114.1|DALB
OG0010465	LOC6544965|XP_001973232.1|DERE	LOC117570723|XP_034108426.1|DALB
OG0010466	LOC6545314|XP_026833001.1|DERE	LOC117569427|XP_034106477.1|DALB
OG0010467	LOC6545315|XP_001973241.2|DERE	LOC117569431|XP_034106482.1|DALB
OG0010468	LOC6546404|XP_001973549.1|DERE	LOC117569701|XP_034106854.1|DALB
OG0010469	LOC6545682|XP_001971173.1|DERE	LOC117572501|XP_034111243.1|DALB
OG0010470	LOC6543941|XP_001971398.1|DERE	LOC117569199|XP_034106158.1|DALB
OG0010471	LOC6544163|XP_001971388.1|DERE	LOC117568996|XP_034105862.1|DALB
OG0010472	LOC6546479|XP_001971248.1|DERE	LOC117571884|XP_034110234.1|DALB
OG0010473	LOC6544667|XP_001972004.1|DERE	LOC117568994|XP_034105857.1|DALB
OG0010474	LOC113563934|XP_026833404.1|DERE	LOC117567837|XP_034103976.1|DALB
OG0010475	LOC6543730|XP_001973618.1|DERE	LOC117572266|XP_034110856.1|DALB
OG0010476	LOC6545829|XP_001972198.1|DERE	LOC117571757|XP_034109998.1|DALB
OG0010477	LOC6546213|XP_001971781.1|DERE	LOC117570926|XP_034108747.1|DALB
OG0010478	LOC6544074|XP_001971433.1|DERE	LOC117571411|XP_034109440.1|DALB
OG0010479	LOC6544051|XP_001971420.1|DERE	LOC117570823|XP_034108577.1|DALB
OG0010480	LOC6543661|XP_001972960.1|DERE	LOC117569578|XP_034106692.1|DALB
OG0010481	LOC6546281|XP_001972905.1|DERE	LOC117572626|XP_034111473.1|DALB
OG0010482	LOC6544928|XP_026832229.1|DERE	LOC117567571|XP_034103533.1|DALB
OG0010483	LOC6545740|XP_001972747.1|DERE	LOC117567481|XP_034103403.1|DALB
OG0010484	LOC6544171|XP_001973770.1|DERE	LOC117571300|XP_034109261.1|DALB
OG0010485	LOC6545779|XP_026832724.1|DERE	LOC117566445|XP_034101867.1|DALB, LOC117567032|XP_034102626.1|DALB
OG0010486	LOC6544128|XP_001973680.1|DERE	LOC117569962|XP_034107226.1|DALB
OG0010487	LOC6544451|XP_026833695.1|DERE	LOC117572604|XP_034111431.1|DALB
OG0010488	LOC6546361|XP_001972893.1|DERE	LOC117571266|XP_034109220.1|DALB
OG0010489	LOC6545870|XP_001972721.1|DERE	LOC117567791|XP_034103906.1|DALB
OG0010490	LOC6543101|XP_001969082.2|DERE	LOC117570228|XP_034107621.1|DALB
OG0010491	LOC6548161|XP_001975122.1|DERE	LOC117569466|XP_034106523.1|DALB
OG0010492	LOC6546004|XP_001972816.2|DERE	LOC117571392|XP_034109402.1|DALB
OG0010493	LOC6546169|XP_001972866.1|DERE	LOC117571528|XP_034109598.1|DALB
OG0010494	LOC26526381|XP_015014267.1|DERE	LOC117567880|XP_034104040.1|DALB
OG0010495	LOC6545439|XP_001972660.1|DERE	LOC117572159|XP_034110699.1|DALB
OG0010496	LOC6545293|XP_001972632.3|DERE	LOC117572780|XP_034111766.1|DALB
OG0010497	LOC6544959|XP_026833423.1|DERE	LOC117566539|XP_034101971.1|DALB
OG0010498	LOC6540732|XP_001970346.1|DERE	LOC117570290|XP_034107702.1|DALB
OG0010499	LOC6547827|XP_001974974.1|DERE	LOC117569184|XP_034106143.1|DALB
OG0010500	LOC6547636|XP_001974953.1|DERE	LOC117566566|XP_034101998.1|DALB
OG0010501	LOC6549338|XP_001975638.1|DERE	LOC117566579|XP_034102012.1|DALB
OG0010502	LOC6545954|XP_026833677.1|DERE	LOC117568246|XP_034104616.1|DALB
OG0010503	LOC6547280|XP_001976147.1|DERE	LOC117571521|XP_034109584.1|DALB
OG0010504	LOC6549464|XP_001975771.2|DERE	LOC117570314|XP_034107748.1|DALB
OG0010505	LOC6540853|XP_001970550.2|DERE	LOC117572524|XP_034111274.1|DALB, LOC117571581|XP_034109688.1|DALB
OG0010506	LOC6542121|XP_001970696.3|DERE	LOC117566819|XP_034102272.1|DALB
OG0010507	LOC6548573|XP_026836219.1|DERE	LOC117570803|XP_034108550.1|DALB
OG0010508	LOC6547900|XP_001976394.1|DERE	LOC117571336|XP_034109320.1|DALB
OG0010509	LOC6546606|XP_026835718.1|DERE	LOC117571359|XP_034109358.1|DALB
OG0010510	LOC6548038|XP_001975251.3|DERE	LOC117571242|XP_034109185.1|DALB
OG0010511	LOC6546554|XP_001974568.2|DERE	LOC117566705|XP_034102142.1|DALB
OG0010512	LOC6548097|XP_026836574.1|DERE	LOC117567767|XP_034103851.1|DALB
OG0010513	LOC6547912|XP_001976597.1|DERE	LOC117568655|XP_034105343.1|DALB
OG0010514	LOC6547909|XP_001976594.1|DERE	LOC117567801|XP_034103925.1|DALB
OG0010515	LOC6548969|XP_001975553.1|DERE	LOC117571120|XP_034109007.1|DALB
OG0010516	LOC6543123|XP_001970486.1|DERE	LOC117569573|XP_034106688.1|DALB
OG0010517	LOC6547528|XP_001974912.1|DERE	LOC117570282|XP_034107693.1|DALB
OG0010518	LOC6546734|XP_001974527.2|DERE	LOC117569642|XP_034106772.1|DALB
OG0010519	LOC6541452|XP_001970444.1|DERE	LOC117567221|XP_034102941.1|DALB
OG0010520	LOC6548818|XP_001975603.1|DERE	LOC117568324|XP_034104796.1|DALB
OG0010521	LOC6546834|XP_001975941.1|DERE	LOC117570637|XP_034108296.1|DALB
OG0010522	LOC6543347|XP_001970429.1|DERE	LOC117568248|XP_034104619.1|DALB
OG0010523	LOC6541838|XP_001970430.1|DERE	LOC117569657|XP_034106794.1|DALB
OG0010524	LOC6548106|XP_001975147.1|DERE	LOC117567941|XP_034104126.1|DALB
OG0010525	LOC6547492|XP_001974834.1|DERE	LOC117571529|XP_034109599.1|DALB
OG0010526	LOC6547493|XP_001974835.2|DERE	LOC117570583|XP_034108216.1|DALB
OG0010527	LOC6547445|XP_001976381.2|DERE	LOC117571050|XP_034108909.1|DALB
OG0010528	LOC6547685|XP_001976365.1|DERE	LOC117568719|XP_034105427.1|DALB
OG0010529	LOC26526120|XP_015012746.1|DERE	LOC117571029|XP_034108882.1|DALB
OG0010530	LOC6548338|XP_001975294.1|DERE	LOC117570520|XP_034108112.1|DALB
OG0010531	LOC6555446|XP_001981890.1|DERE	LOC117573249|XP_034112205.1|DALB
OG0010532	LOC6552643|XP_001980909.1|DERE	LOC117574542|XP_034114302.1|DALB
OG0010533	LOC6546253|XP_026833022.1|DERE	LOC117574282|XP_034113924.1|DALB
OG0010534	LOC6553519|XP_001979350.1|DERE	LOC117576216|XP_034116713.1|DALB, LOC117574680|XP_034114477.1|DALB
OG0010535	LOC6553844|XP_001979476.1|DERE	LOC117576298|XP_034116844.1|DALB
OG0010536	LOC6553849|XP_001979481.1|DERE	LOC117575209|XP_034115225.1|DALB
OG0010537	LOC6552674|XP_001980913.2|DERE	LOC117573277|XP_034112255.1|DALB
OG0010538	LOC6553272|XP_001980131.1|DERE	LOC117575369|XP_034115425.1|DALB
OG0010539	LOC6552853|XP_026831849.1|DERE	LOC117574842|XP_034114729.1|DALB
OG0010540	LOC6555291|XP_001981207.2|DERE	LOC117573626|XP_034112819.1|DALB
OG0010541	LOC6544175|XP_001972372.1|DERE	LOC117574535|XP_034114289.1|DALB
OG0010542	LOC6552829|XP_001979062.1|DERE	LOC117573366|XP_034112386.1|DALB
OG0010543	LOC6554213|XP_001981230.1|DERE	LOC117575523|XP_034115660.1|DALB
OG0010544	LOC6553655|XP_001980304.1|DERE	LOC117576489|XP_034117154.1|DALB
OG0010545	LOC6553663|XP_001980343.1|DERE	LOC117575921|XP_034116265.1|DALB
OG0010546	LOC6554084|XP_001979596.1|DERE	LOC117576717|XP_034117627.1|DALB
OG0010547	LOC6553882|XP_001979593.1|DERE	LOC117573491|XP_034112610.1|DALB
OG0010548	LOC6555400|XP_001981650.1|DERE	LOC117573493|XP_034112612.1|DALB
OG0010549	LOC6553759|XP_001980384.1|DERE	LOC117576355|XP_034116934.1|DALB
OG0010550	LOC6554592|XP_001981327.1|DERE	LOC117576135|XP_034116588.1|DALB
OG0010551	LOC6554553|XP_001981313.1|DERE	LOC117576749|XP_034117674.1|DALB
OG0010552	LOC6554961|XP_001981133.1|DERE	LOC117573438|XP_034112549.1|DALB
OG0010553	LOC6554962|XP_001981134.1|DERE	LOC117573435|XP_034112541.1|DALB
OG0010554	LOC6554447|XP_015009214.1|DERE	LOC117576968|XP_034118037.1|DALB
OG0010555	LOC6554885|XP_001982240.2|DERE	LOC117573468|XP_034112585.1|DALB
OG0010556	LOC6554313|XP_001981744.1|DERE	LOC117574258|XP_034113880.1|DALB
OG0010557	LOC6551897|XP_001980612.1|DERE	LOC117574351|XP_034114063.1|DALB
OG0010558	LOC6551924|XP_001980622.1|DERE	LOC117574368|XP_034114093.1|DALB
OG0010559	LOC113564128|XP_026835155.1|DERE	LOC117575673|XP_034115852.1|DALB
OG0010560	LOC6552989|XP_001979118.1|DERE	LOC117576002|XP_034116397.1|DALB
OG0010561	LOC6551751|XP_001979699.1|DERE	LOC117574380|XP_034114105.1|DALB
OG0010562	LOC6551971|XP_001980656.1|DERE	LOC117576499|XP_034117169.1|DALB
OG0010563	LOC6551973|XP_026839646.1|DERE	LOC117574385|XP_034114109.1|DALB
OG0010564	LOC6555058|XP_001981386.1|DERE	LOC117574495|XP_034114223.1|DALB
OG0010565	LOC6555289|XP_001981205.1|DERE	LOC117576040|XP_034116456.1|DALB
OG0010566	LOC26526643|XP_026831863.1|DERE	LOC117576658|XP_034117503.1|DALB
OG0010567	LOC6553719|XP_001979430.1|DERE	LOC117574221|XP_034113818.1|DALB
OG0010568	LOC6555157|XP_001981168.1|DERE	LOC117576091|XP_034116530.1|DALB
OG0010569	LOC6554964|XP_001981136.1|DERE	LOC117576235|XP_034116745.1|DALB
OG0010570	LOC6555237|XP_026837469.1|DERE	LOC117574868|XP_034114777.1|DALB
OG0010571	LOC6553755|XP_001979415.1|DERE	LOC117575164|XP_034115157.1|DALB
OG0010572	LOC6555395|XP_001982351.1|DERE	LOC117573715|XP_034112975.1|DALB
OG0010573	LOC6554417|XP_001981918.1|DERE	LOC117573707|XP_034112966.1|DALB
OG0010574	LOC6554418|XP_001981919.2|DERE	LOC117573712|XP_034112973.1|DALB
OG0010575	LOC6554849|XP_026839498.1|DERE	LOC117573704|XP_034112963.1|DALB
OG0010576	LOC6552048|XP_001980724.1|DERE	LOC117576623|XP_034117434.1|DALB
OG0010577	LOC6552333|XP_001979792.3|DERE	LOC117574498|XP_034114233.1|DALB
OG0010578	LOC6554364|XP_001981254.1|DERE	LOC117575775|XP_034116033.1|DALB
OG0010579	LOC6552887|XP_001979987.1|DERE	LOC117576092|XP_034116531.1|DALB
OG0010580	LOC6552221|XP_001979742.1|DERE	LOC117574450|XP_034114179.1|DALB
OG0010581	LOC6552014|XP_001978779.1|DERE	LOC117575079|XP_034115064.1|DALB
OG0010582	LOC26526789|XP_015009407.1|DERE	LOC117573818|XP_034113135.1|DALB
OG0010583	LOC6552345|XP_001979766.2|DERE	LOC117576027|XP_034116427.1|DALB
OG0010613	LOC26526251|XP_015008624.2|DERE	LOC117570016|XP_034107323.1|DALB
OG0010619	LOC113563981|XP_026833981.1|DERE	LOC117571511|XP_034109575.1|DALB
OG0010627	LOC6554894|XP_001982205.1|DERE	LOC117576158|XP_034116624.1|DALB
OG0010628	LOC26527063|XP_015010546.2|DERE	LOC117575389|XP_034115455.1|DALB
OG0010631	LOC6541517|XP_001970006.1|DERE	LOC117563775|XP_034098173.1|DALB
OG0010634	LOC6549458|XP_001975782.1|DERE	LOC117566647|XP_034102080.1|DALB
OG0010635	LOC6548501|XP_001976650.1|DERE	LOC117571727|XP_034109925.1|DALB
OG0010637	LOC26525968|XP_015015422.1|DERE	LOC117574024|XP_034113506.1|DALB
OG0010638	LOC6551349|XP_001977083.1|DERE	LOC117571093|XP_034108969.1|DALB
OG0010639	LOC6549677|XP_001977436.1|DERE	LOC117570184|XP_034107556.1|DALB
OG0010640	LOC6549678|XP_001977437.1|DERE	LOC117571641|XP_034109767.1|DALB
OG0010641	LOC6549698|XP_001977440.1|DERE	LOC117577792|XP_034118608.1|DALB
OG0010642	LOC6550900|XP_001976808.2|DERE	LOC117568117|XP_034104415.1|DALB
OG0010643	LOC6555740|XP_026838930.1|DERE	LOC117573085|XP_034111873.1|DALB
OG0010645	LOC6551222|XP_001978395.1|DERE	LOC117576882|XP_034117888.1|DALB
OG0010647	LOC26525961|XP_015014201.1|DERE	LOC117571168|XP_034109089.1|DALB
OG0010648	LOC6544386|XP_001971480.1|DERE	LOC117571500|XP_034109559.1|DALB
OG0010650	LOC6545651|XP_001971610.1|DERE	LOC117568382|XP_034104881.1|DALB
OG0010651	LOC6545110|XP_001973218.1|DERE	LOC117572028|XP_034110469.1|DALB
OG0010653	LOC6555477|XP_001981853.1|DERE	LOC117574922|XP_034114861.1|DALB
OG0010657	LOC6550574|XP_001978127.1|DERE	LOC117566204|XP_034101626.1|DALB
OG0010658	LOC6551359|XP_026837238.1|DERE	LOC117565989|XP_034101302.1|DALB
OG0010659	LOC6551156|XP_026838128.1|DERE	LOC117570296|XP_034107712.1|DALB
OG0010660	LOC6551153|XP_001976854.1|DERE	LOC117566258|XP_034101698.1|DALB
OG0010661	LOC6550459|XP_001977786.2|DERE	LOC117566457|XP_034101882.1|DALB
OG0010662	LOC6555610|XP_001982445.1|DERE	LOC117576390|XP_034116998.1|DALB
OG0010663	LOC6549830|XP_026837739.1|DERE	LOC117564549|XP_034099267.1|DALB
OG0010664	LOC6550445|XP_001977840.1|DERE	LOC117577851|XP_034118685.1|DALB
OG0010665	LOC6550274|XP_026837700.1|DERE	LOC117575565|XP_034115722.1|DALB
OG0010666	LOC6550940|XP_001976977.1|DERE	LOC117577964|XP_034118907.1|DALB
OG0010667	LOC6550784|XP_001978201.2|DERE	LOC117577563|XP_034118291.1|DALB
OG0010668	LOC6551215|XP_001978388.1|DERE	LOC117567514|XP_034103453.1|DALB
OG0010669	LOC6551505|XP_001978576.2|DERE	LOC117577969|XP_034119350.1|DALB
OG0010670	LOC6550681|XP_001976759.1|DERE	LOC117567614|XP_034103598.1|DALB
OG0010671	LOC6550319|XP_001976767.1|DERE	LOC117567669|XP_034103685.1|DALB
OG0010672	LOC6544937|XP_001972651.1|DERE	LOC117567805|XP_034103934.1|DALB
OG0010673	LOC6550065|XP_001977524.2|DERE	LOC117569302|XP_034106308.1|DALB
OG0010674	LOC6550932|XP_026837857.1|DERE	LOC117567984|XP_034104197.1|DALB
OG0010675	LOC6550190|XP_001977579.1|DERE	LOC117571882|XP_034110236.1|DALB
OG0010676	LOC6546241|XP_001971288.1|DERE	LOC117569602|XP_034106731.1|DALB
OG0010677	LOC6551416|XP_001977202.1|DERE	LOC117578061|XP_034119088.1|DALB
OG0010678	LOC6550134|XP_001977663.1|DERE	LOC117577702|XP_034118492.1|DALB
OG0010679	LOC6546376|XP_001971321.1|DERE	LOC117577720|XP_034118515.1|DALB, LOC117570845|XP_034108617.1|DALB
OG0010680	LOC6551469|XP_015010591.2|DERE	LOC117578017|XP_034119009.1|DALB
OG0010681	LOC6551467|XP_001978548.1|DERE	LOC117577832|XP_034118663.1|DALB
OG0010682	LOC6551465|XP_001978546.1|DERE	LOC117574618|XP_034114400.1|DALB
OG0010683	LOC6542560|XP_001968917.2|DERE	LOC117563228|XP_034097323.1|DALB
OG0010684	LOC6543283|XP_026834901.1|DERE	LOC117563230|XP_034097324.1|DALB
OG0010685	LOC6549066|XP_001974166.1|DERE	LOC117565784|XP_034100951.1|DALB
OG0010686	LOC6542301|XP_001969619.2|DERE	LOC117564781|XP_034099575.1|DALB
OG0010687	LOC6541729|XP_001969440.1|DERE	LOC117563816|XP_034098240.1|DALB
OG0010688	LOC6542059|XP_001969781.1|DERE	LOC117563871|XP_034098320.1|DALB
OG0010689	LOC6543111|XP_001970136.2|DERE	LOC117563787|XP_034098205.1|DALB
OG0010690	LOC6541883|XP_026835142.1|DERE	LOC117565182|XP_034100071.1|DALB
OG0010691	LOC6541557|XP_001969953.1|DERE	LOC117563333|XP_034097492.1|DALB
OG0010692	LOC6541185|XP_001969956.2|DERE	LOC117563331|XP_034097490.1|DALB
OG0010693	LOC6548803|XP_001974083.2|DERE	LOC117563521|XP_034097788.1|DALB
OG0010694	LOC6541643|XP_001969682.2|DERE	LOC117564183|XP_034098746.1|DALB
OG0010695	LOC6541528|XP_001970205.1|DERE	LOC117564199|XP_034098767.1|DALB
OG0010696	LOC6542645|XP_001968343.1|DERE	LOC117564678|XP_034099435.1|DALB
OG0010697	LOC6542361|XP_001970098.2|DERE	LOC117563260|XP_034097373.1|DALB
OG0010698	LOC26526111|XP_015015451.1|DERE	LOC117565044|XP_034099883.1|DALB
OG0010699	LOC6548585|XP_001973949.1|DERE	LOC117564265|XP_034098859.1|DALB
OG0010700	LOC6541964|XP_001968979.1|DERE	LOC117565011|XP_034099847.1|DALB
OG0010701	LOC6542427|XP_001968442.1|DERE	LOC117564909|XP_034099755.1|DALB
OG0010702	LOC6541194|XP_001968196.1|DERE	LOC117565844|XP_034101050.1|DALB
OG0010703	LOC6543178|XP_026834373.1|DERE	LOC117564079|XP_034098596.1|DALB
OG0010704	LOC6542414|XP_001968651.1|DERE	LOC117565507|XP_034100529.1|DALB
OG0010705	LOC6544392|XP_001971693.2|DERE	LOC117571551|XP_034109644.1|DALB
OG0010706	LOC6543582|XP_001972295.3|DERE	LOC117570978|XP_034108816.1|DALB
OG0010707	LOC6544192|XP_001971950.2|DERE	LOC117567271|XP_034103026.1|DALB
OG0010708	LOC6544807|XP_026833621.1|DERE	LOC117566738|XP_034102172.1|DALB
OG0010709	LOC6544524|XP_001973050.1|DERE	LOC117572067|XP_034110538.1|DALB
OG0010710	LOC6543829|XP_001971879.2|DERE	LOC117567601|XP_034103579.1|DALB
OG0010711	LOC6553286|XP_026831915.1|DERE	LOC117571406|XP_034109433.1|DALB, LOC117576251|XP_034116769.1|DALB
OG0010712	LOC6544785|XP_001971605.1|DERE	LOC117572140|XP_034110670.1|DALB
OG0010713	LOC6546280|XP_001972904.2|DERE	LOC117572545|XP_034111308.1|DALB
OG0010714	LOC6544625|XP_015013724.1|DERE	LOC117569172|XP_034106129.1|DALB
OG0010715	LOC26526432|XP_015014280.1|DERE	LOC117568016|XP_034104235.1|DALB
OG0010716	LOC6543929|XP_001973664.1|DERE	LOC117569660|XP_034106797.1|DALB
OG0010717	LOC6544116|XP_001973112.2|DERE	LOC117567604|XP_034103583.1|DALB
OG0010718	LOC6545707|XP_001972720.1|DERE	LOC117567792|XP_034103907.1|DALB
OG0010719	LOC6553280|XP_001979198.3|DERE	LOC117566473|XP_034101895.1|DALB
OG0010720	LOC6544556|XP_015013057.1|DERE	LOC117568759|XP_034105486.1|DALB
OG0010721	LOC6544342|XP_001973085.1|DERE	LOC117572811|XP_034111808.1|DALB
OG0010722	LOC6548471|XP_001975190.1|DERE	LOC117566495|XP_034101926.1|DALB
OG0010723	LOC6544199|XP_001973741.2|DERE	LOC117567882|XP_034104046.1|DALB
OG0010724	LOC6547642|XP_001974959.2|DERE	LOC117566563|XP_034101996.1|DALB
OG0010725	LOC6547638|XP_001974955.1|DERE	LOC117569301|XP_034106304.1|DALB
OG0010726	LOC6548661|XP_001975383.1|DERE	LOC117569346|XP_034106370.1|DALB
OG0010727	LOC6542094|XP_001970691.1|DERE	LOC117572693|XP_034111635.1|DALB
OG0010728	LOC6541827|XP_001970672.1|DERE	LOC117568481|XP_034105059.1|DALB
OG0010729	LOC6541650|XP_001970744.1|DERE	LOC117566688|XP_034102126.1|DALB
OG0010730	LOC26526816|XP_015012861.1|DERE	LOC117569105|XP_034106013.1|DALB
OG0010731	LOC6547597|XP_001974896.2|DERE	LOC117567208|XP_034102929.1|DALB
OG0010732	LOC26527099|XP_015012909.1|DERE	LOC117568205|XP_034104564.1|DALB
OG0010733	LOC6548388|XP_026836371.1|DERE	LOC117566750|XP_034102185.1|DALB
OG0010734	LOC6548817|XP_001975602.1|DERE	LOC117568140|XP_034104438.1|DALB
OG0010735	LOC6547177|XP_001976075.1|DERE	LOC117568666|XP_034105360.1|DALB
OG0010736	LOC6542677|XP_001970785.1|DERE	LOC117570511|XP_034108100.1|DALB
OG0010737	LOC26526092|XP_015015446.1|DERE	LOC117566780|XP_034102214.1|DALB
OG0010738	LOC6554421|XP_001981922.1|DERE	LOC117573723|XP_034112983.1|DALB
OG0010739	LOC26526891|XP_026831562.1|DERE	LOC117573994|XP_034113433.1|DALB
OG0010740	LOC6552335|XP_026837565.1|DERE	LOC117576043|XP_034116460.1|DALB
OG0010741	LOC6553888|XP_026837663.1|DERE	LOC117575217|XP_034115234.1|DALB
OG0010742	LOC6552504|XP_001979812.1|DERE	LOC117576873|XP_034117867.1|DALB
OG0010743	LOC6553834|XP_001979499.1|DERE	LOC117574387|XP_034114112.1|DALB
OG0010744	LOC6553232|XP_001979226.1|DERE	LOC117574826|XP_034114688.1|DALB
OG0010745	LOC6553269|XP_001980128.1|DERE	LOC117575159|XP_034115153.1|DALB
OG0010746	LOC6552465|XP_001980883.2|DERE	LOC117575745|XP_034115990.1|DALB
OG0010747	LOC6555488|XP_026835724.1|DERE	LOC117573266|XP_034112237.1|DALB
OG0010748	LOC6552467|XP_001979826.1|DERE	LOC117574899|XP_034114828.1|DALB
OG0010749	LOC6554841|XP_001981997.1|DERE	LOC117574275|XP_034113914.1|DALB
OG0010750	LOC6554840|XP_026836704.1|DERE	LOC117575881|XP_034116209.1|DALB
OG0010751	LOC6554049|XP_001979534.1|DERE	LOC117575939|XP_034116291.1|DALB
OG0010752	LOC26526570|XP_015009387.2|DERE	LOC117575328|XP_034115376.1|DALB
OG0010753	LOC6554879|XP_001982217.1|DERE	LOC117573524|XP_034112650.1|DALB
OG0010754	LOC6551942|XP_001980630.1|DERE	LOC117575412|XP_034115484.1|DALB
OG0010755	LOC6555405|XP_001981655.1|DERE	LOC117573500|XP_034112618.1|DALB
OG0010756	LOC6555430|XP_001981656.2|DERE	LOC117573506|XP_034112626.1|DALB
OG0010757	LOC6554623|XP_001981345.1|DERE	LOC117575152|XP_034115146.1|DALB
OG0010758	LOC6554600|XP_001981335.1|DERE	LOC117575337|XP_034115386.1|DALB
OG0010759	LOC6554812|XP_001981112.1|DERE	LOC117576751|XP_034117675.1|DALB
OG0010760	LOC6551875|XP_001980599.1|DERE	LOC117575096|XP_034115087.1|DALB
OG0010761	LOC6553014|XP_001979105.1|DERE	LOC117574117|XP_034113662.1|DALB
OG0010762	LOC6554280|XP_001981476.2|DERE	LOC117574810|XP_034114668.1|DALB
OG0010763	LOC6555394|XP_001982350.1|DERE	LOC117574984|XP_034114944.1|DALB
OG0010764	LOC6555304|XP_001982325.1|DERE	LOC117575456|XP_034115554.1|DALB
OG0010765	LOC6555357|XP_001981436.1|DERE	LOC117573401|XP_034112494.1|DALB
OG0010766	LOC6552255|XP_001980736.3|DERE	LOC117574896|XP_034114824.1|DALB
OG0010767	LOC6555030|XP_026838313.1|DERE	LOC117573779|XP_034113070.1|DALB
OG0010768	LOC6555238|XP_001981645.2|DERE	LOC117574654|XP_034114450.1|DALB
OG0010769	LOC6554144|XP_001981903.1|DERE	LOC117576549|XP_034117278.1|DALB
OG0010770	LOC6554363|XP_001981253.1|DERE	LOC117574442|XP_034114170.1|DALB
OG0010771	LOC6542156|XP_001970535.1|DERE	LOC117574543|XP_034114304.1|DALB
OG0010772	LOC6552197|XP_001979739.3|DERE	LOC117575786|XP_034116051.1|DALB
OG0010773	LOC6552217|XP_001979740.1|DERE	LOC117575052|XP_034115025.1|DALB
OG0010774	LOC6552150|XP_001978823.1|DERE	LOC117574469|XP_034114197.1|DALB
OG0010775	LOC113563743|XP_026831795.1|DERE	LOC117574474|XP_034114203.1|DALB
OG0010776	LOC6548791|XP_001973979.1|DERE	LOC117577403|XP_034118208.1|DALB
OG0010823	LOC6549486|XP_026836963.1|DERE	LOC117578155|XP_034119266.1|DALB
OG0010828	LOC6549749|XP_001977352.1|DERE	LOC117578225|XP_034119489.1|DALB
OG0010831	LOC113564040|XP_026834028.1|DERE	LOC117564089|XP_034098612.1|DALB
OG0010833	LOC6547918|XP_026836253.1|DERE	LOC117568420|XP_034104956.1|DALB
OG0010835	LOC6550404|XP_026837699.1|DERE	LOC117578015|XP_034119007.1|DALB
OG0010838	LOC113563966|XP_026833871.1|DERE	LOC117567576|XP_034103543.1|DALB
OG0010841	LOC6540895|XP_001969583.2|DERE	LOC117563910|XP_034098363.1|DALB
OG0010842	LOC26526925|XP_015015575.2|DERE	LOC117567120|XP_034102815.1|DALB
OG0010843	LOC26526265|XP_015012768.1|DERE	LOC117571337|XP_034109321.1|DALB
OG0010845	LOC6551278|XP_001976897.1|DERE	LOC117578136|XP_034119240.1|DALB
OG0010846	LOC26526806|XP_015009408.1|DERE	LOC117577888|XP_034118757.1|DALB
OG0010847	LOC6551500|XP_015010881.1|DERE	LOC117573153|XP_034112006.1|DALB
OG0010848	LOC6550732|XP_001978155.1|DERE	LOC117572777|XP_034111767.1|DALB
OG0010849	LOC6550987|XP_001976863.1|DERE	LOC117577778|XP_034118588.1|DALB
OG0010850	LOC6551145|XP_026838090.1|DERE	LOC117570771|XP_034108501.1|DALB
OG0010851	LOC6549738|XP_026837797.1|DERE, LOC113564581|XP_026838423.1|DERE	LOC117577747|XP_034118550.1|DALB
OG0010852	LOC6547943|XP_001976461.2|DERE	LOC117566896|XP_034102405.1|DALB
OG0010853	LOC6555592|XP_026837674.1|DERE	LOC117570705|XP_034108404.1|DALB
OG0010854	LOC6550232|XP_026837560.1|DERE	LOC117577562|XP_034118287.1|DALB
OG0010855	LOC6550320|XP_001976768.1|DERE	LOC117567703|XP_034103728.1|DALB
