Orthogroup	DERE.longest_only	CQUI.longest_only
OG0007538	LOC6545556|XP_001972682.2|DERE	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC6549278|XP_015012079.2|DERE	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC6554742|XP_026831654.1|DERE	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC6549605|XP_001975738.1|DERE	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC6548329|XP_001975164.1|DERE	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC6555875|XP_026838985.1|DERE	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC6544758|XP_001972481.1|DERE	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC6549097|XP_001974209.1|DERE	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC113563732|XP_026831649.1|DERE	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC6547008|XP_001974623.1|DERE	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC6545832|XP_015013625.1|DERE	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC6543900|XP_001973651.1|DERE	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC6545565|XP_001972669.1|DERE	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC6541567|XP_026834515.1|DERE	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC6541749|XP_001968222.2|DERE	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC6540998|XP_001968515.1|DERE	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC6543965|XP_001972215.1|DERE	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC6548234|XP_001975266.1|DERE	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC6547779|XP_026836823.1|DERE	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC6548292|XP_001976577.1|DERE	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC6549129|XP_015012378.2|DERE	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC6542893|XP_001969227.1|DERE	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC6546077|XP_001973496.1|DERE	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC6545249|XP_001973306.3|DERE	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC6544372|XP_026833696.1|DERE	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC6546358|XP_001972890.1|DERE	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC6545373|XP_001972622.1|DERE	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC6555476|XP_026831557.1|DERE	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC6549536|XP_001975624.1|DERE	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC6555013|XP_001981395.1|DERE	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC6549526|XP_026836164.1|DERE	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC6547565|XP_001974822.1|DERE	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC6549528|XP_026836163.1|DERE	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC6549356|XP_001975802.2|DERE	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC6541748|XP_001968810.1|DERE	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC6548927|XP_001975414.1|DERE	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC6548367|XP_026837079.1|DERE	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC6548869|XP_026836951.1|DERE	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC6551393|XP_015011035.1|DERE	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC6550272|XP_026838117.1|DERE	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC6547575|XP_026836972.1|DERE	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC6540956|XP_026834843.1|DERE	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC6544114|XP_001973110.2|DERE	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC6547613|XP_001976250.1|DERE	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC6555271|XP_001981836.1|DERE	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC6548302|XP_001975100.1|DERE	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC6550176|XP_001977881.1|DERE	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC6544757|XP_001972480.3|DERE	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC6543268|XP_001969585.1|DERE	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC6547728|XP_001975017.3|DERE	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC6548518|XP_001973882.2|DERE	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC6550334|XP_001977892.1|DERE	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC6545744|XP_015013117.1|DERE	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC6542060|XP_026835139.1|DERE	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC6546676|XP_001974503.1|DERE	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC6550842|XP_026838582.1|DERE	LOC6045880|XP_038109347.1|CQUI
OG0007594	LOC6542195|XP_001969180.1|DERE	LOC6051761|XP_001868148.2|CQUI
OG0007595	LOC6547408|XP_001974825.1|DERE	LOC6053924|XP_038113794.1|CQUI
OG0007596	LOC6545719|XP_001971672.1|DERE	LOC6036712|XP_001846716.2|CQUI
OG0007597	LOC6546007|XP_001972819.1|DERE	LOC6050979|XP_001867488.1|CQUI
OG0007598	LOC6548867|XP_001975453.1|DERE	LOC6049830|XP_001866531.2|CQUI
OG0007599	LOC6544929|XP_026833240.1|DERE	LOC6043024|XP_038110698.1|CQUI
OG0007600	LOC6545257|XP_001973314.1|DERE	LOC6043026|XP_001854864.1|CQUI
OG0007601	LOC6544316|XP_001973078.1|DERE	LOC6037694|XP_038113712.1|CQUI
OG0007602	LOC6543997|XP_015014158.1|DERE	LOC6052476|XP_001868741.1|CQUI
OG0007603	LOC6543996|XP_026832551.1|DERE	LOC6047155|XP_038111322.1|CQUI
OG0007604	LOC6544641|XP_026833777.1|DERE	LOC6043293|XP_038112660.1|CQUI
OG0007605	LOC6544136|XP_026832629.1|DERE	LOC6034502|XP_038107230.1|CQUI
OG0007606	LOC6544450|XP_026833690.1|DERE	LOC6034505|XP_001844810.2|CQUI
OG0007607	LOC6554204|XP_026839528.1|DERE	LOC6034527|XP_038109421.1|CQUI
OG0007608	LOC6546299|XP_001973531.1|DERE	LOC6034549|XP_001844849.2|CQUI
OG0007609	LOC6550629|XP_001978168.1|DERE	LOC6034551|XP_001844851.2|CQUI
OG0007610	LOC6543388|XP_001969149.1|DERE	LOC6037238|XP_038114160.1|CQUI
OG0007611	LOC6555816|XP_026839157.1|DERE	LOC6037235|XP_038108646.1|CQUI
OG0007612	LOC6543310|XP_026835105.1|DERE	LOC6037234|XP_001847164.2|CQUI
OG0007613	LOC6547724|XP_001975013.3|DERE	LOC6037223|XP_038111253.1|CQUI
OG0007614	LOC6543648|XP_026833628.1|DERE	LOC6037199|XP_001847129.2|CQUI
OG0007615	LOC6545642|XP_001972163.1|DERE	LOC6037200|XP_038112374.1|CQUI
OG0007616	LOC6555012|XP_001981394.1|DERE	LOC6037201|XP_001847131.2|CQUI
OG0007617	LOC6543798|XP_026832985.1|DERE	LOC6037203|XP_038112373.1|CQUI
OG0007618	LOC6545701|XP_001972714.1|DERE	LOC6037206|XP_001847136.2|CQUI
OG0007619	LOC6545443|XP_001972664.1|DERE	LOC6037207|XP_038110127.1|CQUI
OG0007620	LOC6545529|XP_026833242.1|DERE	LOC6037212|XP_038109985.1|CQUI
OG0007621	LOC6540631|XP_001970339.1|DERE	LOC6037222|XP_001847152.2|CQUI
OG0007622	LOC6546114|XP_026833562.1|DERE	LOC6040533|XP_038113830.1|CQUI
OG0007623	LOC6545753|XP_001973451.2|DERE	LOC6040538|XP_038112703.1|CQUI
OG0007624	LOC6546120|XP_001973537.1|DERE	LOC6040524|XP_038114299.1|CQUI
OG0007625	LOC6544244|XP_026832408.1|DERE	LOC6040529|XP_038111602.1|CQUI
OG0007626	LOC6545729|XP_001971125.1|DERE	LOC6040565|XP_001849945.1|CQUI
OG0007627	LOC6545688|XP_001971126.1|DERE	LOC6040562|XP_038110642.1|CQUI
OG0007628	LOC6555840|XP_001982706.1|DERE	LOC6041672|XP_038104105.1|CQUI
OG0007629	LOC6545656|XP_001971660.1|DERE	LOC6035227|XP_038122586.1|CQUI
OG0007630	LOC6553815|XP_001979548.1|DERE	LOC6048477|XP_001865388.2|CQUI
OG0007631	LOC6554386|XP_001981509.1|DERE	LOC6042768|XP_038116429.1|CQUI
OG0007632	LOC6544642|XP_026833786.1|DERE	LOC119766390|XP_038106829.1|CQUI
OG0007633	LOC6549174|XP_026837011.1|DERE	LOC6032949|XP_001843468.2|CQUI
OG0007635	LOC6540900|XP_001969580.1|DERE	LOC6041543|XP_038111123.1|CQUI
OG0007638	LOC6555768|XP_026838918.1|DERE	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	LOC6550435|XP_026838025.1|DERE	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC6542133|XP_026835601.1|DERE	LOC6045407|XP_038106968.1|CQUI
OG0007641	LOC6552637|XP_001980903.1|DERE	LOC6044290|XP_001861822.2|CQUI
OG0007651	LOC6551241|XP_001978333.2|DERE	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC6552696|XP_026839667.1|DERE	LOC6048860|XP_038122644.1|CQUI
OG0007666	LOC6550764|XP_001976801.1|DERE	LOC6035090|XP_038105572.1|CQUI
OG0007668	LOC6540987|XP_001970294.1|DERE	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC6549978|XP_026837551.1|DERE	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC6549977|XP_001978750.1|DERE	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC6549721|XP_026837344.1|DERE	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC6555742|XP_001982511.2|DERE	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC6554904|XP_001981589.2|DERE	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC6551030|XP_026838120.1|DERE	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC6550950|XP_001978232.1|DERE	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC6550120|XP_001977657.1|DERE	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC6551648|XP_001978495.1|DERE	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC6550558|XP_001977958.1|DERE	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC6550554|XP_026838417.1|DERE	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC6541149|XP_001968484.1|DERE	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC6553947|XP_001979473.1|DERE	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC6550707|XP_001978007.2|DERE	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC6550870|XP_001978230.1|DERE	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC6550604|XP_026838168.1|DERE	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC6550565|XP_026838066.1|DERE	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC6551274|XP_001976893.1|DERE	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC6549739|XP_001978644.1|DERE, LOC113564580|XP_026838422.1|DERE	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC6550858|XP_015011315.2|DERE	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC6554322|XP_001981481.1|DERE	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC113563680|XP_026838065.1|DERE	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC6550411|XP_001977742.1|DERE	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC6544338|XP_001973081.1|DERE	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC6551173|XP_026838798.1|DERE	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC6545272|XP_001973269.1|DERE	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC6544207|XP_001971900.1|DERE	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC6550999|XP_001978315.2|DERE	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC6551653|XP_001978567.1|DERE	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC6555494|XP_026837611.1|DERE	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC6551213|XP_026838794.1|DERE	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC6555521|XP_001982427.1|DERE	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC6550921|XP_001976888.1|DERE	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC6554941|XP_001981122.1|DERE	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC6550124|XP_001977705.1|DERE	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC6550234|XP_001977685.1|DERE	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC6550736|XP_026837298.1|DERE	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC6550781|XP_026838258.1|DERE	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC6550831|XP_001978273.2|DERE	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC6551304|XP_026837484.1|DERE	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC6550042|XP_001977508.1|DERE	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC6550703|XP_001978117.1|DERE	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC6549881|XP_001978659.1|DERE	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC6550861|XP_001978221.3|DERE	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC6551728|XP_001977214.1|DERE	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC6554815|XP_001981115.1|DERE	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC6549956|XP_001978694.1|DERE	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC6550927|XP_026838593.1|DERE	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC6550929|XP_015010927.2|DERE	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC6551702|XP_026838474.1|DERE	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC6551703|XP_015011060.1|DERE	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC6551568|XP_001977289.1|DERE	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC6540784|XP_026834237.1|DERE	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC6551036|XP_001978255.1|DERE	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC6550833|XP_026838012.1|DERE	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC6551048|XP_026838729.1|DERE	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC6551322|XP_001977087.1|DERE	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC6551049|XP_026838727.1|DERE	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC6549782|XP_026837466.1|DERE	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC6551639|XP_001978587.1|DERE	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC6555773|XP_001982531.1|DERE	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC6553598|XP_001979405.1|DERE	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC6554777|XP_015008872.1|DERE	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC6550872|XP_001976812.2|DERE	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC6551543|XP_001978454.1|DERE	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC6551259|XP_026838806.1|DERE	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC6550508|XP_001977973.1|DERE	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC6554598|XP_026839697.1|DERE	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC26526650|XP_015015545.2|DERE	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC6551832|XP_026834190.1|DERE	LOC6048774|XP_038105485.1|CQUI
OG0007747	LOC6550199|XP_015011111.1|DERE	LOC6050775|XP_038107338.1|CQUI
OG0007748	LOC6549784|XP_001978622.1|DERE	LOC6038330|XP_038122467.1|CQUI
OG0007750	LOC6554970|XP_001981141.1|DERE	LOC6047654|XP_001864690.2|CQUI
OG0007752	LOC6549732|XP_001978721.1|DERE	LOC6053536|XP_001869600.2|CQUI
OG0007755	LOC6551374|XP_001977119.1|DERE	LOC6052578|XP_038121672.1|CQUI
OG0007756	LOC6550219|XP_026837981.1|DERE	LOC6034417|XP_038122766.1|CQUI
OG0007757	LOC6550962|XP_026838557.1|DERE	LOC6034428|XP_038108334.1|CQUI
OG0007760	LOC6550778|XP_001978075.1|DERE	LOC6034457|XP_001844770.2|CQUI
OG0007761	LOC6549935|XP_026837390.1|DERE	LOC6034471|XP_038122821.1|CQUI
OG0007762	LOC6549936|XP_026837673.1|DERE	LOC6034472|XP_038115983.1|CQUI
OG0007763	LOC6542616|XP_001968193.1|DERE	LOC6034474|XP_001844784.1|CQUI
OG0007764	LOC6551558|XP_001978597.2|DERE	LOC6034476|XP_038122923.1|CQUI
OG0007765	LOC6551559|XP_001978598.1|DERE	LOC6034480|XP_038104014.1|CQUI
OG0007766	LOC6553585|XP_015009857.1|DERE	LOC6034483|XP_038104015.1|CQUI
OG0007768	LOC6550775|XP_001978072.1|DERE	LOC6052779|XP_038113508.1|CQUI
OG0007769	LOC6550649|XP_001978039.1|DERE	LOC6051179|XP_001867661.1|CQUI
OG0007770	LOC6542711|XP_026834569.1|DERE	LOC6049167|XP_038122974.1|CQUI
OG0007771	LOC6541952|XP_001968928.2|DERE	LOC6031445|XP_001842249.2|CQUI
OG0007772	LOC6555716|XP_001982560.1|DERE	LOC6042570|XP_038105036.1|CQUI
OG0007773	LOC6540666|XP_001968877.1|DERE	LOC6034791|XP_038112738.1|CQUI
OG0007774	LOC6544052|XP_026832688.1|DERE	LOC6031438|XP_038105652.1|CQUI
OG0007775	LOC6550097|XP_001978185.1|DERE	LOC6052605|XP_038105818.1|CQUI
OG0007776	LOC6550114|XP_026837891.1|DERE	LOC6053471|XP_038122686.1|CQUI
OG0007777	LOC6550953|XP_001978235.1|DERE	LOC6043994|XP_038116333.1|CQUI
OG0007779	LOC6545322|XP_001973248.1|DERE	LOC119765085|XP_038104145.1|CQUI
OG0007780	LOC6550772|XP_026838293.1|DERE	LOC6052646|XP_038105404.1|CQUI
OG0007781	LOC6549949|XP_001978688.1|DERE	LOC119769479|XP_038118005.1|CQUI
OG0007782	LOC6551111|XP_001976842.1|DERE	LOC6039069|XP_038104568.1|CQUI
OG0007784	LOC6552131|XP_026835707.1|DERE	LOC6051726|XP_001868120.2|CQUI
OG0007786	LOC6542674|XP_001968195.2|DERE	LOC6053054|XP_038105741.1|CQUI
OG0007787	LOC6554119|XP_001981274.3|DERE	LOC119765323|XP_038104889.1|CQUI
OG0007788	LOC6555182|XP_001982280.1|DERE	LOC6034808|XP_001845080.2|CQUI
OG0007789	LOC6553484|XP_026833783.1|DERE	LOC6046774|XP_038104944.1|CQUI
OG0007790	LOC6555015|XP_001981397.3|DERE	LOC6036488|XP_038105712.1|CQUI
OG0007792	LOC6550368|XP_001977865.1|DERE	LOC6042419|XP_038113154.1|CQUI
OG0007793	LOC26526361|XP_015010476.1|DERE	LOC119769520|XP_038118274.1|CQUI
OG0007794	LOC6550390|XP_001977772.1|DERE	LOC6034931|XP_038113474.1|CQUI
OG0007795	LOC6551555|XP_001978503.1|DERE	LOC6048844|XP_001865691.2|CQUI
OG0007796	LOC6555474|XP_001981850.1|DERE	LOC6032710|XP_001843262.2|CQUI
OG0007797	LOC6554208|XP_001981225.1|DERE	LOC6047473|XP_038122879.1|CQUI
OG0007798	LOC6554209|XP_001981226.2|DERE	LOC6054407|XP_038112909.1|CQUI
OG0007799	LOC6555170|XP_001982268.1|DERE	LOC6052080|XP_001868407.1|CQUI
OG0007800	LOC6555260|XP_001982301.1|DERE	LOC6044840|XP_001862290.2|CQUI
OG0007801	LOC6555316|XP_001981877.2|DERE	LOC6035567|XP_038107035.1|CQUI
OG0007802	LOC6552306|XP_001980831.1|DERE	LOC119771186|XP_038122713.1|CQUI
OG0007803	LOC6553866|XP_026831840.1|DERE	LOC6032576|XP_038104221.1|CQUI
OG0007804	LOC6551619|XP_026838822.1|DERE	LOC6035085|XP_038122773.1|CQUI
OG0007805	LOC6549938|XP_001978686.1|DERE	LOC6048399|XP_001865322.2|CQUI
OG0007806	LOC6549948|XP_001978687.1|DERE	LOC6048398|XP_038122542.1|CQUI
OG0007808	LOC6555486|XP_026834797.1|DERE	LOC6046418|XP_038122936.1|CQUI
OG0007811	LOC6552038|XP_001980683.2|DERE	LOC6032633|XP_038105259.1|CQUI
OG0007812	LOC6549946|XP_001977404.1|DERE	LOC6032652|XP_001843219.2|CQUI
OG0007814	LOC6550107|XP_001977598.1|DERE	LOC6037468|XP_038104007.1|CQUI
OG0007815	LOC6549896|XP_001977373.1|DERE	LOC6039935|XP_001849432.2|CQUI
OG0007816	LOC6545881|XP_001973486.1|DERE	LOC6035392|XP_001845592.2|CQUI
OG0007817	LOC6552708|XP_001979000.1|DERE	LOC6035391|XP_038104697.1|CQUI
OG0007818	LOC6554974|XP_001982039.1|DERE	LOC6031659|XP_038104431.1|CQUI
OG0007819	LOC26527027|XP_015011495.1|DERE	LOC6037472|XP_001847381.2|CQUI
OG0007820	LOC6554746|XP_015009117.1|DERE	LOC6033670|XP_038113389.1|CQUI
OG0007821	LOC6554219|XP_001981236.1|DERE	LOC6033667|XP_001844093.2|CQUI
OG0007822	LOC6554218|XP_026831462.1|DERE	LOC6033666|XP_038104214.1|CQUI
OG0007823	LOC6554216|XP_001981233.1|DERE	LOC6051326|XP_038105826.1|CQUI
OG0007824	LOC6554770|XP_015009195.1|DERE	LOC6041355|XP_038107049.1|CQUI
OG0007825	LOC6553740|XP_001980326.1|DERE	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC6555366|XP_001981450.1|DERE	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC6551599|XP_001978464.1|DERE	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC6544694|XP_001972017.1|DERE	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC6552151|XP_026839820.1|DERE	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC6550741|XP_001978056.1|DERE	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC6551584|XP_001977270.1|DERE	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC6555617|XP_001982596.1|DERE	LOC6035410|XP_001845603.2|CQUI
OG0007834	LOC6555441|XP_001981885.1|DERE	LOC6035539|XP_038110831.1|CQUI
OG0007835	LOC6555489|XP_001981872.1|DERE	LOC6046139|XP_001863382.2|CQUI
OG0007836	LOC6553392|XP_026839758.1|DERE	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC6552719|XP_001979048.1|DERE	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC6552951|XP_026833598.1|DERE	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC6554376|XP_001982359.1|DERE	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC6556297|XP_026839485.1|DERE	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC6554957|XP_001981377.1|DERE	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC6547048|XP_001974637.1|DERE	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC6553580|XP_026839849.1|DERE	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC6550959|XP_026838554.1|DERE	LOC6040938|XP_001850266.2|CQUI
OG0007847	LOC6554349|XP_026831540.1|DERE	LOC6031652|XP_001842400.2|CQUI
OG0007855	LOC6552157|XP_026834994.1|DERE	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC6554975|XP_001982040.1|DERE	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC6554341|XP_026832045.1|DERE	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC6549856|XP_001977362.1|DERE	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC6551772|XP_001980641.1|DERE	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC6551761|XP_001980645.1|DERE	LOC6040926|XP_001850254.1|CQUI
OG0007862	LOC113564492|XP_026837691.1|DERE	LOC6040925|XP_038123040.1|CQUI
OG0007863	LOC6549561|XP_001974479.1|DERE	LOC6040935|XP_001850263.2|CQUI
OG0007864	LOC6552906|XP_026831467.1|DERE	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC6552325|XP_001979784.1|DERE	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC6555118|XP_026838564.1|DERE	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC6551336|XP_026837225.1|DERE	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC6544030|XP_001972333.1|DERE	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC6550718|XP_001978100.1|DERE	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC6544382|XP_026833542.1|DERE	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC6550891|XP_026837549.1|DERE	LOC6053032|XP_038115021.1|CQUI
OG0007875	LOC6547355|XP_026836156.1|DERE	LOC6046848|XP_038118512.1|CQUI
OG0007876	LOC6551314|XP_001978406.1|DERE	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC6550721|XP_026837819.1|DERE	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC6547784|XP_001974939.1|DERE	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC6546194|XP_001972923.1|DERE	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC6550968|XP_001976845.1|DERE	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC6546413|XP_026833500.1|DERE	LOC6044954|XP_038116490.1|CQUI
OG0007882	LOC6546407|XP_001971799.2|DERE	LOC6038799|XP_038115014.1|CQUI
OG0007883	LOC6546408|XP_026833065.1|DERE	LOC6049317|XP_038119973.1|CQUI
OG0007884	LOC6543917|XP_001972988.1|DERE	LOC6051409|XP_038118934.1|CQUI
OG0007885	LOC6547354|XP_001976187.1|DERE	LOC6036576|XP_038118795.1|CQUI
OG0007886	LOC6542551|XP_001969622.1|DERE	LOC6041123|XP_038115925.1|CQUI
OG0007887	LOC6546406|XP_001971798.3|DERE	LOC6053688|XP_038118638.1|CQUI
OG0007888	LOC6543866|XP_001972342.1|DERE	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC6543542|XP_001973626.1|DERE	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC6553160|XP_001980068.1|DERE	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC6542054|XP_001970811.1|DERE	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC6547802|XP_026835894.1|DERE	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC6543548|XP_001972301.1|DERE	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC6545183|XP_001972531.1|DERE	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC6546531|XP_001971265.1|DERE	LOC6041253|XP_001850543.1|CQUI
