Orthogroup	DSUP.longest_only	CCAP.longest_only
OG0007622	LOC119555006|XP_037722075.1|DSUP	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC119555640|XP_037723095.1|DSUP	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC119553491|XP_037719827.1|DSUP	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC119555639|XP_037723088.1|DSUP	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC119553846|XP_037720418.1|DSUP	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC119552938|XP_037718819.1|DSUP	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC119555889|XP_037723525.1|DSUP	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC119553135|XP_037719255.1|DSUP	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC119560235|XP_037729525.1|DSUP	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC119562909|XP_037731980.1|DSUP	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC119555555|XP_037722929.1|DSUP	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC119548773|XP_037712246.1|DSUP	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007634	LOC119563432|XP_037732746.1|DSUP	CCAP1982_LOCUS1668|CAD6992831.1|CCAP
OG0007635	LOC119546454|XP_037708657.1|DSUP	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC119559610|XP_037728564.1|DSUP	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC119557217|XP_037725809.1|DSUP	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC119556111|XP_037723911.1|DSUP	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC119551619|XP_037716960.1|DSUP	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC119549436|XP_037713457.1|DSUP	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC119563133|XP_037732311.1|DSUP	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC119554011|XP_037720655.1|DSUP	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007645	LOC119560555|XP_037729998.1|DSUP	CCAP1982_LOCUS5035|CAD6996357.1|CCAP
OG0007646	LOC119546694|XP_037709100.1|DSUP	CCAP1982_LOCUS6628|CAD6998011.1|CCAP
OG0007647	LOC119547192|XP_037709857.1|DSUP	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP
OG0007647	LOC119546427|XP_037708623.1|DSUP	CCAP1982_LOCUS5474|CAD6996801.1|CCAP
OG0007648	LOC119551326|XP_037716548.1|DSUP	CCAP1982_LOCUS21866|CAD7013847.1|CCAP
OG0007649	LOC119554524|XP_037721398.1|DSUP	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP
OG0007650	LOC119549793|XP_037713986.1|DSUP	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP
OG0007651	LOC119557632|XP_037726390.1|DSUP	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007652	LOC119549449|XP_037713473.1|DSUP	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP
OG0007653	LOC119552923|XP_037718792.1|DSUP	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP
OG0007664	LOC119560175|XP_037729463.1|DSUP	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC119546954|XP_037709523.1|DSUP	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC119562997|XP_037732106.1|DSUP	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC119545941|XP_037707815.1|DSUP	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC119560482|XP_037729872.1|DSUP	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC119558766|XP_037727990.1|DSUP	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC119557694|XP_037726499.1|DSUP	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC119556750|XP_037725103.1|DSUP	CCAP1982_LOCUS3314|CAD6994576.1|CCAP
OG0007717	LOC119547444|XP_037710236.1|DSUP	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007737	LOC119555417|XP_037722710.1|DSUP	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC119551801|XP_037717283.1|DSUP	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC119563057|XP_037732199.1|DSUP	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC119563309|XP_037732574.1|DSUP	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC119563502|XP_037732871.1|DSUP	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC119546500|XP_037708742.1|DSUP	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC119562884|XP_037731928.1|DSUP	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC119559862|XP_037728900.1|DSUP	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007777	LOC119556298|XP_037724300.1|DSUP	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC119552679|XP_037718326.1|DSUP	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC119560056|XP_037729290.1|DSUP	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC119547454|XP_037710245.1|DSUP	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC119561068|XP_037730843.1|DSUP	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC119560975|XP_037730676.1|DSUP	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC119551913|XP_037717459.1|DSUP	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC119546811|XP_037709325.1|DSUP	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007791	LOC119550304|XP_037714835.1|DSUP	CCAP1982_LOCUS1483|CAD6992635.1|CCAP
OG0007793	LOC119560042|XP_037729276.1|DSUP	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC119562968|XP_037732071.1|DSUP	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC119550926|XP_037715875.1|DSUP	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC119563403|XP_037732696.1|DSUP	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC119560749|XP_037730294.1|DSUP	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC119563251|XP_037732492.1|DSUP	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC119560229|XP_037729519.1|DSUP	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC119545764|XP_037707538.1|DSUP	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC119557612|XP_037726350.1|DSUP	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC119563496|XP_037732863.1|DSUP	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007816	LOC119555262|XP_037722494.1|DSUP	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC119560719|XP_037730261.1|DSUP	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC119554216|XP_037720958.1|DSUP	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC119562939|XP_037732023.1|DSUP	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC119562938|XP_037732022.1|DSUP	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC119559224|XP_037728226.1|DSUP	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC119545753|XP_037707519.1|DSUP	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC119563423|XP_037732725.1|DSUP	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC119545635|XP_037707278.1|DSUP	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC119554146|XP_037720850.1|DSUP	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007829	LOC119560147|XP_037729429.1|DSUP	CCAP1982_LOCUS1661|CAD6992823.1|CCAP
OG0007830	LOC119563360|XP_037732639.1|DSUP	CCAP1982_LOCUS1152|CAD6992284.1|CCAP
OG0007836	LOC119560756|XP_037730303.1|DSUP	CCAP1982_LOCUS1279|CAD6992415.1|CCAP
OG0007838	LOC119560449|XP_037729825.1|DSUP	CCAP1982_LOCUS2060|CAD6993243.1|CCAP
OG0007840	LOC119563430|XP_037732744.1|DSUP	CCAP1982_LOCUS1667|CAD6992830.1|CCAP
OG0007842	LOC119548599|XP_037711895.1|DSUP	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC119553254|XP_037719473.1|DSUP	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC119550083|XP_037714483.1|DSUP	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007845	LOC119560654|XP_037730147.1|DSUP	CCAP1982_LOCUS2347|CAD6993535.1|CCAP
OG0007847	LOC119562620|XP_037731782.1|DSUP	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007848	LOC119561664|XP_037731136.1|DSUP	CCAP1982_LOCUS2692|CAD6993899.1|CCAP
OG0007849	LOC119560067|XP_037729302.1|DSUP	CCAP1982_LOCUS1593|CAD6992750.1|CCAP
OG0007850	LOC119560066|XP_037729301.1|DSUP	CCAP1982_LOCUS1591|CAD6992747.1|CCAP
OG0007851	LOC119552435|XP_037718006.1|DSUP	CCAP1982_LOCUS3811|CAD6995087.1|CCAP
OG0007852	LOC119560572|XP_037730018.1|DSUP	CCAP1982_LOCUS3826|CAD6995103.1|CCAP
OG0007853	LOC119557071|XP_037725555.1|DSUP	CCAP1982_LOCUS1394|CAD6992546.1|CCAP
OG0007854	LOC119556931|XP_037725354.1|DSUP	CCAP1982_LOCUS1478|CAD6992630.1|CCAP
OG0007855	LOC119560696|XP_037730206.1|DSUP	CCAP1982_LOCUS3101|CAD6994345.1|CCAP
OG0007856	LOC119561680|XP_037731137.1|DSUP	CCAP1982_LOCUS2693|CAD6993900.1|CCAP
OG0007857	LOC119551230|XP_037716400.1|DSUP	CCAP1982_LOCUS1820|CAD6992989.1|CCAP
OG0007858	LOC119546834|XP_037709355.1|DSUP	CCAP1982_LOCUS6731|CAD6998119.1|CCAP
OG0007860	LOC119549863|XP_037714090.1|DSUP	CCAP1982_LOCUS3508|CAD6994777.1|CCAP
OG0007861	LOC119563080|XP_037732233.1|DSUP	CCAP1982_LOCUS3497|CAD6994766.1|CCAP
OG0007862	LOC119562936|XP_037732019.1|DSUP	CCAP1982_LOCUS1077|CAD6992205.1|CCAP
OG0007863	LOC119546996|XP_037709589.1|DSUP	CCAP1982_LOCUS7597|CAD6999050.1|CCAP
OG0007864	LOC119560026|XP_037729248.1|DSUP	CCAP1982_LOCUS1312|CAD6992455.1|CCAP
OG0007866	LOC119554689|XP_037721621.1|DSUP	CCAP1982_LOCUS2468|CAD6993661.1|CCAP
OG0007867	LOC119559410|XP_037728428.1|DSUP	CCAP1982_LOCUS2932|CAD6994167.1|CCAP
OG0007868	LOC119563312|XP_037732573.1|DSUP	CCAP1982_LOCUS2432|CAD6993623.1|CCAP
OG0007870	LOC119552666|XP_037718302.1|DSUP	CCAP1982_LOCUS11052|CAD7002564.1|CCAP
OG0007873	LOC119553277|XP_037719498.1|DSUP	CCAP1982_LOCUS11840|CAD7003381.1|CCAP
OG0007875	LOC119549212|XP_037712993.1|DSUP	CCAP1982_LOCUS22696|CAD7014715.1|CCAP
OG0007878	LOC119551211|XP_037716374.1|DSUP	CCAP1982_LOCUS22637|CAD7014648.1|CCAP
OG0007879	LOC119552594|XP_037718176.1|DSUP	CCAP1982_LOCUS11905|CAD7003451.1|CCAP
OG0007880	LOC119557905|XP_037726839.1|DSUP	CCAP1982_LOCUS21795|CAD7013772.1|CCAP
OG0007881	LOC119553022|XP_037719006.1|DSUP	CCAP1982_LOCUS13044|CAD7004649.1|CCAP
OG0007882	LOC119553029|XP_037719020.1|DSUP	CCAP1982_LOCUS10785|CAD7002293.1|CCAP
OG0007883	LOC119553028|XP_037719012.1|DSUP	CCAP1982_LOCUS10786|CAD7002294.1|CCAP
OG0007884	LOC119553372|XP_037719651.1|DSUP	CCAP1982_LOCUS12922|CAD7004525.1|CCAP
OG0007885	LOC119549213|XP_037712999.1|DSUP	CCAP1982_LOCUS22695|CAD7014714.1|CCAP
OG0007887	LOC119553023|XP_037719008.1|DSUP	CCAP1982_LOCUS19461|CAD7011359.1|CCAP
OG0007888	LOC119554273|XP_037721053.1|DSUP	CCAP1982_LOCUS12706|CAD7004286.1|CCAP
OG0007889	LOC119554958|XP_037722010.1|DSUP	CCAP1982_LOCUS10796|CAD7002306.1|CCAP
OG0007890	LOC119554503|XP_037721365.1|DSUP	CCAP1982_LOCUS13035|CAD7004640.1|CCAP
OG0007892	LOC119562978|XP_037732084.1|DSUP	CCAP1982_LOCUS21865|CAD7013846.1|CCAP
OG0007893	LOC119549834|XP_037714041.1|DSUP	CCAP1982_LOCUS22382|CAD7014387.1|CCAP
OG0007894	LOC119552591|XP_037718152.1|DSUP	CCAP1982_LOCUS14992|CAD7006693.1|CCAP
OG0007895	LOC119555545|XP_037722906.1|DSUP	CCAP1982_LOCUS12575|CAD7004155.1|CCAP
OG0007897	LOC119554720|XP_037721662.1|DSUP	CCAP1982_LOCUS13296|CAD7004913.1|CCAP
OG0007898	LOC119553398|XP_037719690.1|DSUP	CCAP1982_LOCUS11495|CAD7003032.1|CCAP
OG0007899	LOC119552689|XP_037718342.1|DSUP	CCAP1982_LOCUS12817|CAD7004406.1|CCAP
OG0007901	LOC119555426|XP_037722720.1|DSUP	CCAP1982_LOCUS11101|CAD7002617.1|CCAP
OG0007903	LOC119554845|XP_037721849.1|DSUP	CCAP1982_LOCUS10966|CAD7002477.1|CCAP
OG0007904	LOC119552733|XP_037718419.1|DSUP	CCAP1982_LOCUS13292|CAD7004908.1|CCAP
OG0007907	LOC119555561|XP_037722935.1|DSUP	CCAP1982_LOCUS11579|CAD7003117.1|CCAP
OG0007908	LOC119555562|XP_037722936.1|DSUP	CCAP1982_LOCUS11580|CAD7003118.1|CCAP
OG0007910	LOC119554375|XP_037721182.1|DSUP	CCAP1982_LOCUS14592|CAD7006268.1|CCAP
OG0007911	LOC119554972|XP_037722028.1|DSUP	CCAP1982_LOCUS11252|CAD7002779.1|CCAP
OG0007912	LOC119554564|XP_037721463.1|DSUP	CCAP1982_LOCUS11257|CAD7002784.1|CCAP
OG0007913	LOC119554973|XP_037722029.1|DSUP	CCAP1982_LOCUS11253|CAD7002780.1|CCAP
OG0007914	LOC119555539|XP_037722899.1|DSUP	CCAP1982_LOCUS14822|CAD7006506.1|CCAP
OG0007915	LOC119552930|XP_037718801.1|DSUP	CCAP1982_LOCUS12412|CAD7003990.1|CCAP
OG0007916	LOC119548772|XP_037712245.1|DSUP	CCAP1982_LOCUS5432|CAD6996753.1|CCAP
OG0007918	LOC119549137|XP_037712836.1|DSUP	CCAP1982_LOCUS22289|CAD7014287.1|CCAP
OG0007919	LOC119551075|XP_037716132.1|DSUP	CCAP1982_LOCUS21854|CAD7013834.1|CCAP
OG0007920	LOC119550653|XP_037715422.1|DSUP	CCAP1982_LOCUS22878|CAD7014914.1|CCAP
OG0007921	LOC119550504|XP_037715136.1|DSUP	CCAP1982_LOCUS22488|CAD7014486.1|CCAP
OG0007922	LOC119557038|XP_037725513.1|DSUP	CCAP1982_LOCUS797|CAD6991907.1|CCAP
OG0007924	LOC119550988|XP_037715952.1|DSUP	CCAP1982_LOCUS21591|CAD7013532.1|CCAP
OG0007925	LOC119551454|XP_037716729.1|DSUP	CCAP1982_LOCUS7251|CAD6998694.1|CCAP
OG0007926	LOC119549156|XP_037712870.1|DSUP	CCAP1982_LOCUS22263|CAD7014260.1|CCAP
OG0007927	LOC119546633|XP_037709003.1|DSUP	CCAP1982_LOCUS6399|CAD6997770.1|CCAP
OG0007928	LOC119548791|XP_037712295.1|DSUP	CCAP1982_LOCUS5580|CAD6996907.1|CCAP
OG0007929	LOC119547317|XP_037710043.1|DSUP	CCAP1982_LOCUS6497|CAD6997878.1|CCAP
OG0007930	LOC119551448|XP_037716719.1|DSUP	CCAP1982_LOCUS19856|CAD7011744.1|CCAP
OG0007933	LOC119556316|XP_037724333.1|DSUP	CCAP1982_LOCUS402|CAD6991477.1|CCAP
OG0007934	LOC119560126|XP_037729405.1|DSUP	CCAP1982_LOCUS9009|CAD7000531.1|CCAP
OG0007935	LOC119545994|XP_037707915.1|DSUP	CCAP1982_LOCUS6256|CAD6997620.1|CCAP
OG0007938	LOC119546667|XP_037709053.1|DSUP	CCAP1982_LOCUS7928|CAD6999402.1|CCAP
OG0007939	LOC119547264|XP_037709973.1|DSUP	CCAP1982_LOCUS7277|CAD6998720.1|CCAP
OG0007940	LOC119548335|XP_037711453.1|DSUP	CCAP1982_LOCUS7275|CAD6998718.1|CCAP
OG0007943	LOC119546168|XP_037708216.1|DSUP	CCAP1982_LOCUS6542|CAD6997924.1|CCAP
OG0007944	LOC119553558|XP_037719930.1|DSUP	CCAP1982_LOCUS11254|CAD7002781.1|CCAP
OG0007945	LOC119547096|XP_037709727.1|DSUP	CCAP1982_LOCUS8334|CAD6999822.1|CCAP
OG0007946	LOC119549486|XP_037713517.1|DSUP	CCAP1982_LOCUS6560|CAD6997943.1|CCAP
OG0007947	LOC119548153|XP_037711181.1|DSUP	CCAP1982_LOCUS7869|CAD6999342.1|CCAP
OG0007948	LOC119546469|XP_037708678.1|DSUP	CCAP1982_LOCUS6221|CAD6997582.1|CCAP
OG0007950	LOC119547382|XP_037710145.1|DSUP	CCAP1982_LOCUS8000|CAD6999476.1|CCAP
OG0007951	LOC119547329|XP_037710063.1|DSUP	CCAP1982_LOCUS8465|CAD6999958.1|CCAP
OG0007952	LOC119546903|XP_037709457.1|DSUP	CCAP1982_LOCUS8845|CAD7000365.1|CCAP
OG0007954	LOC119547877|XP_037710841.1|DSUP	CCAP1982_LOCUS6411|CAD6997786.1|CCAP
OG0007955	LOC119547029|XP_037709627.1|DSUP	CCAP1982_LOCUS5745|CAD6997092.1|CCAP
OG0007956	LOC119546434|XP_037708631.1|DSUP	CCAP1982_LOCUS7699|CAD6999162.1|CCAP
OG0007959	LOC119547580|XP_037710414.1|DSUP	CCAP1982_LOCUS8266|CAD6999740.1|CCAP
OG0007961	LOC119558593|XP_037727954.1|DSUP	CCAP1982_LOCUS590|CAD6991677.1|CCAP
OG0007963	LOC119546191|XP_037708245.1|DSUP	CCAP1982_LOCUS5560|CAD6996886.1|CCAP
OG0007964	LOC119547703|XP_037710606.1|DSUP	CCAP1982_LOCUS6172|CAD6997533.1|CCAP
OG0007966	LOC119547872|XP_037710836.1|DSUP	CCAP1982_LOCUS7028|CAD6998428.1|CCAP
OG0007968	LOC119545997|XP_037707921.1|DSUP	CCAP1982_LOCUS7883|CAD6999356.1|CCAP
OG0007970	LOC119551791|XP_037717266.1|DSUP	CCAP1982_LOCUS20492|CAD7012404.1|CCAP
OG0007972	LOC119550114|XP_037714522.1|DSUP	CCAP1982_LOCUS21259|CAD7013188.1|CCAP
OG0007973	LOC119546117|XP_037708136.1|DSUP	CCAP1982_LOCUS8370|CAD6999858.1|CCAP
OG0007975	LOC119560376|XP_037729711.1|DSUP	CCAP1982_LOCUS559|CAD6991645.1|CCAP
OG0007977	LOC119546305|XP_037708425.1|DSUP	CCAP1982_LOCUS8384|CAD6999874.1|CCAP
OG0007978	LOC119546733|XP_037709153.1|DSUP	CCAP1982_LOCUS7842|CAD6999315.1|CCAP
OG0007979	LOC119547071|XP_037709684.1|DSUP	CCAP1982_LOCUS6340|CAD6997708.1|CCAP
OG0007980	LOC119547669|XP_037710555.1|DSUP	CCAP1982_LOCUS7607|CAD6999061.1|CCAP
OG0007983	LOC119548002|XP_037710992.1|DSUP	CCAP1982_LOCUS7870|CAD6999343.1|CCAP
OG0007984	LOC119548497|XP_037711704.1|DSUP	CCAP1982_LOCUS6110|CAD6997467.1|CCAP
OG0007985	LOC119561981|XP_037731300.1|DSUP	CCAP1982_LOCUS6495|CAD6997876.1|CCAP
OG0007986	LOC119546820|XP_037709334.1|DSUP	CCAP1982_LOCUS8337|CAD6999826.1|CCAP
OG0007987	LOC119546858|XP_037709386.1|DSUP	CCAP1982_LOCUS8176|CAD6999644.1|CCAP
OG0007988	LOC119547627|XP_037710482.1|DSUP	CCAP1982_LOCUS5792|CAD6997147.1|CCAP
OG0007990	LOC119548135|XP_037711159.1|DSUP	CCAP1982_LOCUS5616|CAD6996948.1|CCAP
OG0007991	LOC119547233|XP_037709927.1|DSUP	CCAP1982_LOCUS8730|CAD7000238.1|CCAP
OG0007993	LOC119560518|XP_037729924.1|DSUP	CCAP1982_LOCUS3399|CAD6994664.1|CCAP
OG0007994	LOC119546636|XP_037709010.1|DSUP	CCAP1982_LOCUS6289|CAD6997659.1|CCAP
OG0007998	LOC119546184|XP_037708237.1|DSUP	CCAP1982_LOCUS8804|CAD7000319.1|CCAP
OG0007999	LOC119547399|XP_037710176.1|DSUP	CCAP1982_LOCUS7924|CAD6999398.1|CCAP
OG0008000	LOC119547395|XP_037710172.1|DSUP	CCAP1982_LOCUS7923|CAD6999397.1|CCAP
OG0008001	LOC119547754|XP_037710684.1|DSUP	CCAP1982_LOCUS8043|CAD6999518.1|CCAP
OG0008002	LOC119546505|XP_037708752.1|DSUP	CCAP1982_LOCUS7500|CAD6998953.1|CCAP
OG0008003	LOC119546853|XP_037709378.1|DSUP	CCAP1982_LOCUS8260|CAD6999734.1|CCAP
OG0008008	LOC119554979|XP_037722038.1|DSUP	CCAP1982_LOCUS11656|CAD7003194.1|CCAP
OG0008012	LOC119550506|XP_037715137.1|DSUP	CCAP1982_LOCUS20280|CAD7012178.1|CCAP
OG0008013	LOC119551657|XP_037717023.1|DSUP	CCAP1982_LOCUS20004|CAD7011893.1|CCAP
OG0008014	LOC119560711|XP_037730250.1|DSUP	CCAP1982_LOCUS435|CAD6991515.1|CCAP
OG0008015	LOC119553722|XP_037720235.1|DSUP	CCAP1982_LOCUS13361|CAD7004984.1|CCAP
OG0008022	LOC119545694|XP_037707374.1|DSUP	CCAP1982_LOCUS3423|CAD6994688.1|CCAP
OG0008029	LOC119545647|XP_037707300.1|DSUP	CCAP1982_LOCUS303|CAD6991374.1|CCAP
OG0008030	LOC119560171|XP_037729458.1|DSUP	CCAP1982_LOCUS677|CAD6991770.1|CCAP
OG0008032	LOC119548742|XP_037712189.1|DSUP	CCAP1982_LOCUS900|CAD6992016.1|CCAP
OG0008033	LOC119549136|XP_037712839.1|DSUP	CCAP1982_LOCUS710|CAD6991808.1|CCAP
OG0008036	LOC119562351|XP_037731441.1|DSUP	CCAP1982_LOCUS689|CAD6991784.1|CCAP
OG0008037	LOC119550036|XP_037714404.1|DSUP	CCAP1982_LOCUS701|CAD6991797.1|CCAP
OG0008039	LOC119548112|XP_037711137.1|DSUP	CCAP1982_LOCUS22|CAD6991074.1|CCAP
OG0008040	LOC119563274|XP_037732524.1|DSUP	CCAP1982_LOCUS153|CAD6991215.1|CCAP
OG0008042	LOC119560850|XP_037730437.1|DSUP	CCAP1982_LOCUS164|CAD6991227.1|CCAP
OG0008046	LOC119547763|XP_037710703.1|DSUP	CCAP1982_LOCUS24|CAD6991076.1|CCAP
OG0008047	LOC119560097|XP_037729347.1|DSUP	CCAP1982_LOCUS5022|CAD6996344.1|CCAP
OG0008048	LOC119560105|XP_037729383.1|DSUP	CCAP1982_LOCUS25|CAD6991077.1|CCAP
OG0008049	LOC119560459|XP_037729846.1|DSUP	CCAP1982_LOCUS1019|CAD6992140.1|CCAP
OG0008050	LOC119551033|XP_037716044.1|DSUP	CCAP1982_LOCUS4834|CAD6996141.1|CCAP
OG0008051	LOC119561030|XP_037730784.1|DSUP	CCAP1982_LOCUS4237|CAD6995525.1|CCAP
OG0008052	LOC119547622|XP_037710480.1|DSUP	CCAP1982_LOCUS605|CAD6991692.1|CCAP
OG0008053	LOC119554822|XP_037721824.1|DSUP, LOC119554262|XP_037721033.1|DSUP	CCAP1982_LOCUS5665|CAD6997004.1|CCAP
OG0008057	LOC119560492|XP_037729886.1|DSUP	CCAP1982_LOCUS4830|CAD6996136.1|CCAP
OG0008059	LOC119560702|XP_037730218.1|DSUP	CCAP1982_LOCUS17|CAD6991068.1|CCAP
OG0008060	LOC119550393|XP_037714975.1|DSUP	CCAP1982_LOCUS125|CAD6991187.1|CCAP
OG0008063	LOC119560851|XP_037730438.1|DSUP	CCAP1982_LOCUS163|CAD6991225.1|CCAP
OG0008069	LOC119563219|XP_037732445.1|DSUP	CCAP1982_LOCUS854|CAD6991967.1|CCAP
OG0008070	LOC119560114|XP_037729394.1|DSUP	CCAP1982_LOCUS4919|CAD6996234.1|CCAP
OG0008075	LOC119551351|XP_037716599.1|DSUP	CCAP1982_LOCUS19935|CAD7011825.1|CCAP
OG0008082	LOC119556429|XP_037724583.1|DSUP	CCAP1982_LOCUS4885|CAD6996195.1|CCAP
OG0008083	LOC119560598|XP_037730051.1|DSUP	CCAP1982_LOCUS771|CAD6991880.1|CCAP
OG0008084	LOC119560034|XP_037729262.1|DSUP	CCAP1982_LOCUS3892|CAD6995171.1|CCAP
OG0008085	LOC119563273|XP_037732523.1|DSUP	CCAP1982_LOCUS3982|CAD6995261.1|CCAP
OG0008086	LOC119560558|XP_037729996.1|DSUP	CCAP1982_LOCUS4826|CAD6996132.1|CCAP
OG0008091	LOC119558715|XP_037727985.1|DSUP	CCAP1982_LOCUS2678|CAD6993884.1|CCAP
OG0008092	LOC119559820|XP_037728840.1|DSUP	CCAP1982_LOCUS186|CAD6991251.1|CCAP
OG0008094	LOC119547539|XP_037710364.1|DSUP	CCAP1982_LOCUS6811|CAD6998195.1|CCAP
OG0008098	LOC119553654|XP_037720068.1|DSUP	CCAP1982_LOCUS13603|CAD7005246.1|CCAP
OG0008099	LOC119553315|XP_037719569.1|DSUP	CCAP1982_LOCUS13383|CAD7005010.1|CCAP
OG0008100	LOC119547101|XP_037709735.1|DSUP	CCAP1982_LOCUS536|CAD6991621.1|CCAP
OG0008102	LOC119562950|XP_037732051.1|DSUP	CCAP1982_LOCUS4798|CAD6996098.1|CCAP
OG0008104	LOC119554960|XP_037722015.1|DSUP	CCAP1982_LOCUS13968|CAD7005609.1|CCAP
OG0008105	LOC119560919|XP_037730551.1|DSUP	CCAP1982_LOCUS1889|CAD6993059.1|CCAP
OG0008107	LOC119563328|XP_037732599.1|DSUP	CCAP1982_LOCUS846|CAD6991958.1|CCAP
OG0008132	LOC119553076|XP_037719137.1|DSUP	CCAP1982_LOCUS5058|CAD6996379.1|CCAP
