Orthogroup	DSUP.longest_only	CQUI.longest_only
OG0007781	LOC119556202|XP_037724084.1|DSUP	LOC119769479|XP_038118005.1|CQUI
OG0007782	LOC119557324|XP_037725973.1|DSUP	LOC6039069|XP_038104568.1|CQUI
OG0007784	LOC119560056|XP_037729290.1|DSUP	LOC6051726|XP_001868120.2|CQUI
OG0007786	LOC119547454|XP_037710245.1|DSUP	LOC6053054|XP_038105741.1|CQUI
OG0007787	LOC119561068|XP_037730843.1|DSUP	LOC119765323|XP_038104889.1|CQUI
OG0007788	LOC119560975|XP_037730676.1|DSUP	LOC6034808|XP_001845080.2|CQUI
OG0007789	LOC119551913|XP_037717459.1|DSUP	LOC6046774|XP_038104944.1|CQUI
OG0007790	LOC119546811|XP_037709325.1|DSUP	LOC6036488|XP_038105712.1|CQUI
OG0007792	LOC119557965|XP_037726938.1|DSUP	LOC6042419|XP_038113154.1|CQUI
OG0007793	LOC119560042|XP_037729276.1|DSUP	LOC119769520|XP_038118274.1|CQUI
OG0007794	LOC119555825|XP_037723372.1|DSUP	LOC6034931|XP_038113474.1|CQUI
OG0007795	LOC119557386|XP_037726059.1|DSUP	LOC6048844|XP_001865691.2|CQUI
OG0007796	LOC119546710|XP_037709127.1|DSUP	LOC6032710|XP_001843262.2|CQUI
OG0007797	LOC119562968|XP_037732071.1|DSUP	LOC6047473|XP_038122879.1|CQUI
OG0007798	LOC119550926|XP_037715875.1|DSUP	LOC6054407|XP_038112909.1|CQUI
OG0007799	LOC119563403|XP_037732696.1|DSUP	LOC6052080|XP_001868407.1|CQUI
OG0007800	LOC119560749|XP_037730294.1|DSUP	LOC6044840|XP_001862290.2|CQUI
OG0007801	LOC119563251|XP_037732492.1|DSUP	LOC6035567|XP_038107035.1|CQUI
OG0007802	LOC119562875|XP_037731918.1|DSUP	LOC119771186|XP_038122713.1|CQUI
OG0007803	LOC119560229|XP_037729519.1|DSUP	LOC6032576|XP_038104221.1|CQUI
OG0007804	LOC119558222|XP_037727468.1|DSUP	LOC6035085|XP_038122773.1|CQUI
OG0007805	LOC119557068|XP_037725549.1|DSUP	LOC6048399|XP_001865322.2|CQUI
OG0007806	LOC119557066|XP_037725548.1|DSUP	LOC6048398|XP_038122542.1|CQUI
OG0007808	LOC119545764|XP_037707538.1|DSUP	LOC6046418|XP_038122936.1|CQUI
OG0007811	LOC119557612|XP_037726350.1|DSUP	LOC6032633|XP_038105259.1|CQUI
OG0007812	LOC119556630|XP_037724883.1|DSUP	LOC6032652|XP_001843219.2|CQUI
OG0007814	LOC119557439|XP_037726129.1|DSUP	LOC6037468|XP_038104007.1|CQUI
OG0007815	LOC119557069|XP_037725550.1|DSUP	LOC6039935|XP_001849432.2|CQUI
OG0007816	LOC119555262|XP_037722494.1|DSUP	LOC6035392|XP_001845592.2|CQUI
OG0007817	LOC119560719|XP_037730261.1|DSUP	LOC6035391|XP_038104697.1|CQUI
OG0007818	LOC119560674|XP_037730178.1|DSUP	LOC6031659|XP_038104431.1|CQUI
OG0007819	LOC119558046|XP_037727122.1|DSUP	LOC6037472|XP_001847381.2|CQUI
OG0007820	LOC119554216|XP_037720958.1|DSUP	LOC6033670|XP_038113389.1|CQUI
OG0007821	LOC119562939|XP_037732023.1|DSUP	LOC6033667|XP_001844093.2|CQUI
OG0007822	LOC119562938|XP_037732022.1|DSUP	LOC6033666|XP_038104214.1|CQUI
OG0007823	LOC119559224|XP_037728226.1|DSUP	LOC6051326|XP_038105826.1|CQUI
OG0007824	LOC119545753|XP_037707519.1|DSUP	LOC6041355|XP_038107049.1|CQUI
OG0007825	LOC119563423|XP_037732725.1|DSUP	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC119545635|XP_037707278.1|DSUP	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC119557579|XP_037726307.1|DSUP	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC119554146|XP_037720850.1|DSUP	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC119560147|XP_037729429.1|DSUP	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC119556370|XP_037724463.1|DSUP	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC119557375|XP_037726047.1|DSUP	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC119557272|XP_037725887.1|DSUP	LOC6035410|XP_001845603.2|CQUI
OG0007834	LOC119551263|XP_037716453.1|DSUP	LOC6035539|XP_038110831.1|CQUI
OG0007836	LOC119560756|XP_037730303.1|DSUP	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC119560965|XP_037730646.1|DSUP	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC119560449|XP_037729825.1|DSUP	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC119560760|XP_037730309.1|DSUP	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC119548599|XP_037711895.1|DSUP	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC119553254|XP_037719473.1|DSUP	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC119550083|XP_037714483.1|DSUP	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC119560654|XP_037730147.1|DSUP	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC119556174|XP_037724023.1|DSUP	LOC6040938|XP_001850266.2|CQUI
OG0007847	LOC119562620|XP_037731782.1|DSUP	LOC6031652|XP_001842400.2|CQUI
OG0007855	LOC119560696|XP_037730206.1|DSUP	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC119561680|XP_037731137.1|DSUP	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC119551230|XP_037716400.1|DSUP	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC119556130|XP_037723947.1|DSUP	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC119549863|XP_037714090.1|DSUP	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC119563080|XP_037732233.1|DSUP	LOC6040926|XP_001850254.1|CQUI
OG0007862	LOC119562936|XP_037732019.1|DSUP	LOC6040925|XP_038123040.1|CQUI
OG0007863	LOC119546996|XP_037709589.1|DSUP	LOC6040935|XP_001850263.2|CQUI
OG0007864	LOC119560026|XP_037729248.1|DSUP	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC119554689|XP_037721621.1|DSUP	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC119559410|XP_037728428.1|DSUP	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC119557979|XP_037726988.1|DSUP	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC119552666|XP_037718302.1|DSUP	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC119558319|XP_037727659.1|DSUP	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC119554013|XP_037720654.1|DSUP	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC119557618|XP_037726354.1|DSUP	LOC6053032|XP_038115021.1|CQUI
OG0007875	LOC119549212|XP_037712993.1|DSUP	LOC6046848|XP_038118512.1|CQUI
OG0007876	LOC119557409|XP_037726085.1|DSUP	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC119558317|XP_037727656.1|DSUP	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC119551211|XP_037716374.1|DSUP	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC119552594|XP_037718176.1|DSUP	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC119557905|XP_037726839.1|DSUP	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC119553022|XP_037719006.1|DSUP	LOC6044954|XP_038116490.1|CQUI
OG0007882	LOC119553029|XP_037719020.1|DSUP	LOC6038799|XP_038115014.1|CQUI
OG0007883	LOC119553028|XP_037719012.1|DSUP	LOC6049317|XP_038119973.1|CQUI
OG0007884	LOC119553372|XP_037719651.1|DSUP	LOC6051409|XP_038118934.1|CQUI
OG0007885	LOC119549213|XP_037712999.1|DSUP	LOC6036576|XP_038118795.1|CQUI
OG0007886	LOC119548266|XP_037711338.1|DSUP	LOC6041123|XP_038115925.1|CQUI
OG0007887	LOC119553023|XP_037719008.1|DSUP	LOC6053688|XP_038118638.1|CQUI
OG0007888	LOC119554273|XP_037721053.1|DSUP	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC119554958|XP_037722010.1|DSUP	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC119561957|XP_037731295.1|DSUP	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC119562978|XP_037732084.1|DSUP	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC119549834|XP_037714041.1|DSUP	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC119554048|XP_037720715.1|DSUP	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC119554720|XP_037721662.1|DSUP	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC119553398|XP_037719690.1|DSUP	LOC6041253|XP_001850543.1|CQUI
OG0007900	LOC119549341|XP_037713254.1|DSUP	LOC6048328|XP_001865264.2|CQUI
OG0007901	LOC119555426|XP_037722720.1|DSUP	LOC6035616|XP_001845765.2|CQUI
OG0007902	LOC119557345|XP_037726010.1|DSUP	LOC6040601|XP_038121775.1|CQUI
OG0007903	LOC119554845|XP_037721849.1|DSUP	LOC6040625|XP_038118997.1|CQUI
OG0007904	LOC119552733|XP_037718419.1|DSUP	LOC6040631|XP_038118240.1|CQUI
OG0007905	LOC119547764|XP_037710700.1|DSUP	LOC6036407|XP_001846460.2|CQUI
OG0007906	LOC119554746|XP_037721698.1|DSUP	LOC6044194|XP_038116507.1|CQUI
OG0007907	LOC119555561|XP_037722935.1|DSUP	LOC6041976|XP_001851151.1|CQUI
OG0007908	LOC119555562|XP_037722936.1|DSUP	LOC6041975|XP_038118179.1|CQUI
OG0007909	LOC119555976|XP_037723631.1|DSUP	LOC6041970|XP_001851144.2|CQUI
OG0007910	LOC119554375|XP_037721182.1|DSUP	LOC6043157|XP_001870893.2|CQUI
OG0007911	LOC119554972|XP_037722028.1|DSUP	LOC6048152|XP_001865114.2|CQUI
OG0007912	LOC119554564|XP_037721463.1|DSUP	LOC6048144|XP_001865107.2|CQUI
OG0007913	LOC119554973|XP_037722029.1|DSUP	LOC6048146|XP_001865108.1|CQUI
OG0007914	LOC119555539|XP_037722899.1|DSUP	LOC6037181|XP_038118242.1|CQUI
OG0007915	LOC119552930|XP_037718801.1|DSUP	LOC6035489|XP_001845670.2|CQUI
OG0007916	LOC119548772|XP_037712245.1|DSUP	LOC119770305|XP_038120863.1|CQUI
OG0007917	LOC119550286|XP_037714804.1|DSUP	LOC119770730|XP_038122061.1|CQUI
OG0007920	LOC119550653|XP_037715422.1|DSUP	LOC6036142|XP_038110797.1|CQUI
OG0007921	LOC119550504|XP_037715136.1|DSUP	LOC6030957|XP_038121867.1|CQUI
OG0007922	LOC119557038|XP_037725513.1|DSUP	LOC6052063|XP_038119760.1|CQUI
OG0007923	LOC119558305|XP_037727634.1|DSUP	LOC6053863|XP_038116111.1|CQUI
OG0007927	LOC119546633|XP_037709003.1|DSUP	LOC6050100|XP_038107685.1|CQUI
OG0007928	LOC119548791|XP_037712295.1|DSUP	LOC6042610|XP_001852944.2|CQUI
OG0007929	LOC119547317|XP_037710043.1|DSUP	LOC6042604|XP_038109733.1|CQUI
OG0007930	LOC119551448|XP_037716719.1|DSUP	LOC6054296|XP_038113999.1|CQUI
OG0007932	LOC119556231|XP_037724182.1|DSUP	LOC6032467|XP_001843060.1|CQUI
OG0007933	LOC119556316|XP_037724333.1|DSUP	LOC6032469|XP_038112410.1|CQUI
OG0007934	LOC119560126|XP_037729405.1|DSUP	LOC6043623|XP_038111348.1|CQUI
OG0007935	LOC119545994|XP_037707915.1|DSUP	LOC6038600|XP_038108223.1|CQUI
OG0007936	LOC119546217|XP_037708285.1|DSUP	LOC6034117|XP_001844485.1|CQUI
OG0007937	LOC119547294|XP_037710010.1|DSUP	LOC6046043|XP_038109540.1|CQUI
OG0007938	LOC119546667|XP_037709053.1|DSUP	LOC6034156|XP_001844514.2|CQUI
OG0007939	LOC119547264|XP_037709973.1|DSUP	LOC6034163|XP_001844519.2|CQUI
OG0007940	LOC119548335|XP_037711453.1|DSUP	LOC6034164|XP_038108636.1|CQUI
OG0007942	LOC119556812|XP_037725193.1|DSUP	LOC6032935|XP_001843455.2|CQUI
OG0007943	LOC119546168|XP_037708216.1|DSUP	LOC6032945|XP_038108155.1|CQUI
OG0007944	LOC119553558|XP_037719930.1|DSUP	LOC6050451|XP_038106065.1|CQUI
OG0007945	LOC119547096|XP_037709727.1|DSUP	LOC6041620|XP_001850853.2|CQUI
OG0007946	LOC119549486|XP_037713517.1|DSUP	LOC6036144|XP_001846235.2|CQUI
OG0007947	LOC119548153|XP_037711181.1|DSUP	LOC6031331|XP_038112363.1|CQUI
OG0007948	LOC119546469|XP_037708678.1|DSUP	LOC6031340|XP_038111689.1|CQUI
OG0007949	LOC119556935|XP_037725355.1|DSUP	LOC6053570|XP_038110150.1|CQUI
OG0007950	LOC119547382|XP_037710145.1|DSUP	LOC6049612|XP_001866340.2|CQUI
OG0007951	LOC119547329|XP_037710063.1|DSUP	LOC6049613|XP_001866341.2|CQUI
OG0007952	LOC119546903|XP_037709457.1|DSUP	LOC6037377|XP_001847297.1|CQUI
OG0007954	LOC119547877|XP_037710841.1|DSUP	LOC6047192|XP_038111329.1|CQUI
OG0007955	LOC119547029|XP_037709627.1|DSUP	LOC6046731|XP_038107136.1|CQUI
OG0007956	LOC119546434|XP_037708631.1|DSUP	LOC6044545|XP_001862047.2|CQUI
OG0007957	LOC119548396|XP_037711550.1|DSUP	LOC6037104|XP_038114374.1|CQUI
OG0007958	LOC119558283|XP_037727586.1|DSUP	LOC6031942|XP_038107792.1|CQUI
OG0007959	LOC119547580|XP_037710414.1|DSUP	LOC6031944|XP_001842623.2|CQUI
OG0007960	LOC119548136|XP_037711161.1|DSUP	LOC6038267|XP_001848091.2|CQUI
OG0007962	LOC119556060|XP_037723795.1|DSUP	LOC6050857|XP_001867383.2|CQUI
OG0007963	LOC119546191|XP_037708245.1|DSUP	LOC6050870|XP_001867395.2|CQUI
OG0007964	LOC119547703|XP_037710606.1|DSUP	LOC6043906|XP_038109110.1|CQUI
OG0007967	LOC119547608|XP_037710460.1|DSUP	LOC6035248|XP_038112313.1|CQUI
OG0007968	LOC119545997|XP_037707921.1|DSUP	LOC6035256|XP_038107348.1|CQUI
OG0007969	LOC119548438|XP_037711625.1|DSUP	LOC6042127|XP_001851276.2|CQUI
OG0007970	LOC119551791|XP_037717266.1|DSUP	LOC6033188|XP_001843668.1|CQUI
OG0007971	LOC119556200|XP_037724081.1|DSUP	LOC6033134|XP_038109208.1|CQUI
OG0007972	LOC119550114|XP_037714522.1|DSUP	LOC6042108|XP_038113524.1|CQUI
OG0007973	LOC119546117|XP_037708136.1|DSUP	LOC6044258|XP_038113110.1|CQUI
OG0007974	LOC119556882|XP_037725286.1|DSUP	LOC6035273|XP_001845494.2|CQUI
OG0007975	LOC119560376|XP_037729711.1|DSUP	LOC6038621|XP_038113294.1|CQUI
OG0007976	LOC119557590|XP_037726320.1|DSUP	LOC6033140|XP_001843630.2|CQUI
OG0007978	LOC119546733|XP_037709153.1|DSUP	LOC6046363|XP_001863580.1|CQUI
OG0007979	LOC119547071|XP_037709684.1|DSUP	LOC6038927|XP_038109016.1|CQUI
OG0007980	LOC119547669|XP_037710555.1|DSUP	LOC6044234|XP_038109535.1|CQUI
OG0007981	LOC119556214|XP_037724122.1|DSUP	LOC6044232|XP_038112894.1|CQUI
OG0007982	LOC119546499|XP_037708736.1|DSUP	LOC6054392|XP_038107203.1|CQUI
OG0007983	LOC119548002|XP_037710992.1|DSUP	LOC6036446|XP_038107979.1|CQUI
OG0007984	LOC119548497|XP_037711704.1|DSUP	LOC6034404|XP_038111335.1|CQUI
OG0007985	LOC119561981|XP_037731300.1|DSUP	LOC119767549|XP_038112319.1|CQUI
OG0007986	LOC119546820|XP_037709334.1|DSUP	LOC6038879|XP_001848578.1|CQUI
OG0007987	LOC119546858|XP_037709386.1|DSUP	LOC6046635|XP_038112393.1|CQUI
OG0007989	LOC119547997|XP_037710984.1|DSUP	LOC6037900|XP_038114338.1|CQUI
OG0007990	LOC119548135|XP_037711159.1|DSUP	LOC6035778|XP_001845903.1|CQUI
OG0007991	LOC119547233|XP_037709927.1|DSUP	LOC6050920|XP_038111847.1|CQUI
OG0007992	LOC119547681|XP_037710568.1|DSUP	LOC6033303|XP_001843769.1|CQUI
OG0007993	LOC119560518|XP_037729924.1|DSUP	LOC6045774|XP_038110349.1|CQUI
OG0007994	LOC119546636|XP_037709010.1|DSUP	LOC6034885|XP_001845153.2|CQUI
OG0007995	LOC119546015|XP_037707950.1|DSUP	LOC6053417|XP_038107383.1|CQUI
OG0007996	LOC119556773|XP_037725127.1|DSUP	LOC6041782|XP_038108196.1|CQUI
OG0007997	LOC119554878|XP_037721892.1|DSUP	LOC6033314|XP_001843780.1|CQUI
OG0007998	LOC119546184|XP_037708237.1|DSUP	LOC6033321|XP_001843786.2|CQUI
OG0007999	LOC119547399|XP_037710176.1|DSUP	LOC6036011|XP_038113483.1|CQUI
OG0008000	LOC119547395|XP_037710172.1|DSUP	LOC6036012|XP_001846116.2|CQUI
OG0008001	LOC119547754|XP_037710684.1|DSUP	LOC6033632|XP_001844059.1|CQUI
OG0008002	LOC119546505|XP_037708752.1|DSUP	LOC6051686|XP_038108712.1|CQUI
OG0008003	LOC119546853|XP_037709378.1|DSUP	LOC119767122|XP_038110742.1|CQUI
OG0008004	LOC119555911|XP_037723530.1|DSUP	LOC6042667|XP_038118165.1|CQUI
OG0008005	LOC119556234|XP_037724191.1|DSUP	LOC6042666|XP_038116527.1|CQUI
OG0008006	LOC119556270|XP_037724248.1|DSUP	LOC6054098|XP_038120134.1|CQUI
OG0008007	LOC119556586|XP_037724815.1|DSUP	LOC6046099|XP_038115720.1|CQUI
OG0008008	LOC119554979|XP_037722038.1|DSUP	LOC6046094|XP_001863346.1|CQUI
OG0008009	LOC119556623|XP_037724871.1|DSUP	LOC6042671|XP_001853367.2|CQUI
OG0008010	LOC119558070|XP_037727166.1|DSUP	LOC6038998|XP_038114729.1|CQUI
OG0008011	LOC119549293|XP_037713170.1|DSUP	LOC6038989|XP_001848673.1|CQUI
OG0008012	LOC119550506|XP_037715137.1|DSUP	LOC6038988|XP_038120511.1|CQUI
OG0008013	LOC119551657|XP_037717023.1|DSUP	LOC6044755|XP_001862218.2|CQUI
OG0008014	LOC119560711|XP_037730250.1|DSUP	LOC6044751|XP_038120563.1|CQUI
OG0008015	LOC119553722|XP_037720235.1|DSUP	LOC6044746|XP_038117027.1|CQUI
OG0008016	LOC119553724|XP_037720238.1|DSUP	LOC6044745|XP_001862208.1|CQUI
OG0008017	LOC119558346|XP_037727752.1|DSUP	LOC6044724|XP_038119574.1|CQUI
OG0008018	LOC119557216|XP_037725802.1|DSUP	LOC6046262|XP_038118392.1|CQUI
OG0008019	LOC119558147|XP_037727307.1|DSUP	LOC6032202|XP_038119334.1|CQUI
OG0008020	LOC119560643|XP_037730125.1|DSUP	LOC6032219|XP_038117588.1|CQUI
OG0008021	LOC119556880|XP_037725283.1|DSUP	LOC6042209|XP_001851350.2|CQUI
OG0008022	LOC119545694|XP_037707374.1|DSUP	LOC6048309|XP_038120796.1|CQUI
OG0008023	LOC119557081|XP_037725561.1|DSUP	LOC6033044|XP_038118853.1|CQUI
OG0008024	LOC119557855|XP_037726770.1|DSUP	LOC6033051|XP_001843555.2|CQUI
OG0008025	LOC119557220|XP_037725817.1|DSUP	LOC6033059|XP_001843561.2|CQUI
OG0008026	LOC119556201|XP_037724082.1|DSUP	LOC6048223|XP_001865173.2|CQUI
OG0008027	LOC119556785|XP_037725146.1|DSUP	LOC6048229|XP_038121864.1|CQUI
OG0008028	LOC119545791|XP_037707594.1|DSUP	LOC6046350|XP_038114573.1|CQUI
OG0008029	LOC119545647|XP_037707300.1|DSUP	LOC6046357|XP_038118636.1|CQUI
OG0008030	LOC119560171|XP_037729458.1|DSUP	LOC6046066|XP_001863321.2|CQUI
OG0008031	LOC119545954|XP_037707843.1|DSUP	LOC6046064|XP_001863319.1|CQUI
OG0008032	LOC119548742|XP_037712189.1|DSUP	LOC6047437|XP_001864492.1|CQUI
OG0008033	LOC119549136|XP_037712839.1|DSUP	LOC6052405|XP_038114919.1|CQUI
OG0008034	LOC119548290|XP_037711387.1|DSUP	LOC6041793|XP_038115494.1|CQUI
OG0008035	LOC119556609|XP_037724850.1|DSUP	LOC6049307|XP_038116661.1|CQUI
OG0008036	LOC119562351|XP_037731441.1|DSUP	LOC6045172|XP_001862570.2|CQUI
OG0008037	LOC119550036|XP_037714404.1|DSUP	LOC6045170|XP_038119848.1|CQUI
OG0008038	LOC119557726|XP_037726538.1|DSUP	LOC6043263|XP_001870909.2|CQUI
OG0008039	LOC119548112|XP_037711137.1|DSUP	LOC6034965|XP_038120008.1|CQUI
OG0008040	LOC119563274|XP_037732524.1|DSUP	LOC6034972|XP_001845228.2|CQUI
OG0008041	LOC119556228|XP_037724174.1|DSUP	LOC119768626|XP_038114749.1|CQUI
OG0008042	LOC119560850|XP_037730437.1|DSUP	LOC6039375|XP_038119277.1|CQUI
OG0008043	LOC119556669|XP_037724954.1|DSUP	LOC6039780|XP_038117949.1|CQUI
OG0008044	LOC119558049|XP_037727126.1|DSUP	LOC6039750|XP_038114650.1|CQUI
OG0008045	LOC119557916|XP_037726852.1|DSUP	LOC6053009|XP_001869171.1|CQUI
OG0008046	LOC119547763|XP_037710703.1|DSUP	LOC6053010|XP_038118033.1|CQUI
OG0008047	LOC119560097|XP_037729347.1|DSUP	LOC6051115|XP_001867599.2|CQUI
OG0008048	LOC119560105|XP_037729383.1|DSUP	LOC6052041|XP_001868374.1|CQUI
OG0008049	LOC119560459|XP_037729846.1|DSUP	LOC6051106|XP_038116096.1|CQUI
OG0008050	LOC119551033|XP_037716044.1|DSUP	LOC6052050|XP_038116029.1|CQUI
OG0008051	LOC119561030|XP_037730784.1|DSUP	LOC6032261|XP_001842898.2|CQUI
OG0008052	LOC119547622|XP_037710480.1|DSUP	LOC6035005|XP_038116646.1|CQUI
OG0008053	LOC119554822|XP_037721824.1|DSUP, LOC119554262|XP_037721033.1|DSUP	LOC6035028|XP_001845273.2|CQUI
OG0008054	LOC119556709|XP_037725033.1|DSUP	LOC6051464|XP_038118609.1|CQUI
OG0008055	LOC119557299|XP_037725936.1|DSUP	LOC6050291|XP_038118625.1|CQUI
OG0008056	LOC119557240|XP_037725852.1|DSUP	LOC6043885|XP_001861467.1|CQUI
OG0008057	LOC119560492|XP_037729886.1|DSUP	LOC6041238|XP_038119483.1|CQUI
OG0008058	LOC119549307|XP_037713196.1|DSUP	LOC6052873|XP_038119490.1|CQUI
OG0008059	LOC119560702|XP_037730218.1|DSUP	LOC6040340|XP_001849744.1|CQUI
OG0008060	LOC119550393|XP_037714975.1|DSUP	LOC6040297|XP_001849725.2|CQUI
OG0008061	LOC119557169|XP_037725703.1|DSUP	LOC6043480|XP_038115764.1|CQUI
OG0008062	LOC119557376|XP_037726048.1|DSUP	LOC6043492|XP_038115765.1|CQUI
OG0008063	LOC119560851|XP_037730438.1|DSUP	LOC6047730|XP_001864749.2|CQUI
OG0008064	LOC119557363|XP_037726032.1|DSUP	LOC6046879|XP_001864008.1|CQUI
OG0008065	LOC119557974|XP_037726969.1|DSUP	LOC119769800|XP_038119379.1|CQUI
OG0008066	LOC119558093|XP_037727232.1|DSUP	LOC6047586|XP_038117585.1|CQUI
OG0008067	LOC119558354|XP_037727782.1|DSUP	LOC6045141|XP_038115156.1|CQUI
OG0008068	LOC119557531|XP_037726232.1|DSUP	LOC6036940|XP_038118171.1|CQUI
OG0008069	LOC119563219|XP_037732445.1|DSUP	LOC6039802|XP_038121863.1|CQUI
OG0008070	LOC119560114|XP_037729394.1|DSUP	LOC6054149|XP_001870114.2|CQUI
OG0008072	LOC119557329|XP_037725978.1|DSUP	LOC6051691|XP_038115837.1|CQUI
OG0008073	LOC119557902|XP_037726836.1|DSUP	LOC6039735|XP_038119216.1|CQUI
OG0008074	LOC119557932|XP_037726870.1|DSUP	LOC6039731|XP_001849283.1|CQUI
OG0008076	LOC119557778|XP_037726606.1|DSUP	LOC6046672|XP_038118071.1|CQUI
OG0008077	LOC119560560|XP_037730006.1|DSUP	LOC6046664|XP_001863832.1|CQUI
OG0008078	LOC119557076|XP_037725557.1|DSUP	LOC6046662|XP_038118082.1|CQUI
OG0008079	LOC119557943|XP_037726890.1|DSUP	LOC6048017|XP_038118080.1|CQUI
OG0008080	LOC119557893|XP_037726825.1|DSUP	LOC6032504|XP_038116217.1|CQUI
OG0008081	LOC119558413|XP_037727874.1|DSUP	LOC6032507|XP_001843095.2|CQUI
OG0008082	LOC119556429|XP_037724583.1|DSUP	LOC6052669|XP_001868898.1|CQUI
OG0008083	LOC119560598|XP_037730051.1|DSUP	LOC6032540|XP_038118931.1|CQUI
OG0008084	LOC119560034|XP_037729262.1|DSUP	LOC6042556|XP_038116767.1|CQUI
OG0008085	LOC119563273|XP_037732523.1|DSUP	LOC6054112|XP_038121522.1|CQUI
OG0008086	LOC119560558|XP_037729996.1|DSUP	LOC6039526|XP_038118788.1|CQUI
OG0008087	LOC119556715|XP_037725041.1|DSUP	LOC6043451|XP_038115976.1|CQUI
OG0008088	LOC119557874|XP_037726803.1|DSUP	LOC6045555|XP_001862907.2|CQUI
OG0008089	LOC119554684|XP_037721614.1|DSUP	LOC119768910|XP_038116627.1|CQUI
OG0008091	LOC119558715|XP_037727985.1|DSUP	LOC6040157|XP_038119317.1|CQUI
OG0008092	LOC119559820|XP_037728840.1|DSUP	LOC6044869|XP_038118475.1|CQUI
OG0008093	LOC119558310|XP_037727640.1|DSUP	LOC6041570|XP_001850815.2|CQUI
OG0008094	LOC119547539|XP_037710364.1|DSUP	LOC6041571|XP_001850816.2|CQUI
OG0008095	LOC119556058|XP_037723797.1|DSUP	LOC6039222|XP_001848863.2|CQUI
OG0008096	LOC119556336|XP_037724354.1|DSUP	LOC6039219|XP_001848860.2|CQUI
OG0008097	LOC119558253|XP_037727508.1|DSUP	LOC6039217|XP_001848858.2|CQUI
OG0008099	LOC119553315|XP_037719569.1|DSUP	LOC6032736|XP_001843283.2|CQUI
OG0008100	LOC119547101|XP_037709735.1|DSUP	LOC6032750|XP_038115736.1|CQUI
OG0008101	LOC119558280|XP_037727583.1|DSUP	LOC6032761|XP_038122358.1|CQUI
OG0008102	LOC119562950|XP_037732051.1|DSUP	LOC6033832|XP_038116232.1|CQUI
OG0008103	LOC119558298|XP_037727618.1|DSUP	LOC6033819|XP_001844214.2|CQUI
OG0008104	LOC119554960|XP_037722015.1|DSUP	LOC6037762|XP_001847642.2|CQUI
OG0008105	LOC119560919|XP_037730551.1|DSUP	LOC6037756|XP_038119612.1|CQUI
OG0008106	LOC119552850|XP_037718652.1|DSUP	LOC6040843|XP_001850178.1|CQUI
OG0008107	LOC119563328|XP_037732599.1|DSUP	LOC6040821|XP_038119005.1|CQUI
OG0008108	LOC119556708|XP_037725032.1|DSUP	LOC6035845|XP_038114606.1|CQUI
OG0008109	LOC119556863|XP_037725263.1|DSUP	LOC6035831|XP_001845951.1|CQUI
OG0008110	LOC119556406|XP_037724519.1|DSUP	LOC6034009|XP_038118709.1|CQUI
OG0008111	LOC119557087|XP_037725569.1|DSUP	LOC6034013|XP_038120365.1|CQUI
OG0008112	LOC119556968|XP_037725406.1|DSUP	LOC6034014|XP_038114798.1|CQUI
OG0008113	LOC119557716|XP_037726526.1|DSUP	LOC6034017|XP_001844403.2|CQUI
